algeriet	algeria
miner	minele
event	eveniment
event	evenimentul
kattegat	kattegat
ruiner	ruinele
ruiner	ruine
ruiner	ruină
investeringer	investitii
investeringer	investițiile
investeringer	investiții
investeringer	investitii
investeringer	investiție
investeringer	investitie
investeringer	investiții
israelsk	israelieni
israelsk	israeliene
israelsk	israelian
israelsk	israeliană
israelsk	israel
israelsk	israelului
israelsk	israelul
organer	organe
organer	organele
organer	organisme
organer	corpuri
organer	trupuri
organer	cadavre
skåret	felii
skåret	taie
skåret	tăiat
skåret	ciobul
skåret	ciob
mindesmærke	memorial
mindesmærke	memorial
mindesmærke	memorialul
lane	lane
producenter	producători
producenter	producătorii
producenter	producători
producenter	producătorii
tottenham	tottenham
suðuroy	suðuroy
fødslen	naștere
fødslen	nastere
fødslen	naşterea
koncerten	concertul
koncerten	concert
tusindvis	mii
tusindvis	miile
fjernede	îndepărtat
fjernede	eliminat
fjernede	scos
ægypten	egipt
ægypten	egiptul
ulykker	accidente
ulykker	accidentele
ulykker	accidentul
ulykker	accident
pete	pete
privilegier	privilegiile
privilegier	privilegii
nicholas	nicholas
nicholas	nicolae
mann	mann
beograd	belgrad
beograd	belgradul
omgivende	înconjurătoare
omgivende	ambiantă
canal	canal
ost	branza
ost	brânza
ost	brânză
ost	brânzeturi
renoveret	renovat
renoveret	renovat
hulk	hulk
legenden	legendă
legenden	legenda
playoff	playoff
interviews	interviurile
interviews	interviuri
troen	credinta
troen	faith
troen	credința
troen	credință
troen	credința
add	adăugare
add	adaugă
add	add
add	adauga
lara	lara
hyldest	tributul
hyldest	omagiu
hyldest	tribut
hyldest	omagiu
overveje	contempla
lettisk	letonă
svækket	slăbirea
svækket	slabit
svækket	slăbit
svækket	atenuat
est	est
mønstre	tipare
mønstre	tiparele
arkiver	arhive
arkiver	arhiva
arkiver	arhivele
arkiver	arhivă
bekostning	cheltuială
bekostning	cheltuiala
bekostning	cheltuieli
udgår	șters
udgår	sters
kierkegaard	kierkegaard
vægten	greutate
vægten	greutatea
piper	piper
palads	palatul
palads	palat
palads	palace
banner	banner
opdagelse	descoperire
opdagelse	descoperiri
opdagelse	descoperirea
opdagelse	discovery
botaniske	botanică
botaniske	botanica
diskuteres	discutabil
helen	helen
faser	faze
faser	fazele
faser	etape
faser	etapele
balance	echilibru
balance	balanta
balance	balans
balance	sold
balance	soldul
hogwarts	hogwarts
españa	españa
child	copile
child	copila
child	copil
child	copilă
krim	crimeea
krim	crimeea
misbrug	abuzuri
misbrug	abuz
misbrug	abuzul
misbrug	abuzuri
misbrug	abuzurile
kulturelt	cultural
kulturelt	culturală
kulturelt	culturale
savage	savage
savage	sălbatic
savage	salbatic
sub	submarin
fastsat	fixă
fastsat	fix
fastsat	reparat
fastsat	fixat
styring	guvernarea
styring	guvernanță
styring	guvernare
sultan	sultanul
sultan	sultan
hercegovina	herțegovina
hercegovina	herţegovina
asfalt	asfaltul
asfalt	asfalt
foretrukne	preferat
amerikaner	american
amerikaner	americană
amerikaner	americancă
mandskab	echipajul
mandskab	echipaj
mandskab	crew
bølger	valuri
bølger	valurile
erkendelse	recunoscând
erkendelse	recunoașterea
erkendelse	recunoastere
erkendelse	recunoaștere
erkendelse	realizarea
erkendelse	realizare
abel	abel
peer	peer
helsingfors	helsinki
siddet	sat
vindende	câștigătoare
cirkel	cercul
cirkel	circle
cirkel	cerc
six	sase
six	six
six	şase
six	șase
adrian	adrian
svalbard	svalbard
brooklyn	brooklyn
discovery	descoperire
discovery	descoperiri
discovery	descoperirea
discovery	discovery
lukas	luke
lukas	luca
lukas	lukas
avenue	avenue
kælenavn	porecla
kælenavn	poreclă
kid	copile
kid	kid
spencer	spencer
berømmelse	faimă
berømmelse	faima
berømmelse	fame
kontakter	contacte
kontakter	contactele
born	nascut
born	născută
born	născut
alter	altarul
alter	altar
alter	altarul
alter	altar
alter	alter
alberto	alberto
invaderede	invadată
invaderede	invadat
nansen	nansen
logisk	logică
logisk	logic
logisk	logica
logisk	logică
logisk	logic
udgifter	costuri
udgifter	costurile
udgifter	cheltuielile
udgifter	cheltuieli
udgifter	cheltuielile
udgifter	cheltuieli
udstedt	eliberat
udstedt	emis
udstedt	emisă
udstedt	emise
philipp	philipp
erhvervet	dobândite
erhvervet	dobândită
erhvervet	dobândit
erhvervet	achiziționat
biblioteker	biblioteci
betegnelser	indicații
betegnelser	descrierile
betegnelser	descrieri
torsdag	joi
torsdag	joia
gribe	profite
linket	legătura
linket	legătură
linket	link
linket	linkul
velegnet	adecvată
velegnet	adecvate
velegnet	adecvat
himmel	ceruri
himmel	rai
himmel	raiul
himmel	cerul
himmel	sky
himmel	cer
himmel	ceruri
wang	wang
ansvarlige	responsabil
ansvarlige	răspunzător
ansvarlige	responsabili
ansvarlige	responsabilă
redskaber	unelte
redskaber	scule
redskaber	instrumente
redskaber	plase
forhindrer	previne
biograf	teatrul
biograf	teatru
biograf	cinematograf
biograf	cinema
blik	ochiul
blik	ochi
blik	eye
christie	christie
datterselskab	filială
påstod	pretins
påstod	revendicat
greg	greg
skilte	insigne
skilte	insignele
skilte	semnele
skilte	semne
bestemmelse	furnizarea
bestemmelse	dispoziție
bestemmelse	determinarea
bestemmelse	determinare
bestemmelse	clauză
bestemmelse	clauza
skønhed	frumusețe
skønhed	frumusete
skønhed	frumusețea
roberts	roberts
brigader	brigăzi
unger	copii
unger	copiii
unger	unger
discogs	discogs
udøvende	executive
udøvende	executiv
udøvende	executivă
comeback	revenire
serbiske	sârb
serbiske	sârbi
serbiske	sârbă
koden	codul
koden	cod
ferie	vacanta
ferie	vacanță
ferie	sărbători
ferie	sărbătoare
ferie	vacanța
ferie	vacanta
ferie	concediu
ferie	vacanță
ferie	sarbatori
ferie	sărbători
ferie	sărbătorile
freedom	libertate
freedom	libertatea
freedom	freedom
rex	rex
elektronik	electronica
elektronik	electronică
elektronik	electronice
cykel	biciclete
cykel	bicicletă
cykel	bicicleta
cykel	bicicletă
cykel	bicicleta
indehaver	holder
indehaver	titular
indehaver	titularul
botanisk	botanică
botanisk	botanica
polens	poloniei
polens	polonia
huden	piele
huden	pielea
passager	pasageri
passager	pasager
passager	pasagerul
passager	pasaje
passager	pasajele
pol	pol
burma	burma
burma	birmania
eckersberg	eckersberg
fattigdom	sărăcie
fattigdom	saracie
fattigdom	sărăciei
fattigdom	sărăcia
slægtninge	neamuri
slægtninge	rudelor
slægtninge	rudele
slægtninge	rude
tchad	ciad
tchad	chad
sammenbrud	detaliere
sammenbrud	accident
sammenbrud	crash
sammenbrud	colapsul
sammenbrud	colaps
facto	facto
konferencen	conferința
konferencen	conferinta
konferencen	conferință
konferencen	conferinţa
udpegede	desemnate
udpegede	desemnată
udpegede	desemnat
depression	depresie
depression	depresia
steffen	steffen
tænkte	gândit
tænkte	crezut
tænkte	gândire
tænkte	gândirea
tænkte	gândind
gregorianske	gregorian
erklærer	declarând
erklærer	declara
erklærer	declară
erklærer	declar
erklærer	declară
slås	lupta
kold	frig
kold	reci
kold	rece
relevans	relevanța
relevans	relevanță
værft	curte
værft	yard
foreslå	propune
foreslå	sugerează
foreslå	sugerez
foreslå	sugereaza
tjekkiske	cehi
tjekkiske	cehă
tjekkiske	cehia
tjekkiske	ceh
krisen	criză
krisen	criza
palæstinensiske	palestiniene
palæstinensiske	palestiniană
palæstinensiske	palestinieni
palæstinensiske	palestinian
kronet	încoronat
flyveplads	aerodrom
flyveplads	aerodromul
flyveplads	aerodrom
flyveplads	aerodromul
wiener	wiener
wiener	viena
wiener	vienna
colin	colin
graven	mormant
graven	mormânt
efterretningstjeneste	inteligenta
spd	spd
mongoliet	mongolia
udløste	declanșat
syriske	sirian
matthias	matthias
moss	mușchi
moss	moss
anvendelser	aplicații
anvendelser	cereri
anvendelser	aplicatii
anvendelser	utilizările
anvendelser	utilizări
renovering	renovări
renovering	renovarea
renovering	renovare
renovering	renovare
face	faţă
face	fata
face	fața
face	faţa
face	față
mineraler	minerale
kontrolleret	verificate
kontrolleret	verificat
kontrolleret	verificată
kontrolleret	controlat
kontrolleret	controlate
kontrolleret	controlată
kontrolleret	verificate
kontrolleret	verificat
kontrolleret	verificată
flair	fler
break	break
break	rupe
break	pauza
break	sparge
break	pauză
radar	radarul
radar	radar
elias	elias
hertz	hertz
halsen	gat
halsen	gât
halsen	gâtul
halsen	gât
halsen	gat
halsen	gâtul
nancy	nancy
repræsentation	reprezentarea
repræsentation	reprezentare
sprang	sarit
sprang	sărit
sprang	sarit
sprang	sărit
tårne	towers
tårne	turnuri
tårne	turnurile
glee	glee
gotisk	gotic
tvinge	obliga
tvinge	constrânge
spirit	spiritul
spirit	spirit
fed	grasă
fed	grasa
fed	grăsime
fed	gras
iss	iss
ministerium	ministerul
ministerium	ministerului
ministerium	minister
tusinder	mii
tusinder	miile
ækvator	ecuator
shepherd	shepherd
shepherd	ciobănesc
shepherd	cioban
shepherd	păstor
prøvet	încercat
prøvet	testate
prøvet	testat
prøvet	testată
thompson	thompson
daily	daily
daily	zilnic
aristoteles	aristotel
biografier	biografii
sagn	legendă
sagn	legenda
sagn	folclor
sagn	legende
sagn	legendele
blank	lucioasă
blank	lucios
alpes	alpes
nature	natură
nature	natura
asger	asger
aktuelt	curentul
aktuelt	curent
aktuelt	actual
aktuelt	curentului
aktuelt	actuală
aktuelt	actualitate
aktuelt	topică
aktuelt	momentan
speed	viteză
speed	viteza
speed	speed
speed	turația
argentinske	argentina
argentinske	argentinian
zagreb	zagreb
leningrad	leningrad
tilfældigt	random
tilfældigt	aleatoare
tilfældigt	aleatoriu
tilfældigt	aleator
tilfældigt	aleatorie
tilfældigt	coincidență
tilfældigt	coincidenta
tilfældigt	aleatoriu
atlantis	atlantida
atlantis	atlantis
smart	inteligent
smart	fancy
smart	fantezie
smart	inteligent
smart	destept
smart	smart
smart	inteligentă
fangenskab	captivi
fangenskab	captive
fangenskab	captivă
fangenskab	captiv
fangenskab	captivitate
holding	holding
oder	oder
roland	roland
turner	turner
primitive	primitiv
primitive	primitivă
primitive	primitive
primitive	primitivi
wing	aripă
wing	wing
wing	aripa
udnævnelse	nominalizare
udnævnelse	nominalizarea
udnævnelse	programare
udnævnelse	numire
udnævnelse	numirea
nytte	utilitatea
nytte	utilitate
nytte	utilitatea
nytte	utilitar
ligue	ligue
joan	joan
joan	ioana
afhængige	dependentă
afhængige	dependente
afhængige	dependent
dirty	murdare
dirty	murdară
dirty	murdari
dirty	murdar
cirkus	circ
cirkus	circus
cirkus	circul
cirkus	circuri
hud	hud
hud	piele
hud	pielea
landing	debarcarea
landing	aterizarea
landing	debarcare
landing	aterizare
skyder	trage
skyder	fotografiere
indledning	introducere
indledning	introducerea
indledning	inițierea
indledning	inițiere
præsenterede	prezentat
præsenterede	prezentată
præsenterede	prezentate
dekoreret	decorată
dekoreret	decorate
dekoreret	decorat
syndrom	sindromul
syndrom	sindrom
orientering	informarea
orientering	informare
orientering	orientare
orientering	orientarea
bin	bin
floyd	floyd
hegn	scrimă
hegn	garduri
hegn	gardurile
hegn	gard
hegn	gardul
liège	liege
liège	liège
lilla	purpuriu
lilla	mov
lilla	violet
massiv	massive
massiv	masive
massiv	masiv
massiv	masivă
bros	bros
meninger	opinii
meninger	avize
meninger	opiniile
meninger	păreri
meninger	pareri
groft	dur
groft	aproximativ
groft	grosier
krydset	intersecţia
krydset	intersectie
krydset	traversat
overdrev	exagerate
overdrev	exagerat
overdrev	exagerată
ulfeldt	ulfeldt
ledsaget	însoțit
ledsaget	însoțite
ledsaget	însoțită
slagskibe	cuirasate
iowa	iowa
litteraturen	literatură
litteraturen	literatura
gennemgang	recenzie
gennemgang	revizuirea
gennemgang	revizuire
drager	dragoni
drager	dragonii
butler	butler
butler	majordom
butler	majordomul
butler	valet
kaos	mutilare
kaos	kaos
kaos	haosul
kaos	haos
marina	marina
arrangerede	aranjată
arrangerede	aranjate
arrangerede	aranjat
augustenborg	augustenburg
konsul	consul
konsul	consulul
kvaliteten	calitate
kvaliteten	calitatea
cfg	cfg
teknikken	tehnică
teknikken	tehnica
pablo	pablo
split	împărțit
split	divizat
split	split
split	împarte
hangarskibe	purtători
hangarskibe	transportatorii
hangarskibe	transportatori
hangarskibe	portavioane
geologi	geologie
johnston	johnston
luftwaffe	luftwaffe
begrænsninger	limitările
begrænsninger	limitări
begrænsninger	restricții
begrænsninger	limitare
begrænsninger	limitarea
begrænsninger	limite
begrænsninger	limitele
begrænsninger	constrângeri
gaver	daruri
gaver	cadouri
gaver	prezinta
gaver	cadouri
gaver	cadourile
soldaterne	soldaţi
soldaterne	soldați
soldaterne	soldaţii
soldaterne	soldati
oplevelse	experiență
oplevelse	experiența
oplevelse	experienta
mystiske	misterioasa
mystiske	misterioase
mystiske	misterioasă
mystiske	misterios
mystiske	mistic
mystiske	mistice
mystiske	mistică
mystiske	mistic
mystiske	mystic
massakren	masacrul
massakren	masacru
paradise	paradisul
paradise	paradis
paradise	paradise
sri	sri
filosofisk	filozofice
glade	fericita
glade	fericită
glade	happy
glade	fericit
krater	craterul
krater	crater
bestilt	comandat
bestilt	rezervat
bestilt	comandat
bestilt	ordonat
cola	cocs
cola	cocaină
cola	cola
cola	cola
overlay	suprapune
overlay	suprapunere
queens	reginele
queens	regine
queens	queens
moser	moser
astronomi	astronomie
afsluttende	terminând
afsluttende	finisare
afsluttende	închidere
afsluttende	inchidere
afsluttende	finală
afsluttende	final
afsluttende	finala
emilie	emilie
utah	utah
profession	profesia
profession	profesie
forretningsmand	afacerist
karakterer	notele
karakterer	gradele
karakterer	caractere
karakterer	caracterele
karakterer	personajele
karakterer	personaje
provinserne	provincii
provinserne	provinciile
joint	comune
joint	joint
ondt	malefic
ondt	răul
ondt	răutate
ondt	ranit
ondt	rănit
ondt	crude
ondt	crud
ondt	crudă
arving	moștenitor
arving	mostenitor
fattig	săracul
fattig	săraci
fattig	saraca
funktionen	funcție
funktionen	funcţie
funktionen	funcţia
funktionen	funcția
funktionen	caracteristica
funktionen	caracteristică
funktionen	trăsătură
mainsnak	mainsnak
dagmar	dagmar
avanceret	avansată
avanceret	avansate
avanceret	avansat
fauna	fauna
udsatte	amânată
udsatte	amânat
udsatte	amânată
udsatte	amânat
udsatte	amânate
udsatte	vulnerabili
udsatte	vulnerabile
udsatte	vulnerabilă
udsatte	vulnerabil
craig	craig
beregninger	calculele
beregninger	calcule
varieret	variat
varieret	variate
varieret	variată
stjernen	stea
stjernen	star
stjernen	vedeta
stjernen	steaua
håndværkere	artizani
kalk	calciu
kalk	var
kalk	tei
distribution	distributie
distribution	distribuţia
distribution	distribuția
distribution	distribuire
distribution	distribuție
bonn	bonn
smal	înguste
smal	îngustă
smal	restrânge
smal	îngust
mekaniske	mecanice
mekaniske	mecanic
mekaniske	mecanică
litterær	literar
litterær	literară
litterær	literare
fylde	umple
fylde	umplere
dokumentar	documentar
dokumentar	documentare
dokumentar	documentarul
farvande	apele
farvande	apelor
farvande	waters
farvande	ape
platforme	platformele
platforme	platforme
gener	pacoste
gener	genele
generaler	generali
generaler	generalii
generaler	generalilor
teatre	teatre
teatre	cinematografe
teatre	teatre
understøtter	sprijină
understøtter	suporturi
flytning	mutarea
flytning	relocare
flytning	mișcarea
flytning	miscarea
flytning	mişcare
flytning	miscare
flytning	mişcarea
flytning	mișcare
munke	călugări
munke	călugării
undersøgte	anchetat
undersøgte	investigate
undersøgte	investigată
undersøgte	investigat
undersøgte	examinate
undersøgte	examinat
undersøgte	examinată
mexicansk	mexicana
mexicansk	mexicani
mexicansk	mexicană
mexicansk	mexicane
mexicansk	mexican
gottlieb	gottlieb
jung	jung
sheffield	sheffield
offensiven	ofensator
offensiven	ofensiv
offensiven	jignitor
offensiven	ofensiva
offensiven	ofensivă
truman	truman
harbor	harbor
elektroner	electronii
elektroner	electroni
anerkende	recunoaște
påstande	pretenții
påstande	creanțe
riges	reich
kigger	caut
kigger	privind
kigger	vizionarea
kigger	privesc
wisconsin	wisconsin
deutschen	deutschen
crystal	cristalul
crystal	cristal
crystal	cristale
crystal	crystal
vedligeholdelse	întreținerea
vedligeholdelse	intretinere
vedligeholdelse	întreținere
sid	sid
homo	homo
malcolm	malcolm
malcolm	malcom
perfekt	perfect
perfekt	perfecte
perfekt	perfecta
perfekt	perfectă
fugtige	umed
fugtige	umedă
cat	pisica
cat	pisică
cat	cat
seere	telespectatori
seere	telespectatorii
seere	spectatori
sild	hering
persisk	persan
persisk	persană
forudsætning	premisa
hovedperson	protagonistul
wanderers	wanderers
kunstig	artificiale
kunstig	artificială
kunstig	artificiala
kunstig	artificial
dos	dos
fods	picior
spørge	întrebând
oregon	oregon
bordeaux	bordeaux
fænomenet	fenomenul
fænomenet	fenomen
earl	earl
dramatiker	dramaturg
bæres	purtată
bæres	purtat
bæres	uzate
bæres	uzat
bæres	purtate
fotos	poze
fotos	fotografiile
fotos	fotografii
stage	etapa
stage	etapă
stage	stadiul
mistanke	suspiciuni
mistanke	suspiciunile
mistanke	suspecta
mistanke	suspectul
mistanke	suspect
mistanke	suspectate
mistanke	suspectat
mistanke	suspectată
mistanke	suspiciune
mistanke	suspiciunea
mistanke	suspiciuni
digitalt	digitală
digitalt	digitale
digitalt	digital
antager	presupune
antager	presupunând
paradis	paradisul
paradis	paradis
paradis	paradise
dinesen	dinesen
svømmer	inot
svømmer	înot
svømmer	înotând
svømmer	înotul
svømmer	înotătoare
svømmer	înotător
maine	maine
helikoptere	elicopterele
helikoptere	elicoptere
afgrænset	definite
afgrænset	definită
afgrænset	definit
afgrænset	delimitate
afgrænset	delimitată
moderat	moderate
moderat	moderată
moderat	moderat
moderat	moderat
malling	malling
brændende	ard
brændende	ardere
brændende	arzând
friends	prietenii
friends	prieteni
købmænd	comercianți
købmænd	negustori
købmænd	negustorii
dedikeret	dedicată
dedikeret	dedicate
dedikeret	dedicat
kontinent	continentul
kontinent	continent
baser	baze
baser	bazele
gemt	ascunsa
gemt	ascuns
gemt	ascunsă
gemt	ascunse
gemt	salvate
gemt	salvată
gemt	salvat
oplyste	aprinse
oplyste	aprinsă
oplyste	aprins
oplyste	iluminat
oplyste	luminat
tang	tang
opretter	creeaza
opretter	creează
opretter	creare
opretter	crearea
opretter	creez
opretter	creare
opretter	creând
opretter	creatorul
opretter	creator
midterste	mijloc
forkerte	gresit
forkerte	greșit
affald	deseuri
affald	deșeuri
affald	risipă
affald	deșeuri
maximilian	maximilian
suzuki	suzuki
jelena	jelena
positioner	poziții
positioner	pozitii
positioner	pozițiile
lægen	doctore
lægen	doctor
taktik	tactică
taktik	tactica
taktik	tactici
taktik	tactică
taktik	tactica
medina	medina
munden	gură
munden	gura
munden	gurii
konrad	konrad
kæmpet	luptat
filmet	filmată
filmet	filmat
arkiveret	arhivat
arkiveret	arhivate
demonstrationer	protestele
demonstrationer	proteste
rocky	rocky
larsson	larsson
footballdatabase	footballdatabase
bemærkede	notat
bemærkede	remarcat
sorg	tristete
sorg	doliu
sorg	jale
edith	edith
olof	olof
anseelse	reputație
anseelse	reputația
anseelse	reputatie
smed	fierarul
smed	fierar
malere	pictori
absolutte	absolută
aske	cenusa
aske	cenușă
aske	ash
aske	cenușă
davies	davies
kardinal	cardinale
kardinal	cardinal
kardinal	cardinalul
sår	rana
sår	rană
sår	rani
sår	rănile
sår	răni
kulturarv	patrimoniu
kulturarv	patrimoniului
kulturarv	patrimoniul
trine	trine
trine	kate
regime	regimul
regime	regim
alliancen	alianta
alliancen	alianță
alliancen	alianța
identificeret	identificate
identificeret	identificat
identificeret	identificată
afskediget	externat
afskediget	evacuate
afskediget	respins
money	banii
money	bani
knut	knut
udfordringer	provocări
udfordringer	provocările
leeds	leeds
protein	proteinele
protein	proteine
protein	proteină
protein	proteina
protein	proteinele
protein	proteine
netværket	reţeaua
netværket	retea
netværket	rețea
netværket	network
klipper	stânci
klipper	pietre
klipper	roci
klipper	stânci
roberto	roberto
ekspansion	expansiune
ekspansion	extinderea
ekspansion	expansiunea
ekspansion	extindere
genetisk	genetic
genetisk	genetic
genetisk	genetică
genetisk	genetice
tømmer	cherestea
tømmer	cherestea
intellektuelle	intelectuali
intellektuelle	intelectuale
intellektuelle	intelectuali
intellektuelle	intelectual
intellektuelle	intelectuală
hellig	sacre
hellig	sacru
hellig	sacra
hellig	sacră
tempo	tempo
ibm	ibm
vang	vang
udtrykt	exprimat
udtrykt	exprimată
udtrykt	exprimate
terminal	terminal
terminal	terminalul
terminal	terminale
berkeley	berkeley
indkomst	venitul
indkomst	venituri
indkomst	veniturile
björn	björn
faldne	cazut
faldne	căzută
faldne	căzut
tegneserie	comic
tegneserie	cartoon
bedrifter	exploatații
bedrifter	realizari
bedrifter	realizările
bedrifter	realizări
indstillede	configurat
forever	forever
dynamo	dinamo
perron	platformă
perron	platforma
omar	omar
rikke	rikke
blok	blochează
blok	bloc
blok	block
spænder	catarame
klinisk	clinică
klinisk	clinic
klinisk	clinice
klinisk	clinic
indså	realizat
indså	realizat
word	cuvînt
word	word
word	cuvant
word	cuvânt
allmusic	allmusic
manuskripter	manuscrise
manuskripter	scripturi
pligt	duty
pligt	datorie
pligt	datoria
pligt	obligația
pligt	obligație
onsdag	miercurea
onsdag	miercuri
biologi	biologie
biologi	biologia
gult	galben
gult	galbenă
palme	palm
palme	palma
palme	palmier
frekvens	frecvență
frekvens	frecvența
opad	ascendent
opad	ascendentă
airways	airways
maksimalt	maximă
maksimalt	maxima
maksimalt	maxim
maksimalt	maximum
defensiv	defensivă
defensiv	defensiv
monumenter	monumente
monumenter	monumentele
patienten	pacienta
patienten	pacientul
patienten	pacientă
patienten	pacient
hannibal	hannibal
købes	cumpără
købes	cumpara
købes	cumpăr
købes	cumpăra
købes	cumpărată
købes	cumpărat
købes	achiziționat
købes	cumparat
købes	cumpărată
købes	cumpărat
købes	cumpărate
janeiro	janeiro
gotha	gotha
genoptog	reluată
genoptog	reluat
forbeholdt	rezervată
forbeholdt	rezervat
forbeholdt	rezervate
indvandring	imigrare
indvandring	migrare
indvandring	migrație
indvandring	migrarea
hjalmar	hjalmar
derby	derby
helte	heroes
helte	eroilor
helte	eroi
helte	eroii
salvador	salvador
duke	duce
duke	ducele
duke	duke
mønt	monede
mønt	moneda
mønt	monedă
isaac	isaac
myspace	myspace
step	pas
step	pasul
forhandle	negocia
forhandle	negociază
forhandle	negocierea
lis	liz
lis	lis
indeholdende	conținând
parterne	părți
parterne	partide
parterne	petreceri
parterne	partidele
underkategorier	subcategorii
pour	toarnă
tyk	groase
tyk	gros
tyk	groasă
tyk	grosime
genoptaget	reluată
genoptaget	reluat
påvirkede	influentat
påvirkede	influențat
påvirkede	afectate
påvirkede	afectat
påvirkede	afectata
påvirkede	afectată
bachelor	burlac
grafik	grafic
grafik	grafică
grafik	grafice
grafik	grafica
grafik	grafică
forældet	învechită
forældet	învechit
forældet	demodat
forældet	învechit
fantasi	imaginatie
fantasi	fantasy
fantasi	fantezii
fantasi	fantezia
fantasi	fantezie
rostock	rostock
mos	mos
mos	mușchi
mos	moss
farvel	pa
farvel	adio
farvel	adio
specialiserede	specializat
specialiserede	specializate
specialiserede	specializată
specialiserede	specializat
specialiserede	specializate
specialiserede	specializată
geologisk	geologică
geologisk	geologic
geologisk	geologice
jin	jin
vandret	orizontal
vandret	orizontal
vandret	orizontale
vandret	orizontală
homoseksuelle	homosexuali
homoseksuelle	homosexualii
homoseksuelle	gay
homoseksuelle	homosexual
homoseksuelle	homosexuali
homoseksuelle	homosexualii
gennemgået	revizuit
gennemgået	revizuită
gennemgået	revizuite
aluminium	aluminiu
aluminium	aluminiu
ukrainsk	ucrainean
ukrainsk	ucraineană
tanzania	tanzania
miguel	miguel
rosen	rosen
kollega	colega
kollega	colegul
kollega	colegă
kollega	coleg
kollega	coleg
udbygning	expansiune
udbygning	extinderea
udbygning	expansiunea
udbygning	extindere
lokaliteter	localitati
lokaliteter	situri
lokaliteter	locatii
lokaliteter	locații
herskede	domnit
usikker	nesigure
usikker	nesigur
usikker	incert
usikker	nesigură
usikker	nesigur
usikker	nesigure
usikker	nesigură
usikker	nesigur
usikker	nesigură
clinton	clinton
videoer	videoclipuri
bordet	tabelul
bordet	masă
bordet	masa
bordet	tabel
uddrag	extras
uddrag	extracte
uddrag	extrase
uddrag	extragere
uddrag	extrage
uddrag	extras
uddrag	extract
rimelig	echitabil
rimelig	fair
rimelig	corect
rimelig	rezonabilă
rimelig	rezonabile
rimelig	rezonabil
tilstande	modurile
tilstande	moduri
ødelæggelse	devastare
ødelæggelse	distrugere
ødelæggelse	distrugerea
ødelæggelse	distrugeri
sæder	scaune
sæder	locuri
lander	terenuri
lander	pământurile
lander	meleaguri
lander	pământuri
lander	lander
lander	debarcarea
lander	aterizarea
lander	debarcare
lander	aterizare
lander	teren
lander	terenuri
lander	land
lander	pământ
kids	copii
kids	copiii
hang	hung
hang	spânzurat
hang	spânzurare
hang	spânzurătoarea
hang	agățat
ålborg	aalborg
ioc	ioc
mai	mai
fjerner	îndepărtarea
metadata	metadatele
metadata	metadate
korset	corset
altona	altona
udrustet	echipată
udrustet	echipate
udrustet	echipat
tænkning	gândire
tænkning	gândirea
tænkning	gândind
bismarck	bismarck
indretning	decor
indretning	layout
indretning	aranjament
stabilitet	stabilitate
stabilitet	stabilitatea
tilhørsforhold	afiliere
tilhørsforhold	afinitate
village	satul
village	village
village	satului
village	sat
straffe	penalty
straffe	pedeapsă
straffe	pedeapsa
straffe	penalizare
straffe	pedepsi
straffe	sancțiuni
straffe	pedeapsă
straffe	pedeapsa
fladt	plate
fladt	plat
raw	raw
raw	crud
psykiske	psihologic
psykiske	psihologică
psykiske	psihologice
psykiske	mintală
psykiske	mentale
psykiske	mental
psykiske	mentală
georgien	georgia
krigere	războinici
krigere	razboinici
krigere	luptători
krigere	luptatori
jefferson	jefferson
aps	llc
aps	srl
aps	aps
francesco	francesco
kommercielt	comerciale
kommercielt	comercial
kommercielt	reclamă
kommercielt	comercială
ørkenen	deșert
ørkenen	deşertul
ørkenen	desert
værelse	cameră
værelse	camera
monroe	monroe
ssr	ssr
connecticut	connecticut
gibraltar	gibraltar
gudinde	zeita
gudinde	zeiţa
américa	américa
kristina	kristina
pittsburgh	pittsburgh
flok	mulțimea
flok	multime
flok	mulțime
flok	cireadă
flok	turmă
flok	turma
flok	stol
flok	turmă
flok	turma
produktioner	productions
dawn	dawn
dawn	zorii
dawn	zori
gennemsnitlig	medii
gennemsnitlig	medie
gennemsnitlig	mediu
mile	mile
mile	milă
klostre	mănăstiri
katedralen	catedrala
katedralen	catedrală
bristol	bristol
grundstof	elementul
grundstof	element
blokere	blocarea
blokere	blochează
blokere	bloc
blokere	block
rimeligt	rezonabil
rimeligt	echitabil
rimeligt	fair
rimeligt	corect
rimeligt	rezonabilă
rimeligt	rezonabile
rimeligt	rezonabil
distance	distanta
distance	distanţă
distance	distanța
distance	distanță
stab	înjunghie
forberedt	pregătit
forberedt	pregătită
forberedt	preparat
forberedt	preparate
negativt	negativă
negativt	negative
negativt	negativ
efterladte	supravietuitori
kompliceret	complexe
kompliceret	complex
kompliceret	complexul
kompliceret	complexă
kompliceret	complicata
kompliceret	complicate
kompliceret	complicat
kompliceret	complicată
bonus	bonus
bonus	bonusul
bonus	bonusuri
ghana	ghana
giuseppe	giuseppe
grupperne	grupe
grupperne	grupuri
grupperne	grupurile
grupperne	grupări
sejlads	navigare
sejlads	navigație
sejlads	navigatie
sejlads	navigatie
orienteret	orientate
orienteret	orientat
orienteret	orientată
orienteret	informat
orienteret	informată
orienteret	informați
oplyst	informat
oplyst	informată
oplyst	informați
oplyst	aprinse
oplyst	aprinsă
oplyst	aprins
oplyst	iluminat
oplyst	luminat
gemme	salveaza
gemme	salvați
gemme	salvează
jeanne	jeanne
eugen	eugen
serv	servi
serv	serveste
serv	servesc
skovene	paduri
