ve	és
çıkış	kilépő
çıkış	kijárat
kış	tél
kış	téli
kış	télen
macaristan	hungary
macaristan	magyarország
macaristan	magyarul
macaristan	magyarok
macaristan	magyar
macaristan	hungarian
taş	stones
taş	kövek
taş	kő
taş	stone
taş	kövek
taş	sziklák
taş	szikla
taş	kő
taş	rock
music	zene
iletişim	kommunikáció
iletişim	közlemény
iletişim	kommunikációs
iletişim	kapcsolatfelvétel
iletişim	kapcsolattartó
iletişim	kontakt
iletişim	érintkezés
iletişim	kapcsolat
iletişim	kapcsolatba
iletişim	kommunikáció
iletişim	távközlés
iletişim	kommunikációs
attı	dobta
şirket	társaság
şirket	vállalat
şirket	cég
şirket	század
şirket	vállalati
özgün	eredeti
lütfen	kérem
lütfen	kérlek
net	háló
net	nettó
net	net
net	világos
net	tiszta
model	model
model	minta
model	modell
louis	louis
louis	lajos
şiir	vers
şiir	verset
şiir	vers
şiir	költészet
şiir	verseket
öğrenci	kadét
öğrenci	hallgató
öğrenci	tanítvány
öğrenci	diák
öğrenci	tanuló
katılım	részvétel
katılım	jelenlét
katılım	csatlakozás
katılım	részvétel
katılım	részvétel
üyeleri	tagjai
üyeleri	tagok
üyeleri	tagoknak
üyeleri	képviselők
plak	vinil
plak	rekord
plak	lemez
ateş	tűz
ateş	lázas
ateş	láz
kolay	könnyű
etiket	matrica
etiket	címke
etiket	megjelölés
etiket	tag
etiket	megjelölése
etiket	címke
yayınlandı	közzétette
yayınlandı	publikált
yayınlandı	közzétett
tarz	műfaj
tarz	stílus
angeles	angeles
don	don
onların	övék
baba	apa
baba	apu
baba	apu
sorun	gond
sorun	probléma
sorun	baj
sorun	gond
sorun	baj
çanakkale	dardanellák
kızıl	crimson
kızıl	bíbor
kızıl	gyömbér
kızıl	ginger
kızıl	piros
kızıl	piroska
kızıl	vörös
kızıl	scarlet
lar	lar
çoğunlukla	leginkább
çoğunlukla	főleg
çoğunlukla	főként
çoğunlukla	többnyire
erkekler	hímek
erkekler	férfi
erkekler	férfiak
erkekler	emberek
erkekler	pasik
erkekler	srácok
sonuçlar	eredmény
sonuçlar	eredmények
sonuçlar	eredményei
sonuçlar	következmény
sonuçlar	következmények
sonuçlar	következményei
sonuçlar	következtetés
sonuçlar	következtetései
sonuçlar	következtetések
gölü	tó
gölü	tavi
gölü	tavon
arapça	arab
arapça	arabul
koruma	testőr
koruma	testőre
koruma	védelmet
koruma	védelme
koruma	védelem
koruma	oltalom
yapımcı	gyártó
yapımcı	termelő
yapımcı	producer
yapımcı	termelői
henry	henrik
henry	henry
zor	zor
zor	nehéz
zor	kemény
zor	kemény
zor	durván
zor	durva
zor	kemény
zor	nehéz
zor	bonyolult
lisans	engedély
lisans	engedély
lisans	jogosítvány
lisans	jogosítványt
lisans	engedélyezési
lisans	engedélyezés
real	real
real	valós
real	igazi
real	valódi
zengin	gazdag
zengin	gazdagok
zengin	rich
zengin	gazdagok
ömer	umar
ömer	omar
uzak	far
uzak	messze
uzak	messzire
uzak	távoli
uzak	távirányító
uzak	távoli
belçika	belgium
konya	konya
time	ideje
time	időpont
time	idő
sene	évjárat
sene	éve
sene	évi
sene	év
irlanda	írország
polis	zsaru
polis	rendőr
polis	rendőrség
polis	rendőr
polis	rendőr
red	piros
red	piroska
red	vörös
miktar	összeg
miktar	mennyiség
günlük	napló
günlük	log
günlük	journal
günlük	napló
günlük	lap
günlük	lapjában
günlük	naponta
günlük	napi
günlük	napló
günlük	naplója
onları	ők
onları	őket
tarihleri	dátumok
tarihleri	időpontok
çizgi	line
çizgi	sor
çizgi	vonal
çizgi	komikus
çizgi	képregény
çizgi	rajzfilm
gizli	bizalmas
gizli	bizalmasan
gizli	titkosított
gizli	titkos
gizli	titok
gizli	titkos
gizli	elrejtve
gizli	rejtett
gizli	elrejtett
gizli	fedett
gizli	beépített
müslüman	muszlim
müslüman	muzulmán
müslüman	muszlimok
hayvan	szörnyeteg
hayvan	bestia
hayvan	vadállat
hayvan	fenevad
hayvan	pet
hayvan	háziállat
hayvan	kisállat
hayvan	állat
hayvan	állatok
hayvan	állati
hayvan	állatok
hayvan	állat
soğuk	hűtve
soğuk	hűtött
soğuk	hidegebb
soğuk	hűvös
soğuk	hidegen
soğuk	hideg
çevre	környezet
çevre	környezetvédelem
çevre	környezetvédelmi
çevre	környezet
çevre	környezeti
çevre	környezet
çevre	környék
kültürel	kulturális
kurdu	farkas
kurdu	wolf
medya	media
medya	média
işgal	invázió
işgal	foglalkozása
işgal	megszállás
işgal	foglalkozás
birisi	valaki
birisi	valakit
birisi	valaki
yapar	teszi
kaliforniya	kaliforniai
kaliforniya	california
kaliforniya	kalifornia
kaliforniya	kaliforniában
kaliforniya	kaliforniai
aşırı	túlzott
aşırı	szélsőséges
aşırı	extrém
projesi	projekt
projesi	project
nedeni	motiváció
nedeni	indíték
nedeni	oka
national	nemzeti
national	országos
national	national
show	mutasd
show	show
kararı	döntés
kararı	határozat
proje	projekt
proje	project
proje	projektek
satın	beszerzés
satın	vásárlás
satın	vétel
satın	vegyél
satın	venni
satın	vásárol
satın	megvásárolni
yazım	helyesírás
kamu	nyilvános
kamu	nyilvánosság
kamu	nyilvánosan
kamu	publikus
kişiler	személyek
kişiler	emberek
kişiler	kapcsolattartás
kişiler	kapcsolatok
uydu	műholdas
uydu	műhold
uydu	ültem
uydu	ült
hangi	ami
hangi	melyik
hangi	mely
hangi	amely
meclis	parlament
meclis	kongresszus
başarı	sikeres
başarı	siker
basit	egyszerű
basit	szimpla
kaynaklar	forrás
kaynaklar	források
kaynaklar	erőforrások
kaynaklar	erőforrás
kaynaklar	források
uss	uss
gümüş	silver
gümüş	ezüst
cumhurbaşkanı	elnök
windows	windows
windows	ablakok
windows	ablak
tanımlamak	meghatározó
alındı	kapott
alındı	fogadott
alındı	beérkezett
alındı	foglalt
kurtuluş	felszabadítási
kurtuluş	megváltás
kurtuluş	megváltás
kurtuluş	deliverance
life	élet
life	életem
life	life
parça	darabja
parça	darabka
parça	darab
opera	opera
opera	operát
kan	vér
kan	véres
kan	blood
kan	kan
bazıları	néhány
fiziksel	fizikai
silahlı	felfegyverkezve
silahlı	fegyveres
prof	prof
prof	docens
gazete	újság
gazete	lapok
gazete	újság
gazete	újságok
gazete	papír
imparator	uralkodó
imparator	császár
gitti	elment
gitti	eltűnt
tahmin	becsült
tahmin	becslés
tahmin	becsült
tahmin	jóslat
tahmin	előrejelzés
tahmin	előrejelzés
hükümet	kormány
hükümet	kormányzat
içerir	tartalmazza
içerir	tartalmaz
içerir	tartalmazza
boyu	magassága
boyu	magasság
boyu	hossza
boyu	hossz
boyu	hosszúság
boyu	mérete
boyu	méret
west	nyugat
west	nyugati
aşağı	lefelé
aşağı	le
aşağı	alul
aşağı	alatt
aşağı	alatta
aşağı	alább
aşağı	lent
aşağı	alacsonyabb
aşağı	alsó
aşağı	lejjebb
belki	talán
belki	talán
defans	védő
defans	védelmező
defans	védelem
defans	védekezés
defans	védelmi
defans	védelem
defans	védekezés
defans	védelmi
yardımcısı	asszisztens
yardımcısı	segéd
yardımcısı	helyettes
yardımcısı	megbízott
adaları	szigetek
adaları	szigeteket
olimpiyatları	olimpia
olimpiyatları	olimpia
almanca	németül
almanca	német
giden	kimenő
özerk	autonóm
özerk	önálló
neredeyse	majdnem
neredeyse	majdnem
records	feljegyzések
records	records
records	nyilvántartások
records	nyilvántartás
washington	washingtonban
washington	washington
araya	egyesíteni
yüz	úszik
yüz	úszás
yüz	úszni
yüz	arc
yüz	arcát
yüz	arc
yüz	arca
del	del
adi	adi
çözünürlük	állásfoglalás
çözünürlük	határozat
çözünürlük	felbontás
ad	neve
ad	név
araç	autóval
araç	kocsi
araç	autó
araç	kocsival
araç	szerszám
araç	eszköz
araç	járművel
araç	jármű
araç	gépjármű
araç	járművek
aynalı	tükrös
birden	hirtelen
american	amerikai
direktör	rendező
direktör	igazgató
katkıda	járulék
katkıda	hozzájárulás
katkıda	közreműködő
katkıda	közreműködők
olumlu	pozitívak
olumlu	pozitív
olumlu	megerősítve
fizik	fizika
abdullah	abdullah
anne	mami
anne	múmia
anne	anyu
anne	mami
anne	anyu
anne	mama
anne	anyu
anne	anya
anne	édesanyám
anne	anya
anne	anyu
anne	anya
orhan	orhan
katılan	részvétel
katılan	szakorvos
katılan	csatlakozott
ispanyol	spanyolul
ispanyol	spanyolok
ispanyol	spanyol
bitki	üzemek
bitki	növények
bitki	növény
bitki	üzem
bitki	növény
bitki	gyógynövény
bitki	herb
sert	durván
sert	durva
sert	kemény
sert	nehéz
sert	kemény
sert	kemény
sert	kíméletlen
sert	durva
değeri	érték
değeri	értéke
eskişehir	eskişehir
akademisi	akadémia
yorum	hozzászólás
yorum	megjegyzés
yorum	kommentár
yorum	megjegyzések
yorum	hozzászólás
yorum	megjegyzés
yorum	hozzászólások
yorum	észrevételek
ahmed	ahmed
ahmed	ahmed
ahmed	ahmad
karakter	jellem
karakter	karakter
karakter	karakterek
karakter	szereplők
joseph	joseph
joseph	józsef
hataları	hibák
hataları	hibákat
mimar	építész
idare	adminisztráció
idare	közigazgatás
idare	ügyintézés
idare	igazgatás
aktör	színésznek
aktör	színész
meksika	mexikói
meksika	mexikó
ince	vékonyabb
ince	karcsú
ince	vékony
ince	slim
ince	vékony
ince	sovány
ince	karcsú
yusuf	yusuf
yusuf	joseph
yusuf	józsef
amaçlı	tervezett
amaçlı	szándékolt
ciddi	komoly
ciddi	súlyos
silah	fegyver
silah	fegyverek
silah	fegyver
silah	fegyvert
silah	fegyver
silah	pisztoly
silah	fegyvereket
silah	ágyúk
silah	fegyverek
ceza	szankció
ceza	büntető
ceza	büntetés
ceza	büntetés
ceza	őrizet
ceza	büntetés
ceza	ítélet
ceza	mondat
özelliği	funkció
şampiyonlar	bajnokok
muhtemelen	valószínű
muhtemelen	valószínűleg
başbakan	premier
des	des
ukrayna	ukrajna
gençlik	fiatalok
gençlik	ifjúsági
gençlik	fiatalság
gençlik	ifjúság
jackson	jackson
saldırı	támadások
saldırı	támad
saldırı	támadásokat
saldırı	támadás
saldırı	támadás
terk	elhagyni
terk	szeméttelep
play	játék
play	játszani
play	play
play	játssz
sorumlu	felelősségteljes
sorumlu	felelős
kaya	kövek
kaya	sziklák
kaya	kaya
kaya	szikla
kaya	kő
kaya	rock
sivil	civil
sivil	polgári
sivil	civilek
sivil	civil
sivil	polgári
getirildi	hozták
getirildi	hozott
getirildi	hoztam
getirildi	hozta
kayıt	nyilvántartás
kayıt	regisztrálj
kayıt	regisztráció
kayıt	felvétel
kayıt	rögzítés
kayıt	rekord
kayıt	lemez
kayıt	nyilvántartási
kayıt	nyilvántartásba
kayıt	regisztráció
içerik	tartalma
içerik	tartalom
içerik	tartalma
içerik	tartalmát
içerik	tartalom
içerik	összefüggés
içerik	összefüggésben
besteci	zeneszerző
topluluğu	együttes
piyade	gyalogság
giyen	viselő
giyen	viselője
nobel	nobel
konseyi	tanács
dağ	hegyen
dağ	hegyi
dağ	hegy
dağ	hegyek
dağ	hegység
dağ	hegyek
ölçüde	mértékben
dağılımı	terjesztés
dağılımı	eloszlás
dağılımı	elosztás
dağılımı	forgalmazási
dağılımı	elosztása
dağılımı	forgalmazás
yan	yan
yan	égés
yan	égni
yan	oldalra
yan	oldalam
yan	side
elektronik	elektronika
elektronik	elektronikai
elektronik	elektronikusan
elektronik	elektronikus
amatör	amatőrök
amatör	amatőrök
amatör	amatőr
sekiz	nyolc
sekiz	nyolcas
yemek	ebéd
yemek	étel
yemek	élelem
yemek	élelmiszerek
yemek	táplálék
yemek	élelmiszer
yemek	étkező
yemek	vacsora
yemek	tál
yemek	edény
yemek	étkezés
yemek	étel
org	org
org	orgona
org	szerv
motor	hajtómű
motor	motor
motor	művelet
motor	fellépés
motor	cselekvési
motor	cselekvés
motor	akció
motor	bicikli
motor	biciklivel
motor	kerékpár
motor	motor
motor	motorkerékpár
motor	motoros
motor	motor
motor	motor
dans	dance
dans	tánc
dans	táncolj
dans	táncolni
dans	táncol
dans	tánc
dans	táncolni
dans	táncol
yaşar	él
yaşar	életek
standart	normál
standart	szabványos
standart	szabvány
standart	standard
sarmal	tekercs
sarmal	spirál
sarmal	helix
international	international
international	nemzetközi
orman	erdőben
orman	erdő
orman	erdők
orman	erdők
orman	erdei
orman	erdő
orman	erdők
orman	dzsungel
orman	dzsungelben
şimdiki	áramlat
şimdiki	jelenlegi
şimdiki	aktuális
şimdiki	ajándék
şimdiki	jelen
ulaşım	közlekedés
ulaşım	szállítás
ulaşım	szállítást
ulaşım	közlekedés
ulaşım	fuvarozás
ulaşım	szállítás
ulaşım	közlekedési
gazi	ghazi
gazi	veterán
vakfı	alap
vakfı	alapítvány
erdoğan	erdogan
romanya	románia
yavaş	lassú
yavaş	lassan
yavaş	lassan
yavaş	könnyű
uygulama	végrehajtás
uygulama	végrehajtására
uygulama	megvalósítás
uygulama	kérelem
uygulama	alkalmazás
uygulama	jelentkezés
uygulama	app
uygulama	alkalmazás
harry	harry
kurum	korom
kurum	intézmény
kurum	intézmények
ekonomi	közgazdaságtan
ekonomi	gazdaság
ekonomi	közgazdasági
ekonomi	gazdaság
ekonomi	gazdaságos
ülkeler	nemzetek
ülkeler	országokban
ülkeler	országok
sonuçları	eredmény
sonuçları	eredmények
sonuçları	eredményei
sonuçları	következmény
sonuçları	következmények
sonuçları	következményei
danimarka	dániában
danimarka	dánia
danimarka	dán
düzenleme	edit
düzenleme	módosítás
düzenleme	szerkesztés
düzenleme	szerkesztése
düzenleme	megállapodás
düzenleme	elrendezés
düzenleme	elrendezése
düzenleme	megegyezés
düzenleme	egyezség
düzenleme	vágás
düzenleme	szerkesztés
düzenleme	vágó
mark	mark
ada	sziget
ada	szigeten
ada	sziget
ada	ada
baskı	ujjlenyomat
baskı	nyomtatás
baskı	nyomás
baskı	nyomda
baskı	nyomtatás
baskı	kiadás
live	live
live	élni
live	élőben
live	élő
katkı	járulék
katkı	hozzájárulás
katkı	adalékanyag
ziyaret	látogató
ziyaret	látogatás
ziyaret	látogatóban
ziyaret	látogatás
ziyaret	látogatás
ziyaret	látogatások
ziyaret	meglátogatta
ziyaret	meglátogatott
ziyaret	látogatott
ziyaret	felkeresett
renk	színek
renk	színes
renk	színe
renk	szín
renk	színes
renk	színe
renk	szín
renk	színek
zarar	bántani
zarar	fáj
zarar	bántani
zarar	megsérült
zarar	károkozás
zarar	károk
zarar	kártérítés
zarar	kár
zarar	károsodás
zarar	kárt
zarar	sérülés
ayrıldı	külön
yıldırım	villám
yıldırım	mennydörgés
yıldırım	villámlás
yıldırım	villámcsapás
yıldırım	villám
yıldırım	thunderbolt
yıldırım	villámlás
yıldırım	villám
arjantin	argentína
arjantin	argentína
arjantin	argentin
kalkınma	fejlesztés
kalkınma	fejlődés
kalkınma	fejlesztési
teşvik	ösztönzés
teşvik	ösztönző
teşvik	ösztönzés
teşvik	ösztönzése
seri	sorozat
seri	soros
seri	sorozat
lee	lee
antlaşması	szerződéssel
antlaşması	szerződés
kale	vár
kale	várban
kale	castle
kale	kastély
kale	erőd
kale	fort
kale	erőd
kale	citadella
olimpiyat	olimpia
olimpiyat	olimpiai
olimpiyat	olimpia
sen	te
manchester	manchester
geçici	időközi
geçici	átmeneti
geçici	ideiglenesen
geçici	ideiglenes
geçici	átmeneti
geçici	ideiglenes
geçici	hőmérséklet
jack	jack
imza	aláírás
imza	aláírva
imza	aláírás
imza	aláírt
imza	aláírás
imza	autogramot
yazdı	írt
yazdı	irtam
yazdı	írta
yazdı	írtam
politik	politikai
politik	politika
gereksinim	követelmény
silinmiş	törölve
silinmiş	törölt
görülen	láttam
görülen	látta
görülen	látták
king	kinga
rusça	orosz
rusça	oroszul
rusça	oroszország
art	művészet
art	art
serisi	sorozat
fotoğraf	fényképek
fotoğraf	kép
fotoğraf	fénykép
fotoğraf	fotó
fotoğraf	fotózás
fotoğraf	képet
fotoğraf	kép
fotoğraf	fénykép
fotoğraf	fénykép
fotoğraf	fotók
fotoğraf	fényképek
fotoğraf	képek
boy	mérete
boy	méret
boy	magassága
boy	magasság
önceden	korábban
önceden	előleg
önceden	előre
önceden	előtte
önceden	előtt
önceden	mielőtt
edward	edward
file	elefánt
file	elefántok
türkmen	türkmén
müzisyen	zenész
müzisyen	zenész
müzisyen	zenészek
düzenli	rendezett
düzenli	szervezett
düzenli	rendszeresen
düzenli	rendszeres
düzenli	normál
best	legjobbak
best	legjobb
best	best
siyasal	politikai
siyasal	politika
içi	belül
hafif	fény
hafif	light
hafif	fényt
hafif	enyhe
teslim	kézbesítés
teslim	szállítás
teslim	teljesítés
teslim	szállítási
teslim	szállított
teslim	leszállított
teslim	beadvány
teslim	benyújtására
teslim	benyújtása
yoluyla	via
yoluyla	keresztül
yoluyla	át
kodu	kód
tahta	fából
tahta	fa
tahta	wood
tahta	erdő
tahta	fát
tahta	deszka
tahta	fedélzeten
tahta	tábla
tahta	plank
fikir	ötletem
fikir	elképzelés
fikir	ötlet
geçiş	váltás
geçiş	kapcsoló
geçiş	kapcsolót
geçiş	átállás
geçiş	átmenet
geçiş	áttérés
geçiş	átmeneti
geçiş	passz
kapalı	le
kapalı	kikapcsolva
kapalı	off
kapalı	bezárt
kapalı	zárva
kapalı	zárt
off	uhh
off	le
off	kikapcsolva
off	off
kuruluş	szervezés
kuruluş	szervezet
kuruluş	szervezés
kuruluş	szervezet
kuruluş	intézmény
kuruluş	intézmények
renkli	színek
renkli	színes
renkli	színe
renkli	szín
renkli	színes
renkli	színes
renkli	színes
kürt	kurd
kürt	kurt
kürt	farkas
kürt	wolf
demokrat	demokratikus
demokrat	demokrata
demokrat	demokraták
demokrat	demokrata
latin	latin
latin	latinul
havalimanı	reptér
havalimanı	repülőtér
havalimanı	repülőtér
dalga	hullám
dalga	hullámok
dalga	hullám
belgesel	dokumentumfilm
belgesel	dokumentumfilmeket
vito	vito
sarayı	palota
sarayı	palace
sözleşme	megállapodás
sözleşme	egyetértés
sözleşme	megegyezés
sözleşme	egyezség
sözleşme	szerződéssel
sözleşme	szerződés
yapım	előállítás
yapım	gyártás
yapım	termelés
yapım	termelési
giydi	hordott
giydi	viselte
giydi	viselt
dna	dns
lideri	vezér
lideri	leader
lideri	vezető
allah	isten
allah	allah
toplumsal	társadalmi
toplumsal	szociális
tekli	egyedülálló
tekli	single
tekli	egyetlen
tekli	szingli
frank	feri
frank	frank
emekli	nyugdíjas
emekli	nyugdíjba
emekli	nyugdíj
emekli	nyugdíjas
emekli	visszavonult
emekli	nyugdíjas
emekli	nyugdíj
emekli	nyugdíjak
emekli	panzió
ilişkili	kapcsolódó
ilişkili	társult
ilişkili	összefüggő
ilişkili	kapcsolódó
ilişkili	rokonok
ilişkili	rokon
ilişkili	kapcsolatban
sırbistan	szerbia
yazılmış	megírva
yazılmış	írásbeli
yazılmış	írta
yazılmış	írott
ediniz	megnevezés
ediniz	leírása
ediniz	leírás
şehirler	városok
şehirler	városok
şehirler	városokat
tom	tomi
tom	tom
cami	mecset
turizm	turizmus
turizm	idegenforgalom
turizm	turisták
turizm	turista
kalesi	vár
kalesi	várban
kalesi	castle
kalesi	kastély
federal	szövetségi
federal	fed
federal	táplált
federal	szövetségiek
ressam	festő
ressam	művész
ressam	előadó
uçak	légijármű
uçak	repülőgépek
uçak	repülőgép
uçak	sík
uçak	repülővel
uçak	repülő
uçak	repülőgép
uçak	repülők
uçak	repülőket
uçak	repülő
uçak	repülőgép
uçak	repülőgép
gerçekten	valóban
gerçekten	valóban
gerçekten	igazán
gerçekten	tényleg
gerçekten	igazán
beşinci	ötödik
cup	kupa
cup	csésze
cup	cup
cup	pohár
cup	bögre
atandı	hozzárendelve
atandı	kijelölt
kültürü	tenyésztés
kültürü	kultúra
savaşları	háborúk
williams	williams
kurucusu	alapítója
kurucusu	alapító
yükseldi	felemelkedett
arena	aréna
farsça	perzsa
lise	lise
üretilen	termelt
üretilen	gyártott
üretilen	előállított
üretilen	gyártottak
üretilen	előállított
üretilen	gyártott
bas	bass
bas	basszus
kar	profit
kar	haszon
kar	nyereség
kar	hó
kar	hófehérke
kar	havazás
kar	profit
kar	haszon
kar	nyereség
alınmamış	gazdátlan
norveç	norvégia
sınır	határ
sınır	korlátozás
sınır	határérték
sınır	limit
sınır	korlát
sınır	határvonal
sınır	határ
sınır	határ
sınır	határon
sınır	határokon
sayılı	számozott
yoksa	máskülönben
yoksa	egyébként
yoksa	másképpen
yoksa	másképp
herkes	mindenki
herkes	mindenkinek
herkes	mindenki
herkes	mindenkinek
county	megyei
county	megye
gemi	hajó
gemi	edény
gemi	hajóval
gemi	hajó
gemi	hajón
gemi	csónak
gemi	hajó
gemi	hajós
yalnız	magányos
yalnız	magányosan
yalnız	magány
yalnız	egyedül
mühendisliği	mérnöki
gerekçe	motiváció
gerekçe	indíték
gerekçe	indokolás
selim	selim
etnik	etnikai
etnik	etnikai
smith	kovács
smith	smith
ayı	medve
ayı	bear
ayı	mackó
ayı	maci
program	program
program	menetrend
program	ütemezés
program	ütemterv
program	beosztás
program	program
ikisi	mindkettő
ikisi	mindketten
dağları	hegység
dağları	hegyek
kilise	templom
kilise	egyház
sebebi	motiváció
sebebi	indíték
sebebi	oka
açılan	megnyitott
açılan	megnyílt
açılan	megnyitás
açılan	nyitás
açılan	megnyitó
açılan	nyitó
açılan	nyílás
benzeri	hasonló
benzeri	hasonlóak
benzeri	hasonlók
hakan	hakan
albümleri	albumok
ilişkiler	kapcsolatok
ilişkiler	kapcsolatok
görüntü	kép
görüntü	képet
nükleer	nukleáris
chris	chris
viyana	bécs
viyana	bécsi
gaziantep	gaziantep
hakim	judge
hakim	bíró
hakim	hakim
toplum	társadalom
toplum	közösség
toplum	közösségi
şablonu	sablon
çevresinde	körül
çevresinde	körbe
emre	emre
başardı	sikerült
aziz	aziz
aziz	saint
aziz	szent
hizmetli	szolga
hizmetli	cseléd
hizmetli	portás
hizmetli	takarító
hizmetli	gondnok
tokat	pofon
hacı	hadji
hacı	kereszt
hacı	cross
hacı	keresztbe
hacı	haji
hacı	zarándok
otomatik	auto
otomatik	automata
otomatik	automatikus
otomatik	automata
otomatik	automatikus
otomatik	automatikusan
otomatik	automatikus
otomatik	automatizált
gaz	benzin
gaz	gáz
yugoslavya	jugoszlávia
açıkladı	elmagyarázta
açıkladı	magyarázta
açıkladı	lepel
solo	szóló
solo	solo
solo	önálló
solo	solos
kaynakları	forrás
kaynakları	források
kaynakları	erőforrások
kaynakları	erőforrás
kaynakları	források
çalışır	működik
edirne	edirne
bilimler	tudományok
engel	engel
engel	akadály
kudüs	jeruzsálem
kudüs	quds
les	les
hep	mindig
konser	koncert
konser	koncerten
konser	koncertek
albert	albert
png	png
kurucu	alapítója
kurucu	alapító
yayımlandı	közzétette
yayımlandı	publikált
yayımlandı	közzétett
işbirliği	együttműködés
işbirliği	együttműködni
işbirliği	szövetkezeti
işbirliği	együttműködő
işbirliği	együttműködés
istatistikleri	statisztika
istatistikleri	statisztikák
istatistikleri	statisztika
istatistikleri	statisztikák
istatistikleri	elemzések
komedi	vígjáték
komedi	humor
komedi	komédia
komedi	vígjátékokat
buz	frost
buz	fagy
buz	jég
buz	ice
gazeteci	újságíró
gazeteci	újságíró
gazeteci	riporter
yazılan	megírva
yazılan	írásbeli
yazılan	írta
yazılan	írott
hint	indo
hint	indián
hint	indiai
hint	india
oyuncular	játékosok
oyuncular	szereplők
oyuncular	szereplők
oyuncular	színészek
oyuncular	játékosok
oyuncular	előadók
kullanıcılar	felhasználói
kullanıcılar	felhasználók
bizim	miénk
dile	nyelv
kur	korán
kur	woo
yurt	jurta
yurt	kollégium
yurt	kollégium
atina	athéni
şah	shah
şah	csekk
şah	csekket
şah	ellenőrzés
olaylar	incidens
olaylar	események
olaylar	esemény
olaylar	rendezvények
felsefe	filozófia
pazar	vasárnap
pazar	vasárnaponként
pazar	vasárnap
pazar	vasárnapi
pazar	bazár
pazar	piac
pazar	piaci
pazar	market
cevap	válasz
cevap	válasz
cevap	reagálás
cevap	reakció
cevap	válasz
cevap	válaszokat
cevap	válaszok
link	hivatkozás
link	kapcsolat
link	link
link	linket
link	hivatkozást
manyetik	mágneses
dilleri	nyelveket
dilleri	nyelvek
dilleri	nyelveken
ağa	aga
taslak	vázlat
taslak	tervezetét
taslak	huzat
taslak	tervezet
taslak	vázlat
geçerli	alkalmazandó
geçerli	alkalmazható
geçerli	érvényes
geçerli	alkalmazni
geçerli	jelentkezz
karl	károly
karl	karl
ikili	bináris
ikili	duó
ikili	kettős
ikili	dupla
ikili	duplán
kimyasal	kémiai
kimyasal	vegyszerek
isa	krisztus
isa	jézus
ibn	ibn
maria	mária
maria	maria
finlandiya	finnország
çağ	korszak
bölgesel	regionális
kayıp	veszteségek
kayıp	veszteség
kayıp	vesztett
kayıp	elveszett
kayıp	lost
kayıp	hiányzik
kayıp	eltűnt
kayıp	hiányzó
yunanca	görög
ip	kötelet
ip	kötél
ip	string
night	éj
night	este
night	éjjel
night	éjszaka
görüş	visszajelzés
görüş	láthatóság
hattı	line
hattı	sor
hattı	vonal
doğa	jelleg
doğa	természet
recep	recep
coğrafi	földrajzi
coğrafi	földrajzi
coğrafi	földrajz
milletler	nemzetek
inşaat	épület
inşaat	építkezés
inşaat	építési
inşaat	építés
olumsuz	negatív
yönetici	adminisztrátor
yönetici	ügyvezető
yönetici	ügyintéző
yönetici	tisztviselő
yönetici	admin
yönetici	adminisztrátor
yönetici	végrehajtó
yönetici	ügyvezető
yönetici	rendező
yönetici	igazgató
yönetici	menedzser
yönetici	vezető
yönetici	kezelő
yönetici	igazgató
saray	bíróság
saray	udvar
saray	court
saray	számvevőszék
saray	palota
saray	palace
kısaca	röviden
big	nagyok
big	nagy
sağladı	megadott
sağladı	feltéve
katolik	katolikus
katolik	katolikusok
katolik	katolicizmus
katolik	katolikusok
nazi	nácik
nazi	náci
nazi	nácik
çağdaş	modern
çağdaş	korszerű
çağdaş	kortárs
faaliyet	tevékenységek
faaliyet	tevékenység
faaliyet	aktivitás
sonu	befejezés
sonu	vége
sonu	vég
evlilik	házasság
evlilik	házasságot
evlilik	esküvő
evlilik	esküvőn
evlilik	esküvőre
derin	mélyebben
derin	mélyebbre
derin	mélyebb
derin	mély
cins	fajta
vefat	elhunyt
petrol	benzin
petrol	olaj
petrol	kőolaj
petrol	olajjal
petrol	olajat
petrol	kőolaj
petrol	ásványolaj
kuş	madárka
kuş	birdie
kuş	madár
daniel	dániel
daniel	daniel
alternatif	alternatív
alternatif	alternatíva
alternatif	alternatív
alternatif	alternatívák
online	interneten
online	online
pierre	pierre
eşit	egyenlők
eşit	egyenlőek
eşit	egyenlő
eşit	egyenlők
eşit	egyenlő
teknoloji	technikus
teknoloji	tech
teknoloji	technológiák
teknoloji	technológia
teknoloji	technika
teknoloji	technológiai
eş	feleségem
eş	felesége
eş	feleség
eş	házastársa
eş	házastárs
who	ki
who	aki
imparatorluk	birodalom
imparatorluk	empire
imparatorluk	birodalmi
imparatorluk	császári
kraliyet	királyi
kraliyet	royal
ölü	halott
ölü	halottak
komutan	parancsnok
milyar	milliárd
milyar	egymilliárd
jones	jones
altyazı	felirat
altyazı	alcím
öğretmen	tanárnő
öğretmen	tanár
öğretmen	tanárok
kullanılabilir	elérhető
kullanılabilir	rendelhető
kullanılabilir	felhasználható
kullanılabilir	használható
hanedanı	dinasztia
katı	tömör
katı	szilárd
katı	szigorú
katı	szigorúan
katı	merev
çeyrek	kvadránsban
çeyrek	negyedév
çeyrek	negyed
onur	becsület
onur	megtiszteltetés
onur	megtisztelő
onur	megtiszteltetés
onur	becsület
onur	megtiszteltetés
olmadan	nélkül
olmadan	anélkül
dokuz	kilences
dokuz	kilenc
kalp	szívem
kalp	szívvel
kalp	szív
türleri	típusok
türleri	típusai
performans	előadás
