और	وال
मुख्यालय	المقر
मुख्यालय	المقر
लिपि	الابجدية
लिपि	سيناريو
लिपि	السيناريو
लिपि	نص
लिपि	النص
एल्बम	الالبوم
एल्बम	البوم
एल्बम	البومات
एल्बम	الالبومات
धन	فلوس
धन	نقود
धन	اموال
धन	المال
धन	مال
सॉफ्टवेयर	برمجيات
सॉफ्टवेयर	البرمجيات
सॉफ्टवेयर	برامج
सॉफ्टवेयर	البرامج
सॉफ्टवेयर	برنامج
योग	المبلغ
योग	مبلغ
योग	اليوغا
योग	يوغا
योग	اليوجا
योग	المجموع
योग	المجاميع
गुजरात	غوجارات
शीर्ष	القمة
शीर्ष	توب
शीर्ष	قمة
शीर्ष	الاعلى
संस्था	مؤسسة
संस्था	المؤسسة
औद्योगिक	صناعي
औद्योगिक	صناعية
औद्योगिक	الصناعية
प्रधान	رئيس
प्रधान	الرئيس
प्रधान	الزعيم
नेता	زعيم
नेता	قائد
नेता	قادة
नेता	الزعماء
नेता	القادة
नेता	زعماء
संविधान	الدستور
संविधान	دستور
अनुमान	تقديرات
अनुमान	التقديرات
अनुमान	التقدير
अनुमान	تقدير
शीर्षक	شرح
शीर्षक	الشرح
शीर्षक	العناوين
शीर्षक	الالقاب
शीर्षक	عناوين
शीर्षक	القاب
शीर्षक	اللقب
शीर्षक	العنوان
शीर्षक	عنوان
अवसर	مناسبة
अवसर	المناسبة
अवसर	فرصة
अवसर	الفرصة
अवसर	فرصة
अवसर	الفرص
अवसर	الفرصة
अवसर	فرص
अवसर	الفرص
अंक	النتيجة
अंक	النقاط
अंक	نقاط
शोध	بحوث
शोध	الابحاث
शोध	ابحاث
शोध	بحث
शोध	البحوث
शोध	البحث
स्पेन	اسبانيا
गांधी	غاندي
हमेशा	دايما
हमेशा	دائما
हमेशा	دوما
जोखिम	المخاطرة
जोखिम	المخاطر
जोखिम	مخاطرة
तापमान	الحرارة
शाखा	الفروع
शाखा	فروع
शाखा	الفرع
शाखा	فرع
शाखा	برانش
इत्यादि	الخ
प्रतीक	رموز
प्रतीक	الرموز
प्रतीक	رمز
प्रतीक	الرمز
प्रतीक	رمزا
प्रतीक	رمز
प्रतीक	ايقونة
प्रतीक	الايقونات
संदर्भ	المراجع
संदर्भ	مراجع
संदर्भ	المرجع
संदर्भ	المرجع
संदर्भ	مرجع
संदर्भ	سياق
संदर्भ	السياق
आयोजन	تنظيم
करीब	اقرب
करीब	قريب
करीब	الوثيق
करीब	مقرب
करीब	اغلاق
करीब	اغلق
चक्र	العجلة
चक्र	عجلة
चक्र	شقرا
चक्र	شاكرا
चक्र	دورات
चक्र	الدورة
चक्र	دورة
प्राथमिक	الابتدائي
प्राथमिक	الابتدائية
प्राथमिक	ابتدائي
प्राथमिक	تمهيدي
प्राथमिक	اولية
प्राथमिक	اولي
प्राथमिक	اوليا
गुण	صفة
गुण	الصفة
गुण	ملكية
गुण	الملكية
गुण	الممتلكات
गुण	ممتلكات
गुण	خصائص
गुण	خواص
गुण	الخصائص
गुण	الممتلكات
गुण	الخواص
गुण	صفات
गुण	السمات
गुण	الصفات
गुण	سمات
ग्रह	كوكب
ग्रह	الكوكب
ग्रह	كواكب
ग्रह	الكواكب
महल	القلاع
महल	قصر
महल	القصر
बजाय	بالاحرى
निधन	الموت
निधन	الوفاة
निधन	موت
निधन	وفاة
निधन	زوال
भूषण	بوشان
बराबर	يساوي
बराबर	متساوية
बराबर	متساو
बराबर	مساو
बराबर	تساوي
मिनट	الدقائق
मिनट	دقائق
मिनट	الدقيقة
मिनट	دقيقة
मिनट	مين
फिल्मों	الافلام
फिल्मों	افلام
व्यवसाय	المهنة
व्यवसाय	مهنة
व्यवसाय	العمل
व्यवसाय	الاعمال
व्यवसाय	عمل
संरक्षण	الحفظ
संरक्षण	المحافظة
संरक्षण	الحفظ
संरक्षण	الحفاظ
संरक्षण	المحافظة
संरक्षण	الحماية
संरक्षण	حماية
शो	اظهار
शो	عرض
शो	اظهر
शो	العرض
शो	اعرض
प्रस्ताव	الاقتراح
प्रस्ताव	اقتراح
प्रस्ताव	مقترح
प्रस्ताव	المقترح
प्रस्ताव	اقتراحات
प्रस्ताव	مقترحات
प्रस्ताव	الاقتراحات
प्रस्ताव	المقترحات
प्रस्ताव	العرض
रिपोर्ट	الابلاغ
रिपोर्ट	التقرير
रिपोर्ट	تقرير
रिपोर्ट	بلاغ
रिपोर्ट	تقارير
रिपोर्ट	التقارير
अंग	العضو
हिस्से	جزء
हिस्से	الجزء
मुस्लिम	المسلم
मुस्लिम	مسلم
मुस्लिम	اسلامي
मुस्लिम	مسلمة
रिकॉर्ड	سجل
रिकॉर्ड	تسجيل
रिकॉर्ड	السجل
रिकॉर्ड	السجلات
रिकॉर्ड	سجلات
रिकॉर्ड	المحاضر
सरल	بسيطه
सरल	بسيط
सरल	البسيط
सरल	بسيطة
धातु	المعدن
धातु	معادن
धातु	معدني
धातु	معدن
धातु	المعادن
धातु	معادن
धातु	الفلزات
धातु	المعادن
परिषद	مجلس
परिषद	المجلس
परिषद	الاتحاد
शारीरिक	جسدية
शारीरिक	بدني
शारीरिक	المادية
संघर्ष	نضال
संघर्ष	صراع
संघर्ष	كفاح
संघर्ष	النضال
संघर्ष	الكفاح
संघर्ष	تنازع
संघर्ष	نزاع
संघर्ष	الصراع
संघर्ष	الصراعات
संघर्ष	صراع
संघर्ष	النزاع
तकनीक	تقنية
तकनीक	تيك
तकनीक	التقنية
तकनीक	تقنية
तकनीक	التقنية
तकनीक	تقنية
तकनीक	التقنية
तकनीक	التكنولوجيا
तकनीक	تكنولوجيا
तकनीक	التقنيات
तकनीक	تقنيات
फल	فواكه
फल	فاكهة
फल	الفاكهة
फल	الفواكه
फल	فواكه
फल	الفواكه
फल	ثمار
फल	الثمار
कैसे	ازاي
कैसे	شلون
कैसे	كيف
प्रकट	تكشف
कार्बनिक	العضوية
कार्बनिक	عضوية
कार्बनिक	عضوي
शाह	شاه
विवरण	الوصف
विवरण	وصف
विवरण	تفاصيل
विवरण	التفاصيل
विवरण	للتفاصيل
विवरण	التفصيل
विवरण	تفاصيل
विवरण	التفاصيل
विवरण	تفصيل
शादी	الزواج
शादी	زواج
शादी	العرس
शादी	زفاف
शादी	عرس
शादी	زواج
उप	غواصة
उप	الغواصة
उप	فرعي
उप	الباطن
पात्र	حاوية
पात्र	الحاوية
पात्र	حاويات
वेब	الشبكة
वेब	الويب
वेब	ويب
संसद	البرلمان
संसद	برلمان
सन्दर्भ	المراجع
सन्दर्भ	مراجع
सन्दर्भ	المرجع
सन्दर्भ	مرجع
सन्दर्भ	سياق
सन्दर्भ	السياق
चेन्नई	تشيناي
परमाणु	نووية
परमाणु	نووي
परमाणु	النووية
परमाणु	جزيء
परमाणु	الذرية
परमाणु	ذرية
परमाणु	ذرة
परमाणु	الذرة
आक्रमण	اجتياح
आक्रमण	الغزو
आक्रमण	غزو
आक्रमण	هجوم
आक्रमण	الهجوم
कार	السيارة
कार	سيارة
कार	السيارات
कार	سيارات
केरल	كيرالا
केरल	كيرلا
जांच	مسبار
जांच	التحقيقات
जांच	التحقيق
जांच	تحقيق
जांच	الاختبار
जांच	اختبار
जांच	اختبر
पत्थर	ستون
पत्थर	حجر
पत्थर	الحجارة
पत्थर	حجارة
पत्थर	الحجر
आठ	ثمان
आठ	ثمانية
आठ	eight
आठ	ثماني
विषयों	مواضيع
विषयों	موضوعات
विषयों	المواضيع
विषयों	الموضوعات
टेनिस	تنس
टेनिस	التنس
पारंपरिक	التقليدي
पारंपरिक	التقليدية
पारंपरिक	تقليدية
पारंपरिक	تقليدي
अकादमी	اكاديمية
अकादमी	الاكاديمية
सतह	سطح
सतह	السطح
देव	ديف
देव	ديو
युक्त	اوكرانيا
अभियान	الحملات
अभियान	حملات
अभियान	حملة
अभियान	الحملة
घोषित	اعلنت
घोषित	تعلن
घोषित	اعلن
घोषित	نعلن
घोषित	يعلن
घोषित	اعلن
घोषित	اعلنت
लिखी	كتب
लिखी	مكتوب
लिखी	خطية
लिखी	مكتوبة
सिस्टम	نظام
सिस्टम	النظام
सिस्टम	المنظومة
सिस्टम	نظم
सिस्टम	الانظمة
सिस्टम	النظم
सिस्टम	انظمة
किनारे	الزوايا
किनारे	الاركان
किनारे	اركان
किनारे	زوايا
किनारे	الحواف
किनारे	الحافة
किनारे	حافة
कार्बन	الكربون
कार्बन	كربون
कार्बन	الكربوني
प्रतिक्रिया	تفاعل
प्रतिक्रिया	ملاحظات
प्रतिक्रिया	تتفاعل
प्रतिक्रिया	تفاعلي
प्रतिक्रिया	الاستجابة
प्रतिक्रिया	الرد
प्रतिक्रिया	رد
प्रतिक्रिया	استجابة
गणित	رياضيات
गणित	الرياضيات
गणित	رياضيات
गणित	الرياضيات
गणित	الحساب
गणित	رياضيات
गणित	الرياضيات
मौत	الموت
मौत	الوفاة
मौत	موت
मौत	وفاة
विवाद	خلاف
विवाद	جدل
विवाद	الجدل
विवाद	الخلاف
विवाद	منازعات
विवाद	النزاعات
विवाद	المنازعات
विवाद	نزاعات
विवाद	نزاع
विवाद	النزاع
अली	الي
अली	علي
अली	ali
ग्रहण	الكسوف
तकनीकी	تقنية
तकनीकी	تقني
तकनीकी	فني
तकनीकी	التقنية
माँ	امهات
माँ	الامهات
माँ	امي
माँ	ام
माँ	الام
विष्णु	فيشنو
मैदान	السهول
मैदान	التضاريس
विमान	طيران
विमान	الطيران
विमान	طائرات
विमान	الطائرة
विमान	الطائرات
विमान	طائرة
विमान	الطائرة
विमान	طائرة
सक्षम	مكن
सक्षम	قادر
सक्षम	قادرة
सक्षम	قادرين
वातावरण	البيئة
वातावरण	بيئة
वातावरण	الجو
वातावरण	الاجواء
वातावरण	اجواء
लागत	الكلفة
लागत	التكلفة
लागत	التكاليف
लागत	تكلفة
लागत	التكاليف
लागत	تكاليف
सीधे	مباشرة
सीधे	مستقيم
सीधे	مباشرة
प्रेस	اضغط
प्रेस	الصحافة
प्रेस	صحافة
रोमन	روماني
रोमन	رومان
रोमन	الروماني
रोमन	الرومانية
मील	ميل
मील	الميل
मील	مايل
मील	ميل
मील	مايلز
मील	اميال
लोकसभा	البرلمان
लोकसभा	برلمان
अज्ञात	مجهول
अज्ञात	مجهول
रेखा	سطر
रेखा	السطر
रेखा	الخط
रेखा	خط
पार	كروس
पार	صليب
पार	الصليب
लेखन	الكتابات
लेखन	كتابات
लेखन	الكتابه
लेखन	كتابة
लेखन	اكتب
लेखन	الكتابة
सेंट	سنتا
बोली	العطاء
बोली	عروض
बोली	عطاءات
बोली	العطاءات
नष्ट	دمر
नष्ट	دمرت
नष्ट	دمر
नष्ट	تدمير
नष्ट	تدمر
परंपरा	التقاليد
परंपरा	تقليد
परंपरा	التقليد
परंपरा	تقاليد
राशि	المبلغ
दृष्टिकोण	نهج
दृष्टिकोण	النهج
दृष्टिकोण	الاقتراب
भाव	عواطف
भाव	المشاعر
भाव	العواطف
भाव	بادرة
भाव	لفتة
भाव	الاحساس
भाव	حاسة
भाव	احساس
हवा	النسيم
हवा	نسيم
हवा	الرياح
हवा	الريح
हवा	ريح
हवा	رياح
पाठ	نصوص
पाठ	نص
पाठ	النص
पाठ	تلاوة
वैदिक	الفيدية
गठन	الاطارات
गठन	اطر
गठन	الاطر
गठन	اطارات
गठन	الاطار
गठन	اطار
गठन	التشكيل
गठन	تشكيل
नागरिक	مدنية
नागरिक	مدني
नागरिक	المدنية
नागरिक	المدني
नागरिक	مواطن
नागरिक	مواطنة
नागरिक	المواطن
अस्तित्व	الوجود
अस्तित्व	نجاة
अस्तित्व	البقاء
अस्तित्व	بقاء
अस्तित्व	النجاة
अस्तित्व	وجودي
गंभीर	جاد
गंभीर	جادة
गंभीर	حرجة
गंभीर	الحرجة
गंभीर	حرج
समझ	افهم
समझ	فاهم
समझ	فهم
समझ	تفهم
समझ	التفاهم
समझ	التفهم
समझ	فهم
समझ	الفهم
समझ	تفاهم
किस	قبله
किस	قبلة
प्रशासन	الادارة
आदेश	الولاية
आदेश	امر
आदेश	طلب
आदेश	ترتيب
आदेश	الطلب
आदेश	النظام
आदेश	الطلبات
आदेश	الاوامر
आदेश	اوامر
आदेश	طلبات
सैन्य	عسكرية
सैन्य	العسكري
सैन्य	الجيش
सैन्य	عسكري
अंदर	داخل
अंदर	للداخل
अंदर	داخلي
अंदर	بالداخل
अंदर	الداخل
छह	six
छह	ستة
छह	سكس
ग्रन्थ	النصوص
ग्रन्थ	نصوص
भाषाएँ	لغات
भाषाएँ	اللغات
भुगतान	العوائد
भुगतान	الدفع
भुगतान	السداد
भुगतान	دفعة
भुगतान	الدفعة
भुगतान	دفع
भुगतान	مدفوعات
भुगतान	الدفعات
भुगतान	الدفع
भुगतान	المدفوعات
भुगतान	دفعات
उनसे	هم
ध्वनि	الصوت
ध्वनि	صوت
ध्वनि	اصوات
ध्वनि	يبدو
निवास	الاقامة
निवास	اقامة
निवास	مساكن
अरबी	العربية
अरबी	بالعربي
अरबी	عربي
अरबी	عربية
अरबी	بالعربية
हत्या	اغتيال
हत्या	الاغتيال
हत्या	القتل
दिखाया	اظهرت
पवित्र	المقدس
पवित्र	المقدسة
पवित्र	مقدس
पवित्र	المقدس
पवित्र	المقدسة
पवित्र	مقدسة
पवित्र	مقدس
विभाजित	انقسام
विभाजित	مقسم
विभाजित	مقسمة
विभाजित	انقسام
विभाजित	التقسيم
विभाजित	تقسيم
इकाई	وحدات
इकाई	الوحدات
इकाई	وحدة
इकाई	الوحدة
अम्ल	حمض
अम्ल	حامض
आए	جيت
आए	جاء
प्रबंधक	المدير
प्रबंधक	مدير
प्रबंधक	المديرون
प्रबंधक	المدراء
प्रबंधक	مديرو
प्रबंधक	المديرين
वही	نفس
वही	نفسه
संग्रहालय	المتاحف
संग्रहालय	المتحف
संग्रहालय	museum
संग्रहालय	متحف
जीता	فاز
जीता	وون
मुद्रा	العملة
मुद्रा	عملة
मुद्रा	وضعية
मुद्रा	تشكل
मुद्रा	فلوس
मुद्रा	نقود
मुद्रा	اموال
मुद्रा	المال
मुद्रा	مال
मतलब	الوسائل
मतलब	يعنى
मतलब	يعني
मतलब	يعني
युवा	الشباب
युवा	شب
युवा	شاب
युवा	شابة
युवा	صغار
शहरों	المدن
शहरों	مدن
अंतरिक्ष	مساحة
अंतरिक्ष	الفضاء
अंतरिक्ष	فضاء
अंतरिक्ष	حيز
संचार	الاتصالات
संचार	الاتصال
संचार	التواصل
संचार	الاتصالات
संचार	البلاغات
प्रसारण	بث
प्रसारण	البث
प्रसारण	بث
प्रसारण	الاذاعة
प्रसारण	البث
नियमित	منتظم
नियमित	منتظمة
व्याख्या	ملاحظة
व्याख्या	ملحوظة
व्याख्या	الملاحظة
व्याख्या	التفسير
व्याख्या	تفسير
व्याख्या	الشرح
व्याख्या	شرح
व्याख्या	توضيح
व्याख्या	التفسير
व्याख्या	تفسير
व्याख्या	تعليل
शेष	المتبقية
शेष	اليسار
शेष	يسار
दावा	ادعاء
दावा	المطالبة
दावा	مطالبة
दावा	المطالبات
दावा	مطالبات
मोबाइल	جوال
मोबाइल	الجوال
मोबाइल	الموبايل
मोबाइल	موبايل
संभावना	فرص
संभावना	الفرص
संभावना	احتمالية
संभावना	الاحتمال
दिवस	اليوم
दिवस	يوم
दिवस	نهار
विधायक	mla
विधायक	المشرعين
विधायक	المشرع
तर्क	حجة
तर्क	الحجة
तर्क	تعليل
तर्क	منطق
तर्क	المنطق
आपके	تك
विरुद्ध	ضد
परीक्षा	الاختبار
परीक्षा	اختبار
परीक्षा	اختبر
परीक्षा	الامتحان
परीक्षा	امتحان
परीक्षा	امتحانات
परीक्षा	الامتحانات
पाई	الفطيرة
पाई	فطيرة
भविष्य	مستقبل
भविष्य	مستقبلا
भविष्य	المستقبل
बिक्री	المبيعات
बिक्री	مبيعات
बिक्री	البيع
बिक्री	بيع
बिक्री	البيع
बिक्री	تخفيضات
इंटरनेट	الانترنت
इंटरनेट	انترنت
कर्नाटक	كارناتاكا
सम्मेलन	مؤتمر
सम्मेलन	المؤتمر
सम्मेलन	الاتفاقية
सम्मेलन	اتفاقية
रानी	queen
रानी	ملكة
रानी	الملكة
सिटी	المدينه
सिटी	مدينة
सिटी	المدينة
सिटी	سيتي
अच्छे	خير
अच्छे	الخير
अच्छे	طيب
अच्छे	جيد
अच्छे	بخير
तुम	انت
तुम	انتي
सिर	راسي
सिर	راس
सिर	الراس
दबाव	ضغط
दबाव	الضغط
बोर्ड	الواح
बोर्ड	مجالس
बोर्ड	المجالس
बोर्ड	الالواح
बोर्ड	لوح
बोर्ड	اللوح
ख़ान	خان
नियुक्त	المعين
नियुक्त	عينت
फरवरी	فبراير
फरवरी	شباط
फरवरी	فبراير
नेशनल	الوطنية
नेशनल	ناشيونال
नेशनल	وطنية
नेशनल	وطني
संसार	عالم
संसार	العالمي
संसार	الدنيا
संसार	العالم
संसार	world
संसार	العالمين
संसार	عوالم
संसार	العوالم
कोलकाता	كلكتا
कोलकाता	كالكوتا
प्रतिनिधित्व	التمثيل
प्रतिनिधित्व	تمثيل
विचारों	افكار
विचारों	الافكار
प्रेरित	الهم
समारोह	مراسم
समारोह	المراسم
मस्तिष्क	الدماغ
मस्तिष्क	دماغ
मस्तिष्क	المخ
मस्तिष्क	مخ
मस्तिष्क	عقل
जेम्स	جيمس
जेम्स	جايمس
प्रायः	عادة
प्रायः	غالبا
मौसम	الفصول
मौसम	مواسم
मौसम	الجو
मौसम	الطقس
मौसम	طقس
मौसम	موسم
मौसम	الموسم
अर्थात्	الوسائل
अर्थात्	يعنى
अर्थात्	يعني
भावना	عاطفة
भावना	العاطفة
भावना	العواطف
भावना	شعور
भावना	الاحساس
भावना	اشعر
भावना	الشعور
भावना	احساس
भावना	الروح
भावना	روح
गुणवत्ता	النوعية
गुणवत्ता	جودة
गुणवत्ता	الجودة
छात्र	الطالب
छात्र	طالب
छात्र	تلميذ
छात्र	طالبة
छात्र	التلميذ
खाना	طعام
खाना	غذاء
खाना	الطعام
खाना	الغذاء
मिले	وجد
मिले	خلصت
मिले	وجدت
मिले	قابلت
मिले	اجتمعت
मिले	اجتمع
मिले	التقى
निर्वाचित	انتخب
निर्वाचित	منتخب
निर्वाचित	المنتخب
कैंसर	السرطان
कैंसर	سرطان
इटली	ايطاليا
सिद्धान्त	مبادئ
सिद्धान्त	المبادئ
सिद्धान्त	نظرية
सिद्धान्त	النظرية
विरोधी	معاد
विरोधी	معادية
विरोधी	عدائية
राजवंश	سلالة
राजवंश	السلالة
संक्रमण	انتقال
संक्रमण	انتقالية
संक्रमण	الانتقال
संक्रमण	عدوى
संक्रमण	العدوى
घाटी	وادي
घाटी	الوادي
घाटी	فالى
घाटी	فالي
विलियम	ويليام
विलियम	وليم
विलियम	وليام
विविध	المتنوعة
विविध	متنوع
विविध	متنوعة
विकल्प	البدائل
विकल्प	بدائل
विकल्प	خيارات
विकल्प	الخيارات
विकल्प	خيار
विकल्प	الخيار
उद्यान	حديقة
उद्यान	منتزه
उद्यान	بارك
उद्यान	متنزه
होगी	ويل
होगी	راح
होगी	سوف
पशु	حيوانات
पशु	الحيوانات
पशु	حيوانية
पशु	الحيوان
पशु	حيوان
ज्यादातर	غالبا
ईसाई	المسيحية
ईसाई	مسيحية
ईसाई	مسيحي
ईसाई	كريستيان
प्रमाण	الادلة
प्रमाण	دليل
प्रमाण	الدليل
प्रमाण	ادلة
प्रमाण	برهان
प्रमाण	دليل
प्रमाण	اثبات
प्रमाण	البرهان
याद	اتذكر
याद	تتذكر
याद	تذكروا
याद	تذكر
कंपनियों	الشركات
कंपनियों	شركات
मानसिक	العقلية
मानसिक	عقلية
मानसिक	عقليا
रसायन	كيميائية
रसायन	كيميائي
रसायन	الكيماويات
रसायन	كيمياء
रसायन	الكيمياء
क्षेत्रफल	مساحة
क्षेत्रफल	المساحة
क्षेत्रफल	منطقة
क्षेत्रफल	المنطقة
प्रभावी	فعالة
प्रभावी	فعالية
प्रभावी	فعال
प्रभावी	الفعال
विज्ञापन	الدعاية
विज्ञापन	الاعلانات
विज्ञापन	الاعلان
विज्ञापन	اعلان
विज्ञापन	اعلانات
विज्ञापन	الاعلان
विज्ञापन	الاعلانات
विज्ञापन	اعلانات
ईश्वर	اللهم
ईश्वर	الله
आसानी	سهولة
अमरीका	امريكا
अमरीका	اميركا
शिकार	فريسة
शिकार	فريس
शिकार	الفريسة
शिकार	الصيد
शिकार	صيد
शिकार	ضحية
शिकार	الضحية
रोगी	المريض
रोगी	مريض
रोगी	المريضة
रोगी	صبور
रूसी	روسي
रूसी	روسية
रूसी	الروسية
रूसी	روسيا
रूसी	الروسي
क्रांति	ثورة
क्रांति	الثورة
अधीन	تحت
गुप्त	جوبتا
गुप्त	غوبتا
गुप्त	سر
गुप्त	سري
गुप्त	السر
गुप्त	سرية
गुप्त	مشفر
गुप्त	مشفرة
हृदय	القلب
हृदय	قلبا
हृदय	قلب
आयोग	اللجان
आयोग	لجان
आयोग	اللجنة
आयोग	عمولة
हिंदू	الهندوس
शुद्ध	خالص
शुद्ध	نقي
शुद्ध	نقية
तीसरे	ثالثا
तीसरे	الثالثة
तीसरे	ثالث
तीसरे	الثالث
तीसरे	ثالثة
चर्च	الكنائس
चर्च	كنيسه
चर्च	كنيست
चर्च	كنيسة
चर्च	الكنيسة
अपेक्षा	التوقع
कार्यालय	العمل
कार्यालय	اعمل
कार्यालय	عمل
कार्यालय	مكاتب
कार्यालय	المكاتب
कार्यालय	المكتب
कार्यालय	مكتب
कार्यालय	المنصب
परिवहन	المواصلات
परिवहन	النقل
परिवहन	نقل
परिवहन	المواصلات
परिवहन	النقل
परिवहन	نقل
स्टार	نجمة
स्टार	النجم
स्टार	النجمة
स्टार	نجم
स्टार	ستار
वर्षा	مطر
वर्षा	المطر
वर्षा	الامطار
जनरल	عام
जनरल	لواء
जनरल	اللواء
जनरल	جنرال
जनरल	عامة
जनरल	الجنرال
संदेश	رساله
संदेश	الرسالة
संदेश	رسالة
संदेश	رسائل
संदेश	الرسائل
मार	اقتل
परिचय	مقدمة
परिचय	المقدمة
परिचय	حول
परिचय	بشان
परिचय	بخصوص
परिचय	عن
परिचय	مقدمة
उत्पत्ति	الاصل
उत्पत्ति	اصل
उत्पत्ति	التكوين
उत्पत्ति	جينيسيس
उत्पत्ति	العوامة
मांग	مطلب
मांग	الطلب
मांग	المطلب
सोवियत	السوفييتية
सोवियत	السوفييتي
सोवियत	السوفيتية
सोवियत	السوفييت
सोवियत	السوفياتي
दौर	مستديرة
दौर	الجولة
संचालन	عمليات
संचालन	العمليات
संचालन	العملية
संचालन	العمليات
संचालन	عملية
भौगोलिक	جغرافي
भौगोलिक	جغرافية
भौगोलिक	جغرافي
भौगोलिक	جغرافية
उपस्थित	حضور
उपस्थित	الحضور
उपस्थित	هدية
उपस्थित	الحاضر
उपस्थित	الحالي
अस्पताल	المشفى
अस्पताल	مستشفي
अस्पताल	مستشفى
अस्पताल	المستشفى
अस्पताल	المستشفي
अस्पताल	مشفى
अस्पताल	مستشفيات
अस्पताल	المستشفيات
परिवर्तित	تغيرت
परिवर्तित	تغير
परिवर्तित	المعدل
परिवर्तित	معدل
परिवर्तित	تعديل
परिवर्तित	معدلة
परिवर्तित	المحولة
स्वर	مصوت
लघु	قاصر
लाइन	سطر
लाइन	السطر
लाइन	الخط
लाइन	خط
प्रश्न	استفسار
प्रश्न	سؤال
प्रश्न	السؤال
प्रश्न	الاسئلة
प्रश्न	اسئلة
आलोचना	الانتقاد
आलोचना	انتقادات
आलोचना	انتقاد
आलोचना	الانتقادات
आलोचना	نقد
आलोचना	النقد
पहाड़ी	تل
पहाड़ी	هيل
पहाड़ी	التل
पहाड़ी	تلة
पुरानी	قديمه
पुरानी	عجوز
पुरानी	قديمة
पुरानी	قديم
पुरानी	القديم
पुरानी	الاقدم
पसंद	خيار
पसंद	اختيار
पसंद	الاختيار
पसंद	الخيار
पसंद	يحب
सुझाव	اقتراحات
सुझाव	الاقتراحات
सुझाव	المقترحات
सुझाव	مقترحات
सुझाव	التجميع
सुझाव	تجميع
सुझाव	الاقتراح
सुझाव	اقتراح
सुझाव	مقترح
सुझाव	توصيات
सुझाव	التوصيات
सुझाव	نصائح
सुझाव	النصائح
खेती	الزراعة
खेती	زراعة
खेती	حصاد
खेती	الحصاد
खेती	الحراثة
लिखने	الكتابه
लिखने	كتابة
लिखने	اكتب
लिखने	الكتابة
वर्णित	وصفت
विभाजन	شعبة
विभाजन	الشعبة
विभाजन	الشعب
विभाजन	الانقسامات
विभाजन	شعب
विभाजन	تجزئة
विभाजन	التقسيم
विभाजन	تقسيم
प्रशासनिक	اداري
प्रशासनिक	ادارية
विशेषता	صفة
विशेषता	الصفة
विशेषता	النوعية
विशेषता	جودة
विशेषता	الجودة
विशेषता	الميزة
विशेषता	ميزة
विशेषता	سمة
कठिन	بجد
कठिन	صعب
कठिन	صعبة
कठिन	صعب
कठिन	صعبة
कठिन	قاسي
कठिन	صعب
कठिन	صعبة
कड़ी	الرابط
कड़ी	لينك
कड़ी	وصلة
कड़ी	ربط
कड़ी	رابط
कड़ी	الوصلات
कड़ी	الصلات
कड़ी	روابط
कड़ी	الروابط
कड़ी	وصلات
कड़ी	سلسلة
कड़ी	السلسلة
ईरान	ايران
क्षेत्रीय	اقليمية
क्षेत्रीय	اقليمي
क्षेत्रीय	الاقليمي
जान	اعلم
जान	اعرف
जान	تعرف
लड़ाई	معركة
लड़ाई	باتل
लड़ाई	المعركة
लड़ाई	شجار
लड़ाई	قتال
लड़ाई	القتال
परिभाषित	معرف
ग्रामीण	ريفية
ग्रामीण	الريف
ग्रामीण	ريفي
रोड	الطريق
रोड	طريق
प्रस्तावित	مقترحة
प्रस्तावित	مقترح
प्रस्तावित	المقترح
गायक	مغنية
गायक	مغني
गायक	المغني
इस्लाम	الاسلام
इस्लाम	اسلام
समझा	يفهم
समझा	مفهوم
उनको	هم
उपयोगी	المفيد
उपयोगी	مفيدة
उपयोगी	مفيد
उपयोगी	مفيدة
उपयोगी	مفيد
उपयोगी	المنفعة
उपयोगी	الفائدة
कोशिका	زنزانة
कोशिका	الزنزانة
कोशिका	خلية
कोशिका	الخلية
केंद्रीय	مركزية
केंद्रीय	سنترال
केंद्रीय	الوسطى
केंद्रीय	وسط
केंद्रीय	مركزي
सत्र	الدورة
सत्र	جلسة
सत्र	الجلسة
सत्र	الجلسات
सत्र	الدورات
सत्र	جلسات
मिश्र	egypt
मिश्र	مصر
मिश्र	المصري
मिश्र	مصرية
मिश्र	مصري
मिश्र	المصرية
पहुँच	النفاذ
पहुँच	الوصول
पहुँच	الوصول
मेरा	لي
मेरा	ملكي
मेरा	الالغام
मेरा	لغم
मेरा	منجم
मेरा	اللغم
मिस्र	egypt
मिस्र	مصر
मिस्र	المصري
मिस्र	مصرية
मिस्र	مصري
मिस्र	المصرية
गणराज्य	الجمهورية
गणराज्य	جمهورية
छात्रों	طلاب
छात्रों	التلاميذ
छात्रों	الطلاب
छात्रों	طلبة
छात्रों	الطلبة
पुराना	قديمه
पुराना	عجوز
पुराना	قديمة
पुराना	قديم
पुराना	القديم
पुराना	الاقدم
जम्मू	جامو
तेज	سريعة
तेज	سريع
सम्राट	الامبراطور
सम्राट	امبراطور
नवंबर	نوفمبر
नवंबर	نوفمبر
कारणों	دواعي
कारणों	اسباب
कारणों	الاسباب
सर	سير
सर	سيدي
सर	سيدى
प्रवाह	تدفق
प्रवाह	التدفق
अपराध	جرم
अपराध	الجرم
अपराध	اعتراف
अपराध	الاعتراف
अपराध	جريمة
अपराध	الجريمة
अपराध	الجرائم
अमेरिकन	امريكية
अमेरिकन	امريكيون
अमेरिकन	امريكي
अमेरिकन	الامريكي
व्यक्तित्व	شخصيه
व्यक्तित्व	الشخصية
