lyoni	lyon
konstrueeritud	postavené
konstrueeritud	postaveno
anglikaani	anglikánská
mix	mix
vari	stínu
vari	shadow
vari	stín
grete	grete
derek	dereka
derek	derek
vesinik	vodík
vesinik	vodíku
usd	usd
reed	reeda
reed	reed
reed	reedová
motiiv	motiv
motiiv	rys
motiiv	vlastnost
usbeki	uzbecké
björn	bjorn
björn	björn
veebisait	web
adobe	adobe
positiivselt	pozitivně
positiivselt	kladně
oswald	oswald
galileo	galileo
värskelt	čerstvě
liigne	nadměrná
liigne	nadměrné
liigne	nadměrný
liigne	nepřiměřené
kuuli	kulka
kuuli	náboj
evelyn	evelyn
serblased	srbové
rabas	moor
nahka	kůži
nahka	pleť
nahka	kůže
nahka	pokožka
hõim	kmen
haydn	haydn
tiiger	tiger
tiiger	tygří
tiiger	tygr
rostovi	rostov
sood	bažiny
sood	bažinách
sood	močálů
bahreini	bahrajnu
vega	vega
vega	veze
küljed	strany
winkler	winkler
nõude	nárokovat
nõude	tvrzení
nõude	nárok
võimed	powers
võimed	pravomoci
vastukaaluks	vyvážit
küllastunud	nasycených
raoul	raoul
kile	filmová
kile	film
mägismaa	vysočina
cohen	cohen
oodatud	očekávaná
oodatud	očekávané
oodatud	čekal
oodatud	očekávaný
marilyn	marilyn
osake	částic
osake	částice
sara	sara
sara	sára
sara	saro
zeus	die
zeus	zeus
zeus	dia
energeetika	energii
energeetika	energetická
energeetika	energie
energeetika	energetika
act	jednat
act	čin
act	akt
act	dějství
häda	běda
häda	pohroma
parandab	zlepšuje
parandab	opravuje
chang	chang
horst	horst
walt	walt
walt	walta
harmoonia	harmonie
harmoonia	soulad
harmoonia	harmony
harmoonia	harmonii
harmoonia	harmonických
suhtumist	přístupy
suhtumist	postoje
mahler	mahler
muld	hlína
muld	půdy
muld	půda
muld	špína
muld	hlína
muld	špínu
muld	půdy
pinged	napětí
kontroller	regulátor
kontroller	ovladač
kontroller	kontrolor
arve	bill
arve	bille
arve	fakturu
arve	faktury
arve	faktura
tõstetud	vychován
tõstetud	vychoval
austin	austin
klassid	třídy
laser	laserem
laser	laser
laser	laserové
varese	varese
jessica	jessicu
jessica	jessica
romaane	romány
romaane	novely
hardcore	hardcore
informaatika	informatiky
informaatika	výpočetní
laienemine	zvětšení
laienemine	rozšíření
laienemine	expanze
laienemine	rozšiřování
laienemine	rozšíření
marguerite	marguerite
delegatsioon	delegace
delegatsioon	delegaci
delegatsioon	pověření
molotovi	molotov
õiglus	justice
õiglus	spravedlnost
õiglus	spravedlnosti
deutschland	deutschland
kolooniad	kolonií
kolooniad	kolonie
ülalt	horní
ülalt	top
ülalt	vrchol
formaat	formát
berger	berger
hannover	hannover
vöönd	pásmo
vöönd	zóna
hetk	okamžik
hetk	moment
hetk	chvilka
hetk	chvíle
telefon	telefonní
telefon	telefon
telefon	telefonní
telefon	telefon
carol	carol
arktika	arktické
locke	locke
spektri	spektra
spektri	spektrum
soomlased	finové
mag	mag
minevik	minulosti
minevik	minulé
minevik	minulost
luksemburg	lucembursko
gerard	gerard
teadvus	vědomí
lasku	sestupují
aadel	ušlechtilost
faktor	činitel
faktor	faktor
tähtkuju	souhvězdí
tegur	činitel
tegur	faktor
lepingud	zakázky
lepingud	kontrakty
lepingud	smlouvy
lepingud	smlouvy
lepingud	dohod
lepingud	dohody
curie	curie
veterinaaria	veterinární
räägi	mluv
räägi	mluv
valima	vyberte
valima	vybrat
valima	vyberte
valima	vybrat
valima	zvolte
üleriigilise	celostátní
oksad	pobočky
oksad	větve
oksad	poboček
portreed	portréty
lahkumine	odjezd
lahkumine	odlet
lahkumine	odjezdu
lahkumine	odchází
lahkumine	odchod
lahkumine	odcházím
lahkumine	odchodu
eelistatud	raději
eelistatud	přednost
demo	demo
efektiivsus	efektivita
efektiivsus	účinnost
efektiivsus	efektivnost
efektiivsus	efektivita
efektiivsus	účelnost
efektiivsus	účinnost
efektiivsus	efektivnost
efektiivsus	účinnost
efektiivsus	účinnosti
ülesehitus	rekonstrukci
ülesehitus	rekonstrukce
ülesehitus	struktury
ülesehitus	struktura
ülesehitus	strukturu
ülesehitus	konstrukce
norbert	norbert
esperanto	esperanto
roth	roth
resolutsiooni	usnesení
resolutsiooni	rozlišení
resolutsiooni	rezoluce
tuuri	výlety
tuuri	prohlídky
reformid	reformy
laskemoona	střeliva
laskemoona	munici
laskemoona	munice
laskemoona	střelivo
laskemoona	munice
väljund	výstup
clara	clara
clara	claro
clara	klára
ligipääs	přístupu
ligipääs	přístup
psühholoogiline	psychologický
psühholoogiline	psychické
psühholoogiline	psychologické
ekvatoriaal	rovníkové
tsivilisatsiooni	civilizaci
tsivilisatsiooni	civilizace
tsivilisatsiooni	civilizaci
tsivilisatsiooni	civilizace
saun	sauny
saun	sauna
presidendid	předsedové
presidendid	prezidenti
presidendid	prezidentů
komponendi	složka
komponendi	komponent
domineerib	dominuje
kirjutised	spisy
asendus	náhrada
asendus	nahrazení
asendus	náhradní
asendus	nahradit
asendus	náhražka
asendus	nahradit
davidson	davidson
maksud	daní
maksud	daně
elmo	elmo
päikest	sun
päikest	slunce
päikest	sluníčko
päikest	sluníčka
võidetud	vyhrála
võidetud	vyhráli
võidetud	vyhrál
võidetud	poražen
võidetud	poražený
võidetud	poraženi
mõjukas	vlivný
laua	stůl
laua	tabulka
laua	stolek
illustraator	ilustrátor
kaisa	kaisa
harta	listina
harta	charty
harta	charta
ursula	uršula
nõudmised	žádosti
nõudmised	požadavky
kriteeriumid	kritéria
kriteeriumid	kritérií
allkiri	podpis
maas	down
maas	dolů
maas	dolu
maas	dole
ten	desítka
ten	deset
otsustav	rozhodná
otsustav	rozhodný
otsustav	rozhodné
otsustav	rozhodující
palub	žádá
mainis	zmínila
mainis	zmíněna
mainis	zmínil
meteoroloogia	meteorologie
stepan	stepan
demokraadid	demokratů
demokraadid	demokraty
demokraadid	demokraté
näljahäda	hladomor
motiivid	motivy
motiivid	motivy
vastuvõetud	přijaté
vastuvõetud	přijato
vastuvõetud	přijatá
vastuvõetud	přijat
vastuvõetud	přijata
vastuvõetud	přijato
vastuvõetud	přijata
vastuvõetud	přijat
vastuvõetud	přijatá
xxiii	xxiii
teodor	teodor
ipod	ipod
krooniline	chronická
krooniline	chronickou
krooniline	chronické
edwards	edwards
kraater	kráter
leibkonna	domácností
leibkonna	domácnost
leibkonna	domácnosti
kauge	vzdálený
kauge	vzdálená
kauge	vzdálené
istus	seděl
istus	sat
tapmist	porážka
tapmist	masakr
tapmist	jatka
tapmist	porážku
claudio	claudio
coli	coli
ajakirjad	deníky
ajakirjad	časopisy
ajakirjad	časopisy
turner	turner
turner	turnerová
turner	turnera
nähtamatu	neviditelné
nähtamatu	neviditelná
nähtamatu	neviditelní
nähtamatu	neviditelný
nähtamatu	neviditelné
haamer	hammer
haamer	kladivo
jätkati	pokračoval
jätkati	pokračovalo
jätkati	pokračovala
jätkati	pokračování
luxembourg	lucembursko
piip	potrubí
piip	trubka
clément	clément
vastuolud	nesrovnalosti
tõstmine	zvyšování
tõstmine	zvedání
connor	connor
kilogrammi	kilogramů
kilogrammi	kilogram
baer	baer
sas	sas
raamatukogude	knihovny
masti	stožár
kümnes	desáté
kümnes	desátý
jahu	mouka
jahu	mouky
jahu	mouku
jahu	moučka
jahu	jídlo
täiustatud	zlepšila
täiustatud	pokročilý
täiustatud	vyspělá
täiustatud	pokročilé
täiustatud	pokročilá
blu	blu
zeusi	die
zeusi	zeus
zeusi	dia
ajad	krát
ajad	časy
ajad	times
marine	námořní
marine	mariňák
marine	marine
marine	mořských
marine	mořská
agentuur	agentura
entomoloog	entomolog
kuulis	slyšel
mesopotaamia	mezopotámie
tuuleveski	mlýn
karabahhi	karabachu
prima	prima
peegeldab	odráží
natura	natura
blackberry	blackberry
uskumused	přesvědčení
nõid	čarodějnice
nõid	čarodějka
maandus	přistálo
maandus	přistál
maandus	přistála
maandus	přistáli
sõltuvust	závislosti
sõltuvust	závislost
sõltuvust	závislosti
sõltuvust	závislost
steel	ocelový
steel	ocel
isabella	isabella
mozilla	mozilla
saavutab	dosahuje
teatab	oznamuje
teatab	prohlašuje
olivier	olivier
eurooplaste	evropané
eurooplaste	evropanů
eurooplaste	evropany
alexis	alexis
kohtunud	splněno
kohtunud	met
kohtunud	potkal
mürk	jed
mürk	jed
emilie	emilie
igavesti	navždy
igavesti	forever
igavesti	navěky
heidi	heidi
unustatud	zapomenuto
unustatud	zapomenuté
unustatud	zapomněl
unustatud	zapomněli
reform	reformu
reform	reformovat
reform	reforma
reform	reformy
tseremoonia	ceremoniál
tseremoonia	obřad
tõlk	tlumočník
tõlk	překladatel
tõlk	tlumočník
registrisse	registr
registrisse	registrovat
registrisse	zaregistrovat
raadius	poloměr
iowa	iowě
kasvajate	nádory
antonius	antonius
jesse	jesseho
jesse	jesse
kesklinn	centrum
walther	walther
murdis	zlomený
murdis	zlomil
muudatus	dodatek
muudatus	změnit
muudatus	změna
muudatus	změny
nõrgad	slabý
nõrgad	slabá
nõrgad	slabé
einstein	einstein
ice	ledu
ice	led
ice	ice
kann	džbán
santi	santi
juur	root
juur	kořen
tundlik	citlivé
tundlik	citlivý
tundlik	citliví
tundlik	citlivá
diplomaatia	diplomacii
diplomaatia	diplomacie
elupaikade	stanoviště
elupaikade	stanoviště
väärib	zaslouží
tõhus	účinné
tõhus	efektivní
tõhus	účinná
tõhus	účinné
tõhus	efektivní
tõhus	účinný
kalduvus	sklon
kalduvus	sklon
kalduvus	tendence
kalduvus	tendenci
hingamisteede	respirační
täiendav	dodatečná
täiendav	dodatečné
täiendav	doplňková
täiendav	doplňková
täiendav	doplňkové
täiendav	doplňkový
täiendav	doplňující
värvitud	namaloval
värvitud	barvené
ertshertsog	arcivévoda
janne	janne
tööriist	nástroj
tööriist	nářadí
rikutud	zkažená
rikutud	poškozen
rikutud	zničeno
rikutud	zničil
rikutud	zničené
rikutud	zkažená
rikutud	porušil
kohustuse	závazek
kohustuse	odhodlání
protesti	protest
protesti	protestovat
protesti	protesty
hüppas	skočil
hüppas	vyskočil
tonga	tonga
edit	úprava
edit	upravit
gaboni	gabonu
gaboni	gabonu
reageerivad	zareagovat
reageerivad	reagovat
vaenlased	nepřátele
vaenlased	nepřátel
vaenlased	nepřátelé
khan	chán
khan	khan
terra	terra
doc	doc
eeldus	předpoklad
eeldus	domněnka
eeldus	předpoklad
eeldus	předpokladu
mitmekordne	násobek
haute	haute
kandidaadid	uchazeči
kandidaadid	zájemci
kandidaadid	kandidátů
kandidaadid	kandidáti
kandidaadid	zájemce
dom	dome
dom	dom
girls	dívky
girls	holčičky
girls	holky
girls	děvčata
césar	cesare
césar	cesar
césar	césar
teras	ocelový
teras	ocel
benedetto	benedetto
nool	šíp
nool	šipku
nool	arrow
nool	šipka
veronika	veronika
tasand	level
tasand	úrovně
tasand	úroveň
tasand	hladina
tasand	úrovni
eeskiri	předpis
eeskiri	regulace
eeskiri	nařízení
eeskiri	pravidlo
allveelaeva	ponorky
allveelaeva	ponorku
allveelaeva	ponorka
detailid	podrobnosti
detailid	detaily
unikaalne	jedinečný
unikaalne	unikátní
unikaalne	jedinečná
unikaalne	jedinečné
švaabimaa	švábsko
kasvatatud	dospělý
kasvatatud	vychován
kasvatatud	vychoval
kasvatatud	chována
bluetooth	bluetooth
järsk	strmé
pomm	bomba
automaatne	auto
automaatne	automatický
automaatne	automatické
automaatne	automatická
automaatne	automaticky
automaatne	automatický
automaatne	automatické
automaatne	automatická
tagama	zajistit
vaene	chudák
pseudonüüm	pseudonym
loomaarst	veterináři
loomaarst	veterinář
loomaarst	veterinář
parandamine	zlepšení
parandamine	zlepšování
parandamine	opravy
parandamine	oprava
parandamine	opravit
parandamine	oprava
parandamine	korekce
parandamine	zlepšení
parandamine	vylepšení
parandamine	zlepšování
eile	včera
eile	včerejší
popper	popper
hella	hella
volta	volta
polüneesia	polynésie
tagumine	zadní
rikkumine	porušení
rikkumine	porušování
enrique	enrique
tamara	tamara
rob	rob
rob	robe
basel	basilejské
lamp	světlomet
lamp	svítilna
lamp	lampa
võistleja	účastník
võistleja	soutěžící
võistleja	uchazeč
betty	betty
kullast	zlato
kullast	zlatá
kullast	zlatý
kullast	gold
kullast	zlaté
ellis	ellis
institutsioon	instituci
institutsioon	instituce
lint	kazeta
lint	pásku
lint	páska
lint	pásky
sissepääs	vchod
sissepääs	vstup
tabeli	tabulka
sõrmuse	kroužek
sõrmuse	ring
sõrmuse	prsten
sõrmuse	prstýnek
pilvede	mraky
hurda	chrta
vilistlased	absolventů
vilistlased	absolventi
philips	philips
preestrid	kněží
jälgimine	sledování
jälgimine	sledování
jälgimine	monitorování
väärtuslik	cenný
väärtuslik	cenná
väärtuslik	cenné
väärtuslik	hodnotné
ebaselge	nejasný
ebaselge	nejasná
ebaselge	nejasné
teaduslikud	vědecká
teaduslikud	vědecké
teaduslikud	vědecký
argumendi	argumentace
argumendi	argument
argumendi	argumenty
konkurents	soutěž
konkurents	soutěže
konkurents	konkurence
konkurents	soutěžní
kurjategija	zločinec
kurjategija	kriminálník
kurjategija	kriminální
kurjategija	zločinec
kurjategija	trestní
kurjategija	pachatel
teemant	diamantový
teemant	diamond
teemant	diamantové
teemant	diamant
laava	láva
kaitsjad	obránci
kaitsjad	obránce
kaitsjad	obhájci
kaitsjad	ochránci
kaitsjad	chrániče
kaitsjad	strážci
argumendid	argumentace
argumendid	argumenty
asjaolud	okolnosti
asjaolud	okolnost
asjaolud	okolnosti
regioonide	vr
nordisk	nordisk
türklased	turci
vask	měď
vask	mědi
theodore	theodore
alpes	alpes
unistus	snít
unistus	sen
unistus	dream
järeldus	závěr
järeldus	závěry
kvartalis	čtvrtletí
kvartalis	čtvrtletní
kvartalis	čtvrtletně
konsultant	konzultant
konsultant	poradce
konstruktsioon	stavebnictví
konstruktsioon	výstavba
konstruktsioon	stavba
konstruktsioon	konstrukce
inglased	angličané
ilona	ilona
vaikselt	tiše
vaikselt	potichu
vaikselt	tiše
tõrjuda	odražení
kattub	překrývání
kattub	překrývání
soovitab	doporučuje
soovitab	navrhuje
soovitab	naznačuje
platoo	plošina
platoo	plošině
córdoba	córdoba
malmö	malmö
chuck	chuck
lambert	lambert
silvio	silvio
dialoogi	dialogu
dialoogi	dialogy
dialoogi	dialog
dialoogi	dialog
fine	fajn
süüdistuse	obžaloba
süüdistuse	žaloba
süüdistuse	stíhání
kristian	kristian
ramón	ramón
seinad	hradby
seinad	stěny
seinad	zdi
uss	červ
ümmargune	kolo
ümmargune	kulaté
ümmargune	kulatá
ümmargune	kulatý
next	další
next	dále
ravida	vyléčit
katki	rozbité
katki	zlomený
katki	rozbitý
katki	zlomená
katki	zlomené
taktika	taktiku
taktika	taktiky
taktika	taktika
taktika	taktiku
taktika	taktika
õigusega	právem
takistuse	překážka
takistuse	překážku
skandaali	skandální
skandaali	skandál
skandaali	skandály
amadeus	amadeus
teenus	služba
teenus	služby
teenus	servis
teenus	obsluha
vedel	tekutý
vedel	tekutina
vedel	tekuté
vedel	kapalina
partner	partner
partner	partnera
partner	parťák
partner	partnerka
partner	společník
alalise	trvalý
alalise	trvalá
alalise	permanentní
alalise	trvalé
alalise	stálá
namiibia	namibie
lõhn	vůně
lõhn	zápach
lõhn	cítit
lõhn	vůně
lõhn	zápach
lõhn	čich
lõhn	pach
lõhn	vůně
zeit	zeit
seadusandlik	legislativní
seadusandlik	zákonodárce
pruunid	hnědá
pruunid	hnědý
pruunid	brown
pruunid	hnědé
pruunid	browns
etnoloog	etnolog
allutatud	podřízený
allutatud	podřízené
allutatud	podřízený
allutatud	podřízené
cia	cia
cia	cia
saarlased	ostrované
algebra	počty
algebra	algebra
vastastikune	vzájemné
vastastikune	vzájemná
vastastikune	vzájemný
armand	armand
bakuu	baku
läbiviidud	provedené
läbiviidud	provedena
tag	označit
tag	tag
tag	značka
tag	označení
ostsid	koupil
ostsid	koupila
ostsid	koupili
vabanenud	propuštěn
vabanenud	uvolněna
nupp	knoflík
nupp	tlačítko
annie	annie
kotzebue	kotzebue
reich	říše
sisend	vstupní
sisend	vstup
sisend	vstupy
tadžikistani	tádžikistán
hillary	hillary
harvard	harvardu
harvard	harvard
jyväskylä	jyväskylä
dong	dong
luige	labutí
luige	labuť
neljakordne	čtyřnásobný
areneda	vyvíjet
areneda	vyvinout
istanbuli	istanbulu
kübar	klobouček
kübar	čepice
kübar	klobouk
peatub	zastávky
peatub	zastaví
lao	lao
plaane	plánů
plaane	plány
libeeria	libérie
lõigu	segment
lõigu	segmentu
monarh	monarcha
palka	půjčování
palka	najmout
puutumata	nedotčená
puutumata	nedotčené
luna	luna
ehitaja	stavitel
heidelbergi	heidelbergu
hollywoodi	hollywood
hollywoodi	hollywoodu
lilla	fialová
lilla	fialové
lilla	fialový
publik	diváci
publik	publikum
publik	audience
publik	dav
publik	zástup
publik	davu
kaovad	zmizet
kaovad	zmizí
laupäeval	sobotu
laupäeval	sobota
laupäeval	sobotní
lahendamine	usnesení
lahendamine	rozlišení
lahendamine	rezoluce
fin	fin
ehitab	staví
ehitab	buduje
kaevatud	vykopal
acer	acer
lööb	hity
lööb	bije
vastavusse	sladit
rubens	rubens
tugevdada	zesílit
tugevdada	posilovat
tugevdada	posílit
tugevdada	posílit
algoritm	algoritmus
populatsioon	obyvatelstvo
populatsioon	populace
alias	alias
identne	totožné
identne	shodné
identne	identické
vähim	nejméně
hero	hero
hero	hrdina
grupis	skupinu
grupis	skupiny
grupis	skupina
indutseeritud	vyvolané
indutseeritud	vyvolaných
baikali	bajkal
kepler	kepler
mõrv	vražda
mõrv	vraždy
mõrv	vražda
ahvenamaa	åland
filtri	filtru
filtri	filtr
esivanemad	předky
esivanemad	předků
esivanemad	předci
esivanemad	předkové
vahendatud	zprostředkoval
armas	krásné
veenis	přesvědčen
veenis	přesvědčil
pass	pas
õuna	jablko
õuna	jablečný
õuna	apple
õuna	jablka
château	zámek
château	château
jenny	jenny
umberto	umberto
henryk	henryk
kentucky	kentucky
pilved	mraky
pilved	oblak
pilved	mrak
pilved	cloud
mer	mer
lipnik	podporučík
lipnik	praporčík
padova	padova
franki	frank
franki	franka
franki	franku
tähendusi	významy
osaleja	účastník
õlu	piva
õlu	pivní
õlu	pivo
õlu	pivko
paratamatu	nevyhnutelné
paratamatu	nevyhnutelný
paratamatu	nevyhnutelná
reklaam	publicitu
reklaam	propagace
reklaam	publicita
reklaam	komerční
reklaam	obchodní
reklaam	reklamní
reklaam	reklamy
reklaam	reklama
reklaam	inzerce
adelaide	adelaide
romana	romana
kogemused	zkušenosti
kogemused	zážitky
kogemused	zkušenost
kogemused	zkušenosti
kogemused	zážitek
tagurpidi	pozpátku
tagurpidi	reverzní
tagurpidi	obrátit
tagurpidi	zvrátit
tagurpidi	zpětný
ümar	zaokrouhlená
ümar	kolo
ümar	kulaté
ümar	kulatá
ümar	kulatý
genfis	ženevě
kuulas	poslouchal
kuulas	poslouchala
vaatluse	pozorování
vaatluse	pozorovací
vaatluse	postřeh
aspekti	hledisko
aspekti	aspekt
sünagoog	synagogy
paigal	zmrazit
kolmnurk	trojúhelník
lõksu	past
lõksu	pasti
regulaarne	pravidelně
regulaarne	pravidelné
regulaarne	pravidelná
regulaarne	pravidelný
sümmeetria	symetrie
paleontoloog	paleontolog
teadust	věda
teadust	vědy
stig	stig
edith	edith
aspektid	hlediska
aspektid	aspekty
hahn	hahn
organisatsioone	organizace
positiivsed	kladný
positiivsed	kladné
positiivsed	pozitivní
dostojevski	dostojevského
valgevenelased	bělorusové
tsitaat	citovat
tsitaat	cituji
tsitaat	citát
tsitaat	citace
tsitaat	citát
tsitaat	citace
liepāja	liepāja
valdkonnad	plochy
valdkonnad	oblasti
pearl	pearl
pearl	perlu
pearl	perla
viasat	viasat
joonas	joonas
joonas	jonah
silmapaistev	vynikající
liitumine	sloučení
liitumine	fúze
ohutu	neškodné
ohutu	neškodný
ohutu	neškodná
ohutu	bezpečné
ohutu	bezpečná
ohutu	trezor
ohutu	bezpečný
ohutu	sejf
iraak	irák
iraak	iráku
györgy	györgy
bissau	bissau
janet	janet
viktoria	viktoria
legendaarne	legendární
rudolph	rudolph
rudolph	rudolf
petra	petro
petra	petra
motors	motors
motors	motory
brad	brada
brad	brad
kubrick	kubrick
ühendused	spoje
ühendused	spojení
ühendused	asociace
ühendused	sdružení
kaksikud	gemini
kaksikud	dvojčata
mängitud	hrála
mängitud	hrál
mängitud	hráli
seisnes	spočívala
monroe	monroe
tuuled	větry
tuuled	vítr
tingimusteta	bezpodmínečně
tingimusteta	bezpodmínečné
kitsad	úzká
kitsad	úzké
kitsad	úzký
kitsad	zúžit
eeliseid	výhody
eeliseid	přednosti
selgitab	vysvětluje
omanduses	vlastní
omanduses	vlastnil
häiritud	narušil
häiritud	narušený
nathan	nathana
nathan	nathan
liiklus	provoz
liiklus	doprava
nicola	nicola
hoidja	strážce
müüt	mýtus
leben	leben
rääkinud	mluvil
mosambiigi	mosambiku
mõõdukas	mírná
mõõdukas	mírné
mõõdukas	středně
mõõdukas	mírný
renate	renate
sforza	sforza
konteksti	souvislosti
konteksti	kontext
konteksti	kontextu
kihid	vrstvy
kihid	vrstev
pühakute	svatí
pühakute	svatých
pühakute	svaté
seisnud	stál
kama	kama
toledo	toledo
plii	olovo
plii	vést
tais	thajsko
liivakivi	pískovec
küsib	žádá
laused	věty
laused	fráze
laused	frází
laused	věty
laused	vět
laused	rozsudky
sarnasus	podobnost
sarnasus	podoba
sarnasus	podobnost
sarnasus	podobnosti
scsi	scsi
ardo	ardo
palavik	horečka
palavik	horečky
palavik	horečku
sanders	sanders
vallandati	vyhazov
vallandati	padáka
vallandati	vyhozen
hääldatakse	vyslovuje
hääldatakse	výrazné
patareid	baterie
patareid	baterky
ohver	obětí
ohver	oběť
ohver	oběti
tycho	tycho
kiirabi	sanitka
kiirabi	ambulance
raúl	raúl
hääletus	hlasujte
hääletus	hlasovat
hääletus	hlasování
hääletus	volte
hääletus	hlasujeme
hääletus	hlasování
hääletus	hlasovací
marcello	marcello
vastupidav	odolný
vastupidav	trvalé
pereira	pereira
säde	jiskru
säde	jiskry
säde	jiskra
toni	toni
varade	aktiva
reuters	reuters
aianduse	zahradnictví
tantsud	tance
tantsud	tančí
cannes	cannes
dieter	dieter
larissa	larisa
larissa	larissa
isiksus	osobnost
isiksus	osobnosti
olendid	bytosti
olendid	tvorové
olendid	stvoření
olendid	bytosti
kanalid	kanály
kanalid	kanálů
kanalid	kanály
kanalid	kanál
põletatud	spálený
põletatud	spálené
põletatud	spálená
põletatud	spálil
põletatud	spálená
põletatud	spálené
põletatud	spálený
põletatud	spálená
põletatud	spálil
sain	mám
sain	dostal
smirnov	smirnov
kontaktid	kontakty
korteris	byt
korteris	apartmán
korteris	apartmá
suremus	úmrtnost
suremus	úmrtnosti
juhend	průvodce
juhend	průvodci
juhend	příručka
juhend	pokyny
juhend	instrukce
juhend	návod
moe	vočko
moe	moe
usbekistani	uzbekistánu
osce	obse
pankur	bankéř
pankur	bankéři
pankur	bankéře
claire	claire
stefano	stefano
kana	kuřecí
kana	kuřata
kana	kuře
kana	slepice
kana	slepičí
täitmine	vymáhání
täitmine	vynucování
täitmine	prosazování
täitmine	náplň
täitmine	plnění
täitmine	poprava
täitmine	vykonání
täitmine	provedení
täitmine	popravu
koopad	jeskyně
koopad	jeskyní
nebraska	nebrasce
keeld	zakázat
keeld	zákaz
keeld	zákaz
täiendavad	dodatečná
täiendavad	dodatečné
täiendavad	doplňková
hart	hart
hart	hartová
komplekt	sada
komplekt	set
komplekt	nastavit
komplekt	kite
komplekt	souprava
komplekt	kit
qui	qui
kolju	lebku
kolju	lebky
kolju	lebka
pms	pms
kadusid	zmizela
kadusid	zmizel
abdul	abdul
winston	winston
alabama	alabamě
arendaja	vývojář
otsad	končí
mõneti	poměrně
mõneti	poněkud
löök	rána
löök	bicí
löök	strike
löök	stávka
löök	kop
löök	výkop
löök	kopnout
tundsid	cítil
tundsid	cítila
fbi	fbi
pzkpfw	panzer
bismarck	bismarck
uks	dveře
teadlikult	vědomě
teadlikult	vědomě
wells	wells
wells	studny
athena	athena
leiutatud	vymyšlená
leiutatud	vynalezl
leiutatud	smyšlený
leiutatud	vymyšlený
susi	susi
kõrva	uši
kõrva	ucha
kõrva	ouška
kõrva	ušní
kõrva	ucho
pippin	pipina
liikumised	hnutí
liikumised	pohyby
soovitav	žádoucí
vietnam	vietnamu
vietnam	vietnam
veronica	veronika
veronica	veronica
rahaühik	měny
rahaühik	měna
greg	greg
auru	páry
auru	pára
auru	parní
auru	par
auru	pára
alto	alto
houston	houston
houston	houstonu
kukub	padá
kukub	vodopády
kukub	spadne
kukub	falls
pannoonia	panonské
ibrahim	ibrahim
küpros	kypru
küpros	kypr
galaktikate	galaxie
galaktikate	galaxií
pealkirjad	názvy
pealkirjad	tituly
illüüria	ilyrské
kõrvad	uši
kõrvad	uší
luisa	luisa
atlantis	atlantis
louisiana	louisianě
fauna	fauna
laos	laosu
vabrik	továrně
vabrik	továrna
kloostrid	kláštery
mathias	mathias
sõiduki	vozidlo
sõiduki	vozidla
mehhanismid	mechanismus
mehhanismid	mechanismů
mehhanismid	mechanismy
kehti	aplikovat
kehti	uplatnit
paaris	dvojice
paaris	páry
ash	jasan
ash	ash
ash	popel
mauritiuse	mauricius
raport	nahlásit
raport	zpráva
raport	report
raport	hlášení
raport	nahlášení
süüdistatud	obviněný
süüdistatud	obviněn
pavia	pavia
vie	vie
nõudlus	poptávka
erapooletu	nestranný
erapooletu	nezaujatý
erapooletu	neutrální
gotha	gotha
duke	duke
duke	vévoda
juut	židovská
juut	židovský
juut	žid
juut	židovské
juut	žid
lahendused	roztoky
lahendused	řešení
laulda	zpívej
laulda	zpívat
planeerimine	plánování
võrreldakse	porovnává
cesare	cesare
ameeriklased	američané
ameeriklased	američani
ameeriklased	američany
tehnoloogiad	technologie
kohtuda	potkat
diktatuuri	diktatury
mercia	mercie
okt	říjen
louvre	louvre
kuude	měsíců
kuude	měsíce
kuude	měsících
ministrid	ministrů
ministrid	ministři
ministrid	ministry
kümned	desítky
kümned	desítek
kümned	desítky
kümned	tucty
kümned	desítek
racing	dostihy
racing	závodění
racing	závody
racing	závodní
solanum	solanum
kent	kenta
kent	kent
pöörab	rotuje
tudengid	studentky
tudengid	studenti
tudengid	žáci
tudengid	studenty
karvane	chlupatý
karvane	chlupaté
karvane	chlupatá
karvane	chlupatý
karvane	chlupaté
ülevõtmine	provedení
ülevõtmine	převzetí
piirkondlikud	oblastní
piirkondlikud	regionální
windsor	windsor
kasvatus	výchova
kasvatus	rodičovství
kasvatus	rodičovské
ari	ari
hondurase	hondurasu
sõnastik	slovník
teravilja	vločky
teravilja	obiloviny
teravilja	cereálie
hädavajalik	zásadní
hädavajalik	nezbytné
hädavajalik	podstatné
kristin	kristin
martino	martino
keerukas	složité
keerukas	komplexní
keerukas	komplex
keerukas	složitá
põrgu	peklo
lucca	lucca
laboratooriumi	laboratoře
laboratooriumi	laboratorní
laboratooriumi	laboratoř
eranditult	výlučně
eranditult	výhradně
hms	hms
kollektsioon	sběr
kollektsioon	kolekce
kollektsioon	sbírky
kollektsioon	sbírka
kollektsioon	shromažďování
spordiala	sportu
spordiala	sport
spordiala	sportovní
toetaja	přispěvatelem
moto	motto
moto	moto
bradley	bradley
dünamo	dynamo
pilk	gaze
õnneks	naštěstí
elektriliselt	elektricky
osapooled	protistrany
porta	porta
hamiltoni	hamilton
lõpetamine	dokončení
lõpetamine	uzavření
lõpetamine	ukončení
lõpetamine	maturita
lõpetamine	maturitu
lõpetamine	promoce
lõpetamine	ukončení
como	como
potentsiaal	potenciál
potentsiaal	potenciální
faso	faso
klient	zákaznice
klient	zákazník
klient	klienta
klient	zákazník
klient	klient
