les	die
vingt	twintig
vingt	vingt
conditions	voorwaardes
conditions	toestande
élection	verkiesing
protection	presisie
protection	beskerming
scénariste	skrywer
scénariste	outeur
bibliothèque	biblioteek
commerce	verruil
commerce	handel
influence	invloed
influence	beïnvloed
énergie	energie
devenu	geword
publique	openbare
publique	openbaar
publique	publieke
publique	publiek
petits	small
petits	klein
parties	dele
parties	parte
parties	partytjies
parties	partye
fiction	fiksie
intérêt	belangstelling
intérêt	rente
structure	struktuur
laurent	dawid
laurent	david
laurent	laurent
laurent	lawrence
kilomètres	kilometer
kilomètres	myle
kilomètres	myl
kilomètres	kilometer
kilomètres	kilometers
jeunesse	jeug
régions	streke
majorité	meerderheid
passer	deurkom
passer	aangee
passer	verbygaan
enseignement	teaching
enseignement	opvoeding
enseignement	opvoedkunde
enseignement	onderwys
enseignement	opleiding
enseignement	onderrig
seigneur	here
exposition	uitstalling
exposition	exhibition
exposition	blootstelling
exposition	exposure
poids	gewigte
poids	gewig
santé	cheers
santé	hoera
santé	gesondheid
heure	vakansie
heure	uur
heure	tyd
heure	tydstip
feu	brand
feu	vuur
italienne	italiaanse
italienne	italiaans
atteint	bereik
profession	beroep
profession	besetting
trouver	bevinding
trouver	vind
voyage	reis
voyage	journey
voyage	uitstappie
supérieur	boonste
supérieur	superior
supérieur	hoër
logo	logo
logo	kenteken
gestion	bestuur
derniers	last
derniers	laas
derniers	laaste
derniers	jongste
derniers	nuutste
derniers	jongste
localité	location
localité	ligging
arrière	rug
arrière	agterkant
arrière	terug
arrière	agterste
régime	diet
régime	regime
black	swart
henry	henry
autriche	oostenryk
résultat	uitslag
résultat	resultaat
couleurs	deursigtigheid
comment	hoe
nations	nasies
central	sentrale
central	sentraal
signe	teken
signe	onderteken
orchestre	band
orchestre	musiekgroep
orchestre	orkes
concours	wedstryd
concours	kompetisie
concours	kompetisies
concours	kompetisie
moderne	modern
moderne	moderne
moderne	modem
longue	lank
termine	einde
termine	voltooi
wikipedia	wikipedia
phase	phase
phase	fase
problèmes	probleme
problèmes	problems
problèmes	kwessies
journaliste	joernalis
journaliste	verslaggewer
record	rekord
record	opneem
célèbre	bekende
célèbre	beroemd
célèbre	famous
doivent	moet
musical	musical
mariage	huwelik
mariage	troue
devenir	word
devenir	geword
devenir	becoming
svg	svg
powiat	powiat
architecte	argitek
architecte	architect
architecte	argitekte
message	boodskap
mêmes	dieselfde
mêmes	selfde
artistes	kunstenaar
artistes	kunstenaars
constitution	grondwet
nos	ons
roger	roger
presque	amper
presque	nearly
certain	sekere
affaire	kas
affaire	geval
esprit	esprit
esprit	gedagte
esprit	gees
suivi	volg
suivi	monitering
moteur	masjien
moteur	engine
moteur	enjin
moteur	motor
relations	relationships
relations	verhoudings
relations	verhoudinge
relations	betrekkinge
relations	relations
ouverture	ope
ouverture	oopmaak
ouverture	oop
désormais	nou
désormais	now
désormais	tans
alain	michael
alain	alain
alain	alan
alain	dawid
alain	david
élève	pupil
séries	reeks
séries	series
vienne	wene
vienne	wenen
galerie	galery
découvert	ontdekte
parlement	parlement
zip	poskode
zip	zip
étudiant	student
maria	maria
techniques	tegniese
techniques	techniques
théorie	teorie
doute	twyfel
suppression	verwydering
mémoire	geheue
mémoire	herinnering
ait	ait
ami	ami
ami	vriend
super	groot
super	wonderlik
super	super
super	heerlike
super	fantasties
super	ongelooflike
super	wonderlik
françaises	frans
françaises	franse
françaises	françaises
arrive	aankoms
arrive	arriveer
images	prente
images	beelde
images	prente
images	prentjies
éducation	opvoeding
éducation	opvoedkunde
éducation	onderwys
éducation	opleiding
éducation	onderrig
magazine	tydskrif
don	skenking
don	skenk
don	don
pourquoi	hoekom
pourquoi	waarom
aller	going
aller	gaan
officier	beampte
note	nota
note	aantekeninge
note	voetnota
hauteur	hoogte
morts	dooie
morts	dood
camp	kamp
considéré	geag
considéré	oorweeg
secteur	sektor
probablement	geneë
social	maatskaplike
social	sosiale
social	sosiaal
représentant	random
représentant	verteenwoordiger
saisons	seisoene
saisons	seisoen
temple	tempel
temple	temple
forêt	woud
forêt	bos
forêt	forêt
importance	betekenis
maintenant	nou
maintenant	now
maintenant	tans
forte	forte
forte	sterk
conflit	teenstrydighede
conflit	botsings
conflit	konflik
conflit	dispuut
conflit	geskil
commandant	major
commandant	majoor
commandant	hoofvak
commandant	commander
meurt	dies
ben	ben
docteur	dokter
docteur	doctor
christian	christian
christian	christene
christian	christen
christian	christiaan
gouverneur	goewerneur
artistique	kuns
artistique	artistieke
loin	ver
loin	weg
collège	collège
collège	kollege
utilise	gebruik
utilise	gebruike
bassin	pelvis
victoires	wins
victoires	oorwinnings
victoires	oorwinning
rend	renders
bureau	kantoor
bureau	werkskerm
contrat	kontrak
féminin	vroulik
féminin	vroulik
féminin	wyfie
féminin	vroue
féminin	vrouens
romain	romain
romain	romeinse
professionnel	professioneel
professionnel	professionele
marseille	marseille
marseille	marseilles
arbitre	skeidsregter
arbitre	ref
justice	geregtigheid
justice	justice
justice	justisie
directement	direk
directement	rig
directement	direkte
appel	appèl
appel	appelleer
appel	oproep
appel	bel
appel	roep
appel	skakel
semaine	week
semaine	vakansie
pied	voet
you	julle
you	jy
chanteur	sangeres
chanteur	sanger
chanteur	singer
neuf	nege
européen	europees
européen	europese
photographie	photograph
photographie	fotografie
principe	beginsel
latin	latyns
victor	victor
bord	rand
bord	kant
bord	edge
distribution	verspreiding
environnement	omgewing
canadien	kanadese
canadien	kanadees
entreprises	besigheid
entreprises	maatskappye
entreprises	companies
entreprises	ondernemings
entreprises	enterprises
entreprises	besighede
lumière	lig
lumière	ligte
supérieure	superior
supérieure	boonste
frères	broers
automobile	motorvoertuie
train	trein
lieutenant	luitenant
textes	teksboodskap
textes	teks
textes	tekste
royale	royale
royale	koninklike
royale	royal
moitié	half
pilote	drywer
pilote	aandrywer
pilote	pilot
josé	jose
josé	josé
studio	studio
studio	ateljee
réponse	antwoord
réponse	antwoord
reine	queen
reine	dame
patrick	patrick
chacun	elk
physique	fisika
physique	fisiese
physique	fisieke
auteurs	skrywers
auteurs	skrywers
auteurs	outeurs
chansons	liedere
chansons	liedjies
compris	ingesluit
étienne	stephen
étienne	stefanus
étienne	etienne
représente	verteenwoordig
via	via
californie	california
californie	kalifornië
volume	volume
militaires	militêre
pape	pape
pape	pous
quoi	watse
quoi	wat
questions	vrae
parle	parle
parle	praat
parle	praat
parle	speak
lire	lees
lire	gelees
lire	lees
ouvrages	boeke
industrie	bedryf
lettre	brief
lettre	letter
terres	lands
terres	grond
denis	dennis
denis	denis
brésil	brasilië
man	man
opération	operasie
opération	bewerking
opération	transaksie
piste	volg
piste	snit
piste	baan
piste	spoor
piste	runway
piste	trail
piste	spoor
paix	vrede
vieux	oud
vieux	ou
vieux	vieux
propriétaire	eienaar
faible	swak
faible	lae
pyrénées	pireneë
algérie	algerië
journée	dag
chargé	laden
chargé	gelaaide
chargé	gelaai
chargé	gehef
chargé	volgelaai
cathédrale	katedraal
participation	bywoning
participation	deelname
puissance	krag
puissance	elektrisiteit
zones	sones
zones	gebiede
final	finale
final	finaal
simon	simon
néanmoins	nogsteeds
sœur	sis
sœur	suster
rendre	interpreteer
opéra	opera
opéra	sepie
puisque	sedert
reçu	ontvang
reçu	kwitansie
reçu	roger
joué	gespeel
derrière	agter
locale	lokale
locale	plaaslike
locale	plaaslik
piano	klavier
gros	vet
gros	fat
gros	groothandel
montagne	berg
montagne	mountains
montagne	berge
diverses	allerlei
diverses	diverse
diverses	verskeie
diverses	verskeie
diverses	uiteenlopende
diverses	diverse
découverte	ontdek
découverte	ontdekking
découverte	discovery
front	voorkant
front	voor
front	front
circonscription	division
circonscription	deling
poète	digter
marcel	marcel
champ	terrein
champ	veld
champ	champ
religieux	religie
religieux	godsdiens
religieux	godsdienstige
religieux	religieuse
religieux	gelowige
archives	argiewe
archives	argief
archives	argiveer
vote	stem
vote	stemme
projets	projekte
formes	vorms
formes	vorms
lycée	lycée
proximité	nabye
proximité	nabygeleë
proximité	naby
intitulé	getiteld
appelée	geroep
appelée	gebel
appelée	naamlik
romaine	romaine
romaine	romeinse
obtenir	kry
blanche	blanche
blanche	white
angeles	angeles
belle	mooi
belle	belle
belle	lieflik
motif	motive
motif	patroon
aire	aire
continue	continues
continue	aaneenlopende
chant	liedjie
chant	lied
chant	chant
chant	vocal
chant	sang
chant	sing
chant	singing
chant	singende
mondial	wêreldwyd
mondial	wêreld
mondial	mondial
mondial	wêreldwyd
mondial	global
mondial	globale
mondial	globaal
colonel	kolonel
longtemps	lank
congrès	congress
chinois	sjinese
chinois	chinees
chinois	sjinees
chinois	chinese
frédéric	friedrich
frédéric	frédéric
frédéric	frederik
frédéric	frederick
soleil	son
soleil	sonskyn
utilisateur	gebruiker
allemands	duits
allemands	duitsers
moscou	moskou
sportif	verslae
sportif	sport
sportif	sportsoort
amis	vriende
amis	vriend
toulouse	toulouse
peinture	verf
peinture	skilder
peinture	skildery
légion	legioen
légion	legion
inclinaison	sterte
inclinaison	kantel
inclinaison	inclination
figure	figuur
mexique	meksiko
mexique	mexico
limite	limiet
limite	limiete
limite	beperkings
limite	beperk
dernières	last
dernières	laas
dernières	laaste
dernières	jongste
dernières	nuutste
dernières	jongste
gens	mense
guitare	kitaar
liberté	vryheid
liberté	liberté
liberté	vryheid
liberté	liberty
html	html
contenu	tevrede
contenu	kommentaar
star	ster
star	star
fête	fees
fête	party
fête	feesvieringe
fête	partytjie
rhône	rhône
photo	foto
photo	prent
canal	kanaal
canal	kanaal
vincent	vincent
jouer	toneelstuk
jouer	speel
jouer	speel
jules	jules
jules	julius
polonais	pools
polonais	polish
polonais	poolse
polonais	pool
analyse	analise
noire	noire
noire	swart
recherches	soektogte
recherches	soek
recherches	search
recherches	deursoek
recherches	navorsing
côtés	kante
offre	aanbiedinge
offre	offers
offre	aanbiedings
offre	bied
offre	aanbod
sauf	behalwe
sauf	except
sauf	uitgesonderd
frontière	grens
frontière	frontier
max	maksimum
max	max
américains	amerikaans
américains	american
américains	amerikaanse
américains	americans
indépendance	onafhanklikheid
eaux	water
eaux	waters
bâtiments	geboue
love	liefde
uniquement	slegs
uniquement	net
entière	heelgetal
résistance	sterkte
résistance	weerstand
dessous	onder
dessous	hieronder
dessous	onderstaande
smith	smith
contient	bevat
bleu	blou
bleu	bleu
asie	asië
jack	boer
jack	jack
classé	gekeurde
classé	rated
classé	gegradeer
classé	geklassifiseer
classé	gerangskik
excentricité	eksentrisiteit
www	www
guy	guy
signifie	beteken
tome	tome
objets	voorwerpe
objets	objekte
sommet	summit
border	grens
faits	feite
construite	opgerig
licence	lisensie
licence	lisensie
juifs	joodse
juifs	joods
juifs	jode
suit	volgelinge
médecin	dokter
médecin	doctor
écrire	skryf
lance	lance
lance	spear
fonds	fonds
fonds	vonds
fonds	fondse
besoin	nood
besoin	benodig
avance	vorder
grec	griekse
bordeaux	bordeaux
règles	reëls
soldats	soldiers
mark	markus
mark	merk
mark	mark
chicago	chicago
provence	provence
publie	publiseer
religion	religie
religion	godsdiens
successeur	successor
cimetière	cimetière
cimetière	begraafplaas
somme	somme
somme	sum
somme	som
formé	opgeleide
éviter	vermy
éviter	ontwyk
réserve	bespreking
réserve	webbediener
réserve	gereserveer
réserve	reserveer
réserve	bespreek
défaite	verslaan
défaite	oorwin
sports	sportsoorte
sports	sport
ceci	dit
ceci	hierdie
ceci	dié
maritime	maritieme
épreuve	toets
exploitation	uitbuiting
sert	bedien
encyclopédie	encyclopédie
encyclopédie	ensiklopedie
encyclopédie	encyclopedia
encyclopédie	encyclopaedia
résumé	abstrakte
résumé	opsomming
lorraine	lorraine
lutte	stoei
lutte	veg
lutte	stryd
lutte	struggle
lutte	sukkel
parents	ouers
parents	ouer
tournée	toer
tournée	tour
tournée	touring
rose	pienk
rose	roos
disque	skyf
disque	skyf
recensement	sensus
philosophie	filosofie
hôpital	hospitaal
hôpital	hospitale
propriété	eiendom
propriété	eienaarskap
collaboration	samewerking
ouvert	ope
ouvert	oopmaak
ouvert	oop
ouvert	oopgemaak
ouvert	oopgesluit
parler	talking
parler	praat
parler	praat
parler	speak
expression	uitdrukking
astéroïdes	asteroïde
astéroïdes	asteroids
nécessaire	vereiste
nécessaire	benodigde
nécessaire	benodig
nécessaire	vereis
nécessaire	nodige
règne	reign
suède	swede
difficile	hard
difficile	harde
difficile	moeilik
difficile	moeilik
inconnu	onbekend
tom	tom
champions	champions
modèles	modelle
modèles	voorbeelde
meilleurs	beter
meilleurs	beste
animaux	troeteldiere
animaux	diere
cheval	perde
cheval	horse
cheval	perd
soutien	ondersteuning
soutien	ondersteun
soutien	steun
soutien	bystand
navires	skepe
navires	vaartuie
débuts	debut
débuts	beginnings
milan	milaan
milan	milan
milan	milano
rive	rive
rive	shore
animation	animasie
raymond	raymond
méthode	metode
communication	kommunikasie
petites	small
petites	klein
commun	gemeen
commun	common
commun	gemeenskaplike
jardin	tuin
min	min
avion	vliegtuie
avion	vliegtuig
avion	vliegtuig
avion	vliegtuig
paroisse	parish
internes	klerke
internes	intern
internes	interne
mots	woorde
portugal	portugal
devint	geword
vert	groen
strasbourg	strasbourg
personnel	persoonlik
personnel	persoonlike
personnel	personeel
personnel	staff
local	lokale
local	plaaslike
local	plaaslik
frank	frank
olivier	oliver
olivier	olivier
catherine	katharina
catherine	catharina
catherine	catherine
historien	historian
inde	india
inde	indië
relation	betrekking
relation	verwantskap
relation	verhouding
crée	skep
crée	geskep
suivantes	volg
navire	vaartuig
navire	skip
navire	skeep
baptiste	baptist
étudiants	studente
étudiants	student
maisons	huise
apparition	voorkoms
manque	ontbreek
manque	vermis
manque	afwesig
plein	vol
plein	volle
naturel	natuurlike
opposition	opposisie
franco	franco
simplement	eenvoudig
simplement	slegs
simplement	net
essentiellement	meestal
adaptation	aanpassing
abbé	abbe
abbé	ab
abbé	abbé
gérard	gérard
gérard	gerard
argument	betoog
argument	argument
semaines	week
semaines	vakansie
semaines	weke
familles	families
familles	gesinne
familles	familie
familles	gesin
expérience	eksperimenteer
expérience	eksperiment
expérience	ervaar
expérience	ervaring
expérience	ondervinding
gardien	guardian
gardien	voog
appelle	oproep
appelle	bel
appelle	roep
appelle	skakel
dramatique	drama
dramatique	dramatiese
extérieur	buite
extérieur	outdoor
extérieur	buite
extérieur	buitelug
extérieur	eks
extérieur	eksterne
restauration	spyseniering
restauration	restourasie
draft	konsep
médecine	geneeskunde
établissement	vestiging
marne	marne
régional	streek
thème	onderwerp
thème	tema
prison	tronk
prison	tronk
prison	gevangenis
distance	afstand
capacité	lancelot
capacité	kapasiteit
capacité	vermoë
capacité	vermoeë
littéraire	literêre
écoles	skole
arrêté	gestaakte
tradition	tradisie
réalité	realiteit
réalité	werklikheid
savoie	savoie
savoie	savoje
connaissance	kennis
connaissance	kennis
étoile	ster
étoile	star
marche	marche
marche	loop
marche	maart
marche	optog
jaune	yellow
serbie	serwies
serbie	serwië
permettent	toelaat
telle	wyl
telle	sulke
traitement	behandeling
masse	massa
arc	reënboog
arc	arc
arc	boog
arc	cra
tombe	tombe
tombe	grave
tombe	graf
risque	risk
risque	risiko
risque	hazard
socialiste	sosialistiese
notables	noemenswaardig
vrai	regte
vrai	egte
vrai	waar
vrai	true
armées	gewapende
baseball	bofbal
arabe	arab
arabe	arabies
arabe	arabiese
arabe	arabic
acte	wet
acte	deed
arthur	arthur
live	regstreekse
live	lewendige
live	gepubliseer
live	regstreeks
grèce	griekeland
major	major
major	majoor
major	hoofvak
santa	santa
civile	siviele
essai	opstel
essai	toets
essai	verhoor
essai	toets
anglaise	engels
écosse	skotland
albums	albums
héros	heroes
héros	helde
héros	held
héros	hero
termes	bepalings
termes	voorwaardes
permis	permit
permis	lisensie
permis	lisensie
nantes	nantes
filles	meisies
filles	mishandel
filles	babes
filles	daughters
midi	noon
midi	midi
aura	aura
pdf	pdf
ciel	hemel
ciel	heaven
ciel	ciel
ciel	lug
rang	rang
rang	rank
rang	blaai
rang	ry
rang	row
occidentale	wes
occidentale	westerse
occidentale	western
occidentale	westelike
washington	washington
rurale	landelike
rurale	rural
maladie	illness
maladie	siekte
maladie	siekte
aéroport	lughawe
king	heer
king	king
king	koning
dictionnaire	dictionnaire
dictionnaire	woordeboek
autorité	gesag
autorité	owerheid
portant	geklee
portant	bearing
préfecture	prefektuur
préfecture	préfecture
officielle	amptelik
officielle	amptenaar
officielle	amptelike
futur	toekomstige
futur	toekoms
objectif	oogmerk
objectif	doelwit
objectif	lens
objectif	aspris
objectif	doelwit
objectif	teiken
cap	kaap
cap	cap
sorte	rangskik
sorte	sorteer
ingénieur	engineers
ingénieur	engineer
ingénieur	ingenieur
actes	dade
actes	deeds
irlande	ierland
hongrie	hongarye
peine	sin
peine	sorrow
peine	penalty
peine	strafskop
peine	pyn
britanniques	brits
absence	afwesigheid
importants	belangrik
importants	belangrike
guerres	oorloë
guerres	wars
yves	yves
yves	stanley
sociétés	korporasies
sociétés	maatskappye
sociétés	companies
chanteuse	sangeres
chanteuse	sanger
chanteuse	singer
crise	krisis
brigade	squad
brigade	brigade
chapitre	hoofstuk
madrid	madrid
cordialement	uwe
cordialement	dankie
drapeau	vlaggie
drapeau	vlag
drapeau	rapporteer
application	aansoek
application	toepassings
application	toepassing
application	toepassing
responsable	verantwoordelik
japonaise	japannese
japonaise	japannees
banque	banking
banque	bank
décédé	gesterf
décédé	oorlede
danse	dance
danse	dans
danse	dans
genève	geneva
développé	ontwikkel
systèmes	sisteme
systèmes	stelsels
systèmes	systems
élèves	studente
élèves	leerders
fleuve	fleuve
fleuve	rivier
univers	heelal
villages	villages
critiques	critics
critiques	resensies
critiques	kritieke
critiques	krities
critiques	kritiese
critiques	kritiek
vraiment	werklik
vraiment	voorwaar
argentine	argentinië
argentine	argentynse
salon	sitkamer
salon	salon
écriture	handskrif
libération	bevryding
libération	vrylaat
libération	vrystelling
entièrement	heeltemal
die	sterf
jazz	jazz
caractéristiques	kenmerke
caractéristiques	eienskappe
réunion	ontmoeting
réunion	besigheid
réunion	vergadering
réunion	reunion
trente	trente
trente	trient
trente	dertig
julien	julian
julien	julien
chasse	jag
chasse	hunt
processus	proses
processus	prosesse
gaz	gas
gaz	gasse
orléans	orleans
orléans	orléans
catégories	kategorië
catégories	kategorieë
propres	eie
mixte	gemeng
mixte	gemengde
gmina	gmina
juan	juan
véritable	regte
véritable	egte
véritable	genuine
véritable	waar
véritable	true
lee	lee
rapide	rapid
rapide	vinnig
rapide	vinnige
agriculture	landbou
traduit	vertaalde
traduit	vertaal
chœur	koor
chœur	chorus
léon	léon
léon	leon
léon	leeu
naturelle	natuurlike
plantes	plants
plantes	plante
permettre	toelaat
nommée	genaamd
résidence	woonplek
fusion	samesmelting
fusion	versmelt
fusion	samevoeging
fusion	saamsmelt
fusion	fusie
critères	kriteria
commandement	kommentaar
portrait	portret
mairie	mairie
choses	dinge
jan	jan
sang	bloed
jeanne	jane
jeanne	jeanne
yeux	oë
yeux	oog
all	alle
all	alles
all	all
all	almal
all	al
all	als
types	soorte
types	tipes
moyens	beteken
reprise	voortgaan
reprise	hervat
reprise	reprise
prédécesseur	voorganger
retraite	aftrede
retraite	afgetree
retraite	pensioen
description	uitbreidings
ferroviaire	spoorweg
ferroviaire	spoorlyn
ferroviaire	rail
ferroviaire	spoor
ferroviaire	spoorweg
table	veranderlike
table	tafel
table	tabel
antonio	antonio
emploi	jobs
emploi	werksgeleenthede
emploi	werke
emploi	betrekkings
emploi	poste
emploi	employment
emploi	indiensneming
promotion	promosies
promotion	promosie
québécois	québécois
québécois	quebec
alliance	alliance
alliance	alliansie
alliance	verbond
unités	eenhede
quel	watse
quel	wat
importantes	belangrik
importantes	belangrike
brun	bruin
faune	natuurlewe
faune	fauna
faune	hiking
faite	gemaak
faite	voltooi
faite	gedoen
faite	klaar
participé	bygewoon
participé	deelgeneem
actions	gedeel
actions	aksies
actions	handelinge
baron	baron
contributeurs	bydraer
contributeurs	bydraers
biographie	bio
biographie	biografie
biographie	biografie
effets	effekte
effets	effek
bosnie	bosnië
explique	verduidelik
égypte	egipte
égypte	égypte
blocage	sluiting
blocage	blokkering
blocage	blokkeer
blocage	blokkeer
blocage	blok
dominique	dominic
dominique	dominique
dominique	dominica
nœud	node
nœud	knoop
serbe	serwies
événements	gebeure
événements	aktiwiteite
événements	geleenthede
christophe	chris
christophe	christopher
christophe	christoffel
christophe	christophe
atelier	werkswinkel
atelier	atelier
auguste	auguste
auguste	august
raisons	redes
raisons	rede
francis	francis
cent	honderd
cent	cent
voiture	kar
voiture	motor
voiture	motorvoertuig
agent	agent
disney	disney
écrite	geskryf
chute	waterval
chute	herfs
chute	val
chute	falling
chute	vallende
communiste	kommunistiese
présentation	voorlegging
présentation	presentation
étranger	alien
étranger	uitheemse
étranger	buitelander
étranger	vreemdeling
étranger	buitelandse
étranger	foreign
documentaire	dokumentêr
documentaire	documentary
cartes	kaarte
cartes	kaarte
cartes	kaart
sièges	sitplekke
secret	geheim
secret	geheime
secret	sekuriteit
couple	paartjie
couple	torque
publics	openbare
publics	openbaar
publics	publieke
publics	publiek
col	col
col	collar
métro	subway
métro	metro
mary	mary
mary	maria
mines	mining
mines	myn
mines	mynbou
mines	mynwese
mines	myne
conférence	aanbreek
conférence	lesing
palmarès	wêreldranglys
alsace	elsas
mains	hande
alfred	alfred
locaux	perseel
locaux	lokale
locaux	plaaslike
locaux	plaaslik
publiée	geplaas
publiée	posted
publiée	gepubliseer
soir	aand
soir	naand
soir	aand
soir	aande
soir	nag
coureur	naaswenner
coureur	runner
coureur	racer
basé	gebaseer
basé	gebasseer
différence	diff
différence	verskil
bateau	boot
musicale	musical
enregistré	opgeneem
enregistré	geregistreer
enregistré	gestoor
enregistré	geberg
connexe	verwante
connexe	verwant
changement	veranderings
changement	verander
changement	wysig
privée	privaat
commencé	aanvang
commencé	begun
électrique	elektriese
électrique	elektriese
telles	wyl
telles	sulke
opérations	bewerkings
opérations	transaksies
vite	vinnig
vite	vinnige
rhin	ryn
identité	identiteit
normandie	normandië
culturel	kulturele
variation	variasie
romans	romeine
romans	romans
sportive	verslae
sportive	sport
sportive	sportsoort
sportive	sportiewe
bourg	bourg
hommage	homage
hommage	tribute
hommage	hulde
collecte	collecting
collecte	fondsinsameling
collecte	versameling
faveur	verkies
faveur	verkies
faveur	gunste
transports	transports
transports	vervoer
transports	vervoer
transports	transport
seuls	alleen
rio	rio
juge	judge
juge	regter
francisco	francisco
néerlandais	hollandse
néerlandais	nederlands
lille	lille
complexe	komplekse
complexe	kompleks
universitaire	universiteit
universitaire	akademiese
universitaire	akademies
contexte	agtergrond
contexte	konteks
contact	kontak
fortement	heavily
vis	skroef
concert	konsert
lois	wette
lois	lois
douze	twaalf
ferme	farmhouse
ferme	plaas
one	een
hautes	hoë
hautes	hoog
hautes	hautes
édouard	edouard
édouard	edward
édouard	eduard
édouard	édouard
massif	soliede
massif	solied
massif	vinson
massif	massiewe
massif	massive
vente	verkope
athlétisme	athletic
athlétisme	atletiek
culte	cult
culte	aanbidding
culte	worship
répartition	ontleding
répartition	uiteensetting
répartition	verspreiding
matériel	gegewens
matériel	rots
matériel	materiaal
matériel	hardeware
matériel	toerusting
avocat	avokado
avocat	prokureur
avocat	dronkbestuur
bras	bras
bras	arms
bras	arm
calais	calais
épreuves	toetse
conduit	gedryf
perdu	verlore
perdu	verloor
nice	lekker
nice	oulike
nice	nice
visite	besoek
visite	toer
visite	tour
solution	oplossing
atteindre	bereik
atteindre	reikwydte
volley	volleyball
promu	bevorder
portes	gates
portes	hekke
portes	deure
portes	doors
informatique	rekenaars
informatique	uitwerk
conception	conception
conception	ontwerp
mur	muur
scientifiques	wetenskaplike
scientifiques	wetenskaplik
scientifiques	scientists
tourisme	toerisme
passant	passant
passant	deurkom
passant	aangee
luc	luke
luc	lukas
luc	luc
façade	fasade
statue	standbeeld
photos	prente
photos	prentjies
construire	bou
construire	konstrueer
tente	tent
scott	scott
contrairement	unlike
contrairement	verwerp
liège	luik
liège	cork
huile	olie
convention	konvensie
convention	convention
orient	oos
orient	orient
tourné	geskakel
dessin	ontwerp
dessin	skets
dessin	tekening
barcelone	kaapstad
barcelone	barcelona
manuel	manuel
manuel	handleiding
manuel	handmatige
manuel	hand
manuel	manual
manuel	januarie
joe	joe
espagnole	spaanse
espagnole	spaans
pression	druk
pression	swig
maroc	morocco
maroc	marokko
faux	verkeerd
faux	verkeerde
faux	vals
faux	valse
faux	fake
christ	christ
christ	christus
colombie	columbia
colombie	columbië
colombie	colombia
baie	bessie
baie	berry
baie	baai
baie	bay
athlète	atleet
bourgogne	bourgogne
bourgogne	boergondië
contraire	teenoorgestelde
destination	bestemming
destination	bestemmings
champs	velde
vierge	virgo
vierge	virgin
vierge	maagd
vierge	leë
vierge	blank
lesquels	watter
lesquels	watse
température	temperatuur
température	temp
température	temperature
enfance	childhood
acteurs	akteurs
candidat	applikant
candidat	aansoeker
candidat	kandidaat
lancé	geloop
lancé	sedert
lancé	geloods
dates	datums
procès	verhoor
cercle	sirkel
essais	toetse
essais	toets
essais	essays
aider	help
aider	hulp
mention	melding
mention	noem
arrêt	ophou
arrêt	afskakel
agence	agentskap
mari	man
élément	item
pouvait	kon
représentation	verteenwoordiging
cycle	siklus
chemins	paths
chemins	paaie
chemins	paaie
renaissance	renaissance
sais	ken
sais	weet
hall	saal
attention	aandag
jones	jones
marin	marin
marin	matroos
marin	marine
domaines	domeine
domaines	velde
domaines	gebiede
usine	plant
usine	fabriek
fontaine	fontein
fontaine	fontaine
parlementaire	parlementêre
roland	roland
printemps	lente
printemps	printemps
prêtre	priest
étoiles	ster
étoiles	star
étoiles	sterre
réforme	reformation
réforme	hervorming
réforme	hervorm
chris	chris
gabriel	gabriel
élevé	hoë
élevé	hoog
élevé	ingesamel
élevé	verhoogde
xixe	xix
xixe	nineteenth
monastère	klooster
organisé	georganiseerde
organisé	georganiseerd
organisé	georganiseer
dos	dos
dos	rug
dos	agterkant
dos	terug
noël	noël
noël	kersfees
enquête	opname
trouvé	gekry
trouvé	gevind
anomalie	abnormale
majeur	major
majeur	majoor
majeur	hoofvak
beau	mooi
beau	beau
villa	villa
lecture	lees
lecture	gelees
lecture	lees
montage	montage
montage	hegting
montage	redigeer
montage	verstrek
montage	redigering
montage	wysiging
montage	installasie
dollars	dollar
professionnelle	professioneel
professionnelle	professionele
masculin	manlike
masculin	mannetjie
masculin	manlik
cantons	cantons
branche	tak
batterie	battery
batterie	batterye
batterie	drum
batterie	drom
batterie	dromme
batterie	drums
pointe	wenk
pointe	pointe
thèse	dissertation
thèse	thesis
démocratique	demokratiese
géographie	geografie
nancy	nancy
amateur	amateur
ascendant	opgaande
caroline	caroline
caroline	carolina
autorités	outoriteit
autorités	owerhede
clair	skoonmaak
clair	skoon
clair	clair
test	toets
test	toets
west	wes
relativement	relatively
exemplaires	afskrifte
exemplaires	kopieë
versions	weergawes
venir	kom
venir	oppad
laisser	los
laisser	verlof
laisser	verlaat
gilles	giles
gilles	gilles
plateau	platter
plateau	vak
plateau	skinkbord
plateau	laai
plateau	plateau
vin	vin
vin	wyn
devenue	geword
spécialiste	specialist
spécialiste	deskundige
vivant	leef
vivant	tuiste
vivant	regstreekse
vivant	lewendige
vivant	gepubliseer
vivant	regstreeks
vivant	lewendig
ressources	hulpbronne
féminine	vroulik
rencontres	encounters
rencontres	meetings
rencontres	vergaderings
rencontres	dating
demander	vra
demander	versoek
israël	israel
tué	vermoor
tué	vermoorde
tué	gedood
tué	doodgemaak
tué	vermoor
généraux	herhaal
généraux	algemene
généraux	generaal
siècles	centuries
présenté	ingedien
présenté	ingestuur
territoires	gebiede
png	png
mike	mike
revanche	herontmoeting
revanche	wraak
revanche	revenge
recueil	compendium
recueil	versameling
recueil	recueil
napoléon	napoléon
