waardevol	valioso
sherlock	sherlock
atheense	ateniense
passend	para
passend	máis
progress	progreso
progress	proceso
progress	progresos
progress	segue
eervol	honorábel
feestje	festa
feestje	partido
nevel	néboa
nevel	brétema
paradox	paradoxo
gezellig	ben
gezellig	divertido
gezellig	divertida
bet	aposta
bet	apostar
bet	a
bet	aposto
bet	que
bet	seguro
zaag	vin
zaag	viu
zaag	vimos
zaag	vino
profeten	profetas
gus	gus
onbruikbaar	inútiles
onbruikbaar	inútil
minh	minh
minh	vietminh
arsenaal	arsenal
arsenaal	o
dynamiek	dinámica
dynamiek	dinámicas
dynamiek	dinámica
kippen	galiña
kippen	polo
kippen	pito
kippen	galiñas
kippen	polos
vlieg	e
vlieg	pilotar
vlieg	voar
vlieg	voan
vlieg	voarei
vlieg	voe
vlieg	voo
besefte	decateime
besefte	decatei
besefte	decatámonos
besefte	de
besefte	que
besefte	conta
besefte	decatamos
besefte	na
besefte	conta
behandelingen	tratamentos
warenhuis	almacén
hip	hurra
diepere	máis
dief	ladrón
transparant	transparentes
transparant	transparente
worth	ser
worth	a
worth	pena
worth	paga
worth	valor
worth	vale
vanavond	esta
vanavond	noite
vanavond	hoxe
dilemma	dilema
gevorderd	avanzado
gevorderd	avanzada
ruis	ruido
ruis	ruído
ruis	son
negro	negros
negro	negro
opgevuld	de
opgevuld	cheos
opgevuld	disecado
achteruitgang	declive
filiaal	póla
filiaal	sucursal
kudde	rabaño
kudde	manada
kudde	rabaño
fed	farto
fed	de
fed	alimentado
sid	sid
oceanen	océanos
meubilair	mobles
porselein	china
besançon	besançon
fortune	fortuna
huilen	chorar
huilen	chores
huilen	choro
huilen	berra
huilen	chorando
huilen	choraba
huilen	chorar
huilen	vergoña
huilen	choras
huilen	choran
rolls	e
vliegend	a
vliegend	voando
vliegend	voar
alois	alois
bewusteloos	inconsciente
saw	vin
saw	viu
saw	vimos
saw	vino
preventie	prevención
kwetsbare	vulnerables
kwetsbare	vulnerable
stemmers	votantes
patriot	patriota
ambulance	ambulancia
dok	doc
creativiteit	a
creativiteit	creatividade
politieagenten	policías
politieagenten	axentes
dagbladen	xornais
dagbladen	prensa
ongebruikelijke	estraño
opwarming	quecemento
opwarming	aquecemento
drug	fármaco
drug	medicamento
drug	droga
drug	medicamentos
belicht	exposto
belicht	á
evolutionaire	evolutiva
evolutionaire	evolución
evolutionaire	evolutivo
giants	xigantes
monden	boca
monden	bocas
mile	milla
spijkers	unllas
spijkers	cravos
scripts	guións
oversteek	cruzar
oversteek	cruzando
nagels	unllas
nagels	cravos
basketball	baloncesto
basketball	básquet
rituele	ritual
rituele	rituais
vacuüm	aspirador
vacuüm	aspiradores
jurassic	xurásico
krijger	guerreiro
krijger	forte
hang	tempo
hang	andas
hang	colgar
hang	un
hang	perder
indochina	indochina
valleien	vales
gegenereerd	neuronas
gegenereerd	xerado
substantie	substancia
martial	marcial
martial	cun
barack	barack
veranderende	cambiar
veranderende	cambiando
veranderende	muda
veranderende	a
veranderende	mudando
veranderende	de
veranderende	cambio
yen	iens
kus	bico
kus	bícame
kus	bicar
kus	un
kus	biquiño
soevereine	soberanas
soevereine	soberana
californische	california
magazijn	almacén
tas	bolsa
tas	bolso
tas	maletín
tas	saco
opgevallen	que
opgevallen	notei
opgevallen	conta
opgevallen	de
opgevallen	decatei
schotten	escoceses
verspreidt	espállase
kou	frío
kou	fría
kou	arrefriado
diepste	máis
diepste	profundo
diepste	profunda
bride	noiva
technologieën	tecnoloxías
salomo	solomon
evident	obvio
evident	obvia
evident	evidentes
evident	normal
evident	fixo
evident	claro
medicatie	medicamentos
medicatie	medicamento
medicatie	medicación
medicatie	mellor
medicatie	menciña
wonden	feridas
wonden	as
ongelijke	desigual
ongelijke	desiguais
fotograferen	fotografía
fotograferen	fotografía
fotograferen	foto
barrière	barreira
kussen	bico
kussen	bícame
kussen	bicar
kussen	un
kussen	biquiño
standing	de
standing	pé
standing	estar
standing	estaba
standing	parados
zwangere	embarazada
zwangere	preñado
bones	ósos
pakhuis	almacén
beoefenen	unha
beoefenen	práctica
beoefenen	practicar
beoefenen	exercen
slaapkamer	dormitorio
slaapkamer	cuarto
efficiëntie	eficiencia
efficiëntie	eficacia
aansluitingen	conexións
subject	suxeito
subject	tema
subject	materia
norma	norma
mister	señor
mister	cabaleiro
mister	mire
mister	gravata
inactief	improdutivo
collegae	colegas
collegae	compañeiros
dossiers	arquivos
bourgeois	burguesa
bourgeois	burgueses
zegels	focas
zegels	as
baseball	béisbol
caravan	remolque
kruipen	panteras
bevoorrading	subministración
lelijke	fea
lelijke	feo
statement	declaración
vertolking	interpretación
kaartjes	billetes
kaartjes	entradas
levensmiddelen	comida
levensmiddelen	alimentos
levensmiddelen	alimentaria
homoseksueel	homosexuais
homoseksueel	homosexual
pijnlijke	doloroso
absurd	absurdas
soon	en
soon	canto
soon	axiña
soon	pronto
voortgang	progreso
voortgang	proceso
voortgang	progresos
voortgang	segue
weinigen	poucos
weinigen	poucas
weinigen	uns
weinigen	algunhas
weinigen	algúns
weinigen	unhas
ongelukkige	desafortunado
thin	no
dominantie	dominación
databank	base
databank	de
databank	datos
rangschikking	última
arbeider	traballador
arbeider	social
arbeider	obreiro
arbeider	obreiros
arbeider	parado
reisden	por
reisden	viaxou
tieners	os
tieners	adolescentes
doorlopende	continuo
doorlopende	continua
shoot	disparar
shoot	dispáralle
verantwoordelijkheden	responsabilidades
onschuld	inocencia
visioen	visión
visioen	vista
visioen	vision
regulier	regularmente
regulier	normal
regulier	típica
regulier	de
regulier	taxis
regulier	regular
afgespeeld	tocaba
afgespeeld	xogamos
afgespeeld	o
afgespeeld	papel
catch	coller
catch	pescar
colombo	colombo
pijnlijk	pica
pijnlijk	doloroso
bewerk	editar
bewerk	edit
kapitalisme	o
kapitalisme	capitalismo
fantastische	fantástico
fantastische	fantástica
extensie	extensión
extensie	estensión
glanzend	brillante
glanzend	brillantes
voelden	sentía
voelden	sentíame
voelden	que
voelden	sentín
verpleegkundige	enfermeira
molecule	molécula
molecule	molecular
civiel	civís
civiel	civil
civiel	civil
kledij	roupa
kledij	roupa
kledij	roupas
koraal	corais
koraal	de
koraal	coral
gertrude	gertrude
dienaar	servo
dienaar	criado
dienaar	bedel
gepast	para
gepast	máis
chirurgie	cirurxía
lightning	lóstrego
conferenties	conferencias
evacuatie	evacuación
knippen	pelo
knippen	cortar
reëel	real
reëel	de
reëel	verdade
plug	enchufe
kar	carreta
kar	carro
loper	bispo
potentie	potencial
penguin	pingüín
toegegeven	mañá
gevulde	disecado
spook	pantasma
spook	espírito
spook	membro
spook	pantasma
spook	carreta
spiegels	espellos
stervende	morren
stervende	morte
stervende	morrendo
stervende	morrer
stervende	moribundos
stervende	por
valuta	moeda
patrouille	patrulla
rule	norma
rule	regra
rule	reglamento
rule	gobernar
bentley	bentley
riem	correa
riem	os
riem	libros
riem	cinto
psychologisch	psicolóxica
psychologisch	psicolóxicas
runderen	gando
runderen	vacas
runderen	gado
vermaak	libre
vermaak	tempo
vermaak	ocio
vermaak	entretemento
gelijkwaardige	equivalente
allah	alá
verdrinken	afogada
verdrinken	afogar
verdrinken	afogar
marken	marcos
looptijd	vida
tekenfilm	viñeta
tekenfilm	tira
foutje	erro
bonnet	bonnet
fee	de
fee	fadas
fee	fada
fee	marica
fee	lesbianas
hacker	hacker
afgedwongen	obrigado
afgedwongen	a
afgedwongen	forzado
afgedwongen	todo
afgedwongen	obrigoume
afgedwongen	recrutado
alleenstaande	cada
alleenstaande	simple
alleenstaande	soa
alleenstaande	só
alleenstaande	única
alleenstaande	único
psyche	psique
juristen	avogados
microfoon	micrófono
microfoon	micrófono
buurvrouw	veciño
bestraft	castigada
bestraft	castigado
oke	moi
oke	ben
oke	vale
oke	está
oke	acordo
beknopt	informe
beknopt	breve
indrukwekkend	impresionado
koffer	maletín
koffer	maleta
duwen	presionar
handvol	unha
eleven	once
overledene	falecido
vlogen	sobre
dichterbij	a
dichterbij	mais
dichterbij	máis
dichterbij	preto
dichterbij	xuntarse
dichterbij	achéguense
dichterbij	achegádevos
dichterbij	máis
lenzen	lentes
autisme	autismo
superieur	superior
superieur	superiores
durven	se
durven	atreven
durven	a
schande	mágoa
schande	vergoña
schande	que
schande	desgraza
schande	deshonra
tragische	tráxico
tragische	tráxica
schept	crea
zonsondergang	solpor
opgegeten	comín
versturen	enviar
versturen	a
spannend	emocionante
spannend	excitante
spannend	emocionantes
spannend	fan
spannend	emocionado
spannend	ilusionado
hooglanden	terras
hooglanden	altas
fourth	cuarto
fourth	cuarta
fourth	acto
fourth	catro
fourth	infantaría
rechtop	pé
definieert	define
bars	reixas
functionarissen	funcionarios
malaria	malaria
malaria	a
fatsoenlijk	decente
smile	sorriso
smile	sorrir
smile	sorrí
maïs	millo
maïs	trigo
rivalen	rivais
atomic	atómicos
atomic	núcleo
atomic	atómica
cetera	etcetera
sprekend	falar
sprekend	falando
triest	triste
triest	tristes
eren	de
eren	honra
eren	honor
eren	honra
eren	señoría
eren	súa
plunderen	saqueo
beeldscherm	pantalla
beeldscherm	da
beeldscherm	ecrán
speculaties	especulación
rouw	dor
rouw	pena
vetten	fats
communist	comunista
communist	partido
communist	comunistas
survival	supervivencia
survival	mortandade
survival	infantil
survival	sobreviven
naderen	enfoque
gemarteld	torturado
gemarteld	torturada
ngo	ngo
universeel	universais
universeel	universal
boren	perforar
optocht	procesión
optocht	desfile
schok	choque
schok	de
schok	asalto
schok	conmoción
schok	electrochoques
gerechtigheid	justice
gerechtigheid	xustiza
gerechtigheid	a
gerechtigheid	xuíza
gerechtigheid	da
gerechtigheid	aos
gerechtigheid	con
nichtje	primo
nichtje	curmán
maskers	máscara
maskers	máscaras
griep	gripe
voedingsstoffen	nutrientes
voedingsstoffen	nutrintes
hopeloos	esperanza
slank	slim
trends	tendencias
deugd	virtude
mean	dicir
graphics	gráficos
geïnvesteerd	investimos
uitkomsten	resultados
hurricane	furacán
woordenschat	vocabulario
toegelicht	explicou
walvissen	baleas
walvissen	as
congressen	conferencias
omsingeld	rodeados
krediet	tarxetas
krediet	crédito
krediet	roubada
improvisatie	improv
improvisatie	everywhere
knieën	xeonllos
minnares	a
minnares	señora
minnares	patroa
wrede	cruel
shine	brillar
gunst	favor
onhandig	incómodo
roden	comunistas
dickinson	dickinson
cassius	cassius
degen	espada
geordend	que
geordend	atención
geordend	pedimos
observatie	observación
afmeting	tamaño
afmeting	do
onmogelijke	imposible
onmogelijke	imposíbel
spionage	espía
overschreden	cruzamos
mutatie	mutación
sexy	sexy
gemerkt	marcados
gezegde	dicir
gezegde	dicindo
gezegde	que
gezegde	digo
gezegde	di
gezegde	proverbio
manipuleren	manipulación
konijnen	coello
politieman	policía
absurde	absurdas
juliette	juliette
uitgifte	tema
uitgifte	problema
robbins	robbins
berichtje	mensaxe
briefje	nota
briefje	a
achtervolgen	da
achtervolgen	busca
achtervolgen	persecución
achtervolgen	de
achtervolgen	perseguen
werkloos	no
werkloos	paro
werkloos	parados
werkloos	aumento
verstoppen	ocultar
verstoppen	agochar
verstoppen	agochados
verstoppen	escondida
dageraad	alborecer
dageraad	amencer
bijkomend	adicional
veiliger	máis
veiliger	seguro
petitie	petición
spraak	charla
spraak	discurso
spraak	expresión
spraak	fala
enter	entrar
vreemdeling	estranxeira
vreemdeling	descoñecido
vreemdeling	estraño
sterrenstelsels	galaxias
concurreren	competir
bernstein	bernstein
dia	diapositiva
pizza	pizza
hanoi	hanoi
avondmaal	cea
schudden	a
schudden	a
messenger	mensaxeiro
engagement	compromiso
engagement	compromiso
engagement	mecanismo
engagement	de
engagement	mecanismos
engagement	cos
cruciaal	cruciais
cruciaal	crucial
mutaties	mutacións
mutaties	mutación
clear	claro
clear	clara
clear	claras
verkracht	violación
verkracht	viólanme
slikken	trague
slikken	traga
verschrikkelijk	horrible
verschrikkelijk	horríbel
verschrikkelijk	terrible
verschrikkelijk	horrible
verschrikkelijk	horríbel
verschrikkelijk	terríbel
verschrikkelijk	horríbel
verkleinen	reducir
tandarts	dentista
botje	óso
schietpartij	a
schietpartij	disparar
schietpartij	disparando
schietpartij	tiro
voorgenomen	de
gewelddadig	violentos
gewelddadig	violenta
gewelddadig	violentas
gewelddadig	violento
gewelddadig	violencia
okinawa	okinawa
adoptie	adopción
omgevingen	entornos
omgevingen	ambientes
lothar	lothar
gereedschappen	ferramentas
gereedschappen	as
gelijkaardig	similar
gelijkaardig	similares
gelijkaardig	semellantes
gelijkaardig	semellante
gelijkaardig	parecido
gelijkaardig	parecidas
vellen	sabas
plundering	saqueo
eenzaam	soa
eenzaam	só
odysseus	ulises
onthulde	revelou
cartoons	debuxos
cartoons	animados
cartoons	viñetas
krokodil	crocodilo
angus	angus
waarneembaar	observable
learning	aprender
learning	aprendizaxe
learning	aprendendo
learning	a
bonden	sindicatos
credit	tarxetas
credit	crédito
credit	roubada
observaties	observación
franky	frankie
hai	hai
eenzaamheid	fica
eenzaamheid	illado
eenzaamheid	soidade
eenzaamheid	soa
eenzaamheid	só
whisky	whisky
whisky	güisqui
whisky	escocés
whisky	dobre
whisky	whisky
whisky	botellas
hoofdpijn	cabeza
hoofdpijn	dor
afrikanen	africanos
afrikanen	costa
saldo	equilibrio
saldo	balance
saldo	o
humphrey	humphrey
host	anfitrión
afmaken	a
afmaken	terminar
afmaken	rematar
afmaken	acabar
afmaken	unllas
vette	graxos
leugen	mentiras
leugen	mentira
leugen	mentir
reporter	xornalista
reporter	reporteiro
palmen	palmas
reparatie	reparar
cristo	cristo
regenboog	arco
regenboog	vella
regenboog	da
zuidpool	antártida
loterij	lotería
loterij	de
loterij	lotaría
gebaar	xesto
gebaar	aceno
quote	cita
quote	citar
tendens	tendencia
tendens	coa
tendens	tendencia
directeuren	directores
wereldbeeld	visión
wereldbeeld	do
wereldbeeld	mundo
obstakels	obstáculos
afwerking	a
afwerking	terminar
afwerking	rematar
afwerking	acabar
afwerking	unllas
ongewone	estraño
ass	cu
bataljons	batallóns
moordenaars	asasinos
moordenaars	asasinos
eenvoudigste	máis
vergiftigd	envelenáronme
false	falsa
false	falso
luister	escoitar
luister	escoita
luister	escoite
lesgeven	ensinar
lesgeven	ensino
lesgeven	ensinanza
lesgeven	ensino
lesgeven	ensinar
lesgeven	ensinarche
bekennen	confesar
landbouwers	labregos
landbouwers	agricultores
wond	ferida
hygiëne	hixiene
zenuwen	nervios
zenuwen	os
zenuwen	nerviosas
sample	mostra
precisie	precisión
rijbewijs	licencia
memories	lembranzas
memories	recordos
herinnerd	lembraban
herinnerd	lembraba
overgeven	rendédevos
afhankelijkheid	dependencia
vrijgezel	cada
vrijgezel	simple
vrijgezel	soa
vrijgezel	só
vrijgezel	única
vrijgezel	único
offeren	sacrificio
offeren	sacrificar
offeren	zugue
offeren	o
verloving	compromiso
hmm	hmm
bovengronds	superficie
beloven	promesa
beloven	prometer
beloven	prométolle
beloven	prometo
beloven	prométocho
moves	se
moves	move
uitoefening	exercicio
twenty	20
twenty	vinte
vorderingen	progreso
vorderingen	proceso
vorderingen	progresos
vorderingen	segue
curve	curva
krokodillen	crocodilo
ontspanning	libre
ontspanning	tempo
ontspanning	ocio
gewas	cultivos
safe	salvo
safe	segura
safe	seguro
safe	seguros
safe	a
assistente	axudante
assistente	asistente
assistente	de
authentiek	auténtica
authentiek	é
veroveringen	conquista
oprecht	de
noodzakelijkerwijs	necesariamente
fusion	fusión
fusion	reactor
ganzen	oca
ganzen	branca
antibiotica	antibióticos
antibiotica	coa
antibiotica	dos
antibiotica	os
antibiotica	antibiótico
antibiotica	uso
antibiotica	antibióticos
antibiotica	dos
recepten	receitas
getuigenis	testemuña
monitor	monitor
sensor	sensor
vietnamees	vietnamita
vietnamees	vietnamitas
vietnamees	vietnam
tanner	tanner
schouw	cheminea
schouw	limpeza
runs	corre
clint	clint
nieuwsgierig	curioso
oogsten	colleita
vrachtauto	camión
advocate	avogado
advocate	avogadiño
luid	forte
luid	alto
luid	alta
luid	voz
letsel	ferida
letsel	lesión
sorteren	unha
sorteren	como
sorteren	de
sorteren	tipo
sorteren	especie
deelverzameling	subconxunto
maatstaf	medida
maatstaf	medir
maatstaf	medimos
verrassende	sorprendente
verrassende	sorprendentes
flexibel	flexibilidade
flexibel	flexibles
puzzel	crebacabezas
puzzel	puzzle
vallende	a
vallende	namorarse
vallende	caendo
vallende	derrube
vallende	ardendo
breng	trae
stomp	ponche
stomp	unha
militie	milicia
vastgoed	propiedade
kindertijd	da
kindertijd	infancia
kindertijd	infantís
kindertijd	nenez
bloody	maldito
bloody	idiota
bloody	malditos
slide	diapositiva
gewoonten	costumes
gewoonten	hábitos
connecties	conexións
gaga	gaga
lonen	salarios
coöperatie	cooperativas
coöperatie	cooperativa
coöperatie	dos
gepakt	atrapado
gepakt	colleran
jacky	jackie
polly	polly
kenteken	pratos
verbruik	consumo
cinematografie	fotografía
bedreigen	ameazando
bedreigen	ameazan
bedreigen	a
bedreigen	ameazan
bedreigen	ameazar
bedreigen	ameazouna
units	unidades
zwerver	vago
slijtage	levar
slijtage	levo
slijtage	levas
slijtage	non
slijtage	as
supreme	corte
supreme	suprema
supreme	supremo
trucks	camións
spaties	espacios
spaties	espazos
ketens	cadeas
ketens	as
ongelijkheid	desigualdade
weggegooid	toneladas
weggegooid	lanzoume
proxy	indicador
proxy	representante
toenemend	de
toenemend	medrando
toenemend	medrar
toenemend	crecemento
toenemend	crecendo
toenemend	medra
toenemend	aumentar
loyaliteit	lealdade
warmer	máis
spiritualiteit	espiritualidade
tone	ton
bien	bien
pesten	acoso
mediterrane	mediterráneo
partizanen	partisanos
partizanen	partisáns
zinloze	senso
stakingen	folgas
haley	haley
volwassene	adultos
volwassene	adulta
volwassene	adulto
volwassene	dun
clean	limpa
clean	limpo
clean	limpar
redacteuren	editores
drink	beber
drink	bebe
drink	copa
geweren	rifles
geweren	fusís
geweren	armas
geweren	fusís
geweren	as
geweren	armados
geweren	metralladoras
vraagje	pregunta
vraagje	cuestión
stream	río
stream	regato
harmony	harmonía
rockefeller	rockefeller
ophanging	pendurada
ophanging	a
ophanging	colgar
vuile	porca
vuile	sucio
managers	encargados
kuil	buraco
kuil	burato
kuil	furado
kuil	hole
verlaging	a
verlaging	redución
cortex	córtex
participatie	participación
gezagvoerder	capitán
gezagvoerder	meu
gezagvoerder	comandante
bestellen	orde
bestellen	para
bestellen	xiro
bestellen	postal
speel	tocar
speel	xogar
speel	xogan
speel	xogo
capaciteiten	capacidades
protestant	protestante
geschokt	shock
overdragen	transferir
overdragen	traslado
borsten	peito
borsten	mama
lobby	vestíbulo
lobby	lobby
parkinson	párkinson
kostprijs	custo
kostprijs	custan
kostprijs	custa
rok	saia
ontspannen	reláxate
ontspannen	relaxa
ontspannen	relaxar
stoornissen	trastornos
stoornissen	desordes
zintuigen	sentidos
zintuigen	sentido
consequentie	consecuencia
opeenvolging	secuencia
afdrukken	imprenta
onrecht	inxustiza
onrecht	inxustizas
tekenfilms	debuxos
tekenfilms	animados
tekenfilms	viñetas
leugens	xace
leugens	está
leugens	reside
leugens	mentira
leugens	mentiras
jagger	jagger
beïnvloedt	afecta
beïnvloedt	á
inwendig	interno
inwendig	interna
notities	notas
hokkaido	hokkaido
verlegen	tímida
gekruist	cruzamos
afgebrand	queimado
afgebrand	queimaron
afgebrand	queimou
afgebrand	queimados
mccoy	mccoy
alzheimer	alzheimer
alzheimer	alzhéimer
smelt	fusión
smelt	derreter
cathy	cathy
patrol	patrulla
mishandeling	asalto
fantastisch	xenial
fantastisch	gran
fantastisch	grande
fantastisch	grandes
fantastisch	fabuloso
fantastisch	fantástico
fantastisch	fantástica
zonne	solar
zonne	noso
hoogheid	súa
hoogheid	alteza
hoogheid	maxestade
hoogheid	real
hoogheid	si
bewaking	vixilancia
root	orixe
root	raíz
mijne	miña
mijne	meus
mijne	meu
gigantisch	enormes
gigantisch	enorme
gigantisch	gran
gigantisch	xigante
gigantisch	grande
gigantisch	enorme
gigantisch	xigantesco
gigantisch	pauta
manipulatie	manipulación
oliva	oliva
doorlopend	continuo
doorlopend	continua
virtueel	virtual
charge	cargo
charge	mando
charge	cargos
charge	carga
verlamd	paralizada
verlamd	paralizado
doorslaggevend	decisivo
geloofden	que
amusement	entretemento
gekoppelde	conectadas
geëvolueerd	evolucionou
schop	unha
schop	malleira
schop	patada
schop	dáme
schop	una
schop	botar
schop	patea
schoppen	unha
schoppen	malleira
schoppen	patada
schoppen	dáme
schoppen	una
schoppen	botar
schoppen	patea
mutanten	mutantes
drankje	beber
drankje	bebe
drankje	copa
drankje	copas
matroos	mariñeiro
gebeld	chamada
gebeld	chamado
gebeld	chámase
gebeld	chamou
kindje	nena
kindje	neno
kindje	fillo
krachtiger	máis
krachtiger	forte
ooievaar	cegoña
talrijk	moitas
respons	á
respons	resposta
respons	reacción
verschuldigd	por
verschuldigd	debido
verschuldigd	ao
verschuldigd	cando
verschuldigd	a
verschuldigd	mor
verschuldigd	débeda
genot	pracer
genot	encantado
genot	gusto
genot	placer
chinatown	chinatown
laboratoria	laboratorios
amen	amen
amen	amén
blow	serea
sake	deus
sake	amor
sake	polo
sake	ben
sake	bendito
sake	dios
subtiele	sutil
subtiele	sutís
wisselwerking	interacción
interesses	interesa
interesses	intereses
boodschapper	mensaxeiro
achterhoede	última
achterhoede	fila
achterhoede	parte
achterhoede	traseira
genetica	xenética
dappere	valentes
dappere	valente
condities	condicións
condities	patoloxías
condities	as
borges	borges
geïnspireerde	inspiroume
active	activa
active	a
active	activo
active	activos
active	activas
active	militante
schaduwen	sombras
hair	pelo
hair	cabelo
voorkoming	prevención
shirts	camisas
eindigend	final
wandelingen	camiña
thanks	grazas
thanks	moitas
shake	a
lach	sorriso
lach	sorrir
lach	sorrí
lach	rir
lach	risa
lach	rían
receptoren	receptores
vitale	vital
heup	hurra
bekentenis	confesión
pieken	picos
pieken	xemelgos
interacties	interaccións
interacties	cós
serre	invernadoiro
overmaat	exceso
overmaat	de
edna	edna
geprogrammeerd	programada
geprogrammeerd	programados
koralen	corais
koralen	de
koralen	coral
marshal	mariscal
bijbels	biblias
legitieme	lexítima
legitieme	lexítimo
boots	botas
boots	as
saai	aburrido
saai	aburrida
trommel	drum
taart	torta
taart	pastel
seventh	sétimo
jobs	traballos
jobs	traballo
zusjes	irmás
fuck	carallo
fuck	vai
fuck	merda
fuck	ao
fuck	queres
fuck	fodan
fuck	malfodida
heerlijke	delicioso
stippen	puntos
stippen	cabos
gevoeld	sentía
gevoeld	sentíame
gevoeld	que
gevoeld	sentín
soepel	flexibilidade
soepel	flexibles
hinder	auténtica
hinder	praga
hinder	molestia
lijfwacht	garda
pap	pai
pap	papá
vereisen	que
ellie	ellie
fidel	fidel
bewijsmateriaal	probas
bewijsmateriaal	evidencia
bewijsmateriaal	evidencias
dozen	caixas
dozen	palcos
rum	ron
push	presionar
mentaal	mentais
mentaal	mental
roeping	chama
roeping	a
roeping	por
roeping	chamando
roeping	chamar
bleke	pálida
bleke	pálido
aangenaam	agradábel
vaartuigen	vasos
vaartuigen	sanguíneos
vaartuigen	frota
zweren	xuro
zweren	xúrocho
zweren	que
zweren	xura
zweren	xuraría
markering	teas
marga	marga
schalen	escala
doll	boneca
hicks	hicks
spijker	cravo
plunderingen	saqueo
lunch	almorzo
lunch	xantar
lunch	o
lunch	comida
lunch	comer
schreeuwen	non
schreeuwen	berrando
schreeuwen	berrar
resulterende	resultado
toewijding	compromiso
toewijding	mecanismo
toewijding	de
toewijding	mecanismos
toewijding	cos
rebellie	rebelión
rebellie	rebeldes
schizofrenie	esquizofrenia
hooi	feo
connectie	conexión
terugzetten	a
terugzetten	restaurar
overmatig	exceso
overmatig	de
rosalie	a
talentvolle	con
talentvolle	talento
talentvolle	talentosa
motorische	motoras
motorische	motor
groeiend	de
groeiend	medrando
groeiend	medrar
groeiend	crecemento
groeiend	crecendo
groeiend	medra
karakteristieken	características
karakteristieken	as
louie	louie
primitief	primitivos
primitief	primitiva
primitief	primitivo
oproer	raciais
oproer	disturbios
oproer	antidisturbios
rekeningen	billetes
rekeningen	contas
rekeningen	as
rekeningen	facturas
rekeningen	contas
exit	saída
retour	volve
retour	a
retour	volvo
retour	regresar
retour	volva
retour	cambio
retour	volver
retour	retorno
stokken	paos
onveilig	inseguro
pub	bar
notie	noción
notie	idea
wanhopig	desesperadamente
wanhopig	desesperado
wanhopig	e
citroen	limón
cumberland	cumberland
overheerst	domina
reduceren	reducir
reduceren	redución
reduceren	reducir
bullet	bala
onweer	canóns
onweer	trono
onweer	os
onweer	tronos
onweer	treboada
princes	príncipes
rondje	redondo
rondje	redondos
rondje	xira
rondje	arredor
rondje	preto
wildlife	vida
wildlife	salvaxe
verrekijker	os
verrekijker	prismáticos
robben	focas
robben	as
majesteit	maxestade
avery	avery
herbouwen	reedificar
herbouwen	reconstruír
overledenen	falecido
hardlopen	correr
hardlopen	correndo
hardlopen	a
leerkracht	profesor
leerkracht	mestra
leerkracht	mestre
spionnen	espías
handvat	manexar
handvat	arranxar
handvat	mango
handvat	facer
handvat	diso
noodlot	destino
noodlot	o
noodlot	destino
sokken	os
sokken	calcetíns
bestanddeel	compoñente
sandrine	sandrine
opium	opio
tiny	diminutos
tiny	pequena
tiny	pequenos
tiny	diminuto
tiny	pequeno
tiny	minúsculas
tiny	diminuta
tiny	pequenas
pike	pike
methaan	metano
liza	liza
gefeliciteerd	parabéns
rauwe	materia
rauwe	materias
dorst	sede
dorst	sede
verhinderd	evitou
steekproef	mostra
gewaad	vestido
suikers	azucre
detecteren	detectar
seinen	sinais
onwetendheid	ignorancia
onwetendheid	a
oplevering	entrega
ecosysteem	ecosistema
corridor	corredor
plain	chaira
plain	costa
plain	plano
plain	claro
plain	tenra
bombarderen	bombardeo
bombarderen	do
bombarderen	bombardeos
bombarderen	o
gereisd	por
gereisd	viaxou
gokken	xogo
gokken	apostar
sabotage	sabotaxe
muts	sombreiro
muts	o
muts	chapeu
muts	sombreiriño
goliath	goliat
goliath	goliath
vaarwel	deica
vaarwel	bico
vaarwel	adeus
verwijs	a
verwijs	refírense
verwijs	referirse
verwijs	refería
loslaten	liberación
loslaten	lanzamento
loslaten	en
loslaten	liberdade
loslaten	a
activa	bens
superieure	superior
superieure	superiores
getalenteerde	con
getalenteerde	talento
getalenteerde	talentosa
ononderbroken	continuo
ononderbroken	continua
marxistische	marxista
greet	saudar
gok	apostar
