teste	proves
inlocui	reemplaça
inlocui	substitueix
botezat	batejada
botezat	batejat
botezat	batejat
botezat	batejar
teoriile	teories
adeseori	sovint
walckenaeria	walckenaeria
living	vivint
orientarea	orientació
metz	metz
stefano	stefano
modificate	modificats
modificate	modificades
modificate	modificat
candidati	candidats
candidati	candidates
candidati	aspirants
candidati	candidats
candidati	candidates
candidati	aspirants
remarcabila	notable
remarcabila	destacable
remarcabila	remarcable
remarcabila	remarcables
remarcabila	notable
remarcabila	destacable
remarcabila	remarcable
remarcabila	remarcables
incetarea	rescissió
incetarea	terminació
variantele	variants
intarit	reforçat
intarit	reforçada
intarit	reforçat
experimente	experiments
divizata	dividits
divizata	dividit
princeton	princeton
presedintia	presidència
navigatie	navegació
navigatie	navegació
navigatie	navegant
navigatie	vela
bratul	braç
aurul	or
aurul	gold
litera	carta
participant	participant
australiei	austràlia
violent	violent
joyce	joyce
delle	delle
regiunilor	regions
avantaj	avantatge
acceptate	acceptada
acceptate	acceptats
acceptate	acceptat
genetica	genètica
genetica	genètica
brunswick	brunsvic
colegiu	college
nucleu	core
nucleu	nucli
nucleu	nucli
nopti	nits
nopti	nits
amiralul	almirall
konrad	konrad
niger	niger
niger	níger
mihnea	mihnea
tiparite	imprès
villeneuve	villeneuve
tommy	tommy
proiectata	dissenyada
proiectata	dissenyat
proiectata	projectat
supraveghere	supervisió
supraveghere	vigilància
rap	rap
omonima	homònimes
popularitatea	popularitat
decan	degà
decan	dean
decan	vicedegà
decan	degana
française	française
surorile	germanes
nepot	nebot
nepot	nét
extindere	expansió
extindere	ampliació
extindere	extensió
extindere	pròrroga
dune	dunes
dune	dunas
dune	duna
fundamental	fonamentalment
doamne	déu
indirect	indirectes
indirect	indirecte
pure	purs
pure	pura
pure	pur
episoadele	episodis
ellen	ellen
floare	flor
murala	mural
miezul	core
miezul	nucli
concrete	formigó
miros	olor
kushiro	kushiro
mortal	mortal
manuscrisul	manuscrit
dog	gos
verificare	verificació
verificare	comprovació
dresda	dresden
expresii	frases
expresii	expressions
confruntat	confrontats
mobilier	mobles
mobilier	mobiliari
mobilier	moble
fund	cul
emisfera	hemisferi
rai	cel
rai	heaven
rai	rai
teritorial	territorial
teritorial	territorials
factorii	factors
ferrari	ferrari
suplimentar	addicional
suplimentar	addicionals
suplimentar	extra
brooklyn	brooklyn
oase	ossos
oase	os
textile	tèxtil
textile	tèxtils
profesorii	mestres
profesorii	professors
profesorii	docents
profesorii	professorat
coordonarea	coordinació
craig	craig
atomi	àtoms
obiceiul	costum
obiceiul	hàbit
christine	christine
rain	pluja
depozit	magatzem
depozit	emmagatzematge
depozit	emmagatzemament
depozit	dipòsit
depozit	repositori
vegas	vegas
semnificatie	significat
semnificatie	transcendència
semnificatie	significació
semnificatie	transcendència
semnificatie	significació
oficiul	despatx
oficiul	office
oficiul	oficina
julien	julien
traficul	trànsit
traficul	tràfic
suspendat	suspès
suspendat	suspesa
suspendat	suspesos
seniori	sènior
perspective	perspectives
manhattan	manhattan
avansata	avançat
avansata	avançada
avansata	advanced
combinate	combinats
combinate	combinada
combinate	combinades
combinate	combinat
aplicatie	aplicació
aplicatie	app
exprimarea	expressant
inconjoara	envolten
inconjoara	envolten
intretinere	manteniment
intretinere	manutenció
intretinere	manteniment
intretinere	manutenció
silistra	silistra
liberale	liberal
usi	portes
usi	portes
usi	portes
conturi	comptes
izolate	aïllat
izolate	aïllades
izolate	aïllats
izolate	aïllada
joi	dijous
unice	úniques
unice	únic
exprimata	expressats
exprimata	expressada
exprimata	expressat
kaneda	kaneda
dionisie	dionís
urata	lleig
urata	lletja
urata	lleig
urata	lletja
vecinatate	barri
vecinatate	rodalies
vecinatate	veïnat
vizual	visualment
vizual	visual
fanii	fans
fanii	admiradors
fanii	ventiladors
sensuri	significats
prevenirea	prevenció
mecanism	mecanisme
extraordinar	tremenda
extraordinar	extraordinaris
extraordinar	extraordinària
extraordinar	extraordinàries
talie	cintura
distribuite	compartits
distribuite	compartit
distribuite	repartit
distribuite	distribuïda
distribuite	distribuïts
distribuite	distribuïdes
ace	as
ace	ace
dracula	dracula
bonus	bonus
bonus	gratificació
bonus	bonificació
justificarea	justificació
restaurat	restaurada
restaurat	restaurat
tradare	traïció
tradare	traïció
scrieti	escriu
scrieti	escriu
beck	beck
corespondenta	correspondència
corespondenta	correspondència
atomica	atòmics
atomica	atòmic
atomica	atòmica
atomica	atòmics
atomica	atòmic
atomica	atòmica
adaptarea	adaptant
adaptarea	adaptació
mann	mann
rara	rars
rara	rares
rara	rars
rara	rares
comunicat	comunicada
calda	warm
calda	càlid
yves	yves
exilat	exiliat
exilat	desterrat
iubeste	estima
iubeste	loves
iubeste	estima
iubeste	loves
seminte	llavors
seminte	llavor
seminte	llavors
stanford	stanford
constitutionale	constitucional
constitutionale	constitucionals
ponta	ponta
demonstra	demostrar
demonstra	acreditin
demonstra	demostri
lajos	lajos
grecilor	grecs
adiacente	adjacents
adiacente	adjacent
bond	vincle
bond	lligam
subsol	soterrani
genereaza	generar
genereaza	genera
genereaza	genera
ram	ram
knight	cavaller
paine	pa
paine	paine
paine	pa
radacinile	arrels
editorul	editor
heights	alçàries
heights	altures
heights	alçades
nikita	nikita
aquila	aquila
malcolm	malcolm
trento	trento
gerard	gerard
apreciata	apreciada
apreciata	apreciats
apreciata	apreciat
instanta	cort
instanta	tribunal
eng}}	eng}}
ghidul	guia
transportat	transportat
transportat	transportats
salvarea	salvació
salvarea	desant
salvarea	estalvi
orleans	orleans
duncan	duncan
legume	vegetal
legume	vegetals
legume	hortalisses
legume	verdures
legume	verdura
conflictele	conflictes
etiopia	etiòpia
rex	rex
delhi	delhi
destinul	destinació
destinul	destí
simptome	símptomes
helen	helen
lille	lille
baku	baku
teoretica	teòrica
teoretica	teòric
prestigiu	prestigi
clasificat	classificades
clasificat	classificat
clasificat	classificats
clasificat	classificada
potasiu	potassi
avantajul	avantatge
periodice	periòdica
armstrong	armstrong
telecomunicatii	telecomunicacions
telecomunicatii	telecomunicació
caucaz	caucas
browser	navegador
wessex	wessex
marseille	marseille
marseille	marsella
aburi	vapor
nor	núvol
cantoane	cantons
geologic	geològiques
geologic	geològics
hussein	hussein
client	client
giulia	giulia
creand	creant
olimpiada	olimpíada
olimpiada	olimpíades
olimpiada	olimpíada
olimpiada	olimpíades
elaborata	elaborades
elaborata	elaborada
gregory	gregori
gregory	gregory
omega	omega
inchiderea	tancament
realizand	materialitzar
fibre	fibra
fibre	fibres
prescott	prescott
reia	reprèn
reia	represa
reia	currículum
ritmul	ritme
comisar	comissionat
comisar	comissari
relevante	rellevant
virus	virus
calciu	calci
luptatori	lluitadors
luptatori	lluitadors
vizitatori	visitants
descriu	descrigui
descriu	descriu
descriu	descriure
croata	croat
croata	croata
aripile	wings
aripile	ales
dor	dor
dor	anhel
dor	miss
dor	senyoreta
devil	dimoni
devil	devil
devil	diable
savant	científic
savant	savant
unsprezece	onze
unsprezece	eleven
sep	sep
bombe	bombes
martor	testimoni
fondatori	fundadors
atletism	atletisme
individuala	individu
individuala	individuals
individuala	individual
cutremurul	terratrèmol
angkor	angkor
impresionat	impressionat
impresionat	impressionada
lothar	lothar
locatia	localització
locatia	ubicació
locatia	emplaçament
locatia	localització
locatia	ubicació
locatia	emplaçament
decisiva	decisiu
kazan	kazan
alexios	aleix
vegetale	vegetal
imbracaminte	indumentària
imbracaminte	confecció
hoarda	horda
hoarda	horda
explozie	explosió
consuma	consumir
consuma	consumeixen
consuma	consumir
consuma	consumeixen
gala	gala
gala	gala
haskovo	khàskovo
piotr	piotr
insarcinata	embarassada
insarcinata	embarassades
insarcinata	embarassada
insarcinata	embarassades
cristal	cristall
concurat	competit
pretioase	precious
referendum	referèndum
supusa	dòcil
jung	jung
umor	humor
greg	greg
quebec	quebec
ravenna	ravenna
argumentul	argument
interesati	interessat
interesati	interessats
bundesliga	bundesliga
criminal	criminal
criminal	penals
criminal	penal
criminal	killer
criminal	assassí
unitar	unitari
restaurata	restaurada
restaurata	restaurat
orizont	horitzó
triunghi	triangle
controlate	controlat
controlate	controlada
controlate	controlats
usl	usl
uite	mira
uite	look
compact	compacte
compact	compacta
nicola	nicola
pink	pink
pink	rosa
progresiv	progressivament
progresiv	progressiu
progresiv	progressiva
progresiv	progressista
baltica	bàltic
popoarele	pobles
bai	banys
bai	banys
finalizarea	finalització
finalizarea	compleció
carbune	carbó
carbune	carbonet
carbune	carbó
carbune	carbonet
cabinet	gabinet
retinut	acotades
valuri	ones
valuri	onades
andrews	andrews
happy	feliç
amenintat	amenaçat
amenintat	amenaçada
amenintat	amenaçat
amenintat	amenaçada
glob	globus
glob	globe
glob	orbe
bari	bari
eugène	eugène
separa	separa
clermont	clermont
clermont	clarmont
descoperire	avenç
descoperire	descobriment
esentiala	imprescindibles
esentiala	imprescindible
esentiala	essencial
esentiala	essencials
gat	coll
gat	coll
foster	foster
amatori	aficionats
amatori	amateur
amatori	aficionat
balet	ballet
acelea	aquelles
acelea	aquells
fondatorii	fundadors
vaucluse	valclusa
controleaza	control
amiral	almirall
purtate	gastats
convocat	convocades
convocat	convocats
convocat	convocat
redir	redir
ulrich	ulrich
incalzire	calefacció
incalzire	calefacció
afacerea	negoci
afacerea	negocis
regate	regnes
utah	utah
catarina	catarina
baranya	baranya
maximum	màxim
cad	cad
canto	cant
canto	cantant
bunicii	avis
ceremonie	cerimònia
cupe	cups
cupe	tasses
ascensiune	ascensió
ascensiune	ascens
buddha	buda
pasionat	apassionat
pasionat	apassionada
lituaniana	lituà
omar	omar
standardul	estàndard
lambert	lambert
lexikon	lexikon
respinge	rebutja
dansul	ballant
dansul	ballar
agentul	agent
winston	winston
hughes	hughes
module	mòduls
module	connectors
descendent	descendent
scriind	escrivint
scriind	escriptura
musulmanii	musulmans
leonid	leonid
atingerea	toquin
atingerea	tocar
pearl	pearl
pearl	perla
statistice	estadístic
libia	líbia
ambasadorul	ambaixador
discipline	disciplines
luptator	lluitador
luptator	lluitador
minut	minut
masurarea	mesura
masurarea	mesurament
aprovizionare	abastament
aprovizionare	subministrament
patrunde	penetren
calcar	calcària
jin	jin
blu	blu
cris	cris
cris	cris
arborele	arbre
porecla	sobrenom
porecla	sobrenom
holocaustului	holocaust
oferita	ofert
submarine	submarins
submarine	subs
genetic	genèticament
cole	cole
ascunse	amagat
dieta	dieta
dieta	dieta
torres	torres
stralucitoare	brilla
stralucitoare	brilla
marcello	marcello
imigranti	immigrants
carnea	carn
activist	activista
comunicarea	comunicació
comunicarea	comunicant
martori	testimonis
martori	testimoni
armand	armand
continentul	continent
lan	lan
lan	ian
reorganizarea	reorganització
scriitorii	escriptores
scriitorii	escriptors
mayer	mayer
unificarea	unificació
romantic	romàntic
romantic	romàntica
divina	divina
divina	divina
nicole	nicole
revolte	motí
owen	owen
triple	triple
calculul	càlcul
abruzzo	abruzzo
africane	africà
africane	african
gerhard	gerhard
ieri	ahir
pretins	reclamava
pretins	reclamat
fericire	felicitat
virgin	virgin
virgin	verge
reims	reims
roi	roi
roi	eixam
afi	afi
copiat	copiat
premierul	premier
fix	arregla
fix	corregit
fix	fix
fix	fixes
fix	arreglat
defensiva	defensiva
defensiva	defensiu
periculos	perillós
periculos	perillosos
disciplina	disciplina
disciplina	disciplina
astronomice	astronòmic
phil	phil
segment	segment
martir	màrtir
zeii	déus
vinovat	culpable
avantaje	avantatges
raw	cru
raw	raw
informat	informat
informat	informats
inot	nedar
inot	natació
inot	nedar
inot	natació
blocare	bloqueig
blocare	bloqueja
blocare	bloqueig
proza	prosa
functionale	funcionals
functionale	funcional
vite	bestiar
vite	boví
interpret	intèrpret
piept	pit
piept	mamella
presiuni	pressió
presiuni	pressions
arctiidae	arctiidae
finlandeza	finès
consolidarea	enfortiment
consolidarea	consolidació
consolidarea	consolidar
six	sis
six	six
inel	anell
orar	horari
expusa	exposat
expusa	exposats
respinsa	rebutjat
tatari	tàtars
criteriu	criteri
criteriu	criteris
lausanne	lausana
lausanne	begues
dello	dello
consecinte	conseqüències
consecinte	conseqüències
qing	qing
furnizeaza	proveir
furnizeaza	aportar
furnizeaza	proporcionar
furnizeaza	proporciona
ursul	ós
ritual	ritu
ritual	ritual
gustave	gustave
ted	ted
steag	bandera
