से	od
वही	ista
वही	isti
वही	isto
संग्रहालय	muzeji
संग्रहालय	muzej
जीता	pobjeđuje
जीता	pobijedila
जीता	osvojen
जीता	pobijedio
जीता	pobijedila
जीता	osvojena
जीता	pobjedio
मुद्रा	valuta
मुद्रा	novac
मतलब	znači
मतलब	mean
युवा	omladina
युवा	mladi
युवा	mlada
युवा	young
युवा	mladić
शहरों	gradovi
अंतरिक्ष	prostor
संचार	komunikacija
संचार	komunikacija
प्रसारण	emitovanje
प्रसारण	emitovati
प्रसारण	emitira
प्रसारण	emitiranje
फुटबॉल	nogomet
फुटबॉल	fudbala
फुटबॉल	fudbalu
फुटबॉल	football
फुटबॉल	fudbal
नियमित	redovni
नियमित	redovnog
नियमित	redovan
नियमित	redovna
नियमित	redovnom
नियमित	redovnim
व्याख्या	napomena
व्याख्या	tumačenje
व्याख्या	objašnjenje
शेष	preostali
शेष	preostalih
शेष	preostala
शेष	preostale
शेष	lijevo
दावा	tvrde
दावा	tvrdnju
दावा	tvrdnje
दावा	tvrdi
मोबाइल	mobilni
मोबाइल	mobilne
संभावना	šanse
संभावना	vjerovatnoća
दिवस	dan
विधायक	mla
विधायक	zakonodavstvima
विधायक	zakonodavca
तर्क	argument
तर्क	logika
आपके	vaš
आपके	tvoje
आपके	your
विरुद्ध	protiv
परीक्षा	test
परीक्षा	ispit
परीक्षा	ispitu
परीक्षा	ispita
पाई	pita
महाभारत	mahabharata
भविष्य	budućnost
बिक्री	prodaja
बिक्री	prodaju
बिक्री	prodaja
इंटरनेट	internet
सम्मेलन	konferencija
सम्मेलन	konvenciji
सम्मेलन	konvencija
सम्मेलन	konvenciju
रानी	queen
रानी	kraljica
सिटी	grad
अच्छे	dobro
अच्छे	dobar
अच्छे	dobre
तुम	vi
तुम	ti
तुम	you
तुम	te
सिर	glava
दबाव	pritisak
बोर्ड	odbor
ख़ान	khan
ख़ान	kan
नियुक्त	imenuje
नियुक्त	angažovali
नियुक्त	zaposlio
नियुक्त	imenovao
नियुक्त	imenovani
नियुक्त	imenovana
नियुक्त	imenovalo
फरवरी	februar
फरवरी	feb
नेशनल	nacionalni
नेशनल	nacionalna
उर्दू	urdu
संसार	world
संसार	svjetski
संसार	svijet
कोलकाता	kolkata
प्रतिनिधित्व	zastupljenost
प्रतिनिधित्व	predstavništvo
प्रतिनिधित्व	predstavljanja
विचारों	ideja
विचारों	idejama
विचारों	ideje
प्रेरित	inspirisan
प्रेरित	inspirisala
समारोह	ceremoniji
समारोह	ceremonija
समारोह	svečanosti
समारोह	svečano
मस्तिष्क	mozak
घरेलू	domaće
घरेलू	domaćem
घरेलू	domaća
घरेलू	domaći
जेम्स	james
प्रायः	obično
प्रायः	često
मौसम	sezona
मौसम	vremenska
मौसम	sezona
सम्पूर्ण	cijela
सम्पूर्ण	čitave
अर्थात्	znači
भावना	emocija
भावना	osećaj
भावना	feeling
भावना	osjećaju
भावना	osjećaj
भावना	duh
भावना	džibril
गुणवत्ता	kvalitet
गुणवत्ता	kvaliteta
छात्र	student
खाना	hrana
मिले	našla
मिले	pronađen
मिले	pronađena
मिले	pronašli
मिले	pronašao
मिले	utvrdila
मिले	upoznao
निर्वाचित	izabran
कैंसर	rak
इटली	italija
सिद्धान्त	principi
सिद्धान्त	teorija
विरोधी	neprijateljski
विरोधी	neprijateljskog
राजवंश	dinastija
संक्रमण	tranziciji
संक्रमण	prelazni
संक्रमण	tranzicija
संक्रमण	infekcija
घाटी	dolina
नियंत्रित	kontrolira
नियंत्रित	kontrolom
विलियम	william
विलियम	vilim
विविध	razni
विकल्प	alternative
विकल्प	alternativa
विकल्प	opcije
विकल्प	opcija
होगी	will
होगी	će
होगी	ce
पशु	životinje
पशु	životinje
ज्यादातर	većinom
ज्यादातर	uglavnom
ईसाई	hrišćanski
ईसाई	christian
ईसाई	hrišćanska
ईसाई	kršćanska
ईसाई	hrišćanin
ईसाई	kristijan
प्रमाण	dokazi
प्रमाण	dokaz
याद	pamti
याद	se
कंपनियों	kompanije
मानसिक	psihičke
मानसिक	mentalne
मानसिक	mentalno
मानसिक	duševna
मानसिक	mentalno
रसायन	hemijska
रसायन	hemikalija
रसायन	hemijsko
रसायन	hemijski
रसायन	hemikalije
रसायन	hemija
प्रभावी	efikasan
प्रभावी	efikasno
विज्ञापन	oglašavanje
विज्ञापन	oglas
विज्ञापन	ads
ईश्वर	allah
ईश्वर	allaha
ईश्वर	allahu
ईश्वर	bog
आसानी	lakoće
अमरीका	amerika
शिकार	plen
शिकार	lov
शिकार	žrtva
रोगी	pacijent
रूसी	ruski
क्रांति	revolucija
अधीन	pod
गुप्त	gupta
गुप्त	tajna
मंडल	mandala
माने	grive
हृदय	cardiac
हृदय	srce
आयोग	komisija
हिंदू	hindu
शुद्ध	čisti
शुद्ध	čisto
शुद्ध	čista
तीसरे	treći
तीसरे	treća
तीसरे	treće
चर्च	crkava
चर्च	crkva
कार्यालय	rad
कार्यालय	kancelarije
कार्यालय	urede
कार्यालय	ured
कार्यालय	office
कार्यालय	kancelarija
परिवहन	prijevoz
परिवहन	prevoz
परिवहन	transport
परिवहन	transport
स्टार	zvijezda
वर्षा	padavina
वर्षा	kiša
जनरल	gen
जनरल	general
संदेश	poruka
संदेश	poruke
मार	ubiju
मार	ubistvo
मार	kill
मार	ubi
मार	ubiti
परिचय	uvođenje
परिचय	upoznavanje
परिचय	oko
परिचय	intro
उत्पत्ति	porijekla
उत्पत्ति	porijeklo
उत्पत्ति	geneza
मांग	potražnja
सोवियत	sovjetski
दौर	rundu
संचालन	operacija
संचालन	operacijama
संचालन	operacija
भौगोलिक	geografske
भौगोलिक	geografska
भौगोलिक	geografski
उपस्थित	prisustvovali
उपस्थित	pohađa
उपस्थित	prisutnima
उपस्थित	prisutan
अस्पताल	bolnica
अस्पताल	bolnice
परिवर्तित	promijenio
परिवर्तित	promijenila
परिवर्तित	promijenjen
परिवर्तित	modificirana
परिवर्तित	modifikovan
पेश	predstavljajući
स्वर	glasni
स्वर	samoglasnik
लघु	logaritam
लघु	manja
लाइन	linija
प्रश्न	query
प्रश्न	pitanje
प्रश्न	pitanja
आलोचना	kritika
आलोचना	kritike
पहाड़ी	pahari
पहाड़ी	brdo
जालस्थल	web
पुरानी	stare
पुरानी	stara
पुरानी	staro
पुरानी	stari
पुरानी	starije
पुरानी	starija
पुरानी	stariji
पसंद	izbor
पसंद	voli
सुझाव	prijedlozima
सुझाव	prijedlog
सुझाव	preporuka
सुझाव	preporuke
सुझाव	savjeta
खेती	poljoprivreda
खेती	žetve
लिखने	pisanje
वर्णित	opisala
वर्णित	opisane
वर्णित	opisan
वर्णित	opisao
विभाजन	diviziji
विभाजन	podjela
विभाजन	divizija
विभाजन	podjele
विभाजन	podjela
विभाजन	podjelu
विभाजन	podjele
विभाजन	podjeli
प्रशासनिक	upravna
विशेषता	osobina
विशेषता	kvalitet
विशेषता	kvaliteta
विशेषता	igranih
विशेषता	igrane
कठिन	hard
कठिन	teško
कठिन	teška
कठिन	težak
कठिन	teškom
कठिन	teški
कठिन	težak
कठिन	teško
कठिन	teška
कड़ी	veza
कड़ी	link
कड़ी	veza
कड़ी	lanac
एकमात्र	sole
ईरान	iran
क्षेत्रीय	regionalni
क्षेत्रीय	regionalna
जान	zna
जान	znaju
जान	know
लड़ाई	bitka
लड़ाई	borba
परिभाषित	definisani
परिभाषित	definisano
परिभाषित	definisan
परिभाषित	definisane
परिभाषित	definisana
अंश	frac
अंश	razlomak
ग्रामीण	ruralni
ग्रामीण	ruralne
रोड	put
प्रस्तावित	predložio
प्रस्तावित	predloženo
प्रस्तावित	predloženi
गायक	pjevačica
गायक	pjevač
इस्लाम	islam
समुद्री	morskih
समुद्री	morski
समुद्री	marine
समझा	razumiju
समझा	shvatili
समझा	razumije
उनको	ih
उपयोगी	koristan
उपयोगी	saradnici
उपयोगी	korisno
उपयोगी	korisni
उपयोगी	korisne
उपयोगी	korisna
उपयोगी	korisni
उपयोगी	komunalne
कोशिका	ćelija
केंद्रीय	central
केंद्रीय	centralni
केंद्रीय	centralna
सत्र	sjednicu
सत्र	sjednici
सत्र	sjednica
सत्र	sjednica
मिश्र	egipat
मिश्र	egipatska
मिश्र	egipatski
पहुँच	pristup
पहुँच	pristupa
पहुँच	access
पहुँच	dostići
पहुँच	pristupačnosti
पहुँच	dostiže
पहुँच	dostigne
मेरा	rudniku
मेरा	moje
मेरा	rudnik
मिस्र	egipat
मिस्र	egipatska
मिस्र	egipatski
गणराज्य	republika
छात्रों	studenti
छात्रों	učenici
पुराना	stare
पुराना	stara
पुराना	staro
पुराना	stari
पुराना	starije
पुराना	starija
पुराना	stariji
जम्मू	jammu
तेज	brzo
तेज	brza
तेज	brz
तेज	brzi
सम्राट	imperator
नवंबर	novembar
कारणों	razlozi
कारणों	razloga
सर	sir
सर	ser
प्रवाह	protoka
प्रवाह	protok
प्रवाह	flow
प्रवाह	strujanje
प्रवाह	teku
अपराध	priznanje
अपराध	kriminal
अमेरिकन	američki
अमेरिकन	amerikanac
व्यक्तित्व	ličnost
जन	jan
यूनाइटेड	ujedinjene
यूनाइटेड	united
यूनाइटेड	ujedinjena
यूनाइटेड	ujedinjeni
जापानी	japan
जापानी	japanski
रॉक	rok
रॉक	rock
लंबी	visoka
लंबी	visok
लंबी	visoki
लंबी	dugi
लंबी	dug
लंबी	dugu
लंबी	long
लंबी	dugo
गेम	igra
गेम	igara
गेम	igre
गेम	igrama
अन्दर	unutrašnjost
अन्दर	unutar
संपत्ति	imovine
संपत्ति	vlasništvo
संपत्ति	imovina
संपत्ति	imovinu
संपत्ति	imovinska
संपत्ति	imovina
संपत्ति	sredstva
संक्षिप्त	skraćenica
संक्षिप्त	kratko
संक्षिप्त	concise
क्यों	zašto
गलत	krivo
गलत	wrong
गलत	pogrešan
गलत	pogrešno
गलत	lažnih
संपूर्ण	cijela
संपूर्ण	čitave
सर्वोच्च	vrhovni
सर्वोच्च	vrhovno
सर्वोच्च	najviša
लेना	lena
भौतिकी	fizika
वाहन	vozila
वाहन	vozilo
फ़िल्में	filmovi
फ़िल्में	filmova
सैनिक	vojnik
सैनिक	vojska
डेटा	podatak
स्थिर	statike
स्थिर	stalan
स्थिर	postojan
दूध	mlijeko
विद्वानों	naučnici
मानना	vjeruju
रखना	zadrži
रखना	keep
बाह्य	vanjska
बाह्य	vanjski
उपस्थिति	prisustvo
उपस्थिति	prisustvo
समूहों	grupe
आये	došao
आये	došla
होटल	hotel
होटल	hotela
होटल	hoteli
होटल	hotelima
उच्चारण	pronunciation
साहित्यिक	književni
साहित्यिक	književna
पुरुषों	muškarci
पुरुषों	mens
वृक्ष	drvo
वृक्ष	drveće
निवेश	investiranje
निवेश	ulaganjima
निवेश	investitor
निवेश	investitora
निवेश	investicija
निवेश	ulaganja
निवेश	investicija
निवेश	investicije
तत्वों	elemenata
तत्वों	elementima
तत्वों	elementa
तत्वों	elemente
तत्वों	elementi
सत्य	istina
दार्शनिक	filozof
सौ	stotinu
सौ	stotine
सौ	hundred
सौ	stotina
आंतरिक	enterijera
आंतरिक	unutrašnje
आंतरिक	unutrašnja
आंतरिक	unutrašnji
निकल	nikl
प्रत्यक्ष	očigledno
प्रत्यक्ष	očigledni
प्रत्यक्ष	očigledan
प्रत्यक्ष	direktni
प्रत्यक्ष	direktna
प्रत्यक्ष	direktan
मित्र	prijatelji
मित्र	friends
मित्र	prijatelj
मित्र	drug
दर्द	bol
बिजली	elektricitet
बिजली	thunderbolt
बिजली	munja
कार्ड	karte
कार्ड	karta
कार्ड	kartica
बिंदु	tačaka
बिंदु	tačka
बिंदु	tačka
बुद्ध	budo
स्टेडियम	stadiona
स्टेडियम	stadion
हजार	hiljade
हजार	hiljadu
हजार	hiljada
अभाव	odsustva
अभाव	odsustvo
अभाव	odsustvu
रिलीज़	puštanje
रिलीज़	oslobađanje
शांति	mira
वितरण	distribuciji
वितरण	distribucija
वितरण	distribuciju
आय	prihoda
आय	prihodi
आय	prihode
आय	prihodi
आय	zarada
आय	prihod
रन	traje
रन	teče
फाइनल	finale
फाइनल	završni
फाइनल	konačni
फाइनल	finale
टेलीविजन	televizija
दैनिक	svakodnevne
दैनिक	dnevnik
दैनिक	svakodnevni
दैनिक	dnevni
न्याय	pravda
न्याय	pravde
फूल	cvijeća
फूल	flowers
फूल	cvijeće
फूल	cvijet
कल्पना	visualization
प्राप्ति	tražiti
प्राप्ति	sticanja
प्रसार	širenja
दिल	srce
दिल	srca
दिल	srcima
गाने	pesama
गाने	pjesme
गाने	pesme
गाने	pjesmama
गाने	pjesama
सुंदर	lijepe
सुंदर	lijepa
सुंदर	prilično
सुंदर	pretty
यानि	znači
हाउस	kuća
अफ़्रीका	afrika
इच्छा	želju
इच्छा	želja
भार	težina
खंड	odeljak
खंड	sekcija
खंड	blokirati
मिश्रण	miks
मिश्रण	mješavine
समर्पित	posvetio
समर्पित	posvećen
पहुंच	pristup
पहुंच	pristupa
पहुंच	access
स्मारक	spomenika
स्मारक	spomenici
स्मारक	spomenik
व्यास	prečnik
प्यार	ljubav
प्यार	voljeti
आन्दोलन	pokret
मंत्रालय	ministarstvo
आत्मा	duša
आत्मा	duh
आत्मा	džibril
हे	hej
निवासी	stanovnici
निवासी	stanovništvo
निवासी	stanovnika
निवासी	stanovnik
निवासी	stanovništvo
कह	kažu
जंक्शन	čvorište
खास	posebna
खास	specijalno
खास	specijalni
जलवायु	klima
बांग्लादेश	bangladeš
तय	fiksni
धारावाहिक	serijske
धारावाहिक	serijski
धारावाहिक	serijskog
धारावाहिक	serijska
धारावाहिक	epizode
धारावाहिक	epizoda
तारे	zvijezda
तारे	zvijezda
तारे	zvezde
बनाना	pravljenje
बनाना	izrada
बनाना	čime
बनाना	kreiranje
बनाना	stvaranje
बाकी	ostatak
बाकी	preostali
बाकी	preostalih
बाकी	preostala
बाकी	preostale
संत	sant
संत	svetaca
संत	saints
संत	sveti
संत	saint
ऊंचाई	visina
उपग्रह	sateliti
तुर्की	turska
तुर्की	turski
संस्कार	sahrane
संस्कार	obreda
अर्थव्यवस्था	privreda
बीमारी	bolest
बीमारी	oboljenja
बीमारी	bolest
वार्षिक	godišnje
वार्षिक	godišnjim
वार्षिक	godišnji
वार्षिक	godišnjem
वार्षिक	godišnja
परिसर	prostorije
परिसर	prostorija
परिसर	kompleksan
परिसर	kompleks
परिसर	kompleksna
अधिकतम	max
अधिकतम	maksimalna
अधिकतम	maksimalni
अधिकतम	maksimalne
अधिकतम	maksimum
अधिकतम	maksimalno
वैश्विक	globalni
वैश्विक	globalno
तभी	samo
अनिवार्य	obavezno
अनिवार्य	obavezni
अनिवार्य	obavezan
अनिवार्य	essentials
अनिवार्य	obaveznim
अनिवार्य	obaveznog
अनिवार्य	obavezno
अनिवार्य	suštinska
अनिवार्य	osnovni
उपाधि	stepenu
उपाधि	stepen
उपाधि	stepena
सामान्यतः	obično
तारा	zvijezda
द्वार	kapije
द्वार	gate
द्वार	kapiji
द्वार	kapija
द्वार	kapiju
द्वार	vrata
द्वार	vrata
द्वार	doors
मुख्यतः	uglavnom
आनंद	uživaju
आनंद	uživati
आनंद	anand
कम्पनी	kompanija
रे	ray
जिनकी	cije
स्थायी	trajni
स्थायी	trajnim
स्थायी	stalna
स्थायी	stalne
स्थायी	trajnog
स्थायी	trajnu
लकड़ी	drvena
लकड़ी	drveni
लकड़ी	drvene
लकड़ी	drvenih
लकड़ी	drvenim
लकड़ी	drva
लकड़ी	drvo
गोल	rand
गोल	gol
गोल	cilj
गोल	rundu
तल	kata
तल	spratu
तल	poda
तल	sprat
तल	dno
ऋण	kredit
ऋण	duga
ऋण	dug
ऋण	pozajmice
ऋण	krediti
ऋण	kredita
ऋण	minus
दास	das
नंबर	broj
त्वचा	koža
नोबेल	nobelova
नोबेल	nobel
अधिकारियों	oficiri
अधिकारियों	službenici
अधिकारियों	oficire
अधिकारियों	rukovodioci
अधिकारियों	rukovodiocima
जटिल	razrađene
जटिल	kompleksan
जटिल	kompleks
जटिल	kompleksna
हमला	napad
आपूर्ति	zalihe
आपूर्ति	zaliha
आपूर्ति	opskrbljuje
आपूर्ति	namirnica
आपूर्ति	snabdijevanje
अर्थशास्त्र	ekonomija
दर्ज	snimila
दर्ज	snimljene
दर्ज	snimljen
दर्ज	snimio
हस्ताक्षर	potpisivanje
हस्ताक्षर	potpisa
हस्ताक्षर	potpis
कानूनी	legalno
कानूनी	pravna
कानूनी	pravne
कानूनी	pravni
कानूनी	pravnih
टिप्पणी	komentara
टिप्पणी	komentar
टिप्पणी	note
टिप्पणी	nota
टिप्पणी	komentari
टिप्पणी	komentarima
डे	dey
स्मृति	sjećanje
स्मृति	uspomena
स्मृति	pamćenje
स्मृति	memorija
स्मृति	memorije
स्मृति	memorijski
वेद	veda
राजनैतिक	politička
राजनैतिक	politički
तीव्र	brzo
तीव्र	brza
तीव्र	brz
तीव्र	brzi
तीव्र	tropske
तीव्र	tropski
तीव्र	tropska
तीव्र	intenzivne
तीव्र	intenzivan
सम्बन्धित	odgovarajući
सम्बन्धित	odgovarajućeg
सम्बन्धित	vezani
सम्बन्धित	vezane
हाइड्रोजन	vodik
चयन	selekcija
चयन	izbor
राजनीतिज्ञ	političar
यूनानी	grčki
यूनानी	grčka
जॉर्ज	george
डीवीडी	dvd
स्वर्ण	zlato
ठोस	čvrsto
ठोस	čvrste
सभ्यता	civilizacija
मशीन	mašina
विदेश	stranih
विदेश	strani
विदेश	stranim
दवा	medicina
दवा	lijekovima
शेयर	dionica
शेयर	dijeli
गर्म	hot
गर्म	vrelo
सौर	solarni
सौर	sunčev
सौर	solarne
पंथ	vjere
एशियाई	azijsko
एशियाई	azijski
एशियाई	azijske
एशियाई	azijska
अपेक्षाकृत	relativno
परिभाषा	definicija
पति	muž
सफेद	bijela
सफेद	bijeli
संधि	pakt
संधि	sporazum
वैकल्पिक	alternativna
वैकल्पिक	alternativa
वैकल्पिक	log
हार	ogrlicu
हार	poraz
हार	poraza
समाधान	rezolucija
समाधान	rješenje
समाधान	rješenja
समाधान	rešenje
समाधान	rješenja
जेल	zatvor
जेल	zatvor
जोड़ा	par
जोड़ा	nekoliko
हिमालय	himalaya
हिमालय	himalaji
राजमार्ग	autoputevi
राजमार्ग	autoputeva
राजमार्ग	autoput
पेड़	drvo
पेड़	drveće
कैरियर	karijeru
कैरियर	karijere
कैरियर	karijera
कैरियर	nosača
कैरियर	nosač
कैरियर	karijere
इंच	pedalj
डिजिटल	digitalnu
डिजिटल	digitalna
डिजिटल	digitalne
डिजिटल	digitalni
डिजिटल	digitalnoj
निगम	korporacija
आग	vatra
चैम्पियनशिप	championship
चैम्पियनशिप	šampionat
चैम्पियनशिप	prvenstvo
शराब	alkohol
शराब	vino
पौधे	biljke
पौधे	biljke
जमीन	land
जमीन	kopnena
जमीन	zemlja
जमीन	terenu
जमीन	tlo
जमीन	kopnena
जमीन	tlu
जमीन	ground
खाने	jede
हाथों	ruke
हाथों	rukama
बाज़ार	bazar
बाज़ार	tržišta
बाज़ार	tržište
बाज़ार	tržišta
आदमी	muškarac
मस्जिद	džamija
किरदार	likovi
नुकसान	gubitak
नुकसान	gubitke
नुकसान	gubici
नुकसान	štetu
नुकसान	oštećenja
नुकसान	štete
नुकसान	oštećenje
आकर्षित	privukla
आकर्षित	privuklo
आकर्षित	privlače
आकर्षित	privlačenje
आकर्षित	privući
लाने	fetch
रस	sokovi
रस	sok
ऑनलाइन	online
सेट	setu
सेट	set
सेट	postavio
सेट	postavljeni
सेट	seta
भेद	tajna
फोन	telefon
फोन	telefona
मनोविज्ञान	psihologija
मगध	magadha
शक्तिशाली	moćna
शक्तिशाली	moćan
व्याकरण	gramatika
कौन	ko
कौन	koji
चिह्न	simbol
चिह्न	simboli
चिह्न	simbola
चिह्न	znak
चिह्न	ikona
वर्गीकरण	klasifikacija
आरोप	optužbe
आरोप	optužbi
उड़ान	leta
उड़ान	let
महासागर	okeanima
महासागर	okeani
महासागर	okean
माल	bogatstvo
एयर	vazduh
महसूस	osjete
महसूस	osjećaju
महसूस	osjeti
महसूस	osjeća
अध्याय	poglavlje
अध्याय	poglavlja
विमानक्षेत्र	aerodrom
दान	poklonio
दान	donirana
दान	donirala
दान	donacija
दान	donaciju
दान	donirati
दान	donacija
दान	donacije
अनुपात	gradijent
अनुपात	odnos
विद्रोह	ustanak
विद्रोह	pobunu
विद्रोह	pobuna
विद्रोह	pobunu
विद्रोह	pobuni
विद्रोह	pobune
कक्षा	predavanje
कक्षा	orbitu
कक्षा	orbiti
स्नातक	diplomirao
स्नातक	bachelor
स्नातक	matura
स्नातक	diplomirani
इंजीनियरिंग	inženjerstvo
मूर्ति	statue
मूर्ति	idol
माइकल	michael
संस्थापक	osnivača
संस्थापक	osnivač
इलाज	lijek
इलाज	lek
इलाज	lijeku
इलाज	liječenje
इलाज	lečenje
इलाज	tretman
इलाज	tretmanu
अवधारणा	pojam
अभ्यास	praksu
अभ्यास	praksi
अभ्यास	praksom
अभ्यास	praksa
शाही	royal
शाही	kraljevska
शाही	kraljevsko
शाही	kraljevski
पाकिस्तानी	pakistan
पाकिस्तानी	pakistanski
ब्लैक	crni
ब्लैक	crna
भेजा	poslata
भेजा	poslali
भेजा	poslao
भेजा	poslan
संसाधन	resurs
संसाधन	resursi
संसाधन	resurse
देवनागरी	devanagari
जीन	gen
मजबूत	jaka
मजबूत	jaki
प्रोग्राम	program
प्रोग्राम	programima
प्रोग्राम	programi
मिश्रित	mješovite
मिश्रित	mješovita
मिश्रित	mikser
निरंतर	kontinuirani
निरंतर	neprekidna
निरंतर	konstanta
प्रबंध	vođenje
प्रबंध	upravljanje
पदक	medalja
पदक	medalju
व्यंजन	kuhinja
परिस्थितियों	situacijama
जमा	depozita
स्त्री	žena
स्त्री	ženka
चित्रण	ilustracija
यातायात	saobraćaj
यातायात	transport
यातायात	airways
सूक्ष्म	suptilna
सूक्ष्म	mikro
लंबाई	dužina
हेनरी	henri
हेनरी	henry
डाला	ušla
डाला	ušli
डाला	ušao
समीक्षा	pregled
मोटर	motor
कर्मचारियों	uposlenici
हमले	napadi
हमले	napad
अक्षर	slog
अक्षर	pisma
अक्षर	slova
अक्षर	karaktera
अक्षर	karakter
अक्षर	lik
अक्षर	pismo
अक्षर	slovo
अक्षर	likovi
कारक	faktori
कारक	faktor
किंगडम	kraljevina
किंगडम	kraljevstvo
हिन्द	indo
हिन्द	hind
जल्दी	brzo
जल्दी	ranim
जल्दी	brzo
घाट	ford
यंत्र	uređaj
यंत्र	uređaji
यंत्र	instrument
यंत्र	mašina
यंत्र	instrumente
यंत्र	instrumenata
कदम	korak
कदम	koraka
कदम	koraci
साथी	saučesnik
साथी	partnera
साथी	partner
ऊपरी	gornji
ऊपरी	uppercase
पुस्तकों	knjige
पुस्तकों	knjiga
आशा	nada
आशा	nade
नौ	devet
रचित	sastavljene
ऊँचाई	visini
ऊँचाई	visina
ऊँचाई	visina
आकर्षण	atrakcija
आकर्षण	privlačnost
आकर्षण	atrakciju
आकर्षण	harizma
आकर्षण	šarma
आकर्षण	atrakcija
आकर्षण	atrakcije
सर्वेक्षण	ispitivanja
सर्वेक्षण	istraživanje
सर्वेक्षण	ispitivanje
मुहम्मद	muhammed
स्टूडियो	studio
राज्यपाल	guverner
रोगियों	pacijenti
रोगियों	pacijentima
रोगियों	pacijenata
रोगियों	pacijente
गेंद	lopta
राजाओं	kraljevi
पुस्तकालय	biblioteka
बॉलीवुड	bollywood
सिनेमा	kino
सिनेमा	kinematografija
सिनेमा	cinema
प्राणी	životinje
प्राणी	stvorenje
अंग्रेजों	britanski
अंग्रेजों	britansko
अंग्रेजों	britanska
अंग्रेजों	britanske
अंग्रेजों	britanci
कर्मचारी	radnik
कर्मचारी	uposlenici
कर्मचारी	radnik
काले	crni
काले	crna
मंच	platforma
मंच	platformi
मंच	platformu
मंच	platforme
मंच	forum
प्रेरणा	motivacija
प्रेरणा	inspiracija
मारे	ubila
मारे	ubili
मारे	ubio
मारे	ubijena
मारे	ubijen
मारे	ubijeni
तीसरा	treći
तीसरा	treća
तीसरा	treće
हिमाचल	himachal
तुरंत	odmah
अकबर	akbar
शुरूआत	počevši
शुरूआत	početak
शुरूआत	lansira
कृत्रिम	vještačko
कृत्रिम	vještačka
फिल्में	filmovi
फिल्में	filmova
यात्री	putnici
यात्री	putnika
यात्री	putnike
यात्री	putnik
यात्री	putopisac
चार्ल्स	charles
प्रगति	napredak
विद्वान	učenjaka
विद्वान	učenjak
जहाज	brod
जहाज	brodovi
जहाज	brodove
जहाज	brodovima
बचपन	djetinjstvo
बातचीत	razgovori
बातचीत	interakcija
बातचीत	interakcije
केंद्रित	centered
केंद्रित	usmjereni
केंद्रित	fokusirana
तारीख़	datum
नर	mužjak
संकट	kriza
असम	assam
रोगों	bolesti
रोगों	oboljenja
जानी	jani
बाबा	baba
फ्रेंच	francuski
वीर	vir
वीर	hrabri
वीर	herojska
उपयोगकर्ता	korisnički
उपयोगकर्ता	korisnik
उपयोगकर्ता	korisnici
उपयोगकर्ता	korisnika
बिल	bil
बिल	bill
ग्रैंड	velika
ग्रैंड	grand
ग्रैंड	reisul
निर्देशित	usmjeren
निर्देशित	režija
निर्देशित	režirao
निर्देशित	upućen
निर्देशित	vođen
प्रोटीन	proteina
प्रोटीन	proteine
प्रोटीन	proteinima
प्रोटीन	proteini
हास्य	humor
हास्य	komedija
ग्राहक	mušterija
ग्राहक	klijentima
ग्राहक	klijent
तृतीय	iii
तृतीय	treći
तृतीय	treća
तृतीय	treće
हैदराबाद	hyderabad
तिथि	datum
खाते	računa
देवताओं	bogove
देवताओं	bogovi
देवताओं	božanstava
देवताओं	bogova
देवताओं	bogovima
नवीन	inovativni
नवीन	inovativnih
खाड़ी	zaliv
खाड़ी	zaliva
खाड़ी	zaliv
तरल	tečnost
संबद्ध	pripadnost
संबद्ध	saradnik
दौरे	turneja
दौरे	tour
संयोजन	sastav
संयोजन	kompozicija
संयोजन	sastavu
संयोजन	kombinacija
संयोजन	integracija
निदेशक	režiser
निदेशक	direktor
किला	dvorac
किला	tvrđava
किला	utvrđenje
किला	fort
मंगल	tue
मंगल	mars
अन्तर्राष्ट्रीय	međunarodno
अन्तर्राष्ट्रीय	međunarodni
अन्तर्राष्ट्रीय	international
शुल्क	takse
शुल्क	naknadu
शुल्क	naknada
शुल्क	naknade
लोगो	logo
लोगो	logos
माह	meseci
माह	mjesecima
माह	mjesec
सलाह	savjet
आहार	ishrana
स्वामित्व	vlasništvu
स्वामित्व	vlasništva
स्वामित्व	vlasništvo
गिरजाघर	katedrala
गिरजाघर	crkva
पीढ़ी	generacija
गृह	dom
गृह	home
छवि	slike
छवि	imidžu
छवि	imidž
छवि	slika
पुष्टि	potvrdila
पुष्टि	potvrdio
पुष्टि	potvrđeno
पुष्टि	potvrda
कलाकारों	umjetnici
यूनिवर्सिटी	univerzitet
औपचारिक	formalne
औपचारिक	formalna
औपचारिक	formalni
जातियों	trkama
जातियों	rasa
जातियों	utrka
जातियों	utrke
वित्त	finansije
तीर्थ	hadždž
मध्यम	medium
मध्यम	srednji
मध्यम	srednjim
मध्यम	srednje
मध्यम	srednja
मध्यम	umjereno
द्रव	tečnost
अनुरोध	zahtjevi
अनुरोध	zahtjeva
अनुरोध	zahtjev
जोर	glasno
जोर	naglasak
संभावित	potencijal
संभावित	mogući
संभावित	moguće
हमारी	naše
हमारी	naša
हमारी	naš
विपणन	marketing
मनाया	proslavila
मूल्यांकन	evaluacije
मूल्यांकन	procjenu
मूल्यांकन	procjene
मूल्यांकन	ocjena
मूल्यांकन	mjerenje
वाक्य	kaznu
वाक्य	rečenica
वाक्य	kazna
वाक्य	presudom
वाक्य	rečenica
वाक्य	presude
वाक्य	rečenice
डाटा	podatak
