antologia	антологія
asiatico	азійський
eco	еко
eco	echo
eco	ехо
eco	відлуння
lars	ларс
latini	латинська
latini	латинської
latini	латинські
urbino	урбіно
powell	павелл
ricognizione	recon
ricognizione	розвідка
ricognizione	розвідувальний
mind	mind
mind	розум
lento	повільно
lento	повільні
lento	повільний
pacific	тихий
illustratore	ілюстратор
venduta	продано
mars	марс
mars	mars
jonas	йонас
public	публічний
public	громадське
public	паблік
public	відкритий
public	публічна
public	громадського
fortificazioni	печерської
fortificazioni	укріплення
thailandia	таїланд
radiazione	радіація
radiazione	випромінювання
radiazione	радіації
veda	veda
vario	parus
vario	різні
vario	різне
sopravvivenza	виживання
xavier	xavier
visitatori	відвідувачів
visitatori	відвідувачі
visitatori	гостю
visitatori	гість
visitatori	відвідувач
visitatori	відвідувачі
roberta	роберта
saltare	стрибати
saltare	перехід
saltare	стрибок
saltare	перейти
saltare	пропустити
saltare	скаче
laguna	лагуна
laguna	лагуна
alpha	alpha
alpha	альфа
rappresentati	представлено
derek	дерек
nestor	нестор
stoccarda	stuttgart
castiglione	кастільоне
tullio	туллій
tullio	тулліо
galli	галлі
galli	курок
atlantic	атлантичний
atlantic	атлантична
atlantic	atlantic
nutre	стрічки
nutre	подачі
nutre	подач
seguaci	читачів
seguaci	читачі
ricostruito	перебудовано
ricostruito	відбудувати
secondari	вторинної
rispettivi	законним
rispettivi	відповідними
fusoliera	фюзеляж
butler	батлер
sospeso	призупинено
apostoli	апостолів
walt	уолт
vendute	продано
volti	облич
volti	обличчя
cooperazione	співпраці
cooperazione	співробітництво
cooperazione	співпрацю
verlag	verlag
egiziano	єгипетський
egiziano	єгипетська
mississippi	міссісіпі
armeno	вірменська
miniere	гірнича
miniere	мін
miniere	копальні
miniere	міни
rilascio	випуск
rilascio	реліз
rilascio	випуску
rilascio	звільнення
uniche	унікальний
uniche	унікальне
uniche	унікальні
ashley	ешлі
afghanistan	афганістану
afghanistan	афганістан
miranda	міранда
missile	ракети
missile	ракета
missile	ракета
pugno	удару
pugno	кидок
pugno	удар
pugno	кулак
liegi	льєж
astronomia	астрономія
pensione	пенсія
saudita	саудівська
masse	маси
ezio	еціо
depositi	скидає
corruzione	хабарництво
corruzione	корупція
chiedendo	запитує
chiedendo	питаю
chiedendo	прошу
mila	міла
direttiva	директива
avviato	почалося
avviato	почалось
avviato	почали
avviato	розпочато
avviato	почався
avviato	почато
avviato	macaca
avviato	ініціювали
spettro	примара
spettro	привид
spettro	контррозвідки
spettro	спектр
pannelli	панелях
pannelli	панелі
pannelli	панелей
garcia	гарсія
garcia	гарсія
genera	створити
genera	створює
illuminazione	освітленості
illuminazione	освітлення
doge	дож
incrociatori	cruisers
singapore	сінгапурі
singapore	сінгапуру
fisher	фішер
minacce	загрози
minacce	погроз
minacce	погрози
minacce	загроза
minacce	погроза
minacce	загрозу
armstrong	армстронг
mezzogiorno	полудень
mangiare	їли
mangiare	їм
mangiare	їсти
mangiare	їж
mangiare	їсти
aurora	аврора
trappola	пастка
bucarest	бухарест
karen	карен
cortina	кортіна
esposta	відкритий
meccanismi	механізми
fattoria	ферма
marinai	матроса
camp	табір
petrolio	олива
petrolio	олія
petrolio	нафта
petrolio	нафтовий
petrolio	нафту
petrolio	нафта
mas	mas
mas	мас
protestante	протестантська
manifesta	manifest
jaime	джеймі
jaime	хайме
avanguardia	венгард
primario	основний
primario	основне
primario	основна
bin	скринька
amata	кохав
amata	коханою
amata	коханим
amata	коханої
amata	коханим
amata	кохана
amata	коханий
amata	коханого
arancione	апельсин
arancione	помаранчевий
lipsia	лейпциг
orazio	ораціо
orazio	гораціо
orazio	встали
tyler	тайлер
elite	еліта
joel	джоел
combinata	комбінований
alpini	alpine
incisione	гравірування
incisione	розріз
wendy	венді
stand	стоїть
stand	стоїмо
stand	стенд
stand	stand
stand	бут
assassinato	убитий
assassinato	вбито
rom	rom
rom	roma
rom	роми
rom	рома
quattrocento	кватроченто
sacramento	таїнство
complete	завершене
complete	завершити
complete	повний
complete	завершення
complete	завершений
protetto	захищений
protetto	захищена
protetto	захищено
carburante	пальне
carburante	паливо
carburante	палива
xbox	xbox
rabbia	злість
rabbia	гнів
rabbia	сказ
rabbia	лють
erroneamente	помилково
julien	жульєн
edwin	едвін
kenny	кенні
uscite	вихід
uscite	виходу
uscite	вийти
uscite	виходи
seven	сім
seven	сімка
giovedì	четвер
manhattan	манхеттен
protette	захищений
protette	захищена
protette	захищено
pesantemente	сильній
colpita	вражений
colpita	враженням
finanziario	фінанси
finanziario	фінансові
finanziario	фінансова
imparare	навчання
imparare	дізнатися
imparare	вчити
imparare	вчитись
imparare	навчитися
dignità	гідності
dignità	гідність
ridotte	зведена
rari	рідкісна
rari	рідкісні
rari	рідкісний
rari	рідкість
rari	рідкісне
cacciatori	мисливці
romanico	романський
cavità	лопатки
espressioni	вирази
espressioni	виразів
violenta	агресивних
violenta	жорстокі
violenta	жорстоке
debito	борг
debito	боргу
assumendo	виходячи
assumendo	напрошується
assumendo	припустимо
assumendo	припущення
hank	хенк
decimale	десятковий
adventures	пригоди
falco	falcon
falco	сокіл
falco	яструб
falco	hawk
torinese	торинезе
foster	фостер
continue	продовження
lirica	ліричних
lirica	лірична
madame	мадам
madame	madame
iscrizioni	напис
iscrizioni	написів
iscrizioni	текстами
iscrizioni	реєстрації
iscrizioni	реєстрація
marx	маркс
marx	маркса
daniela	даніела
storm	шторм
storm	буря
fretta	кайф
fretta	поспіх
portaerei	авіаносець
polemica	спір
elsa	ельза
battesimo	хрестини
battesimo	хрещення
laurent	лоран
interazione	взаємодія
interazione	взаємодії
islamica	ісламський
diagnosi	діагноз
diagnosi	діагностика
diagnosi	діагностики
diagnosi	діагностика
africana	африканська
africana	африканський
africana	африканські
africana	африканських
prestazione	ефективність
prestazione	виступ
adulto	дорослих
adulto	доросла
adulto	дорослі
adulto	доросле
adulto	дорослий
medioevale	середньовічна
carla	карла
digitali	цифрове
digitali	digital
digitali	цифрова
digitali	цифровий
ferita	рана
conservate	зберегла
conservate	зберігав
glasgow	glasgow
controlla	перевірити
controlla	перевірте
installato	встановлені
installato	встановлено
installato	встановлений
hawaii	гаваї
reliquie	мощі
reliquie	реліквій
dolci	цукерки
dolci	солодощі
dolci	солодке
dolci	торти
dolci	солодка
dolci	солодкі
dolci	солодкий
dolci	десерти
shanghai	шанхай
malcolm	малкольм
pole	поле
pole	полюс
espressa	express
espressa	експрес
espressa	висловив
espressa	висловили
quotidiani	газетах
quotidiani	газети
poggio	поджо
false	false
evil	зла
evil	злом
evil	evil
evil	зло
operativi	оперативного
operativi	оперативна
operativi	готовності
improvviso	несподівана
censura	цензура
browser	браузер
browser	навігатор
browser	переглядач
ombre	тіні
ombre	тіней
ombre	морок
ombre	shadow
ombre	тінь
nasa	наса
nasa	nasa
alonso	алонсо
sconosciuta	невідомий
sconosciuta	невідомо
sconosciuta	невідома
sconosciuta	невідомі
sconosciuta	невідоме
ducale	ducale
margini	поля
margini	поле
incrocio	перетин
catturati	полон
catturati	спіймав
catturati	захопили
catturati	захоплені
eastern	східна
eastern	східної
eastern	східні
stevens	стівенс
doug	дуг
gilles	жиль
imo	imo
pakistan	пакистану
pakistan	пакистан
rod	род
invisibile	невидимі
invisibile	невидимий
invisibile	небачені
invisibile	непомітно
ltd	ltd
unesco	юнеско
mammiferi	mammalian
mammiferi	ссавців
mammiferi	ссавці
superstiti	survivors
superstiti	вижили
biologia	біологія
biologia	біології
sonata	соната
crema	крем
crema	вершки
assia	гессе
assia	гессен
esclusiva	ексклюзивний
esclusiva	ексклюзив
esclusiva	ексклюзивні
profeta	пророк
cartone	картон
cartone	картон
attivamente	активно
bando	помічав
bando	помічати
bando	зауваження
bando	помітити
provenza	прованс
brigate	бригад
brigate	бригади
incredibile	вражає
incredibile	вражаюче
incredibile	дивовижно
incredibile	amazing
incredibile	неймовірний
incredibile	неймовірно
incredibile	неймовірна
comunicare	спілкування
comunicare	спілкуються
discreto	дискретний
assegnazione	виділення
assegnazione	призначення
assegnazione	присвоєння
patricia	патриція
sfruttamento	експлуатація
bond	бонд
sviluppati	розробили
sviluppati	розроблений
sviluppati	розроблено
ana	анно
ana	ана
ana	ена
cerchi	кіл
cerchi	кола
rap	реп
sparta	спарта
baroni	барони
persiano	перська
six	шість
six	шестеро
cileno	чилійський
visite	відвідувань
visite	відвідування
veronica	вероніка
generare	створюю
generare	створюється
generare	створити
valvole	клапан
valvole	клапани
tolosa	тулузи
maya	мая
maya	майя
pink	рожева
pink	рожевий
acquistare	купити
acquistare	придбати
acquistare	покупка
acquistare	придбання
acquistare	покупку
acquistare	купити
acquistare	придбати
decima	десяту
decima	десятий
trascorso	витрачено
trascorso	витрачений
trascorso	пройшло
parodia	пародія
wells	веллс
alejandro	алехандро
risposto	відповідає
risposto	відповіли
risposto	відповів
risposto	відповіла
risposto	відповіла
risposto	відповіли
pasqua	пасха
pasqua	великдень
ordina	впорядкувати
ordina	сортування
ordina	сортувати
ordina	замовити
ordina	ордер
ordina	наказ
ordina	порядок
made	зробила
made	made
too	теж
too	надто
too	занадто
marketing	маркетинг
ventura	вентура
etica	етичних
etica	етика
convoglio	конвой
turni	зміни
cole	коул
collaborazioni	співпраця
ribelle	rebel
ribelle	renegade
dinamica	динаміка
dinamica	динамічний
dinamica	динамічні
dinamica	динамічна
dinamica	динамічне
emi	emi
montato	змонтовано
edilizia	будівництво
edilizia	будівництва
plastica	пластмас
plastica	пластик
plastica	пластику
plastica	купляти
vantaggi	переваги
vantaggi	вигоди
vantaggi	переваги
vantaggi	плюси
vantaggi	перевагу
vantaggi	перевага
vantaggi	перевагою
risolto	вирішено
risolto	недолік
risolto	вирішено
risolto	вирішили
risolto	фіксована
risolto	виправлено
risolto	фіксований
clarke	кларк
gun	рушниця
gun	гармата
gun	пістолет
narrazione	творчість
narrazione	поема
navrátilová	навратілова
distribuiti	поширюється
osservatore	спостерігач
osservatore	спостерігача
osservatore	спостерігач
fair	ярмарок
fair	справедливо
fair	справедлива
fair	справедливий
original	оригінал
original	оригінальна
original	оригінальне
original	початкове
original	оригінальний
diamante	diamond
diamante	діамант
coinvolgimento	участь
quote	квоти
quote	надійніше
divino	божественна
divino	служба
caos	хаос
ripeto	повторювати
ripeto	повторити
ripeto	повторюю
ripeto	повторення
divorzio	розлучення
planet	planet
planet	планета
shaw	шоу
shaw	шо
imperatori	імператор
imperatori	імператорів
globe	глобус
volontario	волонтерська
volontario	добровільно
volontario	добровільна
volontario	волонтер
volontario	волонтера
hughes	хьюз
linux	linux
ivo	іво
funzionale	функціональні
funzionale	функціональна
misteriosa	загадкова
alaska	аляска
tradurre	переклад
tradurre	переклад
tradurre	перекласти
tradurre	перекладати
attendere	очікування
attendere	чекаю
attendere	чекайте
attendere	почекайте
attendere	чекати
attendere	почекати
nunzio	нунцій
nicolás	ніколас
riti	обрядів
tipografia	типографія
impiegata	служить
impiegata	приймав
impiegata	робітника
affermazioni	умовних
adesione	accession
reich	рейх
reich	рейху
indonesia	індонезія
indonesia	індонезії
doctor	лікар
doctor	лікаря
doctor	доктор
doctor	лікарю
applicato	застосування
applicato	застосовано
applicato	звернулася
cara	кара
cara	cara
superando	випереджаючи
esegue	виконує
esegue	виконує
causata	призвела
causata	викликала
causata	завдали
palatinato	пфальц
ovunque	всюди
ovunque	нікуди
ovunque	всюди
ovunque	скрізь
precipitazioni	опадами
precipitazioni	опадів
processore	процесор
ricostruire	відбудувати
ricostruire	заново
nikolaj	микола
nikolaj	микола
mann	mann
proteste	протест
proteste	протести
membrana	мембрана
banche	береги
banche	банків
banche	банки
banche	банківської
validi	чинного
validi	дійсний
validi	чинний
validi	чинну
piombo	лід
piombo	свинець
piombo	ведучий
piombo	ліда
ripristino	відновлення
ripristino	відновити
ripristino	відновлення
ripristino	реставрація
ripristino	відновлення
gustav	густав
nazisti	нацистів
nazisti	нацистам
nazisti	нацисти
sita	сіта
bon	бон
faro	маяк
effettivi	ям
edimburgo	единбург
hood	гуд
hood	худ
hood	капот
cripta	crypt
uovo	яйце
rifiuti	відходи
rifiuti	переводити
rifiuti	відходів
entrate	прибуток
entrate	дохід
cancelliere	канцлер
primogenito	первістка
incidenti	нещасні
incidenti	випадки
sonda	зонд
boeing	боїнг
boeing	boeing
applicare	застосувати
finanze	фінанси
finanze	фінанси
livio	лівіо
grasso	фатті
grasso	жирні
grasso	жирний
grasso	жиру
grasso	жирна
grasso	жири
annuncio	оголошення
annuncio	анонс
innumerevoli	незліченні
aggregato	агрегат
collettivo	колектив
febbre	гарячка
febbre	жар
febbre	лихоманка
sella	сідло
cacciatore	мисливець
mattoni	блоки
mattoni	цегла
mattoni	цеглу
mattoni	цегла
seta	шовку
seta	шовк
ideali	ідеали
ideali	ідеалів
ideali	ідеал
primera	primera
liberali	лібералів
liberali	ліберальна
elettronico	електронне
elettronico	електронні
elettronico	електроніка
elettronico	електронна
elettronico	електронний
animati	анімація
animati	анімація
animati	анімаційний
animati	анімаційна
estetica	естетика
estetica	естетична
sonno	сонна
sonno	сонний
sonno	сліпі
sonno	сон
sonno	спати
sonno	забуте
sonno	спить
shadow	тіней
shadow	морок
shadow	shadow
shadow	тінь
occupare	займають
eccezionale	визначні
eccezionale	видатним
eccezionale	винятковий
chiostro	клуатр
incisioni	гравірування
lopez	лопес
progressivo	прогресивна
progressivo	прогресивний
progressivo	прогресивні
progressivo	тривалий
rischi	hazards
rischi	ризики
rischi	ризик
fusto	бочку
fusto	бочка
fusto	stem
rumore	шум
specializzato	спеціалізовані
specializzato	спеціалізована
palestina	автономії
rinascita	rebirth
rinascita	відродження
kyle	кайл
abc	abc
sceglie	обирає
scout	розвідник
scout	розвідники
arabia	аравія
arabia	аравії
osservata	спостерігала
attrazione	привабливості
attrazione	атракціон
attrazione	притягнення
divieto	заборонити
divieto	заборону
divieto	заблокувати
divieto	бан
divieto	заборони
divieto	заборона
earl	ерл
nana	nana
intelligente	влучно
intelligente	розумний
intelligente	розумна
intelligente	розумні
intelligente	розумно
intelligente	розумні
intelligente	інтелектуальний
intelligente	розумним
intelligente	смарт
intelligente	розумний
intelligente	smart
minoranza	меншості
navarra	наварра
navarra	pamplona
navarra	navarra
abraham	авраам
abraham	абрахам
meriti	заслуговують
meriti	заслужила
meriti	вчинок
meriti	заслуги
michail	михайло
michelle	мішель
molecola	молекула
molecola	молекули
square	квадратний
square	площа
square	квадрат
anversa	антверпен
steel	сталь
magica	чарівна
magica	магія
magica	magic
magica	магічні
magica	чарівне
magica	магічне
bompiani	bompiani
significative	значний
bacio	поцілунки
bacio	поцілунок
bacio	kiss
spara	shoot
spara	стріляти
spara	стріляй
spara	випускає
spara	стріляє
elisa	еліза
elisa	еліза
rispose	відповідає
rispose	відповіли
rispose	відповів
rispose	відповіла
supergigante	надгігант
sensibile	чутливі
sensibile	урахуванням
generico	загальна
generico	загальні
generico	звичайний
generico	загальний
generico	загальне
cartoni	упаковок
guarnigione	гарнізон
coll	coll
incantesimo	чар
incantesimo	чари
incantesimo	пишеться
incantesimo	закляття
spade	шаблі
spade	мечі
senna	сен
senna	сенна
oliva	оливкова
oliva	оліва
oliva	олива
bureau	бюро
innocenzo	невинних
innocenzo	невинні
innocenzo	невинний
ramírez	рамірес
medievali	середньовічна
diamond	diamond
diamond	діамант
mappe	карти
mappe	мапи
mappe	картах
soccer	футбол
chang	чан
miniera	копальня
miniera	моє
miniera	мій
miniera	міна
battute	жарти
determina	визначає
determina	визначити
onorario	почесний
trovate	пошук
trovate	знайти
trovate	знайдіть
trovate	find
selezionato	вибраний
selezionato	обрані
selezionato	вибрані
selezionato	вибране
selezionato	вибрано
nido	гніздо
pubblicamente	публічно
ordinaria	звичайну
ordinaria	незвично
ordinaria	звичайні
belli	прекрасні
belli	красивий
belli	красива
belli	красиві
belli	беллі
bundesliga	бундесліга
riso	рис
riso	рису
player	гравця
player	програвач
player	гравець
volpe	фокс
volpe	лисиця
poker	покер
oscura	незрозуміле
mortale	смертельна
mortale	смертельно
mortale	критична
mortale	смертний
mortale	смертельні
mortale	mortal
opzione	варіант
opzione	пункт
opzione	параметр
strana	дивний
strana	дивна
strana	дивне
strana	дивно
strana	дивний
strana	дивна
strana	дивним
strana	дивно
strana	дивні
giovinezza	молодість
giovinezza	юнацтва
giovinezza	юність
giovinezza	молодь
guitar	гітару
guitar	гітара
succeduto	успішне
sostituisce	замінює
vinti	переміг
vinti	виграв
vinti	вон
vinti	виграли
some	дехто
some	деякі
some	якесь
some	якийсь
some	трохи
denver	денвер
costruttore	будівельник
costruttore	конструктор
costruttore	виробник
pci	pci
württemberg	вюртемберг
baptiste	батіст
baptiste	батист
toscano	тосканський
vicente	вісенте
preparare	підготувати
intel	intel
elettrici	електричний
southern	південна
southern	південний
cicero	цицерон
batte	ритми
batte	доль
loira	луар
madison	медісон
lupi	вовки
lupi	вовк
abuso	зловживання
abuso	образи
moretti	моретті
spiriti	духи
spiriti	духів
dirty	брудний
dirty	брудні
dirty	брудно
dirty	брудна
wisconsin	вісконсин
gesuita	єзуїтський
linguista	філолог
lang	ленг
restaurato	запровадження
restaurato	відновлено
tunisia	тунісі
tunisia	туніс
tunisia	тунісу
joey	джої
sophie	софі
sophie	софія
povero	бідними
povero	бідна
povero	бідний
povero	бідні
turistico	туристичний
turistico	туристичні
turistico	турист
turistico	туристичне
rivelazione	одкровення
impegnata	зайнята
impegnata	зайнятість
impegnata	зайнятий
impegnata	зайнято
meyer	меєр
meyer	маєр
sottili	тонка
sottili	тонкі
sottili	тонкий
spia	шпигун
becco	дзьоби
becco	дзьоб
combustibile	пальне
combustibile	паливо
combustibile	палива
viso	лицевий
viso	обличчя
viso	обличчям
viso	face
fischer	фішер
schiena	back
schiena	назад
schiena	ззаду
schiena	повернулася
schiena	спина
fiamma	flame
risparmio	заощадження
risparmio	зберігається
risparmio	заощадження
risparmio	збереження
brooks	брукс
dorothy	дороті
facebook	фейсбук
facebook	facebook
sostituendo	заміри
sostituendo	заміна
motion	русі
motion	рух
byron	байрон
angiò	анжу
gómez	гомес
gómez	гомес
annie	енні
fianchi	hip
fianchi	хіп
fianchi	метра
bull	бик
bull	бул
bull	бика
bull	булл
finanza	фінанси
finanza	фінанси
pressioni	тиск
pressioni	послабило
deboli	слабкого
deboli	слабка
deboli	слабкий
metalli	метали
metalli	металевий
metalli	метал
metalli	метали
mit	mit
chirurgia	хірургія
chirurgia	хірургічний
diminuzione	зменшено
diminuzione	зменшити
conferenze	конференцій
andrés	андрес
loc	лок
vulcano	вулкан
vulcano	vulcan
sonoro	sound
sonoro	звук
dialoghi	діалог
adelaide	аделаїда
concludere	укладає
schmidt	шмідт
ice	лід
molecolare	молекулярна
sepoltura	поховання
cohen	коен
tumore	пухлина
tumore	пухлина
tumore	рак
cliente	замовник
cliente	клієнт
cliente	клієнта
cliente	клієнт
biografico	біографічний
rovina	руйнувати
rovina	занепад
brevemente	коротко
break	break
break	перерва
break	розбити
break	розрив
break	перерви
harvard	гарварду
bolognese	болоньєзе
incoronazione	коронація
incoronazione	коронації
affermare	assert
mantello	мис
mantello	плащ
mantello	мантії
angoli	кути
angoli	кути
edge	ребро
edge	край
edge	ребра
edge	edge
duchi	герцогів
duchi	герцог
duchi	дюк
sospetti	підозрюю
sospetti	підозрюваний
sospetti	підозрюють
sospetti	підозрюваних
sospetti	підозрілим
sospetti	підозра
sospetti	підозри
sospetti	підозри
contribuisce	сприяє
imposta	комплект
imposta	встановити
imposta	набір
imposta	встановлено
imposta	множина
imposta	податкова
imposta	податки
imposta	податок
zhang	чжан
estone	естонська
split	дроблення
split	розділення
split	розділити
split	розділена
control	контроль
control	контрольна
control	керування
miti	міфи
miti	міфів
tigre	tiger
tigre	тигр
portico	ґанок
portico	портик
spiegazioni	пояснення
spiegazioni	пояснення
hudson	хадсон
granata	граната
granata	гранату
subsp	subsp
bordeaux	бордо
provocando	викликає
biblioteche	бібліотек
biblioteche	бібліотеки
biblioteche	бібліотеках
biblioteche	бібліотеку
biblioteche	бібліотека
biblioteche	бібліотеки
amiche	друзями
amiche	друзів
amiche	друзі
corolla	corolla
tales	казки
emiliano	еміліано
mercurio	меркурій
piattaforme	платформи
piattaforme	платформи
piattaforme	платформу
piattaforme	платформа
fascio	промінь
fascio	пучок
montenegro	чорногорія
montenegro	чорногорії
aiuti	допомоги
missionario	місіонерська
vasco	васко
damiano	даміан
damiano	даміано
disturbo	розлад
disturbo	захворювання
burton	бертон
birmingham	birmingham
fleming	флемінг
determinazione	рішучості
font	шрифти
font	шрифт
cfr	cfr
berlina	седан
cold	холодні
cold	холодна
cold	холод
cold	холодно
cold	холодний
creek	крік
creek	струмок
emerge	виходять
emerge	вилазить
suddivisioni	підрозділи
suddivisioni	дроблення
suprema	supreme
metallica	metallica
metallica	металічний
tradotta	перекладено
ruth	рут
dee	ді
scartamento	колії
tip	порада
tip	підказка
kane	кейн
occasionalmente	місцями
orléans	орлеан
orléans	орлеан
complessità	складність
complessità	комплекс
complessità	складні
cliff	скелі
adventure	пригодницький
adventure	adventure
adventure	пригоди
adventure	пригода
cum	cum
rifiutato	відкинуто
rifiutato	відмовив
rifiutato	відхилено
rifiutato	випускають
rifiutato	відмовився
rifiutato	відмовилися
rifiutato	відмовив
rifiutato	відмовлено
rifiutato	відмовились
rifiutato	відмовилися
rifiutato	відхилено
rifiutato	відхилити
chirurgo	хірург
celebrazione	святкування
voluta	хотів
voluta	захотіли
voluta	хотіли
voluta	хотіла
resistere	опір
ecuador	еквадор
sainte	сент
circondata	оточують
circondata	оточили
koch	кох
cox	кокс
repubblicana	республіканська
numerazione	нумерація
viterbo	вітербо
montevideo	монтевідео
soddisfare	задовольнити
cantieri	ярдів
toledo	toledo
paulo	паулу
paulo	пауло
lanciata	запустили
lanciata	розпочали
segmento	сегмент
segmento	відрізок
teodoro	теодор
teodoro	теодоро
chiusi	закрита
chiusi	закрито
chiusi	закриті
chiusi	зачинено
ginocchio	коліно
guadagnare	заробляти
guadagnare	заслужити
sullivan	салліван
consultato	звертаюся
wind	вітер
jackie	джекі
turisti	туристів
turisti	туристи
mancini	манчіні
duetto	дует
lara	лара
early	рання
early	рано
early	раннє
early	ранній
ellis	елліс
conquistata	підкорили
chiavi	клавіші
chiavi	ключі
chiavi	ключ
chiavi	клавіша
difensiva	захисний
celle	клітинка
celle	комірки
celle	комірку
celle	клітини
celle	комірка
celle	комірки
celle	сель
parente	відносно
parente	відносна
parente	відносний
magnetico	магнітний
magnetico	магнітна
vivi	жити
vivi	live
vivi	наживо
vivi	живу
vivi	трансляція
vivi	живий
vivi	жива
vivi	живим
vivi	alive
contribuendo	надання
vandalismo	вандалізму
nativo	рідний
nativo	рідна
punizione	покарання
punizione	затримання
punizione	утримання
martello	молоток
kingdom	царство
kingdom	kingdom
kingdom	королівство
atomi	атом
atomi	атоми
atomi	атомів
spa	spa
spa	спа
templi	храмів
templi	храми
avvisi	приверне
muoversi	пересунути
muoversi	хід
muoversi	перемістити
muoversi	пересування
pittsburgh	піттсбург
ein	германії
caserma	казарми
elicottero	гелікоптер
elicottero	вертоліт
escluso	виключено
geografico	географічні
geografico	географічне
geografico	географічні
geografico	географічний
geografico	географічне
offerte	пропонує
offerte	пропозиції
rain	дощ
montgomery	монтгомері
trailer	трейлер
marcelo	марсело
accento	акцент
cbs	cbs
helsinki	гельсінкі
mother	матір
mother	мати
mother	матері
caserta	казерта
progettista	designer
progettista	дизайнер
progettista	дизайнера
mista	змішана
mista	змішаний
mista	змішані
brandon	брендон
medina	медіна
islanda	ісландія
islanda	ісландії
compositori	композиторів
donazione	пожертва
donazione	пожертву
wikilink	wikilink
sentieri	шляхи
sentieri	контури
sentieri	сліди
fiscale	фіскальної
podestà	подеста
periodico	періодична
periodico	регулярні
dawn	світанок
dawn	світанку
dose	доза
patti	патті
restaurata	відновлено
sequenze	послідовності
orto	орто
walsh	волш
hardcore	хардкор
another	інший
another	інша
gil	гіл
ladro	злодія
ladro	злодій
mel	мел
streghe	відьму
streghe	відьма
streghe	відьми
streghe	відьом
streghe	відьми
alias	псевдонім
alias	aka
alias	псевдоніми
equazioni	рівняння
equazioni	рівняння
decisiva	рішучий
percy	персі
electric	електрика
electric	електричний
falsa	false
falsa	фальшивий
falsa	підробка
sottolineare	підкреслення
sottolineare	підкреслити
superficiale	поверхнева
superficiale	мілка
kill	припинення
kill	вбити
kill	kill
papà	тато
papà	тато
papà	папа
complimenti	вітаємо
complimenti	хвала
complimenti	комплімент
complimenti	маші
fazione	фракція
sovranità	суверенітет
sovranità	суверенітету
nucleari	ядерної
nucleari	ядерні
nucleari	ядерна
nucleari	ядерний
presunta	припустив
sergej	сергій
sergej	сергій
bottiglia	пляшки
bottiglia	пляшка
eliminati	вилучено
eliminati	вилучені
eliminati	позбулися
muscolare	muscle
muscolare	язова
preferisce	хоче
senior	старший
senior	сеньйор
genesi	буття
log	журнал
log	лог
log	log
descritti	описано
descritti	описані
pereira	перейра
seduta	сидячи
seduta	сиджу
seduta	сидить
pellegrino	пілігрим
hero	герой
attraversare	перехресті
frammento	фрагмент
frammento	уривок
frammento	фрагмент
assistito	усуненням
gibson	гібсон
combattenti	бійців
combattenti	бійці
alieni	чужий
alieni	прибульці
alieni	чужинців
alieni	прибульці
alieni	прибульців
vini	вина
vini	вино
vini	вин
difficilmente	навряд
introduce	впроваджує
difensivo	захисний
vinile	вініл
vinile	vinyl
avenue	проспект
avenue	avenue
incursioni	ред
jenny	дженні
minoranze	меншості
minoranze	меншин
definite	визначений
definite	визначена
definite	визначені
definite	визначено
definite	визначається
mancata	пропустила
mancata	пропустили
mancata	пропустив
prefisso	префікс
cometa	комета
aquitania	аквітанська
comunicato	донести
kit	кіт
kit	kit
vampiri	вампіри
vampiri	вампірів
vampiri	вампір
vampiri	вампіри
dichiarazioni	оголошення
dichiarazioni	заяви
dichiarazioni	судження
dichiarazioni	виписки
dichiarazioni	заяв
accessibile	доступний
colombiano	mammuthus
ragusa	рагуза
separato	відокремлених
separato	розійшлися
separato	розділені
separato	окреме
separato	відокремити
mori	морі
sparare	shoot
sparare	стріляти
sparare	стріляй
correggere	виправте
correggere	виправити
correggere	правильна
correggere	правильний
rispettive	законним
rispettive	відповідними
imminente	неминуче
imminente	наближення
imminente	наступних
imminente	майбутні
