perdono	odpuštění
crimini	kriminalita
organico	bio
organico	organický
organico	organická
organico	organické
organico	ekologické
estinzione	vyhynutí
estinzione	zánik
totali	součty
trattare	ošetřit
trattare	léčbě
trattare	léčit
catene	pouta
catene	okovy
catene	řetězů
catene	řetězy
catene	řetězce
catene	řetězu
catene	řetízek
catene	řetěz
catene	řetězec
rara	vzácný
rara	vzácné
rara	vzácná
rimuovere	odstranit
rimuovere	odebrat
eyes	oči
face	tvář
face	obličej
face	face
sinonimi	synonyma
sinonimi	synonymum
vettore	vektor
vettore	přepravce
vettore	dopravce
vettore	nosič
appassionato	nadšenec
appassionato	vášnivá
appassionato	vášnivé
appassionato	vášnivý
mons	mons
fabbricato	vyráběné
fabbricato	vyrobené
fabbricato	vyrobeno
fabbricato	vyrobeny
fabbricato	vyrobený
fabbricato	vymyšlené
sensibilità	citlivosti
sensibilità	citlivost
dominazione	nadvládu
dominazione	dominanci
causando	způsobující
causando	způsobuje
gola	hrdla
gola	hrdlo
gola	rokle
annuario	ročenky
annuario	ročenku
annuario	ročenky
irene	irena
irene	irene
songs	písně
songs	písničky
songs	skladby
soap	mýdla
soap	mýdlo
mvp	mvp
gatti	kočky
cameron	cameron
cameron	cameronová
evidenti	zřejmý
evidenti	zjevné
evidenti	zřejmá
evidenti	zřejmé
naturalista	přírodovědec
suonato	hrála
suonato	hrál
suonato	hráli
sforza	sforza
cintura	pásek
cintura	pás
cintura	opasek
gorizia	gorizia
procedimento	postup
uccisione	zabíjení
uccisione	zabíjení
uccisione	zabití
giovan	giovan
parchi	parků
parchi	parky
attacca	útoky
trovati	nalezeno
trovati	nalezeny
trovati	nalezen
trovati	nalezené
trovati	nalezena
distanze	vzdálenosti
distanze	vzdálenosti
distanze	vzdálenost
distanze	odstup
abbandona	opustit
uruguay	uruguay
certezza	jistotu
certezza	jistota
felix	felixe
felix	felix
cook	cook
cook	vařit
cook	kuchař
cook	kuchařka
lotte	lotte
materie	subjekty
birra	piva
birra	pivní
birra	pivo
birra	pivko
birra	piva
birra	pivo
birra	piv
fallito	selhal
fallito	neúspěšné
fallito	selhalo
sviluppi	vývoj
esplicitamente	výslovně
stanze	místnosti
stanze	pokoje
dita	prsty
dita	prst
klaus	klaus
altopiano	highland
altopiano	plošina
altopiano	plošině
sierra	sierra
screenshot	screenshoty
jeremy	jeremy
jeremy	jeremyho
elegante	elegantní
elegante	elegantně
copa	copa
operaio	pracovnice
operaio	dělník
operaio	pracovník
operaio	pracovníka
becker	becker
adiacente	sousední
adiacente	přilehlé
cannes	cannes
volare	létat
volare	moucha
volare	leť
volare	létání
volare	létající
volare	lítání
democratici	demokratický
democratici	demokratická
democratici	demokratické
democratici	demokratů
democratici	demokraty
democratici	demokraté
democratici	demokrat
organizzati	organizovaná
organizzati	organizovaný
organizzati	organizované
organizzati	organizovaná
organizzati	organizovaný
organizzati	organizované
pontificia	papežský
giuridico	zákonné
giuridico	zákonný
giuridico	právní
giuridico	legální
ambientali	ekologické
ambientali	environmentální
ambientali	ekologická
sentimento	pocit
sentimento	sentiment
sentimento	pocity
sentimento	city
sentimento	pocitů
parroco	farář
parroco	faráři
tubi	potrubí
tubi	trouby
tubi	trubky
tubi	hadice
tubi	trubky
tubi	trubice
scafo	trup
scafo	trupu
positivi	kladný
positivi	kladné
positivi	pozitivní
positivi	pozitiva
money	money
money	peníze
sopravvivere	přežít
sopravvivere	přežívá
sopravvivere	přežití
ricercatori	výzkumných
cifre	číslice
cifre	číslice
cifre	čísla
consorzio	konsorcia
consorzio	konsorcium
mensile	měsíční
mensile	měsíčně
inviare	pošlete
inviare	poslat
inviare	pošli
inviare	zaslat
inviare	odeslat
trek	trek
rookie	nováček
rookie	bažant
vasi	hrnce
vasi	vázy
amor	amor
picture	obrázek
picture	fotka
giocata	hrála
giocata	hrál
giocata	hráli
stili	styly
costanza	constance
par	par
superfici	povrchy
legenda	legend
legenda	legenda
povertà	chudoba
povertà	bída
fibre	vláken
fibre	vlákna
fibre	vlákno
fibre	vlákno
fibre	vlákna
fibre	vlákna
espresse	vyjádřené
espresse	vyjádřila
espresse	vyjádřil
espresse	vyjádřeno
avellino	avellino
ettari	hektarů
ettari	hektar
crociata	výpravách
aggiunti	přidáno
aggiunti	přidána
aggiunti	přidané
aggiunti	přidán
aggiunti	přidány
concorrenza	soutěž
concorrenza	soutěže
concorrenza	konkurence
concorrenza	soutěžní
españa	españa
beck	beck
veloci	rychlé
veloci	rychle
veloci	rychlá
veloci	rychlý
veloci	rychlé
veloci	rychle
veloci	rychlá
veloci	rychlý
xxx	xxx
annualmente	každoroční
annualmente	ročně
annualmente	roční
annualmente	každoročně
annualmente	ročně
annualmente	každoročně
caduto	spadla
caduto	padl
caduto	spadl
caduto	padlý
caduto	padl
caduto	padlé
contenute	obsahovala
contenute	obsahovaly
contenute	obsažené
contenute	obsažený
leslie	leslie
animato	animované
sorgenti	springs
sorgenti	prameny
sorgenti	zdroje
jedi	jedi
jedi	jediové
annunziata	annunziata
bizantina	byzantský
clara	clara
clara	claro
clara	klára
competenze	způsobilost
competenze	kompetence
competenze	kompetence
competenze	dovednosti
competenze	způsobilost
competenze	kompetence
competenze	odbornost
competenze	kompetence
competenze	pravomoci
quartetto	kvartet
funzionario	úředník
funzionario	oficiální
funzionario	úřední
productions	productions
stadi	stadiony
stadi	fázích
stadi	etapy
stadi	stádia
stadi	stadia
prezzi	ceny
prezzi	cen
prezzi	ceník
sacri	posvátný
sacri	posvátné
sacri	posvátná
enzima	enzymu
enzima	enzymy
enzima	enzym
scelti	zvolen
scelti	vybrána
scelti	zvolený
scelti	zvolená
poetessa	básníka
poetessa	básník
coloniale	koloniální
aviatore	letec
gang	gang
gang	gangy
lana	vlna
lana	vlnu
lana	lano
lana	laně
lana	lana
adiacenti	sousední
adiacenti	přilehlé
disastro	pohroma
disastro	neštěstí
disastro	katastrofa
costanzo	costanzo
testimoni	svědky
testimoni	svědci
testimoni	svědkové
testimoni	svědek
testimoni	svědka
testimoni	svědkyně
diffusi	rozptýlené
diffusi	difúzní
coltivazione	pěstování
quattordici	fourteen
quattordici	čtrnáct
tronco	trup
tronco	trupu
registri	registry
registri	registrů
registri	registry
considerazioni	úvahy
considerazioni	ohledy
straordinario	mimořádné
straordinario	neobyčejný
straordinario	mimořádná
straordinario	prodloužení
camere	místnosti
camere	pokoje
vicinanza	blízkost
vicinanza	blízkost
qualifiche	oprávněných
qualifiche	kvalifikace
qualifiche	kvalifikovaný
qualifiche	kvalifikace
archeologia	archeologie
archeologia	archeologie
cresta	ridge
cresta	hřeben
apprezzato	ocenil
solido	solidní
solido	pevná
solido	pevné
solido	pevný
straniera	cizinec
straniera	zahraniční
straniera	cizí
muri	hradby
muri	stěny
muri	zdi
catanzaro	catanzaro
servito	podávaný
servito	podávaná
servito	sloužil
servito	podávané
apparente	zjevná
apparente	zjevné
apparente	zřejmé
apparente	zřejmá
owen	owena
owen	owen
kenneth	kenneth
randy	randy
randy	randyho
controllato	ovládané
controllato	kontrolovaných
controllato	kontrolované
controllato	řízené
controllato	zkontroloval
marta	marta
marta	marta
marta	martha
architettonico	architektonické
short	krátké
short	krátká
short	krátký
oslo	oslo
oslo	osla
grammy	grammy
grammy	grammy
abbigliamento	oděvy
abbigliamento	oděv
abbigliamento	oděvy
abbigliamento	oblečení
abbigliamento	oděv
abbigliamento	šaty
abbigliamento	oděvy
abbigliamento	oblečení
where	kde
where	kam
serpente	hada
serpente	hadí
serpente	had
serpente	had
felicità	spokojenost
felicità	štěstí
particolarità	zvláštnosti
particolarità	zvláštnosti
illustrato	illustrated
illustrato	ilustrace
most	nejvíc
most	většina
most	nejvíce
straordinaria	mimořádné
straordinaria	neobyčejný
straordinaria	mimořádná
interessati	dotčená
interessati	znepokojen
interessati	dotčené
interessati	dotčený
interessati	zájem
interessati	zajímá
interessati	zajem
vincente	vítězem
vincente	výherce
vincente	vítěze
vincente	vítěz
peggio	nejhorší
peggio	horší
peggio	hůř
doria	doria
rare	vzácný
rare	vzácné
rare	vzácná
trasmessi	předány
trasmessi	předané
bosnia	bosně
bosnia	bosna
artistiche	umělecké
artistiche	umělecká
artistiche	umělecký
rivolte	vzpoura
rivolte	výtržnosti
rivolte	nepokoje
rivolte	nepokoje
rivolte	výtržnosti
rivolte	nepokoje
cornice	rámec
cornice	rám
cornice	rámeček
vivente	bydlení
vivente	žijící
capitan	kapitáne
capitan	kapitán
nona	nono
nona	devátý
nona	devátá
nona	deváté
lapide	náhrobek
lapide	náhrobek
lapide	náhrobek
urss	sssr
celebrato	oslavili
territoriali	teritoriální
territoriali	územní
hits	hity
sapienza	sapienza
sapienza	moudrosti
sapienza	moudrost
offerto	nabízené
offerto	nabízená
offerto	nabídl
offerto	nabízených
vampiro	upíří
vampiro	upír
strisce	proužky
strisce	proužky
strisce	pruhy
maturità	splatnost
maturità	splatnosti
recitazione	herectví
recitazione	hraní
drive	řídit
drive	drive
dottorato	doktorát
dottorato	doktorát
dottorato	phd
miracolo	zázrak
corda	lano
corda	lana
corda	provaz
corda	akord
ninja	ninja
triangolo	trojúhelník
incinta	těhotná
incinta	těhotné
annessione	anexe
gallerie	galerie
gallerie	tunely
gallerie	tunelů
confermata	potvrzené
confermata	potvrzen
confermata	potvrzena
confermata	potvrzeno
cittadella	citadela
fortunato	lucky
fortunato	štěstí
fortunato	fortunato
human	lidská
human	člověk
human	lidské
human	lidský
vestiti	oděv
vestiti	šaty
vestiti	oděvy
vestiti	oblečení
trophy	trofej
inviati	odesláno
inviati	poslal
inviati	posláno
carnevale	karneval
impulso	tep
impulso	impuls
impulso	puls
impulso	pulz
impulso	impuls
impulso	impulsní
lucy	lucy
asiatico	asijský
asiatico	asijská
asiatico	asijské
eco	eko
eco	ozvěna
eco	echo
lars	lars
wikipediani	wikipedisté
latini	latinské
latini	latina
latini	latinsky
urbino	urbino
powell	powell
ricognizione	průzkum
mind	mysl
lento	pomalá
lento	pomalé
lento	pomalý
lento	pomalu
pacific	pacific
illustratore	ilustrátor
venduta	prodané
venduta	prodán
venduta	prodal
venduta	prodáno
mars	marsu
mars	mars
jonas	jonas
public	veřejné
public	veřejně
public	veřejnost
public	veřejný
public	veřejná
fortificazioni	opevnění
fortificazioni	opevnění
thailandia	thajsko
radiazione	radiace
radiazione	ozařování
radiazione	záření
radiazione	radiační
veda	veda
vario	rozmanité
vario	různorodé
vario	různých
vario	různé
sopravvivenza	přežití
accompagnata	doprovázen
caratterizza	charakterizuje
xavier	xavier
visitatori	návštěvy
visitatori	návštěvníky
visitatori	návštěvníci
visitatori	návštěva
visitatori	návštěvník
roberta	roberta
roberta	roberto
saltare	skočit
saltare	skok
saltare	skip
saltare	přeskočit
saltare	skoky
saltare	skákání
laguna	laguna
laguna	laguny
bizantini	byzantinci
alpha	alpha
alpha	alfa
rappresentati	představoval
derek	dereka
derek	derek
nestor	nestor
stoccarda	stuttgart
castiglione	castiglione
tullio	tullius
tullio	tullio
galli	galli
galli	galové
galli	ptáky
galli	péra
atlantic	atlantic
atlantic	atlantik
nutre	krmí
seguaci	sledující
seguaci	následovníci
ricostruito	rekonstruované
ricostruito	přestavěl
secondari	sekundární
nominata	nominován
butler	butler
butler	komorník
butler	sluha
sospeso	pozastavena
sospeso	suspendován
sospeso	pozastaveno
apostoli	posly
walt	walt
walt	walta
vendute	prodané
vendute	prodán
vendute	prodal
vendute	prodáno
volti	tváře
volti	obličeje
cooperazione	spolupráce
cooperazione	spolupráci
verlag	verlag
altamente	vysoce
egiziano	egyptský
egiziano	egyptské
egiziano	egyptská
mississippi	mississippi
armeno	arménské
miniere	důlní
miniere	těžba
miniere	těžební
miniere	miny
miniere	doly
rilascio	uvolnění
rilascio	propustit
rilascio	uvolnit
rilascio	propuštění
uniche	jedinečný
uniche	unikátní
uniche	jedinečná
uniche	jedinečné
ashley	ashley
afghanistan	afghánistán
afghanistan	afghánistánu
miranda	miranda
armistizio	příměří
armistizio	příměří
attilio	attilio
missile	raketa
missile	střela
missile	raketa
pugno	úder
pugno	pěsti
pugno	pěst
liegi	liège
astronomia	astronomie
pensione	penzion
pensione	penze
pensione	důchod
pensione	důchody
saudita	saúdské
masse	masy
ezio	ezio
depositi	vklady
corruzione	úplatkářství
corruzione	úplatky
corruzione	korupce
corruzione	korupci
mila	mila
direttiva	směrnici
direttiva	směrnice
avviato	začalo
avviato	začal
avviato	zahájena
avviato	začala
avviato	zahájena
avviato	zahájeno
avviato	zahájen
spettro	ghost
spettro	přízrak
spettro	duch
spettro	duchu
spettro	strašidlo
spettro	přízrak
spettro	strašidlo
spettro	spectre
spettro	spektra
spettro	spektrum
spettro	přízrak
spettro	strašidlo
pannelli	panely
pannelli	panelů
garcia	garcia
garcia	garcía
genera	generovat
illuminazione	osvětlení
illuminazione	osvětlení
doge	dóže
incrociatori	křižníky
singapore	singapuru
singapore	singapur
fisher	fisher
minacce	výhružky
minacce	ohrožení
minacce	výhrůžky
minacce	hrozby
minacce	vyhrožování
minacce	ohrožení
minacce	hrozba
dovere	clo
dovere	povinnost
dovere	povinnosti
armstrong	armstrong
mezzogiorno	polední
mezzogiorno	poledne
mezzogiorno	polední
mezzogiorno	poledne
mangiare	stravování
mangiare	jíst
mangiare	sníst
mangiare	jíst
aurora	aurora
trappola	past
trappola	pasti
albano	albano
bucarest	bukurešti
karen	karen
cortina	cortina
esposta	vystaveno
esposta	vystaven
esposta	vystavené
esposta	nechráněný
meccanismi	mechanismus
meccanismi	mechanismů
meccanismi	mechanismy
bang	bang
fattoria	farma
fattoria	statek
fattoria	farmě
allestimento	inscenace
marinai	námořníci
marinai	námořníků
marinai	námořníky
marinai	námořníci
marinai	námořníků
marinai	námořníky
camp	kemp
camp	camp
camp	tábor
barriera	bariéra
barriera	překážka
barriera	bariéry
barriera	bariéru
petrolio	oleje
petrolio	ropa
petrolio	olej
petrolio	ropné
petrolio	ropa
petrolio	ropný
petrolio	ropná
mas	mas
protestante	protestantské
manifesta	manifest
jaime	jamie
jaime	jamieho
jaime	jaime
avanguardia	vanguard
primario	primární
bin	bin
duncan	duncana
duncan	duncan
amata	milovaná
amata	milován
amata	miloval
amata	milovala
amata	milovaná
amata	milovaný
amata	milované
arancione	oranžová
arancione	pomeranč
arancione	orange
arancione	oranžový
arancione	oranžové
lipsia	lipsko
orazio	orazio
orazio	horatio
orazio	horace
tyler	tyler
tyler	tylera
elite	elita
elite	elity
elite	elitní
joel	joel
combinata	kombinovaný
combinata	kombinovaná
combinata	kombinované
alpini	alpské
incisione	rytina
incisione	vyryté
incisione	leptání
incisione	řez
wendy	wendy
stand	stánky
stand	stojí
stand	stát
stand	budka
stand	booth
stand	stánek
assassinato	zavražděný
assassinato	zavražděna
assassinato	zavražděná
assassinato	zavražděn
assassinato	zavražděn
rom	romština
rom	rome
rom	rom
rom	roma
rom	romové
rom	romy
rom	romské
rom	romů
sacramento	sacramentu
sacramento	svátost
disposizioni	ustanovení
complete	úplná
complete	dokončit
complete	dokončeno
complete	kompletní
protetto	chráněný
protetto	chráněná
protetto	chráněno
protetto	chráněné
carburante	paliva
carburante	palivo
xbox	xbox
rabbia	hněv
rabbia	zloba
rabbia	vztek
rabbia	zlost
rabbia	vztekliny
rabbia	vzteklinu
rabbia	zuřivost
rabbia	hněv
rabbia	vztek
rabbia	zlost
erroneamente	mylně
erroneamente	chybně
erroneamente	chybně
edwin	edwin
kenny	kennyho
kenny	kenny
spinto	strčil
uscite	východ
uscite	výstup
uscite	výjezd
uscite	východy
seven	sedm
seven	sedmička
giovedì	čtvrtek
manhattan	manhattanu
manhattan	manhattan
protette	chráněný
protette	chráněná
protette	chráněno
protette	chráněné
colpita	ohromen
finanziario	finanční
imparare	učení
imparare	výuka
imparare	naučit
dignità	důstojnosti
dignità	důstojnost
ridotte	snížené
ridotte	snížený
ridotte	snížen
ridotte	snížená
rari	vzácný
rari	vzácné
rari	vzácná
cacciatori	lovce
cacciatori	lovci
romanico	románské
cavità	dutiny
cavità	dutiny
espressioni	výrazů
espressioni	výrazy
violenta	násilné
violenta	násilný
violenta	násilník
debito	dluhy
debito	dluh
debito	zadlužení
debito	debetní
hank	hanka
hank	hank
hank	hanku
decimale	desetinné
adventures	dobrodružství
falco	falcon
falco	sokol
falco	falcone
falco	jestřáb
falco	hawk
falco	falco
foster	fosterová
foster	foster
continue	nepřetržité
continue	kontinuální
continue	nepřetržitý
continue	průběžné
ristampa	reedice
lirica	lyrické
madame	madam
madame	madame
iscrizioni	nápis
iscrizioni	nápisy
iscrizioni	registrace
iscrizioni	registrace
iscrizioni	zápis
iscrizioni	registraci
marx	marx
daniela	daniela
storm	bouře
storm	storm
storm	bouřka
fretta	spěch
fretta	rush
fretta	spěch
portaerei	přepravce
portaerei	dopravce
portaerei	nosič
polemica	kontroverze
elsa	elsa
battesimo	křest
battesimo	křtiny
battesimo	křest
laurent	laurent
interazione	interakce
interazione	interakci
islamica	islámský
islamica	islámské
diagnosi	diagnózy
diagnosi	diagnózu
diagnosi	diagnostika
diagnosi	diagnóza
diagnosi	diagnostiku
diagnosi	diagnostika
africana	africký
africana	africká
africana	africké
prestazione	představení
prestazione	výkony
prestazione	výkon
prestazione	výkonnost
prestazione	výkonnosti
prestazione	vystoupení
adulto	dospělých
adulto	dospělé
adulto	dospělá
adulto	dospělí
adulto	dospělý
medioevale	středověké
carla	carla
carla	carlo
carla	carlu
digitali	digitální
ferita	zranění
ferita	rána
conservate	zachovány
conservate	konzervované
glasgow	glasgow
controlla	šek
controlla	kontrola
controlla	zkontrolovat
controlla	zkontrolujte
installato	nainstalován
hawaii	havaj
hawaii	hawaii
reliquie	relikvie
reliquie	relikvie
dolci	cukroví
dolci	sladkosti
dolci	cukrovinky
dolci	dorty
dolci	koláče
dolci	sladký
dolci	sladká
dolci	sladké
dolci	sweet
dolci	dezerty
dolci	zákusky
shanghai	šanghaji
malcolm	malcolm
malcolm	malcolma
pole	tyč
pole	pól
pole	polák
pole	sloup
pole	pólu
espressa	expres
espressa	express
espressa	vyjádřit
espressa	expresní
espressa	vyjádřené
espressa	vyjádřila
espressa	vyjádřil
espressa	vyjádřeno
quotidiani	noviny
poggio	poggio
false	nepravdivé
false	falešné
evil	zlý
evil	zlo
evil	zlá
operativi	operační
operativi	operativní
operativi	provozní
improvviso	náhlá
improvviso	náhlý
improvviso	náhlé
censura	cenzurovat
censura	cenzura
browser	prohlížeče
browser	prohlížeč
ombre	stíny
ombre	stínu
ombre	shadow
ombre	stín
nasa	nasa
alonso	alonso
sconosciuta	neznámá
sconosciuta	neznámý
sconosciuta	neznámé
ducale	ducal
ducale	ducale
margini	okraje
margini	marže
margini	rozpětí
margini	marže
margini	rozpětí
incrocio	křižovatce
incrocio	křižovatky
incrocio	křižovatka
catturati	zajat
catturati	chycen
catturati	zajali
eastern	východní
stevens	stevens
doug	doug
gilles	gilles
imo	imo
pakistan	pákistán
pakistan	pákistánu
rod	tyč
rod	rod
rod	prut
invisibile	neviditelné
invisibile	neviditelná
invisibile	neviditelní
invisibile	neviditelný
invisibile	neviditelné
ltd	ltd
unesco	unesco
mammiferi	savců
mammiferi	savců
mammiferi	savce
mammiferi	savci
mammiferi	savec
superstiti	přeživší
biologia	biologie
propulsione	pohon
sonata	sonata
crema	smetana
crema	krém
crema	smetany
assia	hesensko
assia	hesse
esclusiva	výhradní
esclusiva	výlučné
esclusiva	exkluzivní
profeta	prorok
profeta	proroka
profeta	proroku
cartone	krabička
cartone	karton
cartone	lepenka
cartone	karton
cartone	lepenky
cartone	lepenka
cartone	lepenky
attivamente	aktivně
bando	oznámení
provenza	provence
brigate	brigád
brigate	brigády
incredibile	úžasný
incredibile	úžasné
incredibile	úžasná
incredibile	neuvěřitelné
incredibile	neuvěřitelný
incredibile	neuvěřitelné
incredibile	neuvěřitelný
comunicare	sdělovat
comunicare	komunikovat
comunicare	komunikace
discreto	diskrétní
discreto	diskrétně
discreto	diskrétní
assegnazione	příděl
assegnazione	přidělení
assegnazione	přidělování
assegnazione	úkol
assegnazione	přidělení
assegnazione	zadání
assegnazione	přiřazení
patricia	patricie
patricia	patricia
sfruttamento	vykořisťování
sfruttamento	využívání
bond	bonde
bond	kauce
bond	pouto
bond	bond
basilea	basilejské
sviluppati	rozvinutých
sviluppati	rozvinuté
sviluppati	vyvinutá
sviluppati	vyvinut
sviluppati	vyvinuté
sviluppati	vyvinutý
ana	ana
cerchi	kruhy
cerchi	kroužky
cerchi	ráfky
rap	rap
sparta	sparta
baroni	baroni
persiano	perské
six	šest
six	šestka
cileno	chilské
visite	návštěv
visite	návštěvy
veronica	veronika
veronica	veronica
generare	generování
generare	generovat
valvole	ventil
valvole	ventily
valvole	ventily
tolosa	toulouse
maya	mayo
maya	maya
pink	pink
pink	růžový
pink	růžová
pink	růžové
raggiungibile	dosažitelné
raggiungibile	dosažitelné
acquistare	nákupu
acquistare	koupě
acquistare	nákup
acquistare	zakoupit
acquistare	koupit
acquistare	zakoupit
acquistare	kup
decima	desáté
decima	desátý
trascorso	strávil
parodia	parodie
wells	wells
wells	studny
alejandro	alejandro
risposto	odpovědělo
risposto	odpověděl
risposto	odpověděla
risposto	odpovědělo
risposto	odpověděl
pasqua	velikonoce
pasqua	velikonoční
ordina	seřadit
ordina	třídit
ordina	pořádek
ordina	řád
ordina	pořadí
ordina	objednávka
ordina	objednat
made	vyrobil
made	vyrobeny
made	vyrobený
made	udělal
made	vyrobené
made	vyrobeno
too	taky
marketing	marketing
ventura	ventura
etica	etické
etica	etický
etica	etiku
etica	etika
etica	etický
convoglio	konvoje
convoglio	konvoj
turni	směny
cole	cole
cole	cola
collaborazioni	spolupráce
collaborazioni	spolupráci
ribelle	rebel
ribelle	odpadlík
dinamica	dynamika
dinamica	dynamics
dinamica	dynamiku
dinamica	dynamika
dinamica	dynamický
dinamica	dynamická
dinamica	dynamické
trampolino	odrazový
trampolino	trampolíně
emi	emi
montato	namontované
edilizia	stavebnictví
edilizia	výstavba
edilizia	stavba
edilizia	konstrukce
plastica	plastů
plastica	plasty
plastica	plastové
plastica	plast
plastica	plasty
vantaggi	přínosy
vantaggi	přínos
vantaggi	výhody
vantaggi	dávky
vantaggi	výhody
vantaggi	přednosti
vantaggi	výhodu
vantaggi	výhoda
vantaggi	zvýhodnění
vantaggi	výhodou
risolto	vyřešené
risolto	vyřešen
risolto	vyřešeno
risolto	vyřešené
risolto	vyřešeny
risolto	vyřešil
risolto	vyřešen
risolto	vyřešeno
risolto	stanovena
risolto	pevná
risolto	pevné
risolto	fixní
clarke	clarke
gun	zbraň
gun	pistole
adottare	adoptovat
adottare	přijmout
narrazione	vyprávění
narrazione	vyprávění
narrazione	vyprávění
navrátilová	navrátilová
distribuiti	distribuován
osservatore	pozorovatel
osservatore	pozorovatele
osservatore	pozorovatel
fair	fér
fair	spravedlivý
fair	férové
fair	spravedlivé
fair	veletrh
original	originální
original	originál
original	původní
diamante	diamantový
diamante	diamond
diamante	diamantové
diamante	diamant
coinvolgimento	zapojení
quote	kvót
quote	kvóty
divino	božské
divino	božská
divino	božský
caos	chaosu
caos	chaos
ripeto	opakovat
ripeto	opakuji
divorzio	rozvod
divorzio	rozvody
planet	planetu
planet	planet
planet	planeta
planet	planetě
shaw	shaw
shaw	shawa
imperatori	císař
imperatori	císaři
imperatori	císaři
globe	zeměkoule
volontario	dobrovolné
volontario	dobrovolná
volontario	dobrovolně
volontario	dobrovolný
volontario	dobrovolník
hughes	hughes
linux	linux
ivo	ivo
riservata	vyhrazeno
riservata	vyhrazené
riservata	vyhrazena
funzionale	funkční
misteriosa	tajemný
misteriosa	záhadné
misteriosa	tajemné
misteriosa	záhadný
misteriosa	tajemná
alaska	aljaška
alaska	aljašku
tradurre	přeložit
tradurre	překládat
attribuzione	přiřazení
attendere	čeká
attendere	čekat
attendere	čekám
attendere	čekání
attendere	počkej
nicolás	nicolás
riti	pomazání
riti	obřady
tipografia	typografie
impiegata	zaměstnance
impiegata	zaměstnanec
impiegata	zaměstnankyně
curata	vyléčil
curata	kurátoři
adesione	adheze
adesione	přistoupení
reich	říše
indonesia	indonésie
doctor	doktore
doctor	lékař
doctor	doktor
doctor	doctor
appennino	apenin
applicato	uplatňována
cara	drahý
cara	drahá
cara	cara
cara	caro
esegue	vykonává
esegue	plní
causata	způsobilo
causata	způsobil
causata	způsobené
palatinato	falcko
ovunque	kdekoliv
ovunque	kdekoli
ovunque	kdekoliv
ovunque	kdekoli
ovunque	kamkoliv
ovunque	všude
ovunque	vsude
precipitazioni	srážek
precipitazioni	srážky
precipitazioni	srážek
precipitazioni	srážení
precipitazioni	srážky
processore	procesor
nikolaj	nikolaj
mann	mann
proteste	protest
proteste	protestovat
proteste	protesty
proteste	protesty
membrana	membrány
banche	banks
banche	banky
banche	bankám
banche	bank
banche	bankovnictví
banche	bankovní
validi	platné
validi	platná
validi	platný
piombo	olovo
piombo	vést
ripristino	obnovení
ripristino	obnovit
ripristino	obnovení
ripristino	obnova
ripristino	renovace
gustav	gustav
gustav	gustave
nazisti	nacista
nazisti	nacistické
nazisti	nacisté
nazisti	nacisti
nazisti	nacisty
sita	sita
bon	bon
faro	faro
faro	majáku
faro	maják
edimburgo	edinburghu
hood	hood
cripta	kryptě
uovo	vajíčko
uovo	vejce
rifiuti	odpad
rifiuti	odpadu
rifiuti	odpady
rifiuti	plýtvání
rifiuti	odpad
rifiuti	odpady
entrate	příjmy
entrate	vchody
entrate	příjmy
entrate	výnosy
entrate	příjem
cancelliere	kancléř
cancelliere	kancléři
primogenito	prvorozený
incidenti	havárie
incidenti	nehody
incidenti	nehod
incidenti	incidenty
sonda	sondy
sonda	sonda
boeing	boeing
applicare	aplikovat
applicare	uplatnit
finanze	financování
finanze	finance
finanze	financovat
finanze	finance
livio	livio
grasso	tuk
grasso	tučné
grasso	tučný
grasso	mastných
grasso	mastné
grasso	tlustý
grasso	tuk
grasso	tučný
grasso	tuky
grasso	tlustá
annuncio	vyhlášení
annuncio	oznámení
annuncio	ohlášení
innumerevoli	nesčetné
innumerevoli	nespočet
innumerevoli	bezpočet
aggregato	agregátní
aggregato	souhrnné
collettivo	kolektivu
collettivo	kolektivní
febbre	horečka
febbre	horečky
febbre	horečku
sella	sella
sella	sedlo
cacciatore	hunter
cacciatore	lovec
mattoni	cihly
mattoni	cihel
mattoni	cihla
mattoni	brick
seta	hedvábí
ideali	ideály
ideali	ideál
ideali	ideální
primera	primera
liberali	liberálů
liberali	liberálové
liberali	liberální
microregione	mikroregionu
elettronico	elektronický
elettronico	elektronická
elettronico	elektronické
animati	animované
estetica	estetika
estetica	estetické
sonno	ospalá
sonno	spi
sonno	spánek
sonno	spát
sonno	spaní
sonno	spící
sonno	spí
shadow	stínu
shadow	shadow
shadow	stín
occupare	okupační
occupare	obsadit
eccezionale	vynikající
eccezionale	výjimečná
eccezionale	mimořádné
eccezionale	výjimečný
eccezionale	výjimečných
eccezionale	výjimečné
incisioni	rytina
incisioni	rytiny
lopez	lopez
progressivo	postupné
progressivo	postupné
progressivo	progresivní
sardo	sardinii
rischi	nebezpečí
rischi	rizika
rischi	riziko
rischi	rizik
rischi	riskovat
rischi	rizika
rischi	riziko
rischi	risk
fusto	sud
rumore	šum
rumore	hluku
rumore	hluk
specializzato	specializované
specializzato	specializované
cedere	odprodej
palestina	palestiny
palestina	palestině
rinascita	znovuzrození
rinascita	oživení
pompeo	pompeius
kyle	kyle
abc	abc
sciatore	lyžař
scout	skaut
scout	průzkumník
scout	skauti
scout	průzkumníci
arabia	arábie
eccessiva	nadměrná
eccessiva	nadměrné
eccessiva	nadměrný
eccessiva	nepřiměřené
osservata	pozorovány
osservata	pozorováno
osservata	pozorované
osservata	pozorován
osservata	pozorována
attrazione	atrakce
attrazione	přitažlivost
divieto	zakázat
