ponechání	aanhouding
otevřít	oop
kirjat	kiryat
baru	balk
baru	bar
baru	kroeg
dubu	oak
svátky	vakansie
svátky	vakansiedae
svátky	vakansies
progresivní	progressiewe
fauna	fauna
lan	lan
lan	ian
opakovat	herhaal
montana	montana
popředí	voorgrond
filtr	filter
filtr	filtreer
knight	ridder
knight	ruiter
atomy	atome
romance	romanse
ring	ring
nádoby	vaartuie
mika	mika
elena	elena
romana	romana
laboratoře	laboratoriums
laboratoře	laboratorium
laboratoře	laboratoriums
večerní	aand
večerní	naand
lincoln	lincoln
abraham	abraham
barevný	gekleurde
barevný	kleurvolle
barevný	gekleurde
barevný	kleurlinge
američan	amerikaans
američan	american
američan	amerikaanse
tlačítko	knoppie
jelení	takbokke
jelení	takbok
humor	humor
pacient	geduldig
pacient	patient
jednotlivce	individue
tokiu	tokyo
tokiu	tokio
zacházení	hantering
zacházení	behandeling
flétnu	fluit
turecký	turkse
turecký	turkish
příručka	handleiding
příručka	handmatige
příručka	hand
příručka	manual
příručka	januarie
poskytovat	voorsien
poskytovat	verskaf
pozval	genooide
pozval	uitgenooi
pozval	genooi
jemné	sagte
jemné	sag
poušť	woestyn
calgary	calgary
michelle	michelle
sotva	effens
sotva	skaars
sotva	hardly
iucn	iubn
rám	raam
dávky	dose
dávky	voordele
dávky	hoeveelhede
židům	jode
eine	eine
strategii	strategie
pevná	soliede
pevná	solied
pevná	vas
pevná	reggemaak
plemen	rasse
antropologie	antropologie
poušti	woestyn
pravomoc	gesag
pravomoc	owerheid
otvor	gat
kroků	stappe
seattle	seattle
rally	rally
rally	saamtrek
přidělen	toegewys
přidělen	toegeken
přidělen	toegeskryf
armstrong	armstrong
předpoklad	assumption
stavebnictví	oprigting
stavebnictví	konstruksie
lana	tou
lana	lana
dusík	stikstof
turner	turner
končetin	ledemate
uživatelem	gebruiker
psy	hondjies
psy	honde
plochý	plat
zadání	toekenning
prohlížeče	blaaiers
remíza	gelykop
remíza	das
remíza	teken
připojeno	aangeheg
připojeno	aangehegte
připojeno	verbind
soupravy	stelle
architekti	argitekte
pokémon	pokémon
tenisové	tennis
psychologii	sielkunde
sběratel	collector
lars	lars
uděleno	toegestaan
hosty	gaste
přátele	vriende
jedle	fir
každoroční	maandelikse
každoroční	jaarlikse
nepokoje	onrus
nepokoje	oproer
hubert	hubert
vzorce	formules
úředníci	departementele
úředníci	amptenare
zákazníků	klante
britannica	britannica
bostonu	boston
jed	jed
jed	poison
čarodějnice	heks
čarodějnice	hekse
čarodějnice	witches
aero	aero
jubilejní	jubilee
učinit	maak
diplomatické	diplomatieke
petrov	petrov
touha	begeerte
postranní	laterale
nesouhlas	doleansie
nesouhlas	verskil
nesouhlas	opposisie
nesouhlas	afkeuring
edwards	edwards
zkratky	kortpaaie
zkratky	afkortings
zkratky	akronieme
kenneth	kenneth
reformu	hervorm
předpokládal	aangeneem
plyny	gas
plyny	gasse
skokan	jumper
mistři	masters
mistři	champions
berger	berger
tóny	skakerings
předání	ratkas
reformace	reformation
reformace	hervorming
ukončeno	beëindig
ukončeno	voltooi
ukončeno	afgehandel
minerální	mineraal
asp	asp
boxu	boks
prevence	voorkoming
gene	gene
partnera	vennoot
partnera	maat
partnera	lewensmaat
partnera	metgesel
hnízda	nes
hnízda	nests
hroby	graves
člun	boot
pravděpodobnosti	waarskynlikheid
bojuje	worstel
rabín	rabbi
janeiro	janeiro
skal	klippe
skal	rotse
linda	linda
murphy	murphy
narušení	vervormings
stěhování	beweeg
kapel	orkeste
kapel	bands
variace	variasies
variace	variasie
sníh	sneeu
madame	madame
sporty	sportsoorte
sporty	sport
perry	perry
bei	bei
interval	interval
dorazila	gearriveer
dorazila	aangekom
stipendium	beurs
hercegovina	herzegowina
měkké	sagte
měkké	sag
porta	porta
viděli	gesien
cia	cia
cia	cla
brusel	brussels
brusel	brusselse
brusel	brussel
prodán	sold
prodán	verkoop
alias	alias
neumann	neumann
uruguay	uruguay
chůze	loop
naučit	leer
hôtel	hôtel
anime	anime
franka	frank
filipíny	filippyne
filipíny	philippines
kov	metaal
jednotlivci	individue
stíhání	agterstand
nepřítomnosti	afwesigheid
nepřítomnosti	absentia
dokončit	einde
dokončit	voltooi
dokončit	voltooi
dokončit	afgehandel
detailní	gedetailleerde
detailní	gedetaileerde
amy	amy
organismus	organisme
konstantní	konstante
fenomén	phenomena
fenomén	phenomenon
pilíře	pilare
diferenciální	differential
bránu	hek
ledovce	gletser
ledovce	ysberg
vzorku	voorbeeld
stín	skadu
stín	skaduwee
stín	skadu
stín	shade
kůra	bark
kůra	bas
kůra	blaf
kůra	skil
kůra	peel
mučení	marteling
weiss	weiss
geologie	geologie
spekulace	speculative
guinea	guinee
pera	krale
pera	pens
svatby	troues
svatby	troue
pákistán	pakistan
austin	austin
přesná	presiese
přesná	akkurate
přesná	akkuraat
přesná	presiese
přesná	presies
xaver	xaver
závěry	aangaan
závěry	gevolgtrekkings
turecká	turkse
turecká	turkish
erika	erika
výlučně	eksklusief
vdaná	getroude
vdaná	getrou
vdaná	getroud
wells	wells
čáry	toor
čáry	magic
čáry	reëls
čáry	witchcraft
nosit	wear
kunst	kunst
trubice	tube
trubice	buis
venkovní	outdoor
venkovní	buite
venkovní	buitelug
marx	marx
hardware	hardeware
royce	royce
chlazení	verkoeling
absolutně	absoluut
fondů	fondse
korespondence	korrespondensie
rovina	vliegtuig
mýty	mites
stálá	permanente
stálá	permanent
stálá	konstante
modře	blou
železo	yster
bojovník	warrior
bojovník	vegter
bojovník	fighter
eugene	eugene
arabský	arab
arabský	arabies
arabský	arabiese
arabský	arabic
garcia	garcia
logicky	logies
logicky	logiese
nine	nege
kandidáti	kandidate
dobrovolníků	volunteers
můstek	brug
milióny	miljoene
odbor	departement
bankovky	banknotes
kdokoliv	enigiemand
kdokoliv	anybody
perské	persies
perské	persiese
matematiku	wiskunde
matematiku	wiskunde
montrealu	montreal
plášť	kaap
plášť	jas
bulharské	bulgaars
podmínka	voorwaarde
podmínka	kondisie
identitu	identiteit
tsonga	tsonga
sue	sue
krakov	krakow
krakov	krakau
bazén	swembad
ciudad	ciudad
korunován	gekroonde
sloupce	kolomme
poslat	stuur
porto	porto
etc	ens
toyota	toyota
extra	ekstra
turbíny	turbine
turbíny	opgewek
martín	martín
zmínit	melding
zmínit	noem
fotoaparát	camera
fotoaparát	kamera
morrison	morrison
baletu	ballet
baku	bakoe
výpočtu	berekening
výpočtu	reken
kvetoucí	flowering
částky	amounts
fontána	fontein
střídání	rotasie
newton	newton
regina	regina
rovnost	gelykheid
stoupenci	ondersteuners
triviální	onbeduidend
ranní	môre
ranní	oggend
ranní	more
oční	oog
dovednosti	vaardighede
dovednosti	vaardigheid
versailles	versailles
inspiraci	inspirasie
angelo	angelo
angelo	angela
amsterdamu	amsterdam
emoce	emosie
emoce	emosies
tenké	maer
tenké	dun
proměny	metamorfose
proměny	transformasie
pouštní	woestyn
antonia	antonia
pečeť	seal
pečeť	seël
pia	pia
organizátor	organiseerder
organizátor	organiseerder
dom	dom
prodávat	verkoop
namaloval	painted
namaloval	gekleur
namaloval	ingekleur
namaloval	geverf
osmý	eighth
volkswagen	volkswagen
letec	vlieënier
uši	oor
uši	ore
anatomie	anatomy
bobule	bessie
bobule	berry
sui	sui
madison	madison
sláva	bekendheid
sláva	fame
sláva	glorie
sláva	glory
sláva	hael
franklin	franklin
moderátorka	aanbieder
symbolizuje	simboliseer
vandalismus	vandalisme
stůl	veranderlike
stůl	tafel
stůl	tabel
stůl	lessenaar
přepracování	hersiening
husté	dik
stálý	konstante
teritoria	gebiede
soulu	seoul
nebezpečný	gevaarlike
nebezpečný	gevaarlik
nebezpečný	gevaarlike
označené	gemerk
waffen	waffen
skryté	versteek
skryté	weggesteek
skryté	verberg
jorge	jorge
čelisti	jaws
emi	emi
kop	skop
warszawa	warszawa
hospoda	tavern
hospoda	pub
hospoda	kroeg
vrh	klomp
dotace	subsidies
dotace	subsidie
dotace	toelaes
střeva	derms
střeva	ingewande
rozkladu	decay
každodenní	alledaagse
každodenní	daaglikse
vyhodnocení	beoordeling
bosně	bosnië
vrtulníku	helikopter
přípravky	produkte
přípravky	voorbereidings
chlupy	hare
demokratů	demokrate
zdůrazňuje	hoogtepunte
patriarcha	patriarg
nejjednodušší	maklikste
nejjednodušší	eenvoudigste
sophie	sophie
sophie	sophia
jel	gery
jel	gery
uznat	erken
uznat	herken
světec	heilige
světec	saint
chaos	chaos
laboratoř	laboratorium
laboratoř	laboratorium
laboratoř	lab
porsche	porsche
atraktivní	aantreklike
fungující	funksionering
facebooku	facebook
nesmírně	verskriklik
nesmírně	uiters
nesmírně	vreeslik
gps	gps
usb	usb
bratranec	niggie
bratranec	neef
nevěsta	bride
nevěsta	bruid
zvyky	gewoontes
innsbruck	innsbruck
prosté	eenvoudige
prosté	eenvoudig
prosté	gewoon
prosté	eenvoudig
přednášek	lectures
přednášek	lesings
temple	tempel
temple	temple
přátelské	vriendelik
donucen	geforseer
donucen	gedwing
sicílie	sisilië
slabý	swak
překážky	versperrings
překážky	hindernisse
split	skei
africký	afrikaanse
africký	afrikaan
africký	afrika
africký	african
jednotlivě	individueel
kořen	stam
kořen	root
atmosféra	atmosfeer
sběr	collecting
sběr	versameling
výsledný	gevolglik
žlázy	kliere
žlázy	klier
mar	mer
zodpovědný	verantwoordelik
lebky	skedel
lebky	skull
manželce	vrou
podporující	ondersteunende
zobrazit	aansig
zobrazit	besigtig
zobrazit	bekyk
zobrazit	vertoon
zobrazit	aansig
zobrazit	gewys
zobrazit	wys
zubní	tandheelkunde
relativity	relatiwiteit
dospělí	volwassenes
dospělí	volwassene
přejít	kruis
nilsson	nilsson
evoluční	evolusionêre
audi	audi
rogers	rogers
tkání	tissues
hodlá	voornemens
cat	kat
int	int
úzký	smal
krajní	uiters
krajní	extreme
interaktivní	interaktiewe
vasilij	wasili
vasilij	wassili
skutečná	regte
skutečná	egte
hong	hong
fóra	forums
restaurací	restaurante
ferenc	ferenc
neue	neue
odborníky	deskundiges
odborníky	kundiges
odborníky	kenners
odborníky	experts
pascal	pascal
kristýna	christina
kristýna	christine
olivier	olivier
omyl	fout
doklad	dokument
curychu	zürich
curychu	zurich
přidá	byvoegings
přidá	adds
přidá	advertensies
pólu	pool
doprovod	entourage
doprovod	escort
elektronická	elektronies
elektronická	elektroniese
prosazování	enforcement
discogs	discogs
atlantě	atlanta
poražený	verslaan
poražený	loser
poražený	verloorder
obchodníci	traders
obchodníci	handelaars
francesca	francesca
tampere	tampere
buněčné	sellulêre
vůdci	leiers
mezery	ruimtes
mezery	spasies
mezery	spasiëring
mezery	gap
kořenů	wortels
odsouzení	skuldigbevinding
gil	gil
#ffffff	#ffffff
velvyslanec	ambassador
trojúhelník	geteël
midi	midi
soudců	regters
římany	romeine
gottfried	gottfried
nedostatečné	onvoldoende
zkouška	toets
zkouška	repetisie
zkouška	toets
styly	styles
styly	uitsonderings
styly	style
navrhnout	propose
přejmenovat	hernoem
přejmenovat	herbenoem
akutní	akute
lehčí	makliker
lehčí	ligter
markrabě	markgraaf
podsvětí	underworld
dělo	cannon
dělo	kanon
zdali	hetsy
eden	eden
omezený	beperkte
omezený	beperk
omezený	beperk
klinické	kliniese
wallace	wallace
sucha	droogte
dlouhodobý	leeftyd
dlouhodobý	lewensduur
klanu	clan
mapu	kaart
uložit	manlik
hold	tribute
hold	hulde
hold	homage
vynález	uitvinding
vlast	moederland
vlast	bekers
mědi	copper
mědi	koper
hanse	hans
bezpečné	veilig
bezpečné	veilige
bezpečné	beveilig
svařování	welding
platný	geldig
platný	geldige
platný	soektog
jmění	fortuin
helen	helen
genesis	genesis
tesla	tesla
turku	turk
výhodné	gerieflike
výhodné	gerieflik
menšina	minority
luke	luke
luke	lukas
trubky	pype
jicchak	yitzhak
papežský	papal
gregory	gregory
gregory	gregorius
speed	spoed
venkova	landelike
venkova	rural
členské	lid
vize	visioene
vize	visions
vize	visie
záhřeb	zagreb
diana	diana
zastupuje	verteenwoordig
ostrovní	island
ostrovní	eiland
ostrovní	insular
učitelé	onderwysers
islámské	islamitiese
hladká	glad
pearl	pearl
charitativní	liefdadigheid
svaly	spiere
svaly	spier
vynalezl	uitgevind
kodaň	kopenhagen
bon	bon
moše	moshe
afd	afd
rybníku	dammetjie
kouzlo	toor
kouzlo	magic
mozilla	mozilla
vietnam	viëtnam
vietnam	vietnam
orig	orig
slalom	slalom
harryho	harry
