vĺn	golven
preložené	vertaald
disciplíne	discipline
wwe	wwe
elektrických	elektrische
elektrických	elektrisch
elektrických	elektrische
elektrických	electrische
elektrických	elektrisch
adresy	adressen
family	familie
family	gezin
operáciu	chirurgie
operáciu	opereren
operáciu	operatie
vzdialený	afstandelijk
vzdialený	verre
vzdialený	remote
vzdialený	afstandsbediening
vzdialený	afgelegen
naučil	geleerd
naučil	leerde
naučil	onderwezen
naučil	onderwees
existoval	bestonden
existoval	bestond
porasty	plantages
dmitrij	dmitri
dmitrij	dimitri
pohlavia	geslacht
pohlavia	geslachten
pohlavia	seks
pohlavia	geslacht
pohlavia	sex
wars	oorlog
wars	oorlogen
dallas	dallas
karibiku	caribische
karibiku	caraïben
broughton	broughton
timeaxis	timeaxis
zrýchlenie	versnelling
zrýchlenie	acceleratie
core	kern
core	core
paralelne	parallel
paralelne	parallelle
lipa	lipa
challenger	challenger
challenger	uitdager
bytov	bytes
bytov	appartementen
rodičmi	ouders
eddie	eddie
eddie	eddy
nymburk	nymburk
ross	ross
média	media
fritz	fritz
afganistane	afghanistan
prístupné	bereikbaar
prístupné	toegankelijke
prístupné	toegankelijk
rádia	radio
afrických	afrikaanse
afrických	afrikaans
terminál	terminal
terminál	terminaal
terminál	terminale
memoriam	memoriam
konstantin	konstantin
výstupy	output
výstupy	uitkomsten
bruins	bruins
armstrong	armstrong
lekára	arts
lekára	geneesheer
lekára	arts
lekára	doktor
lekára	dokter
lekára	doctor
rukopis	handschrift
rukopis	manuscript
shoemaker	schoenmaker
projektom	projecten
prózy	proza
margaret	margaret
margaret	margaretha
pridáva	voegt
nebezpečné	gevaarlijke
nebezpečné	gevaarlijk
nebezpečné	gevaarlijke
nebezpečné	gevaarlijk
pristáli	geland
pristáli	landde
pristáli	aangeland
pristáli	aangevoerde
škótsku	schotland
škótsku	scotch
škótsku	whisky
berkeley	berkeley
outline	omtrek
outline	contouren
venovaná	gewijd
venovaná	toegewijde
venovaná	toegewijd
venovaná	opgedragen
bočné	zijdelingse
bočné	laterale
bočné	zijdelings
platnosť	valide
platnosť	geldig
platnosť	geldige
platnosť	geldigheid
platnosť	rechtsgeldigheid
výchovu	opvoeding
child	kind
child	kindje
zostať	blijven
zostať	blijven
zostať	blijf
polo	polo
sporné	twijfelachtige
sporné	twijfelachtig
sporné	omstreden
sporné	betwiste
sporné	betwist
sporné	aangevochten
sporné	omstreden
neba	hemel
neba	hemels
neba	heaven
baktérie	bacterie
baktérie	bacteriën
baktérie	kiemen
baktérie	bacteriën
baktérie	ziektekiemen
main	belangrijkste
main	voornaamste
main	main
grafika	kunstwerken
grafika	illustraties
grafika	kunstwerk
grafika	grafieken
grafika	grafisch
grafika	graphics
vodcov	leiders
estónsko	estland
estónsko	litouwen
sodný	natrium
schopností	capaciteiten
medzinárodne	internationaal
médium	media
médium	paranormaal
médium	psychische
médium	helderziende
médium	medium
médium	middellange
médium	middelgrote
médium	middelgroot
vyhláška	verordening
vyhláška	edict
vyhláška	decreet
úteku	ontsnappen
úteku	weggelopen
geometrie	geometrie
geometrie	meetkunde
fakticky	feitelijk
zachránil	gered
zachránil	bewaard
zachránil	opgeslagen
pravdepodobnosť	waarschijnlijkheden
pravdepodobnosť	waarschijnlijkheid
pravdepodobnosť	waarschijnlijkheid
guide	handleiding
guide	gids
airbus	airbus
komentár	reactie
komentár	comment
komentár	opmerking
komentár	commentaar
komentár	opmerkingen
komentár	commentaren
komentár	reacties
komentár	commentaar
neskoro	late
neskoro	laat
dokázať	demonstreren
dokázať	bewijzen
vybraný	uitverkorene
vybraný	uitgekozen
vybraný	gekozen
vybraný	uitverkoren
vybraný	geselecteerde
vybraný	geselecteerd
vybraný	uitgekozen
vybraný	gekozen
zvon	bell
kult	cult
kult	sekte
kult	cultus
usb	usb
veží	torens
tajne	stiekem
dodáva	levert
dodáva	bezorgt
dodáva	voegt
dodáva	geleverd
dodáva	aangeleverd
dodáva	geleverde
dodáva	bevoorraad
kryštály	kristallen
unit	eenheid
unit	unit
belfort	belfort
riadil	gereden
príbuzných	verwanten
príbuzných	familieleden
polomer	straal
polomer	radius
nákladné	kostbaar
nákladné	vracht
nákladné	goederenvervoer
nákladné	vrachtvervoer
nechce	wil
užitočné	bruikbaar
užitočné	nuttig
užitočné	behulpzaam
športovcov	sporters
športovcov	atleten
športovcov	sporters
dos	dos
terénu	terrein
plemena	fokken
plemena	voortplanten
plemena	ras
otázok	vragen
kantónov	kantons
širokú	breed
širokú	brede
širokú	wide
širokú	wijd
širokú	breed
buffalo	buffalo
buffalo	buffels
buffalo	bizons
buffalo	buffel
pripravený	ready
pripravený	gereed
pripravený	klaar
chemickej	chemisch
špecifikácie	specificaties
obnoviť	reset
obnoviť	resetten
obnoviť	terugzetten
obnoviť	terugzetten
obnoviť	herstellen
obnoviť	verversen
obnoviť	vernieuwen
obnoviť	hervat
obnoviť	hervatten
ueda	ueda
vodiča	chauffeur
vodiča	stuurprogramma
vodiča	driver
vodiča	bestuurder
vajíčka	eieren
vajíčka	eitjes
zavedené	introduceerde
zavedené	ingevoerd
zavedené	geïntroduceerd
zavedené	uitgevoerd
zavedené	geïmplementeerd
odborník	deskundige
odborník	expert
odborník	specialist
odborník	gespecialiseerd
bordeaux	bordeaux
sietí	netten
sietí	netwerken
louny	louny
matematické	wiskundige
matematické	wiskundig
matematické	mathematische
magazín	tijdschrift
magazín	magazine
vypukla	uitgebarsten
chápe	begrijpt
hrdinovia	heroes
hrdinovia	helden
bloky	brokken
bloky	blokken
táborov	kampen
predkov	voorvaderen
predkov	voorouders
predkov	voorvaders
predkov	voorouderlijke
nikde	nergens
guinea	guinea
guinea	guinee
ralph	ralph
dáma	lady
dáma	vrouwe
dáma	dame
populárna	populaire
populárna	populair
drámy	drama
pavilón	paviljoen
hospodárska	economische
hospodárska	economisch
hodnotenia	reviews
hodnotenia	beoordelingen
hodnotenia	recensies
hodnotenia	kijkcijfers
hodnotenia	ratings
hodnotenia	waarderingen
hodnotenia	beoordelingen
hodnotenia	evaluaties
robotník	arbeider
robotník	werker
robotník	werknemer
robotník	arbeider
premena	conversie
premena	bekering
premena	omschakeling
premena	metamorfose
premena	transformatie
vyriešiť	oplossen
vyriešiť	oplossen
mobile	mobile
mobile	mobiel
živí	feeds
živí	voedt
živí	levend
pietro	pietro
roland	roland
ignác	ignác
spracovania	verwerking
spracovania	verwerken
výslovnosť	uitspraak
priehrady	dammen
vydávanie	afgifte
vydávanie	uitgifte
vydávanie	afgifte
vydávanie	uitgifte
vydávanie	kwestie
vydávanie	uitgifte
vydávanie	publicatie
vydávanie	uitgeverijen
vydávanie	publiceren
vydávanie	uitgeverij
autorka	auteur
autorka	schrijver
politikov	politici
uzavretá	bijgevoegd
uzavretá	bijgesloten
uzavretá	ingesloten
uzavretá	gesloten
uzavretá	afgesloten
jeruzalem	jeruzalem
stôp	voeten
stôp	voetjes
stôp	nummers
stôp	tracks
stôp	sporen
stôp	rupsbanden
stôp	traces
stôp	sporen
kennedy	kennedy
pilotov	piloten
pilotov	loodsen
značný	aanzienlijk
značný	aanzienlijke
odráža	weerspiegelde
odráža	weerspiegeld
odráža	gespiegeld
odráža	reflecteert
odráža	weerspiegelt
spoločná	joint
spoločná	gezamenlijke
spoločná	gewricht
dolu	down
dolu	omlaag
progress	progress
progress	vorderingen
progress	vooruitgang
progress	voortgang
obľúbené	favoriet
obľúbené	favoriete
obľúbené	populaire
obľúbené	populair
obľúbené	favorieten
obľúbené	favoriet
obľúbené	favoriete
obľúbené	favorieten
kino	kino
kino	bioscoop
kino	bioscopen
kino	cinema
značku	brand
značku	merk
značku	brandmerk
bomba	bom
aplikácia	aanvraag
aplikácia	toepassing
aplikácia	applicatie
aplikácia	app
uplatnenie	toepasselijkheid
uplatnenie	toepasbaarheid
ázijské	aziatische
ázijské	aziatisch
zástupcu	plaatsvervanger
zástupcu	hulpsheriff
zástupcu	plaatsvervangend
štandardný	standaard
štandardný	standaard
štandardný	norm
zameranie	doelgroep
zameranie	doelgroepen
zameranie	focussen
zameranie	concentreren
zameranie	focus
meter	meter
meter	meter
príbehov	verhalen
príbehov	verslagen
príbehov	verhalen
príbehov	verhaaltjes
jevgenij	jevgeni
pozor	voorzichtig
pozor	aandacht
pozor	attentie
pozor	opgelet
podrobnosti	details
podrobnosti	bijzonderheden
podrobnosti	detail
podrobnosti	details
obnovenie	restauratie
obnovenie	restaureren
obnovenie	herstel
obnovenie	vernieuwing
obnovenie	hernieuwing
obnovenie	verlenging
oldřich	oldřich
metódu	methode
malta	mortier
malta	mortieren
malta	malta
uzol	node
uzol	knooppunt
uzol	knopen
uzol	knoop
prednosť	prioriteit
prednosť	prioritair
prednosť	voorrang
prednosť	voorrang
prednosť	preferentie
prednosť	voorkeur
prednosť	voorrang
ean	ean
káder	ayatollah
menšiny	minderheid
menšiny	minderheden
prietok	flow
striedavo	afgewisseld
striedavo	afwisselend
striedavo	afwisselende
striedavo	afwisselend
prevzaté	genomen
prevzaté	meegenomen
mŕtvy	dood
mŕtvy	doods
mŕtvy	dead
vyrábali	vervaardigde
vyrábali	gefabriceerd
vyrábali	geproduceerd
vyrábali	vervaardigd
leonard	leonard
menšiu	kleiner
menšiu	kleinere
algoritmus	algoritme
ovládanie	controle
ovládanie	control
ovládanie	controles
strieborná	zilver
strieborná	zilveren
strieborná	silver
vchod	entree
vchod	ingang
popravený	uitgevoerd
popravený	uitgevoerde
popravený	geëxecuteerd
bel	bel
neoficiálne	onofficiële
neoficiálne	officieus
neoficiálne	onofficieel
neoficiálne	officieuze
neoficiálne	officieus
neoficiálne	onofficieel
chicagu	chicago
tvoj	je
tvoj	uw
tvoj	jouw
tvoj	uwe
sekundárne	secundaire
sekundárne	secundair
skok	jump
skok	spring
skok	springen
skok	sprong
zoskupenie	cluster
zoskupenie	groeperen
zoskupenie	groepering
zoskupenie	gegroepeerd
gnu	gnu
obmedzenia	beperkingen
obmedzenia	restricties
obmedzenia	beperkingen
obmedzenia	limieten
obmedzenia	grenzen
obmedzenia	restricties
obmedzenia	beperkingen
reakciu	reactie
tisíce	duizenden
pec	oven
pec	oven
pec	oven
pec	pec
testovanie	tests
testovanie	testen
železníc	spoorlijnen
železníc	spoorwegen
otvorene	openlijk
original	oorspronkelijke
original	origineel
original	originele
ekvivalent	equivalent
ekvivalent	gelijkwaardige
ekvivalent	gelijkwaardig
formáte	indeling
formáte	opmaak
formáte	format
formáte	formatteren
formáte	formaat
kapitánom	captain
kapitánom	kapitein
kapitánom	gezagvoerder
belo	belo
šľachtic	edelman
bejzbal	baseball
bejzbal	honkbal
križovatky	kruispunt
križovatky	kruising
križovatky	junction
križovatky	kruisingen
križovatky	kruispunt
križovatky	kruispunten
križovatky	kruispunten
hollywood	hollywood
obchodník	handelaar
vegas	vegas
rekonštrukcie	wederopbouw
rekonštrukcie	heropbouw
rekonštrukcie	reconstructie
ken	ken
sedimenty	sedimenten
žiadal	geclaimd
žiadal	opgeëist
žiadal	claimde
žiadal	beweerde
žiadal	geclaimde
chaos	chaos
viacej	more
viacej	meer
schneider	schneider
collins	collins
vysielač	zender
symbolizuje	symboliseert
symbolizuje	symboliseert
nominácie	voordrachten
nominácie	nominaties
chýbajú	ontbreken
chýbajú	vermist
chýbajú	missen
chýbajú	ontbrekend
chýbajú	ontbrekende
chýbajú	ontbreekt
alba	alba
sledovanie	traceren
sledovanie	tracking
sledovanie	monitoring
sledovanie	toezicht
sledovanie	toezicht
sledovanie	bewaking
sledovanie	surveillance
sledovanie	volg
sledovanie	volgt
sledovanie	volgen
scénu	scène
scénu	scene
bohatstvo	fortune
bohatstvo	fortuin
bohatstvo	rijkdommen
bohatstvo	rijkdom
bohatstvo	rijkdom
titulok	kop
titulok	koptekst
titulok	krantenkop
titulok	onderschrift
titulok	titel
titulok	titel
ovocie	vruchten
ovocie	fruit
ovocie	vrucht
ovocie	vruchten
ovocie	fruit
kaneda	kaneda
observatórium	observatorium
proste	gewoon
minca	munt
minca	munten
označiť	taggen
označiť	tag
označiť	markeren
označiť	merkteken
označiť	markeer
označiť	mark
videli	gespot
videli	gezien
videli	zag
videli	zagen
videli	saw
videli	zaag
baptiste	baptiste
náboženská	religieuze
náboženská	religieus
kvapaliny	vloeistoffen
kvapaliny	vloeistoffen
nápad	idee
nápad	ideetje
morgan	morgan
albánska	albanese
albánska	albanees
albánska	albanië
hovoril	gesproken
hovoril	sprak
hovoril	spraken
navrhnutá	ontworpen
miestnosť	kamer
letel	gevlogen
letel	gevlogen
letel	vloog
letel	vlogen
zásob	inventarisatie
zásob	inventariseren
zásob	inventaris
zásob	inventarissen
zásob	voorraden
zásob	voorraad
zásob	stock
hole	hole
hole	gat
hole	kuil
dateformat	dateformat
brothers	brothers
brothers	broeders
brothers	broertjes
brothers	gebroeders
brothers	broers
tóth	tóth
vládcu	heerser
vládcu	liniaal
planina	planina
monika	monika
monika	monica
ovplyvnená	beïnvloedde
ovplyvnená	beïnvloed
ovplyvnená	getroffen
ovplyvnená	beïnvloed
heineken	heineken
rozdelenia	distributies
rozdelenia	uitkeringen
presnosť	nauwkeurigheid
presnosť	precisie
presnosť	nauwkeurigheid
presnosť	juistheid
jam	jam
komplexné	veelomvattend
komplexné	omvattend
komplexné	complexe
komplexné	complex
komplexné	ingewikkeld
uložená	gered
uložená	bewaard
uložená	opgeslagen
turecký	turkse
turecký	turks
zemetrasenie	aardbeving
zemetrasenie	beving
zemetrasenie	aardbevingen
pochopiť	begrijpen
pochopiť	begrijp
pochopiť	inzicht
pochopiť	begrijpen
pochopiť	begrip
zväzkov	bundels
efekty	uitwerkingen
efekty	effecten
efekty	gevolgen
zeppelin	zeppelin
plošina	perron
plošina	platform
plošina	plateau
myslel	dacht
myslel	dachten
myslel	gedacht
myslel	nadenken
myslel	denken
myslel	denkend
obmedzená	limited
obmedzená	beperkt
obmedzená	gelimiteerd
obmedzená	beperkte
obmedzená	beperkt
obmedzená	beperkte
uverejnil	gepost
uverejnil	geplaatste
uverejnil	geplaatst
beck	beck
obchody	winkels
obchody	bedrijf
obchody	zakelijk
obchody	deals
kentaur	centaur
realizácia	realisering
realizácia	realisatie
realizácia	uitvoering
realizácia	tenuitvoerlegging
realizácia	implementatie
realizácia	realisatie
realizácia	uitvoering
realizácia	terechtstelling
realizácia	executie
kriticky	kritisch
kužele	kegels
zachrániť	sparen
zachrániť	bewaar
zachrániť	bewaren
zachrániť	opslaan
zachrániť	save
zachrániť	redding
zachrániť	reddingsteam
zachrániť	redden
zachrániť	rescue
pohrebu	begrafenis
pohrebu	uitvaart
beskydy	beskiden
zvukové	hoorbaar
rozpad	uiteenvallen
rozpad	desintegratie
rozpad	verval
apoštolov	gezanten
apoštolov	boodschappers
apoštolov	apostelen
jindřich	jindřich
houston	houston
slabé	zwak
slabé	zwakken
slabé	slap
slabé	zwakke
hercegovina	herzegovina
pearl	pearl
pearl	parel
priemerne	gemiddelde
priemerne	gemiddeld
alignbars	alignbars
presadiť	afdwingen
kolesá	wielen
kolesá	wheels
kolesá	velgen
uzavretý	bijgevoegd
uzavretý	bijgesloten
uzavretý	ingesloten
mississippi	mississippi
zajatcov	gevangenen
blog	blog
blog	weblog
blog	bloggen
samec	mannelijk
samec	male
samec	mannetje
samec	mannelijke
ramená	schouders
ramená	wapens
ramená	armen
plní	vervult
plní	presteert
libreto	libretto
western	western
western	westelijk
vedené	geleid
vedené	begeleide
vedené	geleide
vedené	begeleid
špecifický	specifiek
špecifický	specifieke
trvalé	duurzaam
trvalé	duurzame
trvalé	permanente
trvalé	blijvend
trvalé	permanent
trvalé	blijvende
trvalé	blijvend
baňa	mijne
beroun	beroun
fci	fci
gilbert	gilbert
double	dubbel
double	dubbele
double	tweepersoons
double	verdubbelen
double	double
dakota	dakota
očí	ogen
očí	oogjes
vrstvu	laag
formáty	formaten
baker	baker
baker	bakker
utiekol	ontsnapt
utiekol	ontsnapte
utiekol	gevlucht
utiekol	vluchtte
utiekol	ontvlucht
mini	mini
pracovníci	werkers
pracovníci	werkenden
pracovníci	arbeiders
pracovníci	werknemers
kolumbii	colombia
zoskupenia	cluster
zoskupenia	clusters
zoskupenia	groeperingen
zoskupenia	groeperen
zoskupenia	groepering
zoskupenia	gegroepeerd
urobila	deed
ovplyvnené	beïnvloedde
ovplyvnené	beïnvloed
ovplyvnené	getroffen
ovplyvnené	beïnvloed
existovalo	bestonden
existovalo	bestond
kansas	kansas
ľudská	menselijk
ľudská	menselijke
ľudská	mens
šťastný	vrolijk
šťastný	happy
šťastný	blij
šťastný	tevreden
šťastný	gelukkig
konfliktov	conflicten
konfliktov	conflict
trek	trek
breh	oever
breh	wal
mladí	jonge
mladí	jong
mladí	young
povinný	verplichte
povinný	verplicht
povinný	verplichte
povinný	verplicht
graz	graz
krásne	mooi
krásne	prachtig
krásne	mooie
krásne	heerlijk
známky	postzegels
známky	stempels
známky	zegels
známky	cijfers
známky	rangen
rektor	rector
predal	verkocht
predal	verkochte
obor	giant
obor	reus
obor	reuze
prekonať	overwinnen
prekonať	overwonnen
predpokladu	aanname
predpokladu	veronderstelling
prezidentských	presidentiële
prezidentských	presidentieel
ira	ira
brániť	verdedigen
brániť	verdedig
bohatá	rijk
bohatá	rijken
bohatá	rich
turecká	turkse
turecká	turks
site	zeef
site	site
martín	martín
maxim	maxim
príbuzné	verwanten
príbuzné	familieleden
príbuzné	gerelateerd
príbuzné	verwant
príbuzné	verwante
príbuzné	gerelateerde
rozmer	afmetingen
rozmer	afmeting
rozmer	dimensie
primátor	burgemeester
jordan	jordan
jordan	jordanië
rozpočet	budget
rozpočet	begroting
philipp	philipp
franklin	franklin
batérie	accu
batérie	batterij
batérie	batterijen
neplatný	ongeldig
neplatný	ongeldige
academia	academia
knižnici	bibliotheek
zriadené	opgericht
zriadené	gevestigde
zriadené	gevestigd
backgroundcolors	backgroundcolors
alkoholu	alcohol
dublin	dublin
veronika	veronica
veronika	veronika
upravená	aangepast
rom	rom
terry	terry
výmenu	ruil
výmenu	uitwisseling
výmenu	uitwisselen
okolnosti	omstandigheden
okolnosti	omstandigheid
okolnosti	omstandigheden
vianoce	kerstmis
vianoce	kerst
vianoce	christmas
vianoce	kerstfeest
zaútočili	aangevallen
predpoklad	vermoeden
predpoklad	veronderstelling
predpoklad	aanname
predpoklad	veronderstelling
predpoklad	hypothese
predpoklad	veronderstelling
fedor	fedor
pokoj	vrede
pokoj	peace
pokoj	rustig
pokoj	kalm
pokoj	sereniteit
atentát	moord
atentát	moordaanslag
bonaparte	bonaparte
plánovaná	gepland
plánovaná	geplande
plánovaná	ingepland
plánovaná	gepland
plánovaná	geplande
aspekty	facetten
aspekty	aspecten
vyvoláva	verhoogt
pacienta	geduldig
pacienta	patiënt
pacienta	patient
letiská	vliegvelden
letiská	luchthavens
odmietla	afgewezen
odmietla	geweigerd
matke	moeder
matke	moedertje
zasiahla	ingegrepen
diamond	diamond
diamond	diamant
zajatí	gevangenschap
hrobky	tombe
hrobky	graftombe
hrobky	graf
hrobky	graven
jadrová	nucleaire
jadrová	nucleair
über	über
klasifikácie	classificaties
realizovať	implementeren
realizovať	besef
kľúčové	key
kľúčové	sleutel
kľúčové	toets
desaťročia	decennia
grace	gratie
grace	grace
cestoval	gereisd
cestoval	reisde
cestoval	gereisd
cestoval	reisde
cestoval	reisden
kartu	tabblad
kartu	tab
dana	dana
smk	smk
edgar	edgar
stuart	stuart
študuje	studeren
dokazuje	bewijst
zákone	testament
toulouse	toulouse
tokov	stroomt
tokov	stromen
urán	uranium
urán	uranus
strecha	dak
utiecť	ontsnapping
utiecť	ontsnappen
utiecť	escape
kampane	campagnes
nížina	laagland
danny	danny
obyvateľom	inwoners
obyvateľom	bewoners
obyvateľom	inwoners
obyvateľom	bewoners
obyvateľom	ingezetenen
magic	magie
magic	magic
magic	magisch
kushiro	kushiro
stráca	verliezen
stráca	verliest
materskej	moederschap
materskej	ouder
materskej	moedermaatschappij
bonus	bonus
náhrada	terugbetaling
náhrada	teruggave
náhrada	restitutie
náhrada	vergoeding
náhrada	terugbetaling
náhrada	vergoeding
náhrada	compensatie
náhrada	schadeloosstelling
náhrada	schadevergoeding
náhrada	vervanging
náhrada	vervanger
dominika	dominique
dominika	dominika
dominika	dominica
autorských	auteursrechten
autorských	auteursrechten
autorských	auteursrecht
autorských	copyright
marcela	marcel
marcela	marcela
jakob	jakob
dostupná	beschikbare
dostupná	verkrijgbaar
dostupná	beschikbaar
obmedzenie	restrictie
obmedzenie	beperking
obmedzenie	beperking
obmedzenie	begrenzing
obmedzenie	beperken
obmedzenie	limiet
obmedzenie	limieten
obmedzenie	beperking
kameraman	cameraman
true	waar
true	true
true	klopt
topenia	smelten
topenia	smelt
nariadenia	verordeningen
nariadenia	reglementen
nariadenia	regelgeving
nariadenia	regulering
nariadenia	verordening
interakcie	interactie
interakcie	wisselwerking
interakcie	interacties
interakcie	interactie
sedan	sedan
sedan	saloon
pobočky	bijkantoren
pobočky	takken
pobočky	branches
pobočky	filialen
kritiku	kritiek
kritiku	kritiek
téme	topic
téme	onderwerp
meč	degen
meč	zwaard
chad	chad
chad	tsjaad
inštitúcia	instelling
federálny	federale
federálny	federaal
zistí	detecteert
nádeje	hoop
nádeje	hoopt
externý	extern
externý	uitwendig
externý	externe
voyager	voyager
zeus	zeus
experimentálne	experimenteel
ostro	sharp
ostro	scherp
ostro	scherpe
gott	gott
mních	monnik
mních	monk
roh	corner
roh	hoekje
roh	hoek
roh	horn
roh	hoorn
všimol	opviel
všimol	opgemerkt
všimol	opgevallen
město	město
vlastníkom	eigenaar
vlastníkom	baasje
povolené	geautoriseerd
povolené	toegestaan
povolené	toegestane
povolené	toegelaten
povolené	ingeschakeld
povolené	geautoriseerd
povolené	toegestaan
povolené	toegestane
povolené	toegelaten
povolené	toegestaan
povolené	toegelaten
povolené	toegestane
povolené	toegestaan
povolené	toegelaten
povolené	toegestane
jedenásť	eleven
jedenásť	elf
magnus	magnus
epizódy	afleveringen
dočasné	tijdelijk
dočasné	tijdelijke
dočasné	voorlopige
dočasné	voorlopig
objavovať	ontdekken
objavovať	verkennen
objavovať	ontdek
objavovať	ontdekken
stúpa	stijgt
stúpa	rising
stúpa	stijgend
stúpa	stijgende
stúpa	rijzende
výstupov	output
potraviny	levensmiddelen
potraviny	voedsel
potraviny	eten
potraviny	levensmiddelen
potraviny	voedingsmiddelen
potraviny	boodschappen
potraviny	levensmiddelen
potraviny	voedingswaren
potraviny	voedingsmiddelen
očami	ogen
očami	oogjes
kategóriu	categorie
spomienky	memories
spomienky	herinneringen
ťažkosti	moeilijkheidsgraad
ťažkosti	moeilijkheden
ťažkosti	moeilijkheid
ťažkosti	moeilijkheden
edmund	edmund
protest	protesten
protest	protest
protest	protesteren
graham	graham
riadené	beheerde
riadené	beheerd
riadené	geleid
riadené	begeleide
riadené	geleide
riadené	begeleid
riadené	beheerste
riadené	gecontroleerde
riadené	beheerst
riadené	gecontroleerd
riadené	gestuurde
poškodený	beschadigd
poškodený	beschadigde
poškodený	corrupt
poškodený	bedorven
poškodený	beschadigd
zadný	achterste
zadný	achterkant
zadný	achteraan
zadný	achterhoede
zadný	achterzijde
isto	zeker
existujúcich	bestaand
existujúcich	bestaande
chrániť	beschermen
chrániť	bescherm
radosť	genot
radosť	joy
radosť	blijdschap
radosť	vreugde
radosť	genoegen
radosť	plezier
radosť	genot
elektróny	elektronen
prepojené	gekoppelde
prepojené	gelinkt
prepojené	verbonden
prepojené	gekoppeld
hus	goose
hus	gans
hus	ganzen
hus	hus
facebook	facebook
štandardná	standaard
skladateľov	componisten
prístupná	bereikbaar
prístupná	toegankelijke
prístupná	toegankelijk
správna	correcte
správna	corrigeren
správna	correct
sála	hal
sála	zaal
sála	hall
sála	balzaal
sála	auditorium
litoměřice	litoměřice
odkazuje	gerefereerd
odkazuje	verwijst
deja	déjà
auta	auto
auta	wagen
krk	hals
krk	nek
magyar	magyar
prach	stof
nadácia	stichting
nadácia	fundering
výmeny	uitwisseling
výmeny	uitwisselingen
colin	collin
colin	collin
colin	colin
pocity	gevoelens
werner	werner
ľahký	light
ľahký	lichte
ľahký	licht
salzburg	salzburg
africké	afrikaanse
africké	afrikaans
vrtuľník	helikopter
vrtuľník	helicopter
vrtuľník	helikopter
vrtuľník	heli
vrtuľník	chopper
vrtuľník	helicopter
dcér	dochters
zložité	lastig
zložité	listig
zložité	lastige
zložité	complexe
zložité	complex
zložité	ingewikkeld
zložité	gecompliceerd
zložité	ingewikkelde
zložité	gecompliceerde
zložité	ingewikkeld
zložité	lastig
zložité	moeilijk
zložité	moeilijke
panva	bekken
advokát	advocaat
advokát	advocate
advokát	raadsman
advokát	advocaat
advokát	advocate
advokát	jurist
existujúce	bestaand
existujúce	bestaande
ťažšie	zwaarder
ťažšie	zwaardere
ťažšie	moeilijker
ťažšie	harder
ťažšie	hardere
ťažšie	lastiger
zaujímavý	interessante
zaujímavý	interessant
odborníci	professionals
odborníci	professionelen
odborníci	vakmensen
odborníci	experts
odborníci	deskundigen
odborníci	experten
oceľ	staal
oceľ	stalen
dokopy	samen
skúmanie	verkennen
vták	vogeltje
vták	vogels
vták	vogel
roberto	roberto
prevahu	superioriteit
zriedka	zelden
zriedka	zelden
pól	hengel
pól	pole
pól	pool
pól	paal
jedince	particulieren
jedince	individuen
brusel	brussel
predsedníctva	voorzitterschap
predsedníctva	presidentschap
čiernych	zwarten
významnosť	betekenis
významnosť	relevantie
reťazec	tekenreeks
reťazec	string
reťazec	touwtje
reťazec	ketting
reťazec	keten
rozvíja	ontwikkelt
zomreli	gestorven
zomreli	overleden
zomreli	stierf
pripraviť	voorbereiden
pripraviť	klaarmaken
jeseník	jeseník
sľub	belofte
sľub	beloven
sľub	beloof
vhodná	toepasselijk
vhodná	geschikt
vhodná	passende
vhodná	passend
vhodná	gepast
vhodná	geschikt
vhodná	geschikte
barrett	barret
barrett	barrett
saxofón	saxofoon
ghz	ghz
metallica	metallica
produkuje	produceert
apr	apr
električka	tram
teatro	teatro
isaac	isaac
niesť	carry
výrobcov	producers
výrobcov	producenten
výrobcov	fabrikanten
nahrávania	uploads
vyvíja	evolueert
vyvíja	ontwikkelt
kompletný	voltooid
kompletný	invullen
kompletný	complete
kompletný	compleet
životnosť	looptijd
životnosť	levensduur
životnosť	duurzaamheid
jun	jun
jun	yun
elektronický	elektronisch
vodič	chauffeur
vodič	stuurprogramma
vodič	driver
vodič	bestuurder
newton	newton
desaťročí	decennia
desaťročí	decennium
galileo	galileo
chráni	beschermt
soundtrack	soundtrack
obmedzený	beperkt
obmedzený	beperkte
obmedzený	limited
obmedzený	beperkt
obmedzený	gelimiteerd
obmedzený	beperkte
zvláštny	strange
zvláštny	raar
zvláštny	vreemd
zvláštny	vreemde
zvláštny	oneven
zvláštny	vreemd
zvláštny	odd
dôsledok	uitvloeisel
dôsledok	gevolg
dôsledok	consequentie
palace	paleis
rytmus	beat
rytmus	ritme
príležitostne	incidentele
príležitostne	incidenteel
príležitostne	incidenteel
duo	duo
kresťanský	christelijke
kresťanský	christen
kresťanský	christelijk
kresťanský	christian
kresťanský	christenen
mäsa	vlees
henrik	henrik
bach	bach
slávu	bekendheid
slávu	beroemdheid
slávu	roem
slávu	faam
slávu	glorie
slávu	roem
slávu	heerlijkheid
slávu	glory
theodor	theodor
využívanie	uitbuiting
využívanie	exploitatie
využívanie	gebruik
ahoj	hallo
ahoj	hello
učiť	lesgeven
učiť	onderwijzen
učiť	leren
učiť	leer
astronauti	astronauten
kôra	korst
kôra	blaffen
kôra	schors
kôra	bast
kôra	hersenschors
kôra	cortex
kôra	schil
kôra	schillen
kôra	pellen
kôra	peel
prevláda	overheerst
náročné	uitdagende
náročné	uitdagend
náročné	lastig
náročné	moeilijk
náročné	moeilijke
