les	на
marc	марк
altitude	височина
altitude	височина
économique	икономическа
économique	икономическо
économique	икономически
économique	икономичен
unité	съединението
unité	обединение
unité	единство
unité	поделение
unité	единица
particulièrement	особено
particulièrement	особено
lignes	редове
lignes	линии
lignes	реплики
lignes	редове
traité	трактат
traité	договор
montre	гледай
montre	гледайте
montre	покажи
montre	показване
idée	идея
éditeur	издател
éditeur	издателство
éditeur	редактор
littérature	литература
attaque	удар
attaque	инсулт
attaque	атака
records	архиви
records	плочи
records	записи
records	регистри
principaux	основни
principaux	основна
principaux	главна
principaux	главен
principaux	главни
sol	почви
sol	почва
sol	сол
sol	соу
sol	подът
sol	пода
sol	етаж
chaîne	верига
chaîne	вериги
chaîne	верижка
chaîne	веригата
chaîne	канал
chaîne	каналът
chaîne	струнната
chaîne	връв
chaîne	низ
chaîne	струна
ouvrage	ouvrage
fondée	основана
fondée	основано
fondée	основан
actuellement	понастоящем
reçoit	получава
fond	дъното
fond	отдолу
fond	дъно
fond	фон
fond	контекст
format	формат
mode	мода
mode	модно
mode	модата
mode	режим
original	оригинални
original	оригинал
original	оригинално
original	оригинална
original	оригинален
espagnol	испанци
espagnol	испанска
espagnol	испанско
espagnol	испански
producteur	продуцент
producteur	производител
artiste	изпълнител
artiste	художничка
artiste	художник
artiste	артист
artiste	творец
créer	създаване
créer	създайте
composition	състав
composition	композиция
los	лос
décide	решава
décide	решете
garde	гард
garde	пазач
garde	попечителство
votre	вашият
votre	твоят
votre	твоя
votre	твоята
sécurité	сигурност
sécurité	охрана
sécurité	безопасност
sécurité	предпазител
fédération	федерация
fédération	федерацията
fédération	fédération
quatrième	четвърта
quatrième	четвърто
quatrième	четвърти
junior	младши
junior	джуниър
police	шрифт
police	полиция
comédie	комедията
comédie	комедия
albert	алберт
albert	албер
albert	албърт
bruxelles	брюксел
empereur	императорът
empereur	император
empereur	императора
xxe	twentieth
xxe	xxe
infanterie	infanterie
infanterie	пехотата
infanterie	пехота
ministère	министерство
ministère	министерството
rejoint	съединени
chevalier	найт
chevalier	рицар
chevalier	кавалер
chevalier	шевалие
armes	ръце
armes	оръжия
armes	оръжие
armes	оръжие
armes	оръжия
armes	оръжията
armes	пистолети
armes	оръжия
armes	пушки
livres	книгите
livres	книги
livres	ливри
principales	основни
principales	основна
principales	главна
principales	главен
principales	главни
personnalités	личности
unique	необвързан
unique	единична
unique	сингъл
unique	необвързана
unique	единичен
unique	уникално
unique	уникален
unique	уникални
unique	уникална
capitaine	капитане
large	широко
large	широки
large	широк
large	широка
large	широки
large	широка
guillaume	уилям
guillaume	гийом
tel	такава
tel	такива
tel	такова
tel	такъв
tel	тел
parce	защото
commission	комисионна
commission	комисия
demandé	поиска
demandé	поискани
demandé	поискано
demandé	поискана
demandé	поискаха
demandé	попитал
demandé	попитала
demandé	попита
divers	различни
divers	различни
divers	разнообразни
divers	разни
tels	такава
tels	такива
tels	такова
tels	такъв
décision	решението
décision	решение
actuelle	ток
actuelle	текущ
actuelle	текуща
actuelle	текущи
actuelle	настоящ
classique	класика
classique	класическо
classique	класически
classique	класическа
classique	класик
classique	класическо
classique	класическа
classique	класика
classique	класически
présent	подарък
présent	настояще
présent	присъстващи
fit	годен
fit	годни
passé	минали
passé	минало
mandat	мандат
berlin	берлин
isbn	isbn
taux	ставка
taux	ставки
surface	повърхност
surface	повърхността
architecture	архитектурата
architecture	архитектура
inscrit	регистриран
inscrit	регистрирана
inscrit	регистрирано
inscrit	регистрирани
astéroïde	астероиди
astéroïde	астероид
transport	транспорт
transport	транспортиране
transport	превоз
transport	транспорт
transport	превоз
transport	транспортиране
sort	заклинание
sort	заклинанието
rené	рене
rené	рене
alexandre	александър
oui	да
oui	да
annonce	обявяване
annonce	съобщение
annonce	обявление
annonce	обява
annonce	реклама
pièce	монети
pièce	монета
pièce	монетата
pratique	удобно
pratique	удобен
pratique	удобни
pratique	удобна
pratique	тренировка
pratique	практика
pratique	практично
pratique	практичен
pratique	практически
pratique	практическо
pratique	практична
conseiller	съветник
conseiller	консултант
conseiller	съветник
conseiller	съветник
portail	портал
terrain	земи
terrain	земя
terrain	терена
terrain	терен
terrain	терени
usage	използване
usage	употреба
comprend	включват
comprend	включва
secrétaire	секретар
secrétaire	секретарка
tennis	тенис
donner	донър
donner	дари
donner	дай
pièces	монети
pièces	части
fonctions	функция
fonctions	длъжност
fonctions	функциониране
fonctions	функции
fonctions	функции
fonctions	черти
fonctions	особености
fonctions	характеристики
fonctions	мита
fonctions	задължения
accès	достъп
informations	информация
informations	информиране
marché	пазарна
marché	пазар
marché	пазарен
charge	зареди
charge	натоварване
charge	зареждане
charge	товар
charge	зареждане
charge	заряд
charge	товар
alpes	алпи
alpes	алпите
sites	сайтове
sites	сайтове
sites	уебсайтове
basket	кош
basket	кошница
basket	баскетбол
basket	баскетбола
basket	баскетболен
utiliser	използвайки
utiliser	използване
utiliser	употреба
utiliser	използвайте
économie	икономика
économie	икономия
économie	икономика
longueur	дължина
légende	заглавие
légende	надпис
légende	легендата
légende	легенда
pense	мисли
pense	помисли
vingt	двадесет
arrivée	пристигането
arrivée	пристигане
conditions	състояния
conditions	условията
conditions	условия
élection	изборите
élection	избори
protection	защита
protection	закрила
scénariste	писателка
scénariste	сценарист
scénariste	писател
scénariste	сценарист
bibliothèque	библиотеката
bibliothèque	библиотека
commerce	търговия
commerce	търговия
commerce	търговско
influence	влияние
énergie	енергия
énergie	energy
énergie	енергетика
publique	публично
publique	публични
publique	публична
publique	обществено
publique	публичен
publique	обществени
petits	малка
petits	малки
petits	малък
petits	дребен
parties	части
parties	партита
parties	партии
parties	купони
parties	страни
fiction	фантастика
fiction	измислица
intérêt	интерес
intérêt	лихви
intérêt	лихва
structure	структура
structure	конструкция
laurent	лорънс
laurent	дейвид
laurent	давид
laurent	лоран
laurent	лорънс
laurent	лоурънс
kilomètres	километри
kilomètres	майлс
kilomètres	мили
kilomètres	километри
kilomètres	километра
kilomètres	километри
jeunesse	младежта
jeunesse	младост
jeunesse	младеж
jeunesse	младостта
jeunesse	младежи
régions	райони
régions	региони
régions	регионите
majorité	мнозинство
majorité	мнозинството
majorité	мажоритарен
passer	преминаване
passer	пропуск
passer	мине
passer	пас
passer	преминаване
enseignement	преподаването
enseignement	преподаване
enseignement	обучение
enseignement	образование
enseignement	възпитание
seigneur	лорд
veut	иска
exposition	изложба
exposition	експонат
exposition	изложение
exposition	изложба
exposition	излагане
exposition	облъчване
exposition	експозиция
poids	тежести
poids	тегло
poids	тежест
santé	наздраве
santé	здраве
santé	здравеопазване
santé	здравето
heure	час
heure	времето
heure	време
feu	огън
feu	пожар
italienne	италианска
italienne	италианец
italienne	италиански
italienne	италианско
atteint	постигнато
atteint	достигнат
atteint	достигната
atteint	постигнато
atteint	постигната
atteint	постигнати
atteint	постигнат
profession	професия
profession	професия
profession	окупация
trouver	намирането
trouver	намиране
trouver	открийте
trouver	намиране
trouver	намерете
trouver	намери
trouver	намеря
voyage	пътувания
voyage	пътуване
voyage	пътувам
voyage	пътуват
voyage	пътешествия
voyage	пътуване
voyage	пътешествие
voyage	пътуване
voyage	пътешествие
voyage	трип
voyage	екскурзия
supérieur	горни
supérieur	горна
supérieur	горен
logo	лого
logo	логото
gestion	мениджмънт
gestion	управление
permettant	позволяващи
derniers	последно
derniers	последен
derniers	последни
derniers	последна
localité	местоположение
localité	място
localité	местонахождение
localité	локация
localité	местност
arrière	назад
arrière	обратно
arrière	гръб
arrière	задна
arrière	заден
arrière	отзад
arrière	задни
arrière	задно
régime	диети
régime	диетична
régime	диета
régime	режим
black	черни
black	черно
black	черна
black	черен
henry	хенри
autriche	австрия
résultat	резултат
résultat	резултата
couleurs	цветове
couleurs	цвят
couleurs	цветен
couleurs	цветно
couleurs	цветна
couleurs	цветове
couleurs	цвят
couleurs	цветен
couleurs	цветно
couleurs	цветове
couleurs	цветове
comment	как
nations	народи
nations	нации
central	централно
central	централен
central	централа
central	централни
central	централна
signe	табела
signe	знак
orchestre	група
orchestre	оркестър
orchestre	банда
orchestre	лента
orchestre	оркестър
concours	конкурс
concours	състезание
concours	състезания
concours	конкурси
concours	конкуренция
concours	конкурс
concours	състезание
concours	конкурси
moderne	модерно
moderne	модерни
moderne	модерна
moderne	съвременно
moderne	модерен
moderne	съвременен
moderne	модем
longue	дълги
longue	дълго
longue	дълъг
longue	лонг
termine	завърши
termine	довърши
termine	довърша
liées	завързана
liées	обвързана
wikipedia	уикипедия
phase	фаза
phase	етап
problèmes	проблеми
problèmes	проблемите
problèmes	въпроси
problèmes	проблеми
journaliste	журналист
journaliste	журналистка
journaliste	репортера
journaliste	репортер
journaliste	репортерка
journaliste	репортерът
record	рекорд
record	запис
célèbre	прочут
célèbre	известни
célèbre	прочута
célèbre	известна
célèbre	известен
musical	музикален
musical	музикално
musical	мюзикъл
musical	музикална
mariage	женитба
mariage	брака
mariage	брак
mariage	сватба
mariage	бракът
mariage	свадба
mariage	сватба
devenir	ставайки
svg	svg
architecte	архитект
architecte	архитекти
message	послание
message	съобщение
message	съобщението
mêmes	същият
mêmes	същата
mêmes	същото
artistes	изпълнител
artistes	художничка
artistes	художник
artistes	артист
artistes	творец
artistes	творци
artistes	художници
artistes	изпълнители
artistes	артисти
constitution	конституция
constitution	конституцията
nos	нашият
nos	наша
nos	нашия
nos	нашата
nos	нашите
roger	роджър
presque	почти
affaire	случай
affaire	дело
affaire	кейс
affaire	случаят
affaire	каса
propose	предлага
esprit	ума
esprit	ум
esprit	дух
suivi	следвайте
suivi	следене
suivi	проследяване
suivi	следене
suivi	наблюдение
suivi	мониторинг
moteur	двигатели
moteur	двигател
moteur	моторни
moteur	двигател
moteur	мотор
relations	връзки
relations	взаимоотношения
relations	връзките
relations	отношения
relations	взаимоотношения
relations	отношения
ouverture	откриване
ouverture	отваряне
ouverture	откритост
ouverture	отворено
ouverture	отвори
ouverture	отваряне
désormais	сега
alain	майкъл
alain	ален
alain	алън
alain	дейвид
alain	давид
élève	ученик
séries	серия
séries	поредица
séries	сериал
séries	серии
vienne	виена
galerie	галерия
découvert	открит
découvert	открита
découvert	открити
découvert	разкрита
découvert	разкрити
parlement	парламента
parlement	парламентът
parlement	парламент
zip	цип
zip	зип
zip	ципа
étudiant	студентка
étudiant	ученик
étudiant	ученичка
étudiant	студент
maria	мария
techniques	технически
techniques	техническа
techniques	техническо
techniques	техники
théorie	теорията
théorie	теория
doute	съмнението
doute	съмнения
doute	съмнение
doute	съмнения
suppression	потискане
suppression	заличаване
suppression	премахване
suppression	изваждане
suppression	отстраняване
suppression	изтриването
mémoire	спомен
mémoire	памет
mémoire	спомени
ait	ait
ami	ami
ami	приятелка
ami	приятелю
ami	приятел
super	страхотно
super	super
super	супер
super	страхотни
super	страхотен
super	страхотно
super	страхотна
super	супер
françaises	френско
françaises	французи
françaises	френска
françaises	френски
françaises	французин
françaises	françaises
arrive	пристига
images	изображения
images	образи
images	снимки
images	картинки
images	картини
éducation	обучение
éducation	образование
éducation	възпитание
magazine	списание
don	дарение
don	дари
don	дон
pourquoi	защо
officier	офицер
officier	полицай
note	забележка
note	бележка
hauteur	ръст
hauteur	височина
morts	мъртви
morts	мъртва
morts	мъртъв
camp	лагер
considéré	разглеждания
considéré	разглеждан
secteur	сектора
secteur	сектор
probablement	вероятно
social	социално
social	социален
social	социални
social	социална
représentant	представляващи
représentant	представляваща
représentant	представляващ
représentant	представителна
représentant	представителен
représentant	представително
représentant	представителни
représentant	представител
saisons	сезоните
saisons	сезони
saisons	сезон
saisons	сезона
temple	темпъл
temple	храмът
temple	храм
forêt	гори
forêt	горите
forêt	форест
forêt	гора
forêt	горски
importance	важност
importance	значимост
importance	значимост
maintenant	сега
forte	форте
forte	силни
forte	силен
forte	силно
forte	силна
conflit	конфликтите
conflit	конфликти
conflit	конфликт
conflit	конфликти
conflit	спор
conflit	спорът
commandant	майорът
commandant	майор
commandant	командващ
commandant	командир
meurt	умира
ben	бен
docteur	лекар
docteur	докторе
christian	кристиан
christian	кристиян
christian	крисчън
christian	християнин
gouverneur	управител
gouverneur	губернатор
artistique	арт
artistique	изкуството
artistique	art
artistique	изкуство
artistique	артистична
artistique	художествена
artistique	артистичен
artistique	артистично
loin	надалеч
loin	далеч
collège	колежа
collège	колежът
collège	колеж
utilise	използване
utilise	употреба
utilise	използвайте
utilise	употреби
utilise	използва
bassin	таза
bassin	таз
bassin	басейн
victoires	печели
victoires	победите
victoires	победи
victoires	победа
bureau	кабинет
bureau	офисът
bureau	офис
bureau	офиса
bureau	desktop
contrat	договор
féminin	женско
féminin	женствена
féminin	женски
féminin	женско
féminin	жена
féminin	женски
féminin	женска
féminin	жени
féminin	жените
romain	ромен
romain	римски
romain	римлянин
romain	роман
romain	римска
professionnel	професионални
professionnel	професионална
professionnel	професионалист
professionnel	професионален
professionnel	професионално
marseille	марсилия
marseille	марсилия
arbitre	арбитър
arbitre	рефер
arbitre	съдия
arbitre	арбитър
arbitre	рефер
justice	справедливост
justice	правосъдие
justice	правда
directement	преки
directement	директна
directement	директно
directement	пряко
directement	директен
directement	директно
directement	пряко
appel	обжалване
appel	призив
appel	жалба
appel	повикване
appel	обаждане
semaine	седмицата
semaine	седмица
pied	крак
pied	фут
you	си
you	ти
you	ви
chanteur	певецът
chanteur	певица
chanteur	сингър
chanteur	певец
neuf	nine
neuf	девет
européen	европейско
européen	европейски
européen	европеец
européen	европейска
photographie	снимка
photographie	фотографията
photographie	фотография
principe	принцип
latin	латинска
latin	латински
victor	виктор
connue	позната
connue	известни
connue	познат
connue	известна
connue	известен
bord	ръба
bord	ръб
bord	bord
distribution	дистрибуция
distribution	разпределяне
distribution	разпространение
distribution	разпределение
environnement	среда
canadien	канадци
canadien	канадска
canadien	канадец
canadien	канадски
utilisée	използвано
utilisée	използван
utilisée	използвани
utilisée	използвана
entreprises	бизнес
entreprises	дружества
entreprises	фирми
entreprises	компании
entreprises	предприятия
entreprises	предприятията
lumière	светло
lumière	светлина
lumière	светлината
lumière	светлини
supérieure	горни
supérieure	горна
supérieure	горен
frères	братя
automobile	автомобил
automobile	автомобилния
automobile	автомобилна
automobile	автомобилен
train	влака
train	влакът
train	влак
soviétique	съветска
soviétique	съветски
lieutenant	лейтенант
textes	текст
textes	текстове
royale	роял
royale	роял
royale	кралско
royale	кралска
royale	royal
royale	кралски
moitié	наполовина
moitié	половината
pilote	шофьорът
pilote	шофьор
pilote	шофьора
pilote	пилот
pilote	пилотен
josé	жозе
josé	хосе
josé	жозе
josé	хосе
studio	ателие
studio	студио
réponse	отговори
réponse	отговор
réponse	отговори
réponse	отговор
réponse	реакция
réponse	отговор
réponse	повлияване
reine	кралицата
reine	царица
reine	кралица
patrick	патрик
chacun	всяка
chacun	всеки
physique	физиката
physique	физика
physique	физическо
physique	физически
physique	физическа
auteurs	писатели
auteurs	писателите
auteurs	сценаристи
auteurs	авторите
auteurs	автори
chansons	песните
chansons	песни
compris	включени
compris	включено
compris	включена
compris	включен
compris	разбрано
étienne	стивън
étienne	етиен
étienne	етиен
représente	представлява
via	виа
via	via
via	чрез
via	чрез
via	през
californie	калифорния
californie	калифорнийски
volume	обем
militaires	военно
militaires	военен
militaires	военна
militaires	военни
pape	папата
pape	папа
pape	поуп
quoi	какво
questions	въпроси
parle	говори
parle	поговорим
parle	говори
courant	ток
courant	текущ
courant	текуща
courant	текущи
courant	настоящ
lire	четете
lire	прочетете
lire	чета
lire	чети
lire	прочети
lire	четене
lire	чета
lire	четенето
lire	четене
ouvrages	книгите
ouvrages	книги
industrie	промишлеността
industrie	индустрия
industrie	промишленост
lettre	писмо
lettre	буква
terres	земи
terres	земи
terres	земя
denis	денис
denis	денис
brésil	бразилия
brésil	brésil
man	човече
man	човек
man	мъж
opération	операцията
opération	експлоатация
opération	функциониране
opération	операция
opération	сделка
opération	транзакция
piste	коловоз
piste	писта
piste	пистата
piste	писта
piste	пътека
piste	следа
piste	диря
paix	мир
vieux	старо
vieux	стари
vieux	стар
vieux	стара
propriétaire	собственик
propriétaire	притежател
propriétaire	собственика
faible	слабо
faible	слаби
faible	слаб
faible	слаба
faible	долно
faible	ниско
faible	ниски
faible	нисък
faible	ниска
pyrénées	пиринеите
algérie	алжир
algérie	algérie
journée	денят
journée	ден
chargé	ладен
chargé	натоварено
chargé	зареден
chargé	заредена
chargé	заредено
chargé	заредени
chargé	зареден
chargé	заредена
chargé	обвинен
chargé	заредени
chargé	заредено
cathédrale	катедралата
cathédrale	катедрала
participation	присъствието
participation	присъствие
participation	участието
participation	участие
puissance	мощност
puissance	сила
puissance	власт
puissance	мощ
zones	зони
zones	зоните
zones	райони
zones	зони
zones	площи
zones	области
final	финал
final	краен
final	окончателно
simon	саймън
simon	симон
formule	формула
sœur	како
sœur	сис
sœur	сестра
opéra	опера
reçu	получено
reçu	получена
reçu	получен
reçu	получени
reçu	разписка
reçu	получаване
reçu	роджър
joué	играха
joué	играл
derrière	зад
locale	локална
locale	местна
locale	локално
locale	местно
locale	местни
locale	местен
piano	пианото
piano	пиано
piano	пияно
gros	биг
gros	голямо
gros	големи
gros	голям
gros	голяма
gros	дебела
gros	мазнина
gros	мазнини
gros	дебели
gros	дебел
gros	едро
montagne	планински
montagne	планина
montagne	планината
montagne	планините
montagne	планини
diverses	различни
diverses	разнообразни
diverses	разни
diverses	различни
diverses	разнообразни
découverte	открийте
découverte	открие
découverte	откриване
découverte	откритие
découverte	разкритие
découverte	дискавъри
découverte	откриване
front	преден
front	предни
front	отпред
front	фронт
front	предна
front	чело
front	челото
front	чело
front	челото
front	вежди
circonscription	участък
circonscription	разделение
circonscription	дивизия
circonscription	деление
poète	поет
poète	поетът
poète	поета
marcel	марсел
champ	полето
champ	поле
champ	шампион
val	вал
religieux	религията
religieux	религия
religieux	религиозни
religieux	религиозно
religieux	религиозен
religieux	религиозна
archives	архив
archives	архиви
archives	архив
archives	архиви
vote	гласувайте
vote	вот
vote	гласуване
vote	гласове
vote	вот
vote	гласуването
vote	гласуване
projets	проекти
formes	формуляри
formes	форми
formes	форми
proximité	близост
proximité	близост
proximité	близостта
proximité	наблизо
intitulé	озаглавен
intitulé	озаглавена
intitulé	озаглавено
appelée	наречен
appelée	наречена
romaine	ромейн
romaine	римски
romaine	римлянин
romaine	роман
romaine	римска
alt	alt
blanche	бланш
blanche	бяла
blanche	бели
blanche	бял
blanche	бяло
angeles	анджелис
belle	прекрасни
belle	прекрасна
belle	красива
belle	прекрасен
belle	красиво
belle	бел
belle	прекрасен
belle	прекрасни
belle	прекрасна
motif	мотив
aire	aire
continue	продължава
continue	непрекъсната
continue	непрекъснати
continue	непрекъснат
continue	продължаване
continue	продължавам
continue	продължи
chant	песен
chant	песничка
chant	вокал
chant	гласните
chant	вокали
chant	вокал
chant	пеенето
chant	пея
chant	пее
chant	пеене
chant	пеейки
mondial	световно
mondial	световна
mondial	свят
mondial	света
mondial	мондиал
mondial	световно
mondial	глобална
mondial	глобален
mondial	глобални
mondial	глобално
colonel	полковник
longtemps	дълги
longtemps	дълго
longtemps	дълъг
longtemps	лонг
congrès	конгрес
congrès	конгреса
congrès	конгресът
congrès	конгреси
chinois	китайци
chinois	китайска
chinois	китайско
chinois	китайски
chinois	китаец
frédéric	фридрих
frédéric	фредерик
frédéric	фредерик
frédéric	фридрих
frédéric	фредерик
soleil	сън
soleil	слънце
soleil	слънчице
soleil	слънце
utilisateur	потребителски
utilisateur	потребител
utilisateur	ползвател
allemands	германец
allemands	германски
allemands	немски
allemands	немска
allemands	германска
allemands	германци
allemands	немци
allemands	германците
moscou	москва
sportif	спорт
sportif	спортен
amis	приятели
amis	friends
amis	приятелки
amis	приятелка
amis	приятелю
amis	приятел
lnh	нхл
toulouse	тулуза
peinture	боя
peinture	бои
peinture	боядисване
peinture	рисуване
peinture	живопис
peinture	картина
peinture	боядисване
légion	легион
légion	легиона
inclinaison	наклони
inclinaison	наклон
inclinaison	наклон
inclinaison	наклон
figure	фигура
figure	фигурата
mexique	мексико
limite	граници
limite	ограничения
limite	предел
limite	лимит
limite	граница
limite	ограничаване
limite	ограничение
dernières	последно
dernières	последен
dernières	последни
dernières	последна
cinquième	пети
cinquième	пето
cinquième	пета
gens	народ
gens	хора
gens	хората
guitare	китарата
guitare	китара
liberté	свобода
liberté	либърти
liberté	свобода
html	html
contenu	съдържание
contenu	съдържание
star	звезден
star	звезда
fête	фестивала
fête	фестивал
fête	фестивалът
fête	угощение
fête	гергьовден
fête	пир
fête	пиршество
fête	празник
fête	парти
fête	party
fête	купон
fête	партия
photo	снимка
photo	снимката
photo	фото
photo	снимка
photo	картинка
canal	канал
canal	канал
canal	каналът
vincent	винсънт
vincent	венсан
vincent	винсент
jouer	играе
jouer	играй
jouer	свири
jouer	игра
jouer	играе
jouer	свирене
jouer	играят
jules	джулс
jules	жул
jules	юлий
jules	джулиъс
précédente	предишна
précédente	предишни
précédente	предишен
précédente	предишно
polonais	поляк
polonais	полски
polonais	полска
polonais	поляците
polonais	поляци
polonais	стълбове
polonais	прът
polonais	стълб
polonais	полюс
polonais	поляк
polonais	пилон
analyse	анализиране
analyse	анализи
analyse	анализ
noire	noire
noire	черни
noire	черно
noire	черна
noire	черен
recherches	търсения
recherches	търси
recherches	търсене
recherches	проучване
recherches	проучвания
recherches	изследване
recherches	изследвания
côtés	страни
offre	оферти
offre	предлага
offre	предложения
offre	оферта
offre	офертата
offre	предложение
offre	предлагане
offre	предложи
sauf	освен
frontière	границата
frontière	граница
frontière	гранична
frontière	граница
max	макс
américains	американска
américains	американско
américains	американски
américains	американец
américains	американците
américains	американци
existence	съществуването
existence	съществуване
indépendance	независимост
eaux	вода
eaux	водата
eaux	води
eaux	уотърс
eaux	водите
bâtiments	сгради
love	обич
love	любов
love	любовта
love	обичам
uniquement	само
uniquement	единствено
résistance	сила
résistance	мощ
résistance	якост
résistance	съпротива
résistance	резистентност
résistance	устойчивост
résistance	съпротивление
dessous	долу
dessous	отдолу
smith	смит
caractère	характер
contient	съдържа
bleu	сини
bleu	блу
bleu	синьо
bleu	син
bleu	синя
bleu	bleu
asie	азия
jack	вале
jack	джак
classé	номинална
classé	поверително
classé	секретно
classé	класифициран
classé	класифицирани
classé	класифицирана
classé	подадена
classé	подадено
excentricité	ексцентричност
www	www
guy	гай
signifie	означава
objets	предмети
objets	обектите
objets	обекти
border	границата
border	граница
border	гранична
faits	фактите
faits	факти
construite	построени
construite	изградена
construite	построена
construite	построено
construite	построен
construite	построени
construite	конструирани
construite	изградено
licence	лиценз
licence	лицензия
licence	лиценз
licence	книжка
licence	книжката
juifs	еврейски
juifs	еврейско
juifs	евреин
juifs	еврейка
juifs	juifs
juifs	евреите
juifs	евреи
suit	следва
médecin	лекар
médecin	лекар
médecin	докторе
écrire	пиши
écrire	напишете
écrire	пишете
écrire	пиша
écrire	писане
lance	ланс
lance	копие
fonds	фонд
fonds	фондове
fonds	фондове
fonds	средства
ehess	ehess
besoin	необходимост
besoin	нужда
besoin	потребност
fondateur	създател
fondateur	основателят
fondateur	основател
avance	аванс
avance	предварително
grec	гръцки
grec	гръцко
grec	грък
grec	гръцка
bordeaux	бордо
règles	правила
règles	правилата
soldats	войниците
soldats	войници
mark	марк
mark	отбелязване
chicago	чикаго
provence	прованс
publie	публикува
publie	публикува
publie	публикуване
publie	публикувайте
religion	религията
religion	религия
successeur	наследник
cimetière	cimetière
cimetière	гробището
cimetière	гробища
cimetière	гробище
cimetière	гробището
cimetière	гробище
composée	съставен
composée	съставени
composée	съставена
composée	съставено
somme	сума
somme	сумата
somme	sum
somme	сбор
somme	сум
formé	обучен
formé	обучени
formé	трениран
formé	обучена
éviter	избягвам
éviter	избягване
éviter	избягвайте
éviter	избегне
éviter	избягване
éviter	избягване
réserve	резервация
réserve	резерват
réserve	резерв
réserve	резерви
réserve	резерв
réserve	резерви
réserve	резерва
défaite	победена
défaite	победени
défaite	победен
défaite	поражение
défaite	победен
sports	спортни
sports	спортен
sports	спорт
sports	спортно
sports	спортове
ceci	това
maritime	морско
maritime	морска
maritime	морски
épreuve	изпитание
épreuve	изпитване
épreuve	тест
cardinal	кардинале
cardinal	кардинал
exploitation	експлоатация
sert	служи
sert	сервира
encyclopédie	encyclopédie
encyclopédie	енциклопедия
résumé	абстрактно
résumé	резюме
résumé	обобщение
lorraine	лорейн
lutte	борба
lutte	кеч
lutte	борба
lutte	битка
lutte	бой
lutte	борба
parents	родители
parents	родителите
parents	родител
tournée	турне
tournée	обиколка
tournée	тур
tournée	турне
tournée	турнета
rose	розово
rose	розов
rose	розова
rose	розови
rose	роуз
rose	роза
rose	розата
disque	диск
disque	диска
disque	диск
disque	диска
recensement	преброяването
recensement	преброяване
philosophie	философия
philosophie	философията
hôpital	болница
hôpital	болницата
hôpital	болници
hôpital	болниците
propriété	имот
propriété	собственост
propriété	имущество
propriété	свойство
propriété	собственост
propriété	притежание
cycliste	колоездач
collaboration	сътрудничество
ouvert	отворено
ouvert	отвори
ouvert	отваряне
parler	говорене
parler	говори
parler	поговорим
parler	говори
expression	изразяване
expression	изражение
expression	израз
astéroïdes	астероид
astéroïdes	астероиди
nécessaire	изисквана
nécessaire	необходимо
nécessaire	необходими
nécessaire	необходима
règne	царува
règne	властва
règne	царуването
suède	швеция
difficile	трудно
difficile	силно
difficile	здраво
difficile	твърдо
difficile	твърд
difficile	трудно
difficile	труден
difficile	трудни
difficile	трудна
inconnu	непозната
inconnu	неизвестен
inconnu	неизвестни
inconnu	неизвестно
inconnu	непознат
inconnu	неизвестна
tom	том
champions	шампиони
champions	шампионите
modèles	модели
modèles	образци
modèles	моделите
modèles	шаблони
modèles	образци
animaux	животни
animaux	животните
cheval	кончета
cheval	коне
cheval	конете
cheval	конче
cheval	кон
soutien	подпомагане
soutien	подкрепа
soutien	поддръжка
navires	корабите
navires	кораби
navires	съдове
navires	кораби
débuts	дебют
débuts	начала
milan	милано
milan	милан
milan	милано
rive	брега
rive	шор
rive	бряг
animation	анимация
raymond	реймънд
méthode	методология
méthode	методика
méthode	метод
communication	комуникация
communication	общуване
communication	съобщаване
communication	комуникации
petites	малка
petites	малки
petites	малък
petites	дребен
commun	обща
commun	общ
commun	общи
commun	чести
jardin	градински
jardin	градината
jardin	гардън
jardin	градинка
jardin	градина
min	мин
min	min
avion	вс
avion	самолети
avion	самолет
avion	равнина
avion	самолет
avion	самолет
paroisse	енория
paroisse	париш
paroisse	периш
internes	стажанти
internes	вътрешна
internes	вътрешно
internes	вътрешни
internes	вътрешен
mots	думите
mots	думи
portugal	португалия
vert	грийн
vert	зелено
vert	зелен
vert	зелена
vert	зелени
strasbourg	страсбург
personnel	лично
personnel	личен
personnel	лична
personnel	лични
personnel	персонален
personnel	персонал
personnel	персонал
personnel	персоналът
personnel	служители
local	локална
local	местна
local	локално
local	местно
local	местни
local	местен
frank	франк
olivier	оливър
olivier	оливие
catherine	катрин
catherine	катерина
historien	историк
inde	индия
relation	връзка
relation	взаимоотношения
relation	отношения
crée	създава
crée	създаване
crée	създайте
crée	създадени
crée	създадено
crée	създадена
crée	създаде
crée	създаден
navire	кораб
navire	съд
navire	кораб
baptiste	батист
baptiste	баптист
baptiste	баптист
étudiants	студенти
étudiants	ученици
étudiants	студентка
étudiants	ученик
étudiants	ученичка
étudiants	студент
maisons	къщи
maisons	къщите
apparition	появата
apparition	появяване
apparition	поява
manque	липса
manque	липсващ
manque	изчезнал
manque	липсва
manque	липсваща
manque	липсващи
manque	изчезнала
plein	пълна
plein	пълни
plein	пълен
plein	пълно
naturel	натурални
naturel	естествени
naturel	естествена
naturel	естествен
opposition	възражение
opposition	опозиция
opposition	противопоставяне
opposition	опозицията
franco	франко
simplement	просто
simplement	само
essentiellement	предимно
essentiellement	главно
essentiellement	основно
essentiellement	предимно
essentiellement	главно
