terapie	terapi
naši	our
sierra	sierra
caesar	caesar
pohyby	moves
pohyby	gerakan
pohyby	pergerakan
pohyby	gerakan
poškozen	rusak
poškozen	rusak
poškozen	dirusak
výjimku	pengecualian
výjimku	terkecuali
výjimku	eksepsi
čelní	frontal
umožnila	difungsikan
umožnila	mengaktifkan
umožnila	aktif
umožnila	diaktifkan
true	benar
true	true
podepsána	menandatangani
podepsána	ditandatangani
podepsána	signed
orgánu	organ
řidiče	pengemudi
řidiče	driver
řidiče	supir
řidiče	sopir
řidiče	penggerak
řidiče	driver
řidiče	pengemudi
oddělené	dipisahkan
oddělené	dipisah
oddělené	berpisah
oddělené	terpisah
oddělené	pisahkan
oddělené	memisahkan
oddělené	dipisah
vyhláška	dekrit
vyhláška	titah
neštěstí	musibah
neštěstí	kemalangan
neštěstí	kesialan
neštěstí	bencana
neštěstí	musibah
wiener	sosis
aktivních	active
aktivních	aktif
loví	perburuan
praga	praga
velvyslanectví	kedutaan
velvyslanectví	kbri
velvyslanectví	kedutaan
ovlivnit	pengaruhi
ovlivnit	amaliah
ovlivnit	memengaruhi
ovlivnit	mempengaruhi
ovlivnit	pengaruhi
ovlivnit	memengaruhi
ovlivnit	pengaruh
svobodná	single
svobodná	lajang
svobodná	jomblo
svobodná	tunggal
kovy	logam
kovy	metal
kovy	logam
sinclair	sinclair
předsedal	diketuai
pilotní	pilot
zobrazí	memperlihatkan
zobrazí	menunjukkan
zobrazí	menampilkan
zobrazí	pertunjukan
nepřátel	musuh
hradecká	hradecká
inteligentní	cerdas
inteligentní	kecerdasan
tyčinky	tongkat
přímá	direct
přímá	langsung
italia	italia
vkládá	disisipkan
vkládá	dimasukkan
vkládá	dimasukan
vkládá	menyisipkan
zimy	winters
obhájce	bek
obhájce	pembela
larry	larry
rozložení	distribusi
rozložení	layout
finance	keuangan
finance	finansial
finance	finance
finance	keuangan
finance	keuangannya
norma	norma
norma	norma
norma	norm
norma	standar
norma	standard
příkazy	perintah
příkazy	perintah
příkazy	pesanan
napsali	tulis
napsali	menulis
blake	blake
opakované	berulang
opakované	diulang
opakované	berulang
čluny	perahu
čluny	tongkang
zpíval	sang
dovnitř	inside
dovnitř	didalam
soukromí	privacy
soukromí	privasi
podlaží	lantai
podlaží	lantainya
podlaží	floor
luk	luk
luk	busur
luk	bow
jednotlivců	individu
jednotlivců	individual
vzory	models
vzory	model
vzory	pola
vzory	desain
podpořit	dukungan
podpořit	dukung
podpořit	support
podpořit	mendukung
olympic	olympic
olympic	olimpiade
zraněn	cedera
zraněn	terluka
zraněn	terluka
vkládání	penyisipan
vkládání	membenamkan
vkládání	menyisipkan
vkládání	menempelkan
volná	bebas
volná	gratis
volná	free
temné	dark
temné	gelap
temné	kegelapan
stockholmu	stockholm
řádek	line
řádek	baris
řádek	garis
řádek	dayung
řádek	baris
řádek	row
jürgen	jürgen
pokorný	humble
zkratkou	pintasan
studuje	belajar
posun	shift
posun	pergeseran
potvrzeno	terkonfirmasi
potvrzeno	konfirmasi
potvrzeno	dikonfirmasi
potvrzeno	dikonfirmasikan
slabé	lemah
tmavé	dark
tmavé	gelap
tmavé	kegelapan
germain	germain
texasu	texas
bull	banteng
bull	bull
spektra	spectra
spektra	spektrum
sedmý	ketujuh
sedmý	seventh
rajón	rumput
mann	mann
sochařství	mematung
obdobné	serupa
obdobné	mirip
ana	ana
zvýšené	meningkat
zvýšené	ditinggikan
pokrok	kemajuan
pokrok	perkembangan
pokrok	progres
pokrok	progress
plavby	pelayaran
ověření	otentikasi
ověření	autentikasi
ověření	validasi
ověření	verifikasi
buk	buk
paulo	paulo
paulo	paula
vzestup	kenaikan
vzestup	rise
vzestup	bangkit
vzestup	bangkitlah
provedeno	selesai
provedeno	beres
provedeno	dilakukan
provedeno	done
potřeb	kebutuhan
náhodně	random
náhodně	acak
odměnu	reward
odměnu	hadiah
odměnu	imbalan
odměnu	pahala
odměnu	pahalanya
grace	grace
grace	rahmat
oslavy	perayaan
oslavy	perayaan
poddruh	upaspesies
dallas	dallas
zrychlení	akselerasi
zrychlení	percepatan
útočiště	sanctuary
útočiště	perlindungan
útočiště	mengungsi
útočiště	pengungsian
čekat	waiting
čekat	menunggu
čekat	menanti
organismy	organisme
obytné	pemukiman
obytné	perumahan
zachována	dipertahankan
zachována	dipelihara
zachována	dikelola
zachována	dipertahankan
leonardo	leonardo
začleňování	penyertaan
mor	mor
mor	wabah
fiala	fiala
arabsky	arab
arabsky	arabic
julian	julian
estonsko	estonia
missouri	missouri
jedině	only
jedině	saja
jedině	hanya
přírodovědec	naturalis
obrat	omset
doklady	dokumen
doklady	makalah
doklady	kertas
césar	caesar
césar	césar
atlantis	atlantis
zásahy	intervensi
plošiny	platform
viru	virus
sestavy	kit
sestavy	majelis
sestavy	rutinitas
mlýny	mills
ramat	ramat
podvozku	sasis
podvozku	bogie
hamburku	hamburg
nejdéle	terpanjang
nejdéle	terlama
profilu	profil
kanadská	kanada
kanadská	canadian
slam	slam
slam	banting
partner	partner
partner	mitra
partner	pasangan
partner	rekan
konkurenční	bersaing
konkurenční	kompetitif
konkurenční	bersaing
transformace	transformasi
transformace	transformasi
jonas	jonas
profesionál	profesional
profesionál	professional
havířov	havířov
inspiroval	terinspirasi
inspiroval	menginspirasi
inspiroval	inspirasi
inspiroval	inspired
odpověděl	membalas
odpověděl	dibalas
odpověděl	menjawab
odpověděl	menjawab
odpověděl	terjawab
odpověděl	dijawab
odpověděl	meresponnya
odpověděl	ditanggapi
odpověděl	menanggapi
odpověděl	tanggapi
gilles	gilles
zpravodaj	newsletter
zpravodaj	buletin
zpravodaj	buletin
zpravodaj	pelapor
přeložen	dipindahkan
přeložen	ditransfer
sdělení	komunikasi
sdělení	komunikasi
sdělení	communications
pruh	lane
pruh	stripe
piloti	pilot
oldfield	oldfield
důlní	menambang
důlní	pertambangan
důlní	penambangan
plavidel	bejana
deutscher	deutscher
koloniální	kolonial
muhammad	muhammad
hop	hop
ovce	sheep
ovce	domba
superpohár	supercup
krakově	cracow
konfederace	konfederasi
konfederace	konfederasi
účetní	akuntan
účetní	accounting
účetní	akunting
účetní	akuntansi
účetní	akuntan
náboženský	religi
náboženský	keagamaan
náboženský	religius
náboženský	agama
hluboký	sedalam
hluboký	mendalam
hluboký	deep
synovec	keponakan
pokusů	upaya
marketing	marketing
marketing	memasarkan
marketing	pemasaran
rozšířená	diperluas
rozšířená	extended
rozšířená	diperpanjang
rozšířená	perluasan
rozšířená	mengembang
rozšířená	diperluas
rozšířená	memperluas
potrubí	pipe
potrubí	pipa
potrubí	pipe
potrubí	pipa
potrubí	pipa
zatčení	penangkapan
zatčení	tangkap
zatčení	penangkapan
nutná	diperlukan
nutná	perlu
položek	item
položek	butir
položek	barang
zpětně	retroaktif
frederick	friedrich
frederick	frederick
opuštění	ditinggalkan
odborníci	profesional
odborníci	ahli
odborníci	pakar
odborníci	spesialis
portugalské	portugis
stanovena	didirikan
stanovena	mapan
stanovena	diperbaiki
stanovena	tetap
stanovena	fixed
gov	gov
panorama	panorama
panorama	cakrawala
panorama	skyline
kancléř	kanselir
alpha	alpha
alpha	alfa
mercury	mercury
mercury	merkuri
mercury	merkurius
mercury	raksa
jet	jie
jet	jet
arménie	armenia
mozek	otak
mozek	otak
zločin	pidana
zločin	kejahatan
zločin	kriminalitas
zločin	pidana
zločin	kejahatan
zločin	kriminal
zločin	crime
převod	transfer
převod	mentransfer
kanálů	kanal
kanálů	saluran
ničení	penghancuran
ničení	pengrusakan
ničení	kehancuran
cache	singgahan
cache	cache
cache	tembolok
zveřejnil	dikirimkan
zveřejnil	mengirim
zveřejnil	dikirim
návštěvníky	pengunjung
dosáhli	dijangkau
dosáhli	mencapai
dosáhli	menjangkau
dosáhli	tercapai
dosáhli	dicapai
balet	balet
porýní	rhine
porýní	rheinland
systematicky	sistematis
systematicky	sistematis
vrstvou	ply
unit	satuan
unit	unit
virginia	virginia
bomby	bom
předchůdci	pendahulunya
chicagu	chicago
hdp	gdp
hdp	pdb
mořských	marinir
mořských	marine
mořských	laut
mořských	kelautan
normálně	normalnya
normálně	biasanya
rfc	rfc
pozemek	daratan
pozemek	tanah
pozemek	land
uplatnit	terapkan
uplatnit	menebus
uplatnit	tebus
uplatnit	tukarkan
zúčastnit	menghadiri
zúčastnit	hadiri
zúčastnit	dampingi
kazatel	pengkhotbah
kazatel	pendeta
kongo	kongo
kongo	ekuador
připraven	ready
připraven	siap
ostré	sharp
ostré	tajam
adrian	adrian
zeměpisné	geografi
zeměpisné	geographic
zeměpisné	geografis
zeměpisné	geografis
drak	dragon
drak	naga
dosah	rentang
dosah	kisaran
dosah	range
dosah	jangkauan
dosah	jangkau
dosah	jangkauan
překvapivě	anehnya
chemický	kimiawi
chemický	kimia
melzer	melzer
sud	barel
sud	laras
sud	tong
sud	sud
filmografie	filmografi
astronomie	astronomi
přirozený	alamiah
přirozený	natural
přirozený	alami
allmusic	allmusic
cokoliv	apalah
cokoliv	terserah
cokoliv	whatever
cokoliv	apapun
cokoliv	anything
cokoliv	apapun
citroën	citroën
kyjev	kiev
uhlíku	karbon
lyon	lyon
dělník	pekerja
ryze	murni
potkal	met
potkal	bertemu
ramena	pundak
ramena	bahu
zvuky	suara
zvuky	bunyi
zvuky	kedengarannya
zvuky	sounds
zvuky	bunyinya
alexandre	alexandre
bibli	bible
bibli	alkitab
požadoval	menuntut
palestině	palestina
holt	holt
homosexuální	homoseksual
výpočetní	komputasi
výpočetní	komputer
kvitová	kvitová
marshall	marshall
prezidentských	kepresidenan
prezidentských	presidensial
bankovní	banking
bankovní	perbankan
bankovní	bank
buňka	sel
gama	galungan
gama	gama
gama	gamma
jevgenij	yevgeny
proteinů	protein
duši	jiwa
duši	soul
zveřejnění	pengungkapan
zveřejnění	publikasi
zveřejnění	penerbitan
zveřejnění	terbitan
zveřejnění	penerbit
zveřejnění	terbitan
zveřejnění	penerbitan
zveřejnění	publikasi
zveřejnění	menerbitkan
pat	kebuntuan
pat	buntu
pat	tepuk
pat	pat
írán	iran
írán	banten
jar	jar
jar	guci
jar	toples
hitlera	hitler
držet	tahan
porazit	beat
porazit	mengalahkan
porazit	kalahkan
porazit	mengalahkan
porazit	kalahkan
porazit	kekalahan
ukázky	demonstrasi
ukázky	sampel
ukázky	pratinjau
porucha	malfungsi
porucha	kerusakan
porucha	gangguan
porucha	penyimpangan
porucha	kelainan
emma	emma
schválen	disetujui
léky	kedokteran
léky	obat
léky	obat
léky	narkoba
léky	pengobatan
krajinu	lansekap
krajinu	landscape
krajinu	tumbang
krajinu	lanskap
pohřební	pemakaman
drobná	mungil
drobná	petite
metr	meter
metr	meteran
metr	meter
tón	nada
tón	tone
slavík	nightingale
slavík	bulbul
basketbal	basket
basketbal	basketball
smrk	cemara
zima	cold
zima	kedinginan
zima	dingin
zima	winter
nicole	nicole
frankfurtu	frankfurt
hnědý	brown
hnědý	coklat
mississippi	mississippi
sporné	dipertanyakan
sporné	diperebutkan
sporné	disengketakan
sporné	sengketa
extrémní	ekstrem
extrémní	ekstrim
extrémní	extreme
vyvinutý	dikembangkan
vyvinutý	mengembangkan
vyvinutý	berevolusi
éra	zaman
éra	era
signály	sinyal
signály	signal
holý	bertelanjang
holý	telanjang
středa	rabu
ideologie	ideologi
ideologie	ideologi
école	école
odhad	perkirakan
odhad	memperkirakan
odhad	perkiraan
odhad	estimasi
odhad	perkiraan
odhad	estimasi
odhad	perkiraan
odhad	estimasi
pacienta	sabar
pacienta	pasien
irské	irish
irské	irlandia
kázání	khotbah
kázání	berkhotbah
kázání	khotbah
kázání	khotbah
kázání	khutbah
kázání	kotbah
kázání	berkhotbah
kázání	khotbah
poválečné	pascaperang
prázdná	hampa
prázdná	kosongkan
prázdná	kosong
vystupovat	perform
osa	sumbu
osa	axis
dvojí	dual
převodovka	transmisi
převodovka	gearbox
chybějící	hilang
pohřebiště	kuburan
pohřebiště	makam
schneider	schneider
habsburské	habsburg
paolo	paolo
zemře	die
zemře	dies
údržbu	pemeliharaan
údržbu	perawatan
portugalská	portugis
rozcestí	perempatan
rozcestí	persimpangan
výdělek	profit
výdělek	laba
výdělek	keuntungan
výdělek	pendapatan
výdělek	penghasilan
granollers	granollers
porozumění	pengertian
porozumění	pemahaman
porozumění	memahami
biblické	alkitabiah
biblické	alkitab
pánve	pans
pánve	panci
nabídka	tender
nabídka	penawaran
nabídka	bid
nabídka	tawaran
nabídka	promo
nabídka	menawarkan
nabídka	penawaran
nabídka	tawarkan
nabídka	tawaran
pomáhat	menolong
pomáhat	membantu
nadpis	headline
nadpis	judul
nadpis	tajuk
nadpis	menuju
nadpis	heading
nadpis	gelar
nadpis	jabatan
nadpis	judul
bosna	bosnia
korlević	korlević
leon	leon
hole	klub
hole	club
hole	keriting
hole	tongkat
klarinet	klarinet
heinz	heinz
vlčí	wolf
vlčí	serigala
patent	paten
absence	absen
absence	ketidakhadiran
absence	ketiadaan
absence	absen
absence	ketidakhadiran
absence	absen
sestavil	dikompilasi
koupila	dibeli
koupila	membeli
opus	opus
komunisté	komunis
proveden	eksekusi
proveden	dieksekusi
army	tentara
army	army
mag	mag
počítat	hitunglah
počítat	hitung
počítat	menghitung
počítat	hitungan
počítat	cacah
počítat	menghitung
benz	benz
biologické	biologi
biologické	biologis
kapacity	kapasitas
kapacity	kapasitas
děla	meriam
děla	cannon
poklad	harta
poklad	treasure
regiony	daerah
regiony	wilayah
regiony	region
regiony	kawasan
povstalci	gerilyawan
povstalci	pemberontak
povstalci	pemberontak
křesťané	nasrani
křesťané	kristen
slonoviny	gading
vyvinut	dikembangkan
vyvinut	mengembangkan
výuka	mengajarkan
výuka	mengajari
výuka	mengajar
výuka	pengajaran
výuka	pembelajaran
výuka	belajar
výuka	tutorial
fed	fed
miguel	miguel
vyrovnání	penyelesaian
vyrovnání	pemukiman
vyrovnání	offset
pistole	pistols
pistole	pistol
pistole	pistol
pistole	senapan
pistole	pistol
pistole	gun
pistole	senjata
vzácný	langka
vzácný	rare
vzácný	jarang
postupů	prosedur
složený	dilipat
složený	terlipat
sung	sung
sung	dinyanyikan
kings	kings
empire	imperium
empire	empire
empire	kekaisaran
know	tau
know	ketahuilah
know	kenali
know	ketahui
know	tahu
know	kenal
investice	investasi
investice	menginvestasikan
investice	investasi
investice	investasi
flash	flash
bližší	closer
jemně	lembut
jemně	lembut
collins	collins
navštívit	kunjungi
navštívit	kunjungan
navštívit	mengunjungi
norem	norma
norem	standar
soares	soares
dokázat	pembuktian
dokázat	membuktikan
dokázat	buktikan
slavnost	festival
pomocný	auxiliary
děkanství	dekenat
účinnosti	kemanjuran
ronald	ronald
cti	kehormatan
cti	kehormatan
cti	honor
hlasuje	suara
hlasuje	voting
spojovací	kopling
spojovací	memasangkan
soundtrack	soundtrack
potřeboval	diperlukan
potřeboval	dibutuhkan
marně	sia
justin	justin
rhône	rhône
čekal	diduga
čekal	diharapkan
poručík	letnan
chung	chung
ruka	lengan
ruka	arm
ruka	lengannya
ruka	hand
ruka	tangan
kolekce	koleksi
kolekce	koleksi
federaci	federasi
federaci	federation
sólo	solo
vyvolává	menimbulkan
křídy	kapur
jater	hati
jater	liver
dílčí	parsial
dílčí	sebagian
kritérií	kriteria
schváleno	disetujui
vyřazení	eliminasi
sie	sie
odstavec	paragraf
tendenci	cenderung
tendenci	kecenderungan
nedávné	terkini
nedávné	terbaru
sloučenin	senyawa
kansas	kansas
povoleno	difungsikan
povoleno	mengaktifkan
povoleno	aktif
povoleno	diaktifkan
povoleno	diizinkan
povoleno	diijinkan
povoleno	diizinkan
povoleno	diijinkan
povoleno	diperbolehkan
flora	flora
luftwaffe	luftwaffe
mitsubishi	mitsubishi
ráj	firdaus
ráj	surga
ráj	paradise
přeložit	menerjemahkan
přeložit	terjemahkan
přeložit	translate
ložiska	bantalan
polák	semir
polák	polandia
polák	polish
polák	kutub
polák	pole
polák	galah
polák	tiang
esa	esa
fasády	fasad
nancy	nancy
protein	protein
nfl	nfl
moravec	moravec
kohout	kokang
kohout	rooster
vily	villas
vily	vila
vily	villa
chemická	kimiawi
chemická	kimia
létající	terbang
létající	flying
létající	menerbangkan
důsledek	konsekuensi
účetnictví	accounting
účetnictví	akunting
účetnictví	akuntansi
účetnictví	pembukuan
účetnictví	agresif
anjou	anjou
čtenářů	pembaca
působnost	cakupan
působnost	lingkup
karen	karen
mare	mare
sloučit	gabung
sloučit	gabungkan
sloučit	menggabungkan
sloučit	penggabungan
sloučit	digabungkan
sloučit	digabung
reforma	reformasi
zimonjić	zimonjić
očekává	mengharapkan
žádoucí	diinginkan
proteiny	protein
proteiny	protein
england	inggris
hlášení	lapor
hlášení	laporkan
hlášení	melaporkan
hlášení	laporan
hlášení	laporan
hlášení	pelaporan
hlášení	melaporkan
hlášení	laporan
odstraňování	pembuangan
odstraňování	penghilangan
odstraňování	penghapusan
let}}	tahun}}
paralelní	paralel
raketoplán	shuttle
přesnost	ketepatan
přesnost	presisi
přesnost	ketelitian
přesnost	keakuratan
přesnost	ketepatan
přesnost	akurasi
přesnost	ahir
kraus	kraus
vertikální	tegak
vertikální	vertikal
podnět	pengaduan
podnět	keluhan
podnět	komplain
podnět	stimulus
podnět	insentif
podnět	inisiatif
podnět	initiative
vytvořeno	tercipta
vytvořeno	dibuat
ball	bola
ball	ball
popularitu	popularitas
dramatické	dramatis
příslušný	kompeten
železná	besi
železná	iron
eleonora	eleonora
zabití	membunuh
zabití	pembantai
mont	mont
ilegální	illegal
ilegální	ilegal
deutschen	deutschen
čistá	bersihkan
čistá	bersih
čistá	clean
čistá	murni
čistá	pure
řekla	said
řekla	berkata
řekla	mengatakan
řekla	katanya
řekla	kata
vydaný	diterbitkan
vydaný	dikeluarkan
sta	sta
toky	mengalir
toky	arus
toky	alur
dialog	dialog
dialog	dialog
expanze	perluasan
expanze	ekspansi
zkoumá	mengeksplorasi
istanbulu	istanbul
derby	derby
příkop	palung
příkop	parit
příkop	selokan
příkop	parit
příkop	parit
tržní	pasar
bas	bas
agresivní	agresif
libuše	libuše
dean	dekan
dean	dean
campbell	campbell
obnovy	pemulihan
obnovy	recovery
obnovy	kesembuhan
ulrich	ulrich
životnost	lifetime
ger	jer
ger	ger
radar	radar
alain	alain
kabiny	taksi
kabiny	kabin
pochopil	mengerti
pochopil	dimengerti
pochopil	dipahami
mapování	memetakan
mapování	pemetaan
expozici	pencahayaan
expozici	bukaan
expozici	eksposur
expozici	pemaparan
tábory	perkemahan
tábory	kamp
sourozenci	saudara
mrtvý	tewas
mrtvý	dead
mrtvý	mati
vysílat	siarkan
vysílat	siaran
vysílat	broadcast
vysílat	penyiaran
týdnech	minggu
phoenix	phoenix
dosáhne	menjangkau
dosáhne	mencapai
dosáhne	jangkauan
anti	anti
nahrazuje	menggantikan
nahrazuje	mengganti
konstantinopole	konstantinopel
řez	cut
řez	potong
řez	irisan
řez	sayatan
vyhnanství	pengasingan
vyhnanství	pembuangan
vyhnanství	pengusiran
boulevard	boulevard
pořádek	pesanan
pořádek	pemesanan
pořádek	order
pořádek	urutan
cruz	cruz
turci	turki
nesprávně	salah
tepelné	thermal
tepelné	termal
tanečnice	penari
tanečnice	dancer
tanečnice	penari
monografie	monograf
porušování	pelanggaran
prodat	jual
prodat	sell
prodat	menjual
palais	palais
rumunské	rumania
respekt	respek
respekt	hormat
respekt	hormati
respekt	respect
pete	pete
cska	cska
objektivní	obyektif
objektivní	tujuan
objektivní	objektif
kometa	komet
kometa	comet
hodnotí	dievaluasi
hodnotí	mengevaluasi
optimální	optimal
optimální	optimal
obydlí	hunian
různí	bermacam
různí	berbagai
různí	beragam
servery	server
libanonu	libanon
libanonu	lebanon
překvapení	kejutan
minimum	minimum
minimum	minimal
fc}}	fc}}
galaxií	galaksi
galaxií	galaxy
galaxií	galaksi
prach	dust
prach	debu
prach	bubuk
prach	bedak
prach	powder
fotografka	photographer
fotografka	fotografer
blesk	flash
blesk	lightning
blesk	kilat
blesk	petir
edgar	edgar
koni	horse
koni	kuda
productions	productions
chu	chu
mir	mir
lorenzo	lorenzo
maximum	maksimum
maximum	maksimal
maximum	maximum
třináct	thirteen
melo	melo
ochoten	rela
ochoten	bersedia
diskografie	diskografi
tváře	pipi
tváře	muka
tváře	wajah
tváře	faces
optické	optis
optické	optik
splňuje	memenuhi
splňuje	bertemu
úpadek	tolak
úpadek	kebangkrutan
vystaven	terekspos
vystaven	terpapar
vystaven	terkena
vystaven	diungkap
hollywood	hollywood
houston	houston
ovlivněna	terpengaruh
ovlivněna	memengaruhi
ovlivněna	dipengaruhi
jakob	jakob
molekulární	molekul
molekulární	molekuler
tvrdě	susah
tvrdě	hard
tvrdě	keras
jámy	lubang
jámy	pit
jámy	lubang
jámy	pit
vlasů	hair
vlasů	rambut
izolace	isolasi
izolace	isolasi
kyslík	oksigen
nápisy	prasasti
riga	riga
money	uang
colin	collin
colin	colin
skotské	scotch
skotské	wiski
skotské	skotlandia
sochu	patung
modifikace	modifikasi
modifikace	modifikasi
indonésie	indonesia
synagogy	sinagoga
umožnit	mengaktifkan
umožnit	aktifkan
umožnit	fungsikan
umožnit	izinkan
umožnit	ijinkan
umožnit	editan
kriminální	pidana
kriminální	kriminal
kriminální	criminal
kriminální	penjahat
předávání	transmisi
předávání	meneruskan
slovinské	slovenia
loďstvo	armada
loďstvo	fleet
koupit	beli
koupit	membeli
standardy	standar
nečekaně	mendadak
had	ular
had	ular
štíty	perisai
využívané	dieksploitasi
eseje	esai
nemožné	impossible
nemožné	mustahil
domény	domain
domény	ranah
domény	domain
domény	ranah
infrastruktury	prasarana
infrastruktury	infrastruktur
zřetelně	jelas
šedá	kelabu
šedá	gray
šedá	kelabu
šedá	grey
glasgow	glasgow
muslimové	muslim
učitelka	guru
vzdálená	jauh
vzdálená	remot
vzdálená	jauh
vzdálená	remote
argo	argo
pont	pont
prototypy	prototipe
prototypy	purwarupa
pochopit	pahamilah
pochopit	mengerti
pochopit	memahami
pochopit	pahami
pochopit	mengertilah
bonus	bonus
bonus	bonusnya
ryba	ikan
rádio	radio
samantha	samantha
jeskyni	gua
jeskyni	cave
tenor	tenor
eugen	eugen
polskem	polandia
guillaume	guillaume
ich	ich
indiáni	indian
verdasco	verdasco
maxe	max
maxe	maks
maxe	maksimal
synonymum	sinonim
geografické	geografi
geografické	geographic
geografické	geografis
geografické	geografis
melodie	alunan
melodie	melodi
melodie	melody
melodie	simak
melodie	tune
kostýmy	kostum
kostýmy	kostum
kostýmy	costume
auguste	auguste
břišní	perut
dinosaurů	dinosaurus
police	rak
police	rak
sultán	sultan
fra	fra
gravitační	gravitasi
gravitační	gravity
gravitační	gravitasi
likvidace	pembuangan
likvidace	likuidasi
parker	parker
dinosaura	dinosaurus
schumacher	schumacher
bezpečí	keselamatan
bezpečí	safety
bezpečí	keamanan
řízené	dikelola
řízené	dikontrol
řízené	terkendali
řízené	dikendalikan
účty	tagihan
účty	bills
účty	rekening
účty	akun
toma	ikuta
elektřiny	kelistrikan
elektřiny	listrik
brigáda	brigade
vrtulníků	helikopter
watson	watson
venkovské	pedesaan
mach	mach
otroctví	perbudakan
otroctví	perbudakan
registrace	pendaftaran
registrace	pendaftaran
registrace	registrasi
nalezeno	menemukan
nalezeno	mendapati
nalezeno	nemu
nalezeno	ditemukan
becker	becker
trhy	pasar
novinářka	jurnalis
novinářka	wartawan
návštěvníci	pengunjung
pracovníci	pekerja
rovná	setara
rovná	sederajat
chorvatska	kroasia
skládají	terdiri
pravidelný	biasa
pravidelný	regular
pravidelný	reguler
munice	amunisinya
munice	amunisi
munice	amunisi
munice	amunisi
komisař	komisioner
komisař	komisaris
komisař	komisaris
značná	substansial
značná	signifikan
čtyřicet	forty
justice	keadilan
justice	kehakiman
justice	pengadilan
justice	peradilan
zdobí	menghiasi
podrobnosti	perincian
podrobnosti	rincian
podrobnosti	detil
podrobnosti	detail
ruda	bijih
ruda	ore
ruda	rud
výměnu	tukar
výměnu	exchange
výměnu	pertukaran
výměnu	bursa
bojovníků	pejuang
bojovníků	petarung
bojovníků	laskar
bojovníků	warriors
bojovníků	pejuang
bojovníků	prajurit
bojovníků	pejuang
bojovníků	petarung
bojovníků	fighters
anonymní	anonim
anonymní	ikang
anonymní	anonymous
osmé	kedelapan
osmé	eighth
čte	terbaca
čte	dibaca
čte	membaca
africké	afrika
dary	hadiah
dary	kado
dary	donasi
dary	sumbangan
greg	greg
malajsie	malaysia
malajsie	malaysia
snáší	lays
pacific	pacific
pacific	pasifik
kosmická	kosmis
kosmická	kosmik
frederik	frederik
odznak	badge
odznak	lencana
shodné	identik
klienta	klien
biskupové	uskup
příjezdu	kedatangan
kompaktní	compact
kompaktní	kompak
úlohy	tugas
úlohy	peran
rakovinu	kanker
magdalena	magdalena
xinglong	xinglong
platformy	platform
platformy	platform
dramatický	dramatis
vektor	vector
vektor	vektor
kritérium	kriteria
molekul	molekul
morris	morris
walker	walker
pokoje	ruangan
pokoje	kamar
pokoje	forum
fasáda	fasad
popisující	menerangkan
popisující	menggambarkan
popisující	menjelaskan
monumentální	monumental
mléko	susu
mléko	susunya
malíři	pelukis
malíři	pelukis
vyobrazení	penggambaran
otvory	bukaan
otvory	lubang
ralph	ralph
kvantové	quantum
kvantové	kuantum
oblíbená	populer
oblíbená	favourite
oblíbená	favorit
oblíbená	favorite
oblíbená	kesukaan
oblíbená	terfavorit
oblíbená	favorit
baptiste	baptiste
kamery	kamera
uznal	diakui
příloha	hiasan
příloha	lampiran
příloha	annex
giv	giv
bass	bass
bass	kakap
helsinkách	helsinki
jupiter	jupiter
kazachstán	kazakhstan
dobývání	penaklukan
dobývání	menaklukan
dobývání	menaklukkan
vyhlášky	dekrit
kolegů	kolega
kolegů	rekan
turbo	turbo
pomohla	terbantu
pomohla	dibantu
negativně	negatif
android	android
koření	bumbu
koření	rempah
koření	bumbu
koření	rempah
koření	bumbu
koření	spice
sůl	garam
sůl	asin
abstraktní	abstrak
převrat	kudeta
okrasné	hias
maxima	maximus
maxima	maxim
maxima	maxima
krvi	blood
krvi	darah
mozart	mozart
laurent	laurent
mini	mini
happy	senang
happy	bahagia
happy	ibrahimovic
happy	happy
vinci	vince
vinci	vinci
christoph	christoph
zaplatit	bayar
zaplatit	pay
zaplatit	membayar
sigmund	sigmund
kin	kin
hunter	pemburu
hunter	hunter
postupné	berangsur
postupné	bertahap
postupné	progresif
termíny	kurma
termíny	tanggal
termíny	klu
termíny	ketentuan
termíny	deadline
jezdce	penunggang
jezdce	rider
jezdce	pengendara
jezdce	penunggang
jezdce	pengendara
jezdce	riders
bordeaux	bordeaux
tbilisi	tbilisi
putování	journey
putování	mengembara
nacional	nacional
kapitál	capital
kapitál	ibukota
kapitál	modal
navigační	nav
stack	tumpukan
stack	tumpuk
stack	stack
okamžik	moment
okamžik	momen
dědeček	kakek
dědeček	kakek
ivanovič	ivanovich
zločiny	kejahatan
střechu	atap
střechu	roof
pen	pen
pen	pulpen
pen	pena
sodný	sodium
sodný	natrium
prázdné	hampa
prázdné	kosongkan
prázdné	kosong
prázdné	kosong
prázdné	blank
etapy	tahapan
abú	abu
zavést	perkenalkan
zavést	memperkenalkan
nikolajevič	nikolayevich
vzdušné	airy
dominika	dominic
dominika	dominika
dominika	dominika
dutiny	rongga
dutiny	paranasal
dutiny	rongga
dutiny	berlubang
kašpar	badut
ponožky	socks
ponožky	mukena
nahrazení	pergantian
nahrazení	penggantian
nahrazení	substitusi
nahrazení	pengganti
nahrazení	penggantian
mechaniky	mekanik
mechaniky	mekanika
rozsudek	penghakiman
rozsudek	vonis
rozsudek	putusan
rozsudek	penghakiman
rozsudek	hukuman
rozsudek	kalimat
pokoj	ruang
pokoj	ruangan
pokoj	kamar
pokoj	forum
pokoj	room
soc	soc
bush	semak
bush	bush
sofia	sofia
