din	از
sala	سالا
sala	باشگاه
sala	ورزشگاه
sala	ورزش
turcia	ترکیه
turcia	ترکی
turcia	بوقلمون
animale	جانوران
animale	حیوانات
medicină	دارو
medicină	طب
medicină	پزشکی
medicină	داروها
producător	سازنده
relativ	نسبی
vecine	همسایه
vecine	همسایه
material	مواد
material	مصالح
bogdan	بوگدان
basarabia	بیسارابیا
înălțime	ارتفاعی
înălțime	بلندی
înălțime	قد
înălțime	ارتفاع
înălțime	height
imaginea	تصویر
imaginea	نگاره
parlamentul	مجلس
parlamentul	پارلمان
statutul	وضعیت
statutul	احکام
umane	انسان
umane	انسانی
umane	بشر
operă	تماشاخانه
operă	اُپرا
operă	اپرا
natural	طبیعی
natural	natural
natural	طبیعتا
planul	تدبیر
planul	پلان
planul	نقشه
textul	متن
plecat	رفت
plecat	رفتن
plecat	رفته
medalia	مدال
vârstă	عصر
vârstă	age
vârstă	سنی
vârstă	سن
serial	متوالی
serial	سریالی
serial	سریالهای
administrative	اداری
turci	ترکهای
turci	ترکها
turci	ترکیه
turci	ترکی
münchen	مونشن
münchen	مونیخ
xiii	xiii
vara	تابستان
vara	سامر
vara	تابستون
vara	تابستانی
belgia	بلژیک
jack	جک
normandia	نورماندی
sora	خواهر
sora	خواهری
sora	خواهرش
acțiuni	سهم
acțiuni	اشتراک
acțiuni	سهام
acțiuni	کنش
autoritățile	مسئولین
autoritățile	مقامات
autoritățile	مسئولان
vine	آید
name	نام
răspuns	پاسخگویی
răspuns	جواب
răspuns	پاسخ
răspuns	پاسخ
răspuns	پاسخگویی
răspuns	پاسخ
răspuns	واکنش
rezultate	نتایج
rezultate	نتیجه
rezultate	نتایجی
camera	اتاق
camera	اتاقی
camera	اطاق
anna	آنا
anna	انا
discuții	بحثش
discuții	بحث
discuții	بحثهای
poezie	شعری
poezie	شعر
poezie	شعر
economic	اقتصادی
obiecte	اشیاء
obiecte	اجسام
obiecte	اشیا
acasă	خانه
acasă	وطن
acasă	خونه
acasă	آغازه
budapesta	بوداپست
consilier	مشاور
consilier	مشاور
sfârșit	پایان
secolele	قرنها
secretar	دبیر
secretar	منشی
permis	مجاز
maxim	max
maxim	مکس
maxim	ماکس
maxim	بیشینه
maxim	ماکسیم
maxim	حداکثر
maxim	بیشینه
danemarca	دانمارک
transport	انتقال
transport	ترابری
coasta	کوست
vaslui	واسلوئی
pavel	پائول
pavel	پال
pavel	پل
pavel	پاول
lei	شیرهای
lei	شیرها
exact	دقیقا
exact	دقیقأ
exact	دقیقاً
exact	دقیق
cronica	کرونیکل
grupuri	گروهها
studiu	تحصیل
studiu	مطالعه
florin	فلورین
socială	اجتماعی
socială	سوسیال
fier	آهن
notă	یادداشت
notă	نکته
notă	نوت
motive	دلایل
motive	پوزش
mount	کوه
mount	طور
pian	piano
pian	پیانوی
pian	پیانو
ucis	کشته
direcția	جهت
direcția	قبله
știe	میداند
știe	داند
comun	رایج
comun	معمولی
comun	مشترک
marne	مارن
marne	مرن
soldați	سربازها
soldați	سربازان
administrativă	اداری
miliarde	میلیارد
miliarde	بیلیون
miliarde	میلیارد
miliarde	میلیاردها
modelul	model
modelul	مدل
știu	بدانند
știu	بدانید
ortodoxe	ارتدوکس
necesare	لازم
necesare	نیاز
necesare	لازم
necesare	ضروری
necesare	واجب
comentariu	توضیح
comentariu	نظر
king	پادشاه
king	کینگ
king	شاه
actuală	جاری
actuală	جریان
vârful	نکته
vârful	نوک
vârful	انعام
pag	pag
viitor	اینده
viitor	future
viitor	آینده
clar	روشن
tânăr	جوان
tânăr	یانگ
tânăr	جوون
tânăr	یونگ
subiectul	سوژه
subiectul	فاعل
subiectul	موضوع
bronz	تن
bronz	برنزه
bronz	تان
bronz	برنز
bronz	برنزی
bronz	لرستان
gabriel	گابریل
gabriel	جبرئیل
anton	آنتون
episcop	اسقف
episcop	بیشاپ
lună	قمر
lună	ماه
lună	moon
lună	ماه
habsburg	هابسبورگ
org	org
ultimele	آخری
ultimele	لست
ultimele	واپسین
ultimele	آخرین
ultimele	اخرین
ultimele	جدیدترین
ultimele	آخرین
retras	بازنشست
retras	بازنشسته
retras	کناره
sofia	سوفیا
spațiul	فضای
spațiul	فضا
spațiul	فضایی
spațiul	فاصله
river	ریور
river	رود
river	رودخانه
records	رکوردز
introdus	معرفی
mișcare	جنبش
mișcare	تحرک
mișcare	نهضت
industria	صنعت
industria	صنایع
femeie	زن
femeie	زنی
femeie	نسوان
femeie	زن
femeie	مؤنث
femeie	مونث
femeie	ماده
franz	فرانتس
medic	پزشکان
medic	پزشک
medic	امدادگر
bărbați	مردانی
bărbați	مردها
bărbați	مردان
tehnică	فنی
tehnică	تکنیکی
tehnică	تکنیک
adresa	آدرس
adresa	نشانی
documente	اسناد
inclus	شامل
max	max
max	مکس
max	ماکس
max	بیشینه
meciuri	کبریت
baia	بیه
baia	حمام
baia	دستشویی
arthur	آرتور
corp	بدن
corp	بدنی
corp	بدنه
corp	جسم
corp	body
servicii	خدمات
servicii	خدمت
servicii	سرویس
servicii	خدمات
colecția	مجموعۀ
colecția	مجموعه
importanță	اهمیت
lupte	مبارزات
lupte	کشتی
victorie	برنده
victorie	پیروز
victorie	برد
victorie	پیروزی
victorie	پیروز
victorie	فتح
walter	والتر
veneția	ونیز
creștere	افزایش
creștere	رشد
oradea	اورادئا
dacia	داچیا
house	خانه
caracter	شخصیت
caracter	نویسه
valign	valign
numără	شمارش
teritoriu	قلمروی
teritoriu	قلمرو
speciale	مخصوص
speciale	ویژه
speciale	خاص
speciale	استثنایی
speciale	خاصه
south	ساوت
south	جنوب
south	جنوبی
înlocuit	جایگزین
săptămâni	هفته
marin	مارین
marin	دریایی
marin	مارین
albume	آلبومهای
holmes	هولمز
holmes	هلمز
producția	تولید
css	css
oscar	اسکار
conflict	درگیری
conflict	منازعه
conflict	کشمکش
conflict	نزاع
conflict	ناسازگاری
organizarea	سازمان
organizarea	سازماندهی
capul	هد
capul	سر
ivan	ایوان
nimeni	هیچکس
arheologic	باستانشناسی
apărare	دفاع
apărare	دفاعی
apărare	دفاع
alexander	اسکندر
alexander	الکساندر
sensul	معنای
sensul	معنی
sensul	معنا
următor	بعدی
următor	next
jocuri	بازیهای
jocuri	بازیها
jocuri	بازی
revoluția	انقلابی
revoluția	انقلاب
smith	اسمیت
rivne	ریونه
categorii	مقوله
categorii	دسته
noapte	شبها
noapte	شبی
noapte	شب
noapte	شبانه
matematică	ریاضیات
matematică	ریاضی
matematică	ریاضیات
matematică	ریاضی
matematică	ریاضیات
matematică	math
specifice	خاص
specifice	مشخص
ploiești	پلویشت
primește	دریافت
primește	میگیرد
centrale	مرکزی
centrale	سنترال
centrale	مرکز
lee	لی
afl	afl
povestiri	داستان
povestiri	داستانها
scor	نمره
scor	امتیاز
red	رد
red	قرمز
red	سرخ
comunități	جوامع
comunități	اجتماعات
wiki	ویکی
vlad	ولد
guvern	دولتی
guvern	حکومت
guvern	دولت
occidental	وسترن
occidental	غربی
propus	خواستگاری
propus	پیشنهادی
barcelona	بارسلون
barcelona	بارسلونا
posibilitatea	احتمال
posibilitatea	امکان
adevărat	راست
adevărat	حقیقی
adevărat	درست
adevărat	true
midi	midi
realizarea	فهم
realizarea	تحقق
copiii	کودکان
copiii	فرزندان
copiii	اطفال
markgraf	مرزبان
google	گوگل
google	google
studiul	تحصیل
studiul	مطالعه
cuvânt	سخن
cuvânt	کلمه
cuvânt	واژه
cuvânt	کلام
armate	سپاه
dinamo	دینامو
dinamo	دینامو
construcții	ساخت
construcții	سازندگی
construcții	ساختمان
oferit	امانت
regină	queen
regină	ملکه
regină	بیبی
independent	مستقل
independent	مستقل
kirovohrad	کیرووهراد
sprijinul	پشتیبان
sprijinul	پشتیبانی
sprijinul	حمایت
ali	علی
ali	ali
modernă	مدرن
modernă	امروزی
modernă	modern
calificat	شایستگی
sydney	سیدنی
pictura	نقاشی
puternică	قوی
foto	فتو
foto	photo
foto	عکس
jan	jan
jan	یان
brăila	برئیلا
xii	دوازدهم
scorul	نمره
scorul	امتیاز
relații	رابطه
relații	روابط
relații	روابط
fifa	فیفا
north	شمالی
north	نورث
north	شمال
ordine	نظم
ordine	فرمان
ordine	دستور
ordine	سفارش
ordine	ترتیب
ordine	فرمان
ordine	دستورات
ordine	دستور
democrat	دمکراتیک
democrat	دموکراتیک
democrat	دموکرات
democrat	دموکرات
democrat	دمکرات
democrat	دموکراتها
html	html
italiană	ایتالیایی
italiană	ایتالیا
ternopil	ترنوپیل
elisabeta	الیزابت
popa	پوپا
seine	سن
pro	پرو
pro	pro
pro	حرفهای
milano	میلان
milano	میلانو
parțial	جزئی
forța	زور
forța	اجباری
forța	نیرو
forța	اجبار
modern	مدرن
modern	امروزی
modern	modern
largă	پهناور
largă	پهنا
largă	وسیع
critic	معترض
critic	منتقد
critic	بحرانی
critic	انتقادی
critic	حیاتی
programul	برنامۀ
programul	پروگرام
programul	برنامه
programul	برنامه
programul	برنامه
programul	زمانبندی
formatul	قالب
formatul	قالبی
asociația	انجمن
spectatori	تماشاچیان
spectatori	تماشاگران
spectatori	بیننده
spectatori	بینندگان
spectatori	بازدیدکنندگان
personaje	نویسه
trupa	band
trupa	بند
trupa	گروه
înaltă	والا
înaltă	رفیع
înaltă	بلند
înaltă	تل
înaltă	قد
olt	olt
formarea	تشکیل
disc	دیسک
disc	دیسک
iulia	جولیا
participă	شرکت
activități	فعالیتها
prinț	پرنس
prinț	پرینس
prinț	شاهزاده
champagne	شامپاین
eric	اریک
influența	تاثیر
influența	تأثیر
influența	نفوذ
air	ایر
air	هوا
air	هوایی
dunării	دانوب
comerciale	الاهلی
comerciale	تجاری
autonomă	خودگردان
autonomă	خودمختار
premiu	جایزه
premiu	جایزه
mark	مارک
garonne	گارون
educație	آموزش
educație	تحصیلات
coa	کوآ
recunoscut	تصدیق
așezare	اسکان
așezare	سازش
așezare	قرارگاه
așezare	توافق
legătura	پیوند
legătura	لینک
dimensiuni	ابعاد
dimensiuni	سایز
dimensiuni	اندازه
activ	فعال
hans	هانس
grad	درجه
grad	نمره
grad	گراد
grad	زینه
grad	درجه
grad	رتبه
grad	درجه
interviu	مصاحبه
simon	سیمون
simon	سایمن
simon	سایمون
tratat	عهدنامه
tratat	معاهده
tratat	پیمان
maximă	حداکثر
maximă	بیشینه
sisteme	سیستمها
indicativ	دال
arbitru	داور
intre	میان
intre	بین
jocul	بازی
jocul	گیم
încredere	تراست
încredere	توکل
încredere	اعتماد
cântec	نغمه
cântec	ترانه
cântec	اهنگ
cântec	آهنگ
cântec	آواز
ajutor	کمک
titular	هولدر
foc	آتشسوزی
foc	آتش
foc	آتیش
lege	حقوق
lege	قانون
curent	جاری
curent	جریان
funcții	توابع
exterior	خارجی
exterior	خارجی
exterior	بیرونی
starea	وضعیت
maghiar	مجاری
maghiar	مجارستانی
maghiar	مجارستان
frank	فرانک
frank	فرنک
închisoare	زندان
închisoare	زندان
școli	مدارس
grand	گرند
grand	گراند
ilie	الیاس
ilie	الایژا
ilie	ایلیه
britanică	بریتانیایی
britanică	بریتانیا
hitler	هیتلر
secțiunea	بخش
șterge	حذف
premiera	پریمیر
premiera	افتتاحیه
elst	الست
personale	شخصی
istoricul	تاریخچه
istoricul	تاریخ
personaj	شخصیت
personaj	نویسه
cezar	سزار
cere	بپرس
relațiile	رابطه
relațiile	روابط
relațiile	روابط
avioane	هواپیمای
avioane	هواگرد
avioane	هواپیماهای
avioane	هواپیماها
colegiul	کالج
colegiul	دانشکده
colegiul	دانشگاه
colegiul	دانشگاهی
securitate	امنیتی
securitate	حراست
securitate	امنیت
catalina	کاتالینا
raionului	ریان
originea	خاستگاه
originea	مبدأ
originea	منشأ
originea	مبدا
muntele	کوهستانی
muntele	کوهی
muntele	کوه
muntele	کوهستان
muntele	کوه
muntele	طور
inginer	مهندس
inginer	engineer
gura	دهانت
gura	دهان
gura	دهن
datele	تاریخهای
problemă	مشکل
problemă	مسئله
problemă	مشکلی
problemă	مسئله
finlanda	فنلاند
natură	سرشت
natură	طبیعت
sovietic	شوروی
anual	سالانه
anual	سالیانه
anual	سالانه
anual	سالیانه
marginea	لبه
marginea	اج
marginea	لبۀ
luxemburg	لوکزامبورگ
cercetări	تحقیق
cercetări	تحقیقاتی
cercetări	تحقیقات
cercetări	پژوهش
teritoriile	سرزمینهای
titluri	تیتر
titluri	عناوین
galeria	گالری
galeria	نگارخانه
galeria	gallery
dovedit	ثابت
existente	موجود
piesă	تکه
piesă	قطعه
matei	ماتیو
matei	متیو
căsătorie	ازدواج
linii	خطوط
filozofie	فلسفه
east	شرق
east	شرقی
cauză	علت
cauză	دلیل
cauză	cause
litere	حروف
locală	محلی
lipsă	گمشده
practic	عملی
practic	اساساً
practic	اساسا
practic	عملا
cam	کَم
cam	کم
protejată	محفوظ
noaptea	شبها
noaptea	شبی
noaptea	شب
noaptea	شبانه
arabă	عرب
arabă	عربها
arabă	عربی
arabă	تازی
arhitectură	architecture
arhitectură	معماری
egipt	مصر
scenă	صحنه
scenă	سکانس
feminin	زنانگی
feminin	زنانه
feminin	نسوان
feminin	زن
feminin	مؤنث
feminin	مونث
feminin	ماده
scădere	کاهش
forță	زور
forță	اجباری
forță	نیرو
forță	اجبار
soție	زن
soție	همسر
soție	عیال
soție	wife
drepturi	حقوق
cimitirul	قبرستان
cimitirul	گورستان
cimitirul	قبرستان
spaniolă	اسپانیا
spaniolă	اسپانیایی
practică	عملی
practică	تمرین
discuţie	بحثش
discuţie	بحث
sute	صدها
clădiri	ساختمانهای
clădiri	ساختمانها
cotă	سهمیه
unitatea	همبستگی
unitatea	وحدت
unitatea	اتحاد
unitatea	یگان
unitatea	یکای
unitatea	واحد
unitatea	یکا
leon	لئون
leon	لیون
lumină	سبک
lumină	روشنایی
lumină	نور
lumină	روشن
lumină	نوری
regală	رویال
regală	سلطنتی
regală	شاهانه
act	عمل
editor	ناشر
editor	ویرایشگر
exemple	مثالهای
aurel	اورل
rowspan	rowspan
alegeri	انتخابهای
alegeri	انتخابات
alegeri	انتخاباتی
alegeri	انتخابات
serviciul	خدمت
serviciul	سرویس
serviciul	خدمات
crăciun	کریسمس
personală	شخصی
larg	پهناور
larg	پهنا
larg	وسیع
poezii	شعری
poezii	شعرهای
poezii	شعر
poezii	شعر
viitorul	اینده
viitorul	future
viitorul	آینده
necesar	لازم
necesar	نیاز
necesar	لازم
necesar	ضروری
necesar	واجب
ofițer	افسر
ofițer	سرکار
ben	بن
ben	بِن
iarnă	وینتر
iarnă	زمستان
iarnă	زمستون
iarnă	زمستانی
link	پیوند
link	لینک
ruși	روسها
zaporijjea	زاپروژیا
roger	روژه
roger	راجر
frecvent	غالبا
administrator	سرپرست
administrator	مدیر
administrator	سرپرست
civile	civil
civile	مدنی
catolic	کاتولیک
bizantin	بیزانس
piață	مارکت
piață	بازار
piață	مارکیت
piață	بازاری
problemele	مسائلی
problemele	مسائل
problemele	مشکلات
natura	سرشت
natura	طبیعت
columbia	کلمبیا
polonez	لهستانی
episcopul	اسقف
episcopul	بیشاپ
ministerului	وزارت
cartierul	همسایه
cartierul	همسایگی
cartierul	محله
presă	پرس
presă	فشار
presă	رسانه
petrecut	صرف
imperiu	امپراطوری
imperiu	امپایر
imperiu	امپراتوری
secret	محرمانه
secret	رازی
secret	راز
secret	مخفی
fondată	بنیان
ruse	حیله
oficiale	رسمی
adam	ادم
adam	آدم
adam	آدام
curând	بزودی
stația	پاسگاه
stația	ایستگاه
închis	بسته
element	فقره
element	عنصر
roșii	گوجه
munca	کار
munca	کاری
persoana	شخص
str	str
localizare	محل
localizare	مکان
contact	ارتباط
contact	آشنا
contact	آشنای
contact	تماس
ordin	نظم
ordin	فرمان
ordin	دستور
ordin	سفارش
ordin	ترتیب
renania	راینلاند
capacitate	ظرفیت
capacitate	گنجایش
capacitate	توانایی
capacitate	قابلیت
arme	سلاح
stele	ستارگان
napoleon	ناپلئون
instituții	موسسات
instituții	نهادهای
instituții	مؤسسات
federația	فدراسیون
istat	istat
windows	ویندوز
comercial	الاهلی
comercial	تجاری
crește	افزایش
crește	رشد
rss	rss
calitatea	کیفیتی
calitatea	کیفیت
antonio	آنتونیو
jucători	بازیکنان
jucători	بازیکن
trecerea	گذشتن
trecerea	وفات
trecerea	گذر
varianta	variant
nova	نووا
nova	نوا
statuia	مجسمه
statuia	تندیس
profesorul	پروفسور
profesorul	پرفسور
tipul	تیپ
tipul	نوع
tipul	تایپ
liberal	لیبرال
liberal	آزادیخواه
pădurea	فارست
pădurea	جنگل
pădurea	جنگلی
contract	قرارداده
contract	قرارداد
compusă	متشکل
compusă	سروده
repede	سریع
repede	سریع
repede	روزه
repede	تند
repede	بسرعت
mary	ماری
mary	مریم
mary	مری
condamnat	محکوم
condamnat	محکوم
podul	پل
podul	پلی
rău	bad
rău	بد
são	سائو
artistică	هنرمندانه
artistică	هنرمندی
culturală	فرهنگی
limbile	زبانهای
limbile	زبانها
limbile	زبان
mîkolaiiv	میکولائیف
lucian	لوسین
ansamblul	همای
electric	برق
electric	electrical
electric	الکتریکی
electric	برقی
electric	الکتریکی
electric	الکتریک
rezultatul	نتیجه
rezultatul	نتیجۀ
rezultatul	حاصل
recent	اخیرا
recent	اخیراً
recent	تازگی
recent	اخیر
înapoi	عقب
înapoi	پشت
înapoi	باز
înapoi	برگشت
societate	اجتماع
societate	جامعه
societate	انجمن
protecție	حفاظت
protecție	پناه
protecție	محافظت
scoția	اسکاتلند
concert	کنسرت
carieră	حرفه
carieră	شغل
arena	آرنا
motor	موتور
motor	موتوری
motor	موتور
grupa	گروهبندی
grupa	گروپ
grupa	گروه
redactor	ویرایشگر
proiecte	پروژههای
canalul	کانال
canalul	مجرا
canalul	مجرای
canalul	چنل
canalul	channel
pirinei	پیرنه
obiect	شئ
obiect	مفعول
obiect	شیء
ioana	جوآن
ioana	ژان
ioana	جوان
ioana	جون
royal	رویال
royal	سلطنتی
royal	شاهانه
tineri	جوان
tineri	یانگ
tineri	جوون
tineri	یونگ
nordică	نوردیک
harry	هری
companii	شرکتها
companii	شرکتهای
companii	احزاب
cartier	همسایه
cartier	همسایگی
cartier	محله
cartier	کارتیه
cartier	همسایگی
specialitate	تخصص
aspect	ظاهر
aspect	جنبه
clădire	ساختن
clădire	ساختمانی
clădire	ساختمان
dealul	تپه
dealul	هیل
determinat	مصمم
guvernator	حاکم
guvernator	فرماندار
episod	قسمت
episod	اپیزود
centre	مراکز
centre	مراکز
alpes	آلپ
henri	آنری
acțiunile	کنش
crede	باور
crede	ایمان
josé	خسه
josé	ژوزه
josé	خوزه
noastră	ما
acceptat	پذیرفت
acceptat	پذیرفته
episodul	قسمت
episodul	اپیزود
religioasă	مذهبی
religioasă	دینی
praga	پراگ
critică	انتقاد
critică	نقد
critică	بحرانی
critică	انتقادی
critică	حیاتی
necesară	لازم
necesară	نیاز
necesară	لازم
necesară	ضروری
necesară	واجب
baden	بادن
cambridge	کمبریج
artiști	هنرمندان
regional	منطقهای
regional	محلی
americani	آمریکاییها
georg	گئورگ
ceaușescu	چائوشسکو
regimentul	هنگ
paginile	صفحات
utc	utc
net	تور
net	net
francisc	فرنسیس
francisc	فرانسیس
câmp	فیلد
câmp	حوزه
faza	مرحله
faza	فازی
faza	فاز
alfred	آلفرد
alfred	الفرد
memoria	خاطره
memoria	حافظه
memoria	حافظۀ
mâna	دست
will	ویل
rezultatele	نتایج
rezultatele	نتیجه
rezultatele	نتایجی
geografice	جغرافیایی
geografice	جغرافی
geografice	جغرافیایی
domenii	فیلدز
domenii	مزارع
domenii	نواحی
domenii	مناطق
fondator	بنیانگذار
fondator	موسس
pădure	وودز
pădure	فارست
pădure	جنگل
pădure	جنگلی
apele	آبها
apele	آبهای
fosta	سابق
fosta	پیشین
eduard	ادوارد
asemănătoare	مشابه
pur	خالص
pur	ناب
pur	پاک
document	سند
document	نوشتار
evreilor	یهود
evreilor	یهودیان
evreilor	یهودی
concurs	مسابقه
concurs	رقابت
concurs	رقابتهای
concurs	رقابتها
concurs	مسابقه
sol	خاک
sol	سول
sol	sol
sol	سل
sol	زمینی
viteza	سرعت
statut	وضعیت
nave	کشتیها
nave	کشتی
nave	رگها
cat	cat
cat	گربه
legat	مقید
legat	متعهد
legat	گره
mijloc	وسطی
mijloc	میدل
mijloc	میانی
mijloc	میانه
mijloc	وسط
durata	دوام
lucruri	اوضاع
lucruri	چیز
lucruri	چیزها
lucruri	مادۀ
austriac	اتریش
austriac	اتریشی
locuit	سکونت
japonez	ژاپنی
înconjurătoare	اطراف
înconjurătoare	احاطه
înconjurătoare	پیرامون
mașini	ماشینها
mașini	دستگاهها
mașini	ماشینها
constantinopol	قسطنطنیه
campion	قهرمان
campion	پهلوان
campion	champion
puține	چند
masa	میز
masa	سفره
masa	جدول
masa	جرم
masa	توده
masa	غذایی
masa	غذای
ducele	دیوک
ducele	دوک
youtube	یوتیوب
youtube	یوتوب
youtube	youtube
campionilor	قهرمانان
altul	دیگر
altul	دیگری
dumneavoastră	شما
dedicat	وقف
vede	میبیند
vede	بیند
incluse	شامل
relația	رابطه
varșovia	ورشو
minim	کمترین
minim	کمینه
minim	کمترین
minim	کمینه
frații	برادرهای
frații	برادران
frații	برادرها
intrare	ورودی
intrare	مدهوش
intrare	ورودی
intrare	مدخل
intrare	ورودی
intrare	ورود
străine	خارجه
străine	خارجی
frumos	زیباست
frumos	زیبا
frumos	خوشگل
frumos	قشنگ
frumos	خوبی
frumos	قشنگ
frumos	قشنگه
întotdeauna	always
întotdeauna	همیشه
giovanni	جیووانی
giovanni	جووانی
pământul	زمین
episoade	قسمتهای
stea	استار
stea	ستاره
remarcat	بشناس
mereu	always
mereu	همیشه
limita	حد
limita	محدود
limita	محدودیت
implicat	درگیر
implicat	دخیل
districte	نواحی
districte	مناطق
thailanda	تایلند
françois	فرانسوا
lot	دسته
lot	لوط
papă	پاپ
papă	پوپ
ordinea	نظم
ordinea	فرمان
ordinea	دستور
ordinea	سفارش
ordinea	ترتیب
jet	جت
denumire	نام
poloneză	لهستانی
jackson	جکسون
născută	متولد
născută	زاده
williams	ویلیامز
cer	آسمان
cer	اسکای
regal	شاهانه
regal	رویال
regal	سلطنتی
regal	شاهانه
străinătate	خارجه
străinătate	خارجی
sicilia	سیسیل
algeria	الجزایر
comisia	تصدی
comisia	کمیسیون
adevăr	حقیقتی
adevăr	واقعیت
adevăr	حقیقت
adevăr	حق
jacques	ژاک
capitală	پایتخت
capitală	سرمایه
trupe	سربازان
vietnam	ویتنام
angeles	آنجلس
luca	لوقا
luca	لوک
luca	لوکا
marian	ماریان
scena	صحنه
scena	سکانس
științific	علمی
banat	banat
capacitatea	ظرفیت
capacitatea	گنجایش
capacitatea	توانایی
capacitatea	قابلیت
economie	اقتصاد
economie	اقتصاد
temperatura	دما
modificări	اصلاحات
modificări	تغییرات
profil	profile
profil	نمایه
profil	پروفایل
software	نرمافزار
soțul	همسری
soțul	همسر
soțul	همسر
soțul	شوهر
soțul	شوهری
soțul	شوهرش
corect	فر
corect	عادلانه
corect	منصفانه
corect	انصاف
corect	منصف
dans	dance
dans	رقص
dans	رقص
dans	رقصیدن
independența	استقلال
independența	استقلالی
val	وال
val	ول
val	موج
val	موجی
côte	کامین
last	آخری
last	لست
last	واپسین
last	آخرین
last	اخرین
angajat	کارمند
angajat	استخدام
poarta	دروازه
poarta	گیت
poarta	دری
tour	تور
tour	tour
big	بیگ
big	big
big	بزرگ
big	بزرگی
hill	تپه
hill	هیل
rhin	آلزاس
apărarea	دفاع
apărarea	دفاعی
apărarea	دفاع
durată	دوام
leopold	لئوپولد
juan	خوان
juan	خوآن
rețea	شبکه
rețea	network
utilizatori	کاربران
spring	بهار
spring	بهاری
spring	اسپرینگ
voturi	رای
voturi	رأی
documentar	مستند
teritoriale	ارضی
silver	نقره
silver	سیمین
silver	سیلور
toamna	پاییز
toamna	پائیز
toamna	پاییزی
toamna	خزان
toamna	سقوط
toamna	پاییز
toamna	fall
toamna	افتادن
texas	تکزاس
texas	تگزاس
situație	وضعیت
situație	موقعیت
valori	مقادیر
valori	ارزشها
vânătoare	شکار
alex	الکس
alex	آلکس
iacob	یعقوب
iacob	جیکوب
iacob	یاکوب
iacob	جاکوب
iacob	جیمز
iacob	خامس
evenimentele	رویدادهای
evenimentele	رویدادها
evenimentele	حوادث
evenimentele	اتفاقات
sectorul	بخش
sectorul	سکتور
francisco	فرانسیسکو
francisco	فرانچسکو
grande	گرانده
grande	گراند
may	می
may	مه
may	تا
back	عقب
back	پشت
back	باز
back	برگشت
scăzut	کم
scăzut	low
line	خط
independente	مستقل
normal	نرمال
normal	عادی
normal	معمولی
normal	طبیعی
tone	تن
tone	لحن
tone	تون
football	football
football	فوتبال
aria	آریا
rece	سرما
rece	سرد
rece	سرماخوردگی
insulă	آیلند
insulă	جزیره
similar	مشابه
angajați	کارمندان
angajați	کارکنان
angajați	کارمند
irlanda	ایرلند
nationalyears	nationalyears
nationalteam	nationalteam
green	سبز
green	گرین
tehnice	فنی
tehnice	تکنیکی
nostru	ما
serviciu	خدمت
serviciu	سرویس
serviciu	خدمات
romani	رومیها
râu	ریور
râu	رود
râu	رودخانه
căsătoria	ازدواج
jones	جونز
gol	عریان
gol	لختی
gol	برهنه
gol	لخت
gol	گل
gol	هدف
gol	goal
gol	خالی
gol	تهی
rar	ندرت
rar	بندرت
rar	نادره
rar	کمیاب
rar	نادر
rar	نادری
teodor	تئودور
teodor	تئودر
young	جوان
young	یانگ
young	جوون
young	یونگ
moare	میمیرد
moare	بمیرد
întinde	کشش
întinde	دراز
argentina	آرژانتین
argentina	آرژانتین
argentina	آرژانتینی
decizia	تصمیم
decizia	فیصله
lansarea	پرتاب
eroilor	قهرمانان
#aaa	#aaa
călătorie	مسافرت
călătorie	travel
călătorie	سفر
călătorie	سفر
călătorie	سفری
călătorie	مسافرت
călătorie	سفر
johannes	یوهانس
management	مدیریت
superioare	برتر
superioare	مافوق
ivano	ایوانو
formație	band
formație	بند
formație	گروه
formație	تشکیل
comitetul	کمیته
comitetul	کمیسیون
moldovenească	مولداویایی
cont	حساب
structură	ساختار
structură	سازه
banca	بنک
banca	بانک
dragoste	دوست
dragoste	عشق
dragoste	عشقی
dragoste	عاشق
politici	سیاستهای
charente	شرانت
out	بیرون
out	برون
transformat	مسخ
specială	مخصوص
specială	ویژه
specială	خاص
specială	استثنایی
specială	خاصه
con	مخروط
con	قیف
con	مخروطی
con	con
întoarce	رویت
întoarce	نوبت
par	موی
par	مو
par	موها
simbol	نماد
bruno	برونو
clasamentul	پایگاههای
finala	فینال
finala	نهائی
finala	نهایی
finala	پایانی
finala	آخرین
finala	فاینال
sportiv	athlete
sportiv	پهلوان
sportiv	ورزشکار
vin	میاد
vin	آمدن
vin	وین
vin	شرابی
vin	شراب
vin	باده
rezistență	مقاومت
rezistență	مقاومتی
rezistență	مخالفان
comisiei	تصدی
comisiei	کمیسیون
oxford	آکسفورد
sri	سری
albastru	کبود
albastru	آبی
albastru	بلو
regulă	قاعده
regulă	قانون
influență	تاثیر
influență	تأثیر
influență	نفوذ
disney	دیزنی
fata	دختری
fata	دختر
fata	girl
fata	چهره
fata	صورت
fata	face
protejate	محفوظ
regimul	رژیم
editare	ویرایش
editare	تدوین
editare	ویرایش
zbor	پرواز
zbor	پروازی
zbor	پرواز
zbor	پروازی
zbor	پرواز
managerclubs	managerclubs
avion	هواپیمای
avion	هواپیمای
avion	هواپیمایی
avion	هواپیما
vas	مجرا
vas	واس
nava	سفینه
nava	کشتی
nava	کشتیها
întreg	کل
anti	ضد
agricole	کشاورزی
agricole	زراعتی
evident	واضح
evident	مشخصا
căutare	جستجو
revistă	مجله
autoritatea	تسلط
autoritatea	سلطه
lider	لیدر
lider	رهبر
cruce	صلیب
cruce	کراس
