kneževine	principados
kraljevsko	royal
kraljevsko	reales
sim	sim
bosanskih	bosnio
bosanskih	bosnios
bosanskih	bosnia
leone	leona
leone	leone
leone	león
leone	leon
probiti	penetrar
urb	urb
ukratko	brevemente
ukratko	corta
ukratko	short
ukratko	cortos
ukratko	corto
ukratko	breve
pjevala	sang
pjevala	cantó
pjevala	cantaba
japansko	japonesas
japansko	japonesa
japansko	japonés
japansko	japoneses
pečat	sellos
pečat	estampilla
pečat	sello
pečat	sella
pečat	foca
pečat	sello
ebert	ebert
prehrane	nutrición
natječaj	tierno
natječaj	tierna
natječaj	licitación
natječaj	tiernos
natječaj	tender
natječaj	concurso
natječaj	certamen
esejist	ensayista
violina	violín
maxim	maxim
maxim	máxima
počinio	comprometido
počinio	comprometidos
počinio	cometido
počinio	comprometida
ulva	ulva
proteina	proteína
proteina	proteínas
odbacio	despedidos
odbacio	destituido
odbacio	desestimó
odbacio	despedida
odbacio	despedido
lyon	lyon
jajce	jajce
osvajača	invasores
danilo	danilo
barcelone	barcelona
augustin	agustín
augustin	augustin
miles	miles
miles	millas
miles	kilómetros
zrcala	espejos
zaštitnika	patrón
zaštitnika	patron
zaštitnika	patrona
zaštitnika	mecenas
esej	ensayo
similis	similis
izbijanja	brote
postizanje	logrando
postizanje	lograr
postizanje	alcanzando
postizanje	alcanzar
konvencije	convenios
konvencije	convenciones
konvencije	convención
konvencije	convenio
konvencije	convenciones
odražava	reflejar
odražava	reflexionar
odražava	reflexionando
odražava	reflejando
odražava	refleje
odražava	reflexiona
odražava	refleja
iznutra	dentro
iznutra	adentro
iznutra	inside
grijeha	pecado
grijeha	sin
karakterističan	distintiva
karakterističan	distintivos
karakterističan	distintivas
karakterističan	distintivo
bratstvo	fraternidad
bratstvo	fraternidad
bratstvo	hermandad
dinara	dinar
dinara	dinares
dinara	dinares
pgp	pgp
vlakana	fibra
vlakana	fibras
krzno	pieles
krzno	piel
krzno	pelaje
krzno	peletería
satima	horarios
satima	horas
satima	horario
vuka	loba
vuka	wolf
vuka	lobo
vuka	lobos
pokrenuta	lanzado
pokrenuta	lanzada
pokrenuta	lanzados
pokrenuta	lanzó
deutsche	deutsche
glasine	rumor
glasine	rumores
glasine	rumor
glasine	rumores
radionica	talleres
radionica	taller
radionica	workshop
vjenčanja	bodas
camp	campamentos
camp	camp
camp	campamento
camp	campo
britaniju	britania
revoluciju	revolution
revoluciju	revolución
maribor	maribor
hampshire	hampshire
leptir	butterfly
leptir	mariposa
leptir	mariposas
prikazano	mostrada
prikazano	mostrado
prikazano	demostrado
prikazano	mostrados
prikazano	exhibido
prikazano	mostrados
prikazano	mostrado
prikazano	destacada
prikazano	destacado
prikazano	destacados
prikazano	destacadas
ubojice	asesinos
ubojice	asesinos
ubojice	asesinos
tvrdeći	discutiendo
tvrdeći	reclamando
tvrdeći	alegando
glasom	voice
glasom	voz
suha	secos
suha	seca
suha	secar
suha	seco
komercijalno	comercialmente
bora	bora
nakai	nakai
hunt	hunt
hunt	cazar
hunt	caza
hunt	cacería
hunt	cazo
uši	piojos
uši	orejas
uši	oídos
bitaka	batallas
graf	gráfica
graf	gráfico
graf	grafo
graf	graf
potpora	apoyo
potpora	soporte
baterija	pila
baterija	batería
baterija	bateria
baterija	baterías
mita	sobornos
fritz	fritz
acer	acer
poznavanje	conocimiento
poznavanje	conocimientos
atlanta	atlanta
fallingrain	fallingrain
petru	petra
vjenčanje	boda
vjenčanje	bodas
vjenčanje	casamiento
kuge	peste
kuge	plaga
kurt	kurt
pomogli	ayudó
pomogli	ayudado
sul	sul
zahvalnosti	agradecimiento
zahvalnosti	gratitud
gene	gene
gene	gen
gene	genes
bojan	bojan
ekološki	ecológica
ekološki	ecológicas
ekološki	ecológicos
ekološki	ecológico
vice	vicepresidente
vice	vicios
vice	vice
vice	vicio
parovi	pareja
parovi	parejas
uništavanje	destruyendo
uništavanje	destruir
uništavanje	destrucción
cheiracanthium	cheiracanthium
horor	horror
horor	espanto
linux	linux
faraon	faraón
zenit	zenith
zenit	cenit
liječnici	doctores
liječnici	medicos
liječnici	médicos
zamjene	reemplazos
susjeda	vecina
susjeda	vecino
susjeda	vecina
susjeda	vecino
susjeda	prójimo
ahmed	ahmed
tekuće	liquido
tekuće	líquida
tekuće	líquido
tekuće	líquidos
molio	rezado
molio	rogó
molio	suplicó
preuzimanja	descargas
malus	malus
ograničeno	limited
ograničeno	limitados
ograničeno	limitado
ograničeno	limitada
ograničeno	limitadas
ograničeno	restringida
ograničeno	restringido
ograničeno	restringidos
testiranje	ensayos
testiranje	probando
testiranje	pruebas
testiranje	ensayo
dog	perrita
dog	perro
dog	perros
definicije	definiciones
definicije	definición
audi	audi
čitanja	lecturas
tokyo	tokyo
tokyo	tokio
pronađe	hallazgos
pronađe	encuentra
stavove	actitudes
stavove	actitud
besplatno	libres
besplatno	gratis
besplatno	free
besplatno	libre
besplatno	gratuito
forest	bosque
forest	forestales
forest	forestal
forest	selva
forest	bosques
promatranje	observación
promatranje	observando
promatranje	observación
karen	karen
karen	karina
kukuruz	maíz
kukuruz	maiz
posthumno	póstumo
posthumno	póstumamente
chamberlain	chambelán
chamberlain	chamberlain
trening	formación
trening	entrenando
trening	adiestramiento
trening	entrenamiento
trening	capacitación
trening	practica
trening	practicas
trening	practicar
trening	práctica
trening	entrenamiento
poduzetnik	emprendedor
poduzetnik	empresaria
poduzetnik	emprendedores
poduzetnik	emprendedora
poduzetnik	empresario
poljoprivredne	agricultura
poljoprivredne	agrícola
poljoprivredne	agrícolas
poljoprivredne	agricola
poljoprivredne	agraria
grebena	arrecifes
catherine	caterina
catherine	catalina
catherine	catherine
studentima	alumnos
studentima	estudiantes
spiraea	spiraea
pretpostavke	suposiciones
pretpostavke	presunciones
pretpostavke	supuestos
anđeli	ángeles
anđeli	angeles
anđeli	angelitos
anđeli	angels
jugozapadnoj	sudoeste
jugozapadnoj	suroeste
pita	pastel
pita	pie
pita	tarta
prijetnje	amenaza
prijetnje	amenazas
odobrio	aprobados
odobrio	aprobado
odobrio	aprobada
odobrio	aprobadas
odobrio	autorizado
odobrio	autorizadas
odobrio	autorizados
odobrio	autorizada
snyder	snyder
dale	dale
pacijent	paciente
pacijent	pacientes
snova	dreams
snova	sueños
malta	malta
justin	justin
dostignuća	logros
dostignuća	realizaciones
dostignuća	logros
dostignuća	realizaciones
hoffman	hoffman
liber	liber
edgar	edgar
mučenika	mártires
bašić	bašić
koraka	peldaños
koraka	pasos
koraka	escalones
japanci	japonesas
japanci	japonesa
japanci	japonés
japanci	japoneses
ozbiljne	severas
ozbiljne	severa
ozbiljne	severo
ozbiljne	grave
austin	austin
iznimka	excepción
okrenuo	giró
okrenuo	girado
pogreška	equivocación
pogreška	error
pogreška	errores
pogreška	error
kriterij	criterio
kriterij	criterios
kriterij	criterio
membrane	membranas
membrane	membrana
marijana	marianne
opseg	circunferencia
opseg	alcance
opseg	ámbito
opseg	alcances
pobjedio	ganados
pobjedio	ganó
pobjedio	ganado
pobjedio	gané
pobjedio	gano
povezivanje	conexion
povezivanje	conexión
povezivanje	conecta
povezivanje	conectarse
povezivanje	conectar
povezivanje	conectando
povezivanje	conectarse
povezivanje	conectar
povezivanje	conexión
ugljik	carbon
ugljik	carbono
ugljik	carbón
powell	powell
kontrolira	mandos
kontrolira	controles
kontrolira	controla
slaba	débiles
slaba	débil
konji	caballos
pristaje	encaja
pristaje	cabe
odobrenje	autorización
odobrenje	homologación
odobrenje	aprobación
odobrenje	aclaramiento
odobrenje	desminado
odobrenje	autorización
mostova	bridges
mostova	puentes
novinarka	periodista
novinarka	reportero
novinarka	periodista
novinarka	reportera
flora	flora
propast	doom
propast	fatalidad
propast	condenación
propast	perdición
promatrati	observar
promatrati	observe
promatrati	observen
promatrati	observa
stilova	styles
stilova	estilos
hbo	hbo
opremljena	equipada
opremljena	equipados
opremljena	equipado
izvanredno	extraordinarias
izvanredno	extraordinaria
izvanredno	extraordinario
izvanredno	extraordinarios
izvanredno	pendiente
izvanredno	excepcional
tvoj	tus
tvoj	tu
tvoj	sus
tvoj	su
tvoj	tuya
tvoj	tuyo
tvoj	tuyos
tvoj	suya
tvoj	tuyas
tvoj	suyo
velimir	velimir
seattle	seattle
planeti	planetas
protokol	protocolos
protokol	protocolo
terra	terra
umjetna	artificiales
umjetna	artificial
svinja	cerdo
svinja	cochino
svinja	puerco
svinja	cerda
tesla	tesla
luigi	luigi
metro	metro
kamenje	stones
kamenje	piedras
kamenje	rocks
kamenje	rocas
kamenje	piedras
operativne	operacional
operativne	operativo
operativne	operacionales
operativne	operativa
reinhold	reinhold
pumpe	bombas
vodoravno	horizontalmente
vodoravno	horizontales
vodoravno	horizontal
vodoravno	horizontalmente
neven	neven
vela	velo
vela	veil
vela	velos
vela	vela
golf	golf
sklonost	propensión
sklonost	inclinaciones
sklonost	inclinación
sugerira	sugiere
palazzo	palazzo
većinski	mayoría
većinski	mayoritaria
većinski	mayorías
većinski	mayoria
većinski	mayoritario
optički	ópticas
optički	óptica
optički	óptico
optički	ópticos
optički	óptico
napoleona	napoleón
ovaca	ovino
ovaca	ovinos
ovaca	ovejas
ovaca	oveja
beck	beck
helen	helena
helen	elena
manga	mangos
manga	mango
manga	mangos
manga	manga
sigurnošću	certeza
sigurnošću	certidumbre
organi	órganos
kantona	cantones
kantona	cantón
kantona	canton
branitelji	defensoras
branitelji	defensores
teritoriji	territorio
sutra	manana
sutra	mañana
sutra	tomorrow
kariba	caribeño
kariba	caribeños
kariba	caribe
maroko	marruecos
unutarnja	interno
unutarnja	interna
zapovjednici	comandantes
moguć	posible
moguć	posibles
građanima	ciudadanos
građanima	ciudadanas
jačanje	refuerzo
jačanje	fortaleciendo
jačanje	reforzamiento
jačanje	fortalecimiento
jačanje	promocionar
jačanje	promociona
jačanje	impulso
jačanje	impulsar
trinidad	trinidad
alpe	alpes
slučajevi	estuches
slučajevi	cases
slučajevi	casos
springer	springer
jupitera	júpiter
gif	gif
sebastian	sebastian
sebastian	sebastián
novinari	prensa
novinari	presione
novinari	prensas
novinari	periodistas
novinari	periodistas
novinari	reporteros
plaže	playas
plaže	playa
plaže	playas
plaže	playa
masters	masters
masters	máster
masters	maestros
dekan	dean
dekan	decano
sony	sony
privukao	atraída
privukao	atrajo
privukao	atraído
privukao	atraídos
zec	liebre
zec	hare
zec	conejos
zec	conejo
šećer	azucar
šećer	azúcar
punta	punta
hentschel	hentschel
sfera	esfera
profesionalna	profesional
profesionalna	professional
profesionalna	profesionalidad
profesionalna	profesionales
sex	sexuales
sex	sex
sex	sexos
sex	sexo
invazija	invasiones
invazija	invasión
govornici	ponentes
govornici	oradores
govornici	parlantes
govornici	bocinas
govornici	altavoces
genocid	genocidio
imenice	sustantivos
blackmore	blackmore
bare	estanque
bare	pond
bare	laguna
bare	estanques
preporod	renacimiento
preporod	reactivación
preporod	resurgimiento
plodovi	fruta
plodovi	frutas
plodovi	frutos
loša	malas
loša	malos
loša	malo
loša	bad
loša	mal
loša	mala
promjeru	diámetro
laboratorij	laboratorio
laboratorij	laboratorios
laboratorij	laboratorio
laboratorij	lab
rezidencija	residence
rezidencija	residencia
lange	lange
boca	boca
boca	frasco
boca	biberón
boca	botella
minas	minas
košarka	básquetbol
košarka	baloncesto
tragedija	tragedia
bavarske	bávaro
nominaciju	candidatura
nominaciju	nominación
nominaciju	nombramiento
specifična	específicas
specifična	específicos
specifična	específica
specifična	especifico
specifična	específico
dokazano	demostrada
dokazano	probado
dokazano	comprobada
dokazano	demostrado
dokazano	probada
divlja	wild
divlja	silvestre
divlja	silvestres
divlja	salvajes
divlja	salvaje
iznenađenje	sorpresa
prikupljanje	coleccionar
prikupljanje	recolección
prikupljanje	colección
prikupljanje	recogida
prikupljanje	coleccion
greda	haz
greda	viga
greda	vigas
greda	rayo
greda	haces
greda	vigas
ličnost	personalidad
božanstva	divinidad
božanstva	deidad
božanstva	deidades
elongata	elongata
kukuruza	maíz
kukuruza	maiz
izričito	explícita
izričito	explícitamente
drukčije	distinta
drukčije	diferente
drukčije	distintos
drukčije	distinto
drukčije	diferentes
tribina	gradas
tribina	tribuna
panorama	panorama
incident	incidentes
incident	incidente
veleposlanik	embajadora
veleposlanik	embajador
slovaci	eslovacos
pijanist	pianista
okupio	montado
okupio	reunido
okupio	reunidos
christie	christie
bodovi	puntos
bodovi	points
gume	neumáticos
gume	llantas
gume	gomas
gume	neumáticos
turističko	turístico
turističko	turistas
turističko	turística
turističko	turismo
turističko	turista
upisana	inscrita
upisana	inscritos
upisana	inscrito
gps	gps
mjuzikl	musicales
mjuzikl	musical
daj	dar
tjedno	semanal
tjedno	semanario
tjedno	semanales
tjedno	semanalmente
delaware	delaware
pitcairnia	pitcairnia
peck	peck
mauzolej	mausoleo
torpedo	torpedo
torpedo	torpedos
carvalho	carvalho
zavjet	convenio
zavjet	pacto
zavjet	testamento
dante	dante
poljaci	postes
poljaci	polos
poljaci	polacos
englezi	inglés
englezi	ingles
englezi	espanol
tragove	huellas
tragove	pistas
tragove	tracks
tragove	pistas
salona	salon
salona	salón
hat	gorro
hat	sombrero
hat	hat
hat	gorra
klan	clan
križevci	križevci
ferula	ferula
stvori	crear
stvori	crea
stvori	crean
venera	venus
razdvojba	desambiguación
gggg	aaaa
kopno	terrenos
kopno	land
kopno	terreno
kopno	tierra
kopno	tierras
kopno	continente
palma	palma
prelazak	cruzando
prelazak	cruzar
prelazak	travesía
prelazak	cruce
publikacija	publicaciones
provedena	implementada
provedena	implementado
postignuća	logros
postignuća	realizaciones
postignuća	logros
postignuća	realizaciones
voldemort	voldemort
posuda	recipiente
posuda	embarcación
posuda	buque
planirao	planeado
planirao	planificado
planirao	previsto
planirao	planificada
otrov	veneno
otrov	veneno
eksplozija	explosión
eksplozija	ráfaga
eksplozija	explosión
eksplozija	estallido
berry	baya
berry	berry
berry	bayas
poplave	inundación
poplave	inundaciones
poplave	inundación
poplave	inundaciones
poplave	inundando
poplave	inundación
poplave	inundaciones
poplave	inundar
poplave	diluvio
ordo	ordo
alt	alt
urtica	urtica
gorski	gorski
pružiti	proveer
pružiti	proporcionar
pružiti	proporcione
irena	irena
irena	irene
poljoprivredu	agricultura
susjedi	vecinas
susjedi	vecinos
susjedi	vecinas
susjedi	vecinos
buna	buna
alkohol	alcoholes
alkohol	alcohol
dora	dora
obiteljima	familias
obiteljima	familia
peto	quinto
peto	quinta
mustafa	mustafa
kamp	campamentos
kamp	camp
kamp	campamento
kamp	campo
dojke	mama
dojke	pechuga
dojke	seno
dojke	pecho
komentara	observaciones
komentara	comenta
komentara	comentarios
komentara	comentario
organizirano	organizada
organizirano	organizados
organizirano	organizadas
organizirano	organizado
organizirano	organizada
organizirano	organizados
organizirano	organizadas
organizirano	organizado
naglasiti	enfatizar
naglasiti	enfatizar
naglasiti	subrayado
naglasiti	subrayar
kum	padrino
uvale	bahías
uvale	calas
svjedok	testigo
svjedok	testigos
svjedok	testimonio
živo	animado
živo	vivaz
živo	animada
aranžman	acuerdo
aranžman	arreglo
aranžman	arreglos
izlaže	expone
brojke	figuras
brojke	cifras
batman	batman
bacio	tiró
dijalog	diálogo
dijalog	dialogo
dijalog	diálogos
dijalog	dialogar
dijalog	diálogo
usvojen	adoptada
usvojen	adoptado
usvojen	adoptados
rasti	crecen
rasti	crecer
rasti	crece
istraživao	investigado
istraživao	investigó
istraživao	investigada
istraživao	investigados
istraživao	investigado
istraživao	investigó
koloniju	colonia
pozitivan	positivos
pozitivan	positivo
pozitivan	positiva
pozitivan	positivas
drevne	antiguos
odluci	decision
odluci	decisión
apache	apache
apache	apaches
prihvaćanje	aceptando
prihvaćanje	aceptar
prihvaćanje	aceptación
prihvaćanje	aceptación
dob	edad
dob	age
dob	edades
podne	mediodía
kritizirao	criticada
kritizirao	criticado
kritizirao	criticada
kritizirao	criticado
tina	tina
debljina	espesor
debljina	grosor
dolar	dólar
dolar	dolar
paulie	paulie
sjene	sombras
sjene	sombra
sjene	sombras
sjene	sombra
sjene	shadow
staljin	stalin
pripovijetke	narrativas
walckenaeria	walckenaeria
lopez	lópez
lopez	lopez
jimi	jimi
rtl	rtl
poteškoća	dificultad
poteškoća	dificultades
disanje	respiro
disanje	respirar
disanje	respiración
disanje	respirando
disanje	respiración
ogroman	inmensa
ogroman	inmenso
ogroman	enormes
ogroman	enorme
ogroman	enormes
ogroman	enorme
software	software
arabije	arabia
predsjedništvo	presidencia
olga	olga
jede	comiendo
jede	comer
jede	come
odgoja	crianza
gusto	espeso
gusto	gruesa
gusto	espesa
gusto	grueso
gusto	gruesos
konga	conga
rekonstrukcija	reconstrucción
erupcija	erupción
šesnaest	sixteen
šesnaest	dieciséis
nicolas	nicolás
nicolas	nicolas
podići	aumento
podići	criar
podići	elevar
kan	khan
kan	kan
kan	kan
sumnja	sospechosas
sumnja	sospechosos
sumnja	sospecha
sumnja	sospechas
sumnja	sospecha
sumnja	duda
sumnja	dudas
sumnja	dudar
sumnja	dudo
sumnja	duda
sumnja	dudas
sumnja	presuntos
sumnja	sospechado
nastanjuje	habita
schneid	schneid
sbc	sbc
uživa	disfrutando
uživa	gozando
igranje	jugando
igranje	tocando
igranje	jugar
jaki	strong
jaki	fuerte
jaki	fuertes
horn	bocina
horn	trompa
horn	cuerno
horn	horn
pobunjenika	rebeldes
pobunjenika	rebelde
pristupio	consultado
pristupio	accedido
pažljivo	cuidadosamente
pažljivo	atentamente
biblija	biblia
četrnaest	fourteen
četrnaest	catorce
koordinate	coordinadas
koordinate	coordina
koordinate	coordenadas
walesa	gales
sao	sao
stockholm	estocolmo
magnetsko	magnéticas
magnetsko	magnética
magnetsko	magnético
magnetsko	magnéticos
zbunjen	confundidos
zbunjen	confundido
zbunjen	confuso
zbunjen	confundida
standardima	normas
standardima	estándares
kontroverze	polémica
kontroverze	controversia
kontroverze	controversias
abdul	abdul
margaret	margarita
price	precios
price	precio
price	price
price	historias
price	relatos
price	cuentos
stana	stan
židove	judios
židove	judíos
židove	judio
židove	judía
židove	judío
cactaceae	cactaceae
vojislav	vojislav
atlantic	atlántico
atlantic	atlántica
očuvanju	conservación
očuvanju	preservación
blokiran	bloqueada
blokiran	bloqueadas
blokiran	bloqueados
blokiran	bloqueado
svinje	cerdos
svinje	cochinos
svinje	porcino
platforme	plataformas
arterije	arterias
kabine	camarotes
kabine	cabañas
kabine	cabinas
plamen	llamas
plamen	llama
plamen	llamas
cibona	cibona
uspostavlja	establece
beat	beat
čuvar	guardián
čuvar	custodio
čuvar	guardiana
čuvar	guardián
čuvar	tutor
čuvar	guardian
čuvar	guardia
čuvar	guarda
ratko	ratko
hrast	roble
melodije	melodías
melodije	melodías
kiss	besito
kiss	beso
kiss	kiss
optužio	acusado
optužio	acusada
optužio	acusados
odgovorna	responsable
odgovorna	responsables
anolis	anolis
icao	oaci
doseg	alcance
doseg	intervalo
doseg	gama
doseg	rango
doseg	cordillera
doseg	alcance
doseg	reach
doseg	alcances
premijeru	premiere
premijeru	estreno
infrastrukture	infraestructura
infrastrukture	infraestructuras
okusa	sabores
okusa	degustar
okusa	sabor
okusa	gusto
okusa	gustos
okusa	gustos
okusa	sabor
prekinuta	interrumpida
prekinuta	interrumpido
prekinuta	interrumpió
osjećaje	sentimientos
organiziran	organizada
organiziran	organizados
organiziran	organizadas
organiziran	organizado
organiziran	organizada
organiziran	organizados
organiziran	organizadas
organiziran	organizado
lamarck	lamarck
hipoteza	hipótesis
hipoteza	hipótesis
organiziranje	organizando
organiziranje	organizando
organiziranje	organización
organiziranje	organizador
organiziranje	organizar
obrt	artesanía
obrt	embarcaciones
obrt	artesanía
obrt	manualidades
obrt	artesanías
kylie	kylie
pravno	legalmente
pravno	jurídicamente
pravno	legales
pravno	jurídicas
pravno	legal
pravno	jurídico
zbroj	sum
zbroj	suma
bačka	bačka
diamond	diamond
diamond	diamante
diamond	diamantes
neil	neil
preživjeti	sobrevive
preživjeti	sobrevivir
izdvojiti	asignar
predlošci	plantillas
duncan	duncan
schult	schult
pumpa	bomba
fern	helechos
fern	fern
airbus	airbus
clara	clara
slijedio	seguido
slijedio	seguí
slijedio	siguió
slijedio	seguida
pera	pluma
pera	plumas
norme	norma
norme	norm
nosa	nose
nosa	nariz
bomba	bombardear
bomba	bomba
metalni	metálico
metalni	metálicos
metalni	metal
metalni	metales
metalni	metálico
metalni	metálicos
metalni	metálica
tower	torre
tower	tower
bush	bush
bush	arbusto
euonymus	euonymus
ujak	tio
ujak	tío
dokumenta	documentación
dokumenta	documentos
dokumenta	documentar
dokumenta	documento
bauer	bauer
izvorna	original
izvorna	originales
dominiraju	dominar
dominiraju	domina
dominiraju	dominan
sara	sarah
sara	sara
sara	sara
lokomotive	locomotoras
lokomotive	locomotora
rené	rené
rené	renato
rené	rené
rené	rene
česi	checos
radoslav	radoslav
neriješeno	tie
neriješeno	ate
neriješeno	empate
neriješeno	corbata
sullivan	sullivan
firenca	florencia
slabi	débiles
slabi	débil
svijetlo	ligera
svijetlo	light
svijetlo	luz
svijetlo	ligero
svijetlo	luminoso
svijetlo	bright
svijetlo	brillante
braun	braun
preporučuje	recomienda
preporučuje	recomienda
preporučuje	recomendado
preporučuje	recomendada
preporučuje	recomendable
preporučuje	recomendados
preporučuje	recomendó
predsjednici	presidentes
dodavanja	agregar
dodavanja	agregando
dodavanja	añadir
dodavanja	adición
dodavanja	añadiendo
robovi	esclavas
robovi	esclavos
zadatke	tareas
zadatke	cesiones
zadatke	asignaciones
zadatke	tareas
posjeti	visite
posjeti	visitar
posjeti	visita
posjeti	visitas
posjeti	visitando
posjeti	visitas
posjeti	visitar
posjeti	visita
ekonomist	economistas
ekonomist	economista
emitiranje	transmisión
emitiranje	radiodifusión
emitiranje	emisión
emitiranje	transmision
emitiranje	difusión
emitiranje	radiodifusión
emitiranje	transmitiendo
emitiranje	broadcasting
kapelan	capellán
iata	iata
borbena	luchadora
parkova	parques
pločice	baldosas
pločice	azulejo
pločice	teja
pločice	azulejos
pločice	baldosas
pločice	fichas
pločice	azulejos
izrazi	expresiones
vladislav	vladislav
vulkan	volcán
vulkan	vulcanos
vulkan	vulcano
jacob	jacob
jacob	jacobo
odvodi	desagües
odvodi	drena
purcell	purcell
katoličanstvo	catolicismo
vegetacije	vegetación
naizgled	aparentemente
rasbora	rasbora
okružuju	rodeando
okružuju	circundantes
okružuju	rodean
okružuju	envolvente
okružuju	rodear
inspektor	inspector
inspektor	inspectora
inspektor	comisario
intervencije	intervenciones
intervencije	intervenciones
intervencije	intervención
tucker	tucker
porez	fiscalidad
porez	impuesto
porez	tributación
porez	impuestos
porez	impuesto
porez	impuestos
jame	pozos
jame	foso
jame	fosa
jame	pit
jame	pozo
jame	hoyo
portland	portland
diana	diana
pretpostavka	conjetura
pretpostavka	conjeturas
pretpostavka	suposición
pretpostavka	asunción
predgrađu	suburbio
predgrađu	suburbana
predgrađu	suburbios
predgrađu	periferia
isaac	isaac
gljive	hongos
gljive	setas
gljive	champiñones
gljive	hongo
gljive	hongos
gljive	seta
gljive	setas
gljive	champiñones
pojačanje	refuerzos
pojačanje	refuerzos
pojačanje	respaldo
logore	bandos
logore	campos
logore	campamentos
tumora	tumor
sjeme	semilla
sjeme	semillas
sjeme	semilla
sjeme	semillas
lucija	lucio
lucija	lucía
lucija	lucia
rožnice	córneas
rožnice	córnea
rožnice	córnea
rožnice	corneal
branitelj	defensor
branitelj	defender
branitelj	defensora
poljoprivredi	agricultura
preostalo	restante
preostalo	permaneciendo
preostalo	restantes
dunal	dunal
silvio	silvio
majica	camiseta
majica	camisa
majica	playera
zur	zur
algonquian	algonquina
izgubiti	perder
izgubiti	pierden
izgubiti	pierda
izgubiti	pierdo
izgubiti	pierde
smjernice	orientación
smjernice	orientaciones
smjernice	pautas
smjernice	orientaciones
smjernice	directrices
srebrni	plata
srebrni	plateado
estonija	estonia
ibrahim	ibrahim
hladno	frio
hladno	frías
hladno	fría
hladno	frío
hladno	cold
duhovno	espirituales
duhovno	espiritual
duhovno	espiritualmente
eduardo	eduardo
elongatus	elongatus
ehrenberg	ehrenberg
armenija	armenia
grace	gracia
vladavinu	reinar
vladavinu	reinado
basilewsky	basilewsky
otte	otte
radar	radar
radar	radares
komentare	observaciones
komentare	comenta
komentare	comentarios
komentare	comentario
pérez	pérez
prebivalište	residence
prebivalište	residencia
eagle	águila
eagle	eagle
eagle	aguila
droga	fármacos
droga	droga
droga	medicamentos
droga	drogas
droga	fármaco
droga	droga
droga	medicamento
pogubljen	ejecutadas
pogubljen	ejecutada
pogubljen	ejecutado
pogubljen	ejecutados
julia	julia
tin	tin
tin	hojalata
tin	estaño
baba	baba
moto	lema
moto	moto
bombardiranje	bombardeos
bombardiranje	bombardeo
bombardiranje	bombardeo
bombardiranje	bombardeos
bombardiranje	atentado
bombardiranje	bombardear
goli	desnudo
goli	desnuda
goli	desnudas
goli	desnudos
goli	nudista
goli	desnudo
goli	desnuda
goli	desnudas
goli	desnudos
moral	moral
moral	moral
moral	moralidad
moral	moral
jamie	jamie
jamie	jaime
camus	camus
fiba	fiba
podržavao	respaldado
podržavao	apoyado
podržavao	soportado
podržavao	apoyó
punjenje	cargando
punjenje	tarificación
andromeda	andrómeda
rase	razas
rase	carreras
označena	etiquetados
označena	etiquetado
označena	etiquetada
označena	marcadas
označena	marcada
označena	marcado
označena	marcados
wattenwyl	wattenwyl
valove	olas
valove	oleaje
valove	ondas
valove	oleadas
con	estafa
rey	rey
hunter	cazador
hunter	cazadora
hunter	hunter
hunter	cazadores
tajno	secretamente
tajno	secreta
tajno	secret
tajno	secreto
tajno	secretos
akt	ley
akt	acta
akt	acto
akt	act
poglavice	jefes
etimologija	etimología
seks	sexuales
seks	sex
seks	sexos
seks	sexo
locke	locke
melichar	melichar
uha	oreja
uha	oído
qld	qld
ponuda	ofertas
ponuda	ofrece
ponuda	ofrezcan
ponuda	ofrecimiento
ponuda	oferta
holm	holm
unutra	dentro
unutra	adentro
unutra	inside
meč	coincidir
meč	cerilla
meč	partido
meč	coincidencia
meč	match
jutra	mañanas
aplikacije	aplicaciones
aplikacije	solicitudes
aplikacije	aplicaciones
čaj	tea
čaj	té
ine	ine
ames	ames
ames	ame
pokretač	lanzador
forma	forma
forma	formulario
inspiracija	inspiración
neuspješno	infructuosamente
puk	regimiento
transfer	transferencia
transfer	transfer
transfer	traslado
transfer	traslados
transfer	traspaso
veljko	veljko
sateliti	satélites
lgbt	lgbt
lgbt	homosexualidad
memorije	recuerdos
memorije	memoria
memorije	recuerdo
pride	orgullo
pride	pride
italia	italia
rex	rex
kent	kent
kupila	compró
kupila	comprado
kupila	comprados
floridi	florida
obred	rito
pratnju	escolta
pratnju	acompañantes
pratnju	acompañamiento
pratnju	escoltas
pratnju	acompañante
restoran	restaurante
restoran	restaurantes
eleutherodactylus	eleutherodactylus
had	hades
pružanje	proporcionando
pružanje	proveer
pružanje	proporcionar
pješaštvo	infantería
poteškoće	dificultad
poteškoće	dificultades
poteškoće	dificultad
poteškoće	dificultades
sadašnjost	presente
rasprostranjena	extendido
glina	glynn
glina	clay
glina	arcilla
glina	barro
homer	homer
homer	homero
perrier	perrier
blizine	cercanía
blizine	proximidad
chuck	chuck
bis	bis
bis	encore
portreta	retrato
portreta	retratos
službenik	escribano
službenik	empleado
službenik	oficial
bijelci	blancos
sajam	feria
sajam	justa
sajam	justo
zaustavio	parado
garden	jardín
garden	jardinería
garden	jardin
primijetio	aviso
primijetio	preaviso
primijetio	notado
primijetio	notó
prisilno	obligado
prisilno	forzado
prisilno	forzados
prisilno	forzada
prisilno	forzar
poslovna	empresa
poslovna	negocio
poslovna	negocios
elektrode	palas
elektrode	paletas
elektrode	remos
elektrode	electrodos
elektrode	electrodo
elektrode	electrodos
uvala	ensenada
uvala	bahía
