את	你
חזק	強大
חזק	強國
חזק	緊
חזק	強大
חזק	強壯
חזק	強烈
חזק	強
חזק	堅強
אישור	允許
אישור	許可
אישור	確認
אישור	證實
אישור	確認
אישור	證實
מוות	死亡
מוות	死神
מצא	找到
מצא	發現
מצא	找到
מצא	尋找
בולגריה	保加利亞
מיליארד	億
מיקום	安置
מיקום	所在地
מיקום	位置
מיקום	地點
רגל	腳
רגל	英尺
רגל	英尺
רגל	腳
רגל	腿
רגל	leg
תשכ	educ
דומים	類似
דומים	相似
מאמן	輔導
מאמן	教練
פירוש	口譯
נולדו	生於
נולדו	誕生
נולדו	出生
נולדו	天生
טקסט	文字
טקסט	案文
לחם	麵包
שבעה	七七
שבעה	七個
שבעה	七
שבעה	seven
קרבות	戰役
פורטל	門戶
יישובים	定居點
פסל	雕塑
פסל	雕刻
פסל	雕像
פסל	雕塑
פסל	塑像
קרא	讀
קרא	讀取
קרא	閱讀
מרי	marie
מרי	mary
מרי	瑪麗
מרי	瑪莉
הסדר	定居
הסדר	定居點
הסדר	訂單
הסדר	命令
הסדר	秩序
הסדר	訂購
הסדר	順序
הסדר	安排
אוכל	糧食
אוכל	食品
אוכל	食物
שלטונו	統治
שמן	油
שמן	石油
שמן	機油
שמן	肥
שמן	脂肪
שמן	胖
ינואר	一月
גילוי	探測
גילוי	偵測
גילוי	檢測
גילוי	發現
גילוי	探索
לחיים	歡呼聲
לדבר	聊
שאלות	問題
הצעה	推薦
הצעה	提議
הצעה	建議
הצעה	提案
הצעה	建議
הצעה	優惠
זהות	身分
זהות	身份
ביטחון	信心
ביטחון	自信
שלם	付費
שלם	付款
שלם	支付
שלם	完整
שלם	完成
הכיבוש	職業
הכיבוש	佔領
סימון	simon
סימון	西蒙
סימון	西門
ערן	eran
ארתור	阿瑟
ארתור	arthur
ממשלה	政府
חשובים	重要
אמת	真實
אמת	真理
אמת	事實
אמת	真相
נוצרים	基督教徒
נוצרים	基督徒
בי	bea
בי	碧
בי	蜂
בי	蜜蜂
תוכנה	方案
תוכנה	程式
תוכנה	軟體
התזמורת	管弦樂隊
התזמורת	樂團
זוגות	夫妻
זוגות	情侶
זוגות	夫婦
מורכבת	復合
מורכבת	合成
מורכבת	複雜
משותף	共用
משותף	共享
משותף	分享
משותף	常見
משותף	通用
משותף	共同
חברתי	社會
חברתי	社交
הביאו	帶
הוצאה	支出
הוצאה	花費
הירח	月球
הירח	月亮
הירח	月
לפעמים	有時候
צלב	十字架
צלב	cross
צלב	十字
צלב	交叉
סיוע	援助
סיוע	協助
סיוע	援助
הגרסה	版
הגרסה	版本
בינלאומי	國際
כלכלי	經濟
שוודיה	瑞典
ישיבה	座位
ישיבה	會議
איראן	伊朗
יצירה	創作
יצירה	創建
יצירה	創造
יצירה	建立
קוד	密碼
קוד	編碼
קוד	碼
דתית	宗教
תלמידים	學生
חלל	太空
חלל	空間
מהיר	快速
מהיר	swift
מהיר	快速
תכונות	功能
תכונות	特色
תכונות	特徵
תכונות	地物
תכונות	特點
תכונות	屬性
תכונות	屬性
נרחב	廣泛
מות	死亡
מות	死神
מות	mot
השכונה	鄰里
טווח	山脈
טווח	範圍
טווח	射程
פרידריך	friedrich
מציג	引入
מציג	介紹
מציג	呈現
מציג	顯示
הכהן	祭司
במחלוקת	爭議
פרוץ	暴發
פרוץ	爆發
מחלוקת	分歧
מחלוקת	爭端
מחלוקת	糾紛
מחלוקת	爭議
מחלוקת	爭議
מחלוקת	爭論
מחלוקת	爭議
טענה	認領
טענה	聲稱
עותקים	副本
עותקים	拷貝
חזקה	強大
חזקה	強壯
חזקה	強烈
חזקה	強
חזקה	堅強
חזקה	強大
חזקה	強國
רובם	最多
רובם	大部分
רובם	多數
רובם	大多
רובם	大多數
צדק	正義
צדק	司法
צדק	木星
שיעור	教訓
שיעור	課
שיעור	速率
שיעור	評分
שיעור	率
שיעור	利率
יי	儀
יי	yee
טקס	儀式
טקס	儀式
חיה	野獸
חיה	獸
חיה	怪獸
חיה	動物
פברואר	二月
פברואר	二月
נשא	航空母艦
נשא	載體
התנהגות	行為
התנהגות	行為
אפשרי	可能
לתקן	修復
לתקן	修
תכנון	規劃
העלילה	密謀
העלילה	陰謀
העלילה	劇情
לספק	提供
לספק	交付
שינה	睡
שינה	睡眠
שינה	睡覺
שינה	睡
שינה	睡覺
הציע	推薦
מרד	起義
מרד	叛亂
מרד	反抗
מרד	起義
מרד	叛亂
מרד	叛變
מרד	叛亂
מרד	叛逆
מרד	反叛
עצמאי	獨立
נבחרה	選取
מטרות	目標
מטרות	目標
מטרות	目標
רות	ruth
ידועים	已知
נקודה	期間
נקודה	點
נקודה	角
נקודה	點
בשר	肉
בשר	肉食
בשר	肉類
בשר	血肉
בשר	肉體
חיפוש	搜尋
חיפוש	搜尋
דופן	皇太子
האיים	群島
האיים	島嶼
אנה	ana
אנה	安娜
אנה	anna
התפקיד	作用
התפקיד	角色
ענק	巨大
ענק	巨人
ענק	巨
ענק	巨型
נפרד	分居
נפרד	分離
אחדות	統一
אחדות	團結
נוסעים	乘客
נוסעים	旅客
נוסעים	旅客
בחירות	選舉
בחירות	選舉
זרם	電流
זרם	現任
זרם	目前
זרם	流
זרם	溪流
בחזרה	背
בחזרה	回
כאילו	讚
כאילו	就像
כאילו	像
כאילו	喜歡
מלון	瓜
מלון	飯店
מלון	酒店
מלון	賓館
מלון	旅館
רחל	rachel
עיטור	獎章
עיטור	勳章
עיטור	獎牌
לשון	舌頭
לשון	舌
מדריד	馬德里
עצמאית	獨立
לוחמי	勇士
לוחמי	戰鬥機
לוחמי	鬥士
עיבוד	處理
עיבוד	加工
עמודים	支柱
עמודים	界碑
עמודים	頁
עמודים	欄
ערבית	阿拉伯文
ערבית	阿拉伯語
חב	欠
השבת	星期六
השבת	週六
השבת	安息日
קרקע	泥土
קרקע	土壤
קרקע	土
קרקע	陸地
קרקע	土地
קרקע	地面
לכאורה	據稱
לכאורה	據稱
מעניין	有趣
צורה	形狀
צורה	形式
צורה	表格
קצב	速率
קצב	評分
קצב	率
קצב	利率
קצב	節奏
קצב	拍子
קצב	屠夫
קצב	韻律
קצב	節奏
חקר	勘探
חקר	探索
הצלב	十字架
הצלב	cross
הצלב	十字
הצלב	交叉
חשובה	重要
צרפתית	法文
צרפתית	法語
נחום	nahum
ציוד	裝備
ציוד	裝備
ציוד	gear
ציוד	齒輪
המטרה	目標
המטרה	目標
טל	tal
טל	露水
עיתון	報紙
עיתון	報
עיתון	報章
עיתון	紙
עיתון	紙張
עיתון	論文
אופי	字元
אופי	人物
אופי	角色
אופי	性格
אופי	品格
להקות	樂隊
דגם	模範
דגם	示範
דגם	模型
דגם	型號
דגם	模特兒
טעם	味道
טעם	味覺
טעם	品味
טעם	味
טעם	風味
מפורטת	詳細
שכר	薪水
שכר	工資
שכר	薪資
שכר	薪金
שכר	工資
שכר	工資
שכר	受雇
מחבר	作者
האירוע	事件
האירוע	活動
חשבון	帳號
חשבון	帳戶
חשבון	算術
מחיקה	刪除
מחיקה	刪除
מחיקה	刪除
מחיקה	刪去
מפת	地圖
קוריאה	韓國
קוריאה	朝鮮
תנועות	動作
טנקים	坦克
אנציקלופדיה	百科全書
אנציקלופדיה	百科全書
תיקון	修復
תיקון	維修
תיקון	修理
תיקון	修繕
תיקון	改正
תיקון	糾正
תיקון	校正
תיקון	更正
אזורים	區域
אזורים	地區
ספטמבר	九月份
ספטמבר	九月
נותרו	剩餘
פעילים	積極
פעילים	活躍
אח	壁爐
אח	火爐
אח	弟弟
אח	哥
אח	師兄
אח	哥哥
אח	兄弟
בהחלט	絕對
איגוד	聯盟
איגוד	工會
איגוד	結社
איגוד	協會
באב	bab
תשובה	回答
תשובה	答
תשובה	答案
תשובה	回覆
תשובה	答復
הלל	hillel
צרפתים	法文
צרפתים	法語
קווי	線條
קווי	線
סכום	總和
סכום	金額
סכום	款額
סכום	數額
גבוהים	高
גבוהים	高大
לפגוע	傷害
שמש	太陽
שמש	孫
שמש	珊
שמש	陽光
שמש	陽光
שמש	晴
שמש	太陽
שמש	太陽能
נהג	駕駛
נהג	司機
נהג	駕駛員
הקשה	竊聽
קשור	捆綁
קשור	被綁
קשור	相關
עלייה	增加
עלייה	提高
גיטרה	吉他
ויקי	wiki
ויקי	vickie
ויקי	vicky
ויקי	vicki
זרים	陌生人
זרים	外人
זרים	局外人
זרים	外界
זרים	外國人
זרים	外籍人士
בחר	選擇
בחר	選取
בחר	選擇
לבנים	磚頭
לבנים	磚
לבנים	磚塊
קשרים	人脈
קורס	課程
הקודמת	先前
חיבור	連結
וושינגטון	華盛頓
מרים	miriam
מדגם	樣品
מדגם	取樣
מדגם	抽樣
מדגם	樣本
ישיר	直接
חול	沙
חול	沙子
חול	砂
פיליפ	phillip
פיליפ	philip
פיליפ	philippe
מערך	陣列
מערך	編隊
מערך	形成
מועצה	安理會
בינתיים	與此同時
רצון	願望
רצון	慾望
שלט	簽名
שלט	簽字
שלט	簽
עומר	omar
פתוח	開
פתוח	營業
פתוח	開啟
פתוח	開放
להצטרף	加入
שוק	市場
שוק	市場
שילוב	組合
שילוב	結合
חשמל	電力
חשמל	供電
חשמל	電
חשמל	電氣
אסור	禁
אסור	禁止
אסור	違禁
אסור	禁忌
אסור	禁止
המוח	腦子
המוח	大腦
המוח	腦袋
המוח	腦
התעשייה	工業
התעשייה	產業
התעשייה	行業
התעשייה	業界
עיראק	伊拉克
המסורת	傳統
מותר	允許
אוקראינה	烏克蘭
ראיון	面試
ראיון	面談
ראיון	約談
ראיון	採訪
ראיון	訪談
חופש	自由
פירוק	分解
פירוק	拆卸
פירוק	拆解
פירוק	拆除
היכולת	能力
רוצים	想要
חובה	職責
חובה	強制
חובה	強制
הצד	一面
הצד	側
הכלל	細則
קטגוריות	類別
לגלות	發現
לגלות	探索
ערבים	阿拉伯
ערבים	阿拉伯人
הודעה	通知
הודעה	留言
הודעה	訊息
הודעה	信件
הודעה	公告
הודעה	宣告
פוליטי	政治
שירותי	服務業
שירותי	服務
מארק	marc
מארק	標記
מארק	標示
מארק	馬克
מארק	mark
נבנתה	建
נבנתה	內建
מקס	最多
מקס	max
מקס	最大
מעשי	實用
רופא	內科醫生
רופא	醫師
רופא	醫生
רופא	博士
ממוקם	位於
אוכלוסיית	人口
מכתב	信
מכתב	來信
מכתב	字母
מכתב	信函
מכתב	信件
קוראים	讀者
בכורה	首映
בכורה	首播
כתיבה	書寫
כתיבה	寫入
כתיבה	寫
כתיבה	撰寫
כתיבה	寫作
זמנית	暫時
חוקר	研究者
חוקר	研究員
חוקר	探險家
חוקר	explorer
קהל	觀眾
קהל	人群
קהל	群眾
מחלות	疾病
מחלות	病
מחלות	疾病
גבעת	希爾
גבעת	山
ירוק	綠色
ירוק	綠
ירוק	綠地
ירוק	格林
בראון	棕
בראון	褐
בראון	布朗
בראון	brown
בראון	棕色
סטודנטים	學生
מקצוע	職業
מקצוע	專業
מקצוע	職業
מקצוע	佔領
שיחות	對話
האוקיינוס	大洋
האוקיינוס	洋
האוקיינוס	海洋
האוקיינוס	海
ציבורי	公眾
ציבורי	公開
קפטן	機長
קפטן	隊長
הניצחון	勝利
זמרים	歌手
תרגם	翻譯
הופעה	績效
הופעה	業績
הופעה	外觀
הופעה	外表
הופעה	外貌
הופעה	音樂會
הופעה	演唱會
להימנע	避免
קולומביה	哥倫比亞
להחליף	切換
להחליף	開關
הכנסות	收益
הכנסות	稅收
הכנסות	收入
ובמיוחד	尤其
ובמיוחד	尤其是
לאומית	national
לאומית	國家
יתום	孤兒
רע	壞
החורף	winter
החורף	冬
החורף	冬季
החורף	冬天
מקומית	當地
מקומית	本地
מקומית	當地
מקומית	局部
מקומית	本地
העלה	葉
העלה	葉子
הזיכרון	記憶力
הזיכרון	記憶
הזיכרון	記憶體
הזיכרון	回憶
בריאות	健康
בריאות	健康
בקלות	容易
בקלות	輕鬆
בקלות	簡單
כינוי	別名
כינוי	暱稱
כינוי	綽號
כיתוב	標題
דיין	dane
פנה	轉
נובמבר	十一月
תרופות	藥品
תרופות	藥物
תרופות	毒品
תרופות	藥品
תרופות	醫藥
תרופות	藥品
תרופות	藥物
תרופות	醫藥
אליזבת	elizabeth
הצופים	觀察員
הצופים	觀眾
שעה	時辰
שעה	小時
שורה	line
שורה	線
שורה	線路
שורה	划
שורה	排
דתי	宗教
חוקים	規則
חוקים	細則
חוקים	法律
בכיר	資深
כותבים	作家
כותבים	作者
מדויק	精確
מדויק	準確
מדויק	精確
מדויק	精確
תיבות	方框
בקשת	請求
בקשת	要求
ורשה	華沙
אמיתי	real
אמיתי	真實
מאפיינים	特徵
מאפיינים	特性
מאפיינים	特點
מאפיינים	屬性
מאפיינים	功能
מאפיינים	特色
מאפיינים	特徵
מאפיינים	地物
מאפיינים	特點
מאפיינים	屬性
עדות	證言
עדות	證詞
הגן	gene
הגן	基因
הגן	園
הגן	園林
הגן	花園
הגן	園藝
אחרונות	上次
אחרונות	最後
אחרונות	最近
אחרונות	近期
המבצע	手術
המבצע	行動
המבצע	運算
המבצע	操作
טיסה	飛
טיסה	飛翔
טיסה	飛行
טיסה	班機
טיסה	飛行
מטען	貨運
מטען	貨物
מטען	貨
מטען	行李
מטען	行李箱
מטען	載荷
מטען	充電器
לוין	levin
משמאל	左側
משמאל	左
משמאל	左翼
משמאל	左邊
בתנאי	提供
הגליל	缸
מג	mag
עקרונות	原則
השתמש	利用
השתמש	使用
נע	搬家
נע	感動
אחרון	上次
אחרון	最後
מחוזות	各區
מחוזות	各地區
מחוזות	省份
מחוזות	各省
מחוזות	各州
מחוזות	各縣
לחיות	活
לחיות	直播
לחיות	live
המשטר	政權
המשטר	制度
אזורי	區域
התקבל	接受
ירדן	約旦
ריכוז	濃度
בולט	螺栓
ההחלטה	決定
אגם	池
אגם	池塘
אגם	湖泊
אגם	湖
הבין	理解
גלובוס	全球
גלובוס	環球
הוענק	准予
הוענק	授予
מתי	當
הקיץ	summer
הקיץ	夏日
הקיץ	夏季
הקיץ	暑假
הקיץ	夏天
הקומוניסטית	共產主義
מקווה	希望
מקווה	hope
משותפת	共用
משותפת	共享
משותפת	分享
ראובן	ruben
ניסיונות	企圖
להסביר	解釋
משמר	守衛
משמר	衛兵
משמר	警衛
משמר	守護
אלוהים	神
כתובת	地址
כתובת	住址
השופט	法官
באייר	bayer
מקומי	當地
מקומי	本地
מקומי	當地
מקומי	局部
מקומי	本地
עצים	樹
עצים	樹木
תופעה	現象
תופעה	現象
מהלך	動
מהלך	移動
צי	艦隊
צי	船隊
צי	車隊
נפטרה	逝者
נפטרה	已故
שריון	盔甲
שריון	鎧甲
שריון	裝甲
שריון	盔甲
שריון	裝甲
פונקציה	功能
פונקציה	職能
פונקציה	函數
פונקציה	函數
השידור	廣播
השידור	直播
השידור	播放
השידור	播出
בחיים	活著
מוקדם	提早
מוקדם	及早
מוקדם	早期
מוקדם	提前
להצביע	表決
להצביע	投票
הסובייטי	蘇維埃
משפטים	審判
משפטים	法律
משפטים	句子
משפטים	刑期
משפטים	判刑
אמן	藝術家
אמן	藝人
דפים	頁
מייסד	創辦人
מייסד	創始人
שכונת	鄰里
המשרד	辦公
המשרד	辦公室
המשרד	辦事處
רחבה	廣
רחבה	寬
רחבה	廣義
רחבה	廣
רחבה	寬
מהדורה	版
מהדורה	版本
המפורסם	著名
המפורסם	有名
מהר	快速
כלב	竇
כלב	犬
כלב	狗
בטענה	聲稱
האויב	敵軍
האויב	敵方
האויב	敵
האויב	敵人
מזרחי	東方
רכש	購買
רכש	採購
רכש	購買
כרגע	目前
הבנק	銀行
המציאות	現實
גוגל	google
השקט	太平洋
קנדי	糖果
קנדי	糖
קנדי	肯尼迪
קנדי	kennedy
לאו	劉
לאו	寮國
לאו	獅子座
לאו	leo
רפואה	藥品
רפואה	藥物
רפואה	醫學
רפואה	藥
רפואה	醫藥
רפואה	醫療
רפואה	醫務
רפואה	醫學
חטיבה	組織
חטיבה	團
חטיבה	兵團
חטיבה	旅
רוסי	俄語
רוסי	俄文
קריאה	讀
קריאה	讀取
קריאה	閱讀
קריאה	閱讀
קריאה	讀書
קריאה	讀取
קריאה	讀
חן	陳
חן	母雞
הטורניר	錦標賽
גז	氣
גז	天然氣
גז	汽油
גז	氣體
אסף	收集
רפואי	藥用
רפואי	醫療
רפואי	醫務
רפואי	醫學
לרגל	朝拜
לרגל	朝聖
מקומיים	當地
מקומיים	局部
מקומיים	本地
המערב	西邊
המערב	西
המערב	西方
המערב	西部
כתר	冠
כתר	王冠
כתר	皇冠
ונסון	約翰遜
ונסון	johnson
אבא	父親
אבא	神父
אבא	父
מימי	咪咪
טון	噸
טון	ton
טון	噸
טון	音調
טון	色調
טון	音
טון	基調
טון	語氣
נפוליאון	拿破崙
בינלאומית	國際
מטאל	金屬
הכול	一切都
הכול	一切
בהדרגה	逐漸
מק	mac
העמותה	結社
העמותה	協會
לשפר	改進
לשפר	改善
ארמון	皇宮
ארמון	宮殿
ארמון	王宮
ארמון	宮廷
ארמון	宮
ערבי	阿拉伯
אצטדיון	體育館
אצטדיון	運動場
אצטדיון	球場
צמחים	植物
לוחמים	勇士
לוחמים	戰鬥機
לוחמים	鬥士
בל	belle
בל	貝勒
בל	鐘
בל	貝爾
בל	鈴
בל	bell
בנייה	大樓
בנייה	建築
בנייה	建築物
בנייה	施工
בנייה	建設
בנייה	建築
אגף	永
אגף	翼
חשש	恐懼
האסלאם	伊斯蘭
האסלאם	伊斯蘭教
פוטר	波特
כדורסל	籃球
מנגנון	機制
רבע	季度
דתיים	宗教
קורא	呼叫
קורא	閱讀
קורא	讀書
קורא	讀取
קורא	讀
קורא	讀者
עובדי	僱員
עובדי	員工
שליט	尺子
שליט	統治者
שליט	君主
שליט	主權
הרחב	擴張
הרחב	擴展
הרחב	拓展
הרחב	擴大
לאחרונה	最近
לאחרונה	近期
לאחרונה	最近
לאחרונה	近日
לאחרונה	近期
לאחרונה	最近
ירי	射擊
ירי	槍擊
ירי	拍攝
אזרחי	民事
אזרחי	市民
אזרחי	公民
שישי	第六
שישי	星期五
שישי	週五
לכבוש	征服
להרוג	殺
בוגר	成人
בוגר	成年人
בוגר	成年
בוגר	成熟
מינכן	慕尼黑
גבולות	邊界
גבולות	界線
גבולות	界限
גבולות	邊界
גבולות	邊框
גבולות	邊境
גבולות	極限
גבולות	限額
גבולות	邊疆
השרון	sharon
השרון	沙龍
שטחים	領土
ילה	智利
גלי	發現
גלי	探索
גלי	探索
גלי	浪
גלי	海浪
גלי	波浪
מגזין	雜誌
ממוצע	平均
ממוצע	平均值
מארי	marie
מארי	mary
מארי	瑪麗
מארי	瑪莉
צו	法令
צו	政令
שוויון	平等
צור	創建
בדיקה	測試
בדיקה	試驗
בדיקה	測驗
בדיקה	測試
בדיקה	測驗
בדיקה	檢驗
בדיקה	試驗
דנמרק	丹麥
סופי	sophie
סופי	決賽
נמשך	吸引
ביל	bill
ביל	法案
כלכלה	經濟學
כלכלה	經濟
כלכלה	經濟
לאי	賴
לאי	黎
מור	mor
מור	moore
מור	穆爾
מור	摩爾
לימודים	學習
לימודים	學校
לימודים	上學
לימודים	研究
רווח	盈利
רווח	利潤
רווח	營利
רווח	獲利
המאמן	教練
כניסה	入境
כניסה	入場
כניסה	入口
גבר	人
גבר	男人
גבר	man
אסתר	酯
אסתר	esther
התשובה	回答
התשובה	答
התשובה	答案
פרנסיסקו	francisco
דרמה	電視劇
דרמה	劇情
דרמה	戲劇
דרמה	劇
צהוב	黃色
צהוב	黃
מטרה	目標
מטרה	目標
מטרה	目標
הרשת	網路
הרשת	網
ריאל	real
ריאל	真實
הדיוויזיה	組織
ציר	收縮
ציר	支點
ציר	軸線
ציר	軸
ציר	軸心
מחשבים	電子計算機
מחשבים	計算機
מחשבים	電腦
סקוט	scott
בנים	男生
בנים	男孩
לנהל	管理
טעות	錯誤
טעות	錯
טעות	錯誤
כפול	雙
כפול	雙重
כפול	雙倍
כפול	加倍
ויקטוריה	維多利亞
ויקטוריה	victoria
הוראה	教書
הוראה	教學
הוראה	教
הוראה	教學
הוראה	指令
הוראה	指示
שיפור	改進
שיפור	改善
שיפור	改進
שיפור	改善
שיפור	改良
שיפור	改進
שיפור	改善
שיפור	改良
שיפור	加強
שיפור	增強
שיפור	改進
שיפור	改善
שיפור	改良
עמנואל	emanuel
עמנואל	immanuel
עמנואל	emmanuel
אפרים	ephraim
מהווים	姿勢
רחובות	街道
רחובות	區塊
רחובות	積木
חלב	乳
חלב	牛奶
חלב	奶
באינטרנט	上線
באינטרנט	網上
באינטרנט	online
גרסת	版
גרסת	版本
מאבק	鬥爭
מאבק	奮鬥
מאבק	掙扎
קשים	困難
קשים	難
קשים	艱難
בבקשה	請
אלימות	暴力
אלימות	暴力
מלמד	教書
מלמד	教學
מלמד	教
האולימפיים	奧運會
האולימפיים	奧運
זכר	男性
זכר	男
מודיעין	智慧
מודיעין	情報
מודיעין	智力
מודיעין	英特爾
מודיעין	情報
מודיעין	intel
רצה	通緝
ההבדל	差額
ההבדל	區別
ההבדל	差別
ההבדל	差異
דל	del
דל	dell
המסע	追求
המסע	旅途
המסע	旅程
שוחרר	獲釋
ללכת	步行
ללכת	散步
ללכת	走路
הוספת	插入
בודד	孤單
בודד	寂寞
בודד	孤獨
קרח	冰塊
קרח	冰
קרח	ice
שטחי	膚淺
שטחי	淺
שטחי	膚淺
תקציב	預算
בדיוני	虛構
בדיוני	虛構
בדיוני	小說
מחזור	週期
מחזור	迴圈
מסך	螢幕
מאסר	監禁
מאסר	囚禁
מאסר	監禁
מאסר	囚禁
מדריך	手冊
מדריך	手動
מדריך	指南
מדריך	指引
מדריך	嚮導
מניח	猜猜
מניח	猜
רמות	關卡
מסחר	商務
מסחר	商業
מסחר	買賣
מסחר	貿易
מסחר	交易
מסחר	貿易
חלקית	局部
חלקית	部分
חלקית	局部
חלקית	部分
מיכל	容器
מיכל	貨櫃
מיכל	michal
מיכל	坦克
המנהל	校長
עליון	頂
עליון	top
עליון	頂端
עליון	熱門
עליון	最高
עליון	最高
כותרת	頭條
כותרת	標題
כותרת	標題
נפוצה	常見
נפוצה	通用
נפוצה	共同
אישיות	人格
אישיות	人格
אישיות	性格
אישיות	個性
ואל	val
ואל	瓦爾
הצטרפה	加入
שו	邵
שו	蕭
שו	shaw
שו	肖
המשורר	詩人
ליטא	立陶宛
זמרת	singer
זמרת	歌手
וינה	維也納
צורות	形狀
צורות	表格
ויצמן	weitzman
טום	tom
הערה	評論
שכונה	鄰里
שכונה	鄰里
ביוגרפיה	傳記
ביוגרפיה	自傳
סלע	岩
סלע	岩石
סלע	石頭
סלע	rock
סלע	搖滾
בד	布
בד	畫布
בד	帆布
בד	布料
בד	纖維
בד	織物
מושל	省長
מושל	總督
מושל	州長
טור	柱
טור	專欄
טור	欄
טור	列
קטעים	節錄
קטעים	摘錄
תחבורה	運輸
תחבורה	交通
תחבורה	運輸
תחבורה	交通
הנוצרים	基督教徒
הנוצרים	基督徒
שווייץ	瑞士
צופים	觀眾
צופים	旁觀者
צופים	觀看
צופים	觀察員
צופים	童軍
צופים	觀眾
איים	群島
איים	島嶼
כץ	katz
מסורת	傳統
מסורת	傳統
לשלוח	送出
מתח	張力
מתח	壓力
מתח	強調
מתח	應力
מתח	懸念
מתח	電壓
עמית	同事
עמית	同事
עמית	協理
תשלום	付款
תשלום	支付
חייל	戰士
חייל	兵
חייל	士兵
חייל	軍人
שייך	屬於
המושבה	殖民地
רוסית	俄語
רוסית	俄文
יוהאן	johan
סופית	有限
סופית	決賽
הזכות	特權
צייר	繪製
צייר	畫
צייר	抽籤
צייר	drew
צייר	畫師
צייר	畫家
לטפל	對待
להט	熱情
להט	激情
הסוכנות	代理商
הסוכנות	機構
ציין	指明
ציין	指定
הראש	頭
הראש	頭部
חתן	新郎
ראיתי	鋸
ראיתי	鋸子
אותך	你
צמח	廠
צמח	植物
צמח	工廠
מוצרים	商品
מוצרים	產品
בבעלות	擁有
מפרץ	海灣
מפרץ	灣
מפרץ	海灣
טוני	tony
ראשוני	初始
ראשוני	初級
מילר	米勒
מילר	miller
הרים	山
הרים	山脈
הרים	山區
דאז	daz
עמוק	深
עמוק	深層
מוזיקלי	音樂
מוזיקלי	音樂劇
הרחבה	膨脹
הרחבה	擴建
הרחבה	擴張
הרחבה	拓展
הרחבה	擴大
הרחבה	擴展
הרחבה	延伸
הרחבה	擴展
הרחבה	延長
הרחבה	延期
הצעת	推薦
הערכה	升值
הערכה	評價
הערכה	評估
הערכה	評估
בס	低音
בס	bass
דוכס	公爵
חזית	前面
חזית	陣線
עיתונאים	記者
פשוטה	簡單
חזה	胸
חזה	胸部
חזה	胸膛
חזה	胸口
חזה	胸
חזה	胸部
חזה	乳房
חזה	乳房
משלחת	代表團
משלחת	探險
מקצועי	專業
החלטות	決定
עקיבא	akiva
משמשים	杏子
טוענים	索賠
טוענים	認領
טוענים	債權
ובנוסף	加上
ובנוסף	加
המדרש	神學院
חישוב	計算
חישוב	計算
חישוב	計算
העשור	十年
עוזר	助手
עוזר	助理
משתתפים	參加
משתתפים	參與
אלמוג	珊瑚
שדות	田間
שדות	田地
שדות	欄位
שדות	田野
מבקר	訪客
מבקר	評論家
מבקר	批評家
מבקר	造訪
מבקר	來訪
מבקר	拜訪
השינויים	變更
השינויים	變動
השינויים	變化
השינויים	更改
עשרים	twenty
עשרים	二十
שיקגו	芝加哥
עקרון	原則
עקרון	原理
מטבע	貨幣
מטבע	幣值
מטבע	硬幣
מטבע	錢幣
עמוס	忙
עמוס	繁忙
עמוס	忙碌
עמוס	忙著
לשאת	攜帶
בריאן	brian
זיהוי	識別
פרו	pro
פרו	秘魯
רעיונות	想法
מלחין	作曲家
כוכבי	恆星
בלגיה	比利時
דון	dawn
דון	拂曉
דון	黎明
דון	天亮
דון	唐
דון	don
משטח	表面
משטח	地面
משטח	地表
יסודות	元素
יסודות	要件
מנצח	指揮
מנצח	勝者
מנצח	贏家
מנצח	贏了
מנצח	勝利
מנצח	贏
מנצח	win
משא	運費
משא	貨運
לשרת	服務
לשרת	發球
קיץ	summer
קיץ	夏日
קיץ	夏季
קיץ	暑假
קיץ	夏天
הגדוד	營
ביטול	取消
ביטול	中止
ביטול	取消
הגדרה	定義
הגדרה	設定
סקוטלנד	蘇格蘭
באו	包
נעצר	被捕
עכו	英畝
הסתיימה	完成
הישגים	成就
הישגים	成績
הישגים	成就
הישגים	成績
הישגים	成就
הישגים	成績
אוהב	戀愛
אוהב	愛
אוהב	love
אוהב	愛情
אוהב	讚
אוהב	就像
אוהב	像
אוהב	喜歡
אוהב	讚
תעשיית	工業
תעשיית	產業
תעשיית	行業
תעשיית	業界
נוף	風景
נוף	景觀
השיא	高潮
מצאתי	找到
מצאתי	發現
דלק	燃料
דלק	燃油
דלק	汽油
דלק	氣
דלק	天然氣
דלק	汽油
דלק	氣體
להחזיר	檢索
מוביל	領先
מוביל	領導
דיונים	討論
אופרה	opera
אופרה	歌劇
ריו	rio
ריו	柳
ריו	隆
מכוניות	車
מכוניות	汽車
מלחינים	作曲家
חלוקה	組織
אמריקני	美式
רביעי	週三
רביעי	星期三
רביעי	第四
הבדל	差額
הבדל	區別
הבדל	差別
הבדל	差異
עיתונאי	記者
הכינוי	暱稱
הכינוי	綽號
בוקר	早晨
בוקר	早上
בוקר	上午
מונח	任期
מונח	術語
מונח	學期
מוחלט	絕對
מוחלט	絕對值
שרת	伺服器
אחריות	擔保
אחריות	保固
אחריות	責任
אחריות	負責
אחריות	責任
קינג	國王
קינג	king
קינג	王
ויקטור	viktor
ויקטור	victor
מקדש	神廟
מקדש	寺
מקדש	寺廟
מקדש	廟
מקדש	聖殿
מודרנית	摩登
מודרנית	現代
מודרנית	近代
מודרנית	現代化
תופעות	現象
השוק	市場
