aquila	독수리자리
hagdan	계단
kidney	신장
delegasyon	위임
banggitin	언급
banggitin	언급하기
analog	아날로그
backstreet	백스트리트
backstreet	backstreet
mawalan	lose
saba	사바
sagutin	응답
sagutin	정답
sagutin	대답해
sagutin	대답
sagutin	답변
reno	르노
reno	리노
cheonan	천안시
cheonan	천안
diff	diff
diff	차이점
scan	스캔
scan	스캔
katahimikan	평온
katahimikan	사일런스
katahimikan	침묵
valerie	밸러리
projection	프로젝션
projection	도법
projection	투영
hulaan	예측
hulaan	추측
metadata	메타데이터
preliminary	예비
trio	트리오
potassium	칼륨
phelps	펠프스
nielsen	닐슨
nielsen	nielsen
nielsen	닐센
balbas	수염
dad	아빠
harper	하퍼
grove	그로브
boluntaryo	자원봉사자
boluntaryo	자원봉사
boluntaryo	봉사자
boluntaryo	자원봉사자
boluntaryo	자원봉사
aruba	아루바
pay	지불
pay	결제
genres	장르
pantalon	바지
paghuhugas	씻기
paghuhugas	세탁
paghuhugas	세척
tumitingin	시청자
tumitingin	뷰어
laplace	라플라스
babel	바벨
panonood	조회
panonood	보기
kandahar	칸다하르
savoy	사보이아
savoy	사보이
boss	사장님
boss	보스
rubio	루비오
alpes	알프스
pyongyang	평양
franca	프랑카
koreo	편지
koreo	메일
koreo	우편
klein	클라인
dash	대시
legends	전설
legends	레전드
mumbai	뭄바이
sinagot	답변
dress	드레스
missile	유도탄
missile	미사일
pinangyarihan	장면
pinangyarihan	현장
sonata	소나타
uniporme	유니폼
uniporme	유니폼
kadalisayan	순수
aritmetika	산술
combat	전투
combat	컴뱃
pinagkaiba	구별
galicia	갈리시아
galicia	갈리시아어
creole	크리올
lab	lab
lab	연구실
lab	실험실
keith	키스
alu	알루
telekomunikasyon	통신
burns	번스
burns	화상
butterfly	나비
selling	판매
protestantismo	개신교
pagdinig	청각
uminom	음료
uminom	음료수
madaliang	즉석
madaliang	인스턴트
madaliang	즉시
compact	컴팩트
compact	콤팩트
satoshi	사토시
toy	장난감
toy	장난감이
toy	토이
inferno	인페르노
oryentasyon	오리엔테이션
oryentasyon	방향
oryentasyon	지향
butler	버틀러
ambrosio	앰브로즈
rhodesia	로디지아
shake	흔들리기
shake	shake
shake	흔들흔들
shake	흔들어
organ	장기
organ	오르간
pagsagip	구출
pagsagip	구조
bigla	갑작스럽게
bigla	갑자기
biblical	성경
arrest	체포
kumpas	리듬
kristine	크리스틴
bolt	bolt
bolt	볼트
malcolm	맬컴
malcolm	말콤
erika	에리카
mika	미카
aqua	아쿠아
optical	광학
optical	광안리
optical	광화문
appendix	부록
thyroid	갑상샘
thyroid	갑상선
berdeng	녹색
berdeng	그린
berdeng	초록색
berdeng	초록
pila	라인업
breaking	깨짐
breaking	브레이킹
gising	깨어
drake	드레이크
midori	미도리
sullivan	설리번
geological	지질학
geological	지질
lithuanian	리투아니아어
lithuanian	리투아니아
taktika	전략
taktika	전술
taktika	전술
rings	반지
rings	고리
elektronika	일렉트로닉스
elektronika	전자제품
elektronika	전자공학
altai	알타이
loire	루아르
drugs	약물
drugs	의약품
drugs	약품
drugs	마약
relatives	친척
selebrasyon	축하
tuba	튜바
panliligaw	구애
munti	미니어처
sampling	샘플링
tiyahin	숙모
tiyahin	고모
tiyahin	이모
tiyahin	이모가
pool	수영장
pool	수영장
bulsa	포켓
bulsa	주머니
epinephrine	아드레날린
baek	baek
avignon	아비뇽
magnus	매그너스
magnus	마누스
magnus	마그누스
pagsasalarawan	표현
queensland	퀸즐랜드
bee	벌벌
bee	꿀벌
airways	항공
sum	합계
istasyon	역시
istasyon	스테이션
ishii	이시이
dart	다트
drums	드럼
drums	드럼은
dalawahan	듀얼
bears	베어스
afro	아프로
sacramento	새크라멘토
sms	sms
credit	크레딧
credit	신용
credit	신용카드
credit	분할
credit	파티션
ural	우랄
tanga	멍청이
tanga	바보
tanga	멍청이
tanga	바보
tanga	멍청한
tanga	바보
damuhan	잔디
ufo	ufo
jamie	제이미
ciudad	시우
pagpapala	축복
pagpapala	축복이
diva	디바
pagmamahalan	연애
pagmamahalan	로맨스
gravity	중력
gustav	구스타프
shirakawa	시라카와
jeddah	지다
watts	와츠
watts	왓츠
mile	마일
hagibis	속도
suriang	연구소
panda	팬더
saigon	사이공
esther	에스더
esther	에스텔
orion	오리온자리
orion	오리온
ricci	리치
gakuen	학원
nakabuo	생성
montserrat	몬트세랫
düsseldorf	뒤셀도르프
grenada	그레나다
grenada	그레나다의
sherlock	셜록
specials	스페셜
pandarayuhan	이민
pandarayuhan	이민호
soter	소테르
nixon	닉슨
algae	녹조류
algae	조류
kilay	눈썹
kilay	눈썹이
kilay	눈썹
austrian	오스트리아인
northwestern	노스웨스턴
northwestern	북서
northwestern	북서부
cohen	코헨
helper	구원자
helper	도우미
chocolate	초콜릿
chocolate	초콜렛
nabili	팔렸다
nabili	판매
borders	국경
borders	경계선
fluid	수분
fluid	수액
fluid	액체
img	img
mate	짝꿍
mate	메이트
waiting	기다림
truck	트럭
tri	트라이
loving	loving
bakasyon	방학
bakasyon	휴가
bakasyon	휴일
bakasyon	연휴
bakasyon	공휴일
bakasyon	명절
binabayaran	유료
lumalangoy	수영
mangangaral	설교
mangangaral	설교자
methodist	감리교
hideki	히데키
sidebar	사이드바
inimbitahan	초대
gabon	가봉
exe	exe
innocent	무죄
innocent	innocent
terra	테라
spam	스팸
suki	후원자
ihanda	준비하기
ihanda	준비
beterano	베테랑
italics	기울임꼴
italics	이탤릭체
sega	세가
putok	총상
putok	권총
putok	피스톨
attorney	변호사
makalangit	천구
javascript	javascript
javascript	자바스크립트
gulat	패닉
gulat	공황
gulat	충격
stem	줄기
landing	착륙
landing	랜딩
pagkakasala	죄책감
talasalitaan	어휘
sumayaw	댄싱
sumayaw	춤추는
wizard	마법사
kontradiksiyon	모순
blair	블레어
blair	blair
basque	바스크어
basque	바스크
natalia	나탈리아
aquinas	아퀴나스
sarawak	사라왁
trivia	퀴즈
mig	mig
impresyon	인상
impresyon	노출
kabo	케이프
centered	가운데
centered	중심있는
alberta	앨버타
kamao	주먹
bisikleta	자전거
bisikleta	자전거
bisikleta	자전거
rand	랜드
papalabas	송신
papalabas	발신
metals	금속
banggaan	충돌
brenda	brenda
brenda	브렌다
conservative	보수주의
conservative	보수
ruth	루스
talamak	만성적인
talamak	만성
install	설치
install	설치됨
install	설치하기
install	설치
imigrante	이민
imigrante	이민자
tumingin	표정
kagitingan	신뢰
kagitingan	자신감
brad	브래드
sako	자루
pagmamanipula	조작
scientist	과학자
alta	알타
shinjuku	신주쿠
prop	소품
bristol	브리스틀
bristol	브리스톨
diskarte	접근법
diskarte	접근
diskarte	전략
makakain	식용
customer	고객
terry	테리
sponsor	스폰서
sponsor	후원
promosyon	홍보
promosyon	프로모션
promosyon	승진
ituloy	추구
ituloy	재개
ituloy	이력서
poll	설문
sahonya	작센
kaluwalhatian	영광
kaluwalhatian	글로리
rudolf	루돌프
tanggihan	거절
tanggihan	거부
tanggihan	쇠퇴
tanggihan	거부
tanggihan	부정
tanggihan	거부
plema	가래
binibilang	카운트
simpson	심슨
tausug	언어
lumakad	산책
lumakad	걷기
eurasya	유라시아
maskara	마스크
morrison	모리슨
curry	커리
curry	카레
girlfriend	여자친구
girlfriend	여자친구
girlfriend	걸프렌즈
saul	사울
binayaran	유료
webb	웨브
pagbabangko	은행
pagbabangko	뱅킹
bride	신부
tablet	태블릿
titus	티투스
titus	타이터스
gershwin	거슈윈
parola	등대
parola	비콘
chef	주방장
chef	셰프
chef	요리사
eksepsiyon	예외
bakod	담장
bakod	울타리
inihaw	구운
inihaw	구운
consumer	소비
consumer	소비자
pakasalan	결혼
lane	레인
lane	차로
kabayanihan	애국주의
kabayanihan	애국적
kabayanihan	영웅
myspace	마이스페이스
pmc	pmc
malikhain	크리에이티브
mira	미라
shimane	시마네
amerikana	외투
amerikana	코트
hanover	하노버
komersyal	상용
komersyal	상업용
komersyal	상업
taning	마감
dominica	도미니카
diksyunaryo	사전
zurich	취리히
restawran	음식점
restawran	레스토랑
restawran	식당
restawran	음식점
restawran	레스토랑
restawran	식당
nasal	비강
definition	정의
hilary	힐러리
affected	영향받음
affected	영향권
australyano	오스트레일리아인
mbox	mbox
booty	전리품
maligaya	행복하게
bandai	반다이
paunawa	공지
ant	개미
thatcher	대처
bol	bol
moto	좌우명
duty	듀티
duty	의무
allies	연합군
allies	연합국
sirius	시리우스
nakahanap	찾았다
nakahanap	찾았습니다
nakahanap	발견됨
koji	코지
mos	mos
mos	모스
mos	이끼
dirac	디랙
jade	제이드
ehime	에히메
gogh	고흐
pentagon	펜타곤
kuwintas	구슬
pot	냄비
pot	화분
mitsubishi	미쓰비시
diskurso	담화
curie	퀴리
turbina	터빈
holly	홀리
sapporo	삿포로
tomboy	레즈비언
ube	보라색
ube	자주색
heilongjiang	헤이룽장
challenger	챌린저
lifetime	평생
pinlandes	핀란드어
pinlandes	핀란드
daisuke	다이스케
roses	장미
ginhawa	얇은
aryan	아리아인
pagbabahagi	공유
pagbabahagi	주식
pagbabahagi	공유
manitoba	매니토바
genes	유전자
eur	eur
frozen	냉동
frozen	프로즌
faso	파소
tagasalin	번역기
tagasalin	번역자
tagasalin	번역
coral	산호
globalisasyon	세계화
maririnig	듣기
odin	오딘
sikh	시크교
seminary	신학교
lumampas	초과
lumampas	초과
bradley	브래들리
diagram	다이어그램
diagram	도표
bingi	청각
lemon	레몬
guernsey	건지
huwad	위조
pierce	피어스
aaway	파이팅
pinahahalagahan	아낀다
trailer	트레일러
trailer	예고편
trailer	트레일러
pinagpala	축복
pinagpala	축복받은
sheet	시트
sheet	시트
premium	프리미엄
pagkalito	혼란
pagkalito	혼돈
pagkalito	혼동
mania	매니아
tasa	cups
tasa	cup
telephone	전화
telephone	전화기
bangin	클리프
bangin	절벽
bat	bat
bat	박쥐
lai	라이
gauss	가우스
utility	유틸리티
kawanggawa	자선단체
kawanggawa	자선
gumuhit	추첨
gumuhit	그리기
investment	투자
miquelon	미클롱
pinagbabawal	금지
orientation	오리엔테이션
orientation	방향
orientation	지향
federico	프레더릭
federico	프리드리히
opyo	아편
plymouth	플리머스
paste	붙이기
paste	붙여넣기
harding	하딩
tugma	일치하기
tugma	일치합니다
tugma	매치
tugma	일치
pagbaril	촬영
pagbaril	총격
pagbaril	사격
mainland	본토
pam	pam
bai	바이
taluktok	제니스
taluktok	천정
katalogo	카탈로그
kutsilyo	나이프
cuenca	쿠엥카
nalampasan	초과
kamangmangan	무지
embedded	임베디드
spaghetti	스파게티
powerful	강력
powerful	강력한
powerful	강력하다
turks	터키인
dinosaur	공룡
respect	존경
respect	존중
viterbo	비테르보
fujimoto	후지모토
ordinal	순서수
werner	베르너
gayahin	재현
gayahin	흉내
gayahin	거울
gayahin	미러
picasso	피카소
sic	sic
iskalang	킨제이
pitch	피치
melon	멜론
sole	발바닥
nakakahawa	전염성
nakakahawa	전염성
nakakahawa	전염
bunso	막내
madugong	고어
brave	용감한
ribbon	리본
pepeng	파르마
kuhol	달팽이
jaguar	재규어
valentina	발렌티노
valentina	발렌티나
injury	부상
sargon	사르곤
apa	apa
decay	붕괴
sakamoto	사카모토
karpintero	목수
karpintero	카펜터
clarke	클라크
raphael	라파엘
nut	땅콩
gift	선물
tuscany	토스카나
hail	우박
