और	và
हैरी	harry
देहरादून	dehradun
पंचायत	panchayat
दुर्घटना	nạn
उपनाम	nick
उपनाम	nickname
घायल	thương
सहारा	sahara
चेतना	consciousness
सारा	sarah
सारा	sara
पट्टी	bar
पट्टी	patti
गोवा	goa
रास्ता	đường
रास्ता	rasta
सोच	nghĩ
टाटा	tata
पृष्ठभूमि	backgrounds
पृष्ठभूमि	nền
पृष्ठभूमि	background
टन	tấn
टन	tấn
दर्शनीय	scenic
ऋतु	mùa
ऋतु	season
शाम	tối
मार्टिन	martin
नामकरण	christening
किसान	quê
पतन	relapse
पतन	sập
पतन	sáp
पतन	rơi
पतन	sút
पतन	ngã
स्वाभाविक	chích
जोधपुर	jodhpur
स्नान	tắm
स्नान	bad
स्नान	bath
स्नान	tắm
सफ़ेद	trắng
सफ़ेद	white
सफ़ेद	bạch
हरे	lepus
हरे	hare
सोलहवीं	sixteenth
फ़ाइल	tệp
फ़ाइल	tệp
फ़ाइल	file
पक्षियों	chim
गोली	phát
गोली	bắn
गोली	pil
गोली	viên
आयुर्वेद	ayurveda
एकता	unity
मतदान	bầu
नेपाली	nepal
नील	chàm
पृष्ठों	trang
दुर्लभ	hiếm
उपनिषदों	upanishads
चावल	gạo
चावल	cơm
गहरा	dark
गहरा	tối
गहरा	deep
गहरा	sâu
गहरा	darker
बारह	twelve
यादव	yadav
खड़ी	đứng
लड़की	chick
लड़की	girl
लड़की	gái
अपनाया	nuôi
हुसैन	hussain
भट्ट	furnace
भट्ट	bhatt
सुख	sướng
निहित	ngầm
अहमद	ahmed
अहमद	ahmad
वर्गीकृत	assorted
लॉस	los
आकर्षक	duyên
संतुलन	equilibrium
यमुना	yamuna
स्क्रीन	bày
पकड़	grip
पकड़	grep
पकड़	giựt
पथ	banner
शिक्षक	thầy
नोट	note
पेज	page
पेज	trang
पेज	trang
सजा	câu
सजा	whipping
परम	bast
परम	ultimate
गिर	gir
गिर	sáp
गिर	rơi
गिर	sút
गिर	ngã
अर्जित	vung
अमर	immortal
अमर	amar
खुला	download
खुला	mở
खुला	má
बनती	banti
नकारात्मक	âm
नकारात्मक	ám
वक्त	gian
वक्त	thời
समृद्ध	vương
समृद्ध	giàu
समृद्ध	rich
प्रताप	pratap
बांग्ला	bangla
बहादुर	bahadur
गौरव	ngạo
गौरव	vinh
स्लैम	slam
ऑक्सीजन	ôxi
ऑक्सीजन	oxygen
ऑक्सीजन	oxy
ऑक्सीजन	ôxy
टैग	tag
टैग	thẻ
टैग	thẻ
टैग	tags
जोड़ी	cặp
जोड़ी	ghép
जोड़ी	đôi
जोड़ी	cặp
जोड़ी	couple
जोड़ी	đôi
समाप्ति	end
समाप्ति	kết
व्यापारी	buôn
व्यापारी	buôn
पूंजी	vốn
मद्रास	madras
पड़े	nghi
संगम	confluence
संगम	sangam
चार्ट	chart
गरीब	nghèo
गरीब	nghiệp
औषधि	thuốc
औषधि	herb
मांस	thịt
बिन्दु	chấm
बिन्दु	dot
बिन्दु	beat
बिन्दु	chấm
बिन्दु	điểm
पराजित	bại
बहु	nhiều
बहु	poly
कप्तान	trưởng
रानीखेत	ranikhet
जिब्राल्टर	gibraltar
खूबसूरत	đẹp
संयंत्र	gieo
संयंत्र	trồng
संयंत्र	cấy
अकेले	độc
किशोर	teens
अणु	hạt
अणु	nguyên
अणु	atom
ब्लू	xanh
ब्लू	blues
क्रेडिट	credit
क्रेडिट	gmail
द्वीपसमूह	archipelago
द्वीपसमूह	đảo
स्कोर	điểm
स्कोर	điểm
गुजराती	gujarati
चेतावनी	cảnh
गोत्र	clan
गोत्र	tộc
दंड	penalty
दंड	phạt
दंड	phạt
हिट	trúng
हिट	đánh
पढ़ाई	học
जैक	bồi
जैक	jack
पहाड़	núi
बांध	dam
बांध	đập
बांध	pier
मठ	matha
आउट	ra
आउट	tứ
गिटार	guitar
गिटार	ghita
जोशी	joshi
लोहे	sắt
कवर	bìa
कवर	cover
कवर	che
कवर	covers
अस्थायी	temp
कमल	lotus
कमल	kamal
नागरिकों	open
नागरिकों	nationals
प्रमाणित	certified
एसिड	axit
एसिड	acid
एसिड	axít
बुक	sách
हथियार	khí
हथियार	súng
हथियार	khí
माप	đo
थॉमस	thomas
कानपुर	kanpur
एडवर्ड	edward
कागज	giấy
कागज	trát
चुनौती	thạch
चुनौती	thách
ओलम्पिक	olympic
गणेश	ganesh
गणेश	ganesha
वसा	fats
वसा	béo
वसा	mập
वसा	fat
पाता	xạo
कमजोर	yếu
कमजोर	nhược
नजर	eye
नजर	mắt
सीधा	thẳng
सीधा	sảnh
सीधा	direct
सीधा	trực
सृष्टि	tạo
ग्रीन	lục
स्वस्थ	healthy
भागीदारी	tooltip
स्टॉक	kho
मर	chết
बच्चन	bachchan
गहरी	deep
गहरी	sâu
लिंक्स	xích
लिंक्स	links
लिंक्स	lynx
विस्फोट	nổ
जावा	java
हॉकी	hockey
सोडियम	natri
घास	lawn
घास	cỏ
नामांकित	nominees
ज्वालामुखी	volcanoes
बैंकों	banks
सुल्तान	sultan
सिविल	civil
शेर	lions
शेर	lion
शेर	sher
हनुमान	hanuman
असामान्य	abnormal
कमरे	phòng
कमरे	phòng
मंत्र	mantra
स्वाद	nếm
स्वाद	hương
विद्यार्थी	bmi
पेय	uống
पेय	ly
पेय	uống
चक	chak
चक	chuck
गौतम	gautama
गौतम	gautam
लक्ष्मी	lakshmi
तार	dây
तार	chuỗi
तार	strings
मनोज	manoj
पृथक	reel
पृथक	isolated
पृथक	skill
ओम	ohm
डर	sợ
करियर	nghiệp
शुक्र	fri
शुक्र	venus
जानवर	beast
जानवर	tã
जानवर	vật
जानवर	vật
आना	ana
चेहरे	mặt
चेहरे	face
चेहरे	mặt
चरम	extreme
केन्द्रित	giữa
कर्ण	karna
सरदार	sardar
निर्यात	xuất
स्मिथ	smith
गाड़ी	car
गाड़ी	xe
उड़ीसा	orissa
भर्ती	tuyển
स्तंभ	khe
स्तंभ	cột
स्तंभ	cột
कार्यकाल	tiếng
कार्यकाल	giờ
ताल	đánh
ताल	phật
आजादी	do
मलेशिया	malaysia
अंडे	trứng
बनाम	versus
बनाम	vs
गुफा	cave
गुफा	hang
साहब	sếp
महाकाव्य	huyền
प्लास्टिक	nhựa
प्लास्टिक	nhựa
प्लास्टिक	plastic
प्रकरण	tập
प्रकरण	episode
मुनि	muni
ब्रह्मा	brahman
ब्रह्मा	brahma
पूर्णिमा	purnima
वयस्क	mature
ब्लॉक	chặn
ब्लॉक	khối
ब्लॉक	block
ब्लॉक	chặn
प्लेट	đĩa
प्लेट	dĩa
मुसलमान	muslim
प्रचलन	vogue
स्वीकृति	swat
पटेल	patel
पीने	nhậu
पीने	uống
असली	real
असली	thực
असली	thật
असली	thiệt
असली	gốc
असली	tác
पैसे	tiền
पैसे	tien
उद्यम	entrepreneurship
उद्यम	enterprise
शुष्क	lau
शुष्क	khô
शुष्क	husky
शुरुआती	beginner
मेट्रो	metro
गर्मियों	summer
गर्मियों	hè
गाय	kua
गाय	bò
महादेव	mahanadi
खाली	rỗng
खाली	trống
खाली	trống
खाली	blank
वर्तनी	spell
किसानों	nông
प्रतिष्ठा	đồn
हार्ट	hart
चाय	trà
चाय	tea
छत	rooftop
छत	mái
छत	tèo
छत	trần
होली	holly
मारा	mara
प्रवासी	expatriate
माइक्रोसॉफ्ट	microsoft
आवाज़	vol
आवाज़	volume
आवाज़	voice
आवाज़	giọng
चाल	trick
चाल	bịp
चाल	lừa
चाल	dời
चाल	chuyển
चाल	moves
गीता	gita
गीता	geeta
कोलंबिया	columbia
कोलंबिया	colombia
देशी	vernacular
देशी	native
दुर्गा	durga
रथ	ratha
रहें	stay
ध्रुव	cực
ध्रुव	pole
ध्रुव	cột
भोपाल	bhopal
ड्राइव	chạy
ड्राइव	cán
कोर	lõi
कोर	hạt
कोर	nhân
नियुक्ति	hẹn
नियुक्ति	hẹn
विटामिन	vitamin
विटामिन	vitamin
खून	máu
खून	huyết
एड्स	aids
एड्स	sida
बाग	bagh
बाग	vườn
बाग	garden
बर्मा	burma
बर्मा	miến
डच	bản
डच	hoà
डच	dutch
चौथी	mùng
प्रभावों	impressionism
रत्न	ratna
रत्न	gemstone
ग्रहों	tinh
रूपांतरण	biến
खन्ना	khanna
भ्रष्टाचार	nhũng
मैसूर	mysore
पठार	ngưỡng
कन्नड़	kannada
सीता	sita
चलचित्र	phim
नोकिया	nokia
चमक	shine
चमक	nến
चमक	glowing
हिल	đồi
हिल	ngổn
हिल	hill
हिल	hoan
अद्भुत	amazing
एकत्रित	thu
एकत्रित	men
तोड़	smash
शाखाओं	cành
खतरे	nguy
टूर	tour
हमारा	plr
पाल	paul
पाल	buồm
पाल	pal
निर्दिष्ट	chất
जोड़े	couples
मौका	hội
चौहान	chauhan
समर्थक	supporter
पॉप	tía
पॉप	bốp
पॉप	pop
खबर	tin
स्कूलों	trường
कणों	hạt
विभक्त	chia
उत्तराधिकारी	ngai
एयरलाइंस	airlines
एयरलाइंस	airline
श्रीमती	bà
गण	gana
हाँ	vâng
हाँ	dạ
राहुल	rahul
प्राण	prana
प्राण	pran
राजीव	rajiv
शिकागो	chicago
विकी	wiki
गुरू	guru
दौड़	gân
दौड़	đua
दौड़	nhung
दौड़	xáo
दौड़	đua
छाया	bóng
छाया	shading
छाया	bóng
छाया	shadow
छाया	râm
छाया	khuất
समक्ष	foreground
मैरी	merry
मैरी	mary
तैयारी	prep
फाउंडेशन	quỹ
फाउंडेशन	foundation
फाउंडेशन	nọc
विक्टोरिया	victoria
पब्लिक	công
बोल	bol
कान	ear
कान	tai
कान	kan
कान	tai
महर्षि	maharishi
परिवारों	gia
फैल	tán
फैल	tràn
मेले	fair
शांत	cai
शांत	tỉnh
चीज़	cheese
प्रिय	hon
प्रिय	cưng
रेड	raid
रेड	đỏ
स्व	self
स्व	tự
सृजन	tạo
करो	karo
अनाज	lúa
अनाज	hạt
विलियम्स	williams
यूनियन	union
यूनियन	hợp
बच	bach
उर्जा	lượng
यौगिकों	compounds
लेन	lane
लेन	làn
बुलाया	goi
बाढ़	lụt
बाढ़	gượng
बाढ़	lụt
शत्रु	địch
शत्रु	thù
शत्रु	địch
अनुच्छेद	đoạn
आयात	nhập
आयात	danh
आधा	nửa
बेल	belle
बेल	vine
बेल	chuông
बेल	bell
सेंट्रल	trung
सेंट्रल	central
मास्टर	thầy
तस्वीर	ảnh
पहल	initiative
राजपूत	rajput
सच	thật
सच	đúng
सच	thật
पाउंड	lbs
पाउंड	pao
पाउंड	bảng
पाउंड	pound
पाउंड	lb
पाउंड	pound
पाउंड	lb
पाउंड	kg
प्राधिकरण	bang
कीट	insects
गाना	hát
गाना	hót
गाना	song
अतीत	qua
अतीत	past
वेतन	lương
आखिरी	cuối
शिवाजी	shivaji
ब्याज	vốn
ब्याज	lãi
घोड़े	ngựa
घोड़े	ngựa
माला	maldives
माला	garland
माला	mala
तेलुगु	telugu
दीवारों	walls
दीवारों	tường
दीवारों	graffiti
ऊतक	mô
रात्रि	đêm
बेस	bess
बेस	base
बेस	bass
फलन	hàm
चोटी	pinnacle
चंद्र	lunar
ऊष्मा	nhiệt
ऊष्मा	ấm
कारों	oto
कारों	ôtô
रेस	đua
रेस	nhung
तालाब	ao
बृहस्पति	jupiter
प्रोत्साहन	incentives
मामला	case
इंदिरा	indira
निष्क्रिय	tắt
निष्क्रिय	tắt
लौह	sắt
सोनी	sony
रॉय	roy
गायन	hát
गायन	hót
गायन	thanh
गायन	vocal
सकल	ghê
साहिब	sahib
साहिब	shihab
उठाने	nâng
उठाने	lifting
साउथ	nam
गहन	deep
गहन	sâu
बाघ	tiger
बाघ	cọp
बाघ	hổ
टिकट	vé
टिकट	vé
पैरों	feet
पैरों	chân
पैरों	mét
पैरों	chân
पैरों	xương
ब्लॉग	blog
ब्लॉग	blogger
कांडा	canda
जाल	web
जाल	net
जाल	lưới
जाल	mesh
मिलान	khớp
मिलान	diêm
मिलान	milan
मिलान	milano
मिलान	khớp
मिलान	thủ
मिलान	khớp
रिकार्ड	album
साझा	chia
पड़ी	padi
विफल	mài
संदेह	reo
किरण	kiran
ऋग्वेद	rigveda
रिंग	ring
रिंग	nhẫn
ऑपरेशन	thao
आपसी	chung
पवन	pawan
पवन	gió
पुराणों	puranas
अमीर	emir
अमीर	vương
अमीर	giàu
अमीर	rich
समतल	phẳng
बस्ती	phố
बस्ती	basti
जड़	root
जड़	chủ
जड़	rễ
उदयपुर	udaipur
बोस	bose
निकलता	sườn
स्वर्ग	thiên
चोपड़ा	chopra
अहमदाबाद	ahmedabad
माया	maya
तिब्बती	tibet
संजय	sanjay
अयोध्या	ayodhya
अतिथि	khách
अतिथि	khách
लें	lấy
लें	bắt
लें	chụp
शानदार	brilliant
शानदार	diệu
शानदार	fabulous
शानदार	superb
डाक	mail
डाक	evolution
डाक	thư
प्रतिद्वंद्वी	opponents
मनु	manu
कविताओं	thơ
वेदों	vedas
तरंग	ripple
तरंग	sóng
तरंग	wave
उठाया	vung
पेटेंट	patent
क्रिस	chris
क्रिस	kris
क्रिस	cris
परिचित	quen
इंडोनेशिया	indonesia
अब्दुल	abdul
तत्काल	ngay
तत्काल	instant
तत्काल	tức
तत्काल	tức
चित्रकला	tranh
चित्रकला	sơn
गेट	gate
गेट	cổng
बाबू	bố
लक्ष्मण	laxman
राधा	radha
गुप्ता	gupta
लाखों	triệu
मुखर्जी	mukherjee
भाप	steam
भाप	lết
बेस्ट	nhất
गलती	sai
गलती	lỗi
भ्रूण	phôi
भ्रूण	fetus
गोपाल	gopal
चेक	séc
ब्राजील	brazil
ब्राजील	brasil
ब्राजील	bra
राग	giai
राग	melody
राग	raga
ख्याति	fame
कोष	repositories
सिन्हा	sinha
सिंध	sindh
वैध	lệ
टॉम	tom
जूनियर	nhỏ
जूनियर	junior
बादशाह	king
बादशाह	guy
बादशाह	vua
मुखपृष्ठ	nhà
ट्रस्ट	tin
उपर	nắp
उपर	top
उपर	đỉnh
अद्वितीय	unique
त्यौहार	festival
परिमाण	magnitude
संक्रमित	nhiễm
देखना	xem
देखना	xem
देखना	pass
ख़ास	cống
गोस्वामी	goswami
माँग	đòi
महारानी	hậu
भारतीयों	indians
त्रुटि	lỗi
त्रुटि	sai
त्रुटि	lỗi
ब्रज	braj
ऊँची	cao
आराम	comfort
आराम	nghỉ
रवि	sudan
रवि	nắng
रवि	cn
रवि	ravi
रवि	reunion
संजीव	sanjiv
भाजपा	bjp
पिछली	trước
बेटा	beta
बेटा	trai
बेटा	nhi
बेटा	son
उपमहाद्वीप	subcontinent
टुकड़े	rách
क्रिस्टल	crystal
चौथा	mùng
प्रसन्न	jolly
प्रसन्न	phúc
प्रसन्न	vui
पड़ोसी	xóm
पड़ोसी	xóm
गाया	sang
गोल्ड	vàng
गोल्ड	gold
सारणी	bảng
सारणी	bàn
ग्वालियर	gwalior
बीकानेर	bikaner
लिखना	viết
लिखना	ghi
लिखना	gõ
पाप	sin
गले	ôm
सिद्धार्थ	siddhartha
सिद्धार्थ	siddharth
स्वचालित	auto
स्वचालित	động
स्वचालित	tự
खेत	farm
नागपुर	nagpur
दर्शक	spectator
इनपुट	nhập
पार्वती	parvati
क्लास	hạng
क्लास	lớp
लीला	leila
लीला	leela
कलात्मक	nghệ
उपनिषद	upanishads
शुभ	tốt
शुभ	hay
शुभ	ngon
बैटरी	pháo
बैटरी	pin
बैटरी	bình
बैटरी	pin
कहानियाँ	truyện
कहानियाँ	tin
पुष्प	hoa
पुष्प	flower
पुष्प	hoa
मियामी	miami
सम्पर्क	lạc
दृश्यों	cảnh
कार्यवाही	proceedings
संक्षेप	brevity
क्लिक	click
क्लिक	nhấn
क्लिक	nhấp
क्लिक	ấn
क्लिक	bấm
लेबल	nhãn
लेबल	thẻ
लेबल	nhãn
नीला	xanh
पोर्ट	cảng
पोर्ट	cổng
पोर्ट	port
विधेयक	bill
स्टील	thép
स्टील	steele
रोशन	roshan
यूनान	greece
थोड़े	hơi
ऑस्टिन	austin
एकड़	acres
एकड़	acre
सेकंड	giây
सेकंड	giây
आलेख	thị
दिव्य	liêng
दिव्य	divine
फ्लोरिडा	florida
कहाँ	đâu
आवरण	bì
आवरण	bìa
आवरण	cover
आवरण	che
मौर्य	maurya
फोटो	photo
फोटो	foto
फोटो	ảnh
फोटो	ảnh
चोरी	chôm
चोरी	trộm
चोरी	bóc
जगदीश	jagdish
क्लोराइड	clo
क्लोराइड	chlorine
हरी	lục
हरी	hari
मुंह	miệng
मुंह	mồm
विनाश	điêu
विनाश	perdition
पाक	pak
बेल्जियम	bỉ
वितरित	nộp
श्रेणियाँ	guild
शाब्दिक	literal
खूब	chà
खूब	ừm
आतंकवादी	khủng
प्रतिबंधित	cấm
न्यूटन	newton
पारस्परिक	chung
अद्यतन	update
बैठे	ngồi
नवाब	nawab
सिक्किम	sikkim
सैद्धांतिक	huấn
पौधा	gieo
पौधा	trồng
पौधा	cấy
माई	mai
होम	nhà
होम	nhà
सिक्के	xu
ट्यूब	ống
बन्द	off
बन्द	tắt
बन्द	đóng
बन्द	close
बन्द	đóng
बन्द	gần
बन्द	kín
कब	khi
तारीख	ngày
खुदाई	dig
खुदाई	đào
खुदाई	khoan
भरत	bharat
भरत	bharata
वस्तुएँ	mục
वस्तुएँ	tượng
शिकायत	than
टेलीविज़न	tv
टेलीविज़न	tivi
अन्ना	anna
गोरखपुर	gorakhpur
ध्रुवीय	cực
पार्श्व	sườn
पार्श्व	bên
पार्श्व	phe
पार्श्व	trang
रोशनी	đèn
रोशनी	châm
रोशनी	đèn
रोशनी	nhạt
डीएनए	adn
डीएनए	dna
नाना	nana
महावीर	mahavir
महावीर	mahavira
स्पर्श	touch
स्पर्श	ống
स्पर्श	sờ
स्पर्श	chạm
विहार	vihar
अमरेली	amreli
वनों	deforestation
वनों	rừng
वनों	rừng
जीते	won
जीते	thắng
कबीर	kabir
आमंत्रित	mời
शिल्प	shillong
शिल्प	craft
हिन्दुस्तान	hindustan
पीला	vàng
पीला	nhát
सीधी	sidhi
सीधी	thẳng
सीधी	sảnh
श्लोक	verse
किलो	kilo
बादल	mây
बादल	sky
बादल	mây
बादल	cloud
चंद्रमा	nen
चंद्रमा	nguyệt
चंद्रमा	trăng
चंद्रमा	moon
कोयला	than
कोयला	than
पादप	gieo
पादप	trồng
पादप	cấy
चौड़ाई	rộng
उपयोगिता	usability
तिलक	tilak
मान्य	lệ
सम्पन्न	xong
सम्पन्न	lam
सम्पन्न	xong
हॉलीवुड	hollywood
शहीद	shaheed
तेज़	mau
तेज़	nhanh
पीछा	đuổi
पीछा	tẩu
पीछा	chase
अर्ध	quasi
अल्प	alp
तिवारी	tiwari
पारी	innings
न्यायिक	judicial
फंड	quỹ
नाक	mũi
बाई	bạch
राणा	rana
इंदौर	indore
ब्रायन	brian
ब्रायन	bryan
अनुभाग	phần
बीसवीं	twentieth
मूलभूत	intrinsic
अदा	trả
जिम	jim
एटा	eta
एटा	etah
अनिल	anil
नरेन्द्र	narendra
कहानियां	narratives
कहानियां	truyện
कहानियां	tin
दोषी	huệ
दोषी	tội
ज्वर	sốt
क्रिसमस	christmas
रखें	giữ
गार्डन	vườn
गार्डन	garden
कार्टून	cartoon
फ़्रांस	pháp
व्यंग्य	parody
छंद	rim
छंद	rhyme
ठंडा	lạnh
नाडु	nadu
पत्थरों	stones
अक्ष	trục
अक्ष	trục
प्रतिपादन	vẽ
पन्ने	trang
मोदी	modi
एपिसोड	tập
एपिसोड	episodes
एपिसोड	tập
एपिसोड	episode
डोमेन	miền
डोमेन	miền
मैक	mac
वचन	covenant
मध्यकालीन	medieval
पर्यावरणीय	ctp
पसंदीदा	fav
मुकदमा	sue
मुकदमा	kiện
कार्ल	carl
वियतनाम	việt
वियतनाम	vietnam
तलवार	lance
तलवार	gươm
तलवार	kiếm
प्राकृत	prakrit
आयरिश	irish
अभिलेख	archives
अररिया	araria
कल	mai
इनकार	chối
प्रतिकूल	adverse
प्रतिकूल	địch
नींद	ngủ
नींद	ngự
नाइट	nite
बाँध	dam
बाँध	đập
बल्लेबाज	batsman
प्रभुत्व	dominance
बेहतरीन	nhất
बेहतरीन	đan
तालिका	bảng
तालिका	bàn
तालिका	catalog
वायुमंडल	atmosphere
यथार्थ	real
यथार्थ	thực
यथार्थ	thật
यथार्थ	thiệt
रहस्य	secrets
रहस्य	mystery
रहस्य	mật
रहस्य	bí
वृत्त	tròn
वृत्त	lượn
रोहित	rohit
रुपए	rupees
रुपए	rupee
रुपए	rupee
रुपए	inr
मोक्ष	salvation
मोक्ष	moksha
पूरक	supplement
नाटकीय	kịch
वाशिंगटन	washington
बर्लिन	berlin
रद्द	hủy
रद्द	hủy
पैटर्न	patterns
पैटर्न	pattern
पैटर्न	mẫu
गोल्डन	vầng
गोल्डन	golden
गोल्डन	đỏi
प्रभु	huân
खण्ड	phần
खण्ड	đoạn
नेत्र	eye
नेत्र	mắt
लायक	giá
गरीबी	nghèo
विनोद	vinod
बनारस	banaras
सांता	trã
सांता	santa
लेजर	sổ
रूचि	vốn
रूचि	lãi
रेगिस्तान	mạc
एट	ăn
भीतरी	nội
वाणी	vani
इंजीनियर	hoạ
रोल	cuộn
रोल	roll
रहमान	rehman
रहमान	rahman
मुफ्त	free
मुफ्त	rảnh
तूफान	bão
लम्बा	cao
टर्मिनल	trạm
टर्मिनल	tận
दुबई	dubai
पावर	sục
पावर	lực
भूत	ghost
भूत	ma
भूत	ghosts
भूत	ma
चिंतन	thiền
चिंतन	muse
क्यूबा	cuba
अनंत	infinite
अनंत	vá
अनंत	infinity
बालों	tóc
बालों	lông
कुत्ते	chó
कुत्ते	chó
कुत्ते	dog
मुँह	exclamation
मुँह	miệng
मुँह	mồm
प्रसंग	thái
पेड़ों	cây
धूप	nắng
धूप	nắng
अफ़ग़ानिस्तान	afghanistan
इन्द्र	indra
कॉमेडी	hài
अस्वीकार	chối
अस्वीकार	huỷ
हॉट	hot
हॉट	nóng
दमन	suppression
दमन	daman
नाइट्रोजन	nitơ
नाइट्रोजन	nitrogen
नस्ल	breed
केबल	cáp
सिडनी	sydney
परिचालन	lái
कश्मीरी	kashmiri
कश्मीरी	kashmir
प्रयाग	prayag
स्वप्न	mơ
स्वप्न	dream
प्रसिद्धि	fame
अपराधी	phạm
अपराधी	huệ
अपराधी	tội
नाट्य	theatrical
नाट्य	natya
दुकान	shop
नियत	đặt
नियत	set
सुना	nghe
झारखण्ड	jharkhand
भयंकर	macabre
औषधीय	dược
आर्थर	arthur
डाउनलोड	download
प्रशंसकों	fans
प्रशंसकों	fan
क्रॉस	chinh
क्रॉस	chon
सुनील	sunil
मेजर	maj
स्वतः	auto
स्टीव	steve
थिएटर	rạp
चक्कर	vertigo
परिवेश	ambient
सूजन	sưng
सूजन	gớm
दृढ़	tenacious
गुलाब	rose
गुलाब	ngợi
भालू	koala
भालू	gấu
दूरदर्शन	tv
दूरदर्शन	tivi
दूरदर्शन	doordarshan
सर्दियों	winters
सर्दियों	winter
गांवों	làng
ऑटो	auto
इलेक्ट्रिक	điện
अक्षय	akshay
हालत	tiêm
हालत	trạng
मक्का	mecca
मक्का	maze
अफगानिस्तान	afghanistan
राजेश	rajkot
राजेश	rajesh
प्रभाग	division
निष्पादन	suất
सुनने	thính
भ्रमण	tour
भ्रमण	odyssey
हड्डी	xương
हड्डी	bone
तन्त्र	tantra
तन्त्र	hệ
वक्र	cong
वरुण	varuna
वरुण	neptune
आजाद	free
आजाद	rảnh
आजाद	azad
मेहता	mehta
सांस	thở
आयाम	chiều
आयाम	chiều
चन्द्रमा	nen
चन्द्रमा	nguyệt
चन्द्रमा	trăng
चन्द्रमा	moon
बेटियाँ	nữ
जादू	thuật
जादू	magic
कोच	coaches
कोच	hlv
विष	poison
ऑक्सफोर्ड	oxford
वाद	ism
अजय	ajay
निधि	quỹ
वार	warangal
सुभाष	subhash
हरिद्वार	haridwar
पैसा	tiền
पैसा	tien
पैसा	paisa
लोहा	sắt
सेतु	cầu
श्याम	shyam
फ़ोन	đt
अवकाश	holiday
अवकाश	nghỉ
बंगलौर	bangalore
मुलाकात	hẹn
मुलाकात	hẹn
बुरा	xấu
बुरा	ác
अफ़्रीकी	phi
ब्रेक	break
ब्रेक	phá
ब्रेक	thoái
ब्रेक	phanh
पतली	mỏng
पतली	skinny
पतली	gầy
पतली	nhẹ
पतली	mỏng
पतली	gầy
पतली	thin
बच्चा	con
बच्चा	nhóc
बच्चा	bé
बच्चा	kid
बिन	bin
न्यूज़	tin
जलप्रपात	thác
जलप्रपात	ngã
जलप्रपात	falls
जलप्रपात	thác
जलप्रपात	rơi
जलप्रपात	sút
टॉप	nắp
टॉप	top
टॉप	đỉnh
टॉप	tops
रावण	ravana
प्रिंस	hoàng
प्रिंस	prince
अमृतसर	amritsar
सवार	rider
सवार	kỵ
नारी	nữ
हार्ड	cứng
हार्ड	khó
हार्ड	khổ
हार्ड	đắng
उर्फ	aka
वसंत	spring
वसंत	xuân
यकृत	gan
यकृत	chay
मेन	chính
मेन	main
मेन	hãm
मेन	maine
एलन	allen
एलन	alan
यॉर्क	york
जॉनी	johnny
जॉनी	jonny
चक्रवर्ती	chakraborty
ज़ी	zee
पोशाक	váy
पोशाक	áo
पोशाक	váy
अजमेर	ajmer
झीलें	hồ
झीलें	lakes
युक्ति	mẹo
अग्रवाल	agrawal
समाधि	samadhi
सुन	thuộc
सुन	tít
सुन	nghe
सुन	spring
तुलसी	basil
तुलसी	tulsi
पत्ते	lá
मोटी	thick
मोटी	dầy
मोटी	dày
मोटी	béo
मोटी	mập
मोटी	fat
अखबार	báo
स्टोन	đá
स्टोन	stone
मल	cuc
मल	mẫu
मकान	ốc
मकान	nhà
मकान	nhà
एचआईवी	hiv
जोन्स	jones
अनुदान	grants
महाराणा	maharana
हार्डी	hardy
लेंस	lens
गतिशील	động
अनुकरण	simulated
हट	hut
हट	lều
प्राथमिकता	ưu
एंजिल्स	angeles
धाम	dham
जागरण	vigil
कटौती	cắt
देगा	preta
शाखाएँ	cành
विल्सन	wilson
कॉल	gọi
कॉल	call
कॉल	cẩm
सख्त	chuỗi
त्योहार	festival
मदन	madan
सोना	sona
सोना	vàng
सोना	gold
फार्म	farm
फार्म	mẫu
आँख	eye
आँख	mắt
इंगित	bôi
जीवाश्म	fossil
यूनिकोड	unicode
पढ़ें	đọc
खाद	phân
आश्चर्य	marvel
आश्चर्य	wonder
शेख	sheikh
रूपरेखा	sơ
जगन्नाथ	jagannath
कालीन	chăn
कालीन	thảm
शब्दकोश	điển
सूचकांक	index
नगरपालिका	municipality
सोचा	nghĩ
सोचा	tưởng
गर्दन	họng
गर्दन	neck
गर्दन	cổ
गिनती	đếm
गिनती	lit
गिनती	đếm
दोपहर	chiều
चैंपियन	cọc
चैंपियन	champion
यहा	đây
मुग़ल	mughal
डेल्टा	delta
बीटा	beta
म्यूज़िक	nhạc
कैमरा	camera
बाध्य	chủa
बाध्य	bound
सर्किट	mạch
कोरियाई	hàn
कोरियाई	korea
कोरियाई	hàn
कोटा	kota
लड़कियों	girls
लड़कियों	gái
आलू	khoai
उन्नीसवीं	nineteenth
भविष्यवाणी	divination
उपहार	quà
उपहार	cải
उपहार	tặng
श्रंखला	serie
साझेदारी	chia
शनिवार	ngồi
शनिवार	sat
दादा	dada
दादा	nội
बिट	bit
बिट	cắn
शर्त	tiêm
शर्त	trạng
शर्त	cược
कोने	góc
हज़ार	nghìn
हज़ार	ngàn
दर्पण	gương
दर्पण	mirror
प्रेमी	lover
प्रेमी	lovers
प्रेमी	boyfriend
एरिक	erick
सवाई	sawai
नमूना	sample
नमूना	mẫu
दीक्षित	dixit
स्पेक्ट्रम	spectrum
ड्राइवर	xế
दस्तावेज	liệu
आयतन	volume
लुईस	lewis
लुईस	louise
हल्का	châm
