modelleket	modelos
munkavállalók	os
munkavállalók	obreiros
munkavállalók	empregados
munkavállalók	os
miamiban	miami
klinikán	clínica
analógia	analoxía
bontás	crise
bontás	depresión
túlélés	supervivencia
túlélés	mortandade
túlélés	infantil
túlélés	sobreviven
túlélés	supervivintes
zajos	barullento
zajos	ruidoso
dong	dong
szemtanúk	testemuñas
ubuntu	ubuntu
dicső	gloriosa
dicső	gloriosas
darabokban	pezas
darabokban	clave
darabokban	anacos
darabokban	pedazos
mechanizmusok	mecanismos
tyúk	galiña
tyúk	polo
tyúk	pito
kapitalista	capitalista
megjelenítő	espectador
idősebbek	máis
idősebbek	vella
idősebbek	vello
idősebbek	os
idősebbek	maior
idősebbek	ancián
idősebbek	sexa
idősebbek	maiores
idősebbek	crecen
vinnie	vinnie
készítés	facer
készítés	a
készítés	de
készítés	facendo
tenyésztés	cultura
tenyésztés	cultivo
tenyésztés	a
tenyésztés	de
főzés	cociñar
főzés	cociñeira
főzés	cociñeiro
főzés	cociñar
főzés	cociña
főzés	cociñando
főzés	comida
házon	casa
rockefeller	rockefeller
ego	ego
lámpák	luces
lámpák	as
lámpák	luz
lámpák	apaguen
schloss	o
schloss	castelo
kivonat	extraer
kivonat	extraen
kubában	cuba
kubában	cubana
yokohama	yokohama
marson	marte
fiatalság	xuventude
fiatalság	mozos
fiatalság	a
fiatalság	mocidade
fiatalság	francia
fiatalság	de
együttműködni	cooperar
csalódás	decepción
észrevételek	comentarios
adózás	impostos
kiküldött	no
megdöbbentő	impactantes
ápoló	enfermeira
tartozás	débedas
tartozás	débeda
potenciál	potencial
tehetetlen	impotentes
tehetetlen	non
tehetetlen	impotente
tehetetlen	poder
gödör	buraco
gödör	burato
gödör	furado
gödör	hole
mutatók	indicadores
mutatók	características
mutatók	as
golyót	bala
lamb	cordeiro
fickó	tipo
fickó	home
fickó	compañeiros
fickó	compañeiro
fickó	teus
fickó	tipo
fickó	amigo
fickó	colega
haszon	beneficio
haszon	beneficios
haszon	ganancias
kezelésre	tratamento
kezelésre	tratamentos
kezelésre	trato
bátorság	valor
bátorság	coraxe
bátorság	valentía
bátorság	valente
bátorság	collóns
mutáció	mutación
mutáció	mutacións
dizájn	deseño
dizájn	deseñar
csípő	hurra
csengő	timbre
csengő	campá
pénteki	venres
elektromosság	electricidade
elektromosság	a
ellopták	roubado
ellopták	datos
ellopták	roubada
havanna	habana
havanna	da
garancia	garantía
garancia	garantir
valuta	moeda
kihaltak	extinguiron
kirabolták	roubaron
botrányos	escándalo
ágyban	cama
sapiens	sapiens
elemmel	batería
éjfélkor	noite
éjfélkor	ano
éjfélkor	reloxo
éjfélkor	doce
éjfélkor	media
éjfélkor	medianoite
éjfélkor	da
éjfélkor	á
saláta	ensalada
ujjak	os
ujjak	dedos
férgek	vermes
idegek	nervios
idegek	os
idegek	nerviosas
sonia	sonia
éneklés	cantando
éneklés	canta
éneklés	cantar
éneklés	que
kilépő	saída
luxus	luxo
srácok	tipos
srácok	mozos
srácok	rapaces
srácok	tíos
srácok	homes
zűrzavar	desastre
zűrzavar	boa
zűrzavar	lea
zűrzavar	porcallada
zűrzavar	confusión
nemzedékek	xeracións
rum	ron
szerencsétlenség	desgraza
karácsonykor	nadal
kiérdemelte	gañaba
bájos	fermoso
bájos	encantador
bájos	preciosa
bájos	engaiolante
bájos	encantadora
bájos	que
bájos	encantador
bájos	encantado
bájos	querida
ringo	ringo
gazdagság	riqueza
gazdagság	riquezas
gazdagság	coa
képzelet	imaxinación
diplomás	estudante
próféták	profetas
egyéniség	personalidade
melle	peito
melle	mama
jólét	prosperidade
jólét	riqueza
jólét	riquezas
jólét	coa
jólét	benestar
jólét	asistencia
jólét	social
séma	de
teát	té
teát	tomar
teát	de
teát	te
készletek	subministración
yen	iens
tehenek	as
tehenek	vacas
elégedetlenség	descontento
meló	traballo
haláleset	mortes
kérdezte	pregunteille
kérdezte	preguntou
kérdezte	lle
fagyos	conxelación
szerdán	o
szerdán	mércores
segély	axuda
mikroorganizmusok	microorganismos
ösztön	instinto
ösztön	instintos
érzékenyek	sensibles
érzékenyek	sensible
jövök	que
jövök	vir
jövök	vén
jövök	vou
zárda	convento
tipp	punta
tipp	dan
tipp	propinas
bűvész	mago
csajok	as
csajok	ás
csajok	rapazas
csajok	mozas
csajok	nenas
cassini	cassini
maci	oso
maci	osiño
ingatlanok	propiedade
ingatlanok	propiedades
percek	minutos
nyersen	materia
nyersen	materias
vásárlás	tenda
vásárlás	de
vásárlás	mae
vásárlás	choio
vásárlás	delegados
vásárlás	compras
vásárlás	mercar
régiek	anos
régiek	vellos
régiek	vello
régiek	vella
diszkrimináció	discriminación
láda	caixa
láda	palco
láda	peito
tanuljon	aprenden
tanuljon	aprender
tanuljon	a
bombázás	bombardeo
bombázás	bombardeo
bombázás	do
bombázás	bombardeos
bombázás	o
rendelhető	dispoñibles
rendelhető	dispoñible
rendelhető	dispor
rendelhető	dispoñíbel
rendelhető	haxa
rendelhető	dispoñíbeis
alapelv	principio
bánat	dor
bánat	pena
másolatot	copia
sírkő	busto
tájékoztatja	informar
mélyebbre	máis
szavaztam	votou
szavaztam	votaron
pszichés	psicolóxica
pszichés	psicolóxicas
medál	medalla
társadalmak	sociedades
társadalmak	sociedade
sokk	choque
sokk	de
sokk	asalto
sokk	conmoción
sokk	electrochoques
érzelmes	emocional
érzelmes	emocionais
érzelmes	emotivo
érzelmes	sentimentais
érzelmes	sentimental
munkanélküli	no
munkanélküli	paro
munkanélküli	parados
munkanélküli	aumento
munkanélküli	paro
tankok	tanques
mindenható	todopoderoso
fokban	graos
fokban	16
impulzus	pulo
kockázatos	riscos
kockázatos	risco
kockázatos	perigo
kockázatos	en
kockázatos	arriscar
citrom	limón
citrom	limóns
levált	substituída
publikus	público
publikus	pública
publikus	públicos
publikus	públicas
mentett	se
mentett	salvado
mentett	a
mentett	salvou
mentett	salvei
mentett	salvaches
nyomja	presionar
egyenlőtlen	desigual
egyenlőtlen	desiguais
kezek	mans
kezek	man
kezek	as
fellépések	as
fellépések	accións
nézettség	cualificacións
nézettség	as
nézettség	avaliacións
maroknyi	unha
mesés	fabuloso
minősítések	cualificacións
minősítések	as
minősítések	avaliacións
elefántok	elefante
elefántok	elefantes
elefántok	elefante
elefántok	marchar
fúj	golpes
lelkiismeret	consciencia
lelkiismeret	a
lelkiismeret	conciencia
lelkiismeret	da
megtámadott	atacado
hírnök	antes
hírnök	mensaxeiro
shake	a
időszerű	oportuno
sheen	sheen
részesedése	compartir
részesedése	comparten
részesedése	compartimos
részesedése	a
részesedése	parte
stroke	cerebral
bálnák	baleas
bálnák	as
smink	maquillaxe
bevallotta	confesei
hozzáadása	engadir
hozzáadása	dous
jelezze	indicar
vakmerő	imprudente
vakmerő	da
lift	ascensor
mellkas	peito
sár	lama
zeke	zeke
zeke	de
angus	angus
rendszám	pratos
tanner	tanner
kedden	martes
számla	relato
számla	contas
számla	conta
számla	bill
számla	billete
számla	conta
számla	dereitos
számla	contrato
konyhában	cociña
konyhában	sloan
arányok	de
beállítva	conxunto
helló	ola
máshová	outra
átállás	transición
futár	mensaxeiro
megértés	entender
megértés	comprensión
megértés	entendemento
megértés	comprender
vakon	cegas
vakon	cega
vakon	cego
vakon	invidentes
vakon	cegos
bér	salarios
tevékenységei	actividades
wow	vaites
wow	uau
wow	guau
wow	vaia
teljesült	independencia
santi	santi
rochester	rochester
írek	irlandés
írek	irlandeses
írek	irlandesa
ellopta	roubei
ellopta	roubaron
ellopta	roubaches
ellopta	o
ellopta	roubou
ellopta	estola
ellopta	rouboume
érzelmileg	emocionalmente
mogyoró	noces
mogyoró	tola
mogyoró	tolo
mogyoró	cacahuetes
mogyoró	cacahuete
megmaradó	restante
megmaradó	para
végzős	estudante
tolvajok	ladróns
boldogságot	felicidade
boldogságot	a
boldogságot	benestar
boldogságot	ledicia
múltbeli	pasado
múltbeli	últimos
gyapot	algodón
gyapot	de
emlékirat	declaración
drogok	medicamentos
drogok	fármacos
drogok	drogas
drogok	fármaco
drogok	medicamento
drogok	droga
drogok	medicamentos
pad	chabola
pad	de
ajánlat	oferta
ajánlat	ofrecer
ajánlat	lle
ajánlat	unha
ajánlat	poxa
ajánlat	ofréceme
meghosszabbított	a
branch	póla
branch	sucursal
aknák	minas
legyél	ser
legyél	estar
tradíció	tradición
tradíció	tradicións
kémek	espías
beérkezett	recibín
beérkezett	recibiron
beérkezett	recibimos
beérkezett	recibiu
erőfeszítések	esforzos
erőfeszítések	esforzo
bővülő	expansión
bővülő	expande
nathaniel	nathaniel
alapelvek	principios
negyedszer	cuarto
negyedszer	cuarta
negyedszer	acto
negyedszer	catro
negyedszer	infantaría
fűrész	vin
fűrész	viu
fűrész	vimos
fűrész	vino
tárolás	almacenamento
tárolás	consigna
várandós	embarazada
várandós	preñado
bezárása	preto
dicséret	gábote
dicséret	teu
patterson	patterson
polly	polly
szerencsejáték	xogo
proxy	indicador
proxy	representante
erőfeszítés	esforzos
erőfeszítés	esforzo
kocsival	coche
kocsival	auto
kocsival	carro
hai	hai
messenger	mensaxeiro
russel	russell
nyakát	pescozo
nyakát	par
nyakát	deles
nyakát	caluga
evett	comemos
evett	comín
evett	comeu
evett	comiches
evett	hoxe
evett	comín
elesik	cae
tumor	tumor
sérültek	feridos
fedő	a
fedő	cubrir
fedő	cuberto
fedő	cuberta
vásárló	cliente
bentley	bentley
messzebb	máis
messzebb	lonxe
torok	gorxa
vákuum	aspirador
vákuum	aspiradores
dai	dai
vertikális	verticais
vertikális	vertical
menedék	refuxio
menedék	refuxio
ismétlés	repite
ismétlés	anda
ismétlés	di
ismétlés	repita
ismétlés	repito
ismétlés	dígoche
rémálom	pesadelo
robbantás	bombardeo
robbantás	do
robbantás	bombardeos
robbantás	o
robbantás	explosión
fantom	membro
fantom	pantasma
fantom	carreta
éhség	fame
kényelmetlen	incómoda
holm	holm
próbálom	tentando
próbálom	intentando
tabletta	pílula
türelem	paciencia
maszkot	máscara
maszkot	máscaras
kétségbeesetten	desesperadamente
szivattyú	surtidor
padló	chan
padló	piso
padló	andar
elefántcsont	costa
elefántcsont	do
elefántcsont	marfil
elefántcsont	de
takaró	mantas
takaró	cobertores
takaró	cobre
szemtanú	testemuña
lebeg	flotante
lebeg	aboiando
tapasztalattal	experiencia
tapasztalattal	experimentar
tapasztalattal	experimentan
előrehaladott	avanzado
előrehaladott	avanzada
féreg	verme
kávét	café
elrendelt	que
elrendelt	atención
elrendelt	pedimos
elrendelt	prohibe
unión	unión
unión	sindicato
unión	sindicalista
unión	sindical
unión	do
jelzések	sinais
jelzések	sinais
kezeljük	tratar
kezeljük	tratas
kezeljük	trátame
mate	oficial
beszerzett	adquirían
függőség	dependencia
észrevétel	observación
összetevők	ingredientes
elmagyarázni	explican
megvásárolni	mercar
megvásárolni	comprar
fiam	fillo
vitaminok	vitaminas
vitaminok	vitamina
jagger	jagger
sarkvidéki	ártico
innováció	innovación
ágyúkat	canóns
foglalkoztatási	traballo
szökevény	fuxitivo
jóképű	guapos
jóképű	guapo
jóképű	guapa
jóképű	moi
sapka	sombreiro
sapka	o
sapka	chapeu
sapka	sombreiriño
bútor	mobles
feltételezve	asumindo
hajlékony	flexibilidade
hajlékony	flexibles
kiváncsi	curioso
megköveteli	require
stratégiák	estratexias
bostonban	boston
bostonban	de
olajjal	petróleo
olajjal	aceite
olajjal	de
károsodott	visuais
károsodott	con
fóka	foca
fóka	selo
bűnei	pecados
bűnei	agarimosa
bűnei	pecado
zónák	zonas
hívás	chamada
hívás	chamamos
hívás	chamar
hívás	chama
hívás	a
hívás	por
hívás	chamando
hívás	chamar
látása	vista
vadászott	perseguidos
melegen	calor
melegen	quentes
melegen	quente
melegen	cálida
hiányosságok	déficits
puskát	escopeta
puskát	rifle
kanyon	canón
szan	san
szan	andrews
sarkon	esquina
sarkon	recuncho
karmai	canteiros
karmai	garras
iszap	lama
boka	nocellos
cannon	canóns
cannon	sobre
cannon	os
cannon	artillaría
cannon	canón
naplemente	solpor
pihenés	resto
pihenés	descansar
pihenés	demais
pihenés	descanso
kezdem	a
kezdem	comezando
kezdem	empezando
kezdem	comeza
kezdem	tiña
kezdem	iniciar
kezdem	comezaba
kezdem	comezar
üveget	botella
dynamics	dinámica
dynamics	dinámicas
vadak	salvaxe
vadak	salvaxes
sátor	tendas
sátor	tenda
sátor	carpa
állj	pé
igazolás	certificado
igazolás	partida
igazolás	de
igazolás	nacemento
előállítás	produción
előállítás	de
előállítás	producción
vallomások	confesións
csavargó	vagabundo
texasban	texas
melegek	homosexuais
melegek	homosexual
fogás	coller
fogás	pescar
sárgák	amarelos
sárgák	amarelas
sárgák	amarela
sárgák	marelo
sárgák	taxi
nyitható	abre
nyitható	abra
megbetegedés	doenza
megbetegedés	enfermidades
megbetegedés	enfermidade
megbetegedés	cardíacas
arizonai	arizona
ceruza	lapis
drakula	drácula
vörösök	comunistas
csavar	xiro
képeslap	postal
képeslap	postais
koldus	moinantes
koldus	esmoleiros
koldus	moinantes
gondolkodik	pensando
gondolkodik	pensar
gondolkodik	en
gondolkodik	que
gondolkodik	pense
gondolkodik	pensa
gondolkodik	cre
királylány	princesa
lövöldözés	a
lövöldözés	disparar
lövöldözés	disparando
lövöldözés	tiro
látván	ver
látván	vendo
szükségletek	precisa
szükségletek	ten
szükségletek	necesita
szükségletek	necesidades
törekedni	por
ügyfelek	clientes
csecsemők	os
csecsemők	bebés
csecsemők	nenos
hűhó	todo
rettegés	terror
biztosítás	seguro
biztosítás	seguros
corey	corey
feltöltve	cargada
szivar	cigarro
szivar	puros
szivar	cigarros
jelentkezők	candidatos
passz	pasar
passz	pase
kocsmában	bar
többlet	exceso
többlet	de
betörés	roubo
betörés	invasión
házasok	casou
házasok	casar
házasok	casado
medvék	osos
clean	limpa
clean	limpo
clean	limpar
dzsungelben	selva
ártatlanság	inocencia
kukoricát	millo
kukoricát	trigo
joint	antro
bérlet	renda
bérlet	aluguer
bérlet	alugar
tükrök	espellos
megmagyarázza	explica
felismerés	recoñecemento
megjelenítés	recoñecemento
borges	borges
szegénységben	pobreza
szegénységben	a
geiger	geiger
mágnes	imáns
áldás	bendición
áldás	beizón
vádlottak	dos
vádlottak	acusados
vádlottak	acusado
vádlottak	os
vádlottak	imputados
társadalmilag	socialmente
árvák	orfos
szögek	unllas
szögek	cravos
elfelejtettem	esqueceu
elfelejtettem	esquecín
elfelejtettem	as
elfelejtettem	esquece
elfelejtettem	esquecino
anarchia	anarquía
lépcsők	pasos
lépcsők	escaleiras
lépcsők	as
lépcsők	escaleira
üzemeltetés	as
üzemeltetés	operacións
üzemeltetés	operación
képviselni	representa
képviselni	representan
eladás	vender
eladás	vende
eladás	vender
eladás	á
eladás	venda
eladás	de
eladás	ventas
kölcsönhatások	interaccións
kölcsönhatások	cós
sürgősségi	urxencias
sürgősségi	de
sürgősségi	emerxencia
sürgősségi	urxencia
sürgősségi	estado
sürgősségi	tribunal
kevesek	poucos
kevesek	poucas
kevesek	uns
kevesek	algunhas
kevesek	algúns
kevesek	unhas
tűzijáték	artificio
képviselet	representación
kozmológia	cosmoloxía
akvárium	acuario
aljas	dicir
algoritmust	algoritmo
tudva	saber
tudva	sabendo
tudva	sabe
pamut	algodón
pamut	de
malac	porco
ellenőriztem	a
kanál	culler
dada	neneira
vírusos	viral
trend	tendencia
trend	coa
megállapítás	atopar
megállapítás	de
megállapítás	que
megállapítás	a
effektív	efectivas
effektív	efectiva
effektív	efectivo
effektív	efectivos
effektív	eficaces
effektív	eficaz
effektív	a
legszegényebb	pobres
legszegényebb	máis
legszegényebb	pobre
legszegényebb	2
vállán	ombro
vállán	ombreiro
számvevőszék	suprema
számvevőszék	tribunal
számvevőszék	xulgado
számvevőszék	corte
kést	coitelo
kést	navalla
kést	mackie
rivers	ríos
tápanyag	nutrientes
tápanyag	nutrintes
kemping	campamento
kemping	acampando
címlap	a
címlap	cubrir
címlap	cuberto
címlap	cuberta
javítási	reparar
fegyelem	disciplina
megrendelés	orde
megrendelés	para
megrendelés	xiro
megrendelés	postal
kiterjesztés	extensión
kiterjesztés	estensión
nyugtalan	ansioso
depressziós	depresión
depressziós	deprimido
tréfa	broma
tréfa	chiste
tréfa	bromas
tréfa	gracia
tréfa	conto
sloan	sloan
sloan	a
sloan	matou
hajléktalan	sen
hajléktalan	teito
tiszteli	respectos
tiszteli	respecta
segítőkész	útil
segítőkész	axuda
visszaesés	declive
mikrofon	micrófono
mikrofon	micrófono
inspirált	inspiroume
hajlam	tendencia
fűtés	calefacción
fűtés	calor
fűtés	o
folyosón	corredor
folyosón	corredor
nyertesek	gañadores
határozatok	tomar
határozatok	decisións
határozatok	xuízos
vásárol	mercar
vásárol	comprar
lopás	un
lopás	roubo
lopás	roubar
lopás	roubando
mellkasi	peito
aludt	durmiu
aludt	durmiches
előnyök	beneficios
előnyök	os
tisztviselői	funcionarios
tudván	saber
tudván	sabendo
tudván	sabe
eszméletét	consciencia
eszméletét	a
eszméletét	conciencia
eszméletét	da
slim	slim
horgász	pescador
tengerészgyalogság	marines
nyilvántartás	rexistro
nyilvántartás	discos
ebola	ébola
hacker	hacker
korlátozások	limita
korlátozások	límites
specialista	especialista
terjeszkedni	expandíndose
szar	merda
szolgák	escravos
chiefs	xefes
harmony	harmonía
torta	torta
torta	pastel
ingerek	estímulos
colombo	colombo
sajna	por
sajna	desgraza
sajna	tristemente
sajna	desgrazadamente
sajna	por
sajna	desgraza
sajna	desafortunadamente
fedezni	a
fedezni	cubrir
fedezni	cuberto
fedezni	cuberta
haszontalan	inútiles
haszontalan	inútil
dáma	raíña
dáma	queen
valótlan	falso
feleségem	muller
feleségem	esposa
feleségem	dona
látomás	visión
látomás	vista
látomás	vision
tekercsek	e
leader	líder
babák	os
babák	bebés
babák	nenos
póló	camisa
póló	camiseta
megéri	ser
megéri	a
megéri	pena
megéri	paga
megéri	valor
megéri	vale
csaló	fraude
kamu	finxilo
palack	botella
kamion	camión
átlátható	transparentes
átlátható	transparente
pipa	pipa
pipa	cachimba
pipa	con
pipa	esta
elátkozott	maldito
kreativitás	a
kreativitás	creatividade
létrehoz	crea
gazdaságok	granxas
gazdaságok	economías
szakáll	barba
szakáll	home
vártam	agardaba
kuka	lixo
próbálkozik	intenta
próbálkozik	tenta
jogszerű	lexítima
jogszerű	lexítimo
fenevad	besta
emelés	erguen
emelés	subir
emelés	os
dobozok	caixas
dobozok	palcos
szekrény	minister
hôtel	hotel
láncok	cadeas
láncok	as
erkölcstelen	inmoral
erkölcstelen	o
bing	bing
cristo	cristo
szükséglet	precisa
szükséglet	ten
szükséglet	necesita
szükséglet	necesidades
szükséglet	necesidade
őrjárat	patrullas
őrjárat	patrulla
ésszerű	sensible
ésszerű	razoable
ésszerű	razoábel
verekedés	loita
verekedés	contra
verekedés	loitar
verekedés	loitamos
verekedés	combate
verekedés	pelexar
verekedés	combater
corp	nosa
corp	corporación
mami	mamá
felvonó	ascensor
családtag	familia
családtag	familiar
megvizsgálja	examinar
küldöttek	delegados
marks	marcos
akadályokat	obstáculos
esés	a
esés	namorarse
esés	caendo
esés	derrube
esés	ardendo
esés	caída
esés	outono
esés	caer
alaszkában	alaska
elrejtve	oculto
elrejtve	oculta
elrejtve	ocultas
elrejtve	escondidos
elrejtve	escondidas
gyűlölt	odiaban
bien	bien
nyugdíj	xubilación
nyugdíj	pensión
nyugdíj	pensións
földterület	terra
földterület	país
földterület	terras
veszélyek	ameazas
push	presionar
edouard	edouard
judge	xuíz
judge	xulgar
fogat	dentes
fogat	os
turistákat	turistas
értékesítés	de
értékesítés	ventas
értékesítés	á
értékesítés	venda
azonosítás	identificación
azonosítás	documento
azonosítás	identidade
lázas	febre
elkapni	coller
elkapni	pescar
tone	ton
haley	haley
értesítés	conta
értesítés	que
értesítés	vin
értesítés	aviso
megvitatni	falar
megvitatni	a
jelentkezés	aplicación
sagan	sagan
mutánsok	mutantes
fizetőeszköz	moeda
következmény	consecuencia
következmény	consecuencias
irónia	ironía
zuhanás	a
zuhanás	namorarse
zuhanás	caendo
zuhanás	derrube
zuhanás	ardendo
zuhanás	caída
zuhanás	outono
zuhanás	caer
aratás	colleita
neuronok	neuronas
szoknya	saia
szoknya	saias
megállás	parada
értékesítő	vendedor
értékesítő	vendedor
alapszabály	estatutos
tagsági	de
útlevél	pasaporte
stabilitása	estabilidade
koleszterin	colesterol
fizető	prestar
fizető	pagando
fizető	a
fizető	atención
fizető	pagar
fizető	pagalas
palin	palin
helyénvaló	para
helyénvaló	máis
almát	mazás
türelmes	paciente
türelmes	doente
türelmes	pacientes
zimbabwei	cimbabue
zimbabwei	zimbawe
zimbabwei	zimbabwe
érzék	sentido
érzék	ten
szituáció	situación
kontakt	contacto
kontakt	coñecidos
kontakt	en
kontakt	con
kontakt	podo
kontakt	contactar
vaj	manteiga
eltörte	a
eltörte	rompeu
eltörte	crebou
eltörte	entraron
eltörte	rompín
bejegyzések	historias
bejegyzések	as
felsőbbrendű	superior
felsőbbrendű	superiores
whiskey	whisky
whiskey	güisqui
kamat	interese
kamat	interesa
átvitel	transferir
átvitel	traslado
ébren	esperta
mérgezett	envelenáronme
összekapcsolt	conectados
összekapcsolt	conectada
összekapcsolt	conectado
összekapcsolt	con
összekapcsolt	conectadas
összekapcsolt	conectan
összekapcsolt	conectadas
beismerte	mañá
bonnet	bonnet
hazafi	patriota
ügyvédek	avogados
kijárat	saída
banditák	bandidos
perrin	perrin
reméli	esperanza
reméli	esperanzas
kémény	cheminea
kémény	limpeza
szenvedélyesen	vos
szenvedélyesen	apaixonada
páciensek	pacientes
páciensek	os
páciensek	doentes
düh	ira
düh	rabia
düh	odio
gigantikus	enorme
gigantikus	xigantesco
gigantikus	pauta
bandák	forzados
brennan	brennan
idióta	idiota
idióta	parvo
idióta	imbécil
pizza	pizza
edényeket	louza
edényeket	pratos
milícia	milicia
dyke	fada
dyke	das
dyke	lesbiana
szed	a
édesség	candy
apák	pais
apák	os
apák	pai
fenyeget	ameazando
fenyeget	ameazan
húsok	carne
húsok	a
gyengék	débil
elfogni	a
elfogni	capturar
zsaruk	poli
zsaruk	policías
zsaruk	policía
zsaruk	polis
jellem	carácter
késve	tarde
követelések	reivindicacións
cipőt	zapatos
cipőt	os
cipőt	botas
cipőt	tenis
hazudik	está
hazudik	mentindo
hazudik	mentes
hazudik	páramo
érintés	tacto
érintés	toque
érintés	contacto
érintés	tocar
érintés	toques
imám	imán
üzemmód	modo
tisztább	aspirador
tisztább	máis
tisztább	limpa
meglepett	abraiado
meglepett	sorprendidos
meglepett	sorprendeuse
meglepett	sorprendeume
meglepett	sorprende
meglepett	sorprendido
kalapot	sombreiros
kalapot	sombreiro
kalapot	o
kalapot	chapeu
kalapot	sombreiriño
dilemma	dilema
világnézet	visión
világnézet	do
világnézet	mundo
detektor	detector
bestia	besta
jóléti	benestar
jóléti	asistencia
jóléti	social
szimuláció	simulación
ébredt	espertei
rombolók	destrutores
nyereség	beneficios
nyereség	ganancias
seal	foca
seal	selo
matróz	mariñeiro
éjszakánként	as
éjszakánként	noites
éjszakánként	noite
éjszakánként	polas
nyitás	abrir
nyitás	apertura
diabetes	diabetes
mentése	salvar
mentése	aforrar
mentése	salvalo
indítvány	movemento
főügyész	fiscal
éhen	fame
éhen	de
éhen	pasando
környezetszennyezés	contaminación
kolóniák	colonias
okmányok	documentos
gyanúsított	sospeitoso
hirdetés	publicidade
rakomány	carga
rakomány	cargamento
ítéletek	xuízos
ítéletek	frases
korsó	xarra
raul	raúl
szarva	corno
veteránok	veteranos
fit	para
fit	encaixan
fit	ataque
fit	encaixa
fit	ben
fit	axustan
fit	de
csomagban	paquete
hidakat	bridges
hidakat	pontes
bébi	bebé
bébi	nena
bébi	rapaz
riválisok	rivais
összetevő	compoñente
összetevő	ingrediente
régit	anos
régit	vellos
régit	vello
régit	vella
szekvencia	secuencia
imát	oracións
skizofrénia	esquizofrenia
megelőzés	prevención
elbűvölő	engaiolante
elbűvölő	encantadora
elbűvölő	que
elbűvölő	encantador
elbűvölő	encantado
elbűvölő	querida
paranoid	paranoico
paranoid	paranoia
dózis	dose
évszázadokkal	séculos
egymilliárd	millóns
egymilliárd	mil
egymilliárd	de
állásfoglalás	resolución
evés	desordes
evés	comer
evés	comendo
evés	coma
evés	a
evés	comelo
szenátusi	senado
szenátusi	do
kívánom	gustaríame
kívánom	desexo
kívánom	desexaría
kívánom	oxalá
lelkesedés	entusiasmo
pénztár	caixeiro
nyilvántartott	rexistrado
plankton	plancto
árul	vende
kockázatok	riscos
zoom	fixarnos
költözés	movéndose
költözés	aquí
költözés	de
juhok	ovellas
munkavállaló	traballador
munkavállaló	social
munkavállaló	obreiro
munkavállaló	obreiros
munkavállaló	parado
gertrude	gertrude
lebeny	lóbulo
lojális	leal
birka	ovellas
tanfolyamok	cursos
őseink	devanceiros
őseink	os
nadrágot	pantalóns
nadrágot	pantalón
lemon	limón
gage	gage
haver	oficial
haver	amigo
haver	colega
haver	compañeiro
zsák	bolsa
zsák	bolso
zsák	maletín
zsák	saco
zsák	saco
zsák	bolsas
zsák	de
kingsley	kingsley
mackó	oso
mackó	osiño
napsütés	sol
napsütés	sol
napsütés	luz
napsütés	do
mccormick	mccormick
nagyapa	avó
dombra	outeiro
dombra	hill
dombra	outeiros
dombra	924
tengerészgyalogosok	marines
deszka	xunta
deszka	de
deszka	reunión
deszka	bordo
deszka	comida
mandela	mandela
áttérés	transición
alkony	solpor
fejek	cabezas
észlelni	detectar
cumberland	cumberland
ápolónő	enfermeira
protonok	protóns
szennyezés	contaminación
szep	bonito
szep	ben
szep	bonita
szep	bo
szep	boa
tomi	tom
számításokat	cálculos
elküldött	a
elküldött	enviou
elküldött	mandou
tréning	formación
tréning	estudan
tréning	adestramento
tagadás	negación
elhízás	obesidade
elhízás	a
öszvér	mula
agya	cerebrais
agya	cerebro
agya	cerebral
lépcsőház	escaleiras
készség	habilidades
készség	habilidade
hazugságok	xace
hazugságok	está
hazugságok	reside
hazugságok	mentira
hazugságok	mentiras
szemetet	lixo
szemetet	lixo
szemetet	do
rajtaütés	redadas
munkanélküliek	no
munkanélküliek	paro
munkanélküliek	parados
munkanélküliek	aumento
annának	anna
kötelesség	deber
kötelesség	obriga
kötelesség	de
kötelesség	servizo
kötelesség	co
wally	wally
higgs	higgs
higgs	de
aktivisták	militantes
sétálni	camiñando
sétálni	pola
sétálni	andar
sétálni	andando
sétálni	subindo
sétálni	camiñaba
sétálni	camiñar
sétálni	polas
együttérzés	compaixón
együttérzés	a
rehabilitáció	rehabilitación
elmék	mente
elmék	mentes
elmék	as
elmék	nas
tápanyagok	nutrientes
tápanyagok	nutrintes
bús	triste
bús	tristes
esküvőre	de
esküvőre	voda
esküvőre	matrimonio
esküvőre	noiva
kereskedés	comercio
kereskedés	trocar
kereskedés	comercial
kereskedés	oficio
bevonása	participación
bevonása	implicación
imád	me
imád	quéreme
imád	ama
imád	quérete
imád	quere
twenty	20
twenty	vinte
hasonlat	analoxía
munkanélküliségi	paro
okosabb	máis
okosabb	intelixente
aggódik	preocupa
aggódik	preocupados
aggódik	como
aggódik	preocupado
aggódik	por
aggódik	medo
aggódik	preocupada
alku	tratar
alku	negocio
alku	trato
hőség	calefacción
hőség	calor
hőség	o
kulcsok	chaves
kulcsok	as
főfelügyelő	comisario
összehasonlítani	comparar
összehasonlítani	comparamos
szárnyakat	as
szárnyakat	ás
nyugtalanság	axitación
zsírok	fats
zsírok	graxa
zsírok	gorda
zsírok	gordo
zsírok	gordos
zsírok	o
hittel	fe
hittel	confiar
tagoknak	membros
tagoknak	do
louie	louie
dicséretet	gábote
dicséretet	teu
bajok	problemas
bajok	os
módszeresen	pór
módszeresen	práctica
módszeresen	sistematicamente
hooper	hooper
utálom	odio
