die	на
vliegtuig	самолет
vliegtuig	самолет
vliegtuig	равнина
vliegtuig	вс
vliegtuig	самолети
gauteng	гаутенг
gode	олимпийци
frederik	фредерик
frederik	фредерик
frederik	фридрих
onderkant	дъното
onderkant	отдолу
onderkant	дъно
vas	твърда
vas	фирма
vas	твърдо
vas	твърд
manlike	мъжко
manlike	мъжки
manlike	мъж
manlike	мъжкар
manlike	мъжка
toegeneem	повишена
toegeneem	увеличена
toegeneem	увеличен
toegeneem	повишен
mars	марс
hande	ръце
hande	ръцете
kompetisie	конкуренция
kompetisie	конкурс
kompetisie	състезание
kompetisie	конкурс
kompetisie	състезание
privaat	частни
privaat	частно
privaat	редник
privaat	частна
privaat	личен
privaat	частен
dialekte	диалекти
aktief	прилагателно
aktief	активна
aktief	активно
aktief	активни
aktief	активен
aktief	винителен
aktief	дейности
aktief	занимания
abraham	ейбрахам
abraham	авраам
abraham	абрахам
abraham	аврам
partye	партита
partye	партии
partye	купони
partye	страни
spyte	злоба
spyte	напук
dinge	неща
dinge	нещата
benedictus	бенедикт
eindig	приключва
eindig	свършва
eindig	завършва
tegniese	технически
tegniese	техническа
tegniese	техническо
nag	вечер
nag	нощ
nag	нощта
karakters	знаци
karakters	герои
karakters	символи
hans	ханс
bedek	покрито
bedek	покрит
bedek	покрити
bedek	обхваща
bedek	корици
bedek	капаци
koue	студ
koue	студен
koue	студено
koue	студена
graaf	граф
argitektuur	архитектурата
argitektuur	архитектура
via	виа
via	via
via	чрез
metode	метод
frank	франк
bespreek	тефтер
bespreek	книга
bespreek	обсъдим
bespreek	обсъдете
bespreek	резерв
bespreek	резерви
bespreek	резерва
ben	бен
redes	причини
eenhede	звена
eenhede	единици
droë	суха
droë	сухи
droë	сухо
droë	сух
bestudeer	учене
bestudeer	учи
bestudeer	проучване
bestudeer	изучаване
bestudeer	изследване
beset	заето
olie	нефт
olie	петрол
olie	олио
olie	масло
spelers	играчи
twaalf	twelve
twaalf	дванадесет
twaalf	дванайсет
sekretaris	секретар
sekretaris	секретарка
federasie	федерация
federasie	федерацията
stof	прах
kommersiële	търговско
kommersiële	търговска
kommersiële	реклама
kommersiële	търговски
primêre	първична
primêre	първични
primêre	първичен
primêre	първично
jode	евреите
jode	евреи
persiese	персийски
helder	светло
helder	ярко
helder	светли
rio	рио
dam	язовир
toekoms	бъдеще
toekoms	бъдещ
toekoms	бъдещи
toekoms	бъдещето
toekoms	бъдеща
boonste	горни
boonste	горна
boonste	горен
grootliks	значително
duisende	хиляди
polisie	полиция
geslag	пол
geslag	пола
geslag	секс
geslag	секса
geslag	сексът
graf	гроб
besoekers	посетителите
besoekers	посетители
air	air
air	въздуха
air	въздушно
air	въздушен
air	въздух
item	точка
item	елемент
item	артикул
volwasse	зряло
volwasse	зряла
volwasse	зрели
volwasse	зрял
kies	избор
kies	маркиране
kies	избиране
kies	изберете
duitsers	германци
duitsers	немци
duitsers	германците
korea	корея
basiese	основи
basiese	основни
basiese	основна
basiese	основни
basiese	основен
benodig	необходимост
benodig	нужда
benodig	потребност
benodig	изисквана
broers	братя
komponis	композитор
kunstenaar	изпълнител
kunstenaar	художничка
kunstenaar	художник
kunstenaar	артист
kunstenaar	творец
vermoë	способност
mond	уста
mond	устата
unesco	юнеско
united	обединени
united	обединена
united	обединен
united	юнайтед
united	обединено
paulus	пол
paulus	паул
house	house
house	къща
house	къщата
house	хаус
gesondheid	здраве
gesondheid	здравеопазване
gesondheid	здравето
leerders	учещите
leerders	ученици
leerders	зениците
geskiedkundige	историческа
geskiedkundige	исторически
geskiedkundige	историческо
aktiwiteite	дейности
aktiwiteite	занимания
aktiwiteite	събития
aktiwiteite	мероприятия
aktiwiteite	случки
aktiwiteite	събитието
aktiwiteite	събитие
konflik	конфликт
konflik	конфликти
gemeenskaplike	обща
gemeenskaplike	общ
gemeenskaplike	общи
gemeenskaplike	чести
inkomste	приход
inkomste	доход
inkomste	приходи
inkomste	доходи
inkomste	приход
inkomste	приходи
karoo	кару
ligte	светло
ligte	светлина
ligte	светлината
dirk	дърк
erfenis	наследство
mosambiek	мозамбик
bladsye	страници
heelal	вселената
heelal	вселена
verdwyn	изчезване
geskei	разделени
geskei	отделени
geskei	разделен
geskei	разведена
geskei	разведен
geskei	разведени
hoek	ъгъл
blomme	цветята
blomme	цветя
tuiste	жива
tuiste	живите
tuiste	живи
johann	йохан
verwante	свързани
verwante	свързан
verwante	свързана
verwante	свързано
sport	спорт
sport	спортен
sport	спортни
sport	спортен
sport	спорт
sport	спортно
sport	спортове
selfstandige	независима
selfstandige	независими
selfstandige	независим
onderneming	корпорация
onderneming	корпорейшън
onderneming	предприятие
onderneming	ентърпрайз
onderneming	ентърпрайс
onderneming	enterprise
tempel	темпъл
tempel	храмът
tempel	храм
beroemde	знаменитости
beroemde	знаменитост
twintig	двадесет
berig	приказка
berig	история
ford	форд
jongste	последно
jongste	последен
jongste	последни
jongste	последна
berge	планините
berge	планини
literatuur	литература
lange	ланг
saamgesmelt	разтопен
saamgesmelt	разтопена
saamgesmelt	разтопено
tabel	масата
tabel	маса
tabel	масичка
tabel	таблица
speler	плеър
speler	играч
kommunistiese	комунист
kommunistiese	комунистическа
kommunistiese	комунистически
daniel	даниел
daniel	даниъл
sokkerspeler	футболист
prent	снимка
prent	картинка
prent	имидж
prent	картинка
prent	образ
prent	изображение
prent	естество
prent	природа
prent	природата
vraag	въпрос
sterrebeeld	съзвездие
eric	ерик
voel	усети
voel	усеща
voel	чувство
voel	усещане
optrede	поведение
optrede	провеждане
optrede	поведение
blad	страница
blad	страницата
blad	page
outonome	автономни
outonome	автономна
letters	буквите
letters	букви
letters	писма
reaksie	реакция
opvoedkundige	образователна
opvoedkundige	образователен
opvoedkundige	образователно
opvoedkundige	образователни
vliegtuie	вс
vliegtuie	самолети
effens	едвам
effens	едва
vaste	консервирани
vaste	твърда
vaste	твърд
soria	сория
fokus	концентрация
fokus	фокус
been	кокал
been	кост
been	кости
geklassifiseer	поверително
geklassifiseer	секретно
geklassifiseer	класифициран
geklassifiseer	класифицирани
geklassifiseer	класифицирана
reëls	правила
reëls	правилата
reëls	линии
reëls	реплики
reëls	редове
geweier	отхвърлена
geweier	отказана
verduidelik	обясни
teater	театър
teater	театър
jacques	жак
gevaar	опасност
gevaar	опастност
kroon	краун
kroon	корона
kroon	короната
ingestel	излекуван
ingestel	излекувана
ingestel	излекувани
ingestel	въведен
ingestel	въведено
ingestel	въведена
ingestel	въведени
finland	финландия
mee	със
altesaam	за
presies	точно
presies	точен
beplan	планирани
beplan	планирана
beplan	планирано
beplan	планиран
carl	карл
produk	продукт
produk	продукти
gewig	тегло
gewig	тежест
vallei	долината
vallei	долина
vallei	вали
hede	подарък
hede	настояще
hede	присъстващи
enjin	двигатели
enjin	двигател
adam	адам
oom	чичо
klank	звук
klank	звука
profiel	профил
bygedra	щамповане
bygedra	допринесе
bygedra	допринесъл
sosialistiese	социалист
sosialistiese	социалистическа
taak	задача
taak	задачата
mere	езера
mere	езерата
ondersteuning	подпомагане
ondersteuning	подкрепа
ondersteuning	поддръжка
administrasie	администриране
administrasie	администрация
minute	минути
minute	минути
oprigting	изграждане
oprigting	строеж
oprigting	конструкция
oprigting	строителство
biblioteek	библиотеката
biblioteek	библиотека
kandidaat	кандидатка
kandidaat	кандидатът
kandidaat	кандидат
suksesvolle	успешна
suksesvolle	успешни
suksesvolle	успешен
suksesvolle	успешно
toepassing	кандидатстване
toepassing	молба
toepassing	приложение
toepassing	прилагане
toepassing	заявление
toepassing	приложение
toegepas	приложен
toegepas	приложена
toegepas	прилагана
toegepas	приложено
toegepas	приложени
versterk	засилване
versterk	укрепване
eet	ям
eet	ядене
eet	яде
straat	улица
straat	стрийт
straat	street
straat	улицата
motors	автомобили
motors	коли
litause	литовски
angola	ангола
angola	монголия
parameter	параметър
parameter	параметри
christiaan	кристиан
christiaan	кристиян
christiaan	крисчън
christiaan	християнин
maatskaplike	социално
maatskaplike	социален
maatskaplike	социални
maatskaplike	социална
suiwer	чисто
suiwer	чист
suiwer	чиста
getoon	изразена
getoon	изразено
getoon	изразен
getoon	изразени
wikimedia	уикимедия
sesde	шестима
sesde	шест
oxford	оксфорд
hongarye	унгария
getref	удари
getref	хит
temperature	температурите
temperature	температури
washington	уошингтън
washington	вашингтон
kat	котарак
kat	котка
kat	кат
kat	коте
ere	чест
ere	честта
vereis	изисквана
hout	дървен
hout	дърва
hout	дървесина
hout	дървени
hout	дърво
skerp	остро
skerp	шарп
skerp	остър
skerp	остра
skerp	остри
sydney	сидни
stroom	храни
stroom	фураж
stroom	фуражи
stroom	поток
dier	животното
dier	животно
dier	животни
dier	животинска
dier	животински
rig	преки
rig	директна
rig	директно
rig	пряко
rig	директен
vry	свободно
vry	свободни
vry	свободен
vry	свободна
vry	безплатни
vry	безплатно
wiskundige	математически
wiskundige	математическа
arabies	арабски
arabies	арабска
uitgebeeld	илюстрира
vervaardiger	продуцент
vervaardiger	производител
vervaardiger	производител
wette	закони
kimberley	кимбърли
kritiek	критичен
kritiek	критично
kritiek	критична
kritiek	критични
letter	писмо
letter	буква
alfred	алфред
deelstate	държави
deelstate	щати
boer	вале
boer	джак
onderrig	обучение
onderrig	образование
onderrig	възпитание
harry	хари
voordeel	предимство
voordeel	преимущество
voordeel	полза
voordeel	ползи
verskille	разлики
verskille	различия
gees	джийс
gees	дух
toets	изпитване
toets	тест
toets	изпитване
toets	тестване
tropiese	тропическа
tropiese	тропически
kontak	контакт
kontak	контакти
aangepas	потребителски
aangepas	обичай
vriende	приятели
vriende	friends
vriende	приятелки
oorsese	чужбина
union	профсъюз
union	съюз
union	съюза
union	юниън
gelys	изброени
les	лес
les	лесли
jack	вале
jack	джак
tsaar	цар
burgerlike	гражданско
burgerlike	граждански
burgerlike	гражданска
aanvalle	атакува
aanvalle	атентати
aanvalle	атаки
aanvalle	нападения
font	шрифт
botswana	ботсуана
aangewend	приложен
aangewend	приложена
aangewend	прилагана
aangewend	приложено
aangewend	приложени
televisie	телевизия
televisie	телевизията
televisie	телевизор
gevoer	изключен
gevoer	изключени
gevoer	изключена
gevoer	изключено
maal	умножение
omring	обкръжени
omring	обкръжен
omring	обграден
omring	обградени
omring	заобиколен
wiskunde	математика
wiskunde	математика
onderteken	шифроване
onderteken	табела
onderteken	знак
voorganger	предшественик
sending	мисията
sending	мисия
american	американска
american	американско
american	американски
american	американец
nelson	нелсън
verbied	отричам
marie	мари
islamitiese	ислямска
islamitiese	ислямски
wysig	редактиране
wysig	промени
wysig	смяна
wysig	промяна
oorloë	войните
oorloë	войни
hoogtepunt	подчертая
hoogtepunt	осветяване
kanaal	канал
kanaal	канал
kanaal	каналът
vergelyk	сравни
vergelyk	сравнение
vergelyk	сравняване
maksimum	макс
maksimum	максимална
maksimum	максимален
maksimum	максимум
maksimum	максимално
fisiese	физическо
fisiese	физически
fisiese	физическа
betref	опасения
betref	притеснения
betref	загриженост
veldtog	кампанията
veldtog	кампания
hare	косми
hare	косъм
hare	коси
hare	косата
hare	коса
tekste	текстове
gehoor	аудитория
gehoor	публика
gehoor	слух
gehoor	изслушването
gehoor	изслушване
toeriste	туристи
toeriste	туристическа
toeriste	турист
toeriste	туристически
toeriste	туристи
bynaam	прякор
planne	планове
gedwing	принудени
gedwing	принуден
gedwing	принудително
joernalis	журналист
joernalis	журналистка
león	леон
werklikheid	реалност
werklikheid	действителността
werklikheid	реалността
werklikheid	действителност
instituut	институт
instituut	института
gedefinieer	определени
gedefinieer	дефинирани
direkte	преки
direkte	директна
direkte	директно
direkte	пряко
direkte	директен
vervaardiging	производство
karl	карл
turkse	турчин
turkse	турско
turkse	турски
turkse	турска
programme	приложения
programme	заявления
programme	молби
programme	програми
programme	показва
tipies	обикновено
strand	beach
strand	плажът
strand	плаж
strand	бряг
strand	плажа
strand	рино
gram	грама
gram	грам
nicolaas	николас
nicolaas	никълъс
bewyse	доказателство
bewyse	улики
bewyse	доказателства
chili	чили
beskerming	защита
beskerming	закрила
nommer	брой
nommer	число
nommer	номер
video	запис
video	видеоклип
video	видео
gebruiker	потребителски
gebruiker	потребител
gebruiker	ползвател
voedsel	храни
voedsel	храна
prinses	принцеса
passasiers	пътниците
passasiers	пътници
passasiers	пасажери
passasiers	пътнически
passasiers	пътник
passasiers	пътника
ngc	мишки
ngc	ngc
brits	британско
brits	британци
brits	британска
brits	британец
brits	британски
lodewyk	louis
lodewyk	луи
lodewyk	луис
stap	стъпало
stap	стъпка
stap	крачка
leiers	лидерство
leiers	ръководители
leiers	лидерите
leiers	лидери
leiers	водачи
angeles	анджелис
tuin	градински
tuin	градината
tuin	гардън
tuin	градинка
tuin	градина
jonger	наемане
toestande	състояния
toestande	условията
toestande	условия
industriële	промишлен
industriële	индустриален
industriële	индустриални
industriële	промишлени
industriële	индустриална
redelik	панаир
redelik	справедлив
redelik	справедливо
redelik	справедлива
spoed	скорост
spoed	бързина
spoed	спийд
halfrond	полукълбо
friedrich	фридрих
bal	топка
bal	бал
bal	бол
aparte	отделни
aparte	разделени
aparte	отделно
aparte	отделна
aparte	отделен
aparte	отделени
verkiesings	избори
belgiese	белгийските
belgiese	белгийски
instellings	форматиране
sendeling	мисионер
hoeveelhede	дози
gemeenskappe	общности
gemeenskappe	общностите
vreemde	неидентифициран
vreemde	неидентифицирани
sing	пее
sing	пеенето
sing	пея
sing	пее
sing	пеене
sing	пеейки
uitgebreide	разширени
uitgebreide	разширена
uitgebreide	удължен
uitgebreide	разширен
uitgebreide	разширено
rekord	рекорд
rekord	запис
suksesvol	успешна
suksesvol	успешни
suksesvol	успешен
suksesvol	успешно
suksesvol	успешно
suksesvol	успех
suksesvol	успехи
oekraïne	украйна
permanente	постоянен
permanente	постоянни
permanente	постоянна
bande	вратовръзки
stert	опашка
stert	опашката
geldeenheid	валута
skade	нараняване
skade	контузия
skade	травма
skade	наранявания
skade	вреда
skildery	рисуване
skildery	живопис
skildery	картина
skildery	боядисване
otto	ото
bedoel	означаваше
bedoel	предназначен
bedoel	предвидена
bedoel	предназначени
begrip	разбирателство
begrip	разбиране
innocentius	невинен
innocentius	невинно
innocentius	невинна
innocentius	невинни
bekendheid	славата
bekendheid	слава
valign	valign
bydraes	вноски
more	утре
more	утро
more	сутрин
pryse	цени
pryse	ценообразуване
beëindig	прекъсната
beëindig	прекратен
beëindig	прекратена
beëindig	прекратено
beëindig	край
als	всички
als	всичко
switserse	швейцария
switserse	швейцарски
switserse	швейцарско
switserse	швейцарска
hoogs	top
hoogs	топ
hoogs	върха
toekennings	награди
hang	висящ
hang	обесване
hang	висящи
konsep	чернова
fase	фаза
fase	етап
nabygeleë	наблизо
tradisioneel	традиционно
tradisioneel	традиционен
tradisioneel	традиционна
tradisioneel	традиционни
onderwerpe	теми
onderwerpe	темите
gedrag	поведение
gedrag	поведение
elektroniese	електронен
elektroniese	електронно
elektroniese	електронна
elektroniese	електронни
dankie	мерси
dankie	благодаря
coastal	крайбрежните
coastal	крайбрежни
inval	инвазия
inval	нашествие
inval	нахлуване
bisantynse	византийски
jupiter	юпитер
stasie	станция
stasie	station
stasie	гара
parlementêre	парламентарна
parlementêre	парламентарни
sagteware	софтуер
apostoliese	апостолическа
breek	прекъсване
breek	почивка
chicago	чикаго
kamer	стая
kamer	стаята
samesteller	композитор
verwag	очаквано
verwag	очаквани
verwag	очакван
verwag	очаквана
medalje	медал
verwoes	унищожаване
verwoes	унищожи
matt	мат
eiers	яйца
eiers	яйцата
plase	ферми
plase	стопанства
ondernemings	инициативи
ondernemings	предприятия
ondernemings	предприятията
elaine	елейн
elaine	илейн
stephen	стивън
julle	си
julle	ти
julle	ви
verwerp	отхвърлен
verwerp	отхвърлени
verwerp	отхвърлено
verwerp	отхвърлена
verwerp	отхвърляне
verwerp	изхвърляне
verwerp	отхвърлена
verwerp	отказана
digitale	цифров
digitale	дигитален
digitale	цифрово
digitale	цифрова
digitale	цифрови
standbeeld	статуята
standbeeld	статуя
tak	бранч
tak	клон
tak	клонче
tak	клонка
bloed	кръвта
bloed	кръв
kans	шанс
kans	ченс
antwoord	отговори
antwoord	отговор
antwoord	реакция
antwoord	отговор
antwoord	повлияване
roete	маршрут
roete	път
roete	трасе
spoorlyn	железници
spoorlyn	железница
spoorlyn	железопътен
oorgedra	предадена
oorgedra	предадени
oorgedra	предадено
oorgedra	предавана
oorgedra	прехвърлен
oorgedra	прехвърлено
oorgedra	прехвърлени
oorgedra	преместен
oorgedra	прехвърлена
finale	финал
finale	краен
finale	окончателно
nasie	нация
effek	ефект
effek	въздействие
wentelbaan	орбита
wentelbaan	орбитата
gratis	свободно
gratis	свободни
gratis	свободен
gratis	свободна
gratis	безплатни
gratis	безплатно
geskik	допустимо
geskik	допустим
geskik	допустими
del	делауеър
heer	крал
heer	кинг
heer	кралят
heer	цар
heer	краля
konings	царе
konings	кингс
konings	кралете
konings	крале
goedgekeur	одобрено
goedgekeur	одобрен
goedgekeur	одобрени
goedgekeur	одобрена
oplossing	разтвор
oplossing	решение
daaropvolgende	последващ
daaropvolgende	последваща
daaropvolgende	последващо
nazi	нацистки
nazi	нацист
nazi	нацисти
nazi	нацистка
onlangs	напоследък
onlangs	наскоро
onlangs	неотдавна
grys	сив
grys	сиво
grys	сива
grys	сиви
grys	грей
grys	сив
grys	сиво
grys	сива
grys	сиви
grys	грей
grys	сивите
publikasies	публикации
grey	сив
grey	сиво
grey	сива
grey	сиви
grey	грей
samestelling	състав
samestelling	композиция
fifa	фифа
anne	ане
anne	анн
anne	ан
uitsondering	изключения
uitsondering	изключение
bene	костите
bene	кокали
bene	кости
bene	боунс
kongo	конго
hotel	hotel
hotel	хотел
hotel	хотелът
bygevoeg	добавена
bygevoeg	добавен
bygevoeg	добавени
bygevoeg	добавено
besonderhede	детайли
besonderhede	подробности
aangeval	атакуван
aangeval	атакувани
aangeval	нападната
aangeval	нападнат
liberale	либерална
liberale	либерални
liberale	либерален
liberale	либерал
onderwyser	учителка
onderwyser	учител
skilderye	картини
skilderye	картините
bar	баварски
bar	бар
bar	барът
gelaat	ляво
gelaat	ляв
gelaat	наляво
orrel	орган
organisasies	организации
deursnee	диаметър
weergawes	версиите
weergawes	версии
heidelberg	хайделберг
road	пътят
road	път
road	road
road	пътя
cambridge	кембридж
cambridge	кеймбридж
hill	хълм
hill	хил
hill	hill
distrikte	райони
distrikte	области
distrikte	квартали
holland	холандия
holland	холанд
fees	фестивала
fees	фестивал
fees	фестивалът
apartheid	апартейда
onthou	запомни
onthou	помни
toekomstige	бъдеще
toekomstige	бъдещ
toekomstige	бъдещи
toekomstige	бъдещето
toekomstige	бъдеща
goedere	стоки
goedere	блага
francois	франсоа
reël	правилото
reël	правило
wyd	широко
wyd	широки
wyd	широк
wyd	широка
dvd	dvd
dvd	двд
vriend	приятелка
vriend	приятелю
vriend	приятел
ervaar	опитът
ervaar	преживяване
ervaar	опит
ervaar	изживяване
jacob	джейкъб
jacob	якоб
jacob	яков
frankfurt	франкфурт
unieke	уникално
unieke	уникален
unieke	уникални
unieke	уникална
aand	вечер
aand	вечерта
aand	вечерно
aand	вечер
aand	нощ
aand	нощта
hanteer	дръжки
hanteer	дръжката
hanteer	дръжка
hanteer	обработени
teenwoordig	подарък
teenwoordig	настояще
teenwoordig	присъстващи
hoofkwartier	седалище
hoofkwartier	щаб
hoofkwartier	щаба
hoofkwartier	централа
walter	уолтър
walter	валтер
indo	индо
situasie	положението
situasie	ситуация
situasie	положение
direkteur	директорът
direkteur	режисьор
direkteur	директор
opvoeding	обучение
opvoeding	образование
opvoeding	възпитание
sigbaar	видима
sigbaar	видими
sigbaar	видимо
omstrede	спорни
omstrede	спорна
omstrede	спорно
omstrede	спорен
muur	стена
muur	стената
muur	уол
werklik	наистина
plat	плоски
plat	апартамент
plat	плоско
plat	плоска
plat	плосък
siektes	болести
siektes	заболявания
siektes	болестите
wyn	вина
wyn	виното
wyn	вино
stukke	бройки
stukke	парченца
stukke	парчета
band	група
band	оркестър
band	банда
band	лента
gewys	показа
gewys	покажи
gewys	показване
toestemming	съгласието
toestemming	съгласие
toestemming	позволение
toestemming	разрешение
praktyk	тренировка
praktyk	практика
pruise	прусия
farao	фараонът
farao	фараон
farao	фараона
wapens	оръжие
wapens	оръжия
wapens	оръжията
wapens	значки
saterdag	събота
definisie	дефиниция
definisie	определение
cfg	cfg
rowspan	rowspan
moord	убийства
moord	убийство
gedeeltelik	частична
gedeeltelik	частични
gedeeltelik	частичен
gedeeltelik	частично
gedeeltelik	частично
gedeeltelik	отчасти
gevier	отпразнува
verlore	изгубено
verlore	изгубени
verlore	изгубена
verlore	загубен
verlore	загуби
verlore	изгубен
leeftyd	доживотен
verval	изтича
vaar	извършване
rekenaar	компютър
rekenaar	компютъра
ysland	исландия
ysland	презареждане
ysland	shetland
oorblywende	оставащи
oorblywende	оставащите
eienaar	собственик
eienaar	притежател
eienaar	собственика
toer	турне
toer	обиколка
toer	тур
veranderinge	модификации
veranderinge	изменения
maatskappye	дружества
maatskappye	фирми
maatskappye	компании
fraser	фрейзър
mening	становище
mening	мнение
arm	ръка
rhodes	роудс
landelike	селски
landelike	селско
landelike	селска
hoort	принадлежи
hoort	принадлежат
hamburg	хамбург
tekens	жетони
tekens	табели
tekens	признаци
tekens	знаци
dialek	диалект
dialek	говор
haal	донеси
beperkte	ограничено
beperkte	ограничена
beperkte	limited
beperkte	ограничен
beperkte	ограничени
khan	кхан
khan	хан
khan	кан
sjinees	китайци
sjinees	китайска
sjinees	китайско
sjinees	китайски
sjinees	китаец
joe	джо
waarom	защо
vinnige	бързо
vinnige	бърз
romeine	римляни
romeine	римляните
waardes	таблици
waardes	маси
waardes	ценности
waardes	стойности
sterrestelsel	галактика
sterrestelsel	галактиката
konstantinopel	константинопол
behandeling	третиране
behandeling	лечение
behandeling	обработка
uitspraak	произношение
hugo	хюго
hugo	уго
hugo	юго
kode	код
negatiewe	отрицателен
negatiewe	отрицателно
negatiewe	отрицателни
negatiewe	отрицателна
spesifiek	конкретни
spesifiek	специфично
spesifiek	специфичен
spesifiek	специфична
spesifiek	специфични
santa	санта
bottom	дъното
bottom	отдолу
bottom	дъно
ddr	ddr
ddr	гдр
hollandse	холандец
hollandse	нидерландски
hollandse	дъч
hollandse	холандски
aloe	алое
simon	саймън
simon	симон
don	дон
beker	чашка
beker	чаша
beker	купа
beker	къп
arthur	артър
sterrestelsels	галактиките
sterrestelsels	галактики
münchen	мюнхен
eduard	едуард
yster	икона
yster	емблематичните
yster	желязо
yster	железен
yster	желязна
yster	железни
giovanni	джовани
zambië	замбия
spelling	правописа
spelling	правопис
spelling	разделяне
prente	изображения
prente	образи
prente	снимки
prente	картинки
prente	картини
aangekom	пристигнал
aangekom	пристигна
argeologiese	археологически
vlieg	лети
vlieg	полети
skuld	дългове
skuld	дълг
skuld	вина
skuld	вината
skuld	щит
parameters	параметри
gereelde	редовно
gereelde	редовен
gereelde	редовни
gereelde	редовна
aus	aus
aksie	екзекуция
aksie	изпълнение
suurstof	кислород
newel	мъглявина
werkers	работниците
werkers	работници
tradisies	традиции
tradisies	традициите
wenner	победител
wenner	печеливш
samuel	самюъл
samuel	самуел
samuel	самюел
kenmerke	черти
kenmerke	особености
kenmerke	характеристики
variant	вариант
beskawing	цивилизация
beskawing	цивилизацията
wenners	печеливши
wenners	победители
wenners	победителите
wenners	печелившите
wind	вятърна
wind	вятър
wind	вятъра
verlies	загуба
verlies	загуби
verlies	загубата
limpopo	лимпопо
vlaandere	фландърс
projekte	проекти
universiteite	университетите
universiteite	университети
wladimir	владимир
christene	кристиан
christene	кристиян
christene	крисчън
christene	християнин
testament	завет
rang	ранг
bygewoon	присъстваха
bedreig	заплашен
bedreig	заплаши
harris	харис
sangeres	певецът
sangeres	певица
sangeres	сингър
sangeres	певец
presiese	точен
presiese	точен
pragtige	прекрасен
pragtige	разкошно
pragtige	великолепна
pragtige	прекрасна
rock	скала
rock	rock
rock	рок
rock	скали
rock	камък
gert	герт
paaie	пътища
paaie	пътеки
paaie	пътища
kommentaar	функция
kommentaar	длъжност
kommentaar	функциониране
kommentaar	функции
kommentaar	коментар
kommentaar	коментирайте
kommentaar	коментирам
kommentaar	командване
kommentaar	команда
kommentaar	командата
kommentaar	съдържание
athene	атина
athene	атина
voorste	водещи
voorste	водещо
leeu	лъв
leeu	лъв
leeu	лео
insekte	насекоми
insekte	насекомите
deesdae	напоследък
johanna	джоана
johanna	йоана
johanna	джоан
johanna	джоун
hervormde	реформирана
obj	obj
hoor	слух
hoor	изслушването
hoor	изслушване
may	май
vuur	огън
vuur	пожар
teenpous	антипапа
gevolge	последици
gevolge	последствия
gevolge	последствията
scott	скот
mary	мери
gemeet	измерени
gemeet	измерено
gemeet	измерен
gemeet	измерена
storie	макара
storie	ролка
alternatiewe	алтернатива
alternatiewe	алтернативно
alternatiewe	алтернативен
alternatiewe	алтернативни
alternatiewe	алтернативна
alternatiewe	алтернативно
alternatiewe	алтернативна
alternatiewe	алтернативен
alternatiewe	алтернативи
vleis	месо
vleis	месото
kere	пъти
kere	времена
kere	таймс
kere	times
stuart	стюърт
stuart	стюарт
golden	златен
golden	златни
golden	златно
golden	златна
aangehou	задържан
aangehou	задържани
aangehou	задържана
toernooi	турнир
duisend	хиляда
boodskap	послание
boodskap	съобщение
boodskap	съобщението
georgië	джорджия
georgië	грузия
waterstof	водород
beginsel	принцип
leidende	водещи
leidende	водещо
eugene	юджийн
apple	епъл
apple	ябълков
apple	ябълка
apple	apple
ernstig	сериозен
ernstig	сериозно
ernstig	сериозни
ernstig	сериозна
beer	мечок
beer	беър
beer	мече
beer	мечо
beer	мечка
mandela	мандела
reën	рейн
reën	дъжд
landskap	пейзаж
shakespeare	шекспир
nasa	наса
owerhede	властите
owerhede	власти
owerhede	органи
hitte	горещина
hitte	жега
hitte	топлина
gedig	поема
gedig	стихотворение
ingang	появяване
ingang	вход
skaal	мащаб
skaal	скала
lente	пролетно
lente	пролет
lente	пролетта
gesig	фейс
gesig	лицето
gesig	лице
kamp	лагер
kamp	къмпинг
eenvoudig	прост
eenvoudig	прости
eenvoudig	проста
eenvoudig	простичко
eenvoudig	равнина
eenvoudig	plain
seksuele	сексуален
seksuele	сексуално
seksuele	сексуална
seksuele	сексуални
simbole	означения
simbole	символи
metaal	метали
metaal	metal
metaal	метъл
metaal	метал
geheime	тайните
geheime	тайни
geheime	секретно
geheime	тайна
geheime	таен
geheime	тайната
geheime	тайно
wyfie	женско
wyfie	жена
wyfie	женски
wyfie	женска
windhoek	виндхук
natalse	блато
natalse	блатото
natalse	натал
positiewe	позитивна
positiewe	положителен
positiewe	положителни
positiewe	положителна
positiewe	положително
gemiddeld	среден
gemiddeld	средно
islam	ислям
islam	исляма
malta	малта
gehelp	помогнал
gehelp	полезна
gehelp	полезно
gehelp	полезни
gehelp	полезен
kante	страни
wilde	диво
wilde	дивак
wilde	диви
wilde	дива
wilde	див
verban	забранено
verban	забранени
verban	забранен
verban	забранена
pools	поляк
pools	полски
pools	полска
xiii	xiii
organismes	организми
instelling	настройка
asiatiese	азиатски
asiatiese	азиатска
francisco	франциско
francisco	франсиско
weerstand	съпротива
weerstand	резистентност
weerstand	устойчивост
weerstand	съпротивление
premier	премиер
premier	премиера
gebruike	употреби
gebruike	използва
gebruike	конвенции
publieke	публично
publieke	публични
publieke	публична
publieke	обществено
publieke	публичен
publieke	обществени
vrydag	петък
victor	виктор
musikant	музикант
glen	глен
slawe	робите
slawe	роби
voorstede	предградие
voorstede	предградията
force	сила
quebec	квебек
logo	лого
logo	логото
county	окръг
county	графство
werklike	действителна
werklike	действителен
afgelope	минали
afgelope	минало
teenwoordigheid	наличие
teenwoordigheid	присъствие
bedrag	сума
bedrag	количество
gesamentlike	съвместния
