נזקים	danys
עוצב	dissenyada
עוצב	dissenyat
סימטריה	simetria
שפיגל	spiegel
לאיים	amenacen
לאיים	amenaçar
צעירות	joves
צעירות	young
צעירות	jove
זורמים	abocat
מושלמת	perfecte
מושלמת	perfecta
ידעה	sabia
לוקחת	tenint
יומני	diari
עמוקים	deep
עמוקים	profunds
עמוקים	profund
ספורטאי	atleta
ספורטאי	esportista
ספורטאי	esportista
ספין	espín
ספין	spin
כחולה	blau
בחשאי	secretament
חדירה	penetració
חדירה	intrusió
ליפה	lippe
לירי	leary
שניתנו	donades
שניתנו	donada
שניתנו	dictat
הבוחרים	constituents
תצלומים	fotografies
גרייס	gràcia
גרייס	gracia
מיושב	habitat
מונד	monde
ירוקה	green
ירוקה	verd
נאצי	nazi
קראוס	krauss
קראוס	krause
קראוס	kraus
לחלץ	extreu
לחלץ	extracte
מאכלים	aliments
מסוכנים	perillós
מסוכנים	perillosos
טקסים	rituals
טקסים	socarrat
טקסים	cerimònies
עתידי	futur
קנט	kent
ימני	dret
ימני	dreta
הרצוי	desitjada
הרצוי	desitjat
הרצוי	desitjats
סלובניה	eslovènia
בלפור	balfour
תם	tam
ברוקלין	brooklyn
האשים	imputats
מיגל	miguel
לסקר	lasker
וויליאם	guillem
וויליאם	william
יואן	yuan
כת	culte
כת	secta
שמיים	cel
שמיים	sky
וולפגנג	wolfgang
שרמן	sherman
משולבים	combinats
משולבים	combinada
משולבים	combinades
משולבים	combinat
איגור	ígor
איגור	igor
ראול	raul
ראול	raúl
סויוז	soiuz
מיה	mia
תסמינים	símptomes
נכנע	rendició
נכנע	rendit
נכנע	rendibilitat
נכנע	rendiment
שחיינים	nedadors
החלום	somia
החלום	somiar
החלום	somni
קוב	kub
קוב	cobb
חרושת	fàbrica
התבוסה	derrota
תאוצה	acceleració
בהתנדבות	voluntàriament
בהתנדבות	voluntària
מפורש	explícita
מפורש	explícit
גולגולת	crani
אופיינית	típica
אופיינית	típic
קניין	comprador
מוטל	motel
הולנדית	neerlandès
הולנדית	holandès
מלצר	cambrer
מלצר	mosso
סוציולוגיה	sociologia
מנות	racions
מנות	plats
קירוב	aproximació
קירוב	kirov
פרוסט	proust
פרוסט	gelada
פטיש	fetitxistes
עורק	artèria
עורק	artèries
אלימה	violent
משמעותיות	significativa
משמעותיות	significatiu
משמעותיות	significatives
משמעותיות	significatius
מכריז	declarar
מכריז	declari
מכריז	anunciant
מקלדת	teclat
הקוסם	assistent
בקפריסין	xipre
נטלי	natalie
נטלי	nathalie
מיומנויות	aptituds
מיומנויות	habilitats
מיומנויות	competències
מייד	immediatament
טרנסילבניה	transsilvània
מפתחות	claus
מפתחות	tecles
צב	tortuga
מסוקים	helicòpters
טד	tad
טד	ted
סולימאן	suleiman
סולימאן	souleymane
אליסון	allison
אליסון	alison
מודעת	conscient
מחויב	comès
סטארק	starck
סטארק	stark
לינוקס	linux
בזל	basilea
נוצות	plomes
צמחייה	vegetació
מתנות	regals
מתנות	presenta
מודול	mòdul
המלצה	recomanats
המלצה	recomanada
המלצה	recomanable
המלצה	recomanat
המלצה	recomanació
המצאות	invents
עיצב	dissenyada
עיצב	dissenyat
מילולי	verbal
העיד	testimoniada
מפרק	conjunta
לקות	discapacitat
לקות	invalidesa
בלוטת	glàndula
נתנאל	nathaniel
המגזר	sector
סון	sol
קאופמן	kaufman
קאופמן	kauffman
הנוסע	passatger
רובר	rover
אצילים	nobles
מטענים	carregadors
מטענים	chargers
סצנות	escenes
הקבינט	gabinet
רך	suaus
רך	soft
רך	suau
סטן	stan
הגבורה	heroisme
לסבול	patir
לסבול	tolerar
נחשים	serps
מסתיימת	finalitza
נאצר	nasser
מועמדויות	nominacions
מועמדויות	candidatures
ונוס	venus
רגיש	sensible
רגיש	sensibles
ראס	russ
ראס	ras
משמעויות	significats
מדגיש	destaca
מדגיש	destacats
מדגיש	ressaltats
עליות	màximes
עליות	altes
בחולון	holon
ריטה	rita
הצבת	situant
מגיש	llançador
מגיש	presentador
מגיש	presentadora
פנימיות	intern
פנימיות	interna
פיצול	divideix
פיצול	split
להודות	admetre
קרוז	cruz
האשמות	acusacions
לאם	lam
המארחת	amfitriona
משקעים	residu
משקעים	precipitació
משוכנע	convençut
משוכנע	convençuts
יהלום	diamond
יהלום	diamant
יהלום	diamants
ורן	verne
ורן	vern
מיוצר	produït
מיוצר	fabricat
מיוצר	fabricats
דורטמונד	dortmund
כור	reactor
גמישות	flexibilitat
גמישות	elasticitat
קירור	refrigeració
קירור	refredament
קירור	refrigeració
הודי	indi
מלקולם	malcolm
מרוצה	content
מרוצה	satisfet
מרוצה	satisfets
מרוצה	feliç
אוסטין	austin
פאי	empanada
פאי	pastís
בריטניקה	britannica
פאוול	powell
אייזק	isaac
עגול	ronda
צלעות	costelles
הליבה	core
הליבה	nucli
אהב	estimat
אהב	estimava
אהב	agradat
התגובות	comentaris
התגובות	observacions
אראגון	eragon
אראגון	aragó
טיולים	excursionisme
טיולים	senderisme
קלרה	klara
קלרה	clara
התמוטטות	desglossament
התמוטטות	plega
התמוטטות	esfondrament
מלזיה	malàisia
קמפוס	campus
אומן	oman
אומן	artesans
אומן	artesana
אומן	artesà
אומן	artista
שליטים	regles
שליטים	governants
שנתית	anual
שנתית	anuals
מוטה	mota
מוטה	motta
עליונות	supremacia
עליונות	superior
עליונות	superioritat
סינטרה	sinatra
שחיתות	corrupte
שחיתות	corruptes
שחיתות	corrupció
טרום	pre
הומוסקסואלים	homosexual
הומוסקסואלים	homosexuals
קמח	farina
ידיד	amistat
ידיד	amic
נציב	comissionat
נציב	comissari
לגיטימי	legítim
וורד	ward
נמכרה	venut
נמכרה	venuda
תמרה	tamara
מוסטפא	mustafa
מוסטפא	mustafà
תיאום	coordinada
תיאום	coordinat
תיאום	coordinades
תיאום	coordinació
הוספה	afegir
הוספה	afegeix
לונג	llarga
לונג	llarg
לונג	long
מטבח	cuina
נענע	nana
נענע	menta
מעטפת	shell
מעטפת	sobre
הביוגרפיה	biografia
תרזה	teresa
מקרוב	makarov
אתלטיקה	atletisme
החלקה	patinatge
החלקה	suavitzat
ידיעת	coneixent
ידיעת	sabent
חכמה	savis
חכמה	savi
חכמה	sàvia
חכמה	smart
חכמה	saviesa
אלפונסו	alfons
אלפונסו	alfonso
חתולים	gats
פרגוואי	paraguai
תיאודור	theodore
תיאודור	teodor
נוימן	neumann
ההבנה	realització
ההבנה	concreció
ההבנה	enteniment
ההבנה	comprensió
ההבנה	entesa
ההבנה	entenent
מפרט	especificacions
מפרט	especialitzacions
לוגי	lògic
זוחלים	rèptil
זוחלים	rèptils
טיורינג	turing
הגדר	estableix
הגדר	conjunt
הגדר	configura
הגדר	tanca
הגדר	definir
הגדר	defineix
הפצה	distribució
הפצה	difusió
מכובד	respectuós
מכובד	respectuosa
מכובד	respectuosos
מכובד	respectat
מכובד	honorable
מכובד	distingit
מכובד	digne
טיילר	tyler
מאסטר	mestre
אינסופי	infinit
אינסופי	infinites
אינסופי	infinits
אינסופי	infinita
אלופה	champ
אלופה	campió
אלופה	campiona
אלופה	champion
שטרלינג	sterling
בט	bette
זבל	paperera
זבל	escombraries
מתוכננת	planificat
מתוכננת	planejat
אונייה	nau
מולי	mollie
מולי	molly
אללה	allah
התשלום	pagament
מפרסם	anunciant
מפרסם	editorial
השיבה	respost
בסתר	secretament
ניקוי	neteja
חלומות	somnis
פסול	desqualificada
מחזורי	cicles
אגודות	associacions
משוואה	equació
שניידר	schneider
שניידר	snyder
פורטו	porto
פורטו	puerto
ונג	vang
הרך	suaus
הרך	soft
הרך	suau
נעצרה	aturat
נעצרה	detingut
מקראית	bíblic
הנשמה	ànima
הסיעה	facció
פוטין	putin
סופו	final
מנגנוני	mecanismes
בנקים	banks
בנקים	bancs
חמד	hamad
תאורטית	teòrica
תאורטית	teòric
תאורטית	teòricament
קתולים	catòlics
קתולים	catòlic
קתולים	catòlica
מוכשר	talent
עדנה	edna
ברט	bert
ברט	bret
ברט	brett
ברט	burt
סורי	sirià
סורי	suri
חומרה	maquinari
אלטרנטיבי	alternatiu
אלטרנטיבי	alternativa
אלטרנטיבי	suplent
אלטרנטיבי	alternatiu
פסיכולוגית	psicològic
פסיכולוגית	psicològica
פסיכולוגית	psicòleg
פסיכולוגית	psicòloga
פסיכולוגית	psicològicament
גרנד	grand
מפגינים	manifestants
השקיעה	capvespre
משלחות	expedicions
קוני	connie
מוזס	moses
מוזס	moisès
ענקית	enorme
ענקית	gegant
פרסמו	publicat
חללים	espais
ליטאי	lituà
ואט	watt
ואט	wat
ואט	iva
הילה	aura
הילה	halo
עוצר	parades
תהילים	salms
שעשועים	diversió
סמינר	seminari
ווסט	oest
ללכוד	captura
מטריצה	matriu
סרי	sri
סקס	sexe
סקס	sex
סיר	olla
מזכירה	secretària
מזכירה	secretari
הגלקסיה	galàxia
האחוזה	mansió
האצילים	nobles
צלפים	franctiradors
אבד	perduda
אבד	perduts
אבד	lost
אבד	perdut
הצהרה	declaració
אנדרסן	andersen
בהריון	embarassada
בהריון	embarassades
אייאקס	ajax
מיסטר	mister
תביעות	reclamacions
תביעות	pretensions
הארכיבישוף	arquebisbe
לוחמת	warrior
לוחמת	guerrer
לוחמת	lluitador
אסלאם	islam
הלסינקי	hèlsinki
הלסינקי	helsinki
פיזיקאים	físics
גיטריסט	guitarrista
מוגברת	incrementat
מוגברת	creixia
סכין	ganivet
כפל	multiplicació
פיני	pini
פיני	finney
פיני	finès
דרישת	exigència
דרישת	requisit
משולם	pagat
משולם	retribuïts
משולם	pagats
פג	pegg
פג	peg
חוויה	experiencia
חוויה	experiència
האוס	casa
מסתובב	rotatius
מסתובב	spinning
מסתובב	girant
ריבית	interès
מלכותי	majestic
מלכותי	majestuosa
מלכותי	majestuós
מלכותי	royal
אובייקטים	objectes
קלאודיוס	claudi
רשומות	rècords
רשומות	registres
הלוואות	préstecs
פלויד	floyd
רלוונטית	rellevant
קונה	comprador
קונה	comprant
הדפדפן	navegador
מייצרת	produeix
זכאים	elegibles
זכאים	elegible
זכאים	titulat
חוסייני	husayni
תנין	cocodril
שין	shin
התבטא	articulat
מוקפת	rodejats
מוקפת	envoltades
מוקפת	rodejat
ביקורתית	crític
נהיגה	conducció
בקצרה	breument
סרג	serge
אויבים	enemics
עיצורים	consonants
עיצורים	consonant
פציעות	lesions
פלאש	flash
פלאש	flaix
משולבת	integrats
משולבת	integrat
סגולה	porpra
סגולה	morat
מלאי	inventari
מלאי	estoc
מלאי	stock
מלחים	mariners
סדנה	curset
סדנה	taller
האגן	hagen
אלברטו	alberto
שיטתי	sistemàtica
ליר	lear
לילות	nits
חמישיית	quintet
בובה	baby
בובה	nadó
בובה	titella
בובה	nina
בובה	doll
בובה	ninot
מארס	mart
מארס	mars
המשלב	integrant
משנית	secundari
משנית	secundaria
דיאלוג	diàleg
דיאלוג	diàlegs
מודיע	informant
מודיע	informador
אינטרס	interès
סייד	sayyid
סייד	side
סייד	costat
חריגה	inusual
חריגה	excepció
דובי	dobby
שגיא	sagi
העשרה	enriquiment
הסף	llindar
שריפת	cremant
השמדה	annihilation
השמדה	extermini
דאון	down
דאון	abid
לינארי	lineal
מזמור	himne
מזמור	chant
זאוס	zeus
שנפל	caigut
רולינג	rolling
הלר	heller
קונסטנטינופול	constantinoble
הקיסרים	emperadors
מקבלי	destinataris
נראתה	vistos
נראתה	vist
טרנס	terrence
טרנס	trans
טרנס	terence
הכלה	núvia
אכפת	ment
ואלי	vall
מקסוול	maxwell
הקוראן	alcorà
אנדרטאות	monuments
כדין	degudament
סונג	cantada
סונג	cantat
שתייה	beguda
שתייה	begudes
יארד	iardes
נעליים	sabates
פשעים	crims
פשעים	delictes
לודז	lodz
וריאציות	variacions
פלא	pregunto
פלא	meravella
שימושית	útil
סטלינגרד	stalingrad
מתוק	dolç
מתוק	dolços
מתוק	dolça
מקסימיליאן	maximilià
לובלין	lublin
נחוץ	necessàries
וילי	willy
וילי	willi
וילי	willie
נספח	addenda
נספח	apèndix
ריבוע	quadrat
ריבוע	plaça
אתניות	etnicitat
מוסלמית	musulmà
מעטות	pocs
מעטות	poques
קזחסטן	kazakhstan
עימותים	enfrontaments
עימותים	conflictes
רעידות	tremolors
אנני	ani
אנני	annie
הנעורים	juvenil
הנעורים	jovent
הנעורים	joventut
גרסיה	garcia
גרסיה	garcía
מזבח	altar
הארכה	ampliació
הארכה	extensió
הארכה	pròrroga
טוטנהאם	tottenham
קציר	collita
יריות	trets
יריות	preses
יריות	trets
יריות	rasants
מדידות	mesuraments
עיגול	circumferència
עיגול	cercle
מעניינים	interesant
מעניינים	interessant
מלבורן	melbourne
מישהי	algú
דרקון	drac
הפחד	temor
הפחד	fear
הפחד	por
הכמות	quantitat
הצטרפות	uneix
נתרן	sodi
מקצועיות	professional
מקצועיות	professionals
מקצועיות	professionalitat
נשמה	ànima
עיבודים	adaptacions
פוריות	fertilitat
שטוח	plànols
שטוח	bemoll
שטוח	plana
תבוסה	derrotat
תבוסה	vençut
תבוסה	vençuts
תבוסה	derrota
הימנעות	evitant
זמינים	disponibles
זמינים	disponible
מהנדסים	enginyers
קדמי	front
קדמי	promoguin
חובבים	aficionats
חובבים	amateur
חובבים	aficionat
צפיות	visualitzacions
בגד	traït
פלדמן	feldman
ההקשר	context
קולין	colleen
קולין	colin
טדי	teddy
אנדרס	andres
אנדרס	enders
אנדרס	andrés
אנדרס	anders
לישון	dorm
לישון	dormir
משמעת	disciplina
רלוונטיים	rellevant
לרכב	ride
שמידט	schmidt
פגם	defecte
פגם	defectuosos
ריילי	riley
בעייתית	problemàtic
קומוניסטים	comunistes
משרות	treballs
יומית	daily
אשמה	culpable
אשמה	culpa
אשמה	culpabilitat
רובו	robo
האלפבית	alfabet
וייל	vail
וייל	vale
הבריאה	creació
בלוק	bloqueja
בלוק	bloc
אירית	irlandès
טיעונים	arguments
ברודוויי	broadway
במלואו	plenament
במלואו	totalment
מעידה	lapse
מרתה	marta
מרתה	martha
הנפה	swing
קוראת	llegint
קוראת	lectura
ראי	veure
ראי	rai
ראי	mirall
קטלנית	letal
קטלנית	mortal
וינגייט	wingate
כנסים	convencions
כנסים	convenis
יוג	eugeni
שכיחות	incidència
נטש	abandonat
ויטמין	vitamina
ויטמין	vitamines
גנדלף	gandalf
חושף	revelador
חושף	revela
ברזילאים	brasilers
מייצר	generant
הוסיפה	afegits
הוסיפה	afegit
לאנג	lang
מצוקה	adversitat
מינג	ming
לנקה	lanka
קילוגרם	quilogram
קילוגרם	lliures
קונרד	conrad
אמונות	creences
הרפובליקני	republicà
צוללת	submarí
מזיק	nocius
מזיק	nocives
מזיק	nociu
מזיק	perjudicar
הצוואר	coll
פסיכולוגי	psicològic
פסיכולוגי	psicològica
לגבש	consolidar
אוזן	oïda
אוזן	orella
פסקל	pascal
אציל	noble
מגיב	reactiva
לנג	lang
לנג	lange
צער	dol
צער	penes
איכותי	qualitat
שק	bossa
שק	shek
שק	sac
שק	saqueig
אתיקה	ètic
אתיקה	ètica
ויכוחים	arguments
הלה	halla
נאמנים	fidels
נאמנים	lleials
נאמנים	fidel
רוט	arrel
דרייק	drake
עזים	cabres
מדיסון	madison
וינסטון	winston
מאדאם	senyora
מאדאם	madame
מעגלים	cercles
מעגלים	circuits
טוד	tod
טוד	todd
רייך	reich
הפלות	avortaments
סביליה	sevilla
מנעה	impedit
לברך	felicitar
הריון	embaràs
מורדים	insurgents
מורדים	rebels
שרות	servei
ריקי	riki
משוב	opinions
משוב	feedback
הריסון	harrison
תפארת	glòria
תפארת	glory
אולגה	olga
היציבות	estabilitat
עכשווית	contemporani
עכשווית	contemporània
טלי	tali
פליפה	felipe
המפטון	hampton
הכין	fetes
הכין	feta
מקו	mako
במצור	assetjada
מעיינות	springs
קריאות	convocatòries
קריאות	trucades
קריאות	crides
קריאות	lectures
מחויבות	compromís
ביולוגית	biològics
ביולוגית	biològic
מסילה	pista
מסילה	peça
שכנע	persuadir
שכנע	convèncer
שכנע	persuadir
אלומיניום	alumini
אלומיניום	alumini
מערביים	occidentals
דז	dez
דז	des
גירוי	estimulació
גירוי	estímul
קלאוס	claus
קלאוס	klaus
שאה	xah
שאה	xa
לחזות	preveure
לחזות	predir
מועיל	útil
מועיל	útils
פטנט	patent
פטנט	patentat
לינדה	linda
לינדה	lynda
חידות	endevinalles
מסעדת	restaurant
נגיש	accessible
מדונה	madonna
סילון	jet
עמוקות	profundament
מיהו	miho
כידון	javelin
כידון	baioneta
מונטנגרו	montenegro
מסוקי	helicòpters
בסרביה	bessaràbia
נאבק	lluitant
נאבק	lluites
היימן	hyman
נשלט	dominada
נשלט	controlat
נשלט	controlada
נשלט	controlats
גו	goo
החלים	aplicables
החלים	aplicable
החלים	recuperats
החלים	recuperat
החלים	curat
נכות	discapacitat
נכות	invalidesa
לימדה	imparteix
לימדה	impartit
ורסאי	versalles
לדכא	oprimir
מיסים	impostos
שטרות	factures
פריחה	erupcions
מעגלי	circular
השתנו	canviades
השתנו	canviat
השתנו	canviada
חוקתית	constitucionalment
זרועות	tentacles
זרועות	braços
עניים	pobre
עניים	pobres
הנבואה	profecia
יבגני	ievgueni
משרתים	servents
קייל	kyle
החשמלית	tramvia
חנינה	amnistia
חנינה	indultat
חנינה	indult
אקוודור	ecuatoriana
אקוודור	equador
אקוודור	ecuador
מטופלים	pacients
לינה	leena
לינה	allotjament
לינה	lina
לינה	hostalatge
לינה	allotjament
מוניקה	mònica
מוניקה	monica
רכשו	comprats
חתונה	matrimoni
חתונה	boda
חתונה	casament
איזבל	isabel
איזבל	isobel
איזבל	isabelle
אלכסיי	aleksei
אלכסיי	aleksei
מדברת	talking
מדברת	parlant
להתפלל	resar
להתפלל	resa
כותרות	capçaleres
כותרות	titulars
כותרות	títols
אקספרס	expressi
אקספרס	express
אקספרס	expressar
הוורמאכט	wehrmacht
חדל	cessa
דמו	demostració
דמו	demo
אופקים	horitzons
הרחם	úter
רומנטי	romàntic
רומנטי	romàntica
מלאכים	àngels
מלאכים	angels
מסוכנת	perillós
מסוכנת	perillosos
צדדים	costats
ברקלי	berkley
ברקלי	barkley
הומצא	inventat
ישרים	honest
ישרים	honesta
ישרים	sincer
משאית	camió
משאית	camions
הס	hess
השגריר	ambaixador
נזיר	monjo
נזיר	nazir
המנוח	causant
המנוח	difunts
מרובות	múltiples
מרובות	múltiple
לגנוב	robar
לגנוב	roben
אודסה	odessa
פיג	porc
תן	xacal
תן	let
תן	donar
צפויים	previsible
צפויים	previsibles
האוזן	oïda
האוזן	orella
המייסד	fundador
לצמיתות	permanentment
ניתוק	destacament
ניתוק	despreniment
ניתוק	desconnecta
ניתוק	desconnexió
בקבוק	ampolla
הלם	xoc
ערעור	recurs
המתופף	timbaler
דורותי	dorothy
גראנד	grand
גראנד	grandmaster
