dhe	и
pranuar	приняты
pranuar	принято
takon	встречает
revista	журнал
revista	magazine
revista	журналы
gruaja	женщину
gruaja	женщина
gruaja	жене
gruaja	жена
gruaja	жены
qafë	шею
qafë	шея
shërbim	услуга
shërbim	служба
shërbim	сервис
shërbim	службы
shërbim	услуги
shërbim	обслуживание
shërbim	обслуживаемых
ministër	министр
ministër	министра
man	манн
man	чел
man	мужик
man	человек
man	мужчина
man	man
jashtëm	внешнее
jashtëm	внешние
jashtëm	внешняя
jashtëm	внешних
jashtëm	внешний
pyrénées	pyrénées
burg	тюрьме
burg	тюрьма
burg	тюрьме
burg	тюрьма
dinastia	династии
dinastia	династия
france	франции
france	франс
france	франция
france	france
debutimin	дебют
romak	римская
romak	роман
peter	петр
peter	питер
peter	петер
peter	пётр
franca	франции
franca	франс
franca	франция
franca	france
kimike	химического
kimike	химический
kimike	химическая
ndërtimi	конструкция
ndërtimi	строительство
arkitektura	архитектура
arkitektura	архитектуры
degë	ветки
degë	отделений
degë	ветви
degë	филиалы
degë	отрасли
degë	сектор
degë	ветвь
degë	филиал
khan	хан
ndodhi	случилось
ndodhi	произошла
ndodhi	произошло
greqisht	греческая
greqisht	греки
greqisht	греков
greqisht	греческий
përtej	помимо
allahu	аллах
allahu	god
allahu	боже
allahu	бог
serbisë	сербии
serbisë	сербия
louis	людовик
louis	луи
louis	луис
elemente	элементы
ajrore	воздушных
ajrore	воздушная
përkthyer	перевел
përkthyer	перевели
përkthyer	перевела
këngët	песни
këngët	songs
gurë	камни
gurë	камень
gurë	стоун
gurë	stone
gurë	камни
gurë	скалы
shoqata	ассоциация
shoqata	ассоциации
përcaktuar	определен
përcaktuar	определена
përcaktuar	определено
përcaktuar	определены
përcaktuar	назначенных
përcaktuar	назначенный
përcaktuar	назначенные
king	король
king	кинг
king	царь
king	king
program	применения
program	заявка
program	применение
program	программа
humbje	потери
humbje	потеря
humbje	утрата
humbje	поражений
humbje	потери
humbje	убытки
humbje	поражение
humbje	поражения
humbje	победить
valencia	валенсия
valencia	валенсии
lindja	восточная
lindja	востоке
lindja	восток
lindja	ист
lindja	east
lindja	восточный
lindja	роды
lindja	рождения
lindja	рождение
vdekja	death
vdekja	смерть
fjalët	слов
fjalët	слова
les	лез
les	les
les	лес
sjellë	принес
sjellë	привезли
sjellë	принесли
sjellë	принесла
sjellë	принести
sjellë	привести
femra	самки
femra	женщины
femra	женское
femra	женщины
femra	женский
femra	женская
femra	женщина
femra	женщины
femra	женщин
mbyllur	заблокирован
mbyllur	заперта
mbyllur	закрыта
mbyllur	закрыто
mbyllur	закрытая
mbyllur	закрытое
mbyllur	закрыты
first	первый
first	сначала
first	первое
first	первая
first	first
marrëveshje	соглашение
marrëveshje	сделку
marrëveshje	сделка
shfaq	отображения
shfaq	отображение
shfaq	показ
shfaq	показывать
shfaq	шоу
shfaq	show
shfaq	показать
shfaq	показ
siguruar	обеспечено
siguruar	обеспеченные
arkeologjike	археологических
arkeologjike	археологических
mit	mit
mit	миф
pranoi	признался
pranoi	сознался
pranoi	призналась
pranoi	признан
pranoi	признано
pranoi	признал
pranoi	признана
pranoi	признали
pranoi	признала
pranoi	признала
pranoi	признал
pranoi	принят
pranoi	принята
pranoi	приняты
pranoi	принято
rezultatet	результаты
rezultatet	результат
krejt	всем
krejt	всех
krejt	all
krejt	все
antike	древний
antike	древних
antike	древние
antike	древняя
zyrtarisht	официально
titulli	заголовок
titulli	заголовок
titulli	название
titulli	титул
rilindjes	возрождения
rilindjes	возрождение
humbi	потерянный
humbi	потеряна
humbi	потерял
humbi	потерян
humbi	проиграл
santa	санту
santa	санта
tregime	истории
tregime	рассказы
bashkëpunim	сотрудничество
bashkëpunim	сотрудничество
bashkëpunim	соучастие
jugosllavisë	югославии
jugosllavisë	югославия
shpella	пещера
shpella	пещере
shpella	пещеры
elektronike	электроники
elektronike	электронная
elektronike	электронные
elektronike	электронное
elektronike	электронный
maleve	горы
shërben	служит
kilometra	километров
kilometra	километров
kulla	башня
kulla	tower
kulla	тауэр
shkëmb	скала
shkëmb	камень
shkëmb	рок
shkëmb	rock
shkëmb	клифф
zot	god
zot	боже
zot	бог
zot	господь
zot	лорд
funksion	функция
funksion	функции
sipër	сверху
sipër	верх
sipër	топ
sipër	top
sipër	выше
sipër	наверх
sipër	наверху
financiare	финансовых
financiare	финансы
financiare	финансовая
financiare	финансовые
vlerat	величины
vlerat	значения
vlerat	ценностей
vlerat	ценности
zëri	sound
zëri	звук
zëri	звуки
zëri	голос
zëri	звук
zëri	аудио
malin	горы
malin	гора
malin	маунт
malin	малин
forcë	сила
forcë	прочность
forcë	усилие
forcë	силы
forcë	сила
forcë	force
forcë	силу
përbëjnë	создают
përbëjnë	позу
përbëjnë	поза
xhami	мечеть
xhami	стакан
xhami	стекло
xhami	бокал
xhami	стекла
xhami	мечетей
xhami	мечети
xhami	мечеть
xhami	мечети
komunist	коммунистическая
perëndimor	западная
perëndimor	западные
perëndimor	западной
perëndimor	западный
perëndimor	западное
tim	тим
tim	тима
magnetike	магнитные
proces	процесса
proces	процесс
konsideruar	рассмотрел
xiv	xiv
ballkan	балканах
ballkan	балкан
ballkan	балканского
flet	разговоры
flet	говорит
festivali	festival
festivali	фестиваль
kombeve	nations
holandë	нидерланды
holandë	нидерландов
holandë	холланд
përmendur	упомянутых
përmendur	упоминалось
përmendur	упомянул
përmendur	упомянула
përmendur	упомянули
fotografi	фотография
fotografi	фото
fotografi	фотографии
fotografi	фотография
fotografi	фотографии
fotografi	фото
fotografi	рисунки
fotografi	фотографии
fotografi	картинки
fotografi	pictures
prodhimi	вывод
prodhimi	выпуск
prodhimi	производство
prodhimi	производства
vazhduar	продолжил
vazhduar	продолжение
dashuri	любить
dashuri	love
dashuri	люблю
dashuri	любовь
dashuri	любим
temperatura	температуры
temperatura	температуру
temperatura	температура
temperatura	температуры
temperatura	температура
serbia	сербии
serbia	сербия
vazhdimisht	постоянно
vazhdimisht	последовательно
vazhdimisht	постоянно
vazhdimisht	непрерывно
roma	рим
këngëtar	певица
këngëtar	певец
kalaja	замок
kalaja	касл
kalaja	крепость
rilindja	возрождения
rilindja	возрождение
rilindja	возрождение
përpjekje	покушение
përpjekje	попытка
përpjekje	усилие
përpjekje	усилия
detare	морские
detare	морской
detare	морская
detare	морские
detare	морской
detare	морская
secili	каждая
secili	каждому
secili	каждый
secili	каждое
kudo	всюду
kudo	везде
kudo	повсеместно
kudo	повсюду
mbështetur	поддерживаемые
mbështetur	поддерживается
mbështetur	поддержал
mbështetur	поддерживаются
gratë	женщины
gratë	женщин
kulturor	культурный
kulturor	культурные
sistemet	системы
sistemet	систем
pierre	пьер
famshme	известная
famshme	знаменитая
famshme	известный
famshme	знаменитость
famshme	знаменитый
shtuar	добавлены
shtuar	добавил
shtuar	добавлена
shtuar	добавлено
shtuar	добавлен
kompania	компания
kompania	company
kompania	рота
kompania	компании
kategoria	категория
kategoria	категории
herët	раннее
herët	ранняя
herët	рано
herët	ранний
vendim	решение
social	социальное
social	социального
social	социальный
social	социальная
social	социальные
saktë	точные
saktë	точная
saktë	точный
saktë	точной
saktë	правильно
saktë	исправить
saktë	правильное
saktë	правильный
gol	цель
gol	гол
sjell	приносит
britanik	британское
britanik	британская
britanik	британские
britanik	великобритании
britanik	британцы
britanik	британский
përfunduar	завершил
përfunduar	завершено
përfunduar	завершен
përfunduar	завершена
përfunduar	закончили
përfunduar	завершена
përfunduar	закончил
përfunduar	завершено
ben	бэн
ben	бен
instituti	институт
online	онлайн
online	online
shërbeu	служил
shërbeu	служили
letër	бумага
letër	бумаги
letër	буква
letër	письмо
problemet	проблемы
problemet	проблем
formula	formula
formula	формулы
formula	формула
formula	формулы
njësia	подразделение
njësia	единицы
njësia	единица
njësia	полезность
njësia	полезности
energji	энергия
energji	energy
energji	энергии
energji	энергетика
rregullt	упорядоченного
rregullt	регулярный
rregullt	регулярная
rregullt	регулярные
rregullt	регулярное
rregullt	регулярного
diskutimet	обсуждения
diskutimet	дискуссии
diskutimet	обсуждение
diskutimet	дискуссия
diskutimet	обсуждения
diskutimet	дискуссии
druri	деревянные
druri	деревянный
druri	дерево
druri	древесина
druri	вуд
druri	дрова
druri	древесины
druri	дерево
librat	книг
librat	книги
spanjës	испанию
spanjës	испания
spanjës	испании
kujdes	вниманию
kujdes	внимание
kujdes	смотрите
kujdes	посмотреть
kujdes	смотреть
kujdes	часы
mbuluar	охватывает
përfundimisht	определённо
përfundimisht	однозначно
përfundimisht	определенно
tema	тема
tema	теме
tema	тема
kufizuar	ограниченные
kufizuar	ограниченное
kufizuar	ограниченная
kufizuar	ограниченный
kufizuar	ограниченные
kufizuar	ограниченное
kufizuar	ограничено
pavarësinë	независимости
pavarësinë	независимость
utc+	utc+
red	красные
red	красная
red	красный
red	красное
red	красного
red	red
tom	том
theksuar	подчеркнуто
theksuar	подчеркнули
rusia	россия
rusia	russia
shkaktuar	вызвало
shkaktuar	нанесли
zezë	чёрное
zezë	черный
zezë	black
zezë	чёрные
zezë	чёрный
ftohtë	холодная
ftohtë	холодное
ftohtë	холодный
ftohtë	холодно
ftohtë	холод
kokë	head
kokë	головка
kokë	голова
kokë	голову
emra	названия
emra	имена
bajram	байрам
udhëhequr	led
muret	стены
muret	стенки
muret	стен
zhvillohet	развить
zhvillohet	развивать
zhvillohet	развиваться
armë	оружие
armë	оружие
armë	пистолет
armë	пушка
armë	оружие
armë	ствол
armë	пушки
armë	оружие
armë	пистолеты
teknike	технические
teknike	техническое
teknike	технический
formimin	формирования
formimin	формирование
formimin	формируется
deti	моря
deti	море
deti	sea
trupin	body
trupin	тела
trupin	тело
sud	sud
katalonia	каталонии
lojtar	игрок
lojtar	проигрыватель
seine	сена
seine	сен
shkuar	ушёл
shkuar	ушли
shkuar	ушла
shkuar	ушел
problem	проблемы
problem	проблема
objekt	предмет
objekt	объект
objekt	объекта
brendshëm	внутренних
brendshëm	интерьер
metal	металла
metal	метал
metal	metal
metal	металлические
metal	металл
nis	начинайте
nis	начать
nis	начало
nis	старт
nis	запускает
përfaqësues	представитель
përfaqësues	представителю
përfaqësues	представителя
përfaqësues	представителям
përfaqësues	представителей
përfaqësues	представители
armatosur	вооруженный
armatosur	вооруженная
armatosur	вооруженных
martuar	женился
martuar	женаты
martuar	замужем
martuar	женат
prishtina	приштине
zënë	занято
zënë	занят
zënë	занята
zënë	заняты
kan	cannes
kan	кан
studimi	изучение
studimi	исследование
perandor	император
familjet	домохозяйств
familjet	домохозяйства
familjet	семей
familjet	семьи
bregu	берегу
bregu	берег
bregu	береговая
bregu	побережье
bregu	берег
termi	термин
maja	майи
maja	майя
maja	майя
maja	дрожжей
role	ролях
role	роли
programi	программа
japoni	japan
japoni	японии
japoni	япония
britania	британия
britania	британия
britania	britannia
krijimi	создание
krijimi	создания
krijimi	сотворение
sipërme	верхний
sipërme	верхняя
sipërme	верхней
sipërme	верхние
india	индию
india	индия
india	индии
fiton	выигрывает
fiton	побеждает
kuvendin	монастырь
roli	роль
roli	роли
prejardhje	фон
element	пункт
element	товар
google	google
rrethuar	окружен
rrethuar	окружили
qindra	hundred
qindra	сотня
qindra	сто
qindra	сотнями
qindra	сотни
dritë	light
dritë	свет
dritë	света
dritë	светло
nëntë	девять
nëntë	nine
nëntë	девятой
nëntë	девятый
nëntë	девятая
nëntë	девятое
llojet	типы
llojet	типов
llojet	виды
rexhep	реджеп
thomas	томас
thomas	тома
thomas	томаса
vendoset	расположенных
vendoset	расположенный
vendoset	развернуты
vendoset	развернутые
vendoset	развернуто
vendoset	развернуть
letrar	литературных
letrar	литературный
max	max
max	макс
sportive	спортивные
sportive	спорт
sportive	спортивная
sportive	sports
egër	wild
egër	дикий
egër	дикая
egër	дикие
egër	дикарь
egër	жестокой
fushat	полей
fushat	поля
mbrojtje	защита
mbrojtje	оборона
mbrojtje	обороны
mbrojtje	защита
mbrojtje	оборона
mbrojtje	обороны
mbrojtje	защита
mbrojtje	охрана
faza	этапе
faza	стадия
faza	фаза
faza	этап
faza	этапах
faza	стадии
faza	этапы
faza	поэтапное
faza	поэтапного
faza	поэтапно
faza	ступень
faza	этап
faza	стадия
faza	этапе
gjithsej	всего
gjithsej	итого
drejtues	руководящего
manchester	манчестер
has	лица
shprehje	выражение
princ	принц
princ	принс
princ	князь
baza	баз
baza	базы
baza	база
baza	основание
ndonëse	хотя
ndonëse	хотя
normale	нормальный
normale	нормальная
normale	нормально
normale	обычный
normale	нормальное
shpirtërore	духовные
shpirtërore	духовный
shpirtërore	духовное
shpirtërore	духовного
shërbyer	служил
shërbyer	служили
park	парк
park	park
park	пак
shah	шах
shah	шахматы
valign	valign
festa	party
festa	сторона
festa	партия
festa	вечеринка
festa	праздником
festa	праздник
festa	отдых
gjuhët	языки
gjuhët	языках
naim	наим
politikë	политика
politikë	политики
politikë	политика
mësimet	уроки
mësimet	учения
mësimet	учение
mundi	бит
mundi	победить
mundi	поражение
mundi	победил
teoria	теория
psh	нравится
psh	like
psh	как
hershëm	раннее
hershëm	ранняя
hershëm	рано
hershëm	ранний
autorit	copyright
mbaroi	закончили
mbaroi	завершена
mbaroi	закончил
mbaroi	завершено
term	термин
hyrje	вход
hyrje	доступа
hyrje	доступ
hyrje	въезд
hyrje	въезда
hyrje	войти
hyrje	входа
hyrje	вход
hyrje	логин
sri	шри
sri	исп
detyra	долг
detyra	обязанность
detyra	задачи
detyra	задание
detyra	уступка
detyra	уступки
detyra	задания
detyra	задача
detyra	задание
gjendja	статус
gjendja	состояние
shkenca	наука
shkenca	науки
end	конце
end	end
end	конец
mod	mod
ballkanit	балканского
muhammad	мухаммед
muhammad	мухаммад
trup	body
trup	тела
trup	тело
lojë	game
lojë	игра
barabartë	равная
barabartë	равных
barabartë	равный
barabartë	равные
barabartë	равное
poet	поэт
poet	поэта
finlandë	финляндия
finlandë	финляндии
bayern	бавария
ndryshon	меняется
ndryshon	изменение
ndryshon	меняю
ndryshon	изменения
krijon	создается
krijon	создает
përballë	противоположное
përballë	напротив
sali	сали
sëmundje	болезнь
sëmundje	заболевание
sëmundje	болезни
sëmundje	заболевания
sëmundje	болезни
sëmundje	заболеваний
sëmundje	болезнь
sëmundje	болезни
sëmundje	болезнь
sëmundje	заболевание
sëmundje	заболевания
sëmundje	болезни
përdoruesit	пользователей
përdoruesit	пользователи
dega	сектор
dega	ветвь
dega	филиал
projekti	project
projekti	проекта
projekti	проект
imam	имам
dëshmi	доказательств
dëshmi	доказательства
dëshmi	доказательство
dëshmi	улики
dëshmi	улика
dëshmi	свидетельство
dëshmi	показания
dëshmi	доказательство
dëshmi	доказательства
popull	народ
popull	людей
popull	люди
popull	уммы
popull	нация
popull	нации
kryen	проводит
kryen	совершено
kryen	совершенные
australia	австралия
australia	австралии
rhône	рона
sheh	видишь
sheh	посмотреть
sheh	см
javë	недели
javë	неделю
javë	неделя
javë	недели
javë	недель
alexander	александр
alexander	александер
prindërit	родители
prindërit	родителям
prindërit	родителей
ndryshimet	изменения
mbretërore	regal
mbretërore	королевские
mbretërore	королевский
mbretërore	royal
mbretërore	королевской
mbretërore	королевская
org	org
henry	генрих
henry	анри
henry	генри
donte	разыскивается
donte	хотел
donte	хотела
gjithçka	все
gjithçka	всё
mijëra	тысячи
energjia	энергия
energjia	energy
energjia	энергии
energjia	энергетика
simbol	символ
atdheut	родину
atdheut	родина
atdheut	отечество
tempujt	храмы
lejuar	разрешены
lejuar	допускается
lejuar	разрешено
lejuar	разрешена
lejuar	разрешены
lejuar	допускается
lejuar	разрешено
anët	края
anët	стороны
shtesë	дополнительные
shtesë	дополнительное
shtesë	дополнительная
shtesë	дополнение
shtesë	дополнения
shtesë	дополнить
shtesë	добавление
shtesë	дополнительные
shtesë	дополнительно
shtesë	дополнительное
shtesë	дополнительный
shtesë	дополнительная
listë	перечень
listë	список
origjinal	оригинальная
origjinal	оригинально
origjinal	оригинальные
origjinal	первоначального
origjinal	оригинальный
origjinal	оригинал
europian	европейская
europian	европейского
europian	европейское
europian	европейский
kongresit	съезд
kongresit	конгресс
abdullah	абдалла
abdullah	абдулла
lejon	позволяет
lejon	позволяет
lejon	разрешает
rënë	упал
rënë	пал
shënime	отмечает
shënime	записки
shënime	примечания
shënime	ноты
shënime	заметки
artist	исполнитель
artist	художник
artist	артист
artist	artist
vazhdueshme	постоянная
vazhdueshme	постоянно
vazhdueshme	постоянные
vazhdueshme	постоянное
vazhdueshme	постоянный
vazhdueshme	непрерывный
vazhdueshme	непрерывно
vazhdueshme	постоянного
vazhdueshme	непрерывное
shekuj	веков
shekuj	века
shekuj	столетия
gjata	длинный
gjata	длинная
gjata	длинные
gjata	долго
gjata	лонг
muzikë	музыка
muzikë	музыку
muzikë	music
lidhjen	подключения
ide	идеи
ide	идея
liri	свободы
liri	свободу
liri	свобода
shkrimet	труды
shkrimet	трудах
shkrimet	писания
vëllezërit	братья
vëllezërit	brothers
sekretar	секретарь
sekretar	секретарша
final	окончательный
final	окончательного
final	заключительный
final	заключительные
shpellat	пещеры
rrugët	дорог
rrugët	дороги
rrugët	улицы
rrugët	улицах
rrugët	маршрутов
rrugët	маршруты
agim	рассвете
agim	рассвет
agim	дон
agim	восход
agim	рассвет
varet	зависит
varet	смотря
est	est
windows	windows
windows	окна
date	свидание
date	дата
tituj	заголовки
tituj	названия
kongresi	съезд
kongresi	конгресс
elbasan	эльбасан
jugor	южные
jugor	южная
jugor	южный
jugor	южной
jugor	южное
xiii	xiii
amerika	america
amerika	америка
vdes	умри
vdes	умереть
vdes	die
vdes	умирают
vdes	умирает
vdes	умираю
vdes	умирает
vdes	умрет
manastirit	монастырь
pjesërisht	частично
pjesërisht	отчасти
pjesërisht	несколько
pjesërisht	отчасти
pjesërisht	частично
pjesërisht	отчасти
kishë	часовне
kishë	церковь
kishë	церкви
model	модели
model	образец
model	model
model	модель
metoda	способ
metoda	метод
metoda	методы
kina	china
kina	китай
nxënës	учащиеся
nxënës	ученики
nxënës	студентов
nxënës	студенты
nxënës	ученики
nxënës	зрачки
nxënës	учащиеся
nxënës	школьники
nxënës	ученик
nxënës	студентка
nxënës	ученик
nxënës	студент
nxënës	ученик
interes	проценты
interes	интерес
interes	заинтересованность
interes	интересы
çështjet	вопросы
çështjet	проблемы
antonio	антонио
viii	viii
relativisht	сравнительно
relativisht	относительно
trupave	войска
trupave	войска
ministria	министерство
hapi	шаг
shprehur	выражено
shprehur	выразил
shprehur	выраженное
shprehur	выраженные
shprehur	выраженную
mbahet	провел
ndahen	разделены
ndahen	отдельная
ndahen	отделить
ndahen	отдельный
ndahen	отдельное
ndërtesa	строительство
ndërtesa	здание
ndërtesa	зданий
ndërtesa	здания
italisht	итальянское
italisht	итальянский
italisht	итальянцы
italisht	итальянские
italisht	итальянская
italisht	италии
muzeu	музей
klima	климат
klima	климата
vlerësuar	оценили
vlerësuar	оценил
christian	кристиан
christian	христианин
christian	христиане
christian	христианство
christian	христиан
greqia	греции
greqia	грецию
greqia	греция
baba	баба
baba	бабы
baba	пап
baba	папа
baba	отец
baba	отче
baba	отец
rumani	румыния
rumani	румынии
mësuar	научилась
mësuar	узнал
mësuar	научился
porta	врата
porta	ворота
porta	порта
ushtri	армии
ushtri	армия
gazetar	журналист
gazetar	журналистка
gazetar	репортер
gazetar	репортёр
grupet	группы
grupet	групп
detyrën	долг
detyrën	обязанность
krahasim	сопоставление
krahasim	сравнение
krahasim	сравнения
abu	абу
krahina	область
krahina	провинция
richard	ричард
ndryshim	перемены
ndryshim	изменение
ndryshim	изменения
ndryshim	изменить
ndryshim	сменить
ndryshim	отличие
ndryshim	различие
ndryshim	разница
ndryshim	различия
vlen	стоит
ekonomi	экономика
ekonomi	экономия
ekonomi	экономика
sytë	глаз
sytë	глаза
sytë	глазки
rus	русская
rus	русские
rus	российская
rus	русский
rus	русь
uçk	оак
kodër	холм
kodër	хилл
kodër	hill
veprim	меры
veprim	действий
veprim	действие
veprim	действия
veprim	акция
ndaluar	запрещена
ndaluar	запрещенные
ndaluar	запретный
ndaluar	запрещается
ndaluar	запрещено
ndaluar	запрещена
ndaluar	запрещены
ndaluar	запрещен
ndaluar	запрещено
pozita	должности
pozita	позиции
shoqëria	общество
shoqëria	общества
shoqëria	дружбы
shoqëria	дружба
master	мастер
master	хозяин
master	master
punimet	работает
themelues	основание
themelues	основатель
themelues	основателя
dobët	обморок
dobët	слабый
dobët	слабая
dobët	слабо
dobët	слабым
dobët	слабые
dobët	слабый
lokal	местная
lokal	локальные
lokal	местных
lokal	местное
lokal	местный
lokal	местные
moment	момент
moment	минута
direkt	прямая
direkt	direct
direkt	прямые
direkt	директ
direkt	напрямую
direkt	непосредственно
isa	иса
isa	isa
politika	политики
politika	политика
kryeqytet	столица
kryeqytet	капитал
kryeqytet	capital
besim	вере
besim	веру
besim	вера
besim	уверенность
besim	доверие
besim	доверие
besim	доверять
besim	довериться
besim	вера
besim	уверен
besim	уверенность
besim	уверенно
besim	уверены
pushteti	власть
pushteti	сила
pushteti	мощь
pushteti	power
pushteti	мощность
pop	поп
pop	pop
website	вебсайт
website	сайт
feja	религии
feja	религия
pastër	чистые
pastër	чистая
pastër	чисто
pastër	чистый
pastër	очистить
pastër	чистой
pastër	чистая
pastër	чистые
pastër	чисто
pastër	чистый
pastër	чистое
stil	style
stil	стиль
studio	студии
studio	studio
studio	студия
fazën	этапе
fazën	стадия
fazën	фаза
fazën	этап
islamike	исламские
islamike	исламская
islamike	исламский
islamike	исламское
islamike	исламистских
vëllai	братец
vëllai	брат
serbë	сербы
serbë	сербов
armatosura	вооруженный
armatosura	вооруженная
armatosura	вооруженных
verë	лето
verë	summer
verë	саммер
verë	летний
verë	вина
verë	вино
kuptohet	поняли
kuptohet	понял
gjëra	вещи
gjëra	вещи
urbane	городское
urbane	городские
urbane	городских
erës	мельница
erës	ветер
erës	ветра
teksti	текста
teksti	текст
ligjore	юридический
ligjore	правовая
ligjore	правовой
ligjore	юридическая
përpjekjet	усилия
përpjekjet	попытки
personal	личная
personal	личные
personal	личное
personal	личного
personal	личный
ndarja	обмена
ndarja	раздел
ndarja	расставание
ndarja	разлука
bregdetare	прибрежных
bregdetare	прибрежные
kompani	компания
kompani	company
kompani	рота
kompani	компании
kompani	компаниям
kompani	компании
kompani	компаний
tokësore	наземные
tokësore	земное
tokësore	сухопутные
tokësore	наземных
tokësore	земным
tokësore	земные
tokësore	земное
ekonomia	экономика
ekonomia	экономия
ekonomia	экономика
ari	ари
ari	мишка
ari	медвежонок
ari	медведь
ari	золотой
ari	золотая
ari	gold
ari	золото
ari	золотые
media	media
media	медиа
media	сми
dyte	секунда
dyte	второй
dyte	вторая
dyte	второе
dielli	sun
dielli	солнце
dielli	вс
dielli	сун
dielli	сунь
friedrich	фридрих
origjinale	подлинные
origjinale	подлинного
origjinale	подлинный
origjinale	оригинальная
origjinale	оригинально
origjinale	оригинальные
origjinale	первоначального
origjinale	оригинальный
origjinale	оригинал
anije	суда
anije	кораблей
anije	корабли
anije	судно
anije	корабль
anije	лодке
anije	лодка
anije	лодку
anije	яхта
qëndroi	стояли
qëndroi	стоял
qëndroi	стояла
indi	индию
indi	индия
indi	индии
shoqëri	компания
shoqëri	company
shoqëri	рота
shoqëri	компании
shoqëri	общество
shoqëri	общества
gjak	кровь
gjak	blood
gjak	крови
përrua	крик
përrua	ручей
egjipt	египет
xii	xii
lule	цветы
lule	цветочки
lule	цветочек
lule	цветок
pyll	лесу
pyll	вудс
pyll	лес
pyll	леса
pyll	лесных
pyll	лес
speciale	особая
speciale	специальный
speciale	специального
speciale	специальная
speciale	специальные
speciale	специальное
carlos	карлос
makina	machine
makina	машина
makina	аппарат
makina	машину
makina	автомобиль
makina	car
makina	вагон
makina	машина
makina	автомобили
makina	машины
përshkruar	описано
përshkruar	описал
përshkruar	описаны
përshkruar	описанные
producent	производитель
producent	продюсер
përfaqëson	представляет
gjatësia	длину
gjatësia	протяженность
gjatësia	длина
gjatësia	продолжительность
trojet	основания
përshtatshme	соответствующих
përshtatshme	уместно
përshtatshme	подходящих
përshtatshme	подходящий
përshtatshme	подходящее
përshtatshme	подходит
përshtatshme	подходящие
arabisht	арабская
arabisht	арабский
berlin	берлин
kitarë	гитару
kitarë	гитара
kitarë	гитары
përgatitur	приготовиться
përgatitur	подготовиться
përgatitur	подготовить
përgatitur	подготовленный
përgatitur	подготовлена
përgatitur	подготовленные
përgatitur	подготовлено
përgatitur	подготовлен
anti	анти
mbajt	провел
flasin	поговорить
flasin	разговор
flasin	говорить
flasin	разговоры
flasin	говорите
flasin	говорить
flasin	говори
gur	камень
gur	стоун
gur	stone
gur	скала
gur	камень
gur	рок
gur	rock
special	особая
special	специальный
special	специального
special	специальная
special	специальные
special	специальное
dendësia	плотность
vone	опаздывает
vone	поздний
vone	поздно
vone	опоздал
figurë	имидж
figurë	картинка
figurë	образ
figurë	изображения
figurë	изображение
figurë	фигура
figurë	диаграмма
figurë	рисунок
figurë	цифра
përshkruan	изображает
përshkruan	описано
përshkruan	описывает
përshkruan	контуры
përshkruan	наброски
organet	органы
organet	органов
shokët	приятели
shokët	друзей
shokët	друзья
trajneri	тренер
gjermanisht	немецкая
gjermanisht	немецкие
gjermanisht	немец
gjermanisht	немецкое
gjermanisht	германии
gjermanisht	немецкий
sërish	опять
sërish	вновь
sërish	снова
aftë	квалифицированный
aftë	квалифицированные
aftë	квалифицированных
aftë	способные
aftë	способных
aftë	способная
aftë	способный
teatrin	кинотеатр
teatrin	театр
teatrin	театр
marre	принято
marre	принятых
marre	взяты
spanjolle	испанская
spanjolle	испанский
askush	никому
askush	никто
american	американский
american	американские
american	американская
american	american
american	американских
american	американец
moshë	возраст
hindu	индуистских
air	воздух
air	air
prapa	назад
prapa	back
prapa	спина
prapa	обратно
prapa	задняя
prapa	тыл
prapa	сзади
prapa	задних
veprimet	действия
veprimet	меры
kategorisë	категория
kategorisë	категории
japonia	japan
japonia	японии
japonia	япония
gjysmën	половины
gjysmën	половина
gjysmën	половину
gjysmën	наполовину
vendas	местная
vendas	локальные
vendas	местных
vendas	местное
vendas	местный
vendas	местные
vendas	внутренние
vendas	родной
beograd	beograd
beograd	белграде
beograd	белград
arkeologjik	археологических
arkeologjik	археологических
grua	женщину
grua	женщина
niveli	уровень
niveli	уровня
niveli	level
mysliman	мусульманских
mysliman	мусульманские
mysliman	мусульманин
mysliman	мусульмане
klub	club
klub	клуб
përmbledhje	резюме
përmbledhje	сводка
përmbajtja	содержимое
përmbajtja	контент
përmbajtja	материалы
përmbajtja	содержание
përmbajtja	содержимое
austro	австро
çlirimtare	освобождения
çlirimtare	освобождение
qytetare	гражданская
qytetare	гражданских
qytetare	гражданский
qytetare	гражданин
qytetare	гражданина
tradita	традиция
tradita	традиции
tradita	традиции
tradita	традиций
della	делла
panjohur	неизвестное
panjohur	неизвестный
panjohur	неизвестно
panjohur	неизвестная
panjohur	неизвестен
copa	куски
copa	кусочки
elementet	элементы
giovanni	джованни
lëshuar	выпущено
lëshuar	издан
lëshuar	выдано
lëshuar	изданы
lëshuar	выпущено
lëshuar	освобождены
lëshuar	выпустила
lëshuar	выпущен
lëshuar	выпущена
mesëm	средняя
mesëm	средних
mesëm	средний
mesëm	среднее
mesëm	средние
dukshëm	заметно
dukshëm	видна
dukshëm	виден
dukshëm	видны
dukshëm	видимые
dukshëm	видимых
das	дас
official	официальных
official	официальное
official	официальный
official	официальная
official	официальные
dashuria	любить
dashuria	love
dashuria	люблю
dashuria	любовь
dashuria	любим
shfaqur	показаны
shfaqur	показана
shfaqur	показано
shfaqur	показан
shfaqur	отображаться
shfaqur	отображается
shfaqur	выставлены
shfaqur	показано
akademia	академии
akademia	академия
free	свободно
free	бесплатно
free	свободный
free	свободной
free	бесплатный
free	бесплатные
det	моря
det	море
