フランチェスコ	francesco
起業	företagare
起業	företagsamhet
起業	företagande
起業	entreprenörskap
欠陥	defekt
未完	oavslutade
未完	ofärdiga
コブラ	kobra
コブラ	cobra
シスター	syster
シスター	sister
グリル	grill
グリル	grillen
グリル	grillning
脂肪	fet
脂肪	fett
脂肪	tjock
回顧	retrospektiv
アーネスト	ernest
眠る	viloläge
眠る	sova
眠る	sömn
眠る	sov
天台宗	tiantai
全盛期	glansdagar
アスレチック	atletisk
彼氏	pojkvän
彼氏	pojkvännen
エミー	amy
迫害	förföljelser
迫害	förföljelse
迫害	förföljelsen
迫害	förföljda
迫害	förföljd
迫害	förföljde
迫害	förföljt
迫害	förföljs
左近	sakon
勧誘	ofredande
手数料	kommissionens
手数料	kommission
手数料	provision
手数料	kommissionen
手数料	avgift
手数料	arvode
手数料	avgifter
手数料	arvode
バドミントン	badminton
ザック	zac
陶器	keramik
スクリプト	manus
スクリプト	skript
スクリプト	manus
スクリプト	skript
トライアングル	triangeln
トライアングル	triangel
溶岩	lava
フィニッシュ	slutför
フィニッシュ	avsluta
異端	kätteri
異端	kätterska
真似	härma
真似	imitera
真似	imiterar
真似	härma
フン	hun
ハス	lotus
メグ	meg
ボールド	djärvt
ボールド	djärv
ボールド	vågat
ボールド	djärva
ボールド	fetstil
トッド	todd
入浴	bada
入浴	badplats
入浴	badande
入浴	bad
入浴	bath
入浴	badkar
須磨	suma
ハング	hung
ハング	hängt
ハング	hängd
ハング	hängde
ハング	hang
ハング	häng
ハング	hänga
流体	vätska
流体	vätskor
ジュネーヴ	genève
ハーバート	herbert
お菓子	godis
お菓子	sötsaker
お菓子	karameller
未完成	oavslutade
未完成	ofärdiga
未完成	ofullständig
未完成	ofullständiga
未完成	ofullständigt
圭介	keisuke
ブレーメン	bremen
宮澤	miyazawa
チューブ	rör
チューブ	tub
ヒゲ	skägg
林業	skogsbruk
浄土宗	jodo
変装	förklädnad
変装	förklädda
変装	förtäckt
変装	förklädnader
祐介	yusuke
軍需	krigsmateriel
シグナル	signaler
シグナル	signalerna
シグナル	signalerar
シグナル	signal
シグナル	signalera
オリーブ	olive
オリーブ	oliver
面接	intervjun
面接	intervjua
面接	intervju
ダイエット	banta
ダイエット	dieten
ダイエット	kost
ダイエット	kosthållning
ダイエット	diet
ダブリン	kungälv
ダブリン	dublin
信念	faith
信念	tron
信念	tro
信念	tron
信念	tro
信念	övertygelse
信念	övertygelser
スチュアート	stuart
ワイヤー	tråd
ワイヤー	ståltråd
ワイヤー	kablar
ワイヤー	sladdar
アルブレヒト	albrecht
バレル	fat
バレル	tunna
サンティアゴ	santiago
雅人	masato
碑文	inskription
碑文	inskriptioner
一樹	kazuki
ブルターニュ	bretagne
ブルターニュ	brittany
審判員	domare
さゆり	sayuri
スレッド	konversation
スレッド	samtal
スレッド	konversationer
スレッド	konversationen
スレッド	trådar
スレッド	tråden
スレッド	tråd
スレッド	konversationer
スレッド	samtal
正和	shōwa
ドラキュラ	dracula
ルネ	rené
ルネ	rené
ルネ	rene
桟橋	pir
桟橋	pier
亜鉛	zink
グラハム	graham
正博	masahiro
デューク	hertig
デューク	duke
語彙	vokabulär
語彙	ordförråd
コーディネーター	samordnare
ソナー	sonar
充電	laddning
充電	laddar
充電	laddning
グラブ	greppa
バーミンガム	birmingham
マイヤー	meyer
リリー	lily
リリー	lilja
大工	snickare
大工	carpenter
大工	snickare
停泊	förtöjning
隠岐	oki
チャイ	chai
ワクチン	vacciner
ワクチン	vaccin
ワクチン	vacciner
ワクチン	vaccin
監獄	fängelset
監獄	prison
監獄	fängelse
監獄	fängelserna
監獄	fängelser
デラウェア	delaware
売る	säljer
売る	sälja
売る	sälj
破片	spillror
破片	bråte
スポーツカー	sportscar
桃園	taoyuan
ペーター	petrus
ペーター	peter
買い物	shopping
既婚	gifta
既婚	gifte
既婚	gift
陽性	positivt
陽性	positiv
陽性	positiva
チョーク	krita
チョーク	kväva
四十	fyrtio
四十	forty
エコー	eko
エコー	ekar
エコー	echo
同調	överensstämmelse
スイング	sving
スイング	gunga
スイング	svinga
スイング	swing
クランク	crank
コミュニティー	communityn
コミュニティー	gemenskapen
コミュニティー	gemenskap
コミュニティー	samhälle
コミュニティー	community
施策	politik
施策	policyer
トラクター	traktorer
トラクター	traktor
カリスマ	karisma
カリスマ	utstrålning
カリスマ	karismatisk
吹く	smäller
吹く	blåser
下着	kalsonger
下着	underkläder
淡水	sötvatten
分泌	sekretion
ドキドキ	spännande
驚き	överraskad
驚き	överraskning
驚き	överraska
ジェフリー	jeffrey
廃墟	förstöra
廃墟	ruin
廃墟	ruinerna
廃墟	ruiner
廃墟	ruin
深度	djup
深度	djupet
配当	utdelning
配当	utdelningen
配当	fördelning
配当	distribution
配当	utdelning
配当	utdelningar
故意	avsiktlig
故意	avsiktliga
故意	avsiktligt
故意	avsiktlig
故意	avsiktliga
故意	avsiktligt
故意	avsiktligt
故意	uppsåtligen
ニコ	nico
ニコ	niko
クロム	chrome
クロム	krom
クロム	krom
生き方	livsstilen
生き方	livsstil
預言	profetian
預言	profetia
預言	profetior
掲示	publicerar
掲示	bulletin
パスポート	passen
パスポート	pass
パスポート	passet
パスポート	pass
カロリー	kalorier
カロリー	kalorier
消化	matsmältning
ヘビ	orm
ヘビ	ormen
ヘビ	snake
ヘビ	ormar
膨張	utökning
膨張	utbyggnad
膨張	expansion
膨張	utvidgning
バッジ	bricka
バッジ	märken
バッジ	brickor
バッジ	utmärkelser
残酷	grym
残酷	grymma
ペナルティ	påföljd
ペナルティ	straff
フェンス	staket
フェンス	stängsel
船員	sailor
船員	sjöman
フォレスト	forrest
フォレスト	skog
フォレスト	skogs
フォレスト	skogen
フォレスト	forest
クラッチ	koppling
見習い	lärlingar
見習い	lärling
見習い	lärling
見習い	praktikant
黙示録	apokalyps
枢機卿	kardinal
枢機卿	kardinalen
メソッド	metoden
メソッド	metod
メソッド	metoderna
メソッド	metoder
スチュワート	stewart
スランプ	svacka
スギ	cedar
賭博	spel
賭博	spelberoende
賭博	spelande
賭博	hasardspel
コップ	kopp
コップ	bägare
コップ	cup
母国	fosterland
母国	fosterlandet
視界	sikt
視界	synlighet
ニッケル	nickel
反響	ekar
反響	eko
反響	ekar
反響	echo
プラットホーム	plattformen
プラットホーム	plattform
カルチョ	calcio
スーザン	susan
ハイチ	haiti
ハイチ	haitiska
洗浄	tvättar
洗浄	tvättning
洗浄	tvätt
洗浄	städning
洗浄	rensning
洗浄	städar
洗浄	rengöring
不祥事	skandal
不祥事	skandalen
不祥事	skandaler
不祥事	skandaler
委任	delegation
委任	delegationen
委任	mandatperiod
委任	mandat
委任	mandatet
祭壇	altaret
祭壇	altare
シエラ	sierra
新一	shinichi
ボローニャ	bologna
ヤギ	getter
ヤギ	get
ヤギ	getter
ワークショップ	verkstäder
ワークショップ	seminarier
ワークショップ	workshops
ワークショップ	verkstad
ワークショップ	workshop
ワークショップ	seminarium
ワーグナー	wagner
金庫	säkert
金庫	kassaskåp
金庫	säker
金庫	säkra
金庫	kassaskåp
慎吾	shingo
充当	anslag
被告人	anklagades
被告人	anklagad
被告人	anklagas
被告人	anklagade
被告人	åtalad
被告人	svaranden
被告人	svarande
バトン	baton
睡眠	viloläge
睡眠	sova
睡眠	sömn
睡眠	sov
モノクロ	svartvit
洗濯	tvättar
洗濯	tvättning
洗濯	tvätt
洗濯	tvättstuga
洗濯	tvätt
天童	tendo
ツル	kran
ツル	crane
リヒャルト	rikard
リヒャルト	richard
リヒャルト	rickard
裏側	tillbaks
裏側	tillbaka
裏側	bakåt
裏側	rygg
裏側	backa
レズビアン	lesbiska
レズビアン	flata
レズビアン	lesbisk
レズビアン	lesbiska
芸者	geisha
チャップリン	chaplin
吸気	inandning
吸気	inandning
吸気	inhalation
祝福	välsignelse
祝福	välsignelsen
祝福	välsignelser
祝福	välsignelse
祝福	välsignat
祝福	välsignade
祝福	välsignad
林檎	äpple
林檎	apple
ロナルド	ronald
ランニング	springa
ランニング	running
ランニング	löpning
ランニング	kör
ランニング	rinnande
高尾	takao
古谷	furuya
届出	anmälan
届出	underrättelse
レスキュー	räddning
レスキュー	rädda
レスキュー	undsättning
土居	doi
委嘱	delegation
委嘱	delegationen
委嘱	kommissionens
委嘱	kommission
委嘱	provision
委嘱	kommissionen
アンドレア	andrea
パンダ	panda
ハク	haq
冗談	skämt
冗談	skämta
冗談	skämtar
冗談	skämtar
お気に入り	favorit
お気に入り	favorit
お気に入り	favoriter
お気に入り	favoriten
お気に入り	favorit
お気に入り	favoriter
ロッカー	rocker
ロッカー	skåp
ロッカー	skåp
トゥルー	sanna
トゥルー	sann
トゥルー	sant
トゥルー	true
ヨット	yacht
ヨット	yachter
シェーン	shane
ダイナミック	dynamisk
ダイナミック	dynamiskt
ダイナミック	dynamic
ダイナミック	dynamiska
ラバウル	rabaul
飛行船	luftskepp
陶芸	keramik
エリオット	elliott
エリオット	elliot
まみ	mami
フットサル	futsal
消去	radering
消去	raderar
消去	sudda
消去	radera
ストライカー	striker
真木	maki
バイザー	visir
バイザー	visor
ハンプシャー	hampshire
テント	tält
テント	tält
リソース	resurs
リソース	resursen
リソース	medel
リソース	resurser
粛清	rensa
粛清	rensar
セリ	seri
崇拝	dyrkar
崇拝	dyrka
崇拝	gudstjänst
崇拝	tillbedjan
崇拝	tillbe
崇拝	dyrkan
ワトソン	watson
値段	pris
値段	price
値段	priset
藤森	fujimori
快適	bekvämt
快適	bekväm
快適	bekvämt
快適	behagligt
快適	bekväma
快適	bekväm
足跡	fotspår
足跡	fotavtryck
足跡	fotspår
足跡	fotavtryck
ロベール	robert
バスケ	basket
バスケ	basketboll
獣医	veterinärer
獣医	veterinär
獣医	veterinären
獣医	veterinär
房総	boso
ヴァージン	oskuld
ヴァージン	virgin
ヴァージン	jungfru
和音	ackord
帝政	imperiet
帝政	imperium
帝政	rike
帝政	empire
動揺	upprörd
動揺	upprörda
タブレット	surfplatta
タブレット	tablett
麻酔	anestesi
麻酔	narkos
阿弥陀如来	amida
人魚	sjöjungfru
ジュエル	juvel
ジュエル	jewel
サンチェス	sanchez
サンチェス	sánchez
文字通り	bokstavligen
文字通り	bokstavligt
目的地	destination
目的地	destinationen
目的地	resmål
マルチメディア	multimedia
オーラ	aura
ディープ	djup
ディープ	djupa
ディープ	deep
ディープ	djupt
マリアナ	mariana
アマゾン	amazon
アマゾン	amazonas
義雄	yoshio
年数	years
年数	åratal
年数	åren
年数	år
サイコロ	tärningar
サイコロ	tärning
不自然	onaturliga
不自然	onaturligt
コロナ	corona
切符	biljetterna
切符	biljetter
切符	biljett
教義	dogm
教義	creed
教義	doktrin
教義	doktrinen
オメガ	omega
富豪	miljonärer
両面	duplex
地雷	gruvor
地雷	gruva
地雷	minor
ホッケー	ishockey
ホッケー	hockey
かもめ	fiskmås
マダガスカル	madagaskar
事績	prestationer
事績	bedrifter
事績	prestation
キタ	kita
上告	överklaga
上告	överklagande
上告	överklagandet
上告	överklagan
カートリッジ	patroner
カートリッジ	kassett
カートリッジ	patron
トレイル	spår
臓器	organen
臓器	organ
臓器	organ
臓器	organet
コロンボ	colombo
水銀	mercury
水銀	kvicksilver
ニース	snyggt
ニース	trevligt
ニース	fint
ニース	fina
ニース	snygg
ニース	snygga
ホモ	homo
ユニーク	unik
ユニーク	unika
ユニーク	unikt
ステアリング	styrning
敏郎	toshiro
城郭	slott
アドリア	adria
浄化	rening
浄化	rena
浄化	rensa
音節	stavelse
音節	stavelser
縁起	engi
今野	konno
シダ	fern
曽根	sone
炎症	provocerande
炎症	inflammatoriska
炎症	inflammatorisk
炎症	inflammation
ダンカン	duncan
カッパ	kappa
長江	yangtze
摩擦	friktion
ドーン	gryning
ドーン	dawn
ドーン	gryningen
芝生	gräsmatta
芝生	gräsmattan
久々	usch
エヴァンゲリオン	evangelion
悪役	skurk
実効	effektiviteten
実効	effektivitet
実効	ändamålsenligt
実効	effektiva
実効	effektiv
実効	effektivt
セナ	senna
アルマ	alma
ルナ	luna
オリオン	orion
謙信	kenshin
ルーシー	lucy
ウィリー	willy
ステータス	status
ステータス	ställning
アロン	aaron
アロン	aron
アロン	aron
四川省	sichuan
柔軟	flexibilitet
イングリッシュ	swedish
イングリッシュ	engelska
浮気	otrohet
浮気	fuskar
浮気	fusk
浮気	fuska
浮気	affär
マッサージ	massage
マッサージ	massage
捕鯨	valfångst
劣化	försämrad
劣化	försämring
劣化	försämringar
劣化	nedbrytning
工具	verktyget
工具	verktyg
上海市	shanghai
オナニー	onani
クイック	snabbt
クイック	snabb
クイック	snabba
リニア	linjär
リニア	linjära
リニア	linjärt
ワタ	speciosa
ラーマ	lama
ラーマ	rama
浄土真宗	jodo
卓也	takuya
接着	friktion
サンプリング	prov
サンプリング	stickprov
サンプリング	urval
サンプリング	stickprov
サンプリング	provtagning
必死	förtvivlat
必死	desperat
必死	desperata
必死	desperat
失効	upphörde
失効	utgångna
ねずみ	mus
経典	sutra
オセアニア	oceanien
大気圏	atmosfär
大気圏	stämning
不審	misstänkta
不審	misstänksamma
不審	misstänksam
不審	misstänkt
リサイクル	återvinna
リサイクル	återvinning
リサイクル	återanvändning
チェン	cheng
隠す	dölj
隠す	dölja
隠す	gömma
隠す	göm
グラフィックス	grafik
マニ	mani
カモ	änder
カモ	ankor
カモ	anka
カモ	duck
無意味	meningslös
無意味	meningslösa
無意味	meningslöst
ビーズ	pärla
ビーズ	pärlor
無敗	obesegrade
精製	raffinerade
精製	raffinerat
精製	raffinerad
精製	förfina
精製	precisera
精製	raffinering
責め	klandra
スナック	mellanmål
スナック	tilltugg
スナック	mellanmål
スナック	snacks
グリップ	greppet
グリップ	grepp
ペダル	trampa
アレクサンドロス	aleksandr
アレクサンドロス	alexander
ビザ	visum
紀子	noriko
トレス	tres
スタック	stapla
スタック	stack
ヴァルター	walther
ヴァルター	walter
悪性	elakartad
悪性	maligna
満期	mognad
満期	löptid
満期	förfaller
強要	tvång
強要	tvång
隙間	mellanrum
隙間	öppningar
隙間	luckor
ギャンブル	spel
ギャンブル	spelberoende
ギャンブル	spelande
ギャンブル	hasardspel
オリバー	oliver
庇護	beskydd
長谷	hase
ハリソン	harrison
育児	barnomsorg
育児	barnomsorgen
フリート	flotta
フリート	flottan
風力	gale
強姦	raps
強姦	våldta
強姦	våldtäkter
強姦	våldtäkt
湖畔	lakeside
センチュリー	sekel
センチュリー	århundrade
センチュリー	århundradet
リカルド	ricardo
スルタン	sultan
バッグ	bag
バッグ	väska
バッグ	påse
バッグ	påsar
バッグ	väskor
バッグ	säckar
画質	kvalité
画質	kvalitet
画質	kvaliteten
飽和	mättad
飽和	mättade
シャア	sha
カヤ	kaya
福音書	evangelium
侮辱	förolämpning
侮辱	förolämpa
ロブ	råna
ロブ	rob
ロブ	robb
平衡	jämvikt
ダーウィン	darwin
乗馬	ridning
乗馬	rider
乗馬	rida
粘土	lera
粘土	clay
幸一	koichi
占有	innehav
占有	besittning
モナ	mana
モナ	mona
信雄	nobuo
肝臓	lever
肝臓	levern
アンゴラ	angola
アンゴラ	angolanska
味噌	miso
ノック	knackade
ノック	knackar
ノック	knacka
ノック	nok
ジェシカ	jess
ジェシカ	jessica
停戦	vapenstillestånd
停戦	vapenvila
停戦	eldupphör
真ん中	medelväg
真ん中	mitten
真ん中	mellersta
真ん中	middle
ペイント	måla
ペイント	färg
ペイント	målarfärg
ピーチ	persika
ピーチ	peach
滑らか	slät
滑らか	jämn
滑らか	slätt
滑らか	smidigt
滑らか	smidig
ハイランド	highland
クッパ	bowser
完備	kompletta
完備	fullständigt
完備	slutför
完備	komplett
完備	fullständig
白血病	leukemi
アングル	vinkeln
アングル	vinkel
アングル	vinklar
アングル	infallsvinklar
冷たい	kallt
冷たい	förkylning
冷たい	kall
冷たい	cold
冷たい	kyla
ホノルル	honolulu
ハンプトン	hampton
ラウンジ	lounge
ラウンジ	salong
ディーラー	återförsäljare
ディーラー	handlare
ディーラー	givare
デーモン	demon
除隊	urladdning
除隊	ansvarsfrihet
ナイス	snyggt
ナイス	trevligt
ナイス	fint
ナイス	fina
ナイス	snygg
ナイス	snygga
ケヴィン	kevin
信条	creed
入札	bud
入札	budgivning
シルエット	silhuett
エディンバラ	edinburgh
エディンバラ	kapstaden
中性子	neutron
パノラマ	panorama
パノラマ	panorama
クルト	kurt
反復	upprepningar
反復	repetition
反復	upprepning
ネイティブ	infödda
ネイティブ	inhemska
祐子	yuko
修道士	friars
ヴィレッジ	byn
ヴィレッジ	by
ヴィレッジ	village
ロジャース	rodgers
ロジャース	rogers
バレンタイン	valentin
バレンタイン	valentine
パチ	pati
ボルドー	bordeaux
ヴァンパイア	vampyr
ヴァンパイア	vampyrer
受け取り	fått
受け取り	mottaget
受け取り	fick
受け取り	mottagen
受け取り	mottagna
風刺	satir
仲裁	skiljedom
顕微鏡	mikroskop
検察官	åtal
検察官	åklagaren
検察官	åklagare
ボトル	flaskor
ボトル	flaska
ボトル	flaskan
ボトル	burk
ダイハツ	daihatsu
神風	kamikaze
クォーター	kvartalet
クォーター	kvartal
クォーター	kvart
クォーター	fjärdedel
グリッド	raster
グリッド	rutnät
リチウム	litium
わがまま	själviska
わがまま	egoistisk
わがまま	självisk
わがまま	egoistiska
もみ	momi
ラバー	gummi
便所	toaletterna
便所	toaletter
インタラクティブ	interaktiv
インタラクティブ	interaktiva
インタラクティブ	interaktivt
セール	försäljning
セール	rea
セール	salu
アグネス	agnes
フェス	fez
フェルナンデス	fernández
フェルナンデス	fernandez
フェルナンデス	fernandes
用紙	paper
用紙	pappers
用紙	papper
パラオ	palau
ミナ	mina
快楽	njutning
快楽	nöje
ヒール	läka
ヒール	läker
ヒール	hela
ヒール	häl
ヒール	hälen
ヒール	klack
しみ	fläckar
しみ	fläck
均衡	jämvikt
きれい	rena
きれい	städa
きれい	ren
きれい	rent
きれい	clean
気球	ballong
イケメン	stilig
イケメン	snygg
イケメン	snygga
ディラン	dylan
メンフィス	memphis
フィルタ	filter
フィルタ	filtrera
フィルタ	filtret
フィルタ	filter
フィルタ	filtrerar
ヴォルフガング	wolfgang
チコ	chico
蒸発	avdunstar
蒸発	avdunstning
ココ	coco
ココ	koko
スクリュー	skruv
スクリュー	skruva
祈祷	böner
祈祷	bön
募金	donationer
募金	donation
募金	gåva
募金	donera
募金	skänk
募金	gåvor
募金	donationer
オリエント	orienten
オーランド	åland
オーランド	orlando
作物	odlingar
作物	gröda
作物	grödor
パウンド	pund
シャーロック	sherlock
スタッド	stade
スタッド	hingsten
スタッド	hingst
ギガ	giga
リッター	ritter
逸脱	avvikande
村人	byborna
村人	bybor
トカゲ	ödlor
トカゲ	ödlor
トカゲ	ödlan
トカゲ	ödla
参道	tillvägagångssätt
参道	inflygning
飢饉	hungersnöd
飢饉	svält
飢饉	hungersnöden
ピストル	pistol
布教	förökning
ブランチ	gren
ブランチ	filial
ブランチ	branch
ブランチ	grenen
別館	annex
別館	bilaga
別館	bilagan
聖歌	psalm
聖歌	psalmer
漁師	fiskare
漁師	yrkesfiskare
漁師	fiskare
ガーナ	ghana
ミレニアム	millennium
ミレニアム	årtusende
なぜなら	eftersom
塩素	klor
釈迦	shaka
つぼみ	knoppar
ジェニファー	jennifer
クレイグ	craig
パッチ	fläckar
パッチ	plåster
パッチ	plåster
パッチ	patch
アイザック	isaac
アイザック	isak
美学	estetik
死別	änka
死別	änkling
筆記	skriftliga
筆記	skrivet
筆記	skrivit
筆記	skriftligt
筆記	skrivna
筆記	skrivande
筆記	skrift
筆記	skrivning
筆記	skriva
筆記	skriver
セバスチャン	sebastian
レコーダー	bandspelare
ダイアナ	diana
リハビリ	rehabilitering
リハビリ	återställande
リハビリ	återuppbyggnad
バーゼル	basel
テリア	terrier
苦情	klagomål
苦情	klagomål
二階	övervåningen
代名詞	pronomen
静脈	vener
静脈	ådror
静脈	ven
チューン	stäm
ノルマンディー	normandie
ハウ	howe
合法	lagligt
合法	äkta
合法	legitimt
開示	offentliggörande
開示	utlämnande
開示	avslöjande
信之	nobuyuki
エデン	eden
デザート	efterrätt
デザート	dessert
デザート	öken
デザート	öknen
デザート	desert
デザート	desserter
リバイバル	väckelse
動脈	artär
動脈	artärer
ツイッター	twitter
発熱	feber
リュック	ryggsäck
リュック	luc
忍び	shinobi
織物	textil
織物	textilier
織物	vävning
織物	tyg
織物	väv
織物	textil
織物	textilier
ペスト	pest
ペスト	pesten
ペスト	pest
ペスト	skadedjur
礼儀	artighet
ボンド	bond
グロス	gross
グロス	brutto
ヴィーナス	venus
ゴリラ	gorilla
ゴリラ	gorillor
ゴリラ	gorillan
ゴリラ	gorillor
リサイタル	skäl
フリッツ	fritz
ブランコ	blanco
堀越	horikoshi
ニトロ	nitro
ジュゼッペ	giuseppe
竜巻	tornado
竜巻	tornadon
竜巻	tornados
健治	kenji
ダイヤル	ringa
苦悩	vånda
苦悩	plågor
苦悩	vånda
苦悩	kval
ゴリ	gori
ゴア	goa
ゴア	gore
ネブラスカ	nebraska
ポロ	polo
日没	solnedgång
日没	solnedgången
日没	sunset
日没	solnedgången
山東省	shandong
ミュラー	müller
ミュラー	mueller
ミュラー	muller
セルティックス	celtics
ディナー	middagar
ディナー	middag
白金	platina
パラグアイ	paraguay
パラグアイ	paraguayanska
ブカレスト	bukarest
不信	misstro
不信	misstroende
ジェシー	jesse
オオカミ	varg
オオカミ	wolf
オオカミ	vargen
コンタクト	kontakt
コンタクト	kontakta
バスケット	korgen
バスケット	korg
ザルツブルク	salzburg
万里	wanli
特製	specialitet
快感	njutning
快感	nöje
叔母	moster
叔母	tant
叔母	faster
空想	flott
パーソナル	personlig
パーソナル	personliga
パーソナル	personligt
百姓	bönder
段落	punkt
段落	stycke
段落	stycket
段落	styckena
段落	stycken
段落	punkterna
ハーモニー	harmoni
ハーモニー	harmony
やっと	slutligen
やっと	äntligen
アイディア	idé
アイディア	uppslag
アイディア	idéer
タイラー	tyler
アンプ	förstärkare
アンプ	förstärkare
宝物	skatter
宝物	skatt
宝物	skatter
礼子	reiko
マルクス主義	marxism
藤川	fujikawa
サーブ	tjäna
サーブ	serva
サーブ	servera
サーブ	tjänstgöra
サーブ	saab
イワン	ivan
ギフト	gåvor
ギフト	presenter
ギフト	present
ギフト	gåva
理性	anledning
理性	förnuft
理性	skäl
理性	orsak
恨み	agg
恨み	förbittring
朝比奈	asahina
ビスマルク	bismarck
構文	syntaktiskt
構文	syntax
ミキ	miki
光景	sevärdheter
光景	syn
光景	sikte
アインシュタイン	einstein
申し立て	omtvistade
申し立て	ifrågasatta
申し立て	omstridda
申し立て	ifrågasatt
申し立て	tvister
申し立て	tvist
申し立て	dispyt
エミリー	emelie
エミリー	emily
安い	snål
安い	snåla
安い	billigt
安い	billig
安い	billiga
ハーレム	harlem
サンズ	sands
ガイ	kille
ガイ	guy
ガイ	killen
プラット	platt
プラット	pratt
プラット	platte
矯正	rättelser
矯正	korrigeringar
バタフライ	fjäril
修業	lärlingsutbildning
最小限	minimera
最小限	minimala
最小限	minimal
最小限	minimalt
エレナ	elena
エレナ	jelena
クイーンズ	drottningar
クイーンズ	queens
コサック	kosacker
コサック	kosack
スペル	stavning
スペル	stava
スペル	förtrollning
スペル	besvärjelse
スペル	stavar
スペル	trollformel
チャレンジャー	challenger
チャレンジャー	utmanaren
チャレンジャー	utmanare
ホワイトハウス	whitehouse
プロポーズ	föreslå
プロポーズ	förslag
バント	bunt
パラレル	parallell
パラレル	parallella
パラレル	parallellt
ゴマ	sesam
サザン	sydlig
サザン	södra
図形	geometri
図形	form
ゲノム	genomet
デイヴ	dave
ドッキング	docka
ドッキング	förankra
ドッキング	dockning
マダム	madam
マダム	frun
マダム	madam
マダム	madame
平沢	hirasawa
トレント	trent
アーセナル	arsenal
請願	framställningar
請願	upprop
請願	framställning
アトランティック	atlantic
アトランティック	atlanten
アトランティック	atlantiska
美保	miho
メチル	metyl
幸田	koda
おば	moster
おば	tant
おば	faster
おば	mostrar
腐敗	nedbrytning
腐敗	sönderfall
視線	blick
ベイビー	bebis
ベイビー	älskling
備後	bingo
キルギス	kirgizistan
とにかく	iallafall
とにかく	hursomhelst
アダムス	adams
ブライト	ljust
ブライト	bright
ブライト	ljusa
参事官	rådsmedlemmar
参事官	kommunalråd
参事官	fullmäktige
トレーラー	släpvagn
トレーラー	släp
トレーラー	trailer
トレーラー	husvagn
毛皮	päls
コロシアム	coliseum
コロシアム	colosseum
コロシアム	colosseum
シンフォニー	symfoni
エスカレーター	rulltrappan
選任	förordnande
選任	möte
選任	utnämning
選任	tillsättning
選任	val
ゴールキーパー	målvakt
マグマ	magma
条文	tillhandahållande
条文	bestämmelse
条文	bestämmelser
条文	avsättningar
ニクソン	nixon
マリオン	marion
ごみ	kull
ごみ	kullen
ごみ	strö
ごみ	skräp
ごみ	sopor
ごみ	skräp
ハーブ	herb
ハーブ	örter
ハーブ	örter
フィアット	fiat
ドロシー	dorothy
カッター	cutter
ヒスパニック	latinamerikanska
チェ	choi
チェ	che
フェンダー	fender
キール	kir
キール	köl
キール	keel
ジョーク	skämt
ジョーク	skämta
ジョーク	skämt
フォスター	foster
みさき	misaki
クロスオーバー	crossover
孵化	luckan
孵化	lucka
孵化	hatch
コウモリ	fladdermus
コウモリ	bat
コウモリ	fladdermöss
バチカン	vatikanen
バール	bar
丹下	tange
編み	flätor
ヴィラ	vila
ヴィラ	villan
ヴィラ	villa
ヴィラ	villor
ユーモア	humoristisk
ユーモア	humor
ユーモア	humor
溶液	lösning
転覆	störta
ウイスキー	whiskey
ウイスキー	whisky
ウイスキー	whisky
バッキング	uppbackning
バッキング	backar
バッド	bad
バッド	dåligt
バッド	dåliga
バッド	dålig
ナシ	päron
アレクセイ	alexei
アレクセイ	aleksej
アレクサンドリア	alexandria
総局	direktoratet
ファゴット	fagott
エリザベート	elisabet
エリザベート	elisabeth
借用	låna
借用	lånar
誠実	uppriktighet
誠実	ärlighet
コンポーネント	beståndsdel
コンポーネント	komponenten
コンポーネント	komponent
コンポーネント	beståndsdelar
コンポーネント	komponenterna
コンポーネント	komponenter
聴覚	utfrågning
聴覚	hörande
聴覚	hörsel
簡潔	koncis
簡潔	kortfattad
簡潔	kortfattade
むつ	mutsu
トリガー	avtryckaren
トリガー	utlösande
トリガー	utlösa
イベリア	iberia
武内	takeuchi
イーグルス	eagles
イーグルス	örnar
刻印	stämpling
チューリップ	tulpaner
チューリップ	tulip
ガッツ	inälvor
ガッツ	tarmar
レニングラード	leningrad
リップ	slit
リップ	rip
コルト	colt
プランニング	planering
プランニング	planera
プランニング	planerar
曲面	yt
曲面	yta
煉瓦	tegelstenar
煉瓦	tegel
煉瓦	tegelsten
煉瓦	tegel
煉瓦	tegelsten
煉瓦	brick
ペイン	paine
ペイン	payne
ペイン	smärta
ペイン	pain
ペイン	smärtor
ペイン	värk
薬剤師	apotekare
薬剤師	farmaceut
自律	självständig
自律	autonoma
自律	självstyrande
自律	autonom
ポツダム	potsdam
ニコル	nicol
ニコル	nicole
嫌がらせ	trakassera
嫌がらせ	trakasserier
嫌がらせ	trakassera
名字	efternamn
ハーグ	haag
プロヴァンス	provence
ミーティング	möten
ミーティング	sammanträden
ミーティング	sammanträde
ミーティング	möte
ミーティング	mötet
カーペット	mattor
カーペット	matta
モンタナ	montana
カビ	mögel
カビ	mögel
カビ	formar
カビ	mögel
ギャップ	mellanrum
ギャップ	öppningar
ギャップ	luckor
ギャップ	mellanrum
ギャップ	lucka
ギャップ	gap
地層	strata
地層	stratum
アルス	ars
シェリー	cherie
シェリー	sherry
シェリー	shelly
乗り物	fordon
乗り物	fordon
乗り物	fordonets
乗り物	fordonet
ダニ	kryssa
ダニ	tick
ダニ	dani
伊奈	ina
暖房	uppvärmning
暖房	upphettning
暖房	värme
イネ	ine
数量	mängder
数量	kvantiteter
