категорія	categorie
допомогу	helpen
допомогу	hulp
допомогу	help
автомобілів	verhuur
отримати	terughalen
отримати	ophalen
отримати	halen
отримати	ophalen
отримати	krijgen
отримати	krijg
отримати	get
вам	ontwapend
адміністрації	administratie
адміністрації	toediening
служив	gediend
служив	opgediend
служив	geserveerd
ймовірно	waarschijnlijk
архітектор	architecten
архітектор	architect
гора	berg
гора	mount
гора	aankoppelen
гора	mons
гора	gora
тіло	lichaam
тіло	body
допомоги	steun
допомоги	hulp
допомоги	assistentie
допомоги	bijstand
усього	totaal
шоу	shaw
шоу	toon
шоу	tonen
шоу	weergeven
шоу	show
край	rand
край	edge
край	kray
край	kraj
підприємств	ondernemingen
діє	handelingen
діє	acts
взяв	nam
роберт	robert
українці	oekraïners
лейтенант	luitenant
політик	politica
політик	politicus
радіо	radio
змагання	competities
змагання	wedstrijden
змагання	concurrentie
змагання	mededinging
змагання	competitie
олімпійські	olympic
олімпійські	olympisch
лютому	februari
відсутність	weg
відсутність	ontbreken
відсутність	gemis
відсутність	gebrek
відсутність	afwezigheid
суд	arrest
суд	oordeel
суд	hof
населених	bewoond
населених	bewoonde
міститься	ingeperkt
міститься	bevatten
довідник	handboek
довідник	referentie
довідник	verwijzing
найбільших	grootste
автомобільний	automotive
автомобільний	automobiel
письменників	schrijvers
працюють	werk
працюють	arbeid
працюють	werken
північна	noorden
північна	noord
факти	feiten
дерева	bomen
обидва	allebei
обидва	beiden
обидва	beide
випадках	gelegenheden
випадках	gevallen
чемпіони	kampioenen
чемпіони	champions
йде	goes
йде	gaat
верхній	upper
верхній	bovenste
верхній	opper
верхній	top
верхній	bovenste
верхній	bovenkant
структура	structuur
звичайно	zeker
заклад	vestiging
заклад	inzet
заклад	weddenschap
заклад	inzetten
заклад	bet
заклад	wedden
починає	begint
млрд	miljard
млрд	biljoen
студії	atelier
студії	studio
будівля	bouwen
дати	data
дати	dadels
дати	datums
гравця	speler
гравця	player
особливості	eigenaardigheden
особливості	functies
особливості	kenmerken
властивості	eigenschap
властивості	eigendom
властивості	vastgoed
властивості	eigendommen
властивості	eigenschappen
колишні	voormalig
колишні	voormalige
борис	boris
лінія	line
лінія	lijn
південна	zuidelijk
південна	zuid
південна	zuiden
російською	russisch
російською	rus
російською	russische
граф	grafiek
граф	graf
мапа	plattegrond
мапа	kaart
художники	kunstenaars
художники	artiesten
характеристики	karakteristieken
характеристики	kenmerken
характеристики	eigenschappen
поховані	begraven
поховані	bedolven
писати	schrijven
донецька	donetsk
донецька	donets
велике	big
велике	groot
велике	grote
велике	velike
позначення	markering
позначення	markeren
позначення	aanwijzing
позначення	aanduiding
позначення	benaming
позначення	taggen
засоби	tools
засоби	gereedschap
засоби	gereedschappen
засоби	hulpmiddelen
засоби	handelswaar
засоби	koopwaar
засоби	betekend
засоби	betekent
думка	advies
думка	mening
сотні	honderden
лікування	behandeling
місяць	maandje
місяць	maand
місяць	maan
місяць	moon
училище	school
штаб	hoofdkantoor
штаб	hoofdkwartier
штаб	personeel
зони	zones
зони	versneld
зони	versnelde
спільно	gezamenlijk
спільно	gezamelijk
вокал	vocal
робить	doet
робить	drinker
робить	maakt
наш	onze
наш	ons
збори	montage
збори	assemblee
збори	assemblage
вага	gewicht
шість	zes
шість	six
максим	maksim
максим	maksym
максим	maximus
максим	maxim
максим	maxime
любов	ljoebov
любов	love
любов	liefs
любов	liefde
господарство	economie
наука	wetenschap
наука	wetenschappen
галактики	sterrenstelsels
середини	midden
китаю	china
китаю	porselein
збільшення	vergroting
збільшення	toenemend
збільшення	toenemende
золотий	golden
золотий	gouden
золотий	gulden
бас	basgitaar
бас	baars
бас	bas
бас	bass
маса	mass
маса	massa
позиція	positie
казахстану	kazachstan
сама	alone
сама	alleen
ресурси	hulpbron
ресурси	resource
ресурси	hulpbronnen
ресурси	middelen
ресурси	informatiebronnen
ресурси	bronnen
національність	etniciteit
торгівлі	handelsverkeer
торгівлі	handel
посади	zitten
посади	zit
посади	sit
конкурсу	presentatoren
конференції	conferentie
море	mare
море	merrie
море	zee
факультету	faculteit
розділ	hoofdstuk
розділ	afdeling
розділ	sectie
розділ	partitie
учнів	leerlingen
учнів	pupillen
учнів	leerlingen
вирішив	besloot
вирішив	besloten
вирішив	besliste
узбережжя	kust
температура	temperatuur
температура	temperaturen
температура	temperatuur
галактика	sterrenstelsel
галактика	melkwegstelsel
галактика	galaxy
галактика	melkweg
мітка	taggen
мітка	tag
мітка	etiket
мітка	label
попередні	voorgaande
попередні	vorig
попередні	vorige
попередні	eerdere
кожна	elk
кожна	ieder
кожна	elke
жан	jean
рима	rijm
рима	rijmen
рима	rima
голосів	stemmen
голосів	stemmingen
годин	openingstijden
годин	uren
годин	uur
приклад	sample
приклад	steekproef
приклад	monster
приклад	voorbeeld
нато	nato
нато	navo
відділ	departement
відділ	afdeling
навчальні	lesgeven
навчальні	onderwijzen
працювала	werkte
працювала	gewerkt
ідеї	ideeën
ідеї	ideeen
ідеї	ideetjes
журналіст	journalisten
журналіст	journaliste
журналіст	journalist
американська	amerikaan
американська	amerikaans
американська	amerikaanse
імператор	keizer
форм	vormen
форм	formulieren
форм	vormen
актори	acteurs
актори	actoren
політ	vlucht
історичний	historische
історичний	historisch
земля	aarde
земля	earth
земля	grond
земля	land
земля	bodem
земля	grond
асоціації	associaties
асоціації	verenigingen
асоціації	vereniging
асоціації	associatie
дім	thuis
дім	home
дім	huis
дім	startpagina
символ	symbool
символ	personage
символ	karakter
отримує	krijgt
отримує	ontvangt
аналіз	analyses
аналіз	analyse
аналіз	ontleden
аналіз	inzichten
аналіз	statistieken
пол	paulus
пол	paul
пол	pol
одеса	odessa
навчальних	leerzaam
навчальних	educatief
потужність	capaciteit
зростання	groei
зростання	oplopende
зростання	opgaande
зростання	oplopend
повідомлення	bericht
повідомлення	boodschap
повідомлення	berichtje
повідомлення	boodschappen
повідомлення	berichten
структури	structuren
структури	structuur
інше	verschillend
інше	verschillende
інше	anders
інше	overige
інше	andere
інше	ander
інше	overig
громадян	burgers
громадян	staatsburgers
незалежність	zelfstandigheid
незалежність	onafhankelijkheid
незалежність	independence
незалежність	onafhankelijk
встановлення	installatie
встановлення	inbouw
встановлення	installeren
встановлення	installeren
встановлення	installeer
причому	oordeel
вартість	kosten
вартість	kostprijs
вартість	cost
вартість	waarde
автомобіль	auto
автомобіль	wagen
автомобіль	automobiel
автомобіль	voertuig
полі	poli
полі	poly
корабель	schip
корабель	oorlogsschip
проживання	accommodatie
технологій	technologieën
населеного	bewoond
населеного	bewoonde
громад	gemeenschappen
випуск	release
випуск	vrijlating
випуск	loslaten
випуск	vrijgave
випуск	afgifte
випуск	uitgifte
випуск	kwestie
випуск	verzending
бригади	brigades
бригади	brigade
галузь	industrie
галузь	bedrijfstak
установи	instellingen
установи	instelling
уєфа	uefa
комітет	commissie
комітет	comité
бразилії	brazilië
результат	scoren
результат	score
результат	resultaat
живе	leeft
живе	levens
живе	woont
лос	los
номінації	voordracht
номінації	nominatie
номінації	nomineren
здебільшого	voornamelijk
здебільшого	hoofdzakelijk
здебільшого	meestal
здебільшого	vooral
здебільшого	grotendeels
працювали	werkte
працювали	gewerkt
хрест	oversteken
хрест	kruis
хрест	cross
вік	vic
вік	ouderdom
вік	leeftijd
польський	polski
завершення	voltooiing
завершення	voltooid
завершення	invullen
завершення	complete
завершення	compleet
завершення	beëindiging
завершення	opzegging
завершення	afwerking
завершення	afwerken
ніхто	niemand
речовини	substantie
процесів	processen
промисловість	raffinaderij
промисловість	industrie
промисловість	bedrijfstak
червоний	rode
червоний	rood
фронт	front
фронт	voorkant
фронт	voorzijde
вибори	verkiezing
вибори	verkiezingen
вибори	verkiezing
вибори	verkiezingen
достатньо	genoeg
достатньо	voldoende
достатньо	toereikend
грі	gta
грі	gris
сучасний	modern
сучасний	moderne
автора	auteur
автора	schrijver
голів	hoofden
голів	koppen
голів	kop
теми	topic
теми	onderwerp
теми	onderwerpen
теми	thema
названо	genoemd
названо	genaamd
названо	benoemde
названо	onthulde
названо	onthuld
швидкості	snelheden
сучасна	hedendaags
сучасна	hedendaagse
сучасна	eigentijdse
сучасна	eigentijds
вірші	verzen
вірші	gedichten
надання	bijdragende
надання	bijdragen
редакції	revisie
редакції	herziening
століть	eeuwenlang
століть	eeuwen
ліси	bossen
основу	geraamte
основу	skelet
імена	namen
відповідь	beantwoorden
відповідь	antwoord
відповідь	beantwoorden
відповідь	antwoord
відповідь	antwoorden
відповідь	reactie
відповідь	respons
париж	parijs
бій	battle
бій	slag
бій	strijd
бій	gevecht
бій	veldslag
бій	bout
бій	vechten
бій	strijd
бій	gevecht
бій	vecht
виявлені	gedetecteerd
виявлені	ontdekt
основна	primaire
основна	primair
королівство	koninkrijk
джеймс	james
джеймс	jacobus
ірландії	ierland
карла	carla
карла	karla
керування	controle
керування	control
керування	beheer
керування	management
керування	managen
керування	beheren
керування	managen
керування	beheren
керування	stuurinrichting
традиції	tradities
традиції	traditie
традиції	tradities
головні	belangrijkste
головні	voornaamste
головні	main
голосування	stemmen
голосування	stemming
голосування	stem
голосування	stemmen
голосування	stemming
флора	flora
думки	gedachten
думки	gedachtes
голос	voice
голос	stem
дружини	echtgenotes
майор	majoor
майор	major
майор	hoofdvak
майор	burgemeester
річок	rivieren
капітан	captain
капітан	kapitein
капітан	gezagvoerder
колись	ooit
свята	heilige
свята	heilig
свята	holy
свята	feestdagen
свята	vakanties
свята	vakantie
вода	water
боротьба	worstel
боротьба	worstelen
боротьба	worsteling
боротьба	worstel
боротьба	strijd
боротьба	vechten
словенії	slovenië
районах	wijken
районах	buurten
знання	kennis
аналізу	analyseren
регіонів	streken
кораблі	schepen
білорусь	belarus
франка	franca
франка	franko
зустрічаються	ontmoet
зустрічаються	ontmoeten
сюр	sur
тему	topic
тему	onderwerp
тему	thema
сезони	seizoenen
лежить	lies
лежить	leugens
шотландії	schotland
середньої	middelste
середньої	middle
середньої	midden
основний	kern
основний	core
основний	primaire
основний	primair
основний	voorkeur
основний	fundamentele
основний	basic
представник	representatief
представник	representatieve
представник	vertegenwoordiger
триває	doorlopend
триває	lopende
триває	duurt
розширення	uitbreiding
розширення	uitbreidingen
розширення	extensies
розширення	verlengingen
розширення	expansie
розширення	uitbreiden
розширення	uitbreiding
розширення	extensie
розширення	verlenging
розширення	uitbreiding
виготовлення	produceren
художників	schilders
художників	kunstenaars
художників	artiesten
залежності	afhankelijkheden
містечко	stad
білий	wit
білий	witte
західна	western
західна	westelijk
успішно	succesvol
успішно	geslaagde
успішно	geslaagd
успішно	succesvolle
успішно	succesvol
місяці	maandenlang
місяці	maanden
народна	folk
створені	gegenereerd
створені	aangemaakt
створені	gegenereerde
створені	aangemaakt
створені	gecreëerd
створені	gemaakt
створені	geschapen
літак	vliegtuig
літак	vliegtuig
літак	vliegtuig
літак	vliegtuigen
літак	luchtvaartuigen
літак	luchtvaartuig
втрати	verliezen
втрати	verlies
втрати	verliezen
втрати	slachtoffers
втрати	gewonden
підпис	onderschrift
підпис	titel
підпис	handtekening
підпис	ondertekening
протікає	stroomt
протікає	stromen
автором	auteur
автором	schrijver
насправді	eigenlijk
насправді	echt
насправді	werkelijk
дав	gaf
архітектура	architectuur
таку	taku
порід	rassen
політична	politiek
політична	politieke
коло	kolo
коло	kring
коло	cirkel
легко	rustig
легко	eenvoudig
легко	makkelijk
легко	easy
легко	gemakkelijk
всередині	binnen
всередині	binnenkant
засновник	stichter
засновник	oprichter
засновник	voorvader
будинків	huizen
будинків	huizen
історична	historisch
історична	historische
названий	genoemd
названий	genaamd
названий	benoemde
гроші	geld
науковці	wetenschappers
служба	goddelijk
служба	goddelijke
служба	dienst
служба	service
керівництво	beheer
керівництво	management
зірки	starlight
зірки	sterren
вчений	wetenschapper
гру	wedstrijd
гру	spel
гру	spelletje
швейцарії	zwitserland
кожному	elk
кожному	ieder
кожному	elke
підприємство	enterprise
підприємство	onderneming
залишити	verlof
залишити	verlaat
залишити	vertrek
залишити	verlaten
богдан	bohdan
богдан	bogdan
вихід	afsluiten
вихід	stoppen
вихід	uittocht
вихід	exodus
вихід	afmelden
вихід	exit
вихід	uitgang
вихід	opgeven
вихід	stoppen
бога	boga
режим	modus
режим	mode
соціально	sociaal
кілометрів	mijl
кілометрів	miles
кілометрів	mijlen
кілометрів	kilometers
взяли	nam
прийнято	geaccepteerde
прийнято	aanvaard
прийнято	aanvaarde
прийнято	geaccepteerd
будинки	huizen
будинки	huizen
шевченко	sjevtsjenko
чол	chol
володіння	bezetenheid
володіння	bezit
володіння	afhankelijkheden
містять	bevatten
продюсер	producent
продюсер	producer
потрапив	ingeschreven
ділянки	oppervlakten
ділянки	gebieden
ольга	olga
машина	machine
машина	auto
машина	wagen
бік	kant
бік	zijde
бік	side
бік	zijkant
цифровий	digitaal
простір	ruimte
простір	spatie
забив	winnende
забив	winnend
забив	winning
забив	winnen
дніпро	dnjepr
дніпро	dnipro
куди	waar
гран	grands
гран	gran
гран	grand
олена	olena
олена	elena
олена	yelena
біографія	biografie
тиждень	week
тиждень	weekje
епохи	tijdperk
вулиць	straatjes
вулиць	straat
вулиць	straten
договір	contract
договір	verdrag
старий	ouwe
старий	oude
старий	oud
медалі	medailles
відрізняється	verschilt
заснував	gegrond
заснував	opgericht
заснував	gesticht
курс	koers
курс	cursus
географічне	geografisch
географічне	geografisch
засновано	gegrond
засновано	opgericht
засновано	gesticht
засновано	gebaseerd
двигун	engine
двигун	motor
остаточно	definitief
остаточно	blijvend
остаточно	permanent
чорний	zwarte
чорний	black
чорний	zwart
захоплення	vangen
захоплення	vastleggen
захоплення	vangst
захоплення	gevangenneming
захоплення	vangen
захоплення	vastleggen
турнір	toernooi
турнір	tournament
турнір	tornooi
зміг	kan
зміг	kon
інженер	engineer
інженер	technicus
інженер	ingenieur
виключно	uitzonderlijk
виключно	uitsluitend
шкіл	scholen
порядок	bestellen
порядок	bestelling
порядок	orde
порядок	bestellen
порядок	order
порядок	bestelling
матеріал	beeldmateriaal
матеріал	materiaal
миру	vrede
миру	peace
канада	canada
поза	buiten
поза	buitenkant
поза	houding
поза	postuur
костянтин	konstantin
костянтин	constantijn
костянтин	constantine
тов	tov
досвід	ervaar
досвід	ervaren
досвід	ervaring
досвід	ervaringen
фірми	firma
операцій	bewerkingen
операцій	operaties
операцій	transacties
дорога	weg
театрі	bioscoop
театрі	theater
бароко	barok
бароко	barokke
творчість	creativiteit
користь	voordeel
користь	benefit
користь	benefiet
користь	ontberingen
цар	konings
цар	king
цар	koning
цар	tsaar
захисник	verdediger
захисник	beschermer
єпископ	loper
єпископ	bisschop
єпископ	bishop
важко	lastig
важко	moeilijk
важко	moeilijke
марка	stamp
марка	stempel
марка	postzegel
руки	wapens
руки	armen
руки	handjes
руки	handen
руки	hands
місяця	maandje
місяця	maand
місяця	maan
місяця	moon
документи	documenten
усе	alles
заявив	getuigde
проблема	probleem
температури	temperaturen
температури	temperatuur
захворювання	stoornis
захворювання	wanorde
захворювання	ziekte
захворювання	ziektes
захворювання	ziekten
визнання	acceptatie
визнання	aanvaarding
визнання	biecht
визнання	biechten
визнання	bekentenis
визнання	herkenning
визнання	erkenning
вільям	willem
вільям	william
сучасні	modern
сучасні	moderne
переможець	winnares
переможець	winnaar
літаків	vliegtuig
літаків	vliegtuigen
літаків	luchtvaartuigen
літаків	luchtvaartuig
змагань	competities
змагань	wedstrijden
керував	coördinaat
керував	coördineren
фортеці	ommuurde
фортеці	forten
фортеці	citadel
піренеї	pyreneeën
піренеї	pyrénées
матеріалу	eerbied
закладів	instellingen
одразу	onmiddellijk
одразу	direct
одразу	onmiddelijk
кольори	kleuren
кольори	kleuren
спорт	sport
спорт	sporten
брата	broeder
брата	broer
брата	broertje
порівняно	vergeleken
порт	bakboord
порт	haven
порт	poort
ель	ale
петербург	petersburg
кораблів	schepen
канал	kanaal
канал	kanaal
бельгії	belgie
бельгії	belgië
звільнення	release
звільнення	vrijlating
звільнення	loslaten
звільнення	vrijgave
звільнення	bevrijding
звільнення	ontslagbrief
звільнення	aftreden
звільнення	ontslag
звільнення	vervoering
економіка	economie
економіка	economie
східна	oostelijk
східна	oostelijke
прийняття	adoptie
білі	wit
білі	witte
чоловіка	echtgenoot
запропонував	aangeboden
математики	wiskundigen
математики	wiskunde
молодший	younger
молодший	jonger
молодший	jongere
молодший	minor
молодший	mineur
молодший	minderjarige
значну	substantiële
значну	substantieel
значну	aanzienlijk
значну	aanzienlijke
нижня	lager
нижня	lagere
визначається	gedefinieerd
визначається	omschreven
визначається	gedefinieerde
неодноразово	voortdurend
неодноразово	doorlopend
неодноразово	continu
обслуговування	onderhoud
проектів	projecten
віталій	vitali
віталій	vitalis
віталій	vitaly
групу	groep
групу	fractie
біла	biała
біла	wit
біла	witte
біла	bila
власні	eigen
православної	orthodoxe
православної	orthodox
кордон	cordon
кордон	grens
місцеві	lokale
місцеві	plaatselijk
місцеві	lokaal
ідея	idee
ідея	ideetje
клубів	clubs
вимоги	eisen
вимоги	vereisten
типи	typen
типи	soorten
типи	types
веде	leads
веде	leidt
князівства	vorstendommen
почесний	honorair
казахстан	kazachstan
тисячі	duizenden
червона	rode
червона	rood
вважає	waant
вважає	denkt
короткий	kort
короткий	short
короткий	korte
провулок	steegje
провулок	steeg
провулок	alley
причини	redenen
причини	veroorzaakt
причини	oorzaken
переїхав	bewoog
переїхав	verplaatst
переїхав	bewogen
переїхав	verhuisd
степан	stjepan
степан	stepan
степан	stephen
працівників	werkers
працівників	werkenden
працівників	arbeiders
працівників	werknemers
працівників	medewerkers
працівників	werknemers
євреїв	joden
конструкції	structuren
метро	metro
примітки	noot
примітки	briefje
примітки	notitie
примітки	opmerking
примітки	toelichting
примітки	aantekeningen
примітки	notities
примітки	noten
примітки	annotaties
сад	tuintje
сад	tuin
сад	sade
ніч	avond
ніч	nacht
ніч	avondje
німецька	duits
німецька	duitse
окупації	bezigheid
окупації	beroep
окупації	bezetting
заходи	maatregelen
заходи	procedures
марк	marc
вища	groter
вища	langer
вища	hogere
вища	hoger
лікар	arts
лікар	geneesheer
лікар	arts
лікар	doktor
лікар	dokter
лікар	doctor
найбільша	grootste
найбільша	grootste
пар	paren
пар	pari
лев	lion
лев	leeuw
лев	lev
лев	leo
валерій	valery
валерій	valeri
валерій	valerius
довгий	lang
довгий	lange
довгий	long
драми	drama
польоту	vliegend
польоту	vliegen
польоту	vlucht
змі	media
богородиці	virgin
богородиці	maagd
богородиці	maagden
богородиці	theotokos
споруд	verhuizing
споруд	verplaatsing
слави	bekendheid
слави	beroemdheid
слави	roem
слави	faam
перетворення	transformaties
перетворення	conversie
перетворення	bekering
перетворення	omschakeling
перетворення	transformatie
перетворення	transformeren
перетворення	converteren
перетворення	transformatie
реалізації	uitvoering
реалізації	tenuitvoerlegging
реалізації	implementatie
реалізації	implementeren
реалізації	realisatie
боротьбі	vechten
газ	gas
газ	gaz
аеропорт	vliegveld
аеропорт	luchthaven
здатність	vermogen
костел	kerk
героїв	heroes
героїв	helden
жили	woonde
жили	leefde
жили	leefden
залізнична	spoorweg
залізнична	spoorwegen
альпи	alpes
жінка	vrouw
жінка	woman
жінка	vrouwelijke
жінка	vrouw
жінка	vrouwtje
жінка	vrouwelijk
дійсно	echt
дійсно	werkelijk
португалії	portugal
дочка	dochter
назад	achterstevoren
назад	achterwaarts
назад	achterwaarts
назад	achteruit
назад	terug
назад	rug
назад	back
органи	organen
хвороби	ziekte
хвороби	ziekte
процеси	processen
наступних	komende
наступних	opkomende
наступних	aanstaande
наступних	aankomende
наступних	aankomend
принцип	middelmatigheid
принцип	beginsel
принцип	principe
анна	anne
анна	anna
сценарист	scenarioschrijver
англійська	engels
англійська	engelsen
увійшов	binnengegaan
увійшов	binnengekomen
намагався	geprobeerd
намагався	uitgeprobeerd
намагався	probeerde
надзвичайно	extreem
надзвичайно	opmerkelijk
надзвичайно	opmerkelijke
надзвичайно	opvallend
течії	stromingen
течії	stroming
течії	stromen
течії	stroomopwaarts
мужність	mannelijkheid
мужність	moed
молдови	moldavische
молдови	moldavië
спроби	pogingen
спроби	proberen
причиною	veroorzaken
причиною	oorzaak
солдат	soldaat
відкрита	open
відкрита	openen
повний	vol
повний	volledig
повний	full
повний	volledige
повний	volle
повний	voltooid
повний	invullen
повний	complete
повний	compleet
кошти	kosten
випуску	release
випуску	vrijlating
випуску	loslaten
випуску	vrijgave
написання	schrijven
ситуації	situatie
ситуації	toestand
основою	base
основою	basis
загін	squad
загін	team
особисто	persoonlijk
пройшов	doorgegeven
пройшов	geslaagd
родин	huishoudens
родин	gezinnen
родин	families
родин	gezinnen
жодного	geen
надалі	nog
факт	feit
народ	mensen
народ	personen
рідко	zelden
рідко	zelden
герої	heroes
герої	helden
збірка	verzamelen
збірка	collectie
збірка	inzameling
збірка	verzameling
прі	prix
долина	dolina
долина	vallei
леонід	leonidas
леонід	leonid
спостереження	monitoring
спостереження	toezicht
спостереження	monitor
спостереження	monitoren
спостереження	opmerkingen
спостереження	waarnemingen
спостереження	observaties
спостереження	observeren
спостереження	observatie
спостереження	waarneming
спостереження	observaties
введення	binnenvaren
введення	typen
сторінок	bladzijden
санта	kerstman
санта	santa
остання	laatste
остання	nieuwste
остання	laatste
гравців	spelers
найбільший	grootste
морі	mori
зміст	content
зміст	inhoud
зміст	toc
зміст	inhoud
зміст	inhoudsopgave
нам	nam
зберігання	bezetenheid
зберігання	bezit
зберігання	opslag
високий	high
високий	hoog
високий	hoge
високий	tall
обробки	verwerking
обробки	verwerken
використовували	ingezet
силами	powers
силами	bevoegdheden
силами	krachten
польські	pools
польські	poolse
вірменії	armenië
архів	gearchiveerd
архів	archief
архів	archiveren
банк	bank
стіни	muren
стіни	wanden
образ	beeldspraak
світло	light
світло	lichte
світло	licht
світло	lichtjes
світло	verlichting
світло	licht
світло	lichten
світло	lampen
популярність	populariteit
попередній	voorgaande
попередній	vorig
попередній	vorige
попередній	eerdere
естонії	estland
естонії	litouwen
літаки	vliegtuigen
грузії	georgië
грузії	georgia
виграв	gewonnen
виграв	won
дорівнює	gelijk
дорівнює	equal
дорівнює	gelijke
дорівнює	gelijken
авторів	auteurs
авторів	schrijvers
пише	schrijft
авіації	luchtvaart
федір	fedor
федір	fjodor
телебачення	televisie
мабуть	kennelijk
мабуть	blijkbaar
мабуть	schijnbaar
найкращі	best
найкращі	beste
японія	japan
зміна	veranderen
зміна	veranderende
зміна	aanpassen
зміна	wijzigen
зміна	veranderen
зміна	wijziging
зміна	wijzigen
зміна	verandering
зміна	veranderingen
хтось	iedereen
хтось	iemand
хтось	iemand
хтось	iemand
залишки	blijft
залишки	kliekjes
залишки	restjes
залишки	overblijfsel
збірник	compilatie
бригада	brigade
риб	vissen
підписав	ondertekend
підписав	ondertekende
підписав	gesigneerd
підписав	getekend
випадків	gevallen
щорічний	budgettaire
автори	auteurs
автори	schrijvers
тетяна	tatiana
тетяна	tatjana
технічні	technische
технічні	technisch
характеру	verbintenis
характеру	toewijding
характеру	engagement
характеру	betrokkenheid
метал	metalen
метал	metal
метал	metaal
ситуація	situatie
ситуація	toestand
будівель	gebouwen
музичний	muzikale
музичний	musical
музичний	muzikaal
стоїть	standing
стоїть	staande
стоїть	staand
стоїть	stands
середнього	gemiddelde
середнього	gemiddeld
зустрічі	ontmoeting
зустрічі	vergadering
зустрічі	meeting
зустрічі	bijeenkomst
зустрічі	vergaderen
зустрічі	meetings
зустрічі	ontmoetingen
зустрічі	vergaderingen
зустрічі	bijeenkomsten
зустрічі	benoemingen
зустрічі	afspraken
башкортостан	basjkirostan
залишився	verbleef
залишився	verbleven
залишився	gebleven
залишився	bleef
могила	tombe
могила	graftombe
могила	graf
могила	grave
могила	graf
малий	kleine
малий	klein
малий	smal
малий	maly
малий	mali
румуни	roemenen
маси	massa
птахи	vogels
птахи	vogeltje
птахи	vogels
птахи	vogel
перехід	jump
перехід	spring
перехід	springen
перехід	sprong
перехід	overgang
китаї	china
китаї	porselein
міжнародна	internationaal
функція	functie
гармати	kanonnen
гармати	kanon
тур	rondreis
тур	tour
тур	rondleiding
тур	tournee
тур	thur
військо	leger
військо	landmacht
кордону	velg
кордону	rand
селяни	boer
селяни	dorpelingen
селяни	dorpsbewoners
селяни	landbouwers
селяни	boeren
селяни	boeren
китай	china
китай	porselein
тернопіль	ternopil
богдана	bohdan
воєводство	woiwodschap
пер	per
розміри	afmetingen
розміри	dimensies
розміри	maten
реформи	hervormingen
реформи	hervorming
реформи	hervormingen
реформи	hervorming
реформи	hervormen
дивізіон	divisie
дивізіон	afdeling
дивізіон	deling
дивізіон	division
зовнішні	extern
зовнішні	uitwendig
зовнішні	externe
тривала	duurde
тривала	blijvend
дороги	wegen
дороги	wegversperringen
срібний	zilver
срібний	zilveren
срібний	silver
стор	stor
скульптор	beeldhouwer
дель	del
ринок	markt
столиця	kapitaal
столиця	hoofdstad
столиця	hoofdletter
каталог	map
каталог	catalogus
каталог	catalogus
виконує	uitvoert
виконує	vervult
виконує	presteert
нарешті	eindelijk
нарешті	uiteindelijk
власний	aangepaste
власний	maatwerk
власний	aangepast
власний	self
власний	zelf
власний	eigen
оператор	operator
оператор	exploitant
оператор	telefoniste
областей	oblasten
джордж	joris
джордж	george
більша	grotere
більша	groter
фінляндії	finland
династія	dynastie
династія	dynasty
хімічний	chemisch
півзахисник	middenvelder
хорватії	kroatië
трав	kruiden
списки	lijstjes
списки	lijsten
значний	significant
безліч	talrijk
безліч	talrijke
дисертацію	scriptie
дисертацію	thesis
дисертацію	proefschrift
технічного	technologische
технічного	technologisch
договору	verdrag
програмування	codering
програмування	coderen
програмування	programmeren
програмування	programmering
етап	mijlpaal
глядачів	kijkers
сказав	zei
сказав	gezegd
сказав	said
ссср	cccp
командуванням	bevelhebbers
командуванням	commandanten
чоловіки	mannen
падіння	downs
падіння	herfst
падіння	fall
падіння	vallen
охорона	wachters
охорона	bewakers
охорона	garde
охорона	bewaker
єгипту	egypte
база	base
база	basis
ярослав	jarosław
ярослав	jaroslav
викладав	onderwezen
викладав	onderwees
міжнародні	internationaal
дія	action
дія	optreden
дія	aktie
дія	actie
дія	operation
дія	bewerking
дія	operatie
дія	exploitatie
дія	activiteit
девід	david
мер	burgemeester
мер	mer
взаємодії	interactie
взаємодії	wisselwerking
взаємодії	interactie
взаємодії	interacties
взаємодії	interactie
видно	zichtbaar
видно	zichtbare
обидві	allebei
обидві	beiden
обидві	beide
взяти	nemen
взяти	neem
взяти	nemen
години	openingstijden
години	uren
години	uur
години	uurtje
години	uur
знань	kennis
простору	ruimte
простору	spatie
дякую	thnx
дякую	thanks
дякую	bedankt
бажання	begeerte
бажання	wens
бажання	verlangen
бажання	wish
бажання	wensen
бажання	wens
фортепіано	piano
інтер	inter
цикл	cyclus
цикл	kringloop
вирішення	oplossing
вирішення	oplossingen
вирішення	solutions
олімпійський	olympic
олімпійський	olympisch
здійснює	onderhoudt
огляд	overzicht
огляд	beoordeling
огляд	recensie
огляд	herziening
огляд	ontdekken
огляд	verkennen
загальне	generieke
загальне	algemene
загальне	generaal
загальне	algemeen
єпархії	bisdom
національну	etnisch
бізнес	bedrijf
бізнес	zakelijk
французька	frans
французька	fransen
французька	franse
аніме	anime
рим	rome
каналу	kanaal
футбол	voetballen
футбол	voetbal
футбол	voetballen
футбол	voetbal
видав	getipt
західному	westerly
джона	jonah
околиці	buitenwijk
околиці	voorsteden
околиці	buitenwijken
здається	lijkt
наталія	nataliya
наталія	natalya
наталія	natalia
почалося	begonnen
почалося	gestart
почалося	begon
почалося	opgestart
почалося	begonnen
західний	western
західний	westelijk
тонн	tonnen
тонн	ton
співачка	zanger
співачка	singer
співачка	zangeres
успіх	succes
успіх	success
довгота	lengtegraad
проекти	projecten
найбільші	grootste
найбільші	grootste
