historia	historia
sorgenti	izvoare
sorgenti	springs
sorgenti	sursele
sorgenti	surse
jedi	jedi
annunziata	annunziata
bizantina	bizantin
clara	clara
clara	clară
competenze	competență
competenze	skills
competenze	aptitudini
competenze	competențe
competenze	competenta
competenze	competența
competenze	competență
competenze	expertiză
competenze	expertiza
quartetto	cvartet
funzionario	oficial
funzionario	oficiale
funzionario	oficiala
funzionario	oficială
productions	productions
stadi	stadioane
stadi	etape
stadi	etapele
prezzi	prețurile
prezzi	preturi
prezzi	prețuri
rinuncia	renunțarea
sacri	sacre
sacri	sacru
sacri	sacra
sacri	sacră
enzima	enzime
enzima	enzimă
enzima	enzima
scelti	alese
scelti	aleasă
scelti	ales
poetessa	poet
poetessa	poetul
coloniale	colonial
coloniale	coloniale
coloniale	colonială
aviatore	aviator
gang	bandă
gang	gasca
gang	bandele
gang	bande
lana	lâna
lana	lână
lana	lana
adiacenti	alăturate
adiacenti	adiacente
disastro	dezastrul
disastro	dezastru
costanzo	costanzo
testimoni	martorii
testimoni	martori
testimoni	martorul
testimoni	martoră
testimoni	martor
testimoni	martori
diffusi	difuze
coltivazione	cultivare
coltivazione	cultivarea
magnus	magnus
quattordici	paisprezece
quattordici	fourteen
tronco	trunchiul
tronco	trunchi
tronco	trunchiului
registri	registre
registri	registrele
registri	registre
considerazioni	considerații
considerazioni	considerente
considerazioni	considerentele
straordinario	extraordinara
straordinario	extraordinar
straordinario	extraordinară
straordinario	extraordinare
straordinario	prelungiri
camere	camerele
camere	camere
alimentari	băcănie
vicinanza	proximitate
vicinanza	apropiere
qualifiche	calificări
qualifiche	calificările
qualifiche	calificare
consecutivi	consecutive
consecutivi	consecutiv
archeologia	arheologie
archeologia	arheologie
cresta	ridge
cresta	creastă
cresta	culmea
cresta	creasta
cresta	culme
apprezzato	apreciată
apprezzato	apreciat
apprezzato	apreciate
solido	solid
solido	solidă
solido	solide
straniera	strain
straniera	străin
straniera	străine
straniera	străină
straniera	strain
straniera	străin
straniera	străinătate
muri	pereți
muri	pereti
muri	ziduri
catanzaro	catanzaro
servito	servit
servito	servită
muso	botul
muso	bot
apparente	aparentă
apparente	aparenta
apparente	aparente
owen	owen
kenneth	kenneth
randy	randy
controllato	controlat
controllato	controlate
controllato	controlată
controllato	verificate
controllato	verificat
controllato	verificată
marta	marta
marta	martha
architettonico	arhitecturale
short	scurt
short	scurta
short	scurtă
short	short
short	scurte
oslo	oslo
grammy	grammy
abbigliamento	îmbrăcăminte
abbigliamento	îmbrăcăminte
abbigliamento	haine
abbigliamento	hainele
where	unde
serpente	sarpele
serpente	sarpe
serpente	șarpe
serpente	snake
serpente	sarpe
serpente	șarpe
felicità	fericirea
felicità	fericire
illustrato	ilustrată
illustrato	ilustrate
illustrato	ilustrat
most	majoritatea
straordinaria	extraordinara
straordinaria	extraordinar
straordinaria	extraordinară
straordinaria	extraordinare
interessati	îngrijorat
interessati	preocupat
interessati	interesate
interessati	interesat
interessati	interesați
interessati	interesată
vincente	câștigător
vincente	învingător
vincente	castigator
doria	doria
rare	rari
rare	rar
rare	rară
rare	rare
rare	rara
trasmessi	transmise
trasmessi	transmisă
trasmessi	transmis
bosnia	bosnia
artistiche	artistice
artistiche	artistic
artistiche	artistică
rivolte	revolta
rivolte	revoltă
rivolte	revoltele
rivolte	revolte
cornice	cadru
cornice	rama
cornice	ramă
vivente	living
vivente	trăind
capitan	căpitan
nona	nona
lapide	tombstone
urss	urss
celebrato	sărbătorit
celebrato	sarbatorit
territoriali	teritorială
territoriali	teritoriale
territoriali	teritorial
hits	hituri
hits	lovește
sapienza	sapienza
sapienza	înțelepciune
sapienza	intelepciune
offerto	oferit
offerto	oferită
offerto	oferite
vampiro	vampirul
vampiro	vampir
strisce	dungi
strisce	dungile
maturità	maturitate
maturità	maturitatea
maturità	scadență
recitazione	actorie
recitazione	actoria
recitazione	hotărând
dottorato	doctorat
dottorato	doctoratul
dottorato	doctorat
miracolo	minune
miracolo	miracol
miracolo	miracolul
corda	funie
corda	coarda
corda	sfoară
corda	frânghie
corda	coarda
corda	coardă
ninja	ninja
ninja	ninja
triangolo	triunghi
triangolo	triunghiul
incinta	gravidă
incinta	insarcinata
incinta	gravida
incinta	însărcinată
datata	datat
datata	datată
feltrinelli	feltrinelli
annessione	anexarea
gallerie	galeriile
gallerie	galerii
gallerie	tuneluri
gallerie	tunelele
gallerie	tunelurile
gallerie	tunele
confermata	confirmate
confermata	confirmată
confermata	confirmat
cittadella	cetatea
cittadella	cetate
fortunato	norocoasă
fortunato	norocos
fortunato	fortunato
human	umane
human	om
human	umană
human	uman
afelio	afeliu
vestiti	haine
vestiti	hainele
corsica	corsica
trophy	trofeu
trophy	trofeul
inviati	trimisă
inviati	trimis
inviati	trimise
carnevale	carnavalul
carnevale	carnaval
impulso	pulsul
impulso	puls
impulso	impuls
lucy	lucy
asiatico	asiatic
asiatico	asiatice
asiatico	asiatici
asiatico	asiatică
eco	eco
eco	ecou
eco	ecoul
eco	echo
lars	lars
latini	latine
latini	latin
latini	latina
latini	latină
urbino	urbino
powell	powell
mind	minte
mind	mintea
lento	lentă
lento	lent
pacific	pacificului
pacific	pacific
pacific	pacificul
illustratore	ilustrator
venduta	vandut
venduta	vândute
venduta	vândută
venduta	vândut
mars	marte
mars	mars
jonas	jonas
public	publice
public	public
public	publică
fortificazioni	fortificare
fortificazioni	fortificații
thailandia	tailanda
thailandia	thailanda
radiazione	radiații
radiazione	radiatii
veda	veda
vario	variat
vario	variate
vario	variată
vario	diverse
sopravvivenza	supraviețuire
sopravvivenza	supravietuire
accompagnata	însoțit
accompagnata	însoțite
accompagnata	însoțită
xavier	xavier
visitatori	vizitatorii
visitatori	vizitatori
visitatori	vizitatorul
visitatori	vizitator
roberta	roberta
saltare	sari
saltare	salt
saltare	skip
saltare	sărituri
laguna	laguna
laguna	laguna
laguna	lagună
bizantini	bizantini
alpha	alpha
alpha	alfa
rappresentati	reprezentate
rappresentati	reprezentat
rappresentati	reprezentată
derek	derek
nestor	nestor
stoccarda	stuttgart
castiglione	castiglione
tullio	tullius
tullio	tullio
galli	galli
galli	galilor
galli	gali
atlantic	atlantic
atlantic	atlanticul
atlantic	atlanticului
nutre	fluxuri
seguaci	urmăritorii
seguaci	urmăritori
ricostruito	reconstruit
ricostruito	reconstruit
secondari	secundar
secondari	secundară
secondari	secundare
fusoliera	fuselaj
nominata	nominalizată
nominata	nominalizat
butler	butler
butler	majordom
butler	majordomul
butler	valet
sospeso	suspendată
sospeso	suspendat
sospeso	suspendate
apostoli	apostoli
walt	walt
vendute	vandut
vendute	vândute
vendute	vândută
vendute	vândut
volti	chipuri
volti	fețe
cooperazione	cooperare
cooperazione	cooperarea
verlag	verlag
egiziano	egipteană
egiziano	egiptean
egiziano	egiptene
mississippi	mississippi
armeno	armean
armeno	armeni
miniere	minerit
miniere	miniere
miniere	minele
rilascio	eliberare
rilascio	eliberarea
rilascio	eliberează
uniche	unicat
uniche	unic
uniche	unice
uniche	unici
uniche	unică
ashley	ashley
afghanistan	afganistan
afghanistan	afghanistan
afghanistan	afganistanul
miranda	miranda
attilio	attilio
missile	racheta
missile	rachetă
missile	rocket
missile	rachetă
pugno	pumn
pugno	punch
pugno	pumn
pugno	pumnul
liegi	liège
astronomia	astronomie
pensione	pensie
pensione	pensia
pensione	pensiunea
pensione	pensii
masse	masele
masse	mase
masse	maselor
ezio	ezio
depositi	depozite
depositi	depuneri
corruzione	mită
corruzione	mita
corruzione	coruptie
chiedendo	întrebând
mila	mila
direttiva	directivă
direttiva	directiva
avviato	început
avviato	initiat
avviato	inițiate
avviato	inițiat
spettro	ghost
spettro	stafie
spettro	fantoma
spettro	fantomă
spettro	spectru
spettro	spectrul
spettro	spectre
spettro	spectrul
spettro	spectru
spettro	spectre
spettro	specter
pannelli	panouri
garcia	garcia
garcia	garcía
genera	generează
genera	genera
genera	generează
illuminazione	iluminare
illuminazione	iluminarea
illuminazione	iluminare
illuminazione	iluminat
doge	doge
singapore	singapore
fisher	fisher
minacce	amenintari
minacce	amenințări
minacce	amenințare
minacce	amenintare
dovere	duty
dovere	datorie
dovere	datoria
armstrong	armstrong
mezzogiorno	mezzogiorno
mezzogiorno	amiază
mezzogiorno	amiaza
mangiare	alimentatie
mangiare	mănânc
mangiare	mâncând
mangiare	mănânc
mangiare	mănâncă
mangiare	mananca
aurora	aurora
trappola	capcana
trappola	trap
trappola	capcană
albano	albano
bucarest	bucurești
bucarest	bucuresti
bucarest	bucureşti
karen	karen
cortina	cortina
esposta	expus
esposta	expusă
esposta	expuse
meccanismi	mecanismele
meccanismi	mecanisme
bang	bang
intraprese	întreprins
intraprese	întreprinse
fattoria	ferma
fattoria	fermă
marinai	marinari
marinai	marinarii
marinai	marinari
marinai	marinarii
marinai	marinarilor
camp	tabără
camp	camp
camp	tabăra
camp	lagăr
camp	tabara
barriera	bariera
barriera	barieră
petrolio	petrol
petrolio	ulei
petrolio	petrolul
petrolio	petrol
mas	mas
protestante	protestant
manifesta	manifestă
manifesta	vădită
manifesta	manifest
jaime	jamie
jaime	jaime
avanguardia	vanguard
avanguardia	avangarda
primario	primare
primario	primară
primario	primar
bin	bin
duncan	duncan
amata	iubit
amata	iubită
amata	iubit
longobardi	longobarzilor
arancione	orange
arancione	portocală
arancione	portocaliu
arancione	portocalie
legnano	legnano
lipsia	leipzig
orazio	orazio
orazio	horatio
orazio	horace
tyler	tyler
elite	elita
elite	elită
elite	elite
joel	joel
combinata	combinat
combinata	combinată
combinata	combinate
alpini	alpine
incisione	gravură
incisione	gravate
incisione	gravat
incisione	gravură
incisione	incizie
incisione	incizia
wendy	wendy
stand	standuri
stand	stand
stand	booth
assassinato	ucis
assassinato	ucisă
assassinato	omorât
assassinato	asasinat
rom	rom
rom	rromi
rom	romi
rom	romii
rom	romilor
rom	roma
sacramento	sacramento
sacramento	sacrament
disposizioni	dispoziții
disposizioni	prevederi
disposizioni	provizioane
complete	completa
complete	completă
complete	complete
complete	complet
protetto	protejat
protetto	protejată
protetto	protejate
carburante	combustibili
carburante	combustibilul
carburante	combustibil
carburante	carburant
xbox	xbox
rabbia	furia
rabbia	mânia
rabbia	furie
rabbia	mânie
rabbia	rabie
rabbia	furia
rabbia	furie
julien	julien
edwin	edwin
kenny	kenny
spinto	împins
spinto	impins
spinto	împinsă
uscite	ieşirea
uscite	ieşire
uscite	ieșire
uscite	iesire
uscite	ieșiri
seven	şapte
seven	șapte
seven	sapte
seven	seven
giovedì	joi
giovedì	joia
manhattan	manhattan
protette	protejat
protette	protejată
protette	protejate
colpita	impresionat
colpita	impresionată
finanziario	financiară
finanziario	financiar
finanziario	financial
finanziario	financiara
finanziario	financiare
imparare	învățare
imparare	invata
imparare	află
imparare	învață
dignità	demnitate
dignità	demnitatea
ridotte	redus
ridotte	redusă
ridotte	reduse
rari	rari
rari	rar
rari	rară
rari	rare
rari	rara
cacciatori	vanatori
cacciatori	vânători
cacciatori	vânătorii
cavità	cavitatea
cavità	carii
espressioni	expresiile
espressioni	expresii
violenta	violent
violenta	violentă
violenta	violente
debito	datorie
debito	datorii
debito	debit
assumendo	presupunând
hank	hank
decimale	zecimal
adventures	aventurile
adventures	aventuri
falco	falcon
falco	hawk
falco	falco
torinese	torinese
foster	foster
continue	continuu
ristampa	retipărire
lirica	liric
lirica	liric
iscrizioni	inscripţie
iscrizioni	înregistrări
iscrizioni	înregistrare
iscrizioni	inregistrare
marx	marx
daniela	daniela
storm	furtună
storm	furtuna
storm	storm
fretta	rush
fretta	graba
portaerei	purtător
portaerei	transportator
portaerei	portavion
polemica	controverse
polemica	controversă
polemica	controversa
elsa	elsa
battesimo	botezul
battesimo	botez
battesimo	botez
laurent	laurent
interazione	interacțiunea
islamica	islamic
islamica	islamice
islamica	islamică
diagnosi	diagnosticare
diagnosi	diagnosticarea
diagnosi	diagnosticul
diagnosi	diagnostic
diagnosi	diagnosticare
diagnosi	diagnostice
africana	africani
africana	africană
africana	africane
africana	african
prestazione	performanțe
prestazione	performanta
prestazione	performanța
prestazione	performanță
adulto	adulți
adulto	adult
adulto	adultă
medioevale	medievale
medioevale	medieval
medioevale	medievală
carla	carla
digitali	digitală
digitali	digitale
digitali	digital
ferita	rana
ferita	rană
conservate	conservată
conservate	conservate
conservate	păstrate
conservate	păstrată
conservate	conservat
glasgow	glasgow
controlla	verifică
controlla	verifica
controlla	verificare
controlla	bifat
installato	instalat
installato	instalată
installato	instalate
hawaii	hawai
hawaii	hawaii
reliquie	relicvă
reliquie	relicve
dolci	dulciuri
dolci	torturi
dolci	prăjituri
dolci	sweet
dolci	dulce
dolci	dulci
dolci	deserturi
shanghai	shanghai
malcolm	malcolm
malcolm	malcom
pole	stâlp
pole	pole
pole	pol
pole	polul
espressa	exprim
espressa	expres
espressa	express
espressa	exprimă
espressa	exprima
espressa	exprimat
espressa	exprimată
espressa	exprimate
quotidiani	ziarele
quotidiani	ziare
poggio	poggio
false	fals
false	falsa
false	falsă
false	false
evil	malefic
evil	răul
evil	răutate
operativi	operațională
operativi	operaționale
operativi	operațional
improvviso	brusc
censura	cenzori
censura	cenzura
censura	cenzura
censura	cenzură
browser	browsere
browser	navigator
browser	browserul
browser	browser
ombre	umbrele
ombre	umbre
ombre	shadow
ombre	umbră
ombre	umbra
nasa	nasa
alonso	alonso
sconosciuta	necunoscut
sconosciuta	necunoscute
sconosciuta	necunoscută
ducale	ducal
sicilie	sicilii
margini	margini
margini	marjă
margini	marja
incrocio	intersecţia
incrocio	intersectie
catturati	capturat
catturati	capturată
catturati	capturate
stevens	stevens
doug	doug
gilles	gilles
imo	omi
pakistan	pakistan
pakistan	pakistanul
rod	tija
rod	rod
rod	dic
invisibile	invizibili
invisibile	invizibilă
invisibile	invizibile
invisibile	invizibil
invisibile	nevăzut
invisibile	nevăzute
invisibile	nevăzută
ltd	srl
ltd	ltd
unesco	unesco
mammiferi	mamifer
mammiferi	mamifere
mammiferi	mamiferele
mammiferi	mamifere
mammiferi	mamifer
superstiti	supravietuitori
biologia	biologie
biologia	biologia
propulsione	propulsia
propulsione	propulsie
sonata	sonata
crema	crema
crema	smântână
crema	crem
crema	cremă
assia	hessa
assia	hessa
assia	hesse
esclusiva	exclusive
esclusiva	exclusivă
esclusiva	exclusivitate
esclusiva	exclusiv
profeta	prophet
profeta	profet
profeta	profetul
cartone	carton
cartone	cutie
cartone	carton
bando	notificare
provenza	provence
brigate	brigăzi
incredibile	uimitor
incredibile	uimitoare
incredibile	uluitor
incredibile	incredibil
incredibile	incredibil
incredibile	incredibilă
comunicare	comunică
comunicare	comunica
comunicare	comunicarea
discreto	discrete
discreto	discret
discreto	discretă
discreto	discret
discreto	discretă
assegnazione	alocare
assegnazione	alocarea
patricia	patricia
sfruttamento	exploatarea
sfruttamento	exploatare
bond	bond
basilea	basel
sviluppati	dezvoltate
sviluppati	dezvoltată
sviluppati	dezvoltat
ana	ana
cerchi	cercurile
cerchi	cercuri
cerchi	jante
rap	rap
sparta	sparta
baroni	baroni
persiano	persan
persiano	persană
six	sase
six	six
six	şase
six	șase
cileno	chilian
visite	vizitele
visite	vizite
veronica	veronica
generare	generând
generare	generare
generare	generează
generare	genera
valvole	supapă
valvole	valvă
valvole	valva
valvole	valve
valvole	supape
tolosa	toulouse
maya	maya
pink	pink
pink	roz
acquistare	cumpărare
acquistare	achiziție
acquistare	cumpără
acquistare	cumpara
acquistare	cumpăr
acquistare	cumpăra
decima	zecime
decima	tenth
trascorso	cheltuit
trascorso	cheltuite
trascorso	petrecut
parodia	parodie
wells	fântâni
wells	wells
alejandro	alejandro
pasqua	paste
pasqua	paște
ordina	sorta
ordina	sortare
ordina	comanda
ordina	ordinea
ordina	comandă
ordina	ordine
ordina	ordin
made	făcute
made	made
made	făcută
made	făcut
too	prea
marketing	comercializare
marketing	marketing
marketing	comercializarea
ventura	ventura
etica	etice
etica	etică
etica	etic
etica	etica
etica	etică
convoglio	convoi
convoglio	convoiul
turni	ture
turni	schimburi
cole	cole
collaborazioni	colaborări
collaborazioni	colaborarea
collaborazioni	colaborare
ribelle	rebelul
ribelle	rebel
ribelle	rebelă
ribelle	renegat
dinamica	dinamica
dinamica	dynamics
dinamica	dinamica
dinamica	dinamice
dinamica	dinamică
dinamica	dinamic
apparsa	apărut
trampolino	trambulină
emi	ime
emi	emi
montato	montat
montato	montată
montato	montate
edilizia	construcții
edilizia	constructie
edilizia	construcție
edilizia	constructii
plastica	plastice
plastica	plastic
plastica	plasticul
plastica	plastic
vantaggi	beneficiile
vantaggi	prestații
vantaggi	beneficii
vantaggi	avantajele
vantaggi	avantaje
vantaggi	avantaj
vantaggi	avantajul
risolto	rezolvată
risolto	rezolvat
risolto	rezolvate
risolto	rezolvat
risolto	rezolvate
risolto	fixă
risolto	fix
risolto	reparat
risolto	fixat
clarke	clarke
gun	pistol
gun	armă
gun	arma
adottare	adopte
adottare	adopt
adottare	adopta
adottare	adoptă
navrátilová	navratilova
distribuiti	distribuite
distribuiti	distribuită
osservatore	observator
osservatore	observatorul
fair	echitabil
fair	fair
fair	corect
original	originala
original	originale
original	original
original	originală
diamante	diamond
diamante	diamantul
diamante	diamant
coinvolgimento	implicare
coinvolgimento	implicarea
quote	cotele
quote	contingente
quote	cote
quote	contingentele
divino	divine
divino	divina
divino	divin
divino	divină
caos	haosul
caos	haos
ripeto	repet
ripeto	repeta
ripeto	repetă
divorzio	divorț
planet	planet
planet	planeta
planet	planetă
shaw	shaw
imperatori	împărat
imperatori	împăratul
imperatori	imparat
globe	glob
globe	globe
globe	globul
volontario	voluntariat
volontario	voluntare
volontario	voluntară
volontario	voluntar
volontario	voluntariat
volontario	voluntar
hughes	hughes
linux	linux
ivo	ivo
riservata	rezervată
riservata	rezervat
riservata	rezervate
funzionale	funcțional
funzionale	funcționale
funzionale	functional
funzionale	funcțională
misteriosa	misterioasa
misteriosa	misterioase
misteriosa	misterioasă
misteriosa	misterios
alaska	alaska
tradurre	traduce
attribuzione	atribuirea
attribuzione	atribuire
attendere	aștept
attendere	astept
attendere	așteptare
nunzio	nunzio
nicolás	nicolás
riti	ritualuri
impiegata	salariat
impiegata	angajatul
impiegata	angajat
impiegata	angajată
curata	vindecat
curata	vindecată
adesione	aderență
adesione	aderarea
adesione	aderării
adesione	aderare
reich	reich
indonesia	indonezia
doctor	doctore
doctor	doctor
appennino	apenini
applicato	aplicate
applicato	aplicat
applicato	aplicată
cara	dragă
cara	dragi
cara	draga
cara	cara
cara	carei
riconferma	reconfirmare
causata	cauzat
palatinato	palatinat
ovunque	oriunde
ovunque	oriunde
ovunque	pretutindeni
precipitazioni	precipitare
processore	procesorul
processore	procesor
ricostruire	reconstruirea
ricostruire	reconstrui
ricostruire	reconstruiesc
nikolaj	nikolai
nikolaj	nikolai
mann	mann
proteste	protest
proteste	protestul
proteste	protestează
proteste	protestele
proteste	proteste
membrana	membrană
membrana	membrana
banche	banks
banche	bancile
banche	banci
banche	bănci
banche	băncile
banche	bancar
banche	bancară
banche	bancare
validi	valabil
validi	valabile
validi	valid
validi	valabilă
validi	validă
piombo	plumbul
piombo	plumb
ripristino	restaurare
ripristino	restabili
ripristino	restaurare
ripristino	restaurarea
ripristino	restabilirea
gustav	gustav
nazisti	nazist
nazisti	nazistă
nazisti	nazisti
sita	sita
bon	bon
faro	faro
faro	far
faro	farul
edimburgo	edinburgh
hood	glugă
hood	gluga
hood	capota
hood	hood
cripta	criptă
cripta	cripta
uovo	ou
uovo	oul
rifiuti	deseuri
rifiuti	deșeuri
rifiuti	risipă
rifiuti	deșeuri
entrate	veniturile
entrate	venituri
cancelliere	cancelarul
cancelliere	cancelar
cancelliere	grefierul
cancelliere	grefier
incidenti	accidente
incidenti	accidentele
incidenti	incidentele
incidenti	incidente
sonda	sonda
sonda	sondă
boeing	boeing
applicare	aplica
applicare	aplică
finanze	finante
finanze	finanțare
finanze	finanțe
finanze	finanţe
finanze	finanţe
livio	livio
grasso	grăsime
grasso	grași
grasso	grasă
grasso	grasa
grasso	grăsime
grasso	gras
annuncio	anuntul
annuncio	anunt
annuncio	anunț
annuncio	anunțul
innumerevoli	nenumărate
innumerevoli	nenumarate
aggregato	agregate
aggregato	agregate
consacrato	uns
consacrato	consacrat
collettivo	colective
collettivo	colectivă
collettivo	colectivul
collettivo	colectiv
febbre	febra
febbre	febră
sella	sella
cacciatore	vanator
cacciatore	vânător
cacciatore	hunter
cacciatore	vânătorul
mattoni	cărămizi
mattoni	brick
mattoni	caramida
mattoni	cărămidă
seta	mătase
seta	matase
ideali	idealurile
ideali	idealuri
ideali	ideală
ideali	ideal
ideali	ideala
ideali	ideale
primera	primera
liberali	liberalii
liberali	liberali
liberali	liberalilor
liberali	liberali
liberali	liberale
liberali	liberală
liberali	liberal
elettronico	electronice
elettronico	electronică
elettronico	electronic
animati	anima
animati	animate
animati	animat
estetica	estetica
estetica	estetică
estetica	estetica
estetica	estetice
estetica	estetică
estetica	estetic
sonno	dormi
sonno	somn
sonno	dormind
sonno	doarme
sonno	dormit
shadow	shadow
shadow	umbră
shadow	umbra
occupare	ocupând
occupare	ocupă
occupare	ocupa
eccezionale	restante
eccezionale	remarcabil
eccezionale	excepțională
eccezionale	excepționale
eccezionale	excepțional
eccezionale	exceptional
incisioni	gravură
incisioni	gravuri
lopez	lopez
progressivo	treptat
progressivo	treptată
progressivo	progresive
progressivo	progresivă
progressivo	progresiv
rischi	pericole
rischi	pericolele
rischi	riscurile
rischi	riscuri
rischi	riscul
rischi	risc
rischi	riscuri
fusto	tulpină
fusto	stem
rumore	zgomote
rumore	zgomotul
rumore	gălăgie
rumore	zgomot
specializzato	specializat
specializzato	specializate
specializzato	specializată
specializzato	specializat
specializzato	specializate
specializzato	specializată
palestina	palestina
pompeo	pompei
kyle	kyle
abc	abc
sciatore	schior
scout	scout
arabia	arabia
eccessiva	excesiv
eccessiva	excesive
eccessiva	excesivă
osservata	observate
osservata	observat
osservata	observată
attrazione	atractie
divieto	ban
divieto	interzicere
divieto	interdicție
divieto	interdicția
divieto	interzicerea
divieto	interdicție
earl	earl
nana	nana
intelligente	inteligent
intelligente	inteligent
intelligente	inteligentă
intelligente	inteligent
intelligente	destept
intelligente	smart
intelligente	inteligentă
minoranza	minoritar
minoranza	minoritatea
minoranza	minoritate
navarra	navarra
navarra	pamplona
abraham	avraam
abraham	abraham
meriti	merite
meriti	meritele
meriti	merite
meriti	merit
michail	mikhail
michail	mihail
michelle	michelle
molecola	moleculă
square	pătrat
square	square
square	patrat
anversa	antwerp
steel	steel
steel	otel
steel	oțel
magica	magice
magica	magie
magica	magic
magica	magică
magica	magia
magica	magice
magica	magic
magica	magică
bompiani	bompiani
significative	semnificative
significative	semnificativă
significative	semnificativ
bacio	pup
spara	trage
elisa	eliza
elisa	elisa
sensibile	sensibile
sensibile	sensibila
sensibile	sensibilă
sensibile	sensibil
mediaset	mediaset
generico	generic
generico	generice
guarnigione	garrison
guarnigione	garnizoana
guarnigione	garnizoană
coll	coll
incantesimo	vrajă
incantesimo	vraja
spade	săbiile
spade	sabii
spade	săbii
spade	spade
senna	sena
senna	seine
senna	senna
oliva	olive
oliva	oliva
bureau	biroul
orsini	orsini
innocenzo	nevinovat
innocenzo	inocent
innocenzo	nevinovată
innocenzo	inocentă
ramírez	ramirez
medievali	medievale
medievali	medieval
medievali	medievală
diamond	diamond
diamond	diamantul
diamond	diamant
mappe	harti
mappe	hărți
soccer	fotbal
chang	chang
umanista	umanist
battute	glume
battute	bancuri
determina	determină
determina	determină
determina	determina
onorario	onorific
trovate	găsiți
trovate	găseşte
trovate	găsește
selezionato	selectate
selezionato	selectată
selezionato	selectat
nido	cuib
nido	cuibul
pubblicamente	public
ordinaria	ordinar
ordinaria	obișnuit
ordinaria	ordinare
ordinaria	obișnuită
belli	frumoase
belli	frumoasă
belli	frumos
belli	frumoasa
belli	belli
bundesliga	bundesliga
riso	orez
player	player
player	jucator
player	jucătorul
player	jucător
volpe	vulpe
volpe	vulpea
volpe	fox
poker	poker
oscura	obscure
oscura	obscură
oscura	obscur
mortale	mortale
mortale	mortală
mortale	mortal
mortale	fatale
mortale	fatal
mortale	fatala
mortale	fatală
mortale	muritori
mortale	muritoare
mortale	muritor
opzione	opțiune
opzione	opțiunea
strana	ciudat
strana	ciudat
strana	straniu
interviste	interviurile
interviste	interviuri
giovinezza	tinerete
giovinezza	tineret
giovinezza	tineretul
guitar	chitară
guitar	chitara
sostituisce	înlocuiește
vinti	won
vinti	câștigat
some	unele
some	unii
sommergibile	submarinul
sommergibile	submarin
sommergibile	submersibil
cantoni	cantoane
denver	denver
costruttore	constructorul
costruttore	constructor
costruttore	producator
costruttore	producătorul
costruttore	producător
costruttore	producătorului
pci	pci
württemberg	württemberg
baptiste	baptiste
toscano	toscan
vicente	vicente
preparare	pregătiți
intel	intel
elettrici	electrice
elettrici	electric
elettrici	electrică
southern	southern
southern	sudic
southern	sudul
cicero	cicero
batte	bate
bonifacio	bonifacio
bonifacio	boniface
loira	loire
madison	madison
lupi	lupii
lupi	lupi
lupi	lup
lupi	wolf
lupi	lupul
abuso	abuzuri
abuso	abuz
abuso	abuzul
capolinea	terminus
moretti	moretti
spiriti	spirite
spiriti	spiritele
spiriti	spiritelor
dirty	murdare
dirty	murdară
dirty	murdari
dirty	murdar
wisconsin	wisconsin
gesuita	iezuit
linguista	lingvist
lang	lang
restaurato	renovat
restaurato	restaurat
restaurato	restaurată
restaurato	restabilit
restaurato	restabilită
antifascista	antifascist
tunisia	tunisia
joey	joey
sophie	sophie
povero	săracul
povero	săraci
povero	saraca
turistico	turist
turistico	turistice
rivelazione	apocalipsa
impegnata	ocupat
impegnata	ocupate
impegnata	ocupata
impegnata	ocupată
meyer	meyer
sottili	subtire
sottili	subțire
cmq	btw
spia	spion
spia	spionul
becco	cioc
becco	ciocul
combustibile	combustibili
combustibile	combustibilul
combustibile	combustibil
combustibile	carburant
viso	faciale
viso	facială
viso	facial
viso	faţă
viso	fata
viso	fața
viso	faţa
viso	față
fischer	fischer
schiena	înapoi
schiena	inapoi
schiena	back
schiena	spate
fiamma	flacăra
fiamma	flacara
fiamma	flacără
risparmio	economii
risparmio	economiile
risparmio	economisire
risparmio	salvarea
mercanti	comercianți
mercanti	negustori
mercanti	negustorii
brooks	brooks
dorothy	dorothy
facebook	facebook
sostituendo	înlocuind
sostituendo	înlocuirea
sostituendo	înlocuind
motion	mişcare
motion	mișcare
byron	byron
angiò	anjou
gómez	gomez
gómez	gómez
dotazione	dotare
annie	annie
fianchi	hip
fianchi	sold
fianchi	soldul
fianchi	flancuri
bull	taur
bull	taurul
bull	bull
finanza	finante
finanza	finanțare
finanza	finanțe
finanza	finanţe
finanza	finanţe
pressioni	presiuni
pressioni	presiunea
pressioni	presiune
pressioni	presiunile
pressioni	presiuni
deboli	slaba
deboli	slăbit
deboli	slab
deboli	slabă
metalli	metale
metalli	metalul
metalli	metalic
metalli	metal
metalli	metale
metalli	metalele
mit	mit
mit	mit
chirurgia	operație
chirurgia	chirurgie
chirurgia	chirurgia
chirurgia	chirurgical
chirurgia	chirurgicale
chirurgia	chirurgicală
diminuzione	scădere
diminuzione	scade
conferenze	conferințe
conferenze	conferinte
andrés	andrés
seguiti	urmate
seguiti	urmărit
seguiti	urmat
seguiti	urmărită
vulcano	vulcanul
vulcano	vulcan
vulcano	vulcan
sonoro	sunet
sonoro	sound
sonoro	sunetul
dialoghi	dialogul
dialoghi	dialog
dialoghi	dialoguri
dialoghi	dialoguri
adelaide	adelaide
radiale	radial
concludere	încheie
schmidt	schmidt
ice	gheaţă
ice	gheata
ice	gheată
ice	ice
ice	gheață
molecolare	moleculare
molecolare	molecular
molecolare	moleculară
sepoltura	înmormântare
cohen	cohen
tumore	tumora
tumore	tumoare
