עשורים	десетилетия
דנים	деним
בוגרת	възрастни
בוגרת	възрастна
בוגרת	възрастен
בוגרת	зряло
בוגרת	зряла
בוגרת	зрели
בוגרת	зрял
אחיינו	племенник
אחיינו	племенника
שייכות	значимост
שייכות	принадлежащи
שייכות	принадлежност
שייכות	принадлежат
טכנולוגית	технологично
טכנולוגית	технологичен
טכנולוגית	технологично
טכנולוגית	технологична
הגלריה	галерия
פאן	пан
פאן	тиган
עונשין	наказание
עונשין	наказателни
עונשין	санкция
עונשין	наказателен
קון	измама
קני	кени
סעיפים	клаузите
סעיפים	клаузи
הפער	празнина
הפער	пролука
שהתגלה	открит
שהתגלה	открита
שהתגלה	открити
להביס	унищожителна
להביס	поражение
להביס	победен
אנטוניוס	антоний
חוט	тел
חוט	жици
חוט	жица
חוט	нишки
חוט	нишка
חוט	конец
חוט	конци
עיתונאית	журналист
עיתונאית	журналистка
מסוק	вертолети
מסוק	хеликоптер
הרצועה	каишка
הרצועה	ремък
הרצועה	каишка
הרישיון	лиценз
הרישיון	книжка
הרישיון	книжката
דשא	трева
דשא	тревата
פרידה	раздяла
פרידה	скъсване
פרידה	сбогом
פרידה	раздяла
פרידה	раздялата
פרידה	фрида
טונות	тонове
התמקד	фокусиран
התמקד	фокусирана
התמקד	съсредоточен
התמקד	съсредоточена
מעצב	дизайнерски
מעצב	дизайнер
סטטיסטיקה	статистика
סטטיסטיקה	статистики
סטטיסטיקה	статистиката
סטטיסטיקה	статистика
סטטיסטיקה	статистика
מבצעית	оперативно
מבצעית	оперативен
מבצעית	оперативни
מבצעית	оперативна
חתך	дял
חתך	стоп
חתך	режи
חתך	разрез
דטרויט	детройт
גלוי	видима
גלוי	видими
גלוי	видимо
הקוונטים	квантова
הקוונטים	квантовата
הסוחר	търговец
דיגיטלי	цифров
דיגיטלי	дигитален
דיגיטלי	цифрово
דיגיטלי	цифрова
דיגיטלי	цифрови
אסטרטגית	стратегическо
אסטרטגית	стратегическа
אסטרטגית	стратегически
צירים	панти
צירים	контракции
צירים	труд
תצפיות	забележки
תצפיות	наблюдения
עוזרת	помощник
עוזרת	асистентка
עוזרת	асистент
הוקי	хокей
בפנים	вътрешно
בפנים	вътре
חרדה	неспокойна
חרדה	неспокоен
חרדה	тревожност
חרדה	безпокойство
התיישב	уреден
פער	празнина
פער	пролука
בסיני	синай
טורים	колони
סבב	завъртане
סבב	въртене
שריד	остатък
שריד	реликва
שמור	спасяване
שמור	спаси
שמור	запази
שמור	запис
שמור	запази
עמותה	сдружение
עמותה	асоциация
עמותה	асоцииране
הדלת	врата
הדלת	вратата
טכניקה	техниката
טכניקה	техника
חוקרת	изследовател
חוקרת	разследва
חוקרת	разследване
ארטילריה	артилерията
ארטילריה	артилерия
עמיתים	колеги
עמיתים	колеги
שפר	шефър
הי	хей
טבעות	халки
טבעות	пръстени
טבעות	пръстените
ולמה	велма
בסיסים	основи
בסיסים	бази
מאופיין	характеризира
נגמר	над
קרס	кука
קרס	хук
הבטן	стомах
הבטן	стомахът
הבטן	стомаха
הבטן	корем
הוכח	доказан
הוכח	доказана
הוכח	доказано
הוכח	доказани
ציפורי	птиче
חירות	свобода
חירות	либърти
חירות	свобода
יונים	йони
יונים	гълъбите
יונים	гълъби
יונים	гълъби
אוסטרים	австрийци
קיטור	пара
קיטור	парна
קיטור	парата
כריסטינה	кристина
כריסטינה	кристина
ממלכות	царства
ממלכות	кралства
ממלכות	царства
בייקר	бейкър
גרג	грег
תוניסיה	тунис
הברכה	благословията
הברכה	благословия
הגיב	реагира
הגיב	реагирал
הגיב	коментира
מנהגים	нрави
מינסוטה	минесота
גילברט	жилбер
גילברט	гилбърт
בכור	първородния
ביולוגי	биологичен
ביולוגי	биологично
ביולוגי	биологични
ביולוגי	биологична
שולט	доминиращ
האג	хага
שועל	фокс
שועל	лисица
שועל	fox
מקרטני	маккартни
קרבי	битка
פירנצה	флорънс
פירנצה	флоренция
חדה	остро
חדה	шарп
חדה	остър
חדה	остра
חדה	остри
פלילית	престъпник
פלילית	престъпно
כנען	канаан
שן	шен
שן	зъб
הגבלה	ограничение
הגבלה	ограничаване
הגבלה	лимит
הגבלה	граница
הגבלה	ограничаване
הגבלה	ограничение
לוויינים	спътници
לוויינים	сателитите
לוויינים	сателити
צילם	сниман
צילם	заснет
צילם	снимано
צילם	заснети
צילם	заснето
צילם	сниман
צילם	снимана
צילם	снимано
צילם	заснето
גופני	физическо
גופני	физически
גופני	физическа
בסקי	баските
בסקי	ски
בסקי	ските
פגיעות	уязвимост
פגיעות	уязвимостта
פגיעות	контузии
פגיעות	наранявания
רגשית	емоционална
רגשית	емоционални
רגשית	емоционален
רגשית	емоционално
רגשית	емоционално
אופציה	опция
אופציה	вариант
ביקרו	посетиха
ביקרו	посети
ביקרו	посетих
נוספה	добавена
נוספה	добавен
נוספה	добавени
נוספה	добавено
פירס	пиърс
אפלטון	платон
אפלטון	апълтън
מרסל	марсел
פינק	розово
פינק	розов
פינק	розова
פינק	розови
פינק	финк
ברון	баронът
ברון	барон
ספריות	библиотеки
ספריות	директории
ווטסון	уотсън
דאגה	тревожна
דאגה	тревожни
דאגה	тревожно
דאגה	загриженост
דאגה	безпокойство
נופש	resort
נופש	курорта
נופש	курорт
נופש	отпуска
נופש	почивка
נופש	ваканция
נופש	отпуск
נופש	курорти
טימור	тимор
טימור	тимур
הביולוגי	биологичен
הביולוגי	биологично
הביולוגי	биологични
הביולוגי	биологична
יוצרי	създателите
יריחו	джерико
אלמנט	елемент
הירידה	слизане
הירידה	спускане
גומי	каучук
גומי	гума
הארכיון	архив
הארכיון	архиви
חוזים	договори
חוזים	поръчки
ריהאנה	риана
הכיוון	посока
משיח	месия
משיח	месията
ללבוש	носи
ללבוש	износване
משגר	установка
משגר	спускане
משגר	изстрелване
רייגן	рейгън
סנטיאגו	сантяго
אמיתיים	истинско
אמיתיים	реал
אמיתיים	истинска
אמיתיים	реално
אמיתיים	истински
נוב	ноември
נוב	ноб
דורה	дора
דורה	дура
ברן	брен
ברן	бърн
שינויי	промени
שינויי	промените
שינויי	изменения
סכסוכים	конфликтите
סכסוכים	конфликти
סכסוכים	спорове
סכסוכים	споровете
מונעת	карал
מונעת	превантивни
אריות	лъвовете
אריות	лъвове
לאום	националност
לאום	гражданство
ורוד	розово
ורוד	розов
ורוד	розова
ורוד	розови
דריה	дария
טנסי	тенеси
כפוף	подчинени
כפוף	подчинена
כפוף	подчинен
כפוף	бент
בעלים	собственик
בעלים	притежател
בעלים	собственика
בעלים	съпрузи
בעלים	притежатели
בעלים	собственици
בעלים	собствениците
קמפיין	кампанията
קמפיין	кампания
מחמד	pet
מחמד	любимец
אטומים	атомите
אטומים	атоми
מונטריאול	монреал
סו	сю
סו	су
נשיאה	президентът
נשיאה	президент
נשיאה	председател
הנאמנים	лоялисти
הנאמנים	попечители
אוטובוסים	автобуси
אוטובוסים	автобусите
ערוצי	канали
קלווין	келвин
קלווין	калвин
קלווין	келвин
שובר	купон
שובר	купони
שובר	почивки
שובר	ваучер
שובר	ваучери
מעניקה	дава
תחזוקה	поддръжка
תחזוקה	поддържане
השתלטות	поемане
השתלטות	поглъщане
בורות	невежи
בורות	невежество
בורות	невежеството
יורדת	слиза
מעבדה	лабораторен
מעבדה	лабораторно
מעבדה	лаборатория
מעבדה	лабораторна
מעבדה	лабораторията
מעבדה	лаборатория
מיזוג	сливане
מיזוג	обединяване
מיזוג	сливане
מיזוג	кондициониране
מוניטין	репутация
מוניטין	репутацията
מוניטין	репутация
מוניטין	репутацията
תינוק	бебе
תינוק	мила
תינוק	бейби
תינוק	скъпа
פארקר	паркър
הוחזר	върнато
הוחזר	върнати
הוחזר	върната
שליליות	отрицателен
שליליות	отрицателно
שליליות	отрицателни
שליליות	отрицателна
שליליות	негативизъм
גרנדה	гренада
גרנדה	гранде
גרנדה	гранада
שפע	изобилието
שפע	изобилие
שפע	изобилие
שפע	изобилен
מקדונלד	макдоналд
מקדונלד	макдоналд
מקדונלד	макдоналдс
מיין	мейн
צינורות	тръбопроводи
צינורות	тръбите
צינורות	тръби
צינורות	тръби
האף	нос
האף	носа
האף	носът
ניה	ния
ניה	ная
נוזלי	течни
נוזלי	течна
נוזלי	течност
נוזלי	течно
נוזלי	течен
ניומן	нюман
בלבול	объркване
פסיפס	мозайка
אכילה	хранене
אכילה	ям
אכילה	ядене
אכילה	яде
אכילה	ядливи
סנטר	чин
סנטר	брадичката
סנטר	брадичка
סנטר	център
בון	бон
בון	бон
בון	кокал
בון	кост
בון	кости
בון	буун
בון	бун
בון	бун
לבוב	лвов
סקוטי	скоти
סקוטי	шотландец
סקוטי	шотландски
יצרן	производител
מאל	мал
פייסבוק	фейсбук
פייסבוק	facebook
קופה	копа
קופה	купе
מחזאי	драматург
תחנה	станция
תחנה	station
תחנה	гара
תחנה	парк
תחנה	park
אלמוני	анонимни
אלמוני	анонимна
אלמוני	анонимен
אלמוני	анонимно
פצצת	бомбата
פצצת	бомба
בנין	бенин
מקוריים	оригинални
מקוריים	оригинал
מקוריים	оригинално
מקוריים	оригинална
מקוריים	оригинален
מקוריים	оригиналите
מקוריים	древни
מקוריים	оригинали
המצלמה	камера
המצלמה	фотоапарат
המצלמה	камерата
גאורגי	георги
ליטאים	литовците
חטא	грехът
חטא	грехове
חטא	грях
סולטאן	султан
סולטאן	султанът
סולטאן	султана
שרף	серафим
שרף	смола
המעי	черва
המעי	черво
לפרט	посочете
לפרט	уточни
רצינית	сериозен
רצינית	сериозно
רצינית	сериозни
רצינית	сериозна
דקר	декър
דקר	декър
דורו	дуро
הורדת	свалени
הורדת	изтеглен
הורדת	свалена
הורדת	свален
הורדת	изтеглени
הורדת	свалил
הורדת	сваляне
הורדת	изтегляне
סתיו	есента
סתיו	есен
סתיו	есента
סתיו	падане
סתיו	есен
צלילה	гмуркане
צלילה	потапяне
צלילה	гмуркане
מקורית	оригинални
מקורית	оригинал
מקורית	оригинално
מקורית	оригинална
מקורית	оригинален
באחריות	гарантирани
באחריות	гарантирано
באחריות	гарантирана
באחריות	гарантиран
באחריות	отговорно
צוותי	отбори
צוותי	екипи
חמורים	магарета
בואי	ела
מגנוס	магнус
אינדיאנים	индианци
אינדיאנים	индийци
מחוברים	свързани
מחוברים	свързан
מחוברים	свързано
מחוברים	свързана
פופולריים	популярно
פופולריים	популярен
פופולריים	популярна
פופולריים	популярни
פופולריים	актуални
פופולריים	актуално
מתוקים	сладък
מתוקים	мило
מתוקים	сладко
מתוקים	сладки
מתוקים	сладка
מתוקים	сладкиши
מתוקים	сладки
רבייה	разплод
רבייה	размножаване
רבייה	възпроизвеждане
רבייה	размножаване
הקשיים	трудности
הקשיים	затруднения
קונגרס	конгрес
קונגרס	конгреса
קונגרס	конгресът
איזון	баланс
איזון	салдо
איזון	равновесие
איזון	балансиране
לוקחים	желаещи
מכני	механична
מכני	механично
מכני	механични
מכני	механичен
חבורות	лезии
חבורות	клики
איכרים	фермери
איכרים	селяни
פוסק	арбитър
ייחודיות	уникално
ייחודיות	уникален
ייחודיות	уникални
ייחודיות	уникална
דוגמא	примерна
דוגמא	пример
המאפיין	характерен
המאפיין	характерни
המאפיין	характеристика
מתמשך	непрекъсната
מתמשך	непрекъснати
מתמשך	непрекъснат
מתמשך	текущо
מתמשך	трайно
מתמשך	траен
מתמשך	дълготраен
מתמשך	трайни
מתמשך	дълготрайно
משערים	спекулират
ממציא	изобретател
האירופאים	европейците
האירופאים	европейци
שוות	равен
שוות	равно
שוות	равни
שמיני	осма
שמיני	осми
שמיני	осмо
נקי	ясно
נקי	изчистване
נקי	чисто
נקי	чист
נקי	чисти
נקי	чиста
מקהלה	хор
מקהלה	хор
מקנה	маккена
מיקרו	микро
גורדי	горди
גורדי	горди
שפל	долно
שפל	ниско
שפל	ниски
שפל	нисък
שפל	ниска
ורה	вера
פריץ	фриц
העתקה	копиране
העתקה	копие
העתקה	копиране
בניתוח	хирургически
פלין	флин
ספירס	спиърс
מעריכים	оценявам
מעריכים	оцени
סטנפורד	станфорд
הכספי	каспийско
עלויות	разходи
ברצינות	сериозно
הוואי	хаваи
הוואי	хавай
הוואי	хаваите
חסום	блокиране
חסום	блок
חסום	блокирани
חסום	блокирано
חסום	блокиран
חסום	блокирана
יעדים	мишени
יעדים	цели
יעדים	цели
יעדים	голове
יעדים	цели
יעדים	дестинации
וימבלדון	уимбълдън
ורד	роуз
ורד	роза
ורד	розата
חילוץ	извличане
חילוץ	екстракция
חילוץ	спасяване
סודות	тайните
סודות	тайни
תפוצה	достигнат
תפוצה	достигне
תפוצה	достигане
ביצורים	укрепления
ביצורים	твари
ביצורים	създания
ביצורים	същества
תפוח	епъл
תפוח	ябълков
תפוח	ябълка
תפוח	apple
מצרית	египетски
להתאמן	тренировка
להתאמן	практика
לאפס	анулиране
לאפס	рестартира
להעיד	свидетелства
מפרש	плават
מפרש	платна
יישומים	приложения
יישומים	заявления
יישומים	молби
יישומים	приложения
ספרייה	библиотеката
ספרייה	библиотека
למרגלות	подножието
פוטבול	футбол
פוטבול	футболен
מועדפת	любимо
מועדפת	любими
מועדפת	любим
מועדפת	любимка
מועדפת	предпочитан
אחראים	отговорни
אחראים	отговорно
אחראים	отговорен
אחראים	отговорна
יעקובסון	джейкъбсън
הגשת	подаване
רוזנטל	розентал
נגזרת	деривати
מצריים	египет
מחסה	подслон
מחסה	приют
ריבר	ривър
ריבר	река
ריבר	реката
קמפבל	кембъл
אלבניה	албания
גזים	газове
נמלים	пристанищата
נמלים	пристанища
נמלים	мравките
נמלים	мравки
השרירים	мускулите
השרירים	мускули
נצפה	разглеждан
נצפה	разглеждани
נוזלים	течности
נוזלים	флуиди
נוזלים	течности
נוזלים	течност
אדריאן	адриен
אדריאן	адриан
אדריאן	ейдриън
אדריאן	ейдриан
אדריאן	адриан
הפסחא	великденски
הפסחא	великден
אוקראינים	украинци
המכפלה	патриарси
רוברטו	роберто
איסטנבול	истанбул
איתור	следене
איתור	проследяване
וליאן	джулиън
וליאן	хулиан
וליאן	джулиан
צופן	код
צופן	шифър
גאולה	избавление
גאולה	спасението
גאולה	спасение
גאולה	изкупление
גאולה	изкуплението
רעה	лоша
רעה	зле
רעה	лошо
רעה	лош
רעה	кофти
המסגרת	кадър
המסגרת	рамка
נמרוד	нимрод
רוכב	язди
רוכב	райдър
רוכב	конник
רוכב	ездач
רוחו	рохо
מצלמה	камера
מצלמה	фотоапарат
מצלמה	камерата
העמודים	стълбове
העמודים	колони
יושבת	седнала
יושבת	седнал
יושבת	седящ
יושבת	седи
עודף	излишък
עודף	промени
עודף	смяна
עודף	промяна
עודף	излишък
העצב	нахалство
העצב	нерв
העצב	нерви
פוסטר	приемен
פוסטר	фостър
פוסטר	приемни
הוגים	мислители
אופרות	опери
האבל	хъбъл
האבל	траур
בלייק	блейк
אסר	забранено
אסר	забранени
אסר	забранен
אסר	забранена
בחינה	изпит
מאבד	губи
קינן	кенан
טייסים	пилоти
טייסים	пилотите
התקדם	аванс
התקדם	предварително
השדות	фийлдс
השדות	поля
השדות	полетата
השדות	полета
השתנתה	променена
השתנתה	променени
השתנתה	променен
השתנתה	променено
בלעדי	изключително
בלעדי	ексклузивно
בלעדי	изключителни
בלעדי	изключителна
נשבר	счупен
נשבר	счупена
נשבר	счупено
נשבר	разбито
נשבר	разбити
נשבר	разорен
נשבר	разорени
סיציליה	сицилия
איליה	илия
איליה	иля
איליה	илия
איליה	елия
נעלמו	изчезнал
נעלמו	изчезнала
אוילר	ойлер
טיטוס	тит
לואיז	луиз
לואיז	луиз
פסולת	отломки
פסולת	отпадък
פסולת	отпадъци
רגלי	крака
רגלי	краката
רגלי	крачета
רגלי	пешка
רגלי	пионка
בארט	барт
בארט	барет
נשיפה	издишване
אימוץ	осиновяването
אימוץ	приемане
אימוץ	осиновяване
אימוץ	приета
אימוץ	приет
אימוץ	осиновен
אימוץ	осиновена
מופעל	включено
מופעל	включена
מופעל	активиран
מופעל	активирана
מופעל	активирани
רווחים	интервали
רווחים	помещения
רווחים	пространства
רווחים	приходи
רווחים	доходи
רווחים	печалби
רווחים	печалби
רווחים	печалба
בוחן	тест
ויל	уил
אוהל	палатките
אוהל	палатки
אוהל	шатра
אוהל	палатката
אוהל	шатрата
אוהל	палатка
אפריקאית	африканска
אפריקאית	африкански
דיזל	дизел
דיזל	дизелов
אוסטרלי	ози
אוסטרלי	австралийски
לוסי	люси
לוסי	луси
ליאון	лион
ליאון	леон
יביא	донеси
אוצרות	съкровища
אוצרות	съкровищата
נוגע	докосва
עצמאיות	независима
עצמאיות	независими
עצמאיות	независим
בריא	здрави
בריא	здрав
בריא	здрава
בריא	здравословни
בריא	здравословно
תאודור	теодор
תאודור	тиодор
תאודור	теодор
ניקסון	никсън
סלים	селим
סלים	слим
סלים	кошници
סלים	салим
אמירה	амира
חוקיות	законност
חוקיות	законността
חוקיות	правно
חוקיות	правни
חוקיות	правна
חוקיות	юридически
חוקיות	правен
חוקיות	законно
פיוס	помирение
עפולה	афула
פיליפס	филипс
פיליפס	филипс
מסובך	сложен
מסובך	сложно
מסובך	сложни
מסובך	сложна
ויימאר	ваймар
תיעודי	документален
דיכאון	депресия
להרים	повдигане
צאצא	потомство
צאצא	потомък
אסיר	затворничка
אסיר	затворник
אסיר	затворничка
אסיר	затворник
קתולי	католическа
קתולי	католическо
קתולי	католик
קתולי	католици
קתולי	католичка
אפריקאים	африканци
במול	плоски
במול	апартамент
במול	плоско
במול	плоска
במול	плосък
לית	лий
כוס	чашка
כוס	чаша
כוס	купа
כוס	къп
מדידת	измерване
מילוי	пълнеж
מילוי	запълване
מילוי	пълнене
מילוי	пълнеж
מילוי	плънка
מילוי	пълнене
אמריקנים	американците
אמריקנים	американци
סינגפור	сингапур
לצבור	натрупват
הערבה	степ
השומרים	пазители
השומרים	пазителите
יושבים	седнала
יושבים	седнал
יושבים	седящ
יושבים	седи
מצלמות	камери
מצלמות	фотоапарати
התעללות	малтретирани
התעללות	злоупотреба
התעללות	малтретиране
התעללות	злоупотреби
התעללות	злоупотреба
התעללות	малтретиране
רגש	емоция
רגש	емоции
רגש	емоцията
רגש	емоционална
רגש	емоционални
רגש	емоционален
רגש	емоционално
מראות	гледки
מראות	забележителности
מראות	огледала
מראות	огледалата
תרגיל	дрил
תרגיל	учение
תרגיל	упражнение
תרגיל	упражнения
הוסר	премахната
הוסר	премахнато
הוסר	премахнат
הוסר	премахнати
הוסר	отстранени
מחמוד	махмуд
מחמוד	махмуд
התמחות	стаж
התמחות	специалност
התמחות	специалитет
הנבחר	избрана
הנבחר	избрано
הנבחר	избрани
הנבחר	избран
גרי	гери
גרי	гари
המתמחה	стажант
המתמחה	стажантка
נבל	злодей
נבל	арфа
כרטיסים	билетите
כרטיסים	билети
כרטיסים	картите
כרטיסים	карти
כרטיסים	картички
מרתון	маратон
המפקח	инспекторе
המפקח	инспектор
דרבי	дарби
דרבי	дерби
ארליך	ерлих
גנרלים	генерали
משפיעה	влиятелен
משפיעה	влиятелни
משפיעה	засягат
משפיעה	засяга
משפיעה	въздейства
משפיעה	влияе
משפיעה	засягащи
בורוסיה	борусия
מונרו	монро
מחסום	блокада
מחסום	прегради
מחסום	бариери
מחסום	пречки
מחסום	преграда
מחסום	бариера
השרת	сървър
שגרירות	посолство
שגרירות	посолството
אוסבורן	озбърн
אוסבורן	осборн
גרוסמן	гросман
אוהבים	любители
אוהבים	влюбени
אוהבים	любовници
אוהבים	влюбените
חצות	полунощ
מרפי	мърфи
ההכנות	препарати
ההכנות	подготовка
ההכנות	заготовки
ההכנות	приготовления
הפיצוץ	взрив
הפיצוץ	експлозия
זיכרונות	спомени
זיכרונות	спомените
אוכלים	ям
אוכלים	ядене
אוכלים	яде
היוזמה	инициатива
נאצים	нацисти
נאצים	нацистите
התעמולה	пропаганда
אורה	ора
קרתגו	картаген
נסוג	оттеглено
נסוג	отменено
נסוג	изтеглени
בירד	птиче
בירד	бърд
בירד	птичка
בירד	птица
שיפורים	подобрения
הנטייה	наклон
קדש	освети
קור	студ
קור	студен
קור	студено
קור	студена
קור	кор
קור	кор
קור	кр
סיון	сиван
סוויפט	бърз
סוויפט	суифт
רוד	прът
רוד	род
ציינו	спомената
ציינו	споменато
ציינו	споменат
סמוכים	съседни
תראה	виж
נסה	опитай
נסה	опитайте
פצצה	бомбата
פצצה	бомба
מינימום	минимален
מינימום	минимално
מינימום	минимална
מינימום	минимум
פנימה	вътрешно
פנימה	вътре
צפה	наблюдаван
צפה	наблюдавани
צפה	гледах
צפה	плаващи
צפה	плаваща
צפה	плаващ
צפה	гледай
צפה	гледайте
צפה	изглед
צפה	гледка
צפה	оглед
צפה	преглед
טיפולים	лечения
טיפולים	терапии
צרה	беля
צרה	неприятности
צרה	беда
צרה	проблем
צרה	проблеми
צרה	тясно
צרה	тясна
צרה	тесни
צרה	тесен
צרה	нещастието
זהירות	внимателно
ריימונד	реймънд
סאם	сам
רוסו	росо
רוסו	русо
רוסו	русо
סעד	саад
שוחד	подкуп
שוחד	подкупи
שוחד	подкупи
שוחד	подкупите
שוחד	подкуп
שוחד	подкупи
אוטונומיה	самостоятелност
אוטונומיה	автономия
ירמיהו	джеремая
להודיע	обявя
להודיע	обяви
להודיע	уведоми
שמאלה	ляво
שמאלה	ляв
שמאלה	наляво
העמידה	стойка
הלוחות	панели
אנטארקטיקה	антарктида
אנטארקטיקה	антарктика
נחמה	комфорт
נחמה	утеха
נחמה	удобство
נחמה	утеха
נחמה	утеха
היוקרתי	престижните
היוקרתי	престижна
גנטי	генетична
גנטי	генетични
גנטי	генетичен
גנטי	генетично
בוני	бони
בוני	бони
ורנר	вернер
סת	сет
פרעה	фараонът
פרעה	фараон
פרעה	фараона
אנכי	вертикално
אנכי	вертикален
אנכי	вертикално
אנכי	вертикална
אנכי	вертикални
הבלטי	балтийско
כוונות	намерения
כוונות	намеренията
מתחרה	участник
מתחרה	състезател
מתחרה	конкурент
מתחרה	състезател
מתחרה	конкурентно
מתחרה	конкурентни
נקבות	женските
נקבות	женски
עט	писалка
עט	pen
עט	химикалка
עט	химикал
שומע	чуя
הנהג	шофьорът
הנהג	шофьор
הנהג	шофьора
דרמטי	драматичен
דרמטי	драматично
דרמטי	драматична
דרמטי	драматични
גידולים	тумори
גידולים	тумори
מצדה	масада
מחתרת	подземен
מחתרת	подземно
מחתרת	подземни
מחתרת	съпротива
מחתרת	резистентност
מחתרת	устойчивост
מחתרת	съпротивление
ליטר	литър
ליטר	литър
ליטר	литра
שרירי	мускулест
נצרות	кристиан
נצרות	кристиян
נצרות	крисчън
נצרות	християнин
נצרות	християнството
ציטוטים	кавички
ציטוטים	цитати
ציטוטים	цитати
זול	евтино
זול	евтин
זול	евтини
זול	евтина
גיבורים	героите
גיבורים	герои
חרם	бойкот
בטן	коремна
בטן	коремни
בטן	корем
בטן	корема
בטן	коремче
בטן	шкембе
בטן	корема
בטן	корем
בטן	кючек
בטן	стомах
בטן	стомахът
בטן	стомаха
בטן	корем
תקרית	инцидент
נוגה	венера
מגמות	тенденции
מרובע	двора
מרובע	квадратна
מרובע	квадратни
מרובע	квадратен
מרובע	квадрат
מרובע	площад
קלייר	клеър
קלייר	клеър
בציר	реколта
בציר	ретро
שיקולים	съображения
חורים	дупките
חורים	дупки
ברג	бърг
קובנה	каунас
צייד	ловец
צייד	хънтър
צייד	ловен
צייד	лов
דמיטרי	дмитрий
דמיטרי	димитри
דמיטרי	дмитрий
דמיטרי	димитри
דמיטרי	димитрий
דמיטרי	дмитрий
דמיטרי	димитри
דמיטרי	димитрий
גיטרות	китари
מסלולים	маршрутите
מסלולים	пътища
מסלולים	маршрути
מסלולים	следите
מסלולים	писти
מסלולים	следи
מסלולים	релси
תקליט	рекорд
תקליט	запис
ביירות	бейрут
מסכימה	съгласна
מסכימה	договорено
מסכימה	съгласен
מסכימה	съгласна
מסכימה	съгласен
דיאנה	даяна
דיאנה	диана
דיאנה	диана
חיטה	пшеница
חיטה	жито
קלף	пергамент
קלף	карта
קלף	картичка
גרו	гру
רוקי	роки
תקוה	надеждата
תקוה	хоуп
תקוה	надежда
מוט	прът
מוט	стълб
מוט	полюс
מוט	поляк
מוט	пилон
חליל	флейтата
חליל	флейта
חליל	халил
פורסט	форест
פוג	поуг
פוג	фог
משקף	отразяване
משקף	отразяват
משקף	отразява
משקף	отразяващи
משקף	отразява
אסטרטגי	стратегическо
אסטרטגי	стратегическа
אסטרטגי	стратегически
רוחנית	духовна
רוחנית	духовни
רוחנית	духовното
רוחנית	духовен
רוחנית	духовно
רוחנית	духовно
סתירה	противоречиви
סתירה	противоречие
לפרש	тълкуване
לפרש	тълкува
אהבתי	обичах
אהבתי	обичана
אהבתי	обичаше
אהבתי	обичан
משלוח	доставяне
משלוח	доставката
משלוח	доставка
משלוח	корабоплаването
משלוח	корабоплаване
משלוח	доставка
רבעים	каютата
קרקוב	краков
דילן	дилън
דילן	дилан
לחיזוק	засилване
לחיזוק	укрепване
סטריט	улица
סטריט	стрийт
סטריט	street
סטריט	улицата
בפורטוגזית	португалски
וגאס	вегас
רדיוס	радиус
לסטר	лестър
לסטר	лестър
אמילי	емили
אלכסנדריה	александрия
להמיר	превръщане
להמיר	преобразуване
אוגנדה	уганда
תלונות	оплаквания
תלונות	жалби
האמירויות	емирства
פרווה	козина
פרווה	козината
פרווה	кожи
סלוניקי	солун
פנמה	панама
ייחוס	признание
ייחוס	родословие
הבריחה	бягство
המחוקקים	законодатели
המחוקקים	законодателите
המחוקקים	депутатите
המחוקקים	депутати
פיגועים	атакува
פיגועים	атентати
פיגועים	атаки
פיגועים	нападения
פיגועים	атентати
התחלתי	започна
תדירות	честота
אבחון	диагностика
אבחון	диагностика
אבחון	диагноза
אבחון	диагностика
אבחון	диагностиката
שוחררה	освободена
שוחררה	освободен
שוחררה	освободени
אירופי	европейско
אירופי	европейски
אירופי	европеец
אירופי	европейска
משתתפת	участващи
משתתפת	участващ
משתתפת	участваща
משתתפת	участник
משתתפת	участие
משתתפת	участват
צרכים	нужди
אילנה	илана
קרנות	фондове
קרנות	средства
קרנות	рогата
קרנות	рога
התודעה	съзнание
התודעה	съзнанието
הקיום	съществуването
הקיום	съществуване
יוצאות	изходящи
אינטרסים	интереси
רוברטס	робъртс
התועלת	полезността
באדן	баден
דלתא	делта
דלתא	delta
תואם	съвместимо
תואם	съвместим
תואם	съвместими
תואם	съвместима
תואם	съвпадение
גולד	златен
גולד	златни
גולד	златно
גולד	златна
גולד	злато
גולד	гулд
דוכסות	пловдивско
קית	кийт
ציריך	цюрих
ציריך	цюрих
נלהב	екстаз
נלהב	възторжен
נלהב	ентусиазиран
נלהב	страстна
נלהב	страстно
נלהב	страстен
נלהב	страстни
מקסימלי	максимална
מקסימלי	максимален
מקסימלי	максимум
מקסימלי	максимално
מסגרות	рамки
דקדוק	граматически
דקדוק	граматика
המגיעים	пристигащите
המגיעים	пристигащи
אלקטרוניקה	електроника
אלקטרוניקה	електрониката
קנטור	кантор
נאש	неш
נאש	наш
אפריקני	африканска
אפריקני	африкански
הגירוש	депортиране
דלה	дела
שודדי	обирджии
אוסטרלים	австралийци
צמיחה	израстване
צמיחה	растеж
צמיחה	ръст
שוחט	касапин
הרצף	континуум
רוזה	роза
רוזה	роса
רוזה	розе
הפסנתר	пианото
הפסנתר	пиано
הפסנתר	пияно
הקמפיין	кампанията
הקמפיין	кампания
פקיד	чиновник
פקיד	пристав
מעשיות	истории
מעשיות	приказки
מעשיות	разкази
להירשם	регистър
שפם	мустаци
שפם	мустак
שפם	мустаци
שפם	мустак
שפם	мустаци
עצר	спрян
עצר	спряна
עצר	спря
נכשלה	неуспешна
נכשלה	неуспешно
נכשלה	неуспех
הצביע	гласували
הצביע	гласуваха
הצביע	гласувахме
