terra	테라
turbo	터보
stab	직원
stab	스탭
stab	직원들
ideelle	아이디얼
ideelle	이상
veronica	베로니카
oppføringen	품목
potensial	잠재력
potensial	퍼텐셜
potensial	잠재
potensial	잠재적
klage	불만
klage	항소
klage	호소
klage	불평
kirk	커크
chaplin	채플린
orion	오리온자리
orion	오리온
draft	초안
draft	드래프트
draft	임시
gif	gif
rede	둥지
gone	gone
forsto	이해
dirty	더러운
overskudd	잉여
hamlet	햄릿
laila	라일라
assistanse	원조
potensielt	잠재력
potensielt	퍼텐셜
potensielt	잠재
potensielt	잠재적
potensielt	잠재적으로
frikjent	무죄
delegasjon	위임
farvel	작별
farvel	굿바이
nasjonalisme	내셔널리즘
nasjonalisme	국민주의
nasjonalisme	민족주의
nasjonalisme	국민주의
asian	아시아
carmen	카르멘
økologisk	생태
økologisk	생태주의
økologisk	생태학
økologisk	유기적
gruvene	광산
gruvene	지뢰
motorvei	고속도로
lenin	레닌
regimentet	연대
latvisk	라트비아
latvisk	라트비아인
latvisk	라트비아어
veie	무게
retningslinjene	정책
retningslinjene	방침
retningslinjene	가이드라인
retningslinjene	지침
retningslinjene	정책
ultimate	얼티밋
forespørsel	요청
forespørsel	요청하기
brett	브렛
bly	리드
oppretter	만듭니다
oppretter	만들기
oppretter	생성
oppretter	만드세요
oppretter	만들기
fields	필드
continental	콘티넨탈
continental	대륙
continental	콘티넨털
matvarer	식료품
ottawa	오타와
intens	강렬하게
intens	강렬한
market	마켓
market	시장
favoritt	favourite
favoritt	즐겨
favoritt	좋아하는
rebecca	리베카
rebecca	레베카
markeder	시장
lou	루키
vindu	창문
skatten	보물
feel	feel
feel	기분
feel	느낌
etterforskning	조사
etterforskning	수사
filosofer	철학자
filosofer	철학자들
proteiner	단백질
faith	믿음
faith	신념
faith	신앙
leone	레온
sumatra	수마트라
granada	그라나다
hann	남성
hann	수컷
sykepleier	간호사
sykepleier	간호
relative	상대
relative	상대적
relative	친척
spider	거미
spider	스파이더
sherman	셔먼
ana	ana
ana	아나
anbefales	추천
anbefales	권장
katastrofe	재난
katastrofe	재난
katastrofe	재앙
nfl	nfl
harriet	해리엇
erklærer	선포
buddhisme	불교
ørret	송어
rettsvitenskap	법학
privilegier	특권
privilegier	권한
mental	멘탈
mental	정신
siemens	지멘스
sánchez	산체스
spyd	스피어스
spyd	스피어
many	많은
ekskludert	제외됨
gruve	광산
asteroider	소행성
manual	수동
manual	설명서
manual	매뉴얼
katt	고양이
bradford	브래드퍼드
bradford	브래드포드
laks	연어
dårligste	최악의
dårligste	최악
ødeleggelse	파괴
mobil	모바일
artemis	아르테미스
tapene	손해
tapene	손실
htc	htc
gymnastikk	체조
entall	특이
ricardo	히카르도
ricardo	리카르도
ricardo	히카르두
basic	기본
basic	기초
basic	베이직
twin	쌍둥이
twin	트윈
hare	토끼
hare	산토끼
hare	토끼
venstresiden	좌파
venstresiden	왼쪽
gjemt	숨김
gjemt	숨겨져
gjemt	숨겨진
hal	hal
taekwondo	태권도
forelesninger	강의
forelesninger	강연
legion	레지옹
portalen	포탈
portalen	포털
tsjad	차드
individ	개별
individ	개인
paula	폴라
prestasjon	업적
prestasjon	업적
prestasjon	성취
chase	체이스
trans	트랜스
trans	트랜스월드
trans	트랜스포트
rehabilitering	재활
rehabilitering	재활
snøbrett	스노보드
antiokos	안티오코스
angst	불안
angst	염려
hussein	후세인
innsamling	수집
innsamling	수집하기
innsamling	모금
ballett	발레
ballett	발레단
molekyler	분자
fabian	파비안
nam	nam
agenter	에이전트
atlanteren	애틀랜틱
atlanteren	대서양
liberia	라이베리아
windsor	윈저
lorraine	로렌
lorraine	로레인
meta	메타
keisere	황제
brother	오빠
brother	아우
sivilisasjon	문명
albansk	알바니아
albansk	알바니아인
albansk	알바니아어
kupp	쿠데타
koster	비용
koster	비용
dreams	드림
sek	sec
esperanto	에스페란토
minh	minh
aka	aka
lambert	람베르트
lambert	램버트
mottaker	수신자
mottaker	수신자
mottaker	수신기
commander	지휘관
commander	사령관
commander	커맨더
produsentene	프로듀서
farfar	할아버지
farfar	할아버지
farfar	외할아버지
doi	doi
forsvinne	사라져
korsika	코르시카
vitamin	비타민
motorene	엔진
instruksjoner	지침
instruksjoner	지시
instruksjoner	안내
memoarer	회상록
memoarer	회고록
memoarer	회고록
parodi	패러디
klokker	시계
klokker	시계
aurora	아우로라
utsatte	연기
casey	케이시
stemning	대기
stemning	분위기
stemning	분위기
trang	타이트
fikset	고정
drage	연이
drage	드래곤볼
drage	드래곤
rest	쉬어
rest	휴식
mir	mir
mir	미르
løser	풀기
løser	해결
stolt	자랑
roses	장미
waterloo	워털루
arr	흉터
arr	흉터
straffe	처벌
denver	덴버
usikre	불안
usikre	불안해
tana	타나
sylvia	실비아
nabo	이웃
nabo	이웃집
low	낮은
low	낮음
low	low
gjenforening	동창회
osaka	오사카
valentin	발렌틴
ettermiddagen	오후
tørke	가뭄
keys	키키
keys	열쇠
begeistret	두근두근
panorama	파노라마
jaktstart	추구
jaktstart	추적
sårbar	취약
kunde	고객
kunde	클라이언트
titan	타이타늄
titan	티타늄
titan	타이탄
titan	티탄
eventyret	어드벤처
eventyret	모험
identiske	동일한
identiske	동일
identiske	동일함
gilmour	길모어
innkalt	소환
herakles	헤라클레스
wembley	웸블리
aids	에이즈
giorgio	조르지오
beboerne	레지던트
beboerne	주민들
nic	nic
tango	탱고
trekantet	삼각형
trekantet	삼각
gospel	복음
gospel	복음주의
gospel	복음서
perth	퍼스
malawi	말라위
restriksjoner	제한
firkantet	제곱
firkantet	스퀘어
firkantet	광장
firkantet	사각형
firkantet	정사각형
stella	스텔라
frigitt	발매
frigitt	개봉
pasientene	환자
pasientene	환자들
påstår	주장
påstår	발급
support	지원
support	지지
support	후원
simmons	시몬스
johnston	존스턴
strender	바닷가
strender	해변
marin	마린
monopol	독점
teresa	테레사
rim	rim
mamma	엄마
flamsk	플랑드르
own	소유
forlovet	약혼
felipe	펠리페
soundtrack	사운드트랙
satellitt	인공위성
satellitt	위성
undervise	교육
undervise	교사
undervise	가르침
bourbon	부르봉
bourbon	버번
ull	양모
ull	양털
pepper	후추
pepper	고추
pepper	페퍼
buddha	부처
buddha	부처님
forene	단결하라
forene	단결
katalansk	카탈루냐
katalansk	카탈루냐어
harbor	항구
harbor	항만
arbeidsgiver	직장
kommunister	공산주의자
trenere	코치
trenere	트레이너
alias	별칭
alias	별명
minnes	기억
pålitelig	신뢰
pålitelig	신뢰성
pålitelig	신뢰
forventer	기대
carroll	캐롤
carroll	캐럴
chess	체스
nøkkel	키키
starta	시작되었습니다
starta	시작했습니다
starta	시작됨
kritt	백악기
orléans	올리언스
alain	알랭
koble	연결
koble	연결하기
fitzgerald	피츠제럴드
utgifter	비용
kortet	카드
ideell	아이디얼
ideell	이상
avslått	거절
drake	드레이크
kommenterte	댓글
springs	스프링
springs	스프링스
adelaide	애들레이드
adelaide	아델라이드
gravene	무덤
tobago	토바고
bekymring	염려
bekymring	우려
handelsmann	상인
handelsmann	업체
handelsmann	판매자
reflekterer	반영
bier	벌벌
jaget	사냥
parks	파크
parks	공원
parks	파크스
advanced	고급
cellene	세포
bombingen	폭격
bombingen	폭파
skinnende	윤기
skinnende	빛나고
skinnende	빛나
skinnende	빛나는
rice	라이스
heath	히스
seymour	시모어
myanmar	미얀마어
myanmar	미얀마
nigel	나이젤
slanger	뱀과
datering	연애
datering	데이트
joint	관절
kat	kat
cola	코카콜라
cola	콜라
cola	콜라보
cola	콜라
garcia	가르시아
offiserene	장교
logikk	논리학
logikk	논리
glory	영광
glory	글로리
rhythm	리듬
adoptert	채택
adoptert	입양
lonely	외로워
lonely	외로운
lonely	외로움
isbreer	빙하
eia	eia
uttrykkes	표명
koranen	꾸란
haus	haus
minsk	민스크
minsk	줄이기
minsk	감소
kontrollerer	통제
kontrollerer	제어
kontrollerer	컨트롤
hank	행크
overveldende	압도적
stormester	그랜드마스터
coming	출시
coming	coming
kabel	케이블
adventures	어드벤처
adventures	모험
anbefaler	추천합니다
anbefaler	추천
salen	안장
vogn	마차
vogn	마차
madeleine	마들렌
madeleine	매들린
beløp	금액
pollen	꽃가루
laboratorium	실험실
laboratorium	연구소
laboratorium	연구실
laboratorium	lab
laboratorium	연구실
laboratorium	실험실
jackie	재키
vinyl	비닐
emirater	에미리트
emirater	에미레이트
krangel	싸움
skriving	쓰기
skriving	글쓰기
skriving	쓰기
skriving	글쓰기
hassan	hassan
fantomet	팬텀
dillon	딜런
petra	페트라
dionysos	디오니소스
skogene	우즈
bailey	베일리
paradis	파라다이스
paradis	천국
paradis	낙원
editor	편집기
editor	편집자
editor	에디터
klarinett	클라리넷
debatter	토론
debatter	논쟁
always	항상
always	언제나
fele	바이올린
abstrakt	추상화
abstrakt	추상
stattholder	주지사
pérez	페레즈
pérez	페레스
bnp	gdp
hyppige	잦은
hyppige	자주
willis	윌리스
galleriet	화랑
galleriet	갤러리
eagle	독수리
eagle	이글
søn	햇볕
søn	태양
debuten	데뷔해
debuten	데뷔
princess	공주
princess	공주님
princess	프린세스
fantasi	상상력
fantasi	상상
fantasi	판타지
fantasi	환상
snill	친절한
snill	종류
snill	친절
kjæresten	여자친구
kjæresten	보이프렌드
kjæresten	남자친구
kjæresten	남친
feiring	축하
magisk	마술
magisk	마법
magisk	magic
magisk	매직
magisk	마법
sjømann	세일러
atomer	원자
cash	캐시
cash	현금
cash	cash
gjenta	반복한다
gjenta	반복합니다
gjenta	반복
utland	해외로
utland	해외
mile	마일
visuell	시각
visuell	비주얼
monarker	모나크스
dirk	디르크
alfabet	알파벳
alfabet	문자
crawford	크로포드
crawford	크로퍼드
trier	트리어
quentin	쿠엔틴
glemte	깜빡
ærlig	솔직히
ærlig	정직한
ærlig	솔직한
ærlig	정직하게
ærlig	정직
druknet	익사
hule	케이브
hule	동굴
tobakk	담배
ille	bad
ille	나쁜
ille	나쁘다
knappen	버튼
knappen	단추
freddie	프레디
klarere	선명하게
nebb	부리
forvirrende	혼란
inntak	섭취
disco	디스코
grått	회색
grått	그레이
rus	높음
rus	하이
behind	뒤에
fjorder	피오르드
titus	티투스
titus	타이터스
avvik	편차
lander	랜더
circus	서커스
iført	입고
ing	ing
domenet	도메인
domenet	영역
gasser	가스
vanessa	바네사
fornuft	이유
fornuft	센스
fornuft	감각
hayes	헤이즈
hayes	헤이스
suverenitet	주권
sit	앉아
klipper	절벽
klipper	삭감
potsdam	포츠담
bishop	비숍
bishop	주교
chamonix	샤모니
baltiske	발트
plaza	플라자
overbevise	설득
overbevise	납득
warriors	전사
warriors	워리어스
konklusjonen	결론
giftig	독성
giftig	유독성
idéer	아이디어
raketter	미사일
raketter	로켓
wide	넓은
wide	와이드
wide	넓이
imperium	엠파이어
imperium	제국
apotek	약국
apotek	약국
apotek	약학
newport	뉴포트
father	아버지
invadere	침략
fletcher	fletcher
fletcher	플레처
truer	협박
truer	위협
møtene	회의
møtene	미팅
fjær	깃털
fjær	깃털
julen	크리스마스
timor	티모르
straffer	처벌
tåke	안개
utveksling	교환
føderasjonen	연맹
føderasjonen	연방
teddy	테디
tusener	수천만
tusener	수천
dommerne	판사
jeger	사냥꾼
jeger	헌터
solomon	솔로몬
tråder	스레드
tråder	대화
leopard	레오파르트
leopard	표범
generaler	제너럴
stock	주식
stock	재고
aktør	배우
farm	농장
farm	농장이
akilles	아킬레스
vakkert	아름다운
vakkert	아름다워
vakkert	아름답다
greenwich	그리니치
tianjin	톈진
gjennomsnittlige	평균
diskos	원반던지기
clyde	클라이드
vandret	걷기
filippinsk	필리핀계
filippinsk	필리핀어
filippinsk	필리핀
filippinsk	필리핀인
riley	라일리
sporer	트래킹
sporer	추적
sporer	스퍼스
wonder	원더
wonder	궁금해
dyreliv	야생동물
absolutte	절대
absolutte	절대적
talbot	탤벗
lynch	린치
argentinas	아르헨티나
argentinas	아르헨티나인
geolog	지질학
geolog	지질학자
deportert	추방
jury	배심원
bosted	거주지
bosted	주택
bosted	레지던스
bosted	주택지
shannon	섀넌
ungarns	헝가리
ungarns	헝가리
ungarns	헝가리어
noah	노아
utvendig	외부
kreative	크리에이티브
ace	에이스
ace	ace
neptun	해왕성
neptun	넵튠
words	words
words	단어
anslag	추정치
anslag	추정
anslag	추산
anslag	추정치
anslag	추정
tunis	튀니스
stridigheter	분쟁
lisenser	라이선스
lisenser	사용권
lisenser	라이센스
lisenser	면허
stjele	훔쳐
stjele	도둑질
kombinere	결합
pest	전염병
pest	흑사병
pest	페스트
animal	애니멀
animal	동물
animal	동물학
aggressive	공격적
søvn	수면
ferry	페리
plus	플러스
zoo	동물원
tekstiler	직물
madeira	마데이라
nauru	나우루
track	트랙
track	추적
roth	로스
bacon	베이컨
statsborgere	시민
statsborgere	시민들
statsborgere	내셔널스
graves	무덤
vinci	다빈치
forbudte	금지
forbudte	차단됨
bestemor	할머니
bestemor	외할머니
bestemor	할머니
bestemor	할머니
ungdommen	청년
ungdommen	청소년
ungdommen	젊음
ungdommen	청춘
vulkan	화산
lives	생명
enterprise	엔터프라이즈
enterprise	기업
augsburg	아우크스부르크
edison	에디슨
florence	플로렌스
florence	피렌체
defense	방위
defense	국방
defense	방어
defense	디펜스
leverandør	공급자
leverandør	벤더
leverandør	제조사
leverandør	제공자
leverandør	공급자
drew	드류
drew	드루
kay	케이
voldelig	폭력적인
voldelig	폭력적
forståelig	이해
delaware	델라웨어
skildring	설명
skildring	묘사
høyskoler	대학교
høyskoler	대학
severdigheter	관광지
severdigheter	명소
severdigheter	관광지
sytten	열일곱
sytten	세븐틴
eksperimentell	실험
archer	아처
lydia	리디아
evige	영원
evige	영원한
aksepterer	수락
aksepterer	수락
hastings	헤이스팅스
retorikk	수사학
sving	스윙스
sving	스윙
frimerker	우표
frimerker	스탬프
elena	엘레나
itunes	아이튠스
itunes	아이튠즈
joy	기쁨
joy	조이
joy	기쁨이
olympia	올림피아
eiendeler	소지품
eiendeler	자산
carson	카슨
mygg	모기
mygg	모기
poster	게시글
poster	게시물
bjørk	자작나무
ballade	발라드
droppet	떨어짐
lev	생방송
lev	라이브
lev	레프
lev	레프트
jøde	유대인
abdullah	압둘라
hybrid	하이브리드
videoer	동영상
videoer	비디오
gymnasium	김나지움
gymnasium	체육관
bonnie	보니
stay	머무르지
stay	머물러
stay	숙박
stay	머무르고
era	era
era	시대
sirius	시리우스
middag	저녁식사
middag	저녁
mentor	멘토
bevæpnet	무장
