மற்றும்	وال
அனைத்தும்	كله
அனைத்தும்	جميع
அனைத்தும்	كل
அனைத்தும்	الكل
மேலாண்மை	ادارة
மேலாண்மை	الادارة
இங்கே	هنا
இயற்பியல்	فيزياء
இயற்பியல்	الفيزياء
இதழ்	مجلة
இதழ்	المجله
இதழ்	المجلة
கலைஞர்	فنان
கலைஞர்	الفنان
கலைஞர்	فنانة
ஒலிம்பிக்	الاولمبية
ஒலிம்பிக்	الاولمبية
மலேசிய	الماليزية
மலேசிய	ماليزيا
மாவட்டங்கள்	المناطق
மாவட்டங்கள்	المقاطعات
மாவட்டங்கள்	مقاطعات
உருவாக்கப்பட்டது	خلق
உருவாக்கப்பட்டது	خلقت
எவ்வாறு	ازاي
எவ்வாறு	شلون
எவ்வாறு	كيف
தொடங்கியது	بدات
தொடங்கியது	بدا
வெள்ளை	بيضاء
வெள்ளை	الابيض
வெள்ளை	وايت
வெள்ளை	ابيض
இருப்பது	كونك
சுற்றி	حو
சுற்றி	حولي
எப்படி	ازاي
எப்படி	شلون
எப்படி	كيف
பில்லியன்	بليون
பில்லியன்	مليار
பில்லியன்	بلايين
பில்லியன்	المليارات
பில்லியன்	مليارات
பேரரசு	الامبراطورية
பேரரசு	امبراطورية
நீளம்	طول
நீளம்	الطول
ஆராய்ச்சி	بحوث
ஆராய்ச்சி	الابحاث
ஆராய்ச்சி	ابحاث
ஆராய்ச்சி	بحث
ஆராய்ச்சி	البحوث
ஆராய்ச்சி	البحث
தளம்	النطاق
தளம்	مجال
தளம்	المجال
தளம்	المنصة
தளம்	الرصيف
தளம்	منصة
தளம்	القاعدة
தளம்	قاعدة
விழா	المهرجان
விழா	مهرجان
விழா	مراسم
விழா	المراسم
பக்கத்தில்	صفحة
பக்கத்தில்	الصفحة
புற	بعيد
புற	البعيد
முன்னணி	واجهة
முன்னணி	جبهة
முன்னணி	الجبهة
புவியியல்	الجغرافيا
புவியியல்	جغرافيا
புவியியல்	الجغرافية
புவியியல்	جغرافية
அடையாளம்	تاغ
அடையாளம்	التعرف
அடையாளம்	التعريف
அடையாளம்	الهوية
அடையாளம்	التحديد
அடையாளம்	هوية
அடையாளம்	الهوية
அடையாளம்	علامة
அடையாளம்	وقع
அடையாளம்	اشارة
அடையாளம்	توقع
அடையாளம்	التوقيع
குறியீடு	رمز
குறியீடு	الرمز
குறியீடு	رمزا
குறியீடு	شفرة
குறியீடு	الكود
குறியீடு	رمز
குறியீடு	الرمز
குறியீடு	كود
குறியீடு	ترميز
குறியீடு	الترميز
செயல்	اكشن
செயல்	العمل
செயல்	الاجراء
செயல்	اجراء
செயல்	الحركة
செயல்	الوظيفة
செயல்	الدالة
செயல்	دالة
செயல்	وظيفة
செயல்	العملية
செயல்	العمليات
செயல்	عملية
மன்னன்	ملك
மன்னன்	كينغ
மன்னன்	الملك
மன்னன்	كينج
பயன்பாடு	الاستعمال
பயன்பாடு	الاستخدام
பயன்பாடு	استعمال
பயன்பாடு	الطلب
பயன்பாடு	تطبيق
பயன்பாடு	التطبيق
பயன்பாடு	تطبيق
பயன்பாடு	التطبيق
முறைகள்	اساليب
முறைகள்	الاساليب
முறைகள்	الطرائق
சொந்த	شخصيه
சொந்த	شخصية
சொந்த	شخصي
சொந்த	امتلك
வார்ப்புரு	قالب
வார்ப்புரு	القالب
கிரேக்க	يوناني
கிரேக்க	يونانية
கிரேக்க	اليوناني
கிரேக்க	اليونانية
காதல்	العشق
காதல்	احب
காதல்	حب
காதல்	الحب
காதல்	رومانسية
காதல்	رومنسي
காதல்	رومانسي
இவன்	ايفان
இருவரும்	كلاهما
வகைப்பாடு	تصنيف
வகைப்பாடு	التصنيف
எடுத்துக்	اخذ
எடுத்துக்	ماخوذ
எடுத்துக்	تؤخذ
எடுத்துக்	المتخذة
எடுத்துக்	خذ
எடுத்துக்	اخذ
கனடா	كندا
குழந்தைகள்	الاولاد
குழந்தைகள்	الاطفال
குழந்தைகள்	اطفال
குழந்தைகள்	الاطفال
குழந்தைகள்	اطفال
அனைவரும்	كلهم
அனைவரும்	كله
அனைவரும்	جميع
அனைவரும்	كل
அனைவரும்	الكل
அனைவரும்	الجميع
ஆரம்ப	بدء
ஆரம்ப	البدء
தகவல்கள்	الاعلام
தகவல்கள்	المعلومات
தகவல்கள்	معلومات
வில்லியம்	ويليام
வில்லியம்	وليم
வில்லியம்	وليام
பெயர்கள்	اسماء
பெயர்கள்	الاسماء
அணு	ذرة
அணு	الذرة
பின்பு	اذن
பின்பு	بعدها
பின்பு	ثم
பின்பு	اذا
மாணவர்கள்	طلاب
மாணவர்கள்	التلاميذ
மாணவர்கள்	الطلاب
மாணவர்கள்	طلبة
மாணவர்கள்	الطلبة
சரியான	مثالي
சரியான	مثالية
சரியான	الكمال
சரியான	ممتاز
சரியான	صحح
உருவாக்கப்பட்ட	خلق
உருவாக்கப்பட்ட	خلقت
சபை	جمعية
சபை	الجمعية
சபை	مجلس
சபை	المجلس
தொடர்புடைய	المرتبط
மருத்துவம்	الطب
மருத்துவம்	دواء
மருத்துவம்	الدواء
மருத்துவம்	طب
மருத்துவம்	الطبي
மருத்துவம்	طبية
மருத்துவம்	طبي
மருத்துவம்	الطبية
கிராமம்	قرية
கிராமம்	القرية
தாக்குதல்	الهجوم
தாக்குதல்	الاعتداء
தாக்குதல்	اعتداء
தாக்குதல்	هجومية
தாக்குதல்	الهجومية
தாக்குதல்	هجوم
தாக்குதல்	الهجوم
தாக்குதல்	تهاجم
தாக்குதல்	مهاجمة
தாக்குதல்	يهاجم
கேரள	كيرالا
கேரள	كيرلا
மதிப்பு	القيمة
மதிப்பு	قيمة
கருவிகள்	ادوات
கருவிகள்	الادوات
படை	قوة
படை	القوة
மனைவி	الزوجة
மனைவி	زوجه
மனைவி	زوجة
பதவி	موقف
பதவி	المنصب
பதவி	الموضع
பதவி	الموقف
பதவி	الدور
பதவி	دور
அஞ்சல்	بريد
அஞ்சல்	البريد
அஞ்சல்	زيب
உதவும்	المساعدة
உதவும்	مساعدة
உதவும்	ساعد
சொற்கள்	الكلمات
சொற்கள்	كلمات
வெளியீடு	الافراج
வெளியீடு	ناتج
வெளியீடு	الناتج
வெளியீடு	الاخراج
வெளியீடு	النواتج
வெளியீடு	النشر
மிக்க	رحيم
மிக்க	الرحيم
தொழில்நுட்ப	تقنية
தொழில்நுட்ப	تقني
தொழில்நுட்ப	فني
தொழில்நுட்ப	التقنية
வெளியே	اخرج
வெளியே	خارج
வெளியே	خارجا
வெளியே	خرج
வானொலி	المذياع
வானொலி	راديو
வானொலி	الراديو
வானொலி	الاذاعة
வானொலி	اذاعة
கிராமங்கள்	القرى
கிராமங்கள்	قرى
முக்கியத்துவம்	الاهمية
முக்கியத்துவம்	اهمية
மீன்	مكه
மீன்	سمكة
மீன்	السمك
மீன்	فيش
மீன்	سمك
மீன்	الاسماك
மீன்	الياف
மீன்	الالياف
போதும்	كفاية
போதும்	كفى
போதும்	يكفي
போதும்	كافي
மஞ்சள்	الاصفر
மஞ்சள்	صفراء
மஞ்சள்	اصفر
வருவாய்	ايرادات
வருவாய்	الايرادات
வருவாய்	دخل
வருவாய்	الدخل
வருவாய்	ايرادات
வருவாய்	الايرادات
வருவாய்	ايراد
மலேசியா	ماليزيا
கிலோமீட்டர்	كيلومتر
கிலோமீட்டர்	كيلومترات
கொள்ளும்	العداء
கொள்ளும்	عداء
உள்ளூர்	محلي
உள்ளூர்	محلية
உள்ளூர்	المحلية
உள்ளூர்	محليا
உள்ளூர்	المحلي
கிட்டத்தட்ட	تقريبا
கடைசி	الاخيرة
கடைசி	اخر
கடைசி	اخير
கடைசி	تدوم
கடைசி	الاخير
குரு	جورو
ஆனாலும்	لكن
ஆனாலும்	بس
ஆனாலும்	ولكن
படத்தில்	صورة
படத்தில்	الصورة
படத்தில்	photo
எதிர்ப்பு	مقاومة
எதிர்ப்பு	المقاومة
எதிர்ப்பு	المعارضون
எதிர்ப்பு	معارضة
எதிர்ப்பு	المعارضة
ஒன்பது	تسع
ஒன்பது	nine
ஒன்பது	تسعة
வான்	وان
வான்	الفان
வான்	فان
சிறப்பாக	عظيم
சிறப்பாக	عظيمة
சிறப்பாக	العظيم
சிறப்பாக	احسن
சிறப்பாக	افضل
சிறப்பாக	اطيب
சிறப்பாக	الافضل
சிறப்பாக	ضل
சிறப்பாக	افضل
நன்கு	حسنا
தொடங்கினார்	بدات
தொடங்கினார்	بدا
பேராசிரியர்	الاستاذ
பேராசிரியர்	استاذ
பேராசிரியர்	الاستاذ
பேராசிரியர்	بروفيسور
பேராசிரியர்	استاذة
பதிப்பகம்	نشر
பதிப்பகம்	النشر
தனியார்	الخاص
தனியார்	الخاصة
தனியார்	خاص
தனியார்	خاصة
தரவு	البيانات
தரவு	بيانات
பஞ்சாப்	البنجاب
நம்பிக்கை	ايمانا
நம்பிக்கை	فيث
நம்பிக்கை	ايمان
நம்பிக்கை	الايمان
நம்பிக்கை	الثقة
நம்பிக்கை	ثقة
நம்பிக்கை	مخلص
நம்பிக்கை	المؤمنين
நம்பிக்கை	مخلصة
நம்பிக்கை	الثقة
நம்பிக்கை	ثقة
நம்பிக்கை	الامل
நம்பிக்கை	هوب
நம்பிக்கை	امل
நம்பிக்கை	المعتقد
நம்பிக்கை	اعتقاد
நம்பிக்கை	الاعتقاد
இடங்கள்	مواقع
இடங்கள்	المواقع
இடங்கள்	اماكن
இடங்கள்	الاماكن
பரவலாக	يعبد
மரபு	تراث
மரபு	ارث
மரபு	التراث
மரபு	الارث
மும்பை	مومباي
விற்பனை	بيع
விற்பனை	بيع
விற்பனை	البيع
விற்பனை	يبيع
விற்பனை	تسويق
விற்பனை	التسويق
விற்பனை	المبيعات
விற்பனை	مبيعات
விற்பனை	البيع
விற்பனை	بيع
விற்பனை	البيع
விற்பனை	تخفيضات
வருடம்	عام
வருடம்	العام
வருடம்	السنه
வருடம்	سنة
வருடம்	سنه
வருடம்	السنة
மேலே	القمة
மேலே	توب
மேலே	قمة
மேலே	الاعلى
மேலே	اعلاه
அம்மன்	عمان
கடன்	ائتمان
கடன்	الائتمان
கடன்	رصيد
கடன்	قرض
கடன்	القرض
கடன்	الدين
கடன்	الديون
கடன்	القروض
கடன்	قروض
விலை	الثمن
விலை	الاسعار
விலை	سعره
விலை	سعر
விலை	السعر
விலை	تسعير
விலை	التسعير
செய்திகள்	اخبار
செய்திகள்	الاخبار
செய்திகள்	خبر
செய்திகள்	انباء
செய்திகள்	رسائل
செய்திகள்	الرسائل
சோதனை	الاختبار
சோதனை	اختبار
சோதனை	اختبر
சோதனை	الاختبار
சோதனை	اختبار
யாழ்ப்பாணம்	جافنا
உருவாக்க	تولد
உருவாக்க	توليد
அவர்களுக்கு	هم
அரசன்	ملك
அரசன்	كينغ
அரசன்	الملك
அரசன்	كينج
போட்டிகள்	مسابقات
போட்டிகள்	المسابقات
கை	اليد
கை	يد
கை	يدا
அரசியல்வாதி	سياسية
அரசியல்வாதி	سياسي
அரசியல்வாதி	السياسي
பறவைகள்	الطيور
பறவைகள்	طيور
ஒலி	الصوت
ஒலி	صوت
ஒலி	الصوت
ஒலி	صوت
குறிப்புகள்	الملاحظات
குறிப்புகள்	ملاحظات
குறிப்புகள்	نصائح
குறிப்புகள்	النصائح
பெண்களின்	بنات
பெண்களின்	البنات
பெண்களின்	فتيات
பெண்களின்	لبنات
பெண்களின்	الفتيات
ஜே	جاي
ஜே	جاى
இயக்குனர்	مديرة
இயக்குனர்	مدير
இயக்குனர்	المديرة
இயக்குனர்	المدير
இயக்குனர்	المخرج
இயக்குனர்	مخرج
தொடக்கம்	بداية
தொடக்கம்	البداية
தொடக்கம்	بدء
தொடக்கம்	بداية
தொடக்கம்	البداية
தொடக்கம்	استهلال
தொடக்கம்	بدء
தொடக்கம்	البدء
பூங்கா	حديقة
பூங்கா	منتزه
பூங்கா	بارك
பூங்கா	متنزه
இளம்	شاب
இளம்	شابة
இளம்	صغار
அருகே	بالقرب
அருகே	قرب
உயர்ந்த	عال
உயர்ந்த	عالي
உயர்ந்த	مرتفع
உயர்ந்த	عالية
உயர்ந்த	عاليا
காவல்	شرطه
காவல்	بوليس
காவல்	شرطة
காவல்	الشرطة
குடும்பம்	عائلي
குடும்பம்	عائلة
குடும்பம்	الاسرة
குடும்பம்	اسرة
குடும்பம்	العائلة
ஆதரவு	دعم
ஆதரவு	الدعم
கைது	القبض
கைது	التوقيف
கைது	الاعتقال
கைது	اعتقل
கைது	توقيف
கைது	اعتقال
கைது	اعتقل
கைது	معتقل
எழுதினார்	كتبت
வலது	صح
வலது	يمين
வலது	الحق
வலது	صحيح
வலது	حق
தன்னை	نفسه
மாலை	المساء
மாலை	مساء
மாலை	عشية
மாலை	حواء
மாலை	ايف
ஆய்வுகள்	الدراسات
ஆய்வுகள்	دراسات
ஆய்வுகள்	التشخيص
ஆய்வுகள்	تشخيص
குறிக்கிறது	يقف
எடுத்து	اخذ
எடுத்து	خذ
எடுத்து	اخذ
சிவப்பு	حمراء
சிவப்பு	احمر
சிவப்பு	الاحمر
நடைபெற்றது	عقدت
எதுவும்	لاشيء
முஸ்லிம்	المسلم
முஸ்லிம்	مسلم
முஸ்லிம்	اسلامي
முஸ்லிம்	مسلمة
இன்றும்	اليوم
தலைவர்கள்	قادة
தலைவர்கள்	الزعماء
தலைவர்கள்	القادة
தலைவர்கள்	زعماء
இரத்த	دماء
இரத்த	دم
இரத்த	دما
இரத்த	الدم
சிவன்	شيفا
ஜார்ஜ்	جورج
முழுமையான	كامل
முழுமையான	اكتمل
முழுமையான	كاملة
இரண்டும்	كلاهما
காங்கிரஸ்	الكونغرس
காங்கிரஸ்	المؤتمر
காங்கிரஸ்	الكونجرس
காங்கிரஸ்	كونغرس
அவள்	انها
அவள்	هي
வரிசை	متسلسلة
வரிசை	متسلسل
வரிசை	المسلسل
வரிசை	امر
வரிசை	طلب
வரிசை	ترتيب
வரிசை	الطلب
வரிசை	النظام
வரிசை	صف
காற்று	الرياح
காற்று	الريح
காற்று	ريح
காற்று	رياح
மாத	الشهري
மாத	شهرية
மாத	الشهرية
மாத	شهريا
மாத	شهري
பயனர்கள்	المستخدمون
பயனர்கள்	مستخدمون
பயனர்கள்	المستخدمين
பயனர்கள்	مستخدمين
பயனர்கள்	مستخدمو
கான்	خان
இரவு	ليلا
இரவு	الليل
இரவு	ليلة
இரவு	ليل
நடவடிக்கை	النشاط
நடவடிக்கை	نشاط
நடவடிக்கை	اكشن
நடவடிக்கை	العمل
நடவடிக்கை	الاجراء
நடவடிக்கை	اجراء
நடவடிக்கை	الحركة
அவரின்	ده
நேரங்களில்	تايمز
நேரங்களில்	اوقات
நேரங்களில்	المرات
நேரங்களில்	التايمز
நேரங்களில்	مرات
நேரங்களில்	الاوقات
வழக்கு	القضية
வழக்கு	حالة
வழக்கு	قضية
வழக்கு	الحالة
வழக்கு	كايس
அகாதமி	اكاديمية
அகாதமி	الاكاديمية
சேவைகள்	خدمات
சேவைகள்	الخدمات
மக்கள்தொகை	السكان
கவிதை	القصيدة
கவிதை	قصيدة
கவிதை	الشعر
கவிதை	شعرا
கவிதை	شعر
இதுவரை	بعيد
நேரடியாக	مباشرة
அறிக்கை	الابلاغ
அறிக்கை	التقرير
அறிக்கை	تقرير
அறிக்கை	بلاغ
அறிக்கை	بيان
அறிக்கை	البيان
பணம்	فلوس
பணம்	نقود
பணம்	اموال
பணம்	المال
பணம்	مال
பணம்	النقدية
பணம்	نقدية
பணம்	نقد
பணம்	كاش
பணம்	نقدا
பணம்	العملة
பணம்	عملة
உண்மையான	ريال
உண்மையான	حقيقي
உண்மையான	حقيقية
உண்மையான	اصيلة
உண்மையான	اصيل
உண்மையான	حقيقي
உண்மையான	صحيح
பிரிவுகள்	الاقسام
பிரிவுகள்	اقسام
பிரிவுகள்	الفئات
பிரிவுகள்	الاصناف
பிரிவுகள்	فئات
அடிக்கடி	غالبا
அடிக்கடி	متكرر
அடிக்கடி	متكررة
மரம்	خشب
மரம்	وود
மரம்	الخشب
மரம்	الحطب
மரம்	الشجرة
மரம்	شجرة
இராணுவ	عسكرية
இராணுவ	العسكري
இராணுவ	الجيش
இராணுவ	عسكري
சீனா	الصين
சீனா	الصينية
உண்மையில்	بالحقيقة
உண்மையில்	حقا
உண்மையில்	فعلا
ரயில்	قطار
ரயில்	القطار
கவிஞர்	الشاعر
கவிஞர்	شاعر
சுதந்திர	المستقل
சுதந்திர	مستقل
சுதந்திர	مستقلة
சுதந்திர	المستقلة
சுதந்திர	استقلال
சுதந்திர	الاستقلال
சுதந்திர	الاستقلالية
சுதந்திர	استقلالية
சுதந்திர	حرية
சுதந்திர	الحرية
செய்தல்	جعل
செய்தல்	صنع
வடிவமைப்பு	التشكيل
வடிவமைப்பு	التشكيلة
வடிவமைப்பு	تشكيل
வடிவமைப்பு	تصميم
வடிவமைப்பு	التصميم
வடிவமைப்பு	تكوين
வடிவமைப்பு	نسق
வடிவமைப்பு	الشكل
வடிவமைப்பு	تنسيق
வெப்பநிலை	الحرارة
இன்னொரு	اخر
இன்னொரு	اخرى
நிலையை	الوضع
நிலையை	الحالة
நிலையை	حالة
கப்பல்	السفينة
கப்பல்	سفينة
அறிமுகம்	مقدمة
அறிமுகம்	المقدمة
அறிமுகம்	حول
அறிமுகம்	بشان
அறிமுகம்	بخصوص
அறிமுகம்	عن
காங்கிரசு	الكونغرس
காங்கிரசு	المؤتمر
காங்கிரசு	الكونجرس
காங்கிரசு	كونغرس
வரி	سطر
வரி	السطر
வரி	الخط
வரி	خط
வரி	ضريبي
வரி	ضرائب
வரி	الضرائب
வரி	الضريبة
வரி	ضريبة
காட்டும்	عوائد
காட்டும்	ترجع
காட்டும்	العائدات
மாறாக	بالاحرى
குரல்	الصوت
குரல்	صوت
குரல்	صو
இயக்குநர்	مديرة
இயக்குநர்	مدير
இயக்குநர்	المديرة
இயக்குநர்	المدير
இயக்குநர்	المخرج
இயக்குநர்	مخرج
ஜேம்ஸ்	جيمس
ஜேம்ஸ்	جايمس
தயாரிப்பு	اعداد
தயாரிப்பு	تحضير
தயாரிப்பு	التحضير
தயாரிப்பு	الاعداد
தயாரிப்பு	المنتج
தயாரிப்பு	منتجات
தயாரிப்பு	منتج
தயாரிப்பு	المنتجات
தயாரிப்பு	الانتاج
தயாரிப்பு	انتاج
புள்ளி	نقطة
புள்ளி	بوينت
புள்ளி	النقطة
இணைப்புக்கள்	الصلات
இணைப்புக்கள்	الارتباطات
இணைப்புக்கள்	الوصلات
இணைப்புக்கள்	الصلات
இணைப்புக்கள்	روابط
இணைப்புக்கள்	الروابط
இணைப்புக்கள்	وصلات
கருவி	جهاز
கருவி	الاداة
கருவி	اداة
கருவி	الجهاز
கருவி	النطاق
கருவி	نطاق
கருவி	الاداة
கருவி	اداة
டேவிட்	ديفيد
டேவிட்	داود
டேவிட்	ديفد
டேவிட்	دايفيد
டேவிட்	دافيد
இயங்கும்	نشطة
இயங்கும்	النشطة
இயங்கும்	نشط
இயங்கும்	تشغيل
இயங்கும்	الركض
இயங்கும்	الجري
இயங்கும்	ركض
புராணம்	الاسطورة
புராணம்	اسطورة
நிகழ்ச்சி	اظهار
நிகழ்ச்சி	عرض
நிகழ்ச்சி	اظهر
நிகழ்ச்சி	العرض
நிகழ்ச்சி	اعرض
பௌத்த	البوذية
எழுதப்பட்ட	كتب
எழுதப்பட்ட	مكتوب
எழுதப்பட்ட	خطية
எழுதப்பட்ட	مكتوبة
கொலை	القتل
வண்ணம்	لون
வண்ணம்	الالوان
வண்ணம்	اللون
வண்ணம்	الوان
வண்ணம்	لون
வண்ணம்	اللون
நிலையங்கள்	صالونات
நிலையங்கள்	محطات
நிலையங்கள்	المحطات
பரப்பளவு	مساحة
பரப்பளவு	المساحة
பரப்பளவு	منطقة
பரப்பளவு	المنطقة
உறுதி	كد
உறுதி	اكد
வழக்கம்	منتظم
வழக்கம்	منتظمة
வழக்கம்	العرف
வழக்கம்	مخصص
வழக்கம்	مخصصة
குறைவாக	منخفض
குறைவாக	منخفضة
குறைவாக	تدني
குறைவாக	انخفاض
குறைவாக	اقل
கலைஞர்கள்	للفنانين
கலைஞர்கள்	الفنانين
செ	صم
செ	الصم
செ	صماء
பாகிஸ்தான்	باكستان
பாகிஸ்தான்	الباكستانية
பாகிஸ்தான்	الباكستاني
அங்கே	هناك
இன	الاجناس
இன	الاعراق
இன	سباقات
இன	السباقات
இன	عرقية
இன	الاثنية
இன	عرقية
வசதி	منشاة
வசதி	مرفق
வசதி	الراحة
வசதி	راحة
வசதி	الميزة
வசதி	ميزة
வசதி	سمة
வசதி	مريح
வசதி	مريحة
வசதி	مرتاح
வழங்கப்படும்	شريطة
வழங்கப்படும்	عرضت
முயற்சி	حاول
முயற்சி	محاولة
முயற்சி	جرب
முயற்சி	مجهود
முயற்சி	الجهد
முயற்சி	جهد
முயற்சி	المجهود
கதைகள்	السرد
கதைகள்	احداث
கதைகள்	القصص
கதைகள்	حكايات
கதைகள்	قصص
அரபு	العرب
அரபு	العربية
அரபு	العربي
அரபு	عربي
அரபு	عرب
அரபு	العربية
அரபு	بالعربي
அரபு	عربي
அரபு	عربية
அரபு	بالعربية
இவற்றை	هؤلاء
இவற்றை	هذه
பிரான்சு	وفرنسا
பிரான்சு	فرانس
பிரான்சு	فرنسا
விண்வெளி	مساحة
விண்வெளி	الفضاء
விண்வெளி	فضاء
விண்வெளி	حيز
மாற்றங்கள்	تغيرات
மாற்றங்கள்	تغييرات
மாற்றங்கள்	التغييرات
மாற்றங்கள்	التغيرات
அடர்த்தி	كثافة
அடர்த்தி	الكثافة
படங்கள்	الصور
படங்கள்	صور
படங்கள்	الصور
படங்கள்	صور
படங்கள்	الصور
படங்கள்	صور
ஆயிரம்	الف
ஆயிரம்	الالف
வார்ப்புருக்கள்	نماذج
வார்ப்புருக்கள்	قوالب
வார்ப்புருக்கள்	القوالب
இனம்	سلالة
இனம்	تولد
இனம்	السباق
இனம்	سباق
இனம்	العرق
இனம்	عرق
இனம்	العرق
இனம்	الاثنية
புரிந்து	افهم
புரிந்து	فاهم
புரிந்து	فهم
புரிந்து	تفهم
வாக்குகள்	اصوات
வாக்குகள்	الاصوات
ரூபாய்	روبية
ரூபாய்	روبية
அமைச்சர்	وزير
அமைச்சர்	وزيرة
அமைச்சர்	الوزيرة
அமைச்சர்	الوزير
கூட்டு	النقابة
கூட்டு	نقابة
கூட்டு	يونيون
கூட்டு	الاتحاد
கூட்டு	يضاف
கூட்டு	add
கூட்டு	اضف
கூட்டு	اضافة
கூட்டு	نضيف
கூட்டு	المبلغ
கூட்டு	مبلغ
கூட்டு	الرابطات
கூட்டு	الجمعيات
கூட்டு	جمعيات
திட்டங்கள்	الخطط
திட்டங்கள்	خطط
திட்டங்கள்	المشروعات
திட்டங்கள்	المشاريع
திட்டங்கள்	مشاريع
திட்டங்கள்	مشروعات
அண்ணா	انا
உயரம்	الطول
உயரம்	الارتفاع
உயரம்	ارتفاع
தரம்	النوعية
தரம்	جودة
தரம்	الجودة
வரையில்	حتى
எளிய	بسيطه
எளிய	بسيط
எளிய	البسيط
எளிய	بسيطة
தமிழர்கள்	التاميل
ஒப்பந்தம்	حلف
ஒப்பந்தம்	الحلف
ஒப்பந்தம்	ميثاق
ஒப்பந்தம்	الميثاق
ஒப்பந்தம்	تعاقد
ஒப்பந்தம்	التعاقد
ஒப்பந்தம்	العقد
ஒப்பந்தம்	عقد
பணிகள்	المهام
பணிகள்	مهام
பணிகள்	الوظائف
பணிகள்	وظائف
தேவி	ديفي
நிலம்	ارض
நிலம்	اراض
நிலம்	الارض
நிலம்	الاراضي
யார்	من
யார்	اللي
மண்டலம்	الاقليم
மண்டலம்	اقليم
மண்டலம்	منطقة
மண்டலம்	المنطقة
மண்டலம்	منطقة
மண்டலம்	المنطقة
குற்றம்	مذنب
குற்றம்	جريمة
குற்றம்	الجريمة
குற்றம்	الجرائم
அன்னை	ام
அன்னை	الام
இரட்டை	دبل
இரட்டை	مزدوج
இரட்டை	مزدوجة
இரட்டை	مضاعفة
இரட்டை	ضعف
இரட்டை	مضاعف
இரட்டை	توام
அலுவலகம்	المكتب
அலுவலகம்	مكتب
அலுவலகம்	المنصب
வீடு	المنزل
வீடு	الوطن
வீடு	منزل
வீடு	البيت
வீடு	الاقامة
வீடு	اقامة
வீடு	المنزل
வீடு	منزل
வீடு	هاوس
வீடு	البيت
சந்தை	سوق
சந்தை	السوق
சந்தை	سوق
சந்தை	السوق
தலை	راسي
தலை	راس
தலை	الراس
அனைத்துலக	الدولية
அனைத்துலக	الدولي
அனைத்துலக	دولية
அனைத்துலக	دولي
உரிமைகள்	حقوق
உரிமைகள்	الحقوق
நீ	انت
நீ	انتي
கிராம	قرية
கிராம	القرية
திறந்த	مفتوح
திறந்த	مفتوحة
திறந்த	افتح
திறந்த	فتح
கோட்பாடு	نظرية
கோட்பாடு	النظرية
மாதிரி	العينة
மாதிரி	عينة
மாதிரி	مسارات
மாதிரி	الموديل
மாதிரி	عارض
மாதிரி	نموذج
மாதிரி	موديل
மாதிரி	النموذج
நடிகைகள்	الممثلات
நடிகைகள்	ممثلات
தெரிவு	خيار
தெரிவு	اختيار
தெரிவு	الاختيار
தெரிவு	الخيار
குமார்	كومار
பிரதான	رائد
பிரதான	ماجور
பிரதான	الرائد
பிரதான	رئيسية
பிரதான	الرئيسية
அறிவு	معرفة
அறிவு	المعرفة
அறிவு	المعارف
தெரியவில்லை	محايد
தெரியவில்லை	محايدة
தெரியவில்லை	محايدا
வழங்கி	خادم
வழங்கி	الخادم
பண்பாடு	الثقافة
பண்பாடு	ثقافته
பண்பாடு	ثقافة
ராஜா	راجا
ராஜா	ملك
ராஜா	كينغ
ராஜா	الملك
ராஜா	كينج
சூழல்	البيئة
சூழல்	بيئة
சூழல்	سياق
சூழல்	السياق
கடுமையான	صعب
கடுமையான	صعبة
கடுமையான	قاسي
கடுமையான	خشونة
எண்ணெய்	النفط
எண்ணெய்	الزيت
எண்ணெய்	زيت
எண்ணெய்	بترول
எண்ணெய்	نفط
பொருட்களை	اشياء
வானியல்	فلك
மாற்று	التبديل
மாற்று	تبديل
மாற்று	تحويل
மாற்று	تحول
மாற்று	التغير
மாற்று	تغيير
மாற்று	التغيير
மாற்று	غير
மாற்று	تغير
மாற்று	يستعاض
மாற்று	تستبدل
மாற்று	استبدال
மாற்று	استبدل
இராச்சியம்	مملكة
இராச்சியம்	المملكة
வாழ்ந்து	المعيشة
வாழ்ந்து	العيش
மழை	الامطار
மழை	مطر
மழை	المطر
மழை	الامطار
தெரிகிறது	يبدو
தெரிகிறது	نظرات
தெரிகிறது	النظرات
தெரிகிறது	يبدو
கார்பன்	الكربون
கார்பன்	كربون
கார்பன்	الكربوني
உலகளாவிய	عالميا
உலகளாவிய	عالمي
உலகளாவிய	عالمية
உலகளாவிய	عالميا
உலகளாவிய	العالمي
உலகளாவிய	العالمية
தோன்றும்	رش
தோன்றும்	رشة
ஏற்றுக்	قبلت
ஏற்றுக்	مقبولة
நான்காவது	الرابعة
நான்காவது	رابع
நான்காவது	رابعة
நான்காவது	رابعا
நான்காவது	الرابع
பேருந்து	حافلة
பேருந்து	الباص
பேருந்து	باص
பேருந்து	الحافلة
வழக்கமாக	عادة
விதி	القدر
விதி	مصير
விதி	المصير
விதி	القاعدة
விதி	قاعدة
தெரு	ستريت
தெரு	الشارع
தெரு	شارع
இறைவன்	ربي
இறைவன்	رب
இறைவன்	لورد
யூ	يو
கண்	عين
கண்	العين
மகள்	الابنة
மகள்	البنت
மகள்	بنت
மகள்	ابنة
தேசியக்	الوطنية
தேசியக்	ناشيونال
தேசியக்	وطنية
தேசியக்	وطني
மூல	الاصلي
மூல	اصلي
மூல	الاصلية
மூல	الاصل
மூல	اصلية
