referenciado	hivatkozott
melodia	dallamot
obtenção	megszerzése
junius	junius
eliminados	törölve
eliminados	törölt
pesquisador	kutató
pesquisador	kutatói
celebração	ünnep
celebração	ünneplés
celebração	ünnepség
manuscrito	kéziratot
manuscrito	kézirat
suposto	elvileg
crônicas	krónikus
crônicas	krónikák
boi	boi
boi	bull
boi	bika
württemberg	württemberg
caçadores	vadászok
masters	masters
masters	mesterek
sebastian	sebastian
separar	különálló
separar	elkülönített
separar	külön
incapaz	képtelen
interessados	érdeklődő
interessados	érdekel
interessados	érdekelt
interessados	érdekelne
interessados	érdeklődni
interessados	érdekeltek
deficiência	hátrány
deficiência	hiányosság
deficiência	hiány
deficiência	rokkantsági
deficiência	fogyatékosság
kew	kew
collins	collins
hospitais	kórházak
hospitais	kórházakban
briga	harc
briga	harcolni
tomado	foglalt
maomé	mohammad
maomé	muhammad
maomé	mohammed
maomé	mohamed
maomé	mohammed
maomé	mohamed
maomé	mehmet
removido	eltávolították
removido	eltávolított
removido	eltávolította
painel	műszerfal
painel	panel
diariamente	naponta
diariamente	napi
chi	chi
armadura	páncél
armadura	páncélos
armadura	páncél
micro	mikro
cartões	kártyák
cartões	lapok
cartões	kártya
adquirido	megszerezte
adquirido	beszerzett
adquirido	szerzett
adquirido	megszerzett
adquirido	megvásárolt
adquirido	vásárolt
adquirido	beszerzett
recomendações	ajánlás
recomendações	ajánlásokat
recomendações	ajánlások
recomendações	ajánlás
recomendações	javaslatok
garantia	garancia
garantia	fedezet
garantia	biztosíték
garantia	garancia
garantia	kezesség
garantia	biztosíték
greatest	legnagyobb
predominantemente	túlnyomórészt
criminal	bűnöző
criminal	bűnözői
luxo	luxus
phillips	phillips
boxe	box
boxe	boksz
esculturas	szobor
esculturas	szobrok
esculturas	szobrok
born	született
born	megszületett
novatos	kezdők
novatos	újoncok
novatos	újoncok
aurora	aurora
mitchell	mitchell
made	készítette
made	készült
made	tett
subida	mászni
subida	emelkedés
subida	emelkedést
claudio	claudio
patrocínio	védnöksége
patrocínio	támogató
patrocínio	szponzor
patrocínio	szponzori
macho	macsó
macho	férfi
macho	hím
saxônia	szászország
saxônia	szász
setúbal	setúbal
detroit	detroiti
detroit	detroitban
detroit	detroit
hardware	hardver
ouvido	hallott
ouvido	hallottam
ouvido	fül
ouvido	füle
perdas	veszteségek
perdas	veszteség
perdas	veszteségek
perdas	veszteség
perdas	veszteségeket
urbanas	városi
lesões	elváltozások
lesões	sérülés
lesões	károkozás
lesões	kár
lesões	sérülés
lesões	sérültek
lesões	sérülések
visitas	látogatás
visitas	látogatások
nervoso	ideges
han	han
soviéticos	szovjetek
soviéticos	szovjetek
soviéticos	szovjet
febre	lázas
febre	láz
transformando	átalakul
transformando	fordulok
adoção	elfogadása
adoção	örökbefogadás
adoção	elfogadás
ltd	kft
separadas	külön
hudson	hudson
maratona	maraton
elvis	elvis
cobra	kobra
cobra	snake
cobra	kígyó
monges	szerzetesek
andamento	előrehaladás
andamento	előrelépés
andamento	fejlődés
andamento	haladás
andamento	tempó
escolhidos	választott
escolhidos	kiválasztottak
escolhidos	kiválasztott
socialismo	szocializmus
june	júniusi
june	june
june	június
june	júniusban
ice	jég
ice	ice
colecção	adatgyűjtés
colecção	gyűjtés
colecção	gyűjtemény
colecção	kollekció
cine	cine
fotógrafo	fotós
fotógrafo	fényképész
ruth	ruth
jesse	jesse
romântico	romantikus
experimentos	kísérletek
gramática	nyelvtan
laços	nyakkendő
divididas	osztva
divididas	megosztott
divididas	megosztva
acer	acer
riscos	kockázatok
riscos	kockázat
riscos	kockázat
riscos	kockázatos
trocar	váltás
trocar	kapcsoló
trocar	kapcsolót
trocar	csere
nilo	nílus
vital	létfontosságú
vital	életbevágó
atribuição	juttatás
atribuição	elosztás
atribuição	megbízás
atribuição	megbízatás
patrono	patron
ted	ted
mônica	monica
mônica	mónika
regência	regency
hart	hart
novato	kezdő
novato	újonc
novato	újonc
mensal	havi
mensal	havonta
favorito	könyvjelző
favorito	kedvenc
favorito	kedvencem
favorito	kedvenc
favorito	kedvencem
conservador	konzervatívok
conservador	konzervatív
espetáculos	szemüveg
espetáculos	műsorok
espetáculos	mutatja
martín	martín
martín	márton
martín	martin
circo	cirkusz
circo	cirkuszban
selecionado	kijelölt
selecionado	kiválasztva
selecionado	kiválasztott
irene	irene
bebidas	ital
bebidas	italok
bebidas	italok
bebidas	italt
bebidas	iszik
bebidas	ital
caçador	hunter
caçador	vadász
monge	monk
monge	szerzetes
naruto	naruto
pôr	rakd
pôr	tedd
atacado	nagykereskedelmi
atacado	megtámadott
atacado	megtámadta
atacado	megtámadtak
trigo	búza
quentes	meleg
quentes	melegen
murphy	murphy
cenários	forgatókönyvek
pacote	falka
pacote	csomagolás
pacote	csomag
pacote	pack
pacote	köteg
pacote	csomag
pacote	csomagolás
pacote	csomagot
pacote	csomagban
silêncio	csend
silêncio	néma
silêncio	csendes
nicholas	nicholas
nicholas	miklós
kenneth	kenneth
buraco	lyuk
buraco	gödör
nono	nono
nono	kilencedik
romanas	római
romanas	roman
principado	hercegség
helen	helen
sentiu	éreztem
sentiu	érezte
esperando	vár
esperando	várakozás
esperando	várunk
esperando	várok
madame	asszonyom
madame	asszonyom
carácter	jellem
carácter	karakter
ernest	ernest
voltas	kör
cap	cap
cap	sapka
delegado	megbízott
delegado	helyettes
delegado	megbízott
funcional	funkcionális
funcional	működőképes
amadores	amatőrök
amadores	amatőrök
amadores	amatőr
protecção	védő
protecção	védelmet
protecção	védelme
protecção	védelem
protecção	oltalom
jogado	játszott
jogado	játszottam
transferida	átadott
pérez	perez
pérez	pérez
empresarial	vállalati
next	következő
ajudando	segít
montevidéu	montevideo
bico	csőre
arranjo	megállapodás
arranjo	elrendezés
arranjo	elrendezése
arranjo	megegyezés
arranjo	egyezség
agências	hivatalok
agências	ügynökségek
margaret	margaret
margaret	margit
standard	normál
standard	szabványos
standard	szabvány
standard	standard
adolf	adolf
jam	jam
jam	lekvár
seattle	seattle
aaron	aaron
aaron	áron
cruzada	keresztes
cruzada	hadjárat
cruzada	keresztes
preparado	kész
preparado	felkészült
preparado	elkészítve
preparado	előkészítve
preparado	elkészített
chamando	hívás
chamando	hív
servido	szolgálta
servido	szolgált
bass	bass
bass	basszus
receitas	bevétel
receitas	bevételek
receitas	recepteket
receitas	receptek
receitas	jövedelem
receitas	bevétel
receitas	jövedelmek
receitas	bevételek
receitas	jövedelme
receitas	bevételek
devil	ördög
pioneiros	úttörők
pioneiros	úttörő
complexa	összetett
complexa	komplex
moisés	moses
moisés	mózes
formações	képzések
formações	formációk
exportação	export
exportação	kivitel
exportação	exportálni
exportação	export
exportação	kivitel
exportação	kiviteli
simpson	simpson
forever	örökre
forever	forever
forever	mindörökké
forever	örökké
cratera	kráter
hábito	szokás
duff	duff
detetive	nyomozó
detetive	detektív
lagoas	tavak
lagoas	lagúnák
restauro	visszaállítani
restauro	helyreállítása
restauro	visszaállítása
restauro	helyreállítási
restauro	helyreállítása
publicamente	nyilvánosan
frederick	frederick
milan	milánó
milan	milan
milan	milánói
levantamento	emelő
levantamento	emelés
ocupando	megszálló
cumprimento	megfelelés
cumprimento	megfelelőség
cumprimento	megfeleltetés
cumprimento	köszönés
sacramento	sacramento
sacramento	szentség
linhagem	származását
linhagem	származás
linhagem	vérvonal
temporariamente	ideiglenesen
temporariamente	átmenetileg
temporariamente	ideiglenesen
temporariamente	ideiglenes
temporariamente	átmeneti
avançado	fejlett
avançado	haladó
avançado	előrehaladott
interpretações	értelmezések
alerta	figyelmeztetés
alerta	riadó
alerta	riasztás
greco	greco
rotas	útvonalakon
rotas	útvonalak
islândia	izlandi
islândia	izland
perna	lábat
perna	lábát
perna	láb
saindo	elmegy
haiti	haiti
haiti	haiti
habitação	elhelyezés
habitação	lakás
habitação	lakhatás
mágica	varázs
mágica	magic
mágica	varázslat
mágica	mágia
mágica	varázslatos
mágica	mágikus
macmillan	macmillan
obs	obs
seul	szöul
seul	szöulban
dever	kötelesség
dever	vám
repressão	elnyomás
trek	trek
einstein	einstein
stade	stade
pimenta	pepper
pimenta	bors
pimenta	paprika
quarteto	kvartett
adicionado	hozzáadott
adicionado	felvéve
discovery	felfedezés
discovery	discovery
lutando	küzd
lutando	harcok
lutando	harc
lutando	harcol
lutando	küzdelem
lutando	verekedés
lutando	harcolni
model	model
model	minta
model	modell
alpha	alpha
alpha	alfa
chelsea	chelsea
hero	hős
irregular	egyenetlen
irregular	egyenlőtlen
irregular	szabálytalan
irregular	rendhagyó
uniformes	egyenruhát
uniformes	egyenruha
uniformes	egységes
uniformes	egyenruhás
uniformes	egyenruha
junção	egyesülni
junção	csomópont
junção	junction
fábricas	üzemek
fábricas	gyárak
norueguês	norvégia
norueguês	norvég
teen	tinédzser
teen	tini
compacto	kompakt
compacto	tömör
hermann	hermann
hermann	herrmann
sérvio	szerb
sérvio	szerbia
vendida	eladva
vendida	eladott
vendida	elkelt
aquitânia	aquitaine
porquê	miért
claudia	claudia
tendências	trend
tendências	tendencia
tendências	tendenciák
bang	bumm
tomadas	foglalt
relativo	relatív
relativo	viszonylagos
relativo	rokon
julie	julie
planície	sima
planície	síkság
pilares	oszlopok
pilares	pillér
pilares	oszlop
caracterizada	jellemez
caracterizada	jellemzett
dialeto	dialektus
designer	tervező
chuck	chuck
investigar	nyomozni
senadores	szenátorok
canhões	ágyú
canhões	cannon
canhões	ágyúk
canhões	ágyúkat
barreiras	korlátok
barreiras	akadályok
voar	repülni
voar	repülés
voar	repül
voar	repülj
voar	repül
voar	repülés
voar	repülő
empire	birodalom
empire	empire
doação	adomány
doação	adományt
dieta	étrend
dieta	diétás
dieta	diéta
mercury	mercury
mercury	higany
ninja	ninja
ninja	nindzsa
gabriela	gabriella
gabriela	gabriela
match	mérkőzés
match	egyezés
match	találat
match	meccs
match	gyufa
match	egyezik
governou	uralkodott
logística	logisztikai
logística	logisztikai
bósnia	bosznia
bósnia	boszniai
bósnia	bosznia
bósnia	boszniai
garantiu	biztosított
atrair	vonzzák
atrair	vonzza
atrair	vonz
atrair	vonzza
diplomata	diplomata
depósitos	betétek
depósitos	betét
ataca	támadások
ataca	támad
ataca	támadásokat
subir	mászni
operacionais	operatív
juventus	juventus
túnel	alagút
salomão	salamon
salomão	solomon
piedade	szánalom
piedade	irgalom
piedade	kegyelem
piedade	mercy
mármore	márvány
mortais	halandók
mortais	halandó
lituânia	litvánia
lituânia	litván
lituânia	litvániában
lituânia	litvánia
apaixonado	szenvedélyes
apaixonado	szenvedélyesen
romântica	romantikus
dezoito	tizennyolc
fazendas	gazdaságok
terço	rózsafüzér
terço	harmadik
terço	harmadszor
substituto	helyettesítő
substituto	pótlék
substituto	csere
substituto	cseréje
advogados	ügyvédek
palatinado	pfalz
holland	holland
escura	sötét
simone	simone
elena	elena
competência	alkalmasság
competência	képesítő
competência	joghatósága
competência	hatáskör
competência	joghatóság
competência	szakértelem
competência	hatáskör
competência	hatásköre
talentos	tehetségét
talentos	tehetséges
talentos	tehetség
júlia	julia
júlia	júlia
traduzir	fordít
traduzir	fordítás
traduzir	lefordítani
grey	ősz
grey	grey
grey	szürke
igor	igor
noel	noel
boêmia	csehország
boêmia	bohém
retornando	visszatérő
bizantina	bizánci
cúpula	búra
parceiros	társak
parceiros	partnerek
acordos	megállapodások
acordos	egyezmények
cruzamento	kereszteződés
camilo	camilo
futebolistas	focisták
sono	álmos
sono	aludni
sono	aludj
sono	alvás
spears	spears
projectos	projektek
revelar	felfedje
revelar	felfedni
hughes	hughes
sts	sts
algodão	gyapot
algodão	pamut
sets	díszlet
sets	készletek
sets	készlet
duro	nehéz
duro	kemény
duro	kemény
alabama	alabama
desenvolvidas	fejlett
desenvolvidas	fejlesztett
desenvolvidas	kifejlesztett
desenvolvidas	kidolgozott
parlamentares	parlamenti
lucro	profit
lucro	haszon
lucro	nyereség
lucro	profit
lucro	haszon
lucro	nyereség
cama	ágyban
cama	ágyat
cama	ágy
nona	nona
nona	kilencedik
beat	legyőzni
criatura	lény
criatura	teremtmény
terapia	kezelés
terapia	terápia
betty	betty
desafios	kihívások
desafios	kihívás
desafios	kihívásokkal
neerlandês	holland
neerlandês	dutch
estrangeira	külföldi
estrangeira	külföldi
estrangeira	kül
estrangeira	külföldiek
sri	srí
abel	abel
provisório	időközi
provisório	ideiglenes
benefício	haszon
benefício	előny
diesel	dízel
diesel	diesel
diesel	gázolaj
condes	számít
htm	htm
derrotados	legyőzte
derrotados	legyőzött
cameron	cameron
treinar	szerelvény
treinar	vonattal
treinar	vonaton
treinar	vonat
determina	meghatározza
determina	meghatározni
cartoon	rajzfilm
aurélio	aurelio
aurélio	aurelius
inscrições	bejegyzések
inscrições	nyilvántartási
inscrições	nyilvántartásba
inscrições	regisztráció
most	legtöbb
alejandro	alejandro
cerveja	sör
cerveja	sört
bravo	bravo
bravo	bátor
italia	italia
pes	esp
pes	pes
efetivo	hatékony
efetivo	hatásos
efetivo	effektív
efetivo	eredményes
aposentadoria	nyugdíjba
aposentadoria	nyugdíj
aposentadoria	nyugdíjas
wisconsin	wisconsin
padroeiro	patron
guadalajara	guadalajara
ref	bíró
campina	meadow
cleveland	cleveland
inventor	feltaláló
manifesto	kiáltvány
adotada	elfogadva
adotada	elfogadott
dadas	megadott
dadas	adva
dadas	megadva
dadas	adott
manuscritos	kéziratok
aquecimento	fűtési
aquecimento	fűtés
operário	dolgozó
operário	munkavállaló
operário	munkás
friends	barátokkal
friends	barátok
friends	barátaim
friends	ismerősök
demônio	ördög
demônio	démon
demônio	démonok
traição	árulás
traição	árulás
traição	árulás
apagado	törölte
automática	automata
automática	automatikus
vigário	lelkész
vigário	tiszteletes
treino	tréning
treino	képzési
treino	kiképzés
treino	képzés
treino	edzés
treino	edzés
adquirida	megszerezte
adquirida	beszerzett
adquirida	szerzett
adquirida	megszerzett
poderosos	erőteljes
poderosos	erős
fictício	fiktív
contêm	tartalmaznak
exposto	kitett
combinado	együttesen
combinado	együttes
combinado	kombinált
holstein	holstein
secundários	középfokú
secundários	másodlagos
nomeados	jelöltek
nomeados	kijelölt
nomeados	kinevezett
nomeados	jelöltek
nomeados	jelölt
diploma	oklevél
diploma	diploma
livraria	könyvesboltban
livraria	könyvesbolt
livraria	könyvesboltban
livraria	könyvesbolt
meridiano	meridian
catherine	katalin
catherine	catherine
excelência	kiválóság
imperadores	uralkodó
imperadores	császár
imperadores	császárok
andares	padlót
andares	padló
derivada	származékos
derivada	származtatott
ódio	gyűlölet
ódio	utálom
ódio	gyűlölet
foguetes	rakétákat
foguetes	rakéták
foguetes	rakéta
paramount	paramount
ensinamentos	leckéket
ensinamentos	tanítások
deslocamento	elmozdulás
imóvel	ingatlan
imóvel	tulajdon
imóvel	ingatlanok
imóvel	tulajdonság
léo	leo
turim	torino
turim	torinói
nancy	nancy
incrível	király
incrível	szuper
porcentagem	százalék
porcentagem	százalékban
aquático	vízi
almada	almada
chocolate	csoki
chocolate	csokoládé
edson	edison
ródano	rhône
acompanhou	kísérte
balada	balladát
medir	mérés
medir	mérési
medir	mérték
medir	intézkedés
falada	beszélt
terminais	terminál
terminais	terminálok
schmidt	schmidt
libras	font
fechar	szoros
fechar	közel
fechar	bezárása
fechar	közeli
fechar	záró
fechar	zárás
fechar	zárom
tráfico	kereskedés
comerciantes	kereskedők
comerciantes	kereskedők
body	test
body	testem
body	holttest
arqueológico	régészeti
etnia	etnikai
etnia	etnikai
sobreviver	túlélni
sobreviver	túlélő
sobreviver	túlélni
sobreviver	túlélés
sindicato	szindikátus
jurista	jogász
jurista	ügyvéd
apollo	apollo
apollo	apolló
rumores	szóbeszéd
rumores	pletykák
rumores	szóbeszéd
rumores	pletyka
rumores	szóbeszéd
rumores	pletykák
listados	felsorolt
morris	morris
genes	gének
genes	gén
genes	gene
estreita	szűk
estreita	keskeny
rito	rítus
rito	szertartás
oferecido	felajánlott
oferecido	kínált
oferecido	felkínált
oferecido	felajánlotta
urso	medve
urso	bear
urso	mackó
urso	maci
chá	tea
chá	teát
reynolds	reynolds
curiosidade	különös
curiosidade	kiváncsi
curiosidade	kíváncsi
curiosidade	kíváncsiság
errada	rossz
errada	helytelen
turca	török
piscina	medence
piscina	biliárd
andreas	andreas
chapéu	kalap
chapéu	sapka
chapéu	kalapot
apontado	rámutatott
apontado	mutatott
renunciou	felmondott
renunciou	lemondott
mares	tengerek
mares	kancák
desculpas	bocsánatkérés
desculpas	kifogás
desculpas	kifogások
rara	ritka
moto	motorkerékpár
moto	bicikli
moto	biciklivel
moto	kerékpár
moto	motor
moto	motorkerékpár
moto	motoros
moto	motor
moto	moto
doctor	orvos
procurador	ügyvéd
procurador	ügyész
procurador	főügyész
pega	vedd
definidas	meghatározott
definidas	meghatározva
flauta	fuvola
circuitos	áramkörök
circuitos	áramkör
circuitos	áramkör
disposto	hajlandó
aeronáutica	légiforgalmi
aeronáutica	repüléstechnikai
esqui	síelés
esqui	sí
esqui	síelés
esqui	síelni
criadores	alkotók
criadores	tenyésztők
ocorrendo	előforduló
punição	büntetés
editada	szerkesztett
adulta	felnőtt
adulta	nagykorú
nomenclatura	nómenklatúra
concorda	egyetértek
concorda	beleegyezik
concorda	egyetért
trilogia	trilógia
jenkins	jenkins
acompanhada	kísérte
confirmada	megerősített
confirmada	megerősítve
confirmada	megerősítette
confirmada	igazolt
gibson	gibson
enrique	enrique
debaixo	alatta
parciais	részleges
parciais	részlegesen
bater	legyőzni
bater	verés
bater	ver
bater	ütés
bater	találat
caos	káosz
coreana	koreai
influente	befolyásos
partindo	induló
partindo	elmegy
varsóvia	varsó
through	keresztül
through	át
lance	lance
lance	lándzsa
lance	ajánlat
lance	licit
script	forgatókönyv
script	forgatókönyvet
cairo	kairó
aproveitando	élvezi
aproveitando	élvezem
antoine	antoine
estágios	szakaszok
luftwaffe	luftwaffe
terminado	elkészült
terminado	befejezett
terminado	kész
traça	moly
proteína	protein
proteína	fehérje
proteína	fehérjék
dominicana	dominikai
bin	bin
bin	kuka
swift	swift
leslie	leslie
parente	relatív
parente	viszonylagos
parente	rokon
nuvens	felhők
nuvens	felhő
nuvens	cloud
fêmea	nőnemű
fêmea	nő
fêmea	női
fêmea	nőstény
distâncias	távolságok
distâncias	távolság
correção	korrekció
correção	korrekciós
correção	kiigazítás
correção	helyesbítés
correção	javítás
processador	feldolgozó
semanal	hetente
semanal	heti
macedônia	macedón
macedônia	macedónia
ávila	ávila
essenciais	elengedhetetlen
essenciais	nélkülözhetetlen
essenciais	lényeges
essenciais	alapvető
essenciais	essentials
ensinar	tanít
ensinar	tanítani
ensinar	tanítás
ensinar	tanítsd
ensinar	tanítson
ensinar	tanítani
bach	bach
economista	közgazdász
sega	sega
cola	ragasztó
cola	kóla
cola	cola
proibição	tilalom
proibição	tilalom
proibição	tilalmak
sobreviveu	túlélte
ângelo	angelo
key	kulcsfontosságú
key	key
key	kulcs
residente	rezidens
residente	lakos
garotas	csajok
garotas	lányok
emily	emily
carla	carla
coordenador	koordinátor
periódico	időszakos
obrigatório	kötelező
obrigatório	kötelezően
obrigatório	szükséges
obrigatório	kötelező
obrigatório	kötelező
obrigatório	kötelezően
preservar	megőrzése
preservar	megőrizni
preservar	megőrzése
cook	cook
cook	főzni
cook	főz
cook	szakács
cook	főzés
equipado	felszerelve
equipado	felszerelt
equipado	felszerelve
equipado	felszerelt
sódio	nátrium
caixas	dobozok
caixas	dobozokat
caixas	ládák
contínuo	folyamatos
contínuo	folytonos
contínuo	folytonosság
tribunais	bíróságok
early	korán
early	korai
abrigo	menedéket
abrigo	menedék
acompanhamento	kíséret
acompanhamento	nyomkövető
acompanhamento	követés
acompanhamento	monitoring
acompanhamento	megfigyelés
acompanhamento	ellenőrzés
acompanhamento	kísérő
explicou	elmagyarázta
explicou	magyarázta
impulso	tolóerő
impulso	pulzus
impulso	impulzus
impulso	impulzus
randy	randy
bebida	iszik
bebida	ivás
bebida	inni
bebida	iszom
bebida	igyál
bebida	ital
bebida	igy
bebida	ital
máscara	maszk
máscara	maszkot
máscara	maszk
máscara	maszkot
dublin	dublini
dublin	dublin
unir	egyesíteni
gostava	kedvelt
gostava	kedvelte
gostava	kedvel
gostava	tetszett
daria	daria
mineração	bányászati
mineração	bányász
random	random
random	véletlenszerű
random	véletlen
ten	tíz
shadow	árnyékok
shadow	árny
shadow	árnyék
robôs	robotok
reflexão	tükörkép
pseudônimo	álnév
fatal	halálos
fatal	végzetes
marcel	marcel
abandonada	elhagyott
abandonada	elhagyatott
dividir	osztott
vilões	gazember
vilões	gazemberek
vilões	gonoszok
obrigada	köszönöm
obrigada	köszi
obrigada	koszi
tropa	katonák
tropa	csapatok
tropa	sereg
tropa	hadsereg
indicados	jelöltek
indicados	kiemelt
indicados	jelezték
indicados	feltüntetett
indicados	jelezte
revolution	forradalom
maryland	maryland
lealdade	hűség
exemplar	példás
exemplar	példamutató
deixe	engedd
maciço	masszív
maciço	hatalmas
concorrência	versengés
concorrência	konkurencia
concorrência	verseny
ilustrado	illusztrált
lava	mosni
lava	mossa
lava	mosás
lava	wash
lava	láva
islâmica	iszlám
exclusão	kizárás
exclusão	kirekesztés
exclusão	törlés
observou	megfigyelhető
observou	megfigyelt
observou	megjegyzendő
observou	megjegyeztem
hardcore	kőkemény
hardcore	hardcore
quântica	kvantum
five	öt
five	öten
armado	felfegyverkezve
armado	fegyveres
alba	alba
chances	esélyek
chances	esély
chances	esélyek
chances	esély
chances	esélyes
feijão	bab
feijão	bab
feijão	babot
vendendo	eladási
vendendo	eladás
vendendo	eladni
eletricidade	elektromosság
eletricidade	villamosenergia
pelotas	pellet
pelotas	pelotas
val	felhasználható
val	exp
val	val
mason	mason
mason	kőműves
alonso	alonso
alonso	alonzo
ira	düh
ira	harag
ira	dühöt
ira	haragot
ira	harag
banho	fürdő
banho	fürdés
obrigação	kötelezettség
reconheceu	elismerte
reconheceu	elismert
contratos	szerződések
future	jövőbeli
future	jövő
vira	fordulj
kane	kane
dedos	ujjak
dedos	ujj
dedos	uj
provocar	provokálni
destaques	kiemeli
destaques	kiemelt
abandono	elhagyni
express	express
express	expressz
rosas	rózsa
rosas	rózsák
polar	sarki
fenton	fenton
bateu	ütés
bateu	találat
mista	kevert
mista	vegyes
mista	keverve
convencer	meggyőzni
convencer	meggyőző
convencer	meggyőzni
budismo	buddhizmus
antropologia	antropológia
nicole	nicole
rodoviário	út
rodoviário	uton
rodoviário	közúti
executada	kivégezték
kiev	kijevi
vancouver	vancouver
planet	planet
planet	bolygónak
planet	bolygónk
planet	bolygó
powell	powell
teólogo	teológus
painéis	panelek
apropriado	helyénvaló
apropriado	megfelelő
israelense	izraeli
israelense	izraeliek
bueno	bueno
estuda	vizsgálat
estuda	tanulmányok
estuda	tanulás
estuda	tanulmány
miles	miles
miles	mérföld
cresce	növekszik
cláudia	claudia
cláudia	claude
surgir	felmerülő
correspondência	levelezés
correspondência	levélváltás
correspondência	egyező
exames	vizsgák
exames	vizsgálatok
exames	tesztek
exames	vizsgák
istambul	isztambul
orientado	orientált
need	kell
need	szükséges
filadélfia	philly
filadélfia	philadelphia
filadélfia	philadelphiai
filadélfia	philadelphiában
filadélfia	philadelphia
filadélfia	philadelphiai
sessenta	hatvan
folclore	folklór
francisca	francesca
francisca	frances
patricia	patricia
negrito	merész
negrito	bátor
colombo	columbus
colombo	kolumbusz
colombo	colombo
colombo	columbo
tracy	tracy
rituais	rituálék
rituais	rituálé
rituais	szertartás
rituais	rituális
manhattan	manhattanben
manhattan	manhattan
manhattan	manhattani
chan	chan
louise	louise
cachorro	kutyus
cachorro	kutya
vôlei	röplabda
estátuas	szobrok
amanda	amanda
guardas	őrök
significativas	érdemi
significativas	tartalmas
significativas	értelmezhető
significativas	jelentős
significativas	szignifikáns
beijo	csók
beijo	puszi
beijo	kiss
tubo	cső
tubo	pipa
tubo	tubus
tubo	cső
finlandês	finnország
finlandês	finn
vulcão	vulkán
aparecimento	megjelenés
aparecimento	megjelenése
abrindo	megnyitás
abrindo	nyitás
abrindo	megnyitó
abrindo	nyitó
abrindo	nyílás
pólo	póló
pólo	polo
pólo	vízilabda
pólo	rúd
dramaturgo	drámaíró
consideravelmente	jelentősen
gravidez	terhességi
gravidez	terhesség
bayer	bayer
contacto	kapcsolatfelvétel
contacto	kapcsolattartó
contacto	kontakt
contacto	érintkezés
contacto	kapcsolat
contacto	kapcsolatba
usualmente	általában
usualmente	rendszerint
boletim	hírlevél
tecnológica	technológiai
philippe	philippe
beisebol	baseball
mandado	végzés
naves	hajók
neutro	semleges
promove	előmozdítása
promove	elősegíti
acústica	akusztikus
acústica	akusztika
nathan	nathan
stand	állj
sinfonia	szimfonikus
desportos	sport
desportos	sportban
paolo	paolo
encontrando	megtalálni
encontrando	megállapítás
christina	christina
barroso	barroso
radicais	radikálisok
radicais	radikális
estimativa	becsült
estimativa	becslés
estimativa	becslési
estimativa	becslés
estimativa	becsült
avaliações	értékelések
avaliações	vélemények
avaliações	értékelések
avaliações	értékelések
liberação	felszabadítási
intenções	szándékai
intenções	szándék
intenções	szándék
intenções	szándéka
intenções	szándék
intenções	szándéka
faces	arcokat
faces	arcok
speed	sebesség
speed	fordulatszám
speed	gyorsaság
bowl	tál
bowl	bowl
príncipes	hercegek
generais	tábornokok
dog	kutyus
dog	kutya
valência	valencia
valência	valence
influentes	befolyásos
restaurar	visszaállítani
restaurar	helyreállítása
restaurar	visszaállítása
marfim	elefántcsont
palmas	palmas
palmas	tenyér
acontecimento	esemény
acontecimento	rendezvény
estratégica	stratégiai
protótipo	prototípus
garante	kezes
garante	biztosítja
label	címke
singapura	szingapúr
reconhecidos	felismert
reconhecidos	elismert
reconhecidos	elismerte
reconhecidos	elismert
reconhecidos	felismert
reconhecidos	elismert
continentes	kontinens
carregar	terhelés
carregar	feltöltés
carregar	feltöltése
estabelecendo	létrehozásáról
anton	anton
rain	rain
rain	eső
acompanha	kíséri
ultra	ultra
ghost	ghost
ghost	szellem
organizados	szervezett
organizados	rendezett
organizados	szervezett
visitante	látogatói
visitante	látogató
jin	jin
severo	perselus
severo	súlyos
lento	lassú
lento	lassan
dirige	irányítja
missionários	misszionáriusok
missionários	misszionárius
salvação	megváltás
adriana	adriana
alumínio	alumínium
alumínio	alumínium
alentejo	alentejo
quebrar	szünet
quebrar	törés
ligas	ötvözet
ligas	ötvözött
ligas	ötvözetek
primitiva	primitív
karen	karen
rex	rex
respondida	válaszolt
respondida	válaszolt
pontas	tipp
pontas	tanácsok
pontas	tippek
preliminar	előzetes
inspirou	inspirált
soyuz	szojuz
mundos	vb
mundos	világok
havaí	hawaii
visitada	meglátogatta
visitada	meglátogatott
visitada	látogatott
visitada	felkeresett
exigências	követelmény
exigências	előírások
exigências	követelmények
exigências	követel
exigências	követelés
exigências	követelések
exigências	igények
hope	remény
hope	remélem
gota	köszvény
gota	csepp
gota	csöpp
gota	csepp
ilustrações	illusztrációk
ilustrações	illusztráció
consumidor	fogyasztó
consumidor	fogyasztói
consumidor	fogyasztók
fibras	szálak
fibras	rost
fibras	szálak
fibras	szál
fibras	rost
retiro	visszavonulás
variadas	sokszínű
variadas	változatos
transmissões	adások
dissolução	feloszlatását
dissolução	oldott
dissolução	feloldani
duelo	párbaj
informa	tájékoztatja
demissão	elbocsátás
demissão	lemondását
demissão	lemondás
nativo	bennszülött
nativo	őslakos
nativo	őshonos
nativo	bennszülöttek
coleções	gyűjtemények
condecorado	díszített
condecorado	kitüntetett
goa	goa
nina	nina
lang	lang
blanco	blanco
descritas	leírt
irlandesa	írek
irlandesa	írország
irlandesa	ír
escravidão	rabszolgaság
escravidão	rabszolgaság
movimentação	kezelése
movimentação	kezelési
movimentação	mozgás
madison	madison
mutantes	mutánsok
mutantes	mutáns
azerbaijão	azerbajdzsán
clero	papság
