barnard	barnards
izvorna	oriģināla
dominiraju	dominēt
sara	sāra
sara	sāra
lokomotive	lokomotīvju
rené	renē
rené	renē
česi	čehi
neriješeno	kaklasaite
neriješeno	neatrisināta
sullivan	salivans
firenca	florence
slabi	vājš
slabi	vājā
slabi	vāji
slabi	vāja
slabi	vājas
svijetlo	gaismu
svijetlo	gaišs
svijetlo	gaismas
svijetlo	gaisma
svijetlo	gaiši
svijetlo	koši
svijetlo	spilgti
svijetlo	gaišs
braun	braun
preporučuje	iesaka
preporučuje	ieteikts
preporučuje	ieteicams
preporučuje	ieteikta
preporučuje	ieteica
predsjednici	priekšsēdētāji
predsjednici	prezidenti
dodavanja	pievienošana
robovi	vergiem
zadatke	uzdevumi
posjeti	apmeklējuma
posjeti	vizīte
posjeti	apmeklējums
posjeti	apmeklēt
posjeti	apmeklējumi
posjeti	vizītes
posjeti	apmeklē
posjeti	viesos
posjeti	ciemos
ekonomist	ekonomists
emitiranje	pārraida
emitiranje	pārraide
emitiranje	raidījums
emitiranje	raidījumu
emitiranje	apraides
emitiranje	apraide
emitiranje	apraides
emitiranje	apraide
kapelan	kapelāna
iata	iata
parkova	parkos
parkova	parki
pločice	kauliņu
pločice	flīžu
pločice	kauliņi
pločice	flīzes
izrazi	izteiksmes
vladislav	vladislavs
vulkan	vulkāna
odvodi	drenāžas
purcell	pērsels
katoličanstvo	katoļticība
vegetacije	veģetācijas
vegetacije	veģetācija
naizgled	šķietami
okružuju	apkārtējo
inspektor	inspektors
inspektor	inspektora
intervencije	iejaukšanās
intervencije	intervence
intervencije	intervences
intervencije	iejaukšanās
intervencije	intervence
intervencije	intervences
porez	nodokļi
porez	nodoklis
porez	nodokļi
jame	bedrēs
jame	bedres
jame	pit
jame	bedre
portland	portland
diana	diana
diana	daiena
pretpostavka	pieņēmums
pretpostavka	pieņēmums
predgrađu	piepilsētas
predgrađu	piepilsētā
isaac	īzaks
gljive	sēnes
gljive	sēņu
pojačanje	papildspēkus
logore	nometnes
logore	nometnēs
logore	nometnēm
logore	nometņu
tumora	audzēja
sjeme	sēklu
sjeme	sēklas
sjeme	sēklas
lucija	lūcija
rožnice	radzenes
rožnice	radzenes
rožnice	radzenes
branitelj	aizstāvis
branitelj	aizstāvi
poljoprivredi	lauksaimniecība
preostalo	atlikušās
preostalo	atlikusī
preostalo	atlikušais
silvio	silvio
majica	krekls
algonquian	algonkinu
izgubiti	pazaudēt
izgubiti	zaudē
izgubiti	zaudēt
smjernice	norādījumi
smjernice	vadlīnijas
smjernice	pamatnostādnes
smjernice	vadlīnijas
srebrni	sudrabs
srebrni	sudraba
srebrni	silver
estonija	igaunija
estonija	igaunijā
ibrahim	ibrahim
hladno	saaukstēšanās
hladno	auksts
hladno	auksti
hladno	aukstā
hladno	aukstums
duhovno	garīgais
duhovno	garīgā
duhovno	garīgi
eduardo	eduardo
ehrenberg	ērenbergs
armenija	armēnija
grace	greisa
radar	radara
radar	radaru
komentare	piezīmes
komentare	komentāri
komentare	apsvērumi
komentare	atsauksmes
pérez	pérez
prebivalište	rezidence
prebivalište	uzturēšanās
prebivalište	dzīvesvieta
prebivalište	dzīvesvietu
prebivalište	dzīvesvietas
eagle	ērglis
droga	medikamenti
droga	narkotikas
mlađa	jaunāka
mlađa	jaunāki
mlađa	jaunāks
mlađa	jaunākā
mlađa	jaunākiem
pogubljen	izpildīts
julia	džūlija
tin	tin
tin	alvas
baba	baba
moto	devīze
moto	moto
bombardiranje	bombardēšanas
bombardiranje	bombardēšanas
goli	kaila
goli	kails
goli	neapbruņotu
moral	noskaņojums
moral	morāli
moral	morāli
jamie	džeimijs
camus	kamī
podržavao	atbalstīti
podržavao	atbalstīta
podržavao	atbalstītie
podržavao	atbalstīts
andromeda	andromeda
najjači	stiprākais
rase	sacīkstes
rase	sacensības
rase	sacīkstēm
označena	atzīmēts
označena	atzīmēta
označena	apzīmēti
označena	atzīmēti
označena	atzīmēts
označena	marķēts
valove	viļņi
con	con
rey	rey
hunter	mednieks
hunter	mednieku
tajno	secret
tajno	slepeni
tajno	slepens
tajno	noslēpums
akt	akts
akt	act
akt	rīkoties
etimologija	etimoloģija
seks	sekss
seks	dzimums
uha	ausī
uha	auss
ponuda	piedāvājums
ponuda	piedāvājumus
ponuda	piedāvājumi
ponuda	piedāvājums
holm	holm
unutra	iekšpusē
unutra	iekšā
meč	atbilstība
meč	atbilst
meč	sakritība
meč	mača
meč	sakrīt
familia	familia
jutra	rītos
aplikacije	lietojumprogrammas
aplikacije	pieteikumus
aplikacije	pieteikumi
aplikacije	lietojumi
aplikacije	lietotnes
aplikacije	aplikācijas
čaj	tēja
čaj	tējas
čaj	tēju
ames	ame
ames	eimsa
forma	forma
inspiracija	iedvesmu
inspiracija	iedvesma
neuspješno	nesekmīgi
neuspješno	neveiksmīga
neuspješno	neveiksmīgs
neuspješno	neveiksmīgi
puk	pulka
transfer	pārvietošana
transfer	nodošana
transfer	nodošanas
transfer	pārsūtīšana
sateliti	satelītu
lgbt	lgbt
memorije	atmiņa
memorije	atmiņas
pride	lepnums
italia	italia
rex	rex
kent	kents
kupila	nopirka
floridi	florida
obred	rituāls
restoran	restorāns
pružanje	nodrošināšana
pješaštvo	kājnieku
poteškoće	grūtības
poteškoće	grūtības
sadašnjost	pašreizējais
sadašnjost	klāt
sadašnjost	tagadni
glina	mālu
glina	māla
homer	homērs
blizine	tuvuma
chuck	čaks
chuck	čaka
bis	bis
portreta	portretus
službenik	amatpersona
službenik	virsnieks
službenik	virsnieka
sajam	godīgi
sajam	taisnīgs
sajam	taisnīgi
sajam	taisnīga
sajam	godīgu
sajam	godīgs
zaustavio	apturēts
zaustavio	pārtrauca
garden	dārzs
garden	dārziņš
garden	dārzā
garden	dārza
garden	dārzam
primijetio	paziņojums
primijetio	pamanīju
prisilno	piespieda
prisilno	piespiedu
poslovna	bizness
poslovna	uzņēmējdarbība
elektrode	airi
elektrode	elektrodu
elektrode	elektrodi
elektrode	elektrodu
uvala	ieplūdes
uvala	līcis
uvala	sekcija
utvrđivanje	apņēmība
utvrđivanje	noteikšana
očigledno	acīmredzama
očigledno	acīmredzams
očigledno	acīmredzami
ponos	lepnums
fosila	fosilijas
mozaik	mozaīkas
sitne	sīko
marsh	marsh
graz	grācas
komponenta	komponente
komponenta	sastāvdaļa
komponenta	komponents
matične	cilmes
podružnica	meitasuzņēmums
zamisli	iedomāties
zamisli	iedomājies
zamisli	iedomājieties
naslovi	aprakstus
naslovi	apraksti
naslovi	virsraksti
naslovi	virsrakstos
naslovi	virsraksti
uvid	ieskats
kažnjen	sodīts
kažnjen	sodīti
sonata	sonata
ocjene	pakāpes
madrida	madrid
madrida	madridē
madrida	madrides
madrida	madride
cbs	cb
oštećenje	bojājums
balkana	balkānu
urbana	urban
urbana	pilsētu
urbana	pilsētas
castle	pili
castle	pils
romane	romāns
romane	romans
romane	romiešu
romane	romānos
ratove	kariem
ratove	kari
zvijeri	zvērs
zvijeri	zvēri
jurij	jurijs
elektronički	elektroniskais
elektronički	elektroniskie
elektronički	elektroniski
elektronički	elektroniski
carmen	karmena
zube	zobiem
zube	zobus
zube	zobi
wheeler	vīlers
nigra	nigra
uspona	ups
ostvaren	izpildīts
ostvaren	izpildīta
ostvaren	sasniegti
ostvaren	sasniegta
ostvaren	sasniegts
oslobođeni	atbrīvoto
oslobođeni	atbrīvoja
oslobođeni	atbrīvoti
julius	jūlijs
sant	sant
naboj	uzlādes
loza	vīnogulāju
albume	albumus
aleksandr	aleksandrs
jednaki	vienlīdzīga
jednaki	vienlīdzīgi
jednaki	līdzvērtīgs
jednaki	vienāda
jednaki	vienāds
jednaki	vienāda
jednaki	vienāds
indoneziji	indonēzija
oklopna	bruņota
oklopna	bruņu
bjeloruski	baltkrievu
bjeloruski	baltkrievijas
utvrđeni	stiprināts
bugari	bulgāriem
pozadina	fons
pozadina	fona
izumiranja	izzušana
izumiranja	izmiršanas
helsinkiju	helsinkos
helsinkiju	helsinku
naočale	brilles
naočale	stikli
naočale	glāzes
partneri	partneri
partneri	partneriem
terapije	terapija
terapije	terapijā
terapije	terapiju
terapije	terapijai
piloti	piloti
boheman	boheman
otočića	saliņās
alija	ali
sivi	pelēks
sivi	pelēkā
sivi	pelēks
sivi	pelēkas
sivi	pelēkais
sivi	pelēkās
temeljito	pamatīgi
nasilno	vardarbīgi
nasilno	vardarbīgi
nasilno	vardarbīgu
sirije	sīrija
sirije	sīrijā
luther	luters
uhvatiti	nozvejas
uhvatiti	noķert
uhvatiti	noķer
uhvatiti	loms
uhvatiti	nozveja
uhvatiti	uztveršanas
uhvatiti	uztveršana
xbox	xbox
reputaciju	reputāciju
reputaciju	reputācijas
reputaciju	reputācijai
reputaciju	reputācija
siva	pelēks
siva	pelēkā
siva	pelēks
siva	pelēkas
siva	pelēkais
siva	pelēkās
deklaracija	deklarāciju
deklaracija	deklarācija
wells	akas
harvard	hārvardas
gubici	zudumi
gubici	zaudējumi
povlastice	tiesības
povlastice	privilēģijas
povlastice	ieguvumi
povlastice	pabalsti
povlastice	ieguvums
povlastice	labumi
phillips	filipss
spencer	spensers
žensko	sieviete
žensko	sievietes
žensko	sieviešu
poslovanje	bizness
poslovanje	uzņēmējdarbība
skijaš	slēpotāja
orbitu	orbītā
svetozar	svetozars
break	pārrāvums
break	lauzt
break	pārtraukums
break	salauzt
primarna	primārās
primarna	primāra
primarna	primārie
primarna	primārā
primarna	primārais
zarada	peļņa
zarada	peļņa
zarada	peļņa
nivo	līmenis
meadow	pļavas
meadow	pļavā
jana	jan
jana	jans
jana	jana
jedinstveno	unikāla
jedinstveno	unikālais
jedinstveno	unikāli
jedinstveno	unikāls
olovo	svins
olovo	svina
olovo	svinu
ostavi	atstāt
ostavi	atvaļinājumu
ostavi	atvaļinājums
ostavi	atvaļinājuma
kanadu	kanāda
tvorac	radītāju
tvorac	radītājs
tvorac	radītāja
uzvodno	augšpus
napušten	pamesti
napušten	pamestas
napušten	pamesta
kolegama	kolēģu
kolegama	kolēģiem
kolegama	kolēģi
stajao	stāvēja
mia	mia
odabran	izvēlētais
odabran	izraudzīts
odabran	izvēlēts
odabran	izvēlēta
hoda	ejot
hoda	staigā
hoda	pastaigas
svile	zīda
svile	zīds
žile	vēnās
žile	kuģi
žile	trauki
div	milzu
div	div
stefana	stefan
neboder	debesskrāpi
ostavljajući	atstājot
sredina	vidū
sredina	tuvie
sredina	vidējie
sredina	centrs
sredina	centrā
sredina	centra
sedma	septītā
sedma	septītais
sharp	ass
sharp	asas
sharp	krasas
sharp	asu
rušenje	nojaukšana
rušenje	nojaukšanas
glasovi	balsis
glasovi	balsis
urednici	redaktoriem
prostorno	telpiskā
prostorno	telpiskais
prostorno	telpisko
ljubomir	ļubomirs
podnijeti	rokturi
podnijeti	rokturis
podnijeti	apstrādāt
podnijeti	iesniedz
podnijeti	iesniegt
stao	apturēts
stao	pārtrauca
mason	meisons
mirovina	pensijā
mirovina	pensionēšanās
mirovina	pensiju
mirovina	pensija
vatikan	vatikāna
pobunjenici	nemierniekiem
parkovi	parkos
parkovi	parki
kung	kung
viridis	viridis
carice	empress
mornar	jūrnieks
granate	čaulas
granate	čaumalas
granate	granātas
granate	granātu
che	če
cvijeće	ziedi
cvijeće	puķes
cvijeće	flowers
kratera	krāteri
kratera	krāteris
buffalo	bifeļu
vežu	sasaistīt
vežu	saistās
vežu	saistīt
licence	licences
hal	hal
tumačenja	interpretācijas
nacionalizam	nacionālisms
predstavljali	pārstāvēts
predstavljali	pārstāvētas
predstavljali	pārstāvēta
predstavljali	pārstāvēti
najbliže	tuvāko
najbliže	tuvākā
najbliže	tuvākais
najbliže	tuvākais
prethodna	iepriekšējā
prethodna	iepriekšējais
prethodna	iepriekšējās
prethodna	iepriekšējie
carolina	karolīna
puerto	puerto
herman	herman
tursko	turku
tursko	turcijas
benfica	benfica
seta	komplekti
redovnik	mūks
islamski	islāma
jeste	did
asteroida	asteroīds
vrta	dārzs
vrta	dārziņš
vrta	dārzā
vrta	dārza
vrta	dārzam
označavanje	iezīmēšana
označavanje	iezīmēšanas
struke	profesija
prikazane	rādīts
iznose	summas
šesta	sestais
šesta	sestā
omogućeno	aktivizēta
omogućeno	ieslēgts
omogućeno	ieslēgti
omogućeno	aktivizēts
omogućeno	ieslēgta
omogućeno	ļāva
nil	nils
nil	nīls
nil	nilu
nil	nīlas
chu	chu
glenn	glenns
aljaska	aļaskas
specifičan	specifiskas
specifičan	īpašie
anglo	anglo
demokracija	demokrātija
čimbenik	faktoram
čimbenik	koeficients
čimbenik	faktoru
čimbenik	faktors
modul	modulis
modul	moduļa
uništava	iznīcinot
uništava	iznīcina
koplja	šķēpus
koplja	šķēps
tenor	tenors
rap	rap
uhićenja	aresti
berlina	berlīnē
berlina	berlīne
berlina	berlīnes
berlina	berlin
grafika	grafikas
grafika	grafika
trofeja	trofejas
trofeja	kausi
nana	nana
nana	nanna
antoine	antuāns
strasti	kaislības
strasti	aizraušanās
mustela	mustela
prosvjeda	protestus
prosvjeda	protesti
uočio	pamanīja
mont	mont
tribine	tribīnēs
nataša	nataša
steel	steel
steel	tērauds
steel	tērauda
lily	lilija
dvorištu	sētā
dvorištu	pagalms
dvorištu	būvētava
dvorištu	būvētavas
alonso	alonso
reed	niedru
kira	kira
inka	inku
palo	palo
ustavni	konstitucionālais
ustavni	satversmes
ustavni	konstitucionālā
ustavni	konstitucionālās
presuda	teikumu
presuda	teikums
presuda	sods
presuda	spriedums
presuda	sprieduma
presuda	spriedums
presuda	spriedumu
newcastle	ņūkāslas
tipičan	tipiska
tipičan	raksturīgi
tipičan	tipiski
tipičan	raksturīgs
tipičan	tipiskas
tipičan	tipisks
amor	amor
pojačanja	papildspēkus
ugrađeni	iestrādāta
laurent	laurent
pretjerano	pārmērīgā
pretjerano	pārmērīgi
pretjerano	pārmērīgas
pretjerano	pārmērīga
pretjerano	pārmērīgs
principa	principi
erik	ēriks
erik	eric
erik	ēriks
izotopa	izotopu
itf	itf
mapa	kartē
mapa	karte
višak	pārpalikuma
višak	pārpalikums
višak	pārpalikums
ropstva	verdzības
teoretski	teorētiskā
teoretski	teorētisko
teoretski	teorētiska
teoretski	teorētiski
teoretski	teorētiskais
teoretski	teorētiski
manjak	deficīta
manjak	deficīts
odlučiti	lemt
uvjeren	pārliecināti
uvjeren	pārliecināta
uvjeren	pārliecināts
uvjeren	pārliecināja
uvjeren	pārliecināta
gregory	gregorijs
allmusic	allmusic
planirano	plānota
planirano	plānots
planirano	plānotie
planirano	plānotais
planirano	plānota
planirano	plānoto
planirano	plānots
planirano	plānotie
planirano	plānotās
automobili	automašīnas
automobili	cars
automobili	automobiļi
automobili	automašīnām
operativni	darbojas
najbrži	ātrākais
nizvodno	straumei
nizvodno	lejpus
nizvodno	pakārtots
nizvodno	lejup
praga	prāgas
praga	prāga
praga	prāgā
konjica	kavalēriju
ahmad	ahmad
teza	disertāciju
prihvati	pieņemam
prihvati	pieņem
prihvati	akceptēt
prihvati	pieņemu
prihvati	pieņemt
becker	becker
zaposlen	nodarbināti
zaposlen	nodarbinātas
zaposlen	nodarbināta
zaposlen	nodarbināts
odvajanje	nodalīšana
odvajanje	atdalīšanas
odvajanje	atdalīšanās
odvajanje	atdalīšana
arheolog	arheologs
arheolog	arheologu
odgovori	atbildes
odgovori	atbildēt
odgovori	atbildi
odgovori	atbilde
odgovori	atbildēt
odgovori	atbildi
odgovori	atbilde
odgovori	replikas
registar	reģistrā
registar	reģistrēties
registar	reģistrs
registar	reģistrs
registar	kanceleja
ostanak	uzturas
oslanja	paļaujas
adrese	adreses
paše	iederas
paše	der
standarde	standartos
standarde	standartus
standarde	standarti
zastupa	atveido
zastupa	pārstāv
zastupa	pārstāvot
zmaju	pūķi
zmaju	pūķis
privremeni	pagaidu
privremeni	īslaicīgi
privremeni	temp
žlijezda	dziedzeris
pridjev	īpašvārds
istrage	izmeklēšanu
istrage	izmeklēšana
istrage	izmeklēšanas
istrage	izmeklējumi
istrage	izmeklēšana
istrage	izmeklēšanā
državnosti	valstiskuma
maculatus	maculatus
umjetnica	izpildītājs
umjetnica	māksliniece
umjetnica	mākslinieks
deveti	devītajā
deveti	devītais
deveti	devītā
tajland	taizeme
prijateljska	draudzīgi
prijateljska	draudzīga
prijateljska	draudzīgs
prijateljska	draudzīgas
biološki	bioloģisko
biološki	bioloģiskā
biološki	bioloģiskais
biološki	bioloģiski
biološki	bioloģiski
stephan	stephan
hum	hum
pokušavajući	mēģina
pokušavajući	cenšamies
pokušavajući	cenšos
pokušavajući	centies
pokušavajući	cenšas
umijeće	iemaņas
umijeće	prasmes
umijeće	prasme
umijeće	prasmju
stolica	krēslu
stolica	krēsls
stolica	krēsla
stolica	izkārnījumi
stolica	izkārnījumos
stolica	izkārnījumiem
angelo	andželo
kornjača	bruņurupucis
sds	sds
oštećen	bojāta
oštećen	bojātas
oštećen	bojāts
oštećen	bojāti
smjesa	maisījums
katastrofa	katastrofu
katastrofa	katastrofa
katastrofa	katastrofa
višestruko	vairāku
višestruko	vairāki
ljiljana	lilijas
srušena	nojaukta
pionir	pioneer
jaje	olas
jaje	olu
jaje	ola
ted	ted
višestruki	vairāku
višestruki	vairāki
mana	trūkums
oštećena	bojāta
oštećena	bojātas
oštećena	bojāts
oštećena	bojāti
promociju	veicināšana
promociju	popularizēšana
promociju	veicināšanas
presude	spriedumi
zalihe	piegādes
zalihe	krājums
zalihe	krājumi
zalihe	krājumu
usvojena	pieņemts
usvojena	pieņemta
usvojena	pieņemtais
instrumente	instrumenti
fotografiju	photo
fotografiju	foto
fotografiju	fotogrāfijā
krugovi	aprindās
krugovi	aprindas
zagorje	zagorje
komplikacija	komplikācijas
komplikacija	komplikācija
komplikacija	komplikācijas
komplikacija	sarežģījumi
dobitnici	ieguvēji
dobitnici	uzvarētājus
dobitnici	uzvarētāji
crawford	krofords
konrad	konrad
lana	lana
crtež	zīmējums
crtež	zīmēšanas
crtež	rasējums
gupta	guptu
tiger	tīģeris
tiger	tīģeri
kara	karas
kos	mežastrazds
pivo	alu
pivo	alus
zakonski	tiesiski
zakonski	juridiski
zakonski	legāli
prah	putekļu
prah	putekļi
prah	putekļiem
prah	pulveri
prah	pulveris
alternativni	alternatīvi
alternativni	alternatīvais
alternativni	alternatīva
alternativni	alternatīvs
alternativni	aizvietotājs
alternativni	aizstājējs
alternativni	vietnieks
daniela	daniela
daniela	daniels
strategije	stratēģijas
strategije	stratēģija
tipični	tipiska
tipični	raksturīgi
tipični	tipiski
tipični	raksturīgs
tipični	tipiskas
tipični	tipisks
sfere	sfēras
kronologija	hronoloģija
jpl	jpl
psima	suņiem
psima	suņi
brasiliensis	brasiliensis
pavić	pavičs
hrasta	ozolkoka
hrasta	ozola
torinu	turīna
bataljun	bataljona
gloria	glorija
moderno	mūsdienu
moderno	modernā
moderno	moderni
moderno	moderns
moderno	moderna
moderno	moderni
berkeley	bērklijas
encyclopædia	encyclopædia
shi	shi
herre	herre
centri	centri
centri	centrus
armstrong	ārmstrongs
ranjeno	ievainots
perkins	pērkinss
prijateljstva	draudzības
prijateljstva	draudzību
prijateljstva	draudzība
neo	neo
seksualno	seksuālās
seksualno	seksuālā
seksualno	seksuāla
seksualno	seksuāli
spielberg	spīlberga
dodavanje	pievienošana
arsen	arsēna
pravna	likumīgi
pravna	juridiskais
marine	marina
marine	marine
marine	jūras
trend	tendence
poželjno	vēlams
poželjno	vēlama
poželjno	vēlams
distribucija	sadalījums
distribucija	sadale
distribucija	izplatība
distribucija	izplatīšanās
distribucija	sadales
distribucija	izplatīšana
gruzijski	gruzijas
medijski	media
medijski	mediji
medijski	mediju
propustio	izlaista
propustio	pietrūka
ravnica	plain
ravnica	vienkārša
ravnica	vienkāršs
ravnica	līdzenumi
pre	pre
prihod	ienākumi
prihod	ieņēmumi
prihod	ienākumus
prihod	ienākums
prihod	ienākuma
prihod	ienākumi
prihod	ieņēmumi
izum	izgudrojums
hopkins	hopkinss
ratnici	warriors
ratnici	kareivji
subjekt	subjekts
subjekt	temats
subjekt	objekts
subjekt	tēma
salzburg	zalcburgas
luca	luka
rotor	rotora
rotor	rotoru
proračun	budžets
magdalena	magdalena
detektiv	detektīvs
promijeni	mainīt
promijeni	maiņa
promijeni	izmaiņas
promijeni	pārmaiņas
rame	pleca
rame	plecs
sluga	kalps
mentor	padomdevējs
mentor	vadītājai
mučenik	moceklis
pošalje	sūta
pošalje	nosūta
rachel	reičela
obavezno	obligāta
obavezno	obligāts
obavezno	obligātas
obavezno	obligāti
naoružani	bruņots
naoružani	bruņota
naoružani	bruņotajiem
naoružani	bruņoti
zaštićeno	aizsargāta
zaštićeno	aizsargāti
zaštićeno	aizsargāts
zaštićeno	aizsargātas
prorok	pravietis
noviji	jaunāks
noviji	jaunākas
kristu	krista
león	león
čarape	zeķes
čarape	zeķes
čarape	vecrīga
zamisao	doma
zamisao	ideja
spomenuo	pieminēts
spomenuo	minēts
spomenuo	pieminēja
sposobni	spējīgs
sposobni	spēj
sposobni	spējīgi
nadležnost	piekritības
nadležnost	jurisdikcija
suze	asaras
suze	asarām
odraz	pārdomas
odraz	pārdomas
etno	etnisko
etno	etniskā
elena	elena
elena	jeļena
opterećenje	slodze
opterećenje	slodzes
opterećenje	krava
opterećenje	ielādēt
ribari	zvejnieku
ribari	zvejnieki
michelle	mišela
komentirao	komentēja
prijatelje	draugi
prijatelje	draugiem
angela	angela
otpušten	atlaists
otpušten	novada
depresije	depresijas
depresije	depresija
depresije	depresiju
monroe	monro
einstein	einšteins
uvela	ieviesa
uvela	ieviests
uvela	ieviestie
krzna	kažokādas
krzna	kažokādas
krzna	kažokādu
napusti	atstāt
napusti	atvaļinājumu
napusti	atvaļinājums
napusti	atvaļinājuma
napusti	pamest
colin	colin
kongu	congo
kongu	kongo
simpson	simpson
afganistan	afganistāna
grove	audžu
pakistana	pakistāna
brad	breds
himne	hymns
troši	tērē
troši	pavada
francisca	francisco
cannesu	kannu
obavijesti	paziņošana
obavijesti	paziņojumu
obavijesti	paziņojums
obavijesti	paziņojumi
obavijesti	paziņojumus
padaju	krīt
keller	kellers
planinu	kalns
planinu	kalnu
prapovijesti	aizvēsture
piva	alu
piva	alus
piva	alus
upoznati	satiekas
upoznati	tiekas
upoznati	sanāk
zviježđe	zvaigznājs
mrežnice	tīklenes
mrežnice	tīklenes
sprječava	novērš
kandidati	kandidāti
kandidati	kandidātus
kandidati	kandidātiem
bsk	bsk
prijateljica	draugs
lakši	vieglāka
lakši	šķiltavas
posvetiti	velta
posvetiti	veltīt
posvetiti	veltu
studirala	pētīta
studirala	pētīts
studirala	pētītas
ravnotežu	bilance
ravnotežu	atlikums
ravnotežu	līdzsvars
ravnotežu	līdzsvaru
slavna	slavenība
linda	linda
azijski	āzijas
franaka	franku
vicente	visente
učinkovito	efektīvi
učinkovito	efektīva
učinkovito	efektīvs
učinkovito	efektīvi
učinkovito	efektīvi
učinkovito	efektīvā
učinkovito	efektīva
učinkovito	efektīvas
učinkovito	efektīvs
sauvage	sauvage
skuplja	vāc
skuplja	savāc
raznolikost	daudzveidība
raznolikost	dažādība
raznolikost	šķirne
raznolikost	šķirnes
umre	mirst
surađivati	sadarbojas
surađivati	sadarboties
brončana	bronzas
brončana	bronza
nancy	nensija
ocjena	reitingu
ocjena	novērtējums
ocjena	vērtējums
ocjena	reitings
ocjena	score
konsenzus	vienprātība
pomoglo	palīdzēja
pomoglo	palīdzējusi
pomoglo	palīdzējis
namjeravao	paredzēts
učiti	studē
učiti	mācās
učiti	pēta
vitezovi	bruņinieku
nakit	rotaslietas
nakit	rotaslietas
nakit	juvelierizstrādājumu
marcel	marsels
sinensis	sinensis
mirna	miermīlīgu
mirna	mierīga
greg	gregs
nord	nord
kriterija	kritēriji
izazov	challenge
izazov	izaicinājums
domovi	mājas
geološki	ģeoloģisko
geološki	ģeoloģiskā
commonwealtha	sadraudzības
negativan	negatīvā
negativan	negatīvs
negativan	negatīvi
negativan	negatīvas
negativan	negatīva
karaman	karamana
šesto	sestais
šesto	sestā
pax	pax
elite	elite
elite	elites
bombardera	spridzinātāju
mjesečno	ikmēneša
mjesečno	mēneša
zabranjuje	aizliedz
leteći	peld
leteći	lido
stazama	takas
sljedbenici	sekotāju
sljedbenici	sekotāji
sjena	ēnas
sjena	ēnu
sjena	ēna
posjetiti	apmeklējuma
posjetiti	vizīte
posjetiti	apmeklējums
posjetiti	apmeklēt
kontinent	kontinents
cca	aptuveni
cca	apm
grijeh	grēks
putnik	pasažieru
putnik	pasažiera
putnik	pasažieri
putnik	pasažieris
putnik	ceļotāja
putnik	ceļotājs
putnik	ceļotāja
putnik	ceļotājs
planova	plānus
planova	plāni
miloševića	miloševiča
bele	bela
dobivena	iegūtie
dobivena	iegūti
dobivena	iegūta
dobivena	iegūts
dobivena	iegūtā
osuđeni	notiesāti
osuđeni	notiesāts
osuđeni	nosodīta
osuđeni	nosodīja
proboj	sasniegums
proboj	pārkāpums
ssr	psr
ssr	dsr
ssr	ssr
stupovi	balsti
stupovi	pīlāriem
stupovi	pīlāri
stupovi	kolonnas
stupovi	slejas
stupovi	ailes
prosječni	vidējais
prosječni	vidēji
prosječni	vidējā
pittsburgh	pitsburgā
pittsburgh	pitsburgas
detalj	detalizēta
detalj	sīki
detalj	detalizēti
mišići	muskuļi
mišići	muskuļi
mišići	muskuļu
algoritam	algoritms
algoritam	algoritmu
teoretičar	teorētiķis
skladište	noliktavā
skladište	noliktava
skladište	uzglabāšana
skladište	glabāšana
kostura	skeleta
kostura	skeletu
kostura	skeleti
eve	priekšvakarā
narav	temperamentu
brandt	brands
brandt	brandt
izgubi	zaudē
izgubi	pazaudēt
izgubi	zaudē
izgubi	zaudēt
potrošnja	patēriņš
učinkovitosti	efektivitāte
pitao	lūdza
medici	medici
organizmi	organisms
organizmi	organismi
zamijenjena	nomainīts
zamijenjena	aizstāts
odbacuje	noraida
falls	nokrīt
falls	krīt
falls	iekrīt
mudrosti	gudrību
mudrosti	gudrība
mudrosti	gudrības
prepoznaje	atpazīst
klupe	stendi
izolacije	izolācija
izolacije	izolācijas
izolacije	izolēšana
prepreka	šķērslis
prepreka	šķēršļi
kanali	kanāli
kanali	kanāli
stabilnosti	stabilitāte
stabilnosti	stabilitāti
liberty	brīvība
pehar	kauss
topla	silti
topla	silts
kapeli	kapelā
matematiku	matemātikas
matematiku	matemātika
matematiku	matemātika
candida	candida
standardno	standartam
standardno	standarta
standardno	standarts
stolac	krēslu
stolac	krēsls
stolac	krēsla
stolac	izkārnījumi
stolac	izkārnījumos
stolac	izkārnījumiem
družina	stipendiju
reci	pateikt
reci	saki
reci	teikt
modula	moduļi
modula	moduļus
modula	modulis
modula	moduļa
slo	slo
izračunati	aprēķina
izračunati	aprēķināt
izračunati	aprēķināšana
julie	džūlija
terminal	termināla
terminal	termināli
terminal	termināļa
četvrtine	ceturtdaļas
susrete	sastopas
susrete	rodas
dano	dots
dano	dota
dano	dotas
prilagođen	pielāgots
prilagođen	koriģēts
prilagođen	koriģēta
prilagođen	pielāgots
prilagođen	pielāgotā
hugh	hjū
nacisti	nacistu
nacisti	nacisti
airways	airways
pouzdano	ticami
pouzdano	uzticams
pouzdano	uzticami
pouzdano	uzticama
stanislav	stanislav
uređaje	ierīces
imenovanje	iecelšana
imenovanje	tikšanās
imenovanje	iecelšanu
planiranja	plānošana
planiranja	plānošanas
preostala	atlikušās
preostala	atlikusī
preostala	atlikušais
bombarder	spridzinātāju
bombarder	bombardier
galeb	kaija
hvata	nozvejas
hvata	nozveja
zamišljen	iecerēts
zamišljen	iecerēta
kuba	kubu
kuba	kubā
kuba	kuba
ilustracija	ilustrācija
ajax	ajax
vlage	mitrums
vlage	mitrums
homoseksualnost	homoseksualitāti
