molecolare	分子
kai	凱
kai	啓
kai	啟
indispensabile	不可或缺
indispensabile	必不可少
persiani	波斯
raid	突襲
prati	草坪
prati	草甸
prati	meadows
asiatici	亞洲
asiatici	亞裔
sciopero	罷工
accelerazione	加速度
accelerazione	加速
patologia	病理學
patologia	病理
dito	指頭
dito	手指
unit	股
unit	單元
unit	單位
lex	lex
martha	martha
attivazione	啟用
pinne	鰭
pinne	鰭
pinne	芬
benvenuto	歡迎
geni	基因
nascondere	隱藏
nascondere	隱藏
continuazione	延續
dmitrij	dmitry
dmitrij	dmitri
misericordia	慈悲
misericordia	憐憫
misericordia	仁慈
ampiezza	寬度
ampiezza	寬
ampiezza	振幅
garanzia	擔保
garanzia	保固
garanzia	保障
garanzia	擔保
garanzia	保證
sottordine	suborder
terr	terr
barba	鬍子
barba	鬍鬚
abitudini	習性
abitudini	習慣
bastone	警棍
bastone	拐杖
bastone	甘蔗
bastone	手杖
bastone	棍子
attestato	憑證
attestato	證書
attestato	認證
caraibi	加勒比
unificazione	統一
analogamente	同樣
cpu	cpu
silent	沈默
silent	無聲
collettiva	集體
dama	跳棋
klein	klein
rush	急
sacre	神聖
appunti	剪貼簿
marmi	大理石
marmi	彈珠
marmi	彈珠
detenuti	囚犯
detenuti	犯人
detenuti	囚徒
klub	klub
pranzo	午餐
pranzo	午飯
folle	瘋狂
jill	吉爾
assassini	刺客
beyond	超越
filosofi	哲學家
segreteria	秘書處
dimenticare	遺忘
dimenticare	忘記
protestanti	新教
archeologica	考古學
archeologica	考古
insurrezione	叛亂
insurrezione	反叛
stimata	估計
stimata	預估
ramón	ramon
reggenza	regency
inquinamento	污染
mission	任務
mattia	mattia
iniezione	注射
iniezione	注入
capra	capra
capra	山羊
capra	羊
recuperato	檢索
compatibile	相容
veleno	毒
veleno	毒液
veleno	毒藥
veleno	毒
veleno	毒物
mans	芒
adriana	adriana
artificiali	人工
artificiali	人造
siro	siro
trascrizione	轉錄
marce	爛
marce	齒輪
nilo	尼羅河
mode	模式
omero	荷馬
omero	肱骨
nebbia	迷霧
nebbia	霧
nebbia	大霧
nebbia	迷霧
nebbia	霧
trevor	trevor
venus	維納斯
venus	金星
razzo	火箭
lesioni	損傷
gratuito	free
gratuito	自由
gratuito	免費
elencati	上市
banks	銀行
caricare	負載
caricare	裝載
caricare	負荷
rinaldo	rinaldo
pattinaggio	滑冰
pattinaggio	溜冰
elfi	精靈
preliminari	前奏
preliminari	初步
confuso	混淆
confuso	困惑
panico	恐慌
ioni	離子
ioni	離子
penna	鋼筆
penna	筆
riorganizzazione	重組
riorganizzazione	改組
riorganizzazione	重組
guatemala	瓜地馬拉
curia	curia
sedia	椅
sedia	椅子
giusti	正義
giusti	公義
designazione	稱謂
designazione	指定
cameo	客串
alleata	盟軍
alleata	盟國
alleata	盟友
alleata	ally
guardiano	守護神
guardiano	守護者
guardiano	守護
guardiano	監護人
monster	妖怪
monster	怪獸
monster	怪物
grafiche	圖形
grafiche	繪圖
complice	同謀
complice	共犯
repubblicani	共和
repubblicani	共和黨
rocky	洛基
comporre	作曲
comporre	作曲
preferenze	偏好
preferenze	喜好
preferenze	優惠
wii	wii
twilight	曙光
twilight	黃昏
wing	永
wing	翼
geologo	地質學家
travis	travis
arrestare	逮捕
arrestare	被捕
arrestare	拘捕
aspetta	等待
lily	百合
lily	lily
imposte	稅務
imposte	稅收
imposte	稅
imposte	稅款
vittore	victor
sora	天空
essenza	實質
essenza	本質
essenza	精華
razionale	理性
morali	道義
morali	道德
morali	道德
energie	能量
energie	能源
low	低低
low	低
documentari	紀錄片
karate	空手道
andre	andre
raggiunti	已達到
baritono	男中音
consapevolezza	知覺
consapevolezza	意識
julio	julio
burns	燒傷
sintassi	句法
sintassi	語法
redatto	草擬
jun	淳
jun	俊
pratt	pratt
robbie	robbie
emissioni	排放
emissioni	排放量
emissioni	排放
emissioni	排放量
api	蜜蜂
api	api
api	api
gioielli	珠寶
gioielli	珠寶
gioielli	首飾
gioielli	珠寶
gioielli	首飾
residenziale	住宅
residenziale	寄宿
sega	鋸
sega	鋸子
sega	sega
revolution	革命
proporzionale	比例
álvarez	alvarez
álvarez	álvarez
padiglione	館
padiglione	pavilion
padiglione	廳
padiglione	霍爾
padiglione	大廳
padiglione	hall
june	六月份
june	六月
remo	rsa
indigeni	土著
elevazione	海拔
eterno	永恆
attive	積極
attive	活躍
stress	壓力
stress	強調
stress	應力
rivoluzionaria	革命性
abbreviazione	縮寫
abbreviazione	縮短
reati	罪行
reati	犯罪
confessione	懺悔
confessione	告白
confessione	表白
confessione	告解
curioso	好奇
doni	禮物
doni	送禮
doni	禮品
ceneri	灰
ceneri	骨灰
ceneri	灰燼
ceneri	灰
ceneri	ash
ceneri	火山灰
ceneri	灰燼
selig	selig
organica	有機
piramide	金字塔
collinare	hilly
distintivo	徽章
distintivo	警徽
ace	ace
ace	王牌
gérard	gérard
soliti	平時
alieno	異形
alieno	外星人
montreal	蒙特婁
neonato	新生兒
neonato	嬰兒
addetto	隨員
freedom	自由
bandito	土匪
bandito	強盜
pearl	明珠
pearl	珍珠
turn	轉
tropicali	熱帶
pallamano	手球
solomon	所羅門
seme	精子
seme	精液
seme	種子
patrizio	patrick
vivace	活潑
vivace	熱鬧
pugilato	拳擊
avorio	象牙
valide	有效
programmato	排定
consoli	領事
sedere	屁股
ripetizione	重復
schemi	格局
schemi	模式
schemi	佈局
quinn	quinn
target	目標
avanzate	先進
jam	果醬
parto	分娩
parto	生育
parto	難產
parto	出生
arteria	動脈
sociologia	社會學
erezione	勃起
includere	包括
terminal	終點站
terminal	終端
terminal	終端機
asilo	幼兒園
asilo	幼稚園
asilo	庇護
asilo	避難
asilo	幼兒園
semplicità	簡潔
diplomatica	外交
rendimento	當量
rendimento	產量
rendimento	屈服
heat	熱
heat	熱火
heat	加熱
heat	熱力
heat	熱量
leghe	合金
leghe	合金
direttori	董事
detenuto	俘虜
detenuto	囚犯
detenuto	犯人
detenuto	囚徒
schiavo	奴隸
mah	mah
retto	直腸
crystal	水晶
crystal	crystal
crystal	晶體
fantasmi	鬼魂
fantasmi	鬼
fantasmi	幽靈
rivoluzionari	革命性
gate	門
gate	大門
ambasciata	大使館
ambasciata	使館
range	山脈
range	範圍
range	射程
pollici	拇指
pollici	大拇指
pollici	英吋
elettronici	電子
shock	休克
shock	驚
shock	震驚
shock	衝擊
shock	衝擊
agnese	agnese
samurai	武士
eterna	永恆
sostituto	替代品
sostituto	替代
sostituto	替換
sostituto	更換
sostituto	置換
sostituto	替代
borghesia	資產階級
ubicazione	所在地
ubicazione	位置
ubicazione	地點
cuori	心
cuori	紅心
wave	揮手
wave	浪潮
wave	波
wave	浪
wave	波浪
leggo	讀
leggo	讀取
leggo	閱讀
assorbimento	吸收
facce	臉
facce	面孔
artico	北極
limited	有限
limited	限量
limited	限
limited	受限
diffondere	散播
diffondere	蔓延
diffondere	傳播
orfana	孤兒
ristampato	重印
festeggiare	慶祝
festeggiare	慶祝
affinità	親和
affinità	親和性
progressive	漸進
progressive	進步
progressive	累進
progressive	逐步
aeroporti	機場
lionel	lionel
pescatori	漁民
pescatori	漁夫
pescatori	漁民
pescatori	漁夫
accademica	學術
solitudine	寂寞
solitudine	孤獨
solitudine	孤單
solitudine	寂寞
solitudine	孤獨
sperimentali	實驗
offensivo	攻勢
offensivo	冒犯
adorazione	崇拜
adorazione	禮拜
sconosciuti	陌生人
sconosciuti	未知
sconosciuti	不明
cry	哭
cry	哭泣
voice	語音
voice	嗓子
voice	聲音
arsenal	武庫
arsenal	arsenal
sanitario	衛生
oracolo	oracle
oracolo	先知
decadenza	衰敗
decadenza	衰減
decadenza	衰變
decadenza	頹廢
attrezzature	裝備
scarpe	鞋
scarpe	鞋子
scarpe	皮鞋
scarpe	鞋
scarpe	鞋子
festeggiamenti	慶典
festeggiamenti	慶祝
jiří	jiří
mickey	mickey
homer	荷馬
tomas	tomas
minime	最少
minime	最小
promo	促銷
canyon	峽谷
canyon	峽谷
intermedio	中間
intermedio	中級
palestra	健身房
palestra	體育館
palestra	體育館
olivia	olivia
assenti	缺席
salvata	獲救
tagliare	切割
tagliare	削減
tagliare	切
tagliare	削減
tagliare	剪
tagliare	割
egidio	giles
egidio	egidio
sottomissione	提交
terrorismo	恐怖主義
matematici	數學家
amelia	amelia
rilevare	偵測
assessore	議員
jeffrey	jeffrey
rappresentativa	代表
mcenroe	mcenroe
mostrando	顯示
estinto	滅絕
nube	雲
nube	雲端
narratore	旁白
narratore	說書人
lontani	遙遠
lontani	遠方
danneggiata	受損
danneggiata	損壞
branca	分行
branca	分支
nastri	絲帶
ghiacciaio	冰川
dittatura	獨裁政權
dittatura	獨裁
dittatura	專制
dittatura	專政
realismo	現實主義
beth	beth
pericolosi	危險
pericolosi	危險性
jeanne	貞德
angola	安哥拉
freni	煞車
freni	制動
freni	煞車
freni	制動
accessori	飾品
accessori	配件
accessori	配件
accessori	從犯
luc	luc
sabrina	sabrina
differenziale	差分
differenziale	微分
convertito	轉換
vega	vega
biglietto	售票
biglietto	票
biglietto	門票
biglietto	車票
rapimento	誘拐
rapimento	劫持
rapimento	綁架
rapimento	綁架
brevetto	專利權
brevetto	專利
squadrone	中隊
squadrone	班長
squadrone	班
squadrone	小隊
palcoscenico	舞台
palcoscenico	階段
obiezioni	反對
obiezioni	異議
periferiche	周邊
periferiche	外圍
officina	研討會
infantile	幼稚
visioni	幻象
visioni	願景
cosmo	cosmo
sposi	嫁
sposi	新婚夫婦
mazza	蝙蝠
oswald	oswald
spike	spike
asteroidi	小行星
asteroidi	小行星
ego	自負
ego	自我
ferrer	ferrer
globo	全球
globo	環球
key	鑰匙
key	鍵
key	key
key	關鍵
eppure	然而
clay	黏土
clay	泥
clay	粘土
milizia	民兵
impronta	足跡
impronta	腳印
invasioni	入侵
invasioni	侵略
liu	劉
massiccia	大規模
irving	歐文
fondamentalmente	基本上
nuvole	雲
nuvole	雲彩
nuvole	雲
nuvole	雲端
etichette	標籤
etichette	標籤
etichette	標記
etichette	標籤
drop	滴
drop	下降
ispirati	啟發
ispirati	靈感
previsione	預估
previsione	預測
previsione	預估
previsione	預報
previsione	預測
nettuno	海王星
tregua	休戰
tregua	停戰
storiografia	史學
dioecesis	dioecesis
camion	貨車
camion	卡車
camion	卡車
airways	呼吸道
telecomunicazioni	電訊
telecomunicazioni	電信
telecomunicazioni	電訊
telecomunicazioni	電信
telecomunicazioni	電訊
telecomunicazioni	電信
espulsione	驅逐出境
espulsione	驅逐
espulsione	彈射
curatore	館長
quaderni	筆記本
quaderni	筆記簿
primitivo	原始
spiagge	沙灘
spiagge	海灘
spiagge	沙灘
spiagge	海灘
salomone	salomon
salomone	所羅門
independent	獨立
client	客戶
quercia	橡樹
quercia	橡木
quercia	橡
quercia	櫟
glory	榮耀
glory	光榮
algebra	代數
avvocati	律師
avvocati	律師
penny	penny
penny	便士
siluri	魚雷
siluri	魚雷
segnala	報告
segnala	檢舉
trail	軌跡
trail	蹤跡
trail	小徑
scherzo	笑話
scherzo	惡作劇
arrestati	被捕
petit	petit
galaxy	銀河
galaxy	星系
galaxy	galaxy
galaxy	銀河系
blair	blair
shot	鏡頭
pellegrinaggio	朝拜
pellegrinaggio	朝聖
immigrazione	移民
immigrazione	移民局
pepe	辣椒
pepe	胡椒
ripetere	重復
piazze	方塊
coma	昏迷
ballata	民謠
cornelio	cornelius
berry	漿果
berry	berry
bellissima	漂亮
bellissima	美
bellissima	美女
bellissima	美麗
bellissima	華麗
clarinetto	單簧管
fili	電線
fili	鋼絲
fili	鐵絲
dittatore	獨裁者
african	非洲
shane	shane
eden	伊甸園
eden	eden
scarse	稀少
jensen	jensen
romance	浪漫
riflessi	反射
riflessi	反射
riflessi	思考
fogli	床單
aumentando	增加
basilio	basil
kerry	kerry
running	奔跑
running	跑步
running	運行
weekend	週末
weekend	週末
fornitura	供應
fornitura	供給
capsula	膠囊
capsula	囊
violenti	暴力
diamanti	金剛石
diamanti	鑽石
diamanti	鑽石
pagato	付費
obbligatorio	強制
obbligatorio	強制
elliott	elliott
pitture	油漆
pitture	顏料
innovazioni	革新
innovazioni	創新
innovazioni	革新
innovazioni	創新
carenza	短缺
plasma	等離子體
plasma	plasma
plasma	血漿
itinerario	路線
itinerario	行程
inclinazione	傾斜
inclinazione	傾向
inclinazione	意向
alexis	alexis
fegato	肝臟
fegato	肝
difetto	瑕疵
difetto	缺陷
difetto	缺陷
felici	開心
felici	快樂
felici	高興
felici	幸福
felici	happy
ironia	諷刺
ironia	諷刺
felipe	felipe
lacrime	淚水
lacrime	流淚
lacrime	淚
lacrime	眼淚
resurrezione	復活
acquedotto	水道
acquedotto	水渠
adeguato	適當
sailor	水兵
sailor	水手
psi	psi
equatore	赤道
rapina	打劫
rapina	劫
rapina	搶劫
annali	史冊
nadia	nadia
attentati	攻擊
attentati	襲擊
attentati	轟炸
filone	philo
aquino	aquino
triplo	三重
quantistica	量子
falsi	虛假
falsi	假
falsi	假的
falsi	虛假
falsi	假冒
falsi	假
sinagoga	會堂
giulietta	朱麗葉
mela	apple
mela	蘋果
neal	neal
malati	病
malati	生病
falls	瀑布
allarme	提醒
allarme	警報
allarme	警示
contadino	農民
contadino	農民
contadino	農夫
gerarchia	等級
riflessioni	反射
riflessioni	思考
riflessioni	反射
riflessioni	反省
riflessioni	思考
pale	鏟子
pale	淡
pale	蒼白
conservatori	保守派
conservatori	保守派
conservatori	保守
rotterdam	鹿特丹
gabinetto	馬桶
gabinetto	廁所
gabinetto	洗手間
gabinetto	廁
gabinetto	內閣
alimenti	贍養費
alimenti	食物
alimenti	食品
brett	brett
ida	ida
april	四月
april	四月份
didattica	教書
didattica	教學
didattica	教
bonifica	補救
bonifica	開墾
better	更好
solida	固體
solida	固態
solida	實心
solida	扎實
solida	堅固
sfide	挑戰
commissioni	傭金
ripetuti	反復
retorica	言論
retorica	修辭
retorica	修辭
riley	riley
zara	zara
spp	spp
trade	貿易
ladri	小偷
ladri	賊
ladri	盜賊
ladri	竊賊
maggie	maggie
attualità	新聞
mongolia	蒙古
mongolia	蒙古
guardando	尋找
guardando	觀看
illegale	非法
pay	付費
pay	付款
pay	支付
modesta	謙虛
modesta	適度
applica	適用
holly	holly
holly	冬青
singer	singer
singer	歌手
proiezioni	放映
proiezioni	預測
proiezioni	投射
proiezioni	投影
proiezioni	預測
ufo	飛碟
ufo	ufo
ufo	不明飛行物
ufo	飛碟
ufo	ufo
infermiera	護士
barista	酒保
woods	林子
woods	樹林
bayern	bayern
manica	袖子
manica	袖套
energetico	高能
emergere	新興
emergere	湧現
emergere	興起
fuochi	火災
fascino	魅力
consensi	共識
sri	sri
esibirsi	表演
entroterra	內地
entroterra	內陸
entroterra	腹地
entroterra	內地
corna	牛角
colonizzazione	殖民
adolescenza	青春期
broken	破碎
broken	破損
broken	斷
romantica	浪漫
coniugi	配偶
coniugi	配偶
word	詞
word	word
word	單詞
word	字
word	單字
finta	假的
finta	虛假
finta	假冒
finta	假
pasolini	pasolini
hannah	hannah
curriculum	課程
curriculum	教學大綱
curriculum	履歷
curriculum	恢復
curriculum	簡歷
ovale	橢圓形
ovale	橢圓
lauren	lauren
sindacato	聯盟
sindacato	工會
sindacato	辛迪加
sindacato	辛迪加
dexter	dexter
coltello	刀
coltello	刀子
coltello	小刀
christoph	christoph
damon	damon
federali	聯邦
priorità	優先權
priorità	優先
sciabola	sabre
youth	青年
youth	青春
youth	青少年
félix	félix
controversia	爭端
controversia	糾紛
controversia	爭議
controversia	爭論
controversia	爭議
termica	熱力
cancella	取消
cancella	刪除
cancella	刪去
splendore	風采
proporzioni	比例
astronave	太空船
calcestruzzo	具體
calcestruzzo	混凝土
calcestruzzo	水泥
tiri	拉
savage	野人
savage	野蠻
parallela	並行
parallela	平行
ban	禁止
romantico	浪漫
praticare	實踐
praticare	練習
praticare	練習
asso	ace
asso	王牌
uva	uva
uva	葡萄
uva	葡萄
sms	簡訊
vuota	空白
vuota	空
spirituali	靈性
spirituali	精神
pompa	泵
pompa	水泵
pericoli	危險
pericoli	危險性
pericoli	危害
omega	ō
scure	斧頭
scure	斧
scure	斧子
seth	seth
beneficenza	慈善
beneficenza	慈善
paracadutisti	傘兵
tragico	悲劇
tragico	悲慘
diaz	díaz
diaz	diaz
eros	eros
nad	nadh
nad	河畔
correzione	改正
correzione	糾正
correzione	校正
correzione	更正
pont	蓬
pulizia	清潔
pulizia	潔淨
pulizia	打掃
pulizia	清潔
pulizia	清洗
jürgen	jürgen
terraferma	內地
terraferma	大陸
lion	獅
lion	獅子
fioritura	開花
fioritura	盛開
fioritura	開花
fioritura	bloom
fioritura	綻放
comprare	購買
comprare	買
comprare	購買
comprare	買
potenziali	潛力
potenziali	潛能
dcr	dcr
lenti	鏡頭
lenti	鏡片
lenti	透鏡
lenti	緩慢
lenti	慢
lenti	鏡片
theodor	theodor
cambiando	改變
monitoraggio	追蹤
monitoraggio	跟蹤
monitoraggio	監測
strutturali	結構
secca	乾燥
secca	乾
fabbricazione	製造業
fabbricazione	製造
fabbricazione	生產
suggerimento	提示
suggerimento	小費
suggerimento	建議
suggerimento	提示
specialista	專家
tasto	按鍵
tasto	按鈕
tasto	鑰匙
tasto	鍵
tasto	key
tasto	關鍵
pneumatici	輪胎
pneumatici	輪胎
pneumatici	輪胎
pneumatici	tyre
stirpe	血脈
stirpe	血統
carichi	貨運
carichi	貨物
carichi	貨
carichi	負載
carichi	負荷
plata	plata
azoto	氮
led	led
led	led
aggettivo	形容詞
bonnie	bonnie
aspettative	期望
aspettative	預期
aspettative	期望值
aspettative	期望
aspettative	預期
arca	方舟
sepolta	埋
sepolta	埋葬
diane	黛安娜
step	台階
step	步驟
step	步
scheletro	骷髏
scheletro	骨架
scheletro	骨骼
stefania	stephanie
kay	凱
meredith	meredith
tamburo	鼓
occhiali	眼鏡
infinita	無盡
infinita	無限
infinita	無窮
infinita	無盡
infinita	無止境
pazzi	瘋狂
pazzi	瘋
pazzi	瘋了
schiavitù	奴隸制
schiavitù	奴役
schiavitù	綁縛
schiavitù	束縛
schiavitù	奴役
processori	處理器
processori	處理器
substrato	基底
raven	烏鴉
lambert	lambert
manufatti	工藝品
manufatti	文物
manufatti	手工藝品
manufatti	製成品
somalia	索馬利亞
nbc	nbc
luminosa	發光
luminosa	明亮
parcheggio	停車位
parcheggio	停車場
evolution	演化
evolution	演變
evolution	進化
evolution	演進
orizzontali	橫向
orizzontali	水平
negative	負面
negative	負
negative	否定
negative	陰性
negative	消極
timpano	鼓膜
congiura	共謀
congiura	陰謀
ottico	光學
ripristinare	還原
ripristinare	恢復
rivera	rivera
arcade	arcade
alare	永
alare	翼
cash	現金
limitate	有限
limitate	限量
limitate	限
limitate	受限
pilastro	柱
pilastro	支柱
rompere	中斷
rompere	休息
rompere	打破
rompere	突破
rompere	打破
affidabilità	可靠性
ornamenti	裝飾品
ornamenti	首飾
ornamenti	飾品
geschichte	geschichte
cargo	貨運
cargo	貨物
cargo	貨
consecutivo	連續
ermanno	ermanno
diversità	多元化
diversità	多樣性
diversità	多樣化
liberata	解放
heather	heather
squalo	鯊
squalo	鯊魚
sparsi	分散
fantastico	驚人
fantastico	神奇
chiarezza	清晰度
chiarezza	清晰
tagli	削減
errata	錯誤
errata	錯
elvis	貓王
brutto	醜八怪
brutto	醜
brutto	醜陋
nipoti	姪女
nipoti	孫子
mathieu	mathieu
consegnare	交付
spedizioni	裝運
spedizioni	運費
spedizioni	出貨
spedizioni	航運
tor	tor
invia	提交
invia	送出
tonight	今夜
tonight	今晚
porsche	porsche
wyatt	wyatt
precisi	精確
sig	sig
lobo	lobo
jurij	yuri
ricercatore	研究者
ricercatore	研究員
evgenij	evgeny
saluto	問候
saluto	敬禮
codifica	編碼
codifica	編碼
codifica	編碼
léon	leon
tolleranza	容忍
tolleranza	寬容
sensibili	敏感
sensibili	敏感性
sensibili	敏感度
