oferind	προσφέροντας
mediterana	μεσογειακή
mediterana	μεσογείου
mediterana	μεσόγειο
mediterana	μεσόγειος
mediterana	μεσογειακή
mediterana	μεσογείου
mediterana	μεσόγειο
mediterana	μεσόγειος
metale	μεταλλικό
metale	μέταλλο
metale	μέταλλα
metale	metal
metale	μεταλλικά
metale	μέταλλα
bush	bush
bush	μπους
bush	θάμνος
bush	θάμνο
standardele	πρότυπα
daneza	δανικό
daneza	δανοί
daneza	δανική
daneza	δανικά
verticala	κατακόρυφο
verticala	κάθετη
verticala	κάθετο
verticala	κατακόρυφη
verticala	κατακόρυφα
renunta	ακύρωση
azerbaidjan	αζερμπαϊτζάν
niveluri	βαθμίδες
niveluri	επίπεδα
mitchell	mitchell
mitchell	μίτσελ
notat	σημειώθηκε
notat	σημείωσε
strategica	στρατηγικό
cambodgia	καμπότζης
cambodgia	καμπότζη
pablo	πάμπλο
morris	μόρις
morris	morris
morris	μόρρις
lent	αργά
lent	αργή
lent	αργός
lent	αργό
prevazuta	προβλεπόμενο
academice	ακαδημαϊκή
academice	ακαδημαϊκά
academice	ακαδημαϊκό
ice	πάγος
ice	πάγο
ice	ice
kate	κέιτ
kate	kate
aurora	aurora
oregon	όρεγκον
banci	μπανκς
banci	τράπεζες
banci	παγκάκια
banci	μπανκς
banci	τράπεζες
banci	παγκάκια
restaurant	εστιατόριο
afectate	επηρεάστηκαν
afectate	επηρεάζεται
afectate	επηρέασε
pavia	παβία
structurile	δομές
structurile	κατασκευές
structurile	διαρθρώσεις
impuse	επιβλήθηκαν
impuse	επέβαλε
impuse	επιβλήθηκε
silezia	σιλεσία
urias	γίγαντας
urias	γιγάντια
urias	γίγαντα
urias	γιγαντιαίο
tabere	στρατόπεδα
tabere	κατασκηνώσεις
alma	άλμα
atribuie	εκχώρηση
kentucky	κεντάκι
marfuri	φορτίο
marfuri	εμπορεύματα
marfuri	αγαθά
marfuri	εμπορευμάτων
marfuri	εμπορεύματα
marfuri	εμπορεύματα
marfuri	αγαθά
marfuri	εμπορευμάτων
belle	μπελ
grau	σιταριού
grau	σιτάρι
grau	σίτου
grau	σιταριού
grau	σιτάρι
grau	σίτου
cuantica	κβαντική
vazute	δει
vazute	εθεάθη
walt	γουόλτ
dublin	δουβλίνο
festivaluri	φεστιβάλ
ball	μπαλάκι
ball	μπάλα
rusesc	ρωσική
rusesc	ρώσικα
rusesc	ρωσικά
rusesc	ρώσος
concepte	έννοιες
padova	πάδουα
echivalentul	ισοδύναμα
echivalentul	ισοδύναμη
echivalentul	ισοδύναμος
echivalentul	ισοδύναμο
fani	ανεμιστήρες
fani	θαυμαστές
fani	οπαδοί
postum	μεταθανάτια
postum	μεταθανάτια
plovdiv	πλόβντιβ
participantii	συμμετέχοντες
mandate	εντάλματα
morminte	τάφους
morminte	τάφοι
morminte	τάφους
morminte	τάφοι
morminte	γκρέιβς
colegi	συναδέλφους
colegi	συνάδελφοι
colegi	συναδέλφους
colegi	συνάδελφοι
colegi	συνάδελφοί
colegi	συνεργάτες
potentialul	δυνατότητες
potentialul	δυναμικό
exacta	ακριβής
exacta	ακριβές
exacta	ακριβής
exacta	ακριβές
horror	φρίκη
horror	τρόμου
horror	τρόμος
vizibile	ορατό
vizibile	ορατά
vizibile	ορατή
vizibile	ορατός
vizibile	ορατές
uss	uss
flash	φλας
flash	λάμψη
flash	flash
flash	αναλαμπή
srl	llc
srl	srl
srl	ltd
materia	ύλη
persia	περσία
elementare	στοιχειώδη
elementare	στοιχειώδες
elementare	δημοτικό
christina	χριστίνα
christina	κριστίνα
arhipelagul	αρχιπέλαγος
datorat	χρωστούσε
succesiunea	διαδοχή
protocol	πρωτόκολλο
update	ενημέρωση
update	επικαιροποίηση
executa	εκτελέσει
executa	εκτέλεση
ecuador	εκουαδόρ
bull	bull
bull	ταύρος
bull	ταύρο
bull	μπουλ
kenya	κένυα
ntupdate	ntupdate
ingropat	θάφτηκε
ingropat	θαμμένα
ingropat	θαμμένος
ingropat	θαμμένο
ingropat	θαμμένη
ingropat	θάφτηκε
ingropat	θαμμένα
ingropat	θαμμένος
ingropat	θαμμένο
ingropat	θαμμένη
november	νοεμβρίου
november	νοέμβριο
november	νοέμβριος
locatii	τοποθεσίες
locatii	τοποθεσίες
biblie	βίβλος
biblie	βίβλο
fabricat	κατασκευάζεται
fabricat	κατασκευασμένα
fabricat	κατασκευασμένο
fabricat	παρασκευάζεται
fabricat	κατασκευάστηκαν
fabricat	κατασκευάζονται
fabricat	κατασκευασμένες
fabricat	κατασκευασμένα
durere	άλγος
durere	πόνο
durere	πόνος
intalniri	συσκέψεις
intalniri	συναντήσεις
intalniri	συνεδριάσεις
intalniri	σύνοδοι
intalniri	συναντήσεις
intalniri	συσκέψεις
intalniri	συναντήσεις
intalniri	συνεδριάσεις
intalniri	σύνοδοι
recomandat	συνιστώμενη
recomandat	προτεινόμενη
recomandat	συνιστάται
recomandat	προτεινόμενο
recomandat	προτείνεται
lucrand	δουλεύοντας
taiwan	ταϊβάν
dramatica	δραματικά
dramatica	δραματικός
dramatica	δραματικό
dramatica	δραματική
populata	κατοικημένες
tereza	τερέζα
tereza	τερέζα
semifinale	ημιτελικά
semifinale	ημιτελικούς
semnata	υπογεγραμμένο
semnata	υπογεγραμμένη
semnata	υπογραφή
semnata	υπέγραψε
semnata	υπεγράφη
baptiste	μπαπτίστ
stelele	άστρα
stelele	αστέρια
stelele	stars
stelele	αστεράκια
emisa	εκδόθηκε
emisa	εκδοθέν
emisa	εξέδωσε
emisa	εκδίδεται
emisa	εκπεμπόμενου
compusi	ενώσεις
sovieticii	σοβιετικοί
praf	σκόνη
praf	σκόνη
haga	χάγης
haga	χάγη
zeus	δία
zeus	δίας
animat	καρτούν
animat	κινούμενα
animat	κινούμενο
nintendo	nintendo
locuita	κατοικείται
semnal	σινιάλο
semnal	σήμα
semnal	σημα
ceas	δείτε
ceas	ρολόι
ceas	ρολόι
democratie	δημοκρατια
democratie	δημοκρατία
democratie	δημοκρατια
democratie	δημοκρατία
alfa	alpha
alfa	άλφα
alfa	αλφα
alfa	alfa
alfa	άλφα
alfa	αλφα
expune	εκθέσει
fantastica	φανταστικός
fantastica	φανταστικό
fantastica	φανταστική
fantastica	φανταστικά
partener	συνεργάτης
partener	σύντροφος
partener	συνεργάτη
partener	εταίρος
partener	συνέταιρος
cerintele	απαιτήσεις
occidentali	δυτικούς
occidentali	δυτικοί
amenintare	απειλή
amenintare	απειλή
inventator	εφευρέτης
bolta	θησαυροφυλάκιο
bolta	κρύπτη
lovituri	κλωτσάει
lovituri	κλωτσιές
lovituri	χτυπήματα
lovituri	φυσάει
lovituri	βαθουλώματα
viziteaza	επισκεφθείτε
viziteaza	επίσκεψη
vizibil	ορατό
vizibil	ορατά
vizibil	ορατή
vizibil	ορατός
vizibil	ορατές
rgb	rgb
sporturi	αθλήματα
sporturi	σπορ
sporturi	αθλητισμός
sporturi	αθλητικά
observatie	παρατήρηση
observatie	παρατήρηση
parker	πάρκερ
parker	parker
zeilor	θεούς
zeilor	θεοί
liechtenstein	λιχτενστάιν
discovery	ανακάλυψη
gasiti	βρείτε
gasiti	βρες
gasiti	βρω
dur	τραχύ
dur	σκληροί
dur	σκληρός
dur	σκληρό
dur	σκληρή
taiat	κόψτε
taiat	κομμένα
taiat	κόψιμο
taiat	κόψω
etajul	δάπεδο
etajul	όροφο
etajul	πάτωμα
etajul	όροφος
chapelle	σαπέλ
chapelle	σαπέλ
strategie	στρατηγική
peisaj	τοπίο
attila	αττίλα
experiment	πείραμα
finalizata	ολοκληρώθηκαν
finalizata	ολοκληρωθεί
finalizata	ολοκληρώθηκε
finalizata	ολοκληρωμένα
vinci	βίντσι
vinci	vinci
reptile	ερπετό
reptile	ερπετά
reptile	ερπετά
constat	συνίστατο
constat	αποτελούνταν
convinge	πείσω
sportul	σπορ
sportul	αθλητισμός
sportul	άθλημα
leul	λιοντάρι
leul	λέων
personalul	προσωπικό
personalul	προσωπικού
personalul	προσωπικό
preveni	αποτρέψει
prize	υποδοχές
won	κέρδισα
won	γουόν
won	κέρδισε
integrarea	ολοκλήρωση
integrarea	ένταξη
integrarea	ενσωμάτωση
integrarea	ενοποίηση
reci	ψυχρή
reci	κρύος
reci	κρύο
reci	κρύα
integrat	ολοκληρωμένη
integrat	ολοκληρωμένα
integrat	ολοκληρωμένο
integrat	ολοκληρωμένες
fabricate	κατασκευάζεται
fabricate	κατασκευασμένα
fabricate	κατασκευασμένο
fabricate	παρασκευάζεται
fabricate	κατασκευάστηκαν
fabricate	κατασκευάζονται
fabricate	κατασκευασμένες
fabricate	κατασκευασμένα
roosevelt	ρούσβελτ
roosevelt	ρούζβελτ
vasili	βασίλι
aviatie	αεροπορία
spanioli	ισπανούς
spanioli	ισπανοί
spanioli	ισπανοί
spanioli	ισπανός
spanioli	ισπανικά
spanioli	ισπανική
heinz	heinz
petit	petit
thompson	thompson
thompson	τόμπσον
thompson	τόμσον
wallace	wallace
wallace	γουάλας
monarh	μονάρχης
beethoven	μπετόβεν
ploaie	βροχή
ploaie	ρέιν
ploaie	βροχές
islamului	ισλάμ
bremen	βρέμη
zagora	ζαγκόρα
artificial	τεχνητή
artificial	τεχνητά
artificial	τεχνητό
artificial	τεχνητές
solara	ηλιακές
solara	ηλιακό
solara	ηλιακή
disponibila	διαθέσιμος
disponibila	διαθέσιμα
disponibila	διατίθεται
disponibila	διαθέσιμο
disponibila	διαθέσιμη
disponibila	διαθέσιμος
disponibila	διαθέσιμα
disponibila	διατίθεται
disponibila	διαθέσιμο
disponibila	διαθέσιμη
reprezentative	αντιπροσωπευτική
reprezentative	αντιπρόσωπος
reprezentative	αντιπροσωπευτικές
reprezentative	εκπρόσωπος
marino	μαρίνο
fetele	κορίτσια
primita	ελήφθη
primita	έλαβε
guvernat	διέπονται
strategia	στρατηγική
transmise	διαβιβάζονται
transmise	διαβιβάζεται
culmea	κορυφογραμμή
culmea	ριτζ
identice	πανομοιότυπα
identice	ίδια
identice	πανομοιότυπο
fotografia	φώτο
fotografia	photo
fotografia	φωτογραφία
fotografia	φωτο
fotografia	φωτό
fotografia	φωτογραφια
fotografia	φωτογραφίας
fotografia	φωτογραφία
locuite	κατοικείται
albrecht	άλμπρεχτ
aia	αυτό
aia	ότι
aia	that
separarea	διαχωρισμός
separarea	χωρισμός
separarea	διαχωρισμού
datoria	δασμός
datoria	καθήκον
interpretari	ερμηνείες
scrisoarea	επιστολή
scrisoarea	γράμμα
scrisoarea	γραμμα
eroul	ήρωας
eroul	ήρωα
aviatiei	αεροπορία
rupt	σπασμένη
rupt	σπασμένα
rupt	σπασμένο
rupt	σπασμένος
rupt	άρπαξαν
integrate	ολοκληρωμένη
integrate	ολοκληρωμένα
integrate	ολοκληρωμένο
integrate	ολοκληρωμένες
panama	παναμά
afc	εκα
afc	afc
utilizari	χρήσεις
utilizari	χρησιμοποιεί
utilizari	χρήσεων
nancy	νάνσι
nancy	νάνσυ
comisie	προμήθεια
comisie	επιτροπή
comisie	επιτροπη
westfalia	βεστφαλίας
arkansas	αρκάνσας
sinteza	σύνθεση
sinteza	σύνθεση
aripa	πτέρυγα
aripa	wing
aripa	φτερό
aripa	πτέρυγα
aripa	wing
aripa	φτερό
cauzele	προκαλεί
cauzele	αιτίες
cauzele	αίτια
graz	γκρατς
veniturile	έσοδα
veniturile	εισόδημα
veniturile	έσοδα
veniturile	εισοδήματα
veniturile	εισοδήματος
atomic	ατομική
clinton	κλίντον
clinton	clinton
continuand	συνεχίζονται
continuand	συνέχιση
continuand	συνεχίζεται
imparateasa	αυτοκράτειρα
imparateasa	αυτοκράτειρα
integrare	ολοκλήρωση
integrare	ένταξη
integrare	ενσωμάτωση
integrare	ενοποίηση
districtele	συνοικίες
miercurea	τετάρτη
miercurea	τετάρτες
scenele	σκηνές
dramatice	δραματικά
dramatice	δραματικός
dramatice	δραματικό
dramatice	δραματική
transmiterea	μετάδοση
transmiterea	διαβίβαση
ralph	ράλφ
ralph	ραλφ
hunter	χάντερ
hunter	κυνηγός
hunter	hunter
armeni	αρμένιοι
armeni	αρμενίων
vera	βέρα
sferturi	τρίμηνα
sferturi	τέταρτα
demo	demo
demo	δοκιμαστικό
demo	ντέμο
standarde	πρότυπα
minima	ελάχιστη
minima	ελάχιστα
minima	ελάχιστες
minima	ελάχιστο
minima	ελάχιστος
minima	ελάχιστο
minima	ελάχιστα
minima	ελάχιστη
minima	ελάχιστος
simt	αίσθηση
simt	νιώθω
simt	νιώσε
simt	συναίσθημα
simt	αίσθηση
simt	αίσθημα
desemna	ορίσει
patruns	διαπέρασε
utila	χρήσιμο
utila	χρήσιμες
utila	χρήσιμα
utila	χρήσιμη
utila	χρήσιμος
utila	χρήσιμο
utila	χρήσιμη
montferrat	μομφερράτου
dotat	προικισμένη
dotat	προικισμένος
dotat	χαρισματικός
dotat	προικισμένος
pastrata	διατηρημένο
pastrata	διατηρημένα
pastrata	διατηρήθηκαν
clape	πλήκτρα
isabella	ιζαμπέλα
predare	διδασκαλία
airlines	αερογραμμές
airlines	airlines
sanatatea	υγεία
transfermarkt	transfermarkt
rareori	σπανίως
rareori	σπανίως
rareori	σπάνια
zimbru	ζίμπρου
patrat	τετράγωνο
patrat	πλατεία
patrat	τετράγωνο
patrat	πλατεία
raze	ακτίνες
epic	επική
epic	επικό
gratie	γκρέις
avere	περιουσία
avere	τύχη
avere	πλούτος
avere	πλούτο
avere	πλούτη
windsor	γουίντσορ
prevede	παρέχει
fin	πτερύγιο
fin	fin
fin	φιν
birou	γραφείο
secretul	μυστικός
secretul	μυστικό
secretul	μυστική
trilogia	τριλογία
aniversare	γενέθλια
aniversare	επέτειος
aniversare	επέτειο
gonzaga	γκονζάγκα
pib	αεπ
frumusetea	ομορφιά
executata	εκτελέστηκαν
executata	εκτελέστηκε
executata	εκτελείται
executata	εκτελεστεί
musulmana	μουσουλμανική
musulmana	μουσουλμάνος
musulmana	μουσουλμάνοι
rob	rob
rob	ρομπ
mehmed	μεχμέτ
concret	τσιμέντο
concret	σκυροδέματος
concret	σκυρόδεμα
frumusete	ομορφιά
frumusete	ομορφιά
laboratorul	εργαστήριο
laboratorul	εργαστηριακά
laboratorul	εργαστήριο
maini	χέρια
ala	αλα
ala	ala
batalionul	τάγμα
decorative	διακοσμητικά
decorative	διακοσμητικό
constient	συνειδητή
constient	συνειδητή
sectoare	κλάδοι
sectoare	τομείς
sansa	ευκαιρία
sansa	τσανς
sansa	ευκαιρία
sansa	τσανς
autostrada	αυτοκινητόδρομος
autostrada	αυτοκινητόδρομο
autostrada	αυτοκινητόδρομος
autostrada	λεωφόρος
autostrada	αυτοκινητόδρομο
autostrada	αυτοκινητόδρομος
autostrada	αυτοκινητόδρομο
autostrada	αυτοκινητόδρομος
autostrada	αυτοκινητόδρομο
autostrada	αυτοκινητόδρομος
autostrada	λεωφόρος
autostrada	αυτοκινητόδρομο
compozitori	συνθέτες
fabricatie	κατασκευή
fabricatie	μεταποίηση
alegere	επιλογή
notre	notre
mostenire	κληρονομιά
mostenire	κληρονομιά
mostenire	κληρονομιά
mode	λειτουργία
mode	mode
negocierile	διαπραγματεύσεις
linda	λίντα
split	διαχωρισμός
split	διάσπαση
split	σπλιτ
split	διαίρεση
split	μοιρασιά
cascada	καταρράκτη
cascada	καταρράκτη
lev	λεβ
colin	κόλιν
colin	colin
legendele	θρύλοι
legendele	θρύλους
legendele	μύθοι
masurile	μετρα
masurile	μέτρα
gruparea	ομαδοποίηση
intentionat	σκόπιμη
intentionat	σκοπίμως
intentionat	σκόπιμα
iulius	τζούλιους
virusul	ιού
virusul	ιός
virusul	ιό
tribul	φυλή
petrolul	πετρέλαιο
petrolul	λάδι
petrolul	έλαιο
petrolul	πετρελαίου
erori	σφάλματα
erori	λάθη
unghiul	γωνία
egipteana	αιγυπτιακό
egipteana	αιγυπτιακή
implementarea	εφαρμογή
implementarea	υλοποίηση
cuneo	cuneo
jakob	jakob
organizatiile	οργανώσεις
organizatiile	οργανισμοί
msg	msg
masacrul	σφαγή
patria	πατρίδα
patria	πατρίδα
aval	κατάντη
capitole	κεφάλαια
hessa	hessen
hessa	έσσε
transferata	μεταφέρθηκαν
transferata	μεταφερθεί
transferata	μεταφέρθηκε
musulman	μουσουλμανική
musulman	μουσουλμάνος
musulman	μουσουλμάνοι
omagiu	αφιέρωμα
negativa	αρνητικά
negativa	αρνητικός
negativa	αρνητικό
negativa	αρνητική
manuale	εγχειρίδια
manuale	εγχειρίδια
otomani	οθωμανούς
estimeaza	εκτίμηση
dezvaluit	γνωστοποιούνται
dezvaluit	αποκάλυψε
dezvaluit	αποκαλύφθηκε
dezvaluit	αποκάλυψε
dezvaluit	αποκαλύπτεται
dezvaluit	αποκαλύφθηκε
dezvaluit	αποκάλυψε
dezvaluit	αποκαλύπτεται
nixon	νίξον
zborul	φυγή
zborul	πτήση
arcade	arcade
voluntar	εθελοντική
voluntar	εκούσια
voluntar	εθελοντικά
voluntar	εθελοντής
voluntar	εθελόντρια
tramvai	τραμ
responsabilitatea	ευθύνη
responsabilitatea	υπευθυνότητα
ceh	τσεχική
elias	ηλία
elias	ελάιας
elias	ηλίας
stanca	rock
stanca	πέτρα
stanca	ροκ
stanca	βράχος
stanca	rock
stanca	πέτρα
stanca	ροκ
stanca	βράχος
sfert	quarter
sfert	τρίμηνο
violente	βίαιοι
violente	βίαιος
violente	βίαιη
violente	βίαια
violente	βίαιο
colt	γωνιακό
colt	γωνιά
colt	γωνία
colt	γωνιακό
colt	γωνιά
colt	γωνία
colt	κολτ
aducand	φέρνοντας
succesive	διαδοχικές
succesive	διαδοχικά
esec	αποτυχία
esec	απέτυχε
esec	αστοχία
esec	αποτυχία
esec	αστοχία
esec	αποτυχία
cannes	κάννες
trib	φυλή
anatomie	ανατομία
varna	βάρνα
currentclub	currentclub
confirma	επιβεβαιώνω
confirma	επιβεβαιώσει
confirma	επιβεβαίωση
confirma	επιβεβαιώνω
confirma	επιβεβαιώσει
confirma	επιβεβαίωση
houston	χιούστον
yeung	γιουνγκ
eficienta	αποτελεσματική
eficienta	αποτελεσματικό
eficienta	αποδοτικό
eficienta	αποδοτική
eficienta	αποτελεσματική
eficienta	αποτελεσματικός
eficienta	αποτελεσματικό
eficienta	αποτελεσματικά
eficienta	αποτελεσματικότητα
eficienta	αποδοτικότητα
eficienta	απόδοση
eficienta	αποτελεσματικότητα
eficienta	αποδοτικότητα
eficienta	απόδοση
eficienta	αποτελεσματική
eficienta	αποτελεσματικό
eficienta	αποδοτικό
eficienta	αποδοτική
eficienta	αποτελεσματικότητα
eficienta	αποδοτικότητα
eficienta	απόδοση
proiectare	σχεδιασμό
proiectare	σχεδίαση
proiectare	design
proiectare	σχέδιο
proiectare	σχεδιασμός
marche	marche
sancho	σάντσο
violenta	βία
violenta	βια
violenta	βίαιοι
violenta	βίαιος
violenta	βίαιη
violenta	βίαια
violenta	βίαιο
violenta	βία
violenta	βια
violenta	βία
violenta	βια
eleanor	έλενορ
oferta	προσφορά
oferta	προσφορά
favorabile	ευνοϊκές
favorabile	ευνοϊκή
castro	κάστρο
geologice	γεωλογική
geologice	γεωλογική
franc	φράγκο
flavius	φλάβιος
koch	κοκ
koch	koch
koch	κοχ
israeliene	ισραηλινοί
israeliene	ισραηλινό
israeliene	ισραηλινή
furtuna	καταιγίδα
furtuna	στορμ
furtuna	θύελλα
furtuna	καταιγίδα
furtuna	στορμ
furtuna	θύελλα
vatican	βατικανό
ken	ken
ken	κεν
remarcabil	αξιοσημείωτα
remarcabil	αξιοσημείωτο
remarcabil	αξιοσημείωτη
remarcabil	εκκρεμή
subdivizate	υποδιαιρείται
subdivizate	υποδιαιρούνται
biologice	βιολογικό
biologice	βιολογική
biologice	βιολογικά
biologice	βιολογικός
biologice	βιολογικές
stiut	ήξερε
regulate	τακτικά
regulate	τακτική
regulate	κανονική
regulate	κανονικός
regulate	κανονικό
lusignan	λουζινιάν
rwanda	ρουάντα
biblioteci	βιβλιοθήκες
ciudat	παράξενος
ciudat	παράξενο
ciudat	περίεργο
ciudat	παράξενο
ciudat	περίεργα
ciudat	περίεργο
ciudat	παράξενο
productions	παραγωγές
natiune	έθνος
natiune	έθνος
mal	μαλ
adapost	καταφύγιο
adapost	καταφύγιο
status	κατάσταση
status	status
status	καθεστώς
status	κατασταση
tower	πύργος
tower	πύργο
prada	θηράματα
prada	θήραμα
prada	λεία
prada	λάφυρα
prada	θηράματα
prada	θήραμα
prada	λεία
regiment	σύνταγμα
feb	φεβ
artista	καλλιτέχνη
artista	καλλιτέχνης
artista	καλλιτέχνη
artista	καλλιτέχνης
titan	τιτανίου
titan	τιτάνιο
titan	τιτάνα
marci	μάρκες
marci	μαρκς
marci	σημάδια
ordinele	παραγγελίες
ordinele	διαταγές
ordinele	εντολές
ozn	ατια
ozn	ufo
fortificatii	οχυρώσεις
exceptii	εξαίρεση
exceptii	εξαιρέσεις
exceptii	εξαιρέσεις
exceptii	απαλλαγές
explicatii	εξηγήσεις
explicatii	επεξηγήσεις
explicatii	εξηγήσεις
explicatii	επεξηγήσεις
valabil	ισχύει
valabil	έγκυρο
valabil	έγκυρη
monroe	μονρόε
monroe	μονρό
duh	τζίνι
facultate	πανεπιστήμιο
facultate	university
facultate	πανεπιστημιο
facultate	κολλέγιο
facultate	college
facultate	κολέγιο
neptun	ποσειδώνας
neptun	ποσειδώνα
apache	απάτσι
rezistat	αντιστάθηκε
rome	ρώμη
rome	ρωμη
rome	ρώμης
manuscrise	χειρόγραφα
teologice	θεολογική
radacini	ρίζες
radacini	ρίζες
monarhiei	μοναρχία
negocieri	διαπραγματεύσεις
negocieri	διαπραγμάτευση
negocieri	διαπραγματεύσεις
raf	ραφ
ierarhia	ιεραρχία
ierarhia	ιεράρχηση
saraci	καημένε
saraci	φτωχή
saraci	φτωχό
saraci	φτωχός
saraci	φτωχοί
regulamentul	κανονισμός
regulamentul	κανονισμού
randy	ράντι
randy	ράντυ
bibliografice	βιβλιογραφική
provocate	προκάλεσε
administratorii	διοικητικοί
administratorii	διαχειριστές
administratorii	διαχειριστές
colorate	έγχρωμος
colorate	χρωματιστά
colorate	έγχρωμος
colorate	χρωματισμένα
versiunile	εκδοχές
far	φάρο
far	φάρος
far	προβολέα
far	προβολέας
dispare	εξαφανίζεται
seven	seven
seven	επτά
seven	εφτά
luftwaffe	λουφτβάφε
dorita	επιθυμητή
dorita	επιθυμητό
dorita	καταζητούμενος
dorita	καταζητείται
dorita	ήθελε
dorita	ηθελε
dorita	επιθυμητή
dorita	επιθυμητό
pasarea	μπερντ
pasarea	πουλί
pasarea	πτηνό
tei	λίντεν
tei	λάιμ
vaduva	χήρα
vaduva	χήρος
vaduva	χήρα
vaduva	χήρα
vaduva	χήρα
garcia	garcia
garcia	γκαρσία
ark	κιβωτός
ark	κιβωτό
caseta	κασέτα
caseta	ταινία
caseta	κασέτα
caseta	κασέτα
musical	μιούζικαλ
musical	μουσικές
gyula	gyula
fericit	ευτυχής
fericit	ευτυχισμένη
fericit	χαρούμενος
fericit	χαρούμενη
fericit	ευτυχισμένος
olimpia	olimpia
insotita	συνοδεύεται
insotita	συνοδεύονται
insotita	συνοδευόμενη
patriei	πατρίδα
poze	φωτογραφιες
poze	φωτογραφίες
poze	φωτογραφιες
poze	φωτογραφίες
poze	εικόνες
procent	ποσοστιαία
procent	ποσοστό
unguri	ούγγροι
unguri	ούγγρων
armat	οπλισμένοι
armat	οπλισμένη
armat	οπλισμένος
armat	ένοπλες
armat	οπλισμένο
armat	ενισχυμένες
armat	ενισχυμένη
armat	ενισχυμένα
armat	ενισχυμένο
armat	ενισχυθεί
mongolii	μογγόλοι
sodiu	νάτριο
sodiu	νατρίου
prenume	επίθετο
prenume	επώνυμο
tentativa	απόπειρα
tentativa	διστακτική
tentativa	απόπειρα
prinde	πιάσε
prinde	πιάσουμε
prinde	αλιεύματα
valdemar	βαλντεμάρ
lut	κλέι
istria	ίστρια
filolog	φιλόλογος
judecat	κριθεί
dieter	dieter
raspandire	εξάπλωση
patricia	πατρίσια
patricia	πατρίτσια
liberty	ελευθερία
liberty	λίμπερτι
cetatenia	ιθαγένεια
cetatenia	εθνικότητα
cetatenia	υπηκοότητα
cetatenia	ιθαγένεια
cetatenia	υπηκοότητα
usd	usd
nice	ωραία
nice	ωραίο
beatrice	μπεατρίς
atasat	επισυνάπτεται
atasat	συνημμένο
atasat	επισυνάπτεται
atasat	συνημμένο
spada	σπαθί
spada	ξίφος
bolivia	βολιβία
ciuperci	μανιτάρια
ciuperci	μύκητες
ciuperci	μανιτάρι
ciuperci	μανιτάρια
maryland	μέριλαντ
criteriul	κριτήριο
colaboreaza	συνεργαστείτε
performante	επίδοση
performante	επιδόσεων
performante	επιδόσεις
performante	απόδοση
performante	παράσταση
pakistan	πακιστάν
optica	οπτικές
optica	οπτικά
optica	οπτική
optica	οπτική
profesoara	δάσκαλος
profesoara	δασκάλα
profesoara	καθηγήτρια
profesoara	καθηγητής
nad	nad
solide	συμπαγής
solide	στερεό
solide	στερεά
solide	συμπαγές
solide	στερεά
artificiala	τεχνητή
artificiala	τεχνητά
artificiala	τεχνητό
artificiala	τεχνητές
artificiala	τεχνητή
artificiala	τεχνητά
artificiala	τεχνητό
artificiala	τεχνητές
banks	μπανκς
banks	τράπεζες
instructiuni	οδηγίες
instructiuni	οδηγίες
aluminiu	αργίλιο
aluminiu	αλουμίνιο
aluminiu	αλουμινίου
aluminiu	αργιλίου
aluminiu	αλουμίνιο
generali	στρατηγοί
generali	στρατηγούς
adige	adige
ziarist	δημοσιογράφος
amonte	ανάντη
turismul	τουρισμός
turismul	τουρισμού
ajax	ajax
flacara	φλόγες
flacara	φλόγα
flacara	φλόγες
flacara	φλόγα
flacara	φλόγες
flacara	φλόγα
grupari	ομαδες
grupari	ομάδες
marion	μάριον
efectua	εκτελέσει
dinti	δόντια
liège	λιέγη
evidenta	προφανής
evidenta	φανερό
evidenta	ολοφάνερο
evidenta	προφανές
evidenta	προφανή
evidenta	προφανής
evidenta	φανερό
evidenta	ολοφάνερο
evidenta	προφανές
evidenta	προφανή
distinctia	διάκριση
nod	κόμβος
nod	κόμπο
nod	κόμπος
selo	σέλο
glasgow	γλασκώβη
geniu	ιδιοφυΐα
geniu	μεγαλοφυία
geniu	ιδιοφυία
geniu	ιδιοφυές
geniu	διάνοια
broadway	μπρόντγουεϊ
intreprinderea	εντερπράιζ
intreprinderea	επιχείρηση
toledo	τολέδο
autorilor	δημιουργοί
autorilor	συντάκτες
autorilor	συγγραφείς
abdul	αμπντούλ
cavaleria	ιππικό
brand	μάρκα
burgas	μπουργκάς
coltul	γωνιακό
coltul	γωνιά
coltul	γωνία
cuplu	ζευγάρι
cuplu	ροπής
cuplu	ροπή
evanghelia	ευαγγέλιο
informativ	ενημερωτικό
informativ	ενημερωτικά
marturie	κατάθεση
marturie	μαρτυρία
marturie	κατάθεση
marturie	μαρτυρία
emmanuel	εμμανουήλ
alpii	άλπεις
caracteristic	χαρακτηριστική
caracteristic	χαρακτηριστικό
concursuri	διαγωνισμούς
concursuri	διαγωνισμοί
concursuri	διαγωνισμοί
conditie	κατάσταση
conditie	όρος
dobandit	αποκτήσει
dobandit	αποκτήθηκαν
dobandit	αποκτήθηκε
dobandit	κεκτημένα
onorific	επίτιμος
combinat	συνδυασμένα
combinat	συνδυασμένες
combinat	συνδυασμένη
combinat	συνδυασμένης
combinat	συνδυασμένο
grey	γκρίζο
grey	γκρέι
grey	γκρι
grey	γκρίζα
grey	grey
como	κόμο
cartiere	γειτονιές
cartiere	γειτονιές
cartiere	συνοικίες
stand	σταθεί
stand	stand
stand	καθισμένος
stand	καθιστός
sanse	πιθανότητες
sanse	ευκαιρία
sanse	τσανς
