ribeiro	рибейро
carvalho	carvalho
zavjet	завет
zavjet	завета
zavjet	спогодба
zavjet	завет
zavjet	обет
zavjet	клетва
dante	данте
poljaci	поляците
poljaci	поляци
poljaci	стълбове
englezi	англичани
englezi	английски
englezi	bulgarian
englezi	англичани
tragove	следите
tragove	писти
tragove	следи
tragove	релси
tragove	улики
vedran	ведран
salona	салон
hat	шапка
hat	шапката
klan	кланът
klan	клан
klan	клана
stvori	създаване
stvori	създайте
venera	венера
razdvojba	пояснение
marić	марич
kopno	земи
kopno	земя
kopno	континента
palma	палма
prelazak	пресичане
prelazak	пресича
publikacija	публикации
provedena	проведен
provedena	проведени
provedena	проведена
provedena	проведено
provedena	приложено
provedena	приложени
postignuća	постижения
postignuća	постижения
voldemort	волдемор
posuda	кораб
posuda	съд
planirao	планирани
planirao	планирана
planirao	планирано
planirao	планиран
otrov	отрова
otrov	отрова
eksplozija	взрив
eksplozija	взрив
eksplozija	експлозия
berry	бери
poplave	наводнения
poplave	наводненията
poplave	наводнения
poplave	наводнение
poplave	наводнения
poplave	наводнение
poplave	потоп
alt	alt
gorski	горски
pružiti	предоставят
irena	ирена
irena	ирене
irena	айрийн
irena	ирен
irena	айрин
poljoprivredu	земеделието
poljoprivredu	земеделие
susjedi	съседите
susjedi	съседи
susjedi	съседи
buna	буна
alkohol	спирт
alkohol	алкохол
janković	янкович
dora	дора
obiteljima	фамилии
obiteljima	семейства
peto	пето
peto	пети
peto	пето
peto	пета
mustafa	мустафа
kamp	лагер
dojke	гърди
dojke	гърдата
dojke	гръд
dojke	гърда
komentara	мнение
komentara	забележки
komentara	коментари
komentara	мнения
organizirano	организиран
organizirano	организирана
organizirano	организирано
organizirano	организирани
organizirano	организиран
organizirano	организирана
organizirano	организирано
organizirano	организирани
naglasiti	подчертая
kum	кръстникът
kum	кръстник
kum	кръстника
uvale	заливи
uvale	заливчета
svjedok	свидетел
svjedok	свидетели
živo	оживено
aranžman	подредба
aranžman	уговорка
aranžman	споразумение
izlaže	излага
brojke	фигури
brojke	цифри
batman	батман
dijalog	диалог
dijalog	диалог
usvojen	приета
usvojen	приет
usvojen	осиновен
usvojen	осиновена
rasti	расте
rasti	растат
istraživao	разследван
istraživao	разследвани
koloniju	колония
koloniju	колонията
koloniju	колонии
pozitivan	позитивна
pozitivan	положителен
pozitivan	положителни
pozitivan	положителна
pozitivan	положително
drevne	древни
odluci	решението
odluci	решение
apache	апачи
prihvaćanje	приемане
prihvaćanje	приемане
dob	възраст
podne	обяд
podne	обед
podne	пладне
kritizirao	критикува
kritizirao	критикува
kritizirao	разкритикува
tina	тина
debljina	дебелина
dolar	долар
paulie	поли
sjene	сенки
sjene	сенките
sjene	сенки
sjene	сянката
sjene	сянка
staljin	сталин
lopez	лопез
lopez	лопес
rtl	rtl
poteškoća	затруднено
poteškoća	затруднения
poteškoća	трудност
poteškoća	трудности
poteškoća	затруднение
disanje	дишане
disanje	диша
disanje	дишането
disanje	дишане
disanje	дишането
ogroman	огромен
ogroman	огромно
ogroman	огромна
ogroman	огромни
ogroman	огромен
ogroman	огромна
ogroman	огромни
software	софтуер
arabije	арабия
predsjedništvo	председателство
olga	олга
jede	ям
jede	ядене
jede	яде
jede	изяжда
jede	яде
odgoja	възпитанието
odgoja	възпитание
gusto	дебела
gusto	плътна
gusto	дебело
gusto	дебел
konga	конга
rekonstrukcija	реконструкция
erupcija	изригване
šesnaest	sixteen
šesnaest	шестнадесет
šesnaest	шестнайсет
nicolas	никола
kan	кхан
kan	хан
kan	кан
kan	кан
sumnja	заподозрени
sumnja	заподозрените
sumnja	подозрение
sumnja	подозрения
sumnja	съмнението
sumnja	съмнения
sumnja	съмнение
sumnja	съмнения
sumnja	заподозрян
nastanjuje	обитава
sbc	sbc
igranje	играе
igranje	свирене
igranje	играят
jaki	силни
jaki	силен
jaki	силно
jaki	силна
horn	хорн
horn	рог
horn	рога
pobunjenika	бунтар
pobunjenika	бунтовник
pobunjenika	бунтовниците
pažljivo	внимателно
biblija	библия
biblija	библията
četrnaest	четиринадесет
koordinate	координатите
koordinate	координати
walesa	уелс
sao	сао
stockholm	стокхолм
magnetsko	магнитни
magnetsko	магнитен
zbunjen	объркани
zbunjen	объркано
zbunjen	объркан
zbunjen	объркана
standardima	стандартите
standardima	стандарти
kontroverze	спорове
kontroverze	спор
kontroverze	противоречия
abdul	абдул
margaret	маргарет
price	цена
price	истории
price	разкази
stana	стан
stana	стен
židove	евреите
židove	евреи
židove	евреин
cactaceae	cactaceae
vojislav	воислав
atlantic	атлантик
atlantic	атлантическа
očuvanju	запазване
očuvanju	съхранение
očuvanju	опазване
blokiran	блокирани
blokiran	блокирано
blokiran	блокиран
blokiran	блокирана
svinje	прасета
svinje	свине
platforme	платформи
arterije	артерии
arterije	артериите
kabine	хижи
aves	aves
plamen	пламък
plamen	пламъци
plamen	пламъците
uspostavlja	установява
beat	ритъм
beat	победи
čuvar	пазач
čuvar	пазител
čuvar	настойник
čuvar	пазител
čuvar	попечител
čuvar	гардиън
čuvar	гард
čuvar	пазач
ratko	ратко
hrast	дъб
hrast	оук
melodije	мелодии
melodije	мелодии
kiss	кис
kiss	целувка
optužio	обвинена
optužio	обвинени
optužio	обвиняем
optužio	обвинен
odgovorna	отговорни
odgovorna	отговорно
odgovorna	отговорен
odgovorna	отговорна
anolis	anolis
icao	икао
doseg	диапазон
doseg	обхват
doseg	обсег
doseg	достигнат
doseg	достигне
doseg	достигане
premijeru	премиерата
premijeru	премиера
infrastrukture	инфраструктура
okusa	аромати
okusa	вкусове
okusa	вкус
okusa	вкус
okusa	вкусове
prekinuta	прекъсната
prekinuta	прекъснати
prekinuta	прекъснато
prekinuta	прекъсва
prekinuta	прекъснат
osjećaje	чувствата
osjećaje	чувства
osjećaje	чуства
organiziran	организиран
organiziran	организирана
organiziran	организирано
organiziran	организирани
organiziran	организиран
organiziran	организирана
organiziran	организирано
organiziran	организирани
hipoteza	хипотези
hipoteza	хипотеза
hipoteza	хипотези
organiziranje	организиране
organiziranje	организиране
obrt	занаят
obrt	кораб
obrt	занаяти
kylie	кайли
pravno	легално
pravno	законно
pravno	правно
pravno	правни
pravno	правна
pravno	юридически
pravno	правен
pravno	законно
zbroj	сума
zbroj	сумата
zbroj	sum
zbroj	сбор
zbroj	сум
diamond	диамант
diamond	диамантен
diamond	диаманта
diamond	даймънд
neil	нийл
preživjeti	оцелява
preživjeti	оцелее
izdvojiti	разпределят
poglavar	вожд
predlošci	шаблони
predlošci	образци
duncan	дънкан
duncan	дънкън
pumpa	помпата
pumpa	помпа
fern	фърн
airbus	airbus
clara	клара
slijedio	последва
pera	перо
pera	перце
pera	перата
pera	пера
norme	норми
norme	нормите
norme	норма
nosa	нос
nosa	носа
nosa	носът
bomba	бомбата
bomba	бомба
metalni	метали
metalni	metal
metalni	метъл
metalni	метал
metalni	метално
metalni	метален
metalni	метални
metalni	метална
tower	кула
tower	tower
tower	кулата
tower	тауър
bush	буш
bush	храст
euonymus	euonymus
ujak	чичо
dokumenta	документите
dokumenta	документи
dokumenta	документа
dokumenta	документът
dokumenta	документ
bauer	бауър
bauer	бауер
izvorna	оригинални
izvorna	оригинал
izvorna	оригинално
izvorna	оригинална
izvorna	оригинален
dominiraju	доминират
sara	сара
sara	сара
lokomotive	локомотив
rené	рене
rené	рене
česi	чехи
radoslav	радослав
neriješeno	равенство
neriješeno	вратовръзка
neriješeno	неразкрити
neriješeno	нерешени
neriješeno	неразрешен
neriješeno	неразрешено
sullivan	съливан
firenca	флорънс
firenca	флоренция
slabi	слабо
slabi	слаби
slabi	слаб
slabi	слаба
svijetlo	светло
svijetlo	светлина
svijetlo	светлината
svijetlo	светло
svijetlo	ярко
svijetlo	светли
braun	браун
preporučuje	препоръчва
preporučuje	препоръчано
preporučuje	препоръчана
preporučuje	препоръчително
preporučuje	препоръчва
preporučuje	препоръчани
predsjednici	президентите
predsjednici	президенти
predsjednici	председатели
robovi	робите
robovi	роби
zadatke	задачи
zadatke	задачи
posjeti	посетете
posjeti	визита
posjeti	посещение
posjeti	посещенията
posjeti	посещения
ekonomist	икономист
emitiranje	излъчване
emitiranje	излъчване
emitiranje	излъчването
iata	iata
parkova	паркс
parkova	паркове
parkova	парковете
pločice	плочка
pločice	плочки
pločice	плочки
izrazi	изрази
izrazi	изразяване
vladislav	владислав
vulkan	вулкан
vulkan	вулкана
vulkan	вулкан
jacob	джейкъб
jacob	якоб
jacob	яков
purcell	пърсел
katoličanstvo	католицизма
vegetacije	растителност
naizgled	привидно
rasbora	rasbora
inspektor	инспекторе
inspektor	инспектор
intervencije	интервенции
intervencije	встъпване
intervencije	интервенция
intervencije	намеса
tucker	такър
tucker	тъкър
porez	данъци
porez	данък
porez	данъците
porez	данъци
jame	ями
jame	поти
jame	яма
jame	ямата
portland	портланд
diana	даяна
diana	диана
pretpostavka	предположение
pretpostavka	догадки
pretpostavka	допускане
pretpostavka	предположение
predgrađu	предградие
predgrađu	предградията
predgrađu	предградие
predgrađu	предградията
isaac	исаак
isaac	айзък
isaac	исак
gljive	гъби
gljive	гъби
gljive	гъба
pojačanje	подкрепления
pojačanje	подкрепление
logore	лагери
logore	лагерите
tumora	тумор
sjeme	семе
sjeme	семена
sjeme	семе
sjeme	семки
sjeme	семена
lucija	луций
lucija	лучия
lucija	лусия
rožnice	роговицата
rožnice	роговицата
branitelj	защитник
poljoprivredi	земеделието
poljoprivredi	земеделие
preostalo	оставащи
preostalo	оставащите
silvio	силвио
majica	тениска
majica	риза
majica	ризата
majica	блуза
zur	zur
izgubiti	губи
izgubiti	губиш
izgubiti	губят
smjernice	насоки
smjernice	насоки
srebrni	сребърна
srebrni	сребърни
srebrni	силвър
srebrni	сребро
srebrni	сребърен
estonija	естония
ibrahim	ибрахим
hladno	студ
hladno	студен
hladno	студено
hladno	студена
duhovno	духовна
duhovno	духовни
duhovno	духовното
duhovno	духовен
duhovno	духовно
duhovno	духовно
eduardo	едуардо
elongatus	elongatus
ehrenberg	еренберг
armenija	армения
grace	грейс
vladavinu	царуването
radar	радар
radar	радара
radar	радарът
komentare	мнение
komentare	забележки
komentare	коментари
komentare	мнения
prebivalište	пребиваване
prebivalište	резиденция
eagle	орел
droga	лекарства
droga	дрога
droga	наркотици
droga	дрога
droga	наркотик
droga	наркотици
droga	лекарство
pogubljen	екзекутиран
pogubljen	изпълнено
pogubljen	екзекутирани
julia	юлия
julia	джулия
julia	хулия
tin	тин
baba	баба
moto	девиз
moto	мотото
moto	мото
moto	мото
bombardiranje	бомбардировки
bombardiranje	бомбардировка
bombardiranje	бомбардировка
bombardiranje	атентат
bombardiranje	бомбардировки
goli	голо
goli	голи
goli	гола
goli	голо
goli	голи
goli	гола
moral	морал
moral	моралът
moral	морал
moral	моралът
moral	морал
moral	моралът
jamie	джейми
camus	камю
fiba	фиба
podržavao	подкрепен
podržavao	подкрепи
podržavao	подкрепена
podržavao	поддържани
podržavao	подкрепено
punjenje	зареждане
andromeda	андромеда
rase	надбягвания
rase	състезания
rase	раси
označena	маркирани
označena	маркиран
označena	отбелязани
označena	отбелязан
označena	маркирани
označena	маркирана
označena	белязани
označena	маркиран
označena	белязан
valove	вълните
valove	вълни
con	измама
hunter	ловец
hunter	хънтър
tajno	тайно
tajno	секретно
tajno	тайна
tajno	таен
tajno	тайната
tajno	тайно
akt	act
akt	акт
poglavice	вождове
poglavice	началници
etimologija	етимологията
seks	секс
seks	секса
seks	сексът
locke	лок
uha	уши
uha	ухо
uha	ухото
ponuda	оферти
ponuda	предлага
ponuda	предложения
ponuda	оферта
ponuda	офертата
ponuda	предложение
ponuda	предлагане
ponuda	предложи
holm	холм
unutra	вътрешно
unutra	вътре
meč	мач
meč	съвпадение
jutra	сутрин
aplikacije	приложения
aplikacije	заявления
aplikacije	молби
aplikacije	приложения
čaj	чай
ine	ине
ames	еймс
pokretač	установка
forma	формуляр
forma	форма
inspiracija	вдъхновението
inspiracija	вдъхновение
neuspješno	неуспешно
neuspješno	неуспешна
neuspješno	неуспешни
puk	полк
puk	полка
transfer	трансфер
transfer	преместване
transfer	прехвърляне
veljko	велко
sateliti	спътници
sateliti	сателитите
sateliti	сателити
lgbt	лгбт
memorije	спомен
memorije	памет
memorije	спомени
pride	гордост
pride	прайд
italia	italia
rex	рекс
kent	кент
kupila	купена
kupila	купих
kupila	купил
kupila	купен
floridi	флорида
obred	ритуал
pratnju	ескорт
restoran	ресторант
had	хадес
pružanje	предоставяне
pješaštvo	пехотата
pješaštvo	пехота
poteškoće	затруднено
poteškoće	затруднения
poteškoće	трудност
poteškoće	трудности
poteškoće	затруднение
poteškoće	трудности
poteškoće	затруднения
sadašnjost	подарък
sadašnjost	настояще
sadašnjost	присъстващи
glina	глин
glina	глина
glina	клей
homer	хомър
homer	омир
homer	хоумър
perrier	перие
blizine	близост
chuck	чък
bis	бис
bis	бис
portreta	портрети
službenik	чиновник
službenik	офицер
službenik	полицай
sajam	панаир
sajam	справедлив
sajam	справедливо
sajam	справедлива
zaustavio	спрян
zaustavio	спряна
zaustavio	спря
garden	градински
garden	градината
garden	гардън
garden	градинка
garden	градина
primijetio	забележи
primijetio	известие
primijetio	предизвестие
primijetio	забележете
primijetio	забелязал
prisilno	насилствено
prisilno	принудени
prisilno	принуден
prisilno	принудително
poslovna	бизнес
elektrode	електрод
elektrode	електроди
elektrode	електроди
uvala	бей
uvala	залив
uvala	заливът
uvala	bay
utvrđivanje	решителност
utvrđivanje	решимост
utvrđivanje	определяне
očigledno	очевиден
očigledno	очевидна
ponos	гордост
ponos	прайд
zdenka	зденка
cole	кол
cole	коул
fosila	вкаменелости
mozaik	мозайка
marsh	марш
marsh	блато
graz	грац
složene	сгънати
komponenta	елемент
komponenta	компонент
matične	стволови
podružnica	филиал
podružnica	дъщерно
naslovi	надписи
naslovi	заглавия
naslovi	заглавията
naslovi	заглавия
naslovi	титли
uvid	проницателност
uvid	прозрение
kažnjen	наказан
kažnjen	наказана
kažnjen	наказани
kažnjen	наказан
kažnjen	наказана
sonata	sonata
ocjene	оценките
ocjene	степени
ocjene	оценки
novaka	новак
novaka	новобранци
novaka	новобранци
madrida	мадрид
postrojenje	съоръжение
cbs	cbs
štap	пръчка
štap	стик
oštećenje	увреждане
oštećenje	щети
oštećenje	повреда
oštećenje	вреди
oštećenje	повреди
balkana	балканска
balkana	балкански
balkana	балкан
urbana	градско
urbana	градска
urbana	градски
castle	замъка
castle	замъкът
castle	замък
castle	касъл
romane	римски
romane	римлянин
romane	роман
romane	римска
romane	романите
romane	романи
ratove	войните
ratove	войни
zvijeri	звяр
zvijeri	зверове
zvijeri	зверовете
jurij	юри
jurij	юрий
elektronički	електронен
elektronički	електронно
elektronički	електронна
elektronički	електронни
elektronički	електронно
carmen	кармен
zube	зъби
zube	зъбите
wheeler	уийлър
wheeler	уилър
nigra	nigra
uspona	преси
uspona	опори
ostvaren	изпълнена
ostvaren	постигнато
ostvaren	постигната
ostvaren	постигнати
ostvaren	постигнат
oslobođeni	освободен
oslobođeni	освободена
julius	юлий
julius	джулиъс
sant	сант
naboj	зареждане
naboj	заряд
loza	лоза
loza	лозя
albume	албуми
albume	албумите
jednaki	равен
jednaki	равно
jednaki	равни
jednaki	равно
jednaki	равни
indoneziji	индонезия
oklopna	бронирани
oklopna	брониран
oklopna	бронирана
oklopna	брониран
oklopna	бронирана
bjeloruski	беларус
utvrđeni	укрепен
bugari	българи
bugari	българите
pozadina	фон
pozadina	контекст
izumiranja	изчезване
helsinkiju	хелзинки
naočale	чаши
naočale	очилата
naočale	очила
partneri	партньори
partneri	съдружници
terapije	терапията
terapije	терапия
piloti	пилоти
piloti	пилотите
alija	али
sivi	сив
sivi	сиво
sivi	сива
sivi	сиви
sivi	грей
sivi	сив
sivi	сиво
sivi	сива
sivi	сиви
sivi	грей
temeljito	старателно
nasilno	насилствено
nasilno	насилствена
sirije	сирия
luther	лутер
luther	лутър
uhvatiti	хващане
uhvatiti	улов
uhvatiti	хванете
uhvatiti	улавяне
uhvatiti	залавяне
uhvatiti	улови
uhvatiti	залавянето
xbox	xbox
reputaciju	репутация
reputaciju	репутацията
siva	сив
siva	сиво
siva	сива
siva	сиви
siva	грей
siva	сив
siva	сиво
siva	сива
siva	сиви
siva	грей
deklaracija	декларация
wells	уелс
wells	кладенци
harvard	харвард
gubici	загуби
gubici	загубите
gardner	гарднър
povlastice	привилегии
povlastice	предимства
povlastice	ползи
povlastice	обезщетения
phillips	филипс
spencer	спенсър
žensko	женско
žensko	жена
žensko	женски
žensko	женска
poslovanje	бизнес
skijaš	скиор
orbitu	орбита
orbitu	орбитата
svetozar	светозар
break	прекъсване
break	почивка
primarna	първична
primarna	първични
primarna	първичен
primarna	първично
zarada	печалба
zarada	печалби
zarada	приходи
zarada	доходи
zarada	печалби
zarada	печалби
zarada	печалба
uzdiže	въздига
nivo	равнище
nivo	ниво
meadow	ливада
meadow	поляна
meadow	медоу
jana	ян
jana	джан
jana	яна
jedinstveno	уникално
jedinstveno	уникален
jedinstveno	уникални
jedinstveno	уникална
olovo	води
olovo	олово
pag	pag
kanadu	канада
tvorac	създателя
tvorac	създател
tvorac	създател
napušten	изоставени
napušten	изоставено
napušten	изоставен
napušten	изоставена
preživjela	оцелял
preživjela	сървайвър
preživjela	оцеляла
kolegama	колеги
stajao	стоеше
mia	мия
mia	миа
odabran	избрана
odabran	избрано
odabran	избрани
odabran	избран
melfi	мелфи
lam	лам
hoda	разходка
hoda	вървя
hoda	ходене
hoda	разходки
svile	копринена
svile	коприна
smijenjen	уволнен
smijenjen	уволнени
žile	вени
žile	съдове
žile	кораби
div	гигантски
div	великан
div	гигант
div	гигантска
stefana	стефан
neboder	небостъргач
ostavljajući	напускане
sredina	център
sedma	седмо
sedma	седма
sedma	седми
sharp	остро
sharp	шарп
sharp	остър
sharp	остра
sharp	остри
rušenje	разрушаване
glasovi	гласове
glasovi	вот
glasovi	гласове
urednici	редактори
prostorno	пространствено
prostorno	пространствен
prostorno	пространствени
ljubomir	любомир
podnijeti	дръжката
podnijeti	дръжка
stao	спрян
stao	спряна
stao	спря
mason	мейсън
mirovina	пенсиониране
mirovina	пенсии
mirovina	пенсионно
mirovina	пенсия
vatikan	ватикана
pobunjenici	бунтовници
uspostavi	установи
parkovi	паркс
parkovi	паркове
parkovi	парковете
kung	кунг
viridis	viridis
carice	императрицата
carice	императрица
mornar	моряк
lucius	луций
granate	снаряди
granate	черупки
granate	гранатите
granate	гранати
granate	гранатата
granate	граната
che	che
cvijeće	цветята
cvijeće	цветя
kratera	кратери
kratera	кратер
kratera	кратера
buffalo	бизон
buffalo	бивол
buffalo	бъфало
buffalo	бизони
licence	лицензи
hal	хал
tumačenja	тълкувания
nacionalizam	национализъм
predstavljali	представени
predstavljali	представена
prethodna	предишна
prethodna	предишни
prethodna	предишен
prethodna	предишно
carolina	каролина
puerto	пуерто
herman	хърман
herman	херман
tursko	турчин
tursko	турско
tursko	турски
tursko	турска
benfica	бенфика
seta	комплекти
seta	залязва
seta	определя
redovnik	монах
redovnik	монк
islamski	ислямска
islamski	ислямски
sarà	sarà
asteroida	астероид
asteroida	астероиди
vrta	градински
vrta	градината
vrta	гардън
vrta	градинка
vrta	градина
označavanje	маркиране
struke	професия
prikazane	показани
prikazane	показано
iznose	суми
šesta	шесто
šesta	шести
šesta	шеста
omogućeno	включено
omogućeno	включена
nil	нийл
nil	нил
chu	чу
glenn	глен
aljaska	аляска
specifičan	конкретни
specifičan	специфично
specifičan	специфичен
specifičan	специфична
specifičan	специфични
anglo	anglo
anglo	англо
demokracija	демокрация
demokracija	демокрацията
čimbenik	фактор
čimbenik	коефициент
modul	модул
uništava	унищожаването
uništava	разрушава
uništava	унищожава
koplja	спиърс
koplja	копие
materije	материя
materije	материята
tenor	тенор
rap	рап
uhićenja	арестувани
uhićenja	арести
berlina	берлин
savi	сави
grafika	графики
grafika	графичен
grafika	графика
trofeja	трофеи
trofeja	трофеите
nana	нана
nana	нана
antoine	антоан
strasti	страсти
strasti	страст
strasti	страсти
strasti	страстта
mustela	mustela
prosvjeda	протести
uočio	забелязано
uočio	забелязан
uočio	забелязани
uočio	забелязана
mont	мон
tribine	пейките
nataša	наташа
matej	матю
matej	матей
kamiona	камиони
kamiona	камионите
steel	стоманен
steel	стомана
steel	стийл
lily	лилия
lily	лили
dvorištu	двор
dvorištu	двор
dvorištu	ярд
alonso	алонсо
reed	рийд
reed	рид
kira	кира
inka	инките
palo	пало
ustavni	конституционна
ustavni	конституционен
ustavni	конституционни
ustavni	конституционния
presuda	изречение
presuda	присъда
presuda	присъда
presuda	осъждане
presuda	преценка
newcastle	нюкасъл
tipičan	типично
tipičan	типичен
tipičan	типична
tipičan	типични
amor	амор
pojačanja	подкрепления
ugrađeni	вградени
ugrađeni	вградена
ugrađeni	вграден
laurent	лоран
pretjerano	прекомерна
pretjerano	прекомерни
pretjerano	прекомерен
pretjerano	прекомерно
principa	принципи
erik	ерик
erik	ерик
izotopa	изотопи
itf	itf
brodogradilište	корабостроителница
brodogradilište	корабостроителницата
brodogradilište	корабостроителници
mapa	карта
mapa	картата
višak	излишък
višak	излишък
ropstva	връзване
ropstva	робство
ropstva	окови
teoretski	теоретично
teoretski	теоретични
teoretski	теоретична
teoretski	теоретично
manjak	липса
manjak	дефицит
uvjeren	уверен
uvjeren	уверено
uvjeren	уверена
uvjeren	уверени
uvjeren	убедена
uvjeren	убедени
uvjeren	убеден
gregory	григорий
gregory	грегори
gregory	грегъри
allmusic	allmusic
planirano	насрочено
planirano	планирано
planirano	планирани
planirano	планирана
planirano	планирано
planirano	планиран
automobili	автомобили
automobili	коли
operativni	оперативни
praga	прага
konjica	кавалерия
konjica	кавалерията
ahmad	ахмад
teza	тезата
teza	дисертация
teza	теза
manning	манинг
prihvati	приеми
prihvati	приемете
prihvati	приемам
becker	бекер
becker	бекър
odvajanje	разделение
odvajanje	раздяла
odvajanje	отделяне
odvajanje	разделяне
arheolog	археолог
arheolog	археолог
odgovori	отговори
odgovori	отговори
odgovori	отговор
odgovori	отговори
odgovori	отговор
registar	регистър
registar	регистър
ostanak	оставам
adrese	адреси
adrese	адресите
godišnjak	годишника
paše	припадъци
paše	пасва
paše	съвпада
standarde	стандартите
standarde	стандарти
zastupa	представлява
zastupa	представляващи
zastupa	представляваща
zastupa	представляващ
zmaju	дракон
privremeni	временна
privremeni	временни
privremeni	временен
privremeni	временно
privremeni	временен
žlijezda	жлеза
žlijezda	жлези
vlatko	влатко
pridjev	прилагателно
rafinesque	rafinesque
istrage	разследвания
istrage	разследване
istrage	изследвания
istrage	разследването
istrage	разследван
istrage	разследване
državnosti	държавност
maculatus	maculatus
umjetnica	изпълнител
umjetnica	художничка
umjetnica	художник
umjetnica	артист
umjetnica	творец
deveti	девета
deveti	девети
tajland	тайланд
prijateljska	приятелска
prijateljska	приятелски
prijateljska	дружелюбна
prijateljska	friendly
prijateljska	приятелско
biološki	биологичен
biološki	биологично
biološki	биологични
biološki	биологична
biološki	биологично
biološki	биологически
stephan	стефан
hum	хум
umijeće	умение
umijeće	умения
stolica	стол
stolica	столче
stolica	столът
stolica	стол
stolica	столче
stolica	изпражненията
stolica	изпражнения
berk	бърк
angelo	анджело
kornjača	костенурката
kornjača	костенурка
kornjača	костенурка
sds	сдп
oštećen	повреден
oštećen	повредена
oštećen	повредени
oštećen	увреден
oštećen	повредено
smjesa	смес
katastrofa	катастрофа
katastrofa	бедствието
katastrofa	бедствия
katastrofa	бедствие
uzastopnih	последователно
uzastopnih	последователни
višestruko	множествена
višestruko	многобройни
višestruko	множество
ljiljana	лилии
ljiljana	лиляна
srušena	разрушени
srušena	разрушена
srušena	разрушен
orleans	орлеанс
orleans	орлиънс
pionir	пионерски
pionir	пионер
jaje	яйцето
jaje	яйца
jaje	яйце
ted	тед
višestruki	множествена
višestruki	многобройни
višestruki	множество
mana	мана
mana	недостатък
oštećena	повреден
oštećena	повредена
oštećena	повредени
oštećena	увреден
oštećena	повредено
promociju	промоция
promociju	насърчаване
promociju	повишение
promociju	популяризиране
presude	присъди
zalihe	провизии
zalihe	припаси
zalihe	консумативи
zalihe	доставки
zalihe	акциите
zalihe	наличност
usvojena	приета
usvojena	приет
usvojena	осиновен
usvojena	осиновена
instrumente	инструменти
instrumente	инструментите
fotografiju	снимка
fotografiju	снимката
fotografiju	фото
ilirska	илирийски
krugovi	кръгове
komplikacija	усложнение
komplikacija	усложнения
komplikacija	усложнения
dobitnici	печеливши
dobitnici	победители
dobitnici	победителите
dobitnici	печелившите
crawford	крофърд
crawford	крауфорд
konrad	конрад
lana	лана
crtež	рисуване
crtež	рисунка
doboj	добой
gupta	гупта
tiger	тигре
tiger	тайгър
tiger	тигър
kara	кара
kos	кос
kos	кос
pivo	бирата
pivo	бира
zakonski	легално
zakonski	законно
prah	прах
prah	пудра
prah	прах
prah	барут
alternativni	алтернатива
alternativni	алтернативно
alternativni	алтернативен
alternativni	алтернативни
alternativni	алтернативна
alternativni	алтернативно
alternativni	алтернативна
alternativni	алтернативен
daniela	даниела
daniela	даниел
daniela	даниъл
strategije	стратегии
strategije	стратегията
strategije	стратегия
tipični	типично
tipični	типичен
tipični	типична
tipični	типични
sfere	сфери
jpl	jpl
psima	кучета
brasiliensis	brasiliensis
hrasta	дъб
hrasta	оук
torinu	торино
bataljun	батальона
bataljun	батальон
gloria	глория
moderno	модерно
moderno	модерни
moderno	модерна
moderno	съвременно
moderno	модерен
moderno	съвременен
moderno	модерен
berkeley	бъркли
shi	ши
centri	молове
centri	центровете
centri	центрове
centri	центровете
centri	центрове
armstrong	армстронг
ranjeno	ранена
ranjeno	ранен
ranjeno	ранени
perkins	пъркинс
prijateljstva	приятелства
prijateljstva	приятелството
prijateljstva	дружба
prijateljstva	приятелство
bečki	виенски
neo	нео
seksualno	сексуален
seksualno	сексуално
seksualno	сексуална
seksualno	сексуални
seksualno	сексуално
spielberg	спилбърг
arsen	арсен
sačuvati	запазване
mesić	месич
pravna	правно
pravna	правни
pravna	правна
pravna	юридически
pravna	правен
pravna	законно
marine	марина
marine	морски
marine	пехотинец
marine	морска
trend	тенденции
trend	тенденция
poželjno	желателно
poželjno	желан
poželjno	желана
distribucija	дистрибуция
distribucija	разпределяне
distribucija	разпространение
distribucija	разпределение
gruzijski	грузински
medijski	медии
medijski	медия
medijski	медиите
propustio	пропуснати
propustio	пропуснали
propustio	пропусна
propustio	пропуснал
ravnica	равнина
ravnica	plain
ravnica	равнините
ravnica	равнини
pre	пре
pre	предварително
prihod	приход
prihod	приходи
prihod	приход
prihod	доход
prihod	приходи
prihod	доходи
izum	изобретението
izum	изобретение
hopkins	хопкинс
ratnici	бойци
ratnici	воини
ratnici	войни
subjekt	субект
subjekt	обект
salzburg	залцбург
luca	лука
rotor	ротор
proračun	бюджетна
proračun	бюджет
magdalena	магдалена
magdalena	магдалена
detektiv	детектив
promijeni	промени
promijeni	смяна
promijeni	промяна
rame	рамото
rame	рамо
sluga	прислужник
sluga	раб
sluga	слуга
sluga	слугиня
mentor	наставник
mentor	ментор
mučenik	мъченик
pošalje	изпраща
rachel	рейчъл
obavezno	задължителен
obavezno	задължително
obavezno	задължителна
obavezno	задължителни
naoružani	въоръжен
naoružani	въоръжени
naoružani	въоръжена
zaštićeno	защитен
zaštićeno	защитена
zaštićeno	защитено
zaštićeno	защитени
prorok	пророк
prorok	пророка
prorok	пророкът
kristu	криста
león	леон
čarape	чорапите
čarape	чорапи
čarape	чорапите
čarape	чорапи
zamisao	идея
spomenuo	спомената
spomenuo	споменато
spomenuo	споменат
sposobni	способно
sposobni	способен
sposobni	способна
sposobni	способни
nadležnost	компетентност
nadležnost	юрисдикция
suze	сълзи
suze	сълзите
odraz	отражение
odraz	размисъл
