ve	और
polis	पुलिस
polis	पुलिसकर्मी
polis	पुलिसवाला
red	लाल
red	रेड
miktar	मात्रा
miktar	राशि
miktar	मात्रा
günlük	लॉग
günlük	log
günlük	दैनिकी
günlük	पत्रिका
günlük	जर्नल
günlük	रोज
günlük	नित्य
günlük	रोजाना
günlük	दैनिक
günlük	प्रतिदिन
günlük	रोज़
günlük	डायरी
onları	उनसे
onları	उनके
onları	उनको
onları	उन्हें
tarihleri	तिथियाँ
çizgi	लाइन
çizgi	पंक्ति
çizgi	रेखा
çizgi	लकीर
çizgi	कॉमिक
çizgi	कार्टून
gizli	गोपनीय
gizli	वर्गीकृत
gizli	गोपनीय
gizli	गुप्त
gizli	भेद
gizli	रहस्य
gizli	छुपा
gizli	अंडरकवर
müslüman	मुसलमान
müslüman	मुस्लमान
müslüman	मुस्लिम
hayvan	जानवर
hayvan	पालतू
hayvan	पालतु
hayvan	जानवर
hayvan	जानवरों
hayvan	पशु
hayvan	जानवर
hayvan	पशु
hayvan	प्राणी
hayvan	एनिमल
soğuk	कोल्ड
soğuk	ठंड
soğuk	सर्दी
soğuk	ठंडा
çevre	वातावरण
çevre	परिवेश
çevre	एनवायरनमेंट
çevre	पर्यावरण
çevre	पर्यावरणीय
çevre	परिवेश
kültürel	सांस्कृतिक
kurdu	वुल्फ
kurdu	भेड़िया
medya	मिडिया
medya	मीडिया
işgal	आक्रमण
birisi	किसी
kaliforniya	कैलिफोर्निया
kaliforniya	कैलिफ़ोर्निया
aşırı	चरम
projesi	परियोजना
projesi	प्रोजेक्ट
nedeni	कारण
nedeni	ध्येय
nedeni	निमित्त
nedeni	कारण
national	राष्टीय
national	राष्ट्रीय
national	नेशनल
anlam	अर्थ
show	दिखाओ
show	शो
show	दिखाएं
show	दिखाएँ
kararı	फैसला
kararı	निर्णय
proje	परियोजना
proje	प्रोजेक्ट
proje	परियोजनाएँ
proje	परियोजनाएं
proje	प्रोजेक्ट
satın	खरीद
satın	खरीदारी
satın	खरीदें
satın	खरीदें
satın	ख़रीदे
yazım	वर्तनी
yazım	स्पेलिंग
kamu	सार्वजनिक
kamu	जनता
kamu	लोक
kamu	पब्लिक
kişiler	व्यक्तियों
kişiler	लोग
kişiler	लोगों
kişiler	संपर्क
kişiler	सम्पर्क
uydu	उपग्रहों
uydu	सैटेलाइट
uydu	उपग्रह
uydu	बैठा
uydu	शनि
uydu	शनिवार
uydu	सत
hangi	जिससे
meclis	संसद
meclis	लोकसभा
meclis	पार्लियामेंट
meclis	कांग्रेस
meclis	कॉंग्रेस
başarı	उपलब्धियाँ
başarı	उपलब्धि
başarı	सफल
başarı	सफलता
başarı	कामयाबी
basit	सिंपल
basit	साधारण
basit	सरल
kaynaklar	स्रोत
kaynaklar	स्त्रोत
kaynaklar	प्रसाधन
kaynaklar	संसाधन
press	प्रेस
press	दबाएँ
press	दबाएं
press	दबायें
uss	uss
gümüş	चाँदी
gümüş	चांदी
cumhurbaşkanı	प्रदेशाध्यक्ष
cumhurbaşkanı	राष्ट्रपति
cumhurbaşkanı	अध्यक्ष
windows	विंडोज़
windows	खिड़कियाँ
tanımlamak	धमक
alındı	प्राप्त
alındı	लिया
kurtuluş	मुक्ति
kurtuluş	मुक्ति
kurtuluş	मोक्ष
kurtuluş	मोचन
life	जिंदगी
life	ज़िन्दगी
life	ज़िंदगी
life	जिन्दगी
life	जीवन
parça	पीस
parça	piece
parça	टुकड़ा
opera	ओपेरा
kan	खून
kan	लहू
kan	रक्त
kan	कान
kan	kan
bazıları	कुछ
fiziksel	भौतिक
fiziksel	शारीरिक
silahlı	सशस्त्र
silahlı	हथियारबंद
prof	प्रो
gazete	अख़बार
gazete	अखबार
gazete	समाचारपत्र
gazete	अखबारों
gazete	कागज़
gazete	कागज
gazete	पेपर
gazete	न्यूजप्रिंट
imparator	सम्राट
gitti	गए
tahmin	एस्टीमेट
tahmin	अनुमान
tahmin	अंदाज़ा
tahmin	अनुमानित
tahmin	पूर्वानुमान
tahmin	भविष्यवाणी
tahmin	पूर्वानुमान
tahmin	भविष्यवाणी
sınıfı	कक्षा
hükümet	सरकारी
hükümet	सरकार
hükümet	सरकारी
içerir	शामिल
boyu	ऊंचाई
boyu	ऊँचाई
boyu	लम्बाई
boyu	लंबाई
boyu	आकार
west	पश्चिम
west	वेस्ट
aşağı	नीचे
aşağı	bas
aşağı	नीचे
aşağı	निचला
aşağı	निम्नतर
belki	शायद
belki	शायद
belki	संभवतः
defans	रक्षा
defans	रक्षा
yardımcısı	सहायक
yardımcısı	डिप्टी
yardımcısı	वाइस
adaları	द्वीपसमूह
adaları	आइलैंड्स
sırasıyla	क्रमशः
olimpiyatları	ओलंपियाड
olimpiyatları	ओलंपिक्स
olimpiyatları	ओलंपिक
mcg	mcg
almanca	जर्मन
almanca	जर्मनी
balıkesir	बालिकेसिर
neredeyse	लगभग
records	रिकॉर्ड
washington	वाशिंगटन
washington	वॉशिंगटन
araya	एकजुट
yüz	तैर
yüz	तैरने
yüz	तैरना
yüz	चेहरे
yüz	आनन
yüz	फेशियल
yüz	चेहरे
yüz	चेहरा
yüz	face
yüz	फेस
yönetmeni	छायाकार
del	डेल
adi	आदि
adi	adi
çözünürlük	समाधान
çözünürlük	विभेदन
çözünürlük	रिज़ॉल्यूशन
çözünürlük	रेज़ोल्यूशन
ad	नाम
araç	कार
araç	गाड़ी
araç	गाडी
araç	car
araç	उपकरण
araç	औज़ार
araç	टूल्स
araç	औजार
araç	वाहन
araç	गाडी
aynalı	प्रतिबिम्बित
birden	अचानक
birden	एकाएक
american	अमेरिकन
american	अमेरिकी
american	अमरीकी
direktör	निर्देशक
direktör	निदेशक
katkıda	योगदान
katkıda	योगदान
katkıda	योगदानकर्ता
olumlu	सकारात्मक
olumlu	धनात्मक
olumlu	सकारात्मकता
fizik	भौतिकी
abdullah	अब्दुल्ला
abdullah	अब्दुल्लाह
abdullah	abdullah
anne	mummy
anne	मम्मी
anne	मम्मी
anne	माँ
anne	maa
anne	माँ
orhan	ओरहान
katılan	उपस्थित
ispanyol	हिस्पैनिक
ispanyol	स्पैनिश
ispanyol	स्पेनिश
ispanyol	स्पेनी
ansiklopedik	encyclopedic
bitki	पौधे
bitki	पौधे
bitki	पौधा
bitki	पादप
bitki	संयंत्र
bitki	औषधि
bitki	हर्ब
sert	रफ
sert	रूखी
sert	अशिष्ट
sert	हार्ड
sert	कड़ा
sert	कठिन
sert	कठोर
sert	मेहनत
sert	मुश्किल
sert	कठिन
sert	मुश्किल
sert	harsh
sert	हर्ष
değeri	मूल्य
değeri	मान
imdb	आईएमडीबी
akademisi	अकादमी
yorum	comment
yorum	टिप्पणी
yorum	टिप्पणियां
yorum	टिप्पणियाँ
yorum	टिप्पणी
ahmed	अहमद
ahmed	ahmad
ahmed	अहमद
karakter	कैरेक्टर
karakter	वर्ण
karakter	अक्षर
karakter	किरदार
karakter	अक्षर
karakter	वर्ण
joseph	जोसफ
joseph	यूसुफ
joseph	जोसेफ
hataları	त्रुटि
hataları	गलतियाँ
hataları	त्रुटियां
hataları	त्रुटियाँ
mimar	वास्तुकला
mimar	आर्किटेक्ट
mimar	वास्तुकार
mimar	वास्तु
idare	प्रशासन
aktör	अभिनेता
aktör	एक्टर
aktör	कर्ता
meksika	मेक्सिकन
meksika	मैक्सिकन
meksika	मेक्सिको
meksika	मैक्सिको
ince	सूक्ष्म
ince	हल्का
ince	पतला
ince	पतली
ince	पतला
yusuf	यूसुफ
yusuf	जोसफ
yusuf	यूसुफ
yusuf	जोसेफ
amaçlı	बहुउद्देशीय
ciddi	गंभीरता
ciddi	गंभीर
silah	शस्त्र
silah	हथियार
silah	शस्त्र
silah	शस्त्रों
silah	हथियार
silah	बंदूक
silah	गन
silah	बंदूकें
silah	बंदूकों
ceza	पेनल्टी
ceza	दंड
ceza	सजा
ceza	दंड
ceza	नजरबंदी
ceza	सजा
ceza	वाक्य
özelliği	सुविधा
özelliği	विशेषता
şampiyonlar	चैंपियंस
şampiyonlar	champions
muhtemelen	शायद
muhtemelen	संभवतः
muhtemelen	संभवतः
başbakan	प्रीमियर
des	देस
ukrayna	यूक्रेन
ukrayna	युक्त
gençlik	जवानी
gençlik	युवा
gençlik	युवाओं
gençlik	युवावस्था
jackson	जैक्सन
saldırı	हमलों
saldırı	हमले
saldırı	हमले
saldırı	हमला
saldırı	आक्रमण
saldırı	उत्पीड़न
terk	छोड़ें
terk	छोड़
terk	लापरवाही
terk	डम्प
play	खेल
sorumlu	ज़िम्मेदार
sorumlu	उत्तरदायी
sorumlu	जिम्मेदार
kaya	चट्टानें
kaya	रॉक्स
kaya	काया
kaya	शैल
kaya	रॉक
kaya	चट्टान
sivil	दीवानी
sivil	सिविल
sivil	नागरिकों
kayıt	रजिस्टर
kayıt	पंजीकरण
kayıt	रिकार्डिंग
kayıt	रिकॉर्डिंग
kayıt	रिकॉर्ड
kayıt	रेकार्ड
kayıt	रिकार्ड
kayıt	रजिस्ट्रेशन
kayıt	पंजीकरण
içerik	विषयवस्तु
içerik	सामग्री
içerik	विषयवस्तु
içerik	सामग्री
içerik	संदर्भ
içerik	सन्दर्भ
içerik	कॉन्टेक्स्ट
nobel	नोबेल
konseyi	मंत्रिपरिषद
konseyi	काउंसिल
konseyi	परिषद
dağ	पर्वत
dağ	पहाड़
dağ	kyu
dağılımı	वितरण
valign	valign
yan	यान
yan	yan
yan	लिखें
yan	जला
yan	बर्न
yan	पार्श्व
yan	तरफ
yan	पक्ष
elektronik	इलेक्ट्रॉनिक्स
elektronik	इलेक्ट्रानिक
elektronik	इलेक्ट्रॉनिक
amatör	शौकिया
amatör	amateur
sekiz	आठ
yemek	लंच
yemek	भोजन
yemek	खाना
yemek	डाइनिंग
yemek	डिनर
yemek	डिश
yemek	भोजन
org	org
org	अंग
motor	इंजन
motor	क्रिया
motor	एक्शन
motor	कार्रवाई
motor	बाइक
motor	बाईक
motor	मोटरसाइकल
motor	मोटरसाइकिल
motor	मोटर
dans	नाच
dans	डांस
dans	नृत्य
dans	नाचना
yaşar	जीवनदान
standart	मानक
sarmal	कुंडली
sarmal	सर्पिल
sarmal	कुण्डल
international	अंतर्राष्ट्रीय
international	अन्तर्राष्ट्रीय
international	अंतरराष्ट्रीय
orman	वुड्स
orman	वनों
orman	जंगल
orman	वनों
orman	वन
orman	जंगल
şimdiki	धारा
şimdiki	मौजूदा
şimdiki	मौज़ूदा
şimdiki	वर्तमान
şimdiki	मौजूद
şimdiki	मौजूदा
şimdiki	वर्तमान
şimdiki	उपस्थित
ulaşım	परिवहन
ulaşım	परिवहन
ulaşım	ट्रांसपोर्ट
ulaşım	यातायात
ulaşım	हस्तांतरण
gazi	ग़ाज़ी
gazi	गाजी
gazi	दिग्गज
gazi	गाजी
önem	अहमियत
önem	महत्ता
önem	महत्व
vakfı	फाउंडेशन
vakfı	न्यास
romanya	रोमानियाई
romanya	रोमानिया
yavaş	धीमे
yavaş	धीमा
yavaş	स्लो
yavaş	मन्द
yavaş	slow
yavaş	धीमे
yavaş	धीरे
yavaş	आसान
uygulama	कार्यान्वयन
uygulama	क्रियान्वयन
uygulama	एप्लिकेशन
uygulama	आवेदन
uygulama	अनुप्रयोग
uygulama	ऐप
uygulama	एप्लिकेशन
uygulama	app
harry	हैरी
kurum	कालिख
kurum	संस्था
ekonomi	अर्थशास्त्र
ekonomi	अर्थव्यवस्था
ülkeler	राष्ट्रों
ülkeler	राष्ट्र
ülkeler	देश
ülkeler	देशो
ülkeler	देशों
sonuçları	परिणामों
sonuçları	रिजल्ट
sonuçları	परिणाम
danimarka	डेनमार्क
danimarka	डेनिश
danimarka	दानिश
danimarka	डैनिश
düzenleme	संपादन
düzenleme	व्यवस्था
düzenleme	सम्पादन
düzenleme	संपादन
düzenleme	आयोजन
mark	मार्क
mark	चिह्नित
ada	आइलैंड
ada	द्वीप
ada	आइल
ada	एडीए
baskı	छापें
baskı	प्रिंट
baskı	छपाई
baskı	दाब
baskı	दबाव
baskı	प्रिंटिंग
baskı	छपाई
baskı	मुद्रण
baskı	संस्करण
live	लाइव
live	सजीव
katkı	योगदान
katkı	योगात्मक
ziyaret	विज़िट
ziyaret	विज़िट
renk	रंग
renk	रंग
renk	रंग
renk	रंगों
zarar	नुक़सान
zarar	चोट
zarar	आहत
zarar	ठेस
zarar	क्षतिपूर्ति
zarar	नुक्सान
zarar	नुकसान
zarar	क्षति
ayrıldı	जुदा
ayrıldı	अलग
yıldırım	गरज
yıldırım	थंडर
yıldırım	बिजली
yıldırım	वज्र
yıldırım	बिजली
yıldırım	कड़क
yıldırım	बिजली
arjantin	अर्जेंटीना
arjantin	अर्जेंटाइन
kalkınma	विकास
teşvik	प्रोत्साहन
teşvik	प्रोत्साहन
teşvik	प्रोत्साहित
teşvik	प्रोत्साहन
seri	श्रेणी
seri	धारावाहिक
seri	सीरियल
lee	ली
antlaşması	संधि
antlaşması	सन्धि
kale	किला
kale	किला
kale	फोर्ट
kale	kale
kale	किला
olimpiyat	ओलंपियाड
olimpiyat	ओलम्पिक
olimpiyat	ओलंपिक्स
olimpiyat	ओलंपिक
sen	आपको
sen	आप
sen	तुम
manchester	मैनचेस्टर
geçici	अंतरिम
geçici	अस्थायी
geçici	क्षणिक
geçici	अस्थायी
geçici	अस्थाई
geçici	अस्थायी
geçici	अस्थायी
jack	जैक
jack	जोकर
imza	हस्ताक्षर
imza	हस्ताक्षरित
imza	चिह्न
imza	हस्ताक्षर
imza	autograph
yazdı	लिखा
politik	राजनीतिक
politik	राजनैतिक
gereksinim	जरुरत
gereksinim	आवश्यकता
silinmiş	विलोपित
silinmiş	मिटाया
görülen	देखा
görülen	देखी
king	राजा
king	बादशाह
king	किंग
rusça	रूसी
art	कला
art	आर्ट
serisi	श्रेणी
fotoğraf	photo
fotoğraf	फोटो
fotoğraf	फ़ोटो
fotoğraf	फोटोग्राफी
fotoğraf	फ़ोटोग्राफ़ी
fotoğraf	छायांकन
fotoğraf	छायाचित्र
fotoğraf	तस्वीर
fotoğraf	पिक्चर
fotoğraf	चित्र
fotoğraf	फोटोग्राफ
fotoğraf	फोटो
fotoğraf	तस्वीरें
fotoğraf	फ़ोटो
boy	आकार
boy	ऊंचाई
boy	ऊँचाई
önceden	प्री
önceden	एडवांस
önceden	अग्रिम
önceden	पहले
edward	एडवर्ड
file	हाथी
türkmen	तुर्कमेन
müzisyen	संगीतकार
müzisyen	संगीतकार
müzisyen	संगीतकारों
düzenli	संगठित
düzenli	व्यवस्थित
düzenli	रेगुलर
düzenli	नियमित
best	बेस्ट
best	सर्वश्रेष्ठ
best	बेहतरीन
siyasal	राजनीतिक
siyasal	राजनैतिक
içi	अन्दर
içi	भीतर
içi	अंदर
hafif	रोशनी
hafif	प्रकाश
hafif	हल्का
hafif	लाइट
teslim	वितरण
teslim	डिलीवरी
teslim	वितरित
teslim	आत्मसमर्पण
teslim	सबमिशन
kodu	संहिता
kodu	कोड
tahta	लकड़ी
tahta	वुड
tahta	लकड़ी
tahta	लकडी
tahta	बोर्ड
tahta	बिसात
tahta	फलक
tahta	यों
fikir	आईडिया
fikir	विचार
geçiş	स्विच
geçiş	संक्रमण
geçiş	परिवर्तन
geçiş	दर्रा
geçiş	पास
geçiş	pass
geçiş	ट्रांज़िट
geçiş	पारगमन
kapalı	बन्द
kapalı	बंद
kapalı	बन्द
kapalı	बंद
off	बन्द
off	बंद
kuruluş	संगठन
kuruluş	संगठन
kuruluş	संस्था
renkli	रंग
renkli	रंगीन
renkli	रंगीन
renkli	रंगीन
kürt	कुर्द
kürt	कर्ट
kürt	वुल्फ
kürt	भेड़िया
demokrat	लोकतांत्रिक
demokrat	डेमोक्रेट
latin	लातीनी
latin	लातिन
latin	लैटिन
havalimanı	एयरपोर्ट
havalimanı	विमानक्षेत्र
dalga	तरंग
dalga	लहरों
dalga	लहरें
dalga	तरंग
dalga	लहर
dalga	वेव
belgesel	वृत्तचित्र
sarayı	महल
sarayı	पैलेस
sarayı	राजमहल
sözleşme	अनुबंध
sözleşme	संविदा
sözleşme	अनुबंध
yapım	उत्पादन
giydi	पहना
dna	dna
dna	डीएनए
lideri	नेता
allah	अल्लाह
allah	ईश्वर
allah	भगवान
allah	परमेश्वर
allah	अल्लाह
allah	allah
toplumsal	साम्प्रदायिक
toplumsal	सांप्रदायिक
toplumsal	सामाजिक
toplumsal	सोशल
tekli	अकेला
tekli	एकल
tekli	single
tekli	सिंगल
frank	फ्रैंक
frank	फ़्रैंक
emekli	संन्यास
emekli	सेवानिवृत्ति
emekli	रिटायरमेंट
emekli	सेवानिवृत्त
emekli	निवृत्त
emekli	रिटायर्ड
emekli	पेंशन
ilişkili	संबद्ध
ilişkili	संबंधित
ilişkili	सम्बन्धित
sırbistan	सर्बिया
yazılmış	लिखी
yazılmış	लिखा
ediniz	विवरण
ediniz	वर्णन
şehirler	कस्बों
şehirler	शहर
şehirler	शहरों
tom	टॉम
tom	tom
cami	मस्जिद
cami	मस्जिदों
cami	मस्जिदे
turizm	पर्यटन
turizm	पर्यटक
kalesi	किला
federal	संघीय
federal	खिलाया
ressam	पेंटर
ressam	चित्रकार
ressam	कलाकार
uçak	विमान
uçak	वायुयान
uçak	समतल
uçak	प्लेन
uçak	विमान
uçak	वायुयान
gerçekten	बेशक
gerçekten	सचमुच
gerçekten	वाकई
beşinci	पंचम
beşinci	पाँचवा
beşinci	पांचवा
beşinci	पांचवां
cup	कप
atandı	आबंटित
kültürü	संस्कृति
savaşları	वॉर्स
savaşları	युद्धों
williams	विलियम्स
kurucusu	संस्थापक
arena	एरिना
farsça	फारसी
farsça	फ़ारसी
farsça	पारसी
lise	हाईस्कूल
lise	लिसे
üretilen	उत्पादित
bas	बेस
bas	बास
bas	प्रेस
bas	दबाएँ
bas	दबाएं
bas	दबायें
kar	लाभ
kar	बर्फ़
kar	बरफ
kar	बर्फीला
kar	बर्फ
kar	हिम
norveç	नॉर्वे
norveç	नार्वे
sınır	सीमा
sınır	सीमा
sınır	सीमांत
sınır	बार्डर
sınır	बॉर्डर
sınır	किनारा
kendisinin	खुद
sayılı	गिने
yoksa	वरना
county	लैन
county	काउंटी
gemi	पोत
gemi	जहाज
gemi	शिप
gemi	जलयान
gemi	नौका
gemi	नाव
yalnız	अकेला
yalnız	लोनली
yalnız	निर्जन
yalnız	अकेला
yalnız	अकेले
yalnız	अलोन
mühendisliği	इंजीनियरी
mühendisliği	इंजीनियरिंग
mühendisliği	अभियान्त्रिकी
gerekçe	औचित्य
etnik	एथनो
etnik	नस्ल
etnik	जातीय
smith	स्मिथ
ayı	भालू
program	प्रोग्राम
program	कार्यक्रम
program	शेड्यूल
program	अनुसूची
program	कार्यक्रम
ikisi	दोनों
ikisi	दोनो
dağları	kyu
kilise	गिरजाघर
kilise	चर्च
kilise	गिरिजाघर
sebebi	कारण
sebebi	ध्येय
sebebi	निमित्त
sebebi	कारण
açılan	खोला
açılan	खोली
açılan	ओपनिंग
açılan	खोलने
benzeri	समान
albümleri	एलबम
albümleri	एल्बम
ilişkiler	रिश्ते
ilişkiler	रिश्तों
ilişkiler	संबंध
ilişkiler	सम्बन्ध
ilişkiler	संबंध
görüntü	छवि
görüntü	प्रतिबिम्ब
görüntü	चित्र
nükleer	परमाणु
nükleer	न्यूक्लियर
nükleer	नाभिकीय
kullandığı	उपयोग
chris	क्रिस
viyana	वियना
ege	ईजियन
hakim	जज
hakim	न्यायाधीश
hakim	फैसला
hakim	न्यायधीश
hakim	हाकिम
hakim	हकीम
toplum	सोसायटी
toplum	समाज
toplum	समुदाय
toplum	जातियाँ
şablonu	टेम्प्लेट
şablonu	टेम्पलेट
aziz	अज़ीज़
aziz	अजीज
aziz	संत
hizmetli	सेवक
hizmetli	बन्दा
hizmetli	नौकर
hizmetli	द्वारपाल
hizmetli	चौकीदार
hizmetli	दरबान
tokat	स्मैक
tokat	थप्पड़
tokat	तमाचा
hacı	क्रास
hacı	पार
hacı	क्रॉस
hacı	हाजी
otomatik	स्वतः
otomatik	auto
otomatik	ऑटो
otomatik	स्वचालित
otomatik	स्वचलित
otomatik	स्वचालित
otomatik	स्वचालित
gaz	गैसीय
gaz	गैस
yugoslavya	यूगोस्लाविया
açıkladı	समझाया
açıkladı	अनावरण
solo	solo
solo	सोलो
kaynakları	स्रोत
kaynakları	स्त्रोत
kaynakları	प्रसाधन
kaynakları	संसाधन
gov	gov
engel	एंगेल
engel	बाधा
kudüs	जेरूसलम
les	लेस
hep	हमेशा
hep	सदा
konser	कॉन्सर्ट
konser	कॉन्सर्ट
albert	अल्बर्ट
png	पीएनजी
png	png
kurucu	संस्थापक
yayımlandı	प्रकाशित
işbirliği	साझेदारी
işbirliği	सहयोग
işbirliği	साझेदारी
işbirliği	सहकारी
işbirliği	सहयोग
istatistikleri	आंकड़े
istatistikleri	आँकड़े
istatistikleri	सांख्यिकी
istatistikleri	आंकडे
istatistikleri	आँकड़े
istatistikleri	आंकड़े
istatistikleri	इनसाइट
istatistikleri	अंतर्दृष्टि
komedi	हास्य
komedi	कॉमेडी
anlamı	अर्थ
anlamı	मतलब
anlamı	यानि
anlamı	अर्थात्
buz	तुषार
buz	बर्फ़
buz	आइस
buz	बर्फ
gazeteci	पत्रकार
gazeteci	रिपोर्टर
yazılan	लिखी
yazılan	लिखा
hint	हिन्द
hint	भारतीय
hint	भारत
hint	इंडिया
hint	इण्डिया
oyuncular	खिलाडी
oyuncular	खिलाड़ी
oyuncular	अभिनेता
oyuncular	अभिनेताओं
kullanıcılar	उपयोगकर्ताओं
kullanıcılar	प्रयोगकर्ता
kullanıcılar	उपयोगकर्ता
kullanıcılar	उपयोक्ता
bizim	हमारा
bizim	हमारे
bizim	हमारी
dile	भाषा
kur	क़ुरआन
kur	क़ुरान
kur	कुरान
kur	वू
yurt	शयनागार
yurt	छात्रावास
yurt	शयनकक्ष
atina	एथेंस
şah	शाह
şah	जाँचें
şah	जाँच
olaylar	घटनाएँ
olaylar	ईवेंट
olaylar	कार्यक्रम
felsefe	दर्शन
felsefe	दर्शनशास्त्र
pazar	sunday
pazar	रविवार
pazar	संडे
pazar	बाजार
pazar	बाज़ार
pazar	बाजार
pazar	बाज़ार
pazar	मार्केट
cevap	उत्तर
cevap	जवाब
cevap	जवाब
cevap	प्रतिक्रिया
cevap	अनुक्रिया
cevap	जवाब
cevap	उत्तर
cevap	जवाब
link	लिंक
link	कड़ी
manyetik	चुम्बकीय
dilleri	भाषाएँ
dilleri	भाषा
dilleri	भाषाएं
ağa	आगा
taslak	प्रारूप
taslak	ड्राफ़्ट
taslak	मसौदा
taslak	ड्राफ्ट
taslak	आउटलाइन
taslak	रूपरेखा
taslak	ड्राफ़्ट
taslak	मसौदा
geçerli	लागू
geçerli	वैध
geçerli	मान्य
geçerli	लागू
ikili	द्विचर
ikili	बाइनरी
ikili	शब्दकोष
ikili	दोहरा
ikili	डबल
ikili	दोगुना
kimyasal	रसायन
kimyasal	केमिकल
kimyasal	रासायनिक
kimyasal	रसायन
aksine	नापसंद
isa	isa
isa	क्राइस्ट
isa	मसीह
isa	ईसा
isa	यीशु
ibn	इब्ने
ibn	इब्न
maria	मारिया
maria	मरिया
finlandiya	फ़िनलैंड
finlandiya	फिनलैंड
bölgesel	क्षेत्रीय
bölgesel	वर्गीय
kayıp	नुकसान
kayıp	घाटा
kayıp	खोई
kayıp	गुमशुदा
kayıp	खोया
kayıp	अनुपलब्ध
kayıp	अनुपस्थित
kayıp	लापता
yunanca	ग्रीक
yunanca	यूनानी
ip	रस्सी
ip	वाक्यांश
ip	स्ट्रिंग
night	रात
night	रात्रि
görüş	फीडबैक
görüş	पुनर्भरण
görüş	प्रतिक्रिया
görüş	दृश्यता
hattı	लाइन
hattı	पंक्ति
hattı	रेखा
hattı	लकीर
hattı	हॉटलाइन
doğa	प्रकृति
linecolor	linecolor
coğrafi	भौगोलिक
coğrafi	भौगोलिक
coğrafi	भूगोल
milletler	राष्ट्रों
milletler	राष्ट्र
inşaat	बिल्डिंग
inşaat	भवन
inşaat	निर्माण
olumsuz	नकारात्मक
olumsuz	ऋणात्मक
yönetici	प्रशासक
yönetici	व्यवस्थापक
yönetici	admin
yönetici	व्यवस्थापक
yönetici	एडमिन
yönetici	कार्यकारी
yönetici	कार्यपालिका
yönetici	निर्देशक
yönetici	निदेशक
yönetici	प्रबंधक
yönetici	मैनेजर
saray	कोर्ट
saray	न्यायालय
saray	अदालत
saray	महल
saray	पैलेस
saray	राजमहल
big	बड़े
big	बड़ा
big	बड़ी
big	बिग
katolik	कैथोलिक
nazi	नाजी
çağdaş	आधुनिक
çağdaş	समकालीन
faaliyet	क्रिया
faaliyet	गतिविधि
faaliyet	सक्रियता
faaliyet	क्रियाएँ
faaliyet	कार्यकलाप
sonu	अंत
sonu	समाप्ति
sonu	समाप्त
evlilik	शादी
evlilik	मैरिज
evlilik	विवाह
evlilik	शादी
evlilik	विवाह
derin	दीप
derin	गहरी
derin	गहरा
derin	गहन
cins	नस्ल
vefat	मृतक
petrol	पेट्रोल
petrol	तेल
petrol	ऑयल
petrol	आयल
petrol	पेट्रोलियम
kimi	जीस
kimi	जिसे
kimi	जिसको
kuş	पंछी
kuş	पक्षी
kuş	चिड़िया
kuş	बर्ड
daniel	डैनियल
daniel	डेनियल
alternatif	वैकल्पिक
alternatif	वैकल्पिक
alternatif	विकल्प
online	ऑनलाइन
pierre	पियरे
eşit	बराबर
eşit	बराबर
eşit	बराबरी
teknoloji	टेक
teknoloji	तकनीक
teknoloji	तकनीक
teknoloji	प्रौद्योगिकी
eş	पत्नी
eş	बीवी
eş	जीवनसाथी
who	जिसने
who	कौन
who	जो
imparatorluk	साम्राज्य
imparatorluk	इंपीरियल
imparatorluk	इम्पीरियल
kraliyet	रॉयल्टी
kraliyet	नवाबी
kraliyet	रॉयल
kraliyet	शाही
kraliyet	royal
ölü	मर
ölü	मुर्दे
komutan	कमांडेंट
komutan	कमांडर
milyar	बिलियन
milyar	अरब
jones	जोन्स
altyazı	उपशीर्षक
öğretmen	शिक्षक
öğretmen	अध्यापक
öğretmen	टीचर
öğretmen	शिक्षकों
öğretmen	शिक्षक
kullanılabilir	उपलब्ध
kullanılabilir	उपलब्धियाँ
hanedanı	वंश
hanedanı	राजवंश
katı	ठोस
katı	स्क्रिप्ट्स
katı	सख्त
katı	rigid
çeyrek	क्वार्टर
onur	इज्ज़त
onur	गौरव
onur	सम्मानित
onur	सम्मान
olmadan	बिना
olmadan	बगैर
dokuz	नहला
dokuz	नौ
kalp	हृदय
kalp	ह्रदय
kalp	दिल
türleri	प्रकार
performans	निष्पादन
performans	प्रदर्शन
performans	प्रदर्शन
bakış	अवलोकन
gelişmiş	विकसित
gelişmiş	विकसित
gelişmiş	उन्नत
gelişmiş	विस्तृत
gelişmiş	उन्नत
bunları	ये
tokyo	टोक्यो
tokyo	टोकियो
millet	दोस्तों
millet	यारों
millet	लोग
millet	लोगों
hot	हॉट
hot	गर्म
hot	hot
koyu	गहरा
koyu	अंधेरा
koyu	बे
koyu	खाड़ी
koyu	इनलेट
nokta	स्पॉट
nokta	अवधि
nokta	काल
nokta	बिंदु
nokta	डॉट
nokta	बिन्दु
nokta	बिंदु
nokta	बिन्दु
nokta	पॉइंट
nokta	पाइंट
açtı	खोला
açtı	खोली
cinsel	यौन
dijital	डिजीटल
dijital	डिजिटल
halil	halil
halil	खलील
onlar	उनसे
onlar	उनके
onlar	उनको
onlar	उन्हें
onlar	उन्होंने
onlar	वे
modeli	मॉडल
plan	योजनाएँ
plan	शेड्यूल
plan	अनुसूची
plan	प्लान
plan	योजना
gösterdi	दिखाया
max	अधिकतम
klip	क्लिप
klip	काटें
prix	प्रिक्स
akademik	शैक्षिक
akademik	अकादमिक
hepsi	सभी
hepsi	सब
istifa	छोड़ें
