και	và
ανακτήσει	retrieve
αρπακτικά	raptors
αρπακτικά	raptor
αρπακτικά	predators
πενσυλβάνια	pennsylvania
έντγκαρ	edgar
φιλοξενία	hiếu
φιλοξενία	hosting
βαλκανική	balkan
θεοδόσιος	theodosius
βαλτικής	baltic
κόμβοι	hubs
κόμβοι	hải
ολλανδικό	bản
ολλανδικό	hoà
ολλανδικό	dutch
χαρτ	hart
φορτηγό	trailer
φορτηγό	lorry
λιν	lynn
λιν	lin
λιν	lâm
λιν	lyn
λιν	lynne
απομεινάρια	thừa
απομεινάρια	remnants
μαραθώνιο	marathon
αναφέροντας	citing
ποτό	nhậu
ποτό	uống
ποτό	uống
ποτό	ly
ζωντανός	sống
ζωντανός	live
ζωντανός	alive
κεντ	kent
ρίβερ	sông
επαναστάτης	rebel
μπετόβεν	beethoven
κρόνος	saturn
κρόνος	kronos
κρόνος	cronus
χαρτιά	bài
χαρτιά	thẻ
σκοτάδι	dark
σκοτάδι	tối
σκοτάδι	darkness
ιβηρική	iberia
ετικέτα	tag
ετικέτα	thẻ
ετικέτα	thẻ
ετικέτα	nhãn
ίχνος	vết
ίχνος	trace
συμμορία	manh
συμμορία	đảng
συμμορία	đám
συμμορία	lũ
πλατιά	rộng
πλατιά	vid
μίσος	hat
μίσος	ghét
μίσος	hat
πείτε	nói
πείτε	tràng
τρώει	ăn
ομέρ	omer
ανέτρεψε	nhằm
άνεμο	gió
νόβγκοροντ	novgorod
εμβόλιο	vaccine
βολή	phát
βολή	bắn
άνεση	comfort
ιούδα	judas
ιούδα	judah
κέλι	kelly
λεσότο	lesotho
αποφεύγεται	chừa
ειδοποίηση	chuông
ειδοποίηση	quận
όσλο	oslo
κόνραντ	conrad
βινυλίου	vinyl
επαγγέλματα	nguyễn
αντιπαλότητα	rivalry
ινών	sợi
τόμσον	thompson
τόμσον	thomson
μωρό	baby
μωρό	bé
μωρό	babe
συμπόσιο	symposium
συμπόσιο	yến
οντότητες	entities
αδριανού	hadrian
γουατεμάλα	guatemala
γουατεμάλα	gua
ορατά	bien
αποχρώσεις	shades
βελγική	bỉ
σαμαρά	samaras
κενή	rỗng
κενή	trống
κενή	trống
κενή	blank
απεικόνισης	imaging
βανκούβερ	vancouver
μήλο	táo
μήλο	apple
μαϊάμι	miami
έλξη	traction
μπουλ	ngưu
μπουλ	bò
μπουλ	bull
ηράκλεια	heraclea
φορολογία	thuế
κρανίο	skull
κρανίο	sọ
κρανίο	quang
νηλ	neale
νηλ	neal
νηλ	neil
ιορδανία	jordan
κεφάλια	đầu
κεφάλια	vát
κάρι	curry
κάρι	cary
κάρι	carrie
δένδρο	cây
ιρλανδική	irish
ναμίμπια	namibia
πλατύ	rộng
πλατύ	vid
τόξα	nơ
τόξα	cung
ππ	fps
ραλφ	ralph
καύκασο	caucasus
καύκασο	kavkaz
κάηκε	táng
διεκδίκηση	nhận
ασφαλής	an
αιθυλο	ethyl
δράκος	rồng
δράκος	diều
δράκος	long
δράκος	dragon
βλέπεις	xem
χαβάης	hawai
χαβάης	hawaii
συμπλοκή	melee
συμπλοκή	fray
μάρθα	martha
ρομά	romani
ρομά	roma
μπέτι	betty
ταξί	taxi
ταξί	taxi
ταξί	cab
ταξί	xi
ταξί	taxi
τονίζει	emphasizes
ισμαήλ	ismail
ισμαήλ	ishmael
μπακ	buck
μπακ	bac
εμβαδόν	loạt
εμβαδόν	vực
εμβαδόν	vùng
σουέζ	suez
μανδύα	choàng
μανδύα	mantle
ρώτησε	bảo
ρώτησε	hỏi
δηλητήριο	poison
βασιλιάδες	kings
βασιλιάδες	vua
υπομονή	kiên
βασίλισσες	queens
βούλα	chấm
βούλα	dot
άστον	ashton
μνήμες	ức
αγροτικός	rural
ανθρακικό	cacbonat
χρόνοι	lần
χρόνοι	times
σέλευκος	seleukos
παραπόταμος	purus
μόργκαν	morgan
εκτύπωση	in
εκτύπωση	in
σαρδηνίας	sardinia
σαρδηνίας	sassari
σαρδηνίας	sardinian
παίχτης	player
περίεργο	weird
περίεργο	rar
περίεργο	lạ
περίεργο	lạ
μαλαισίας	malaysia
μαλαισίας	malaysia
αδριανούπολη	edirne
πυθμένα	đáy
πυθμένα	bottoms
ανέκδοτα	đùa
μπιτς	beech
χαμένη	mất
χαμένη	thua
νικαράγουα	nicaragua
χείλη	môi
βίκυ	vicky
βίκυ	vicki
τιμόνι	wheel
ωκεανός	biển
νεφέλη	nephele
μετατρέψει	biến
αμπέλια	nho
ραφαέλ	raphael
ραφαέλ	pantheon
ραφαέλ	rafael
κρίκετ	dế
κρίκετ	cricket
κινητική	kinetic
κινητική	kinetics
μαρσέλ	marcel
κλήρου	clergy
σύσκεψη	thảo
σύσκεψη	họp
μαυρομιχάλης	mavromichalis
εγκατάλειψη	abandonment
εγκατάλειψη	hủy
νορμανδία	normandy
νορμανδία	normandie
τόμι	tommy
φρίντμαν	friedman
φρίντμαν	freedman
στολές	costumes
φίλτρα	potions
φίλτρα	lọc
θαυμαστές	fans
θαυμαστές	fan
γκλόβερ	glover
μονοξείδιο	monoxide
μπακού	baku
κελί	cell
λύκος	lupus
λύκος	soi
λύκος	wolf
λύκος	sói
φλώρινα	florina
ντάλας	dallas
κωνσταντινίδης	konstantinidis
σουβόροφ	suvorov
κιλικίας	cilicia
χρονολογική	chronological
μπιλμπάο	bilbao
υφάσματα	dệt
τόνος	tuna
τόνος	tone
τόνος	tần
χαλκός	đồng
γειτονιές	neighbourhoods
ιρλανδός	irish
σπήλαια	hang
μπελίζ	be
μπελίζ	belize
νέφος	sky
νέφος	mây
νέφος	cloud
προοπτικές	outlook
προοπτικές	perspective
σπύρο	spiro
σκέλος	strand
έξτρα	extras
έξτρα	cục
έξτρα	extra
ταχυδρομείο	mail
ταχυδρομείο	evolution
ταχυδρομείο	thư
τένις	tennis
μάρκετινγκ	marketing
ανταρσία	loạn
πιάτο	dish
πιάτο	món
πιάτο	đĩa
πιάτο	dĩa
κρίστι	kristi
κρίστι	kristy
κρίστι	christie
κρίστι	christy
αξιοθέατο	landmark
αξιοθέατο	mốc
πρόσθετο	sung
τσουνάμι	tsunamis
φλάουτο	sáo
συντεχνία	guild
ξηρό	lau
ξηρό	khô
εναλλαγή	switch
εναλλαγή	chuyển
κεραμικά	gốm
κεραμικά	gốm
κεραμικά	ceramic
κεραμικά	gốm
λη	lee
γέννα	sinh
μπάτλερ	butler
φυσιολογικό	chuẩn
φυσιολογικό	thường
βλάχος	hillbilly
πάρμα	parma
πωλήθηκε	bán
ρόναλντ	ronald
αρίθμηση	numbering
σάλτσμπουργκ	salzburg
μίξη	mix
μίξη	trộn
ήρα	hera
συμβάλει	góp
προορίζεται	reserved
παραγουάη	paraguay
βάρκα	tàu
βάρκα	thuyền
βάρκα	boat
αυθεντική	thực
αυθεντική	authentic
παχύ	thick
παχύ	dầy
παχύ	dày
άγχος	stress
άγχος	toan
βέρα	vera
πάουελ	powell
ιστός	web
ιστός	mô
ντικ	dick
καράβι	tàu
καράβι	ship
καράβι	tàu
καράβι	thuyền
καράβι	boat
φινάλε	endgame
φινάλε	finale
πέμπτος	fifth
οχι	không
οχι	ko
ονδούρα	honduras
δανεισμού	mượn
ελάχιστοι	vài
ιερώνυμος	hieronymus
πνεύμονα	phổi
πνεύμονα	lung
δόγματα	doctrines
εξόντωση	extermination
μαγνήσιο	magie
μαγνήσιο	magiê
μαγνήσιο	magnesium
μέι	may
μέι	mai
μέι	mei
μέι	mae
τραγωδίες	tragedies
θαύματα	miracles
θαύματα	kì
κεφαλονιά	kefalonia
κροάτες	croats
ποσειδώνας	poseidon
ποσειδώνας	neptune
ίντσες	cm
σύννεφα	mây
ψευδαργύρου	kẽm
ψευδαργύρου	sink
ψευδαργύρου	zinc
ψευδαργύρου	zink
κόλινς	collins
φίδι	rắn
τρίχες	tóc
τρίχες	lông
ρόμπερτς	roberts
βόλγα	volga
βιταμίνη	vitamin
γκρεγκ	greg
σκόπια	skopje
σκόπια	macedonia
περιήλιο	perihelion
καταρράκτες	ngã
καταρράκτες	falls
καταρράκτες	thác
καταρράκτες	rơi
καταρράκτες	sút
παράξενο	weird
παράξενο	rar
παράξενο	lạ
παράξενο	lạ
παράξενο	lẻ
έμμα	emma
χριστοδούλου	christodoulou
λεμεσό	limassol
καταδίωξη	rình
καταδίωξη	đuổi
καταδίωξη	tẩu
καταδίωξη	chase
νικόλα	nicola
νικόλα	nikola
επεξεργαστής	cpu
αφίσα	poster
μάσκα	nạ
μάσκα	mask
μαραθώνιος	marathon
ένοχος	huệ
ένοχος	tội
κυρά	mistress
κυρά	đầm
κυρά	tẩy
τζούντο	judo
ταύρος	taurus
ταύρος	ngưu
ταύρος	bò
ταύρος	bull
κρουζ	cruz
εξόρυξης	mỏ
σχεδιαστή	designer
χειμώνες	winters
ένθετο	chèn
ιστοριογραφία	historiography
τουλούζ	toulouse
μούσα	musa
μούσα	muse
κουτιά	hộp
γίγαντες	giants
στάλινγκραντ	stalingrad
μαντάμ	madame
πύραυλο	tiễn
πύραυλο	rocket
κατάστρωμα	boong
κατάστρωμα	deck
βοναπάρτη	bonaparte
λιβάδι	prairie
συνθηκολόγηση	capitulation
ελπίζοντας	mong
μπέντζαμιν	benjamin
ημερολόγια	lịch
εξαγορά	takeover
ρώσικα	nga
φίδια	rắn
θέρετρο	resort
ελιές	ôliu
ελιές	olives
στίγμα	stigma
βάθρο	bục
βάθρο	podium
βάθρο	bệ
βαγδάτη	baghdad
βαγδάτη	bagdad
διογένης	diogenes
ιδιωτικός	tư
αίτιο	chi
μάλκολμ	malcolm
μάλκολμ	malcom
έλιοτ	elliott
έλιοτ	eliot
έλιοτ	elliot
κουμπί	button
κουμπί	nút
μοζαμβίκη	mozambique
άρωμα	aroma
άρωμα	perfume
φόρος	thuế
κοινοπολιτεία	commonwealth
κλίβελαντ	cleveland
επιλέγουν	opt
επιτεύχθηκε	hoài
εξελίχθηκαν	evolved
διαιτητή	ref
εχθρικά	địch
χαλ	hal
γκεόργκι	georgi
αρκούδα	gấu
ακρωτήρι	cape
βυθό	dưới
βυθό	bậc
βυθό	đáy
βυθό	bottom
πυρετός	sốt
φωνητική	thanh
φωνητική	vocal
διευθύντρια	trương
γραφικό	graphic
έφηβος	teen
έφηβος	teenage
εθελοντής	nguyện
μεταφυσική	metaphysical
μπρουνέι	brunei
ήπαρ	gan
ήπαρ	chay
γιουγκοσλαβική	yugoslav
εθελοντικά	nguyện
άσχημη	xấu
άσχημη	xau
άσχημη	xí
φιλιππίνων	philippine
δημοσιογράφους	khmer
ρινγκ	ring
ρινγκ	nhẫn
κωδικοποίηση	coding
καταστήσει	vẽ
κατάθεση	deposit
λάφυρα	loot
βέρντι	verdi
οδηγείται	driven
πλαστικό	nhựa
πλαστικό	plastic
νεβάδα	nevada
ιφιγένεια	iphigenia
σάρκα	thịt
θραύση	choáng
θραύση	gãy
βύθιση	chìm
ανακοινώσεις	truyện
ανακοινώσεις	tin
αυθεντικό	thực
αυθεντικό	authentic
αυθεντικό	gốc
αυθεντικό	tác
σιντ	syd
σιντ	sid
δασκάλα	thầy
μαριονέτα	rối
φόρεσε	mặc
φόρεσε	đeo
μαγικό	thuật
μαγικό	magic
χρονολογικά	chronologically
σπένσερ	spencer
άδη	hades
τζόρνταν	jordan
ερωτικές	erotic
τραύμα	tổn
ρίτα	rita
εύρημα	finding
τρίγωνα	tam
εγκέφαλος	óc
εγκέφαλος	não
δίκες	trials
ορατός	bien
νυχτερινό	mộng
γκαίτε	goethe
εφέσου	ephesus
συντομία	brevity
γυρίζει	spinner
γυρίζει	spinning
τριπλό	ba
τριπλό	triple
αδόλφος	adolph
αδόλφος	adolf
τζένη	jenny
γονίδιο	gien
γονίδιο	gene
γονίδιο	gen
πουατιέ	poitiers
αντρέας	andreas
ορθοδοξία	orthodoxy
ακτογραμμή	coastline
τζόαν	joan
πυγμάχος	boxer
πλάσματα	wesen
σαραγόσα	zaragoza
σιένα	sienna
σιένα	siena
έδεσσα	edessa
καίσαρας	ceasar
καίσαρας	caesar
κάνσας	kansas
αισθάνεται	giác
ράινμουτ	reinmuth
γουάτσον	watson
βωμό	altar
γονιδίων	gien
κιθάρες	guitars
γεύμα	trưa
σεντάν	sedan
βάρη	weights
βάρη	tạ
αλκιβιάδης	alcibiades
ενοχλεί	trêu
θραύσματα	fragments
θραύσματα	phế
θραύσματα	shrapnel
λύτρα	ransom
χάγιεκ	hayek
φερόε	faroe
φλεγμονή	gớm
ορυχείο	mỏ
ορυχείο	mine
αβγά	trứng
ορφέα	orpheus
απείλησε	tiềm
ντάνι	danny
βαμβάκι	bông
βαμβάκι	cotton
μερκούρη	mercouri
βερν	verne
βερν	vern
κήποι	vườn
κήποι	gardens
λανς	lance
ταξινομική	taxonomic
εγχείρηση	thao
οἱ	những
τίγρη	tiger
τίγρη	cọp
τίγρη	hổ
πίνδου	pindus
ντεν	böll
ντεν	chử
ντεν	den
κονσταντίν	konstantin
κονσταντίν	constantin
προνύμφες	larvae
πρόθεσή	intention
μάγος	wizard
ανίχνευσης	detection
ανδρέου	andreou
οστό	xương
οστό	bone
μιρ	mir
αναταραχή	xáo
παγίδα	bẫy
παγίδα	tráp
μπαράκ	barack
μπαράκ	barak
κοπεγχάγης	copenhagen
γλυκιά	sweet
γλυκιά	ngọt
λιμπρέτο	libretto
πληρώνει	trả
πάνελ	bảng
πάνελ	tấm
υψηλάντης	ypsilantis
ώμο	vai
τρούμαν	truman
βοστώνη	boston
ρήτορας	orator
ντανιέλ	daniel
ντανιέλ	danielle
κληρονόμος	ngai
κυψέλη	blister
κυψέλη	beehive
κυψέλη	hive
ελβετική	swiss
αμαλία	amalia
ένατο	đoàn
κάλυμμα	bìa
κάλυμμα	cover
κάλυμμα	che
τοίχοι	walls
τοίχοι	tường
λεγεώνα	legion
κλάρα	klara
κλάρα	clara
κέρμα	xấp
κέρμα	xu
μπορούσια	borussia
βαθμίδες	bước
ραμόν	ramón
ραμόν	ramon
ραμόν	ramone
ραμόν	ramón
ραμόν	ramon
τέρνερ	turner
ορόσημο	landmark
ορόσημο	mốc
ορόσημο	mốc
γονιμότητας	fertility
λισαβόνα	lisboa
λισαβόνα	lisbon
καζίνο	casino
δυνατός	mạnh
δυνατός	strong
άλι	allie
άλι	ally
άλι	ali
χορεύτρια	dancer
χάσμα	chia
χάσμα	gap
πίστα	vết
πίστα	rãnh
πίστα	racetrack
βαγγέλη	vangelis
σιν	shin
σιν	sin
ένζυμα	enzymes
συλλήψεις	arrests
αστάθεια	volatility
κύλινδρο	trụ
βάσκων	basque
λέιζερ	laser
λέιζερ	laze
λέιζερ	laser
μανχάταν	manhattan
μιζούρι	missouri
ανεπίσημη	informal
ελαφρών	nhẹ
γενεαλογία	phả
γενεαλογία	genealogy
πολύτιμη	precious
πολύτιμη	quý
αστυνομικοί	cớm
γκουάμ	guam
πάρτι	đảng
πάρτι	party
πάρτι	tiệc
δεύτερα	giây
προσδόκιμο	expectancy
θόλο	canopy
θόλο	dome
θόλο	vòm
οικονομολόγοι	economists
φάουλ	foul
αδιέξοδο	deadlock
ζανζιβάρη	zanzibar
δεκ	dec
πούτιν	putin
φορτηγά	vans
ανταρκτικής	antarctic
ελικόπτερα	helicopters
μέιν	maine
φόρεστ	forrest
κοσμικό	secular
κοσμικό	cosmic
κλείδωμα	khoá
κλείδωμα	khóa
κλείδωμα	khoá
κλείδωμα	khóa
ταϊπέι	taipei
βράχια	đá
αγνή	sạch
αγνή	agnes
εβδομάδων	tuần
ναυτικοί	mariners
παράγραφος	đoạn
νούμερα	số
τζένιφερ	jennifer
έντερο	ruột
έντερο	ruột
έντερο	ruột
κρύβεται	trốn
οδησσό	odessa
λίζα	lisa
ζάκυνθος	zakynthos
απάτη	scam
απάτη	deception
πλάνο	plan
αστείο	hài
αστείο	vui
αστείο	joke
αστείο	đùa
αστείο	đểu
όρθια	đứng
όρθια	vững
τάραντα	taranto
ενεργεί	diễn
εξαγωγές	xuất
ρότζερς	rodgers
ρότζερς	rogers
νυρεμβέργη	nürnberg
νυρεμβέργη	nuremberg
φακό	lens
φακό	torch
φακό	đuốc
παρθενώνα	parthenon
λίβανος	liban
λίβανος	lebanon
φράγκο	franc
δαμασκό	damascus
μέρλιν	merlin
πάτωμα	tầng
πάτωμα	sàn
κινητό	mobile
κινητό	mobil
μαλακό	soft
μαλακό	mềm
κάλεσμα	gọi
συνοχή	cohesion
συνοχή	coherence
προσβάλλει	đút
εντοπίστηκε	đốm
εντοπίστηκε	spotted
εντοπίστηκε	nằm
ισχυρισμός	nhận
εδιμβούργου	edinburgh
μπρούκλιν	brooklyn
μάο	mậu
μάο	mao
θησέα	theseus
μάρεϊ	murray
θώρακα	ngực
χόλυγουντ	hollywood
άγριο	wild
άγριο	hoang
πλίνιος	pliny
κάθετο	dọc
λάσπη	bùn
αίγλη	glamour
σομαλίας	somali
μπόρις	boris
πλάτα	plata
φίλιπς	philips
φίλιπς	philips
φίλιπς	phillips
πέιτζ	paige
αλουμινίου	nhôm
λέοναρντ	leonard
κράνος	mũ
διακοσμητικά	ornamental
πομπή	rước
κυνηγός	hunter
κυνηγός	predator
κυνηγός	rình
πηλίου	pelion
φιλοδοξίες	tr
κατάλυση	catalysis
λέικερς	lakers
βράχους	đá
ιθάκη	ithaca
βραδιά	đêm
βραχίονα	tay
εξπρές	express
στάνλεϊ	stanley
ράδιο	đài
ράδιο	radio
αγαπούσε	yêu
καπέλο	mũ
καπέλο	xịt
καπέλο	nón
πάβελ	pavel
πάβελ	panel
ντιτρόιτ	detroit
υπερασπιστές	defenders
τραπεζούντα	trabzon
τροπικά	tropical
προμήθειες	supplies
άμμου	bi
άμμου	cát
πολλαπλή	manifold
πολλαπλή	nhiều
δείπνο	tối
σύνθετα	composite
σύνθετα	complex
μόρισον	morrison
γκίνες	guinness
μάξγουελ	maxwell
ζεστό	hot
ζεστό	nóng
ζεστό	ấm
δίκαια	fair
συρακούσες	syracuse
αποφεύγοντας	tránh
ψέματα	lies
ψέματα	nằm
ψέματα	xạo
κεν	ken
κέιτ	kate
μίλλερ	miller
γκούσταβ	gustav
μιθριδάτη	mithradates
ευαγγελική	evangelical
γκρέι	gray
γκρέι	xám
γκρέι	xám
σωλήνες	tuber
λιβερία	tuyến
λιβερία	liberia
μίλτον	milton
αναλογικά	analogue
αναλογικά	analog
βέλγος	bỉ
θλίψη	buồn
θλίψη	sadness
θλίψη	sầu
ενσωματωθεί	incorporated
συμβατικά	conventional
ένατη	đoàn
βασίλι	vassili
βόλτα	cưỡi
βόλτα	ri
τροφές	mat
τροφές	foods
κράτηση	booking
δραστικά	khốc
σαββατοκύριακο	weekend
μήδεια	medea
καναδική	canadian
καλώδια	cáp
μύες	muscle
ζοζέ	jose
ζοζέ	josé
κάθοδο	descent
χορδές	chuỗi
χορδές	strings
χορδές	chords
ματιών	lưới
ματιών	mesh
τόνυ	tony
νέβις	nevis
τζόρτζιο	giorgio
ιστ	đông
εκμάθηση	học
χα	ha
κομήτες	comets
δίαιτα	diêt
σταθεί	đứng
ουρανίου	urani
ουρανίου	uranium
τρίπτυχο	triptych
περιθώρια	lề
σίντνεϊ	sidney
σίντνεϊ	sydney
ψυχικό	psychic
διάλειμμα	break
διάλειμμα	phá
μινεσότα	minnesota
ορίζοντας	horizon
κάλτσες	vớ
κάλτσες	vớ
κάλτσες	socks
αδριατικής	adriatic
μοιραία	fatal
σταυρούς	crosses
ομίχλη	mist
αλουμίνιο	nhôm
αλουμίνιο	nhôm
εκκίνηση	khởi
εκκίνηση	startup
αφοσίωση	dedication
ανώνυμο	anonymous
δομινικανή	dominican
ζυγό	libra
αλκοόλη	rượu
αλκοόλη	cồn
τρολ	troll
τρολ	ogre
τρολ	troll
τρολ	quỷ
εξέδρα	bục
εξέδρα	podium
εξέδρα	rig
πλανκ	planck
πολυτελές	luxury
πολυτελές	sang
έλα	đến
αιθανόλη	ethanol
υδροξείδιο	hiđroxit
ρόι	roy
σπίλμπεργκ	spielberg
σπλιτ	tách
σπλιτ	chia
γλυκόζης	glucose
λώρενς	lawrence
ποντίκια	chuột
ποντίκια	chuột
βεστφαλίας	westphalia
έφη	effie
ελαφριά	châm
ελαφριά	đèn
ελαφριά	nhạt
ελαφριά	nhẹ
πατ	pat
πατ	vỗ
βροχές	rain
βροχές	mưa
καλώδιο	dây
καλώδιο	cáp
προβολείς	pha
ενσωματωμένο	nhúng
φρεγάτα	frigate
τίρανα	tirana
μπράβο	bravo
άσμα	chant
γουίλ	will
γουίλ	sẽ
γουίλ	muốn
γαλατία	gaulois
γαλατία	gaul
χέντριξ	hendricks
χέντριξ	hendrix
πάγος	băng
πάγος	đá
πάγος	is
εικονική	iconic
εικονική	ảo
σλοβένων	slovenes
γόνατο	gối
αναμονή	đợi
αναμονή	chờ
γκάντι	gandhi
προβολές	views
σλάβοι	slavs
άρτεμις	artemis
γουατεμάλας	guatemalan
αιτιολόγηση	justification
λάρι	lary
λάρι	larry
μάγισσα	thuỷ
μάγισσα	thủy
νεοσσοί	chicks
γκίλμπερτ	gilbert
βοηθητικό	auxiliary
πρόβατα	cừu
τοπ	nắp
τοπ	top
τοπ	đỉnh
εμβέλεια	tầm
νοτιότερο	southernmost
μαγαζί	shop
μαγαζί	tùng
στεριά	đáp
κίτρινα	vàng
κίτρινα	nhát
ακρόαση	audition
ακρόαση	thính
διακίνηση	buôn
φωτεινό	sáng
φωτεινό	mẻ
ηλεκτρικές	điện
ρουμάνοι	rumani
νιώθει	giác
δάκρυα	lăn
μόρφου	morphou
μαγιόρκα	mallorca
μαγιόρκα	mallorca
τεντ	ted
κλασσικό	classic
νεο	neo
σίδηρος	sắt
σαμουράι	samurai
πολυτελή	sang
ακτιβιστής	activist
αλφαβητικά	abc
δημοσθένη	demosthenes
πνεύμονες	phổi
πνεύμονες	ớt
αφεντικό	sếp
αφεντικό	boss
ντίσελντορφ	düsseldorf
ντίσελντορφ	düsseldorf
ντίσελντορφ	dusseldorf
κινητή	mobile
κινητή	mobil
πηγάδια	wells
πηγάδια	giếng
αμπντουλάχ	abdullah
τελεία	chấm
τελεία	dot
κυκλοπροπάνιο	cycloprôpan
αρπαγή	rapture
αρπαγή	grip
αρπαγή	grab
αξιώσεις	ngợi
αξιώσεις	khai
οριζόντιες	ngang
τρομοκρατική	khủng
ξέρξη	xerxes
ψυχαγωγία	entertainment
γενίκευση	generalization
έλαια	oils
γένεση	genesis
χάρντι	hardy
κονέκτικατ	connecticut
συνώνυμο	synonym
γυμνή	naked
γυμνή	nude
σαντορίνη	santorini
φυλλάδιο	booklet
φυλλάδιο	leaflet
φυλλάδιο	brochure
ηρωίδα	heroine
κέμπριτζ	cambridge
περιμένοντας	đợi
περιμένοντας	chờ
έντμουντ	edmund
σιωπή	tiet
φτιαγμένο	chế
επισκέπτη	khách
αντιβασιλέας	regent
μωρίς	maurice
κάρμεν	carmen
μυκηναϊκή	mycenaean
νιούε	niue
γρανάδα	granada
τρίχωμα	lông
ρόμπινσον	robinson
κέιμαν	cayman
κέιμαν	caiman
ούγγροι	hungary
ούγγροι	hung
ούγγροι	hungary
μηχάνημα	máy
μίλα	nói
μίλα	nói
αυξημένο	tăng
σταύρωση	crucifixion
μενέλαος	menelaus
φλόγες	lửa
φλόγες	lửa
σπινόζα	spinoza
κάτοχοι	holders
συνετρίβη	crashed
νόβα	nova
πλάσματος	plasma
μαρτίν	martine
ασήμι	bạc
μάθιου	matthew
καταδρομικά	cruisers
γιοχάνεσμπουργκ	johannesburg
αρχιμήδη	archimedes
σφόρτσα	sforza
γρενάδα	grenada
υπερ	hyper
υπερ	cường
υπερ	super
υπερ	siêu
άνθρακας	anthrax
άνθρακας	than
άνθρακας	carbon
άνθρακας	cacbon
πίος	piô
πίος	pius
διορισμός	hẹn
συνδιάσκεψη	thảo
αμερικάνος	american
αμερικάνος	mỹ
ερυθραία	eritrea
φωτογραφική	camera
φωτογραφική	photographic
γκέτο	ghetto
σεξουαλικά	sex
μίλος	milos
μελβούρνη	melbourne
σκάλες	thang
σκάλες	dục
στομάχι	bụng
καρναβάλι	carnival
ορέστη	orestes
μοντάνα	montana
τότεναμ	tottenham
ορλάντο	orlando
τοξικό	độc
οταν	khi
βαρώνος	baron
τιβέριος	tiberius
αποσύρει	rút
άγκυρας	ankara
επιθυμίες	muôn
άγγελοι	angels
εξετάσει	khám
δουβλίνο	dublin
πιάτα	kẽm
μπαλέτο	ballet
μπαλέτο	balê
λαμπρό	brilliant
κυρώσεις	phạt
μαρίκα	marika
στεφανόπουλος	stephanopoulos
επιτρέπονται	phép
νουάρ	noir
περιεχόμενα	dung
απουσιάζει	vắng
φόρμες	đơn
φόρμες	overall
κλάσεις	hạng
ποτά	uống
δρέσδη	dresden
τζος	josh
μπαλάντα	ballad
ήπιο	nhẹ
φλοιός	sủa
φλοιός	bark
βιολογικά	biologically
βιολογικά	organic
σοσιαλιστές	socialists
εμμονή	obsession
λέστερ	leicester
λέστερ	lester
κλοπή	trộm
έμμυ	emmy
περίσταση	dịp
ρουμάνος	rumani
κουαρτέτο	tấu
έλαιο	nhớt
έλαιο	dầu
μειονότητες	minorities
δεκαεπτά	seventeen
τρόπαια	cúp
γκολφ	golf
γκολφ	gôn
σωτήριος	sotirios
φλέβες	veins
τάι	thái
τάι	tai
κατώτερη	hạ
κατώτερη	inferior
λαμπρότητα	chói
επα	psc
λουίζ	louise
χαμάς	hamas
αίρεση	cult
φερμά	fermat
πορείες	marches
κυτταρική	cellular
κέρατα	gạc
κέρατα	sừng
επιτομή	epitome
πληρούν	satisfy
πωλείται	bán
ανν	anne
ανν	ann
εισαγωγές	imports
πρόλογο	preface
παράδεισος	thiên
εσπεράντο	esperanto
καμπότζη	campuchia
λαβή	grip
λαβή	grep
λαβή	giựt
γούνα	lông
συνταγή	prescription
συνταγή	thức
συνταγή	recipe
παθητική	passive
νόβι	novi
θεϊκή	liêng
θεϊκή	divine
μεταμόσχευση	ghép
πρόσθιο	anterior
τέρι	terri
τέρι	teri
τέρι	terry
καντ	kant
λονγκ	lâu
λονγκ	dài
λονγκ	long
τατιάνα	tatiana
καράβια	thuyền
καράβια	tàu
καράβια	thuyền
πολιτισμοί	civilizations
κόλαση	thoa
μετάθεση	chuyển
μετάθεση	truyền
πιόνι	pawn
πρωινό	sáng
αναστροφή	ngược
αναστροφή	reversal
αναστροφή	lật
γενικευμένη	generalized
μπας	bass
μπας	bash
σωματίδιο	hạt
άνα	ana
έγκυρη	lệ
φρεντερίκ	frederic
βερενίκη	berenice
σερί	streak
σερί	cherie
νήμα	chuỗi
νήμα	thread
πάρις	paris
πολύβιος	polybius
αποκλείει	excludes
ουτρέχτη	utrecht
υπεγράφη	ký
ασπασία	aspasia
σαλαντίν	saladin
εχθρικό	địch
μάλαγα	malaga
πόρτσμουθ	portsmouth
πηνελόπη	penelope
ρητή	dâm
αβινιόν	avignon
θόλος	canopy
θόλος	dome
θόλος	vòm
επιδόσεων	suất
μυς	muscle
σχηματισμούς	formations
μέκκα	mecca
περιήγηση	duyệt
περιήγηση	tour
περιήγηση	duyệt
περιήγηση	cường
λένα	lena
σαφήνεια	clarity
φορτ	fort
έπιασε	caught
καφενείο	cafe
καφενείο	café
βέρνης	berne
ρόνι	ronnie
ρόνι	ronny
λόιντ	lloyd
μιλ	mill
σεούλ	hé
σεούλ	seoul
κόλιν	collin
κόλιν	colin
συζύγους	vợ
προσφορές	deals
κιθ	keith
πέτροβιτς	petrovic
πέτροβιτς	petrovich
υπόδειγμα	model
μεταβίβαση	chuyển
μεταβίβαση	truyền
γκεβάρα	guevara
αγωγιμότητα	conduction
εσωτερικός	nội
ρου	rue
ρου	roux
ρου	roo
αντιθέσεις	contrasts
χαλίφη	khalip
χέντρικ	hendrik
