eternidade	amžinybę
tartaruga	vėžlys
cubanos	kubos
patroa	meilužė
patroa	bose
patroa	bosas
importaría	būtų
importaría	protas
pagarlle	jį
ford	ford
impopular	nepopuliari
impopular	dažniausi
partidarios	kovotojai
dinastía	dinastija
levádeo	jį
levádeo	šalin
déronnos	jie
dióxido	anglis
dióxido	anglies
senegal	senegalas
ámasme	myliu
ámasme	meile
ámasme	meilės
ámasme	meilė
ámasme	tu
ritos	apeigomis
ritos	ritualai
cobras	gyvatės
cobras	gyvates
cobras	gyvačių
vendido	geriausi
vendido	geriausia
vendido	aukščiausia
vendido	geriausios
vendido	geriausias
vendido	pardavėjo
vendido	pardavėjas
vendido	parduota
vendido	parduodami
vendido	parduotas
vendido	parduodama
funme	paliko
psicólogo	psichologas
quéroa	myliu
quéroa	meile
quéroa	meilės
quéroa	meilė
quéroa	nori
quéroa	norit
quéroa	kad
débense	turi
compensar	tu
maricas	tu
tonton	dėdė
tonton	dėde
canguro	aukle
canguro	auklė
inez	tu
apaixonado	aistringas
apaixonado	myliu
apaixonado	meile
apaixonado	meilės
apaixonado	meilė
leroy	bet
jute	džiuto
monopolio	monopolijos
monopolio	monopolija
monopolio	monopolis
rendición	išeiga
dinh	dinh
lerner	lerner
biblias	biblija
biblias	biblijos
carol	kerol
casei	gavo
casei	vedęs
casei	ištekėjusi
casei	santuokos
casei	santuoka
embarazo	nėštumas
embarazo	nėščia
xudía	žydų
inspira	įkvepia
lexións	legionus
mazarocas	kukurūzų
lebre	hara
cuco	dainuoti
cuco	gegutės
alienación	susvetimėjimą
tías	mergaitės
tías	mergaites
tías	merginos
despensa	laikyti
despensa	parduotuvė
despensa	spinta
sylvianne	tavo
sylvianne	savo
sylvianne	jūsų
war	karas
war	karo
war	karui
sobriña	dukterėčia
sobriña	kas
sobriña	kurie
acueduto	akvedukas
mártires	kankinių
papán	kvaila
papán	kvailys
papán	idiotas
antonioni	antonioni
hirohito	hirohito
sabíamos	žinojo
farazmand	aha
farazmand	taip
bus	autobusas
bus	autobuso
bus	autobusų
sebastián	jį
cole	cole
lsabelle	izabele
minsk	minsko
blade	blade
runner	bėgikė
johnston	johnston
tribos	kilę
tribos	kalvos
fixe	jėga
fixe	kietai
súe	siu
violet	violeta
cabalga	joja
qarth	garth
língua	liežuvio
língua	liežuvį
língua	liežuvis
acontecía	kas
acontecía	ko
acontecía	kokie
acontecía	vyksta
profesora	mokytoja
recinto	junginys
recinto	teatras
recinto	teatro
recinto	teatre
confías	tu
confías	don
cardíacas	širdy
cardíacas	širdies
cardíacas	širdis
homo	sapiens
abordar	adresas
rexeitamento	atmetimas
rexeitamento	atmetimo
rexeitamento	atsisakymas
mamíferos	žinduoliai
mamíferos	žinduoliams
retos	sunkumai
retos	iššūkius
retos	iššūkiai
ombros	pečius
sentían	veltinio
sentían	jie
ascender	lipti
island	sala
island	islandija
island	islandijos
island	salos
miralo	saugok
miralo	prižiūrėti
preguntarlles	klausti
preguntarlles	paprašyti
preguntarlles	jais
preguntarlles	jas
preguntarlles	joms
preguntarlles	jiems
preguntarlles	jomis
preguntarlles	juos
ocorrerá	bus
aprecio	dėkingumą
lavado	plauti
lavado	plovimas
lavado	skalbimo
lavado	nuplauti
lavado	plauti
oco	tilto
oco	tiltas
oco	tuščiaviduriai
cotiáns	įeinančių
innovación	naujovė
innovación	naujovės
negouse	atsisakė
negouse	ji
negouse	jai
federal	trasa
federal	grandinė
tolería	šio
pedirme	klausti
pedirme	paprašyti
grandioso	puikiai
grandioso	puiku
grandioso	puiki
rodeados	apsupti
prototipo	prototipas
pedímoslles	paprašė
pedímoslles	jais
pedímoslles	jas
pedímoslles	joms
pedímoslles	jiems
pedímoslles	jomis
pedímoslles	juos
invisibles	nematomas
gota	atleisti
peluche	tedis
pedirvos	klausti
pedirvos	paprašyti
pedirvos	tu
torpe	nepatogu
válido	būdu
válido	būdas
impotentes	bejėgis
quixesen	nori
quixesen	norit
experimentan	apie
provocan	švino
duración	ilgai
duración	ilga
duración	ilgas
contarvos	tu
universitario	koledžas
universitario	kolegijos
universitario	kolegija
universitario	koledžo
universitario	universitetas
riso	juoko
riso	juokas
riso	juoktis
facervos	tu
facervos	tik
facervos	tiesiog
pizza	pica
consenso	kopenhagos
consenso	kopenhaga
economistas	ekonomistai
estima	pagarbą
transforma	transformacijas
consumidores	vartotojai
consumidores	vartotojams
consumidores	vartotojas
consumidores	vartotojų
aprendan	jais
aprendan	jas
aprendan	joms
aprendan	jiems
aprendan	jomis
aprendan	juos
aprendan	mokytis
mantelos	jais
mantelos	jas
mantelos	joms
mantelos	jiems
mantelos	jomis
mantelos	juos
gansos	žąsų
gansos	žąsys
preciosos	graži
preciosos	gražu
descobren	jie
acende	energija
acende	energetika
encende	ugnies
encende	gaisro
encende	gaisras
encende	ugnis
holocausto	holokausto
supervivintes	išgyvenusiųjų
supervivintes	išgyventi
quedarán	bus
físicos	fizikai
diaria	gyvena
diaria	gyvenimo
diaria	gyvybės
diaria	gyvybė
diaria	gyvenimas
eixo	ašis
eixo	ašies
residente	rezidentas
viaxan	keliauja
viaxan	keliavo
amañar	jo
explosións	sprogimai
desaparecen	dingsta
escritorio	stalo
escritorio	stalas
ra	varlė
oímos	išgirsti
oímos	girdėjau
levalas	jais
levalas	jas
levalas	joms
levalas	jiems
levalas	jomis
levalas	juos
enfermeiras	slaugytojų
fundou	įkurta
sinceros	tiesa
sinceros	tikra
vanse	jie
ámbolos	abi
ámbolos	abu
horizonte	horizontas
falarlles	kalbėti
falarlles	tu
falarlles	apie
considerando	kaip
metáfora	metafora
quitaron	jie
talentos	talentus
furado	skylė
ecosistema	daug
eficaz	galingas
eficaz	galinga
eficaz	galingi
mapas	žemėlapiai
protexen	apsaugoti
emblema	emblema
emblema	herbas
hábitat	buveinių
hábitat	buveinė
hábitat	laukiniai
hábitat	laukinių
nutrientes	išmetamo
infame	liūdnai
artificiais	dirbtinių
artificiais	dirbtinis
artificiais	dirbtinė
sopra	pučia
causou	kad
saudable	ekonomiką
saudable	nesveikas
matando	žudo
matando	žudymas
matando	nužudyti
mellorou	geresnė
mellorou	geresnis
mellorou	gerėja
mellorou	geriau
hábitos	įpročiai
hábitos	įpročius
hache	čia
hache	cia
chámano	vadina
youtube	youtube
demócrata	demokratų
recoñecida	pripažintos
derrotar	nugalėti
adquisición	įsigijimų
adquisición	įsigijimo
adquisición	įsigijimas
adquisición	įgijimas
antigua	antigva
resistentes	atsparus
resistentes	atsparių
abundante	maistingos
abundante	gausus
preguntaron	paprašė
preguntaron	klausti
preguntaron	paprašyti
manterse	gyva
manterse	gyvi
manterse	gyvas
tesoiras	žirklės
asusteime	išsigandęs
asusteime	išsigandęs
tyler	taileris
tyler	smėlis
aéreo	lėktuvas
aéreo	plokštumos
capitais	nuodėmes
capitais	kapitalas
capitais	kapitalo
capitais	sostinės
cohen	cohen
abondan	bus
desastres	nelaimė
desastres	katastrofa
desastres	nelaimės
trataban	minia
informados	informuoti
convirte	tapti
textos	tekstai
farase	bus
saíse	būtų
fágano	jį
aproveitar	šio
conversar	pokalbis
conversar	pokalbio
conversar	kalbėti
pulitzer	pulicerio
pulitzer	prizo
pulitzer	prizas
pulitzer	prizą
pulitzer	premija
espaciais	kosmosas
gústalles	jie
gústalles	lyg
gústalles	kaip
escriben	rašyti
presentarse	save
presentarse	tu
escoitado	girdėjau
escoitado	kad
interfaces	jungtys
interfaces	sąsajos
brooklyn	bruklino
paradoxo	paradoksas
desiguais	nevienodas
homicidios	žmogžudystė
vitaminas	vitaminai
vitaminas	vitamino
vitaminas	vitaminai
vitaminas	vitaminas
actúan	jie
celular	ląstelių
celular	ląstelių
químicos	cheminis
químicos	cheminė
químicos	chemikų
cheirar	kvapas
anónima	anonimiškai
prepárate	parengti
criar	veislinių
criar	veisimas
intentan	jie
trates	don
trouxemos	atnešė
litros	litrų
cumpra	tavo
cumpra	savo
cumpra	jūsų
relixiosas	religinių
editores	leidėjai
fixesen	jais
fixesen	jas
fixesen	joms
fixesen	jiems
fixesen	jomis
fixesen	juos
ouvintes	klausytojai
automático	įranga
atallo	derinys
moitísimas	dėkui
moitísimas	ačiū
iniciais	inicialai
circulan	cirkuliuoja
variar	laiko
variar	laikas
curtas	trumpa
curtas	trumpi
curtas	trumpai
curtas	trumpas
daranos	bus
gorda	storas
gorda	riebalų
gorda	riebalai
alimentaria	maistas
epidemia	epidemija
invitados	svečiai
adoraba	mylimas
adoraba	mylėjo
químico	cheminis
químico	cheminė
químico	chemikas
morrería	būtų
morrería	mirti
preocupaba	susirūpinęs
neta	anūkė
trastorno	sutrikimas
estourou	sprogo
burton	burton
ensinan	kad
ensinan	išmokyti
ensinan	mokoma
ensinan	išmokė
servo	tarnas
servo	tarnautojas
manteñan	tavo
manteñan	savo
manteñan	jūsų
futuros	ateitis
palestinos	filistinai
palestinos	kas
palestinos	kurie
palestinos	palestiniečiai
palestinos	palestiniečių
derramamento	išsiliejimo
vitorias	pergalių
decisivo	lemiamas
collido	pagavo
desaparecera	dingo
ácido	rūgštinis
ácido	rūgštis
ácido	sulfidas
emerxentes	besivystančių
comezarán	jie
comezarán	bus
colonias	kolonijos
colonias	kolonijų
colonias	tada
líquida	skystis
líquida	skystas
visitou	lankėsi
hubble	hablo
adestrar	mokymai
adestrar	mokymas
adestrar	mokymo
evita	išvengiama
agradecemento	dėkingumą
aplicacións	programėlių
incendios	ugnies
incendios	gaisro
incendios	gaisras
incendios	ugnis
esténdese	lipa
esténdese	siekiu
sumidoiros	išsenka
soubesen	žinojo
soubesen	jie
subiron	jie
subiron	dingo
escribes	tu
escribes	rašyti
falase	kalbėti
agradézollo	dėkingas
agradézollo	dėkinga
agradézollo	išties
agradézollo	tikrai
adentro	viduje
exemplar	labai
portos	uostai
beatles	beatles
tarta	pyragas
tarta	tortas
tarta	apple
aventuras	nuotykiai
aventuras	nuotykių
característica	daiktas
característica	dalykas
colina	kalvos
coñecías	žinojo
christo	leonė
caídos	atminimo
ritmos	ritmai
daban	kur
porno	porno
k	veidrodis
veume	atėjau
veume	atėjo
fracasado	gedimas
fracasado	nesėkmė
fracasado	nepakankamumas
estúpidos	kvaila
ocupan	užimti
auguste	auguste
lembraba	prisiminti
opio	opiumo
indias	gvinėja
indias	kiaulė
indias	kiaulių
puidésemos	tik
puidésemos	tiesiog
gaga	gaga
ahora	dabar
elegancia	grace
elegancia	elegancija
telescopios	teleskopai
arcos	arkų
notable	nepaprastas
sairía	būtų
pulo	impuls
desgraciados	tu
cociñeiro	gaminti
cociñeiro	du
nevar	sniegas
nevar	sniego
nevar	sninga
visitan	aplankyti
brote	bud
trincheiras	eilutės
trincheiras	linijos
trincheiras	tranšėjos
consentimento	sutikimas
consentimento	sutikimo
escuma	putų
vidro	stiklas
vidro	stiklinė
vidro	stiklo
remates	tu
quén	kas
quén	kurie
serpes	serpents
serpes	gyvatės
serpes	gyvates
serpes	gyvačių
desexan	nori
desexan	norit
desexan	tu
arrogante	arogantiškas
circo	cirko
circo	cirkas
valiosa	vertinga
valiosa	vertingas
tripulación	įgula
tripulación	įgulos
decátaste	tu
medraron	auginamos
marelo	geltona
desemprego	nedarbas
desemprego	nedarbo
educados	mandagus
educados	išsilavinę
esos	šių
belo	graži
belo	gražu
flota	laivyno
flota	laivynas
big	didelės
big	dideli
big	didysis
big	didelis
bang	bang
soviético	sovietų
soviético	tsrs
deliberadamente	tyčia
cómico	komikas
gmt	gmt
ucraínos	ukrainiečių
comprador	pirkėjas
comprador	pirkėjai
comprador	pirkėjas
alcume	slapyvardis
queimando	deginimas
queimando	deginti
queimando	degimo
mascar	kramtomosios
mascar	guma
mascar	derva
mascar	gumos
conducindo	vykdymo
10000	grand
academia	akademija
tunda	nugalėti
georges	georges
estudou	tiriamas
tristura	liūdesys
tristura	sielvarto
decatas	tu
acompañarme	ateik
acompañarme	lydėti
asasinou	nužudytas
horribles	siaubinga
horribles	siaubingas
falaría	būtų
falaría	kalbėti
falaría	kalbėk
falaría	kalbėti
traballadoras	darbininkai
traballadoras	darbuotojai
traballadoras	darbininkų
ferreiro	kalvis
vixiando	stebi
impecable	sniegas
impecable	sniego
calexa	miręs
custou	savikaina
custou	daug
fareille	bus
mencer	aušra
mencer	aušros
caia	krenta
caia	krenta
desgustado	nusiminęs
bisté	kepsnys
ensinoume	mokoma
ensinoume	išmokė
berran	jie
furiosa	furious
tortas	pyragas
tortas	tortas
opinas	manau
opinas	kaip
opinas	tu
adorable	sweet
adorable	saldus
adorable	miela
adorable	gražios
adorable	miela
satisfeita	patenkintas
prudente	atsargiai
diremos	bus
diremos	pasakyti
telefonar	telefono
telefonar	telefonas
telefonar	telefonas
puntual	laiko
puntual	laikas
praceres	malonumais
bata	tu
estancia	kambarys
lunar	mėnulio
comelo	jį
delgado	liesas
fasme	bus
fasme	tu
quérome	nori
quérome	norit
secar	sausa
secar	sausas
secar	sausos
citar	citatą
citar	citata
dispáralle	jį
quietos	dar
quietos	sustabdyti
tiraron	metė
insultos	kad
insultos	įžeidimų
poxa	aukcionas
decentes	būdais
folgas	streikai
suicidouse	savižudybės
suicidouse	savižudybė
sangrar	kraujavimas
beizón	palaima
xurar	prisiekiu
seguiremos	tęsti
patacóns	centų
patacóns	frankų
fascista	fašistų
dixéchesme	tu
frescos	šviežias
frescos	šviežios
frescos	švieži
frescos	šviežia
oficios	klasės
oficios	klasė
oficios	prekiauja
montaxe	susirinkimas
montaxe	mazgas
montaxe	surinkimo
granadas	granatos
únete	prisijungti
ensinarlle	išmokyti
ensinarlle	tu
virás	tu
virás	ateina
virás	ateinu
virás	ateis
nobres	inertinių
palla	šiaudų
farsa	farso
dicirmo	šio
salvador	gelbėtojas
educado	mandagus
culpábeis	atliktų
fachendoso	didžiuojuosi
catriona	bus
chemineas	kaminai
chemineas	galios
chemineas	galia
chemineas	gamykla
chemineas	augaliniai
chemineas	augalas
chemineas	augalų
deitado	lova
deitado	lovos
deitado	lovoje
deitado	meluoja
atópaste	tu
atópaste	jaustis
traes	įtraukti
traes	čia
traes	cia
traes	tu
déixoo	jais
déixoo	jas
déixoo	joms
déixoo	jiems
déixoo	jomis
déixoo	juos
ascenso	skatinimas
ascenso	propagavimas
ascenso	skatinimo
coñéceo	tu
coñéceo	jį
dilo	tu
seguirme	šio
seguirme	būdu
seguirme	būdas
casará	vesti
casará	bus
peniques	kainavusi
ocupe	tvarkyti
deseñada	suprojektuoti
deseñada	suprojektuotos
deseñada	suprojektuota
deseñada	suprojektuotas
deseñada	gaminamos
espléndido	nuostabų
maletín	maišas
maletín	prekės
dígamo	tu
salchichas	karšti
salchichas	karšto
salchichas	karšta
salchichas	karštas
salchichas	suo
salchichas	šuo
salchichas	vagonas
salchichas	vežimo
salchichas	dešros
morras	tu
morras	mirti
morras	mirtis
morras	mirties
díxoche	ji
díxoche	jai
díxoche	tu
báteme	ateik
mentindo	meluoja
fálanos	apie
fálanos	kalbėk
fálanos	kalbėti
vereite	tu
céspede	veja
retirarse	laisvai
retirarse	atsitraukti
retirarse	pajėgų
retirarse	trauktis
terraza	terasa
abrila	atverti
esquécete	protas
esquécete	pamiršti
dores	skausmas
traede	įtraukti
marty	marti
paseino	puikiai
paseino	puiku
paseino	puiki
pagarei	tu
acórdaste	tu
acórdaste	prisiminti
ules	tu
ules	kvapas
buscarte	tu
formidable	nuostabaus
formidable	nuostabu
formidable	nuostabios
formidable	nuostabus
formidable	nuostabi
tenra	konkursas
fixéchesme	tu
raparigo	vaikas
mínima	jie
bailarina	šoka
bailarina	šokiai
bailarina	šokis
bailarina	šokti
bailarina	šokėja
radiante	švytinti
pasade	ateik
reflexo	atspindys
reflexo	atspindžio
estufa	viryklės
captar	surinkimo
lisco	čia
lisco	cia
esperen	tik
esperen	tiesiog
ramo	puokštė
odiaba	nekentė
rodar	filmas
rodar	plėvelė
renault	renault
éme	don
chamáchesme	tu
curro	darbas
curro	darbas
bailas	tu
bailas	šoka
bailas	šokiai
bailas	šokis
bailas	šokti
domenico	domenico
mollo	padažas
mollo	padažu
pementa	pipirai
pementa	pipirų
aria	aria
afastarme	šalin
apetéceme	jaustis
apetéceme	lyg
apetéceme	kaip
apetéceme	nori
apetéceme	norit
separatistas	separatistai
llos	jais
llos	jas
llos	joms
llos	jiems
llos	jomis
llos	juos
entrade	ateik
asegúroche	bet
asegúroche	prisiekiu
laceira	raupsai
xeneroso	dosnus
informacións	informacija
pechamos	uždaryti
pechamos	glaudžiai
pechamos	užverti
joska	džo
mico	katės
mico	katinas
mico	cat
mico	katė
peta	tuk
peta	nori
peta	norit
cegoña	gandras
preferido	mylimiausias
preferido	mėgstamiausia
preferido	mėgstamiausias
liberada	išlaisvinta
coxo	limp
desempregados	bedarbiai
desempregados	bedarbis
alumna	studentų
alumna	studentė
alumna	studentas
yankee	jankių
peludo	plaukuotųjų
peludo	kūno
peludo	kūnas
anoxada	nusiminęs
anoxada	pikta
anoxada	pikti
anoxada	piktas
suicidarse	savižudybės
suicidarse	savižudybė
daí	tu
daí	čia
daí	cia
revoltas	maištus
sexuais	lytis
sexuais	genitalijas
montañeses	kalnų
montañeses	kalnas
morfina	morfino
marsella	marselio
pilotos	pilotai
lémbrasme	tu
lémbrasme	prisiminti
caerá	bus
caerá	krenta
prohibiu	draudžiamos
prohibiu	draudžiamas
prohibiu	draudžiama
prohibiu	draudžiama
minto	meluoja
confían	jie
trátame	vykdomas
matarte	nužudyti
matarte	tu
coser	siuvimo
coidará	bus
evacuación	evakuacija
mísil	raketa
mísil	raketų
armamento	ginklas
armamento	ginklai
cortada	gerklės
groseiro	žalios
groseiro	žali
groseiro	žalia
deliciosa	skanus
fans	kas
fans	kurie
fans	fanai
colin	colin
paranoia	paranoja
paranoia	paranoja
pidas	klausti
pidas	paprašyti
bombardeiros	bombardavimo
rodeada	apsupti
proxectís	kriauklės
lémbrate	prisiminti
deixarlles	jais
deixarlles	jas
deixarlles	joms
deixarlles	jiems
deixarlles	jomis
deixarlles	juos
superalo	kad
superalo	daiktas
superalo	dalykas
acabarán	jie
acabarán	bus
xersei	megztinis
ángulos	kampai
cravo	nagų
bolo	pyragas
bolo	tortas
coca	kokso
coca	koksas
coca	dieta
coca	dietos
coca	mityba
coca	mitybos
aprendiz	mokinys
fariamos	būtų
reparacións	remontas
sensibilidade	jautrumas
sensibilidade	jautris
senadores	senatoriai
ausente	šalin
fall	krenta
republicanos	respublikonai
musulmán	musulmonų
uniformes	uniformas
uniformes	uniformos
díxenllo	jį
cortesía	mandagumo
polacos	lenkai
carnicería	parduotuvėje
carnicería	parduotuvė
carnicería	apsipirkti
kobe	kobe
bolboreta	drugelis
corey	corey
mattei	mattei
televexo	saugok
televexo	prižiūrėti
televexo	čia
televexo	cia
axeónllate	tavo
axeónllate	savo
axeónllate	jūsų
deteña	sustabdyti
deteña	sukasi
falades	kalbėti
falades	tu
avergoñado	gėda
magnetismo	magnetizmas
porvir	ateitis
inmigrantes	imigrantai
inmigrantes	migrantai
cincocentas	šimtai
pensará	bus
pensará	manau
marlowe	marlou
licencias	licencijos
licencias	licenzijos
licencias	tarnyba
licencias	biuro
licencias	biuras
intuición	intuicija
casiña	namas
casiña	varškės
condolencias	užuojauta
chamaban	jie
dicíame	būtų
dicíame	pasakyti
xadrez	šachmatų
conselleiro	kapitonas
leas	bėda
leas	bėdos
leas	problemų
bigote	ūsus
frigorífico	šaldytuve
yukio	jukio
executores	budeliai
kiarostami	abbas
hossein	hossein
song	daina
song	dainos
dorothy	doroti
pagarán	bus
chelm	chelmo
kiss	bučinys
hóckey	ritulio
reestruturación	pertvarka
reestruturación	restruktūrizavimo
reestruturación	restruktūrizavimas
torino	torino
toad	dau
precisades	tu
precisades	reikia
pauleta	pauleta
clarkson	clarkson
rosamund	rosamund
adriana	adriana
frey	frey
fíxenlle	paprašė
fíxenlle	jį
miroume	atrodė
fuxe	vykdyti
prohibida	uždraustos
dígome	pasakyti
sacas	tu
valía	verta
mesquita	mečetė
urbano	urban
urbano	miesto
psicolóxica	universiteto
ensinarche	tu
ensinarche	išmokyti
veste	tu
escultura	skulptūra
intenso	intensyvus
intenso	intensyvi
intenso	sunkus
intenso	galinga
danche	tu
danche	jie
falarvos	kalbėti
falarvos	tu
falarvos	apie
gústanos	lyg
gústanos	kaip
universais	universal
universais	universalus
universais	universaliųjų
raciais	riaušės
raciais	rasinės
suprema	aukščiausiasis
tecnolóxica	tech
tecnolóxica	technologiniai
acusada	kaltina
acusada	atsakovas
acusada	atsakovo
exipto	egipte
exipto	egipto
exipto	egiptas
fiscais	prokurorų
fiscais	prokurorai
milagres	stebuklus
remato	baigti
remato	užbaigti
estereotipos	stereotipų
necesitades	tu
necesitades	reikia
domo	kupolu
discriminación	diskriminaciją
discriminación	diskriminacija
posibles	įmanoma
titular	turėtojas
deixaran	paliko
precisaban	reikia
precisaban	jie
precisaban	reikėjo
circuíto	trasa
circuíto	grandinė
incluído	eina
collería	būtų
dourada	auksinis
