angus	angus
zeitung	zeitung
antropologi	antropoloxía
duell	duelo
edle	nobre
fryser	conxelación
holdningen	actitude
holdningen	atrancos
holdningen	pensas
anstrengelser	esforzos
katalogen	catálogos
katalogen	catálogo
gratulerer	parabéns
reserver	reserva
leirene	campos
jaktet	perseguidos
vits	broma
vits	chiste
vits	bromas
vits	gracia
vits	conto
kolonnen	columna
kolonnen	retagarda
affæren	asunto
metan	metano
fagforening	unión
fagforening	sindicato
fagforening	sindicalista
fagforening	sindical
fagforening	do
flyktning	de
flyktning	refuxiados
flyktning	fuxitivo
samtalen	conversación
samtalen	conversa
samtalen	sobre
eksakte	exacto
eksakte	exacta
eksakte	mesmas
eksakte	exactamente
eksakte	mesma
flaske	botella
fortløpende	continuo
fortløpende	continua
forblitt	ficou
forblitt	por
slim	slim
håpe	esperanza
håpe	que
håpe	espero
håpe	agardo
innocens	inocente
innocens	inocentes
grensesnitt	interface
grensesnitt	usuario
tøff	aproximada
tøff	vaga
tøff	duro
tøff	mal
tøff	moi
tøff	duros
tøff	duras
tøff	dura
tøff	por
tøff	duro
tøff	duros
tøff	difícil
cassini	cassini
fusion	fusión
fusion	reactor
kosthold	dieta
forferdelig	horrible
forferdelig	horríbel
forferdelig	terrible
forferdelig	horrible
forferdelig	horríbel
forferdelig	terríbel
forferdelig	horríbel
yrker	traballo
lunger	pulmóns
solnedgang	solpor
dekorerte	condecorado
agenten	axente
saigon	saigón
ladet	cargada
grip	realidade
ligg	aí
matlaging	cociñar
matlaging	cociña
matlaging	cociñando
matlaging	comida
frimerke	filatelia
frimerke	selo
marka	terreo
marka	chan
marka	terra
uskyldige	inocente
uskyldige	inocentes
merknader	notas
tilbakemeldinger	de
tilbakemeldinger	resposta
weather	♫
weather	tempo
weather	do
weather	este
weather	ben
helgener	santos
forrest	forrest
aldrig	non
aldrig	nunca
tilbakemelding	de
tilbakemelding	resposta
drakk	bebía
andesfjellene	andes
copenhagen	consenso
copenhagen	de
copenhagen	copenhaguen
copenhagen	copenhague
truende	ameazando
truende	ameazan
hendt	lle
hendt	pasou
hendt	ocorreu
hendt	aconteceu
hendt	sucedeu
hendt	que
fryktelig	horrible
fryktelig	horríbel
fryktelig	terrible
fryktelig	horrible
fryktelig	horríbel
fryktelig	terríbel
løk	cebola
føderalt	federal
føderalt	circuíto
føderalt	federais
rapporterer	informe
rapporterer	informar
rapporterer	reportando
rapporterer	información
rapporterer	informes
rapporterer	sobre
kapitulasjon	rendédevos
ubehagelig	incómoda
branch	póla
branch	sucursal
bury	soterrar
funker	funciona
funker	traballa
clint	clint
risikere	riscos
risikere	risco
risikere	perigo
risikere	en
risikere	arriscar
worldwide	mundial
worldwide	mundo
worldwide	no
hint	indicios
formula	fórmula
kostymer	vestiario
kostymer	disfraces
grass	herba
viktighet	importancia
morsom	gracioso
morsom	divertido
morsom	raro
kjedelig	aburrido
kjedelig	aburrida
kjedelig	aburrida
fotspor	pegada
fotspor	pequena
fotspor	pegadas
begrensning	restrición
tyveri	un
tyveri	roubo
skuldrene	ombros
sprengstoff	explosivos
smelter	fusión
smelter	derreter
brukbar	decente
leke	tocar
leke	xogar
leke	xogan
leke	xogo
klan	clan
klan	do
klan	dos
klan	clans
malaria	malaria
malaria	a
minnesmerket	día
minnesmerket	dos
minnesmerket	caídos
huler	cavernas
huler	covas
wheeler	wheeler
gus	gus
seint	tarde
solskinn	sol
solskinn	luz
solskinn	do
stjeler	roubar
stjeler	roubando
kjernefysisk	nuclear
kjernefysisk	nucleares
meningsløst	senso
løype	suposto
løype	que
løype	por
løype	claro
innafor	dentro
innafor	interior
trapper	escaleiras
trapper	as
trapper	escaleira
spart	se
spart	salvado
spart	a
spart	salvou
spart	salvei
spart	salvaches
win	gañar
gyllen	de
gyllen	ouro
terrorangrepene	ataca
terrorangrepene	ataques
bright	e
bright	brillantes
bright	brillante
fang	a
fang	capturar
smil	sorriso
smil	sorrir
smil	sorrí
smil	sorrí
richie	richie
salgs	á
salgs	venda
powers	poderes
laurie	laurie
mean	dicir
katolikos	catholicos
brud	noiva
orm	verme
arbeidsplass	de
arbeidsplass	traballo
tekstil	téxtil
maske	máscara
skapelsen	creación
darling	querida
darling	meu
darling	querido
darling	cariño
darling	ben
bones	ósos
sortere	unha
sortere	como
sortere	de
sortere	tipo
sortere	especie
colombo	colombo
gli	diapositiva
attende	volver
attende	volta
attende	atrás
hustruer	mulleres
hustruer	as
hustruer	esposas
hustruer	súas
rolige	calma
rolige	acouga
rolige	mar
rolige	calmo
rolige	tranquila
rolige	tranquilo
rolige	calme
folkemordet	xenocidio
okse	touro
allah	alá
ruller	rolling
ruller	e
basseng	piscinas
basseng	piscina
basseng	a
arrestere	deter
arrestere	arresto
tvillingene	xemelgos
reflektere	reflicten
reflektere	reflictan
svakhet	debilidade
nabolag	barrio
passion	paixón
drop	lanzamento
nyte	guste
nyte	gozamos
nyte	a
nyte	da
nyte	que
nyte	gozar
nyte	gusta
mødre	nais
sunshine	sol
sunshine	luz
sunshine	do
hurricane	furacán
pleie	importa
pleie	igual
pleie	me
realitet	realidade
realitet	a
pizza	pizza
ligning	ecuación
gjemte	escondín
masker	máscaras
oppbevaring	almacenamento
oppbevaring	consigna
umulige	imposible
umulige	imposíbel
cassius	cassius
pure	puro
pure	pura
pure	puros
panser	armadura
autorisert	posúe
autorisert	estabelecido
eple	mazá
eple	apple
eple	asadas
eple	mazás
regissører	directores
lunge	pulmón
dose	dose
brain	cerebrais
brain	cerebro
brain	cerebral
jar	de
jar	bote
kostbart	caro
kostbart	caros
kostbart	cara
tilfredsstiller	satisfacer
aid	axuda
hoved	principal
hoved	importante
fabrikkene	fábricas
linker	enlaces
linker	ligazóns
klasserom	clase
badet	baño
badet	cuarto
fortune	fortuna
rifler	rifles
rifler	fusís
vitnemål	testemuña
syng	cantar
syng	canta
syng	cante
byrået	axencia
byrået	de
verdifullt	valioso
kasserer	caixeiro
årevis	anos
camping	campamento
camping	acampando
garanti	garantía
garanti	garantir
fullmektig	axudante
ego	ego
hatet	odiaban
hjulet	roda
rocket	foguete
reaktor	reactor
ettermiddag	tarde
ettermiddag	bos
ettermiddag	tardes
ettermiddag	serán
ringene	aneis
avlinger	cultivos
poker	póquer
poker	ao
poker	de
blåste	a
glemmer	non
glemmer	esquezamos
glemmer	a
glemmer	esquecer
glemmer	esquezas
glemmer	o
twist	xiro
berettiget	dereito
trouble	problema
trouble	problemas
talking	falando
talking	de
talking	falar
talking	a
talking	falo
talking	con
gravide	embarazada
gravide	preñado
trevirke	madeira
orkan	furacán
elefant	elefante
alois	alois
konteksten	contexto
passasje	noroeste
passasje	pasaxe
passasje	paso
until	ata
until	que
until	até
whole	toda
whole	todo
whole	enteiro
whole	a
sagan	sagan
løgn	mentiras
løgn	mentira
løgn	mentir
strategier	estratexias
shore	costa
likestilt	equitativos
likestilt	igual
likestilt	mesmo
likestilt	iguais
likestilt	son
rollefigurer	idiogramas
rollefigurer	personaxes
marines	marines
dokka	boneca
nobody	ninguén
nobody	non
nobody	a
wife	muller
wife	esposa
wife	dona
patterson	patterson
pågrepet	arrestados
pågrepet	arrestaron
pågrepet	deteñan
pågrepet	o
kasus	caso
kasus	se
fortjent	gañaba
vaksiner	vacinas
vaksiner	das
vaksiner	as
sjåfør	condutor
sjåfør	de
sjåfør	o
sjåfør	permiso
foreldet	obsoleto
rode	pasou
job	traballo
yard	xardín
yard	pendente
hemmeligheter	os
hemmeligheter	segredos
hemmeligheter	poden
hemmeligheter	adoptar
trend	tendencia
trend	coa
demonstrere	demostrar
demonstrere	amosan
demonstrere	demostraron
demonstrere	manifestación
demonstrere	demostración
velferd	benestar
velferd	asistencia
velferd	social
lime	cal
lime	lima
honning	cariño
honning	rula
honning	meu
honning	ben
kreativitet	a
kreativitet	creatividade
shine	brillar
begjær	desexo
forhindrer	previr
forhindrer	evitando
kosmos	cosmos
konsepter	conceptos
konspirasjon	conspiración
cos	porque
pyramiden	pirámide
føles	sinto
føles	sentimos
føles	se
føles	sente
føles	séntese
føles	sinte
føles	ben
føles	que
bravo	bravo
politimannen	policía
moscow	moscova
bet	pouco
bet	chisco
bet	algo
bet	un
torpedoer	torpedos
mykt	suave
ypperlig	excelentes
ypperlig	excelente
ypperlig	de
safari	safaris
safari	safari
velsignelse	bendición
velsignelse	beizón
vane	hábito
vane	costume
vane	o
grotte	das
grotte	cavernas
grotte	cova
cage	gaiola
flinke	intelixente
flinke	bo
flinke	ben
flinke	boa
flinke	boas
flinke	bos
trailer	remolque
følelsene	emocións
ungt	nova
ungt	mozos
ungt	mozo
ungt	novo
ungt	moza
bråk	ruido
bråk	ruído
bråk	son
argyll	argyll
diamant	diamante
diamant	verdade
orientalsk	oriental
wise	sensata
wise	sabia
wise	sabio
oppreist	pé
tøffe	aproximada
tøffe	vaga
tøffe	duro
tøffe	mal
tøffe	moi
tøffe	duros
tøffe	duras
tøffe	dura
tøffe	por
tøffe	duro
tøffe	duros
tøffe	difícil
attraktivt	agradable
attraktivt	á
attraktivt	atractiva
attraktivt	fermosa
bernstein	bernstein
pionerene	pioneiros
almost	case
kommunist	comunista
kommunist	partido
kommunist	comunistas
sekvens	secuencia
alzheimers	alzheimer
alzheimers	alzhéimer
lidd	sufriron
lidd	sofre
lidd	sufrín
generert	neuronas
generert	xerado
lem	fuga
broder	irmán
broder	meu
destiny	destino
destiny	o
whisky	whisky
whisky	güisqui
whisky	whisky
whisky	botellas
tårer	bágoas
tårer	chorar
tårer	aburrimento
ordrer	ordes
ordrer	orde
ordrer	as
ordrer	encargos
måltid	comida
søknader	aplicacións
søknader	para
demonstrert	a
demonstrert	demostrou
tegnefilm	viñeta
tegnefilm	tira
tegnefilm	debuxos
tegnefilm	animados
tegnefilm	viñetas
triumph	triunfo
lytte	escoitan
lytte	escoiten
lytte	a
lytte	escoitar
lytte	escoitando
lytte	escoitamos
trengt	precisaba
trengt	necesitaba
trengt	precisabamos
ordinært	común
ordinært	cotiáns
ordinært	era
ordinært	ordinario
ordinært	correntes
ordinært	normais
ordinært	simple
ordinært	banal
mast	mastro
likene	cadáveres
raidet	redadas
ondskap	mal
ondskap	malo
ondskap	malvado
ondskap	maldade
ondskap	malvados
session	sesión
baller	pelotas
baller	collóns
baller	ovos
baller	as
broene	bridges
broene	pontes
lepper	beizos
lepper	os
lepper	boca
skjorte	camisa
skjorte	camiseta
objektivitet	obxectividade
lidenskap	paixón
brave	valentes
brave	valente
plyndring	saqueo
hater	odio
hater	os
hater	o
hater	a
prosedyre	procedemento
malerkunst	cadro
malerkunst	pintura
milits	milicia
forsiktige	coidado
forsiktige	ten
forsiktige	con
forsiktige	tede
forsiktige	prudente
forsiktige	conta
forsiktige	atento
tin	estaño
tin	metálico
julenissen	santa
alternativene	opcións
mafiaen	mafia
teleskop	telescopio
teleskop	telescopios
flue	e
flue	pilotar
flue	voar
flue	voan
flue	voarei
flue	voe
flue	voo
animals	animais
animals	os
norma	norma
inklusiv	incluíndo
inklusiv	mesmo
inklusiv	incluído
inklusiv	incluídos
inklusiv	a
charity	caridade
fordommer	prexuízos
evakueringen	evacuación
kroning	da
kroning	coroación
baklengs	revés
diagram	gráfica
diagram	amosa
diagram	gráfico
heia	ir
cynthia	cynthia
oppfostret	criados
oppfostret	a
oppfostret	crecín
oppfostret	criamos
pocket	peto
pocket	petos
rank	última
mangfoldig	diverso
ritual	ritual
ritual	rituais
krok	todos
shin	canela
fullmakt	autoridade
urolig	preocupa
urolig	preocupados
urolig	como
urolig	preocupado
urolig	por
urolig	medo
urolig	preocupada
rente	interese
rente	interesa
trøst	felicidade
cats	gatos
subjekt	suxeito
subjekt	tema
subjekt	materia
leroy	leroy
active	activa
active	a
active	activo
active	activos
active	activas
active	militante
fleksibel	flexibilidade
fleksibel	flexibles
direct	directa
sløyfe	acople
sløyfe	volta
gråt	chorar
gråt	chores
gråt	choro
gråt	berra
gråt	chorando
gråt	choraba
gråt	chorar
gråt	vergoña
gråt	choras
gråt	choran
innrømmer	admitir
innrømmer	admito
innrømmer	que
innrømmer	admitilo
entre	entrada
sjalu	ciumento
sjalu	celosa
hygiene	hixiene
hallo	ola
twenty	20
twenty	vinte
forakt	desprezo
dai	dai
marks	marcos
voks	crecen
voks	medrar
voks	medran
voks	cultivar
voks	crecer
voks	medra
bortenfor	alén
bortenfor	máis
bortenfor	alá
bortenfor	aló
bortenfor	da
bortenfor	moi
bortenfor	lonxe
ingredienser	ingredientes
pumpe	surtidor
rustning	armadura
speedway	altamont
rydding	limpando
rydding	a
rydding	limpeza
rydding	da
visninger	opinións
tepper	mantas
tepper	cobertores
tepper	alfombras
primitiv	primitivos
primitiv	primitiva
primitiv	primitivo
vakuum	aspirador
vakuum	aspiradores
antibiotika	antibióticos
antibiotika	coa
antibiotika	dos
antibiotika	os
rikere	máis
rikere	rica
rikere	ricos
rikere	rico
integritet	integridade
trenden	tendencia
trenden	coa
arbeidsledighet	paro
card	carta
card	tarxeta
card	de
card	unha
card	documento
seventh	sétimo
rakett	foguete
skål	saúde
goder	beneficios
goder	os
klinikk	clínica
kamerat	compañeira
kamerat	camarada
kamerat	compañeiro
kamerat	amigo
kamerat	colega
kamerat	compañeiro
iphone	iphone
gjennomsiktig	transparentes
gjennomsiktig	transparente
forfedrene	devanceiros
forfedrene	os
investere	investimos
investere	investir
investere	invistan
søyle	columna
søyle	retagarda
molekylær	molecular
molekylær	moleculares
begeistring	entusiasmo
sabotasje	sabotaxe
bål	lumes
ursula	ursula
fjernt	distante
fjernt	afastado
låven	granxa
identifisering	identificación
identifisering	documento
identifisering	identidade
damen	señora
damen	dama
damen	muller
damen	nai
genererer	xerar
mercy	misericordia
mercy	piedade
mercy	misericordioso
bore	perforar
root	orixe
root	raíz
moralen	moral
endra	cambiou
endra	cambiei
endra	de
profet	profeta
harmony	harmonía
fyll	cubrir
fyll	encher
matte	matemáticas
koner	mulleres
koner	as
koner	esposas
koner	súas
sjanser	posibilidades
sjanser	riscos
zoom	fixarnos
noko	algo
noko	cousa
søndager	os
søndager	domingos
søndager	domingo
støtende	ofensivo
støtende	ofensiva
skulderen	ombro
skulderen	ombreiro
fortere	máis
fortere	rápido
fortere	axiña
fortere	rápida
haley	haley
kylling	galiña
kylling	polo
kylling	pito
kveg	gando
kveg	vacas
kveg	gado
plage	te
plage	molesta
plage	molestes
plage	molestarte
plage	importa
means	significa
means	dicir
means	que
means	medios
means	quere
verst	peores
verst	peor
madam	señora
autoriteter	autoridades
android	android
nøtter	noces
nøtter	tola
nøtter	tolo
yukon	yukon
ironi	ironía
velg	elixir
velg	escollen
velg	escoller
velg	que
velg	o
velg	a
velg	escolle
palestinere	palestinos
utrolige	incríbel
utrolige	incrible
shake	a
virtuell	virtual
øve	unha
øve	práctica
øve	practicar
øve	exercen
verdener	mundos
lay	aí
løgner	xace
løgner	está
løgner	reside
løgner	mentira
løgner	mentiras
løgner	mentiroso
løgner	mentireira
salvatore	salvatore
uunngåelig	inevitable
uunngåelig	inevitábel
ruin	a
nathaniel	nathaniel
kontoer	contas
organisme	organismo
faces	rostros
faces	caras
kamerater	camaradas
kamerater	dos
kamerater	compañeiros
mccoy	mccoy
fowler	fowler
perspektivet	perspectiva
jobs	traballos
jobs	traballo
ankommet	cheguei
ankommet	á
ankommet	chegou
ankommet	chegamos
ankommet	chegaron
ankommet	a
ankommet	chegar
kul	xenial
kul	ben
kul	fresco
kjole	traxes
kjole	vestido
kjole	roupa
dangerous	perigoso
dangerous	perigosos
dangerous	perigosa
dangerous	perigosas
tipper	que
tipper	supoño
tipper	creo
buddhister	budistas
makes	fai
makes	que
soon	en
soon	canto
soon	axiña
soon	pronto
daughter	filla
æra	era
realisere	de
realisere	conta
realisere	que
briller	lentes
briller	gafas
briller	vasos
briller	as
konjakk	brandy
hicks	hicks
seasons	estacións
ringte	chamada
ringte	chamado
ringte	chámase
ringte	chamou
ringte	chamei
ringte	chamaron
sanksjoner	sancións
signalene	sinais
hjemløse	sen
hjemløse	teito
funksjonell	funcionais
funksjonell	funcional
vitnesbyrd	testemuña
attraktive	agradable
attraktive	á
attraktive	atractiva
attraktive	fermosa
redning	de
redning	apoio
leveren	fígado
rekkevidden	collo
rekkevidden	acadar
rekkevidden	chegar
rekkevidden	ao
rekkevidden	a
puste	respira
fotografering	fotografía
tea	té
tea	tomar
tea	de
tea	te
fingre	os
fingre	dedos
patrol	patrulla
lide	sufrir
blåse	serea
bergart	rocha
bergart	pedra
bergart	rock
bergart	de
bergart	rochas
bergart	xeo
bergart	pedras
mikroorganismer	microorganismos
nødvendighet	necesidade
roboter	robots
veterinær	veterinario
ler	rir
ler	de
ler	nunca
held	reunión
held	perdín
held	mans
held	tiña
held	hoxe
held	atopo
fordelaktig	beneficiosa
implementere	temperán
hjemlige	doméstica
hjemlige	caseira
tunnelene	túneles
ekstraordinære	extraordinario
ekstraordinære	cantidade
ekstraordinære	extraordinarias
ekstraordinære	extraordinarios
ekstraordinære	extraodinarios
ekstraordinære	extraordinaria
spekteret	espectro
kreditt	tarxetas
kreditt	crédito
kreditt	roubada
barney	barney
indeks	índice
arbeidsplassen	de
arbeidsplassen	traballo
forbrukere	consumidores
skjema	forma
skjema	xeito
kick	unha
kick	malleira
kick	patada
kick	dáme
kick	una
kick	botar
kick	patea
instrukser	instrucións
unity	unidade
utryddelse	extinción
samhandling	interacción
samhandling	interaccións
samhandling	cós
massakre	masacre
politifolk	poli
politifolk	policías
politifolk	policía
politifolk	polis
politifolk	policías
politifolk	axentes
forover	fronte
forover	cara
forover	adiante
flyt	fluxo
flyt	transmisión
wire	de
grotter	cavernas
grotter	covas
pistoler	armas
pistoler	fusís
pistoler	as
pistoler	armados
pistoler	metralladoras
ideologien	ideoloxía
pale	pálida
pale	pálido
follow	seguir
follow	seguen
follow	siga
tech	tecnolóxica
tech	tecnolóxicas
genetikk	xenética
svikt	por
svikt	cardíacos
svikt	imaxinación
svikt	fracaso
svikt	fracasado
admiralen	almirante
aten	atenas
netter	as
netter	noites
netter	noite
netter	polas
entusiasme	entusiasmo
mage	estómago
mage	o
dyrelivet	vida
dyrelivet	salvaxe
klient	cliente
kloke	sensata
kloke	sabia
kloke	sabio
chance	oportunidade
chance	posibilidade
extreme	extremas
mormor	avoa
mormor	a
atomic	atómicos
atomic	núcleo
atomic	atómica
mate	comer
mate	alimentar
mate	poderán
mate	de
mate	manter
vital	vital
torsk	bacallau
torsk	bacallao
kosmisk	cósmico
mangfoldige	moitas
heroiske	heroicos
drikk	beber
drikk	bebe
drikk	copa
vakter	gardas
suverene	soberanas
suverene	soberana
supreme	corte
supreme	suprema
supreme	supremo
erkjennelse	recoñecemento
evakuering	evacuación
pin	prendedor
gøy	ben
gøy	divertido
gøy	divertida
lamb	cordeiro
byrå	axencia
byrå	de
fife	vida
vekker	levanta
vekker	esperta
vekker	espertar
vekker	arriba
aim	obxectivo
våknet	espertei
prikker	puntos
prikker	cabos
barber	barbeiro
barber	perruqueiro
slitasje	levar
slitasje	levo
slitasje	levas
slitasje	non
slitasje	as
romantikk	romance
nyter	desfrutando
nyter	ben
delegat	delegado
judge	xuíz
judge	xulgar
loop	acople
loop	volta
syngende	cantando
syngende	canta
syngende	cantar
syngende	que
varetekt	custodia
varetekt	baixo
mystikk	misterio
artig	ben
artig	divertido
artig	divertida
artig	gracioso
artig	divertido
artig	raro
vrede	ira
vrede	rabia
vrede	odio
meieri	leitería
skotter	escoceses
eksperimentelt	experimental
filene	arquivos
patenter	patentes
musklene	músculos
musklene	os
bien	bien
fattigste	pobres
fattigste	máis
fattigste	pobre
fattigste	2
desperate	desesperado
desperate	e
resort	recorren
resort	recorrer
vevet	tecidos
rat	rata
lukke	preto
innse	de
innse	conta
innse	que
leirer	campos
affærer	asuntos
kontoen	relato
kontoen	contas
kontoen	conta
gammal	anos
gammal	vellos
gammal	vello
gammal	vella
ammoniakk	amoníaco
imam	imán
lukter	cheiro
lukter	a
lukter	ulir
lukter	cheira
lukter	ules
lukter	cheira
behagelig	agradábel
behagelig	cómodo
sunt	san
sunt	saúde
sunt	sans
sunt	saudable
slående	rechamante
ønskes	quería
ønskes	que
ønskes	quixen
klok	sensata
klok	sabia
klok	sabio
tøy	roupa
tøy	roupas
turing	test
turing	turing
politimenn	poli
politimenn	policías
politimenn	policía
politimenn	polis
politimenn	policías
politimenn	axentes
overlevelse	supervivencia
overlevelse	mortandade
overlevelse	infantil
overlevelse	sobreviven
forsikre	asegurar
miks	mestura
miks	as
naboen	veciño
cop	poli
cop	policía
friheter	liberdades
friheter	liberdades
skreiv	escribín
skreiv	escribiron
skreiv	escribiume
skreiv	escribiu
skreiv	a
tvillinger	xemelgos
ødelegges	destruídos
ødelegges	destruíron
ødelegges	destruído
ødelegges	con
ødelegges	destruírono
ødelegges	destruír
brus	soda
fell	caeu
fell	namorou
fell	caín
fell	adormeceu
insulin	insulina
insulin	á
forbereder	para
forbereder	a
forbereder	preparar
pyramide	pirámide
yen	iens
melody	melodía
trengtes	precisaba
trengtes	necesitaba
trengtes	precisabamos
høyhet	súa
høyhet	alteza
høyhet	maxestade
høyhet	real
høyhet	si
griser	porcos
griser	os
auditorium	auditorio
kne	xeonllo
fostret	criados
fostret	a
fostret	crecín
fostret	criamos
betydningsfullt	significativas
betydningsfullt	significativa
betydningsfullt	significativo
betydningsfullt	máis
betydningsfullt	importante
eliminere	eliminar
bur	gaiola
eksplosiver	explosivos
tredve	trinta
respekterte	respectado
blek	pálida
blek	pálido
attraktiv	agradable
attraktiv	á
attraktiv	atractiva
attraktiv	fermosa
dykking	mergullar
pose	bolsa
pose	bolso
pose	maletín
pose	saco
salomo	solomon
berøring	tacto
berøring	toque
berøring	contacto
berøring	tocar
berøring	toques
daddy	pai
daddy	papá
gertrude	gertrude
overgivelse	rendédevos
skallen	cranio
zola	zola
constant	constante
kvadrat	cadrado
kvadrat	square
kvadrat	cadradas
kvadrat	praza
kvadrat	limpo
jakke	chaqueta
jakke	da
mafia	mafia
engelen	anxo
ubrukelig	inútiles
ubrukelig	inútil
vertshus	inn
vertshus	hotel
sovende	durmindo
sovende	durmir
sovende	somníferos
sovende	durmindo
sovende	durme
sovende	dorme
sovende	durmido
sovende	adormeceu
sovende	durmir
plutselige	súpeto
plutselige	de
plutselige	repentino
hôtel	hotel
knappene	botóns
kutt	cortar
åndedrett	hálito
åndedrett	respiro
åndedrett	alento
åndedrett	respiración
åndedrett	folgos
åndedrett	tempo
åndedrett	respirar
mosjon	exercicio
kanin	coello
worm	verme
detta	isto
detta	esta
detta	este
jungelen	selva
skulder	ombro
skulder	ombreiro
kjapp	rápido
kjapp	axiña
kjapp	rápida
kjapp	veña
kjapp	marchar
kjapp	rápido
kjapp	velocidade
pionerer	pioneiros
gjenkjenne	recoñecer
gjenkjenne	te
gjenkjenne	recoñecera
lab	laboratorio
lab	no
tillatte	permitiu
tillatte	se
tillatte	permita
tillatte	lles
tillatte	permite
tillatte	non
tillatte	permiten
tillatte	vir
reker	gambas
ledsager	acompañante
ledsager	enfermeiro
sjeler	almas
nevøen	sobriño
vaske	lavado
vaske	lavan
vaske	lavar
vaske	lava
vaske	lavalo
vaske	lavar
vaske	a
vaske	lavadora
vaske	lavado
vaske	lavadoras
vaske	roupa
pakken	paquete
wear	levar
wear	levo
wear	levas
wear	non
wear	as
svulst	tumor
tvungen	obrigado
tvungen	a
tvungen	forzado
tvungen	todo
tvungen	obrigoume
tvungen	recrutado
utafor	do
utafor	fóra
utafor	fora
friskt	fresco
friskt	fresca
friskt	frescos
friskt	descarado
friskt	descarados
friskt	frescas
friskt	cambiar
insisterer	en
svindel	fraude
humør	humor
humør	ánimo
kneet	xeonllo
rensing	limpando
rensing	a
rensing	limpeza
rensing	da
protoner	protóns
døra	porta
calling	chama
calling	a
calling	por
calling	chamando
calling	chamar
samvittighet	consciencia
samvittighet	a
samvittighet	conciencia
samvittighet	da
innfødt	nativo
innfødt	onde
innfødt	terra
identifikasjon	identificación
identifikasjon	documento
identifikasjon	identidade
fjøs	granxa
hinsides	alén
hinsides	máis
hinsides	alá
hinsides	aló
hinsides	da
hinsides	moi
hinsides	lonxe
forebygging	prevención
tenåringer	os
tenåringer	adolescentes
barer	reixas
skygger	sombras
tanner	tanner
arrestasjon	deter
arrestasjon	arresto
missil	mísil
fascisme	fascismo
fascisme	o
ensomhet	fica
ensomhet	illado
ensomhet	soidade
epler	mazás
fleire	máis
observerer	observar
svik	unha
svik	traizón
svik	deslealdade
nylige	recente
nylige	recentes
nylige	últimos
deilig	delicioso
fallen	cae
fallen	caeu
fallen	namorado
afrikanere	africanos
afrikanere	costa
hypoteser	hipóteses
hodepine	cabeza
hodepine	dor
potensiale	potencial
kortfattet	informe
kortfattet	breve
nerver	nervios
nerver	os
gjenoppbygge	reedificar
gjenoppbygge	reconstruír
sysselsetting	traballo
ansikter	rostros
ansikter	caras
brettspill	xunta
brettspill	de
brettspill	reunión
brettspill	bordo
brettspill	comida
iboende	inherente
app	aplicación
app	aplicación
transfer	transferir
transfer	traslado
bride	noiva
kollegaer	colegas
kollegaer	compañeiros
skjønnheten	beleza
skjønnheten	a
målsetting	obxectivo
målsetting	obxectiva
legitim	lexítima
legitim	lexítimo
stilk	células
stilk	nai
skyen	nube
daggry	alborecer
daggry	amencer
skru	a
numre	números
numre	das
numre	os
numre	número
spioner	espías
heltene	heroes
heltene	son
heltene	heroínas
beviset	proba
beviset	probas
beinet	perna
beinet	pernas
beinet	unha
beinet	pata
brukket	roto
samhold	unidade
autentiske	auténtica
autentiske	é
gevær	rifles
gevær	fusís
gevær	rifle
molekyl	molécula
molekyl	molecular
namn	nome
namn	se
whatever	que
whatever	calquera
whatever	sexa
whatever	o
whatever	agarimosa
hunger	fame
brukbart	útil
brukbart	útiles
brukbart	para
less	menos
morder	asasino
morder	do
morder	asasino
copper	cobre
fedre	pais
fedre	os
fedre	pai
gertrud	gertrude
krater	cráter
myrde	asasinatos
myrde	un
myrde	homicidio
myrde	asasinato
myrde	asasino
håndtak	manexar
håndtak	arranxar
håndtak	mango
håndtak	facer
håndtak	diso
absurd	absurdas
bolle	pratos
bolle	bowl
bolle	cunca
notat	nota
notat	a
notat	notas
palestinerne	palestinos
aper	monos
triks	truco
triks	trucos
dress	para
dress	satisfacer
dress	traxe
monstre	monstros
preken	sermón
hokkaido	hokkaido
streets	rúas
streets	polas
streets	rúa
våge	se
våge	atreven
våge	a
sides	lados
sides	bandos
sides	caras
sprakk	roto
uhyre	monstro
interessene	interesa
interessene	intereses
personale	persoal
personale	bastón
personale	de
personale	plantilla
peiling	idea
modige	valentes
modige	valente
basket	baloncesto
basket	básquet
kopp	cunca
kopp	café
sorterer	tipo
sorterer	tipos
sorterer	de
sorterer	pasar
sorterer	caste
sjølv	nin
sjølv	incluso
sjølv	aínda
sjølv	mesmo
sjølv	sequera
sexy	sexy
håpløst	esperanza
mikke	mickey
mikke	micky
sensor	sensor
linser	lentes
kjeder	aburrida
saft	limoada
stup	inmersión
cannon	canóns
cannon	sobre
cannon	os
cannon	artillaría
cannon	canón
spekulasjon	especulación
dinosaurer	dinosauros
dinosaurer	os
eksponert	exposto
eksponert	á
