weiss	вайс
ellenálló	опір
lucy	люсі
liter	літр
liter	літр
liter	літри
liter	літрів
műhelyek	семінари
dylan	ділан
derek	дерек
suzuki	suzuki
camp	табір
dublin	дублін
kontinensen	континенті
kontinensen	континент
kontinensen	континенту
britney	брітні
eltávolítása	вилучення
eltávolítása	видалення
eltávolítása	прибрати
eltávolítása	видалити
eltávolítása	вилучити
eltávolítása	вилучення
eltávolítása	видалення
nyíló	цвісти
kritikát	критика
kritikát	критики
kritikát	critique
merőleges	перпендикулярно
kenyér	хліба
kenyér	хліб
sütő	плита
sütő	піч
sütő	піч
kinga	кінг
kinga	король
kinga	цар
kinga	кінга
démon	демон
karen	карен
tulajdon	властивості
tulajdon	властивість
tulajdon	майна
tulajdon	власність
tulajdon	майно
marokkói	марокканська
hódító	завойовник
hódító	завойовником
lábát	ніжки
lábát	ноги
lábát	ніжку
lábát	нога
lábát	нозі
lábát	ногу
amanda	аманда
cleveland	клівленд
folytatás	поновити
folytatás	відновити
folytatás	продовжити
folytatás	продовження
folytatás	нетерпінням
folytatás	продовжуючи
folytatás	продовжуємо
folytatás	продовжувати
folytatás	продовжити
folytatás	продовжуємо
folytatás	тривале
folytatás	продовжив
folytatás	продовжували
folytatás	продовжується
folytatás	продовжила
hittem	повірила
hittem	вірив
hittem	здавалось
hittem	вірила
hittem	вірили
hittem	здалося
hittem	подумав
hittem	думав
hittem	думала
hittem	гадали
fasiszta	фашист
célokat	цілі
célokat	голи
végrehajtani	виконати
végrehajtani	реалізувати
villamosok	трамваї
gregory	ґреґорі
gregory	григорій
gregory	грегорі
dominikai	домініканський
dominikai	домініка
kocka	кубик
kocka	куб
kocka	кості
kocka	кістку
örülök	ласки
örülök	задоволенням
örülök	задоволення
örülök	радий
örülök	раді
tárgyalás	узгодження
tárgyalás	перемовини
tárgyalás	судять
befejezetlen	незакінчені
befejezetlen	неповна
befejezetlen	незавершений
befejezetlen	неповним
lemond	відставку
lemond	здача
optimális	оптимального
optimális	оптимальний
februárban	лютому
februárban	лютий
februárban	лютого
detroit	detroit
intézkedések	заходи
intézkedések	дії
konfliktusok	конфлікти
konfliktusok	конфліктів
konfliktusok	конфлікт
szörny	монстр
fehérje	білок
fehérje	білки
fehérje	білку
tárgyalja	дискусія
eltérések	відхилень
eltérések	відмінностей
eltérések	відмінності
vitákat	пленарному
könyvtárak	бібліотек
könyvtárak	бібліотеки
könyvtárak	бібліотеках
könyvtárak	каталоги
könyvtárak	каталогів
ókor	низки
springer	springer
részecske	частки
részecske	частинок
részecske	частинки
részecske	частка
részecske	частинки
részecske	частинка
elismerés	любителів
elismerés	визнання
szabályozó	редуктор
molekula	молекулярна
molekula	молекула
molekula	молекули
elegáns	вишуканий
elegáns	елегантний
elegáns	елегантно
elegáns	шикарний
cáceres	касерес
vegas	вегасі
vegas	вегас
everton	евертон
donna	донна
abd	абд
bekezdés	стаття
bekezdés	абзац
bekezdés	абзаци
nyilas	стрілець
természetfeletti	надприродне
rocky	рокі
intelligencia	інтелект
intelligencia	розвідка
fan	прихильник
fan	фан
fan	шанувальник
fan	шанувальників
fan	вентилятор
kellően	достатній
fogak	зуби
épít	будує
épít	збирає
vizsgálati	перевірка
vizsgálati	перевірити
vizsgálati	test
vizsgálati	тест
vizsgálati	тестування
vizsgálati	випробування
éghajlati	кліматичних
rákok	краби
rákok	ракоподібних
rákok	креветки
vaszilij	василь
fertőző	інфекційних
képregények	comics
képregények	комікси
képregények	комікс
fertőzött	зараження
fertőzött	заражені
css	css
blackburn	блекберн
mondatok	фразами
mondatok	фрази
mondatok	виразів
mondatok	фраз
mondatok	речення
mondatok	речень
aligha	навряд
naruto	наруто
brescia	брешія
baltimore	балтимор
ming	мін
kertek	сади
kertek	садів
tizenhét	сімнадцять
zavart	плутанини
zavart	заважав
molekulák	молекул
molekulák	молекули
csillagászat	астрономія
svédek	шведи
jin	цзінь
technológiák	технологій
technológiák	technologies
technológiák	технології
iratok	документи
jesse	джессі
szebb	кращі
évtizedben	десятиліття
illő	вдале
politikailag	політично
lovasság	кавалерії
tölteni	провести
tölteni	проводять
tölteni	витратити
platón	платон
tőke	рахунки
tőke	акцій
tőke	капітал
tőke	столиця
csatolt	долучено
steel	сталь
hardcore	хардкор
kanári	канарські
mason	муляр
case	регістр
case	справа
case	випадок
case	випадку
edwin	едвін
méhek	бджіл
méhek	бджоли
viva	viva
jeremy	джеремі
tárolt	зберігається
tárolt	зберігаються
elengedhetetlen	незамінний
elengedhetetlen	незамінна
elengedhetetlen	необхідних
elengedhetetlen	необхідного
elengedhetetlen	необхідний
termés	посіви
termés	жнива
termés	урожай
termés	врожай
termés	обрізання
termés	обрізати
christie	крісті
kertben	садку
kertben	садок
kertben	сад
alfaj	підвид
fordulat	крути
akkumulátorok	батарейки
jelzés	сигнал
jelzés	сигналізація
találkozás	засідання
találkozás	нарада
találkozás	зустрічі
találkozás	зустріч
találkozás	зустріч
műszerek	інструментів
műszerek	інструментами
számítástechnikai	обчислення
fogoly	полоні
kiszolgáló	сервер
kiszolgáló	сервера
kecske	коза
kecske	цап
kecske	козу
kecske	козел
kecske	кози
hívők	віруючих
freud	фрейд
antwerpen	антверпен
programozás	програмування
napoli	наполі
gondok	труднощі
gondok	проблем
gondok	проблеми
etikai	етичних
etikai	етика
keringési	гостра
mccartney	маккартні
névmás	займенник
zongorista	піаніст
sötétség	темряву
sötétség	темрява
sötétség	темряви
foster	фостер
búr	бур
rns	рнк
enrique	енріке
festmények	картини
festmények	картин
dom	дом
ideológiai	ідеологічна
hansen	гансен
guido	гвідо
fiat	fiat
nyújtó	надання
ügyes	влучно
ügyes	розумний
ügyes	розумна
ügyes	розумні
ügyes	розумно
szegények	бідними
szegények	бідна
szegények	бідний
szegények	бідні
berkeley	берклі
hangzott	прозвучало
hangzott	розмовляла
végzetes	критична
email	email
tüzérség	озброєння
tüzérség	артилерії
megerősítve	підтверджено
megerősítve	підтвердила
megerősítve	підтвердили
megerősítve	підтверджена
megerősítve	підтверджую
megerősítve	підтвердити
megerősítve	підтвердження
megerősítve	підтвердити
bűncselekmények	злочини
bűncselekmények	злочин
bűncselekmények	кримінальна
zoológus	зоологом
térképek	карти
térképek	мапи
térképek	картах
térképek	хітів
térképek	діаграм
térképek	графіки
térképek	діаграми
zeusz	зевс
curtis	кертіс
lőszer	снаряд
lőszer	боєприпаси
lőszer	боєприпасів
lőszer	боєприпаси
phillips	філліпс
jelentések	звітності
jelentések	звітування
jelentések	звітів
jelentések	звіти
zászlók	банери
zászlók	прапорці
zászlók	прапори
hangsúly	виділення
hangsúly	акцентом
rajzolt	намальовано
rajzolt	намальовані
rajzolt	намалював
rajzolt	дрю
megmutatta	показав
megmutatta	показала
elkészítése	приготування
főnix	фенікс
grey	сіра
grey	сірий
grey	грей
michelangelo	мікеланджело
forever	назавжди
forever	forever
forever	навіки
értelmezés	інтерпретація
értelmezés	тлумачення
liu	лю
tisztek	офіцери
tisztek	офіцерів
legkevésbé	найменш
legkevésbé	найменше
osztva	розділена
osztva	розділив
érme	монет
érme	монети
érme	монета
érme	фішка
érme	монету
antonius	ентоні
antonius	антоній
protokoll	протокол
hallott	почув
hallott	чув
hallott	почула
hallott	чули
hallott	чула
sajnálom	вибачте
sajnálom	шкода
sajnálom	пробачте
sajnálom	перепрошую
sajnálom	прикро
asztalos	карпентер
mérési	вимірювання
névleges	номінальна
elnöksége	президія
szabályzat	правила
szabályzat	статут
szabályzat	постанов
szabályzat	правила
szabályzat	політики
szabályzat	policy
szabályzat	політика
szabályzat	політикою
fájlok	файли
fájlok	файлів
ardennes	арденни
harag	злість
harag	гнів
harag	гнів
harag	гніву
harag	лють
feliratok	субтитри
morrison	моррісон
hullámok	хвилі
hullámok	хвилями
jogszabály	закон
jogszabály	право
jogszabály	законодавства
jogszabály	законодавство
mérték	оцінити
mérték	частота
mérték	швидкість
mérték	оцініть
mérték	ставка
mérték	вимірюється
mérték	вимірювання
mérték	міру
mérték	міра
romlott	гнилі
primitív	примітивні
elvek	засади
elvek	принципи
tengerpart	містам
tengerpart	пляжний
tengerpart	біч
tengerpart	пляж
tengerpart	пляжі
tengerpart	узбережжя
tengerpart	берег
fogyaszt	поглинає
műszer	приналежність
műszer	апарат
villeneuve	вільнев
üresen	порожнім
üresen	порожнє
üresen	порожня
üresen	порожні
üresen	порожній
üresen	бланк
üresen	порожній
szervez	організувати
szervez	організації
szervez	впорядковано
izom	язи
izom	muscle
bizonyított	довів
bizonyított	доводять
bizonyított	довели
bizonyított	доведено
bizonyított	доведено
képzési	тренування
képzési	тренінг
képzési	тренінги
ismételt	повторюється
párbeszéd	діалог
veszett	сказ
líbia	лівії
emlékezett	пригадав
emlékezett	згадав
fázis	етапу
fázis	фаза
fázis	фазу
fázis	фази
hills	пагорби
fedezett	розібралися
fedezett	покрита
gran	гран
zsoldos	найманець
kiegészítés	доповнення
kiegészítés	добавки
kiegészítés	додаткові
kiegészítés	додаткова
reggae	реггі
égő	пальник
égő	палає
címeket	заголовки
keverés	змішували
keverés	змішування
amsterdam	амстердам
nigel	найджел
louvre	лувр
választható	додатковий
közvetett	непрямі
elme	mind
elme	розум
büszke	гордий
büszke	горді
büszke	proud
büszke	горда
mia	mia
mia	мія
mia	безвісти
mia	міа
orleans	орлеан
dinoszaurusz	динозавр
eredményezte	призвела
xxx	xxx
kambodzsa	камбоджі
yonne	іонн
kifejtett	висловив
kifejtett	висловили
bristol	bristol
gyümölcsök	фрукт
gyümölcsök	фрукти
gyümölcsök	плід
gyümölcsök	плоди
gyümölcsök	фруктові
gyümölcsök	фрукти
gyümölcsök	плоди
gyárban	фабрика
bretagne	бретань
moss	мосс
énekelni	співають
énekelni	співай
énekelni	співаю
énekelni	спів
énekelni	співати
énekelni	співає
anders	андерс
téglalap	прямокутник
téglalap	прямокутник
téglalap	прямокутний
szigetcsoport	архіпелаг
líra	ліра
líra	lire
feleségek	домогосподарки
feleségek	дружин
feleségek	дружини
feleségek	подругами
böngésző	браузер
böngésző	навігатор
böngésző	переглядач
olvasott	прочитайте
olvasott	читати
olvasott	прочитані
olvasott	читайте
olvasott	прочитати
olvasott	читання
bolton	болтон
milton	мілтон
napokon	днів
napokon	дні
nagyok	великі
nagyok	великих
nagyok	великі
nagyok	велике
nagyok	велика
nagyok	великий
nagyok	біг
zimbabwe	зімбабве
csupasz	необхідний
garcia	гарсія
repül	fly
repül	літати
repül	муха
repül	лети
repül	польоту
sullivan	салліван
airways	airways
érzelmek	емоція
érzelmek	емоції
érzelmek	почуття
galaxy	галактика
jung	чон
dallam	мелодія
dallam	мелодії
dallam	мелодію
sandra	сандра
sebész	хірург
folyami	річка
folyami	ріка
nyilatkozat	достовірність
nyilatkozat	заява
nyilatkozat	виписка
nyilatkozat	твердження
nyilatkozat	декларація
nyilatkozat	оголошення
málna	малина
málna	малиновий
algériai	алжирська
övé	її
regina	регіна
simone	симона
simone	сімон
gyermekkori	дитинство
gyermekkori	дитинства
richards	річардс
koronázás	коронація
koronázás	коронації
pozíciók	позиції
pozíciók	позицій
órák	годин
órák	години
órák	годинники
órák	класи
órák	годинники
órák	зацікавленість
órák	спостерігає
tár	кліп
tár	журнал
tár	magazine
tár	часопис
marion	маріон
taxon	таксон
tizennyolc	вісімнадцять
lev	лев
christina	крістіна
christina	христина
helmut	гельмут
említ	згадки
nathan	натан
nero	nero
szabadalmi	патент
toledo	toledo
petri	петрі
operatív	оперативного
operatív	оперативна
operatív	готовності
tévedés	помилка
tévedés	помиляєтесь
tévedés	простирадла
tévedés	помилятись
tévedés	помиляється
tévedés	помилка
claudia	клаудія
ágak	філії
ágak	гілками
ágak	гілки
bern	берн
gard	гар
klubok	клуби
klubok	жир
klubok	клубів
mindeközben	тимчасом
braun	браун
aude	од
övezet	зона
megújult	оновлена
megmenteni	зберегти
megmenteni	зберігається
megmenteni	заощадження
megmenteni	збереження
kivételek	винятки
kivételek	виняток
kivételek	винятки
kivételek	виключення
rajongó	прихильник
rajongó	фан
rajongó	шанувальник
rajongó	шанувальників
rajongó	вентилятор
hozzáférhető	доступний
válaszokat	відповіді
válaszokat	відповіді
fogyasztása	споживання
értékelés	оцінювання
értékelés	оцінка
jeleket	сигнали
küldeni	надіслати
küldeni	відправити
küldeni	надсилати
küldeni	відіслати
küldeni	надсилання
hódítás	завоювання
hódítás	conquest
hódítás	підкорення
iskolákban	школах
iskolákban	шкіл
államférfi	statesman
állatkert	зоопарк
csökkenteni	зменшити
günther	гюнтер
szenegál	сенегалу
metropolitan	metropolitan
figyelt	дивились
figyelt	дивилися
figyelt	дивився
judo	дзюдо
díszlet	краєвид
díszlet	набори
díszlet	встановлює
díszlet	заходить
duke	герцог
duke	дюк
ellátás	запаси
ellátás	постачання
ellátás	надати
gedeon	гедеон
ruhát	одяг
rákos	рак
far	far
far	далека
far	далекий
far	далеко
majom	мавпа
majom	monkey
majom	мавпа
kasztília	кастилія
merész	жирний
merész	жирним
merész	сміливу
josh	джош
jezsuiták	єзуїтів
dohány	тютюн
elkészített	підготувала
elkészített	суспільно
elkészített	підготовлено
elkészített	підготував
megszökött	втік
megszökött	утік
megszökött	втекла
megszökött	втекли
nbc	викладала
lemondását	звільнення
üstökös	комета
univerzális	універсальна
univerzális	universal
univerzális	універсальний
platina	platinum
powell	павелл
teher	тягар
nyitó	відкриття
nyitó	відкривання
nyitó	відкривається
nyitó	відкриваємо
szerencse	фортуна
szerencse	пощастило
szerencse	щасливим
szerencse	щасливчик
szerencse	вдача
szerencse	удача
termékeket	продукція
termékeket	виріб
termékeket	вироби
termékeket	продукти
sokoldalú	універсальне
szalag	стрічку
szalag	стрічка
szalag	плівка
szalag	стрічки
szalag	стрічка
szalag	стрічки
vágás	вирізання
vágás	різати
vágás	вирізати
vágás	редагування
vágás	монтаж
testek	тіл
testek	тіла
őrmester	сержант
őrmester	сержант
qui	qui
manhattan	манхеттен
tisztviselő	адміністратор
tisztviselő	адміністратора
tisztviselő	адміністратором
tisztviselő	офіційні
tisztviselő	офіційна
tisztviselő	офіційний
tisztviselő	офіційне
vancouver	ванкувер
állatorvos	вет
állatorvos	ветеринар
szabályozása	регулюють
szabályozása	регулює
brüsszelben	брюсселі
brüsszelben	брюссель
eugene	євген
eugene	юджин
eugene	євгеній
prof	prof
prof	проф
fogadó	вузол
fogadó	ведуча
fogadó	інні
fogadó	готель
fogadó	отримувач
apostolok	апостолів
szándékos	навмисним
szándékos	навмисно
egyetemek	університети
abdul	абдул
app	застосунок
app	додаток
íze	смак
túlélő	survivors
túlélő	вижили
túlélő	пережити
túlélő	survivor
graf	граф
tengerparton	містам
tengerparton	пляжний
tengerparton	біч
tengerparton	пляж
kristályos	ясні
kristályos	кристал
kristályos	кристалічних
xavier	xavier
csúnya	страшні
csúnya	неприємних
viszonylagos	відносно
viszonylagos	відносна
viszonylagos	відносний
oregon	орегон
sztár	зоря
sztár	зірочки
sztár	зоряні
sztár	зірка
kevesebbet	менше
silvio	сільвіо
egyensúly	баланс
egyensúly	рівноваги
egyensúly	рівновага
xxii	xxii
orlando	орландо
june	червня
june	червні
june	червень
bernhard	бернгард
jevgenyij	євген
díszítették	прикрашені
megegyezés	поселення
megegyezés	угода
megegyezés	угоду
megegyezés	домовленість
megegyezés	аранжування
megegyezés	розташування
felépített	побудовано
felépített	побудували
felépített	зібрано
összefüggés	контекст
összefüggés	контексту
barcelonai	барселона
igazolja	вирівняти
igazolja	виправдовує
vándor	wanderer
vándor	мандрівник
ingatlan	властивості
ingatlan	властивість
ingatlan	майна
ingatlan	власність
ingatlan	майно
ital	напої
ital	напої
ital	пити
ital	напій
ital	напої
szemek	очі
szemek	очей
szemek	очам
sovány	тримайте
sovány	тонка
sovány	тонкі
sovány	тонкий
olcsóbb	дешевше
olcsóbb	дешевші
erődítmény	печерської
erődítmény	укріплення
ciudad	сьюдад
krónikák	хроніки
hajóval	судно
hajóval	корабель
szintetikus	synthetic
szintetikus	синтезатор
lezuhant	розбився
kézikönyv	підручник
kézikönyv	підручника
kézikönyv	довідник
kézikönyv	підручник
kézikönyv	ручний
kézikönyv	ручна
kézikönyv	ручне
kézikönyv	вручну
kézikönyv	довідок
megkötött	завершені
raf	раф
tizenkettedik	дванадцята
dio	діо
ügynökség	агенція
ügynökség	агентство
tobago	тобаго
uralta	домінують
átírni	переписування
adler	адлер
gmbh	gmbh
jet	реактивний
elhelyezve	розташовувати
zen	дзен
bika	бик
bika	бул
bika	бика
bika	булл
szatirikus	сатиричний
hangos	гучний
hangos	голосно
hangos	гучно
hangos	яскрава
hangos	шумно
mono	моно
lars	ларс
polo	polo
polo	поло
tank	танк
tao	тао
teremt	створює
érzés	почуття
érzés	відчуття
érzés	передчуття
deutsch	німецькій
pillanat	момент
pillanat	мить
ártatlan	невинних
ártatlan	невинні
ártatlan	невинний
nickelodeon	nickelodeon
vigyázz	дивитися
vigyázz	подивитися
vigyázz	дивіться
vigyázz	дивися
vigyázz	спостерігати
kaiser	кайзер
tanul	вчиться
tanul	навчається
tanul	навчання
tanul	навчання
tanul	дізнатися
tanul	вчити
tanul	вчитись
tanul	навчитися
ghz	ghz
incidens	інцидент
incidens	дтп
incidens	випадки
díszítő	декоративні
nicolae	ніколае
butler	батлер
dale	дейл
roosevelt	рузвельт
kézműves	ремісник
obszervatórium	обсерваторія
michele	мікеле
föderáció	федерація
chen	чен
chen	чень
enzim	ферменти
enzim	фермент
robbant	вибухнула
robbant	вибухнув
halvány	слабкого
halvány	бліда
tárgyalt	домовився
táplálék	харчування
táplálék	їжа
funkciók	функції
funkciók	функціональності
funkciók	функціональність
funkciók	особливості
funkciók	можливості
funkciók	функціональність
promóciós	promo
promóciós	промо
promóciós	підвищення
promóciós	просування
promóciós	заохочення
promóciós	рекламні
promóciós	промо
palmer	палмер
edzés	вправи
edzés	вправа
edzés	практика
edzés	тренування
edzés	тренінг
edzés	тренінги
fuvola	флейта
melinda	мелінда
zita	зіта
mássalhangzó	приголосний
próba	перевірка
próba	перевірити
próba	test
próba	тест
próba	репетиція
próba	тестування
próba	випробування
win	win
win	переможе
hangokat	голоси
fokozatos	прогресивна
fokozatos	прогресивний
fokozatos	прогресивні
fokozatos	тривалий
angela	ангела
öröm	радості
öröm	радість
öröm	ласки
öröm	задоволенням
öröm	задоволення
madridi	madrid
madridi	мадрид
faji	расової
texasi	техас
összecsapás	clash
összecsapás	smackdown
közzétett	опубліковано
közzétett	опубліковані
közzétett	опублікований
közzétett	оприлюднено
közzétett	опубліковано
gyakorlatok	вправи
gyakorlatok	практик
kozák	козак
kozák	козацька
kozák	козацьку
kozák	козацької
reformok	реформи
reformok	реформа
reformok	реформи
folt	пляма
folt	пляму
folt	місце
folt	пляма
diamond	diamond
diamond	діамант
dízel	дизель
audio	аудіо
audio	audio
hunok	гуни
termelő	продуктивного
termelő	виготовлено
termelő	виробник
termelő	продюсер
életmód	фешн
életmód	життя
facto	факто
chapman	чепмен
millennium	тисячоліття
bosszú	помста
bosszú	помсти
bosszú	помста
cicero	цицерон
tisztelet	respect
tisztelet	повага
emírségek	еміратів
terror	жах
terror	терор
betöltötte	заповнений
burkina	буркіна
irma	ірма
dalmát	далматинська
galériában	галерея
galériában	галерею
galériában	галереї
galériában	gallery
közvetítő	брокер
közvetítő	посередник
közvetítő	медіатор
trófea	трофей
terápiás	лікувальний
miranda	міранда
hülye	тупо
hülye	дурна
hülye	дурне
hülye	дурний
fejes	шапка
fejes	заголовок
örökké	назавжди
örökké	forever
örökké	навіки
kukorica	кукурудза
kukorica	кукурудзу
kukorica	кукурудза
kukorica	кукурудзи
damon	деймон
tulajdonosai	власники
tesztek	перевірки
tesztek	тести
szerelvény	єднання
szerelvény	потяг
szerelvény	поїзд
szerelvény	зборів
szerelvény	збори
domain	домен
nagykövet	посол
reakciók	реакцій
reakciók	реакції
reakciók	реакція
rövidített	скоротили
rövidített	скорочена
rövidített	скоротити
sátán	сатана
bejegyzett	зареєстровано
bejegyzett	зареєстровані
bejegyzett	зареєстрований
alany	темою
alany	тема
alany	предмет
asztali	стіл
asztali	столик
asztali	таблиця
asztali	таблиці
asztali	стільниці
káosz	хаос
hyde	гайд
meggyőzni	переконати
állva	стоїть
állva	стоячи
állva	стоять
hajnalban	світанок
hajnalban	світанку
őszinte	щиро
őszinte	щира
őszinte	відвертий
őszinte	чесне
őszinte	чесна
őszinte	чесний
őszinte	щире
meteor	метеорит
meteor	метеор
crassus	красс
doki	doc
doki	документ
doki	док
szertartás	церемонія
szertartás	обряд
szertartás	ритуал
fájdalmas	боляче
színtelen	безбарвні
alkalmanként	місцями
menekülés	втеча
menekülés	втеча
menekülés	втечу
menekülés	втекти
suárez	суарес
elvis	елвіс
befolyás	перебіг
befolyás	впливати
befolyás	вплив
számol	підрахунок
számol	порядковий
számol	обліку
számol	відлік
trió	тріо
javítás	ремонт
javítás	корекція
javítás	ремонту
javítás	ремонт
feltételes	умові
feltételes	умовні
feltételes	parole
ich	ich
befolyással	перебіг
befolyással	впливати
befolyással	вплив
lisszabon	лісабон
bevált	спрацювало
bevált	працював
bevált	працювали
bevált	працювала
teremtés	створення
teremtés	витвір
meggyilkolt	убитий
mozilla	mozilla
oldalsó	боковий
leicester	лестер
humor	комедія
humor	комедії
humor	гумор
humor	гумор
félre	окрім
félre	вбік
vonattal	потяг
vonattal	поїзд
megmenti	зберігає
megmenti	врятовані
megmenti	збереже
megmenti	рятує
ronnie	ронні
meta	мета
baptiste	батіст
baptiste	батист
neme	стать
neme	статі
neme	гендерна
duó	duo
pet	pet
szállítási	доставку
szállítási	доставка
csecsemő	дитячої
csecsemő	немовля
utah	юта
legmélyebb	глибоку
legmélyebb	глибокі
mélységben	глибини
átlátszó	прозоре
átlátszó	прозорі
átlátszó	прозора
átlátszó	прозорий
korlátlan	безмежна
korlátlan	безмежного
operát	opera
operát	опера
paraszt	селянська
paraszt	селяни
paraszt	селюк
para	para
kölyök	малиш
érdekelt	цікавиться
érdekelt	зацікавлений
érdekelt	зацікавило
érdekelt	цікаво
érdekelt	цікавить
érdekelt	цікавляться
azonkívül	окрім
tanúsított	сертифікований
temple	храму
temple	храм
másutt	деінде
savanyú	гірка
légköri	атмосферні
légköri	атмосферний
louisiana	луїзіана
wisconsin	вісконсин
key	ключ
key	клавіша
tapasztalat	досвід
veronica	вероніка
valois	валуа
api	api
ragaszkodott	заявив
foltok	плями
foltok	плям
lóerős	bhp
wang	ван
cache	кеш
cache	кешу
tajvani	тайвань
tajvani	тайванська
rotterdam	роттердам
írjon	записати
írjon	напишіть
írjon	пишіть
írjon	виписати
írjon	написати
áldozatai	жертв
áldozatai	жертви
áldozatai	жертвами
áldozatai	постраждалих
áldozatai	постраждалим
baszk	баскська
python	python
python	пітон
erőteljesen	енергійно
szemet	eye
szemet	око
romeo	ромео
pak	пак
ibrahim	ібрагім
veszteség	збиток
veszteség	втрати
veszteség	втрата
veszteség	збитки
veszteség	втрату
veszteség	втрат
veszteség	збитки
veszteség	програш
como	como
hajózási	shipping
hajózási	доставки
minősített	сертифікований
benz	benz
rágcsálók	гризунів
rágcsálók	гризунами
operett	оперети
namíbia	намібія
tudatában	уважні
tudatában	відомо
tudatában	усвідомлює
törekszik	укріпити
díjakat	призи
évszak	season
évszak	сезон
évszak	сезону
évszak	сезони
kincstár	скарбниця
españa	españa
elvégzett	виступали
elvégzett	виступала
rövidítés	абревіатура
rövidítés	скорочення
rövidítés	абревіатура
rövidítés	акронім
rövidítés	скорочення
rövidítés	скорочення
bővítése	збільшити
szarvasmarha	корова
szarvasmarha	порода
jeges	крижані
jeges	льодом
jeges	холодний
mesterségesen	штучно
xxiii	xxiii
változók	змінні
rush	кайф
bíbor	фіолетовий
bíbor	багряний
constantin	константін
martha	марто
martha	марта
torre	торре
palesztin	автономії
palesztin	палестинська
aviv	авів
legősibb	найстаріших
megőrzése	зберігати
megőrzése	консервація
cohen	коен
képességek	здібності
képességek	здатність
képességek	можливість
képességek	навички
képességek	уміння
képességek	навики
haller	галлер
federer	федерер
patricia	патриція
mozgását	рухи
mozgását	рухів
parkok	парки
gazdálkodás	управління
gazdálkodás	менеджмент
gazdálkodás	керівництво
gazdálkodás	керування
gazdálkodás	землеробства
pentium	pentium
berry	беррі
berry	ягода
újságok	газетах
újságok	газети
mir	мір
hannah	ганна
sportban	спорт
sportban	спортивні
sportban	спорту
figyelő	спостерігач
gil	гіл
kölni	кельн
gerincesek	vertebrates
megyek	їду
megyek	йдемо
chicagói	чикаго
kétnyelvű	двомовні
létrehozva	створення
létrehozva	створено
létrehozva	створені
létrehozva	створене
létrehozva	створена
zero	zero
zero	нульовий
zero	нуль
zero	нулі
kiindulási	baseline
karibi	caribbean
praktikus	практичні
praktikus	практичне
praktikus	практичний
praktikus	практична
praktikus	зручний
praktikus	зручно
hepburn	хепберн
ellentétek	протилежності
következetesen	однорідного
megölni	припинення
megölni	вбити
megölni	kill
gérard	жерар
bennszülött	корінні
bennszülött	рідний
bennszülött	рідна
fenntartható	сталий
vonzó	привабливою
vonzó	привабливий
vonzó	приваблива
vonzó	привабливим
homoszexuális	гомо
kombinált	комбінований
aromás	запашна
foglyok	затримані
foglyok	полонених
hatékonyan	ефективна
hatékonyan	ефективні
hatékonyan	ефективно
elméletileg	гіпотетично
elméletileg	теоретично
énekli	співає
granada	ґранада
védők	захисникам
védők	захисників
létrehozásáról	встановлюється
létrehozásáról	встановлювати
terhesség	вагітність
vezeték	газопровід
vezeték	дріт
vezeték	дроту
vezeték	провід
készítő	maker
készítő	творця
richardson	річардсон
ruha	одяг
ruha	вбрання
ruha	сукня
ruha	одяг
terek	простори
terek	пробіли
woody	вуді
vie	ві
gyűrűt	кільце
gyűrűt	перстень
gyűrűt	каблучка
gyűrűt	кільцева
tartósan	постійного
tartósan	постійні
tartósan	стійкий
tartósan	постійний
tartósan	остаточно
tartósan	назавжди
tartósan	постійно
tanítani	вчить
tanítani	навчальні
tanítani	навчати
tanítani	викладати
tanítani	навчити
kifejezett	виразний
kifejezett	відверті
kifejezett	явні
kifejezett	висловив
kifejezett	висловили
adók	податкова
adók	податки
adók	податок
adók	податки
österreich	österreich
húsvét	пасха
húsvét	великдень
rabszolga	раб
rabszolga	підлеглий
rabszolga	раба
termesztett	культурні
látszólagos	видимі
lily	лілі
lily	лілія
jogilag	законного
jogilag	юридично
genfi	женеві
zár	блокування
zár	зафіксувати
zár	замкнути
zár	заблокувати
zár	блокування
zár	закриває
lépcső	сходи
lépcső	крок
lépcső	кроком
lépcső	кроків
lépcső	кроки
lépcső	сходи
szárnyai	крила
zeitung	zeitung
carol	керол
carol	колядки
éjjeli	нічні
éjjeli	вночі
éjjeli	nite
vedd	візьму
vedd	бери
vedd	візьми
vedd	взяти
koronás	короновано
rab	rab
szárazföld	земля
szárazföld	материка
pleisztocén	плейстоцен
élettartama	забезпеченню
cserék	бірж
kint	ззовні
kint	надворі
kint	поза
kint	зовні
felügyelet	нагляду
felügyelet	опіки
felügyelet	нагляд
javak	товари
baskír	башкирська
thomson	томсон
alejandro	алехандро
salamanca	саламанка
messier	мессьє
messier	месьє
bárhol	всюди
bárhol	нікуди
sarthe	сарт
terápia	терапія
gorkij	горького
testőr	охоронець
testőr	охоронці
gilles	жиль
burke	берк
sebészeti	хірургічний
köztes	intermediate
henderson	гендерсон
elképzelt	уявні
elképzelt	уявляли
elképzelt	видається
érdeklődő	веде
érdeklődő	цікавиться
érdeklődő	зацікавлений
érdeklődő	зацікавило
érdeklődő	цікаво
érdeklődő	цікавить
érdeklődő	цікавляться
darabjai	шматочки
látvány	приціл
látvány	видовище
látvány	вигляд
tengerész	моряк
tengerész	морська
ütközik	стикаються
disco	диско
márki	маркіз
wells	веллс
valentin	валентин
valentin	валентина
fehérjék	білок
fehérjék	білки
