martha	마사
upplevelser	체험
suzuki	스즈키
huvudperson	주인공
drömmar	드림
blandat	엇갈린다
blandat	혼합
garcia	가르시아
stella	스텔라
kanten	엣지
kanten	모서리
kanten	edge
maggie	매기
michelle	미셸
utfärdade	발급
utfärdade	발행
kontot	계좌
kontot	계정
gertrud	거트루드
revir	터프
jake	제이크
vinnande	우승
vinnande	승리
martinez	마르티네스
martinez	마르티네즈
tracy	트레이시
bokstav	편지
sektion	섹션
tampa	탬파
tjänsteman	공식
tjänsteman	official
bat	bat
bat	박쥐
versionerna	버전
tea	홍차
heroes	영웅
heroes	히어로
heroes	히어로즈
skolorna	학교
användarna	사용자
ändrats	변경되었습니다
ändrats	바꿨다
ändrats	변경됨
konferensen	회담
konferensen	콘퍼런스
konferensen	회의
esbo	에스포
kyle	카일
formgivare	디자이너
formgivare	디자이너는
formgivare	설계자
formgivare	디자이너
formgivare	디자이너가
africanus	아프리카누스
uleåborg	오울루
assyriska	아시리아
assyriska	아시리아인
theater	연극
theater	극장
theater	영화관
värre	악화
fallit	타락
suttit	sat
turkisk	터키식
turkisk	터키어
turkisk	터키
avslöjar	드러낸다
kameran	사진기
kameran	카메라
shirley	셜리
ensemble	앙상블
kollega	동료
osaka	오사카
protokoll	프로토콜
protokoll	프로토콜
protokoll	의정서
dokumentation	설명서
dokumentation	문서
josephson	조지프슨
marley	말리
förstått	이해
godkänd	승인
chandler	챈들러
bekräftelse	확인
genomfört	구현
touch	touch
touch	터치
katoliker	가톨릭주의
katoliker	가톨릭
rovdjur	프레데터
brandon	브랜던
ledarskap	지도력
ledarskap	리더십
manlig	남성
manlig	수컷
kontroversiell	논란이
kontroversiell	논란
sed	sed
sed	커스텀
sed	맞춤
swift	스위프트
swift	swift
ahmad	아흐메드
ahmad	아흐마드
definiera	정의하기
definiera	정의
inside	인사이드
inside	내부
persien	페르시아
motsatta	반대편
motsatta	반대로
motsatta	반대
högskolor	대학교
högskolor	대학
entreprenör	사업가
entreprenör	기업인
grafisk	그래픽
daniels	대니얼스
adresser	주소
judith	주디스
utförande	공연
utförande	성과
utförande	처형
utförande	실행
kombinationer	조합
ess	에이스
ess	ess
ess	에이스
ess	ace
vänligen	부탁합니다
odling	농업
odling	농사
odling	농장
odling	경작
träffas	만나
martini	마티니
musikalisk	뮤지컬
sträckor	거리
bråk	분수
performance	공연
performance	성과
performance	성능
claudius	클라우디우스
styrande	판결
utformningen	조성
viner	와인
viner	포도주
viner	와인
regeln	법칙
regeln	규칙
siffra	숫자
siffra	그림
westminster	웨스트민스터
mästaren	챔프
mästaren	챔피언
tchad	차드
företeelser	현상
coach	코치
bekostnad	비용
effektiva	효율적
effektiva	효과적
propaganda	선전
tristan	트리스탄
planeter	행성
morse	모스
bourbon	부르봉
bourbon	버번
pos	pos
waterloo	워털루
heath	히스
gómez	고메즈
konsekvens	일관성
hoffman	호프먼
hoffman	호프만
övergång	전이
äntligen	마침내
äntligen	드디어
vals	왈츠
demon	데몬
demon	악마
klor	발톱
klor	염소
antonius	안토니우스
doug	덕이
doug	더그
kristendom	기독교
riktningen	방향
grammatik	문법
keramik	도자기
keramik	세라믹
keramik	도자기
keramik	세라믹
keramik	도자기
oldenburg	올덴부르크
mexikansk	멕시코인
mexikansk	멕시코
uppnått	달성
ruby	ruby
ruby	루비
förändrats	변경되었습니다
förändrats	바꿨다
förändrats	변경됨
alicante	알리칸테
odd	odd
inbördes	피어
inbördes	동료
inbördes	상호
providence	프로비던스
rivera	리베라
nazistiska	나치즘
frekvens	주파수
frekvens	빈도
magi	마술
magi	마법
magi	magic
magi	매직
kay	케이
princeton	프린스턴
fiat	피아트
bomb	폭탄
skugga	섀도우
skugga	섀도
skugga	그림자
skugga	그늘
kall	춥다
kall	감기
kall	추위
kall	차가운
enterprise	엔터프라이즈
enterprise	기업
universiteten	대학
prioritet	우선순위
watts	와츠
watts	왓츠
mid	중순
mid	미드
mid	mid
disciplin	규율
skytte	촬영
skytte	총격
skytte	사격
uppnådde	달성
constantine	콘스탄틴
constantine	콘스탄티노스
constantine	콘스탄티누스
nåt	무엇인가
nåt	something
nåt	뭔가
nåt	무언가
turkmenistan	투르크메니스탄
intelligens	지능
någorlunda	약간
någorlunda	다소
okej	알겠습니다
okej	좋아요
lägst	최저
färgade	채색
snooker	스누커
toulouse	툴루즈
påstående	주장
påstående	표명
påstående	주장
påstående	혐의
mika	미카타
mika	미카
mika	미카미
mika	미카
parallella	평행
parallella	병렬
marker	칩스
janet	재닛
janet	자넷
besökt	방문
anpassad	커스텀
anpassad	맞춤
tendens	추세
tendens	trend
tendens	경향
tendens	트렌드
tendens	경향
stiger	라이징
somliga	일부
jacobs	제이컵스
jacobs	제이콥스
borgmästaren	시장
genrer	장르
framgångarna	성공
hemstad	출신지
granne	이웃
granne	이웃집
archer	아처
marvel	마블
kastar	던지기
kastar	던지기
kastar	투수
stories	스토리
stories	소식
överst	인기
överst	top
böter	벌금
parametern	파라미터
parametern	매개변수
durham	더럼
klarinett	클라리넷
bright	밝아
bright	밝고
bright	밝은
bright	밝게
boyd	보이드
påverkat	영향받음
påverkat	영향권
dubai	두바이
perez	페레즈
ansvariga	책임
ansvariga	책임감
ansvariga	관리자
minsk	민스크
godkännande	인증
godkännande	승인
metropolitan	메트로폴리탄
auktoritet	권위
schack	체스
easy	쉽게
easy	쉬운
easy	쉬워
easy	아쉬운
skylt	간판
skylt	빌보드
skylt	기호
skylt	서명
skylt	사인
champ	챔프
champ	챔피언
terräng	지형
odense	오덴세
beslutat	결심
armar	무기
hona	암컷
hona	여성
germanska	게르만어
germanska	게르만
konkret	콘크리트
moldavien	몰도바
liberia	라이베리아
munk	도넛
munk	도넛
munk	몽크
förbättring	향상
förbättring	개선
förbättring	향상
förbättring	개선
förbättring	향상
förbättring	개선하기
förbättring	개선
grönsaker	채소
grönsaker	야채
grönsaker	채소
grönsaker	야채
claus	클라우스
claus	클로스
betalade	유료
föreläsare	강사
föreläsare	강사
strategi	전략
uppkomst	제네시스
uppkomst	창세기
uppkomst	천지창조
motverka	카운터
terra	테라
klassiskt	클래식
klassiskt	고전주의
klassiskt	고전
klassiskt	클래식
klassiskt	고전
sårade	부상당한
vinkel	각도
vinkel	앵글
stanford	스탠퍼드
stanford	스탠포드
uppskattad	추정
skuld	채무
skuld	부채
skuld	죄책감
inspelade	녹음
inspelade	녹화
falsk	거짓
falsk	가짜
clifford	클리퍼드
filosofen	철학자
filosofen	철학
mjuk	부드러워
mjuk	청량
mjuk	부드럽게
mjuk	부드러운
mjuk	소프트
donna	도나
williamson	윌리엄슨
bacon	베이컨
skelett	뼈대
baptist	침례
baptist	침례교
baseball	베이스볼
baseball	야구
tittarna	시청자
streck	대시
streck	대시
natal	나탈
trettio	삼십
trettio	서른
tvinga	강제법
tvinga	강제
tvinga	포스
känsliga	민감한
känsliga	민감하다
symbolen	기호
symbolen	상징
bowl	사발
bowl	그릇
platina	플래티넘
platina	백금
kopplingar	커넥션
kopplingar	연결
carson	카슨
fine	미세먼지
skede	스테이지
skede	무대
tyst	조용히
tyst	조용한
tyst	침묵
wesley	웨슬리
ordföranden	회장
ordföranden	대통령
gerald	제럴드
pelare	기둥
pelare	기둥
tänkande	생각
neutralt	중성
neutralt	중립성
neutralt	중립
eight	여덟
eight	eight
beijing	베이징
släktskap	연애
släktskap	관계
dricka	음주
dricka	마시기
dricka	음료
dricka	음료수
guido	귀도
initiativet	이니셔티브
moln	구름
moln	클라우드
moln	구름
löser	풀기
löser	해결
privatpersoner	개인
rugby	럭비
territorier	영토
territorier	영토
territorier	준주
mystiska	mysterious
mystiska	신비
förorter	교외
sammanfattning	추상화
sammanfattning	추상
sammanfattning	요약
crane	두루미
crane	크레인
cardiff	카디프
dräkt	의상
dräkt	슈트
dräkt	양복
dräkt	수트
dryck	음료
dryck	음료수
dryck	음료
dryck	음료수
dryck	음료
dryck	음료수
dryck	음료
dryck	음료수
mej	메사
griffin	그리핀
sumatra	수마트라
plymouth	플리머스
egg	계란
egg	달걀
skor	신발
skor	신발
protein	단백질
kaptenen	캡틴
kaptenen	대위
kaptenen	선장
kolonierna	식민지
spänning	흥분
spänning	긴장감
spänning	텐션
spänning	긴장
spänning	서스펜스
spänning	스펜스
spänning	전압
vilt	와일드
vilt	야생
vilt	게임
vilt	경기
koranen	꾸란
koranen	코란
dancing	댄싱
dancing	춤추는
instruktioner	명령어
instruktioner	지침
instruktioner	지시
instruktioner	안내
bordeaux	보르도
pionjär	파이어니어
pionjär	파이오니아
odlade	경작
mörda	암살
mörda	살인사건
mörda	살인죄
mörda	살인
troende	신자
registrerades	등기
registrerades	등록
psykologiska	심리학
psykologiska	심리
psykologiska	심리적
sergio	세르지오
misstänker	용의자
brisbane	브리즈번
foton	사진
foton	사진들
litauiska	리투아니아어
litauiska	리투아니아
doktorsexamen	박사
lama	라마
accepterar	수락
accepterar	수락
företagare	사업가
företagare	기업인
företagare	사업가
företagare	기업가
mäktiga	강력
mäktiga	강력한
mäktiga	강력하다
logik	논리학
logik	논리
sub	서브
rand	랜드
agerar	연기
sort	다양체
sort	버라이어티
orlando	올랜도
matthias	마티아스
duktig	좋다
bosättning	거주지
bosättning	주택
bosättning	레지던스
bosättning	주택지
kraków	크라쿠프
corps	군단
cádiz	카디스
kramer	크레이머
kontrollerar	제어
skyddar	보호하기
skyddar	보호
uttalande	성명서
uttalande	진술
stevenson	스티븐슨
beaufort	보퍼트
idlib	이들리브
uss	uss
begränsa	제한
begränsa	한계
begränsa	제한
begränsa	극한
ubåtar	잠수함
kitty	키티
terror	테러리즘
terror	공포
terror	테러
slaviska	슬라브어
fitzgerald	피츠제럴드
gripen	체포
holländsk	네덜란드
holländsk	네덜란드인
holländsk	네덜란드령
holländsk	네덜란드어
kajsa	kate
kajsa	케이트
kajsa	데이지
medlemmen	멤버
medlemmen	회원
webbläsare	브라우저
webbläsare	브라우저
valdez	발데스
våg	파도
våg	웨이브
våg	물결
våg	파동
intilliggande	인접
intilliggande	인접한
väcka	wake
väcka	깨워
elektronik	일렉트로닉스
elektronik	전자제품
elektronik	전자공학
emerson	에머슨
befogenheter	권한
befogenheter	권력
befogenheter	파워스
inkomster	수익
inkomster	소득
inkomster	수입
inkomster	수익
privilegier	특권
privilegier	권한
riva	눈물
angus	앵거스
skidåkare	스키
tempo	템포
minoritet	소수
uniform	유니폼
ammunition	탄약
ammunition	탄약
skidor	스키
skidor	스키
skidor	스키
maximalt	맥스
maximalt	막스
maximalt	최대
maximalt	max
maximalt	최대
krisen	위기
ormar	뱀과
geolog	지질학
geolog	지질학자
frid	피스
frid	peace
frid	평화
scout	스카웃
scout	스카우트
önskemål	요청
önskemål	소망
önskemål	소원
toscana	토스카나
delstaterna	랜더
biografer	극장
biografer	영화관
biografer	시네마
biografer	영화
oman	오만
oman	오만의
fairbanks	페어뱅크스
konstruktioner	설계
konstruktioner	디자인
konstruktioner	구조물
konstruktioner	구조
artilleri	대포
terminal	터미널
dinosaurier	공룡
dinosaurier	공룡
sutherland	서덜랜드
landa	육지
landa	랜드
publicerar	게시
publicerar	포스팅
publicerar	게시
publicerar	출판
kommunicera	소통
kommunicera	소통
radar	레이더
sexa	여섯
sjukvård	의료
väga	무게
parter	파티
synlig	표시
synlig	표시됨
finger	핑거
finger	손가락
restaurangen	음식점
restaurangen	레스토랑
restaurangen	식당
button	버튼
button	단추
kari	kari
kari	캐리
gen	유전자
enhetlig	통합
enhetlig	단일
enhetlig	유니폼
ryskt	러시아인
ryskt	러시아어
statistiken	통계
statistiken	통계학
ögonblick	moments
ögonblick	순간
ögonblick	순간
beredd	준비
marmor	대리석
hardcore	하드코어
mccarthy	매카시
flash	플래시
trevor	트레버
strategiska	전략적
redo	준비
begränsningar	제한
begränsningar	한계
begränsningar	제한
begränsningar	한계
begränsningar	제한
begränsningar	제한
regionerna	지역
rubriker	헤드라인
rubriker	제목
rubriker	타이틀
rubriker	제목
rubriker	헤드라인
personalen	직원
personalen	스탭
personalen	직원들
borneo	보르네오
fyren	등대
ark	ark
ark	방주
renässansen	르네상스
booth	부스
initiativtagare	개시
keller	켈러
gruvor	광산
gruvor	지뢰
experter	전문가들
experter	전문가
passande	어울리는
kullen	언덕
emu	emu
utskottet	위원회
biologi	생물학
gardens	낙원
gardens	정원
digitalt	디지털
romero	로메로
helig	거룩한
helig	거룩
bis	bis
aktörer	연산자
aktörer	운영자
aktörer	배우
arc	아크
arc	arc
översikt	개요
kontrast	콘트라스트
kontrast	대비
ing	ing
stoke	스토크스
stoke	스토크
egyptisk	이집트
egyptisk	이집트어
dimension	차원
aristoteles	아리스토텔레스
ass	엉덩이
mormor	할머니
mormor	외할머니
mormor	할머니
mormor	할머니
fields	필드
ssp	ssp
logotyp	로고
änglar	천사
änglar	천사들
fördrag	조약
fördrag	조약
lynx	살쾡이
ramsay	램지
flygplatser	공항
lugna	차분한
lugna	차분
lugna	잔잔한
skyddas	보호
save	저장하기
save	저장
förflutna	과거
mink	밍크
objektet	객체
objektet	개체
objektet	대상
objektet	천체
progress	진행
sergeant	경사
sergeant	상사
rörliga	이사
rörliga	움직임
funkar	웍스
funkar	작동
funkar	작품
strukturen	구조물
strukturen	구조
barbados	바베이도스
dölja	숨기기
roskilde	로스킬레
tjänare	하인
geologi	지질학
jurij	유리
bonaparte	보나파르트
audi	아우디
teknologi	기술
fattigdom	가난
fattigdom	빈곤
förbättrad	개선하기
förbättrad	개선
förbättrad	향상
förbättrad	향상된
noble	귀족
noble	노블
mauritius	모리셔스
bestånd	주식
bestånd	주식
bestånd	재고
camus	카뮈
simmare	수영
taggar	태그
boss	사장님
boss	보스
tester	테스트
omega	오메가
restriktioner	제한
friska	건강하게
friska	건강
friska	건강한
freddy	프레디
ruiner	폐허
tillåts	허용
planering	플래닝
planering	계획
planering	기획
seth	seth
vittnar	증언
älskare	연인
älskare	연인들
älskare	연인
älskare	애인
observatoriet	천문대
turbo	터보
limited	한정
limited	제한된
missbruk	학대
missbruk	남용
missbruk	악용
missbruk	남용
missbruk	악용
missbruk	중독증
missbruk	중독
hoppar	점프
hoppar	점프
hoppar	장애물
hoppar	점핑
hoppar	점프
branco	브랑쿠
mongoliska	몽골어
mongoliska	몽골
regelbundna	정규
regelbundna	보통
löfte	맹세
löfte	약속
övergav	버림
avbrott	인터럽트
teheran	테헤란
teheran	테헤란
innebörd	의미
innebörd	의미
omslag	커버
omslag	덮개
omslag	표지
omslag	커버
vackert	아름다운
vackert	아름다워
vackert	아름답다
barnbarn	손녀
barnbarn	손자
barnbarn	손자
tao	타오
valentine	밸런타인
valentine	발렌타인
intensiv	강렬하게
intensiv	강렬한
misslyckas	실패
pest	해충
pest	전염병
pest	흑사병
pest	페스트
aron	에런
aron	아론
aron	아론
sekel	세기
sekel	세기
beräkna	계산
beräkna	계산하기
beräkna	계산
beräkna	계산
seriös	심각한
seriös	심각해
seriös	심각하다
seriös	심각하게
sorg	슬픔
sorg	슬픔
sorg	슬픔
sorg	애도
mördare	킬러
mördare	킬러스
mördare	살인범
mördare	킬러
mördare	살인범
mördare	살인자
mördare	살인범
mördare	살인자
mördare	살인자
vika	접어
vika	fold
vika	접힘
bryant	브라이언트
curry	커리
curry	카레
springa	달리기
springa	런닝
springa	달려
springa	실행
springa	달리기
springa	런닝
tyskar	독일인
baltiska	발트
smart	영리한
smart	영리
smart	스마트
abbott	애벗
howe	하우
hartford	하트포드
hartford	하트퍼드
dimensioner	차원
dimensioner	크기
belysning	조명
belysning	조명
golfen	골프
hayden	헤이든
vivo	vivo
skridskor	스케이팅
skridskor	스케이트
skridskor	스케이트
investeringar	투자
investeringar	투자
molekyler	분자
crosby	크로스비
oilers	오일러스
täckta	커버
täckta	덮여
viscount	자작
entré	입구
belägring	포위전
kilo	파운드
kilo	킬로
kilo	킬로
näbb	부리
webbplatser	사이트
webbplatser	웹사이트
cbs	cbs
downs	다운
downs	다운스
bensin	가솔린
bensin	가솔린
dogs	개들
mckay	매케이
sheikh	셰이크
much	많이
much	훨씬
biologisk	생물학
ritter	리터
olämpligt	부적절한
förort	교외
förort	교외
kämpa	투쟁
kämpa	파이팅
kämpa	싸워라
kämpa	싸움
kämpa	싸우기
kämpa	싸워
kämpa	싸우다
infrastruktur	인프라
holly	홀리
arkeologi	고고학
arkeologi	고고학
dödsfall	죽음
dödsfall	사망
dödsfall	데스
dödsfall	죽음
tel	tel
ibrahim	이브라힘
ibrahim	아브라함
skämt	농담
skämt	장난
skämt	농담
sektionen	섹션
sedd	읽음
gemenskap	커뮤니티
gemenskap	공동체
skyddad	보호
mus	생쥐
mus	마우스
skildringar	묘사
brinner	번스
brinner	화상
brinner	불타는
jaga	사냥
jaga	헌트
jaga	사냥
jaga	체이스
basic	기본
basic	기초
basic	베이직
tango	탱고
vulkaner	화산
materia	물질
arrangera	편곡
alec	알렉
alec	앨릭
glory	영광
glory	글로리
eleven	일레븐
ängel	천사
ängel	엔젤
filter	필터링
filter	필터
filter	필터
bagdad	바그다드
sökande	지원자
sökande	지원자
betalar	지불
betalar	지불
betalar	지불
betalar	결제
farmor	할머니
farmor	외할머니
farmor	할머니
farmor	할머니
hatt	모자
kurdiska	쿠르드어
fastighet	자산
fastighet	재산권
fastighet	속성
fastighet	재산
speedway	스피드웨이
pearson	피어슨
missnöje	불만
missnöje	불만
rally	집회
rally	랠리
chance	기회
riktningar	방향
danzig	단치히
weimar	바이마르
quentin	쿠엔틴
bett	깨물어
upptagen	바쁜
upptagen	바쁘다
upptagen	바빠
fortuna	포르투나
naturvetenskap	사이언스
naturvetenskap	과학
grus	자갈
rodriguez	로드리게스
rodriguez	로드리게즈
sprids	파종
systematiskt	체계적
misstänkta	의심
misstänkta	용의자
misstänkta	의심
misstänkta	의심스러운
misstänkta	용의자
dent	덴트
gustavo	구스타보
hal	hal
marathon	마라톤
daily	일일
daily	데일리
daily	일간
daily	일상
bnp	gdp
lejonet	라이온
lejonet	사자
farlig	위험한
farlig	위험하다
farlig	위험
registrerat	등기
registrerat	등록
lastbilar	트럭
nöjd	만족
nöjd	해피
nöjd	행복
nöjd	행복해
nöjd	행복하다
nöjd	행복한
jasper	jasper
jasper	재스퍼
hassan	hassan
nico	니코니코
nico	니코
örter	약초
örter	허브
örter	허브
tillbaks	다시
tillbaks	뒤로
lock	뚜껑
lock	잠금
lock	자물쇠
öppning	조리개
öppning	오프닝
öppning	개봉
joshua	joshua
joshua	조슈아
bath	목욕탕
bath	바스
bath	목욕
bath	욕조
support	지원
support	지지
support	후원
tjänar	적립
massakern	학살
fötterna	발발
lettiska	라트비아
lettiska	라트비아인
lettiska	라트비아어
övergrepp	학대
övergrepp	남용
övergrepp	악용
ballad	발라드
konkreta	콘크리트
oklar	불분명하다
oklar	불분명
potsdam	포츠담
fantasi	상상력
fantasi	상상
fantasi	판타지
fantasi	환상
southland	사우스랜드
filosofin	철학
dub	더빙
hamlet	햄릿
tränade	훈련
skalan	스케일
skalan	축척
skalan	척도
skalan	규모
slutsatser	결론
slutsatser	결론
command	커맨드
command	명령
command	명령어
command	사령부
command	지휘
mässan	엑스포
mässan	박람회
mässan	미사
mässan	매스
mässan	대량
mässan	질량
fang	팡팡
föreställning	공연
föreställning	성과
föreställning	성능
välkomna	환영
välkomna	환영합니다
amos	아모스
apoteket	약국
apoteket	약학
raderade	삭제됨
raderade	삭제함
raderade	삭제되었습니다
southampton	사우샘프턴
hitchcock	히치콕
