κβαντική	quantum
συντρόφους	kompanjoner
συντρόφους	följeslagare
κολύμβηση	badplats
κολύμβηση	badande
κολύμβηση	simning
κολύμβηση	simmar
κολύμβηση	simma
υπερβαίνει	överskrider
υπερβαίνει	överträffar
υπερβαίνει	överstiger
ανέβηκαν	uppladdade
καλοκαίρια	somrar
καλοκαίρια	summers
καλοκαίρια	somrarna
δουλεία	slaveriet
δουλεία	slaveri
δουλεία	träldom
αναλύσεις	analyserar
αναλύσεις	analyseras
αναλύσεις	analyser
αναλύσεις	analyserna
νηπιαγωγείο	förskola
νηπιαγωγείο	dagis
νηπιαγωγείο	förskolan
νηπιαγωγείο	förskola
χρέος	skulder
χρέος	skuldsättning
χρέος	skuld
μειωμένη	minskat
μειωμένη	sänkt
μειωμένη	minskat
μειωμένη	minskade
μειωμένη	minskad
μειωμένη	reducerad
μειωμένη	minskade
μειωμένη	nedsatt
μειωμένη	sänkt
μειωμένη	reducerat
μειωμένη	minskat
πιτ	pete
υπεύθυνοι	ansvarsfullt
υπεύθυνοι	ansvariga
υπεύθυνοι	ansvarsfull
υπεύθυνοι	ansvarig
υπεύθυνοι	ansvarigt
βαυαρία	bayerska
βαυαρία	bayern
εγκαταλείπει	överger
νεκρή	död
νεκρή	döda
νεκρή	dött
νεκρή	dead
σεβίλλη	sevilla
σεβίλλη	sevilla
άσυλο	asyl
κέρδος	vinst
σιέρα	sierra
πολωνός	polskt
πολωνός	polsk
πολωνός	polska
θησαυρός	skatt
θησαυρός	skatter
χάος	kaos
χάος	kaoset
κλαδιά	kvistar
κλαδιά	branscher
κλαδιά	filialer
κλαδιά	grenar
λεπτή	slank
λεπτή	tunna
λεπτή	tunn
λεπτή	tunt
λεπτή	smal
λεπτή	ömtåliga
λεπτή	känsligt
λεπτή	känslig
σουηδός	svenskt
σουηδός	svensk
σουηδός	svenska
σουηδός	svensken
σουηδός	svensk
κερύνειας	kyrenia
υιοθέτηση	antagande
υιοθέτηση	adoption
υιοθέτηση	adoptera
σινά	sinai
αυτιά	öron
ηγεμονία	hegemoni
ηγεμονία	herravälde
κατάρ	qatar
ευρεσιτεχνίας	patent
ευρεσιτεχνίας	patentet
απόσπαση	publicerar
μαλαισία	malaysia
μηχανήματα	maskineri
μηχανήματα	maskiner
μηχανήματα	maskiner
πληροφορική	informationsteknik
ερμηνεύει	tolkar
ποντίκι	mus
μίλερ	miller
μίλερ	millers
μίλερ	muller
πυκνό	koncentrera
πυκνό	koncentrat
πυκνό	täta
πυκνό	tät
ύφασμα	duk
ύφασμα	trasa
ύφασμα	tyg
ύφασμα	tyg
ύφασμα	väv
συμβουλή	rådgivning
συμβουλή	råd
συμβουλή	spets
συμβουλή	tips
συμβουλή	tip
συμβουλή	dricks
συμβουλή	tipsa
σφάλματα	misstagen
σφάλματα	misstag
σφάλματα	fel
σφάλματα	felaktigheter
σφάλματα	insekter
σφάλματα	buggar
καραμανλής	karamanlis
συντελεστή	koefficient
συντελεστή	koefficienten
προσευχή	böner
προσευχή	bön
άνταμς	adams
μεσημέρι	middagstid
μεσημέρι	noon
μεσημέρι	lunchtid
μεσημέρι	middagstid
ήξερε	visste
ήξερε	kände
ήξερε	viste
θυγατρική	dotterbolag
θυγατρική	dotterföretag
διαφυγής	fly
διαφυγής	flykten
διαφυγής	rymma
διαφυγής	rymning
διαφυγής	flykt
ρομπ	råna
ρομπ	rob
νευρικό	nervös
νευρικό	nervöst
νευρικό	nervösa
σουηδική	svenskt
σουηδική	svensk
σουηδική	svenska
τρένο	träna
τρένο	tåget
τρένο	train
τρένο	tåg
αιθιοπίας	etiopiska
κιριμπάτι	kiribati
βολιβία	bolivia
κύκλοι	cirklar
κύκλοι	kretslopp
κύκλοι	cykler
μεσαίο	medelväg
μεσαίο	mitten
μεσαίο	mellersta
μεσαίο	middle
μεσαίο	medium
μεσαίο	medelhög
μεσαίο	medellång
μεσαίο	medelstor
κάμερον	cameron
θεώρηση	visum
θεώρηση	visum
φόβος	fruktan
φόβος	skräck
φόβος	rädsla
φόβος	frukta
κολωνία	köln
βαθμίδα	tier
κατασκευαστές	skapare
κατασκευαστές	tillverkare
κατασκευαστές	tillverkarna
προωθεί	främjar
περίχωρα	ytterområden
τροχιές	banor
αρχικώς	inledningsvis
αρχικώς	initialt
αρχικώς	ursprungligen
αρχικώς	ursprungligen
καζάν	kazan
κατάθλιψη	deprimerad
κατάθλιψη	nedtryckt
κατάθλιψη	deprimerade
κατάθλιψη	depression
φανερό	uppenbart
φανερό	självklar
φανερό	uppenbara
φανερό	uppenbar
ουδετερότητα	neutralitet
επιβάλει	införa
επιβάλει	ålägga
επιβάλει	belägga
επιβάλει	genomdriva
επιβάλει	verkställa
λοιπά	annan
λοιπά	övrig
λοιπά	övriga
λοιπά	andra
λοιπά	övrigt
λοιπά	annat
άλεν	allen
αλεξέι	alexei
αλεξέι	aleksej
βλαχίας	valakiet
όραση	syn
όραση	visioner
όραση	vision
παρατηρητή	observatören
παρατηρητή	observatör
βαρβάρα	varvara
χρήστο	christo
σκληρός	grym
σκληρός	grymma
σκληρός	jobbigt
σκληρός	hård
σκληρός	svårt
σκληρός	hårda
σκληρός	hårt
σκληρός	tufft
σκληρός	tuff
σκληρός	tuffa
διπλωμάτες	diplomater
νάνος	dvärg
νάνος	dvärg
κατανοητό	förstått
κατανοητό	uppfattat
κατανοητό	förstod
κατανοητό	begripligt
κατανοητό	förståeligt
κατανοητό	begriplig
κατανοητό	förståelig
κατανοητό	förståeliga
κλάδοι	branscher
κλάδοι	filialer
κλάδοι	grenar
κλάδοι	branscher
κλάδοι	sektorer
αλβανική	albanska
αναγκαίο	nödvändigt
αναγκαίο	nödvändig
αναγκαίο	nödvändiga
προαγωγή	främjande
προαγωγή	befordran
προαγωγή	marknadsföring
προαγωγή	kampanj
επιβίωση	överleva
επιβίωση	överlever
επιβίωση	överlevnad
ερυθρά	rubella
γιορκ	york
λιλ	lil
λιλ	lille
εξαιρετικό	förträffligt
εξαιρετικό	utmärkt
εξαιρετικό	utsökta
αισθήματα	känslor
αισθήματα	känslor
εκδότες	förlag
εκδότες	förläggare
εκδότες	utgivare
εκδότες	redigerare
εκδότες	redaktörer
ομάν	oman
πρόσθεση	tillägg
πρόσθεση	tillsats
πρόσθεση	addera
φίλτρο	filter
φίλτρο	filtrera
φίλτρο	filtret
ηγούμενος	abbot
ομπάμα	obamas
ομπάμα	obama
καγκελάριος	kanslern
καγκελάριος	förbundskansler
καγκελάριος	kansler
προσέλαβε	anlitade
καραϊβική	karibiska
καραϊβική	västindien
καραϊβική	karibien
μεταμόρφωση	förvandling
μεταμόρφωση	omvandling
μεταμόρφωση	förvandling
μεταμόρφωση	förvandla
μεταμόρφωση	omvandla
θεμελιώδη	grundläggande
θεμελιώδη	fundamentala
θεμελιώδη	fundamental
θεμελιώδη	fundamentalt
κίεβο	kiev
πραγματοποίηση	insikten
πραγματοποίηση	förverkligande
πραγματοποίηση	insikt
συμβάν	händelse
συμβάν	incident
συμβάν	tillbud
συμβάν	händelse
συμβάν	evenemang
συμβάν	event
συμβάν	evenemanget
βρείτε	finna
βρείτε	hitta
διαμαρτυρίες	protesterna
διαμαρτυρίες	protester
δίωξη	förföljelser
δίωξη	förföljelse
δίωξη	förföljelsen
δίωξη	dea
δίωξη	åtal
κλασικά	klassiker
κλασικά	klassiska
κλασικά	klassisk
κλασικά	klassiskt
κλασικά	klassiker
κλασικά	klassisk
κλασικά	klassiskt
κλασικά	classic
κλασικά	klassiska
δυναμικά	dynamiskt
δυναμικά	dynamisk
δυναμικά	dynamiskt
δυναμικά	dynamic
δυναμικά	dynamiska
ήθη	moral
άντι	andie
άντι	andi
άντι	andy
άντι	addy
τεχνικός	tekniker
χτύπησε	slog
χτύπησε	påkörd
χτύπησε	träffad
χτύπησε	träff
τέρας	odjuret
τέρας	odjur
τέρας	monstret
τέρας	monster
κατακτητές	erövrare
οπαδός	följare
μεμβράνη	filma
μεμβράνη	film
μεμβράνη	membran
εισιτήριο	biljett
βεβαιότητα	visshet
παράλληλες	parallell
παράλληλες	parallella
παράλληλες	parallellt
αλφαβητική	alfabetisk
αλφαβητική	alfabetiskt
αποκαλύπτεται	avslöjar
αποκαλύπτεται	avslöjades
αποκαλύπτεται	avslöjad
αποκαλύπτεται	avslöjas
αποκαλύπτεται	avslöjade
αποκαλύπτεται	avslöjat
πέταξε	fly
πέταξε	flyger
πέταξε	flyg
πέταξε	fluga
πέταξε	flyga
πέταξε	flugit
πέταξε	flög
αριζόνα	arizona
τίτο	tito
αύριο	morgondagen
αύριο	imorgon
αιγύπτιοι	egyptierna
αιγύπτιοι	egyptier
λίνκολν	lincoln
ιόντων	ion
σίνα	sheena
μεταφέρονται	transporterade
μεταφέρονται	transporteras
μεταφέρονται	transporterades
μεταφέρονται	transporterats
συντελεστής	koefficient
συντελεστής	koefficienten
συντελεστής	faktorn
συντελεστής	faktor
μισά	halvor
μισά	halvt
μισά	half
μισά	hälften
μισά	halva
μισά	halv
κληρικός	prelat
διευθύνσεις	adresser
επιβεβαιώθηκε	bekräftade
επιβεβαιώθηκε	bekräftad
επιβεβαιώθηκε	bekräftas
επιβεβαιώθηκε	bekräftat
επιβεβαιώθηκε	bekräftats
παλέρμο	palermo
ρητορική	retorik
ρητορική	retoriken
ρητορική	retorisk
ποταμούς	floder
ποταμούς	vattendrag
ποταμούς	floderna
ποταμούς	rivers
πρύτανης	rektorn
πρύτανης	rektor
εβραϊκό	judinna
εβραϊκό	judiskt
εβραϊκό	judiska
εβραϊκό	judisk
εβραϊκό	hebreiska
δημιουργό	skaparen
δημιουργό	skapare
φόρους	skatt
φόρους	skatter
ακριβείς	precist
ακριβείς	exakta
ακριβείς	noggrann
ακριβείς	korrekt
ευγενή	ädla
ευγενή	ädel
ευγενή	ståtlig
ευγενή	noble
δίδυμο	duo
δίδυμο	tvilling
δίδυμο	twin
ουάσιγκτον	washington
πατέρες	pappor
πατέρες	fäder
γαλάζιο	blå
γαλάζιο	blue
γαλάζιο	blåa
γαλάζιο	blått
οικολογία	ekologi
πτώμα	body
πτώμα	kropp
πτώμα	kroppen
πτώμα	kropps
πτώμα	liket
πτώμα	lik
ερωμένη	härskarinna
ερωμένη	husmor
ερωμένη	älskarinna
ερωμένη	älskarinna
ερωμένη	älskare
διασπορά	dispersion
διασπορά	spridning
διασπορά	varians
διασπορά	spridning
διασπορά	spridande
τήνου	tinos
καύση	bränn
καύση	bränna
καύση	bränner
καύση	förbränning
καύση	brinnande
καύση	brinner
καύση	bränning
καύση	bränna
καύση	brännande
καύση	förbränning
λετονίας	lettland
υπόγειο	underjordisk
υπόγειο	underjordiska
υπόγειο	underjordiskt
υπόγειο	källaren
υπόγειο	källare
ποινές	sanktioner
ποινές	påföljd
ποινές	straff
ποινές	påföljder
ποινές	straffar
ποινές	meningar
αντίστροφο	omvänd
αντίστροφο	omvänt
αντίστροφο	omvända
αντίστροφο	vända
ίντερνετ	internet
παρέχοντας	tillhandahålla
παρέχοντας	tillhandahåller
πεκίνο	beijing
πεκίνο	peking
πεκίνο	peking
ανοίγματα	öppningar
ανοίγματα	exponeringar
κρύο	kallt
κρύο	förkylning
κρύο	kall
κρύο	cold
κρύο	kyla
ψηφοφόροι	väljare
ψηφοφόροι	röstande
ψηφοφόροι	väljarna
διάλογος	dialogen
διάλογος	dialog
αντάντ	adad
φορώντας	bär
τατζικιστάν	tadzjikistan
σάιμον	simon
ύπαιθρο	landsbygd
ύπαιθρο	landsbygden
χαλκό	koppar
ουρουγουάης	uruguay
χαρακτηρισμός	beteckning
χαρακτηρισμός	benämning
χαρακτηρισμός	karakterisering
χαρακτηρισμός	karakterisering
τρύπες	hål
άμμο	sand
αποθήκες	lagerlokaler
πλάσμα	plasma
πλάσμα	varelse
κλειδιά	keys
κλειδιά	nycklarna
κλειδιά	nycklar
κλειδιά	tangenter
ισλαμικό	islamisk
ισλαμικό	islamistiska
ισλαμικό	islamiska
ισλαμικό	islamska
δικαστής	judge
δικαστής	domare
φρούρια	fästningar
δυνατά	högljutt
δυνατά	högljudda
δυνατά	högljudd
δυνατά	högt
μήκη	längder
τοπολογία	topologi
πολωνοί	polskt
πολωνοί	polsk
πολωνοί	polska
πολωνοί	polacker
πολωνοί	stolpar
πολωνοί	polackerna
πολωνοί	pålar
πράσινοι	gröna
άξονες	axlar
άξονες	axlar
αυτοκινητόδρομος	motorväg
αυτοκινητόδρομος	motorväg
αυτοκινητόδρομος	motorvägen
αυτοκινητόδρομος	motorväg
αυτοκινητόδρομος	highway
αυτοκινητόδρομος	landsväg
βίβλο	bibel
βίβλο	bibeln
πιέτρο	pietro
μπρόντγουεϊ	broadway
κάθετη	vertikala
κάθετη	lodrätt
κάθετη	vertikal
κάθετη	vertikalt
βίκτωρ	viktor
βίκτωρ	viktor
βίκτωρ	segrare
βίκτωρ	victor
υποδιαιρέσεις	delområdena
υποδιαιρέσεις	delområden
πράσινα	gröna
πράσινα	grön
πράσινα	grönt
πράσινα	green
θιβέτ	tibetanska
θιβέτ	tibet
υποσχέθηκε	utlovade
υποσχέθηκε	lovade
υποσχέθηκε	utlovas
υποσχέθηκε	lovat
υποσχέθηκε	lovad
σχεδιαστές	formgivare
σχεδιαστές	designers
σχεδιαστές	planerare
λευκορωσίας	vitryska
λευκορωσίας	vitryssland
καλλιτεχνικές	konstnärliga
καλλιτεχνικές	konstnärlig
καλλιτεχνικές	konstnärligt
προσωπικός	personlig
προσωπικός	personliga
προσωπικός	personligt
αναλογίες	proportioner
αναλογίες	proportionerna
αναλογίες	nyckeltal
δωρεές	gåvor
δωρεές	donationer
ακριβές	precist
ακριβές	exakta
ακριβές	noggrann
ακριβές	korrekt
ακριβές	exakta
ακριβές	exakt
μεσοποταμία	mesopotamien
νοσοκομεία	sjukhusen
νοσοκομεία	sjukhus
καρδινάλιος	kardinal
καρδινάλιος	kardinalen
επώνυμα	efternamn
επώνυμα	branded
επώνυμα	märkt
παραδοσιακός	traditionellt
παραδοσιακός	traditionell
παραδοσιακός	traditionsenligt
παραδοσιακός	traditionella
αποφασιστική	beslutsam
αποφασιστική	avgörande
επιλεγμένα	utvald
επιλεγμένα	valda
επιλεγμένα	utvalda
επιλεγμένα	vald
επιλεγμένα	markerade
επιλεγμένα	markerad
αγγελική	angelica
προτιμήσεις	preferenser
προτιμήσεις	inställningar
έλξης	dragkraft
έλξης	attraktion
έλξης	dragning
ψήφισαν	röstat
ψήφισαν	röstade
ψήφισαν	röstades
τσώρτσιλ	churchill
ομαλή	slät
ομαλή	jämn
ομαλή	slätt
ομαλή	smidigt
ομαλή	smidig
εξυπηρέτηση	gudstjänst
εξυπηρέτηση	tjänsten
εξυπηρέτηση	service
εξυπηρέτηση	tjänst
τζέρι	gerry
τζέρι	jerry
παραμύθια	sagor
παραμύθια	sagor
ρούζβελτ	roosevelt
κανόνια	kanonerna
κανόνια	kanoner
κανόνια	kanonen
κανόνια	kanon
κανόνια	kanoner
γάμους	bröllop
μελετήσει	studerade
μελετήσει	studerat
φαινομενικά	skenbart
φαινομενικά	synes
παρασκευάζεται	tillverkas
παρασκευάζεται	tillverkade
παρασκευάζεται	tillverkat
παρασκευάζεται	tillverkad
παρασκευάζεται	framställt
γλυκά	godis
γλυκά	sötsaker
γλυκά	karameller
γλυκά	godis
γλυκά	candy
γλυκά	söt
γλυκά	sött
γλυκά	söta
αδριατική	adriatiska
ολόκληρα	hel
ολόκληρα	hela
ταφή	begravning
μονπελιέ	montpellier
σεραφείμ	seraphim
εκπομπών	utsläpp
εκπομπών	utsläpp
εκπομπών	emission
φλοιό	skälla
φλοιό	bark
φλοιό	barken
φλοιό	cortex
μακάμπι	maccabi
ιντερτότο	intertoto
ανώνυμη	anonym
ανώνυμη	anonyma
ομιλητές	högtalarna
ομιλητές	högtalare
ομιλητές	talare
πρωταγωνίστρια	huvudperson
πεπερασμένο	ändliga
εισοδήματος	inkomster
εισοδήματος	intäkter
εισοδήματος	inkomst
μετανάστευσε	emigrerade
μεγαλώνει	växande
μεγαλώνει	växer
μεγαλώνει	växer
κόλπους	vikar
δανιήλ	daniel
δανιήλ	danne
φαρμακευτική	läkemedels
φαρμακευτική	farmaceutiska
φαρμακευτική	läkemedel
συνδρομή	bistånd
συνδρομή	stöd
συνδρομή	assistans
συνδρομή	tecknande
συνδρομή	abonnemang
συνδρομή	prenumeration
καππαδοκίας	kappadokien
ετιέν	etienne
παραδόθηκαν	levererade
παραδόθηκαν	levereras
παραδόθηκαν	levererat
παραδόθηκαν	levererad
παραδόθηκαν	överlämnats
παραδόθηκαν	kapitulerade
παραδόθηκαν	överlämnade
πεδιάδες	slätter
κορμό	överkropp
κορμό	bålen
κορμό	bål
κορμό	bröstkorg
ακυρώθηκε	inställt
ακυρώθηκε	inställd
ακυρώθηκε	inställda
ακυρώθηκε	avbrutet
ακυρώθηκε	avbruten
ακυρώθηκε	inställt
ακυρώθηκε	inställd
ακυρώθηκε	avbrutet
ακυρώθηκε	avbruten
δραματικά	dramatiskt
δραματικά	dramatik
δραματικά	dramatisk
δραματικά	dramatiska
δραματικά	dramatiskt
ναυτικά	nautiska
τροία	troy
τροία	troja
ιωνία	jonien
κατάλαβε	förstår
κατάλαβε	förstå
αμμωνία	ammoniak
διευκολύνει	underlättar
διευκολύνει	underlätta
καθολικών	katoliker
τρότσκι	trotskij
αρετή	dygd
ηφαίστεια	vulkaner
κωμωδίες	komedier
σουτ	shot
σουτ	skjutna
σουτ	skjuten
σουτ	skott
σουτ	sköt
αντικαθιστά	ersätter
εντυπώσεις	visningar
εντυπώσεις	exponeringar
συγκεντρώθηκαν	samlades
συγκεντρώθηκαν	samlat
συγκεντρώθηκαν	samlad
συγκεντρώθηκαν	samlade
θεμελιώδεις	grundläggande
θεμελιώδεις	fundamentala
θεμελιώδεις	fundamental
θεμελιώδεις	fundamentalt
κλικ	klick
κλικ	klicka
κλικ	klick
κλικ	klickar
θρύλο	legenden
θρύλο	legend
προτροπή	omgående
επιτυχής	framgångsrika
επιτυχής	framgångsrik
επιτυχής	lyckad
επιτυχής	lyckat
επιτυχής	framgångsrikt
επιτυχής	framgångar
επιτυχής	succé
επιτυχής	framgång
δεκαέξι	sixteen
δεκαέξι	sexton
φρεντ	fred
μπραντ	brad
έλεν	ellen
έλεν	helen
ορίσει	utse
κομητείες	län
ψάχνει	söker
ψάχνει	letar
ψάχνει	tittar
χαμ	hamm
χαμ	skinka
χαμ	ham
εκκεντρότητα	excentricitet
διάσωσης	räddning
διάσωσης	rädda
διάσωσης	undsättning
σιγκαπούρη	sundbyberg
σιγκαπούρη	singapore
δασκάλους	lärare
δασκάλους	lärarna
λάρνακα	larnaca
κολοράντο	colorado
λαχανικά	grönsaker
απαγορεύει	förbjuder
απαγορεύει	förbjuder
ευτυχία	lycka
ευτυχία	lyckan
αντιμετώπισης	orka
αντιμετώπισης	klarar
συνδεδεμένο	anslutet
συνδεδεμένο	ansluten
συνδεδεμένο	anslutna
συνδεδεμένο	länkade
συνδεδεμένο	kopplade
συνδεδεμένο	länkat
συνδεδεμένο	länkad
κρεβάτι	säng
κρεβάτι	sängen
κρεβάτι	bädd
τομπάγκο	tobago
ξύλινα	trä
βικτόρια	victoria
μειονέκτημα	handikapp
μειονέκτημα	nackdelar
μειονέκτημα	underläge
μειονέκτημα	nackdel
υποβιβαστεί	degraderad
υεμένης	jemen
υεμένης	yemen
υεμένης	jemen
βέλος	pilen
βέλος	pil
βέλος	arrow
μαγεία	magi
μαγεία	magiskt
μαγεία	magic
μαγεία	magisk
μαγεία	magiska
μαγεία	häxeri
αστυνομικός	polis
αστυνομικός	cop
αστυνομικός	snut
αστυνομικός	polisman
σίδνεϊ	sydney
εστιάζει	fokuserar
θερμά	hjärtligt
επιχειρησιακή	operationella
επιχειρησιακή	operativa
επιχειρησιακή	operativ
επιχειρησιακή	operativt
ικανή	kapabel
ικανή	duglig
ικανή	kapabla
έβανς	evans
απομνημονεύματα	memoarer
απομνημονεύματα	memoarer
βίκι	vicky
βίκι	vicki
μήνας	månaden
μήνας	månad
μήνας	manad
ανεπίσημα	inofficiell
ανεπίσημα	inofficiella
ανεπίσημα	inofficiellt
ανεπίσημα	inofficiellt
φυσιολογικά	normalt
φυσιολογικά	vanligtvis
στάθμη	nivå
στάθμη	level
απότομα	branta
απότομα	brant
απότομα	skarpt
απότομα	abrupt
ρουμανική	rumäner
ρουμανική	rumänska
ρουμανική	rumänsk
στέλλα	stella
δικηγόροι	advokater
δικηγόροι	advokater
δικηγόροι	jurister
κατάλοιπα	återstod
κατάλοιπα	rester
κατάλοιπα	kvarvarande
κατάλοιπα	resterande
κατάλοιπα	rester
κατάλοιπα	restprodukter
σπουδαστές	studenter
σπουδαστές	studerande
σπουδαστές	elever
παύση	paus
παύση	pausa
λετονία	lettland
αργίες	högtider
αργίες	helgdagar
αργίες	semester
αργίες	helger
εισαγγελέας	åklagaren
εισαγγελέας	åklagare
νταβίντ	david
περιστάσεις	omständigheterna
περιστάσεις	omständigheter
γραφική	diagram
γραφική	graf
κάρολ	carol
κάρολ	carroll
χωρισμένη	frånskild
χωρισμένη	skild
χωρισμένη	skilt
μπαρμπούντα	barbuda
διαφορετικοί	avvikande
διαφορετικοί	olika
διαφορετικοί	annorlunda
χένρυ	henrik
χένρυ	henry
συμβολική	symboliskt
συμβολική	symboliska
συμβολική	symbolisk
κλειστά	stängda
κλειστά	stängd
κλειστά	sluten
κλειστά	stängt
ρύζι	rice
ρύζι	ris
σελίμ	selim
χαβάη	hawaii
αποζημίωση	ersättning
αποζημίωση	kompensation
αποζημίωση	ersättningar
πρόσφατο	senaste
πρόσφατο	nyligen
κόμβος	nod
κόμβος	navet
κόμβος	nav
κόμβος	hub
επιθυμητό	önskat
επιθυμητό	önskas
επιθυμητό	önskvärt
επιθυμητό	önskvärd
επιθυμητό	önskvärda
πρίγκηπας	prinsen
πρίγκηπας	furste
πρίγκηπας	prince
πρίγκηπας	prins
κωμικός	comic
κωμικός	komiker
τομέ	tomé
κρατήρα	månkrater
κρατήρα	krater
καλησπέρα	afton
καλησπέρα	kvällen
καλησπέρα	kväll
καλησπέρα	kvälls
μάη	may
μάη	maj
χάγη	haag
υποδομές	infrastruktur
υποδομές	infrastrukturen
υποδομές	infrastruktur
καθοριστικό	beslutsam
καθοριστικό	avgörande
ρέιντζερς	rangers
σκι	skidor
σκι	skidor
σκι	ski
σκι	skidor
σκι	skidåkning
εβδομαδιαία	veckans
εβδομαδιαία	veckan
εβδομαδιαία	veckovis
εβδομαδιαία	vecka
καθορίζουν	definiera
ρόμα	romer
ρόμα	roma
μίτσελ	mitchell
βανουάτου	vanuatu
πλούσιος	rikt
πλούσιος	rik
πλούσιος	rich
πλούσιος	rika
πλούσιος	förmögen
πλούσιος	förmögna
πλούσιος	rika
αναχώρησε	bortgångna
παρακολούθησης	övervakning
παρακολούθησης	uppföljning
ευημερία	välgång
ευημερία	välståndet
ευημερία	välfärd
ευημερία	välstånd
φυματίωση	tuberkulos
αυστραλός	australisk
αυστραλός	australiska
βρυξελλών	bryssel
υποκατηγορίες	underkategorier
προηγήθηκε	föregick
ανάσταση	återuppståndelse
ανάσταση	uppståndelse
μπαρμπάντος	barbados
τρινιντάντ	trinidad
απασχόληση	sysselsättning
απασχόληση	anställning
απασχόληση	sysselsättningen
τζόναθαν	jonatan
τζόναθαν	jonathan
κληρονόμησε	ärvde
κληρονόμησε	ärvt
αδελφότητα	broderskap
αδελφότητα	broderskap
αδελφότητα	brödraskap
αδελφότητα	brödraskapet
συντηρητικό	konserveringsmedel
συντηρητικό	konservativ
συντηρητικό	konservativa
συντηρητικό	konservativt
βορειοδυτικό	nordvästra
βορειοδυτικό	nordväst
διαχειρίζεται	förvaltar
διαχειρίζεται	hanterar
περιορισμός	inskränkning
περιορισμός	begränsningar
περιορισμός	begränsning
περιορισμός	begränsning
αψίδα	båge
αψίδα	arch
ψήφισε	röstat
ψήφισε	röstade
ψήφισε	röstades
κράμα	legeringar
κράμα	legering
πανεπιστημίων	universitet
πανεπιστημίων	universiteten
φιλίπ	philippe
φιλίπ	filip
κάμπος	campos
τόγκο	togo
μνεία	citation
κατώτερο	underlägsna
κατώτερο	underlägsen
γάτες	cats
γάτες	katterna
γάτες	katter
γάτες	katt
ριντ	reid
ριντ	reed
νόμιμη	berättigat
νόμιμη	legitim
νόμιμη	legitimt
νόμιμη	berättigade
νόμιμη	legitima
νόμιμη	rättsligt
νόμιμη	rättslig
νόμιμη	lagligt
νόμιμη	juridiska
νόμιμη	rättsliga
νόμιμη	lagligt
χρήσιμα	användbar
χρήσιμα	användbara
χρήσιμα	användbart
χρήσιμα	nyttig
γυμναστική	träning
γυμναστική	träningspass
γυμναστική	gymnastik
ανάβαση	uppstigning
ανάβαση	klättrar
ανάβαση	klättring
ανάβαση	klättra
ανάβαση	klättrar
ανάβαση	klättra
ανάβαση	bestigning
ανάβαση	uppstigning
λιμένες	portar
λιμένες	hamnar
κόμβους	nav
κόμβους	knop
κόμβους	knutar
κόμβους	noder
κόμβους	knutpunkter
παρθένος	jungfru
παρθένος	jungfrun
παρθένος	oskuld
παρθένος	virgin
παρθένος	jungfru
λίβανο	libanon
πύλου	pylos
δεξαμενές	reservoarer
δεξαμενές	dammar
δεξαμενές	stridsvagnar
δεξαμενές	tanks
δεξαμενές	tankar
εγκρίνει	godkänner
εγκρίνει	godkänna
εγκρίνει	godkänner
οσμή	lukt
οσμή	lukt
οσμή	lukta
οσμή	luktar
τήρηση	iakttagande
καίσαρ	caesar
εμποδίζει	förhindrar
εμποδίζει	förhindras
εμποδίζει	förebygger
συμπλήρωση	färdigställande
συμπλήρωση	komplettering
συμπλήρωση	komplettering
συμπλήρωση	slutför
συμπλήρωση	kompletterar
συμπλήρωση	komplettera
συμπλήρωση	komplement
συμπλήρωση	komplettera
συμπλήρωση	tillägg
συμπλήρωση	supplement
κλαύδιος	claudius
στίχος	vers
στίχος	versen
πρόσληψη	rekrytering
πρόσληψη	anställa
πρόσληψη	hyra
πρόσληψη	uthyrning
κυβερνήτες	guvernörer
κυβερνήτες	kaptener
κυβερνήτες	härskare
μπιπ	ljudsignal
μπιπ	tonen
μπιπ	piper
επισκέψεις	studiebesök
επισκέψεις	besök
γενέτειρα	hemort
γενέτειρα	hemstad
γενέτειρα	födelseort
γενέτειρα	födelseplats
επέζησε	överleva
επέζησε	överlever
επέζησε	överlevt
επέζησε	överlevde
σοσιαλιστικής	socialistisk
σοσιαλιστικής	socialistiska
σοσιαλιστικής	socialist
σοσιαλιστικής	socialdemokratiska
σοσιαλιστικής	socialdemokrat
θύρα	gate
θύρα	grind
θύρα	hamn
θύρα	hamnen
θύρα	portvin
θύρα	port
θύρα	babord
ζημιά	skadade
ζημιά	skadat
ζημιά	skadad
ζημιά	skador
ζημιά	skada
γιούρι	yuri
γιούρι	jurij
γιούρι	uri
λίρα	lira
λίρα	lire
λίρα	pund
σκοτεινό	mörkt
σκοτεινό	mörk
σκοτεινό	mörka
λεωφορεία	bussar
ζερμέν	germaine
πρόσθετα	tillsatser
πρόσθετα	insticksprogram
πλούτωνα	pluto
κρατίδια	delstaterna
κρατίδια	delstater
τζέι	jay
αμοιβαία	ömsesidigt
αμοιβαία	ömsesidiga
αμοιβαία	ömsesidig
αμοιβαία	inbördes
αναλόγως	följaktligen
καταιγίδα	stormen
καταιγίδα	storm
συμπίπτει	sammanfaller
μπλάκμορ	blackmore
λιβάδια	gräsmarker
λιβάδια	ängar
λιβάδια	meadows
αλγεβρική	algebraisk
τρίτες	tisdagar
τόξου	båge
τόξου	arc
βυθίστηκε	sänkt
βυθίστηκε	sänkte
βυθίστηκε	sjunkit
βυθίστηκε	sjönk
ενδιαφέρουσα	intressanta
