astronaut	astronauta
toplom	calor
toplom	quentes
toplom	quente
toplom	cálida
carpenter	carpinteiro
rezultirajući	resultado
korijenima	as
korijenima	raíces
sheen	sheen
holm	holm
yokohama	yokohama
nastavnici	profesores
nastavnici	mestres
nastavnici	os
nastavnici	bos
zaključila	concluíu
razdvojene	separadas
majki	nais
travis	travis
nevinost	inocencia
odbačen	toneladas
pogođeni	afectados
blizanac	picos
privilegija	privilexio
pričao	falei
pričao	con
pričao	falamos
pričao	falou
pričao	falaron
pričao	falando
pričao	de
pričao	falar
pričao	a
pričao	falo
pričao	con
trent	trent
sprječavaju	previr
sprječavaju	evitando
pripremljen	preparada
pripremljen	listo
pripremljen	preparado
pankreasa	páncreas
oboljele	enfermo
oboljele	enfermos
oboljele	enferma
pouzdanih	fiables
pouzdanih	fiable
statutu	estatutos
vidljivost	visibilidade
fowler	fowler
kreativnost	a
kreativnost	creatividade
sugeriše	suxire
gaga	gaga
filozofskim	filosófica
osumnjičeni	sospeitoso
tekstil	téxtil
bart	bart
vitamini	vitaminas
vitamini	vitamina
pacifički	pacífico
uhvaćeni	atrapado
uhvaćeni	colleran
uhvaćeni	capturado
uhvaćeni	capturados
uhvaćeni	prisioneiro
demonstrira	a
demonstrira	demostrou
uvjereni	seguros
uvjereni	seguro
zatvorenik	preso
zatvorenik	prisioneira
zatvorenik	prisioneiro
zatvorenik	prisioneiros
proračunima	cálculos
eru	era
solidarnosti	a
solidarnosti	solidariedade
digitalnu	dixital
digitalnu	dixitais
sirovog	materia
sirovog	materias
material	materiais
material	material
material	prima
sirene	sirenas
sirene	sereas
eksperimentu	experimento
eksperimentu	experimentos
candy	candy
nepala	nepal
sinclair	sinclair
delegati	delegados
miljenik	favorito
miljenik	favoritos
miljenik	favorita
miljenik	preferido
urede	oficinas
subjekti	temas
subjekti	suxeitos
vječne	eterna
hlače	pantalóns
hlače	ruta
hlače	no
hlače	os
hlače	pantalón
hlače	brancos
janje	cordeiro
mečeve	mistos
mečeve	partidos
suočiti	cara
suočiti	rostro
tinejdžera	os
tinejdžera	adolescentes
pioniri	pioneiros
ideale	ideais
barack	barack
uklanjanju	se
uklanjanju	e
uklanjanju	quitar
uklanjanju	quitamos
clifford	clifford
clifford	ei
registraciju	rexistro
registraciju	tarxeta
lak	sinxelo
lak	fácil
lak	doado
lak	calma
lak	acouguen
ubi	matar
ubi	a
popravi	amañar
popravi	establecer
popravi	arranxar
popravi	a
džibril	espírito
džibril	o
džibril	déixate
feedback	de
feedback	resposta
predstavništvo	representación
saints	santos
kuma	boas
profesionalaca	profesionais
kadiluk	xuíz
kadiluk	xulgar
prijete	ameazando
prijete	ameazan
prijete	a
prijete	ameazan
prijete	ameazar
prijete	ameazouna
suočavaju	cara
suočavaju	rostro
voljeti	agarimosa
prašinu	po
prašinu	pó
prašinu	das
wendy	wendy
patterson	patterson
mobilnost	mobilidade
odobravanje	aprobación
mast	mastro
opekotine	queimaduras
opekotine	arde
večeras	esta
večeras	noite
večeras	hoxe
poštovan	respectado
azijsko	asiática
azijsko	asiático
azijsko	asiáticos
slušanje	escoitan
slušanje	escoiten
slušanje	a
slušanje	escoitar
slušanje	escoitando
slušanje	escoitamos
profesionalci	profesionais
hitna	urxente
ekvivalentni	equivalente
vakcine	vacinas
vakcine	das
vakcine	as
ilegalne	ilegal
cartoon	viñeta
cartoon	tira
paterson	patterson
neuronske	neural
pub	bar
gus	gus
večere	cear
večere	cea
večere	a
legiji	lexión
presudno	cruciais
presudno	crucial
pin	prendedor
obezbijediti	a
tramp	vagabundo
rastuća	de
rastuća	medrando
rastuća	medrar
rastuća	crecemento
rastuća	crecendo
rastuća	medra
fun	ben
fun	divertido
fun	divertida
testosteron	testosterona
drugova	camaradas
drugova	dos
drugova	compañeiros
oprostiti	perdoar
oprostiti	perdoamos
oprostiti	perdóame
oprostiti	desculpe
oprostiti	perdoa
oprostiti	perdóeme
oprostiti	perdoe
rochester	rochester
suštinu	esencia
farmera	granxeiro
hicks	hicks
sardinija	sardeña
čistih	de
ključeve	chaves
ključeve	as
ukradene	roubado
ukradene	datos
ukradene	roubada
manjinu	minoría
ovčar	pastor
ovčar	pastorciño
ujedini	unídevos
ujedini	irmandádevos
ujedini	matar
ujedini	vosas
proglasile	declarou
krunisanje	da
krunisanje	coroación
parkinson	párkinson
nevidljivi	invisibles
nevidljivi	invisible
razlomak	fracción
cats	gatos
penija	céntimos
čestitke	parabéns
intervjue	entrevistas
akte	actos
terorizam	terrorismo
imitacije	imitación
imitacije	na
bum	vago
artritis	artrite
mur	moore
misteriozna	misterioso
klasik	clásico
nazvavši	chama
nazvavši	a
nazvavši	por
nazvavši	chamando
nazvavši	chamar
lime	cal
lime	lima
gej	homosexuais
gej	homosexual
geoff	geoff
monitoru	monitor
learn	aprenden
learn	aprender
learn	a
neophodnih	necesario
neophodnih	necesaria
neophodnih	necesarios
neophodnih	necesarias
neophodnih	preciso
neophodnih	é
klasike	clásicos
huan	huan
najsiromašnijih	pobres
najsiromašnijih	máis
najsiromašnijih	pobre
najsiromašnijih	2
walking	camiñando
walking	pola
walking	andar
walking	andando
walking	subindo
walking	camiñaba
walking	camiñar
walking	polas
antibiotik	antibióticos
antibiotik	coa
antibiotik	dos
antibiotik	os
mis	srta
mis	señorita
mis	a
pravednosti	xustiza
predanje	dicindo
predanje	que
predanje	a
predanje	dicir
predanje	contar
postignuće	logro
pripremljene	preparada
pripremljene	listo
pripremljene	preparado
košta	custa
košta	costa
košta	custar
košta	custos
košta	sanitarios
večera	cear
večera	cea
večera	a
starr	starr
dare	se
dare	atreven
dare	a
okeani	océanos
poštovali	respectado
dinosaurusa	dinosauros
dinosaurusa	os
svalbard	svalbard
predviđaju	predicir
predviđaju	predín
geiger	geiger
improve	mellorar
improve	a
juliette	juliette
okončanju	final
smile	sorriso
smile	sorrir
smile	sorrí
sare	edited
presudom	oración
presudom	frase
presudom	sentenza
presudom	sentencia
presudom	punto
presudom	e
presudom	seguido
yukon	yukon
pretty	moi
pretty	bastante
pretty	bonita
pretty	ben
karipska	caribe
bicikla	ladróns
točkove	rodas
točkove	raís
penzije	pensións
penzije	pensión
labirint	labirinto
panika	pánico
privatnost	privacidade
usvoji	adopte
zdrava	san
zdrava	saúde
zdrava	sans
zdrava	saudable
nepravde	inxustiza
nepravde	inxustizas
subjekat	suxeito
subjekat	tema
subjekat	materia
tranziciji	transición
kupovinom	mercando
mediteranski	mediterráneo
najkraće	curta
građevinska	bangalore
prljavi	porca
prljavi	sucio
lucky	afortunada
lucky	sorte
lucky	afortunado
lucky	con
lucky	de
kastel	mansión
angus	angus
uložiti	investimos
uložiti	investir
uložiti	invistan
opredjeljenje	compromiso
opredjeljenje	mecanismo
opredjeljenje	de
opredjeljenje	mecanismos
opredjeljenje	cos
pohvala	gábote
pohvala	teu
poslednja	último
poslednja	últimos
poslednja	pasado
poslednja	última
poslednja	o
poslednja	onte
shizofrenija	esquizofrenia
drevno	antiga
drevno	antigas
drevno	antigo
drevno	antigos
vizuelni	visual
vizuelni	visuais
exit	saída
karipsko	caribe
olovka	lapis
potrošači	consumidores
praksom	unha
praksom	práctica
praksom	practicar
praksom	exercen
apstraktna	abstracta
galski	gaélico
podvodni	auga
podvodni	baixo
podvodni	a
bil	bill
bil	billete
bil	conta
bil	dereitos
bil	contrato
habitus	hábito
habitus	costume
habitus	o
štampani	impreso
cumberland	cumberland
birači	votantes
plesu	baile
plesu	bailando
plesu	bailar
plesu	bailaba
pripremljena	preparada
pripremljena	listo
pripremljena	preparado
marinaca	marines
dodavši	engadindo
dodavši	engadir
hipokampus	hipocampo
obezbijedi	a
sloan	sloan
sloan	a
sloan	matou
federalno	federal
federalno	circuíto
federalno	federais
elegans	elegans
garancija	garantía
garancija	garantir
načiniti	facer
načiniti	que
optužba	cargo
optužba	mando
optužba	cargos
optužba	carga
ubacuju	engadindo
ubacuju	engadir
sveukupna	xeral
sveukupna	para
sveukupna	todo
identifikaciji	identificar
identifikaciji	identificalos
identifikaciji	identifiques
identifikaciji	identificamos
identifikaciji	que
odustalo	caéronlle
odustalo	caeron
odustalo	aquí
odustalo	caeume
odustalo	baixou
app	aplicación
bataljoni	batallóns
tadeusz	tadeusz
zovem	chama
zovem	a
zovem	por
zovem	chamando
zovem	chamar
tati	pai
tati	papá
proučiti	estudar
proučiti	estudo
proučiti	estudamos
proučiti	despacho
eureka	eureka
leland	leland
aplikativni	aplicación
liza	liza
vođstvo	liderado
navijač	fan
trendove	tendencias
poštovana	respectado
papire	papeis
papire	prensa
papire	os
papire	xornal
papire	xornais
nepravdu	inxustiza
nepravdu	inxustizas
pingvina	pingüíns
masnoća	graxa
masnoća	gorda
masnoća	gordo
masnoća	gordos
masnoća	o
psihologa	psicólogos
psihologa	sicólogos
tiha	silencio
izazvani	a
harmonija	harmonía
protestant	protestante
prevaru	fraude
zdravi	san
zdravi	saúde
zdravi	sans
zdravi	saudable
peugeot	peugeot
počini	suicidarse
ekonomisti	economistas
ekonomisti	mellores
mudra	sensata
mudra	sabia
mudra	sabio
kursevi	cursos
drakula	drácula
bezbjednost	seguridade
relevantnim	relevante
relevantnim	relevantes
sagan	sagan
patrolni	patrulla
amazing	incrible
amazing	incribles
amazing	sorprendente
amazing	abraiante
amazing	o
amazing	marabilloso
amazing	asombroso
koktel	cóctel
merjem	mary
merjem	maría
pier	peirao
redovnom	regularmente
redovnom	normal
redovnom	típica
redovnom	de
redovnom	taxis
redovnom	regular
umoran	cansa
umoran	canso
neurone	neuronas
cod	bacallau
cod	bacallao
umesto	en
umesto	vez
umesto	lugar
umesto	no
umesto	canto
umesto	diso
poljoprivrednici	labregos
poljoprivrednici	agricultores
falling	a
falling	namorarse
falling	caendo
falling	derrube
falling	ardendo
hektor	héctor
senzor	sensor
izmislili	inventou
molekularnu	molecular
molekularnu	moleculares
dive	inmersión
platila	pagar
platila	pagou
ursula	ursula
mafija	mafia
raul	raúl
minh	minh
minh	vietminh
dugovječnost	lonxevidade
dugovječnost	da
juče	onte
barton	barton
macdonald	macdonald
mučen	torturado
mučen	torturada
popravljanje	arranxar
avanturu	aventura
bright	e
bright	brillantes
bright	brillante
usvojiti	adopte
represija	da
represija	represión
ran	marcharon
ran	sen
pal	amigo
ponosni	orgullosa
ponosni	orgullosos
ponosni	de
ponosni	orgulloso
ponosni	fachendoso
cargo	carga
cargo	cargamento
programirana	programada
programirana	programados
slušaj	escoitar
slušaj	escoita
slušaj	escoite
vizuelna	visual
vizuelna	visuais
damn	maldita
damn	merda
damn	carallo
dram	beber
jie	ver
jie	vexo
afrikanaca	africanos
afrikanaca	costa
trip	a
trip	viaxe
hava	eva
hava	aninovo
hava	data
hava	véspera
hava	noitevella
arktik	ártico
tela	corpos
tela	corpo
tela	os
prosperiteta	prosperidade
tanzaniji	tanzania
seljak	campesiño
transformiše	transformar
domovi	casas
domovi	vivendas
domovi	casa
domovi	fogares
domovi	atención
alzheimerove	alzheimer
alzheimerove	alzhéimer
jaz	distancia
rasvjetu	iluminación
podsticanje	e
naprednim	avanzado
naprednim	avanzada
tražen	quería
tražen	que
tražen	quixen
kreativne	creativo
kreativne	creativos
kreativne	creativa
kreativne	creativas
kadi	bañeira
glasači	votantes
zaključana	pechada
zaključana	con
zaključana	empechar
guess	que
guess	supoño
guess	creo
primorava	a
primorava	obrigando
ljutnja	ira
ljutnja	rabia
ljutnja	odio
produktivnosti	produtividade
produktivnosti	productividade
digitalnoj	dixital
digitalnoj	dixitais
povjerenika	comisario
povjerenika	comisionado
ulaznice	billetes
ulaznice	entradas
vlasnike	os
fašizam	fascismo
fašizam	o
tera	fai
tera	que
rasnim	racial
rasnim	raciais
sumnjivim	sospeitosos
osjete	sinto
osjete	sentir
osjete	que
osjete	síntome
presudna	cruciais
presudna	crucial
pingvin	pingüín
mister	señor
mister	cabaleiro
mister	mire
mister	gravata
sija	brillar
bolna	pica
bolna	doloroso
stomaka	estómago
stomaka	ventre
stomaka	barriga
primorao	obrigado
primorao	a
primorao	forzado
primorao	todo
primorao	obrigoume
primorao	recrutado
mrze	odio
mrze	os
mrze	o
mrze	a
trendova	tendencias
ovlaštena	posúe
ovlaštena	estabelecido
patriotizam	patriotismo
kvantitet	cantidade
utopija	utopía
zaboravili	esqueceu
zaboravili	esqueciches
zaboravili	esquecín
ugodno	agradábel
santi	santi
račune	billetes
račune	contas
račune	as
račune	facturas
košmar	pesadelo
malarija	malaria
malarija	a
karikaturista	debuxante
karikaturista	caricaturista
očigledan	obvio
očigledan	obvia
očigledan	evidentes
očigledan	normal
očigledan	fixo
očigledan	claro
kamione	camións
učitavanje	carguen
kolektivna	colectivo
kolektivna	colectiva
iskrenost	honestidade
lot	moito
lot	moita
lot	moitos
lot	moitas
objektiv	lentes
objektiv	lente
ass	cu
hiroshimu	hiroshima
dami	señora
dami	dama
dami	muller
dami	nai
mučenju	tortura
merrill	merrill
hate	odio
hate	os
hate	o
hate	a
hindusa	os
hindusa	hindús
buttons	botóns
gomilu	pila
gomilu	feixe
gomilu	rochas
gomilu	de
gomilu	da
molekularnom	molecular
molekularnom	moleculares
napuni	cubrir
napuni	encher
obezbjeđenje	de
obezbjeđenje	seguridade
povezivati	conectarnos
playing	xogando
playing	xogar
playing	tocando
playing	tocar
prijetnjama	ameazas
pametan	intelixente
pametan	intelixentes
pametan	listos
pametan	moi
pametan	listo
zatopljenje	quecemento
zatopljenje	aquecemento
zaposlenje	traballo
žale	queixarse
sumnjaju	dúbida
sumnjaju	dubidar
sumnjaju	dúbidas
sumnjaju	dubido
sumnjaju	dubídoo
izolovana	illado
izolovana	illada
nase	noso
nase	nosas
nase	nós
nase	nosa
nase	nosos
drums	batería
drums	tambores
drums	os
promene	cambiar
promene	mudar
promene	cambio
vagon	carriño
izveštaj	informe
izveštaj	informar
kosmičke	cósmico
promovisanje	a
prepozna	recoñecer
prepozna	te
prepozna	recoñecera
tužbe	denuncia
otporne	resistentes
otporne	resistente
džepu	peto
džepu	petos
posmatrali	miraba
posmatrali	ollos
posmatrali	puña
posmatrali	mirei
pokriće	a
pokriće	cubrir
pokriće	cuberto
pokriće	cuberta
bild	bild
hay	feo
zločinaca	delincuentes
zločinaca	criminais
paleta	paleta
shoes	zapatos
shoes	os
shoes	botas
shoes	tenis
pripremila	preparada
pripremila	listo
pripremila	preparado
inverness	inverness
atlantska	atlántico
nalaženje	atopar
nalaženje	de
nalaženje	que
nalaženje	a
send	enviar
send	a
duševna	mentais
duševna	mental
pair	par
intelektualnu	intelectual
davanju	a
davanju	dar
davanju	un
gertrude	gertrude
ričard	richard
definisanje	definir
mučeni	torturado
mučeni	torturada
izabranim	escollida
izglasan	votou
izglasan	votaron
schloss	o
schloss	castelo
patnja	sufrimento
patnja	de
patnja	sofre
bogatija	máis
bogatija	rica
bogatija	ricos
bogatija	rico
grijesi	pecados
grijesi	agarimosa
grijesi	pecado
neophodnu	necesario
neophodnu	necesaria
neophodnu	necesarios
neophodnu	necesarias
neophodnu	preciso
neophodnu	é
plivački	nadar
plivački	baño
plivački	nado
diskriminacija	discriminación
astronauti	astronautas
kick	unha
kick	malleira
kick	patada
kick	dáme
kick	una
kick	botar
kick	patea
održivi	sostible
džepa	peto
džepa	petos
marianne	marianne
marianne	marianka
fit	para
fit	encaixan
fit	ataque
fit	encaixa
fit	ben
fit	axustan
fit	de
boots	botas
boots	as
koralni	de
koralni	coral
obezbijedila	cama
obezbijedila	ofrecía
lekcija	lección
lekcija	aprender
lekcija	aprendede
vozove	trens
tretmanima	tratamentos
cassius	cassius
bien	bien
vajar	escultor
iluziju	a
iluziju	ilusión
kanski	cannes
alphabetical	alfabética
preskočiti	skip
preskočiti	mo
uvjerena	seguros
uvjerena	seguro
trkama	razas
veličanstvo	maxestade
mrkva	cenoura
patriot	patriota
biodiverzitet	biodiversidade
menadžeri	encargados
kaufman	kaufman
zaposli	contratar
primitivno	primitivos
primitivno	primitiva
primitivno	primitivo
trajnim	permanente
sindikati	sindicatos
oglašavanje	publicidade
christiane	christiane
patrola	patrulla
džungla	selva
turingova	test
turingova	turing
hanife	pé
kauboj	vaqueiro
kauboj	de
nadaju	que
shin	canela
divno	marabillosas
divno	marabilloso
divno	marabillosa
departmenta	de
departmenta	departamento
departmenta	axentes
jagger	jagger
miura	miura
bjegunac	fuxitivo
najmoćnije	ó
rabbi	rabino
thy	túa
thy	teu
thy	a
sindikat	sindicato
izjavivši	dicindo
izjavivši	que
izjavivši	a
izjavivši	dicir
izjavivši	contar
unaprijediti	mellorar
unaprijediti	a
kradljivac	ladrón
kul	xenial
kul	ben
kul	fresco
orijentalna	oriental
jasnih	claro
jasnih	clara
jasnih	claras
pike	pike
kombinovane	combinados
kombinovane	combinadas
kombinovane	deben
kombinovane	as
zbacivanja	derrocar
zbacivanja	derrubar
prevenciji	prevención
dump	vertedoiro
skor	exames
perrin	perrin
masturbacija	masturbación
čekanje	agardando
čekanje	espera
čekanje	a
čekanje	esperar
čekanje	esperando
čekanje	agardar
barney	barney
diskriminaciju	discriminación
bak	dólar
devojka	moza
devojka	rapaza
devojka	nena
inspirisala	inspiroume
hundred	centos
hundred	cento
hundred	300
hundred	de
hundred	cen
hundred	100
adolescencija	adolescencia
obavijestiti	informar
optuženika	dos
optuženika	acusados
optuženika	acusado
optuženika	os
optuženika	imputados
profesiji	profesión
anksioznost	ansiedade
žurnal	revista
marksistička	marxista
patriota	patriota
lek	cura
lek	curación
lek	interesábame
lek	curar
telo	corpo
telo	corporal
hooper	hooper
mrzim	odio
mrzim	os
mrzim	o
mrzim	a
edna	edna
deca	nenos
deca	fillos
deca	rapaces
deca	os
deca	cativos
deca	mozos
biralo	elixín
loved	me
loved	queridos
loved	amas
loved	amaba
loved	encantábache
fokusirajući	centrar
ljepša	máis
peticiju	petición
stagnacija	estancamento
nik	nick
hear	escoitar
hear	oír
hear	oio
voljne	dispostos
voljne	a
voljne	disposto
voljne	dispostas
voljne	deus
voljne	quere
voljne	querería
voljne	disposta
kosmologija	cosmoloxía
marksa	marx
grip	realidade
ekosisteme	ecosistemas
opskrbljuje	subministración
platili	pagar
platili	pagou
archie	archie
padao	a
padao	namorarse
padao	caendo
padao	derrube
padao	ardendo
opljačkana	roubaron
objelodanio	revelou
foke	focas
foke	as
identifikuje	identificar
identifikuje	identificalos
identifikuje	identifiques
identifikuje	identificamos
identifikuje	que
giuliano	giuliano
giuliano	a
poboljšaju	mellorar
poboljšaju	a
voljni	dispostos
voljni	a
voljni	disposto
voljni	dispostas
voljni	deus
voljni	quere
voljni	querería
voljni	disposta
kvorum	percepción
kvorum	quórum
konfuzije	confusión
reportaža	alcance
misal	misal
mušterija	cliente
higgs	higgs
higgs	de
rent	renda
rent	aluguer
rent	alugar
tabi	mourka
tabi	a
dilemu	dilema
sandrine	sandrine
ironija	ironía
mik	mick
opijum	opio
lovers	amantes
eat	comer
eat	come
eat	comen
sledeći	próxima
sledeći	ao
sledeći	seguinte
sledeći	lado
sledeći	próximo
sledeći	o
univerzalnih	universais
univerzalnih	universal
champagne	champaña
champagne	champán
obučenih	adestrados
obučenih	para
obučenih	adestrada
obučenih	adestrado
kosmička	cósmico
dien	dien
ružan	fea
ružan	feo
gest	xesto
gest	aceno
sexy	sexy
biodiverziteta	biodiversidade
medeni	de
medeni	mel
medeni	lúa
medeni	vodas
odražavati	reflicten
odražavati	reflictan
brokula	brócoli
iskušenja	tentación
iskušenja	deixes
spriječeno	evitou
trikova	trucos
napiši	escribir
napiši	escribe
napiši	escribo
penzija	pensións
porede	comparar
porede	comparamos
stem	células
stem	nai
polly	polly
indikatori	indicadores
trendovima	tendencias
dupla	o
dupla	dobre
dupla	double
neuobičajena	extraordinario
neuobičajena	cantidade
neuobičajena	extraordinarias
neuobičajena	extraordinarios
neuobičajena	extraodinarios
neuobičajena	extraordinaria
neuobičajena	estraño
implikacija	implicacións
aspiracije	aspiracións
slice	rebándenme
slice	rebanda
slice	faise
očigledni	obvio
očigledni	obvia
očigledni	evidentes
očigledni	normal
očigledni	fixo
očigledni	claro
banditi	bandidos
bassett	bassett
drškom	manexar
drškom	arranxar
drškom	mango
drškom	facer
drškom	diso
namještanje	arranxar
zamrzavanje	conxelar
chick	moza
chick	unha
feeling	sensación
feeling	sentir
feeling	sentimento
opasnu	perigoso
opasnu	perigosos
opasnu	perigosa
opasnu	perigosas
baj	adeus
baj	logo
baj	deica
baj	chao
udobnost	felicidade
hokaido	hokkaido
anarhija	anarquía
čulima	sentidos
čulima	sentido
delići	partes
delići	pezas
provala	roubo
provala	invasión
fantom	membro
fantom	pantasma
fantom	carreta
meseci	meses
meleki	os
meleki	anxos
meleki	inferno
psihoze	psicose
uzbuđenje	a
keen	interesa
marge	marge
kosmičkih	cósmico
ilegalni	ilegal
objektivnost	obxectividade
ćerka	filla
noktiju	unllas
noktiju	cravos
mržnjom	odio
dugovanja	débedas
neuro	neurociencia
kemp	señora
kemp	kemp
usvoje	adopte
amigdala	amígdala
glup	parvo
barovima	reixas
zainteresovana	me
zainteresovana	interesaba
zainteresovana	interesábame
zainteresovana	interesados
zainteresovana	interesado
zainteresovana	interese
zainteresovana	interesa
zainteresovana	interesada
robins	robbins
aktiviran	activa
posvećenost	compromiso
posvećenost	mecanismo
posvećenost	de
posvećenost	mecanismos
posvećenost	cos
kćerkama	fillas
promoviranja	a
kosmosa	cosmos
pisu	escribir
pisu	escribe
pisu	escribo
presudni	cruciais
presudni	crucial
rešenje	solución
rešenje	solucións
fuck	carallo
fuck	vai
fuck	merda
fuck	ao
fuck	queres
fuck	fodan
fuck	malfodida
alo	ola
militanata	militantes
magično	máxicos
magično	máxico
profesije	profesión
opkladu	aposta
opkladu	apostar
opkladu	a
opkladu	aposto
opkladu	que
opkladu	seguro
cynthia	cynthia
ponoćno	noite
ponoćno	ano
ponoćno	reloxo
ponoćno	doce
ponoćno	media
ponoćno	medianoite
ponoćno	da
ponoćno	á
zamrznuti	xeado
uzrast	anos
uzrast	idade
poslata	a
poslata	enviou
poslata	mandou
počinjenih	cometeu
počinjenih	cometido
počinjenih	cometiches
počinjenih	cometeses
počinjenih	cometer
počinjenih	compromiso
počinjenih	cometidos
počinjenih	comprometido
počinjenih	coa
dinosaurusi	de
dinosaurusi	dinosauro
dinosaurusi	dinosauros
kubanska	cubana
kubanska	cubanas
očajne	desesperado
očajne	e
ponosna	orgullosa
ponosna	orgullosos
ponosna	de
ponosna	orgulloso
ponosna	fachendoso
miriše	cheira
bole	dano
bole	ferido
bina	escenario
bina	etapa
bina	no
bina	palco
bibliothèque	biblioteca
klijentima	clientes
dobroti	amabilidade
dobroti	bondade
napred	fronte
napred	cara
napred	adiante
foreigner	estranxeira
nurse	enfermeira
neuobičajene	estraño
kokoška	galiña
kokoška	polo
kokoška	pito
dinamičan	dinámica
vjerovjesnika	profeta
osmijeh	sorriso
osmijeh	sorrir
osmijeh	sorrí
novorođeni	neuronas
novorođeni	novas
insistiraju	en
isplata	pago
razočaranje	decepción
indokina	indochina
cigara	cigarro
nezaposleni	no
nezaposleni	paro
nezaposleni	parados
nezaposleni	aumento
generisati	xerar
čistač	aspirador
čistač	máis
čistač	limpa
hemisferu	hemisferio
didn	non
didn	sabía
cartwright	cartwright
roj	roy
časovi	lección
časovi	aprender
časovi	aprendede
časovi	clases
generišu	xerar
posluju	de
posluju	operar
palin	palin
hladu	sombra
nevidljivog	invisibles
nevidljivog	invisible
kobna	fatal
osumnjičenog	sospeitoso
baronica	baronesa
godište	anos
godište	idade
vanderbilt	vanderbilt
bless	bendiga
boni	coelliño
boni	encol
boni	bonnie
fife	vida
sačeka	agardar
sačeka	espera
sačeka	espere
sačeka	agarda
poriču	negar
poriču	rexeitada
cips	fichas
fleksibilan	flexibilidade
fleksibilan	flexibles
chisholm	chisholm
fatalno	fatal
adio	adeus
pesak	area
bilion	millóns
bilion	mil
bilion	de
bilion	trillóns
bilion	de
bilion	billóns
krstarenje	levádeme
kriti	ocultar
kriti	agochar
izazovi	retos
izazovi	desafíos
imovinska	propiedade
hap	hap
bombardovali	bombardearon
edi	eddie
suštinska	esenciais
suštinska	esencial
razornog	devastadora
trouglovi	triángulos
ribarsko	pescador
reel	parte
bein	é
manjinska	minoría
bombardovan	bombardearon
cafe	café
cafe	cafetaría
kvartal	cuarto
služavka	criada
abdou	abdou
volonteri	voluntarios
radford	radford
ebola	ébola
patenti	patentes
oliva	oliva
paragraf	parágrafo
paragraf	punto
vail	vail
vail	sra
objektivan	obxectivo
objektivan	obxectiva
deonice	depósito
prevaziđen	obsoleto
humanities	humanidades
coward	covarde
kreativna	creativo
kreativna	creativos
kreativna	creativa
kreativna	creativas
pretresa	as
pretresa	buscas
pristojan	decente
cassie	cassie
nelegalno	ilegal
proxy	indicador
proxy	representante
vanredna	urxencias
vanredna	de
vanredna	emerxencia
vanredna	urxencia
vanredna	estado
vanredna	tribunal
rhett	rhett
autentična	auténtica
autentična	é
neurološke	neurolóxica
lijeku	cura
lijeku	curación
lijeku	interesábame
lijeku	curar
rekordno	de
rekordno	gravar
rekordno	disco
paulette	paulette
ujednačen	uniforme
neuobičajen	estraño
curiosity	curiosidade
spies	espías
mere	medidas
pozivamo	convídovos
pozivamo	a
obavještavaju	informar
marga	marga
groves	groves
groves	miña
groves	esposa
groves	vinnie
groves	sra
mbaye	mbayé
vinnie	vinnie
uposlenici	empregados
uposlenici	os
suđenjima	ensaios
suđenjima	xuízos
eda	ed
inspekcija	inspección
demonstriraju	demostrar
demonstriraju	amosan
demonstriraju	demostraron
konvencionalna	convencional
iscrpljene	esgotada
iscrpljene	exhaustos
zainteresovane	me
zainteresovane	interesaba
zainteresovane	interesábame
zainteresovane	interesados
zainteresovane	interesado
zainteresovane	interese
zainteresovane	interesa
zainteresovane	interesada
carlyle	carlyle
ekselencija	excelencia
ekselencija	excelência
cathy	cathy
nepravda	inxustiza
nepravda	inxustizas
password	contrasinal
barn	granxa
prokleo	maldito
zvaničnik	oficial
kontrolisanje	control
kontrolisanje	controlar
svemogući	todopoderoso
gee	buf
napije	bébedo
napije	emborrachar
napije	bébeda
napije	un
napije	bébedos
napije	emborracheime
nejednako	desigual
nejednako	desiguais
kohler	cowler
ambroise	ambroise
lečenje	tratamento
lečenje	tratamentos
lečenje	trato
lažljivac	mentiroso
lažljivac	mentireira
memoir	declaración
