apostel	apostelen
värvitud	malt
värvitud	malte
ertshertsog	erkehertug
janne	janne
tööriist	verktøy
rikutud	korrupt
rikutud	fordervet
rikutud	ødelagt
rikutud	ruinert
rikutud	bortskjemt
rikutud	bortskjemte
rikutud	krenket
kohustuse	forpliktelse
kohustuse	engasjement
protesti	protest
protesti	protestere
hüppas	hoppet
tonga	tonga
edit	redigere
edit	rediger
edit	edit
edit	redigering
gaboni	gabon
reageerivad	reagere
vaenlased	uvenner
vaenlased	fiender
khan	khan
khan	khanen
terra	terra
doc	doc
eeldus	premiss
mitmekordne	flere
mitmekordne	multippel
haute	haute
kandidaadid	kandidater
kandidaadid	kandidatene
dom	dom
girls	girls
girls	jentene
girls	jenter
césar	cesar
césar	caesar
césar	césar
césar	césar
teras	stål
benedetto	benedetto
nool	pil
nool	arrow
veronika	veronika
tasand	niva
tasand	nivå
tasand	nivået
tasand	level
eeskiri	forordning
eeskiri	regulering
eeskiri	regelen
eeskiri	regel
allveelaeva	ubåt
detailid	detaljer
detailid	opplysninger
detailid	details
unikaalne	unik
unikaalne	unikt
unikaalne	unike
arkadi	arkadij
kasvatatud	vokst
kasvatatud	oppdratt
kasvatatud	hevet
kasvatatud	oppvokst
kasvatatud	fostret
kasvatatud	oppfostret
kasvatatud	avlet
bluetooth	blåtann
bluetooth	bluetooth
järsk	bratt
järsk	bratte
pomm	bombe
automaatne	auto
automaatne	automatisk
automaatne	automatisk
automaatne	automatgir
vaene	stakkars
vaene	fattig
vaene	fattige
pseudonüüm	pseudonym
loomaarst	dyrlege
loomaarst	veterinær
pidamine	beholder
parandamine	forbedrer
parandamine	forbedre
parandamine	reparasjon
parandamine	reparere
parandamine	rettelse
parandamine	forbedring
popper	popper
hella	hella
volta	volta
polüneesia	polynesisk
polüneesia	polynesia
tagumine	bakre
rikkumine	overtredelse
enrique	enrique
tamara	tamara
rob	rob
basel	basel
lamp	lampe
seisu	plasseringer
võistleja	deltager
võistleja	deltaker
võistleja	utfordrer
betty	betty
kullast	gull
ellis	ellis
institutsioon	institusjon
lint	teip
lint	tape
lint	bånd
sissepääs	entré
sissepääs	inngang
sissepääs	inngangen
sissepääs	entre
tabeli	regnearket
tabeli	regneark
sõrmuse	ring
kaubamärk	varemerke
pilvede	skyene
pilvede	clouds
pilvede	skyer
hurda	mynde
vilistlased	alumni
philips	philips
preestrid	prestene
preestrid	prester
jälgimine	sporer
jälgimine	sporing
jälgimine	overvåking
jälgimine	overvåker
väärtuslik	verdifull
väärtuslik	verdifulle
väärtuslik	verdifullt
ebaselge	uklart
ebaselge	utydelig
ebaselge	uklar
teaduslikud	vitenskapelig
aruba	aruba
argumendi	argumentet
argumendi	argument
argumendi	argumentasjon
konkurents	konkurranse
kurjategija	kriminell
kurjategija	forbryter
teemant	diamond
teemant	diamant
teemant	diamanten
laava	lava
kaitsjad	forsvarere
kaitsjad	beskyttere
kaitsjad	guardians
kaitsjad	vokterne
kaitsjad	verger
kaitsjad	foresatte
kaitsjad	voktere
argumendid	argumenter
asjaolud	omstendigheter
asjaolud	omstendigheter
asjaolud	omstendighetene
asjaolud	omstendighet
regioonide	cor
türklased	tyrkere
türklased	turks
vask	kobber
vask	copper
theodore	theodore
theodore	reodor
alpes	alpes
unistus	drømmen
unistus	drømme
unistus	dream
unistus	drøm
järeldus	konklusjon
järeldus	konklusjonen
kvartalis	quarterly
konsultant	konsulent
konstruktsioon	bygging
konstruktsioon	konstruksjon
inglased	engelskmenn
ilona	ilona
tõrjuda	avverge
kattub	overlapper
kattub	overlappende
soovitab	anbefaler
soovitab	tyder
soovitab	foreslår
soovitab	antyder
platoo	plateau
córdoba	córdoba
malmö	malmø
malmö	malmö
chuck	chuck
lambert	lambert
silvio	silvio
dialoogi	dialog
fine	bot
fine	fine
fine	fint
süüdistuse	aktoratet
vaz	vaz
kristian	kristian
ramón	ramón
ramón	ramon
seinad	murer
seinad	vegger
uss	orm
uss	worm
ümmargune	rundt
ümmargune	runde
ümmargune	rund
ümmargune	runden
ümmargune	round
next	nestemann
next	neste
next	next
ravida	leges
ravida	helbred
katki	knust
katki	broken
katki	brutt
katki	brukket
taktika	taktikk
taktika	taktikk
takistuse	hinder
takistuse	hindring
skandaali	skandalen
skandaali	skandale
amadeus	amadeus
teenus	servise
teenus	tjeneste
teenus	service
vedel	flytende
vedel	væske
partner	partner
partner	partneren
partner	kompanjong
partner	medarbeider
alalise	permanente
alalise	permanent
namiibia	namibia
lõhn	lukt
lõhn	lukte
lõhn	lukter
lõhn	duft
zeit	zeit
pruunid	brown
pruunid	brune
pruunid	brunt
pruunid	brun
pruunid	browns
allutatud	underordnet
cia	cia
saarlased	øyboere
algebra	algebra
vastastikune	gjensidige
vastastikune	gjensidig
vastastikune	felles
armand	armand
bakuu	baku
läbiviidud	utførte
läbiviidud	utført
tag	tagg
ostsid	kjøpt
ostsid	kjøpte
vabanenud	frigitt
vabanenud	sluppet
vabanenud	løslatt
nupp	knapp
nupp	knappen
annie	annie
kotzebue	kotzebue
reich	reich
sisend	innspill
sisend	inndata
tadžikistani	tadsjikistan
hillary	hillary
harvard	harvard
jyväskylä	jyväskylä
dong	dong
luige	swan
luige	svane
areneda	utvikle
istanbuli	istanbul
kalevala	kalevala
kübar	hatt
kübar	lue
peatub	stopper
peatub	stanser
lao	lao
plaane	planlegger
plaane	planene
plaane	planer
libeeria	liberia
libeeria	liberias
libeeria	liberiske
lõigu	segment
lõigu	innslag
monarh	monark
palka	ansette
palka	hyre
palka	leie
puutumata	uberørt
puutumata	urørt
luna	luna
luna	lulla
ehitaja	byggmester
heidelbergi	heidelberg
hollywoodi	hollywood
lilla	purple
lilla	lilla
publik	publikum
publik	publikummet
publik	folkemengde
kaovad	forsvinner
kaovad	forsvinne
laupäeval	lørdag
laupäeval	lørdagen
lahendamine	oppløsning
lahendamine	resolusjon
ehitab	bygger
kaevatud	gravde
kaevatud	gravd
acer	acer
lööb	fulltreffere
lööb	hits
lööb	slår
lööb	beats
rubens	rubens
tugevdada	forsterke
algoritm	algoritme
populatsioon	befolkningen
populatsioon	befolkning
alias	dekknavn
alias	alias
identne	identiske
identne	identisk
vähim	minst
vähim	hvertfall
hero	sveiv
hero	helt
hero	hero
hero	helten
grupis	gruppe
grupis	gruppen
indutseeritud	indusert
kepler	kepler
mõrv	myrde
mõrv	drap
mõrv	mord
filtri	filter
filtri	filteret
filtri	filtrere
esivanemad	forfedrene
esivanemad	forfedre
vahendatud	meglet
armas	herlig
armas	nydelig
armas	nydelige
veenis	overtalt
veenis	overtalte
pass	passet
pass	pass
õuna	eple
õuna	apple
château	château
jenny	jenny
umberto	umberto
henryk	henryk
kentucky	kentucky
pilved	skyene
pilved	clouds
pilved	skyer
pilved	skyen
pilved	sky
pilved	cloud
lipnik	ensign
lipnik	fenrik
padova	padua
franki	frank
tähendusi	betydninger
osaleja	deltaker
õlu	ølen
õlu	pils
õlu	beer
õlu	øl
paratamatu	uunngåelige
paratamatu	uunngåelig
reklaam	pr
reklaam	publisiteten
reklaam	publisitet
reklaam	reklamefilm
reklaam	kommersielt
reklaam	kommersiell
reklaam	reklame
reklaam	annonsering
selma	selma
adelaide	adelaide
romana	romana
kogemused	erfaringer
kogemused	opplevelser
kogemused	opplevelse
kogemused	erfaring
kogemused	opplev
tagurpidi	baklengs
tagurpidi	bakover
tagurpidi	revers
tagurpidi	omvendt
ümar	rundet
ümar	avrundet
ümar	runda
ümar	rundt
ümar	runde
ümar	rund
ümar	runden
ümar	round
genfis	geneve
genfis	genève
kuulas	lyttet
vaatluse	observasjon
aspekti	aspekt
sünagoog	synagogen
sünagoog	synagoge
paigal	fryse
paigal	frys
kolmnurk	trekant
lõksu	fella
lõksu	felle
lõksu	trap
regulaarne	regulært
regulaarne	regelmessige
regulaarne	vanlig
sümmeetria	symmetri
paleontoloog	paleontolog
teadust	vitenskap
teadust	naturvitenskap
stig	stig
edith	edith
aspektid	aspekter
hahn	hahn
organisatsioone	organisasjoner
organisatsioone	organisasjon
organisatsioone	organisasjoner
positiivsed	positivt
positiivsed	positive
positiivsed	positiv
dostojevski	dostojevskij
valgevenelased	hviterussere
tsitaat	sitat
liepāja	liepāja
valdkonnad	områder
valdkonnad	områdene
pearl	perle
pearl	pearl
viasat	viasat
joonas	joonas
joonas	jonah
silmapaistev	enestående
silmapaistev	fremragende
ohutu	harmløs
ohutu	ufarlig
ohutu	harmløst
ohutu	trygt
ohutu	safe
ohutu	trygge
ohutu	trygg
iraak	irak
györgy	györgy
bissau	bissau
janet	janet
viktoria	viktoria
legendaarne	legendarisk
legendaarne	legendariske
rudolph	rudolph
rudolph	rudolf
petra	petra
motors	motors
brad	brad
kubrick	kubrick
ühendused	tilknytninger
ühendused	tilkoblinger
ühendused	forbindelser
ühendused	assosiasjoner
ühendused	foreninger
kaksikud	gemini
kaksikud	tvillinger
kaksikud	twins
kaksikud	tvillingene
mängitud	spilte
mängitud	spilt
seisnes	besto
monroe	monroe
tuuled	vind
tuuled	vinder
tingimusteta	betingelsesløst
tingimusteta	ubetinget
kitsad	smale
kitsad	smal
eeliseid	fordeler
selgitab	forklarer
omanduses	eies
omanduses	eide
omanduses	eid
omanduses	eiet
häiritud	forstyrres
häiritud	forstyrret
häiritud	uroet
nathan	nathan
liiklus	vikeplikt
liiklus	trafikk
liiklus	trafikken
nicola	nicola
hoidja	keeper
hoidja	vokter
müüt	myte
müüt	myten
leben	leben
rääkinud	talt
rääkinud	snakket
mosambiigi	mosambik
mõõdukas	moderat
mõõdukas	moderere
renate	renate
sforza	sforza
konteksti	kontekst
konteksti	sammenheng
konteksti	konteksten
kihid	lagene
pühakute	saints
pühakute	helgener
seisnud	stod
seisnud	sto
kama	kama
toledo	toledo
plii	lede
plii	bly
plii	føre
tais	thailand
tais	thailands
liivakivi	sandstein
väljakujunenud	avgjort
väljakujunenud	avklart
väljakujunenud	bosatte
laused	fraser
laused	setninger
sarnasus	likhet
sarnasus	likheten
sarnasus	likhet
sarnasus	likhetstrekk
scsi	scsi
palavik	feber
sanders	sanders
vallandati	sparken
vallandati	fyrte
vallandati	avfyrt
vallandati	oppsagt
hääldatakse	uttalt
hääldatakse	uttales
hääldatakse	erklært
patareid	batterier
ohver	fornærmede
ohver	offer
tycho	tycho
kiirabi	ambulanse
raúl	raúl
hääletus	avstemning
hääletus	stemme
hääletus	stem
hääletus	stemmer
hääletus	avstemming
marcello	marcello
vastupidav	varig
vastupidav	slitesterkt
tähevärav	stargate
pereira	pereira
säde	gnist
säde	gnisten
toni	toni
varade	eiendeler
varade	ressurser
varade	aktiva
reuters	reuters
cannes	cannes
dieter	dieter
larissa	larisa
larissa	larissa
larissa	larissa
pane	legger
pane	put
pane	putt
pane	legg
isiksus	personlighet
olendid	vesener
olendid	skapninger
olendid	vesener
olendid	skapningene
kanalid	kanaler
kanalid	kanalene
kanalid	kanaler
kanalid	kanalene
kanalid	kanal
kanalid	channel
kanalid	kanalen
põletatud	brente
põletatud	brent
põletatud	brente
põletatud	brent
sain	fikk
sain	henta
sain	got
sain	har
smirnov	smirnov
kontaktid	kontakter
korteris	leilighet
suremus	dødelighet
juhend	veiledningen
juhend	veiledning
juhend	guide
juhend	veiviser
juhend	instruksjoner
juhend	instruks
juhend	instrukser
moe	moe
usbekistani	usbekistan
pankur	bankmann
claire	claire
stefano	stefano
kana	høna
kana	kylling
kana	hen
kana	høne
täitmine	fylling
täitmine	fyller
täitmine	utførelse
täitmine	henrettelse
koopad	huler
koopad	grotter
nebraska	nebraska
keeld	ban
keeld	forby
keeld	forbud
keeld	forbudstiden
täiendavad	ytterligere
täiendavad	ekstra
hart	hart
komplekt	set
komplekt	satt
komplekt	angi
komplekt	sett
komplekt	angitt
komplekt	kit
alfons	alfons
qui	qui
kolju	skallen
kolju	hodeskalle
kolju	skull
kolju	skalle
pms	pms
kadusid	forsvunnet
kadusid	forsvant
abdul	abdul
winston	winston
alabama	alabama
arendaja	utvikler
arendaja	utviklere
otsad	slutter
otsad	avsluttes
mõneti	litt
mõneti	ganske
mõneti	nokså
mõneti	noe
löök	blow
löök	blås
löök	blåse
löök	perkusjon
löök	streike
löök	strike
löök	streik
löök	spark
löök	kick
tundsid	følt
tundsid	filt
tundsid	kjente
tundsid	følte
tundsid	kjentes
fbi	fbi
pzkpfw	panzer
bismarck	bismarck
uks	dørs
uks	dør
uks	døra
teadlikult	bevisst
wells	brønner
wells	wells
athena	athene
athena	athena
leiutatud	oppfant
leiutatud	oppfunnet
susi	susi
paal	paal
kõrva	øre
kõrva	øret
pippin	pipin
pippin	pippin
liikumised	bevegelser
soovitav	ønskelig
vietnam	vietnam
veronica	veronica
rahaühik	valuta
rahaühik	valutaen
greg	greg
alto	alto
que	que
houston	houston
kukub	faller
kukub	detter
kukub	falls
ibrahim	ibrahim
küpros	kypros
galaktikate	galakser
pealkirjad	overskrifter
pealkirjad	overskriftene
pealkirjad	titler
illüüria	illyriske
kõrvad	ørene
kõrvad	ører
luisa	luisa
atlantis	atlantis
louisiana	louisiana
fauna	fauna
göteborgis	göteborg
laos	laos
vabrik	fabrikk
kloostrid	klostre
mathias	mathias
sõiduki	kjøretøy
kehti	gjelder
kehti	søk
kehti	bruk
kehti	søke
paaris	par
ash	aske
ash	ash
mauritiuse	mauritius
mauritiuse	mauritisk
raport	rapportere
raport	rapporterer
raport	rapporter
raport	rapport
süüdistatud	anklagede
süüdistatud	beskyldt
süüdistatud	anklaget
pavia	pavia
nõudlus	etterspørsel
nõudlus	krever
erapooletu	avholdende
erapooletu	upartisk
erapooletu	upartisk
erapooletu	nøytralt
erapooletu	nøytrale
erapooletu	nøytral
balthasar	balthasar
gotha	gotha
duke	duke
duke	hertug
juut	jødisk
juut	jødiske
juut	jøde
lahendused	løsninger
laulda	syng
laulda	sing
laulda	synge
planeerimine	planlegger
planeerimine	planlegging
võrreldakse	sammenligner
cesare	cesare
ameeriklased	amerikanerne
ameeriklased	amerikanere
tehnoloogiad	teknologier
kohtuda	meet
kohtuda	møte
kohtuda	møtes
kohtuda	møt
diktatuuri	diktatur
mercia	mercia
okt	okt
okt	oct
louvre	louvre
kuude	måneder
kuude	månedsvis
ministrid	ministre
ministrid	ministrene
kümned	titalls
kümned	dusin
kümned	dusinvis
racing	veddeløp
racing	racing
kent	kent
pöörab	roterer
tudengid	studenter
tudengid	studentene
tudengid	elever
tudengid	elevene
quintus	quintus
karvane	hårete
karvane	furry
ülevõtmine	overtakelse
piirkondlikud	regional
piirkondlikud	regionalt
piirkondlikud	regionale
kristo	kristo
windsor	windsor
kasvatus	oppdragelse
kasvatus	oppvekst
kasvatus	barneoppdragelse
kasvatus	oppdragelse
ari	ari
hondurase	honduras
sõnastik	ordbok
teravilja	frokostblanding
hädavajalik	uunnværlig
hädavajalik	essensielt
hädavajalik	vesentlig
hädavajalik	essensielle
kristin	kristin
martino	martino
keerukas	kompleks
põrgu	helvete
lucca	lucca
laboratooriumi	laboratorium
eranditult	utelukkende
hms	hms
kollektsioon	samling
spordiala	sport
spordiala	idrett
toetaja	bidragsyter
toetaja	supporter
toetaja	tilhenger
moto	motto
moto	moto
bradley	bradley
pilk	øyekast
pilk	blikk
pilk	blikk
õnneks	heldigvis
porta	porta
hamiltoni	hamilton
lõpetamine	fullføring
lõpetamine	ferdigstillelse
lõpetamine	stenging
lõpetamine	avslutningen
lõpetamine	eksamen
lõpetamine	stenging
lõpetamine	oppsigelse
como	como
potentsiaal	potensial
potentsiaal	potensielt
potentsiaal	potensielle
potentsiaal	potensiale
faso	faso
klient	kunde
klient	klient
klient	kunde
edastamine	overføring
edastamine	sending
edastamine	videresender
skt	bnp
gibson	gibson
fanny	fanny
webber	webber
sajad	hundrevis
pakistan	pakistan
dis	diss
dis	dis
clement	klemens
clement	clement
amor	amor
ühtlane	uniform
poodi	handle
poodi	butikk
poodi	sløyd
poodi	shopping
poodi	innkjøp
poodi	butikk
lazio	lazio
lazio	lazlo
birger	birger
seks	sex
renoveeritud	ominnredet
renoveeritud	renovert
renoveeritud	renovert
renoveeritud	oppusset
lausanne	lausanne
stabiilsus	stabilitet
tausta	bakgrunnen
tausta	bakgrunn
reaalsus	virkeligheten
reaalsus	realitet
reaalsus	reality
reaalsus	realiteten
reaalsus	virkelighet
evolutsioon	evolusjon
metaani	metan
tõmbas	trakk
tõmbas	trukket
konfliktid	konflikter
konfliktid	konflikt
signaalid	signaler
signaalid	signalene
julien	julien
phelps	phelps
junior	junior
phd	phd
phd	doktorgrad
sõjalised	militæret
sõjalised	militær
sõjalised	militære
salvatore	salvatore
süüdistus	anklage
süüdistus	beskyldning
süüdistus	ladning
süüdistus	belastning
süüdistus	tiltale
süüdistus	siktelse
airbus	airbus
uraan	uran
uraan	uranus
bussi	buss
bussi	bus
süstemaatiliselt	systematisk
maadlus	bryting
karol	karol
piibel	bibel
piibel	bibelen
bryan	bryan
nukleotiidi	nukleotid
borussia	borussia
dee	dee
palk	lønn
palk	lønna
palk	lønn
kosmonaut	kosmonaut
riba	strip
õlut	ølen
õlut	pils
õlut	beer
õlut	øl
hüljatud	forlatte
hüljatud	forlatt
kavatsusest	hensikt
kavatsusest	intensjon
beyond	hinsides
beyond	bortenfor
beyond	beyond
beyond	utover
levin	levin
pingeid	spenninger
pingeid	spenning
nacional	nacional
vahekord	samleie
tolly	tolly
warner	advarer
warner	warner
failid	arkiv
failid	filer
failid	filene
failid	mapper
tõlgendus	tolkning
proosa	prosa
mõistmine	forståelse
mõistmine	forståelsesfull
mõistmine	forstå
gustave	gustave
kuraator	kurator
mutatsioonid	mutasjoner
viiulit	fiolin
metsik	wild
metsik	vill
metsik	vilt
aacheni	aachen
streik	streike
streik	strike
streik	streik
karistada	straffe
kalli	klem
vangid	fanger
vangid	fangene
vangid	ulemper
sami	sami
määratleb	definerer
vaatlused	undersøkelser
vaatlused	observasjoner
tunnustus	anerkjennelse
tunnustus	erkjennelse
martha	martha
kara	kara
diagnostika	diagnostisk
diagnostika	diagnostikk
cpu	prosessor
füüsilised	fysikalsk
füüsilised	fysisk
efektiivselt	effektivt
efektiivselt	effektivt
peer	peer
peer	fis
meeleavaldajate	demonstranter
crystal	crystal
crystal	krystall
ustav	lojal
ustav	lojale
madalmaad	nederland
münsteri	münster
politseinikud	politifolk
politseinikud	politimenn
kubernerkond	guvernementet
lahutatud	frakoblet
lahutatud	skilt
lahutatud	skilte
vanuatu	vanuatu
hollywood	hollywood
lainepikkus	bølgelengde
sobilik	passende
sobilik	hensiktsmessig
sobilik	passende
sobilik	egnet
neeru	nyre
neeru	nyrestein
lilian	lillian
lilian	lilian
mendelssohn	mendelssohn
falcon	falcon
falcon	falken
kremli	kreml
kremli	kremlin
gmbh	gmbh
alkohol	alkohol
kristen	kristen
holokausti	holocaust
hinged	hengsler
hinged	sjelene
hinged	sjeler
hinged	ånder
paigutus	plassering
paigutus	plasseringen
paigutus	layout
paigutus	utforming
paigutus	layouten
kinnitamine	bekrefte
kinnitamine	stadfester
kinnitamine	bekrefter
veinid	vin
veinid	viner
veinid	vin
botswana	botswana
temperatuurid	temperaturer
günter	günter
jumalik	guddommelig
jumalik	guddommelige
jumalik	skjønn
relvastuse	armament
aneemia	anemi
aneemia	anemi
arch	arch
suurendamine	øk
suurendamine	øke
suurendamine	økning
suurendamine	øker
suurendamine	økende
freeman	freeman
jõude	tomgang
jõude	dank
uni	sleep
uni	søvn
uni	sove
uni	uni
alfredo	alfredo
vältimatu	uunngåelig
vältimatu	uunngåelige
vältimatu	uunngåelig
kehad	kropper
sol	sol
monica	monica
str	str
armastan	elsk
armastan	love
armastan	kjærligheten
armastan	elsker
armastan	kjærlighet
kartaago	carthage
alta	alta
epideemia	epidemi
epideemia	epidemier
epideemia	epidemi
telekommunikatsiooni	telekommunikasjon
kink	gaven
kink	gave
tooli	stol
tooli	chair
tooli	stolen
pood	handle
pood	butikk
pood	sløyd
pood	butikk
hõredalt	sparsomt
subjektiivne	subjektive
sonja	sonja
kahjustused	lesjoner
kahjustused	skade
kosmoselaeva	romskip
soojus	varmekabler
soojus	heat
soojus	heten
soojus	varme
grove	grove
hara	hara
marche	marche
sark	sark
issand	herre
issand	lord
trumm	tromme
trumm	drum
üleriigiline	landsomfattende
juhatab	ledetråder
juhatab	fører
sõdu	krigene
puudega	deaktivert
puudega	handikappet
tamili	tamil
ruttu	kjapt
ruttu	raskt
ruttu	kjapp
ruttu	rask
ruttu	kjapt
ruttu	raskt
ruttu	fort
registreerida	registrer
registreerida	register
registreerida	registrere
sõrme	fingeren
sõrme	finger
gertrude	gertrude
gertrude	gertrud
gertrude	gjertrud
tagasihoidlik	beskjedent
tagasihoidlik	beskjedne
tagasihoidlik	beskjeden
tagasihoidlik	ydmyk
tagasihoidlik	ydmyke
mauri	mauri
lena	lena
järjekindlalt	konsekvent
nano	nano
mitteametlikult	uoffisielt
nhl	nhl
toetamine	støtter
toetamine	støtte
toetamine	støtter
toetamine	støtte
toetamine	brukerstøtte
toetamine	support
intensiivne	intensive
intensiivne	intensiv
intensiivne	intens
intensiivne	intenst
intensiivne	intense
lahustub	løselig
pankrotti	konkurs
pankrotti	konk
avignon	avignon
ergo	ergo
nooremad	yngre
helid	lyder
helid	høres
šiauliai	šiauliai
teadaolevad	kjente
teadaolevad	kjent
ettepoole	framover
ettepoole	forover
ettepoole	fram
ettepoole	fremover
ettepoole	frem
cash	kontant
cash	cash
cash	kontanter
jose	jose
jose	josé
peavalu	hodepine
jerome	jerome
beatrice	beatrice
bogdan	bogdan
sülearvuti	laptop
teatanud	rapportert
teatanud	rapporterte
vastuseid	svar
vastuseid	svarene
renessanss	renessansen
saag	sag
saag	såg
saag	saw
kael	hals
kael	neck
kael	nakken
kael	nakke
progress	fremskritt
progress	framgang
progress	framskritt
progress	fremdrift
progress	fremgang
richter	richter
sooritatud	utførte
sooritatud	utført
uskuma	tro
uskuma	trø
uskuma	believe
mitmuses	flertall
tolmu	støv
kohtub	møter
ettevalmistamine	forberedelse
ettevalmistamine	forberedelser
ettevalmistamine	forbereder
ettevalmistamine	klargjør
spetsiifilised	spesifikk
spetsiifilised	spesifikt
spetsiifilised	spesifikke
steiner	steiner
marius	marius
eksperimentaalne	eksperimentell
eksperimentaalne	eksperimentelt
fsb	fsb
sokid	sokkene
sokid	sokker
sokid	strømper
jupiter	jupiter
earl	earl
earl	jarl
tööandja	arbeidsgiver
kahjulik	skadelige
kahjulik	skadelig
kahjulik	skadelig
hjalmar	hjalmar
allikat	kilde
hiline	sen
hiline	seint
hiline	sein
hiline	sent
vaidluse	strides
vaidluse	tvist
vaidluse	tvisten
lou	lou
foster	foster
hiroshima	hiroshima
dokumenteeritud	dokumenterte
dokumenteeritud	dokumentert
beiträge	beiträge
toro	toro
üritused	hendelser
üritused	arrangementer
üritused	hendingar
gemini	gemini
kohtunikud	dommere
kohtunikud	dommerne
paralleelne	parallell
pauline	pauline
alpha	alpha
alpha	alfa
teraapia	terapi
tiberius	tiberius
fraas	frase
jamie	jamie
autobiograafia	selvbiografi
lauter	lauter
