цезар	凱撒
атом	atom
атом	原子
імпульсу	勢頭
грошова	貨幣
важке	創傷
метр	公尺
мая	maya
мая	maia
африканський	非洲
хмара	雲
хмара	雲端
діагностика	診斷
діагностика	診斷
африканська	非洲
броди	brody
парами	雙打
розмовляє	會談
оцінок	收視率
оцінок	評比
оцінок	評分
вимирання	滅絕
вимирання	絕種
завантажити	負載
завантажити	裝載
завантажити	負荷
фракцій	各派
фракцій	派系
аст	ast
словників	詞典
словників	字典
уривок	片段
уривок	節錄
уривок	摘錄
спасіння	得救
спасіння	拯救
спасіння	救贖
лиха	危難
лиха	遇險
хоровий	合唱
терміново	緊急
терміново	急
казино	賭場
казино	賭場
прибутки	收入
прибутки	收入
прибутки	利潤
хворі	病
хворі	生病
базові	基本
схилу	坡
схилу	斜坡
едгар	edgar
пустеля	沙漠
пустеля	荒漠
бомбардувальник	轟炸機
саудівська	沙特
настрій	心境
настрій	心情
настрій	情緒
традиційними	傳統
мить	時刻
клаус	klaus
степах	草原
гостра	急性
гостра	尖銳
водорості	海藻
водорості	藻類
діагноз	診斷
кадр	幀
кадр	框框
кадр	框架
кадр	框
джулія	julia
мінімальний	最少
мінімальний	最小
парадокс	矛盾
просвіти	啓蒙
поранені	負傷
мол	mol
вак	vak
духів	魂靈
відмінні	不同
євангелія	ada
приймається	持續
мавзолей	皇陵
мавзолей	陵
мавзолей	陵墓
гватемали	瓜地馬拉
твердий	固體
твердий	固態
твердий	實心
твердий	扎實
твердий	堅固
картку	卡
картку	名片
картку	紙牌
картку	卡片
тунісі	突尼西亞
ком	kom
діна	dina
одинадцять	十一
одинадцять	eleven
статусі	狀況
статусі	狀態
статусі	現況
іспит	考試
леслі	lesley
леслі	leslie
терапія	治療
терапія	療法
конфедерація	聯邦
конфедерація	邦聯
гамбург	漢堡
перемовини	談判
поверхи	地板
роб	rob
плечі	肩
плечі	肩膀
розширений	延伸
розширений	擴展
розширений	延長
розширений	先進
господь	主
героїні	女主角
смертності	死亡率
опер	歌劇
трамвая	鐵路
граматика	文法
граматика	語法
протиріччя	矛盾
утримують	指南
утримують	嚮導
міни	佈雷
міни	地雷
бажана	偏好
кава	咖啡
механічна	機械
сонячне	太陽
сонячне	太陽能
задачу	任務
атлантична	大西洋
кенні	kenny
фараон	法老
повідомити	報告
повідомити	檢舉
вир	漩渦
відчуження	排除
відчуження	排斥
ребер	reber
підтверджена	確認
біч	沙灘
біч	海灘
добуток	商品
добуток	產品
добуток	產物
сокіл	獵鷹
сокіл	隼
робітник	勞動者
робітник	工人
еванс	evans
восьмий	第八
компонування	佈局
компонування	版面
компонування	佈局
компонування	排版
дика	荒野
дика	野外
консультації	協商
консультації	諮詢
гарантії	保障
гарантії	擔保
гарантії	保障
гарантії	擔保
гарантії	保證
залишок	超新星
рабство	奴隸制
рабство	奴役
немов	生鏽
таємний	秘密
талановитий	才華
сутності	實體
сутності	實體
святилище	避難所
гондурасу	宏都拉斯
дружбу	友情
дружбу	友誼
тропічний	熱帶
шерсть	頭髮
шерсть	毛髮
шерсть	髮型
шерсть	發
шерсть	羊毛
фолк	民謠
фолк	民間
фолк	民俗
хіросіма	廣島
тюрми	監獄
автомобілем	車
автомобілем	汽車
літаком	飛機
прп	prp
функціональні	功能
поверхів	地板
орієнтація	方向
орієнтація	定向
грем	graham
абревіатура	縮寫
здійсненні	行為
адвокатів	律師
відходи	廢棄物
відходи	廢物
відходи	浪費
перекладати	翻譯
енріке	enrique
цирк	馬戲團
цирк	馬戲
обіцяв	允諾
секретаріат	秘書處
підсумків	共計
підсумків	總計
підсумків	總數
переселенці	流離失所
четвер	週四
четвер	星期四
копальні	索賠
копальні	認領
копальні	債權
копальні	地雷
гілл	希爾
гілл	山
рено	雷諾
знімки	快照
ушкодження	損傷
привілей	特權
готувати	做飯
готувати	煮
готувати	廚師
охоронець	保鏢
гумор	幽默
гумор	幽默
титану	鈦
творця	maker
публікацію	出版物
публікацію	出版
чжоу	周
робер	羅伯特
робер	robert
квиток	售票
квиток	票
квиток	門票
квиток	車票
дан	丹
дан	dan
тютюн	煙草
заохочення	推廣
заохочення	促銷
заохочення	晉升
заохочення	推廣
заохочення	促銷
заохочення	晉升
недоліком	劣勢
недоліком	缺點
читач	追隨者
читач	讀者
пес	獵犬
пес	獵狗
пес	竇
пес	犬
пес	狗
принести	帶
стріли	凌空
стріли	箭頭
стріли	箭
зростати	增加
зареєстровані	註冊
інтеграція	融合
інтеграція	整合
інтеграція	整合
версіями	訂正
адаптація	適應
адаптація	適應性
електрон	電子
зникають	消失
частоту	頻率
клин	楔形
маршалл	marshall
жермен	germain
павук	蜘蛛
сиріт	孤兒
бджіл	蜜蜂
маккартні	mccartney
австралійська	澳洲
мапи	地圖
берегова	沿海
нігерія	奈及利亞
пріоритет	優先權
пріоритет	優先
зрошення	灌溉
керуючий	破產
комерційні	商務
комерційні	商業
комерційні	商用
комерційні	商事
комерційні	商業
португальська	葡萄牙語
португальська	葡萄牙
парагвай	巴拉圭
звичайне	常態
звичайне	正常
цзінь	金
цзінь	晉
цзінь	仁
цзінь	jin
монах	僧侶
монах	和尚
монах	僧
гладкий	光滑
гладкий	順利
гладкий	平滑
гладкий	平穩
адріана	adriana
смертельно	致命
дроблення	分裂
дроблення	分割
поділити	分裂
поділити	分水嶺
поділити	鴻溝
поділити	分化
найближчий	債權人
найближчий	債權國
боєприпаси	彈藥
боєприпаси	彈藥
звинуватив	被告
фенікс	鳳
фенікс	鳳凰
гани	迦納
вейн	wayne
дивиться	尋找
дивиться	觀看
металевий	金屬
католицтво	天主教
далеких	遙遠
далеких	遠方
помешкання	居住
помешкання	居留
веселий	搞笑
трибуна	講台
трибуна	講壇
трибуна	主席台
дефіцит	赤字
дефіцит	虧損
дефіцит	逆差
зрозуміли	理解
юрі	yuri
належність	所有權
належність	擁有權
виноград	葡萄
тести	測試
тести	測驗
знайомих	相識
знайомих	熟人
зайнятий	忙
зайнятий	繁忙
зайнятий	忙碌
зайнятий	忙著
упередження	偏差
упередження	偏見
упередження	偏
упередження	偏向
упередження	偏見
ренді	randy
монарх	君主
графіку	圖形
графіку	圖形
графіку	繪圖
сиру	乳酪
сиру	乾酪
вертольотів	菜刀
туберкульозу	肺結核
туберкульозу	結核
туберкульозу	結核病
висловився	鈍
змінений	修改
екскурсії	遊覽
екскурсії	觀光
перестали	逆轉
супроводу	陪同
супроводу	護航
супроводу	護送
монархія	君主
монархія	君主制
монархія	君主政體
вер	ver
закінчено	完成
посвідчення	id
посвідчення	認證
сотню	hundred
сотню	百
жиру	肥
жиру	脂肪
жиру	胖
неділя	星期日
неділя	週日
неділя	星期天
неділя	周日
китайською	中文
китайською	漢語
китайською	華人
руссо	盧梭
глобус	全球
глобус	環球
чиновники	官員
розділив	分裂
розуміється	准予
стеля	天花板
стеля	上限
відтворити	玩
відтворити	彈
відтворити	播放
відтворити	重播
зсув	輪班
мозаїка	馬賽克
шейх	sheikh
шейх	shaykh
комплексні	協調
заявляє	債權
рівна	平面
рівна	平
рівна	公寓
мойсей	摩西
мустафа	mustapha
стовп	柱
стовп	支柱
стовп	山口
звинуватили	被告
кнопки	按鈕
знать	高尚
знать	貴族
різне	雜項
різне	各種
різне	各式
поточні	電流
поточні	現任
поточні	目前
світлини	像片
світлини	照片
бейкер	貝克
психологічний	心理
примирення	和解
діаграми	圖表
діаграми	圖表
діаграми	圖
патології	病理學
патології	病理
туманність	星雲
насос	泵
насос	水泵
здоровий	健康
ділення	組織
ділення	分裂
ділення	分水嶺
ділення	鴻溝
ділення	分化
напругою	振蕩器
остін	austin
остін	奧斯汀
набережна	quai
набережна	堤岸
патентів	指標
середа	週三
середа	星期三
зрозуміла	理解
приплив	潮流
приплив	潮
приплив	浪潮
приплив	潮汐
приплив	潮水
клінічних	臨床
пристроями	裝置
видавців	出版社
видавців	出版商
тканина	布
тканина	組織
тканина	紙巾
тканина	布料
тканина	纖維
тканина	織物
нацисти	納粹黨
нацисти	納粹
джессі	jesse
перець	辣椒
перець	胡椒
захищена	保護
жорсткі	苛刻
жорсткі	嚴酷
жорсткі	嚴厲
згори	頂
згори	top
згори	頂端
згори	熱門
згори	最高
фредді	freddy
автоматичні	自動
автоматичні	自動
локальні	當地
локальні	局部
локальні	本地
каньйон	峽谷
запрошує	邀請
запрошує	受邀
запрошує	邀請
адрес	地址
адрес	地點
ого	哇哇
ого	哇
ріс	rhys
дивний	怪
дивний	怪異
дивний	奇怪
вчора	昨天
вчора	昨日
маляр	畫師
маляр	畫家
молюски	蛤
супровід	維持
супровід	維護
супровід	維修
супровід	維持
супровід	保養
рейчел	rachel
андалусія	andalusia
година	時辰
година	小時
губи	嘴唇
губи	唇
губи	雙唇
губи	嘴唇
губи	lip
губи	唇
пообіцяв	允諾
ньютон	牛頓
крик	尖叫
крик	聯誼會
витікає	溢位
тес	tes
впорядкування	排序
слабкість	弱
слабкість	缺點
слабкість	薄弱
слабкість	軟弱
слабкість	弱點
шарлотта	charlotte
американець	美式
гастролі	游
гастролі	遊覽
гастролі	導覽
гастролі	旅遊
сінгапуру	新加坡
пагорби	丘陵
сумнівів	窘迫
сумнівів	疑問
сумнівів	懷疑
сумнівів	疑慮
туристичні	遊客
туристичні	旅遊
вражає	驚人
вражає	神奇
ласло	lászló
мельбурн	墨爾本
заручників	人質
морфологія	形態
марті	marty
вправи	演習
вправи	實踐
вправи	練習
вправи	練習
вправи	演習
вправи	鍛鍊
гоголь	gogol
купу	堆
гробниця	墳墓
гробниця	墓
гробниця	墓穴
вступати	點頭
скасувати	取消
скасувати	丟棄
скасувати	放棄
скасувати	捨棄
скасувати	駁回
скасувати	撤銷
подвійне	雙
подвійне	雙重
подвійне	雙倍
подвійне	加倍
цифрова	數碼
цифрова	數位
нація	國籍
зрілість	青春期
коді	cody
папери	論文
боргу	債務
узгодження	談判
узгодження	和解
фізичне	物理
клен	acer
клен	槭
виразно	拉
трава	藥草
трава	草
трава	草地
трава	草叢
корнелій	cornelius
стрибок	跳
стрибок	跳躍
стрибок	躍
стрибок	飛躍
стрибок	跳躍
стрибок	閏
гавань	海港
гавань	港灣
гавань	港
гавань	海港
гавань	港灣
гавань	港口
гавань	港
світанку	dawn
світанку	拂曉
світанку	黎明
світанку	天亮
убити	殺戮
убити	殺死
убити	殺
демонструють	炫耀
спина	背
спина	回
буряк	甜菜
буряк	甜菜
розбити	中斷
розбити	休息
розбити	打破
перспективних	新興
пророк	先知
чжан	張
заз	zaz
вінок	花環
молекулярна	分子
демонстрація	示範
демонстрація	演示
демонстрація	示範
демонстрація	演示
демонстрація	示威
материка	內地
материка	大陸
оточує	封存
персі	percy
початкове	初始
початкове	原文
початкове	原件
початкове	原創
початкове	原始
початкове	原
глюкози	不平衡
крос	kross
крос	十字架
крос	cross
крос	十字
крос	交叉
гість	訪客
гість	賓客
гість	來賓
гість	客人
юліана	juliana
юліана	juliane
встановленого	設施
встановленого	裝置
світле	光線
світле	光
світле	燈光
світле	輕
світле	光明
священна	神聖
пекін	北京市
пекін	北京
йорданії	約旦
сімейний	家人
сімейний	家屬
сімейний	家庭
стать	性別
стать	性別
стать	性愛
стать	性行為
стать	性
самостійні	隔離
самостійні	孤立
самостійні	與世隔絕
поправки	修正案
поправки	修正
раса	比賽
раса	賽跑
раса	種族
раса	競賽
співчуття	慰問
співчуття	哀悼
співчуття	同情
сава	saba
ілюстрацій	插圖
затримання	拘留所
затримання	拘禁
затримання	拘留
затримання	監禁
затримання	囚禁
виріб	商品
виріб	產品
ніколь	nicole
макдональд	macdonald
беррі	漿果
беррі	berry
рут	ruth
джордан	約旦
успішне	成功
погоджуюсь	同意
привид	鬼魂
привид	鬼
привид	幽靈
критичний	危急
критичний	批判
критичний	臨界
відбиток	指紋
сорочки	襯衫
арабський	阿拉伯
халіфа	khalifa
розвідувальний	偵查
розвідувальний	偵察
нафту	石油
призи	獎品
індію	印度
мавп	人猿
мавп	類人猿
мавп	猿
мавп	猿猴
ціллю	目標
стела	stella
карен	karen
ушкоджень	損傷
макарова	makarova
елеонора	eleanor
гени	基因
нічні	夜行
ядерний	核
ядерний	核子
сідні	雪梨
сідні	sydney
уран	天王星
галерею	畫廊
савчук	savchuk
опрацювання	處理
опрацювання	加工
закріплені	退休
закріплені	退役
приціл	視力
приціл	視線
маніфест	宣言
стен	stan
реактор	核反應堆
реактор	反應堆
барабан	鼓
випаровування	蒸發
завершений	完整
завершений	完成
лесото	賴索托
цигани	吉普賽人
цигани	吉普賽
цигани	吉卜賽人
фразу	片語
товстий	厚
товстий	厚厚
перехресті	跨越
перехресті	穿越
слідів	足跡
слідів	腳印
крон	王冠
штучне	纖維素
штучне	人工
штучне	人造
кеті	katie
матвія	matthew
мюзикл	音樂
мюзикл	音樂劇
запропоновані	推薦
швидка	快速
швидка	快速
гігієни	衛生
вчителька	老師
вчителька	教師
переносити	包裝
переносити	包裹
мотоцикл	摩托車
мотоцикл	摩托
мотоцикл	機車
мотоцикл	摩托車
какао	可可
взаємно	同樣
взаємно	相互
взаємно	互
вивітрювання	風化
танго	探戈
еліс	愛麗絲
світлий	光線
світлий	光
світлий	燈光
світлий	輕
світлий	光明
тец	tec
інтерпретація	口譯
гарі	加里
гарі	gary
гарі	哈利
гарі	harry
строю	後方
пристрасть	熱情
пристрасть	激情
гинуть	特技
тунелі	地道
тунелі	隧道
записувати	唱片
записувати	記錄
записувати	紀錄
родовий	genitive
стрілки	箭頭
стрілки	箭
баскетбол	籃球
спільними	常見
спільними	通用
спільними	共同
сподівання	期望
сподівання	預期
сподівання	期望值
краєвид	風景
краєвид	風景
краєвид	景觀
локально	當地
локально	本地
суперечка	爭端
суперечка	糾紛
суперечка	爭議
виселення	驅逐出境
виселення	驅逐
виселення	流離失所
виселення	位移
втрачений	失
втрачений	輸
втрачений	輸了
втрачений	遺失
втрачений	迷失
чайка	海鷗
передбачення	遠見
передбачення	前瞻
передбачення	展望
передбачення	預估
передбачення	預測
ящірки	蜥蜴
ящірки	蜥蜴
ящірки	蜥
заборонений	禁
заборонений	禁止
заборонений	違禁
заборонений	禁忌
ірландська	愛爾蘭
бесіди	對話
суспільне	無私
замах	未遂
замах	企圖
матки	子宮
біологічна	生物
біологічна	生物學
бунт	暴動
бунт	暴亂
бунт	騷亂
бунт	叛亂
бунт	叛逆
бунт	反叛
відчувається	感覺
підлога	下限
підлога	地板
цитата	報價
цитата	引文
цитата	引用
цитата	引述
цитата	報價
цитата	引文
скарги	投訴
скарги	控訴
скарги	申訴
виводу	輸出
виводу	產出
дотримуються	棍子
мода	時裝
мода	時尚
кримінальна	犯罪
блакитні	blue
блакитні	藍
блакитні	藍色
орбіта	軌道
програмний	軟體
сірка	硫磺
сірка	硫
сірка	硫磺
сірка	硫
тяга	牽引
тяга	牽引力
настанови	準則
настанови	指令
настанови	指示
онука	孫女
онука	外孫女
бонус	獎金
бонус	紅利
бонус	獎勵
однаковий	相同
белла	貝拉
мисливець	獵人
порятунок	營救
порятунок	救援
порятунок	拯救
речень	句子
речень	刑期
речень	判刑
делегат	代表
заявою	指控
заявою	指稱
поліклініка	門診
поліклініка	診所
бай	白
мармур	大理石
мармур	彈珠
міграція	移徙
міграція	移民
міграція	遷徙
декларацію	宣告
декларацію	公告
слабкий	弱
слабкий	虛弱
слабкий	弱者
слабкий	軟弱
слабкий	薄弱
номінаціях	提名
помсти	報復
помсти	報仇
помсти	復仇
метеорит	隕石
давід	大衛
давід	david
оголосити	宣告
оголосити	申報
літати	飛
літати	蒼蠅
літати	飛翔
павлова	pavlova
запустити	跑
запустити	跑步
запустити	運行
зібраних	收集
рассел	羅素
блакитна	blue
блакитна	藍
блакитна	藍色
вбивають	殺戮
вбивають	殺害
водоспади	哨兵
водоспади	瀑布
насильство	暴力
пошкоджений	腐敗
пошкоджений	損壞
денніс	dennis
саша	沙沙
аудиторія	觀眾
аудиторія	禮堂
викуп	贖金
публічна	公眾
публічна	公開
викладала	nbc
готелів	酒店
готелів	旅館
дискримінації	歧視
дивні	奇怪
уламків	殘骸
рош	roche
кемерон	cameron
живу	活
живу	直播
живу	live
становищі	僵局
арсен	砷
кантрі	國家
соль	sol
хасан	hasan
будівельників	犧牲
горизонтально	水平
горизонтально	橫向
горизонтально	水平
сусіди	鄰
сусіди	鄰居
сусіди	鄰國
сусіди	鄰居
захищають	捍衛
захищають	保衛
бачите	見
стандартами	標準
пірс	pierce
черга	佇列
черга	排隊
черга	轉
борги	債務
пропорції	比例
пропорції	比率
пропорції	比值
пропорції	比例
пропорції	比
автоматичне	自動
пороху	火藥
дивна	怪
дивна	怪異
дивна	奇怪
послаблення	衰減
синоніми	同義詞
синоніми	同義字
патріот	愛國者
локомотив	機車
локомотив	火車頭
домінування	支配
перенесені	包裹
олень	麋鹿
олень	鹿
олень	雄鹿
чистоти	純度
чистоти	純潔
чистоти	純淨
сімейні	家人
сімейні	家屬
сімейні	家庭
стійкий	穩定
стійкий	馬廄
фрай	油炸
фрай	煎
подібність	相似
крістіна	christina
крістіна	cristina
крістіна	christine
ювілей	週年紀念
барабанщик	鼓手
обмежити	限制
обмежити	上限
обмежити	極限
обмежити	限
обмежити	限額
приведення	鑄造
полюс	竿
полюс	鋼管
мелодія	旋律
тонка	薄
тонка	瘦
хутра	外套
кнопку	按鍵
кнопку	按鈕
пішки	腳
пішки	英尺
набрати	撥號
набрати	撥
гонщик	飛毛腿
бор	硼
тигр	虎
тигр	老虎
коси	辮子
гімнастика	體操
стипендію	獎學金
пак	pak
побачення	約會
нерв	神經
лорі	lori
садочок	托兒所
жах	恐
жах	恐怖
жах	恐怖
інструкція	教學
інструкція	指令
інструкція	指示
порожня	空白
порожня	空
шукають	尋求
коефіцієнти	系數
коефіцієнти	係數
ворона	烏鴉
ворона	烏鴉
рекомендовано	推薦
привілеїв	特權
жовте	黃色
жовте	黃
цариця	女王
цариця	皇后
цариця	queen
цариця	王后
сітка	電網
класики	親情
помста	復仇
помста	報復
помста	報仇
помста	復仇
вилучені	刪除
нара	奈良
пробудження	覺醒
пробудження	上升
мінус	減
хей	乾草
конвой	船隊
конвой	車隊
мод	maud
зацікавленість	手錶
відійти	派遣
привернути	吸引
гестапо	蓋世太保
