மற்றும்	그리고
குடி	음료
குடி	음료수
வாழ்த்துக்கள்	축하드립니다
வாழ்த்துக்கள்	축하합니다
வாழ்த்துக்கள்	인사
வாழ்த்துக்கள்	축하해
பாடலாசிரியர்	작곡가
இனிய	해피
இனிய	행복
இனிய	행복해
இனிய	행복하다
இனிய	행복한
குளோரின்	염소
பெல்ஜியம்	벨기에
மெட்ரிக்	지표
துருக்கிய	터키식
துருக்கிய	터키어
துருக்கிய	터키
நெப்போலியன்	나폴레옹
ஆயுதம்	무기
ஆயுதம்	무기
ஆயுதம்	탄약
குறுக்கே	건너편
மசூதி	모스크
வழிகாட்டி	마법사
வழிகாட்டி	안내서
வழிகாட்டி	가이드
வழிகாட்டி	안내
குடியேற்றம்	이민
குடியேற்றம்	이민호
பிலிப்	필립
பிலிப்	펠리페
பிலிப்	필립
பர்மா	미얀마
பர்மா	버마
தேவையற்ற	불필요한
தேவையற்ற	불필요
திறனாய்வு	평론
திறனாய்வு	비판
திறனாய்வு	비평
தீர்க்க	풀기
தீர்க்க	해결
சேர்க்கும்	추가
பலகை	보드
பலகை	게시판
பலகை	이사회
தணிக்கை	검열
வளைவு	곡선
வளைவு	커브
வளைவு	곡률
யூதர்கள்	유대인
வளைகுடா	베이
உகந்த	최적
மெய்நிகர்	가상
மெய்நிகர்	버추얼
கிரிக்	크릭
மோதல்	충돌
உள்ளீடு	피드
உள்ளீடு	항목
உள்ளீடு	입력
உள்ளீடு	입력기
உள்ளீடு	입력하기
உள்ளீடு	입출력
ஊதா	보라색
ஊதா	자주색
ஊதா	바이올렛
புயல்	사이클론
புயல்	폭풍
புயல்	폭풍
புயல்	폭풍우
புயல்	스톰
நினைத்து	생각
அக்கறை	배려
கூறு	모듈
கூடைப்பந்து	농구
விதைகள்	씨앗
மாசு	오염
மாசு	오염
வரவு	입국
வரவு	도착
வரவு	이탈
எப்போது	언제쯤
எப்போது	언제
முப்பது	삼십
முப்பது	서른
புத்தரின்	부처
புத்தரின்	부처님
சரக்கு	화물
சரக்கு	인벤토리
சரக்கு	재고
சரக்கு	화물
சரக்கு	운송
இயல்பாக	정규
இயல்பாக	보통
இயல்பாக	평범
இயல்பாக	정상
வைரஸ்	바이러스
பான்	bonn
பான்	냄비
பரப்புரை	선전
டேனியல்	다니엘
டேனியல்	대니얼
ஜோன்ஸ்	존스
பலன்	혜택
பலன்	결과
கோழி	가금류
கோழி	치킨
கோழி	닭고기
கோழி	암탉
சக்தியை	파워
சக்தியை	전력
சக்தியை	권력
எல்லோரும்	everybody
எல்லோரும்	다들
எல்லோரும்	모두
பயணத்தை	여행
அளவீடு	측정
மென்மையான	부드러워
மென்மையான	청량
மென்மையான	부드럽게
மென்மையான	부드러운
மென்மையான	소프트
பகதூர்	바하두르
மூவர்	트리오
சமம்	같음
நிலவியல்	지질학
குடியுரிமை	시민
குடியுரிமை	시민권
விருந்து	party
விருந்து	파티
இரண்டாவதாக	두번째로
ரைட்	라이트
உருவாக்குதல்	생성
உருவாக்குதல்	창조
உருவாக்குதல்	만들기
மாநாடுகள்	컨퍼런스
மாநாடுகள்	회의
கட்டாய	필수
வரைகலை	그래픽
வரைகலை	그래픽스
ஸ்டுடியோ	스튜디오
குற்றவியல்	범죄자
வரைபடங்கள்	지도
ஆன்லைன்	온라인
தொழிற்துறை	업계
தொழிற்துறை	산업
அப்பா	아빠
அப்பா	아버지
முற்போக்கு	진보주의
முற்போக்கு	프로그레시브
சீனம்	중국인
சீனம்	중국어
கோலா	코알라
கோலா	콜라
செயலி	애플리케이션
செயலி	프로그램
செயலி	어플리케이션
செயலி	어플리케이션
கேரி	캐리
மாஸ்கோ	모스크바
முடியுமா	상호작용
அறம்	아람
நினைவகம்	메모리얼
நினைவகம்	기념비
நினைவகம்	기념관
நினைவகம்	추억
நினைவகம்	기억력
நினைவகம்	메모리
நினைவகம்	기억
ரோடு	도로
ரோடு	로드
நபி	예언자
இவள்	그녀
இவள்	그녀는
ஆப்கானிஸ்தான்	아프가니스탄
கழிவு	낭비
கழிவு	폐기물
பற்றாக்குறை	부족
ஆரம்பம்	시작하기
ஆரம்பம்	시작
நீரிழிவு	당뇨
நீரிழிவு	당뇨병
இளைஞர்கள்	청년
இளைஞர்கள்	청소년
இளைஞர்கள்	젊음
இளைஞர்கள்	청춘
இளைஞர்கள்	청년
உளவு	스파이
புகைப்படம்	사진
புகைப்படம்	사진
புகைப்படம்	사진술
வகுப்புகள்	클래스
வகுப்புகள்	수업
சாத்தியம்	가능한
சாத்தியம்	가능
ஊதியம்	지불
ஊதியம்	결제
பாலி	팔리어
பாலி	발리
ஆசி	축복
ஆசி	축복이
ஆசி	축복
முட்டைகள்	계란
முட்டைகள்	달걀
இந்தோனேசிய	인도네시아어
இந்தோனேசிய	인도네시아
கால்கள்	다리
சூடான	덥다
சூடான	hot
சூடான	뜨겁다
சூடான	뜨거운
சூழ்நிலையில்	상황
சூழ்நிலையில்	상황이
வறுமை	가난
வறுமை	빈곤
கந்தக	유황
குடும்பத்தினர்	가족
குடும்பத்தினர்	가족
குடும்பத்தினர்	가족과
குடும்பத்தினர்	패밀리
வலைப்பதிவு	블로그
வாழ்ந்தார்	살았던
அரங்கில்	아레나
பதினைந்து	열다섯
தனியே	홀로
தனியே	혼자
லைவ்	생방송
லைவ்	라이브
ஆராய்ச்சியாளர்கள்	연구자
ஆராய்ச்சியாளர்கள்	연구원
கிருஷ்ணர்	크리슈나
பண்டிதர்	수비수
இறைவி	여신
சர்மா	샤르마
தொன்மையான	클래식
தொன்மையான	고전
வாங்கும்	구매
வட்டு	디스크
வட்டு	디스크
ஆல்பர்ட்	알베르트
ஆல்பர்ட்	앨버트
குறிக்கோள்	목적
குறிக்கோள்	목표
குறிக்கோள்	타깃
குறிக்கோள்	대상
குறிக்கோள்	타겟
குரங்கு	원숭이
குரங்கு	몽키
பயன்படுத்துதல்	사용하기
ஆண்டவர்	하느님
ஆண்டவர்	하나님
நெருப்பு	화재
நெருப்பு	불화
சிலி	칠레
பயன்கள்	사용
வாள்	도검
அன்	ann
வரம்	무제한
வரம்	범위
ஹைட்ரஜன்	수소
நலன்	복지
ஐக்	아이크
உரிமைகளை	권리
மயில்	피콕
பாதுகாக்கும்	보호하기
பாதுகாக்கும்	보호
முஹம்மது	무하마드
முஹம்மது	무함마드
நச்சு	독성
நச்சு	유독성
மலேரியா	말라리아
பிடித்த	즐겨
பிடித்த	좋아하는
கிளர்ச்சி	반란
விதம்	웨이팅
விதம்	way
விதம்	웨이
நார்வே	노르웨이
முகப்பு	집에
முகப்பு	고향
முகப்பு	집으로
முகப்பு	가정
செடி	식물
செடி	식물학
செடி	공장
செடி	식물
செடி	식물학
நிர்வாகி	운영자
நிர்வாகி	관리자
நிர்வாகி	관리자
நிர்வாகி	매니저
நிர்வாகி	운영자
நிர்வாகி	관리자
நிர்வாகி	운영자
நிர்வாகி	관리자
விடுதி	호텔
நிபுணர்	전문가
பாக்டீரியா	세균
பாக்டீரியா	박테리아
லிமிடெட்	한정
லிமிடெட்	제한된
லிமிடெட்	ltd
டிகிரி	도도
டிகிரி	학위
மீடியா	미디어
மந்திரி	젝스키스
அலுவலகங்கள்	사무실
விஞ்ஞான	과학
தாத்தா	할아버지
தாத்தா	외할아버지
வருடாந்திர	매년
சிரியா	시리아
தாள்	종이
தாள்	페이퍼
தாள்	용지
தாள்	시트
தாள்	시트
பாத்திரங்கள்	접시
பெரிதாக	축소
பெரிதாக	확대
அயோடின்	아이오딘
முக்கியம்	imp
முக்கியம்	노출
முக்கியம்	중요
முக்கியம்	중요하다
சரித்திரம்	역사
சரித்திரம்	내역
சரித்திரம்	히스토리
சரித்திரம்	기록
கடினம்	열심히
கடினம்	하드
கடினம்	어려워
கடினம்	어려운
கடினம்	어려움
கடினம்	어려워
வெடிப்பு	폭발
தேநீர்	홍차
அகாடமி	아카데미아
அகாடமி	아카데미
சோனி	소니
சாதிகள்	양복
சாதிகள்	정장
மறை	숨기기
விரதம்	금식
விரதம்	단식
விரைவான	빠른
விரைவான	빠르다
விரைவான	빨라
விரைவான	빠름
ஹில்	언덕
தொண்டை	목구멍
தொண்டை	목이
நிர்வாகிகள்	운영자
நிர்வாகிகள்	관리자
சமஸ்கிருத	산스크리트어
பம்பாய்	봄베이
விழும்	떨어지지
விழும்	떨어지는
விழும்	떨어짐
அம்சம்	기능
மைதானம்	그라운드
காவியம்	에픽
காவியம்	서사시
பாரி	배리
பேராலயம்	성당
பேராலயம்	대성당
கட்டுமானம்	공사
கட்டுமானம்	건설
கட்டுமானம்	건축
மாறுகிறது	바뀌기
மாறுகிறது	변경
திரவம்	수분
திரவம்	수액
திரவம்	액체
திரவம்	액체
திரவம்	리퀴드
பரிந்துரைகள்	추천
பரிந்துரைகள்	제안
பரிந்துரைகள்	추천
குடல்	창자
இனப்பெருக்க	번식
இனப்பெருக்க	사육
சிலநேரங்களில்	때로는
சிலநேரங்களில்	가끔은
சிலநேரங்களில்	가끔
சிலநேரங்களில்	때때로
விக்டர்	빅토르
விக்டர்	빅토르
விக்டர்	빅터
ஒப்பீட்டளவில்	상대적으로
இலித்தியம்	리튬
ஜிம்	헬스
ஜிம்	체육관
ஜிம்	다짐
அரேபியா	아라비아
மக்னீசியம்	마그네슘
புகைப்படங்கள்	사진
புகைப்படங்கள்	사진들
பேச	말하기
தொடர்புடையது	관련
தொடர்புடையது	관련성
தொடர்புடையது	관련
தொடர்புடையது	관련성
மதிப்புகள்	가치관
மதிப்புகள்	가치
வாசிப்பு	연주회
முன்னுரிமை	우선순위
நீதிபதிகள்	판사
காய்	카이
கிளார்க்	클라크
கிளார்க்	사무원
கிளார்க்	점원
கிளார்க்	클라크
புனிதர்கள்	성인인
புகையிலை	담배
நாசா	nasa
ஒருங்கிணைப்பு	통합
பறந்து	날아라
பறந்து	플라이
பறந்து	flying
பறந்து	플라잉
பறந்து	날아라
பறந்து	비행
திருத்தி	편집기
திருத்தி	편집자
திருத்தி	에디터
ஒருவேளை	아마도
ஒருவேளை	아마
புகார்	불만
புகார்	불평
புகார்	불평
பிடிக்க	캐치
குறுக்கு	대각선
குறுக்கு	교차
குறுக்கு	십자
குறுக்கு	십자가
குறுக்கு	크로스
கடத்தல்	납치
கடத்தல்	밀수
கடத்தல்	납치
பயன்பாட்டை	애플리케이션
பயன்பாட்டை	프로그램
பயன்பாட்டை	어플리케이션
பயன்பாட்டை	어플리케이션
நம்பிக்கைகள்	희망
உயர்ந்தது	최고
வள	자원
வள	리소스
நுழைவு	항목
ஆஸ்திரியா	오스트리아
கொள்ளளவு	용량
இயற்கையாக	자연스럽게
இயற்கையாக	자연적으로
இயற்கையாக	naturally
முஸ்லீம்	이슬람교
முஸ்லீம்	무슬림
மாடு	가축
சிறந்தது	최고
சிறந்தது	베스트
மான்செஸ்டர்	맨체스터
பொய்	거짓말
பொய்	거짓
பொய்	가짜
பொய்	거짓말
தூண்கள்	기둥
கினி	기니
ஆளுமை	성격
ஆளுமை	인격
ஆளுமை	개성
மேலாளர்	관리자
மேலாளர்	매니저
சிதைவு	붕괴
சிறுநீர்	오줌
சிறுநீர்	소변
கற்றல்	학습
பாதைகள்	경로
பாதைகள்	채널
பிளேக்	블레이크
பிரதிகள்	중복
பிரதிகள்	복사
பிரதிகள்	복사본
பிரதிகள்	사본
அப்பர்	윗쪽
அப்பர்	상위
கெவின்	케빈
கம்பி	와이어
கம்பி	철사
பெரியது	대형
லெனின்	레닌
அலைவரிசை	채널
ஆலை	공장
ஆலை	식물
ஆலை	식물학
கல்கத்தா	캘커타
ஒற்றுமை	통일
ஒற்றுமை	단결
ஒற்றுமை	유니티
ஒற்றுமை	unity
சாதனைகள்	성취
சாதனைகள்	달성
சாதனைகள்	업적
சாதனைகள்	기록
சாதனைகள்	레코드
சமச்சீர்	대칭
கடைகள்	상점
கடைகள்	가게
கடைகள்	매장
கடைகள்	가게
கடைகள்	상점
கடைகள்	스토어
திகில்	공포
திகில்	패닉
திகில்	공황
வளர	자라
தலையை	헤드
தலையை	머리
முப்பரிமாண	관점
ரோஸ்	장미
ரோஸ்	로즈
ரோஸ்	로스
தொலை	리모콘
தொலை	원격
தொலை	리모컨
கல்யாணம்	결혼식
கல்யாணம்	웨딩
லிட்டர்	리터
மூக்கு	코코
வரலாம்	아마도
வரலாம்	아마
யுரேனியம்	우라늄
ஹிந்தி	힌디어
ஹிந்தி	힌트
சேனல்	채널
உயர்நிலை	고급
நூலகங்கள்	라이브러리
நூலகங்கள்	도서관
புதன்	수성은
புதன்	수성
புதன்	머큐리
புதன்	수요일
புதன்	수요일
வாரத்தில்	주일
வாரத்தில்	일주일
துறவி	몽크
விதிமுறைகள்	약관
விதிமுறைகள்	용어
ஜூனியர்	주니어
பட்டறை	워크샵
பட்டறை	워크숍
கம்பன்	심지어
கம்பன்	조차도
கிளைகள்	나뭇가지
எதிர்பார்க்கப்படுகிறது	예상
கத்தோலிக்கம்	가톨릭교회
கத்தோலிக்கம்	가톨릭주의
வியாழன்	목성
வியாழன்	목성의
வியாழன்	목요일
வார்னர்	워너
அமைதியான	조용히
அமைதியான	조용한
அமைதியான	평화로운
அமைதியான	평화롭고
செயலர்	비서
பூனை	고양이
சூ	sue
சூ	고소
ஒட்டு	붙이기
ஒட்டு	붙여넣기
ஒட்டு	패치
கேட்	대문
கேட்	게이트
கேட்	kate
கேட்	케이트
கேட்	kat
கண்டறிதல்	탐지
கண்டறிதல்	감지
கண்டறிதல்	검출
கண்டறிதல்	디스커버리
கண்டறிதல்	발견
கனிமங்கள்	미네랄
மைக்கல்	마이클
மைக்கல்	미하엘
மைக்கல்	미카엘
உலர்	건조
உலர்	드라이
தீர்வுகள்	해결책
தீர்வுகள்	솔루션
வேகமான	졸려
பாதுகாக்கப்பட்ட	보호
தூண்	칼럼
தூண்	기둥
தூண்	기둥
பாதுகாப்பாக	보안
பாதுகாப்பாக	안전한
பாதுகாப்பாக	무사히
பாதுகாப்பாக	안전
மன்னிப்பு	용서
மன்னிப்பு	사과
மன்னிப்பு	사과
நியூட்டன்	뉴턴
உயிரினம்	생물
உயிரினம்	생명체
தடகள	애슬레틱
விளக்குகள்	불빛
விளக்குகள்	조명
ஆவண	구현
காணவும்	시계
சேர்க்கப்பட்டது	추가되었습니다
சேர்க்கப்பட்டது	추가됨
சதி	플롯
சதி	음모론
அழித்து	파괴
அழித்து	파멸
நாயகி	헤로인
வேண்டுமானாலும்	언제든지
வேண்டுமானாலும்	언제라도
வேண்டுமானாலும்	언제든
துபாய்	두바이
பொறியாளர்	기술자
பொறியாளர்	엔지니어
பொறியாளர்	공학자
பழ	과일
பழ	열매
பழ	과일과
வல்லுநர்	전문가
வல்லுநர்	전문가
அதிகாரபூர்வமாக	공식적으로
அதிகாரபூர்வமாக	officially
அரபி	아라비아어
அரபி	아라비아
அரபி	아랍어
சிகப்பு	붉은
சிகப்பு	붉은색
சிகப்பு	레드
சிகப்பு	빨간색
சிகப்பு	빨강
வழு	벌레
வழு	버그
வழு	오류
ஒலிபரப்பு	변속기
ஒலிபரப்பு	전송
ஒலிபரப்பு	방송
ஆபிரகாம்	아브라함
ஆபிரகாம்	에이브러햄
புரதங்கள்	단백질
ஊருக்கு	시내
ஊருக்கு	도시
ஊருக்கு	타운
ஊருக்கு	마을
லத்தீன்	레이블
லத்தீன்	라벨
லத்தீன்	라틴
லத்தீன்	라틴어
நிக்கல்	니켈
குறைந்தபட்சம்	최소
கதாபாத்திரத்தில்	출연
டேவிஸ்	데이비스
டேவிஸ்	데이비스
டேவிஸ்	davies
டீசல்	디젤
பங்குகள்	역할
பங்குகள்	주식
பங்குகள்	공유
பாறைகள்	바위
கடமை	듀티
கடமை	의무
பிழைகள்	오류
பிழைகள்	벅스
பிழைகள்	버그
பிழைகள்	곤충
இல	목표
இழை	섬유
பதினெட்டு	여덟
பதினெட்டு	열여덟
பின்புறம்	후방
பே	베이
பெண்மணி	숙녀
பெண்மணி	레이디
பெண்மணி	아줌마
குளிர்கால	겨울
குளிர்கால	윈터
மெகா	메가
எழுத்துரு	글꼴
எழுத்துரு	글꼴
அகன்ற	넓은
அகன்ற	광범위
அகன்ற	광범위한
பாக்கிஸ்தான்	파키스탄
வரைவு	초안
வரைவு	드래프트
வரைவு	임시
விட்டனர்	무덤
ஒப்பிட்டு	비교하기
ஒப்பிட்டு	비교
செயலாக்கம்	프로세싱
செயலாக்கம்	처리
தியானம்	명상
டிஸ்னி	디즈니
குழந்தைகளை	키즈
குழந்தைகளை	애들
குழந்தைகளை	아이들
குழந்தைகளை	어린이
குழந்தைகளை	아동
குழந்தைகளை	어린이들
குழந்தைகளை	자녀
குழந்தைகளை	어린이
குழந்தைகளை	아이들
வரவில்லை	결석
வரம்பு	범위
வரம்பு	한계
வரம்பு	제한
வரம்பு	극한
அறுவடை	수확
அறுவடை	추첨
வாழ்த்துகள்	축하드립니다
வாழ்த்துகள்	축하합니다
வாழ்த்துகள்	축하해
சுட்டி	생쥐
சுட்டி	마우스
கண்டறியும்	탐지
கண்டறியும்	감지
ஆல்பா	알파
சவூதி	사우디아
உணவில்	다이어트
உணர்ச்சி	정서
உணர்ச்சி	감정
உணர்ச்சி	반응
உணர்ச்சி	공감
உணர்ச்சி	감정
ஜீன்	jun
மகன்கள்	아들들
நுழைந்து	입력
நுழைந்து	입력합니다
நுழைந்து	입력하기
அழகி	아름다움
அழகி	미녀
அழகி	미용
அழகி	미모
அழகி	미인
செலவுகள்	비용
செலவுகள்	비용
கொடிய	치명적이다
கொடிய	치명적
மனைவியின்	마누라
மனைவியின்	와이프
மனைவியின்	아내
திசு	조직
கேப்டன்	캡틴
கேப்டன்	대위
கேப்டன்	선장
தரவுத்தள	데이터베이스
லே	lay
பிஜி	피지
உள்ளார்ந்த	로컬
உள்ளார்ந்த	현지
ஃபாக்ஸ்	폭스
ஃபாக்ஸ்	여우
நொதி	효소
எஃகு	제철
எஃகு	강철
எஃகு	스틸
அர்த்தம்	의미
ஒப்பந்தங்கள்	계약
ஒப்பந்தங்கள்	계약서
சிலுவை	교차
சிலுவை	십자
சிலுவை	십자가
சிலுவை	크로스
செயல்களை	행동
செயல்களை	활동
செயல்களை	동작
செயல்களை	액션
புகுபதிகை	로그인
ஊழியர்	직원
ஊழியர்	스탭
ஊழியர்	직원들
ஆண்டி	앤디
வசந்த	봄이
வசந்த	스프링
உடனடி	즉석
உடனடி	인스턴트
உடனடி	즉시
உடனடி	즉각
சொன்னார்	말했다
வறண்ட	건조
வறண்ட	드라이
நோன்பு	금식
நோன்பு	단식
ஹாட்	덥다
ஹாட்	hot
ஹாட்	뜨겁다
ஹாட்	뜨거운
சமன்பாடுகள்	방정식
இடைமுகம்	인터페이스
மூடி	무디
துண்டு	타월
துண்டு	수건
பாஸ்	사장님
பாஸ்	보스
பாஸ்	베이스
பாஸ்	배스
பாஸ்	패스
தாஸ்	das
நட்சத்திரங்கள்	항성
நட்சத்திரங்கள்	스타
மூர்	무어
மூர்	무어인
மூர்	무어
வளையம்	링링
வளையம்	반지
வளையம்	소환
சிலிக்கான்	규소
சிலிக்கான்	실리콘
ஒவ்வொருவரும்	모두
முதிர்ந்த	성숙
முதிர்ந்த	성숙한
கூரை	옥상
கூரை	지붕
பயனுள்ளதாக	유용하다
பயனுள்ளதாக	유용합니다
பயனுள்ளதாக	유용
குறிகள்	기호
குறிகள்	상징
குறிகள்	깃발
குறிகள்	국기
குறிகள்	플래그
கோப்புகள்	파일
பெருக்கம்	이득
கடினமாக	열심히
கடினமாக	하드
கடினமாக	어려워
டாடா	타타
பெற்றோர்கள்	부모
பெற்றோர்கள்	부모님
ஒளிபரப்பு	방송
ஒடிசா	오데사
கிழங்கு	감자
சமுதாயம்	커뮤니티
சமுதாயம்	공동체
கண்டறியப்பட்டுள்ளது	감지
கண்டறியப்பட்டுள்ளது	발견됨
எலி	생쥐
எலி	마우스
கருணை	동정
கருணை	연민
கருணை	자비
கருணை	친절
கருணை	그레이스
கருணை	은혜
போயிங்	보잉
இணைப்பை	링크
சோளம்	옥수수
மானிடவியல்	인류학
பாட்டர்	포터
நகர்வு	쉬프트
நகர்வு	shift
நகர்வு	시프트
செங்குத்து	수직
செங்குத்து	세로로
செங்குத்து	세로
உறை	봉투
உறை	커버
உறை	덮개
உறை	표지
உறை	봉투
திட்டமிட்டு	예정된
திட்டமிட்டு	계획
ஒன்றையும்	박탈
சிப்பாய்	군인
சிப்பாய்	병사
அச்சம்	공포
அச்சம்	두려움
அச்சம்	공포증
பசுமை	녹색
பசுமை	그린
பசுமை	초록색
பசுமை	초록
ஆரஞ்சு	오렌지
ஆரஞ்சு	오렌지색
ஆரஞ்சு	범위
கோட்	외투
கோட்	코트
பயணங்கள்	미션
எழும்	죽는다
மற்றவை	기타
மற்றவை	다른
மற்றவை	기타
மற்றவை	기타
தென்னை	코코넛
வாய்ப்புள்ளது	기회
கொள்ளை	전리품
கொள்ளை	강도
தீவிரவாத	테러리즘
தீவிரவாத	공포
தீவிரவாத	테러
தீவிரவாத	테러리스트
மாஸ்டர்	마스터스
மாஸ்டர்	마스터
நடக்க	산책
நடக்க	걷기
வார்த்தைகள்	words
வார்த்தைகள்	단어
அதிகரிப்பு	증가
சென்ட்ரல்	중부
சென்ட்ரல்	센트럴
ஜெட்	제트
ஜெட்	제트기
காமா	감마
இரட்டையர்	복식
இரட்டையர்	쌍둥이
இரட்டையர்	트윈
இரட்டையர்	쌍둥이
இரட்டையர்	트윈스
ஸ்காட்	스콧
ஸ்காட்	스캇
கம்போடியா	캄보디아
தடித்த	스파크스
தடித்த	스파크
தடித்த	블라인드
தடித்த	두껍게
தடித்த	두꺼운
தடித்த	굵게
தடித்த	굵은
தடித்த	대담
தடித்த	스트라이프스
தடித்த	줄무늬
வானம்	하늘
வானம்	스카이
பானை	냄비
பானை	화분
மின்னியல்	전기
வாய்ப்பை	기회
செப்பு	구리
மகாராஷ்டிரா	마하라슈트라
உருவாக்கப்படுகிறது	만들기
தள்ளுபடி	할인
படையெடுத்து	침략
குறைந்தபட்ச	최소
வில்சன்	윌슨
பிரதர்ஸ்	형제
பிரதர்ஸ்	브라더스
பிரதர்ஸ்	형제들
கணக்கியல்	회계
கணக்கியல்	회계학
முக்கியமானவை	민감한
முக்கியமானவை	민감하다
மேம்படுத்தப்பட்ட	고급
விநியோகம்	분포
விநியோகம்	분배
விநியோகம்	배포
விநியோகம்	배포판
கவனிக்க	공지
பிலிப்பைன்ஸ்	필리핀
இளவரசன்	프린스
இளவரசன்	왕자
செல்கள்	세포
நிறுவனமும்	회사
நிறுவனமும்	컴퍼니
நிறுவனமும்	기업
ஈரானிய	이란어군
ஈரானிய	이란
எப்போதுமே	항상
எப்போதுமே	언제나
பதிப்புரிமை	저작권자
பதிப்புரிமை	저작권
பெர்ரி	페리
பெர்ரி	베리베리
பெர்ரி	베리
ஆடியோ	오디오
திடீரென	갑작스럽게
திடீரென	갑자기
குற்றங்கள்	범죄
கரடி	베어
நிரல்கள்	프로그램
நிரல்கள்	애플리케이션
நிரல்கள்	어플리케이션
வில்லியம்ஸ்	윌리암스
வில்லியம்ஸ்	윌리엄스
மனதை	마음
இப்போதும்	아직도
இப்போதும்	여전히
சோதிடம்	점성술
சுத்தம்	청소
சுத்தம்	클리닝
காலங்கள்	타임스
காலங்கள்	타임즈
மில்லி	밀리초
ஃபிளாஷ்	플래시
யுவான்	위안
நிலத்தடி	지하
நிலத்தடி	언더그라운드
உயிர்கள்	생명
பங்கேற்ற	참가
வசூல்	콜렉션
வசூல்	컬렉션
வசூல்	모음집
துளை	구멍
துளை	구멍이
துளை	소켓
இருப்பிடம்	위치
பாவம்	불쌍한
பாவம்	sin
கருத்தியல்	이데올로기
தொழிலதிபர்	사업가
பு	수요일
குட்டி	리틀
சாம்பியன்ஷிப்	챔피언십
சாம்பியன்ஷிப்	챔피언쉽
காணொளி	동영상
காணொளி	비디오
பாய்கிறது	흐르는
சேகரிப்பு	콜렉션
சேகரிப்பு	컬렉션
சேகரிப்பு	모음집
ரியல்	진짜
ரியல்	리얼
ரியல்	레알
மிஸ்டர்	미스터
கோணங்கள்	앵글
ஆங்கிலோ	앵글로
அழிவு	파괴
அழிவு	파괴
அச்சில்	프린팅
அச்சில்	인쇄
அச்சில்	프린터
அச்சில்	경고
பிரச்சனை	문제
பிரச்சனை	이슈
பிரச்சனை	문제
யாராவது	아무나
யாராவது	누구나
நீக்கப்பட்ட	삭제됨
நீக்கப்பட்ட	삭제함
நீக்கப்பட்ட	삭제되었습니다
லேசர்	레이저
முகாம்	캠프
முகாம்	캠핑
வாழ்த்து	인사
வாழ்த்து	인사말
உக்ரைன்	우크라이나
அப்பல்லோ	아폴로
விவாதம்	토론
விவாதம்	논의
கெமர்	크메르어
வலைத்தளங்கள்	웹사이트
வித்தியாசமான	이상한
வித்தியாசமான	이상한
வித்தியாசமான	이상하다
வித்தியாசமான	달라
வித்தியாசமான	다름
வித்தியாசமான	다르다
மட்டம்	레벨
மட்டம்	수준
ஏஞ்சல்ஸ்	앤젤레스
கழுகு	독수리
கழுகு	이글
தூக்கி	던지기
ராம	라마
காமிக்ஸ்	코믹스
காமிக்ஸ்	만화
காமிக்ஸ்	만화가
மணந்து	결혼
நானோ	나노
மூச்சு	호흡
மூச்சு	호흡
லாகூர்	라호르
கற்க	배운다
கற்க	배워
பிரிவுகளாக	분열
இஸ்ரேல்	이스라엘
நன்மைகள்	혜택
நன்மைகள்	이득
சிறப்புகள்	스페셜
சிறப்புகள்	하이라이트
மயக்கம்	트랜스
உலர்ந்த	건조
உலர்ந்த	드라이
நிகழ்வை	이벤트
கண்ணீர்	눈물
கண்ணீர்	눈물이
கண்ணீர்	눈물
லிவர்பூல்	liverpool
லிவர்பூல்	리버풀
நிரலாக்கம்	프로그래밍
திருத்தலம்	신사
துன்பம்	불행
ரசிகர்கள்	팬들
ரசிகர்கள்	타겟
ரசிகர்கள்	관객
நிறுத்தப்பட்டது	중단됨
நிறுத்தப்பட்டது	중단됨
ரஹ்மான்	라흐만
ஏர்வேஸ்	항공
உடல்நலம்	체력
உடல்நலம்	헬스
உடல்நலம்	건강
உடல்நலம்	보건
இராவணன்	라바
பரஸ்பர	상호
பக்	벅스
பக்	벌레
பக்	버그
தூய்மை	순수
தூய்மை	순수한
தூய்மை	순수
டீன்	십대
நாடகத்தில்	드라마
சுகாதாரம்	위생
சுகாதாரம்	체력
சுகாதாரம்	헬스
சுகாதாரம்	건강
சுகாதாரம்	보건
ஆபத்தான	위험한
ஆபத்தான	위험하다
ஆபத்தான	위험
வீக்கம்	염증
வீக்கம்	부어
ஊசி	주사
ஊசி	주입
ஊசி	분사
ஊசி	주사
ஊசி	바늘
சூழலை	환경
இருக்கை	좌석
இருக்கை	자리
சீசன்	시즌
சீசன்	계절
பெற்றவை	받았습니다
பெற்றவை	받은
பெற்றவை	받음
ஆர்க்டிக்	북극
எடிசன்	에디슨
வீட்டின்	하우스
கைவிடப்பட்டது	떨어짐
கைவிடப்பட்டது	중단됨
நூற்றாண்டுகளாக	세기
அண்டை	이웃들
அண்டை	이웃
அரிதான	희귀한
அரிதான	귀한
அரிதான	희귀
அரிதான	드문
உறவை	연애
உறவை	관계
தொலைநோக்கி	망원경
இருப்பார்கள்	스프링
இருப்பார்கள்	스프링스
பொறிகள்	지우
பொறிகள்	지우기
பொறிகள்	지워
பொறிகள்	트랩
பொறிகள்	트랩
பொறிகள்	함정
ஜெய்	제이
உத்திகள்	전략
உத்திகள்	전략
உத்திகள்	전술
உத்திகள்	테크닉
உத்திகள்	기법
பிராட்	브래드
பொருத்தம்	fit
பொருத்தம்	일치하기
பொருத்தம்	일치합니다
பொருத்தம்	매치
பொருத்தம்	일치
செயல்பாட்டில்	활성화
