категорія	категория
асоціація	сдружение
асоціація	асоциация
асоціація	асоцииране
приймає	приема
приймає	отнема
приймає	взема
характерні	отличителен
характерні	отличителни
розробив	проектирано
розробив	проектирана
розробив	проектиран
розробив	проектирани
видобуток	разваля
сена	сена
сюжет	приказка
сюжет	история
майстерні	ателие
майстерні	студио
драма	драмата
драма	драма
католицька	католическа
католицька	католическо
католицька	католик
католицька	католици
католицька	католичка
зауваження	забележка
зауваження	бележка
зауваження	забележи
зауваження	известие
зауваження	предизвестие
зауваження	забележете
погляд	поглед
погляд	виж
мас	мас
віра	вера
віра	фейт
віра	вяра
повернути	завъртане
повернути	завой
повернути	завъртане
повернути	въртене
повернути	връщане
стрічки	храни
стрічки	касета
стрічки	лента
стрічки	стриптийз
стрічки	ленти
стрічки	лента
визволення	освобождението
визволення	освобождение
цікаво	любопитен
цікаво	любопитно
цікаво	любопитна
цікаво	любопитни
цікаво	интересна
цікаво	интересно
цікаво	интересни
цікаво	интересен
цікаво	заинтересовани
цікаво	заинтересована
цікаво	заинтригуван
цікаво	заинтересуван
цікаво	заинтересован
цікаво	чудо
цікаво	чудно
користування	използване
користування	употреба
користування	използвайки
користування	използване
користування	употреба
користування	използвайте
татар	татарски
мінерали	минерали
хід	завъртане
хід	завой
хід	преместване
хід	движение
семінарії	семинарията
інтереси	интереси
представляє	представлява
їхній	тяхна
їхній	тяхната
їхній	техните
їхній	техен
заміж	женени
заміж	женена
заміж	омъжена
заміж	женен
плани	планове
прибуток	печалба
прибуток	печалби
прибуток	приход
прибуток	доход
прибуток	приходи
прибуток	доходи
прибуток	добив
прибуток	доходност
прибуток	приход
прибуток	приходи
сержант	сержант
кут	кут
кут	ъгъл
вибрані	избрана
вибрані	избрано
вибрані	избрани
вибрані	избран
вибрані	любимите
вибрані	любимци
вибрані	любими
митрополит	архиепископ
надано	предоставено
надано	предоставен
надано	предоставени
надано	осигурени
надано	предоставена
надано	дадени
надано	дадена
надано	дадено
надано	доставена
надано	доставено
надано	предоставена
лютий	февруари
явище	явления
явище	феномен
явище	феномени
явище	явление
явище	феномен
спеціальний	специална
спеціальний	специално
спеціальний	специални
спеціальний	специален
азербайджану	азербайджан
медичні	медицински
медичні	медицинска
подорож	пътувания
подорож	пътуване
подорож	пътувам
подорож	пътуват
подорож	пътешествия
подорож	пътуване
подорож	пътешествие
подорож	пътуване
подорож	пътешествие
подорож	трип
подорож	екскурзия
подорож	пътуване
подорож	пътувам
подорож	пътува
філіп	филип
філіп	филип
філіп	филип
філіп	филип
оцінка	рейтинги
оцінка	рейтинг
оцінка	квалификация
оцінка	резултат
оцінка	оцени
оцінка	преценка
оцінка	оценяване
оцінка	оценка
низки	античността
долини	долини
долини	вале
долини	вейл
погляди	гледки
погляди	забележителности
погляди	вярвания
погляди	убеждения
погляди	изглед
погляди	гледки
погляди	изгледи
погляди	мнения
погляди	гледания
учні	студенти
учні	ученици
учні	последователи
учні	ученици
учні	зениците
повне	пълна
повне	пълни
повне	пълен
повне	пълно
пік	връх
пік	пика
пік	пик
необхідні	изисквана
необхідні	необходимо
необхідні	необходими
необхідні	необходима
дали	добито
дали	даде
дали	дала
літературний	литературни
літературний	литературен
комах	насекоми
комах	насекомите
юлія	юлия
юлія	юлия
юлія	джулия
юлія	хулия
ріо	рио
полтава	полтава
текстів	текстове
зброю	оръжие
зброю	оръжия
зброю	оръжията
зброю	пистолети
зброю	оръжия
зброю	пушки
вінниця	виницка
посольство	посолство
посольство	посолството
ідею	идея
франц	франц
ядра	ядрото
активний	активна
активний	активно
активний	активни
активний	активен
раду	раду
співвідношення	съотношение
співвідношення	съотношение
співвідношення	коефициент
співвідношення	аспект
зберігаються	съхранявани
відень	виена
суддя	съдията
суддя	съдия
суддя	съдя
суддя	рефер
швейцарія	швейцария
латвії	латвия
платформа	перон
платформа	платформата
платформа	платформа
ударні	барабаните
ударні	барабани
кореспондент	кореспондент
журі	журито
журі	жури
журі	заседатели
спеціального	влечуго
спеціального	влечуги
сер	сър
навчального	академик
навчального	академични
навчального	академична
відповіді	отговори
відповіді	отговори
відповіді	отговори
хосе	жозе
хосе	хосе
хосе	жозе
хосе	хосе
концепції	концепции
концепції	понятия
романи	романите
романи	романи
потребує	нужди
потребує	изисква
описує	описва
описує	описва
описує	описвам
філософія	философия
філософія	философията
передач	трансфери
передач	преводи
джованні	джовани
порівняння	сравнение
порівняння	сравняване
порівняння	сравни
порівняння	сравнение
порівняння	сравняване
порівняння	разлики
порівняння	разлика
порівняння	сравнения
диплом	диплома
диплом	дипломата
встановлені	инсталирана
встановлені	инсталиран
встановлені	монтирано
встановлені	монтиран
встановлені	инсталирани
почався	започна
висока	висок
висока	висока
висока	високи
висока	високо
релігійні	религиозни
релігійні	религиозно
релігійні	религиозен
релігійні	религиозна
літературні	литературни
літературні	литературен
акторка	актриса
акторка	актриси
акторка	актрисата
історичної	историческа
історичної	исторически
історичної	историческо
фізика	физиката
фізика	физика
атаки	атакува
атаки	атентати
атаки	атаки
атаки	нападения
атаки	атака
наші	нашият
наші	наша
наші	нашия
наші	нашата
наші	нашите
наші	наша
наші	наше
наші	наши
наші	нашата
наші	нашите
тече	лигите
тече	потоци
відоме	позната
відоме	известни
відоме	познат
відоме	известна
відоме	известен
звільнений	уволнен
звільнений	уволнени
звільнений	уволнена
спогади	спомени
спогади	спомените
югославії	югославия
регулярно	редовно
баварія	бавария
баварія	байерн
залізничний	железница
залізничний	железопътния
залізничний	железопътен
залізничний	железници
бізнесу	предприемачески
дорослому	пораснал
дорослому	отглеждани
дорослому	пораснала
дорослому	пораснали
дорослому	пораснало
шампань	шампанско
засіб	инструмент
тимчасово	временно
тимчасово	временна
тимчасово	временни
тимчасово	временен
тимчасово	временно
ніби	предполагаемо
обмін	споделянето
обмін	споделяне
обмін	обмяна
обмін	замяна
обмін	размяна
обмін	обмен
обмін	борса
платформи	платформи
платформи	перон
платформи	платформата
платформи	платформа
проектування	проектиране
проектування	дизайн
скасування	отменя
скасування	отмяна
скасування	анулиране
довгі	дълги
довгі	дълго
довгі	дълъг
довгі	лонг
антоніо	антонио
чорні	черни
чорні	черно
чорні	черна
чорні	черен
пристроїв	устройствата
пристроїв	устройства
ані	нап
ані	ани
ані	нито
фізичні	физическо
фізичні	физически
фізичні	физическа
артилерії	артилерията
артилерії	артилерия
публіцист	публицист
медіа	медии
медіа	медия
медіа	медиите
повернутися	връщане
повернутися	завръщане
природні	натурални
природні	естествени
природні	естествена
природні	естествен
мозель	мозел
підхід	подход
хвіст	опашка
хвіст	опашката
гілки	клонове
гілки	клонки
гілки	клони
гілки	нишки
гілки	конци
луар	loire
економічні	икономическа
економічні	икономическо
економічні	икономически
журналісти	журналистика
журналісти	журналистиката
журналісти	журналисти
журналісти	журналистите
щит	щит
берлін	берлин
лікарня	болница
лікарня	болницата
папи	папата
папи	папа
папи	поуп
японський	японско
японський	японска
японський	японци
японський	японец
японський	японски
вільний	свободно
вільний	свободни
вільний	свободен
вільний	свободна
вільний	безплатни
вільний	безплатно
німецькою	германец
німецькою	германски
німецькою	немски
німецькою	немска
німецькою	германска
живопис	рисуване
живопис	живопис
живопис	картина
живопис	боядисване
заліза	желязо
заліза	железен
заліза	желязна
заліза	железни
анатолійович	навални
вільно	свободно
вільно	свободно
вільно	свободни
вільно	свободен
вільно	свободна
вільно	безплатни
вільно	безплатно
впровадження	осъществяване
впровадження	прилагане
впровадження	изпълнение
впровадження	внедряване
впровадження	разполагане
впровадження	разгръщане
впровадження	разполагането
впровадження	внедряване
нагоди	повод
вальтер	валтер
вальтер	уолтър
вальтер	валтер
справді	наистина
європа	европа
приєднання	присъединяване
адміністрація	администриране
адміністрація	администрация
дорослих	възрастни
дорослих	възрастна
дорослих	възрастен
фігури	фигури
фігури	цифри
магазин	сладкарница
магазин	магазин
магазин	магазинче
магазин	магазин
магазин	съхранение
армій	армии
розроблена	проектирано
розроблена	проектирана
розроблена	проектиран
розроблена	проектирани
відповідальність	пасив
відповідальність	отговорност
відповідальність	отговорността
відповідальність	отговорност
розповсюдження	разпространението
розповсюдження	разпространение
потік	поток
потік	поток
дана	дейна
дана	дана
гай	гай
гай	гай
поточний	ток
поточний	текущ
поточний	текуща
поточний	текущи
поточний	настоящ
лідерів	ръководители
лідерів	лидерите
лідерів	лидери
лідерів	водачи
колекція	леярната
колекція	събиране
колекція	колекция
гетьман	хетман
давніх	древни
давніх	древен
давніх	древно
давніх	древна
румунія	румъния
підтвердження	потвърждение
підтвердження	потвърждаване
підтвердження	одобрение
підтвердження	одобряване
культурі	фантастика
культурі	измислица
танк	резервоар
танк	танк
танк	цистерна
зрозуміло	разбрано
педагогічний	педагогически
медичний	медицински
медичний	медицинска
друзів	приятели
друзів	friends
друзів	приятелки
коней	кончета
коней	коне
коней	конете
виступ	изпълнение
виступ	ефективност
щороку	годишен
щороку	годишно
щороку	годишна
будинках	къщи
будинках	къщите
ібн	ибн
структур	структури
структур	конструкции
структур	постройки
виконавців	изпълнителите
виконавців	изпълнители
виконавців	ресурси
виконавців	творци
виконавців	художници
виконавців	изпълнители
виконавців	артисти
четвертий	четвърта
четвертий	четвърто
четвертий	четвърти
зліва	ляво
зліва	ляв
зліва	наляво
уникнути	избягвайте
уникнути	избегне
уникнути	избягване
літ	осветена
маршрут	маршрут
маршрут	път
маршрут	трасе
маршрут	маршрут
царство	кралство
царство	царство
едвард	едвард
едвард	едуард
перемог	печели
перемог	победите
перемог	победи
пояснення	обяснения
пояснення	обяснение
пояснення	разяснения
пояснення	обяснения
пояснення	разяснения
пояснення	обясни
сприяє	допринася
сприяє	насърчава
громадянство	националност
громадянство	гражданство
громадянство	гражданство
допомагає	помага
журналістів	журналисти
журналістів	журналистите
засуджений	осъждан
засуджений	осъден
засуджений	осъдени
засуджений	осъди
засуджений	осъдена
засуджений	осъден
засуджений	осъдени
засуджений	осъден
вхід	включване
вхід	вход
вхід	влизане
вхід	сеч
вхід	появяване
вхід	вход
хан	кхан
хан	хан
хан	кан
хан	хан
росіяни	руснаци
росіяни	руснаците
чарльз	чарлз
чарльз	чарлс
чарльз	шарл
випадки	случаи
випадки	инциденти
випадки	произшествия
персонаж	характер
утримання	задържане
вирішено	разрешен
вирішено	решени
вирішено	решен
вирішено	решено
вирішено	решен
вирішено	решени
вирішено	разрешен
розпаду	разпад
розпаду	разпадане
призначено	предназначен
призначено	предвидена
призначено	предназначени
чорно	монохромна
проводять	харчи
проводять	похарчи
читання	четете
читання	прочетете
читання	чета
читання	чети
читання	прочети
читання	четене
читання	чета
читання	четенето
читання	четене
пара	двойка
пара	чифт
пара	изпарения
пара	изпаренията
пара	двойка
виступали	извършен
виступали	проведено
виступали	извършено
виступали	извърши
виступали	извършена
союзників	съюзници
союзників	съюзниците
табір	лагер
смуги	ивици
смуги	райета
офіцер	офицер
офіцер	полицай
десятки	десетки
десятки	дузини
десятки	дузина
десятки	десетки
десятки	дузина
десятки	дузини
житловий	жилищна
житловий	жилищни
житловий	жилищен
сирії	сирия
схожі	подобно
схожі	подобен
схожі	сходен
схожі	подобна
схожі	подобни
схожі	свързани
схожі	свързан
схожі	свързана
схожі	свързано
нагорода	награда
нагорода	възлагане
нагорода	награда
майбутнє	бъдеще
майбутнє	бъдещ
майбутнє	бъдещи
майбутнє	бъдещето
майбутнє	бъдеща
почуття	чувство
почуття	усещане
почуття	разум
почуття	чувствата
почуття	чувства
почуття	чуства
символів	характер
символів	означения
символів	символи
символів	знаци
символів	герои
символів	символи
активність	дейност
активність	активност
надати	предоставят
надати	доставки
надати	снабдяване
надати	предлагане
надати	доставка
надати	дай
надати	субсидия
надати	грант
рейтингу	класация
рейтингу	класиране
наслідки	последици
наслідки	последствия
наслідки	последствията
соціальні	социално
соціальні	социален
соціальні	социални
соціальні	социална
затвердження	одобрение
затвердження	одобряване
дворі	двор
дворі	двора
дворі	дворът
дворі	двор
дворі	ярд
обліку	броене
обліку	броя
обліку	фактуриране
знаходить	намира
стефан	стефан
стефан	стефан
плавання	плуване
світлана	светлана
середні	средна
середні	среден
середні	средни
середні	средно
виглядає	изглежда
рідини	течни
рідини	течна
рідини	течност
рідини	течно
рідини	течен
рідини	флуиди
рідини	течности
формально	технически
підручник	наръчник
підручник	ръководство
підручник	ръчен
підручник	ръчна
підручник	ръчни
підручник	учебник
підручник	обучение
танки	резервоари
танки	танкове
танки	цистерни
вперед	напред
студенти	студенти
студенти	ученици
владислав	владислав
перевезення	транспорт
перевезення	транспортиране
перевезення	превоз
перевезення	товари
перевезення	товарен
широкий	широко
широкий	широки
широкий	широк
широкий	широка
широкий	разширена
широкий	разширени
широкий	разширен
широкий	разширено
червоні	червени
червоні	скарлет
червоні	ред
червоні	червена
червоні	червен
червоні	червени
червоні	червено
майна	имот
майна	собственост
майна	имущество
майна	свойство
релігія	религията
релігія	религия
класифікація	класифициране
класифікація	класиране
класифікація	класификация
миколаїв	николаев
вилучено	изтрит
вилучено	изтрита
вилучено	изтрито
вилучено	изтрити
вилучено	премахната
вилучено	премахнато
вилучено	премахнат
вилучено	премахнати
вилучено	отстранени
галереї	галерии
галереї	галерия
вбивства	убийства
громадяни	граждани
громадяни	гражданите
дипломат	дипломат
зйомки	снимам
зйомки	снимането
зйомки	снимаш
зйомки	снимане
зйомки	стрелба
повноваження	отговорности
кохання	обич
кохання	любов
кохання	любовта
кохання	обичам
показано	показано
показано	показан
показано	показани
показано	показано
важливі	важно
важливі	важен
важливі	важни
важливі	важна
майстри	магьосниците
майстри	магьосници
йосип	жозеф
йосип	джоузеф
йосип	йосиф
йосип	йосип
тижні	седмици
ґрунту	почви
ґрунту	почва
масив	масив
радник	съветник
радник	съветник
радник	съветник
артур	артър
артур	артур
звук	звук
звук	звука
звук	ням
рекорд	рекорд
рекорд	запис
епоху	епоха
сягає	достига
втрат	загуби
втрат	загубите
революція	революция
новгород	новгород
валентин	валентин
професія	професия
сталі	константи
вашингтон	уошингтън
вашингтон	вашингтон
досяг	постигнато
досяг	постигната
досяг	постигнати
досяг	постигнат
зоряна	звезден
зоряна	звездно
зоряна	звездна
виділення	разпределяне
виділення	разпределение
виділення	акцент
виділення	разпределят
спілкування	комуникация
спілкування	общуване
спілкування	съобщаване
спілкування	комуникации
спілкування	общуват
спілкування	общуване
спілкування	разговор
спілкування	разговори
спілкування	беседа
спілкування	причастие
спілкування	чата
спілкування	чат
відвідав	посетиха
відвідав	посети
відвідав	посетих
квітки	цвете
вулицю	бордюра
вулицю	тротоара
художнього	артистична
художнього	художествена
художнього	артистичен
художнього	артистично
власність	имот
власність	собственост
власність	имущество
власність	свойство
власність	собственост
власність	притежание
різниця	разлики
різниця	разлика
різниця	разликата
різниця	разлика
акт	act
акт	акт
функціонування	функциониране
функціонування	функциониращи
функціонування	функциониращ
функціонування	функционираща
відповідні	подходящ
відповідні	подходяща
відповідні	уместно
відповідні	подходящи
відповідні	подходящо
онлайн	онлайн
онлайн	online
дозвіл	позволение
дозвіл	разрешение
закриття	приключване
закриття	затваряне
закриття	закриване
закриття	затваряне
закриття	близко
закриття	близо
закриття	близки
закриття	затваряне
закриття	закриване
руїни	развалини
руїни	руините
руїни	руини
франківськ	франкивск
принц	княз
принц	принц
принц	принс
принц	принцът
нормандія	нормандия
параметри	възможности
параметри	настройки
параметри	опции
параметри	параметри
параметри	настройки
альбомів	албуми
альбомів	албумите
франсуа	франсоа
миколая	николас
миколая	никълъс
випущена	лицензиран
випущена	лицензирани
функцію	функция
функцію	длъжност
функцію	функциониране
функцію	функции
православні	православна
оголошено	скрининг
оголошено	прожекция
говорити	говори
говорити	поговорим
говорити	говори
ситуацію	положението
ситуацію	ситуация
ситуацію	положение
зібрав	събрана
зібрав	събрани
кастилія	кастилия
погано	лоша
погано	зле
погано	лошо
погано	лош
погано	кофти
майя	мая
майя	мая
економічна	икономическа
економічна	икономическо
економічна	икономически
сестри	сестри
переваги	преимущества
переваги	предимства
переваги	предимства
переваги	ползи
переваги	обезщетения
плато	платото
плато	плато
озер	езера
озер	езерата
млин	мелница
млин	мил
млин	мелница
парламент	парламента
парламент	парламентът
парламент	парламент
оксана	оксана
січ	sich
яйця	яйца
яйця	яйцата
яйця	топки
яйця	топките
яйця	топчета
яйця	балове
селах	селата
селах	селища
селах	села
манчестер	манчестър
предмети	предмети
предмети	обектите
предмети	обекти
тканини	платове
тканини	тъкани
сесії	олтар
сесії	олтара
сесії	заседание
сесії	сесия
сесії	сесията
сесії	сеанс
сесії	пленарната
міліції	милиция
міліції	милицията
проходження	транзит
підпорядкування	общините
підпорядкування	общини
наслідок	следствие
наслідок	последица
наслідок	последици
наслідок	последствия
наслідок	последствие
луцьк	луцк
закінчується	приключва
закінчується	свършва
закінчується	завършва
артем	артьом
природний	натурални
природний	естествени
природний	естествена
природний	естествен
виконують	извършване
становлення	ставайки
луїс	луиз
луїс	луис
луїс	louis
луїс	луи
луїс	луис
адміністраторів	администратори
фінансування	финансиран
фінансування	финансирани
фінансування	финансирана
фінансування	финансиране
фінансування	финансиране
файлів	досиета
файлів	файлове
журнали	списанията
журнали	списания
журнали	дневници
журнали	дневниците
журнали	списания
журнали	дневници
журнали	трупи
фінал	финал
фінал	финал
фінал	краен
фінал	окончателно
двері	врата
двері	вратата
двері	вратите
двері	врати
мері	мери
вузлів	възли
вузлів	връстници
вузлів	възли
книжки	книгите
книжки	книги
токіо	токио
пригоди	приключения
пригоди	приключенията
пригоди	приключенски
пригоди	приключението
пригоди	авантюра
пригоди	приключения
пригоди	приключение
депо	депо
кабінет	кабинет
кабінет	шкаф
кабінет	кабинетът
архітектори	строители
подорожі	пътувания
подорожі	пътуване
подорожі	пътувам
подорожі	пътуват
подорожі	пътешествия
подорожі	пътува
подорожі	пътуване
подорожі	пътешествие
сторона	страна
сторона	страничен
відмінності	разлики
відмінності	различия
вікторія	виктория
серце	сърце
серце	сърцето
записи	вписвания
записи	записи
сукупність	агрегати
дон	дон
спадщина	наследство
вбивство	убийства
вбивство	убийство
вбивство	убиване
вбивство	убивам
музична	музикален
музична	музикално
музична	мюзикъл
музична	музикална
ансамбль	ансамбъл
включення	включват
включення	включване
включення	включват
включення	включва
включення	включване
включення	приобщаване
листи	буквите
листи	букви
листи	писма
шар	пласт
шар	слой
душі	душа
душі	душ
душі	души
душі	душите
громадської	нпо
збагачення	обогатяване
збагачення	обогатен
ноги	крака
ноги	краката
ноги	крачета
ноги	крака
ноги	краката
ноги	крачета
особисте	лично
особисте	личен
особисте	лична
особисте	лични
особисте	персонален
особисте	частни
особисте	частно
особисте	редник
особисте	частна
особисте	личен
особисте	частен
приналежність	апарати
приналежність	апарат
приналежність	апаратура
побачив	трион
побачив	видях
напрямки	упътване
напрямки	посоки
поділля	подолие
відновити	анулиране
відновити	рестартира
відновити	възстановяване
відновити	възстанови
відновити	връщане
відновити	възобновяване
відновити	резюмето
автономна	автономни
автономна	автономна
автономна	автономна
македонії	македония
кампанія	кампания
кампанія	кампанията
кампанія	кампания
практика	тренировка
практика	практика
запитання	въпрос
запитання	въпроси
драматург	драматург
розпочато	започна
марко	марко
марко	марко
намір	намерение
намір	намерения
намір	намерението
воротар	вратар
краї	ръбове
краї	краища
додаток	кандидатстване
додаток	молба
додаток	приложение
додаток	прилагане
додаток	заявление
додаток	приложение
додаток	допълнение
додаток	приставка
продаж	продава
продаж	продаване
продаж	продажба
продаж	разпродажба
продаж	продажба
продаж	продажби
продаж	продажбите
сонце	сън
сонце	слънце
сонце	слънчице
сонце	слънце
дядько	чичо
оточення	кутии
оточення	сандъци
оточення	махала
оточення	квартал
оточення	квартала
оточення	свита
оточення	антураж
бен	бен
реакція	реакция
моделювання	моделиране
моделювання	симулации
моделювання	симулацията
моделювання	симулация
моделювання	моделиране
версій	версиите
версій	версии
алі	али
редакція	изданието
редакція	издание
самий	същият
самий	същата
самий	същото
розміщено	поставено
розміщено	поставен
розміщено	поставени
зали	зала
зали	хол
зали	hall
пристрої	устройствата
пристрої	устройства
документ	док
документ	документа
документ	документът
документ	документ
символи	означения
символи	символи
символи	знаци
символи	герои
символи	символи
крізь	чрез
крізь	през
індія	индия
весілля	свадба
весілля	сватба
складова	съставка
конференція	конференция
стверджує	твърди
стверджує	искове
стверджує	твърдения
стверджує	вземания
стверджує	претенции
зазнали	страдаше
зазнали	страда
зазнали	страдала
зазнали	страдал
регіонах	райони
регіонах	региони
регіонах	регионите
королева	кралицата
королева	царица
королева	кралица
школах	училища
школах	школи
школах	училищата
монета	монети
монета	монета
монета	монетата
математичних	математически
математичних	математическа
продукт	продукт
продукт	продукти
формули	формули
формули	формули
британська	британско
британська	британци
британська	британска
британська	британец
британська	британски
дух	дух
єгипет	египет
помилок	недостатъци
готель	inn
готель	hotel
готель	хотел
готель	хотелът
сучасне	модерно
сучасне	модерни
сучасне	модерна
сучасне	съвременно
сучасне	модерен
сучасне	съвременен
сучасне	съвременни
сучасне	съвременна
сучасне	съвременно
сучасне	съвременен
новини	новини
новини	новина
новини	новините
мінськ	минск
космос	космос
космос	космоса
кулі	сфери
кулі	балон
кулі	куршумите
кулі	патрони
кулі	куршуми
вчитель	учителка
вчитель	учител
вадим	вадим
корисні	полезна
корисні	полезно
корисні	полезни
корисні	полезен
корисні	полезна
корисні	полезно
корисні	полезни
корисні	полезен
свобода	свобода
свобода	либърти
свобода	свобода
внутрішні	вътрешна
внутрішні	вътрешно
внутрішні	вътрешни
внутрішні	вътрешен
критиків	критици
критиків	критиците
коефіцієнт	коефициент
коефіцієнт	съотношение
коефіцієнт	коефициент
коефіцієнт	стриптийз
коефіцієнт	фактор
коефіцієнт	коефициент
вийти	излизане
вийти	изход
вийти	напускане
верхні	горни
верхні	горна
верхні	горен
конго	конго
молода	млада
молода	младо
молода	млади
молода	йънг
молода	млад
диск	диск
диск	диска
диск	диск
диск	диска
русь	рус
арденни	ардените
сона	сона
місцевий	локална
місцевий	местна
місцевий	локално
місцевий	местно
місцевий	местни
місцевий	местен
хуан	хуан
хуан	хуанг
хуан	хуан
зберегти	спасяване
зберегти	спаси
зберегти	запази
зберегти	запис
душу	душа
душу	соул
душу	душата
молодь	младежта
молодь	младост
молодь	младеж
молодь	младостта
молодь	младежи
рівне	ровно
рівне	равен
рівне	равно
рівне	равни
міді	меден
міді	мед
міді	медни
міді	медна
японська	японско
японська	японска
японська	японци
японська	японец
японська	японски
особливий	специална
особливий	специално
особливий	специални
особливий	специален
прага	прага
вікна	windows
вікна	прозорци
вікна	прозорците
семен	сперма
семен	семьон
алгоритм	алгоритъм
ріг	хорн
ріг	рог
ріг	рога
позицій	пози
позицій	позиции
дем	dem
норм	норма
поляків	поляците
поляків	поляци
поляків	стълбове
андерсон	андерсън
худоби	управлявано
худоби	управлявани
худоби	управляван
атмосфера	атмосфера
діяти	протектора
діяти	act
діяти	акт
щастя	щастие
щастя	щастието
землею	земно
землею	земята
землею	земен
землею	земя
землею	земя
десяти	десетка
десяти	ten
десяти	десет
коротка	кратко
коротка	къса
коротка	кратка
коротка	късо
коротка	кратък
джо	джо
адам	адам
берегах	брегове
стрільби	стрелба
шукати	търси
шукати	търсене
шукати	търси
канадський	канадци
канадський	канадска
канадський	канадец
канадський	канадски
провели	проведен
провели	проведени
провели	проведена
провели	проведено
