perzijanci	персов
ličnost	индивидуальность
ličnost	личность
božanstva	божество
elongata	elongata
kukuruza	кукурузу
kukuruza	кукуруза
kukuruza	кукурузы
drukčije	разные
drukčije	различных
panorama	панорама
incident	инцидента
incident	инцидент
incident	происшествие
veleposlanik	посла
veleposlanik	посол
slovaci	словаки
pijanist	пианист
christie	кристи
bodovi	точек
bodovi	точки
bodovi	очки
bodovi	очков
gume	шины
gume	шины
gume	шин
turističko	туристических
turističko	туристический
turističko	турист
gps	gps
mjuzikl	музыкальные
mjuzikl	музыкальная
mjuzikl	мюзикл
daj	отдать
daj	дать
daj	дай
daj	дайте
tjedno	еженедельно
delaware	делавэр
baca	бросает
peck	пек
peck	пэк
mauzolej	мавзолей
torpedo	торпеда
carvalho	карвалью
zavjet	пакт
zavjet	пакта
zavjet	пакту
zavjet	завет
zavjet	завещание
zavjet	клятва
zavjet	обет
dante	данте
poljaci	поляки
englezi	англичан
englezi	английский
englezi	английская
tragove	треки
tragove	дорожки
tragove	следы
tragove	подсказки
salona	салон
hat	шапка
hat	шляпу
hat	шляпа
klan	клан
stvori	создать
stvori	создайте
stvori	создание
stvori	создавать
venera	венеры
venera	венера
razdvojba	значения
gggg	гггг
kopno	земли
kopno	земельный
kopno	land
kopno	земля
kopno	материке
kopno	засушливых
palma	пальма
prelazak	пересечения
prelazak	пересечение
publikacija	публикации
provedena	осуществлена
postignuća	достижения
postignuća	достижения
posuda	судно
posuda	сосуд
posuda	судна
planirao	планируемые
planirao	планируется
planirao	запланированные
planirao	запланированная
planirao	запланировано
planirao	запланированных
otrov	яд
otrov	яд
eksplozija	взрыв
eksplozija	взрыва
eksplozija	взрыв
berry	берри
poplave	наводнения
poplave	наводнение
poplave	наводнения
poplave	наводнение
poplave	наводнение
poplave	потоп
poplave	наводнений
stručno	умело
ordo	ordo
alt	alt
gorski	горски
irena	ирена
irena	ирен
susjedi	соседи
susjedi	соседями
susjedi	соседи
alkohol	алкоголь
alkohol	спирт
dora	дора
obiteljima	семей
obiteljima	семьи
peto	пятый
peto	пятой
peto	пятая
peto	пятое
mustafa	мустафа
kamp	кэмп
kamp	лагерь
dojke	груди
dojke	грудь
komentara	замечания
komentara	комментарии
organizirano	организованная
organizirano	организовано
organizirano	организованный
organizirano	организованные
organizirano	организован
organizirano	организованной
organizirano	организованная
organizirano	организованное
organizirano	организованный
organizirano	организованные
organizirano	организован
organizirano	организованной
naglasiti	подчеркнуть
naglasiti	подчеркнуть
kum	крестный
uvale	бейс
svjedok	свидетель
živo	живая
živo	живые
živo	лайвли
aranžman	договоренность
izlaže	подвергает
brojke	фигуры
brojke	цифры
batman	бэтмен
bacio	бросил
dijalog	диалог
dijalog	диалог
usvojen	принято
usvojen	принята
usvojen	принятый
usvojen	принят
usvojen	принятые
rasti	расти
rasti	вырасти
istraživao	исследовал
koloniju	колония
koloniju	колонии
pozitivan	положительные
pozitivan	положительно
pozitivan	позитивная
pozitivan	положительный
pozitivan	позитивные
drevne	древние
odluci	решение
apache	apache
prihvaćanje	принимаю
prihvaćanje	принимаем
prihvaćanje	принятие
prihvaćanje	признание
prihvaćanje	принятии
dob	возраст
podne	полдень
kritizirao	критике
tina	тина
debljina	толщина
dolar	доллар
paulie	поли
sjene	тени
sjene	тени
sjene	тень
staljin	сталин
staljin	сталина
walckenaeria	walckenaeria
lopez	лопес
rtl	rtl
poteškoća	трудности
poteškoća	трудность
poteškoća	сложность
disanje	дышит
disanje	дыхание
disanje	дыхание
ogroman	огромная
ogroman	огромный
ogroman	огромные
ogroman	огромное
ogroman	огромные
software	software
arabije	аравия
predsjedništvo	председательство
predsjedništvo	президиум
olga	оля
olga	ольга
jede	ем
jede	ест
gusto	толстый
gusto	толстая
gusto	толщиной
gusto	толстые
konga	конга
rekonstrukcija	реконструкция
rekonstrukcija	реконструкцию
rekonstrukcija	восстановление
erupcija	извержение
šesnaest	шестнадцать
šesnaest	sixteen
nicolas	николя
podići	поднять
podići	поднимаю
kan	хан
kan	кан
sumnja	подозреваемые
sumnja	подозреваемых
sumnja	подозрение
sumnja	подозрения
sumnja	сомнения
sumnja	сомнение
sumnja	сомневаться
sumnja	сомнений
sumnja	сомнения
sumnja	подозревается
sumnja	подозревали
uživa	наслаждается
uživa	пользуется
uživa	наслаждается
igranje	играю
igranje	играет
jaki	сильный
jaki	сильная
jaki	сильные
jaki	сильна
jaki	сильное
horn	хорн
horn	рог
horn	гудок
horn	рога
pobunjenika	повстанцев
pažljivo	тщательно
pažljivo	бережно
pažljivo	внимательно
biblija	библия
biblija	библию
biblija	библии
četrnaest	четырнадцать
koordinate	координаты
walesa	уэльса
walesa	уэльс
stockholm	стокгольм
stockholm	стокгольмской
magnetsko	магнитные
zbunjen	запутался
standardima	нормы
standardima	стандарты
kontroverze	споры
abdul	абдул
margaret	маргарет
margaret	маргарита
price	прайс
price	цена
price	истории
price	рассказы
stana	стэн
stana	стен
židove	евреев
židove	иудеи
židove	евреи
židove	еврей
cactaceae	кактусовые
vojislav	воислав
atlantic	атлантик
atlantic	атлантике
očuvanju	сохранения
očuvanju	сохранение
blokiran	заблокирован
blokiran	заблокирована
blokiran	заблокированы
svinje	свиней
svinje	свиньи
platforme	платформ
platforme	платформы
arterije	артерии
kabine	домики
aves	aves
plamen	пламя
plamen	пламя
beat	бит
beat	победить
čuvar	хранитель
čuvar	страж
čuvar	хранитель
čuvar	опекун
čuvar	гвардия
čuvar	охрана
čuvar	охранник
ratko	ратко
hrast	дуба
hrast	дуб
melodije	мелодии
melodije	мелодии
kiss	поцелуй
kiss	kiss
kiss	целуй
optužio	обвиняемые
optužio	обвиняемых
optužio	обвиняемый
odgovorna	ответственное
odgovorna	ответственные
odgovorna	ответственная
odgovorna	ответственный
icao	икао
doseg	дальность
doseg	диапазон
doseg	охват
premijeru	премьеру
premijeru	премьера
infrastrukture	инфраструктура
okusa	вкусы
okusa	вкус
okusa	вкус
okusa	вкусы
okusa	вкус
prekinuta	перебил
prekinuta	прервал
osjećaje	чувства
organiziran	организованная
organiziran	организовано
organiziran	организованный
organiziran	организованные
organiziran	организован
organiziran	организованной
organiziran	организованная
organiziran	организованное
organiziran	организованный
organiziran	организованные
organiziran	организован
organiziran	организованной
lamarck	ламарк
hipoteza	гипотезы
hipoteza	гипотеза
obrt	ремесел
kylie	кайли
pravno	легально
pravno	юридически
pravno	законно
pravno	юридический
pravno	правовая
pravno	правовой
pravno	юридическая
zbroj	сумма
bačka	бачка
diamond	бриллиант
diamond	алмазов
diamond	алмаз
neil	нил
neil	нила
preživjeti	выжить
preživjeti	пережить
predlošci	шаблоны
duncan	дункан
pumpa	насос
airbus	airbus
clara	клара
slijedio	последовало
pera	перо
pera	перья
norme	нормы
norme	норм
norme	норм
norme	норма
norme	нормой
norme	нормы
nosa	нос
nosa	носом
bomba	бомба
metalni	металла
metalni	метал
metalni	metal
metalni	металлические
metalni	металл
metalni	металлический
tower	башня
tower	tower
tower	тауэр
bush	буш
bush	буша
euonymus	бересклет
ujak	дядя
ujak	дядюшка
dokumenta	документы
dokumenta	документ
bauer	бауэр
izvorna	оригинальная
izvorna	оригинально
izvorna	оригинальные
izvorna	первоначального
izvorna	оригинальный
izvorna	оригинал
dominiraju	доминировать
dominiraju	доминируют
sara	сара
sara	сара
lokomotive	локомотив
rené	рене
rené	рене
česi	чехи
radoslav	радослав
neriješeno	ничья
neriješeno	галстук
sullivan	салливан
firenca	флоренции
firenca	флоренс
firenca	флоренция
slabi	слабая
slabi	слабо
slabi	слабым
slabi	слабые
slabi	слабый
svijetlo	light
svijetlo	свет
svijetlo	света
svijetlo	светло
svijetlo	яркие
svijetlo	яркий
svijetlo	ярко
svijetlo	светлый
svijetlo	яркая
preporučuje	рекомендует
preporučuje	рекомендуемые
preporučuje	рекомендуется
preporučuje	рекомендованные
preporučuje	рекомендовано
preporučuje	рекомендуемая
predsjednici	президенты
predsjednici	президентов
predsjednici	председатели
robovi	рабов
robovi	рабы
zadatke	уступки
zadatke	задания
zadatke	задачи
posjeti	посетить
posjeti	визит
posjeti	визита
posjeti	посещение
posjeti	поездки
posjeti	визиты
posjeti	посещений
posjeti	посещения
posjeti	посещение
posjeti	посещения
ekonomist	экономист
emitiranje	трансляция
emitiranje	трансляции
emitiranje	вещание
emitiranje	вещания
emitiranje	вещание
kapelan	капеллан
iata	иата
parkova	парки
parkova	парков
pločice	плитки
pločice	плитки
izrazi	выражения
vladislav	владислав
vulkan	вулкан
vulkan	вулкан
jacob	иакова
jacob	якоб
jacob	джейкоб
jacob	яков
purcell	пёрселл
katoličanstvo	католицизм
vegetacije	растительности
vegetacije	растительность
okružuju	окружающие
okružuju	окружают
inspektor	инспектор
intervencije	вмешательство
intervencije	интервенции
intervencije	вмешательства
tucker	такер
porez	налоговых
porez	налог
porez	налоги
porez	налоговая
porez	налоги
jame	ямы
jame	яма
jame	яму
portland	портленде
diana	диана
pretpostavka	гипотеза
pretpostavka	предположения
pretpostavka	предположение
pretpostavka	допущение
predgrađu	пригороде
predgrađu	пригородных
predgrađu	пригороде
isaac	айзек
isaac	исаак
gljive	грибы
gljive	гриб
gljive	грибы
pojačanje	подкрепление
pojačanje	подкрепления
pojačanje	подкрепление
pojačanje	резервный
logore	лагерях
logore	лагеря
logore	лагерей
tumora	опухоли
tumora	опухоль
sjeme	семя
sjeme	семенной
sjeme	семена
sjeme	семян
sjeme	семена
lucija	луций
lucija	люсии
lucija	люсия
rožnice	роговицы
rožnice	роговицы
branitelj	защитника
branitelj	защитник
preostalo	оставшийся
preostalo	оставшихся
preostalo	оставшиеся
preostalo	осталось
preostalo	остающиеся
silvio	сильвио
majica	рубашка
majica	рубашку
majica	футболка
zur	zur
izgubiti	проиграть
izgubiti	потерять
smjernice	руководство
srebrni	серебро
srebrni	серебряный
srebrni	сильвер
estonija	эстонии
estonija	эстония
ibrahim	ибрагим
ibrahim	ибрахим
hladno	холодная
hladno	холодное
hladno	холодный
hladno	холодно
hladno	холод
duhovno	духовные
duhovno	духовный
duhovno	духовное
duhovno	духовного
duhovno	духовно
eduardo	эдуардо
ehrenberg	эренберг
armenija	армении
armenija	армения
grace	благодать
grace	грейс
grace	грэйс
radar	радар
komentare	замечания
komentare	комментарии
pérez	перес
prebivalište	резиденция
prebivalište	проживание
eagle	игл
eagle	орёл
eagle	орел
droga	наркотики
droga	препарат
droga	наркотик
droga	наркотиками
mlađa	младшая
mlađa	моложе
pogubljen	казнены
pogubljen	казнили
julia	юлия
julia	джулия
julia	юля
tin	тин
baba	баба
baba	бабы
moto	девиз
moto	мото
bombardiranje	бомбардировки
bombardiranje	взрыв
bombardiranje	бомбардировки
goli	голые
goli	голая
goli	голый
goli	nude
moral	морали
moral	мораль
moral	морали
moral	мораль
jamie	джейми
camus	камю
fiba	фиба
podržavao	поддерживаемые
podržavao	поддерживается
podržavao	поддержал
podržavao	поддерживаются
punjenje	зарядки
punjenje	заряд
andromeda	андромеда
najjači	сильнейший
rase	гонки
označena	отмечен
označena	отмечена
označena	отмечено
označena	отмеченные
označena	отмечены
označena	отмечена
označena	отметили
valove	волн
valove	волны
con	кон
rey	рей
hunter	охотник
hunter	хантер
tajno	втайне
tajno	тайно
tajno	тайна
tajno	секрет
tajno	секретная
tajno	секретный
akt	акт
poglavice	вождей
poglavice	начальники
poglavice	вожди
etimologija	этимология
seks	секс
locke	локк
locke	лок
uha	ухо
uha	уха
ponuda	предложения
ponuda	предложение
holm	хольм
unutra	внутри
unutra	изнутри
unutra	внутрь
meč	матч
meč	совпадение
familia	familia
aplikacije	приложения
aplikacije	заявки
aplikacije	приложения
čaj	чаю
čaj	чая
čaj	чай
ames	эймс
forma	форме
forma	форма
forma	бланк
forma	формуляр
forma	форму
inspiracija	вдохновение
neuspješno	безуспешно
neuspješno	безуспешными
neuspješno	неудачная
puk	полк
puk	полка
transfer	перенос
transfer	трансфер
transfer	передача
sateliti	спутники
lgbt	лгбт
memorije	память
memorije	воспоминание
memorije	памяти
pride	гордыня
pride	гордость
italia	italia
rex	рекс
kent	кент
kent	кента
kupila	купили
kupila	купил
kupila	купила
floridi	флорида
floridi	флориде
obred	ритуал
obred	обряд
pratnju	сопровождение
pratnju	эскорт
restoran	ресторан
had	аид
pješaštvo	пехотный
pješaštvo	пехоты
poteškoće	трудности
poteškoće	трудность
poteškoće	сложность
poteškoće	трудности
sadašnjost	настоящее
sadašnjost	подарок
glina	клей
glina	клэй
glina	глины
homer	гомер
perrier	перье
blizine	близость
chuck	чака
chuck	чак
bis	бис
bis	bis
bis	бис
bis	encore
portreta	портреты
službenik	клерк
službenik	офицер
bijelci	белые
sajam	справедливый
sajam	справедливо
sajam	ярмарка
sajam	справедливая
sajam	справедливых
zaustavio	перестал
zaustavio	остановилось
zaustavio	прекратил
zaustavio	остановились
zaustavio	остановился
garden	гарден
garden	сад
garden	garden
primijetio	уведомление
primijetio	извещение
primijetio	заметил
primijetio	заметили
primijetio	заметила
prisilno	насильно
prisilno	принудительно
prisilno	насильственно
prisilno	принудительный
prisilno	принудительные
prisilno	принудительного
poslovna	business
poslovna	бизнес
elektrode	электроды
elektrode	электрод
elektrode	электроды
uvala	бей
uvala	бэй
uvala	залив
uvala	bay
utvrđivanje	определяя
utvrđivanje	определение
utvrđivanje	решимость
očigledno	очевидные
očigledno	очевидно
očigledno	очевидная
očigledno	очевидна
očigledno	очевидное
ponos	гордыня
ponos	гордость
zdenka	зденка
cole	коул
fosila	окаменелости
mozaik	мозаика
sitne	мелкой
sitne	мелкая
marsh	марш
graz	граце
složene	сложил
komponenta	компонент
matične	стволовых
naslovi	заголовки
naslovi	подписи
naslovi	заголовки
naslovi	заголовки
naslovi	названия
uvid	insight
kažnjen	наказан
kažnjen	наказал
kažnjen	наказаны
sonata	соната
novaka	новак
novaka	новички
novaka	новобранцев
madrida	мадрид
madrida	мадриде
cbs	cbs
štap	держаться
štap	палка
oštećenje	ущерб
oštećenje	повреждение
oštećenje	вред
oštećenje	повреждения
balkana	балканского
urbana	городское
urbana	городские
urbana	городских
castle	замок
castle	касл
romane	римская
romane	роман
romane	романов
romane	романы
ratove	войн
ratove	войны
platanthera	platanthera
zvijeri	чудовище
zvijeri	зверь
zvijeri	звери
jurij	юрий
elektronički	электронная
elektronički	электронные
elektronički	электронное
elektronički	электронный
carmen	кармен
zube	зубов
zube	зубы
wheeler	уилер
uspona	ups
ostvaren	выполнена
ostvaren	выполнено
ostvaren	достигнуто
oslobođeni	освободили
oslobođeni	освобожденных
oslobođeni	освобожден
oslobođeni	освободил
julius	юлиус
julius	джулиус
julius	юлий
sant	сант
sant	sant
naboj	обвинение
naboj	заряд
loza	вайн
loza	виноградники
albume	альбомы
jednaki	равная
jednaki	равных
jednaki	равный
jednaki	равные
jednaki	равное
jednaki	равен
jednaki	равно
jednaki	равных
indoneziji	индонезии
indoneziji	индонезия
indoneziji	индонезию
oklopna	armored
bjeloruski	белорусские
utvrđeni	укрепили
bugari	болгары
pozadina	фон
pozadina	справочный
izumiranja	вымирания
helsinkiju	хельсинки
naočale	очки
naočale	стаканы
naočale	бокалы
partneri	партнёры
partneri	партнеров
partneri	партнеры
terapije	терапии
terapije	терапия
piloti	пилоты
piloti	пилотов
alija	али
alija	эли
sivi	серая
sivi	серого
sivi	серый
sivi	серые
sivi	серая
sivi	серый
sivi	серые
sivi	грей
temeljito	тщательно
temeljito	основательно
temeljito	тщательного
nasilno	насильственно
nasilno	насильственные
sirije	сирию
sirije	сирия
sirije	сирии
luther	лютер
luther	лютера
uhvatiti	поймать
uhvatiti	поймай
uhvatiti	улов
uhvatiti	лови
uhvatiti	захват
uhvatiti	захвата
xbox	xbox
reputaciju	репутацию
reputaciju	репутация
reputaciju	репутации
siva	серая
siva	серого
siva	серый
siva	серые
siva	серая
siva	серый
siva	серые
siva	грей
deklaracija	декларация
deklaracija	заявление
wells	скважины
wells	уэллс
harvard	гарвард
gubici	потери
gubici	убытки
coelotes	coelotes
gardner	гарднер
povlastice	привилегии
povlastice	привилегий
povlastice	преимущества
povlastice	льготы
povlastice	пособия
povlastice	выгоды
povlastice	польза
phillips	филлипс
spencer	спенсер
žensko	женское
žensko	женщины
žensko	женский
žensko	женская
žensko	женщина
poslovanje	business
poslovanje	бизнес
skijaš	лыжник
orbitu	орбиты
orbitu	орбиту
svetozar	светозар
break	сломать
break	перерыв
primarna	начального
primarna	первичные
primarna	начальное
zarada	прибыль
zarada	прибыли
zarada	заработок
zarada	прибыль
zarada	прибыль
zarada	прибыли
nivo	уровень
nivo	уровня
nivo	level
meadow	луг
jana	джен
jana	ян
jana	яна
jana	джан
jana	яна
jedinstveno	уникальная
jedinstveno	уникальные
jedinstveno	уникальный
jedinstveno	уникальное
olovo	свинца
olovo	свинец
olovo	ведущая
olovo	ведущие
pag	паг
ostavi	оставьте
ostavi	оставить
ostavi	покинуть
kanadu	canada
kanadu	канаду
kanadu	канада
tvorac	создатель
tvorac	творец
tvorac	создатель
napušten	оставленные
napušten	бросил
preživjela	выживший
kolegama	коллеги
kolegama	коллегами
kolegama	коллег
kolegama	коллегам
stajao	стояли
stajao	стоял
stajao	стояла
mia	мия
mia	миа
odabran	выбранный
odabran	выбран
odabran	выбранные
odabran	выбрано
odabran	подборка
melfi	мелфи
lam	лам
hoda	прогулки
hoda	ходить
hoda	ходит
hoda	прогулки
svile	шелк
smijenjen	уволил
žile	вены
žile	суда
žile	сосуды
žile	судов
div	гигантский
div	гигант
div	гигантская
div	гигантские
div	div
stefana	стефан
neboder	небоскреб
ostavljajući	оставляя
ostavljajući	ухожу
ostavljajući	оставив
sredina	средняя
sredina	ближнем
sredina	средний
sredina	среднее
sredina	центр
sedma	седьмой
sedma	седьмое
sedma	седьмая
sharp	острая
sharp	острые
sharp	шарп
sharp	острый
rušenje	снос
rušenje	разрушение
glasovi	голоса
glasovi	голосов
glasovi	голоса
glasovi	voices
urednici	редакторов
prostorno	пространственных
podnijeti	справиться
stao	перестал
stao	остановилось
stao	прекратил
stao	остановились
stao	остановился
mason	мейсон
mason	мэйсон
mirovina	пенсии
mirovina	пенсию
mirovina	пенсия
vatikan	ватикан
vatikan	ватикана
pobunjenici	мятежники
pobunjenici	повстанцы
pobunjenici	повстанцев
parkovi	парки
parkovi	парков
kung	кунг
carice	императрица
mornar	моряк
lucius	луций
granate	снаряды
granate	снарядов
granate	гранат
granate	гранаты
granate	граната
granate	гранаты
che	че
zahtijevao	требовала
zahtijevao	потребовал
zahtijevao	требовал
cvijeće	цветы
cvijeće	цветочки
kratera	кратеров
kratera	кратер
buffalo	буффало
vežu	связать
licence	лицензии
licence	лицензий
hal	хэл
tumačenja	интерпретации
tumačenja	толкования
nacionalizam	национализм
najbliže	ближайшие
najbliže	ближайшее
najbliže	ближайший
najbliže	ближайшей
najbliže	ближайший
prethodna	предыдущие
prethodna	предыдущая
prethodna	предыдущий
prethodna	предыдущее
carolina	каролина
puerto	пуэрто
herman	герман
tursko	турецкие
tursko	турецкая
tursko	турецкий
tursko	турции
benfica	бенфика
seta	комплекты
seta	наборы
redovnik	монах
redovnik	монк
islamski	исламские
islamski	исламская
islamski	исламский
islamski	исламское
jeste	сделал
jeste	сделала
asteroida	астероид
asteroida	астероидов
vrta	гарден
vrta	сад
vrta	garden
označavanje	отметки
označavanje	метки
struke	профессия
prikazane	отображаться
prikazane	отображается
prikazane	выставлены
prikazane	показано
iznose	суммы
šesta	шестая
šesta	шестой
šesta	шестое
omogućeno	включено
omogućeno	включена
omogućeno	включен
nil	нил
nil	нила
nil	нил
nil	нила
chu	чу
glenn	глен
glenn	гленн
aljaska	аляска
specifičan	конкретных
specifičan	конкретное
specifičan	конкретный
specifičan	конкретная
specifičan	конкретные
anglo	англо
demokracija	демократии
demokracija	демократия
čimbenik	коэффициент
čimbenik	фактор
čimbenik	фактором
modul	модуль
uništava	уничтожение
uništava	разрушает
uništava	уничтожает
koplja	javelin
koplja	спирс
koplja	копья
koplja	копье
materije	материя
tenor	тенор
rap	рэп
uhićenja	аресты
berlina	берлин
grafika	графика
grafika	графики
trofeja	призы
trofeja	трофеи
nana	нана
nana	нанна
antoine	антуан
strasti	страсти
strasti	страсти
strasti	страсть
mustela	mustela
prosvjeda	протесты
uočio	заметил
uočio	замечено
uočio	замечен
mont	мон
nataša	наташа
matej	мэттью
matej	мэтью
kamiona	грузовики
steel	стали
steel	стальные
steel	стальной
steel	сталь
lily	лилия
lily	лили
dvorištu	двор
dvorištu	дворе
dvorištu	двор
dvorištu	дворе
alonso	алонсо
reed	рид
kira	кира
inka	инков
palo	пало
ustavni	конституционный
ustavni	конституционная
ustavni	конституционные
presuda	приговор
presuda	предложение
presuda	вердикт
presuda	приговор
presuda	суждение
newcastle	ньюкасл
rtb	rtb
tipičan	типично
tipičan	типичные
tipičan	типичная
tipičan	типичный
amor	амор
pojačanja	подкрепление
pojačanja	подкрепления
ugrađeni	встроенный
laurent	лоран
pretjerano	чрезмерно
pretjerano	чрезмерное
pretjerano	чрезмерные
pretjerano	чрезмерного
pretjerano	чрезмерная
pretjerano	чрезмерно
principa	принципы
erik	эрик
erik	эрик
izotopa	изотопы
izotopa	изотопов
itf	мтф
brodogradilište	верфи
mapa	карта
mapa	карту
višak	избыток
višak	излишки
višak	излишков
višak	избыток
višak	превышение
višak	излишки
teoretski	теоретические
teoretski	теоретической
teoretski	теоретически
manjak	отсутствие
manjak	недостаток
manjak	дефицит
uvjeren	уверен
uvjeren	уверенность
uvjeren	уверенно
uvjeren	уверены
uvjeren	убежден
uvjeren	убедила
uvjeren	убеждены
uvjeren	убедил
uvjeren	убедили
gregory	григорий
gregory	грегори
allmusic	allmusic
planirano	запланированное
planirano	запланированные
planirano	запланированный
planirano	запланированная
planirano	запланировано
planirano	запланированных
planirano	планируемые
planirano	планируется
planirano	запланированные
planirano	запланированная
planirano	запланировано
planirano	запланированных
automobili	автомобили
automobili	машины
operativni	операционная
praga	праге
praga	прага
konjica	кавалерии
ahmad	ахмад
ahmad	ахмед
teza	диссертации
teza	тезис
manning	мэннинг
prihvati	принимаю
prihvati	примите
prihvati	принимаем
prihvati	принять
becker	беккер
zaposlen	занятых
odvajanje	разделение
odvajanje	разделительной
arheolog	археолог
odgovori	ответы
odgovori	отвечайте
odgovori	ответ
odgovori	ответить
odgovori	ответ
odgovori	ответить
registar	зарегистрироваться
registar	регистра
registar	регистр
registar	зарегистрировать
registar	реестр
registar	регистрация
registar	регистр
registar	реестр
registar	реестре
ostanak	остаюсь
adrese	адреса
adrese	адресов
godišnjak	ежегодник
paše	подходит
standarde	нормы
standarde	стандарты
zastupa	представляет
zastupa	представляя
zastupa	представляющие
zastupa	представляющий
zastupa	представляющее
zastupa	представляющих
zmaju	dragon
zmaju	дракона
zmaju	дракон
privremeni	временный
privremeni	временная
privremeni	временное
privremeni	временно
privremeni	временные
privremeni	временный
privremeni	временная
žlijezda	железа
žlijezda	железы
vlatko	влатко
pridjev	прилагательное
istrage	расследований
istrage	расследования
istrage	расследование
istrage	следствие
istrage	расследование
državnosti	государственности
umjetnica	исполнитель
umjetnica	художник
umjetnica	артист
umjetnica	artist
deveti	девятой
deveti	девятый
deveti	девятая
deveti	девятое
tajland	таиланд
tajland	таиланда
prijateljska	дружеские
prijateljska	дружественных
prijateljska	friendly
prijateljska	дружелюбный
biološki	биологические
biološki	биологическая
biološki	биологический
biološki	биологическое
biološki	биологически
hum	гум
pokušavajući	стараюсь
pokušavajući	пытаюсь
pokušavajući	попытка
umijeće	умение
umijeće	мастерство
umijeće	навыки
stolica	председатель
stolica	кресло
stolica	стул
cyclosa	cyclosa
angelo	анджело
angelo	анжело
kornjača	черепахи
kornjača	черепаха
kornjača	черепаха
sds	пб
oštećen	повреждено
oštećen	поврежден
oštećen	повреждена
oštećen	повреждены
smjesa	смесь
katastrofa	катастрофа
katastrofa	бедствия
katastrofa	бедствие
katastrofa	катастрофа
katastrofa	катастрофы
katastrofa	катастрофу
uzastopnih	последовательно
višestruko	несколько
višestruko	множественные
ljiljana	лилии
srušena	разрушены
orleans	орлеан
pionir	пионер
jaje	яйцо
ted	тэд
ted	тед
višestruki	несколько
višestruki	множественные
mana	мана
oštećena	повреждено
oštećena	поврежден
oštećena	повреждена
oštećena	повреждены
promociju	поощрения
promociju	продвижение
promociju	поощрение
promociju	повышение
presude	приговоры
zalihe	поставок
zalihe	поставки
zalihe	акции
zalihe	наличии
usvojena	принято
usvojena	принята
usvojena	принятый
usvojena	принят
usvojena	принятые
instrumente	инструменты
instrumente	приборы
fotografiju	фотография
fotografiju	фото
krugovi	окружности
krugovi	круги
krugovi	кругах
komplikacija	осложнения
komplikacija	осложнение
komplikacija	осложнения
komplikacija	сложности
komplikacija	осложнений
dobitnici	победителей
dobitnici	победители
crawford	кроуфорд
konrad	конрад
lana	лана
crtež	рисование
crtež	рисунок
doboj	добой
gupta	гупта
tiger	тигр
kara	кару
kara	кара
kara	каре
kos	blackbird
kos	кос
pivo	пива
pivo	пиво
zakonski	легально
zakonski	юридически
zakonski	законно
prah	пыль
prah	пыли
prah	порошок
prah	порох
alternativni	альтернатива
alternativni	альтернативных
alternativni	альтернативный
daniela	даниэла
daniela	дэниэл
daniela	дэниел
daniela	даниель
daniela	даниэль
strategije	стратегии
strategije	стратегия
tipični	типично
tipični	типичные
tipični	типичная
tipični	типичный
sfere	сфер
sfere	сферы
kronologija	хронологии
psima	собак
psima	собаки
psima	псы
brasiliensis	brasiliensis
pavić	павич
hrasta	дуба
hrasta	дуб
britton	бриттон
torinu	турине
bataljun	батальона
bataljun	батальон
gloria	глория
moderno	современный
moderno	современных
moderno	современная
moderno	современные
moderno	современное
moderno	модно
moderno	модные
berkeley	беркли
encyclopædia	encyclopædia
shi	ши
centri	центров
centri	центры
centri	центров
centri	центры
armstrong	армстронг
ranjeno	раненый
ranjeno	ранены
ranjeno	раненых
ranjeno	раненые
ranjeno	ранен
uživao	наслаждался
perkins	перкинс
prijateljstva	дружбы
prijateljstva	дружба
bečki	венский
bečki	венская
neo	нео
seksualno	сексуальное
seksualno	сексуальные
seksualno	сексуального
seksualno	сексуальный
seksualno	сексуальная
seksualno	сексуально
spielberg	спилберг
arsen	мышьяк
sačuvati	сохранять
pravna	юридический
pravna	правовая
pravna	правовой
pravna	юридическая
marine	marina
marine	марина
marine	морские
marine	морской
marine	морская
trend	тенденция
poželjno	предпочтительно
poželjno	желательно
poželjno	желательно
distribucija	распространение
distribucija	распределение
distribucija	распределения
gruzijski	грузии
gruzijski	грузинская
medijski	media
medijski	медиа
medijski	сми
propustio	пропустил
propustio	пропустила
propustio	промахнулся
ravnica	plain
ravnica	равнины
pre	пре
prihod	поступлений
prihod	доход
prihod	выручка
prihod	поступления
prihod	доходы
prihod	доход
prihod	поступления
prihod	доходы
izum	изобретение
hopkins	хопкинс
ratnici	воины
ratnici	воинов
subjekt	предмет
subjekt	субъект
subjekt	объект
subjekt	тема
salzburg	зальцбург
luca	лука
luca	луки
rotor	ротор
proračun	бюджет
magdalena	магдалина
magdalena	магдалена
detektiv	детектив
promijeni	перемены
promijeni	изменение
promijeni	изменения
promijeni	изменить
promijeni	сменить
rame	плечом
rame	плечо
sluga	слуга
sluga	служанка
mentor	наставник
mučenik	мученик
pošalje	отправляет
pošalje	посылает
rachel	рэйчел
rachel	рейчел
obavezno	обязательных
obavezno	обязательное
obavezno	обязательна
obavezno	обязательные
obavezno	обязательная
obavezno	обязательный
naoružani	вооруженный
naoružani	вооруженная
naoružani	вооруженных
zaštićeno	охраняемых
zaštićeno	защищена
zaštićeno	защищены
zaštićeno	защищен
prorok	пророк
prorok	пророка
kristu	криста
león	леон
čarape	чулки
čarape	носки
zamisao	идея
spomenuo	упомянутых
spomenuo	упоминалось
spomenuo	упомянул
spomenuo	упомянула
