and	그리고
equation	방정식
feels	느낌
button	버튼
button	단추
attending	참석합니다
attending	참석
brands	브랜드
queens	퀸즈
queens	퀸스
abraham	아브라함
abraham	에이브러햄
forever	영원
forever	영원히
forever	forever
forever	영원한
est	est
drink	음료
drink	음료수
sheriff	보안관
miguel	미겔
irrelevant	무관한
montgomery	몽고메리
vanity	허영
gift	선물
riders	라이더스
riders	라이더
functional	함수형
quotes	따옴표
slowly	천천히
attitude	태도
mouse	생쥐
mouse	마우스
justin	저스틴
protests	항의
variation	변동
variation	변동이
variation	변이
smart	스마트
prices	가격
prayer	기도
terrorism	테러리즘
terrorism	테러
beta	베타
durham	더럼
counts	카운트
iraqi	이라크
detective	형사
detective	탐정
somebody	누군가
compositions	작곡
perfectly	완벽하게
indianapolis	인디애나폴리스
funeral	장례식장
funeral	장례식
funeral	장례
southeastern	남동부
southeastern	남동
farmer	농부
protestant	개신교
cameron	캐머런
cameron	카메론
indonesian	인도네시아어
indonesian	인도네시아
mixing	믹싱
mumbai	뭄바이
danger	위험
rally	집회
rally	랠리
camps	캠프
surprise	서프라이즈
manufactured	제조
kate	kate
kate	케이트
molecular	분자
unnecessary	불필요한
unnecessary	불필요
theorem	정리
homepage	홈페이지
colonies	식민지
cyprus	키프로스
wake	wake
wake	깨워
winds	바람
conversation	대화하기
conversation	대화
gates	게이츠
ram	ram
plastic	플라스틱
plastic	성형
plastic	비닐
electronics	일렉트로닉스
electronics	전자제품
electronics	전자공학
restore	복구
restore	복원하기
restore	복원
stockholm	스톡홀름
inn	inn
inn	여관
buses	버스
connect	연결
connect	연결하기
guests	손님
guests	게스트
guests	참석자
guests	손님들
radiation	방사능
radiation	방사
radiation	방사선
radiation	방사성
playoff	플레이오프
cork	코르크
generals	제너럴
intermediate	중간
cheers	힘내
filipino	필리핀계
filipino	필리핀어
filipino	필리핀
filipino	필리핀인
reaches	도달
oriented	지향
hamburg	함부르크
orbit	궤도
massacre	학살
illness	질환
illness	질병
dress	드레스
codes	코드
dawn	새벽
isolated	고립
nancy	낸시
violations	위반
perth	퍼스
ladies	숙녀
autumn	가을이
autumn	가을
ratings	평가
ratings	평점
scout	스카웃
scout	스카우트
difficulty	난이도
difficulty	어려움
pupils	동공
wealth	재산
hart	하트
regulation	규제
regulation	규정
eggs	계란
eggs	달걀
citizenship	시민
citizenship	시민권
specialist	전문가
tasks	작업
tasks	태스크
instruction	명령어
pride	자존심
pride	프라이드
banner	배너
banner	현수
friendship	우정
panama	파나마
corruption	부정부패
corruption	부패
ernest	어니스트
pilots	조종사
pursue	추구
tape	테이프
cancelled	취소됨
revenge	복수
revision	리비전
dominant	지배
dominant	지배자
fee	요금
fee	수수료
computing	컴퓨팅
examination	시험
examination	검사
matrix	매트릭스
matrix	행렬
das	das
kiss	키스
kiss	kiss
nationalist	국민주의
bid	입찰
enemies	적들
mercury	수성은
mercury	수성
mercury	머큐리
interactive	인터랙티브
interactive	대화형
interactive	대화식
math	수학
preserve	보존
nobel	노벨
grande	그란데
marry	결혼
airports	공항
airline	항공
airline	항공사
execution	처형
execution	실행
cult	숭배
cult	컬트
colin	콜린
chester	체스터
ticket	티켓
ticket	항공권
judicial	사법
explicitly	명시적으로
bombing	폭격
bombing	폭파
suddenly	갑작스럽게
suddenly	갑자기
parking	주차장
parking	주차
absolute	절대
absolute	절대적
locomotive	기관차
preparation	준비
nintendo	닌텐도
declaration	선언
burial	매장
burial	장례
jamaica	자메이카
vladimir	블라디미르
beating	뛰고
avg	평균
avg	avg
methodist	감리교
utf	utf
challenges	도전
challenges	챌린지
kenneth	케네스
evolved	진화
celebration	축하
discipline	규율
bearing	베어링
manuscript	사본
experiments	실험
compound	화합물
compound	복합
compound	복합체
tampa	탬파
arabia	아라비아
associations	협회
shut	shut
targets	타겟
alien	에이리언
alien	외계인
sergeant	경사
sergeant	상사
subsidiary	자회사
thirteen	thirteen
thick	두껍게
thick	두꺼운
extend	연장
dismissed	해산
neo	네오지오
neo	네오
wire	와이어
wire	철사
fat	뚱뚱한
fat	지방
fat	살찐
visits	방문
visits	방문자
linux	리눅스
linux	linux
teach	가르쳐
flights	항공편
flights	비행
verse	구절
bennett	베넷
warm	따뜻하다
dynamic	동적
dynamic	다이내믹
grandson	손자
monuments	기념물
monuments	기념비
lying	거짓말
raid	raid
raid	습격
temperatures	기온
temperatures	온도
drinking	음주
drinking	마시기
companion	동반자
companion	동행자
manila	마닐라
punjab	펀자브
imagine	상상
consideration	고려
veteran	베테랑
doctors	의사
ruler	통치자
wise	지혜로운
wise	현명한
wise	지혜
shipping	배송
shipping	발송
afc	afc
registration	등록
directory	디렉토리
directory	디렉터리
wyoming	와이오밍
manitoba	매니토바
vietnamese	베트남어
vietnamese	베트남
vietnamese	베트남인
cuban	쿠바
burns	번스
burns	화상
justify	정당화
fate	운명
rovers	로버스
oral	구강
trans	트랜스
trans	트랜스월드
trans	트랜스포트
boards	보드
bryan	브라이언
santiago	산티아고
terrorist	테러리스트
okay	알겠습니다
okay	좋아요
waves	파도
invented	발명
sandy	샌디
acres	에이커
paint	paint
paint	페인트
paint	페인팅
actively	적극적으로
stops	정류장
excellence	우수
integration	통합
farming	농업
farming	농사
farming	농장
marathon	마라톤
beliefs	신념
beliefs	믿음
beliefs	종교
freestyle	프리스타일
aerial	공중
aerial	항공기
preservation	보존
altitude	고도
freely	자유롭게
psychological	심리학
psychological	심리
psychological	심리적
fernando	페르난도
fernando	페르난두
cultures	문화
taxes	세금
marcus	마커스
marcus	마르쿠스
dominican	도미니카
franz	프란츠
coins	동전
coins	코인
oxygen	산소
civic	시민
isaac	이삭
spell	철자
craft	공예
inspiration	영감
inspiration	영감을
pairs	켤레
vector	벡터
arc	아크
arc	arc
professionals	전문가
vii	vii
baronet	준남작
slaves	노예
mad	mad
spectrum	스펙트럼
client	클라이언트
symbols	기호
symbols	상징
plaza	플라자
banking	은행
banking	뱅킹
legion	레지옹
symptoms	증상
symptoms	증세
mosque	모스크
lab	lab
lab	연구실
lab	실험실
sailing	항해
sailing	요트
orientation	오리엔테이션
orientation	방향
orientation	지향
generic	일반
reasoning	추리
reasoning	추론
stroke	뇌졸중
efficient	효율적
opens	열립니다
opens	열기
impression	인상
impression	노출
discover	찾기
discover	발견
discover	찾아보기
roosevelt	루스벨트
roosevelt	루즈벨트
dancer	댄서
dancer	dancer
phenomenon	현상
preliminary	예비
recognize	인식
anchor	앵커
procedures	절차
emotional	감정
fisher	피셔
cartoon	만화
cartoon	카툰
disorder	장애
lithuania	리투아니아
continent	대륙
lock	잠금
lock	자물쇠
warrant	영장
recurring	정기
overview	개요
wealthy	부자
acquisition	습득
acquisition	획득
acquisition	인수
acquisition	수집
eve	이브
eve	에이브
filter	필터링
filter	필터
addresses	주소
slovenia	슬로베니아
slovenia	슬로베니아어
observation	관찰
observation	관측
threats	협박
threats	위협
fallen	타락
protocol	프로토콜
judgment	판결
judgment	판단력
judgment	심판
judgment	판단
colours	색상
landmark	랜드마크
package	소포
package	패키지
controls	통제
controls	제어
controls	컨트롤
prisoner	포로
signals	신호
owen	오웬
intervention	간섭
intervention	개입
cylinder	실린더
shops	상점
shops	가게
philosopher	철학자
philosopher	철학
epic	에픽
epic	서사시
stem	줄기
specified	지정됨
specified	지정
davies	데이비스
davies	davies
collapse	붕괴
collapse	축소
albanian	알바니아
albanian	알바니아인
albanian	알바니아어
canyon	협곡
canyon	캐니언
samples	견본
samples	샘플
celebrity	연예인
priests	사제들
louise	루이즈
workshop	워크샵
workshop	워크숍
herzegovina	헤르체고비나
claude	클로드
fortune	포춘
cornwall	콘월
palmer	팔머
palmer	파머
presidency	대통령
appeals	항소
appeals	호소
istanbul	이스탄불
rookie	신참
rookie	rookie
calgary	캘거리
shock	충격
shock	쇼크
stevens	스티븐스
employee	직원
tomb	무덤
earning	적립
innovation	혁신
streams	스트림
unity	통일
unity	단결
unity	유니티
unity	unity
lucas	루카스
lucas	루커스
armenia	아르메니아
armenia	아르메니아인
proteins	단백질
mainland	본토
seminary	신학교
hamlet	햄릿
timeline	타임라인
coup	쿠데타
newport	뉴포트
negotiations	협상
exhibitions	박람회
exhibitions	전시회
malta	몰타
hate	증오
hate	혐오
westminster	웨스트민스터
installation	설치
goalkeeper	골키퍼
julian	율리우스
julian	율리아누스
julian	율리안
morocco	모로코
efficiency	효율성
efficiency	효율
aboard	탑승
helicopter	헬리콥터
helicopter	헬기
fortress	포트리스
fortress	요새
burned	불태웠다
burned	화상
displays	디스플레이
compiled	컴파일
ips	ips
torpedo	어뢰
giovanni	조반니
chat	채팅
herald	헤럴드
chuck	척척
chuck	투척
desk	데스크
desk	책상
sprint	sprint
sprint	스프린트
exile	망명
exile	exile
achievements	성취
achievements	달성
achievements	업적
achievements	기록
biblical	성경
rebels	반군
rebels	반란군
denis	데니스
sit	앉아
alpine	알파인
bills	지폐
binding	구속력
binding	바인딩
estonia	에스토니아
eating	먹기
saving	절약
saving	저장
developer	개발자
indie	인디
difficulties	어려움
difficulties	곤란
doctrine	교리
fork	포크
simpson	심슨
vocalist	보컬
temporarily	일시적
temporarily	일시적으로
hotels	호텔
edmonton	에드먼턴
currency	통화
currency	화폐
missionary	선교사
arrives	도착
hammer	망치
hammer	해머
dollar	달러
ambassadors	대사
twitter	twitter
twitter	트위터
solomon	솔로몬
recommend	추천합니다
recommend	추천
descendants	후예
ruth	루스
handling	처리
handling	취급
handling	다루기
customs	관세
customs	세관
customs	관습
collect	수집
grid	격자
grid	눈금
grid	그리드
certificate	인증서
certificate	증명서
destination	목적지는
destination	목적지
albania	알바니아
euro	유로로
euro	유로
consumption	소비
feat	feat
constantly	끊임없이
constantly	지속적으로
survivors	생존
survivors	생존자
mansion	맨션
mansion	저택
cardiff	카디프
temples	신전
temples	사원
blake	블레이크
sheet	시트
lift	상승
lift	승강기
lift	리프트
confidence	신뢰
confidence	자신감
frankfurt	프랑크푸르트
galaxy	은하
galaxy	갤럭시
ecuador	에콰도르
breeding	번식
breeding	사육
outbreak	확산
legendary	전설
handball	핸드볼
georgian	조지아어
georgian	조지아
copenhagen	코펜하겐
trek	트렉
ignored	무시
arch	아치
keys	키키
keys	열쇠
enjoy	즐길
enjoy	즐겨라
quartet	콰르텟
quartet	사중주
aims	목적
aims	목표
propaganda	선전
disk	디스크
punishment	징벌
punishment	처벌
accuracy	정확도
accuracy	정밀도
accuracy	정확성
meter	미터
suspension	서스펜션
suspension	현수막
suspension	현수
graduation	졸업식
graduation	졸업
seeds	씨앗
lighting	조명
jennifer	제니퍼
smooth	부드럽게
customer	고객
armstrong	암스트롱
southwestern	남서부
powell	파월
bros	브라더스
assertion	표명
assertion	주장
brooks	브룩스
sending	보내기
sending	전송
atomic	원자
antarctica	남극
strikes	파업
reconstruction	재건
chronicle	크로니클
chronicle	연대기
traveling	여행
leslie	레슬리
ghana	가나
rebel	반란군
rebel	반군
duncan	덩컨
pianist	피아니스트
canon	캐논
iceland	아이슬란드
solve	풀기
solve	해결
payment	송금
payment	지불
payment	결제
suburbs	교외
militia	민병대
pronounced	발음
exhibit	전시
exhibit	전시회
mph	mph
glen	글렌
compromise	타협
tactical	전술
uganda	우간다
jail	교도소
jail	감옥
withdraw	인출
holmes	홈즈
holmes	홈스
promise	약속
convert	변환
convert	전환
dos	dos
afternoon	오후
recall	리콜
arrive	도착하다
arrive	도착
warrior	전사
warrior	워리어
dimensions	차원
dimensions	크기
gaming	게임
gaming	게이밍
lutheran	루터교
ports	항구
ports	포트
amy	에이미
survival	생존
responses	응답
responses	답변
badly	심하게
scandal	스캔들
swing	스윙스
swing	스윙
polo	폴로
linda	린다
adr	adr
probability	확률
probability	확률론
farms	농장
farms	농사
conferences	컨퍼런스
conferences	회의
crazy	미쳐
crazy	미친
witness	목격자
witness	증인
witness	증언
nephew	조카
sensitive	민감한
sensitive	민감하다
mutual	상호
diet	다이어트
clients	클라이언트
clients	고객
fringe	프린지
passion	열정
rings	반지
rings	고리
millions	수백만
dialect	방언
orlando	올랜도
relay	릴레이
wet	젖은
wet	젖어
cruise	크루즈
publish	게시
publish	출판
publish	발행
joy	기쁨
joy	조이
joy	기쁨이
julia	율리아
julia	쥘리아
julia	줄리아
kitchen	부엌
kitchen	주방
abstract	추상화
abstract	추상
snake	뱀과
comedian	희극인
comedian	코미디언
comedian	희극
motorcycle	오토바이
motorcycle	모터사이클
arsenal	아스널
arsenal	아스날
arsenal	arsenal
millennium	밀레니엄
assists	어시스트
andré	안드레
dimensional	차원
eurovision	유로비전
suite	스위트
doug	덕이
doug	더그
gravity	중력
optical	광학
optical	광안리
optical	광화문
frontier	프런티어
frontier	프론티어
evaluation	평가
graph	그래프
hybrid	하이브리드
oslo	오슬로
earn	적립
keyboard	키보드
jamie	제이미
complicated	복잡한
slavery	노예제도
slavery	노예제
circular	순환
circular	원형
operators	연산자
operators	운영자
armor	갑옷
mechanics	역학
bradford	브래드퍼드
bradford	브래드포드
leon	레온
leon	리온
rachel	레이첼
strings	문자열
header	헤더
hood	후드
inspector	경감
inspector	검사관
inspector	조사관
warnings	경고
relatives	친척
plains	평원
wheels	바퀴
criterion	기준
ace	에이스
ace	ace
joke	농담
religions	종교
grants	보조금
andrews	앤드루스
moderate	적당히
stolen	도난
pin	pin
pin	고정
carol	캐럴
carol	캐롤
prototype	프로토타입
prototype	프로토타입을
canterbury	캔터베리
midnight	자정
midnight	midnight
midnight	미드나이트
midnight	미드나잇
quarterback	쿼터백
duchy	공국
bailey	베일리
performers	연기자
performers	공연자
exploration	탐험
exploration	탐사
diversity	다양성
sixteen	열여섯
repeat	반복한다
repeat	반복합니다
repeat	반복
brussels	브뤼셀
planets	행성
reconnaissance	정찰
complaint	불만
batman	배트맨
espn	espn
verify	검증
verify	확인
verify	인증
absent	결석
girlfriend	여자친구
resignation	사직
fossil	화석
inches	인치
proven	입증
franco	프랑코
franco	프랭코
tyler	타일러
surrender	항복
glenn	글렌
substance	물질
luxembourg	룩셈부르크
colored	채색
explosion	폭발
generations	세대
porter	포터
memphis	멤피스
emma	엠마
mit	mit
zoo	동물원
gibson	깁슨
macedonia	마케도니아
macedonia	마케도니아인
ethics	윤리학
ethics	윤리
curtis	커티스
slovakia	슬로바키아
jeremy	제레미
listen	듣기
impressive	인상적이다
bradley	브래들리
surely	확실히
egg	계란
egg	달걀
conquest	정복
rod	로드
rod	지팡이
cdp	cdp
algorithm	알고리즘
burn	굽기
burn	화상
lover	연인
lover	애인
capitol	캐피틀
capitol	캐피톨
capitol	의사당
capitol	캐피탈
ferdinand	페르디난트
judaism	유대교
wrestlers	레슬링
ahmed	아흐메드
ahmed	아메드
sin	sin
holocaust	홀로코스트
saxophone	색소폰
curriculum	커리큘럼
wishes	소망
wishes	소원
prepare	준비하기
prepare	준비
ruins	폐허
ibm	ibm
rochester	로체스터
nigerian	나이지리아
jesse	제시
malaysian	말레이시아
malaysian	말레이시아어
atlas	아틀라스
atlas	atlas
telegraph	텔레그래프
telegraph	전신
performer	연기자
performer	공연자
performer	연주자
cannon	대포
cannon	캐넌포
cannon	캐논
encounter	조우
encounter	만남
emily	emily
emily	에밀리
catalogue	카탈로그
discrimination	차별
myspace	마이스페이스
wizard	마법사
teen	십대
spots	스팟
spots	반점
bomber	폭격기
foods	음식
foods	식품
quest	퀘스트
connor	코너
motors	모터스
minimal	최소
muscle	근육
prestigious	명문
chelsea	첼시
chelsea	chelsea
strict	엄격한
kingston	킹스턴
kingston	킹스톤
sheep	양양
andrea	안드레아
complaints	불평
complaints	불만이
complaints	불만
nursing	간호
richardson	리처드슨
triangle	삼각형
triangle	트라이앵글
nato	nato
teeth	이빨
teeth	치아
strictly	엄격히
harper	하퍼
fluid	수분
fluid	수액
fluid	액체
fed	fed
newfoundland	뉴펀들랜드
documentation	설명서
documentation	문서
pointing	포인팅
edmund	에드먼드
instances	인스턴스
naturally	자연스럽게
naturally	자연적으로
naturally	naturally
forcing	강제법
laser	레이저
sculptor	조각가
sculptor	조각가자리
guild	길드
observer	옵저버
observer	관찰자
observer	옵서버
worlds	세계
praise	칭찬
praise	찬미
praise	찬양
css	css
cox	콕스
contracts	계약
contracts	계약서
provisions	조항
circulation	순환
butterfly	나비
abolished	폐지됨
algeria	알제리
separation	분리
spy	스파이
cliff	클리프
cliff	절벽
reactions	공감
lithuanian	리투아니아어
lithuanian	리투아니아
trick	속임수
trick	트릭
curve	곡선
curve	커브
accidents	사고
horizontal	수평
legends	전설
legends	레전드
enzyme	효소
freight	화물
freight	운송
hydrogen	수소
caroline	캐럴라인
caroline	캐롤라인
pull	뽑기
pull	당겨
pull	당기
plymouth	플리머스
cuts	삭감
airfield	비행장
catalog	카탈로그
dale	데일
synthesis	합성
rape	강간
seoul	서울
engagement	약혼
engagement	참여
coin	동전
lucy	루시
platinum	플래티넘
platinum	백금
twins	쌍둥이
twins	트윈스
memories	추억
robertson	로버트슨
verified	확인됨
anthology	anthology
milton	밀튼
milton	밀턴
geological	지질학
geological	지질
dinner	저녁식사
dinner	저녁
hosting	호스팅
hosting	주최
thriller	thriller
thriller	스릴러
retreat	후퇴
albany	올버니
ignore	무시
ignore	무시해
magnitude	등급
magnitude	규모
sudan	수단
manages	관리
duration	기간
henderson	헨더슨
explorer	익스플로러
explorer	탐색기
explorer	탐험
marco	마르코
fusion	융합
fusion	핵융합
fusion	퓨전
aids	에이즈
privately	비공개
privately	비공개로
automobile	자동차
pound	파운드
delay	지연
delay	지연이
developers	개발자
belfast	벨파스트
arctic	북극
kurt	커트
kurt	쿠르트
windsor	윈저
assumption	승천
hearts	하트
belgrade	베오그라드
pale	창백한
pursuit	추구
pursuit	추적
glory	영광
glory	글로리
destroyer	구축함
deeply	깊게
lectures	강의
lectures	강연
affiliate	제휴
preston	프레스턴
preston	프레스톤
deceased	사망
gathering	수집
gathering	모임
angry	앵그리
angry	화나
angry	화난
angry	화가
configuration	설정
configuration	구성
brad	브래드
skill	능력
skill	기술
skill	실력
skill	스킬
skill	솜씨
intense	강렬하게
intense	강렬한
tasmania	태즈메이니아
commitment	헌신
reforms	개혁개방
reforms	개혁
uruguay	우루과이
napoleon	나폴레옹
confirm	확인하기
confirm	확인
breed	품종
auxiliary	보좌
auxiliary	보조
enabled	활성화
licence	라이선스
licence	라이센스
licence	면허
refugees	난민
adrian	아드리안
pipe	파이프
karen	카렌
karen	캐런
budapest	부다페스트
designers	디자이너
heir	상속인
heir	상속
heir	상속자
hide	숨기기
announcement	발표
announcement	공지
announcement	공지사항
compact	컴팩트
compact	콤팩트
tissue	조직
particles	입자
receiver	수신자
receiver	수신기
civilians	민간인
marsh	습지
marsh	마시
vinyl	비닐
delayed	지연
wednesday	수요일
chilean	칠레
hey	헤이
chambers	챔버스
demo	데모
ahmad	아흐메드
ahmad	아흐마드
santos	산토스
paying	지불
submit	제출합니다
submit	제출
desired	원하는
observatory	천문대
springfield	스프링필드
kit	키트
kit	kit
remarks	발언
burton	버튼
monarch	군주
monarch	모나크
observations	관찰
observations	관측
cream	크림
presenter	발표자
potter	포터
favourite	favourite
transformation	변신
transformation	변환
transformation	변형
mcdonald	맥도널드
mcdonald	맥도날드
bavaria	바이에른
kumar	쿠마
kumar	쿠마르
mixture	혼합물
mixture	반죽
mixture	혼합
browser	브라우저
mate	짝꿍
mate	메이트
everybody	everybody
everybody	다들
lyon	lyon
lyon	리옹
illustration	일러스트
illustration	삽화
kyle	카일
afl	afl
brook	브룩
geometry	지오메트리
geometry	기하학
variants	에디션
iso	iso
integral	적분
jake	제이크
hopes	희망
cornell	코넬
modes	모드
servant	하인
maker	메이커
inline	즉각
inline	인라인
carlo	카를로
stability	안정성
stability	안정
hoping	바라며
confusing	혼란
joel	조엘
jets	제트
jets	제트기
malcolm	맬컴
malcolm	말콤
winnipeg	위니펙
kilometers	킬로미터
buddhism	불교
nose	코코
respected	존경받는
respected	존경하는
pace	속도
pace	페이스
thunder	썬더
thunder	천둥
thunder	선더
centered	가운데
centered	중심있는
physicians	의사
bolivia	볼리비아
forget	잊어
crops	농작물이
crops	농작물
crops	곡물
halifax	핼리팩스
monk	몽크
lessons	강습
lessons	레슨
lessons	수업
pub	술집
monte	몬테
segments	세그먼트
deer	사슴
wireless	무선
mysterious	mysterious
mysterious	신비
consultant	컨설턴트
fraser	프레이저
formats	형식
formats	포맷
chicken	치킨
chicken	닭고기
enable	활성화
enable	사용하기
idol	아이돌이
idol	아이돌
reid	리드
births	출산
births	출생
amazing	놀라운
amazing	어메이징
pet	애완동물
upset	화나
nominate	지명
striker	스트라이커
accidentally	우연히
hopkins	홉킨스
goddess	여신
notion	개념
voltage	전압
betty	베티
marion	매리언
marion	마리온
geology	지질학
consistently	지속적으로
cyclone	사이클론
export	내보내기
export	수출
lightning	라이트닝
lightning	번개
impressed	감동
logical	논리적
aggressive	공격적
fbi	fbi
yankees	양키스
ludwig	루트비히
ludwig	루드비히
pond	연못
suburban	교외
enlisted	입대
moments	moments
moments	순간
lucky	럭키
lucky	행운
toy	장난감
toy	장난감이
toy	토이
bicycle	자전거
interactions	교류
interactions	반응
interactions	상호작용
fraud	사기꾼
fraud	사기
arcade	아케이드
lecture	강의
lecture	강연
dragons	드래곤스
dragons	드래곤
dragons	드래곤즈
copa	코파
nurse	간호사
nurse	간호
module	모듈
supplement	보충제
supplement	보충
lens	렌즈
patron	수호
commands	명령
commands	명령어
trend	추세
trend	trend
trend	경향
trend	트렌드
superintendent	감독관
gerald	제럴드
rap	랩핑
rap	랩터
geneva	제네바
blade	블레이드
array	어레이
array	배열
patrolling	순찰
committees	위원회
sailors	선원
smoke	연기
smoke	담배
assassination	암살
lancaster	랭커스터
divorce	이혼
dust	먼지
separately	별도
separately	따로따로
separately	따로
separately	별도로
grain	곡식
executives	경영진
translations	번역
zimbabwe	짐바브웨
cohen	코헨
diving	다이빙
diving	잠수
carroll	캐롤
carroll	캐럴
accounting	회계
accounting	회계학
mesa	메사
intelligent	지능형
cherry	체리
cherry	벚꽃
tobacco	담배
cleaned	청소
bench	벤치
directions	방향
ellen	엘런
ellen	엘렌
measurement	측정
paradise	파라다이스
paradise	천국
paradise	낙원
alexandria	알렉산드리아
complement	보완
witch	마녀
diana	diana
personalities	성격
colleagues	동료들
busy	바쁜
busy	바쁘다
busy	바빠
cia	cia
rankings	랭킹
commanders	지휘관
salem	세일럼
salem	살렘
sanctions	제재
americas	아메리카
instructor	강사
nobility	귀족
divorced	이혼
varies	다양함
tomorrow	내일
unified	통합
scouts	스카우트
investigations	수사
investigations	탐구
derek	데릭
humanity	인류
admit	인정
terror	테러리즘
terror	공포
terror	테러
contestants	참가자
trinidad	트리니다드
burke	버크
circles	서클
assignment	할당
shrine	신사
sail	항해
willie	윌리
ranch	목장
vampire	뱀파이어
vampire	흡혈귀
playwright	극작가
sick	아파
sick	아픈
sick	아프다
heinrich	하인리히
ethiopia	에티오피아
flags	플래그
flags	깃발
tel	tel
shorts	반바지
drives	드라이브
autobiography	자서전
uprising	폭동
uprising	봉기
edwin	에드윈
velocity	속도
terminology	용어
coordinates	좌표
coordinates	좌표계
brighton	브라이턴
brighton	브라이튼
morrison	모리슨
propulsion	추진
propulsion	추진력
finale	피날레
shoulder	어깨
disabled	비활성화
div	div
tactics	전략
tactics	전술
innocent	무죄
innocent	innocent
rapper	래퍼
privacy	프라이버시
boeing	보잉
emmy	에미상
flute	플룻
flute	플루트
marines	해병대
sculptures	조각
bacteria	세균
bacteria	박테리아
landmarks	명소
prevention	방지
prevention	예방
healthy	건강하게
healthy	건강
healthy	건강한
circus	서커스
burma	미얀마
burma	버마
sec	sec
quiet	조용히
quiet	조용한
knee	무릎
deliver	배달
hypothesis	가설
referendum	국민투표
estonian	에스토니아어
estonian	에스토니아
pastor	목사
sofia	소피아
permit	허가
permit	허용
priority	우선순위
pounds	파운드
cent	센트
furniture	가구
macdonald	맥도널드
macdonald	맥도날드
honest	정직한
honest	솔직한
honest	정직하게
honest	정직
estimate	추정치
estimate	추정
estimate	추산
atp	atp
rotation	회전
syracuse	시러큐스
lecturer	강사
automated	자동
automated	자동화
kosovo	코소보
julius	줄리어스
naples	나폴리
varied	다양하다
advised	충고
barnes	반즈
exceptions	예외
martha	마사
barely	간신히
maharashtra	마하라슈트라
conventions	컨벤션
elliott	엘리엇
diplomat	외교관
searches	검색
particle	입자
malayalam	말라얄람어
thursday	목요일
icon	아이콘
genes	유전자
infinite	인피니트
infinite	무한
vale	베일
portraits	portraits
portraits	초상화
paste	붙이기
paste	붙여넣기
randy	랜디
saxony	작센
annie	애니
rhine	라인
mineral	미네랄
mineral	광물
implement	구현
surgeon	외과의사
surgeon	외과의
badge	위젯
badge	배지
badge	뱃지
badge	명함
charleston	찰스턴
clause	조항
infection	감염증
infection	염증
infection	감염
electron	전자
cnn	cnn
likewise	마찬가지로
confederation	연맹
confederation	연방
casino	카지노
doctorate	박사
guatemala	과테말라
settings	설정
mask	마스크
shelter	쉼터
heath	히스
pregnant	임신
theodore	시어도어
blair	블레어
blair	blair
phrases	어구
phrases	문구
preference	선호
concerto	협주곡
bits	비트
unofficial	비공식
bulk	일괄
bulk	대량
bulk	벌크
lighthouse	등대
stan	스탄
stan	스탠리
stan	스텐
stan	스탠
highland	하일랜드
mascot	마스코트
acceptance	합격
tight	타이트
hub	허브
mess	엉망
mess	엉망이
routine	루틴
routine	일상
dozens	수십
harmony	하모니
harmony	조화
harmony	화합
entrepreneur	사업가
entrepreneur	기업인
wwe	wwe
apollo	아폴로
runway	활주로
runway	런웨이
moses	모세스
moses	모세
moses	모스
legally	법적으로
fake	허위
fake	가짜
biased	편향
revolt	반란
providence	프로비던스
investors	투자자
reliability	신뢰성
fights	파이트
pocket	포켓
pocket	주머니
sad	슬픔
sad	슬픈
sad	슬프다
troy	트로이아
troy	트로이
treasure	보물
adoption	채택
adoption	입양
decrease	줄이기
decrease	감소
forgotten	잊혀진
crop	잘라내기
crop	농작물
crop	자르기
licensing	라이선스
licensing	라이센스
collecting	수집
collecting	수집하기
treasury	재무부
trumpet	트럼펫
trumpet	나팔
johnston	존스턴
collector	컬렉터
collector	콜렉터
cluster	클러스터
cluster	성단
roller	롤러
clothes	옷이
sovereign	주권
enhanced	향상
enhanced	향상된
compensation	보상
consent	승낙
consent	동의
outline	윤곽
jorge	호르헤
darkness	어둠
darkness	암흑
penalties	처벌
holes	구멍
holes	구멍이
cooking	요리
trainer	트레이너
measuring	측정
measuring	계측
lawsuit	소송
retiring	은퇴
consciousness	의식
archaeology	고고학
latvia	라트비아
telugu	텔루구어
blogs	블로그
protecting	보호하기
protecting	보호
hardy	하디
stamp	우표
stamp	스탬프
nat	nat
fur	모피
estimates	추정치
estimates	추정
ritual	의식
trace	추적
trace	트레이스
trace	흔적
marble	대리석
derivative	파생상품
derivative	미분
dimension	차원
crawford	크로포드
crawford	크로퍼드
bats	박쥐
tanzania	탄자니아
motto	좌우명
streak	연승
concentrated	농축
dirty	더러운
hayes	헤이즈
hayes	헤이스
xbox	엑스박스
identifying	식별
genres	장르
galleries	갤러리
forbes	포브스
brass	브라스
bach	바흐
alias	별칭
alias	별명
counsel	변호사
tough	힘든
tough	터프
advertisement	광고
protagonist	주인공
trails	트레일
trails	궤적
trails	흔적
claire	클레어
mistakes	실수
bruno	브루노
dylan	딜런
bag	봉지
bag	가방
throwing	던지기
churchill	처칠
climb	오르기
witnesses	증인
witnesses	목격자
thames	템스
kazakhstan	카자흐스탄
highlights	하이라이트
jumping	장애물
jumping	점핑
jumping	점프
slovak	슬로바키아
slovak	슬로바키아인
slovak	슬로바키아어
skull	두개골
skull	해골
missionaries	선교사
myth	신화
mandatory	필수
stern	스턴
stern	stern
fees	수수료
bet	내기
bet	bet
bet	베팅
dancers	댄서
dancers	무용수
quantity	수량
inventor	발명가
inventor	발명
cairo	카이로
