اسپنسر	spencer
هومبولت	humboldti
بریدن	lõikamine
پذیرای	vastuvõtlik
متابولیسم	ainevahetus
متابولیسم	metabolism
میرود	läheb
میرود	käib
میرود	kõnnib
کج	kaldkiri
ناکام	pettunud
ناکام	pettunud
شمع	küünal
شمع	küünlad
تاد	todd
پشتو	puštu
توبه	kahetsema
توبه	kahetse
مترادف	sünonüüm
شلوغ	hõivatud
شلوغ	lärmakas
شلوغ	ülerahvastatud
ژولیت	juliette
ژولیت	juliet
بنیامین	benjamin
گنبدی	viiuldaja
فال	varandus
فال	enne
ونسان	vincent
لوکا	luca
لوکا	luka
مرکبات	citrus
یوجین	eugene
فیس	facebooki
فیس	facebook
هاروی	harvey
توییتر	twitter
ید	joodi
ید	jood
تنور	ahju
تنور	ahi
تنور	tenor
توگو	togo
عصبانی	vihane
جوآن	joan
شعرای	sõnad
شعرای	sõnu
آوانگاری	foneetiline
استوک	stoke
زباله	jäätmed
زباله	prügikasti
زباله	prügi
زباله	prügi
آشیانه	pesa
آشیانه	angaar
آشیانه	angaari
جوندگان	näriline
توهم	hallutsinatsioonid
توهم	hallutsinatsioon
توهم	illusioon
آنتون	anton
آشامیدنی	joomine
الاهلی	kaubanduslik
الاهلی	reklaam
هیدروکسی	hüdroksü
شکلات	šokolaad
شکلات	šokolaadi
ژنوم	genoomi
الک	põder
الک	sõela
الک	alec
رقبای	rivaalid
آفتابی	päikeseline
ترجیحات	soodustused
ترجیحات	eelistused
ترجیحات	bac
جوشکاری	keevitamiseks
چهارچوب	raamistik
ختنه	ümberlõikamine
استثنایی	erilised
استثنایی	special
استثنایی	eriline
استثنایی	erakordne
استثنایی	erandlik
استثنایی	erandlikud
تاجیک	tadžiki
بوت	kabiin
بوت	booth
پابلو	pablo
پالاس	pallas
چیبا	chiba
باربادوس	barbados
بلیک	blake
انفجاری	plahvatus
انفجاری	lõhkeaine
نزدیکترین	lähim
نزدیکترین	lähima
نزدیکترین	lähim
گیت	värav
گیت	väravad
گیت	gates
انتحاری	enesetapp
اوکراینی	ukraina
قلمروی	territoorium
قلمروی	territooriumi
ترانزیستور	transistor
سیریلیک	kirillitsa
امتناع	keeldumine
امتناع	keeldumine
بازل	baseli
بازل	basel
مهمانی	party
مهمانی	pidu
مهمانی	erakond
مهمانی	peole
رویت	pööre
رویت	pööra
رویت	keera
مفاصل	liigeste
پیشانی	laup
وفور	arvukuse
وفور	arvukus
کاسپین	kaspia
قلع	tin
قلع	tina
بگو	ütle
بگو	ütle
بگو	räägi
آزاده	vabad
آزاده	vaba
آزاده	free
آزاده	tasuta
پدران	isad
پدران	esivanemad
حیفا	haifa
داغستان	dagestan
پگاه	early
پگاه	vara
پگاه	varajane
پگاه	varajased
پگاه	varane
توفان	taifuun
توفان	torm
توفان	tormi
توفان	storm
قطعا	kindlasti
هویدا	ilmne
اژدهای	lohe
اژدهای	draakon
بالتیمور	baltimore
بعدا	hiljem
اولاً	ula
نژادپرستی	rassism
استرس	stress
استرس	stressist
استرس	stressi
استرس	stressis
استرس	rõhutas
ناب	puhas
مفسر	tõlk
مفسر	kommentaator
آندرا	andrea
بیهوده	edev
بیهوده	edevus
بیضی	ovaalne
بیضی	ellips
بیضی	elliptilised
کمرنگ	pale
کمرنگ	kahvatu
اور	orr
کلسترول	kolesterooli
مدفوع	väljaheiteid
پسته	pistaatsia
هلیکوپتر	helikopter
هلیکوپتر	kopter
هلیکوپتر	helo
هلیکوپتر	kopter
شیوا	shiva
گلو	kurgu
گلو	kurku
گلو	kurk
گلو	kõri
ندیده	näinud
بطن	vatsakese
بطن	vatsakese
بطن	kõht
بطن	kõhu
آهو	hirv
آهو	hirve
آهو	aho
آهو	gasell
منگنز	mangaani
برگه	leht
کاذب	väär
جگوار	jaguar
فازی	etapp
فازی	faasi
فازی	faas
فازی	fuzzy
یوکوهاما	yokohama
جذابیت	külgetõmme
سوفی	sophie
موقتی	ajutiselt
موقتی	ajutised
موقتی	ajutine
موقتی	temp
ایمی	amy
روشنگری	valgustatuse
مضر	kahjulik
مضر	kahjulikud
هود	hood
شلوار	püksid
شلوار	püksid
سیتروئن	citroën
شکمی	kõhu
پذیرد	nõustub
پذیرد	aktsepteerib
سوزوکی	suzuki
گای	kutt
گای	guy
رادیکال	radikaalne
سنسور	sensori
سنسور	andur
خازن	kondensaator
لیتل	little
لیتل	väike
لیتل	vähe
طیب	pruudi
ورونا	verona
خطاهای	vead
خرابی	ebaõnnestumine
خرابی	rike
خرابی	tõrge
خرابی	läbikukkumine
خرابی	hävitamine
خرابی	nurjunud
خرابی	ebaõnnestunud
خرابی	nurjus
خرابی	ebaõnnestus
بوسه	musi
بوسه	kiss
بوسه	suudlus
اعماق	sügavuste
اعماق	sügav
اعماق	deep
اعماق	sügavale
لاو	lao
جنت	janet
کامپایلر	kompilaator
ونوس	veenus
دانته	dante
آقایی	härrasmees
فرزانه	tark
برومند	laagerdunud
ویستا	vista
اسهال	diarröa
پرستون	preston
اذعان	tunnistama
چیدمان	paigutus
جنگجویان	sõdalased
هروی	hervé
الکترومغناطیس	elektromagnetiline
الکترومغناطیس	elektromagnetism
کران	kurt
کران	kurdid
بازگرداندن	taastamine
بازگرداندن	taasta
بازگرداندن	taastamine
زاد	järglane
زاد	järglased
گرومن	grumman
لوران	laurent
پردازی	töötlus
پردازی	töötlemine
سرم	seerum
سرم	seerumi
روبن	reuben
روبن	ruben
حضورش	kohalolek
حضورش	kohalolu
تزار	tsaar
تزار	tsaari
گرانده	grande
پلانک	plank
رانندگان	sõitjad
رانندگان	autojuhid
رانندگان	juhid
ناپولی	napoli
دمی	demi
مبارزان	hävitajad
مبارزان	võitlejad
مبارزان	võitleja
ماهه	kuud
ماهه	kuude
تشریفات	tseremooniaid
تشریفات	formaalsus
جوراب	sokk
جوراب	sokid
سیلور	hõbeda
سیلور	silver
سیلور	hõbe
تحرک	liikumine
تحرک	liikuvus
تحرک	liikuvuse
شایعه	kuulujutt
لیتیم	liitiumi
افتد	kastetud
نئو	neo
دفعات	ajad
پیکره	corpus
پیکره	korpus
لطیف	peen
الیکایی	wren
ساعتی	tunni
ساعتی	tunnis
ساعتی	tunnitasu
ساعتی	tund
کما	koomas
کما	kooma
پره	täis
پره	täielik
بحثش	arutelu
ارتشی	sõjaväe
ارتشی	sõjaline
ارتشی	sõjalise
ارتشی	sõjalised
ارتشی	sõjavägi
ارتشی	armee
ارتشی	sõjavägi
ناتوان	nõrk
ناتوان	nõrga
ناتوان	nõrgad
مکی	maki
خیز	tursed
بزودی	varsti
آشفته	probleemsed
آشفته	probleemne
آشفته	häiritud
آشفته	ärritunud
آشفته	segaduses
واگنر	wagner
غرور	uhkus
غرور	edevus
سونامی	tsunami
نامعتبر	vigane
لویس	luis
ساب	saab
رائول	raoul
کوارتز	kvarts
شوری	soolsus
کورین	corinne
تلمود	talmud
کشتیرانی	shipping
امتیازی	soodustused
اسپین	spin
رومانیایی	rumeenia
آرایشی	meik
گلف	golf
ارتدوکس	õigeusu
آماندا	amanda
ول	val
ویلن	viiulit
ویلن	viiul
کریکت	cricket
مینو	minho
مینو	mino
آغوش	relvad
آغوش	käed
فیلترینگ	filtreerimine
دوقطبی	bipolaarne
پناهندگان	pagulased
پناهندگان	pagulaste
انریکه	enrique
موصل	mosul
آشفتگی	turbulentsi
آشفتگی	agitatsioon
آشفتگی	rahutus
آشفتگی	erutus
آشفتگی	kaos
آشفتگی	segadust
آشفتگی	segadus
توسکانی	toskaana
توسکانی	toscana
ریتمیک	rütmiline
مهتاب	kuuvalgus
زیباست	kaunist
زیباست	ilus
زیباست	kaunid
زیباست	ilusad
زیباست	kaunis
اکتشافی	heuristika
خسارات	kahjum
خسارات	kaod
گچی	kipsist
گچی	kips
تکانه	hoog
دیل	dale
پروستات	eesnäärme
داون	dawn
داون	koidik
داون	koidu
نزدیکان	sugulased
سواره	ratsutamine
سواره	ratsavägi
سیاستهای	poliitikad
سیاستهای	poliitika
بزمجه	monitor
بزمجه	monitori
بزمجه	jälgida
بزمجه	jälgija
گرنت	grant
دیلی	dili
دیلی	igapäevane
دیلی	päevane
دیلی	päevas
گردهمایی	kokkutulek
بیگانگان	tulnukad
بیگانگان	tulnukaid
توپولف	tupolev
دبیرخانه	sekretariaat
توصیفی	kirjeldav
دوقلو	kaksik
دوقلو	twin
دوقلو	kaksikud
چاقو	nuga
چاقو	noa
استات	atsetaat
اورژانس	hädaolukord
کانت	kant
کانت	kanti
دانکن	duncan
فایرفاکس	firefox
لادن	koormatud
تعمیرات	parandus
تعمیرات	parandamine
تعمیرات	remont
تعمیرات	remonti
رقمی	digitaalse
رقمی	digitaalne
براق	helendav
براق	helendavad
براق	läige
براق	särav
براق	läikiv
براق	läikiv
کاکایی	kajakas
بروکس	brooks
شورولت	chevrolet
آدینه	kogudus
آدینه	reede
آدینه	reedel
رستگاری	lunastus
رستگاری	lunastus
رستگاری	lunastust
آلکس	alex
برمودا	bermuda
وایادولید	valladolidi
دلیجان	treener
نپتون	neptuun
فمینیست	feministlik
گمرک	tolli
گمرک	toll
معرف	esindab
کلکته	kolkata
کلکته	calcutta
نهی	keelatud
توپولوژی	topoloogia
سسک	käosulane
پرسید	küsis
پرسید	palus
پرسید	küsitud
گنجه	kapp
هک	heck
گوتینگن	göttingen
نیکولای	nikolai
نیکولای	nikolai
گیج	segaduses
گلدار	õitsevad
گلدار	õitseb
ناتالی	natalie
ناتالی	nathalie
رویا	unistus
رویا	dream
رویا	unenägu
واکنشی	reaktiivne
واکنشی	reaktsioon
میلتون	milton
کارآگاه	uurija
کارآگاه	detektiiv
مرجانی	coral
افتتاحیه	esilinastus
افتتاحیه	ametisseastumise
افتتاحیه	avamine
نیترات	nitraatide
کالینز	collins
تجار	kaupmehed
گابن	gaboni
دوپینگ	dopingu
جدای	jedi
جیل	jill
مزه	maitsed
مزه	maitse
مزه	maitseb
بلاک	plokk
بلاک	bloki
بلاک	blokk
بلاک	block
بیستمین	twentieth
اتیل	etüül
مائو	mao
منیزیم	magneesiumi
منیزیم	magneesium
همسری	abikaasa
کراس	rist
کراس	cross
کراس	risti
مقوله	kategooria
لیما	lima
پالنسیا	palencia
فامیل	pere
فامیل	perekond
ستم	ebaõigluse
خوآن	juan
مرخصی	puhkus
ماکسول	maxwell
برونئی	brunei
طارق	tariq
سرخرگ	arteri
آتاری	atari
فیلمساز	filmitegija
باغبانی	aiandus
انطباق	kokkusattumus
حوصله	meeleolu
حوصله	tuju
مستعد	vastuvõtlik
مستعد	vastuvõtlikud
مستعد	aldis
همون	sama
همون	samad
شار	flux
جوئل	joel
قبولی	heakskiitmine
قبولی	vastuvõtmine
گهواره	häll
گهواره	häll
پینگ	pingi
پینگ	ping
بریتنی	brittany
گدار	godard
ساختمانهای	ehitised
ساختمانهای	hooned
آفت	mädanik
آفت	kahjurite
توانا	võimeline
توانا	võimas
توانا	kõikvõimas
توانا	pädev
آخرالزمان	viimsepäeva
آخرالزمان	apokalüpsis
سپاسگزارم	tänulik
سپاسگزارم	tänulikud
مادران	emad
گواه	tunnistaja
باتلر	butler
باتلر	ülemteener
باتلر	teener
معاش	elatis
آوایی	foneetiline
سوختن	põle
سوختن	põleb
سوختن	põletada
سوختن	põletus
سوختن	põletamine
سوختن	kirjutamine
معترض	kriitik
سامرست	somerset
نمایه	profiil
نمایه	profiili
نمایه	indeks
نمایه	index
فنجان	karikavõistlused
فنجان	cup
فنجان	tops
فنجان	tass
فنجان	karikas
عالیه	võimas
عالیه	vägev
عالیه	äge
عالیه	suure
هابل	hubble
روکش	teki
روکش	tekk
ژولیوس	julius
تریاک	oopiumi
کاونتری	coventry
استیت	riik
استیت	olek
استیت	osariik
همسایگان	naabrid
همسایگان	naabrid
برخورداری	nauding
تامس	thomas
آندرس	andres
آندرس	anders
بندیکت	benedict
پیوستگی	järjepidevus
پیوستگی	afiinsus
دکستر	dexter
استوانه	silindri
استوانه	ballooni
سافت	pehme
سافت	pehmed
آلبیون	albion
ولد	vlad
ولد	keevitada
مدلهای	mudelid
مدلهای	modellid
فارو	faro
فارو	farrow
فارو	fääri
لوور	louvre
مجرم	kurjategija
مجرم	kuritegelik
مجرم	kriminaalne
مجرم	kriminaal
مجرم	süüdi
دربرگیرنده	kaasav
مست	purjus
مست	joodik
درو	joonistas
درو	drew
فیسبوک	facebooki
فیسبوک	facebook
برادری	vennaskond
الا	triinu
الا	ella
الا	ala
شرلی	shirley
فریزر	fraser
داگ	doug
قلیایی	metallid
تاک	tak
میهمان	külaline
میهمان	külalised
روسو	rosso
روسو	russo
روسو	rousseau
بیسائو	bissau
مالکوم	malcolm
عدل	õiglus
عدل	õigusemõistmine
عدل	omakapital
عدل	omakapitali
والا	walla
والا	high
والا	kõrgele
والا	kõrged
والا	kõrgel
والا	kõrge
والا	vala
ارجمند	auväärne
جدیدتر	uuem
تندی	tandy
مشعل	tõrvik
غذاها	toidud
قفقازی	kaukaasia
آسایش	mugavus
رویای	unistus
رویای	dream
رویای	unenägu
مارین	marin
مارین	mereväelane
مارین	merejalaväelane
مارین	marine
مارین	mere
کمانچه	viiul
سواران	ratsanikud
سواران	ratsavägi
استرلینگ	sterling
استرلینگ	stirling
استقامت	kestvus
استقامت	vastupidavus
استقامت	patsient
تشبیه	metafoor
کاست	kassett
دورتر	kaugemale
جکی	jackie
کتابها	raamatud
دهانی	suuline
دهانی	suukaudse
خاله	tädi
نینا	nina
آذرخش	bolt
آذرخش	välk
تجسم	visualiseerimine
تجسم	kujutle
لوین	levin
کوارک	kvarkidest
کوارک	quark
تجارب	kogemused
ترینیتی	trinity
فتنه	tagakiusamine
فتنه	kiusatus
فو	phu
مدونا	madonna
وودی	woody
کثیف	räpased
کثیف	räpane
کثیف	räpased
کثیف	määrdunud
کثیف	räpane
سرآغاز	proloog
مسجدی	mošee
استانداردها	standardid
آفرین	bravo
سالوادور	salvador
جدال	vaidlus
جدال	vaidluse
جدال	vaidlus
دکترین	doktriin
طبقاتی	klass
طبقاتی	klassi
اشلی	ashley
کشمکش	võitlus
کشمکش	konflikt
کشمکش	konfliktid
مشروعیت	legitiimsuse
جابز	töökohad
نورپردازی	valgustus
واحدها	ühik
واحدها	ühikud
واحدها	üksused
تامپسون	thompson
مشتاق	innukas
مشتاق	entusiastlik
نیوتون	newton
یکپارچگی	integratsioon
یکپارچگی	lõimumine
یکپارچگی	integreerimine
تخلص	pseudonüüm
دیگ	pada
دیگ	potti
دیگ	pott
نمکی	soola
نمکی	sool
جریانی	oja
فوربز	forbes
همتا	peer
درمانگاه	kliinik
سرامیک	keraamilised
سرامیک	keraamika
سرامیک	keraamika
قانونگذاری	õigusloome
قانونگذاری	seadusandlik
قانونگذاری	seadusandliku
قانونگذاری	õigusaktid
قانونگذاری	seadusandlus
قانونگذاری	õigusakt
کرالا	kerala
زیرزمین	keldris
زیرزمین	kelder
نگهبانان	valvurid
نگهبانان	hoidjad
عقرب	skorpion
عقرب	skorpion
رایس	riis
ولگا	volga
دمکرات	demokraat
آمارهای	statistika
ملزم	kohustatud
بیندازید	valatud
تریسی	tracy
بون	bon
بون	boone
سوزنی	nõelravi
تسلیت	kaastunne
مجارستانی	ungari
طاعون	katk
دعوا	võitlemine
دعوا	võitlus
مرموز	mõistatuslik
مرموز	müstiline
جولیان	julian
متا	meta
اسپرینگز	vedrud
نوارهای	linte
نوارهای	lindid
براندنبورگ	brandenburgi
اکسپلورر	maadeavastaja
گرو	grove
لبنانی	liibanoni
لبنانی	liibanon
الکترود	elektrood
الکترود	elektroodid
خیزش	ülestõus
خیزش	tõuseb
درین	äravoolu
پذیرفتن	heakskiitmine
پذیرفتن	vastuvõtmine
نشنال	siseriiklikud
نشنال	riiklik
نشنال	riiklikud
نشنال	siseriiklik
شیره	siirupit
شیره	siirup
باتیستا	bautista
باتیستا	battista
باتیستا	batista
فدایی	hüvitis
فدایی	hüvitamine
مرزبان	markii
اتباع	kodanikud
اهریمن	deemon
سیرک	tsirkus
نشت	leke
نشت	lekib
گریم	meik
دیود	diood
بنک	banks
بنک	pangad
بنک	pank
بنک	bank
ولید	walid
پنی	penn
پنی	penny
پنی	sent
اوبونتو	ubuntu
دوحه	doha
کازان	kaasani
مادرزادی	kaasasündinud
شبی	õhtu
شبی	öö
شبی	ööd
خریدار	ostja
خریدار	ostu
خریدار	ostmine
خریدار	ost
خریدار	ostmine
خریدار	ostetud
نیچه	nietzsche
فنول	fenool
برگی	leht
نگارگری	ristimine
ترمز	pidurid
ترمز	pidur
ترمز	pidurid
ایستا	seisva
ایستا	staatiline
پائول	paul
دالی	dali
دالی	dolly
تورینگن	tüüringi
کلانتر	šerif
کلانتر	sherif
کلانتر	sheriff
یهودا	juudas
یهودا	judah
پنگوئن	pingviin
سیلیکون	räni
برخاسته	tõusnud
تیک	tic
ستوان	leitnant
لمباردی	lombardia
ثروتمندترین	rikkaim
ادیسون	addison
ادیسون	edison
فرای	fry
فرای	frye
رودولف	rudolph
رودولف	rudolf
ایوب	töö
ایوب	töökoht
گودال	auk
گودال	auku
گودال	kraavi
گودال	kurisu
چله	jaanipäev
برنزی	pronks
وا	wah
خلاق	produktiivne
خلاق	loov
خلاق	loominguline
انسداد	ummistus
آشپزخانه	köök
آنتالیا	antalya
کارمن	carmen
سیرا	sierra
جیبوتی	djibouti
کیست	tsüst
هوس	iha
هوس	himu
هوس	iha
هوس	soov
هوس	soovi
دوما	dumas
شکارچیان	kütid
شکارچیان	jahimehed
فرمی	fermi
کلاهک	cap
کلاهک	lõhkepea
سفینه	laeva
سفینه	laev
عناصری	elemendid
سرکه	äädikas
جانز	johns
مهیا	valmistatud
مهیا	ettevalmistatud
سکو	platvorm
کود	väetis
کود	sõnnik
لوسیا	lucia
عروسکی	nuku
عروسکی	nukk
اولیویرا	oliveira
پناهی	varjupaik
پناهی	pelgupaik
لاری	larry
آلمریا	almería
پافشاری	püsivus
قطعیت	kindlus
قطعیت	ebakindlust
قطعیت	ebakindlus
نهادی	institutsionaalne
سرطانی	vähk
پیل	pil
پیل	koor
پیل	koorida
پیل	koort
گردشی	veeväljasurve
دیپلماسی	diplomaatia
عواقب	tagajärjed
محتمل	tõenäoline
تیروئید	kilpnäärme
کاردیف	cardiff
ژوزه	josé
آدلاید	adelaide
فروسرخ	infrapuna
سنگفرش	kõnniteed
هیمالیا	himaalaja
هیمالیا	himaalaja
سینگ	singh
بازاری	turgu
بازاری	turu
بازاری	turg
دیون	dion
شعاعی	radiaalne
اورا	ora
نگهبانی	valvur
تشنج	krambid
تشنج	krambid
کوانتوم	quantum
عمدی	tahtlik
چرم	nahk
چرم	nahast
بیتلز	beatles
بیابد	leiab
جیک	jake
مهد	häll
اجساد	laibad
اجساد	kehad
اجساد	surnukehad
اجساد	laibad
ریچاردسون	richardson
سبد	korv
سبد	korvi
نورون	neuron
نورون	neuronite
هیون	hyun
هیون	haven
ساندویچ	võileib
مرشد	mentor
طلسم	talisman
طلسم	võlu
میگل	miguel
دانشگاههای	ülikoolid
عادلانه	õiglane
عادلانه	aus
عادلانه	laat
بازگشته	tagastatud
روشنفکری	valgustatuse
روشنفکری	intellektuaalse
ارغوانی	lilla
پارکینگ	parkimine
قنطورس	centauri
خلوت	reamees
خلوت	privaatne
خلوت	era
خلوت	erasektori
خلوت	privaatsuse
خلوت	privaatsus
خلوت	privaatsust
اپراتور	operaator
اپراتور	käitaja
اشتیاق	igatsus
اشتیاق	kirge
اشتیاق	kirg
اشتیاق	entusiasmi
زحل	saturn
سامورایی	samurai
تون	toon
تون	tooni
آنهالت	anhalt
ایزابل	isabel
ایزابل	isabelle
رگ	reg
رگ	veeni
پرز	perez
ویلیس	willis
نوترون	moderaator
نوترون	neutron
پلکان	trepid
پلکان	trepp
پلکان	trepp
رسوبی	settelise
نوآر	noir
لحظات	hetki
لحظات	hetked
سوربن	sorbonne
خلأ	tühjus
خلأ	vaakum
سهمیه	kvoot
سهمیه	kvoodi
خیار	kurgi
خیار	kurk
امت	emmet
امت	ühendus
امت	kogukond
لیزا	lisa
گوشتی	liha
گوشتی	ihu
صابر	saber
پاکستانی	pakistani
قضات	kohtunikud
کاشته	istutatud
قاشق	lusikas
ریسمان	köied
جاویدان	surematu
دیکتاتور	diktaator
چاره	lahendus
چاره	lahus
اورانوس	uraan
اورانوس	uraani
چن	chen
آمریکن	ameeriklane
آمریکن	ameerika
آمریکن	american
طبی	kanep
طبی	meditsiinilised
طبی	meditsiiniline
امشب	täna
دایناسورها	dinosaurused
بطلمیوس	ptolemaios
توازن	saldo
توازن	tasakaalu
توازن	tasakaal
توازن	bilanss
برادوی	broadway
ویس	vis
ویس	weiss
امیلیا	emilia
امیلیا	amelia
فنیل	fenüül
کارنگی	carnegie
کنیسه	sünagoog
زبانها	keeli
زبانها	keeled
کوردوبا	córdoba
کوردوبا	cordoba
تابوت	kirstu
تابوت	kirst
نارضایتی	rahulolematust
ترانس	trans
آرتمیس	artemis
پک	peck
پک	jupp
پک	pac
پک	pakend
پک	pakendis
پک	paki
پک	pakk
عذاب	doom
عذاب	piina
عذاب	piin
نقاب	mask
رنگارنگ	värvikas
ولورهمپتون	wolverhampton
اولیور	oliver
دومینیک	dominic
فردریش	friedrich
جانگ	jang
اوون	owen
پروتئینی	valk
پروتئینی	proteiin
پروتئینی	valgud
چانگ	chang
چانگ	chung
سلتیک	keldi
صهیونیسم	sionism
آلو	ploomid
چیس	chase
چیس	tagaajamine
پلیمر	polümeerid
پلیمر	polümeeri
خلاء	vaakum
پشتون	hõimud
ثانوی	teisene
ثانوی	teisesed
ثانوی	teisese
ثانوی	teisejärguline
ادواردو	eduardo
مارتن	martin
مارتن	maarten
کباب	grill
مای	mai
آیزاک	isaac
تلف	jäätmed
آلان	allan
آلان	alan
اکسل	axel
کجای	kus
کجای	kuhu
کینه	vihkamine
کینه	vihkamist
کینه	viha
کینه	kättemaks
کینه	vimm
زیرگونه	alamliik
نیمکره	poolkera
ساکورا	sakura
تولوز	toulouse
رقصنده	tantsijad
رقصنده	tantsija
یهودستیزی	antisemitism
نش	nash
مکانهای	asukohad
ماکسیمیلیان	maximilian
سوزاندن	põle
سوزاندن	põleb
سوزاندن	põletada
سوزاندن	põletus
سوزاندن	põletamine
سوزاندن	kirjutamine
مارمولک	sisalik
کلم	kapsas
کلم	kapsa
امگا	omega
پالرمو	palermo
زنانی	naised
خویشاوندی	sugulust
دونده	jooksja
ماکیان	kodulindude
ماکیان	kodulinnud
ماکیان	cygnus
متغیرها	muutuja
متغیرها	muutuv
متغیرها	muutujad
غازی	ghazi
نبردناو	lahingulaev
نبردناو	sõjalaev
پیران	piran
چینگ	ching
جرالد	gerald
بخشش	halastus
بخشش	halastust
بخشش	andestust
بخشش	heldus
کاربردها	rakendused
کاربردها	taotlused
مبنا	baasi
مبنا	baas
مبنا	alus
اتین	étienne
اتین	etienne
ادو	ado
ادو	edu
اتاقی	tuppa
اتاقی	ruum
اتاقی	tuba
مرزها	piirid
شبنم	kaste
بوهم	čechy
گذرنامه	passi
گذرنامه	pass
مکعبی	kuubik
شهابی	meteoor
شهابی	meteoriit
موسیقیدان	muusik
هیوز	hughes
تخیل	kujutlusvõime
تخیل	kujutlus
تقلیل	vähendamine
تقلیل	vähendamise
تقلیل	vähenenud
تقلیل	vähendatud
دومینیکا	dominica
چیا	õlisalvei
ساماندهی	reguleeriv
ساماندهی	raamatupidamine
دویل	doyle
بردگی	orjus
هنریک	henrik
هنریک	henryk
خراج	andamit
اپوزیسیون	vastulause
اپوزیسیون	opositsiooni
اپوزیسیون	vastuseis
اپوزیسیون	opositsioon
لاستیک	kumm
لاستیک	kummist
لاستیک	kummi
لاستیک	rehv
عاری	veretu
زنگی	neeger
تشخیصی	diagnostika
گرفتگی	varjutus
دامپزشکی	loomaarst
دامپزشکی	veterinaar
دامپزشکی	veterinaaria
دامپزشکی	loomaarst
دامپزشکی	veterinaararst
دامپزشکی	veterinaar
مینگ	mingi
مینگ	ming
پتی	petty
پتی	patty
غیرمستقیم	kaudsed
غیرمستقیم	kaudne
نامطلوب	soovimatu
کرکس	raisakotkas
بازدیدکنندگان	vaatajad
صیاد	kiskja
آلبر	albert
دات	täpp
دات	dot
دات	täppi
