die	the
suksesvol	successfully
suksesvol	success
oekraïne	ukraine
permanente	permanent
bande	ties
stert	tail
geldeenheid	currency
skade	injury
skildery	painting
otto	otto
bedoel	meant
bedoel	intended
begrip	understanding
innocentius	innocent
bekendheid	fame
encyclopaedia	encyclopaedia
valign	valign
bydraes	contributions
more	tomorrow
more	morning
pryse	prices
pryse	pricing
beëindig	end
als	all
switserse	swiss
hoogs	top
toekennings	awards
hang	hanging
konsep	draft
fase	phase
nabygeleë	nearby
tradisioneel	traditional
onderwerpe	topics
gedrag	behaviour
gedrag	behavior
pienaar	pienaar
elektroniese	electronic
dankie	thanks
coastal	coastal
inval	invasion
inval	raid
bisantynse	byzantine
jupiter	jupiter
stasie	station
parlementêre	parliamentary
sagteware	software
apostoliese	apostolic
breek	break
chicago	chicago
kamer	room
samesteller	composer
verwag	expected
medalje	medal
verwoes	destroy
matt	matt
eiers	eggs
plase	farms
ondernemings	initiatives
ondernemings	enterprises
elaine	elaine
stephen	stephen
julle	you
verwerp	rejected
verwerp	reject
verwerp	discard
verwerp	declined
vereer	honoring
digitale	digital
standbeeld	statue
tak	branch
bloed	blood
kans	chance
antwoord	reply
antwoord	response
roete	route
spoorlyn	railway
oorgedra	transmitted
oorgedra	transferred
finale	final
nasie	nation
effek	effect
wentelbaan	orbit
gratis	free
vermoedelik	presumably
geskik	eligible
del	delaware
heer	king
konings	kings
goedgekeur	approved
oplossing	solution
daaropvolgende	subsequent
nazi	nazi
onlangs	recently
grys	gray
grys	grey
grys	greys
publikasies	encyclicals
publikasies	publications
grey	grey
samestelling	composition
fifa	fifa
anne	anne
uitsondering	exception
bene	bones
bene	bene
kongo	congo
priester	priester
hotel	hotel
bygevoeg	added
besonderhede	details
aangeval	attacked
liberale	liberal
onderwyser	teacher
skilderye	paintings
bar	bavarian
bar	bar
gelaat	left
orrel	organ
organisasies	organizations
deursnee	diameter
weergawes	versions
heidelberg	heidelberg
road	road
cambridge	cambridge
hill	hill
distrikte	districts
holland	holland
fees	festival
beskrywing	superscript
apartheid	apartheid
onthou	remembering
onthou	remember
toekomstige	future
goedere	goods
francois	francois
reël	rule
wyd	wide
dvd	dvd
vriend	friend
ervaar	experience
jacob	jacob
ingeneem	infested
frankfurt	frankfurt
unieke	unique
aand	evening
aand	night
hanteer	handles
hanteer	handle
hanteer	handled
teenwoordig	present
hoofkwartier	headquarters
walter	walter
indo	indo
situasie	situation
direkteur	director
opvoeding	education
sigbaar	visible
onttrek	unsubscribe
mpumalanga	mpumalanga
omstrede	controversial
muur	wall
werklik	truly
plat	flat
plat	plat
siektes	diseases
wyn	wine
stukke	pieces
band	band
gewys	showed
gewys	show
toestemming	consent
toestemming	permission
praktyk	practice
pruise	prussia
farao	pharaoh
wapens	weapons
wapens	badges
saterdag	saturday
definisie	definition
cfg	cfg
moord	murder
gedeeltelik	partial
gedeeltelik	partially
gevier	celebrated
verlore	lost
leeftyd	lifetime
adriaan	adriaan
verval	expires
verval	expiry
vaar	performing
rekenaar	computer
ysland	iceland
ysland	reload
ysland	shetland
oorblywende	remaining
eienaar	owner
toer	tour
veranderinge	modifications
maatskappye	companies
fraser	fraser
mening	opinion
arm	arm
rhodes	rhodes
landelike	rural
hoort	belongs
hoort	belong
hamburg	hamburg
tekens	tokens
tekens	signs
dialek	dialect
beperkte	limited
khan	khan
sjinees	chinese
joe	joe
waarom	why
vinnige	fast
rustenburg	rustenburg
romeine	romans
waardes	tables
waardes	values
sterrestelsel	galaxy
konstantinopel	constantinople
behandeling	treatment
uitspraak	pronunciation
viljoen	viljoen
hugo	hugo
kode	code
negatiewe	negative
spesifiek	specific
spesifiek	particular
santa	santa
bottom	bottom
onmiddellik	immediately
ddr	ddr
ddr	gdr
hollandse	dutch
aloe	aloe
war	waray
simon	simon
don	don
beker	cup
arthur	arthur
sterrestelsels	galaxies
münchen	munich
eduard	edward
yster	iconic
yster	iron
giovanni	giovanni
zambië	zambia
spelling	spelling
spelling	splitting
prente	images
prente	pictures
aangekom	arrived
argeologiese	archaeological
vlieg	fly
honderd	hundred
skuld	debt
skuld	guilt
skuld	shield
parameters	parameters
gereelde	regular
aus	aus
aksie	execution
suurstof	oxygen
newel	nebula
werkers	workers
tradisies	traditions
wenner	winner
samuel	samuel
pietermaritzburg	pietermaritzburg
kenmerke	features
variant	variant
beskawing	civilization
wenners	winners
wind	wind
verlies	loss
limpopo	limpopo
vlaandere	flanders
projekte	projects
universiteite	universities
wladimir	vladimir
christene	christian
testament	testament
rang	rank
bygewoon	attended
bygewoon	attend
bedreig	threatened
harris	harris
sangeres	singer
presiese	precise
presiese	exact
pragtige	gorgeous
rock	rock
gert	gert
stephanus	stephanus
paaie	roads
paaie	paths
kommentaar	function
kommentaar	comment
kommentaar	command
kommentaar	contents
athene	athens
athene	athena
voorste	leading
leeu	lion
leeu	leo
insekte	insects
deesdae	lately
johanna	johanna
johanna	joan
hervormde	reformed
obj	obj
hoor	hearing
may	may
vuur	fire
teenpous	antipope
gevolge	consequences
scott	scott
mary	mary
gemeet	measured
storie	reel
alternatiewe	alternative
alternatiewe	alternate
alternatiewe	alternatives
vleis	meat
kere	times
stuart	stuart
golden	golden
aangehou	detained
toernooi	tournament
duisend	thousand
boodskap	message
georgië	georgia
waterstof	hydrogen
beginsel	principle
leidende	leading
eugene	eugene
apple	apple
ernstig	serious
beer	bear
mandela	mandela
reën	rain
landskap	landscape
shakespeare	shakespeare
schoeman	schoeman
nasa	nasa
owerhede	authorities
wag	wait
hitte	heat
gedig	poem
ingang	entrance
skaal	scale
lente	spring
gesig	face
kamp	camp
kamp	camping
eenvoudig	simple
eenvoudig	simply
eenvoudig	plain
seksuele	sexual
simbole	symbols
metaal	metal
vorster	vorster
geheime	secrets
geheime	secret
wyfie	female
windhoek	windhoek
natalse	swamp
natalse	natal
positiewe	positive
gemiddeld	average
islam	islam
malta	malta
gehelp	helped
gehelp	helpful
kante	sides
wilde	wild
verban	banned
pools	polish
xiii	xiii
organismes	organisms
asiatiese	asian
francisco	francisco
weerstand	resistance
premier	premier
uitgeoefen	exercised
gebruike	uses
gebruike	conventions
publieke	public
vrydag	friday
victor	victor
musikant	musician
glen	glen
slawe	slaves
voorstede	suburbs
force	force
quebec	quebec
logo	logo
county	county
afgelope	past
teenwoordigheid	presence
bedrag	amount
gesamentlike	joint
samesmelting	merger
groeiende	growing
groeiende	waxing
metodes	methods
poësie	poetry
toerisme	tourism
rosenthal	rosenthal
gevange	kidnapped
waarheid	truth
row	row
mengsel	mixture
idees	ideas
katte	cats
steve	steve
saturnus	saturn
uitvoer	exports
uitvoer	execute
xii	xii
mure	walls
anton	anton
geëindig	ended
student	student
vinne	flippers
maniere	ways
maniere	manners
geweld	violence
ure	hours
spanning	voltage
slaag	succeed
spoorweë	railroads
tydelik	temporary
armeense	armenian
senior	senior
klasse	classes
wetgewing	legislation
sakse	saxony
afhanklik	dependent
elf	eleven
kommunikasie	communication
kommunikasie	communications
grade	degrees
hawaii	hawaii
skyf	disk
skyf	disc
ooreenkomste	agreements
glad	smooth
outeur	writer
outeur	hathor
outeur	author
voorsiening	provision
vrees	fear
formele	formal
habitat	habitat
julius	julius
vloeistof	liquid
niemand	nobody
kenia	kenya
skuif	slide
petersburg	petersburg
lied	song
families	families
medium	medium
xiv	xiv
italiaans	italian
weerspieël	mirror
figuur	figure
tom	tom
ongelukkig	unfortunately
faktore	factors
daniël	daniel
philip	philip
plato	plato
lady	lady
kiesers	voters
brandenburg	brandenburg
selde	rarely
konserwatiewe	conservative
hulpbronne	resources
toneel	scene
vermy	avoid
nel	nel
aspekte	aspects
bbp	gdp
benadering	approximation
benadering	approach
rossouw	rossouw
vasgestel	established
genera	genera
verrig	administrative
carter	carter
skei	split
verhoed	blocked
latyns	latin
eiendom	property
vilnius	vilnius
sewende	seven
honderde	hundreds
cheetahs	cheetahs
jag	hunting
susters	sisters
omliggende	surrounding
rensburg	rensburg
schutte	schutte
versamel	collect
versamel	contained
teorieë	theories
slagoffers	victims
aankoms	arrives
springbokke	springboks
nuus	news
gehuisves	housed
françois	françois
grahamstad	grahamstown
bane	circuits
bane	bane
gestaak	stopped
gestaak	aborted
aangekoop	purchased
aanhangers	fans
hoekom	why
arbeid	labour
arbeid	labor
briewe	letters
irak	iraq
prestasie	performance
montreal	montreal
strepe	stripes
verdediging	defense
verdediging	defence
sand	sand
brasiliaanse	brazilian
christendom	christianity
ewe	ewe
gedagte	mind
ontsnap	escape
patrick	patrick
poort	port
kastilië	castile
patriarg	patriarch
koerante	newspapers
bul	taurus
normale	normal
stories	stories
vel	skin
glas	glass
stalin	stalin
bernard	bernard
toegeskryf	assigned
individuele	individual
florida	florida
beskadig	damaged
betrekkinge	relations
gotiese	gothic
pluto	pluto
pan	pan
owerheid	authority
onderhoud	maintenance
dun	thin
lewens	lives
verklaring	declare
verklaring	declaration
impak	impact
sekondêre	secondary
homo	homo
armenië	armenia
komedie	comedy
hitler	hitler
optree	acting
cooper	cooper
moontlikheid	possibility
gedruk	pressed
bay	bay
gewapende	armed
gewapende	armored
komplekse	complex
harde	hard
star	star
snelheid	velocity
dekade	decade
roep	call
protestantse	protestant
biografie	bio
biografie	biography
russe	russians
half	half
diegene	those
produseer	produces
satelliet	satellite
onderwysers	teachers
onderwysers	educators
encyclopedia	encyclopedia
modelle	models
syfers	digits
sirië	syria
sahara	sahara
tel	count
tel	counting
persentasie	percentage
afgevaardigdes	delegates
vergader	gather
kunste	arts
bykomende	additional
jonathan	jonathan
dik	thick
toetse	tests
spoor	track
spoor	trail
spoor	rail
brussel	brussels
rots	material
theron	theron
heinrich	heinrich
vogel	vogel
fisika	physics
francis	francis
interne	internal
vereeniging	vereeniging
long	lung
liga	league
liga	liga
ingenieur	engineer
konteks	context
aftrede	retirement
liedjies	songs
gesteun	supported
geologiese	geologic
dans	dance
dans	dancing
beginsels	principles
dokter	doctor
tydelike	temporary
vergeleke	compared
jerusalem	jerusalem
kapasiteit	capacity
vorms	shapes
vorms	forms
vorms	form
guinee	guinea
opposisie	opposition
uys	uys
bespreking	reservation
bespreking	discussion
verkeer	traffic
operasie	operation
teologie	theology
rus	rest
nodige	necessary
gras	grass
gedeel	shared
gedeel	shares
henri	henri
dek	covers
blankes	whites
rug	back
sultan	sultan
portugees	portuguese
elektrisiteit	electricity
elektrisiteit	lower
elektrisiteit	power
enwiki	enwiki
windows	windows
verowering	conquest
gelaai	loaded
verteenwoordigers	representatives
deeltjies	particles
lok	attract
lee	lee
werksaam	working
depressie	depression
omskep	convert
pare	pairs
gehalte	quality
strate	streets
verre	distant
horisontale	horizontal
witwatersrand	witwatersrand
maandag	monday
ondersteuners	supporters
dame	queen
dame	lady
herbou	rebuild
herbou	rebuilds
veranderings	change
gerig	directed
opskrif	headline
opskrif	sender
opskrif	fade
banke	banks
kampioen	champion
gevlug	skipped
rekenaars	computers
indruk	impression
mannetjie	male
jeug	youth
chemie	chemistry
absolute	absolute
ruim	blockages
internasionaal	international
verdeling	diversions
voldoende	sufficient
voldoende	adequate
rousseau	rousseau
ferdinand	ferdinand
verwoerd	verwoerd
dokument	document
napoleon	napoleon
muller	muller
sover	bricks
belasting	tax
retief	retief
tony	tony
vang	catch
vang	capture
ene	ones
resultate	results
volgorde	order
tuine	gardens
vuurtoring	lighthouse
koper	buyer
koper	copper
mount	mount
baai	bay
kandidate	candidates
aanvang	started
komponente	components
uitwerking	affect
warskou	warsaw
toneelstuk	play
romans	novels
tydskrifte	magazines
kulture	cultures
frederick	frederick
beslis	definitely
geregistreer	registered
geregistreer	subscribed
hesse	hesse
taylor	taylor
kol	kol
door	door
indonesië	indonesia
reitz	reitz
geleer	learned
geleer	learnt
ras	race
spreek	thrash
spreek	concern
organiese	organic
dollar	dollar
rotse	rocks
lawrence	lawrence
front	front
ryn	rhine
belfast	belfast
monargie	monarch
monargie	monarchy
monargie	oligarchy
robertson	robertson
verbindings	connections
stadig	slow
stadig	slowly
meyer	meyer
besetting	lineup
besetting	occupation
geloop	walked
geloop	launched
crusaders	crusaders
baltiese	baltic
evangelie	gospel
ernst	ernst
romantiese	romantic
invloede	influences
zoeloe	zulu
kenmerk	feature
welkom	welcome
handhaaf	maintain
personeel	staff
utrecht	utrecht
oortuig	convinced
zar	zar
williams	williams
take	tasks
veroordeel	condemn
blues	blues
navorsers	researchers
lewis	lewis
carlos	carlos
oorsaak	cause
mike	mike
willie	willie
administrateur	administrator
vin	vin
ekstra	extra
grieke	greeks
ding	thing
aanvanklike	initial
krisis	crisis
donderdag	thursday
geroep	called
são	são
skepping	creation
stowwe	substances
breed	broad
gevang	caught
vyftig	fifty
minerale	minerals
toegerus	equipped
deelname	participation
perde	horses
kantoor	office
xhosa	xhosa
getuig	testify
oorweeg	considered
uitgesaai	broadcast
brandstof	fuel
aangrensende	adjacent
gelees	read
mane	mane
sitplekke	seats
sitplekke	seat
renaissance	renaissance
vergesel	accompanied
individue	individuals
kompleks	complex
religieuse	religious
anoniem	anonymous
brei	knitting
reign	reign
veg	veg
veg	fight
gemengde	mixed
aansoek	application
country	country
free	free
bremen	bremen
noodwendig	necessarily
opera	opera
figure	figures
true	true
toegestaan	granted
oostenrykse	austrian
identiteit	identity
steenkool	coal
geskuif	moved
stat	stat
outomaties	auto
outomaties	automatic
leonardo	leonardo
verdedig	defend
swaartekrag	gravity
alliansie	alliance
instrumente	instruments
klere	clothing
klere	clothes
max	max
groote	size
florence	florence
las	load
behartig	regulate
stefanus	stephen
besluite	decisions
uitgewer	publisher
materie	matter
geskikte	appropriate
tanzanië	tanzania
colin	colin
vlaamse	vlaamse
leon	leon
verwar	disturbing
hollywood	hollywood
georg	georg
spring	jump
spring	jumping
perd	horse
kuslyn	coast
regerings	governments
vlakte	flats
jansen	jansen
pres	pres
moeite	effort
siek	sick
wolf	wolf
vermont	vermont
gewysig	edited
gewysig	updated
gewysig	changed
gewysig	modified
gewysig	range
gewysig	orange
verdien	earned
nasionaliteit	nationality
materiale	materials
statistiek	statistics
statistiek	stats
eer	sing
eer	honour
gov	gov
geproduseer	produced
magnetiese	magnetic
vestiging	establishment
antarktika	antarctica
malawi	malawi
estland	estonia
handelaars	dealerships
handelaars	dealers
generasie	generation
prosesse	processes
eienskap	attribute
eienskap	feature
hoofstuk	chapter
dertig	thirty
verhoudings	relationships
risiko	risk
dryf	float
kiëf	kiev
mongoolse	mongolian
standaarde	standards
sone	zone
argitekte	architects
perseel	premises
thailand	thailand
caps	caps
toyota	toyota
youtube	youtube
dreyer	dreyer
wene	vienna
tydstip	time
vlerke	wings
texas	texas
meksikaanse	mexican
aanlyn	online
denke	thinking
tande	teeth
bulls	bulls
geteken	drawn
hamilton	hamilton
liedjie	song
ekspedisie	expedition
bosman	bosman
hektaar	hectare
hektaar	hectares
cornelius	cornelius
blom	flower
aktiwiteit	activity
ongeluk	accident
resultaat	result
corporation	corporation
infrastruktuur	infrastructure
bulle	bulls
progressiewe	progressive
wolk	cloud
worcester	worcester
hamlet	hamlet
naudé	naudé
bewus	aware
roos	rose
moll	moll
gedink	thought
getel	counted
daaglikse	daily
toerusting	equipment
toerusting	gear
konstruksie	construction
apollo	apollo
letland	latvia
geleenthede	occasions
geleenthede	events
digters	poets
voortdurend	continuously
hemel	heaven
hemel	heavens
titels	titles
island	island
gevangenes	prisoners
alice	alice
kategorieë	categories
neef	cousin
neef	nephew
uitstekende	excellent
gesing	unison
swem	swimming
meet	measure
cachet	cachet
begraafplaas	cemetery
uitgestorwe	extinct
siberië	siberia
onmoontlik	impossible
perth	perth
dennis	dennis
argipel	archipelago
geïdentifiseer	identified
besorg	concerned
pakistan	pakistan
onthul	reveal
misluk	failed
roemenië	romania
geneig	tends
jackson	jackson
moslems	muslim
airbus	airbus
arms	arms
duim	inch
duim	thumb
duim	inches
selle	cells
mej	miss
demokrasie	democracy
microsoft	microsoft
praktiese	practical
metriek	metric
klip	stone
dinsdag	tuesday
lutherse	lutheran
konstantyn	konstantin
konstantyn	constantine
rond	around
rond	rounds
oomblik	moment
boeddhisme	buddhism
vars	fresh
heuwel	hill
limburg	limburg
ian	ian
lesers	readers
helena	helena
oral	everywhere
oupa	grandfather
tekort	scarcity
komeet	comet
stelling	statement
tipes	types
skuldig	guilty
miljoene	millions
sagte	soft
biologiese	biological
lisensie	license
lisensie	licence
fyn	fine
uitstalling	exhibit
marius	marius
limited	foods
dordrecht	dordrecht
regter	judge
teenoorgestelde	opposite
antonio	antonio
openbaar	public
openbaar	publicly
facebook	facebook
normaalweg	normally
woensdag	wednesday
velde	fields
iwan	ivan
aansig	viewer
aansig	display
aansig	view
afgeleë	remote
glasgow	glasgow
klanke	sounds
rewolusionêre	revolutionary
zeus	zeus
godin	goddess
gustav	gustav
mis	mist
mis	mis
mis	fog
albums	albums
das	tie
waterval	waterfall
luitenant	lieutenant
toespraak	speech
nikolaas	nicholas
keith	keith
meen	believing
konstante	constant
bbc	bbc
voertuie	vehicles
springbok	springbok
bereid	willing
bereid	prepared
nico	nico
onderdruk	suppress
sub	sub
trein	train
georganiseer	organized
patroon	pattern
kwaliteit	quality
visser	visser
takke	branches
houding	attitude
deelnemers	participants
ervaring	experience
tuisblad	home
gelyke	peer
gelyke	equal
toesig	oversight
toesig	supervision
voortrekkers	voortrekkers
bymekaar	gather
beveel	recommends
hubble	hubble
merk	tag
merk	mark
gevorderde	advanced
veranderlike	table
slang	snake
voorspel	forecast
geassosieer	associated
fins	finnish
simptome	symptoms
hervorming	reformation
airlines	airlines
genre	genre
parke	parks
janeiro	janeiro
gesinne	families
rasse	breeds
pruisiese	prussian
tref	impose
tref	hit
regstreeks	live
wal	wal
bedreiging	threat
small	small
lesotho	lesotho
uitleg	layout
gesproke	spoken
smaak	taste
nuut	new
spore	trails
koolstof	carbon
dmitri	dmitri
dmitri	dmitry
doeleindes	purposes
monaco	monaco
veertig	forty
aardbewing	earthquake
woestyn	dessert
woestyn	desert
kolle	dots
kolle	spots
kookkuns	cuisine
kookkuns	cooking
meisie	girl
queen	queen
vrae	questions
werknemers	employees
sharks	sharks
vee	livestock
grant	grant
reageer	react
reageer	respond
china	china
slowakye	slovakia
damme	damme
tronk	jail
tronk	prison
adolf	adolf
enjins	engines
congress	congress
evolusie	evolution
sektor	sector
addisionele	additional
leierskap	leadership
keulen	cologne
alma	alma
php	php
afrigter	coach
ethiopië	ethiopia
pond	pound
daal	drops
gemeen	common
mites	myths
items	items
men	mende
winkels	shops
winkels	stores
azerbeidjan	azerbaijan
storm	storm
erg	seriously
genetiese	genetic
libië	libya
som	sum
films	films
junior	junior
orkes	orchestra
papier	paper
smelt	celtic
oseane	oceans
geëis	claimed
andorra	andorra
tuis	scope
tuis	home
skelton	skelton
afstammelinge	descendants
boeing	boeing
ruk	while
feite	facts
meganiese	mechanical
sirkel	circle
brink	brink
wilson	wilson
perspektief	perspective
kings	kings
helderheid	brightness
toepassings	applications
toepassings	apps
toepassings	application
zyl	zyl
weduwee	widowed
weduwee	widow
fiksie	fiction
metale	metals
klubs	clubs
domein	domain
kloosters	convents
newton	newton
lion	lion
dns	dna
dns	dns
blootgestel	exposed
individu	individual
nissan	nissan
aanneem	adoption
fishbase	fishbase
oorsig	overview
oorsig	review
sade	sade
misdaad	crime
villa	villa
viëtnam	vietnam
label	acknowledgement
sneeu	savannah
sneeu	snow
maxwell	maxwell
gekoppel	skyline
stabiele	stable
vertalings	translating
vertalings	translations
oosterse	oriental
redir	redir
klaar	finished
klaar	done
optiese	optical
lokomotief	locomotive
ontwerpe	designs
sleutel	key
uitdrukking	expression
uitwissing	extinction
jane	jane
sout	salt
ideale	ideals
lui	lazy
wolke	clouds
dak	dakota
hernoem	rename
gewildheid	popularity
twyfel	doubt
vaandel	ensign
lot	tough
lot	fate
plantegroei	vegetation
vyand	enemy
opname	survey
vlaktes	plains
nil	nil
ludwig	ludwig
wyke	wards
skenk	donate
skiet	shoot
skiet	shooter
skiet	shooting
noordwestelike	northwestern
cradock	cradock
koor	choir
magtige	mighty
manne	men
geb	geb
bewegings	motions
jones	jones
betrek	involve
assiriese	assyrian
skandinawiese	scandinavian
august	august
august	augustus
hard	hard
geag	considered
amptenare	officials
reds	reds
volwassenes	adults
musiekgroep	band
persoonlikheid	personality
caesar	caesar
onderhou	maintain
gelukkig	lucky
gelukkig	happy
uitgawes	editions
josé	josé
arktiese	arctic
slaap	sleep
slaap	sleeping
marx	marx
kommando	kommando
donald	donald
auckland	auckland
monumente	monuments
lading	charge
dalí	dalí
nek	neck
nek	nek
plate	plate
jakobus	james
bemark	promote
staal	steel
stade	stade
verwelkom	welcoming
verblyf	lodging
stoor	store
ondervind	having
geheim	secret
atome	atoms
omvang	range
plaaslik	local
plaaslik	native
normandië	normandy
mater	mater
diepte	depth
eis	claim
christoffel	christopher
christoffel	christoffel
commons	commons
argument	argument
tegniek	technique
voortgegaan	proceeded
hyundai	hyundai
markte	markets
western	western
reguit	eight
kuba	cuba
malherbe	malherbe
swaziland	swaziland
voorkeur	preference
geïnspireer	inspired
jersey	jersey
krim	crimea
identifiseer	identify
armoede	poverty
seisoene	seasons
benjamin	benjamin
moorde	murders
web	web
ridder	knight
uraan	points
uraan	uranium
uraan	euros
naaswenner	runner
pen	pen
inderdaad	indeed
sutherland	sutherland
semi	semi
margaret	margaret
latns	latns
longew	longew
opkoms	rise
francesco	francesco
barnard	barnard
asb	please
dubbele	double
kontrak	contract
klassifikasie	classification
sotho	sotho
soedan	sudan
its	its
beeste	cattle
opgelewer	return
verken	explore
invloedryke	influential
analise	analysis
galery	gallery
ondergrondse	underground
bestuurder	manager
now	now
faktor	factor
columbia	columbia
blok	block
versier	decorate
vermoed	suspect
douglas	douglas
geselskap	society
dertien	thirteen
deens	danish
bevry	freed
gevul	filled
salvador	salvador
termyn	term
wysigings	edits
wysigings	updates
ooreenstem	match
streep	stripe
toestel	device
gedagtes	thoughts
gebed	prayer
satelliete	satellites
kanale	channels
kwart	quarter
hebreeus	hebrew
charmed	charmed
voertuig	vehicle
grondwetlike	violations
grondwetlike	constitutional
kontinent	continent
records	records
oggend	morning
gordon	gordon
spektrum	spectrum
bad	bathtub
bad	bath
swerm	flock
alabama	alabama
aanleg	flair
costa	costa
toelaat	allow
sigbare	visible
getuienis	witness
getuienis	evidence
ned	ned
landgoed	estates
landgoed	estate
afstande	distances
adel	adel
johnson	johnson
filippyne	philippines
tema	theme
afkorting	abbreviation
afwesigheid	absence
venus	venus
helen	helen
arabië	arabia
rykdom	wealth
kontinentale	continental
presidensiële	presidential
wild	wild
volgelinge	followers
ingenieurswese	engineering
hannover	hanover
kitaar	guitar
blacks	blacks
verhoor	trial
verhoor	hearing
relatiewe	deactivate
relatiewe	deactivated
relatiewe	relative
nigerië	nigeria
jaco	jaco
verkeerd	incorrect
verkeerd	wrong
verwydering	takedown
verwydering	removal
akteurs	actors
agentskap	agency
barcelona	barcelona
istanboel	istanbul
hongaarse	hungarian
vincent	vincent
handtekening	signature
geloods	launched
aaron	aaron
strauss	strauss
ligter	lighter
sisilië	sicily
siel	soul
teenstander	opponent
verkose	elected
verkose	elective
ewenaar	equator
lidmaatskap	membership
lugredery	airline
cornelis	cornelis
gestoor	saved
nederlande	netherlands
kock	kock
ltd	ltd
bordeaux	bordeaux
mode	fashion
sar	sar
platform	platform
torings	towers
leuse	motto
herhaal	reflect
herhaal	repeat
herhaal	general
adv	adv
asseblief	please
brood	bread
assirië	assyria
verlig	relieved
verlig	highlight
franke	franks
yale	yale
admins	admins
maat	partner
knysna	knysna
doelwitte	goals
verbintenis	commitment
toulouse	toulouse
stockholm	stockholm
kanker	cancer
krüger	krüger
herbert	herbert
groente	vegetable
piramide	pyramid
kaas	cheese
venezuela	venezuela
system	tho
waters	waters
verantwoordelikheid	responsibility
steen	dice
kopiereg	copy
kopiereg	copyright
navo	nato
stormers	stormers
globe	globe
wetenskappe	sciences
luukse	luxury
luukse	smart
jonker	jonker
gauguin	gauguin
skeiding	separator
fout	mistake
fout	bug
fout	error
rondte	lap
rondte	round
highlanders	highlanders
omega	omega
geleef	lived
bodem	bottom
potensiaal	potential
doeltreffende	efficient
salaris	salary
serwië	serbia
andersins	alternately
andersins	escalation
linux	linux
alpe	alps
toestelle	appliances
toestelle	devices
milaan	milan
nuweland	newlands
heilig	holy
uruguay	uruguay
bevestiging	confirmation
liedjieskrywer	lyricist
hieronder	below
korrek	correct
modern	modern
pienk	pink
vergaderings	meetings
aar	vein
vlugte	flights
suite	suite
craig	craig
oorgang	transition
ideaal	ideal
peru	peru
wortels	roots
verbetering	improving
finaal	final
sterkte	strength
dog	thought
collier	collier
chiefs	chiefs
weier	decline
weier	refuse
weier	dismiss
napels	naples
minimum	minimum
minimum	minimal
gepaardgaande	accompanying
sekondes	seconds
sekondes	second
sekondes	sec
vleuel	grand
singapoer	singapore
potsdam	potsdam
winkel	shop
winkel	store
haai	shark
haai	hey
legende	legend
hermann	hermann
bestel	ordered
bestel	order
mac	mac
michel	michel
atlete	athletes
agteruitgang	deterioration
leiden	leiden
veiligheid	safety
mario	mario
brons	burner
brons	bronze
onseker	unsure
myne	mine
myne	mines
gevoelens	feelings
aanbeveel	recommended
aanbeveel	recommend
tennis	tennis
visuele	visual
afghanistan	afghanistan
woonbuurt	neighborhood
woonbuurt	neighbourhood
hond	dog
evangelies	evangelical
klavier	piano
howard	howard
geluk	congratulations
geluk	happiness
geluk	congrats
verse	verse
berei	prepare
voorstelle	suggestions
gehandhaaf	observed
paralimpiese	paralympic
palgrave	palgrave
gasheer	host
gasheer	hosting
uitbarsting	eruption
robinson	robinson
aug	aug
sel	cell
vyande	enemies
puerto	puerto
immigrasie	immigration
termiese	thermal
voorgestelde	suggested
dagboek	diary
debat	debate
assistent	assistant
assistent	wizard
straling	radiation
goedkeuring	approval
voorberei	prepare
graan	grain
graan	cereal
jimmy	jimmy
lenin	lenin
vyftien	fifteen
sri	sri
franz	franz
vorentoe	forward
vorentoe	forwards
boston	boston
gesamentlik	collectively
verteenwoordiger	representative
rofweg	roughly
koreaanse	korean
liter	litre
liter	litres
verbrand	burns
gereed	ready
naval	naval
fries	fries
fries	frisian
sink	sinks
sink	zinc
posisies	positions
plaat	plate
kampe	camps
venesië	venice
vrystelling	release
gooi	throw
katalogus	catalog
katalogus	catalogue
veronderstel	supposedly
saamgestelde	composite
saamgestelde	compounding
saamgestelde	compound
myn	mining
mont	mont
daagliks	weekly
edmund	edmund
pels	fur
oslo	oslo
bergen	bergen
klink	sounds
bitter	bitter
numberoffiles	numberoffiles
numberofarticles	numberofarticles
numberofusers	numberofusers
numberofadmins	numberofadmins
numberofactiveusers	numberofactiveusers
activeusers	activeusers
numberofedits	numberofedits
zürich	zürich
kamers	rooms
numberofpages	numberofpages
plattelandse	rustic
herdenking	anniversary
intellektuele	intellectual
bos	bos
bos	forest
prokureur	lawyer
grafiese	graph
held	hero
effekte	effects
alexandrië	alexandria
namibiese	namibian
vermaak	entertainment
maleisië	malaysia
koos	koos
permanent	permanent
permanent	permanently
gesonde	healthy
adams	adams
holstein	holstein
aires	aires
kwalifiseer	qualify
kwalifiseer	eligible
río	beni
río	magdalena
suiker	sugar
kriteria	criteria
suur	sour
suur	acid
ontario	ontario
persoonlik	personal
queenstown	queenstown
vrug	fruit
kepler	kepler
raymond	raymond
westminster	westminster
mediterreense	mediterranean
kapel	chapel
moi	moi
opgedra	dedicated
turke	turks
winters	winters
java	java
regnum	regnum
syfer	digit
sitplek	seat
onderhandelinge	negotiations
boerdery	farming
kragtige	powerful
musikante	musicians
vooraf	pre
herfs	autumn
herfs	fall
boshoff	boshoff
nova	nova
kwessie	issue
waal	waal
aandele	stocks
stil	silent
selfmoord	suicide
michail	mikhail
globale	global
meester	master
moskee	mosque
kopenhagen	copenhagen
