tendence	tendència
apstrāde	maneig
apstrāde	tramitació
apstrāde	processament
apstrāde	tractament
profesionālais	professional
profesionālais	professionals
ķirurģijas	quirúrgic
silva	silva
novērojamas	observables
frānsiss	frances
spacex	spacex
traucē	molesten
traucē	obstruir
fib	fbi
kampaņā	campanya
ziņots	comunicat
zināja	sabia
galerijas	galeries
galerijas	galeria
alise	alice
alise	alise
tops	top
cukuru	sucre
bojājumi	lesió
uzlabojumi	millora
uzlabojumi	millores
bruņas	armadura
bruņas	armadura
eksports	exportacions
eksports	exportació
src	src
melodija	jingle
melodija	melodia
melodija	melody
psihologs	psicòleg
psihologs	psicòloga
čīle	xile
atļaujas	permisos
atļaujas	autoritzacions
atļaujas	permisos
zosu	oca
zosu	oques
partneris	soci
studio	studio
studio	estudi
dūmu	fum
pensijā	jubilació
pensijā	retirat
pensijā	jubilats
pensijā	jubilat
pensijā	jubilar
piesārņojums	contaminació
valstsvīrs	statesman
taivānas	taiwan
kombinācijas	combinacions
kaza	cabra
shēmu	esquema
neue	neue
klīniskā	clínic
voyager	voyager
modelēšanas	modelització
android	android
mogiļevas	mahiliou
jpeg	jpeg
kopsavilkums	resum
rosbergs	rosberg
sūnu	molsa
sūnu	moss
traģēdijas	tragèdies
kļūdaini	errònia
kļūdaini	fals
kļūdaini	false
kļūdaini	falses
hormonu	hormona
alenia	alenia
spīdumu	glossa
iekaisuma	inflamatòries
alma	alma
robinsons	robinson
luksemburgā	luxemburg
lidija	lídia
lidija	lydia
kadrs	fotograma
kadrs	marc
ierobežots	limitades
ierobežots	limitat
ierobežots	limitats
ierobežots	restringits
ierobežots	restringida
ierobežots	restringeix
ierobežots	restringit
mika	mika
nometnēm	campaments
apģērbs	indumentària
apģērbs	confecció
apģērbs	robes
apģērbs	roba
izdzīvoja	sobreviscut
proza	prosa
internets	internet
tieslietas	justicia
tieslietas	justícia
tieslietas	llei
taisnība	cert
taisnība	true
tālumā	llunyania
procedūru	procediment
pārbūve	reconstruir
filiāles	branques
datoram	ordinador
atzīmēts	etiquetat
atzīmēts	etiquetada
atzīmēts	etiquetats
atzīmēts	marcat
nbc	nbc
sals	gelada
potenciāls	potencials
potenciāls	potencial
billijs	billy
alternatīva	alternatiu
alternatīva	alternativa
palmas	palm
palmas	palmes
iznīcina	destruït
iznīcina	destruïda
iznīcina	destrueix
karla	carla
bruņurupucis	tortuga
šons	shawn
stabila	estable
maratons	marató
maratons	marathon
sākts	començat
sākts	iniciat
izpildīta	complerta
uzturēties	estada
drey	drey
pētījuma	estudi
psiholoģija	psicologia
musulmaņiem	musulmans
volejbola	voleibol
iejaukšanās	intervencions
iejaukšanās	interferència
iejaukšanās	intervenció
einšteins	einstein
garša	gust
garša	sabor
batista	batista
būtība	essència
kobe	kobe
instruktoru	instructors
iegūtā	adquirit
iegūtā	adquirits
iegūtā	obtingut
iegūtā	obtingudes
iegūtā	obtinguda
iegūtā	obtinguts
ameriku	amèrica
ideoloģija	ideologia
uzsvars	èmfasi
sadales	distribució
karsts	hot
karsts	calent
siemens	siemens
kalējs	herrero
kalējs	ferrer
eksperiments	experiment
moto	lema
vesela	sencer
vesela	sencera
nils	nils
nils	neil
brālim	germà
sintēzi	síntesi
win	guanyar
alternatīvas	alternatives
desmitgades	dècades
desmitgades	dècada
nodevas	exaccions
nodevas	honoraris
nodevas	taxes
briz	briz
med	med
konstitucionālā	constitucional
konstitucionālā	constitucionals
maķedonija	macedònia
frankfurtē	frankfurt
plain	plain
bavārijā	baviera
pilnas	plens
pilnas	ple
pilnas	plena
morāli	moralment
morāli	moral
morāli	moralitat
morāli	moral
pilota	pilot
litru	litre
litru	litre
virtuves	cuina
anti	anti
mārciņu	lliures
hotspur	hotspur
pārveido	transforma
akti	actes
hello	hola
arhīvā	arxiu
arhīvā	arxiva
uzsvēra	subratllat
arhangeļskas	arkhànguelsk
zālīte	herba
zvērestu	jurament
amatpersona	official
amatpersona	oficial
manevrs	maniobra
met	tirant
met	matt
fenerbahçe	fenerbahçe
pelnu	cendra
apraksti	descripcions
ari	ari
alberto	alberto
ievietoja	publicat
dibinātāja	fundador
slēgtas	tancat
gvinejas	guinea
samoa	samoa
sāļi	sals
algas	salari
algas	sou
algas	salaris
algas	sous
algas	salaris
scalemajor	scalemajor
montāža	muntar
montāža	muntatge
montāža	assemblea
balkānos	balcans
oficiāls	formals
ģipša	guix
pārtika	menjar
pārtika	alimentació
pārtika	aliments
depresijas	depressió
džūlija	julie
džūlija	julia
džūlija	júlia
upuris	sacrifici
upuris	víctima
pievienošanās	adhesions
plotarea	plotarea
paolo	paolo
pārsniegt	excedeixen
bendžamins	benjamin
bendžamins	benjamí
vislas	vístula
brālības	fraternitat
lūgums	requeriment
lūgums	petició
pirts	sauna
iekšējie	interior
iekšējie	intern
iekšējie	interna
jacques	jacques
trenēties	practicant
slaveno	famós
slaveno	famosos
žurka	rata
biosfēras	biosfera
paņēmiens	tècnica
ekonomiskais	econòmic
ekonomiskais	econòmica
ekonomiskais	econòmics
ekonomiskais	economic
ekonomiskais	econòmiques
volejbols	voleibol
slēpotāja	esquiador
edīte	edith
ņūtons	newton
henri	henri
festivālos	festivals
purna	musell
pretoties	resistir
ostām	ports
erichson	erichson
saprotu	entendre
kapenes	tombs
veicināšanas	promoció
membrānas	membranes
membrānas	membrana
iebildumu	objecció
gvido	guido
korekcijas	correccions
korekcijas	rectificacions
korekcijas	ajustos
korekcijas	ajustaments
motīvs	característica
čečenijas	txetxènia
melnkalne	montenegro
pieauguši	adult
abhāzijas	abkhàzia
āfrika	àfrica
noslēdzas	finalitza
varoņiem	heroes
varoņiem	herois
kustas	moviments
anime	anime
vētru	tempesta
beringa	bering
dimorfisms	dimorfisme
dziedāt	cantar
dziedāt	sing
dziedāt	cant
dziedāt	cantant
sapnis	somia
sapnis	somiar
sapnis	somni
china	xina
hanna	hannah
hanna	hanna
tokijas	tòquio
tokijas	tokyo
krogs	pub
pakistāna	pakistan
čigāni	gitanos
fiksēta	corregit
fiksēta	fix
fiksēta	fixes
fiksēta	arreglat
turkiem	turcs
žalgiris	žalgiris
klātbūtne	presència
apvienoties	fusiona
apvienoties	fusionar
apvienoties	ajunta
priekšrocība	avantatge
mizas	escorça
neskaidra	ambigua
neskaidra	ambigu
neskaidra	incert
neskaidra	incerta
ideoloģijas	ideologia
ideoloģijas	ideologies
metiens	camada
variantiem	variants
izturību	aguanti
secināja	concertat
māršala	marshall
zaudēt	perdent
obligāta	obligatori
obligāta	obligatòria
pievērsa	drew
atbilda	corresponien
cff	cff
kazahstāna	kazakhstan
veikli	furiosament
konsultants	consultor
konsultants	assessor
kartupeļu	patata
jirgens	jürgen
kompleksi	assemblees
kompleksi	muntatges
stratēģija	estratègia
esperanto	esperanto
visums	univers
freds	fred
patiesības	veritats
patiesības	veritat
leta	leta
starpvalstu	transnacional
starpvalstu	transnacionals
savākt	recollint
savākt	recollir
liene	romina
rehabilitācijas	rehabilitació
skatīties	rellotge
departamentu	departamentals
departamentu	departamental
biti	bits
paplašināšanās	expansió
autocad	autocad
pārkāpums	infracció
pārkāpums	incompliment
pārkāpums	irregularitat
pastiprināta	reforçat
pastiprināta	intensificar
pastiprināta	millorada
pastiprināta	millorat
pastiprināta	reforçada
pastiprināta	reforçat
berijs	barry
berijs	berry
žēlastības	pietat
žēlastības	misericòrdia
vads	sena
vads	seine
sadursme	clash
izplatīties	difusió
ssh	ssh
samazināta	disminuït
samazināta	reduït
samazināta	reduïda
austroungārijā	austro
grauzēju	rodent
ābolu	poma
ābolu	apple
uzņēmēja	màquina
jūtama	sentia
jūtama	feltre
spriežot	jutjant
ņikita	nikita
birža	intercanvi
masters	masters
masters	amos
tora	tora
atoms	àtom
prešovas	prešov
indra	indra
standarti	estàndards
glečers	glacera
dzesēšanas	refrigeració
dzesēšanas	refredament
bianchi	bianchi
veidotāji	creadors
vingrošana	gimnàstica
atceres	record
dracaena	dracaena
atkārtota	repetit
laimi	felicitat
apb	apb
sardīnijas	sardenya
kundze	senyora
kundze	madame
slovan	slovan
vega	vega
itf	itf
pagrieziena	convertint
boksa	boxa
monēta	moneda
mstislavs	mstislav
bora	bora
bora	bor
kipra	xipre
holokausta	holocaust
likteņa	destinació
likteņa	destí
džefs	jeff
tieša	directe
tieša	directa
tieša	direct
tieša	directes
ātrs	rapid
ātrs	ràpid
pogas	botons
caurumu	forat
stingra	estricte
stingra	rígid
stingra	rígids
stingra	rigorós
ciešanas	patiment
ciešanas	sofriment
ciešanas	patint
dejo	dansa
dejo	ballant
dejo	ballar
izplata	difon
izplata	repartit
izplata	distribuïda
izplata	distribuïts
izplata	distribuïdes
kvalifikāciju	titulacions
djego	diego
sintēze	síntesi
sakne	arrel
alianses	aliança
alianses	aliances
standartus	estàndards
urugvajas	uruguaiana
urugvajas	uruguai
baterija	bateria
islande	islàndia
ponijs	poni
ponijs	pony
tirgotājiem	comerciants
tirgotājiem	concessionaris
altaja	altai
dobumos	cavernes
konkrēta	formigó
cerību	esperança
pamesta	abandonat
nove	nové
rokijs	rocky
bloķēt	bloqueja
bloķēt	bloc
izskaidro	expliqui
izskaidro	explicar
izskaidro	explica
navigation	navegació
devums	aportació
loģistikas	logístic
algonkinu	algonquian
niķeļa	níquel
dzemdē	úter
arābija	aràbia
augsne	sòl
augsne	sòls
administratīva	administratiu
administratīva	administratius
keins	kane
stiprums	força
iaaf	iaaf
parkos	parcs
toro	toro
rozentāls	rosenthal
sekotāji	seguidors
bārda	barba
ceļo	viatja
valdi	tauler
valdi	junta
alpi	emblemàtic
homo	homo
atbildīga	responsable
matrica	matriu
angolas	angola
groupstyle	groupstyle
dāvanu	regal
amati	publicacions
scorea	scorea
flickr	flickr
norma	norma
norma	norma
medūzas	medusa
medūzas	meduses
teorēma	teorema
neitronu	neutró
atņemt	restar
partneriem	socis
tēja	tea
tēja	te
teritoriālo	territorial
teritoriālo	territorials
delegācija	delegació
bads	inanició
bads	fam
ciemos	visitant
žurnālisti	periodistes
dekrētu	decret
izpilddirektors	ceo
roberto	roberto
fil	phil
sektoru	sectorials
sektoru	sectorial
harisons	harrison
sarežģīti	complicada
sarežģīti	complexes
sarežģīti	complex
sarežģīti	complicat
sarežģīti	difícil
metallica	metallica
senču	ancestral
ūdri	llúdrigues
apdrošināšana	assegurança
apdrošināšana	assegurances
esp}}	esp}}
dvīņu	bessó
dvīņu	twin
likumdošana	legislació
dimants	diamond
dimants	diamant
lietotnes	aplicacions
lietotnes	app
krēslas	crepuscle
oracle	oracle
gsat	gsat
skatītājiem	públic
skatītājiem	audiència
skatītājiem	espectadors
skatītājiem	espectadors
ārstēšana	tractament
hofmanis	hoffmann
mainīta	canviades
mainīta	canviat
mainīta	canviada
pierādījums	evidència
aizstāv	defensant
oriģināls	original
nopietnas	greus
nopietnas	seriós
atbrīvoties	descarta
dzelzi	planxa
dzelzi	ferro
pasniedzēja	mestra
pikaso	picasso
garīgi	mentalment
garīgi	mental
simona	simone
simona	simona
simona	simón
monro	monroe
apaļš	ronda
pauž	expressa
porta	porta
magnija	magnesi
mozambikas	moçambic
viennozīmīgi	inequívocament
lilija	lily
lilija	lilly
lilija	lili
trio	trio
mindat	mindat
phoenix	fènix
phoenix	phoenix
radikāli	radical
radikāli	radicalment
skotija	scotland
skotija	escòcia
andreas	andreas
remonts	reparació
remonts	reparacions
pētīta	investigat
pētīta	estudiat
heidelbergas	heidelberg
alan	alan
nemunas	nemunas
nemiernieku	rebel
tottenham	tottenham
sektors	sector
xxx	xxx
prātā	ment
nodotas	rendit
gundega	ranunculus
fils	phil
rūpes	assistencial
atzīmēt	marca
atzīmēt	mark
josé	josé
rozenbergs	rosenberg
kenedijs	kennedy
īpatnība	peculiaritat
mutē	desembocadura
mutē	boca
frančesko	francesco
cietas	rígid
cietas	rígids
borneo	borneo
vedela	weddell
alcatel	alcatel
raptors	raptors
radošā	creatius
radošā	creativa
radošā	creative
radošā	creatiu
radošā	creatives
pārdošana	sale
pārdošana	venda
pārdošana	vendes
pārdošana	surts
sešpadsmit	setze
bmx	bmx
noteikšanas	detecció
ilona	ilona
pcupdate	pcupdate
klasificē	classificar
ēra	era
mitrs	humits
aģenti	agents
mehāniskā	mecànica
mehāniskā	mecànics
mehāniskā	mecànic
rēķina	factura
lisabonas	lisboa
audzina	veina
aizstāts	substituït
astronauts	astronauta
stipendiju	beca
vienoti	unificada
vienoti	unificats
vienoti	uniforme
pazūd	desapareix
pazūd	desapareixent
pazūd	desaparèixer
katastrofa	desastre
katastrofa	catàstrofe
prātu	ment
mēģināt	prova
ftp	ftp
līdzība	semblança
līdzība	similitud
marvel	marvel
nano	nano
atteikšanās	abandó
atteikšanās	abandonament
atteikšanās	rendició
skatās	veient
skatās	mirant
slēgšanas	tancament
eks	ecs
eks	esa
izdzīvošana	supervivència
pacēluma	elevació
radara	radar
indonēzija	indonèsia
pasažieriem	passatgers
apakšgrupas	subconjunts
apakšgrupas	subgrups
lēmumi	decisions
egles	spruce
budisms	budisme
audumu	tela
garnizons	guarnició
urāns	urani
urāns	urà
fani	fans
fani	admiradors
fani	ventiladors
represijas	repressió
naruto	naruto
kepler	kepler
apstājas	parades
davis	davis
uzmanīgi	atentament
dans	dans
cietums	presó
oderas	oder
automobiļi	cars
automobiļi	cotxes
automobiļi	automòbils
gredzeni	anells
gredzeni	anelles
sikspārņi	ratpenats
sēdvietas	seients
sēdvietas	assentaments
tumsa	foscor
tumsa	tenebres
žurnāli	revistes
žurnāli	diaris
žurnāli	troncs
nostiprināt	reforçar
nostiprināt	enfortir
mehāniskās	mecànica
mehāniskās	mecànics
mehāniskās	mecànic
mitau	mitau
audos	teixit
iveta	iveta
džudo	judo
devītais	novè
tenesī	tennessee
maksā	pagant
maksā	pagat
maksā	retribuïts
maksā	pagats
maksā	paga
virtuve	cuina
esamība	existència
esamība	presència
pleciem	espatlles
ibērijas	ibèric
mīklas	rebosteria
mīklas	pastisseria
rokasgrāmata	manual
rokasgrāmata	guia
aprīkojums	equipaments
aprīkojums	equipament
tibetā	tibet
mākslīga	artificial
barikello	barrichello
minoritāšu	minoria
draudēja	amenaçat
draudēja	amenaçada
patēriņš	consum
rāpuļu	rèptil
seima	seimas
šķīdums	solució
nbs	mbs
lidlauka	aeròdrom
murads	murad
aizvadīta	lliurant
aizvadīta	entregant
ticēja	creien
ticēja	cregut
