검토하기	pregled
우울증	depresija
키워드	keywords
키워드	keyword
접미사	sufiks
콜라보레이션	saradnja
룰라	lula
룰라	lule
애플렉	affleck
캘빈	calvin
다이어트	ishrana
라이트닝	munja
투명	transparentno
투명	transparentnost
투명	transparency
투명	transparentnosti
석기	stone
석기	kamen
석기	kameno
석기	kameni
영감	inspirisan
영감	inspirisala
영감	inspiracija
엔비디아	nvidia
하르툼	kartum
그렉	greg
애비	ebi
두려움	strah
보좌	pomoćna
도시바	toshiba
진술	izjava
미스테리	misterija
보디가드	bodyguard
반란군	pobunjenika
반란군	pobunjenicima
반란군	pobunjenici
반란군	pobunjenika
영장류	primati
영장류	primat
플래그	zastava
플래그	zastave
마시	marsh
채무	dugova
채무	dugovanja
채무	dugove
채무	duga
채무	dug
리턴	povratka
리턴	povratak
하이웨이	autoput
요구사항	zahtjevi
캐롤라인	caroline
캐롤라인	karolina
클랜	klan
클랜	klana
푸른색	plava
제이드	jade
모기	komarac
페이퍼	papir
페이퍼	papire
음식점	restoran
음식점	mesta
음식점	mjesta
음식점	restorana
형이상학	metafizika
피츠제럴드	fitzgerald
어마어마한	ogromna
어마어마한	ogromne
어마어마한	ogromno
깡패	gangster
랭스	reims
애국	patriotska
시프트	pomak
잊혀진	zaboravili
디펜스	odbrana
디펜스	odbranu
디펜스	odbrana
조언	savjet
계기	instrument
해머	čekić
편집하기	uredi
편집하기	uređivanje
익명	anonimnosti
익명	anonimno
모세	musa
라우팅	usmjeravanje
채플린	chaplin
주먹	šake
주먹	pesnica
프로덕션스	produkcije
프로덕션스	produkcija
미르	mir
수박	lubenica
파운데이션	foundation
파운데이션	fondacija
파운데이션	temelj
사라왁	sarawak
마릴린	marilyn
유권자	glasačima
유권자	birači
유권자	glasači
카타니아	catania
단발	samo
디바	divas
디바	diva
매카시	mccarthy
메디나	madinah
메디나	medina
엘리펀츠	slonovi
몽펠리에	montpellier
스피리츠	duhovi
거절	pad
거절	odbiti
거절	odbijaju
거절	odbacivanje
거절	odbijanje
거절	odbijanja
거절	odbijanje
거절	odbio
나타납니다	pojaviti
항문	anus
홀리데이	holliday
홀리데이	praznik
미들즈브러	middlesbrough
사탕수수	cane
후식	desert
토륨	torij
니키타	nikita
햇빛	sunce
햇빛	sunčeva
도나	dona
도나	donna
플러그인	plugin
알레한드로	alejandro
부룬디	burundi
닭고기	kokoška
침투	prodiru
아흐메드	ahmed
트위스트	twist
카스피	kaspijskog
카스피	kaspijski
에드워즈	edwards
스칼렛	grimizu
스칼렛	scarlett
어딘가	negdje
표도르	fjodor
암초	greben
송신	odlazeći
오드리	audrey
지팡이	cane
지팡이	rod
정상회담	samit
사육	uzgojem
제니스	zenith
옥션	aukciji
옥션	aukcija
해커	haker
아민	armin
아민	amin
숙박	ostala
숙박	ostati
숙박	ostanu
숙박	boravka
숙박	smještaja
람보르기니	lamborghini
화강암	granit
통증이	bol
세례	krštenje
스피커	govornika
스피커	govornici
스피커	predsjedavajući
스피커	predsjedavajućeg
애틀란타	atlanta
애틀란타	atl
샐러드	salata
밸런스	mjerilo
밸런스	bilans
잠재적으로	potencijalno
끓는	ključanja
현실적	realistična
싸우기	borba
픽업	prihvat
말레이어	malajski
바륨	barij
결함	mane
결함	defekt
더스틴	dustin
프로방스	provence
보나	bona
경호원	bodyguard
오푸스	opus
나열	naveden
블랙베리	blackberry
양심적	savjesti
드롭	kap
드롭	pad
안장	saddle
교훈	lekcija
교훈	časovi
추상	apstraktna
추상	apstraktni
억만장자	milijarder
악어	alligator
악어	crocodile
정오	podne
안정성	stabilnost
손목	zgloba
손목	zglobovima
샬롯	charlotte
교통사고	nesreća
부적절	nepravi
이클립스	pomračenje
헝가리어	mađarski
걸작	remek
카시니	cassini
유럽인	evropljani
결투	duel
짐승	zvijeri
짐승	zvijer
ㅋㅋ	lol
벌레	bag
벌레	buba
벌레	bug
운석	meteorit
스토리지	skladištenje
스토리지	skladište
징병	regrutaciju
카피	kopija
카피	copy
카피	kopiju
가오	gao
세르지오	sergio
자니	johnny
아르헨티나인	argentina
아르헨티나인	argentinac
소품	prop
소품	props
애버딘	aberdeen
차베스	chavez
소문자	lowercase
마틸다	matilda
속임수	trik
속임수	obmane
경감	inspektor
도미노	domino
아발론	avalon
레게	reggae
베컴	beckham
강조하기	isticanja
강조하기	istaknuta
촉매	katalizator
에티하드	etihad
리보르노	livorno
암모니아	amonijak
수분	oprašivanje
수분	vlage
수분	tečnosti
스코페	skoplje
몬티	monty
찬드라	chandra
모래시계	pesak
모래시계	pijeska
데뷔해	debi
셜리	shirley
치아	zube
치아	zuba
치아	zubi
치아	zubima
치아	zub
파스텔	pastel
연구실	laboratoriji
연구실	laboratorija
연구실	laboratorija
연구실	laboratoriji
연구실	lab
여행자	putnici
벨벳	velvet
핀란드어	finski
차이나타운	kineskoj
여섯번째	šesti
여섯번째	šestom
윙스	krila
윙스	krilima
전화기	telefon
전화기	telefon
전화기	telefona
이빨	zube
이빨	zuba
이빨	zubi
이빨	zubima
이빨	zub
트랩	zamku
쥬얼리	nakita
쥬얼리	nakit
호날두	ronaldo
협곡	gorge
협곡	kanjon
협곡	klanac
플로렌스	florence
호흡기	respiratorni
다섯번째	petom
다섯번째	peta
다섯번째	peto
다섯번째	peti
우드로	woodrow
롤러	roller
머리카락	dlaka
패러다임	paradigma
비만	gojaznost
반복한다	ponovi
코번트리	coventry
게이츠	gates
냄새	miris
냄새	miriše
놓쳤다	propustio
꼭두각시	puppets
발렌틴	valentin
파머	palmer
스카이라인	skyline
애완동물	pet
애완동물	ljubimce
로미오	romeo
조교	pomoćnik
조교	asistenta
조교	asistent
산업화	industrijalizacija
쿠미	kumi
구토	povraćanje
초음파	ultrazvuk
아미르	emir
아미르	amir
부분적	djelimična
부분적	djelimični
습관	navika
습관	navike
습관	habitus
루커스	lucas
필사적으로	očajnički
출국	odlazak
그램	gram
그램	grama
미생물	organizmi
미생물	organizme
스케줄	raspored
갈리시아	galicija
발자국	tragova
발자국	tragovima
출석	prisustvo
절도	krađe
절도	krađa
잭슨빌	jacksonville
천년기	milenijuma
램지	ramsey
램지	ramsay
토시오	toshio
카드뮴	kadmij
카트린	catherine
카트린	katarina
양모	vuna
시저	cezar
체사레	cesare
스레드	threads
스레드	nit
창세기	geneza
위스키	viski
위스키	viski
피크	vrhunac
피크	peak
후퇴	povlači
효율적	efikasno
효율적	efikasnom
효율적	efikasan
효율적	efikasna
깃털	perje
번식	uzgojem
실용	praktične
실용	praktična
실용	praktični
클립	spremnika
클립	spot
클립	klip
사파이어	safir
임페리얼	carsku
임페리얼	carska
임페리얼	carske
트래비스	travis
마데이라	madeira
만하임	mannheim
만하임	manheim
구강	usmena
샌더스	sanders
비숍	biskup
브레시아	brescia
몰디브	maldivi
마젤란	magellanov
마젤란	magellan
비료	đubriva
비료	đubriva
율리시스	ulysses
첨부	pripajanje
타일	pločica
타일	tiles
아르메니아인	armenski
아르메니아인	armenije
아르메니아인	armenaca
식료품	namirnice
키트	kit
효율성	efikasnost
효율성	djelotvornost
조경	pejzaž
승천	uzdizanje
승천	pretpostavka
베냉	benin
라이터	lahke
위젯	badge
종양	tumor
종양	tumori
닉스	nix
브라이턴	brighton
충성	odan
충성	lojalnih
충성	odanost
충성	lojalnost
알레르기	alergija
알레르기	alergija
공포증	strah
보이드	boyd
서른	trideset
서른	thirty
레오폴드	leopold
덩컨	duncan
국민의회	parlament
추출	izvlačenje
추출	ekstrakt
추출	izvući
트랙터	traktora
주민들	stanovništvo
나누기	splitsko
나누기	split
나누기	splitska
나누기	podjele
나누기	podijeli
존스턴	johnston
데비	devi
데비	debi
규범	normi
규범	normama
규범	norma
규범	norme
플로이드	floyd
망가니즈	mangan
봉쇄	blokada
봉쇄	blokade
봉쇄	blokadu
마감	rok
하야카와	hayakawa
배달	isporuka
배달	isporuke
식별자	identifikator
식별자	identifiers
옥상	krovu
옥상	krov
옥상	krovu
세그먼트	segmentima
세그먼트	segment
파월	powell
헬스	gym
헬스	zdravlje
살롱	salon
살롱	salonu
토후국	emirate
콘티	conti
카탈로그	katalog
카탈로그	katalog
채색	obojena
웨버	weber
웨버	veber
스플릿	splitsko
스플릿	split
스플릿	splitska
허니	med
구독	subscribe
구독	subscription
실링	schilling
전자책	ebook
쟈니	johnny
모리타니	mauritanije
채우기	popunjavaju
채우기	napuni
루벤	reuben
루벤	ruben
안내서	vodič
멘토	mentor
권위주의	autoritarni
오웬	owen
전염병	kuge
전염병	kuga
찬양	pohvala
찬양	pohvale
감비아	gambia
매켄지	mackenzie
매켄지	mckenzie
브라우닝	browning
광대	klovn
왈츠	valcer
하녀	služavka
하녀	služavke
타오	tao
인종차별	rasizam
명왕성	pluton
그레나다	grenada
트램	tram
카르멘	carmen
트레버	trevor
꽃잎	petal
위상수학	topologija
망상	poremećaji
오디세이	odiseja
사진기	kamera
솔직한	honest
접두어	prefixes
접두어	prefiks
힐스	brdima
힐스	brda
힐스	hills
수리남	surinama
밀크	mlijeko
저마늄	germanij
전형	tipično
전형	tipičan
킨샤사	kinshasa
외상	trauma
저격수	sniper
스트롱	jaka
스트롱	jaki
잉크	ink
덴마크어	danski
프랫	pratt
밀리	mili
전동기	motor
삭제되었습니다	deleted
삭제되었습니다	uklonjena
즐겼다	uživao
즐겼다	uživali
샌디	sandy
아멘	amin
아헨	aachen
군중	masi
군중	masa
군중	publika
양말	sock
양말	čarape
컴포넌트	komponenta
베르겐	bergen
천체물리학	astrofizika
천체물리학	astrophysical
베르누이	bernoulli
베르누이	bernoullijeva
박물관과	muzeji
천왕성	uran
리디아	lydia
파나소닉	panasonic
커튼	zavjese
콜카타	kolkata
하모니	harmoniju
하모니	harmonije
하모니	harmonija
도검	mač
걱정	brine
걱정	brinu
걱정	zabrinut
원뿔	kupa
스모	sumo
가장자리	rubovima
물방울	ispušta
물방울	kapi
동기화	sinhronizacija
라르나카	larnaca
메이플	javor
세이셸	sejšela
마리카	marika
코인	novčiće
코인	kovanica
다이어그램	dijagram
스티커	sličice
특권	privilegija
특권	prerogative
뉴먼	newman
코트니	courtney
일렉트로	elektro
시러큐스	syracuse
루디	rudija
호기심	curiosity
런칭	pokretanje
런칭	pokretanje
런칭	pokrenuti
명절	praznik
명절	praznici
명절	praznike
명절	praznika
재통일	ujedinjenje
햄버거	burger
충돌구	krater
바이너리	binarni
척도	skala
아름다움	ljepota
파트리크	patrick
카운트	računaju
카운트	grof
카운트	broji
앵무새	papiga
스피어스	koplja
금액	količina
금액	iznos
봉인	zaključili
스파이더	pauk
감기	gripe
감기	hladno
악몽	košmar
이삭	isak
크로뮴	hrom
호라이즌	horizont
로터스	lotus
뫼비우스	moebius
뫼비우스	möbius
사본	kopija
사본	copy
사본	kopiju
사본	kopija
사본	kopije
사본	rukopis
주전자	jug
베스트팔렌	vestfalija
메모	dopis
힌디어	hindi
지형도	topografsku
배틀필드	ratište
배틀필드	bojnom
대승불교	mahayana
테슬라	tesla
가속도	ubrzanje
브라가	braga
릴리스	puštanje
릴리스	oslobađanje
옥스포드	oxford
패드	pads
패드	pad
자수	vez
급여	plaće
급여	plate
급여	plaća
올버니	albany
로빈스	robins
정상회의	samit
프라이버시	privatnost
베릴륨	berilij
예카테린부르크	jekaterinburg
척추	kičme
거북	kornjača
총격	streljaštvu
정교	razrađene
포르테	forte
담장	ograde
담장	ograda
워리어스	ratnici
잉여	višak
부리	buri
부리	kljun
브루크너	bruckner
라듐	radij
비엔티안	vientiane
아처	strijelac
아처	archer
크라이슬러	chrysler
다트머스	dartmouth
캡처	zarobili
캡처	uhvaćeni
라인업	postava
캐니언	kanjon
재활용	reciklaža
윈체스터	winchester
나우루	nauru
팩스	fax
그레나딘	grenadina
뮌스터	münster
왓퍼드	watford
그람	gram
슈퍼마켓	supermarketa
슈퍼마켓	supermarket
루마니아어	rumunski
루마니아어	rumunija
니코시아	nikozija
명주	svile
이민호	imigracija
제철	čelik
진보주의	progresivni
찰스턴	charleston
저주받은	prokleo
칼럼니스트	kolumnista
몸무게가	težina
방문자	posjetioci
방문자	posjeta
방문자	posjetilac
곤잘레스	gonzalez
소문	glasine
소문	glasine
불꽃놀이	vatrometa
리온	lion
리온	leon
바이올리니스트	violinist
헬멧	helmets
글쓰기	pisu
글쓰기	napiši
글쓰기	pišu
글쓰기	pisanje
버트	bert
버트	burt
포즈난	poznań
카타리나	catalina
사용됨	korištene
사용됨	koristi
사용됨	korišteno
사용됨	korišten
플레처	fletcher
브리스톨	bristol
사진작가	fotografa
사진작가	fotografa
기억해	pamti
기억해	se
비밀번호	password
버블	mjehur
독립적	independent
독립적	nezavisno
독립적	nezavisni
독립적	nezavisna
바늘	igla
보복	represalije
의사결정	odlukom
의사결정	odluka
마찰	trenje
사탄	šejtan
사탄	šejtani
이데올로기	ideologije
낭만	romantična
오만의	oman
대피	evakuaciju
냉동	zamrznuti
냉동	zamrzavanje
용지	papir
