and	그리고
nation	네이션
nation	국민
defense	방위
defense	국방
defense	방어
defense	디펜스
wiki	위키
wiki	위키위키
champions	챔피언스
champions	챔피언
golden	황금
golden	골든
faith	믿음
faith	신념
faith	신앙
racing	경주
racing	레이싱
mainly	주로
auto	자동
lives	생명
swedish	스웨덴어
swedish	스웨덴
swedish	스웨덴인
hot	덥다
hot	hot
hot	뜨겁다
hot	뜨거운
entertainment	엔터테인먼트
entertainment	오락
net	net
soccer	축구
creation	생성
creation	창조
creation	만들기
product	제품
tower	타워
increased	증가
votes	득표
votes	투표
contemporary	현대
focus	집중
focus	초점
focus	집중하기
focus	포커스
marriage	혼인
marriage	결혼
questions	질문
details	세부사항
forward	전진
forward	전달
forward	앞으로
memorial	메모리얼
memorial	기념비
memorial	기념관
peace	피스
peace	peace
peace	평화
iran	이란
korea	한국
korea	코리아
analysis	해석학
analysis	해석
analysis	분석
winners	우승자
winners	수상자
winners	승자
poor	불쌍한
grade	성적
grade	학년
cricket	크리켓
judge	판단
judge	판사
electric	전기
exist	존재
exist	존재함
corporation	코퍼레이션
corporation	주식회사
campus	캠퍼스
brazil	브라질
chris	크리스
beyond	비욘드
fifth	fifth
fifth	다섯번째
increase	증가
summary	요약
remaining	남음
statement	성명서
statement	진술
broadcast	방송
piano	피아노
des	des
novels	소설
hour	시간
moving	이사
moving	움직임
resolution	해상도
resolution	결의
concept	concept
concept	컨셉
concept	개념
alternative	대안
alternative	얼터너티브
brothers	형제
brothers	브라더스
brothers	형제들
attacks	공격
encyclopedia	대백과사전
encyclopedia	백과사전
republican	공화당
politicians	정치인들
politicians	정치인
politicians	정치가
difficult	어려운
difficult	어려움
difficult	어려워
ability	능력
ability	능력자
host	주최
host	호스트
immediately	즉시
urban	도시
pakistan	파키스탄
marine	마린
marine	해병대
physical	물리적
physical	물리
dec	적위
troops	군대
interview	인터뷰
interview	면접
coming	출시
coming	coming
semi	세미
suggest	제안
emperor	황제
emperor	천황
letter	편지
couple	커플
couple	부부
duke	공작
duke	듀크
gallery	화랑
gallery	갤러리
follow	팔로우
windows	윈도우
tree	트리
tree	나무
hits	조회수
jazz	재즈
protection	보호
relevant	관련
relevant	관련성
count	카운트
situation	상황
situation	상황이
reviews	리뷰
classical	클래식
classical	고전주의
classical	고전
lady	숙녀
lady	레이디
lady	아줌마
netherlands	네덜란드
netherlands	네덜란드령
netherlands	네덜란드인
reports	보고서
influence	영향력
address	주소
linear	직선형
linear	선형
consider	고려해
consider	고려
machine	머신
machine	기계
domain	도메인
domain	영역
elements	원소
minnesota	미네소타
types	유형
sydney	시드니
blood	피피
blood	블러드
blood	혈액
distance	거리
bottom	아래쪽
bottom	밑바닥
bottom	아래
bottom	하단
bottom	바닥
boys	소년
boys	소년들
boys	boys
boys	보이즈
boys	보이스
potential	잠재력
potential	퍼텐셜
potential	잠재
potential	잠재적
toronto	토론토
infantry	보병
jun	jun
conflict	갈등
conflict	갈등이
conflict	충돌
conflict	분쟁
workers	노동자
workers	노동자들
workers	근로자
steve	스티브
philadelphia	필라델피아
nationality	국적은
nationality	국적
dispute	분쟁
scene	장면
scene	현장
method	수단
method	메서드
method	방법
method	메소드
titles	타이틀
titles	제목
berlin	베를린
conditions	조건
arms	무기
races	경주
races	인종
maybe	아마도
maybe	아마
discovered	발견됨
iron	철쭉
extended	확장
extended	연장
churches	교회
positive	긍정
positive	양수
positive	긍정적
positive	긍정적인
santa	산타
imperial	임페리얼
composed	작곡
composed	자작곡
width	너비
quickly	빠르게
correct	정답
correct	올바른
responsible	책임
responsible	책임감
indiana	인디애나
soldiers	군인
soldiers	병사
examples	예시
examples	예제
korean	한국인
korean	한국
korean	한국어
genre	장르
fish	피쉬
fish	피시
fish	생선
fish	물고기
senate	상원
senate	상원의원
effects	영향
effects	효과
check	체크
check	확인
check	점검
appearances	외모
appearances	출연
plans	플랜
plans	계획
sign	기호
sign	서명
sign	사인
reporting	신고
reporting	보고서
reporting	보고
sweden	스웨덴
heritage	문화유산
tag	태그
primarily	주로
doctor	닥터
leaders	리더
leaders	지도자
lies	거짓말
inc	inc
crime	범죄
stand	스탠드
existing	존재
existing	기존
publishing	게시
publishing	출판
industrial	공업
industrial	산업
answer	응답
answer	정답
answer	대답해
answer	대답
answer	답변
split	스플리트
split	스플릿
split	분할
split	나누기
apr	apr
sex	성교
sex	섹스
sex	성관계
sex	성별
mixed	엇갈린다
mixed	혼합
acting	연기
rail	레일
die	죽는다
premier	프리미어
approach	접근법
approach	접근
wisconsin	위스콘신
sentence	문장
root	루트
root	뿌리
ago	ago
standards	표준
comics	코믹스
comics	만화
comics	만화가
earned	획득
earned	획득한
miss	그리워
miss	미스
specifically	구체적으로
wood	나무
wood	우드
wood	목재
plants	식물
plants	식물학
initial	초기
initial	이니셜
origin	출처
environment	환경
pretty	예뻐
rank	계급
rank	순위
bus	버스
gas	가스
direction	방향
guide	안내서
guide	가이드
guide	안내
resources	자원
resources	리소스
animals	동물들
animals	동물
activity	활동
levels	레벨
levels	수준
laws	법률
jim	다짐
creating	만들기
cambridge	케임브리지
composer	작곡가
remove	삭제
remove	지우기
remove	제거
remove	삭제하기
agency	에이전시
agency	대행사
agency	대리점
atlantic	애틀랜틱
atlantic	대서양
supreme	슈프림
weight	무게
weight	몸무게
weight	몸무게가
weight	체중
fighting	파이팅
jackson	잭슨
widely	널리
rose	장미
rose	로즈
operating	운영
treatment	시술
treatment	치료
linked	연결됨
andrew	앤드류
andrew	앤드루
andrew	안드레아
trial	재판
daniel	다니엘
daniel	대니얼
certainly	확실히
info	정보
sciences	과학
fame	명성
fame	페임
avenue	애비뉴
travel	여행
scale	스케일
scale	축척
scale	척도
scale	규모
break	브레이크
break	휴식
break	break
housing	주택
housing	숙소
produce	프로듀스
capacity	용량
fictional	허구
exchange	교환
actions	행동
actions	활동
actions	동작
actions	액션
typically	일반적으로
agreement	동의
agreement	협정
agreement	합의
translation	번역기
translation	번역
males	남성
males	수컷
kansas	캔자스
charge	청구
charge	충전
charge	전하
dedicated	헌신
estate	부동산
nearby	근처
residents	레지던트
residents	주민들
piece	piece
growth	성장
growth	증가
trust	신뢰
trust	신탁
applied	응용
drums	드럼
drums	드럼은
issued	발급
issued	발행
murder	살인사건
murder	살인죄
murder	살인
normal	정규
normal	보통
normal	평범
normal	정상
twenty	스물
twenty	스무
tony	토니
norwegian	노르웨이어
norwegian	노르웨이
criteria	기준
context	맥락
context	문맥
suggested	추천
revolution	레볼루션
revolution	레벌루션
revolution	혁명
wars	전쟁
leaves	나뭇잎
leaves	잎새
advanced	고급
distribution	분포
distribution	분배
distribution	배포
distribution	배포판
medicine	의학
garden	가든
garden	정원
reach	도달
reach	도달하기
turkey	터키
turkey	칠면조
females	암컷
females	여성
publications	출판물
impact	영향
impact	영향력
impact	임팩트
households	가구
survey	설문조사
height	높이
height	키는
morning	아침
morning	모닝
honor	영광
honor	명예
deep	깊은
deep	깊게
argument	논증
argument	인수
argument	논쟁
publication	출판물
publication	출판
arthur	아서
elizabeth	엘리자베스
elizabeth	엘리사벳
worth	가치
worth	가치가
colorado	콜로라도
median	중간값
median	중앙값
maryland	메릴랜드
falls	폭포
zone	지대
zone	zone
zone	영역
solo	solo
solo	솔로
learning	학습
pay	지불
pay	결제
choice	선택
vol	vol
flag	깃발
flag	국기
flag	플래그
engineer	기술자
engineer	엔지니어
engineer	공학자
cars	자동차
cars	차량
farm	농장
farm	농장이
wilson	윌슨
principal	교장
acquired	습득
acquired	획득
secret	시크릿
secret	비밀
poet	시인
build	빌드
orchestra	오케스트라
orchestra	교향악단
versions	버전
fixed	고정
efforts	노력
documentary	다큐멘터리
equipment	장비
ray	레이
yellow	황색
yellow	노랑색
yellow	노란색
yellow	노랑
pressure	압력
pressure	압박
grant	그랜트
prison	교도소
prison	감옥
freedom	자유
freedom	프리덤
norway	노르웨이
store	매장
store	가게
store	상점
store	스토어
taylor	테일러
quarter	분기
quarter	쿼터
independence	독립
independence	독립운동
independence	독립기념일
platform	플랫폼
rome	로마
teacher	선생님
teacher	교사
teacher	스승
copy	복사
copy	카피
copy	복사본
copy	사본
effort	노력
pictures	사진
pictures	사진들
pictures	픽처스
models	모델
models	모형
everyone	모두
easily	쉽게
description	설명
description	묘사
agreed	합의
agreed	동의
covers	커버
facilities	시설
target	타깃
target	대상
target	타겟
stack	스택
combined	결합
combined	복합
bronze	청동기
bronze	청동
hosted	주최
hosted	호스팅
hosted	호스트
programming	프로그래밍
sri	sri
railroad	철도
unique	고유
unique	독특한
ocean	바다
ocean	오션
cell	셀프
cell	세포
missouri	미주리
concert	연주회
concert	콘서트
improve	개선하기
improve	향상
improve	개선
loan	융자
loan	대출
contact	접촉
contact	문의
contact	연락처
contact	연락
holy	거룩한
holy	거룩
tennessee	테네시
sub	서브
safety	안전
safety	안전성
stephen	스테파노
stephen	스티븐
policies	정책
price	가격
price	프라이스
mexican	멕시코인
mexican	멕시코
leadership	지도력
leadership	리더십
flying	flying
flying	플라잉
flying	날아라
flying	비행
message	메시지
message	메세지
municipal	시영
serious	심각한
serious	심각해
serious	심각하다
serious	심각하게
headquarters	본부
headquarters	본사
officially	공식적으로
officially	officially
cemetery	묘지
memory	추억
memory	기억력
memory	메모리
memory	기억
fields	필드
generation	세대
join	참여하기
join	가입하기
join	참여
join	가입
copies	복사
copies	복사본
copies	사본
finals	파이널
finals	결승전
finals	결승
fox	폭스
fox	여우
representative	대표자
representative	대표
destroyed	파괴됨
feet	발발
philippines	필리핀
conservative	보수주의
conservative	보수
share	공유해
share	공유하기
share	공유
maria	마리아
disease	질환
disease	질병
sections	섹션
philosophy	철학
ways	방법
arrived	도착했다
divided	나눈
floor	바닥
labour	노동
logo	로고
yard	마당
offer	쿠폰
tax	납세
tax	세금
expected	예상
traffic	교통량
traffic	트래픽
traffic	교통
graduated	졸업
guest	게스트로
guest	손님
guest	게스트
guest	참석자
jews	유대인
formation	형성
economy	경제
storm	폭풍
storm	폭풍우
storm	스톰
mile	마일
protected	보호
bowl	사발
bowl	그릇
letters	글자
letters	편지
classic	클래식
classic	고전
damage	피해
damage	손상
damage	손해
harry	해리
harry	헤리
offers	쿠폰
davis	데이비스
challenge	도전
views	견해
views	조회
views	조회수
marked	표시됨
density	밀도
literary	문학
transportation	교통수단
transportation	운송
transportation	교통
kentucky	켄터키
sales	매출
sales	영업
sales	판매
fleet	함대
fleet	플리트
captured	캡처
captured	캡쳐
extra	연장
arizona	애리조나
theme	테마
francis	프랜시스
moscow	모스크바
interested	관심사
interested	관심
behavior	행동
behavior	동작
behavior	행위
environmental	환경
blank	비어
musician	음악가
musician	연주자
musician	뮤지션
starring	주연
starring	출연
assigned	할당된
seats	좌석
seats	자리
tennis	테니스
percent	퍼센트
percent	비율
logs	로그
display	표시
display	표시하기
display	디스플레이
convention	조약
convention	협약
convention	컨벤션
ring	링링
ring	반지
ring	소환
joint	관절
brian	브라이언
deputy	부관
planned	예정된
planned	계획
universities	대학
yards	야드
communist	공산주의자
agent	에이전트
agent	요원
agent	대리인
difference	차이
difference	차이점
animal	애니멀
animal	동물
animal	동물학
czech	체코
czech	체코어
positions	직위
positions	입장
positions	포지션
exactly	정확히
stay	머무르지
stay	머물러
stay	숙박
stay	머무르고
combat	전투
combat	컴뱃
palace	궁궐
palace	궁전
card	카드
ordered	순서
understanding	이해
understanding	이해하기
wrestling	레슬링
critics	비평가
growing	growing
growing	성장
growing	자라고
participated	참가
revert	되돌리기
poetry	문학
materials	재료
turkish	터키식
turkish	터키어
turkish	터키
paid	유료
promotion	홍보
promotion	프로모션
promotion	승진
mobile	모바일
metropolitan	메트로폴리탄
figures	수치
figures	피규어
existence	존재
louisiana	루이지애나
lewis	루이스
melbourne	멜버른
melbourne	멜번
austria	오스트리아
brigade	여단
screen	화면
screen	스크린
risk	위험
risk	리스크
ban	금지
labor	노동
legislative	입법
definition	정의
draw	추첨
draw	그리기
application	애플리케이션
application	프로그램
application	어플리케이션
steel	제철
steel	강철
steel	스틸
presence	존재
expansion	팽창
expansion	급팽창
expansion	전개
expansion	확장
max	맥스
max	막스
max	최대
max	max
wild	와일드
wild	야생
planning	플래닝
planning	계획
planning	기획
comic	만화
comic	만화가
comic	코믹
adopted	채택
adopted	입양
easy	쉽게
easy	쉬운
easy	쉬워
easy	아쉬운
plus	플러스
happy	해피
happy	행복
happy	행복해
happy	행복하다
happy	행복한
classes	클래스
classes	수업
save	저장하기
save	저장
theater	연극
theater	극장
theater	영화관
exists	존재함
roles	역할
chance	기회
prevent	방지
prevent	예방
candidates	후보
candidates	후보자
object	객체
object	개체
object	대상
object	천체
powers	권력
powers	파워스
birds	새들
defeat	패배
cape	케이프
regions	지역
mine	광산
sides	측면
teaching	교육
teaching	교사
teaching	가르침
guidelines	가이드라인
guidelines	지침
simon	시몬
simon	사이몬
simon	사이먼
depth	깊이
depth	농도
lyrics	노랫말
christmas	크리스마스
declined	거절
greece	그리스
express	익스프레스
federation	연맹
federation	연방
journalist	기자
journalist	언론인
journalist	저널리스트
intelligence	지능
connection	커넥션
connection	연결
displayed	표시됨
portuguese	포르투갈령
portuguese	포르투갈어
declared	선포
constitution	헌법
sons	아들들
plot	플롯
dates	날짜
dates	데이트
ends	종료
pilot	조종사
pilot	파일럿
relatively	상대적으로
receive	받기
manchester	맨체스터
queensland	퀸즐랜드
americans	미국인
introduction	소개
introduction	도입
introduction	소개팅
vehicle	차량
stock	주식
stock	재고
vehicles	차량
frequently	자주
hills	힐스
hills	언덕
performing	공연
performing	성과
northwest	북서쪽
northwest	노스웨스트
northwest	북서부
northwest	북서
drug	마약
drug	약물
drug	의약품
visit	방문
visit	방문하기
residence	거주지
residence	주택
residence	레지던스
residence	주택지
walter	월터
walter	발터
pov	pov
interesting	흥미롭다
interesting	흥미로운
interesting	재미있는
limit	한계
limit	제한
limit	극한
athletics	육상
wind	바람
oklahoma	오클라호마
architect	건축가
architect	건축
ideas	아이디어
electronic	전자
electronic	일렉트로닉
crown	왕관
crown	크라운
younger	어려
anderson	앤더슨
step	스텝
step	단계
step	걸음
weapons	무기
neutral	중성
neutral	중립성
neutral	중립
connected	연결됨
switzerland	스위스
armed	무장
weekly	주간
weekly	매주
rating	평가
rating	평가하기
rating	별점
rating	평점
squad	분대
squad	스쿼드
multi	멀티
dynasty	왕조
cold	춥다
cold	감기
cold	추위
cold	차가운
alliance	동맹
alliance	얼라이언스
methods	수단
methods	메서드
methods	방법
alabama	앨라배마
albert	알베르트
albert	앨버트
tropical	열대
vietnam	베트남
dvd	dvd
heat	더위
heat	히트
fans	팬들
surrounding	둘러싸인
purposes	목적
credit	크레딧
credit	신용
credit	신용카드
commons	커먼즈
boat	보트
boxes	상자
boxes	박스
speaking	말하기
arena	아레나
roads	도로
core	핵심
core	코어
dog	개그
kill	킬링
athletic	애슬레틱
negative	부정적
negative	음수
negative	음성
confirmed	확정
confirmed	확인됨
sixth	여섯번째
edge	엣지
edge	모서리
edge	edge
jesus	예수
tools	도구
colonel	대령
weak	약한
weak	약해
chosen	선정
brand	브랜드
nfl	nfl
rise	상승
rise	rise
supply	공급
tradition	전통
elementary	초등
household	집안
household	가구
spirit	스피릿
spirit	정신
task	작업
slightly	약간
howard	하워드
southeast	남동
southeast	동남아
sunday	일요일
discuss	토론하기
discuss	논의
stats	통계
climate	기후학
climate	기후
topics	주제
purchased	구매
communications	커뮤니케이션
communications	통신
communications	커뮤니케이션스
chapter	chapter
chapter	챕터
broken	깨짐
broken	부러진
broken	깨진
singapore	싱가포르가
singapore	싱가폴
singapore	싱가포르
license	라이선스
license	라이센스
license	면허
license	허가서
haven	헤이븐
deaths	죽음
passing	지나가다
passing	지나가다가
passing	지나가
passing	지나가는
citizens	시민
citizens	시민들
guns	총기
trees	나무들
trees	트리
trees	나무
gone	gone
visual	시각
visual	비주얼
pope	교황
sat	sat
glass	잔다
glass	유리
glass	글래스
miller	밀러
posted	게시
estimated	추정
brazilian	브라질
defence	방위
defence	국방
defence	방어
defence	디펜스
rich	부자
fast	빠르다
fast	빨라
fast	빠름
properties	특성
properties	자산
properties	속성
exhibition	전람회
exhibition	전시관
exhibition	박람회
exhibition	전시회
speech	연설
speech	음성
proposal	제안
straight	똑바로
straight	스트레이트
internal	내부
effective	효과적
solution	해결책
solution	솔루션
fashion	패션
foot	발발
orange	오렌지
orange	오렌지색
argentina	아르헨티나
argentina	아르헨티나인
performances	공연
adult	성인
adult	어른
identity	정체성
identity	본인
inspired	영감
discussed	논의
transfer	전송
egypt	이집트
cells	세포
patrick	파트리크
patrick	패트릭
quebec	퀘벡
connecticut	코네티컷
scoring	득점권
scoring	득점
anthony	안토니우스
anthony	앤서니
permanent	영구적
permanent	영구
audience	타겟
audience	관객
motion	모션
motion	움직임
blues	블루스
hungarian	헝가리
hungarian	헝가리어
arab	아랍인
arab	아랍
trains	기차
trains	열차
sets	세트
begin	시작
eyes	눈빛
studios	스튜디오스
studios	스튜디오
criminal	범죄자
commonwealth	연방
finish	완료
finish	마무리
finish	마침
finish	끝내기
communication	의사소통
communication	커뮤니케이션
communication	소통
communication	통신
scope	범위
scope	스코프
accused	피고
accused	피고인
divisions	분열
accept	수락
warning	경고
alan	앨런
alan	알렌
alan	알란
objects	객체
objects	개체
objects	물체
objects	천체
contest	콘테스트
contest	대회
fighter	전투기
fighter	파이터
coaches	코치
beat	beat
beat	이겨
beat	비트
extremely	극도로
ford	포드
swiss	스위스
sorry	미안
houston	휴스턴
worldwide	전세계
cathedral	성당
cathedral	대성당
advance	미리
reality	리얼리티
reality	현실
broadcasting	방송
adam	아담
adam	애덤
vandalism	반달리즘
vandalism	파손
youtube	유튜브
youtube	youtube
youtube	유투브
belgium	벨기에
respect	존경
respect	존중
rare	희귀한
rare	귀한
rare	희귀
rare	드문
detroit	디트로이트
graduate	졸업
colleges	대학교
colleges	대학
explain	설명
explain	설명해
explain	설명하기
explain	설명해주세요
authorities	당국
maximum	최대
painter	화가
hamilton	해밀턴
universe	우주
obvious	명백하다
pieces	조각
apply	적용
apply	적용하기
apply	신청
actresses	여배우들
actresses	여배우
competitions	대회
aid	원조
driver	드라이버
driver	운전사
folk	포크
folk	민속
baby	베이비
baby	아기
denmark	덴마크
tokyo	도쿄
tokyo	동경
billboard	간판
billboard	빌보드
calling	calling
danish	덴마크어
danish	덴마크
formula	공식
formula	포뮬러
interior	인테리어
interior	내부
kevin	케빈
weather	날씨
powerful	강력
powerful	강력한
powerful	강력하다
muslim	이슬람교
muslim	무슬림
registered	등기
registered	등록
publisher	출판사
publisher	퍼블리셔
publisher	출판
sounds	소리
eric	에리크
eric	에릭
approved	승인
achieved	달성
douglas	더글러스
fund	기금
fund	펀드
portugal	포르투갈
athletes	운동선수
bird	조류
bands	밴드
audio	오디오
cat	고양이
centuries	세기
valid	유효합니다
valid	유효
valid	유효한
chemical	화학물질
chemical	화학
items	상품
items	항목
items	품목
items	아이템
lane	레인
lane	차로
update	갱신
update	업데이트
ncaa	ncaa
speak	말하기
finding	찾기
domestic	국내
ali	알리
ali	ali
false	거짓
false	가짜
christ	그리스도
christ	크라이스트
ending	엔딩
puerto	푸에르토
perform	수행
partner	파트너
romania	루마니아
romania	루마니아인
romania	루마니아어
aviation	항공
failure	실패
ward	워드
strength	체력
knight	기사
knight	나이트
nominations	후보
hungary	헝가리
concern	염려
concern	우려
recordings	녹음
recordings	레코딩스
recordings	레코딩
recordings	레코드
functions	함수
mississippi	미시시피
calls	통화
criticism	평론
criticism	비판
criticism	비평
magic	마술
magic	마법
magic	magic
magic	매직
gordon	고든
treaty	조약
antonio	안토니오
selection	선택
rear	후방
motor	모터
motor	전동기
circuit	서킷
circuit	회로
wish	소원
compilation	컴필레이션
compilation	컴파일러
compilation	컴파일
harvard	하버드
islamic	이슬람
geography	지리학
geography	지리
arkansas	아칸소
fuel	연료
artillery	대포
locations	위치
recognition	인식
northeast	북동
northeast	북동부
moment	순간
condition	조건
physics	물리학
physics	물리
newspapers	신문
instance	인스턴스
allen	앨런
watch	시계
protect	보호하기
protect	protect
protect	보호
grey	회색
grey	그레이
launch	출시
launch	실행
launch	발사
launch	런칭
dave	데이브
philip	펠리페
philip	필립
iraq	이라크
changing	바뀌기
changing	변경
ukraine	우크라이나
mix	섞어
mix	믹스
mix	혼합
tamil	타밀어
shift	쉬프트
shift	shift
shift	시프트
shared	공유
austrian	오스트리아인
investigation	조사
investigation	수사
institution	기관
princess	공주
princess	공주님
princess	프린세스
trail	흔적
trail	트레일
parks	파크
parks	공원
parks	파크스
applications	애플리케이션
applications	어플리케이션
requirements	요구사항
ltd	ltd
metres	미터
gray	회색
gray	그레이
sector	섹터
sector	부문
agricultural	농업
agricultural	농지
escape	탈출
orders	주문
corner	구석
corner	모퉁이
corner	코너
founding	창립
subjects	과목
temperature	기온
temperature	체온
temperature	온도
settled	정착
remember	기억해
remember	기억하기
remember	기억하라
remember	remember
remember	기억
miami	마이애미
promote	홍보
promote	홍보하기
values	가치관
values	가치
spot	스팟
progress	진행
learn	배운다
learn	배워
planet	행성
planet	플래닛
occupied	점령
usage	사용법
usage	사용량
usage	사용
southwest	사우스웨스트
southwest	남서
southwest	남서부
truth	진실
truth	진리
clark	클라크
equal	평등
administrator	운영자
administrator	관리자
factory	공장
factory	팩토리
magazines	잡지
flow	플로
flow	플로우
flow	흐름
peer	피어
peer	동료
attacked	습격
generate	생성하기
generate	생성
shape	형태
shape	모양
creator	창조주
creator	제작자
creator	작성자
option	옵션
lincoln	링컨
starts	시작
stands	스탠드
establishment	설립
selling	판매
causes	원인
budget	예산
battles	전투
sky	하늘
sky	스카이
legend	전설
legend	레전드
arrested	체포
forum	포럼
metro	메트로
metro	지하철
broke	생김
strike	파업
strike	스트라이크
injury	부상
ryan	라이언
zero	제로
violence	폭력
controlled	제어
welsh	웨일스어
welsh	웨일스
welsh	웰시
pdf	pdf
samuel	새뮤얼
samuel	사무엘
translated	번역
papers	종이
papers	신문
papers	페이퍼
papers	서류
detail	상세
detail	자세히
detail	세부사항
chapel	채플
chapel	예배당
frederick	프레더릭
frederick	프리드리히
thousands	수천만
thousands	수천
banks	뱅크
banks	은행
banks	뱅크스
kings	킹스
factor	팩터
factor	인자
factor	요인
replace	교체
replace	대체
replace	바꾸기
museums	박물관
museums	박물관과
resistance	저항운동
resistance	저항성
resistance	저항
tries	시도
tim	tim
engines	엔진
medium	미디엄
medium	미디어
medium	중간
device	기기
device	단말기
device	장치
profit	이익
dream	드림
enter	입력
enter	입력합니다
enter	입력하기
twelve	twelve
typical	전형적
typical	전형
typical	전형적인
skills	스킬
skills	솜씨
bought	샀다
passenger	여객
passenger	승객
cleveland	클리블랜드
funding	자금
agriculture	농업
parent	부모
parent	부모님
receiving	수신
signal	신호
signal	신호기
signal	시그널
reform	개혁개방
reform	개혁
organisation	조직
organisation	기구
column	칼럼
column	기둥
managers	매니저
indicate	나타냅니다
ukrainian	우크라이나
ukrainian	우크라이나어
gay	게이
gay	게이이
amateur	아마추어
obviously	명백히
obviously	명백하게
flora	플로라
gene	유전자
soul	영혼
soul	소울
alt	alt
discussions	토론
discussions	논의
montreal	몬트리올
walker	워커
entrance	입구
path	경로
path	path
nice	나이스
string	문자열
developing	개발
abandoned	버림
humans	인간들
humans	인간
flat	평평한
flat	플랫
sample	표본
sample	견본
sample	샘플링
sample	샘플
banned	차단됨
moore	무어
strongly	강력하게
visited	방문
increasing	증가
attorney	변호사
arm	팔이
mathematics	수학
canal	운하
charts	차트
thinking	생각
dublin	더블린
surname	성씨
brain	두뇌
brain	브레인
pittsburgh	피츠버그
blog	블로그
economics	경제학
seventh	일곱번째
alex	알렉스
alex	앨릭스
employed	고용
authors	작가
authors	제작자
authors	작성자
recipients	수신자
controversial	논란이
controversial	논란
controversy	논란
controversy	논쟁
expressed	표명
conservation	보존
conservation	보전
maps	지도
marie	마리야
marie	마리
arguments	인자
arguments	인수
chain	사슬
chain	연쇄
chain	체인
readers	리더
readers	독자
violation	위반
offices	사무실
wave	파도
wave	웨이브
wave	물결
wave	파동
circle	서클
circle	circle
invasion	침략
invasion	침공
jimmy	지미
opportunity	기회
cycle	주기
cycle	순환
cycle	사이클
doubt	의심
golf	골프
walls	성벽
productions	프로덕션
productions	프로덕션스
constituency	선거구
occurs	발생합니다
occurs	발생
huge	거대
huge	거대한
andy	앤디
indonesia	인도네시아
sell	판매하기
sell	팔아
sell	판매
tank	탱크
tank	전차
advice	충고
advice	조언
senator	상원
senator	상원의원
generated	생성
malaysia	말레이시아
malaysia	말레이시아어
finland	핀란드
lawyer	변호사
seattle	시애틀
gain	이득
index	색인
index	인덱스
saints	성인인
runner	달리기
crisis	위기
cinema	시네마
cinema	영화
matt	매트
hollywood	헐리우드
hollywood	할리우드
reaction	반응
reaction	공감
medals	메달
documents	문서
reader	리더
lawrence	로런스
lawrence	로렌스
pattern	패턴
atlanta	애틀랜타
atlanta	아틀란타
atlanta	애틀란타
voting	투표
reviewed	검토
reviewed	리뷰
bear	베어
perfect	완벽
perfect	완벽한
baltimore	볼티모어
pan	냄비
fantasy	판타지
fantasy	환상
duty	듀티
duty	의무
chair	의자
scenes	장면
broad	넓은
broad	광범위
broad	광범위한
opposite	반대편
opposite	반대로
opposite	반대
stuff	물건
streets	거리
streets	길거리
anna	안나
billy	빌리
extension	확장
extension	연장
extension	확장자
extension	확대
kent	켄트
kelly	켈리
shooting	촬영
shooting	총격
shooting	사격
ready	준비
songwriter	작곡가
songwriter	송라이터
jordan	조던
jordan	조르당
dictionary	사전
composition	합성
composition	작곡
salt	소금
bangladesh	방글라데시
successfully	성공적
successfully	성공적으로
benefit	혜택
interests	관심사
teachers	교사들
teachers	교사
closing	닫기
advertising	광고
maine	메인
retirement	은퇴
retirement	퇴직
scientists	과학자
blocks	차단
blocks	블록
blocks	블럭
las	라스
print	인쇄
print	프린트
techniques	테크닉
techniques	기법
anniversary	기념일
requested	요청함
discovery	디스커버리
discovery	발견
expedition	탐험
expedition	원정
citation	표창
creative	크리에이티브
pierre	피에르
detailed	자세히
facts	팩트
facts	사실
frame	액자
frame	프레임
finance	재무
finance	재정
finance	금융
script	문자
script	스크립트
camera	사진기
camera	카메라
returns	반환
returns	리턴
engaged	약혼
assistance	원조
experienced	경험
underground	지하
underground	언더그라운드
sale	판매
sale	세일
beautiful	아름다운
beautiful	아름다워
beautiful	아름답다
jane	제인
abc	abc
successor	후임
classification	분류법
classification	분류학
classification	분류
tool	공구
tool	도구
mining	광산
mining	마이닝
mining	광업
cabinet	내각
bytes	바이트
ross	로스
russell	러셀
citations	인용
evening	저녁
singing	노래
fifa	fifa
gender	성별
lakes	호수
mail	편지
mail	메일
mail	우편
jeff	제프
jeff	jeff
electoral	선거
emergency	응급
emergency	비상사태
mode	모드
christopher	크리스토퍼
heads	원수
priest	신부
priest	성직자
funds	기금
funds	자금
funds	펀드
investment	투자
romanian	루마니아
romanian	루마니아인
romanian	루마니아어
session	세션
capture	캡쳐
capture	캡처
reduce	축소
trophy	트로피
abuse	학대
abuse	남용
abuse	악용
walk	산책
walk	걷기
normally	일반적으로
snow	스노우
shop	상점
shop	가게
shop	쇼핑
dakota	다코타
bush	부시
coal	석탄
employees	직원
employees	직원들
error	오류
invited	초대
cable	케이블
protein	단백질
accident	교통사고
accident	사고
measure	측정
measure	측도
patients	환자
patients	환자들
downtown	다운타운
downtown	시내
animated	애니메이션
satellite	인공위성
satellite	위성
johnny	조니
johnny	쟈니
johnny	자니
combination	조합
courts	법원
sequence	순서
sequence	시퀀스
clean	청소
clean	깨끗한
clean	깨끗하다
owners	소유자
twin	쌍둥이
twin	트윈
distributed	분산
describe	설명
describe	설명하기
islam	이슬람교
islam	이슬람주의
islam	이슬람
photos	사진
photos	사진들
ottoman	오스만
trained	훈련
affected	영향받음
