در	dveře
بنده	sluha
بنده	otrok
بنده	otrokyně
کمیته	výbory
کمیته	výborů
کمیته	výbor
کمیته	výboru
ژان	jean
ژان	jeane
ژان	joan
ژان	jeanne
اسماعیل	ismail
تنظیم	úprava
تنظیم	přizpůsobení
تنظیم	sada
تنظیم	set
تنظیم	nastavit
تنظیم	nastavení
خلاصه	přehled
خلاصه	stručné
خلاصه	stručná
خلاصه	stručný
خلاصه	shrnutí
خلاصه	souhrn
ساکن	uklidňuje
ساکن	bydliště
ساکن	rezident
ساکن	usadit
ساکن	nájemník
ساکن	stacionární
دیوان	diwan
دیوان	divan
گسترده	šíření
گسترده	rozšířené
گسترده	rozšířená
گسترده	prodloužena
گسترده	rozšířená
گسترده	rozšířené
گسترده	rozšířený
الکتریکی	elektrická
الکتریکی	elektrický
الکتریکی	elektrické
الکتریکی	elektrická
الکتریکی	elektrický
الکتریکی	elektrické
رایانه	počítače
رایانه	počítačová
رایانه	počítač
رایانه	počítače
رایانه	počítači
رایانه	výpočetní
عبور	průjezd
عبور	tranzitu
عبور	tranzitní
عبور	tranzit
عبور	křížem
عبور	křížek
عبور	kříž
عبور	přejít
عبور	cross
عبور	projít
عبور	přihrávka
عبور	průsmyk
عبور	pass
ششم	šestá
ششم	šestý
ششم	šesté
لی	leeho
لی	lee
هنرمند	umělec
هنرمند	umělkyně
هنرمند	umělce
گوناگون	rozmanité
گوناگون	různorodé
گوناگون	různé
گوناگون	různí
مدرن	moderní
ماشین	přístroj
ماشین	stroj
ماشین	auto
ماشین	automobil
ماشین	vůz
ماشین	car
ماشین	vozidlo
ماشین	vozidla
یونایتد	united
یونایتد	spojených
یونایتد	spojené
گلدن	zlaté
گلدن	zlatý
گلدن	zlatí
گلدن	golden
گلدن	zlatá
شدید	závažné
شدید	závažná
شدید	vážné
شدید	intenzivní
شیر	lva
شیر	lev
شیر	mléko
شیر	mléčná
شیر	mléka
آذر	azar
سخن	slovo
نقد	kritika
نقد	kritiky
نقد	kritiku
نقد	hotovosti
نقد	hotovost
نقد	cash
نقد	hotově
محافظت	ochrana
محافظت	chránit
محافظت	chraňte
محافظت	ochránit
محافظت	chrání
محافظت	ochranu
محافظت	ochrana
تنیس	tenis
تنیس	tenisové
بهار	jarní
بهار	jaro
قانونی	legální
قانونی	legitimní
قانونی	zákonné
قانونی	zákonný
قانونی	právní
قانونی	legální
حکم	úsudek
حکم	rozsudek
حکم	úsudek
حکم	rozsudek
حکم	věta
حکم	trest
حکم	rozsudek
قصد	úmysl
قصد	záměr
قصد	úmysl
قصد	záměr
قصد	zamýšlená
قصد	zamýšlené
قصد	určeno
قصد	určena
قصد	úmysly
قصد	záměry
هوای	počasí
ماهی	ryby
ماهی	ryba
ماهی	fish
ماهی	rybí
ماهی	rybičky
رم	řím
رم	ram
رایج	časté
رایج	společná
رایج	společné
هماهنگ	koordinační
هماهنگ	koordinace
کبک	partridge
کبک	quebecu
مستند	dokumentární
مستند	dokument
مهاجر	stěhovavých
مهاجر	migrantů
مهاجر	uprchlíků
مهاجر	uprchlíky
مهاجر	uprchlíci
مهاجر	přistěhovalců
فرهنگستان	akademii
فرهنگستان	akademie
جایگاه	sídlo
جایگاه	bydliště
جایگاه	rezidence
جایگاه	resort
خطوط	tratě
خطوط	řádky
خطوط	linky
خطوط	čáry
خطوط	linie
سالهای	léta
سالهای	roků
سالهای	let
سالهای	roky
زمینی	pozemní
زمینی	země
زمینی	zem
نژاد	plemeno
نژاد	závod
نژاد	závody
نژاد	race
نژاد	rasa
خمینی	chomejní
اروپای	europe
اروپای	evropě
اروپای	evropa
اروپای	evropy
اروپای	evropu
خاندان	klan
خاندان	klanu
طولانی	dlouho
طولانی	dlouhá
طولانی	dlouhý
طولانی	dlouhé
ریشه	root
ریشه	kořen
ریشه	kořeny
ریشه	kořenů
مریلند	marylandu
سرد	studené
سرد	studený
سرد	studená
سرد	zima
سرد	chlad
تحقیق	vyšetřuje
تحقیق	vyšetřování
تحقیق	šetření
تحقیق	vyšetřování
تحقیق	dotaz
تحقیق	výzkumy
تحقیق	průzkum
تحقیق	výzkum
ریچارد	richard
تنسی	tennessee
کاتولیک	katolická
کاتولیک	katolické
کاتولیک	katolík
کاتولیک	katolický
اکلاهما	oklahoma
جنگی	válka
جنگی	války
جنگی	válce
جنگی	válku
متوسط	průměrný
متوسط	průměrné
متوسط	průměrná
متوسط	průměr
متوسط	středně
متوسط	střední
متوسط	médium
دموکرات	demokratický
دموکرات	demokratická
دموکرات	demokratické
دموکرات	demokrat
دادگاه	tribunál
دادگاه	soudu
دادگاه	soud
دادگاه	dvůr
کنتاکی	kentucky
سزار	cesare
سزار	cesar
سزار	caesara
سزار	caesar
سزار	césar
یمن	jemenu
حاج	haj
شناسایی	identifikovat
شناسایی	identifikace
قطر	kataru
بند	band
بند	kapela
بند	pásmo
بند	paragraf
بند	odstavec
بند	odstavce
بند	ohnout
بند	dluhopisů
بند	dluhopisy
ستارگان	hvězdičky
ستارگان	hvězdy
ستارگان	hvězdami
ستارگان	stars
درختان	stromy
نتایج	výsledky
نتایج	výsledků
اثبات	prokázat
اثبات	dokažte
اثبات	dokázat
اثبات	prokázání
اثبات	dokazování
اثبات	dokázat
اثبات	důkaz
ادغام	sloučení
ادغام	fúze
ادغام	sloučení
ادغام	sloučit
ادغام	sloučení
دهم	desáté
دهم	desátý
جذب	absorpce
جذب	absorpční
جذب	vstřebat
جذب	absorbovat
جذب	přitahují
جذب	přilákat
جذب	přitáhnout
جذب	atrakce
جذب	přitažlivost
جذب	přilákání
بیشترین	nejvíc
بیشترین	většina
بیشترین	nejvíce
لباس	oděv
لباس	oděvy
لباس	oblečení
لباس	šaty
لباس	šatů
لباس	šaty
لباس	oděv
لباس	šaty
لباس	oděvy
لباس	oblečení
ترکی	turecko
ترکی	krocan
ترکی	turki
ترکی	turkické
ترکی	turecký
ترکی	turecké
ترکی	turecká
سلام	ahoj
سلام	peace
سلام	míru
سلام	mír
تحلیل	analyzovány
تحلیل	rozbor
تحلیل	analýza
تحلیل	analýzy
سعید	saeed
ریاضی	matematické
ریاضی	matematický
ریاضی	matematiku
ریاضی	matematiky
ریاضی	matematika
ریاضی	matematiku
ریاضی	matematiky
ریاضی	matice
ریاضی	matematika
همچنان	stále
همچنان	porad
همچنان	pořád
همچنان	ještě
تاریخچه	dějiny
تاریخچه	dějepis
تاریخچه	historie
تاریخچه	historii
نوشتار	dokument
نوشتار	dokumentu
نوشتار	doklad
نقره	stříbrná
نقره	stříbrné
نقره	stříbro
نقره	silver
گویا	goya
آواز	sang
آواز	zpíval
آواز	zpívala
آواز	zpívání
آواز	zpěv
آواز	zpívám
آواز	písnička
آواز	skladba
آواز	píseň
آواز	song
گلوب	zeměkoule
نظرات	stanoviska
نظرات	posudky
نظرات	názory
نظرات	komentář
نظرات	připomínky
نظرات	komentáře
نظرات	poznámky
مرز	hranice
مرز	hranic
مرز	hranice
مرز	hranici
مرز	hranice
مرز	hranici
رویدادهای	akce
رویدادهای	událostí
رویدادهای	události
روستاها	vesnic
روستاها	vesnice
فدرال	federální
گیاه	rostlina
فرزندان	synů
فرزندان	synové
فرزندان	syny
فرزندان	dětské
فرزندان	děti
تدریس	vyučování
تدریس	učení
تدریس	výuka
تدریس	výuky
تدریس	učit
امپراتور	císař
امپراتور	císaři
پیرامون	okolní
خانگی	mazlíčci
خانگی	zvířátka
خانگی	domácí
نویسندگی	psaní
نویسندگی	píšu
حاکم	vládce
حاکم	guvernér
حاکم	guvernéra
بندر	bender
بندر	přístavu
بندر	přístav
بندر	port
بندر	bandar
چینی	čínský
چینی	čínská
چینی	číňan
چینی	čína
چینی	čínské
اینترنتی	internetu
اینترنتی	internet
جو	pepa
جو	joe
قبول	přijmout
هزینه	nákladů
هزینه	cena
هزینه	náklady
آرکانزاس	arkansasu
همزمان	současně
همزمان	souběžně
اتاق	pokoj
اتاق	místnost
اتاق	místnosti
اتاق	pokoje
نسل	generace
نسل	generování
نسل	osiva
نسل	semena
نسل	semeno
نسل	osivo
طبقه	patra
طبقه	podlahy
طبقه	poschodí
طبقه	patře
طبقه	podlaha
طبقه	poschodí
طبقه	podlaží
طبقه	patro
روند	trend
روند	proces
روند	postup
روند	zpracovat
روند	procesu
روند	postup
قیمت	ceny
قیمت	price
قیمت	cena
قیمت	cenu
ضبط	nahrávání
ضبط	zaznamenávání
ضبط	záznam
ضبط	záznam
ضبط	nahrát
ضبط	zaznamenat
ضبط	deska
مستقر	umístěný
هفتم	vii
هفتم	sedmé
هفتم	sedmá
هفتم	sedmý
قابلیت	schopnost
قابلیت	schopnosti
قابلیت	schopnost
قابلیت	schopnosti
صلح	peace
صلح	míru
صلح	mír
سلسله	dynastie
نیازمند	potřebovat
نیازمند	potřebuji
نیازمند	potřebují
نیازمند	potřeba
اعداد	čísla
صفوی	ism
توانایی	schopnosti
توانایی	schopnost
توانایی	schopen
توانایی	schopná
توانایی	schopný
توانایی	schopného
توانایی	schopné
ویندوز	windows
ویندوز	okna
ویندوز	oken
اورگن	oregonu
نصب	instalace
نصب	montáž
نصب	instalace
نصب	nainstalovat
نصب	instalace
نصب	instalovat
نصب	nainstalován
آرام	mírové
آرام	klidné
آرام	aram
هندی	indické
هندی	indická
هندی	ind
هندی	indián
هندی	indický
هندی	hindštině
هندی	šikula
هندی	šikovný
موج	vlna
نوشت	psát
نوشت	napište
نوشت	napiš
نوشت	pište
نوشت	napsat
قلمرو	území
قلمرو	teritorium
قلمرو	říše
کشیده	zatáhl
آبشار	vodopády
آبشار	vodopády
آبشار	vodopád
آبشار	padá
آبشار	vodopády
آبشار	spadne
آبشار	falls
ویسکانسین	wisconsinu
تالار	komora
تالار	komory
تالار	hala
تالار	haly
تالار	halle
تالار	hall
تالار	sál
مذهب	vyznání
مذهب	náboženství
باور	bauer
باور	věřit
نظارت	sledování
نظارت	monitorování
نظارت	monitor
نظارت	monitorovat
نظارت	dohled
نظارت	dozor
نظارت	sledování
نظارت	dohled
نظارت	dozor
آسیب	poškození
آسیب	škody
احتمالاً	asi
احتمالاً	pravděpodobně
احتمالاً	nejspíš
الجزایر	alžírské
الجزایر	alžírsko
بیت	beat
بیت	porazit
بیت	bit
دقیق	přesné
دقیق	přesná
دقیق	precizní
دقیق	přesný
دقیق	přesné
دقیق	přesná
دقیق	přesný
دقیق	přesné
دقیق	přesná
دقیق	přesný
لرستان	bronz
نواحی	kraje
نواحی	okrsků
نواحی	plochy
نواحی	oblasti
سوسیالیستی	socialistické
سوسیالیستی	socialistická
تونی	tony
تونی	tonyho
عناصر	widgety
عناصر	pomůcky
عناصر	elementy
عناصر	prvky
شیلی	chilské
شیلی	chile
مانده	reziduí
مانده	rezidua
مانده	zbytky
موفقیت	úspěšnost
موفقیت	úspěch
قالب	formát
امضا	podepsání
امضا	podpisu
امضا	znak
امضا	podpis
امضا	podepsat
امضا	podepsána
امضا	podepsáno
امضا	podepsaná
امضا	podepsán
امضا	podepsané
امضا	podpis
عمده	hromadná
عمده	velkoobchodní
عمده	velkoobchod
عمده	major
امارات	sae
امارات	emiráty
توکیو	tokiu
توکیو	tokio
دعوت	pozvání
دعوت	pozvat
دعوت	pozvánka
دعوت	pozvání
دعوت	pozvánka
دعوت	pozvánku
دعوت	pozvánky
نامزدهای	nominace
لقب	přezdívku
لقب	přezdívky
لقب	přezdívka
فرار	útěk
فرار	utéct
فرار	únik
صفحات	stránky
صفحات	stránkách
صفحات	stránek
آوردن	přinesla
آوردن	přinesl
آوردن	přinést
آوردن	přivést
سود	zisk
سود	zisku
سود	výdělek
سود	přínos
سود	prospěch
سود	sud
سود	zisk
سود	zisky
باد	bud
باد	vítr
باد	větru
سقوط	havárie
سقوط	krach
سقوط	pád
سقوط	podzim
الدین	alden
الدین	din
اوراق	dluhopisů
اوراق	dluhopisy
اصطلاح	idiom
اصطلاح	pojem
اصطلاح	výraz
اصطلاح	termín
الگوریتم	algoritmus
طبیعت	přírodní
طبیعت	povaha
طبیعت	příroda
طبیعت	přírodě
طبیعت	přirozenost
ایندیانا	indiana
گشت	hlídka
نوازندگان	muzikanti
نوازندگان	orchestru
نوازندگان	orchestr
حقیقت	pravda
حقیقت	pravdu
مسلمان	muslim
مسلمان	muslimské
مسلمان	muslimy
مسلمان	muslimové
مسلمان	muslimů
صفر	nulová
صفر	zero
صفر	nuly
صفر	nula
تجهیزات	zařízení
تجهیزات	vybavení
تجهیزات	výbava
تجهیزات	zásoby
تجهیزات	zásobování
تجهیزات	dodávky
خطر	riskovat
خطر	rizika
خطر	riziko
خطر	risk
خطر	nebezpečí
فرض	předpokládat
فرض	předpokládejme
فرض	předpokládal
فرض	předpokládala
فرض	předpoklad
فرض	domněnka
هواپیما	rovina
هواپیما	letadlo
معاون	zástupce
معاون	zástupkyně
معاون	náměstek
معاون	vice
فرمان	příkaz
فرمان	velitelství
فرمان	velení
فرمان	pořádek
فرمان	řád
فرمان	pořadí
فرمان	objednávka
فرمان	objednat
فرمان	příkazy
فرمان	objednávky
فرمان	rozkazy
فدراسیون	federaci
فدراسیون	federace
تجربه	zkušený
تجربه	zažil
تجربه	zkušenosti
تجربه	zážitky
تجربه	zkušenost
تجربه	zkušenosti
تجربه	zážitek
آزمایش	test
آزمایش	zkouška
آزمایش	otestovat
آزمایش	experiment
آزمایش	pokus
آزمایش	experimentovat
آزمایش	testování
آزمایش	zkoušení
آزمایش	zkouška
آزمایش	zkoušky
مسیحی	křesťanské
مسیحی	christian
مسیحی	křesťanská
مسیحی	křesťan
مسیحی	křesťané
مسیحی	křesťany
متصل	připojené
متصل	připojen
متصل	připojeno
متصل	spojené
متصل	připojit
متصل	propojit
غذایی	jídlo
غذایی	jídla
غذایی	potrava
غذایی	potraviny
غذایی	pokrm
غذایی	moučka
غذایی	jídlo
امید	očekávání
امید	naděje
امید	hope
امید	naději
امید	doufám
امید	doufat
کالج	vysoká
ساحل	shore
ساحل	břeh
ساحل	pobřeží
ساحل	pláži
ساحل	pláže
ساحل	pláž
خبری	zprávy
خبری	novinky
کنگره	kongres
کنگره	kongresu
کنگره	sjezd
اندونزی	indonésie
عزیز	drahý
عزیز	drahá
عزیز	aziz
بلغارستان	bulharsko
مطلب	isis
مطلب	článek
مطلب	článku
زرد	žlutý
زرد	žluté
زرد	žlutá
تجارت	komerční
تجارت	obchodování
تجارت	obchod
تجارت	obchodní
تجارت	podnikání
تجارت	byznys
تجارت	trade
تجارت	obchod
ذخیره	sklad
ذخیره	úložiště
ذخیره	uchovávání
ذخیره	skladování
ذخیره	uložit
ذخیره	záchrana
ذخیره	ukládání
ذخیره	úspory
ذخیره	záchranu
ذخیره	uložení
ذخیره	obchod
ذخیره	obchodu
ذخیره	rezervovat
ذخیره	rezervy
ذخیره	rezerva
دودمان	dynastie
پوست	kůže
پوست	kůži
پوست	pleť
پوست	kůže
پوست	pokožka
برچسب	označit
برچسب	tag
برچسب	značka
برچسب	označení
برچسب	etiketa
برچسب	popisek
برچسب	štítek
برچسب	označení
کلرادو	colorada
کلرادو	colorado
رقص	dance
رقص	taneční
رقص	tanec
رقص	tančící
رقص	tanec
فی	faye
فی	phi
فی	fay
فی	fei
قادر	schopný
قادر	schopné
قادر	schopen
قادر	schopná
قادر	schopný
قادر	schopného
قادر	schopné
دانشگاهی	akademické
دانشگاهی	akademický
دانشگاهی	vysoká
روسی	ruské
روسی	ruská
روسی	rusky
روسی	ruský
روسی	rus
روسی	rossi
جرج	jiřího
جرج	jiří
جرج	george
علاقه	zájem
علاقه	zajímá
علاقه	zajem
علاقه	úroky
علاقه	zájem
علاقه	úrok
آشنا	kontakt
آشنا	kontaktovat
آشنا	kontaktujte
فنلاند	finsko
فنلاند	finské
جلو	předek
جلو	fronta
جلو	front
جلو	přední
جلو	vpřed
جلو	kupředu
جلو	dopředu
عضویت	členství
جبهه	předek
جبهه	fronta
جبهه	front
جبهه	přední
تابستان	letní
تابستان	léto
معدنی	anorganické
معدنی	minerální
سد	přehrada
سد	dam
سد	hráz
سد	přehradu
مدرک	důkaz
مدرک	důkaz
مدرک	důkazy
اختصاص	dvouhra
نفوذ	ovlivnit
نفوذ	vliv
نفوذ	vlivu
نفوذ	penetrace
نفوذ	průnik
نفوذ	infiltrace
ایل	île
عقب	zpět
عقب	zpátky
عقب	záda
عقب	zadní
سرباز	vojáku
سرباز	voják
سرباز	soukromé
سرباز	privátní
سرباز	soukromá
سرباز	soukromý
خشک	suchá
خشک	suché
خشک	sucho
خشک	suchý
خشک	sušená
خشک	sušený
خشک	sušené
فراوان	hojnost
فراوان	hojnosti
فراوان	nadbytek
فراوان	hojnost
فراوان	moc
فراوان	mnoho
تاثیر	ovlivnit
تاثیر	vliv
تاثیر	vlivu
رفتن	pryč
اگرچه	ačkoliv
اگرچه	ačkoli
اگرچه	třebaže
اگرچه	ačkoliv
اگرچه	ačkoli
احساس	cítit
احساس	pocit
احساس	cítil
احساس	cítila
احساس	pocity
احساس	city
احساس	pocitů
ادوارد	edwarda
ادوارد	edward
برنز	popáleniny
برنز	burns
برنز	hoří
برنز	bronz
خرید	shop
خرید	obchod
خرید	prodejna
خرید	nákupu
خرید	koupě
خرید	nákup
خرید	zakoupit
خرید	koupit
خرید	zakoupit
خرید	kup
خرید	nakupovat
خرید	nákup
خرید	nákupy
خرید	nákupní
خرید	nakupování
خرید	nákup
قاره	kontinentu
قاره	kontinent
قاره	kontinenty
هشتم	viii
هشتم	osmá
هشتم	osmé
هشتم	osmý
شاخه	pobočky
شاخه	větve
شاخه	poboček
شاخه	pobočka
شاخه	pobočky
شاخه	větev
قطعه	segmenty
قطعه	kousek
قطعه	kus
قطعه	segment
قطعه	segmentu
قطعه	kusy
قطعه	kousky
قطعه	kusů
ساحلی	pobřežní
دیوار	stěna
دیوار	zdi
دیوار	zeď
دیوار	hradby
دیوار	stěny
دیوار	zdi
مترجم	tlumočník
مترجم	překladatel
مترجم	tlumočník
روایت	vyprávění
اکبر	akbar
مجبور	nutí
اعدام	provedený
اعدام	proveden
اعدام	popraven
اعدام	provedené
اعدام	poprava
اعدام	vykonání
اعدام	provedení
اعدام	popravu
اعدام	popravy
روح	ghost
روح	přízrak
روح	duch
روح	duchu
روح	strašidlo
روح	duchu
روح	duch
درگاه	přístavu
درگاه	přístav
درگاه	port
امتیاز	skóre
امتیاز	body
امتیاز	bodů
پیشرفت	pokroku
پیشرفت	pokrok
پیشرفت	progress
پیشرفت	průběh
روحانی	duchovní
روحانی	duševní
روحانی	spirituální
گذاری	bombardování
مخصوص	zvláštní
مخصوص	speciální
مخصوص	speciál
مخصوص	special
منفی	záporné
منفی	negativní
تام	tome
تام	tom
نکته	poznámka
نکته	tip
نکته	bod
نکته	point
گیاهی	rostlina
سهام	zásoby
سهام	akcie
سهام	zásoba
سهام	stavy
سهام	akcie
سهام	podíly
سهام	sdílení
سهام	akcie
سهام	skladem
پرنده	pták
پرنده	ptáček
پرنده	bird
پرنده	ptačí
برلین	berlín
برلین	berlin
برلین	berlíně
تفسیر	komentář
تفسیر	výklad
تفسیر	interpretace
تفسیر	tlumočení
تفسیر	interpretovat
تفسیر	vykládat
درود	požehnání
درود	pozdrav
درود	zdravím
جزئی	dílčí
جزئی	částečné
جزئی	částečná
جزئی	částečný
ولز	welsh
ولز	wales
ولز	walesu
ولز	wells
ولز	studny
کانال	kanál
کانال	kanálu
کانال	kanál
هرچند	nicméně
هرچند	avšak
هرچند	ačkoliv
هرچند	ačkoli
هرچند	třebaže
هرچند	ačkoliv
هرچند	ačkoli
اسناد	doklady
اسناد	papíry
اسناد	dokumenty
اسناد	dokumentů
اسناد	doklady
داریوش	darius
توضیحات	komentář
توضیحات	připomínky
توضیحات	komentáře
توضیحات	poznámky
دقت	usnesení
دقت	rozlišení
دقت	rezoluce
دقت	precizní
دقت	přesnost
دقت	správnost
دقت	přesnost
دقت	přesnosti
آنجلس	angeles
روزهای	dní
روزهای	dnů
روزهای	dny
چارلز	karel
چارلز	charlese
چارلز	charles
چارلز	charlesi
دامنه	působnosti
دامنه	působnost
دامنه	rozsah
دامنه	domény
دامنه	amplituda
نجات	záchrana
نجات	ukládání
نجات	úspory
نجات	záchranu
نجات	uložení
نجات	záchrana
نجات	záchranu
مفید	výhodné
مفید	prospěšné
مفید	přínosné
مفید	užitečná
مفید	užitečný
مفید	užitečné
مفید	užitečná
مفید	užitečný
مفید	užitečné
زدن	klepání
مارتین	martine
مارتین	martina
مارتین	martin
میسیسیپی	mississippi
مهاجم	vetřelci
رباتیک	robotika
رباتیک	robotické
رکوردز	záznamy
رکوردز	rekordy
رکوردز	desky
رکوردز	records
نماد	symbolika
نماد	symbol
نماد	zápis
نماد	ikonu
نماد	ikona
نماد	ikony
تصویری	projektivní
تصویری	vizuální
تکمیل	dokončení
تکمیل	úplná
تکمیل	dokončit
تکمیل	dokončeno
تکمیل	kompletní
قهرمانان	hrdinů
قهرمانان	hrdinové
قهرمانان	hrdiny
قهرمانان	mistři
قهرمانان	mistrů
نبراسکا	nebrasce
وظیفه	clo
وظیفه	povinnost
وظیفه	povinnosti
آهنگسازان	skladatelů
اداری	správní
اداری	administrativní
زادروز	narozeniny
آکادمی	akademii
آکادمی	akademie
ارسال	odeslání
ارسال	odesílání
ارسال	posílám
ارسال	zaslání
ارسال	pošlete
ارسال	poslat
ارسال	pošli
ارسال	zaslat
ارسال	odeslat
دیدار	potkat
دیدار	setkání
دیدار	schůzka
دیدار	schůze
دیدار	zasedání
دیدار	porada
دیدار	střetnutí
فضا	vesmír
فضا	prostor
فضا	prostoru
فضا	space
عکاسی	fotografie
عکاسی	fotografování
عکاسی	fotografické
توماس	tomáše
توماس	thomas
توماس	tomáš
توماس	thomasi
صادق	upřímná
صادق	čestný
صادق	upřímný
انگلیس	england
انگلیس	anglie
پیوست	přiložit
پیوست	připojit
پیوست	dodatek
پیوست	dodatku
پیوست	připojené
پیوست	připojeno
پیوست	příloha
پیوست	přílohy
پیوست	přílohu
موسی	mojžíš
پای	noha
پای	nohu
پای	koláč
پای	pie
پای	koláče
پای	noha
پای	etapa
پای	nohu
پای	noze
پیکچرز	fotky
پیکچرز	obrázků
پیکچرز	obrázky
مثبت	kladný
مثبت	kladné
مثبت	pozitivní
ارتباطات	spoje
ارتباطات	spojení
ارتباطات	sdělení
ارتباطات	komunikační
ارتباطات	komunikace
ارتباطات	sdělení
ارتباطات	komunikační
ارتباطات	komunikace
ارتباطات	sdělování
فراوانی	hojnost
فراوانی	hojnosti
فراوانی	nadbytek
فراوانی	hojnost
جراحی	chirurgie
جراحی	operace
جراحی	chirurgický
جراحی	chirurgické
سابقه	precedens
سابقه	bezprecedentní
مدافع	obhájce
مدافع	obránce
مدافع	uchazeč
رستم	rostam
رستم	rustam
مس	měď
مس	mědi
مس	brass
قرارداد	protokolu
قرارداد	protokol
قرارداد	dohoda
قرارداد	dohodou
قرارداد	zakázka
قرارداد	smlouva
قلب	heart
قلب	srdce
قلب	srdeční
دارایی	majetek
دارایی	nemovitost
دارایی	nemovitosti
دارایی	vlastnost
دارایی	aktiva
دارایی	aktiva
دارایی	aktiv
دارایی	aktivum
رهبران	vůdci
بهداشت	hygienické
بهداشت	hygienu
بهداشت	hygieny
بهداشت	hygiena
بهداشت	zdraví
بهداشت	zdravotnictví
بهداشت	zdravotní
بابل	babel
بابل	babylon
شبه	pseudo
نشست	relace
نشست	sezení
نشست	zasedání
نشست	seděl
نشست	sat
ظرفیت	kapacitu
ظرفیت	kapacity
ظرفیت	kapacita
درک	dereka
درک	derek
درک	pochopit
آلن	allen
آلن	allena
آلن	alana
آلن	alan
مسیحیت	křesťanství
تاجیکستان	tádžikistán
پیتر	petře
پیتر	peter
پیتر	petr
متال	kovy
متال	metal
متال	kov
مسکو	moskvy
مسکو	moskvě
مسکو	moskva
مسعود	mesut
خلاف	rozporu
رومی	římské
رومی	roman
رومی	římská
رومی	romane
رومی	říman
سرویس	služba
سرویس	služby
سرویس	servis
سرویس	obsluha
ابتدای	počátek
ابتدای	začátek
شاهزاده	princi
شاهزاده	kníže
شاهزاده	prince
شاهزاده	princ
معمول	obvyklé
معمول	obvyklý
معمول	obvyklá
ملک	majetek
ملک	nemovitost
ملک	nemovitosti
ملک	vlastnost
ملک	malek
سرمایه	kapitál
احترام	úctu
احترام	respekt
احترام	respektovat
احترام	úcta
احترام	respektu
الکترونیک	elektronika
الکترونیک	elektroniky
الکترونیک	elektronický
الکترونیک	elektronická
الکترونیک	elektronické
رقابت	rivalita
رقابت	soupeření
رقابت	konkurovat
رقابت	soutěžit
رقابت	soutěžní
رقابت	konkurenční
رقابت	soutěž
رقابت	soutěže
رقابت	konkurence
رقابت	soutěžní
کلید	klíče
کلید	klávesy
کلید	klíčky
کلید	klíče
کلید	klíčové
کلید	klíčová
کلید	klíč
کهن	kahn
کهن	starobylé
کهن	starověký
کهن	starověké
نیم	polovina
نیم	půlka
نیم	půl
نیم	polovinu
نیم	napůl
نیم	nim
شیرین	sladký
شیرین	sladká
شیرین	sladké
شیرین	sweet
بد	bad
بد	špatný
بد	zlý
بد	zlo
بد	zlá
صرف	strávil
صرف	strávit
صرف	utrácet
صرف	utratit
سان	sun
سان	slunce
سان	san
شاخص	index
شاخص	rejstřík
شاخص	ukazatel
شاخص	indikátor
بگیرد	vzít
خواندن	přečíst
خواندن	čtěte
خواندن	číst
خواندن	čtení
خواندن	čtu
اسب	koně
اسب	koní
اسب	kůň
اسب	koně
اسب	koni
فعالان	aktivisté
فعالان	aktivistů
زیبایی	krásky
زیبایی	kráska
زیبایی	krasavice
زیبایی	krása
هافبک	záložník
حذفی	playoff
حافظه	vzpomínky
حافظه	vzpomínka
حافظه	vzpomínky
حافظه	paměti
حافظه	paměť
مقیاس	rozsah
مقیاس	stupnice
مقیاس	rozsahu
مقیاس	měřítko
نهم	devátý
نهم	devátá
نهم	deváté
فیلسوفان	filozofové
مکتب	školy
مکتب	školu
مکتب	škola
مارک	označit
مارک	značka
مارک	mark
معمولی	obyčejné
معمولی	obyčejná
معمولی	obyčejný
معمولی	časté
معمولی	společná
معمولی	společné
معمولی	normální
اهداف	cíle
اهداف	branky
اهداف	góly
اهداف	cíle
درد	bolesti
درد	bolest
کارکنان	personál
کارکنان	personální
کارکنان	zaměstnanců
کارکنان	zaměstnancům
کارکنان	zaměstnance
کارکنان	zaměstnanci
فتح	dobývání
فتح	dobytí
فتح	dobýt
فتح	vítězství
لوئیزیانا	louisianě
هواپیمای	letoun
هواپیمای	letadla
هواپیمای	letadlo
هواپیمای	rovina
هواپیمای	letadlo
هواپیمای	letadlo
اعتماد	důvěru
اعتماد	věřit
اعتماد	důvěra
الان	nyní
الان	teď
ریز	riz
ریز	tiny
ماند	zůstal
ماند	zůstaly
ماند	zůstal
ماند	zůstala
درمانی	terapie
درمانی	terapii
درمانی	hojení
درمانی	uzdravení
درمانی	léčení
درمانی	terapeutické
درمانی	léčebné
حالا	nyní
حالا	teď
خودکار	auto
خودکار	automatický
خودکار	automatické
خودکار	automatická
خودکار	automaticky
خودکار	automatický
خودکار	automatické
خودکار	automatická
مغز	mozku
مغز	mozková
مغز	mozek
اطلاع	informování
اطلاع	upozornit
اطلاع	oznámí
اطلاع	uvědomit
اطلاع	oznámit
نشریه	deník
نشریه	journal
نشریه	věstníku
آماده	připraven
آماده	připravena
آماده	připraveno
گوگل	google
ظاهری	hmatatelné
ظاهری	zjevná
ظاهری	zjevné
ظاهری	zřejmé
ظاهری	zřejmá
خانم	slečna
خانم	slečno
داروهای	léky
کتابی	kniha
کتابی	knihu
کتابی	rezervovat
کتابی	knížka
خارجه	zahraniční
خارجه	cizí
سنگی	kamenný
سنگی	stone
سنگی	kámen
سنگی	skály
سنگی	skála
سنگی	skalní
سنگی	kámen
سنگی	rock
بالایی	horní
پیمان	pakt
