elst	эльст
medium	средних
medium	средний
medium	среднее
medium	средние
instruktør	инструктора
instruktør	инструктор
beveget	переехал
beveget	перенесено
jubileum	годовщина
jubileum	юбилей
jubileum	годовщины
jubileum	годовщину
oppnevnt	назначенные
oppnevnt	назначен
hovedkvarteret	штаб
batteri	аккумулятор
batteri	батареи
batteri	батарея
monumentet	памятник
bønn	молиться
bønn	молится
bønn	молитву
bønn	молитва
holdninger	отношение
kriminelle	преступники
kriminelle	преступников
simpsons	симпсонов
trust	доверие
trust	доверять
trust	довериться
joel	джоэл
høyder	хайтс
høyder	высоты
tomt	пусто
tomt	пустая
tomt	пустой
tomt	пустое
tomt	пустые
tomt	пусто
tomt	пустой
ruud	рууд
påstått	предполагаемая
påstått	предполагаемых
påstått	предполагаемый
påstått	предполагаемые
auguste	огюст
must	должен
must	должно
must	должны
steffen	штеффен
benny	бени
benny	бенни
garcía	гарсия
garcía	гарсиа
essex	эссекс
presidenter	президенты
presidenter	президентов
presidenter	председатели
bangkok	бангкоке
bangkok	бангкок
reform	реформирование
reform	реформы
reform	реформа
redaktører	редакторов
egon	эгон
eli	илай
eli	эли
col	кол
anmeldelser	обзоры
anmeldelser	обзоров
anmeldelser	отзывы
prisene	цены
restauranter	рестораны
depresjon	депрессия
depresjon	депрессии
mus	мышей
mus	мыши
mus	мышка
mus	мыши
mus	мышь
norton	нортон
ellevte	одиннадцатый
ellevte	одиннадцатой
ellevte	одиннадцатого
ten	десять
ten	десятка
ten	ten
amerikanere	американцы
prestasjoner	достижения
marilyn	мэрилин
scandinavian	скандинавских
prosjektene	проекты
prosjektene	проектов
komponenter	компонентов
komponenter	компоненты
born	родилась
born	родился
xvi	xvi
reservoaret	водохранилище
tretti	тридцать
tretti	thirty
måne	мун
måne	луна
måne	луну
primitive	примитивные
inviterte	приглашен
inviterte	приглашенные
inviterte	приглашены
inviterte	приглашена
inviterte	приглашенные
fat	толстый
fat	толстая
fat	жир
fat	жирный
css	css
kirka	церковь
kirka	церкви
bella	белла
menigheter	приходы
guangzhou	гуанчжоу
davies	дэвис
anklager	обвинения
bern	берн
bonn	бонн
ris	рис
ris	рис
meldinger	сообщения
meldinger	сообщений
meldinger	послания
forårsaker	причины
forårsaker	причин
halvkule	полушария
halvkule	полушарие
halvkule	полушарии
signatur	подпись
signatur	подписания
signatur	подписание
signatur	подписи
olsson	олссон
helga	хельга
myten	миф
datamaskin	компьютер
datamaskin	computer
opprettelse	создание
opprettelse	создания
opprettelse	сотворение
duncan	дункан
alfonso	альфонсо
sikt	видимости
sikt	видимость
mother	мать
mother	мама
mother	матерь
mother	матушка
lagring	хранение
lagring	хранения
lagring	хранилище
lagring	склад
lagring	спасение
lagring	сохранение
lagring	экономия
lettvekt	легкий
lettvekt	лёгкий
lettvekt	лёгкая
lettvekt	легкие
fremtid	будущее
fremtid	будущий
fremtid	будущая
fremtid	будущие
fattigdom	бедность
fattigdom	бедности
fattigdom	нищета
fattigdom	нищету
hekker	гнездования
utsiden	снаружи
utsiden	вне
prefektur	префектуре
christ	христос
belønning	вознаграждение
belønning	награда
eritrea	эритрея
eritrea	эритрее
eritrea	эритреи
begynnelse	начало
intel	intel
salzburg	зальцбург
borger	гражданин
borger	гражданина
bryan	брайан
bryan	брайн
dragon	dragon
dragon	дракона
dragon	дракон
sphenoptera	sphenoptera
leveres	доставлена
leveres	доставлено
leveres	доставлен
leveres	доставлены
oppfinner	изобретатель
rothschild	ротшильд
propaganda	пропаганды
propaganda	пропаганда
propaganda	пропаганду
captain	капитан
magic	волшебство
magic	волшебная
magic	magic
magic	магия
third	третье
third	третий
third	третья
fossil	окаменелости
fossil	ископаемых
fossil	ископаемые
fossil	ископаемого
selvbiografi	автобиография
greg	грег
forbedringer	усовершенствования
forbedringer	улучшения
forbedringer	улучшение
forbedringer	усовершенствования
leicester	лестер
nøytrale	нейтральный
nøytrale	нейтралитет
nøytrale	нейтральной
nøytrale	нейтральным
perfekt	идеальная
perfekt	идеальный
perfekt	идеально
måner	лун
måner	луны
måner	спутники
atmosfære	атмосфера
atmosfære	атмосферу
besatt	одержим
besatt	одержимый
besatt	одержима
utkast	черновик
utkast	проект
utkast	драфт
hannibal	ганнибал
kommunistene	коммунистов
kommunistene	коммунисты
preston	престон
sjekk	проверьте
sjekk	чек
sjekk	проверка
sjekk	проверить
laos	лаос
frue	мадам
gjensidig	взаимный
gjensidig	взаимно
gjensidig	взаимной
gjensidig	взаимные
gjensidig	взаимная
edit	правка
edit	редактировать
edit	изменить
edit	редактирование
bis	бис
bis	bis
pradesh	прадеш
konsulent	консультант
konsulent	консультанта
konsulent	консультирование
fjerner	удаление
fjerner	удаляет
wessel	вессель
jessica	джессика
rachel	рэйчел
rachel	рейчел
rachel	рэйчел
rachel	рейчел
læring	обучения
læring	обучение
læring	учимся
læring	учусь
levninger	останки
centimeter	сантиметров
centimeter	сантиметров
centimeter	сантиметр
igor	игорь
krevende	требующие
krevende	требуя
marion	мэрион
marion	марион
grenoble	гренобль
islamsk	исламские
islamsk	исламская
islamsk	исламский
islamsk	исламское
talk	поговорить
talk	разговор
talk	говорить
talk	разговоры
stade	стад
foreninger	ассоциаций
foreninger	ассоциации
mineraler	минералов
lübeck	любек
tørr	сухая
tørr	сухие
tørr	сухой
rykter	слухи
rykter	слухи
tilhørighet	принадлежность
tilhørighet	родство
tilhørighet	близость
diskuteres	обсудили
diskuteres	обсуждалось
diskuteres	обсуждались
mesopotamia	месопотамии
genetisk	генетических
genetisk	генетические
genetisk	генетический
unix	unix
standarder	нормы
standarder	стандарты
gibson	гибсон
mulighetene	возможности
grafikk	графика
grafikk	графики
grafikk	оформление
grafikk	artwork
sjekket	проверил
sjekket	проверили
sjekket	проверено
bearbeidet	обработанных
bearbeidet	обработки
aksjon	меры
aksjon	действий
aksjon	действие
aksjon	действия
aksjon	акция
søknad	применения
søknad	заявка
søknad	применение
finans	финансы
finans	финансирование
reality	реальность
reality	реальности
ferge	паром
trygt	безопасно
trygt	безопасное
trygt	сейф
omringet	окружен
omringet	окружили
umeå	умео
copa	кубок
nominasjon	кандидатуры
nominasjon	назначение
nominasjon	выдвижение
nominasjon	номинации
kriminalitet	преступность
kriminalitet	преступления
kriminalitet	преступление
hengende	висит
benedikt	бенедикт
beholder	контейнер
hvile	отдохнуть
hvile	отдых
gotisk	gothic
avgjørelsen	решение
motors	двигатели
motors	motors
stasjonene	станций
stasjonene	станции
bonaparte	бонапарт
folketinget	парламент
anonyme	анонимные
anonyme	анонимность
anonyme	анонимный
anonyme	анонимных
anonyme	анонимно
turer	поездки
tante	тетя
tante	тётушка
tante	тётя
tante	тетя
tante	тётя
høylandet	нагорье
ark	арк
ark	ковчег
hviler	отдыхает
erobring	завоевания
rikdom	богатства
rikdom	богатство
hårete	волосатый
argentinske	аргентинский
argentinske	аргентинская
moral	морали
moral	мораль
verft	верфи
plattformen	платформу
plattformen	платформы
plattformen	платформа
hunt	охота
hunt	хант
dawn	рассвете
dawn	рассвет
dawn	дон
langsomt	медленно
langsomt	потихоньку
chuck	чака
chuck	чак
aspekter	аспекты
emi	emi
budskap	сообщение
budskap	послание
winchester	винчестер
murphy	мерфи
murphy	мёрфи
canal	канал
ajax	ajax
fortsettelse	продолжил
fortsettelse	продолжение
omar	омар
robertson	робертсон
bart	барт
bart	барта
bart	усы
gjennomgang	обзор
gjennomgang	обзора
gjennomgang	рассмотрение
gjennomgang	пересмотреть
kinoer	кинотеатрах
kinoer	кинотеатрах
andrews	эндрюс
bryggeri	пивоварня
terror	террор
monster	монстр
monster	чудовище
novgorod	новгород
rein	рейн
rein	чистые
rein	чистая
rein	чисто
rein	чистый
rein	очистить
rein	чистой
oppvarming	отопление
oppvarming	потепления
oppvarming	потепление
tibetansk	тибетский
pels	шерсть
pels	мех
pels	меха
framgang	прогресс
utrecht	утрехт
wei	вэй
overskrift	заголовок
overskrift	заголовок
tilpasse	настроить
tilpasse	адаптироваться
tilpasse	адаптировать
kolonne	колонна
kolonne	колонка
kolonne	колонке
kolonne	столбец
erfarne	опытные
erfarne	опытных
erfarne	опытный
kryss	пересечения
kryss	пересечение
kryss	кросс
kryss	крест
kryss	креста
starr	старр
bureau	президиум
bureau	бюро
stuping	погружение
stuping	дайвинг
word	слово
word	word
fødselen	роды
fødselen	рождения
fødselen	рождение
forbedring	совершенствование
forbedring	улучшение
tau	веревка
tau	веревку
tau	тау
tau	веревки
andrej	андрей
andrej	андрей
andrej	андрей
guardian	страж
guardian	хранитель
guardian	опекун
sem	sem
diesel	дизель
bucurești	бухаресте
oppfylt	выполнено
oppfylt	выполнены
brandt	брандт
tildeling	распределение
planlegger	планирование
planlegger	планирование
planlegger	планы
kledd	одеты
kledd	одета
kledd	одет
kledd	одетый
agency	учреждение
agency	агентства
agency	агенство
agency	агентство
mohamed	мухаммед
mohamed	мохамед
mohamed	мохаммед
pågår	текущих
duke	герцог
duke	дюк
fuktig	сырости
things	вещи
hjulpet	помогло
hjulpet	помогли
hjulpet	помог
hjulpet	помогла
nou	ноу
mannlig	мужской
mannlig	мужчина
mannlig	самец
mannlig	мужские
albrecht	альбрехт
avslører	раскрывает
forberede	приготовиться
forberede	подготовиться
forberede	подготовить
detaljerte	подробные
detaljerte	подробно
detaljerte	подробный
detaljerte	подробное
ivareta	защищать
ivareta	защитить
ivareta	защитите
utenlands	зарубежные
utenlands	заморских
tegne	рисовать
tegne	привлечь
tegne	нарисовать
tegne	ничья
tegne	рисование
tegne	рисунок
aksjer	разделяет
aksjer	доли
aksjer	акции
percy	перси
liège	льеж
antydet	намекнул
varig	прочного
varig	прочный
varig	прочного
skyter	стреляет
skyter	увольнение
cbs	cbs
ulrik	ульрик
kansler	ректор
kansler	канцлер
skarpe	острая
skarpe	острые
skarpe	шарп
skarpe	острый
papua	папуа
klinisk	клинических
videoen	video
videoen	видео
flytting	переселение
flytting	перемещение
flytting	переселения
flytting	переезд
flytting	перемещение
flytting	двигаться
aberdeen	абердин
rømme	побег
rømme	сбежать
kraków	кракове
kraków	краков
kraków	краков
tinn	тин
shaw	шоу
shaw	шо
bergman	бергман
psykologisk	психологической
psykologisk	психологическое
psykologisk	психологический
psykologisk	психологические
psykologisk	психологическая
irving	ирвинг
cleveland	кливленд
målene	целей
målene	цели
målene	мишени
målene	цели
vokaler	гласные
manuskripter	рукописи
støy	шум
innstilling	позиция
innstilling	отношение
innstilling	настрой
labour	труд
helten	герой
hardy	харди
frost	фрост
frost	мороз
raser	гонки
avslutning	окончание
avslutning	конец
française	франсез
underholdning	развлечения
underholdning	развлечение
underholdning	entertainment
fotografi	фотографии
fotografi	фотография
fotografi	сфотографировать
fotografi	фотография
engineering	инженерии
engineering	инжиниринг
farao	фараон
farao	фараона
tetthet	плотность
kursiv	курсив
dagbok	дневник
dagbok	журнал
dagbok	journal
dagbok	дневник
ankommer	прибывает
ankommer	прибывающих
wings	крылья
bevissthet	осведомленность
bevissthet	осознание
bevissthet	осведомленности
bevissthet	сознание
mystiske	мистик
look	посмотри
look	смотрите
look	смотри
look	посмотрите
cato	като
ekspansjon	расширение
yunnan	юньнань
kirkenes	киркенес
forbød	запрещена
forbød	запрещены
forbød	запрещен
forbød	запрещено
range	дальность
range	диапазон
forbrytelser	преступления
landing	посадка
landing	посадку
landing	посадки
toulouse	тулузе
intern	внутренние
intern	внутреннего
intern	внутренняя
intern	внутренний
intern	внутреннее
utrolig	удивительно
utrolig	потрясающая
utrolig	поразительно
utrolig	изумительно
utrolig	потрясающе
utrolig	невероятное
utrolig	невероятная
utrolig	невероятные
utrolig	невероятно
utrolig	невероятное
utrolig	невероятный
utrolig	невероятная
utrolig	невероятные
utrolig	невероятно
orlando	орландо
justin	джастин
alliance	альянс
flyplasser	аэропорты
flyplasser	аэропортах
tyler	тайлер
holger	хольгер
lucy	люси
burton	бёртон
burton	бартон
psykolog	психолог
psykolog	психолога
brenner	горит
brenner	сжигание
brenner	бреннер
brenner	бёрнс
brenner	ожоги
brenner	бернс
skandinavisk	скандинавских
prima	prima
dyre	дорогое
dyre	дорого
dyre	дорогие
elsket	любил
elsket	любила
elsket	любили
duck	дак
duck	утка
duck	утку
duck	утки
kontekst	контексте
kontekst	контекст
kontekst	контекста
tegneserie	comics
tegneserie	комиксы
tegneserie	комикс
tegneserie	мультик
zum	zum
huang	хуан
glade	поляны
alexandre	александр
purple	фиолетовый
oder	одер
likeledes	аналогично
trim	отделкой
trim	упражнение
trim	упражнения
somalia	сомали
bennett	беннетт
bennett	беннет
topper	пикс
topper	вершины
kritikker	обзоры
kritikker	обзоров
kritikker	отзывы
signaler	сигналы
bakre	задняя
bakre	тыл
bakre	сзади
bakre	задних
discogs	discogs
hager	сады
jakter	охотится
investeringer	инвестиции
investeringer	инвестирование
investeringer	капиталовложения
investeringer	инвестиции
antonius	антоний
antonius	энтони
tankene	мысли
estiske	эстонии
piper	пайпер
emmanuel	эммануэль
ulykker	происшествия
ulykker	аварии
ulykker	аварий
ulykker	дтп
terminal	терминал
fravær	отсутствие
vakt	гвардия
vakt	охрана
vakt	охранник
hengt	повесили
hengt	хун
hengt	повесили
ungdommer	kids
ungdommer	детки
ungdommer	дети
ungdommer	молодёжь
overføre	перенос
overføre	трансфер
overføre	передача
tenor	тенор
beyond	помимо
opplagt	очевидные
opplagt	очевидно
opplagt	очевидная
opplagt	очевидна
opplagt	очевидное
håret	волосы
håret	волос
vinkel	угол
bulgarske	болгарии
very	очень
leie	аренда
leie	нанять
leie	аренда
leie	аренду
leie	прокат
walt	уолт
federal	федеральное
federal	федеральные
federal	федерального
federal	федеральный
federal	федеральная
tolvte	двенадцатой
tolvte	двенадцатый
forestilling	исполнение
forestilling	производительность
mick	мик
indianere	индейцев
indianere	индейцы
arkiver	архив
arkiver	архивы
arkiver	архив
arkiver	архивов
overordnede	начальники
overordnede	начальство
honduras	гондурасе
honduras	гондурас
honduras	гондураса
henter	получаю
henter	получаем
henter	получение
overveiende	преимущественно
lexikon	lexikon
dynamisk	динамические
dynamisk	динамических
dynamisk	динамично
kollega	коллега
kollega	коллега
leserne	читатели
leserne	читателей
ørkenen	пустыня
ørkenen	пустыне
ørkenen	пустыни
hovedfag	майоров
besittelse	хранение
besittelse	владение
besittelse	обладание
guddommelige	божественная
guddommelige	божественное
massive	массовые
spektrum	спектр
spektrum	спектра
forblir	останки
forblir	остаётся
forblir	останется
ska	ска
styring	управление
import	импорт
import	импортировать
import	импорт
trinidad	тринидад
omstendigheter	обстоятельства
omstendigheter	обстоятельство
omstendigheter	обстоятельства
skjule	скрывать
skjule	скрыть
skjule	спрятать
permanente	постоянная
permanente	постоянное
permanente	постоянные
permanente	постоянный
liechtenstein	лихтенштейн
facto	факто
facto	facto
anatomi	анатомии
jemen	йемен
jemen	йемена
rømte	сбежал
rømte	сбежали
rømte	сбежала
tilflukt	убежище
regjeringer	правительств
regjeringer	правительства
regjeringer	правительствам
enestående	исключительных
enestående	исключительное
enestående	исключительные
enestående	исключительный
enestående	исключительная
enestående	беспрецедентное
enestående	беспрецедентный
enestående	беспрецедентные
enestående	беспрецедентно
enestående	выдающийся
enestående	выдающиеся
moralsk	моральная
moralsk	мораль
moralsk	моральный
jorge	хорхе
fisken	рыбка
fisken	рыба
fisken	рыбы
eksperimenter	опыты
eksperimenter	эксперименты
magnusson	магнуссон
håndbok	руководство
håndbok	справочник
nassau	нассау
motion	ходатайство
motion	движение
kompleks	комплекс
kompleks	сложная
kompleks	сложные
kompleks	сложных
kompleks	сложный
manhattan	манхэттен
kopiert	скопировал
festivaler	фестивалей
detalj	деталь
danse	dance
danse	танцуй
danse	танец
danse	танцы
lokalene	помещение
lokalene	помещения
lokalene	помещений
darwin	дарвин
sel	sel
sel	печать
nation	нация
nation	нации
noenlunde	умеренно
religionen	религии
religionen	религия
won	победила
won	выиграла
won	выиграл
won	победил
maximilian	максимилиан
mistanke	подозрение
mistanke	подозрения
mistanke	подозреваемый
mistanke	подозрения
amy	эми
march	марш
march	март
march	марта
hebei	хэбэй
jesse	джесси
mora	мора
terra	терра
dokumentere	документ
stan	стэн
stan	стен
beleiring	осада
beleiring	осады
flyselskap	авиакомпании
flyselskap	авиалинии
flyselskap	авиакомпания
indianerne	индейцев
indianerne	индейцы
augustin	огюстен
sendinger	трансляции
etterkommer	потомок
bild	bild
ram	рама
ram	рам
morning	утро
morning	morning
prosa	проза
alter	алтарь
patent	патент
patent	патента
doktoren	доктор
doktoren	врач
katedral	собор
brunt	браун
brunt	коричневые
brunt	коричневый
kaldt	холодная
kaldt	холодное
kaldt	холодный
kaldt	холодно
kaldt	холод
foreslå	предложите
foreslå	предложить
foreslå	предлагать
foreslå	рекомендовать
edge	край
edge	краю
edge	края
seere	зрителей
seere	зрители
leilighet	квартира
leilighet	апартаменты
leilighet	квартире
jeremy	джереми
jesuittordenen	иезуитов
away	подальше
away	прочь
marino	марино
borgerlig	буржуа
madame	мадам
madame	мадам
better	лучше
better	получше
synd	жаль
synd	жалко
synd	жалость
synd	грех
synd	син
skjermen	экран
kritiker	критик
kritiker	критика
split	сплит
split	раскол
split	разделить
une	une
verde	верде
namibia	намибия
namibia	намибии
kjøkken	кухня
kjøkken	кухни
kjøkken	кухне
kjøkken	кухня
kjøkken	кухни
dokumentarfilm	документальных
respons	реагирование
respons	реакция
respons	ответ
respons	ответы
qatar	катаре
qatar	катар
qatar	катара
bulletin	бюллетень
vedvarende	стойкие
vedvarende	настойчивые
vedvarende	стойких
nyttige	полезная
nyttige	полезное
nyttige	полезный
nyttige	полезно
nyttige	полезные
nyttige	полезное
nyttige	полезный
nyttige	полезно
nyttige	полезные
vega	вега
sida	страница
sida	страницу
sida	page
sida	страницы
sida	сторона
sida	стороне
målinger	метрики
målinger	замеры
målinger	измерения
målinger	измерений
samtale	переписку
samtale	переписка
samtale	разговор
samtale	беседа
administrert	управляемые
administrert	управляемый
administrert	управляемых
administrert	управляемый
administrert	удалось
administrert	управляемые
melodier	мелодии
melodier	мелодии
trykte	печатных
fragmenter	осколки
fragmenter	фрагменты
tips	советы
tips	подсказки
tips	подсказка
reading	читаем
reading	чтения
reading	читаю
reading	чтение
foretrakk	предпочла
foretrakk	предпочтение
charter	уставе
charter	хартия
charter	устав
sorg	скорбь
sorg	горе
sorg	печали
sorg	горе
sorg	скорбь
sorg	печаль
sorg	скорбь
sorg	грусть
sorg	печали
sorg	грусти
sorg	печаль
sorg	трауре
emigrerte	эмигрировал
emigrerte	иммигрировал
forskrift	декрет
forskrift	указ
gerald	джеральд
flo	фло
vulkansk	вулканической
guillaume	гийом
virgin	девственница
virgin	виргинских
virgin	дева
evil	злой
evil	зла
evil	злая
evil	зло
bukt	залив
bukt	залива
bukt	бей
bukt	бэй
bukt	залив
bukt	bay
forventes	ожидалось
forventes	ожидаемые
forventes	ожидается
forventes	ожидаемый
forventes	ожидаемое
rart	странная
rart	странное
rart	странный
rart	странно
rart	странные
rart	странная
rart	странное
rart	странный
rart	странно
rart	странные
operativ	оперативный
operativ	оперативной
diplom	дипломы
diplom	диплом
diplom	аттестат
philips	philips
jevn	устойчивый
jevn	стабильный
ira	ира
why	зачем
why	почему
future	будущее
future	будущий
future	будущая
future	будущие
allsvenskan	аллсвенскан
tenkning	думаю
tenkning	мышление
gjengen	банда
parallell	параллельное
parallell	параллельно
parallell	параллель
parallell	параллельные
parallell	параллельных
chester	честер
reykjavík	рейкьявике
reykjavík	рейкьявика
pre	пре
innvendig	внутри
innvendig	изнутри
innvendig	внутрь
body	body
body	тела
body	тело
akutt	острая
akutt	острой
akutt	острое
akutt	острый
give	отдать
give	дать
give	дай
give	дайте
furu	пайн
forberedt	подготовленный
forberedt	подготовлена
forberedt	подготовленные
forberedt	подготовлено
forberedt	подготовлен
forutsetter	предполагает
forutsetter	подразумевает
sletter	удаление
interwiki	interwiki
giles	джайлз
symbolsk	символическое
gregory	григорий
gregory	грегори
zambia	замбия
zambia	замбии
reagerer	реагирует
bom	бом
bom	бон
kunstverk	оформление
kunstverk	artwork
burke	берк
burke	бёрк
bibelske	библейские
blake	блейк
blake	блэйк
oppførte	действовал
oppførte	действовала
oppførte	действовали
oppførte	действовало
hjemland	родину
hjemland	родина
guttene	парни
guttene	мальчики
guttene	мальчишки
guttene	boys
guttene	мальчиков
gottfried	готфрид
rockefeller	рокфеллера
slave	раб
slave	раба
productions	productions
tilsyn	надзор
tilsyn	надзора
thai	таиланда
martha	марта
michelle	мишель
granitt	гранит
building	строительство
building	здание
bradley	брэдли
brooks	брукс
carol	кэрол
pic	пос
pic	пик
streisand	стрейзанд
crystal	кристал
crystal	кристаллы
crystal	кристалл
fargerike	красочных
hindi	хинди
shorts	шорты
wells	скважины
wells	уэллс
språklige	языковым
blokk	заблокировать
blokk	блокировка
blokk	блок
blokk	блокировать
overkant	избыток
overkant	превышение
overkant	излишки
skottlands	шотландия
skottlands	шотландии
husket	вспомнил
husket	вспомнила
emily	эмили
naken	голые
naken	голая
naken	голый
åbo	турку
benz	benz
grekere	греки
grekere	греков
varighet	длительность
varighet	продолжительность
arven	наследие
arven	наследство
arven	наследование
arven	наследования
arven	наследство
aaron	аарон
aaron	аарона
pleier	обычно
giftige	ядовитая
june	июнь
june	джун
june	июня
eyes	глаз
eyes	глаза
eyes	глазки
fremgang	прогресс
cardiff	кардифф
utfyllende	всеобъемлющий
utfyllende	всеобъемлющего
irakiske	иракские
irakiske	иракцы
irakiske	иракский
irakiske	иракская
irakiske	ирака
wind	ветер
wind	ветра
willie	уилли
willie	вилли
adresser	адреса
adresser	адресов
catholic	католической
catholic	католик
catholic	католическая
catholic	католики
skiskytter	биатлонист
arkivert	архив
arkivert	подано
arkivert	подал
enormt	огромные
enormt	огромная
enormt	огромный
enormt	огромные
enormt	огромное
pablo	пабло
nathan	нейтан
nathan	натан
objektet	предмет
objektet	объект
objektet	объекта
cohen	коэн
imperial	imperial
springer	спрингер
forfølgelse	преследование
forfølgelse	преследования
mottakelse	прием
mottakelse	приём
lovgivning	законодательство
lovgivning	законов
lovgivning	законы
feste	party
feste	сторона
feste	партия
feste	вечеринка
stranda	пляж
stranda	пляже
stranda	beach
stranda	бич
kenny	кенни
fraser	фраз
fraser	фразы
fraser	фрейзер
penn	пенн
penn	перо
penn	пен
penn	ручка
penn	ручку
lotus	lotus
frekvens	частотность
frekvens	периодичность
frekvens	частота
forsterkninger	подкрепление
forsterkninger	подкрепления
forsterkninger	укрепление
forsterkninger	усиление
hang	повесили
hang	хун
presentere	представляем
presentere	представляя
presentere	настоящее
presentere	подарок
umiddelbar	мгновение
umiddelbar	немедленно
umiddelbar	немедленное
umiddelbar	незамедлительно
isbre	ледник
everton	эвертон
potensielle	потенциал
potensielle	потенциальная
ekspedisjoner	экспедиции
hopkins	хопкинс
hansson	ханссон
presley	пресли
today	сегодня
today	today
ocean	океан
ocean	океана
advarsel	предупреждения
advarsel	предупреждение
advarsel	предостережение
advarsel	осторожность
advarsel	предостережение
logisk	логическое
logisk	логично
kleopatra	клеопатра
støttes	поддерживаемые
støttes	поддерживается
støttes	поддержал
støttes	поддерживаются
lines	строк
lines	линии
lines	линий
lines	строки
unikt	уникальная
unikt	уникальные
unikt	уникальный
unikt	уникальное
leiden	лейденский
forklarte	пояснил
forklarte	объяснили
forklarte	объяснила
forklarte	пояснила
forklarte	объяснил
schneider	шнайдер
elektroner	электроны
geologisk	геологических
geologisk	геологической
portland	портленде
boisduval	boisduval
geometri	геометрия
definerte	определен
definerte	определена
definerte	определено
definerte	определены
sunderland	сандерленд
aktivist	активист
astronomiske	астрономических
fredelig	мирно
fredelig	мирная
fredelig	мирные
fredelig	мирное
fredelig	мирного
fredelig	мирный
ekspert	эксперта
ekspert	эксперт
undervist	научил
undervist	преподавал
vita	vita
oppmuntret	поощряется
oppmuntret	поощряли
montreal	монреальского
montreal	монреаль
kabul	кабуле
sid	сид
sid	sid
hearts	сердца
pole	столб
pole	полюс
sardinia	сардинии
feire	празднование
feire	праздновать
feire	отметить
feire	отпраздновать
trusler	угрозы
helikopter	вертолет
helikopter	вертолёт
øyeblikkelig	немедленно
øyeblikkelig	незамедлительно
øyeblikkelig	мгновение
øyeblikkelig	немедленно
øyeblikkelig	немедленное
øyeblikkelig	незамедлительно
øyeblikkelig	моментально
øyeblikkelig	мгновенно
forklares	пояснил
forklares	объяснили
forklares	объяснила
forklares	пояснила
forklares	объяснил
konferanse	конференция
konferanse	конференцию
konferanse	конференции
magi	волшебство
magi	волшебная
magi	magic
magi	магия
etikk	этика
etikk	этики
stigende	растущая
stigende	восходящей
hopper	прыжки
hopper	прыгает
hopper	прыжок
hopper	прыжки
hopper	прыгать
hopper	хоппер
kreps	раков
kreps	раки
misjon	миссии
misjon	миссия
befestet	укрепили
enstemmig	единогласно
enstemmig	единодушно
enstemmig	единогласное
enstemmig	единогласно
enstemmig	единодушно
klein	кляйн
klein	клайн
originalen	оригинальная
originalen	оригинально
originalen	оригинальные
originalen	первоначального
originalen	оригинальный
originalen	оригинал
macdonald	макдональд
prost	прост
folkelig	популярная
folkelig	популярных
folkelig	популярный
folkelig	популярное
folkelig	популярные
hoteller	отели
hoteller	гостиницы
hoteller	hotels
grenen	сектор
grenen	ветвь
grenen	филиал
telefon	телефон
telefon	телефон
ving	крыло
ving	крыла
sopp	грибок
sopp	грибы
sopp	гриб
sopp	грибы
avslutningen	выпускной
tommer	дюйм
tommer	дюймов
tommer	дюйма
bing	бинг
uklar	неясно
uklar	неясным
uklar	непонятно
performance	исполнение
performance	производительность
gradene	звания
gradene	ряды
fiji	фиджи
bevist	доказали
bevist	доказала
bevist	доказано
bevist	доказал
bevist	доказана
bevist	доказано
bevist	доказал
åndelig	духовные
åndelig	духовный
åndelig	духовное
åndelig	духовного
medarbeider	работник
medarbeider	сотрудник
medarbeider	служащий
medarbeider	коллега
medarbeider	ассоциированных
strømmer	потоки
strømmer	потоков
strømmer	ручьи
kommisjon	комиссия
kommisjon	комиссии
overalt	всюду
overalt	везде
overalt	повсеместно
overalt	повсюду
alla	алла
taliban	талибан
taliban	талибана
dee	ди
rome	рим
misnøye	недовольство
brått	неожиданно
brått	внезапно
brått	вдруг
brått	внезапный
brått	внезапное
brått	внезапно
vie	посвятить
vie	уделять
avenue	проспект
avenue	avenue
avenue	авеню
karbon	углерода
karbon	углерод
domstol	корт
domstol	суд
wehrmacht	вермахт
minnesmerke	мемориал
jamie	джейми
audi	audi
øre	ухо
øre	уха
beskjeden	скромная
beskjeden	скромный
beskjeden	скромные
mosambik	мозамбике
mosambik	мозамбик
mosambik	мозамбика
morrison	моррисон
plikt	долг
plikt	обязанность
alberta	альберты
alberta	альберта
synonym	синоним
jenta	девочка
jenta	girl
jenta	девчонка
jenta	девушка
later	притворяется
korstog	crusade
korstog	крестоносцев
brukernavn	username
huskes	вспомнил
huskes	вспомнила
niger	нигер
niger	нигера
niger	нигере
weimar	веймар
erstattes	заменяет
overføring	передачи
overføring	передача
overføring	перенос
overføring	трансфер
overføring	передача
overføring	перенос
cromwell	кромвель
usikkerhet	неуверенность
vor	vor
dante	данте
catalonia	catalunya
catalonia	каталонии
afghanske	афганская
afghanske	афганских
afghanske	афганский
afghanske	афганские
nsdap	нсдап
sokker	носки
avklart	решен
avklart	разрешен
avklart	решена
avklart	урегулирован
jürgen	юрген
laurent	лоран
fish	рыбка
fish	рыба
fish	рыбы
mortensen	мортенсен
buffalo	буффало
rue	рю
svinger	перепады
landsbyene	деревни
landsbyene	деревень
dører	двери
borneo	борнео
fysiologi	физиологии
liberty	свобода
templer	храмы
svakere	слабее
alfabetisk	алфавитный
alfabetisk	алфавитном
ragnvald	рёгнвальд
britt	бритт
homofile	геев
homofile	геи
homofile	гомосексуалистов
homofile	gay
homofile	гей
homofile	геи
cortina	кортина
syriske	сирийской
