teolog	teolog
poljoprivredne	zemědělské
grebena	útesy
catherine	kateřina
catherine	catherine
studentima	studentky
studentima	studenti
studentima	žáci
studentima	studenty
spiraea	spiraea
pretpostavke	předpoklady
pretpostavke	předpokladů
pretpostavke	domněnky
anđeli	andělé
anđeli	anděly
anđeli	andílci
jugozapadnoj	jihozápadní
jugozapadnoj	jihozápad
pita	koláč
pita	pie
pita	koláče
pita	žádá
prijetnje	výhružky
prijetnje	ohrožení
prijetnje	výhrůžky
prijetnje	hrozby
prijetnje	vyhrožování
odobrio	schváleno
odobrio	schválené
odobrio	schválen
odobrio	schválená
odobrio	schválený
odobrio	schválena
snyder	snyder
dale	dale
pacijent	pacienta
pacijent	pacientka
pacijent	trpělivý
pacijent	pacient
snova	snů
snova	sny
malta	maltu
malta	malty
malta	malta
justin	justin
dostignuća	úspěchy
dostignuća	úspěchy
hoffman	hoffman
edgar	edgara
edgar	edgar
mučenika	mučedníky
bašić	bašić
koraka	kroků
koraka	schody
koraka	kroky
japanci	japonské
japanci	japonská
japanci	japonský
japanci	japonec
ozbiljne	závažné
ozbiljne	závažná
ozbiljne	vážné
austin	austin
iznimka	výjimkou
iznimka	výjimku
iznimka	výjimka
okrenuo	otočila
okrenuo	otočil
pogreška	chyba
pogreška	omyl
pogreška	chybu
pogreška	chyba
kriterij	kritérium
kriterij	kritéria
kriterij	kritérií
membrane	membrány
marijana	marianne
opseg	obvodu
opseg	obvod
opseg	působnosti
opseg	působnost
opseg	rozsah
pobjedio	vyhrála
pobjedio	vyhráli
pobjedio	vyhrál
povezivanje	spojení
povezivanje	připojení
povezivanje	souvislost
povezivanje	propojení
povezivanje	připojit
povezivanje	propojit
povezivanje	připojuji
povezivanje	připojení
ugljik	uhlíku
ugljik	uhlík
ugljik	uhlíkové
powell	powell
kontrolira	ovládání
kontrolira	kontroly
slaba	slabý
slaba	slabá
slaba	slabé
konji	koně
konji	koní
pristaje	sedí
odobrenje	autorizace
odobrenje	povolení
odobrenje	oprávnění
odobrenje	schválení
odobrenje	schvalování
odobrenje	autorizace
mostova	mosty
mostova	mostů
novinarka	novináře
novinarka	novinář
novinarka	novinářka
novinarka	reportér
novinarka	reportérka
novinarka	novinář
flora	flora
propast	doom
propast	zkáza
promatrati	pozorovat
stilova	styly
hbo	hbo
opremljena	namontováno
opremljena	vybaveni
opremljena	vybavené
opremljena	vybavená
opremljena	vybaveno
izvanredno	mimořádné
izvanredno	neobyčejný
izvanredno	mimořádná
izvanredno	vynikající
tvoj	vaše
tvoj	váš
tvoj	tvůj
tvoj	tvoje
tvoj	vaši
tvoj	vaše
tvoj	tvoje
tvoj	váš
tvoj	tvůj
seattle	seattle
seattle	seattlu
planeti	planet
planeti	planety
protokol	protokolu
protokol	protokol
terra	terra
umjetna	umělý
umjetna	umělé
umjetna	uměle
umjetna	umělá
svinja	prase
tesla	tesla
luigi	luigi
metro	metra
metro	metro
kamenje	kamenů
kamenje	kamení
kamenje	kameny
kamenje	kamení
kamenje	kameny
kamenje	skal
kamenje	skály
operativne	operační
operativne	operativní
operativne	provozní
reinhold	reinhold
pumpe	čerpadla
vodoravno	vodorovně
vodoravno	horizontální
vodoravno	vodorovné
vodoravno	vodorovně
vela	závoj
vela	závoje
vela	vela
golf	golfu
golf	golf
sklonost	sklon
sklonost	sklon
sugerira	navrhuje
sugerira	naznačuje
palazzo	palazzo
većinski	většina
većinski	většiny
optički	optické
optički	optická
optički	optický
optički	optický
napoleona	napoleon
ovaca	ovečky
ovaca	ovčí
ovaca	ovce
beck	beck
helen	helena
helen	helen
manga	mango
manga	manga
manga	mango
manga	manga
manga	manga
sigurnošću	jistotu
sigurnošću	jistota
organi	orgánů
organi	orgány
kantona	kantonů
kantona	kantonu
kantona	kanton
okupljanja	srazy
branitelji	obránci
branitelji	obránce
branitelji	obhájci
teritoriji	území
teritoriji	teritorium
sutra	zítřek
sutra	zítra
kariba	karibiku
maroko	maroko
unutarnja	vnitřní
unutarnja	interní
zapovjednici	velitelé
moguć	možné
moguć	možný
građanima	občané
građanima	občany
jačanje	posílení
jačanje	posilování
jačanje	propagovat
trinidad	trinidad
alpe	alpy
slučajevi	bedny
slučajevi	případech
slučajevi	pouzdra
slučajevi	případy
springer	springer
jupitera	jupiter
gif	gif
namjerava	zamýšlí
namjerava	hodlá
sebastian	sebastian
sebastian	sebastiana
novinari	stiskněte
novinari	tisk
novinari	novináře
novinari	novináři
novinari	reportéři
novinari	reportéry
novinari	novináři
plaže	pláži
plaže	pláže
plaže	pláž
plaže	pláže
plaže	pláží
masters	masters
masters	mistři
masters	mistrů
masters	mistry
dekan	deane
dekan	děkan
dekan	dean
sony	sony
zec	hare
zec	zajíc
zec	králíček
zec	zajíc
zec	králík
šećer	cukr
šećer	cukru
punta	punta
sfera	koule
profesionalna	profesionální
profesionalna	profesionál
profesionalna	profesní
sex	pohlaví
sex	sexu
sex	sex
invazija	invaze
govornici	řečníků
genocid	genocida
blackmore	blackmore
bare	rybník
bare	rybníku
bare	rybníky
preporod	oživení
potaknuti	ostruha
plodovi	ovoce
plodovi	plody
loša	bad
loša	špatný
promjeru	průměru
promjeru	průměr
laboratorij	laboratoře
laboratorij	laboratorní
laboratorij	laboratoř
laboratorij	laboratoř
rezidencija	sídlo
rezidencija	bydliště
rezidencija	rezidence
lange	lange
boca	boca
boca	lahev
boca	láhev
boca	flaška
minas	minas
košarka	basket
košarka	basketbal
tragedija	tragédie
bavarske	bavorské
nominaciju	nominaci
nominaciju	nominace
specifična	specifické
specifična	specifická
specifična	konkrétní
specifična	specifický
dokazano	prokázané
dokazano	prokázána
dokazano	prokázáno
divlja	divočina
divlja	divoká
divlja	divoké
divlja	divoký
iznenađenje	překvapení
prikupljanje	sběr
prikupljanje	sbírání
prikupljanje	sběr
prikupljanje	kolekce
prikupljanje	sbírky
prikupljanje	sbírka
prikupljanje	shromažďování
greda	paprsek
greda	paprsky
ličnost	osobnost
ličnost	osobnosti
božanstva	božstvo
božanstva	božstva
elongata	elongata
kukuruza	kukuřice
kukuruza	kukuřici
izričito	výslovně
drukčije	jiný
drukčije	jiná
drukčije	různé
drukčije	jiné
tribina	tribunou
tribina	tribunu
panorama	panorama
incident	incident
veleposlanik	velvyslanec
veleposlanik	velvyslankyně
slovaci	slováci
pijanist	pianista
christie	christie
bodovi	body
bodovi	bodů
gume	gumy
gume	pneumatiky
gume	pneumatik
gume	pneumatiky
turističko	turistická
turističko	turistické
turističko	turista
gps	gps
mjuzikl	muzikál
mjuzikl	hudební
daj	dej
daj	dejte
tjedno	týdenní
tjedno	týdně
delaware	delaware
baca	hází
baca	hodí
peck	pecka
peck	peck
peck	pecku
mauzolej	mauzoleum
torpedo	torpédo
carvalho	carvalho
zavjet	pakt
dante	dante
poljaci	poláci
englezi	angličané
englezi	česky
englezi	anglické
englezi	angličtina
englezi	anglicky
tragove	tratě
tragove	stopy
tragove	skladby
tragove	koleje
tragove	vodítka
salona	kadeřnictví
salona	salon
salona	salón
hat	klobouček
hat	čepice
hat	klobouk
klan	klan
klan	klanu
križevci	križevci
stvori	vytvoření
stvori	vytváření
stvori	vytvořit
venera	venuši
venera	venuše
bugojno	bugojno
razdvojba	rozcestník
gggg	rrrr
kopno	pozemky
kopno	pozemek
kopno	země
kopno	pevnině
palma	palma
prelazak	přechod
prelazak	křížení
publikacija	publikace
provedena	provedena
postignuća	úspěchy
postignuća	úspěchy
voldemort	voldemort
posuda	plavidlo
posuda	nádoba
planirao	plánované
planirao	plánováno
planirao	plánovaný
planirao	naplánované
planirao	plánovaná
otrov	jed
otrov	jed
eksplozija	výbuch
eksplozija	exploze
eksplozija	výbuch
berry	bobule
berry	berry
poplave	povodně
poplave	záplavy
poplave	povodně
poplave	záplavy
poplave	povodně
poplave	povodeň
poplave	záplavy
stručno	odborně
ordo	ordo
alt	alt
urtica	urtica
gorski	gorski
pružiti	poskytovat
pružiti	poskytnout
irena	irena
irena	irena
irena	irene
poljoprivredu	zemědělství
susjedi	sousedy
susjedi	sousedé
susjedi	sousedi
susjedi	sousedy
susjedi	sousedé
susjedi	sousedi
alkohol	alkoholu
alkohol	alkohol
dora	dora
obiteljima	rodiny
peto	peto
peto	pátá
peto	páté
peto	pátý
mustafa	mustafa
kamp	kemp
kamp	camp
kamp	tábor
dojke	prsa
dojke	prsu
komentara	komentář
komentara	připomínky
komentara	komentáře
komentara	poznámky
organizirano	organizovaná
organizirano	organizovaný
organizirano	organizované
organizirano	organizovaná
organizirano	organizovaný
organizirano	organizované
naglasiti	zdůraznit
naglasiti	zdůraznit
naglasiti	zdůraznit
kum	kmotr
kum	kmotra
uvale	zálivy
svjedok	svědek
svjedok	svědka
svjedok	svědkyně
živo	živá
aranžman	uspořádání
aranžman	ujednání
izlaže	vystavuje
brojke	čísla
batman	batman
batman	batmana
bacio	hodil
bacio	hodil
dijalog	dialogu
dijalog	dialogy
dijalog	dialog
dijalog	dialog
usvojen	přijato
usvojen	přijata
usvojen	přijat
usvojen	přijatá
rasti	růst
rasti	rostou
istraživao	vyšetřoval
koloniju	kolonií
koloniju	kolonie
pozitivan	kladný
pozitivan	kladné
pozitivan	pozitivní
drevne	antikové
odluci	rozhodnutí
odluci	rozhodování
apache	apache
prihvaćanje	přijímá
prihvaćanje	přijetí
prihvaćanje	přijetí
dob	stáří
dob	věk
dob	věku
podne	polední
podne	poledne
kritizirao	kritizoval
kritizirao	kritizoval
tina	tino
tina	tinu
tina	tina
debljina	tloušťka
debljina	tloušťky
dolar	dolar
paulie	paulie
sjene	stíny
sjene	stínu
sjene	shadow
sjene	stín
staljin	stalin
lopez	lopez
jimi	jimi
rtl	rtl
poteškoća	obtíže
poteškoća	obtížích
poteškoća	obtíž
poteškoća	obtížné
poteškoća	potíže
disanje	dýchá
disanje	dýchání
disanje	dýchání
ogroman	obrovský
ogroman	obrovské
ogroman	obrovská
ogroman	enormní
ogroman	obrovské
software	softwaru
software	software
arabije	arábie
predsjedništvo	předsednictvo
predsjedništvo	předsednictví
olga	olga
jede	stravování
jede	jíst
jede	jí
odgoja	výchova
gusto	hustý
gusto	husté
gusto	tlustý
gusto	hustá
konga	conga
konga	konga
rekonstrukcija	rekonstrukci
rekonstrukcija	rekonstrukce
erupcija	erupce
šesnaest	sixteen
šesnaest	šestnáct
nicolas	nicolas
podići	zvýšit
kan	chán
kan	khan
kan	kan
sumnja	podezřelé
sumnja	podezřelí
sumnja	podezření
sumnja	pochybovat
sumnja	pochyby
sumnja	pochybnost
sumnja	pochybnosti
sumnja	pochyby
sumnja	pochybnosti
sumnja	podezření
sumnja	podezřelý
nastanjuje	obývá
sbc	sbc
uživa	užívá
uživa	užívá
uživa	užíváme
igranje	hraní
igranje	hrají
igranje	hrajeme
igranje	hraje
jaki	silně
jaki	silná
jaki	silné
jaki	silný
horn	roh
horn	horn
pobunjenika	rebel
pažljivo	pečlivě
pažljivo	opatrně
biblija	bible
biblija	bibli
četrnaest	fourteen
četrnaest	čtrnáct
koordinate	souřadnice
walesa	wales
walesa	walesu
sao	sao
stockholm	stockholmu
stockholm	stockholm
magnetsko	magnetický
magnetsko	magnetické
magnetsko	magnetická
zbunjen	zmatená
zbunjen	zmatený
zbunjen	zmatení
standardima	normy
standardima	standardy
standardima	norem
kontroverze	kontroverze
abdul	abdul
margaret	margaret
margaret	markéta
price	ceny
price	price
price	cena
price	cenu
price	příběhy
stana	stan
stana	stane
židove	židům
židove	židé
židove	židů
židove	žid
cactaceae	cactaceae
vojislav	vojislav
atlantic	atlantic
atlantic	atlantik
očuvanju	zachování
očuvanju	uchování
očuvanju	uchovávání
blokiran	zablokovaný
blokiran	zablokované
blokiran	zablokovaná
svinje	prasata
svinje	prasat
platforme	plošiny
platforme	nástupiště
platforme	platformy
arterije	tepny
kabine	kabiny
aves	aves
plamen	plamen
plamen	plameny
beat	beat
beat	porazit
čuvar	strážce
čuvar	opatrovník
čuvar	strážný
čuvar	strážce
čuvar	stráž
čuvar	strážný
čuvar	hlídač
ratko	ratko
hrast	dub
hrast	oak
hrast	dubu
melodije	melodie
melodije	melodie
kiss	pusa
kiss	pusu
kiss	kiss
kiss	polibek
optužio	obviněný
optužio	obviněn
odgovorna	zodpovědná
odgovorna	odpovědný
odgovorna	odpovědná
odgovorna	zodpovědný
odgovorna	odpovědné
icao	icao
doseg	dosah
doseg	rozsah
doseg	rozmezí
doseg	dosah
premijeru	premiéra
premijeru	premiéru
premijeru	premiéry
infrastrukture	infrastruktury
infrastrukture	infrastrukturu
infrastrukture	infrastruktura
okusa	chutě
okusa	chuť
okusa	chutná
okusa	chuť
okusa	příchuť
prekinuta	přerušena
prekinuta	přerušil
prekinuta	přerušeno
osjećaje	pocity
osjećaje	city
osjećaje	pocitů
organiziran	organizovaná
organiziran	organizovaný
organiziran	organizované
organiziran	organizovaná
organiziran	organizovaný
organiziran	organizované
lamarck	lamarck
hipoteza	hypotéz
hipoteza	hypotéza
organiziranje	organizování
obrt	řemesla
obrt	plavidlo
obrt	řemeslo
obrt	plavidla
obrt	řemesla
kylie	kylie
pravno	právně
pravno	legálně
pravno	zákonné
pravno	zákonný
pravno	právní
pravno	legální
zbroj	částka
zbroj	suma
zbroj	součet
bačka	bačka
diamond	diamantový
diamond	diamond
diamond	diamantové
diamond	diamant
neil	neila
neil	neil
preživjeti	přežít
izdvojiti	přidělit
poglavar	náčelníka
predlošci	šablony
duncan	duncana
duncan	duncan
schult	schult
pumpa	čerpadlo
pumpa	pumpa
fern	fern
airbus	airbus
clara	clara
clara	claro
clara	klára
slijedio	následovalo
slijedio	následovala
slijedio	sledoval
slijedio	následoval
pera	peří
pera	pírko
pera	peří
norme	normy
norme	norem
norme	norma
nosa	nos
bomba	bomba
metalni	kovy
metalni	metal
metalni	kov
metalni	kovové
metalni	kovový
tower	tower
tower	věži
tower	věže
tower	věž
bush	křoví
bush	bush
bush	bushe
bush	keř
bush	bushova
euonymus	brslen
ujak	strýc
ujak	strejda
dokumenta	dokumenty
dokumenta	dokumentů
dokumenta	doklady
dokumenta	dokument
dokumenta	dokumentu
dokumenta	doklad
bauer	bauer
izvorna	originální
izvorna	originál
izvorna	původní
dominiraju	dominovat
sara	sarah
sara	sára
sara	sara
sara	sára
sara	saro
lokomotive	lokomotiva
lokomotive	lokomotivy
rené	rené
rené	rené
rené	rene
česi	češi
radoslav	radoslav
neriješeno	kravata
neriješeno	remíza
neriješeno	kravatu
neriješeno	nevyřešené
sullivan	sullivan
sullivan	sullivanová
firenca	florence
firenca	florencie
slabi	slabý
slabi	slabá
slabi	slabé
svijetlo	světle
svijetlo	lehké
svijetlo	světlo
svijetlo	bystrá
braun	braun
preporučuje	doporučuje
preporučuje	doporučujeme
preporučuje	doporučené
preporučuje	doporučuje
preporučuje	doporučená
preporučuje	doporučeno
predsjednici	předsedové
predsjednici	prezidenti
predsjednici	prezidentů
dodavanja	přidání
dodavanja	přidávám
dodavanja	přidávání
robovi	otroci
robovi	otroky
zadatke	úkoly
zadatke	úkoly
zadatke	úlohy
zadatke	úkolů
posjeti	návštěvu
posjeti	navštívit
posjeti	návštěva
posjeti	navštivte
posjeti	návštěv
posjeti	návštěvy
posjeti	návštěva
ekonomist	ekonom
emitiranje	vysílání
emitiranje	vysílat
emitiranje	vysílání
kapelan	kaplan
iata	iata
borbena	divoká
parkova	parků
parkova	parky
pločice	dlaždice
pločice	dlaždice
izrazi	výrazů
izrazi	výrazy
vladislav	vladislav
vulkan	vulkán
vulkan	sopka
vulkan	vulkán
vulkan	vulkánské
jacob	jacob
jacob	jakub
jacob	jakuba
purcell	purcell
katoličanstvo	katolictví
vegetacije	vegetace
naizgled	zdánlivě
okružuju	okolní
okružuju	obklopují
inspektor	inspektor
intervencije	intervence
intervencije	zásahy
intervencije	zásahy
intervencije	intervence
intervencije	zásah
intervencije	intervenční
tucker	tucker
porez	daně
porez	daň
porez	daňové
porez	daní
porez	daně
jame	jámy
jame	jáma
jame	jámy
portland	portlandu
rovinj	rovinj
diana	diana
pretpostavka	domněnka
pretpostavka	dohady
pretpostavka	předpoklad
pretpostavka	domněnka
predgrađu	předměstí
predgrađu	předměstí
predgrađu	předměstí
isaac	isaac
gljive	houby
gljive	houby
gljive	houba
pojačanje	posily
pojačanje	posily
pojačanje	zálohy
pojačanje	záložní
pojačanje	záloha
pojačanje	posila
logore	tábory
logore	táborů
tumora	tumor
tumora	nádoru
tumora	nádor
sjeme	osiva
sjeme	semena
sjeme	semeno
sjeme	osivo
sjeme	osiva
sjeme	semínka
sjeme	semena
sjeme	osivo
lucija	lucie
lucija	lucius
lucija	lucie
lucija	lucia
rožnice	rohovky
rožnice	rohovky
rožnice	rohovky
branitelj	obhájce
branitelj	obránce
poljoprivredi	zemědělství
preostalo	zbývající
silvio	silvio
majica	triko
majica	košili
majica	tričko
majica	košile
zur	zur
izgubiti	prohrát
izgubiti	ztratit
smjernice	pokyny
smjernice	pokyny
srebrni	stříbrná
srebrni	stříbrné
srebrni	stříbro
srebrni	silver
estonija	estonsko
ibrahim	ibrahim
hladno	studené
hladno	studený
hladno	studená
hladno	zima
hladno	chlad
duhovno	duchovní
duhovno	duševní
duhovno	spirituální
duhovno	duševně
duhovno	duchovně
eduardo	eduardo
ehrenberg	ehrenberg
armenija	arménie
grace	grace
grace	milost
radar	radar
komentare	komentář
komentare	připomínky
komentare	komentáře
komentare	poznámky
pérez	pérez
prebivalište	sídlo
prebivalište	bydliště
prebivalište	rezidence
eagle	orel
eagle	eagle
eagle	orlí
eagle	orla
droga	léky
droga	drogy
droga	drog
droga	drogy
droga	droga
mlađa	mladší
mlađa	mladších
pogubljen	provedený
pogubljen	proveden
pogubljen	popraven
pogubljen	provedené
julia	julie
julia	julii
julia	julia
tin	tin
baba	baba
moto	motto
moto	moto
bombardiranje	bombardování
bombardiranje	bombardování
goli	nazí
goli	nahý
goli	nahé
goli	nahá
goli	nahý
goli	nahé
goli	nahá
moral	morálku
moral	morálka
moral	morálku
moral	morálka
moral	morálku
moral	morálka
jamie	jamie
jamie	jamieho
camus	camus
fiba	fiba
podržavao	podpořil
podržavao	podporovaných
podržavao	podporované
podržavao	podporováno
punjenje	zpoplatnění
punjenje	nabíjení
andromeda	andromeda
najjači	nejsilnější
rase	dostihy
rase	závody
rase	rasy
označena	označené
označena	označen
označena	označený
označena	označeno
označena	označeny
označena	označená
označena	označené
označena	označeno
valove	vlny
valove	vln
con	podfuk
con	con
rey	rey
hunter	hunter
hunter	lovec
tajno	tajně
tajno	potají
tajno	tajný
tajno	tajná
tajno	tajemství
tajno	tajné
akt	jednat
akt	čin
akt	akt
akt	dějství
poglavice	náčelníci
etimologija	etymologie
seks	pohlaví
seks	sexu
seks	sex
locke	locke
uha	uši
uha	ucha
uha	ouška
uha	ušní
uha	ucho
ponuda	nabízí
ponuda	nabídky
ponuda	nabídku
ponuda	nabídnout
ponuda	nabídka
holm	holm
unutra	dovnitř
unutra	uvnitř
unutra	vevnitř
meč	zápas
meč	utkání
meč	shoda
familia	familia
jutra	rána
aplikacije	žádosti
aplikacije	aplikace
aplikacije	přihlášky
aplikacije	aplikace
aplikacije	aplikací
čaj	čaje
čaj	čaj
čaj	tea
ine	ine
ames	ames
pokretač	spouštěč
pokretač	spouštění
forma	forma
forma	formulář
forma	formě
inspiracija	inspiraci
inspiracija	inspirace
neuspješno	neúspěšně
neuspješno	neúspěšný
neuspješno	neúspěšné
puk	regiment
puk	pluk
transfer	transfer
transfer	přesun
transfer	převod
transfer	přenos
transfer	převést
veljko	veljko
sateliti	satelity
sateliti	družice
lgbt	lgbt
memorije	vzpomínka
memorije	vzpomínky
memorije	paměti
memorije	paměť
pride	pýcha
pride	hrdost
italia	italia
rex	rex
kent	kenta
kent	kent
kupila	koupil
kupila	koupila
kupila	koupili
floridi	floridu
floridi	floridy
floridi	florida
obred	obřad
pratnju	doprovod
restoran	restaurace
had	hádes
pružanje	poskytující
pješaštvo	pěchota
poteškoće	obtíže
poteškoće	obtížích
poteškoće	obtíž
poteškoće	obtížné
poteškoće	potíže
poteškoće	potíže
poteškoće	obtíže
sadašnjost	dárek
sadašnjost	přítomnost
sadašnjost	přítomen
glina	hlína
glina	hlíny
glina	clay
homer	homer
perrier	perrier
blizine	blízkost
chuck	chuck
bis	bis
bis	přídavek
portreta	portréty
službenik	úředník
službenik	strážník
službenik	důstojník
bijelci	bílí
sajam	fér
sajam	spravedlivý
sajam	férové
sajam	spravedlivé
sajam	veletrh
zaustavio	zastavil
zaustavio	přestalo
zaustavio	zastaveno
zaustavio	přestal
garden	zahrady
garden	zahrada
garden	zahradní
primijetio	oznámení
primijetio	všiml
prisilno	násilně
prisilno	donutil
prisilno	donucen
prisilno	nucené
poslovna	obchod
poslovna	obchodní
poslovna	podnikání
poslovna	byznys
elektrode	elektrody
elektrode	pádla
elektrode	elektroda
elektrode	elektrody
uvala	záliv
uvala	bay
utvrđivanje	určování
utvrđivanje	odhodlání
utvrđivanje	stanovení
utvrđivanje	určení
utvrđivanje	určování
zabranio	zakázal
očigledno	zřejmý
očigledno	zjevné
očigledno	zřejmá
očigledno	zřejmé
ponos	pýcha
ponos	hrdost
zdenka	zdenka
cole	cole
cole	cola
fosila	fosílie
mozaik	mozaiky
marsh	marsh
graz	graz
složene	složený
složene	složené
komponenta	složka
komponenta	komponent
podružnica	dceřiné
naslovi	popisky
naslovi	názvy
naslovi	tituly
kažnjen	potrestán
sonata	sonata
ocjene	známky
novaka	novak
novaka	nováčci
novaka	zelenáči
novaka	rekruty
madrida	madrid
madrida	madridu
cbs	cbs
štap	klacek
oštećenje	poškození
oštećenje	škody
balkana	balkán
balkana	balkánu
urbana	městský
urbana	městská
urbana	městské
castle	zámek
castle	castle
castle	hrad
romane	římské
romane	roman
romane	římská
romane	romane
romane	říman
romane	romány
romane	novely
ratove	války
ratove	válek
platanthera	vemeník
zvijeri	šelmy
zvijeri	zvíře
zvijeri	bestie
zvijeri	šelmy
zvijeri	bestie
jurij	yuri
elektronički	elektronický
elektronički	elektronická
elektronički	elektronické
elektronički	elektronicky
carmen	carmen
zube	zubů
zube	zuby
zube	zoubky
wheeler	wheeler
nigra	nigra
uspona	ups
ostvaren	splněno
ostvaren	splněna
ostvaren	dosaženo
ostvaren	dosažený
ostvaren	dosažen
ostvaren	dosažené
oslobođeni	osvobozena
oslobođeni	osvobodili
oslobođeni	osvobozen
oslobođeni	osvobodil
oslobođeni	osvobozen
julius	julius
sant	sant
naboj	poplatek
naboj	obvinění
naboj	nálož
naboj	nabít
loza	révy
loza	vine
loza	vinice
albume	alba
albume	alb
aleksandr	alexandr
jednaki	rovni
jednaki	rovný
jednaki	rovné
jednaki	rovná
indoneziji	indonésie
oklopna	obrněné
oklopna	obrněná
vijećnica	radní
bjeloruski	běloruské
utvrđeni	opevněné
bugari	bulharů
pozadina	pozadí
pozadina	zázemí
izumiranja	vyhynutí
izumiranja	zánik
helsinkiju	helsinkách
naočale	skleničky
naočale	sklenice
naočale	brýle
partneri	parťáci
partneri	partnery
partneri	partneři
terapije	terapie
terapije	terapii
piloti	piloti
piloti	piloty
alija	ali
sivi	šedé
sivi	gray
sivi	šedý
sivi	šedivý
sivi	šedá
sivi	šedá
sivi	grey
sivi	šedé
sivi	greyová
sivi	šedý
sivi	šedivý
temeljito	důkladně
temeljito	důkladný
temeljito	důkladné
temeljito	důkladná
nasilno	násilně
nasilno	násilné
nasilno	násilný
nasilno	násilník
sirije	sýrie
luther	luther
luther	luthera
uhvatiti	chytit
uhvatiti	úlovek
uhvatiti	zachytit
uhvatiti	zajmout
uhvatiti	zachycení
uhvatiti	zachycování
uhvatiti	zajetí
xbox	xbox
reputaciju	reputaci
reputaciju	reputace
reputaciju	pověst
reputaciju	pověsti
siva	šedé
siva	gray
siva	šedý
siva	šedivý
siva	šedá
siva	šedá
siva	grey
siva	šedé
siva	greyová
siva	šedý
siva	šedivý
deklaracija	prohlášení
deklaracija	deklarace
wells	wells
wells	studny
harvard	harvardu
harvard	harvard
gubici	ztrát
gubici	ztráty
gardner	gardner
povlastice	výsady
povlastice	výhody
povlastice	privilegia
povlastice	práva
povlastice	přínosy
povlastice	přínos
povlastice	výhody
povlastice	dávky
phillips	phillips
spencer	spencer
spencer	spencera
žensko	samice
žensko	ženská
žensko	žena
poslovanje	obchod
poslovanje	obchodní
poslovanje	podnikání
poslovanje	byznys
skijaš	lyžař
orbitu	orbitu
svetozar	svetozar
break	zlom
break	zlomit
break	pauza
break	přestávka
primarna	primární
zarada	zisk
zarada	zisku
zarada	výdělek
zarada	výdělky
zarada	výdělek
zarada	zisk
zarada	zisky
nivo	level
nivo	úrovně
nivo	úroveň
nivo	hladina
nivo	úrovni
meadow	louky
meadow	meadow
jana	jan
jana	jana
jana	honza
jana	jano
jana	jana
jedinstveno	jedinečný
jedinstveno	unikátní
jedinstveno	jedinečná
jedinstveno	jedinečné
olovo	olovo
olovo	vést
pag	pag
ostavi	opustit
ostavi	odejít
kanadu	kanada
kanadu	kanady
tvorac	tvůrce
tvorac	stvořitel
tvorac	tvůrce
tvorac	stvořiteli
napušten	opuštěné
napušten	opuštěná
napušten	opustil
napušten	opuštěný
preživjela	přeživší
preživjela	survivor
kolegama	kolegy
kolegama	kolegové
kolegama	kolegů
stajao	stál
mia	mia
mia	miu
mia	mio
odabran	vybrán
odabran	vybraná
odabran	vybráno
odabran	vybrané
odabran	vybraný
lam	lam
hoda	chodit
hoda	chůze
hoda	chození
hoda	procházky
svile	hedvábí
žile	žíly
žile	nádoby
žile	plavidel
žile	plavidla
div	obr
div	obří
stefana	stefana
stefana	stefan
neboder	mrakodrap
ostavljajući	odchází
ostavljajući	odchod
ostavljajući	odcházím
ostavljajući	odchodu
sredina	střed
sredina	střední
sredina	prostřední
sredina	centrum
sredina	středisko
sredina	střed
sredina	centre
sedma	sedmé
sedma	sedmá
sedma	sedmý
sharp	ostrý
sharp	ostře
sharp	ostré
sharp	ostrá
rušenje	demolice
glasovi	hlasy
glasovi	hlasuje
glasovi	hlasování
glasovi	hlasů
glasovi	hlasy
glasovi	hlasů
urednici	redakce
urednici	editoři
prostorno	prostorových
prostorno	prostorové
ljubomir	ljubomir
podnijeti	rukojeť
podnijeti	zvládnout
podnijeti	předložit
podnijeti	odeslat
stao	zastavil
stao	přestalo
stao	zastaveno
stao	přestal
mason	masona
mason	mason
mirovina	odebrání
mirovina	důchod
mirovina	důchodu
mirovina	penzion
mirovina	penze
mirovina	důchod
mirovina	důchody
vatikan	vatikánu
vatikan	vatikán
pobunjenici	rebelové
pobunjenici	povstalci
pobunjenici	rebely
parkovi	parků
parkovi	parky
kung	kung
viridis	viridis
carice	císařovna
mornar	námořník
maksimir	maksimir
lucius	lucie
lucius	lucius
granate	náboje
granate	mušle
granate	skořápky
granate	granáty
granate	granát
che	che
zahtijevao	požadoval
zahtijevao	požadovala
zahtijevao	vyžadoval
zahtijevao	požadovali
provoditi	vynutit
provoditi	vymáhat
cvijeće	květiny
cvijeće	květy
kratera	krátery
kratera	kráter
buffalo	buffalo
licence	licence
hal	hal
hal	hale
tumačenja	výklady
nacionalizam	nacionalismus
predstavljali	představoval
najbliže	nejbližší
najbliže	nejblíže
najbliže	nejbližší
prethodna	předchozí
prethodna	předcházející
carolina	karolíně
carolina	karolína
puerto	puerto
herman	herman
tursko	turecký
tursko	turecké
tursko	turecká
benfica	benfica
seta	sady
seta	soupravy
seta	nastavuje
redovnik	mnich
islamski	islámský
islamski	islámské
jeste	udělal
asteroida	asteroid
asteroida	asteroidy
vrta	zahrady
vrta	zahrada
vrta	zahradní
označavanje	označování
struke	povolání
struke	profese
prikazane	zobrazeny
iznose	částky
šesta	šestá
šesta	šestý
šesta	šesté
omogućeno	povolené
omogućeno	povoleno
omogućeno	umožnila
nil	neila
