категорія	kategorya
дружини	wives
майор	major
майор	alkalde
майор	mayor
річок	ilog
капітан	captain
капітан	kapitan
капітан	kapitana
колись	someday
свята	banal
свята	pasko
свята	holidays
свята	bakasyon
свята	kapaskuhan
вода	tubig
боротьба	wrestling
боротьба	pakikibaka
боротьба	struggle
боротьба	aaway
боротьба	fighting
словенії	eslobenya
знання	kaalaman
знання	knowledge
педагог	educator
аналізу	aanalisa
регіонів	rehiyon
кораблі	ships
білорусь	belarus
франка	franca
франка	franko
зустрічаються	matugunan
зустрічаються	kilalanin
зустрічаються	magkita
сюр	sur
тему	paksa
тему	theme
тему	tema
центральний	central
центральний	gitnang
лежить	kasinungalingan
шотландії	scotland
середньої	gitnang
середньої	gitna
основний	ubod
основний	core
основний	pangunahing
основний	pangunahin
основний	basic
представник	kinatawan
триває	nagpapatuloy
триває	patuloy
триває	nagaganap
триває	kasalukuyang
розширення	pagpapalawak
розширення	extension
розширення	palugit
розширення	expansion
розширення	extension
виготовлення	gumawa
виготовлення	makagawa
виготовлення	magkaanak
художників	painters
залежності	dependensiya
містечко	bayan
білий	maputi
білий	puti
західна	kanluranin
західна	western
успішно	matagumpay
успішно	matagumpay
місяці	buwan
місяці	months
народна	katutubong
народна	folk
створені	nakabuo
створені	nabuo
створені	ginawa
створені	nilikha
літак	airplane
літак	eroplano
літак	plane
літак	eroplano
літак	eroplano
втрати	kawalan
втрати	pagkawala
втрати	casualties
підпис	caption
підпис	paliwanag
підпис	lagda
підпис	pirma
протікає	daloy
протікає	umaagos
протікає	lumilitaw
автором	author
насправді	actually
насправді	talaga
дав	nagbigay
архітектура	architecture
архітектура	arkitektura
політична	pulitikal
політична	politikal
політична	pampulitika
коло	bilog
легко	madali
легко	madaling
легко	easy
всередині	inside
всередині	loob
засновник	tagapagtatag
засновник	founder
засновник	progenitor
будинків	bahay
будинків	homes
будинків	tahanan
історична	makasaysayang
названий	pinangalanang
названий	pinangalanan
названий	nagngangalang
гроші	pera
гроші	salapi
науковці	scientist
науковці	siyentipiko
служба	divine
служба	serbisyo
служба	paglilingkod
керівництво	management
керівництво	pamamahala
керівництво	tagapamahala
зірки	starlight
зірки	stars
вчений	siyentipiko
гру	game
гру	laro
швейцарії	switzerland
кожному	bawat
підприємство	enterprise
залишити	umalis
залишити	iwan
залишити	iwanan
вихід	lumabas
вихід	exodo
вихід	umaalis
вихід	umalis
вихід	lumabas
вихід	iniwan
бога	god
бога	diyos
бога	boga
режим	mode
кілометрів	milya
прийнято	tinanggap
будинки	homes
будинки	tahanan
будинки	bahay
володіння	pagkontrol
володіння	dependensiya
продюсер	producer
потрапив	enroll
ольга	olga
машина	makina
машина	kotse
машина	sasakyan
бік	gilid
бік	tabi
бік	karamay
бік	tagiliran
цифровий	digital
простір	space
простір	kalawakan
простір	puwang
простір	espasyo
забив	panalong
дніпро	dnipro
куди	saan
куди	asan
гран	gran
гран	grand
олена	elena
біографія	talambuhay
тиждень	linggo
тиждень	lingguhan
тиждень	lingo
епохи	epoch
вулиць	kalye
договір	kontrata
договір	tratado
договір	kasunduan
старий	matanda
старий	luma
медалі	medals
відрізняється	nagkakaiba
заснував	itinatag
курс	kurso
курс	course
курс	bitbit
курс	tindig
курс	nadadala
географічне	geographic
географічне	heograpikong
географічне	heograpikong
засновано	itinatag
засновано	batay
двигун	engine
двигун	makina
остаточно	permanente
остаточно	permanenteng
чорний	itim
захоплення	kunan
захоплення	kumuha
захоплення	capture
турнір	tournament
зміг	ma
інженер	engineer
виключно	eksklusibo
порядок	oorder
порядок	order
матеріал	footage
матеріал	materyal
матеріал	materyales
миру	peace
миру	kapayapaan
канада	canada
поза	labas
поза	lampas
поза	beyond
поза	kabila
костянтин	konstantin
костянтин	constantine
костянтин	constantino
тов	tov
досвід	maranasan
досвід	karanasan
фірми	kompanya
фірми	matibay
операцій	operations
операцій	operasyon
дорога	daan
театрі	sinehan
театрі	theater
театрі	teatro
бароко	baroque
творчість	pagkamalikhain
творчість	narrative
творчість	salaysay
користь	makinabang
користь	benepisyo
цар	king
цар	hari
цар	haring
цар	tsar
захисник	defender
захисник	kalaban
захисник	protector
єпископ	bishop
єпископ	obispo
важко	mahirap
марка	stamp
руки	arms
руки	armas
руки	kamay
руки	hands
місяця	buwan
місяця	buwan
місяця	moon
документи	docs
документи	dokumentong
документи	documents
документи	dokumento
проблема	problema
захворювання	disorder
захворювання	sakit
визнання	acceptance
визнання	pagtanggap
визнання	confession
визнання	paterno
визнання	pagkilala
визнання	recognition
вільям	william
сучасні	makabagong
сучасні	modern
сучасні	modernong
сучасні	makabago
переможець	nagwagi
переможець	winner
переможець	pagandahan
літаків	eroplano
змагань	competitions
керував	coordinate
керував	mangasiwa
фортеці	walled
фортеці	citadel
піренеї	pyrénées
закладів	institusyon
одразу	kaagad
одразу	agad
кольори	kulay
спорт	palakasan
спорт	sport
спорт	isport
спорт	palakasan
спорт	isports
спорт	sports
брата	kuya
порівняно	kumpara
порівняно	inihambing
порт	daungan
ель	ale
петербург	petersburgo
вздовж	along
кораблів	ships
канал	canal
канал	channel
бельгії	belgium
звільнення	bitawan
звільнення	ilabas
звільнення	pakawalan
звільнення	paglaya
звільнення	liberation
звільнення	pagbibitiw
звільнення	rapture
економіка	economics
економіка	ekonomiya
східна	silangang
прийняття	adoption
білі	maputi
білі	puti
чоловіка	asawa
чоловіка	lakay
запропонував	inaalok
запропонував	inalok
запропонував	inaalay
математики	math
молодший	menor
молодший	minor
нижня	lower
визначається	tinukoy
обслуговування	pagpapanatili
обслуговування	maintenance
проектів	proyekto
групу	grupo
групу	pangkat
групу	group
біла	maputi
біла	puti
біла	bila
власні	sarili
власні	sariling
православної	ortodoksong
кордон	hangganan
місцеві	lokal
ідея	idea
ідея	ideya
вимоги	kinakailangan
вимоги	requirements
веде	leads
веде	pinangunahan
веде	lead
почесний	honorary
їхні	kanila
казахстан	kazakhstan
тисячі	libo
червона	pula
червона	red
вважає	isinasaalang
короткий	maiksi
короткий	maikli
короткий	short
короткий	pandak
короткий	maikling
провулок	makipot
провулок	alley
проводиться	pagiging
переїхав	inilipat
степан	stephen
степан	esteban
працівників	manggagawa
конструкції	istruktura
метро	kalakhang
метро	metro
примітки	tala
примітки	tandaan
примітки	notes
примітки	tala
сад	hardin
ніч	gabi
німецька	aleman
заходи	pamamaraan
марк	marc
лікар	physician
лікар	doktor
лікар	doctor
найбільша	pinakamalaking
найбільша	pinakamalaking
пар	pares
пар	pari
лев	leon
лев	lev
лев	leo
валерій	valery
валерій	valerius
довгий	mahaba
довгий	matagal
довгий	haba
драми	drama
польоту	lumilipad
польоту	flight
польоту	lipad
змі	media
змі	midya
богородиці	virgin
богородиці	birhen
богородиці	theotokos
слави	fame
перетворення	conversion
перетворення	transform
перетворення	pagbabagong
перетворення	transformation
реалізації	pagpapatupad
реалізації	katuparan
боротьбі	aaway
боротьбі	fighting
газ	gas
аеропорт	airport
аеропорт	paliparan
здатність	kakayahang
здатність	kakayahan
костел	iglesia
костел	simbahan
костел	church
героїв	heroes
жили	nanirahan
жили	tumira
залізнична	railway
залізнична	riles
альпи	alpes
альпи	alpes
жінка	babae
жінка	babae
жінка	female
дійсно	talaga
португалії	portugal
дочка	daughter
назад	paurong
назад	umatras
назад	backward
назад	likod
назад	bumalik
назад	balikan
назад	balik
органи	organo
органи	organs
хвороби	karamdaman
хвороби	sakit
процеси	proseso
наступних	paparating
угоди	bargain
угоди	pangangalakal
принцип	prinsipyo
анна	anne
анна	anna
сценарист	screenwriter
англійська	tagalog
англійська	ingles
увійшов	inilagay
увійшов	pinasok
увійшов	naipasok
намагався	tried
намагався	sumubok
намагався	nasubukan
намагався	sinubukan
надзвичайно	labis
течії	kinakailangang
мужність	katapangan
мужність	tapang
спроби	sinusubukang
спроби	sinusubukan
причиною	sanhi
причиною	cause
солдат	sundalo
солдат	kawal
відкрита	buksan
відкрита	bukas
відкрита	open
повний	busog
повний	full
повний	buo
повний	buong
повний	complete
повний	kumpletuhin
повний	kompleto
повний	kumpleto
кошти	gastos
випуску	bitawan
випуску	ilabas
випуску	pakawalan
написання	pagsusulat
ситуації	situation
ситуації	sitwasyon
основою	base
загін	squad
особисто	personal
пройшов	lumipas
пройшов	pasado
родин	kabahayan
жодного	wala
надалі	parin
факт	katunayan
факт	fact
факт	katotohanan
народ	folks
народ	tao
рідко	bihira
рідко	madalang
рідко	bihira
герої	heroes
збірка	koleksiyon
збірка	koleksyon
прі	prix
долина	lambak
долина	valley
леонід	leonidas
леонід	leonid
спостереження	pagmamanman
спостереження	pagsubaybay
спостереження	monitor
спостереження	obserbasyon
спостереження	pinagmamasdan
спостереження	observation
введення	typing
сторінок	pahina
санта	santa
остання	huling
остання	huli
остання	last
остання	pinakabagong
остання	pinakabago
остання	pinakahuling
остання	pinakahuli
остання	latest
гравців	manlalaro
найбільший	pinakamalaking
морі	mori
зміст	nilalaman
зміст	toc
зміст	nilalaman
нам	nam
зберігання	pagkontrol
зберігання	imbakan
зберігання	storage
високий	high
високий	mataas
високий	tangkad
високий	matangkad
обробки	pinoproseso
обробки	pagpoproseso
обробки	processing
обробки	pagproseso
силами	kapangyarihan
польські	polish
вірменії	armenia
архів	arkibo
архів	archive
банк	bangko
стіни	pader
образ	imagery
світло	liwanag
світло	magaan
світло	ilaw
світло	ilaw
популярність	kasikatan
популярність	katanyagan
попередній	prev
попередній	dating
попередній	nakaraang
естонії	estonia
природно	natural
природно	naturally
грузії	georgia
виграв	nanalo
виграв	panalo
дорівнює	pantay
дорівнює	katumbas
дорівнює	equals
будучи	pagiging
пише	writes
пише	magsusulat
авіації	panghimpapawid
авіації	aviation
телебачення	telebisyon
найкращі	makakaya
найкращі	pinakamagandang
найкращі	pinakamaganda
найкращі	best
японія	japan
японія	hapon
зміна	palitan
зміна	magbabago
зміна	pagbabago
зміна	baguhin
зміна	change
хтось	sinuman
хтось	somebody
залишки	nananatiling
залишки	remnant
збірник	compilation
бригада	brigada
риб	isda
підписав	pinirmahan
випадків	kaso
тетяна	tatiana
технічні	teknikal
характеру	pangako
метал	metal
ситуація	situation
ситуація	sitwasyon
музичний	musikal
музичний	musical
стоїть	standing
стоїть	nakatayo
стоїть	stands
середнього	karaniwan
зустрічі	miting
зустрічі	pulong
зустрічі	pagkakakilala
зустрічі	pagpupulong
зустрічі	pagpupulong
башкортостан	bashkortostan
залишився	nanatili
могила	puntod
могила	libingan
могила	puntod
могила	libingan
могила	grave
малий	liit
малий	maliit
маси	sambayanan
птахи	birds
птахи	ibon
птахи	ibon
перехід	tumalon
перехід	pagbabago
перехід	transition
китаї	tsina
китаї	china
міжнародна	internasyonal
міжнародна	international
міжнародна	internasyunal
міжнародна	pandaigdig
функція	tungkulin
функція	punsiyon
гармати	cannon
тур	dist
військо	hukbo
військо	army
кордону	rim
селяни	magsasaka
китай	tsina
китай	china
воєводство	voivodeship
пер	kada
розміри	sukat
реформи	reporma
залежно	depende
дивізіон	division
дивізіон	dibisyon
зовнішні	panlabas
тривала	tumagal
тривала	panghabang
тривала	pangmatagalang
дороги	daan
срібний	pilak
срібний	silver
скульптор	iskultor
дель	del
ринок	merkado
ринок	palengke
ринок	pamilihan
ринок	market
столиця	capital
столиця	kabisera
столиця	kapital
каталог	directory
каталог	direktoryo
каталог	katalogo
каталог	catalog
каталог	catalogue
виконує	gumaganap
нарешті	wakas
власний	custom
власний	self
власний	sarili
власний	sarili
власний	sariling
оператор	operator
областей	oblasts
джордж	george
фінляндії	finland
династія	awan
хімічний	chemical
хімічний	kemikal
півзахисник	tagabantay
хорватії	croatia
трав	damo
списки	listahan
значний	makabuluhang
дисертацію	thesis
технічного	teknolohikal
договору	tratado
договору	kasunduan
програмування	coding
програмування	programming
етап	milestone
сказав	sabi
сказав	sinabi
ссср	cccp
командуванням	commanders
чоловіки	kalalakihan
падіння	downs
падіння	taglagas
падіння	mahulog
охорона	guwardiya
охорона	guard
охорона	bantay
єгипту	ehipto
база	base
ярослав	jaroslav
викладав	tinuturuan
викладав	itinuro
викладав	tinuruan
викладав	nagturo
міжнародні	internasyonal
міжнародні	international
міжнародні	internasyunal
міжнародні	pandaigdig
дія	aksiyon
дія	pagkilos
дія	aksyon
дія	operation
дія	operasyong
дія	operasyon
дія	gawain
дія	aktibidad
девід	david
мер	alkalde
мер	mayor
мер	mer
видно	nakikita
обидві	parehong
обидві	both
обидві	pareho
взяти	nagtatagal
взяти	kumuha
години	oras
години	oras
знань	kaalaman
знань	knowledge
простору	space
простору	kalawakan
простору	puwang
простору	espasyo
дякую	salamat
бажання	pagnanais
бажання	desire
бажання	nais
бажання	naisin
бажання	wish
бажання	batiin
бажання	nais
фортепіано	piano
інтер	inter
цикл	siklo
цикл	cycle
цикл	ikot
вирішення	solusyon
вирішення	solusyon
олімпійський	olimpiko
олімпійський	olympic
здійснює	nagpapanatili
огляд	suriin
огляд	review
огляд	galugarin
огляд	tumuklas
огляд	explore
огляд	siyasatin
огляд	tuklasin
загальне	pangkalahatan
загальне	heneral
загальне	pangkalahatang
загальне	general
єпархії	diocese
національну	etniko
бізнес	negosyong
бізнес	negosyo
аніме	anime
рим	rome
рим	roma
каналу	channel
футбол	soccer
футбол	football
джона	jonah
здається	anyong
наталія	natalia
почалося	nagsimula
почалося	inumpisahan
почалося	sinimulan
почалося	sinimulan
західний	kanluranin
західний	western
тонн	tons
співачка	singer
успіх	tagumpay
довгота	longitude
проекти	proyekto
найбільші	pinakamalaking
найбільші	pinakamalaking
навпаки	taliwas
навпаки	kabaliktaran
широта	latitude
українець	ukranyano
дерево	puno
померла	namatay
померла	patay
мешканці	naninirahan
мешканці	residente
збірки	collections
грати	dula
грати	play
грати	makipaglaro
грати	maglaro
спеціально	partikular
очок	points
подібні	kapareho
подібні	magkatulad
подібні	katulad
актриса	aktres
актриса	artista
актриса	actress
натомість	instead
покриття	coverage
реакції	reaksyon
заслуги	merit
покровитель	patron
нідерландів	netherlands
підрозділи	subdivisions
мета	layunin
мета	meta
мета	layunin
мета	layunin
матір	nanay
матір	ina
статі	kasarian
місцевість	paligid
місцевість	lugar
місцевість	area
місцевість	lawak
обмеження	paghihigpit
обмеження	limitasyon
обмеження	limitasyon
обмеження	limitahan
обмеження	limitasyon
кола	activities
кола	coke
кола	kola
кола	cola
очевидно	halata
очевидно	obviously
знищення	naninira
знищення	destruction
співак	singer
мир	peace
мир	kapayapaan
низку	climax
італійський	italian
італійський	italyano
ват	watt
ват	wat
представлена	ipinapakita
представлена	iharap
представлена	iniharap
породи	lahi
данії	denmark
наступ	attack
наступ	atake
наступ	nakakasakit
композиції	track
оцінки	rating
оцінки	ratings
оцінки	rankings
оцінки	pagtantiya
оцінки	tantiya
оцінки	pagtatantya
запису	pagsusulat
святий	santo
святий	santa
святий	banal
сторін	panig
міністерство	ministry
національні	national
національні	pambansa
національні	pambansang
національні	nasyonal
могла	ma
конфлікт	pagsalungat
конфлікт	salungat
визначає	tumutukoy
визначає	tumutukoy
зроблено	taken
зроблено	done
зброя	sandata
зброя	armas
зброя	sandata
зброя	baril
розробка	development
розробка	pagpapaunlad
розробка	unlad
розробка	bumuo
розробка	disenyo
розробка	pagdisenyo
крила	wings
крила	pakpak
музику	sinauna
музику	tugtog
музику	musika
музику	tugtugin
музику	music
техніка	inhinyeriyang
техніка	engineering
техніка	pamamaraan
техніка	makinarya
дохід	kita
дохід	kita
дохід	income
одружений	kasal
одружений	ikinasal
одружений	pinakasalan
спеціальні	specials
спеціальні	espesyal
спеціальні	special
іноземних	foreign
іноземних	dayuhang
координати	coordinate
майкл	michael
блок	harang
блок	bloc
блок	frame
блок	harangin
блок	harang
блок	block
генрі	enrique
генрі	henry
подальшому	itinatag
томас	tomas
томас	thomas
вод	waters
рослина	planta
рослина	halaman
станіслав	stanisław
норвегії	norway
являються	popping
лондон	london
лондон	londres
інколи	minsa
інколи	minsan
серіалу	hbo
клімат	klima
командира	commander
напрямок	direction
напрямок	direksiyon
напрямок	direksyon
групі	bend
вибір	selection
вибір	pagpili
вибір	pumili
вибір	piliin
вибір	pagpili
вибір	pagpipilian
вибір	pinili
вибір	choice
певних	tiyak
найкраща	makakaya
найкраща	pinakamagandang
найкраща	pinakamaganda
найкраща	best
запис	pagsusulat
запис	pagtatala
запис	recording
запис	record
запис	talaan
запис	rekord
запис	entry
запис	pagpasok
відмовився	tumanggi
публікації	story
публікації	kuwento
публікації	kwento
публікації	kuwento
бар	hadlangan
бар	bar
мережа	network
виявлено	natukoy
очі	mata
доступ	access
зниження	pagbaba
катерина	katherine
катерина	catherine
катерина	kat
виробів	tela
редагування	editing
перевагу	prefer
перевагу	bentahe
перевагу	samantalahin
перевагу	advantage
перевагу	kalamangan
мар	mar
зберігається	saving
картина	painting
картина	pinta
фауна	fauna
звідки	saan
звідки	asan
австрія	austria
молодий	bata
квітень	april
квітень	abril
перекладач	tagapagsalin
перекладач	translator
перекладач	tagasalin
батьки	parents
батьки	magulang
батьки	magulang
донька	daughter
якість	kalidad
якість	quality
листя	dahon
медичних	medikal
медичних	medical
ірина	irina
батальйон	battalion
колектив	collective
канаді	canada
створює	lumilikha
створює	bumubuo
проводить	gumastos
грає	gumaganap
грає	paglalaro
грає	naglalaro
цілі	goals
швеція	sweden
швеція	suwesya
пропонує	offers
пропонує	inaalok
пропонує	trades
точка	puntong
точка	punto
точка	point
басейн	basin
басейн	pool
зменшення	pagbabawas
зменшення	paliitin
доля	kapalaran
доля	destiny
доля	tadhana
доля	kapalaran
окремо	magkakahiwalay
окремо	malaya
окремо	magkahiwalay
окремо	hiwalay
рівняння	equation
пір	feathers
георгій	georgi
георгій	georgy
георгій	george
окремий	natatanging
класі	grade
класі	classroom
стосується	alalahanin
зрештою	eventually
зрештою	kalaunan
пари	couples
пари	pares
пари	pares
перемога	tagumpay
одиниці	units
одиниці	yunit
одиниці	yunit
одиниці	unit
камінь	bato
камінь	kamen
бої	boi
бої	fights
стара	matanda
стара	luma
клуж	cluj
необхідність	pangangailangan
говорить	talks
говорить	nagsasalita
ворота	gate
ворота	gates
англія	inglatera
англія	england
хвилі	alon
певні	tiyak
переміг	nanalo
переміг	panalo
угорщина	hungary
кабінету	gabinete
кабінету	cabinet
прошу	nagtatanong
торонто	toronto
чикаго	chicago
варіанти	alternatibo
варіанти	variants
варіанти	variation
варіанти	opsyon
варіанти	options
варіанти	pagpipilian
мій	akin
мій	mine
оформлення	creative
оформлення	malikhain
лист	dahon
лист	sulat
лист	liham
лист	letter
історики	historians
довжини	haba
вилучити	alisin
вилучити	tanggalin
вилучити	burahin
вилучити	delete
соціальна	panlipunan
соціальна	social
соціальна	sosyal
нхл	nhl
ефект	effect
ефект	epekto
бог	god
бог	diyos
схема	scheme
зовнішній	panlabas
наших	nos
продовження	tuloy
продовження	ipinagpapatuloy
націй	nations
кампанії	kampanya
скорочення	daglat
скорочення	shortcut
скорочення	mantika
скорочення	abbreviation
британія	britanya
британія	britain
викладач	guro
викладач	teacher
ерік	eric
ерік	erik
поширені	karaniwan
поширені	karaniwang
правда	totoo
правда	true
хотів	wanted
справі	affair
побудовано	nakapaloob
побудовано	binuo
організацію	aayos
вторгнення	pagsalakay
неможливо	imposible
неможливо	imposibleng
неможливо	impossible
поети	poets
підтримка	suportahan
підтримка	support
підтримка	sumusuporta
підтримка	suporta
підтримка	sumuporta
підтримка	sinusuportahan
дослідники	panginoon
оголосив	ipinahayag
оголосив	idineklara
вогонь	fire
вогонь	sunog
вогонь	apoy
максимальна	pinakamataas
механізм	mekanismo
опір	pigilan
опір	paglaban
опір	pagtutol
сторінку	pahinang
сторінку	pahina
сторінку	page
компаній	corporations
компаній	kumpanya
компаній	kompanya
продовжив	ipinagpatuloy
продовжив	nagpatuloy
стадії	yugto
головне	pangunahing
головне	pangunahin
захопили	nakunan
захопили	captured
знайшов	natagpuan
знайшов	nahanap
знайшов	nakita
знайшов	nakahanap
елемент	item
елемент	element
елемент	elementong
елемент	elemento
відкрив	natuklasan
відкрив	nagsiwalat
тема	paksa
тема	theme
тема	tema
тема	sasailalim
тема	paksa
тема	subject
морський	battleship
всім	lahat
мак	papaver
мак	mac
мак	mak
розповідає	talks
розповідає	nagsasabi
волі	paghahangad
пошук	naghanap
пошук	hanapin
пошук	maghanap
пошук	paghanap
пошук	paghahanap
пошук	hinahanap
пошук	naghahanap
графство	county
графство	kondado
спостерігається	lumitaw
терміни	tuntunin
терміни	takda
запаси	supplies
запаси	suplay
дівчина	girlfriend
дівчина	gf
дівчина	kasintahan
дівчина	girl
дніпропетровськ	dnipropetrovsk
жаль	sayang
поховання	burial
поховання	libing
рейтинг	rating
рейтинг	ranking
рейтинг	ranggo
складають	presently
відрізняються	iiba
кафедра	katedral
туди	may
третє	ikatlong
третє	pangatlo
сфери	sphere
лідер	lider
берег	shore
берег	baybayin
берег	baybayin
робітників	manggagawa
знайдено	natagpuan
знайдено	nahanap
знайдено	nakita
знайдено	nakahanap
наказ	memo
наказ	order
зона	zone
ссавців	mammals
незалежно	alintana
палива	gasolina
леон	léon
леон	leon
швидше	hurry
швидше	dali
травень	mayo
травень	maaaring
повна	busog
повна	full
повна	buo
повна	buong
дитячий	junior
самостійно	mismo
самостійно	itself
полон	nakunan
полон	captured
курси	rate
курси	rates
темно	madilim
темно	maitim
темно	dilim
цілей	pinupuntirya
коштів	pondo
американської	amerikano
невідомо	undefined
вимірювання	sukatin
вимірювання	masukat
вимірювання	pagsukat
насіння	seed
насіння	buto
насіння	binhi
вказує	specifies
замовлення	reserbasyon
замовлення	orders
паралельно	kahilera
думаю	isipin
думаю	palagay
думаю	tingin
посол	ambassador
спортивні	palakasan
спортивні	isports
спортивні	sports
посада	bokasyon
танків	tangke
вересень	setyembre
повертається	pagbabalik
повертається	returns
повертається	bumabalik
проведено	hinawakan
проведено	gaganapin
десять	sampung
десять	sampu
похід	kampanya
луганська	luhansk
христа	cristo
христа	christ
христа	kristo
економічний	ekonomiya
економічний	economic
далеко	malayo
далеко	kalayo
далеко	malayong
комісія	commission
комісія	komisyon
конкурс	awitin
конкурс	kanta
конкурс	awit
конкурс	paligsahan
конкурс	contest
поп	pop
вірність	fidelity
вірність	katapatan
каліфорнія	california
показує	nagpapakita
показує	ipinapakita
показує	nagpapakita
зелений	berdeng
зелений	green
зелений	berde
працівник	manggagawa
установ	institusyon
знаки	plates
знаки	plato
знаки	palatandaan
стосунки	pinagsamahan
стосунки	kaugnayan
стосунки	relasyon
інтерес	interes
інтерес	patubo
тиск	presyon
потреби	need
потреби	kailangan
потреби	kailangan
потреби	pangangailangan
релігії	pananampalataya
релігії	relihiyon
вчені	nananaliksik
вчені	mananaliksik
вчені	scientist
вчені	siyentipiko
юнеско	unesco
юнеско	site
юнеско	sites
оригінальна	orihinal
мозку	brain
мозку	utak
розміщення	paglalagay
розміщення	paglalagyan
розміщення	kinalalagyan
розміщення	lokasyon
інструмент	kasangkapan
регулювання	regulasyon
франко	franco
ліва	natitira
ліва	pakaliwa
ліва	iniwan
ліва	naiwan
ліва	kaliwa
випадок	case
випадок	kaso
випадок	kasong
інакше	otherwise
співпраці	pagtutulungan
співпраці	kooperasyon
яків	jacob
додаткові	karagdagang
додаткові	supplemental
додаткові	pauna
додаткові	advanced
додаткові	dagdag
додаткові	extra
потреб	nagugustuhan
потреб	pangangailangan
судна	vessel
ставлення	ugali
ставлення	attitude
ставлення	saloobin
апарат	apparatus
апарат	sasakyan
набір	set
набір	itakda
набір	dialing
луї	louis
луї	louie
автомобіля	bisyo
відпочинку	leisure
посібник	patnubay
посібник	gabay
сила	lakas
сила	tibay
сила	puwersa
сила	power
сила	kapangyarihan
глибина	lalim
вимагає	pangangailangan
вимагає	nangangailangan
вимагає	demands
виставки	eksibisyon
виставки	exhibition
палати	chamber
палати	kamara
лісах	kagubatan
тренера	coach
монет	barya
британські	british
рук	kamay
рук	hands
провести	nagastos
провести	gastusin
провести	gumastos
помилки	pagkakamali
помилки	pagkabigo
стають	maging
телефон	phone
телефон	telepono
телефон	telephone
телефон	telepono
чилі	chile
гаррі	garry
гаррі	harry
дозволяють	pahintulutan
дозволяють	permit
навантаження	load
навантаження	traffic
навантаження	trapiko
сестра	sister
сестра	ate
генріх	henryk
генріх	heinrich
генріх	enrique
генріх	henry
марна	marne
жовтень	oktubre
праця	paggawa
літературна	pampanitikan
випромінювання	radiation
ракети	rocket
кот	côte
кот	côtes
червень	june
червень	hunyo
кале	kale
випробування	trials
випробування	pinagdadaanan
випробування	pagsubok
випробування	testing
випробування	sinusubukan
ведення	log
третя	ikatlong
третя	pangatlo
вісім	walong
вісім	otso
вісім	walo
принципи	prinsipyo
принципи	konsepto
фотографії	photos
фотографії	larawan
фотографії	photograph
фотографії	litrato
глава	chapter
глава	kabanata
ліс	kagubatan
ліс	gubat
вчених	iskolar
вчених	scientist
вчених	siyentipiko
гурти	bands
приклади	halimbawa
зал	bulwagan
зал	hall
розташовано	inilagay
розташовано	nilagay
розташовано	nakalagay
розташовано	matatagpuan
плей	playoffs
присвячена	tutor
пройшли	dumayo
пройшли	bumiyahe
виявлення	detection
виявлення	pagtuklas
виявлення	nakilalang
виявлення	detect
одяг	pananamit
одяг	damit
одяг	kasuotan
одяг	damit
зверху	tuktok
зверху	nangunguna
зверху	itaas
співробітник	kasamahan
музикант	musikero
акції	namamahagi
акції	pagbabahagi
харчування	pagkain
харчування	pagkain
персонажі	character
персонажі	characters
якийсь	ilang
якийсь	ilan
присутні	kasalukuyan
чорна	nigra
чорна	itim
розроблений	binuo
знайдені	natagpuan
знайдені	nahanap
знайдені	nakita
знайдені	nakahanap
написано	isinulat
написано	nakasulat
написано	sinulat
написано	naisulat
тривалий	progresibong
додати	magdagdag
додати	add
додати	idagdag
додати	append
сфера	sphere
под	pod
знаю	alam
знаю	kilala
сергійович	gorbačëv
кров	blood
кров	dugo
діяли	umarte
відсутності	kawalan
герцог	duke
січень	january
січень	enero
хоче	gustong
ссавці	mamalya
американські	amerikano
американські	roller
центри	malls
послуги	serbisyo
інструментів	instruments
клітини	cell
тексти	teksto
кандидатів	candidates
двір	pambahay
двір	sambahayan
середовище	kapaligiran
проф	prof
двоє	dalawang
двоє	dalawa
двоє	two
технологія	teknolohiya
планування	pagplano
планування	planning
планування	pagpaplano
формат	format
папа	papa
вмс	marines
захищав	defending
річард	richard
софія	sophie
софія	sofia
софія	sophia
фрідріх	friedrich
майстрів	meister
визначити	matukoy
визначити	tukuyin
опору	paglaban
опору	pagtutol
ілля	ilya
польська	polish
польська	polska
зростає	tataas
зростає	lumalaki
шлюб	kasal
шлюб	pagpapakasal
шлюб	kasalan
грудень	december
грудень	disyembre
моделей	models
моделей	modelo
частка	butil
частка	urong
царства	benin
напис	caption
напис	paliwanag
напис	label
автоматично	awtomatiko
автоматично	auto
автоматично	awtomatiko
колекції	collections
колекції	koleksiyon
колекції	koleksyon
прийнятий	tinanggap
проводяться	dala
підтримує	sumusuporta
березень	marso
обличчя	mukha
складаються	consisting
складаються	binubuo
річний	taunang
сторіччя	siglo
сторіччя	daantaon
зразок	sample
зразок	halimbawa
зразок	specimen
зразок	parang
зразок	like
зразок	gustuhin
концерт	concerto
концерт	konsiyerto
концерт	concert
вирішили	solved
вирішили	lutasin
вирішили	nagpasya
вирішили	naisipang
вирішили	nagdesisyon
вирішили	napagdesisyunan
зазнав	nagdusa
технічний	teknikal
золото	ginto
золото	gold
встановлений	installed
встановлений	install
встановлений	nakaluklok
характеристика	katangian
шляхи	landas
липень	hulyo
вночі	nite
берега	shore
берега	baybayin
козаки	cossacks
росте	lumalaki
росте	lumalaking
росте	lumalaki
сербії	serbiya
пан	pan
аргентини	argentina
аргентини	argentine
прямо	straight
прямо	tuwid
прямо	diretso
храми	simbahan
написати	magsulat
написати	sumulat
написати	isulat
марки	stamps
