در	врата
سرد	студено
سرد	студена
تحقیق	истрага
تحقیق	истрага
تحقیق	истражување
تحقیق	истражувања
ریچارد	ришар
ریچارد	ричард
تنسی	тенеси
کاتولیک	католички
کاتولیک	католик
کاتولیک	католичка
اکلاهما	оклахома
جنگی	војна
متوسط	просечен
متوسط	просечни
متوسط	просечно
متوسط	просек
متوسط	просечна
متوسط	среден
متوسط	медиум
متوسط	средно
دموکرات	демократски
دموکرات	демократска
دموکرات	демократ
دادگاه	трибунал
دادگاه	трибуналот
دادگاه	суд
دادگاه	судница
دادگاه	судницата
محسن	пософистицирана
کنتاکی	кентаки
سزار	цезаре
سزار	цезар
سزار	цезар
یمن	јемен
حاج	haj
حاج	хаџ
شناسایی	идентификување
شناسایی	идентификација
اسم	именка
قطر	катар
بند	бенд
بند	параграф
بند	пасус
بند	кривина
بند	bend
بند	обврзници
بند	оков
بند	обврзниците
ستارگان	ѕвезди
درختان	стебла
درختان	дрвја
درختان	дрва
درختان	дрвца
نتایج	резултати
اثبات	докаже
اثبات	докажување
اثبات	доказ
ادغام	спојување
ادغام	спојувањето
ادغام	спои
ادغام	спојување
ادغام	спојување
دهم	десеттина
دهم	десетти
جذب	апсорпција
جذب	апсорбира
جذب	привлече
جذب	привлекуваат
جذب	привлекување
جذب	привлекувањето
جذب	атракција
جذب	привлечност
جذب	привлекување
جذب	привлекувањето
جذب	привлекувајќи
جذب	привлекување
بیشترین	повеќето
بیشترین	најмногу
لباس	облека
لباس	фустан
لباس	фустани
لباس	алишта
لباس	облека
ترکی	мисирка
ترکی	турција
ترکی	турска
ترکی	турско
ترکی	турски
ترکی	турскиот
سلام	здраво
سلام	ало
سلام	спокој
سلام	мир
تحلیل	анализи
تحلیل	анализа
سعید	саед
سعید	саид
ریاضی	математички
ریاضی	математичка
ریاضی	математика
ریاضی	математиката
ریاضی	математика
ریاضی	математиката
همچنان	сеуште
همچنان	уште
همچنان	сепак
تاریخچه	истории
تاریخچه	историја
نوشتار	документ
نقره	сребрено
نقره	сребрен
نقره	сребрена
نقره	сребро
نقره	сребрени
گویا	гоја
آواز	пеел
آواز	санг
آواز	пееше
آواز	пеам
آواز	пеејќи
آواز	пее
آواز	пеат
آواز	пеење
آواز	песна
گلوب	глобус
نظرات	мислења
نظرات	коментари
مرز	граници
مرز	граница
مرز	граница
رویدادهای	настани
روستاها	села
فدرال	федерално
فدرال	федерални
فدرال	сојузниот
گیاه	билка
گیاه	растение
گیاه	централа
فرزندان	синови
فرزندان	синовите
فرزندان	деца
تدریس	наставата
تدریس	настава
تدریس	предаваат
امپراتور	императорот
امپراتور	цар
امپراتور	император
پیرامون	околните
خانگی	миленици
خانگی	миленичиња
خانگی	домашно
نویسندگی	пишување
نویسندگی	запишување
حاکم	владетел
حاکم	управител
حاکم	гувернер
حاکم	гувернерот
بندر	бендер
بندر	пристаништето
بندر	порт
بندر	порта
بندر	пристаниште
بندر	бандар
چینی	кинески
اینترنتی	интернет
جو	џо
جو	зоки
قبول	прифаќаме
قبول	прифати
هزینه	трошок
آرکانزاس	арканзас
همزمان	симултано
همزمان	истовремено
اتاق	просторија
اتاق	соба
اتاق	собите
اتاق	соби
نسل	генерација
نسل	генерирање
نسل	семе
طبقه	ката
طبقه	катови
طبقه	спрат
طبقه	кат
طبقه	подот
طبقه	партер
روند	тренд
روند	процес
روند	процесот
روند	процедура
روند	постапка
شیوه	mla
قیمت	цена
ضبط	снимање
ضبط	рекорд
ضبط	запис
مستقر	стациониран
مستقر	стационирани
هفتم	vii
هفتم	седмо
هفتم	седмата
هفتم	седми
هفتم	седмиот
هفتم	седма
هفتم	седмото
قابلیت	способност
قابلیت	способност
قابلیت	способности
صلح	спокој
صلح	мир
سلسله	династијата
سلسله	династија
نیازمند	треба
نیازمند	потреба
اعداد	броеви
اعداد	бројки
صفوی	зам
توانایی	способност
توانایی	способно
توانایی	способен
توانایی	способни
توانایی	способна
ویندوز	windows
ویندوز	прозорци
اورگن	орегон
نصب	инсталацијата
نصب	инсталација
نصب	инсталирање
نصب	инсталирање
نصب	инсталирана
نصب	инсталиран
نصب	инсталирани
آرام	мирна
آرام	мирно
آرام	мирни
آرام	мирен
آرام	смирен
آرام	мирен
آرام	мирна
آرام	арам
هندی	индијанец
هندی	индиски
هندی	индиска
هندی	индиец
هندی	хинди
هندی	хенди
موج	бран
موج	wave
موج	бранови
موج	веат
نوشت	напишам
نوشت	пишувајте
نوشت	пиши
نوشت	напиши
نوشت	запиши
نوشت	пишувај
قلمرو	територија
قلمرو	царство
کشیده	влечена
آبشار	водопади
آبشار	водопад
آبشار	паѓа
آبشار	фолс
آبشار	водопади
ویسکانسین	висконсин
تالار	комората
تالار	комора
تالار	одаја
تالار	сала
مذهب	религија
باور	бауер
باور	верувајте
باور	верувам
باور	поверувале
باور	веруваат
باور	верувај
نظارت	мониторинг
نظارت	монитор
نظارت	надзор
نظارت	надзор
نظارت	надгледување
آسیب	штети
آسیب	оштетување
احتمالاً	веројатно
احتمالاً	највероватно
احتمالاً	најверојатно
الجزایر	алжирски
الجزایر	алжир
بیت	тепале
بیت	беит
بیت	бит
دقیق	прецизна
دقیق	прецизен
دقیق	прецизни
دقیق	точна
دقیق	прецизен
دقیق	точен
دقیق	прецизно
دقیق	точна
دقیق	точната
لرستان	бронзена
لرستان	бронзен
لرستان	бронза
لرستان	бронзени
نواحی	окрузи
نواحی	области
نواحی	подрачја
نواحی	области
سوسیالیستی	социјалистичка
سوسیالیستی	социјалист
سوسیالیستی	социјалистичко
سوسیالیستی	социјалистички
تونی	тони
عناصر	дијалози
عناصر	елементи
شیلی	чилеански
شیلی	чиле
آقا	господине
آقا	сер
مانده	остаток
موفقیت	успех
موفقیت	успеси
قالب	формат
قالب	форматирање
امضا	потпишувањето
امضا	потпишување
امضا	потпишете
امضا	знак
امضا	потпишана
امضا	потпишани
امضا	потпишано
امضا	потпишан
امضا	потпис
عمده	масовен
عمده	групни
عمده	мајорот
عمده	мајор
امارات	оае
امارات	емирати
توکیو	токио
دعوت	покани
دعوت	кани
دعوت	поканува
دعوت	покана
دعوت	поканува
دعوت	покани
نامزدهای	номинациите
نامزدهای	номинации
نامزدهای	кандидатури
لقب	надимак
لقب	прекар
فرار	бегство
فرار	избега
صفحات	страници
آوردن	донесен
آوردن	донесени
آوردن	доведен
آوردن	донесе
آوردن	донесено
آوردن	изведен
آوردن	донеси
آوردن	донесе
آوردن	донесете
آوردن	усогласување
سود	заработка
سود	профит
سود	корист
سود	профити
سود	профит
باد	бад
باد	ветер
باد	ветерот
باد	ветрот
باد	ветар
سقوط	судар
سقوط	краш
سقوط	падот
سقوط	паѓање
سقوط	пад
سقوط	падот
سقوط	есен
سقوط	падне
الدین	алден
الدین	дин
اوراق	обврзници
اوراق	оков
اوراق	обврзниците
اصطلاح	идиом
اصطلاح	мандат
اصطلاح	термин
الگوریتم	алгоритам
طبیعت	природа
طبیعت	природата
ایندیانا	индијана
گشت	патрола
گشت	патролата
نوازندگان	музичари
نوازندگان	оркестар
حقیقت	вистината
مسلمان	муслимански
مسلمان	муслиманско
مسلمان	муслиманска
مسلمان	муслиман
مسلمان	муслиманите
مسلمان	муслимани
صفر	нула
تجهیزات	опрема
تجهیزات	дотур
تجهیزات	залихи
تجهیزات	намирници
یزد	јазд
خطر	ризик
خطر	ризикува
خطر	опасност
فرض	претпостави
فرض	претпоставка
فرض	претпоставувајќи
هواپیما	авионски
هواپیما	авион
معاون	заменик
معاون	заменик
معاون	пороци
معاون	вице
فرمان	команда
فرمان	наредба
فرمان	ред
فرمان	наредба
فرمان	нарачка
فرمان	редослед
فرمان	наддавање
فرمان	наредби
فرمان	нарачки
فرمان	порачки
فدراسیون	федерација
فدراسیون	федерацијата
تجربه	искусен
تجربه	искусни
تجربه	искуства
تجربه	искуство
آزمایش	тест
آزمایش	опит
آزمایش	експеримент
آزمایش	тестирања
آزمایش	тестирање
مسیحی	христијански
مسیحی	кристијан
مسیحی	христијан
مسیحی	христијани
مسیحی	христијанин
مسیحی	христијани
متصل	поврзани
متصل	поврзано
متصل	поврзан
متصل	поврзи
غذایی	храна
غذایی	јадење
غذایی	оброк
غذایی	јадење
امید	очекување
امید	надеж
امید	хоуп
کالج	факултет
کالج	колеџ
ساحل	брег
ساحل	брегот
ساحل	плажа
ساحل	бич
خبری	вести
خبری	вест
کنگره	конгресот
کنگره	конгрес
اندونزی	индонезиски
اندونزی	индонезија
عزیز	драги
عزیز	мила
عزیز	драга
عزیز	мили
عزیز	азиз
بلغارستان	бугарија
مطلب	член
مطلب	статија
زرد	жолта
زرد	жолти
زرد	жолто
تجارت	стопанство
تجارت	стопанската
تجارت	тргување
تجارت	бизнис
تجارت	трговија
ذخیره	магацин
ذخیره	складирање
ذخیره	складиште
ذخیره	спаси
ذخیره	зачувај
ذخیره	зачувување
ذخیره	спасување
ذخیره	зачувување
ذخیره	штедење
ذخیره	зачувувањето
ذخیره	продавница
ذخیره	резерва
ذخیره	резерват
دودمان	династијата
دودمان	династија
پوست	кожи
پوست	кожа
برچسب	ознака
برچسب	означи
برچسب	етикета
برچسب	натпис
کلرادو	колорадо
رقص	dance
رقص	играј
رقص	танцувај
رقص	танц
رقص	играње
رقص	танцување
رقص	танц
فی	феј
فی	фи
فی	феј
فی	феи
قادر	способна
قادر	способно
قادر	способен
قادر	способни
قادر	способна
دانشگاهی	академик
دانشگاهی	академски
دانشگاهی	академска
دانشگاهی	факултет
دانشگاهی	колеџ
روسی	руска
روسی	руски
روسی	руско
روسی	роси
جرج	џорџ
جرج	џорџе
جرج	george
علاقه	заинтересираните
علاقه	заинтересиран
علاقه	заинтересирани
علاقه	заинтересирана
علاقه	камата
علاقه	интерес
علاقه	интереси
علاقه	камати
آشنا	позната
آشنا	запознаен
آشنا	познато
آشنا	контакт
فنلاند	финска
فنلاند	фински
جلو	преден
جلو	предни
جلو	предна
جلو	фронт
جلو	напред
جلو	нанапред
جلو	напред
عضویت	членството
عضویت	членство
جبهه	преден
جبهه	предни
جبهه	предна
جبهه	фронт
جبهه	напред
تابستان	лето
معدنی	неорганска
معدنی	минерална
معدنی	минерални
معدنی	минерали
سد	браната
سد	брана
مدرک	доказ
مدرک	докази
اختصاص	синглови
اختصاص	поединечно
نفوذ	влијание
نفوذ	хакирање
نفوذ	пенетрација
نفوذ	продор
نفوذ	инфилтрација
ایل	île
عقب	грб
عقب	назад
عقب	задна
عقب	заден
سرباز	војник
سرباز	војникот
سرباز	приватно
سرباز	приватен
سرباز	приватна
سرباز	приватни
خشک	сува
خشک	хемиско
خشک	суво
خشک	сув
خشک	исуши
خشک	исушена
خشک	исушени
فراوان	изобилство
فراوان	многу
تاثیر	влијание
رفتن	заминати
اگرچه	иако
اگرچه	иако
احساس	почувствувам
احساس	осети
احساس	чуство
احساس	чувство
احساس	почувствува
احساس	почуствував
احساس	чувства
احساس	чуства
ادوارد	едвард
برنز	изгореници
برنز	барнс
برنز	бронзена
برنز	бронзен
برنز	бронза
برنز	бронзени
خرید	шоп
خرید	продавница
خرید	купување
خرید	купи
خرید	шопинг
خرید	купување
خرید	купувањето
خرید	купување
قاره	континент
قاره	континентот
قاره	континенти
هشتم	viii
هشتم	осмиот
هشتم	осма
هشتم	осми
شاخه	филијали
شاخه	претставништва
شاخه	гранки
شاخه	ограноци
شاخه	гранките
شاخه	огранок
شاخه	гранче
شاخه	гранка
شاخه	филијала
قطعه	сегменти
قطعه	делче
قطعه	парче
قطعه	сегмент
قطعه	парчиња
ساحلی	крајбрежни
ساحلی	приморски
ساحلی	крајбрежен
دیوار	ѕид
دیوار	ѕидови
دیوار	ѕидини
دیوار	зидови
مترجم	преведувач
مترجم	преведувач
روایت	нарација
اکبر	акбар
مجبور	принудувајќи
اعدام	извршена
اعدام	погубени
اعدام	погубен
اعدام	извршување
اعدام	извршувањето
اعدام	егзекуција
اعدام	погубување
روح	дух
روح	дух
درگاه	пристаништето
درگاه	порт
درگاه	порта
درگاه	пристаниште
امتیاز	оценка
امتیاز	резултат
امتیاز	поен
امتیاز	точки
امتیاز	поенти
امتیاز	поени
پیشرفت	прогрес
پیشرفت	напредок
پیشرفت	напредување
پارسی	парси
روحانی	духовна
روحانی	духовни
روحانی	духовен
روحانی	духовно
گذاری	бомбардирања
مخصوص	посебно
مخصوص	специјален
مخصوص	специјално
مخصوص	специјални
مخصوص	посебна
مخصوص	специјална
منفی	негативно
منفی	негативен
منفی	негативна
منفی	негатив
منفی	негативни
تام	tom
تام	том
نکته	белешка
نکته	забелешка
نکته	нота
نکته	совет
نکته	бакшиш
نکته	точка
گیاهی	билка
گیاهی	растение
گیاهی	централа
سهام	акции
سهام	акции
سهام	акциите
سهام	акции
سهام	залихи
پرنده	птица
برلین	berlin
برلین	берлин
تفسیر	коментари
تفسیر	интерпретација
تفسیر	толкување
تفسیر	толкува
تفسیر	толкување
درود	благослов
درود	поздравот
درود	поздрав
درود	поздрав
جزئی	делумна
جزئی	делумен
جزئی	делумно
ولز	велшки
ولز	велс
ولز	бунари
ولز	велс
کانال	канал
کانال	канал
هرچند	иако
هرچند	иако
اسناد	хартии
اسناد	документи
اسناد	трудови
اسناد	весници
اسناد	документи
توضیحات	коментари
حیات	хајат
دقت	резолуција
دقت	прецизност
دقت	прецизност
دقت	точност
دقت	точноста
آنجلس	анџелес
روزهای	денови
روزهای	дена
چارلز	чарлс
چارلز	шарл
دامنه	опсег
دامنه	опфат
دامنه	домен
دامنه	доменот
دامنه	амплитудна
نجات	спасување
نجات	зачувување
نجات	штедење
نجات	зачувувањето
نجات	спасување
نجات	спас
نجات	спасувачки
مفید	корисен
مفید	корисно
مفید	корисни
مفید	корисна
زدن	удира
زدن	удирање
زدن	тропа
زدن	чукање
مارتین	мартин
میسیسیپی	мисисипи
مهاجم	освојувачи
مهاجم	окупатори
مهاجم	напаѓачот
رباتیک	роботиката
رباتیک	роботска
رباتیک	роботски
رکوردز	рекорди
رکوردز	евиденција
رکوردز	записи
نماد	симболика
نماد	симбол
نماد	нотација
نماد	икона
تصویری	проективна
تصویری	визуелен
تصویری	визуелни
تکمیل	довршување
تکمیل	завршување
تکمیل	комплетен
تکمیل	комплетна
تکمیل	завршено
قهرمانان	јунаци
قهرمانان	херои
قهرمانان	прваци
قهرمانان	шампиони
قهرمانان	шампионите
نبراسکا	небраска
وظیفه	должност
وظیفه	должноста
آهنگسازان	композитори
زادروز	роденденска
زادروز	роденденски
زادروز	роденден
آکادمی	академија
ارسال	испраќање
ارسال	праќање
ارسال	прати
ارسال	испратете
ارسال	испрати
دیدار	исполни
دیدار	средба
دیدار	средба
دیدار	состанок
دیدار	средба
فضا	простор
فضا	вселена
فضا	просторот
عکاسی	фотографија
عکاسی	фотографирање
عکاسی	photography
عکاسی	фотографски
عکاسی	фотографска
عکاسی	фотографирана
توماس	томас
توماس	тома
توماس	thomas
صادق	садех
صادق	садик
صادق	чесен
صادق	чесни
صادق	искрени
صادق	искрен
انگلیس	англија
پیوست	прикачи
پیوست	додатокот
پیوست	закачени
پیوست	прикачена
پیوست	прилог
موسی	мојсеј
موسی	мозес
موسی	муса
پای	нога
پای	стапало
پای	пита
پای	нога
پیکچرز	слики
مثبت	позитивен
مثبت	позитивна
مثبت	позитивно
مثبت	позитивни
مثبت	позитив
مثبت	позитивност
ارتباطات	конекции
ارتباطات	поврзувања
ارتباطات	комуникации
ارتباطات	комуникација
ارتباطات	комуникации
سلطنت	владеење
سلطنت	рејн
فراوانی	изобилство
جراحی	операција
جراحی	хирургија
جراحی	хируршки
جراحی	хируршка
سابقه	преседан
مدافع	бранител
مس	бакар
مس	дувачки
مس	брас
قرارداد	протокол
قرارداد	договор
قرارداد	договор
قلب	срце
دارایی	имот
دارایی	сопственост
رهبران	лидерите
رهبران	лидери
رهبران	водачи
بهداشت	санитарни
بهداشت	хигиена
بهداشت	здравје
بابل	babel
بابل	вавилон
شبه	псевдо
نشست	седница
نشست	сесија
نشست	сат
نشست	седна
نشست	седел
نشست	седеше
ظرفیت	капацитет
درک	дерек
درک	разберете
درک	разбере
درک	сфати
درک	разбери
آلن	ален
آلن	алан
آلن	ален
مسیحیت	христијанство
مسیحیت	христијанството
تاجیکستان	таџикистан
پیتر	питер
پیتر	петар
متال	метал
مسکو	москва
مسکو	московски
مسعود	масуд
مسعود	месут
خلاف	спротивно
رومی	руми
رومی	римска
رومی	римски
رومی	римјанин
رومی	роман
رومی	римско
سرویس	услуги
سرویس	служба
سرویس	сервис
سرویس	услуга
ابتدای	почеток
شاهزاده	принцот
شاهزاده	принц
یو	ју
معمول	вообичаени
معمول	вообичаеното
معمول	обично
معمول	вообичаено
معمول	вообичаен
ملک	имот
ملک	сопственост
ملک	малек
ملک	имот
سرمایه	престолнина
سرمایه	капитал
احترام	респект
احترام	почит
الکترونیک	електроника
الکترونیک	електронски
الکترونیک	електронско
رقابت	ривалство
رقابت	конкурентни
رقابت	натпреварувачки
رقابت	конкурентна
رقابت	конкурентен
رقابت	конкуренција
رقابت	конкурс
رقابت	натпреварување
رقابت	натпревар
کلید	клучевите
کلید	тастери
کلید	клучеви
کلید	копчиња
کلید	клучот
کلید	клуч
کهن	кан
کهن	древни
کهن	древно
کهن	античка
کهن	древна
کهن	антички
نیم	пола
نیم	половина
نیم	половината
شیرین	слатко
شیرین	слатка
بد	bad
بد	лоша
بد	лош
بد	лошо
بد	бад
بد	злото
بد	зла
بد	зли
بد	зло
صرف	поминал
صرف	потрошен
صرف	потрошени
صرف	поминато
صرف	поминати
صرف	потроши
صرف	помини
صرف	трошат
صرف	троши
سان	сонце
سان	сонцето
سان	san
سان	сан
شاخص	индекс
شاخص	индикатор
شاخص	показател
بگیرد	безгранично
بگیرد	земи
بگیرد	земете
خواندن	читај
خواندن	читам
خواندن	читање
خواندن	читајте
خواندن	прочитај
خواندن	прочитајте
خواندن	четиво
خواندن	читањето
خواندن	читање
اسب	коњи
اسب	коњите
اسب	коњ
اسب	коњски
فعالان	активистите
فعالان	активисти
زیبایی	убавини
زیبایی	убавици
زیبایی	убавина
زیبایی	убавица
زیبایی	убавини
حذفی	плејофот
حافظه	сеќавања
حافظه	спомени
حافظه	спомен
حافظه	меморија
حافظه	сеќавање
مقیاس	скала
مقیاس	размер
نهم	деветиот
نهم	деветта
نهم	деветто
نهم	деветтиот
نهم	деветти
فیلسوفان	филозофи
مکتب	училиште
مکتب	школа
مارک	марк
مارک	белег
مارک	обележи
معمولی	обичен
معمولی	обичните
معمولی	обични
معمولی	обичен
معمولی	заедничка
معمولی	заеднички
معمولی	вообичаено
معمولی	општо
معمولی	нормален
معمولی	нормално
معمولی	нормална
معمولی	нормални
اهداف	голови
اهداف	цели
اهداف	метите
اهداف	мети
درد	болката
درد	болки
درد	болка
کارکنان	персонал
کارکنان	вработени
کارکنان	вработените
فتح	освојување
فتح	освојувања
فتح	освојување
فتح	победа
لوئیزیانا	луизијана
هواپیمای	летала
هواپیمای	авионски
هواپیمای	авионски
هواپیمای	авион
هواپیمای	авионски
هواپیمای	авион
اعتماد	верувајте
اعتماد	веруваат
اعتماد	верувај
اعتماد	доверба
الان	сега
تربیت	ценет
ریز	ситна
ماند	останаа
ماند	останале
ماند	остана
ماند	останаа
ماند	останале
ماند	останав
ماند	остана
ماند	останал
درمانی	терапија
درمانی	лекување
درمانی	исцелување
درمانی	лековита
درمانی	лечење
درمانی	терапевтски
حالا	сега
خودکار	автоматски
خودکار	автомобилски
خودکار	auto
خودکار	авто
خودکار	автоматско
خودکار	автоматски
خودکار	автоматска
خودکار	автоматско
مغز	мозок
مغز	мозокот
اطلاع	информирање
اطلاع	извести
نشریه	дневник
نشریه	журнал
نشریه	journal
آماده	спремно
آماده	спремни
آماده	подготвен
آماده	спремна
آماده	подготвени
آماده	спремен
گوگل	гугл
گوگل	google
ظاهری	очигледен
ظاهری	очигледна
ظاهری	очигледни
ظاهری	нанадвор
خانم	ца
خانم	госпоѓица
خانم	miss
خانم	мис
داروهای	лекови
کتابی	книга
خارجه	странски
خارجه	странска
سنگی	камени
سنگی	камен
سنگی	стон
سنگی	рок
سنگی	камен
سنگی	карпа
بالایی	горна
بالایی	горен
پیمان	завет
پیمان	договор
پیمان	спогодба
سلیمان	соломон
سلیمان	сулејман
انتظار	чекањето
انتظار	чекам
انتظار	чекајќи
انتظار	чекање
انتظار	чека
انتظار	чекаат
انتظار	очекувајќи
انتظار	очекував
انتظار	очекувајте
انتظار	очекуваме
یافتن	најдете
یافتن	пронајди
یافتن	најди
یافتن	пронајдете
آلاسکا	аљаска
آلاسکا	алјаска
پیر	pir
پیر	старо
پیر	стари
پیر	стар
پیر	стара
پیر	пјер
کمپانی	компанија
ناصر	насер
ناصر	насер
بتن	конкретни
بتن	конкретна
بتن	бетон
بتن	бетонски
بتن	конкретен
پستی	објава
پستی	објавата
پستی	пост
پستی	објави
پستی	поштенски
پستی	мејлинг
تاج	круна
افتخار	горда
افتخار	гордо
افتخار	горди
افتخار	горд
افتخار	чест
افتخار	честа
فلسطین	палестина
فلسطین	палестинскиот
فلسطین	палестински
بازسازی	реконструкција
بازسازی	реновирање
بازسازی	реконструкција
بازسازی	обновување
بازسازی	обнова
غار	пештерата
غار	пештера
غار	пештери
غار	пештерите
تخریب	рушење
تخریب	демолирање
تخریب	деструкција
تخریب	уништување
هرگز	никогаш
فیزیکی	физичко
فیزیکی	физичка
فیزیکی	физички
موسسه	институт
موسسه	формирање
موسسه	воспоставување
موسسه	основање
موسسه	институција
موافقت	договорено
گرجستان	грузиски
گرجستان	грузија
گرجستان	џорџија
پاک	pak
پاک	чиста
پاک	чисто
پاک	чисти
پاک	чист
پاک	исчисти
پاک	чисто
پاک	чист
پاک	чиста
نیروگاه	билка
نیروگاه	растение
نیروگاه	централа
آمدن	следува
آمدن	доаѓам
آمدن	доаѓа
لایه	слоеви
پردازش	процесирање
پردازش	обработка
پردازش	обработени
اعتقاد	верувањето
اعتقاد	верување
کامپیوتر	компјутер
کامپیوتر	компјутери
ویژگی	имот
ویژگی	сопственост
ویژگی	карактеристика
وسایل	опрема
کارخانه	фабрика
کارخانه	фабрички
قرضی	долг
قرضی	задолжување
قرضی	долгови
منچستر	манчестер
ساختن	градба
ساختن	зграда
ساختن	градење
ساختن	изгради
ساختن	градење
ساختن	градиме
ساختن	изградба
ساختن	правење
غیره	итн
غیره	сл
غیره	macedonian
غیره	други
قوی	јака
قوی	јаки
قوی	силни
قوی	силен
قوی	силна
خالی	празно
خالی	празен
خالی	празна
خالی	испразни
خالی	празни
خالی	празно
خالی	празен
ساسانی	сасанидско
گنبد	купола
فرانک	франк
فرانک	френк
اعتراض	приговор
اعتراض	протести
اعتراض	протест
رسانه	мултимедија
رسانه	медиуми
میلان	milan
میلان	милано
میلان	милан
صربستان	србија
تکرار	повтори
تکرار	повторувам
تکرار	повторување
تکرار	повторување
پرو	перуански
پرو	про
پرو	pro
پرو	професионалец
پرو	перу
اعتبار	кредит
اعتبار	заслуга
اعتبار	репутација
اعتبار	валидноста
مسئول	одговорен
مسئول	одговорно
مسئول	одговорни
مسئول	одговорна
خودکشی	самоубиство
خودکشی	самоубиства
خودکشی	самоубиствен
خودکشی	самоубиствени
امروزی	модерен
امروزی	модерно
امروزی	модерни
امروزی	современ
امروزی	модерна
اکشن	дејство
اکشن	акција
مرغ	пилешко
مرغ	кокошка
مرغ	пиле
خوش	среќни
خوش	среќна
خوش	среќен
امنیتی	сигурност
امنیتی	обезбедување
امنیتی	безбедност
میزوری	мисури
بخار	пареа
برداشت	берба
برداشت	жетва
برداشت	земи
برداشت	земете
شناسه	идентификатор
سنی	возраст
سنی	старост
سنی	сунитски
مصطفی	мостафа
مصطفی	мустафа
پژوهش	истражување
پژوهش	истражувања
زمستان	зима
مین	мејн
مین	мин
مین	минимална
حقوقی	легално
حقوقی	законска
حقوقی	легална
حقوقی	правна
حقوقی	легален
حقوقی	правен
محاسبه	пресметај
محاسبه	пресмета
محاسبه	пресметување
محاسبه	пресметува
محاسبه	пресметување
محاسبه	пресметка
محاسبه	пресметка
ویتنام	виетнам
سپاس	благодарност
سپاس	благодарна
سپاس	благодарен
سپاس	благодарни
سپاس	слава
سپاس	пофалби
سپاس	пофалба
سپاس	фала
سپاس	благодарам
بازداشت	апсење
بازداشت	притвор
بازداشت	приведен
بازداشت	притворени
بازداشت	задржан
بازداشت	приведени
بایرن	баварија
بایرن	бајрон
بایرن	bayern
آسمان	небесата
آسمان	рај
آسمان	рајот
آسمان	sky
آسمان	небо
جنگل	шума
جنگل	шумски
جنگل	џунглата
جنگل	џунгла
عادی	нормален
عادی	нормално
عادی	нормална
عادی	нормални
منتقدان	критичари
منتقدان	критичарите
برادران	браќа
حاوی	содржи
حاوی	содржат
انبار	складиштето
انبار	магацин
انبار	складиште
انبار	магацин
انبار	складирање
انبار	складиште
انبار	амбар
انبار	штала
وین	вејн
وین	wayne
وین	вин
وین	виена
استونی	естонски
استونی	естонија
تأیید	потврдување
تأیید	потврда
تأیید	потврди
تأیید	потврдување
تأیید	потврди
تأیید	верификува
تأیید	одобрено
تأیید	одобрен
تأیید	одобрени
تأیید	одобри
تأیید	одобрена
گری	сив
گری	сиво
گری	сива
گری	греј
گری	сиви
جکسون	џексон
جواب	одговори
جواب	одговор
خودم	себе
خودم	себеси
خودم	самиот
توپ	топка
توپ	бал
توپ	топката
توپ	топче
احداث	формации
احداث	сценарио
دیدن	види
دیدن	гледаш
دیدن	видете
آریزونا	аризона
دوربین	камера
دوربین	апарат
آشنایی	вовед
آشنایی	воведувањето
آشنایی	воведување
آشنایی	запознавање
آشنایی	претставување
کلیه	бубрези
کلیه	бубрежна
کلیه	бубрег
کلیه	бубрегот
کلیه	бубрези
جعفر	џафар
میر	мајер
فیلیپین	филипините
فیلیپین	филипини
کیلوگرم	килограм
مردمان	народите
مردمان	народи
مردمان	народ
مردمان	луѓе
محکوم	осудена
محکوم	осуден
محکوم	осудени
محکوم	осудена
محکوم	осуден
محکوم	осуди
محکوم	затвореник
محکوم	осуденик
گرد	герд
خالص	искрено
خالص	искрени
خالص	искрена
خالص	чисто
خالص	чист
خالص	чиста
خالص	ексклузивно
خالص	ексклузивна
خالص	ексклузивни
خالص	exclusive
میزبان	компјутер
میزبان	водител
میزبان	домаќин
میزبان	сервер
هنگ	хенг
هنگ	хонг
هنگ	полк
هنگ	полкот
وسط	средина
وسط	среден
کرواسی	хрватски
کرواسی	хрватскиот
متغیر	променлива
متغیر	променливи
متغیر	променливата
متغیر	променливи
مدرس	инструктор
مدرس	учители
مدرس	наставниците
مدرس	наставници
مراکش	мароко
مراکش	маракеш
کودکی	детство
کودکی	детството
خواهر	sister
خواهر	сестра
جستجوی	барање
آهنگساز	композитор
رأی	гласови
رأی	гласа
رأی	гласале
رأی	гласаше
رأی	изгласана
رأی	гласаа
رأی	гласал
بودجه	буџет
شنای	пливање
نگارش	составување
نگارش	составувањето
گذشت	донесен
گذشت	помина
پرتاب	фрли
پرتاب	фрлање
پرتاب	лансирање
قطب	шипка
قطب	pole
دستگیر	апсење
دستگیر	фатено
دستگیر	фатен
دستگیر	фатени
دستگیر	фаќање
قلبی	срцеви
قلبی	срцева
قلبی	срце
مؤثر	ефикасно
مؤثر	ефективно
مؤثر	ефективна
مؤثر	ефикасно
مؤثر	ефикасен
مؤثر	ефикасна
مؤثر	ефикасни
تشکر	благодарност
تشکر	фала
تشکر	благодарам
نیو	ново
نیو	нов
نیو	нови
نیو	нова
نیو	neo
نیو	нео
بهرام	бахрам
خروجی	излезен
خروجی	излез
آرمان	арманд
جدی	сериозен
جدی	сериозна
جدی	озбилно
الکساندر	александар
الکساندر	александер
موسوی	мусави
ترکیبی	комбинација
مولی	моли
غذا	храна
آیین	крид
آیین	ритуал
موشک	ракета
موشک	проектил
