عوام	commons
گوارشی	gastrointestinal
گوارشی	digestive
سوسک	cockroaches
سوسک	cockroach
سوسک	beetle
بزرگسال	adult
بزرگسال	adults
لیبرالیسم	liberalism
وجوه	funds
غشای	membrane
فلیکس	felix
پیکربندی	configuration
پیکربندی	config
شنی	sand
دخیل	involved
کلیولند	cleveland
صوری	formal
چهارگانه	quadruple
رهنمودهای	guidelines
بنفیکا	benfica
شیرجه	diving
شیرجه	dive
قسمتهای	episodes
تریلیون	trillion
معاف	exempt
جدیدترین	latest
باشکوه	magnificent
تصدیق	confirmation
تصدیق	confirm
تصدیق	acknowledged
تصدیق	confirming
تصدیق	verification
رویارویی	confrontation
رویارویی	encounter
گرگوری	gregory
کلارا	clara
کلارا	klara
جاوید	everlasting
جاوید	javed
جاوید	immortal
کینگز	kings
سوشی	sushi
واتسون	watson
استن	stan
کریستف	christof
کریستف	christoph
رصد	observatory
رصد	observation
سوژه	subject
بلد	balad
تاخت	gallop
تنباکو	tobacco
فنلاندی	finnish
منحرف	pervert
عاقبت	outcome
آلکساندر	alexandre
مونرو	monroe
ارل	earl
گنجشک	sparrows
گنجشک	sparrow
گاردین	guardian
زوال	displaced
زوال	declining
فروید	freud
مستلزم	entails
اسلو	oslo
بلکبرن	blackburn
جردن	jordan
فاستر	foster
تراژدی	tragedy
سیزدهمین	thirteenth
پررنگ	timid
سباستین	sebastian
رؤیای	dream
پرداختن	reimburse
المپیاد	olympiad
بتهوون	beethoven
وردی	verdi
کانونی	focal
فلوئورید	fluoride
دوزیستان	amphibian
موریتانی	mauritania
ادراری	urinary
کلاوس	klaus
گراند	grande
گراند	grand
شاهدخت	princess
برمه	burma
برمه	burmese
واعظ	preacher
خر	donkey
هانوفر	hanover
هانوفر	hannover
ریگ	rig
اندر	ender
پیشگام	pioneer
اساسنامه	statute
الکترو	electro
کریگ	craig
فشاری	pressure
غریبه	strangers
غریبه	stranger
شهرستانهای	counties
شمشیربازی	fencing
معلول	handicapped
معلول	disability
هیروشیما	hiroshima
آپارتمان	apartment
شیمیدان	chemist
سفت	tight
بتنی	bethany
ولت	volt
تاین	tyne
نیش	stung
نیش	sting
لیژ	liège
دیروز	yesterday
کیوتو	kyoto
اوژن	eugène
اوژن	eugene
عیب	flaw
عیب	defect
ریل	rail
تعالیم	teachings
تعالیم	doctrine
معابد	temples
ماهیگیری	fishing
غیرعادی	unusual
پیرس	pierce
هولمز	holmes
ظلم	oppression
ظلم	oppressed
ظلم	cruelty
ظلم	injustice
تمرینات	training
خرچنگ	crabs
خرچنگ	lobster
خرچنگ	crab
کشنده	lethal
کشنده	deadly
کشنده	fatal
بوته	bush
ناظری	spectator
کاتالان	catalan
مورفی	murphy
خوارزم	khwarezm
گرسنگی	starving
گرسنگی	hunger
پالایش	filter
پالایش	filtering
پالایش	refining
رمزی	ramsey
چاله	pothole
چاله	puddle
شاهکار	stunt
شاهکار	feat
نویز	noise
ادریس	enoch
ادریس	idris
نمانده	almost
رسوب	sediment
صافی	safi
داش	dash
ریچل	rachel
شیلا	sheila
عبدی	abdi
جغد	owl
عمرو	amr
تاثیرات	effects
احتمالات	probabilities
احتمالات	odds
احتمالات	probability
یتیم	orphans
یتیم	orphan
دوس	dos
شفا	heal
شفا	cured
شفا	healing
شفا	healed
مغازه	shop
چرخشی	rotating
نشانگان	syndrome
کنکور	examination
نهفته	latent
نهفته	embedded
روانپزشکی	psychiatry
روانپزشکی	psychiatric
چیره	dominated
بلوچی	bellucci
گلکسی	galaxy
درازا	prolonged
آزادانه	freely
پاها	legs
خواهران	sisters
ریخت	spilled
اکو	eco
اکو	eko
اکو	echo
قبله	direction
استبداد	tyranny
خوشبختانه	fortunately
خوشبختانه	hopefully
شیدا	shida
تیتراژ	credits
ولفگانگ	wolfgang
وزنه	weights
وزنه	weight
وزنی	weighted
اجداد	ancestors
اجداد	ancestor
پت	pet
پت	pat
پاپی	poppy
پاپی	papi
ثریا	soraya
قیصر	kaiser
پایش	scanning
پایش	monitoring
پایش	monitored
آلیکانته	alicante
فانی	fanny
فانی	mortal
پهلو	side
پهلو	sides
اکسپرس	express
اسکس	essex
تیران	tiran
نخبگان	elite
فینیکس	capsules
فینیکس	phoenix
کرو	crow
ترتیبی	ordinal
ترتیبی	sequential
کرایسلر	chrysler
هوتن	hutton
هوتن	houten
هوتن	houghton
صفا	safa
ساسکس	sussex
تاجگذاری	coronation
فسفر	phosphorus
بولتون	bolton
چشمی	eye
اوتار	uttar
اوا	eva
اوا	ewa
هلسینکی	helsinki
آندورا	andorra
اجبار	force
اجبار	compulsion
اجبار	coercion
اجبار	forced
معقول	sensible
معقول	rational
معقول	reasonable
بارگیری	download
بارگیری	loading
بارگیری	downloading
بارگیری	downloaded
مذکر	male
مذکر	masculine
دایناسور	dinosaur
بقا	survival
تورینو	tra
تورینو	torino
متفرقه	misc
متفرقه	miscellaneous
آدریان	adrian
هیچکدام	none
برشی	shear
اویل	oil
گیبسون	gibson
استثنای	exception
هراس	terror
هراس	phobia
آوازی	vocal
مغولی	mongolian
استفن	stefan
استفن	steffen
کیخسرو	kaykhusraw
رسوایی	scandal
رسوایی	disgrace
سوخو	sukhoi
آویزان	hung
آویزان	hang
آویزان	hanging
طغیان	rebelled
طغیان	rebel
طغیان	rebellion
نیاکان	ancestors
نیاکان	ancestor
مسخره	ridiculous
الزامی	mandatory
نخجوان	nakhchivan
سپهسالار	generalissimo
عجیبی	strange
حمد	hamad
حمد	praise
نوشیدن	drinking
نوشیدن	drink
نورالدین	noureddine
سفره	table
سفره	tablecloth
مالدیو	maldives
هل	cardamom
هل	pushing
هل	hal
اشمیت	schmidt
اشمیت	schmitt
لوتر	luther
راهبرد	guideline
راهبرد	strategy
استنباط	inference
رمزگذاری	encryption
فرانچسکو	francisco
فرانچسکو	francesco
زا	generator
مصادره	confiscated
سازندگی	construction
وارث	heir
روزولت	roosevelt
قصبه	parish
قصبه	casbah
دماغه	cape
اولا	ola
قدردانی	gratitude
قدردانی	appreciation
ویتنی	whitney
کوستا	costa
غزالی	ghazali
دیم	dim
راش	rush
راش	fagus
ققنوس	phoenix
اوراسیا	eurasia
مرگبار	deadly
مرگبار	fatal
کابین	cabin
وکالت	attorney
جوجه	chicken
بهبودی	recovery
بهبودی	improvement
عینک	goggles
عینک	glasses
هومبولت	humboldt
بریدن	cutting
مارکسیسم	marxism
پذیرای	receptive
متابولیسم	metabolism
میرود	goes
میرود	walks
کج	crooked
کج	oblique
کج	italic
ناکام	disappointed
ناکام	frustrated
شمع	candle
شمع	candles
تاد	todd
توبه	repentance
توبه	repent
مترادف	synonymous
مترادف	synonym
شلوغ	messy
شلوغ	busy
شلوغ	noisy
شلوغ	crowded
ژولیت	juliette
ژولیت	juliet
بنیامین	benjamin
گنبدی	fiddler
فال	fortune
فال	omen
پارسا	parsa
ونسان	wonsan
ونسان	vincent
لوکا	luca
لوکا	luka
مرکبات	citrus
یوجین	eugene
فیس	facebook
هاروی	harvey
توییتر	twitter
ید	iodine
فرج	faraj
تنور	oven
تنور	tenor
بیاورند	produce
توگو	togo
عصبانی	angry
جوآن	joan
شعرای	lyrics
آوانگاری	phonetic
استوک	stoke
زباله	waste
زباله	trash
زباله	garbage
آشیانه	nest
آشیانه	hangar
جوندگان	rodent
توهم	hallucination
توهم	illusion
آنتون	anton
آشامیدنی	drinking
الاهلی	commercial
پانزدهمین	fifteenth
هیدروکسی	hydroxy
کاران	karan
آبزی	aquatic
آزادسازی	liberation
شکلات	chocolate
ژنوم	genome
الک	elk
الک	sieve
الک	alec
رقبای	rivals
آفتابی	sunny
ترجیحات	preferences
ترجیحات	bac
جوشکاری	welding
چهارچوب	framework
ختنه	circumcision
ختنه	circumcised
استثنایی	special
استثنایی	exceptional
تاجیک	tajik
بوت	booth
پابلو	pablo
جابر	jaber
ائوسن	eocene
چیبا	chiba
باربادوس	barbados
بلیک	blake
انفجاری	explosion
انفجاری	explosive
انفجاری	detonation
گیت	gate
گیت	git
گیت	gates
عرف	mores
انتحاری	suicide
اوکراینی	ukrainian
قلمروی	territory
ترانزیستور	pnp
ترانزیستور	transistor
سیریلیک	cyrillic
امتناع	refusal
امتناع	refusing
بازل	basel
مهمانی	party
مهمانی	feast
مهمانی	banquet
رویت	turn
مفاصل	joints
دیلم	crowbar
پیشانی	forehead
وفور	abundance
کاسپین	caspian
قلع	tin
بگو	say
بگو	tell
آزاده	free
پدران	fathers
پدران	ancestors
متین	meth
متین	metin
حیفا	haifa
داغستان	dagestan
کاناگاوا	kanagawa
پگاه	early
توفان	typhoon
توفان	storm
قطعا	definitely
هویدا	evident
اژدهای	dragon
یاسر	yasser
بالتیمور	baltimore
بعدا	later
ملوک	maluku
اولاً	ula
تسهیلات	utilities
نژادپرستی	racism
اینتل	intel
استرس	stress
استرس	stressed
ناب	nab
ناب	sparkling
ناب	pure
مفسر	interpreter
مفسر	commentator
آندرا	andrea
آندرا	andhra
نادو	nadu
مطبوع	conditioner
متعارف	conventional
متعارف	canonical
بیهوده	vain
بیهوده	vanity
بیضی	oval
بیضی	ellipse
بیضی	elliptical
کمرنگ	pale
اور	orr
کلسترول	cholesterol
مدفوع	feces
مدفوع	stool
پسته	pistachio
هلیکوپتر	helicopter
هلیکوپتر	helo
هلیکوپتر	chopper
شیوا	shiva
یونی	ion
گلو	throat
سریالی	serial
ندیده	seen
بطن	ventricular
بطن	ventricle
بطن	abdomen
ارسلان	arslan
بخورد	devours
منو	menno
آهو	deer
آهو	aho
آهو	gazelle
دونتسک	donetsk
منگنز	manganese
برگه	breguet
برگه	sheet
کاذب	false
جگوار	jaguar
فازی	phase
فازی	fuzzy
فازی	fuzz
امینم	eminem
یوکوهاما	yokohama
جذابیت	attraction
سوفی	sophie
سرگرم	amusing
ویو	viv
موقتی	temporarily
موقتی	temporary
موقتی	temp
ایمی	amy
روشنگری	enlightenment
روشنگری	enlightening
روشنگری	insightful
مضر	harmful
هود	hud
هود	hood
فیورنتینا	fiorentina
شلوار	trousers
شلوار	pants
سیتروئن	citroën
شکمی	abdominal
پذیرد	accepts
سوزوکی	suzuki
گای	guy
رادیکال	radical
سنسور	sensor
خازن	capacitor
لیتل	little
طیب	bridal
طیب	tayyip
ورونا	verona
خطاهای	faults
خطاهای	errors
خرابی	failure
خرابی	destruction
خرابی	failed
بوسه	kisses
بوسه	kiss
پالمیراس	palmeiras
اعماق	depths
اعماق	deep
لاو	lao
لاو	luv
بخشیده	forgiven
جنت	janet
کامپایلر	compiler
ونوس	venus
دانته	dante
آقایی	gentleman
فرزانه	wise
میترا	mitra
برومند	matured
ویستا	vista
اسهال	diarrhea
پرستون	preston
اذعان	acknowledge
چیدمان	layout
جنگجویان	warriors
هروی	hervé
الکترومغناطیس	electromagnetic
الکترومغناطیس	electromagnetism
کران	deaf
بازگرداندن	restore
بازگرداندن	restoring
زاد	zod
زاد	offspring
گرومن	grumman
لوران	laurent
پردازی	processing
سرم	serum
روبن	robben
روبن	reuben
روبن	ruben
حضورش	presence
تزار	tsar
گرانده	grande
پلانک	planck
پلانک	plank
