athenaeum	athenaeum
kibocsátott	εκδοθέν
kibocsátott	εξέδωσε
kibocsátott	εκδίδεται
kibocsátott	εκπεμπόμενου
laboratóriumi	εργαστήριο
laboratóriumi	εργαστηριακά
berg	μπεργκ
állampolgár	πολίτη
állampolgár	πολίτης
albrecht	άλμπρεχτ
gomba	μανιτάρια
gomba	μύκητες
gomba	μύκητα
gomba	μύκητες
gomba	μανιτάρι
gomba	μανιτάρια
szavazott	ψηφίστηκε
szavazott	ψήφισα
szavazott	ψήφισαν
szavazott	ψήφισε
nyelveken	γλώσσες
biztosítva	ασφαλισμένο
afganisztán	αφγανιστάν
steiner	στάινερ
állítólagos	υποτιθέμενη
állítólagos	εικαζόμενη
szándéka	πρόθεσή
szándéka	πρόθεση
szándéka	πρόθεση
genova	genova
világosabb	σαφέστερη
világosabb	αναπτήρα
elérés	απήχηση
elérés	reach
elérés	φτάσει
visszafelé	ανάποδα
ptolemaiosz	πτολεμαίος
cliff	κλιφ
memorial	μνημείο
memorial	μεμόριαλ
nicola	νικόλα
nicola	νίκολα
képviselt	εκπροσωπείται
képviselt	εκπροσωπούνται
egyenletes	ομοιόμορφα
egyenletes	σταθερό
egyenletes	σταθερή
egyenletes	σταθερά
egyenletes	σταθερός
leveleket	γράμματα
leveleket	επιστολές
leveleket	γραμματα
brecht	μπρεχτ
martínez	martínez
növényzet	βλάστηση
antarktisz	ανταρκτική
üzemeltetett	λειτουργούσε
beavatkozás	παρεμβολές
beavatkozás	παρέμβαση
beavatkozás	παρεμβολή
beavatkozás	παρεμβάσεις
beavatkozás	παρέμβασης
beavatkozás	παρέμβαση
tolkien	τόλκιν
karcsú	slim
karcsú	σλιμ
karcsú	λεπτή
tanít	διδασκαλία
tanít	διδάσκει
kétséges	αμφιβολία
kétséges	αμφίβολη
kétséges	αμφίβολο
kétséges	αμφίβολο
dobó	κανάτα
technikák	τεχνικές
színésznők	ηθοποιοί
színésznők	ηθοποιούς
átjáró	πύλη
átjáró	πύλη
átjáró	πέρασμα
leslie	λέσλι
pusztító	καταστροφική
pusztító	καταστροφικό
pusztító	καταστροφικό
pusztító	καταστροφικές
pusztító	καταστροφέας
pusztító	καταστροφέα
pusztító	αντιτορπιλικό
bolygók	πλανήτες
pearl	περλ
pearl	μαργαριτάρι
erősíti	ενισχύει
erősíti	δυναμώνει
átdolgozott	αναθεωρήθηκε
átdolgozott	αναθεωρημένο
átdolgozott	αναθεωρημένη
rétegek	στρώσεις
rétegek	στρώματα
álma	ονειρο
álma	όνειρο
álma	dream
álma	όνειρα
postás	ταχυδρόμος
postás	ταχυδρόμος
essen	έσσεν
találkozni	συναντήσω
találkozni	συνάντηση
romantika	ειδύλλιο
romantika	ρομάντζο
romantika	ρομαντισμός
feldolgozó	επεξεργαστής
feldolgozó	επεξεργαστή
elena	elena
elena	έλενα
elena	ελένα
elena	ελενα
elektron	ηλεκτρονίων
konferencián	σύσκεψη
konferencián	συνδιάσκεψη
konferencián	διάσκεψη
konferencián	συνέδριο
telek	ξηρά
telek	land
telek	γη
telek	στεριά
sűrűsége	πυκνότητα
singer	τραγουδιστής
singer	σίνγκερ
singer	τραγουδίστρια
lejárt	έληξε
anatómiai	ανατομικές
zambia	ζάμπια
leon	λέων
leon	λεόν
leon	leon
leon	λίον
laosz	λάος
verset	ποίημα
casa	casa
vezetni	drive
vezetni	οδήγηση
rico	ρίκο
rico	rico
haydn	haydn
felhasználás	χρήση
felhasználás	χρησιμοποίηση
felhasználás	κατανάλωση
korong	δίσκος
korong	δίσκο
korong	δισκέτα
korong	πακ
korong	δίσκος
korong	δίσκο
hűséges	πιστοί
hűséges	πιστός
hűséges	πιστό
hűséges	πιστή
hűséges	πιστοί
hűséges	πιστός
hűséges	πιστό
hűséges	πιστή
elektronikai	ηλεκτρονική
elektronikai	ηλεκτρονικά
venezuelai	βενεζουέλας
venezuelai	βενεζουέλας
venezuelai	βενεζουέλα
kötőjel	παύλα
paradicsom	ντομάτα
paradicsom	τομάτες
paradicsom	ντομάτες
paradicsom	παράδεισος
paradicsom	paradise
paradicsom	παράδεισο
fenntartása	διατηρήστε
fenntartása	διατηρήσει
álláspont	στίγμα
álláspont	θεση
álláspont	θέση
fenyegető	απειλητική
fenyegető	απειλητικό
fenyegető	απειλητικό
fenyegető	απειλητική
fenyegető	απειλητικά
fenyegető	απειλεί
házigazda	ξενιστής
házigazda	υποδοχής
házigazda	παρουσιαστής
házigazda	οικοδεσπότης
harmadszor	τρίτον
harmadszor	τρίτο
harmadszor	τρίτη
harmadszor	τρίτος
faktor	παράγοντας
faktor	παράγοντα
faktor	παράγων
faktor	συντελεστής
federico	φεντερίκο
növelése	αύξηση
samantha	samantha
samantha	σαμάνθα
emily	έμιλυ
emily	έμιλι
emily	emily
hbo	hbo
szingapúr	σιγκαπούρη
giacomo	τζιάκομο
oszlopok	πυλώνες
oszlopok	κολώνες
oszlopok	στήλες
oszlopok	κολώνες
martina	μαρτίνα
darwin	δαρβίνου
darwin	δαρβίνος
domenico	ντομένικο
küld	στέλνει
küld	αποστολή
küld	στέλνει
küld	στέλνω
küld	αποστολή
küld	στείλε
küld	στείλτε
küld	στείλω
doug	νταγκ
doug	doug
lakók	κάτοικοι
lakók	κατοίκους
lakók	ενοικιαστές
lakók	ενοίκους
lakók	ένοικοι
lakók	ένοικοι
republikánus	ρεπουμπλικάνος
republikánus	δημοκρατικός
rosszindulatú	κακόβουλο
rosszindulatú	καταχρηστική
rosszindulatú	κακόβουλο
rosszindulatú	κακοήθη
rövidítések	συντομογραφίες
rövidítések	ακρωνύμια
arabok	άραβες
elemzés	ανάλυση
tehetségét	ταλέντα
veronika	βερόνικα
nomád	νομαδική
járvány	εστία
járvány	ξέσπασμα
járvány	επιδημία
járvány	πανώλη
járvány	πανούκλα
járvány	μάστιγα
járvány	πανδημία
járvány	επιδημία
megfigyelő	παρατηρητή
megfigyelő	παρατηρητής
lille	λιλ
vicces	αστεία
vicces	αστείος
vicces	αστείο
hónapok	μήνες
hónapok	μηνών
laurent	laurent
gázok	αέρια
válás	διαζύγια
válás	διαζύγιο
chan	τσαν
másképpen	διαφορετικά
másképpen	άλλως
másképpen	αλλιώς
másképpen	αλλιως
halászat	αλιεία
halászat	αλιείας
halászat	αλιεία
halászat	ψάρεμα
halászat	αλιείας
évkönyv	επετηρίδα
lánc	αλυσίδες
lánc	αλυσίδα
lánc	αλυσίδες
oxid	οξείδιο
fortuna	φορτούνα
nielsen	νίλσεν
leeds	λιντς
vega	βέγκα
vega	χορτοφάγος
vega	vegan
befejeződött	ολοκληρώθηκαν
befejeződött	ολοκληρωθεί
befejeződött	ολοκληρώθηκε
befejeződött	ολοκληρωμένα
boris	μπόρις
fenyegeti	απειλεί
kliens	πελάτης
kliens	πελάτη
módosítani	τροποποίηση
koalíció	συνασπισμού
koalíció	συνασπισμός
koalíció	συνασπισμό
tűzoltó	πυροσβέστης
tűzoltó	πυροσβέστη
tűzoltó	πυροσβέστης
tűzoltó	πυροσβέστη
szex	σεξ
szex	sex
szex	φύλο
nagyobbak	μεγαλύτερος
nagyobbak	μεγαλύτερο
nagyobbak	μεγαλύτερα
nagyobbak	μεγαλύτερη
nagyobbak	μεγαλύτερος
nagyobbak	μεγαλύτερο
nagyobbak	μεγαλύτερη
utazók	ταξιδιώτες
utazók	ταξιδιώτης
utazók	ταξιδιώτη
utazók	ταξιδιωτών
utazók	ταξιδιώτες
kőolaj	πετρέλαιο
kőolaj	λάδι
kőolaj	έλαιο
kőolaj	πετρελαίου
kőolaj	πετρελαίου
kőolaj	πετρέλαιο
spin	spin
spin	περιστροφή
hallottam	άκουσα
hallottam	ακούσει
hasonlóképpen	ομοίως
hasonlóképpen	παρομοίως
hasonlóképpen	ομοίως
hasonlóképpen	παρομοίως
hálózatok	δίκτυα
krónikus	χρόνια
rajza	ζωγραφιά
rajza	κλήρωση
mónika	μόνικα
evolúciós	εξελικτική
logikus	λογική
logikus	λογικό
logikus	λογικές
utasítások	οδηγίες
kertészeti	κηπουρική
kertészeti	κηπουρική
hasi	κοιλιακό
hasi	κοιλιακή
jürgen	jürgen
jürgen	γιούργκεν
vád	κατηγορίες
vád	κατηγοριες
vád	επιβαρύνσεις
vád	δίωξη
lábai	πόδια
ellenálló	ανθεκτικά
ellenálló	ανθεκτικό
ellenálló	αντοχή
ellenálló	αντίστασης
ellenálló	αντίσταση
ellenálló	ανθεκτικότητα
lucy	λούση
lucy	λούσυ
lucy	λούσι
liter	λίτρο
liter	λίτρο
liter	λίτρα
műhelyek	συνεργεία
műhelyek	εργαστήρια
dylan	dylan
dylan	ντίλαν
dylan	ντύλαν
derek	ντέρεκ
derek	derek
suzuki	suzuki
camp	καμπ
camp	κατασκήνωση
camp	καταυλισμός
camp	στρατόπεδο
dublin	δουβλίνο
kontinensen	ήπειρος
kontinensen	ήπειρο
kontinensen	ηπείρου
eltávolítása	αφαίρεση
eltávolítása	αφαίρεση
eltávolítása	αφαίρεση
eltávolítása	απομάκρυνση
nyíló	ανθισμένα
nyíló	ανθίζει
nyíló	ανθίζουν
országszerte	πανελλαδικά
kritikát	επικρίσεις
kritikát	κριτική
kenyér	ψωμί
sütő	φούρνο
sütő	σόμπα
sütő	φούρνος
sütő	φούρνο
kinga	βασιλεύς
kinga	βασιλιάς
kinga	κινγκ
kinga	βασιλιά
kinga	king
démon	δαίμονα
démon	δαίμονας
karen	κάρεν
karen	karen
vista	βίστα
tulajdon	ακίνητο
tulajdon	ιδιοκτησία
tulajdon	ιδιότητα
tulajdon	ακίνητα
marokkói	μαροκινή
zavarok	ταραχές
zavarok	διαταραχές
hódító	κατακτητής
lábát	πόδια
lábát	πόδι
amanda	amanda
amanda	αμάντα
cleveland	κλίβλαντ
cleveland	κλήβελαντ
cleveland	κλίβελαντ
folytatás	βιογραφικό
folytatás	συνέχιση
folytatás	συνεχίζονται
folytatás	συνέχιση
folytatás	συνεχίζεται
folytatás	συνέχιση
folytatás	συνεχίστε
folytatás	συνέχεια
folytatás	συνέχισε
folytatás	συνεχίζεται
folytatás	συνέχεια
hittem	πίστευε
hittem	πιστεύεται
hittem	σκέψη
fasiszta	φασιστική
célokat	στόχοι
célokat	στόχους
célokat	γκολ
végrehajtani	εκτελέσει
végrehajtani	εκτέλεση
villamosok	τραμ
gregory	γκρέγκορι
gregory	γκρέγκορυ
dominikai	δομινικανή
dominikai	ντομίνικα
kocka	σπασίκλα
kocka	κύβο
kocka	κύβος
kocka	σπασίκλα
kocka	ζάρια
örülök	απόλαυση
örülök	χαρα
örülök	χαρά
örülök	ευχαρίστηση
örülök	ευτυχής
örülök	χαίρομαι
tárgyalás	διαπραγματεύσεις
tárgyalás	διαπραγμάτευση
tárgyalás	δίκη
tárgyalás	δίκης
befejezetlen	ημιτελή
befejezetlen	ατελής
befejezetlen	ελλιπής
befejezetlen	ελλιπείς
befejezetlen	ημιτελή
lemond	παραιτείται
optimális	βέλτιστο
optimális	βέλτιστη
optimális	βέλτιστη
optimális	βέλτιστο
februárban	φεβρουάριος
februárban	φεβρουάριο
februárban	φεβρουαρίου
detroit	ντιτρόιτ
detroit	ντητρόιτ
intézkedések	μετρα
intézkedések	μέτρα
intézkedések	πράξεις
intézkedések	δράσεις
intézkedések	ενέργειες
konfliktusok	συγκρούσεις
konfliktusok	συγκρούσεις
konfliktusok	σύγκρουση
konfliktusok	σύρραξη
szörny	τέρας
adriai	αδριατικής
adriai	αδριατική
eindhoven	eindhoven
fehérje	πρωτεΐνη
fehérje	πρωτεΐνες
fehérje	πρωτεΐνες
tárgyalja	συζητά
eltérések	αποκλίσεις
eltérések	διαφορές
vitákat	συζητήσεις
vitákat	ντιμπέιτ
perzsák	πέρσες
könyvtárak	βιβλιοθήκες
könyvtárak	κατάλογοι
könyvtárak	καταλόγων
ókor	αρχαιότητα
haut	haut
részecske	σωματίδια
részecske	σωματίδιο
elismerés	αναγνώριση
szabályozó	ρυθμιστικό
szabályozó	ρυθμιστή
szabályozó	ρυθμιστής
molekula	μοριακή
molekula	μοριακό
molekula	μόριο
elegáns	κομψά
elegáns	κομψή
elegáns	κομψός
elegáns	κομψό
elegáns	σικ
cáceres	κάθερες
vegas	vegas
vegas	βέγκας
everton	έβερτον
donna	ντόνα
abd	abd
bekezdés	παράγραφο
bekezdés	παράγραφος
bekezdés	εδάφια
bekezdés	παραγράφους
bekezdés	παράγραφοι
nyilas	τοξότης
természetfeletti	υπερφυσική
természetfeletti	υπερφυσικό
rocky	ρόκι
rocky	ρόκυ
intelligencia	εξυπνάδα
intelligencia	ευφυία
intelligencia	νοημοσύνη
fan	ανεμιστήρα
fan	θαυμαστής
fan	fan
fan	ανεμιστήρας
fan	φαν
fogak	δόντια
épít	χτίζει
vizsgálati	τεστ
vizsgálati	δοκιμασία
vizsgálati	δοκιμή
vizsgálati	δοκιμή
vizsgálati	δοκιμές
rákok	καβούρια
rákok	ψείρες
rákok	μαλακόστρακα
rákok	γαρίδες
vaszilij	βασίλι
megtiltotta	απαγόρευσε
fertőző	λοιμώδη
fertőző	μεταδοτική
fertőző	μεταδοτικό
képregények	κόμικς
képregények	κόμικ
fertőzött	μολυσμένος
fertőzött	μολυσμένη
fertőzött	μολυσμένα
fertőzött	μολυσμένο
fertőzött	μολυνθεί
fertőzött	μολυσμένοι
fertőzött	μολυσμένος
fertőzött	μολυσμένο
fertőzött	μολυσμένα
fertőzött	μολυσμένη
css	css
blackburn	μπλάκμπερν
mondatok	φράσεις
mondatok	ποινές
naruto	ναρούτο
brescia	brescia
baltimore	βαλτιμόρη
ming	μινγκ
kertek	κήποι
kertek	κήπους
tizenhét	δεκαεπτά
tizenhét	seventeen
tizenhét	δεκαεφτά
zavart	σύγχυση
zavart	διαταραγμένος
zavart	διαταραγμένη
zavart	μπερδεμένοι
zavart	μπερδεμένο
zavart	μπερδεμένος
zavart	μπερδεμένη
zavart	σύγχυση
molekulák	μόρια
molekulák	μορίων
csillagászat	αστρονομία
svédek	σουηδοί
jin	jin
jin	τζιν
technológiák	τεχνολογίες
iratok	έγγραφα
wimbledon	γουίμπλετον
jesse	τζέσι
jesse	jesse
szebb	ομορφότερη
kedvezőtlen	δυσμενή
kedvezőtlen	δυσμενείς
kedvezőtlen	δυσμενής
évtizedben	δεκαετία
évtizedben	decade
politikailag	πολιτικά
lovasság	ιππικό
platón	πλάτωνα
tőke	κεφάλαιο
tőke	κεφαλαίου
tőke	πρωτεύουσα
tőke	κεφαλαίο
csatolt	επισυνάπτεται
csatolt	συνημμένο
steel	χάλυβα
steel	ατσάλι
steel	χάλυβας
hardcore	hardcore
kanári	καναρίνια
kanári	καναρίνι
mason	μέισον
mason	mason
case	περίπτωση
case	υποθεση
case	υπόθεση
edwin	έντουιν
méhek	μέλισσες
eklektikus	εκλεκτική
viva	viva
aux	aux
jeremy	τζέρεμυ
jeremy	jeremy
jeremy	τζέρεμι
tárolt	αποθηκευμένα
tárolt	αποθηκεύεται
tárolt	αποθηκευμένο
tárolt	αποθηκεύονται
elengedhetetlen	απαραίτητος
elengedhetetlen	απαραίτητος
elengedhetetlen	ουσιώδης
elengedhetetlen	απαραίτητο
elengedhetetlen	ουσιώδες
termés	καλλιέργειες
termés	σοδειές
termés	συγκομιδή
termés	σοδειά
termés	σοδειά
christie	κρίστι
kertben	κήπος
kertben	κήπο
kertben	garden
alfaj	υποείδος
fordulat	ανατροπή
fordulat	τουίστ
akkumulátorok	συσσωρευτές
akkumulátorok	μπαταρίες
akkumulátorok	συσσωρευτές
jelzés	σινιάλο
jelzés	σήμα
jelzés	σημα
jelzés	σηματοδότησης
jelzés	σηματοδότηση
találkozás	συνάντηση
találkozás	σύσκεψη
találkozás	συνεδρίαση
találkozás	συμπλοκή
műszerek	όργανα
műszerek	μέσων
fogoly	φυλακισμένη
fogoly	φυλακισμένος
fogoly	αιχμάλωτος
fogoly	κρατούμενος
fogoly	κρατούμενο
fogoly	αιχμάλωτη
fogoly	δεσμευμένη
fogoly	αιχμάλωτος
kiszolgáló	εξυπηρετητής
kiszolgáló	εξυπηρετητή
kiszolgáló	διακομιστής
kiszolgáló	server
líbiai	λιβύης
kecske	κατσίκα
kecske	τράγος
kecske	κατσίκες
hívők	πιστοί
freud	φρόιντ
antwerpen	αμβέρσα
programozás	προγραμματισμού
programozás	προγραμματισμός
napoli	νάπολι
gondok	ιδιαιτερότητες
gondok	προβληματα
gondok	προβλήματα
huber	χούμπερ
etikai	ηθικό
etikai	ηθική
etikai	δεοντολογία
etikai	ηθική
keringési	κυκλοφορικό
mccartney	mccartney
névmás	αντωνυμία
zongorista	πιανίστα
zongorista	πιανίστας
sötétség	σκοτάδι
sötétség	σκότος
foster	φόστερ
búr	μπόερ
rns	rna
enrique	ενρίκε
festmények	πίνακες
dom	ντομ
tartása	κρατώντας
ideológiai	ιδεολογική
duncan	ντάνκαν
duncan	duncan
hansen	χάνσεν
guido	γκουίντο
fiat	fiat
nyújtó	παρέχοντας
ügyes	έξυπνο
ügyes	έξυπνη
ügyes	έξυπνος
szegények	καημένε
szegények	φτωχή
szegények	φτωχό
szegények	φτωχός
szegények	φτωχοί
berkeley	μπέρκλεϊ
hangzott	ακούστηκε
hangzott	ακουγόταν
végzetes	θανατηφόρος
végzetes	θανατηφόρα
végzetes	μοιραίο
végzetes	θανατηφόρο
végzetes	μοιραία
email	email
tüzérség	πυροβολικό
megerősítve	επιβεβαιώθηκε
megerősítve	επιβεβαιώνεται
megerősítve	επιβεβαίωση
megerősítve	επιβεβαίωσε
megerősítve	θετικό
megerősítve	επιβεβαιώνω
megerősítve	επιβεβαιώνοντας
megerősítve	επιβεβαιώνω
megerősítve	επιβεβαιώσει
megerősítve	επιβεβαίωση
bűncselekmények	αδικήματα
bűncselekmények	εγκλήματα
bűncselekmények	εγκλημα
bűncselekmények	έγκλημα
bűncselekmények	εγκληματικότητα
zoológus	ζωολόγος
térképek	χάρτες
térképek	διαγράμματα
zeusz	δία
zeusz	δίας
curtis	κέρτις
lőszer	πυρομαχικά
lőszer	πολεμοφόδια
lőszer	σφαίρες
lőszer	πυρομαχικά
phillips	φίλιπς
jelentések	αναφορές
jelentések	εκθέσεις
zászlók	πανό
zászlók	σημαίες
hangsúly	έμφαση
rajzolt	ντρου
megmutatta	έδειξε
elkészítése	προπαρασκευή
elkészítése	προετοιμασία
elkészítése	παρασκεύασμα
főnix	φοίνικας
főnix	φοίνιξ
főnix	phoenix
főnix	φοίνικα
grey	γκρίζο
grey	γκρέι
grey	γκρι
grey	γκρίζα
grey	grey
michelangelo	μικελάντζελο
forever	forever
értelmezés	ερμηνεία
értelmezés	διερμηνεία
liu	λιου
liu	λιού
liu	liu
tisztek	αστυφύλακες
tisztek	αξιωματικοί
tisztek	αστυνομικοί
osztva	διαιρεμένη
osztva	διχασμένη
osztva	διαιρείται
érme	νομίσματα
érme	κέρματα
érme	κέρμα
érme	νόμισμα
antonius	αντώνιος
antonius	antony
ötvenes	fifties
protokoll	πρωτόκολλο
hallott	άκουσα
hallott	ακούσει
sajnálom	συγγνώμη
sajnálom	συγνώμη
asztalos	ξυλουργός
asztalos	κάρπεντερ
asztalos	ξυλουργική
mérési	μέτρησης
mérési	μέτρηση
névleges	ονομαστική
névleges	ονομαστικό
névleges	ονομαστική
névleges	ονομαστικές
elnöksége	προεδρία
szabályzat	κανόνες
szabályzat	κανονισμοί
szabályzat	κανονισμούς
szabályzat	πολιτική
szabályzat	πολιτικη
fájlok	αρχεία
fájlok	φάκελοι
ardennes	αρδεννών
harag	θυμός
harag	θυμό
harag	οργή
harag	οργή
harag	θυμός
harag	οργή
feliratok	υπότιτλοι
morrison	μόρισον
hullámok	κύματα
jogszabály	νόμο
jogszabály	δίκαιο
jogszabály	νόμος
jogszabály	νομοθεσία
mérték	ρυθμός
mérték	ποσοστό
mérték	συντελεστής
mérték	μετρούμενη
mérték	μετριέται
mérték	μέτρο
romlott	σάπια
romlott	σάπιο
romlott	επιδεινώθηκε
romlott	κακομαθημένο
romlott	κακομαθημένη
primitív	πρωτόγονο
primitív	πρωτόγονη
elvek	αρχές
elvek	αρχες
tengerpart	παραλία
tengerpart	παραλια
tengerpart	παραλίες
tengerpart	ακτές
tengerpart	ακτη
tengerpart	ακτή
fogyaszt	καταναλώνει
műszer	μέσο
műszer	όργανο
műszer	συσκευές
műszer	συσκευή
villeneuve	villeneuve
üresen	άδειο
üresen	κενό
üresen	κενή
üresen	άδεια
üresen	κενός
üresen	κενό
üresen	κενή
szervez	διοργανώνει
szervez	οργανώνει
szervez	οργανώνει
izom	μυς
izom	μύες
izom	μυς
izom	μυ
izom	μύες
bizonyított	απέδειξε
bizonyított	απέδειξα
bizonyított	αποδείχθηκε
bizonyított	αποδεδειγμένα
bizonyított	αποδεδειγμένη
bizonyított	αποδεδειγμένο
bizonyított	αποδειχθεί
képzési	επιμόρφωση
képzési	εκπαίδευση
képzési	κατάρτισης
képzési	κατάρτιση
képzési	προπόνηση
ismételt	επαναλαμβανόμενη
ismételt	επαναλαμβάνεται
párbeszéd	διάλογο
párbeszéd	διάλογος
veszett	λύσσας
veszett	λύσσα
líbia	λιβύης
líbia	λιβύη
líbia	λιβύης
emlékezett	θυμήθηκε
fázis	φάση
fázis	φαση
hills	λόφοι
hills	χιλς
hills	hills
hills	λόφους
fedezett	καλύπτεται
fedezett	καλυμμένοι
fedezett	καλύπτονται
fedezett	καλυμμένη
fedezett	καλυμμένο
zsoldos	μισθοφόρος
rossini	rossini
kiegészítés	συμπλήρωση
kiegészítés	συμπληρώνουν
kiegészítés	συμπλήρωση
kiegészítés	συμπλήρωμα
kiegészítés	συμπληρωματικό
reggae	ρέγκε
égő	καυστήρα
égő	καύση
égő	κάψιμο
címeket	τίτλους
címeket	τίτλοι
keverés	ανάμειξη
keverés	ανάμιξη
keverés	ανάδευση
amsterdam	άμστερνταμ
amsterdam	αμστερνταμ
amsterdam	amsterdam
nigel	νάιτζελ
louvre	λούβρο
választható	προαιρετικά
választható	προαιρετικό
választható	προαιρετικές
választható	προαιρετική
közvetett	έμμεσα
közvetett	έμμεσες
közvetett	έμμεσο
közvetett	έμμεση
elme	νου
elme	μυαλό
sugárzott	ακτινοβολούμενη
büszke	υπερήφανος
büszke	περήφανοι
büszke	περήφανος
büszke	περήφανη
mia	mia
orleans	ορλεάνη
orleans	ορλεάνης
dinoszaurusz	δεινόσαυρο
dinoszaurusz	δεινόσαυρος
xxx	χχχ
xxx	xxx
kambodzsa	καμπότζη
teljesíteni	εκπληρώσει
teljesíteni	εκπλήρωσε
kifejtett	εκφράζεται
kifejtett	εκφρασμένο
kifejtett	εξέφρασε
bristol	μπρίστολ
gyümölcsök	καρποί
gyümölcsök	καρπός
gyümölcsök	φρούτο
gyümölcsök	φρούτα
gyümölcsök	καρποί
gyümölcsök	φρούτα
gyárban	εργοστάσιο
bretagne	bretagne
moss	μος
énekelni	τραγουδήστε
énekelni	τραγούδα
énekelni	τραγουδούν
énekelni	τραγουδάει
énekelni	τραγουδάμε
énekelni	τραγούδι
énekelni	τραγουδώντας
énekelni	τραγουδούν
anders	άντερς
téglalap	ορθογώνιο
téglalap	ορθογώνιο
szigetcsoport	αρχιπέλαγος
líra	λιρέτες
líra	λίρα
líra	λιρέτες
feleségek	νοικοκυρές
feleségek	συζύγους
feleségek	σύζυγοι
böngésző	browser
olvasott	διαβάσει
olvasott	διάβαζε
olvasott	ανάγνωση
olvasott	διαβάστε
olvasott	διάβασε
bolton	μπόλτον
milton	μίλτον
napokon	ημέρες
napokon	ημερες
napokon	μέρες
nagyok	μεγάλα
nagyok	μεγάλο
nagyok	μεγάλη
nagyok	μεγάλα
nagyok	μεγάλος
nagyok	μεγάλο
zimbabwe	ζιμπάμπουε
garcia	garcia
garcia	γκαρσία
repül	πετάξει
repül	πέτα
repül	μύγα
repül	πέταξε
repül	πετώντας
repül	πέταγμα
repül	ιπτάμενο
sullivan	σάλιβαν
sullivan	sullivan
sullivan	σάλλιβαν
airways	airways
érzelmek	συναίσθημα
érzelmek	συγκίνηση
érzelmek	αισθήματα
érzelmek	συναισθήματα
érzelmek	αισθήματα
érzelmek	συναισθήματα
galaxy	γαλαξίας
galaxy	γαλαξία
jung	γιουνγκ
jung	τζουνγκ
dallam	μελωδία
dallam	μελωδία
helyzetű	μειονεκτική
sandra	σάντρα
sebész	χειρούργος
sebész	χειρουργός
sebész	χειρουργοί
folyami	ρίβερ
folyami	ποταμός
folyami	ποτάμι
nyilatkozat	δήλωση
nyilatkozat	διακήρυξη
nyilatkozat	δήλωση
málna	βατόμουρο
algériai	αλγερινή
regina	ρετζίνα
simone	σιμόν
simone	simone
gyermekkori	παιδικά
richards	ρίτσαρντς
koronázás	στέψη
pozíciók	θέσεις
pozíciók	θεσεις
órák	ώρες
órák	ωράριο
órák	ωρες
órák	ρολόγια
órák	τάξεις
órák	μαθήματα
órák	κλάσεις
órák	ρολόγια
tár	κλιπ
tár	περιοδικό
marion	μάριον
tizennyolc	δεκαοκτώ
tizennyolc	eighteen
tizennyolc	δεκαοχτώ
lev	λεβ
christina	χριστίνα
christina	κριστίνα
helmut	χέλμουτ
említ	αναφέρει
nathan	νέιθαν
nathan	nathan
nero	νίρο
szabadalmi	ευρεσιτεχνίας
szabadalmi	πατέντα
fenntartott	προορίζεται
toledo	τολέδο
petri	petri
operatív	επιχειρησιακό
operatív	λειτουργική
operatív	επιχειρησιακή
operatív	λειτουργικό
operatív	λειτουργικά
tévedés	λάθος
tévedés	λάθος
tévedés	σφάλμα
claudia	κλαούντια
claudia	κλόντια
claudia	κλώντια
ágak	κλάδοι
ágak	κλαδιά
ágak	υποκαταστήματα
bern	μπερν
gard	γκαρντ
klubok	σύλλογοι
klubok	μπαστούνια
klubok	λέσχες
klubok	κλαμπ
mindeközben	εντωμεταξύ
braun	braun
braun	μπράουν
övezet	ζώνη
övezet	ζωνη
megújult	ανανεωμένη
megmenteni	αποθήκευση
megmenteni	σώσει
megmenteni	save
megmenteni	αποθηκεύστε
megmenteni	σώσε
megmenteni	εξοικονόμηση
megmenteni	αποταμίευση
kivételek	εξαίρεση
kivételek	εξαιρέσεις
kivételek	εξαίρεση
kivételek	εξαιρέσεις
kivételek	απαλλαγές
rajongó	ανεμιστήρα
rajongó	θαυμαστής
rajongó	fan
rajongó	ανεμιστήρας
rajongó	φαν
hozzáférhető	προσβάσιμο
hozzáférhető	προσβάσιμη
hozzáférhető	προσιτή
hozzáférhető	προσιτό
válaszokat	απαντήσεις
válaszokat	απαντήσεις
fogyasztása	κατανάλωση
értékelés	αξιολόγηση
értékelés	εκτίμηση
értékelés	αξιολόγηση
értékelés	αποτίμησης
értékelés	αποτίμηση
jeleket	σήματα
küldeni	αποστολή
küldeni	στείλε
küldeni	στείλτε
küldeni	στείλω
hódítás	κατακτήσεις
hódítás	κατάκτηση
iskolákban	σχολεία
iskolákban	σχολές
válaszol	απαντάει
állatkert	ζωολογικό
csökkenteni	μειώσει
günther	günther
chase	κυνηγητό
chase	τσέις
chase	καταδίωξη
szenegál	σενεγάλη
metropolitan	μητροπολιτική
figyelt	παρακολούθησα
figyelt	παρακολούθησε
figyelt	παρακολουθούσε
judo	τζούντο
díszlet	τοπίο
díszlet	σκηνικά
díszlet	σύνολα
díszlet	σετ
duke	duke
duke	ντουκ
duke	ντιουκ
duke	δούκας
duke	δούκα
ellátás	εφόδια
ellátás	προμήθειες
ellátás	εφοδιασμού
ellátás	εφοδιασμός
gedeon	γεδεών
gedeon	γκίντεον
ruhát	ρούχα
rákos	καρκίνος
rákos	καρκίνο
alabama	αλαμπάμα
majom	μαϊμού
majom	πίθηκος
majom	πίθηκος
kasztília	καστίλης
teatro	teatro
merész	τολμηρός
merész	τολμηρό
merész	τολμηρή
merész	τολμηρό
