категорија	kategória
седишта	ülést
седишта	ülés
седишта	ülések
седишта	ülés
истражувач	kutató
истражувач	kutatói
истражувач	felfedező
истражувач	nyomozó
трети	harmadik
трети	harmadszor
дејствија	műveletek
дејствија	fellépések
дејствија	akciók
дејствија	intézkedések
дејствија	cselekvések
позитивно	pozitívak
позитивно	pozitív
позитивно	pozitívan
крстот	kereszt
крстот	cross
крстот	keresztbe
подобра	jobb
подобра	jobban
земјотресот	földrengés
доделени	hozzárendelve
доделени	kijelölt
доделени	folyósított
доделени	kifizetett
доделени	kiosztott
судири	összecsapások
додаде	hozzáadott
додаде	felvéve
лоша	bad
лоша	rosz
лоша	rossz
малта	máltai
малта	málta
влади	kormányok
насочени	rendezte
насочени	rendezett
насочени	irányított
џин	jin
џин	gin
џин	gint
џин	jean
џин	gén
џин	gene
џин	óriás
ватикан	vatikáni
ватикан	vatikán
плаќање	fizetési
плаќање	kifizetés
плаќање	fizetség
плаќање	fizetés
евертон	everton
изведувач	vállalkozó
изведувач	előadó
изведувач	fellépő
изведувач	művész
изведувач	előadó
хамилтон	hamilton
порто	porto
фондација	alap
фондација	alapítvány
планинска	hegyen
планинска	hegyi
планинска	hegy
планинска	hegyek
оксфорд	oxford
обидуваат	próbálom
синдром	szindróma
надлежност	joghatósága
надлежност	hatáskör
надлежност	joghatóság
феникс	főnix
феникс	phoenix
франк	feri
франк	frank
франк	franc
африкански	afrikai
вил	will
вил	fog
вил	akarat
вил	wil
туристичка	turisták
туристичка	turista
состанок	gyűlés
состанок	találkozás
состанок	találkozó
состанок	megbeszélés
учители	tanárok
одново	újra
традиционална	hagyományos
традиционална	tradicionális
кодови	kódok
роднини	unokatestvérek
роднини	hozzátartozók
роднини	rokonok
логото	logó
почва	talajban
почва	talaj
судски	igazságügyi
стока	árucikkek
стока	áruk
стока	javak
стока	áru
стока	árucikk
стока	áru
стока	marha
стока	szarvasmarha
стока	marhák
стока	szarvasmarhák
стока	árut
стока	áru
жива	élve
жива	életben
жива	él
непријатели	ellenségek
непријатели	ellenségei
непријатели	ellenség
девојки	csajok
девојки	lányok
оркестар	zenekar
нето	háló
нето	nettó
нето	net
информатика	számítástechnikai
тврдини	erődítmény
тврдини	erődök
земјотрес	földrengés
операцијата	operáció
операцијата	művelet
операцијата	működés
операцијата	üzemeltetés
камбоџа	kambodzsai
камбоџа	kambodzsa
намерно	szándékosan
намерно	szándékos
намерно	szándékosan
намерно	szándékosan
намерно	szándékosan
пауза	szünet
пауза	törés
пауза	szünet
пенсилванија	pennsylvania
обем	kötet
обем	térfogat
обем	mennyiség
обем	volumen
патријархот	pátriárka
џенова	genoa
воведе	bevezetett
воведе	bemutatott
смени	műszak
смени	műszakban
смени	váltás
смени	kapcsoló
смени	kapcsolót
смени	kapcsoló
смени	változás
смени	változtatás
смени	megváltozott
смени	változások
дополнителна	kiegészítő
дополнителна	további
дополнителна	kiegészítés
птоломеј	ptolemaiosz
електричен	villamos
електричен	villany
електричен	elektromos
јата	állományok
јата	klaszterek
напон	feszültség
издадено	kibocsátott
издадено	kiadott
издадено	kiadva
ширењето	terjed
кредит	hitel
кредит	kredit
факт	tény
симболизира	szimbolizálja
вкупен	teljes
вкупен	összesen
ропство	rabszolgaság
ропство	rabszolgaság
тебе	te
бутан	bhután
маркс	marx
маркс	jelölések
маркс	védjegyek
маркс	marks
расел	russel
расел	russell
полу	félig
приврзаници	támogatók
приврзаници	támogatói
пченица	búza
водачи	vezetői
водачи	vezetők
заинтересирани	érdeklődő
заинтересирани	érdekel
заинтересирани	érdekelt
заинтересирани	érdekelne
заинтересирани	érdeklődni
излез	kimeneti
излез	kibocsátás
излез	kimenő
излез	kilépés
излез	kilépő
излез	kijárat
етиопија	etiópia
леонардо	leonardo
агенции	hivatalok
агенции	ügynökségek
родригез	rodriguez
родригез	rodríguez
генерации	nemzedékek
генерации	generációk
територијална	területi
забрането	tilos
забрането	tiltott
забрането	tilos
забрането	tiltott
забрането	tiltott
крит	kréta
клуч	kulcsfontosságú
клуч	key
клуч	kulcs
вистина	igaz
вистина	igazi
автопатот	interstate
коментар	hozzászólás
коментар	megjegyzés
убива	gyilkol
убива	öl
убива	megöli
убива	megöl
канцеларија	hivatal
канцеларија	iroda
либија	líbia
шпанска	spanyolul
шпанска	spanyolok
шпанска	spanyol
одредување	meghatározására
пиење	iszik
пиење	ivás
пиење	inni
пиење	iszom
пораката	üzenetet
пораката	üzenet
потрошувачка	fogyasztása
потрошувачка	fogyasztás
потрошувачка	fogyasztásra
потрошувачка	felhasználás
сино	kék
сино	blue
населен	lakott
јаглен	szén
јаглен	szenet
јаглен	faszén
правопис	helyesírás
резиденција	tartózkodási
резиденција	lakóhely
вина	hibás
вина	hibám
вина	bűntudat
вина	borok
значителен	jelentős
значителен	jelentős
значителен	szignifikáns
бах	bach
форум	fórum
форум	fórumon
класици	klasszikusokat
едноставен	egyszerű
едноставен	szimpla
највисоко	legmagasabb
непознати	idegenek
непознати	ismeretlenek
непознати	ismeretlen
реформа	reformja
реформа	reformok
реформа	reform
наводи	állítások
наводи	állításokat
наводи	állítás
службен	hivatalos
службен	tisztviselő
уредувања	módosítások
уредувања	módosításai
уредувања	módosításokkal
дортмунд	dortmund
методот	módszer
одлична	nagyszerű
одлична	kiváló
голман	kapus
голман	kapus
службеници	eladók
службеници	hivatalnokok
службеници	szolgák
празнина	üresség
празнина	üresség
празнина	hézag
празнина	szakadék
празнина	rés
создадено	keletkező
создадено	generált
создадено	keletkezett
создадено	létrehozott
создадено	létrehozva
создадено	teremtett
бостон	boston
бостон	bostoni
бостон	bostonban
исламски	iszlám
исламски	iszlamista
кенеди	jfk
кенеди	kennedy
обврзници	kötvényeket
обврзници	kötvény
обврзници	kötvények
фатих	fatih
сабота	szombati
сабота	szombaton
сабота	szombat
адвокат	ügyvéd
адвокат	jogász
адвокат	ügyvéd
обврска	kötelezettség
обврска	elkötelezettség
оддели	osztályok
купи	vegyél
купи	venni
купи	vásárol
купи	megvásárolni
купи	megvásárolt
купи	vásárolt
купи	vett
купи	vettem
зголемен	nagyított
зголемен	fokozott
зголемен	emelkedett
зголемен	megnövelt
зголемен	megnőtt
зголемен	megnövekedett
зголемен	nőtt
демократски	demokratikusan
демократски	demokratikus
демократски	demokrata
балкански	balkáni
балкански	balkán
математичка	matematika
математичка	matematikai
дефинирани	meghatározott
дефинирани	meghatározva
произведени	termelt
произведени	gyártott
произведени	előállított
деценија	évtized
деценија	évtizedben
деценија	évtizede
тајланд	thaiföld
тајланд	thaiföldi
џерси	jersey
листи	listák
листи	listákat
обвинет	vádlott
обвинет	megvádolt
обвинет	vádlott
обвинет	alperes
обвинет	feltöltve
противници	ellenfelek
шри	srí
нацистичка	nácik
нацистичка	náci
пријателски	baráti
пријателски	barátságosak
пријателски	barátságos
преминот	folyosó
стоки	árucikkek
стоки	áruk
стоки	javak
стоки	áru
стоки	árucikk
стоки	áru
стоки	árut
стоки	áru
холандскиот	holland
холандскиот	dutch
сиднеј	sydney
јасна	világos
јасна	tiszta
застанал	leállt
застанал	megállt
даноци	adók
даноци	adó
претпоставка	feltételezés
претпоставка	feltevés
претпоставка	feltételezés
корен	gyökér
божица	istennő
задоволство	elégedettség
задоволство	gyönyör
задоволство	öröm
задоволство	élvezet
задоволство	örülök
избира	választja
избира	kiválasztja
денис	denise
денис	dennis
денис	denis
уништен	megsemmisült
уништен	elpusztult
уништен	elpusztította
невозможно	lehetetlen
порталот	portál
порталот	átjáró
чување	tárolás
чување	tárolása
чување	megtartása
чување	tartása
чување	őrzi
непознато	ismeretlenek
непознато	ismeretlen
лук	luke
лук	lukács
лук	fokhagyma
камп	camp
камп	tábor
програмирање	programozás
програмирање	programozási
месечина	holdfényben
месечина	holdfény
месечина	hold
месечина	holdon
месечина	holdat
месечина	moon
концертот	koncert
концертот	koncerten
цареви	császárok
црковни	himnuszokat
коските	csontok
коските	bones
коските	csontos
коските	csont
ориентација	eligazítás
ориентација	orientációs
ориентација	irányultság
реалноста	valóság
провинции	tartományok
обичен	sima
обичен	közönséges
обичен	hétköznapi
обичен	közös
обичен	gyakori
кока	kóla
кока	kokó
кока	coca
осма	nyolcadik
мануел	manuel
економист	közgazdász
барајќи	követel
барајќи	igényes
харвард	harvard
дневно	naponta
дневно	napi
струи	áramlatok
базел	bázeli
цврсто	tömör
цврсто	szilárd
цврсто	szoros
цврсто	szűk
цврсто	szorosan
столбови	oszlopok
столбови	oszlop
столбови	oszlopok
тронот	trón
тронот	trónt
словенечки	szlovén
словенечки	szlovén
мол	tégla
мол	vakond
мол	mol
десетина	tucatnyi
десетина	tucatnyi
десетина	tucat
салвадор	salvador
сребрени	silver
сребрени	ezüst
огромно	hatalmas
огромно	óriási
огромно	elsöprő
огромно	nyomasztó
окото	szemet
окото	szeme
окото	eye
окото	szem
лингвистика	nyelvészet
надворешен	külső
испратени	elküldött
испратени	elküldve
испратени	küldött
филаделфија	philly
филаделфија	philadelphia
филаделфија	philadelphiai
филаделфија	philadelphiában
филаделфија	philadelphia
филаделфија	philadelphiai
австриски	osztrák
австриски	ausztria
натпреваруваат	versengő
годишнината	évforduló
годишнината	évfordulója
годишнината	évfordulót
сама	egyedül
ефикасност	hatékonyság
ефикасност	hatékonysága
ефикасност	hatékonyságát
ефикасност	hatékonyság
талент	tehetséges
талент	tehetség
поема	vers
поема	verset
повредени	sérültek
повредени	sérült
повредени	megsérült
повредени	sérült
повредени	sebesült
повредени	sérülés
повредени	sérültek
повредени	sérülések
обвивка	réteg
домашна	hazai
домашна	belföldi
домашна	házi
емисии	műsorok
емисии	mutatja
овци	bárány
овци	juh
овци	birkák
овци	juhok
овци	birka
бистрица	bistrica
картички	kártyák
картички	lapok
картички	kártya
еволуција	evolúció
еволуција	fejlődés
сараево	szarajevó
зони	zónák
зони	övezetek
комора	kamra
комора	kamrában
носорог	orrszarvú
носорог	orrszarvú
претпријатие	vállalkozás
претпријатие	enterprise
уништена	megsemmisült
уништена	elpusztult
уништена	elpusztította
уништена	feldúlt
уништена	tönkretette
уништена	tönkrement
уништена	tönkretett
крајбрежје	partok
крајбрежје	part
крајбрежје	tengerpart
заговор	cselekmény
заговор	összeesküvés
настануваат	felmerült
чаршија	bazár
кора	cora
фирма	cég
фирма	határozott
тигар	tigris
тигар	tiger
ленти	szalagok
ленти	felvételeket
ленти	szalagok
оливер	oliver
оливер	olivér
предаде	elárulta
предаде	elárult
вилсон	wilson
пара	párok
пара	párban
пара	para
потврдува	megerősíti
возел	hajtott
возел	vezérelt
возел	vezetett
возел	hajtott
материјата	számít
дигитални	digitális
правна	jogi
правна	legális
правна	törvényes
павел	pavel
достапен	elérhető
достапен	rendelhető
густав	gustav
обединети	united
обединети	egyesült
деветта	kilencedik
дрвени	fából
бомба	bomba
одмазда	bosszú
одмазда	megtorlás
менување	változik
примен	kapott
примен	fogadott
примен	beérkezett
дијаграм	diagram
дијаграм	ábra
православен	ortodox
интересно	érdekes
роми	romy
роми	romák
роми	roma
фишер	fisher
фишер	fischer
образовни	oktatási
конвенција	egyezmény
конвенција	konvent
квадратен	square
квадратен	szögletes
квадратен	négyzetes
квадратен	tér
квадратен	négyzet
грофот	gróf
опишана	leírt
гордон	gordon
сибир	szibéria
сибир	szibériai
геј	melegek
геј	meleg
геј	buzi
внимателно	óvatosan
внимателно	óvatosan
лас	las
најстарата	legidősebb
најстарата	legöregebb
најстарата	legősibb
најстарата	legrégebbi
испитувања	vizsgálatok
испитувања	tesztek
испитувања	vizsgák
инфекција	fertőzések
инфекција	fertőzés
ракомет	kézilabda
валтер	walther
валтер	walter
алатка	szerszám
алатка	eszköz
спор	vitás
спор	vita
спор	jogvita
означување	kiemelés
означување	kiemelve
означување	megjelölés
оштетување	lézió
оштетување	kár
оштетување	károsodás
оштетување	kárt
оштетување	sérülés
ман	mans
ман	mann
чарли	charlie
комунистичка	kommunisták
комунистичка	kommunista
знаења	tudás
знаења	ismeretek
преземање	átvétel
изградено	épült
изградено	épített
изградено	felépített
изградено	beépített
агенти	ügynökök
поразени	legyőzte
поразени	legyőzött
полн	full
полн	teljes
про	pro
про	profi
реконструкција	újjáépítése
реконструкција	újjáépíteni
реконструкција	shuffle
реконструкција	újjáépítési
крим	krím
обичните	közönséges
обичните	hétköznapi
криминал	bűnözés
криминал	bűn
криминал	bűntény
криминал	bűncselekmény
криминал	bűncselekmények
позади	mögötte
позади	mögött
триесет	harminc
триесет	thirty
киселини	savas
месецот	hónap
месецот	hónapja
персонал	személyzet
персонал	alkalmazottak
персонал	személyzet
персонал	munkatársak
сексуална	szexualitás
сексуална	szexuális
биро	elnökség
биро	íróasztal
биро	asztal
способен	képes
развиено	fejlett
развиено	fejlesztett
развиено	kifejlesztett
развиено	kidolgozott
насловен	jogosult
еванс	evans
низок	alacsonyan
низок	alacsony
хокеј	jégkorong
хокеј	hoki
испраќа	küld
испраќа	küldi
прифаќање	elfogadni
прифаќање	elfogadó
прифаќање	elfogadás
прифаќање	elfogadás
режисери	igazgatók
германците	németek
долу	lefelé
долу	le
долу	lent
пештерата	barlang
пештерата	barlangot
персиски	perzsa
адаптација	kiigazítás
адаптација	alkalmazkodási
адаптација	alkalmazkodás
јаков	jakov
насловена	jogosult
ентони	anthony
ентони	antal
адреси	címek
знаењето	tudás
знаењето	ismeretek
првобитно	eredetileg
механизми	mechanizmus
механизми	mechanizmusok
концентрација	koncentrációja
концентрација	koncentráció
концентрација	összefonódás
концентрација	koncentrációt
легенди	legendák
темпо	lépést
темпо	tempó
нога	gyalog
нога	láb
нога	lábat
нога	lábát
нога	láb
господар	mester
закани	fenyegetés
закани	fenyegetések
закани	veszélyek
свето	szent
свето	szent
интеграција	integráció
интеграција	beilleszkedés
интеграција	integrálása
италијанци	olaszok
швајцарски	svájc
швајцарски	svájci
еквадор	ecuador
азот	nitrogén
саган	sagan
гитари	gitár
носители	szállítók
плаќа	fizeti
плаќа	fizet
проза	próza
танзанија	tanzánia
бројните	számos
новинари	újságírók
новинари	újságírókat
закажано	ütemezett
закажано	kinevezés
закажано	időpont
арапите	arabok
диоксид	dioxid
убава	gyönyörű
неопходно	szükségesek
неопходно	szükséges
ограничување	határ
ограничување	korlátozás
ограничување	határérték
ограничување	limit
ограничување	korlát
ограничување	kényszer
шангај	shanghai
стакло	glass
стакло	üveg
стакло	pohár
дарвин	darwin
лев	lev
изведби	előadások
фирми	cégek
отпорот	ellenálló
отпорот	rezisztencia
отпорот	ellenállás
апостоли	apostolok
апостоли	tanítványok
подлога	háttér
подлога	háttere
подлога	háttérben
нападнат	megtámadott
нападнат	megtámadta
нападнат	megtámadtak
уништи	elpusztítani
уништи	tönkre
летови	járatok
принцезата	királylány
принцезата	hercegnő
интервенција	beavatkozás
интервенција	intervenciós
интервенција	intervenció
љубљана	ljubljana
џеј	jay
метро	metró
метро	metró
метро	metro
гаврил	gabriel
гаврил	gábriel
младост	fiatalok
младост	ifjúsági
младост	fiatalság
младост	ifjúság
дефинирана	meghatározott
дефинирана	meghatározva
означени	megjelöltek
означени	megjelölt
означени	jelölt
означени	megjelöltek
означени	megjelölt
означени	megjelölve
леополд	leopold
неуспех	bukta
неуспех	kudarc
неуспех	meghibásodás
неуспех	bukás
неуспех	kudarc
мирис	illata
мирис	szag
мирис	illat
мирис	szag
мирис	illat
мирис	aroma
канадски	kanadai
проверка	csekk
проверка	csekket
проверка	ellenőrzés
чука	veri
ќерки	lányai
зазеле	megszálló
планети	bolygók
животи	él
животи	életek
недостатокот	hiánya
недостатокот	hiány
гватемала	guatemala
шеќер	cukor
шеќер	cukrot
шеќер	cukorral
оперативни	működési
оперативни	operatív
мода	divat
насловната	fedezze
насловната	címlap
насловната	fedezni
насловната	fedő
насловната	borító
заклучок	következtetés
заклучок	következtetések
сребрен	silver
сребрен	ezüst
плажа	beach
плажа	part
плажа	tengerpart
плажа	tengerparton
плажа	strand
сметки	számlák
сметки	számlákat
сметки	számlák
сметки	fiókok
сметки	beszámoló
хелсинки	helsinki
драган	dragan
подготовките	előkészületek
подготовките	felkészülés
подготовките	készítmények
лисабон	lisszabon
лисабон	lisszaboni
лисабон	lisbon
патрик	patrik
патрик	patrick
херои	hősök
доминација	dominanciáját
натпреварувачи	versenytársak
натпреварувачи	versenytársai
натпреварувачи	versenyzők
темно	sötét
темно	nyirkos
подели	osztott
отстрани	eltávolítás
отстрани	eltávolítása
бројки	számjegye
бројки	számjegy
бројки	számadatok
бројки	számok
бројки	figurák
бројки	számok
кирилица	cirill
комерцијални	reklám
комерцијални	kereskedelmi
општества	társadalmak
марио	mario
резолуција	állásfoglalás
резолуција	határozat
резолуција	felbontás
подвид	alfaj
тајван	tajvani
тајван	tajvan
препорачува	ajánl
препорачува	ajánlja
пен	penn
пен	pen
пен	tollat
пен	toll
астрономија	csillagászat
астрономија	csillagászati
привлече	vonzott
привлече	vonzódik
привлече	rajzolni
привлече	sorsolás
привлече	rajzol
привлече	döntetlen
привлече	vonzzák
привлече	vonzza
привлече	vonz
привлече	rajzolt
привлече	drew
привлече	rajzolta
печка	tűzhely
печка	sütő
печка	kazán
печка	kemence
буџет	költségvetés
нормална	szokásos
нормална	normális
нормална	normál
додатоци	extrák
додатоци	kellékek
додатоци	kiegészítők
додатоци	tartozékok
пресметување	kiszámítása
пресметување	számító
пресметување	számítás
копија	másolat
копија	másolatot
доцна	későn
доцна	késő
доцна	késve
боцвана	botswana
платформа	platform
дневник	journal
дневник	napló
дневник	lap
дневник	lapjában
дневник	napló
дневник	naplója
дневник	napló
дневник	log
ориз	rizs
началник	főnök
монтреал	montreali
фра	fra
мешање	keverés
мешање	interferencia
мешање	beavatkozás
форд	ford
намалена	csökkent
намалена	csökkentett
намалена	csökkent
намалена	csökkentett
пречки	gátfutás
пречки	akadályokat
пречки	akadály
пречки	akadályok
цртежи	rajzok
цртежи	rajzokat
цртежи	műalkotás
кат	emelet
кат	padló
комерцијален	reklám
комерцијален	kereskedelmi
дејв	dave
признавање	megjelenítés
признавање	elismerés
признавање	felismerés
коефициент	együttható
втори	másodszor
втори	másodperc
втори	második
удари	stroke
удари	fúj
удари	ütések
удари	ütéseket
елен	szarvast
елен	szarvas
елен	ellen
забелешка	megjegyzés
забелешка	jegyzet
умре	meghalt
најмала	legkisebb
мускулите	izmok
мускулите	izom
кавказ	kaukázusi
организам	élőlény
организам	organizmus
мајстори	masters
мајстори	mesterek
мајстори	kézműves
арнолд	arnold
григориј	gregory
григориј	gergely
механички	mechanikusan
механички	mechanikai
механички	mechanikus
сара	sarah
сара	sara
баден	baden
откриено	felfedezte
откриено	felfedezett
пресметка	számítási
пресметка	számítások
пресметка	számítás
пресметка	kiszámítása
пресметка	számító
пресметка	számítás
предности	előnyök
предности	előnyei
селим	selim
купола	búra
доделување	juttatás
доделување	elosztás
доделување	odaítélése
јар	yar
последиците	csipetnyi
последиците	csipet
последиците	következmény
последиците	következmények
последиците	következményei
собир	rally
собир	gyülekező
собир	gyűlés
собир	összegyűlt
собир	gyülekező
собир	összejövetel
спогодба	szerződéssel
спогодба	szerződés
распадот	szakítás
распадот	szétesés
резерва	tartalék
резерва	tartalékot
убаво	szep
убаво	szép
греј	ősz
греј	gray
греј	szürke
греј	ősz
греј	grey
греј	szürke
флора	flora
докаже	bizonyítani
лопез	lópez
лопез	lopez
напаѓа	támad
верата	hitem
верата	faith
верата	hit
верата	hittel
верата	hitet
корпус	corpus
корпус	hadtest
корпус	alakulat
монголски	mongol
класика	klasszikusokat
класика	klasszikus
класика	klasszikus
класика	classic
извршени	elkövetett
извршени	lekötött
извршени	elkövetett
извршени	elkötelezett
спиење	alvó
спиење	alszom
спиење	alvás
спиење	alszik
спиење	aludni
спиење	aludj
спиење	alvás
кери	kerry
кери	gary
кери	carrie
кери	keri
експедиција	expedíció
производители	gyártói
производители	gyártók
производители	producerek
производители	termelők
производители	gyártói
производители	gyártók
негативно	negatív
раси	races
раси	versenyek
прекар	becenév
прекар	beceneve
гага	gaga
затвореници	rabok
затвореници	foglyok
затвореници	fegyencek
затвореници	álcák
затвореници	rabok
затвореници	fegyencek
затвореници	elítéltek
сиромашните	szegény
сиромашните	szegények
астроном	csillagász
мечки	medvék
количества	mennyiségek
количества	mennyiség
популарно	népszerű
популарно	népszerűek
популарно	aktuális
туристи	turisták
туристи	turistákat
младински	fiatalok
младински	ifjúsági
младински	fiatalság
младински	ifjúság
судии	bírók
судии	zsűri
судии	bírák
слем	slam
хебрејски	héber
женева	genfi
галија	gall
покриени	fedett
покриени	lefedett
покриени	fedezett
покриени	borított
спречува	megakadályozza
спречува	megelőzi
јупитер	jupiter
прилика	alkalom
подем	emelkedés
опашка	farka
опашка	farok
опаѓање	csökkenés
опаѓање	visszaesés
опаѓање	csökken
опаѓање	csökkenés
опаѓање	csökkenő
мит	mítosz
митрополитот	fővárosi
митрополитот	metropolitan
табла	tabletta
табла	tábla
морган	morgan
мачки	macskák
мачки	cicák
нарушувања	zavargások
нарушувања	zavarok
истражува	felfedezés
истражува	felfedezése
цврста	tömör
цврста	szilárd
холмс	holmes
бит	bites
бит	kicsit
инвестиции	beruházás
инвестиции	beruházások
инвестиции	befektetések
инвестиции	befektetés
инвестиции	befektetési
инвестиции	beruházás
инвестиции	befektetés
инвестиции	befektetések
инвестиции	beruházások
потврдено	megerősített
потврдено	megerősítve
потврдено	megerősítette
потврдено	igazolt
потврдено	ellenőrizve
потврдено	hitelesített
потврдено	ellenőrzött
алабама	alabama
логички	logikusan
логички	logikai
логички	logikus
претходни	előző
претходни	korábbi
дени	danny
теорема	tétel
референдум	népszavazás
тренд	trend
тренд	tendencia
специјалист	szakember
специјалист	specialista
храброст	bátorság
историчарите	történészek
подготвени	kész
египетски	egyiptomi
релативност	relativitás
откритие	felfedezés
откритие	discovery
пола	paula
пола	fele
хјустон	houston
хјустон	houstonban
топли	meleg
топли	melegen
доверба	önbizalom
доверба	bizalom
доверба	bizalom
шумски	erdei
шумски	erdő
шумски	erdők
бразилски	brazil
бразилски	brazília
челик	steel
челик	acél
интеракција	kölcsönhatás
интеракција	eljegyzési
интеракција	eljegyzés
интеракција	aktivitás
дама	dáma
дама	hölgy
литературни	irodalmi
италијанска	olasz
италијанска	olaszország
однапред	előleg
однапред	előre
душа	lélek
душа	soul
душа	lelkem
душа	lelked
лебед	hattyú
лебед	swan
џери	gerry
џери	geri
џери	jerry
ресторани	éttermek
ирина	irene
ирина	irina
декларација	nyilatkozat
декларација	nyilatkozata
пласманот	ranglista
канцелар	kancellár
оперативен	működési
оперативен	operatív
индустриска	ipari
протести	tiltakozás
протести	tüntetés
протести	tiltakozás
протести	tiltakozások
протести	tüntetések
зевс	zeusz
екипите	crews
парче	darabja
парче	darabka
парче	darab
притоки	mellékfolyói
алексеј	alekszej
атентатот	merénylet
телефон	telefonon
телефон	telefon
телефон	telefont
телефон	telefonszám
телефон	telefon
експеримент	kísérlet
продолжување	meghosszabbítás
продолжување	kiterjesztés
продолжување	kiterjesztése
продолжување	bővítés
бргу	gyorsan
бргу	gyors
бргу	gyorsan
бргу	gyors
еди	eddie
еди	eddy
расказ	sztori
расказ	történet
расказ	story
расказ	története
расказ	mese
патувања	utazik
патувања	utazás
патувања	utazások
патувања	utazási
патувања	utazások
патувања	utazások
патувања	utak
патувања	utazás
патувања	utazik
патувања	utazó
долен	alacsonyabb
долен	alsó
долен	lejjebb
долен	alul
долен	alja
долен	alsó
долен	fenék
лоциран	található
максимална	legfeljebb
максимална	maximum
максимална	maximális
детски	gyerekes
заслуги	érdem
заслуги	érdem
последни	utoljára
последни	utolsónak
последни	last
последни	utolsó
цевка	cső
цевка	pipa
тврдења	állítások
тврдења	követelés
тврдења	követelések
тврдења	igények
бин	bin
бин	kuka
бин	bab
георгиев	georgiev
единаесет	tizenegy
врти	forog
врти	forgó
врти	spin
врти	forgás
бик	taurus
бик	bull
бик	bika
били	billy
били	billie
диего	diego
чаплин	chaplin
антика	antik
антика	antik
антика	ókor
кабел	kábel
кабел	kábelek
фреквенции	frekvenciákat
обични	közemberek
обични	közönséges
обични	hétköznapi
гледање	megtekintés
гледање	megtekintése
гледање	nézni
гледање	nézem
гледање	nézi
модерен	modern
модерен	korszerű
психолошки	pszichológiai
психолошки	pszichés
психолошки	pszichológiailag
бон	bonn
бон	bon
потпишувањето	aláírás
нигерија	nigéria
папуа	pápua
доминантна	domináns
хил	dombon
хил	domb
хил	hegy
хил	dombra
хил	hegyen
хил	hill
издавач	kiadó
воведена	bevezetett
воведена	bemutatott
ветер	szél
ветер	szelet
јамајка	jamaica
леопард	leopárd
леопард	párduc
вероисповед	címlet
бруто	bruttó
лутер	luther
фејсбук	facebook
фејсбук	facebookon
квебек	quebec
амбасада	nagykövetség
амбасада	követség
масачусетс	massachusetts
даблин	dublini
даблин	dublin
работно	állás
работно	meló
работно	munka
работно	munkahelyi
работно	munka
рајан	ryan
валенсија	valencia
остин	austen
остин	austin
комунисти	kommunisták
крајна	végső
гостин	vendég
кеш	cache
кеш	készpénz
кеш	készpénzben
кеш	pénzt
хусеин	hussein
истрага	szonda
истрага	vizsgálat
истрага	nyomozás
истрага	kivizsgálás
соби	helyiségek
соби	szoba
соби	szobákban
соби	szobák
холивуд	hollywood
холивуд	hollywoodban
холивуд	hollywoodi
арм	kar
арм	karját
инфекции	fertőzések
инфекции	fertőzés
пердуви	tollak
пердуви	toll
технолошки	technológiailag
технолошки	technológiai
трансформација	átalakulás
трансформација	átalakítás
трансформација	átalakítás
прозорец	ablak
прозорец	ablakon
почнаа	kezdődött
почнаа	kezdte
почнаа	elkezdődött
одговорил	válaszok
мускули	izmok
мускули	izom
мускули	izmok
мускули	izom
произлегуваат	szár
ревизија	audit
ревизија	ellenőrzési
ревизија	ellenőrzés
ревизија	audit
ревизија	felülvizsgálat
пештера	barlang
пештера	barlangot
негативен	negatív
конструкции	szerkezetek
стан	lakás
стан	apartman
хор	kórus
роб	rob
роб	szolga
роб	rabszolga
рачно	kézikönyv
рачно	kézi
рачно	manuális
рачно	kézzel
рачно	manuálisan
рачно	manuális
чист	tisztán
чист	tiszta
чист	tiszta
чист	clean
одговорна	felelősségteljes
одговорна	felelős
злоупотреба	visszaélés
злоупотреба	bántalmazás
злоупотреба	visszaélés
злоупотреба	visszaélések
алберто	alberto
шампионат	bajnokság
повикува	hívás
повикува	hív
циклуси	ciklus
циклуси	ciklusok
седмата	hetedik
здруженија	szövetségek
ренесанса	reneszánsz
имигранти	bevándorlók
одржаа	megrendezett
казни	bírságok
казни	büntetések
казни	szankciók
казни	büntetések
казни	ítéletek
казни	mondatok
казни	mondat
казни	büntetés
казни	bírságok
казни	bírság
штутгарт	stuttgart
зеленчук	zöldség
зеленчук	növényi
зеленчук	zöldség
зеленчук	zöldségfélék
зеленчук	zöldségek
зеленчук	zöldségek
плодови	gyümölcs
плодови	gyümölcsök
додаток	hozzáadás
додаток	kiegészítés
додаток	függelék
додаток	kiegészítés
гарда	őr
контакти	kapcsolattartás
контакти	kapcsolatok
зависни	eltartott
зависни	függő
сними	rögzített
сними	rögzítve
сними	regisztrált
сними	nyilvántartott
еколошки	környezetvédelmi
еколошки	környezet
еколошки	környezeti
еколошки	ökológiai
апликација	kérelem
апликација	alkalmazás
апликација	jelentkezés
апликација	app
апликација	alkalmazás
емиграција	kivándorlás
скок	ugorj
скок	ugrás
лизгање	korcsolyázni
спречување	megelőzni
спречување	megelőzése
спречување	megelőzés
спречување	megelőzési
спречување	megelőzése
придонесува	hozzájáruló
придонесува	hozzájárulás
придонесува	hozzájárul
ниш	niš
франческо	francesco
индивидуална	egyén
индивидуална	egyéni
состојки	hozzávalók
состојки	összetevők
индијана	indiana
постара	idősebbek
постара	öregebb
постара	idősebb
постара	régebbi
подготвен	kész
епир	epiruszi
лацио	lazio
