پِدر	father
پنک	slough
پنک	mud
پنک	quagmire
پنک	clay
پِنک	drowsiness
پنکھ	pinion
پنکھ	feather
پنکھ	wing
پنکھا	fan
پنکھا	ventilator
پنکھا	fan
پنکھا	ventilator
پنکھڑی	petal
پنکھی	moth
پنکھی	bird
پنگ	serpent
پنگ	reptile
پنگا	confrontation
پنگا	clumsy
پنگا	inept
پِنگا	weak
پِنگا	thin
پِنگا	watery
پِنگا	tender
پنگت	tribe
پنگت	society
پنگت	caste
پنگت	company
پنگت	fellowship
پِنگل	fire
پُنگل	earring
پنگو	deformed
پنگو	lame
پنگو	crippled
پِنگورا	crib
پِنگورا	cot
پُنم	good
پُنم	virtuous
پُنم	righteous
پُنم	holy
پِننا	clean
پُننا	abuse
پُننا	reproach
پنوَت	index
پُنہ	again
پنہا	broad
پنہا	spacious
پنہا	wide
پِنہاں	concealed
پِنہاں	secretly
پِنہاں	secret
پِنہاں	hidden
پنہی	slipper
پنہی	shoe
پنّی	tinsel
پُنّی	virtuous
پُنّی	righteous
پنیا	aquatic
پنیا	water
پنیا	watery
پنیاسوت	spring
پُنیا	virtuous
پنیاتما	generous
پنیانا	irrigate
پنیانا	drool
پُنّیائی	clan
پُنّیائی	offspring
پنیَر	pointer
پنیر	cheese
پنیری	cheesy
پنیلا	watery
پنیلا	raincoat
پنیلا	thin
پنیلا	insipid
پنیلا	tasteless
پُنیہ	virtuous
پُنیہ	righteous
پنھتّر	skeleton
پَو	ace
پَو	dawn
پَو	success
پوچھکّا	gambling
پوائی	circle
پوپٹ	parrot
پُوت	son
پوِتر	sacred
پوِتر	pure
پوِترتا	purity
پوتڑا	nappy
پوتھی	book
پوٹ	sack
پوٹ	excess
پوٹ	bale
پوٹ	heap
پوٹ	bundle
پوٹ	abundance
پوٹا	stomach
پوٹا	power
پوٹا	courage
پوٹا	strength
پوٹا	gizzard
پُوج	worship
پُوجا	veneration
پُوجا	adoration
پُوجا	puja
پُوجا	worship
پُوجنا	adore
پُوجنا	worship
پُوجیہ	venerable
پُوجیہ	honourable
پوچ	useless
پوچ	petty
پوچ	insignificant
پوچا	mop
پُوچھ	respect
پُوچھ	question
پوچھا	mop
پوچھن	mop
پوچھن	duster
پُوچھنا	consult
پُوچھنا	question
پُوچھنا	invite
پُوچھنا	value
پُوچھنا	ask
پوچھنا	mop
پوچھنا	clean
پَود	children
پَود	progeny
پَود	offspring
پُود	woof
پَودا	tassel
پودنا	dwarf
پودنا	midget
پودینہ	mint
پُور	flood
پُور	city
پُور	filled
پُور	son
پور	phalanx
پُورا	exact
پُورا	entire
پُورا	firm
پُورا	whole
پُورا	accomplished
پُورا	experienced
پُورا	full
پُورا	ripe
پُورا	sufficient
پُورا	perfect
پُورا	skilled
پُورا	uncut
پُورا	complete
پُورا	constant
پوراپن	completeness
پوراپن	sufficiency
پوراپن	accomplishment
پوراپن	fullness
پوراپن	maturity
پوراکرنا	reimburse
پوراکرنا	complete
پُورب	ancient
پُورب	former
پُورب	old
پُورب	prior
پُورب	preceding
پُوربک	last
پُوربک	former
پُوربک	old
پُوربک	previous
پُوربنی	india
پُوربیا	india
پُورمپُور	fully
پُورمپُور	full
پُورمپُور	completely
پُورن	entire
پُورن	full
پُورن	complete
پُورن	perfect
پُورہ	settlement
پُوری	entire
پُوری	complete
پُوری	puri
پَوڑی	stairs
پَوڑی	stiff
پوڑھا	stout
پوڑھا	firm
پوڑھا	mighty
پوڑھا	broad
پوڑھا	thick
پوڑھا	stiff
پوڑھا	strong
پوڑھا	dense
پوڑھائی	thickness
پوڑھائی	firmness
پوڑھائی	strength
پَوڑھنا	rest
پوز	muzzle
پوزش	excuse
پوزش	apology
پوسا	bred
پوسا	tamed
پوست	shell
پوست	bark
پوست	poppy
پوست	crust
پوست	layer
پوست	shell
پوست	bark
پوست	poppy
پوست	skin
پوست	crust
پوست	layer
پوستی	lazy
پوستین	slander
پوسنا	rear
پوسنا	breed
پوسنا	nourish
پوسنا	tame
پوش	covering
پوش	wearing
پوشاک	clothes
پوشاک	attire
پوشاک	dress
پوشاک	garment
پوشاک	clothes
پوشاک	attire
پوشاک	dress
پوشاک	garment
پوشِش	blanket
پوشِش	garment
پوشِش	sheet
پوشِش	clothes
پوشِش	covering
پوشِش	dress
پوشیدگی	ambiguity
پوشیدگی	secrecy
پوشیدگی	ambiguity
پوشیدگی	secrecy
پوشیدگی	concealment
پوشیدنی	clothing
پوشیدنی	dress
پوشیدہ	covered
پوشیدہ	veiled
پوشیدہ	secretly
پوشیدہ	hidden
پوشیدہ	concealed
پوشیدہ	covered
پوشیدہ	veiled
پوشیدہ	secret
پوشیدہ	secretly
پوشیدہ	hidden
پوشیدہ	concealed
پوکھر	tank
پوکھر	pond
پوکھر	pool
پُول	money
پُول	cash
پُول	pool
پُول	coin
پُول	pond
پول	secret
پولا	spongy
پولا	foolish
پولا	empty
پولا	soft
پولاد	strong
پولاد	determined
پولاد	stiff
پَولی	entrance
پَولی	footprint
پَولی	door
پَولی	threshold
پُولی	straw
پُولی	grass
پولی	simpleton
پوَن	air
پوَن	wind
پوَن	purification
پوَن	breath
پَون	charm
پونا	fry
پونا	cook
پُونجا	bundle
پُونجا	stack
پُونجی	power
پُونجی	stock
پُونجی	courage
پُونجی	wealth
پُونجی	belonging
پُونجی	property
پُونجی	capacity
پُونجی	capital
پونچنا	clean
پُونچھ	tail
پُونچھ	parasite
پونچھن	refuse
پونچھن	rubbish
پونچھنا	dust
پونچھنا	clean
پونگا	empty
پونگا	simpleton
پونگا	hollow
پُونگڑا	boy
پُونگڑا	son
پوہا	cattle
پویا	running
پویا	going
پویریا	sower
پویہ	canter
پہ	but
پہ	till
پہ	yet
پہاڑ	huge
پہاڑ	strong
پہاڑ	burdensome
پہاڑ	tedious
پہاڑ	mountain
پہاڑ	huge
پہاڑ	strong
پہاڑ	burdensome
پہاڑ	tedious
پہپٹ	fraud
پہپٹ	noise
پہپٹ	deception
پہپٹ	disturbance
پہپٹ	betrayal
پہچان	distinction
پہچان	identification
پہچان	recognition
پہچان	familiarity
پہچان	acquaintance
پہچان	discernment
پہچاننا	recognize
پہچاننا	distinguish
پہچاننا	understand
پہچاننا	know
پہچاننا	recognize
پہچاننا	distinguish
پہچاننا	understand
پہچاننا	know
پہچاننا	identify
پہچنا	reach
پہچنا	arrive
پہرا	time
پہرا	confinement
پہرا	arrest
پہرا	sentinel
پہرا	watching
پہرا	period
پہرا	custody
پہرا	season
پہرا	protection
پہرا	guard
پہرائو	clothing
پہرائو	dress
پہَل	wing
پہَل	flank
پہَل	side
پہل	beginning
پہل	first
پہل	initiative
پہل	previously
پہل	formerly
پہلا	main
پہلا	chief
پہلا	previous
پہلا	original
پہلا	primary
پہلا	former
پہلا	prior
پہلا	first
پہلَو	hero
پہلَو	wrestler
پہلَو	persians
پہلَو	shem
پہلُو	side
پہلُو	rib
پہلُو	mode
پہلُو	pretext
پہلُو	flank
پہلُو	topic
پہلُو	wing
پہلُو	subject
پہلُو	support
پہلوبچانا	evade
پہلوبچانا	avoid
پہلودار	ambiguous
پہلودار	ambiguous
پہلومارنا	compete
پہلومارنا	confront
پہلومارنا	resemble
پہلومارنا	emulate
پہلوان	brave
پہلوان	expert
پہلوان	accomplished
پہلوان	perfect
پہلوان	courageous
پہلوان	wrestler
پہلوان	brave
پہلوان	expert
پہلوان	accomplished
پہلوان	perfect
پہلوان	courageous
پہلوانی	wrestling
پہلوانی	heroism
پہلوتہی	shrinking
پہلوتہی	evasion
پہلے	previously
پہلے	formerly
پہلے	prior
پہن	width
پہن	breadth
پہن	extension
پہناوا	garment
پہناوا	attire
پہناوا	dress
پہنائی	width
پہنائی	breadth
پہنچ	entrance
پہنچ	receipt
پہنچ	sagacity
پہنچ	power
پہنچ	arrival
پہنچ	comprehension
پہنچ	acknowledgement
پہنچ	admittance
پہنچ	access
پہنچ	penetration
پہنچ	wisdom
پہنچ	capacity
پہنچ	entrance
پہنچ	receipt
پہنچ	sagacity
پہنچ	power
پہنچ	arrival
پہنچ	comprehension
پہنچ	acknowledgement
پہنچ	admittance
پہنچ	access
پہنچ	penetration
پہنچ	wisdom
پہنچ	capacity
پہنچ	reach
پہنچا	wrist
پہنچا	came
پہنچا	arrived
پہنچا	forearm
پہنچا	reached
پہنچانا	transmit
پہنچانا	conduct
پہنچانا	carry
پہنچانا	transmit
پہنچانا	conduct
پہنچنا	develop
پہنچنا	understand
پہنچنا	receive
پہنچنا	progress
پہنچنا	come
پہنچنا	arrive
پہنچنا	know
پہنچنا	develop
پہنچنا	understand
پہنچنا	receive
پہنچنا	progress
پہنچنا	come
پہنچنا	reach
پہنچنا	arrive
پہنچنا	know
پہننا	wear
پہیّا	circle
پہیّا	wheel
پہیّا	mode
پہیّا	round
پہیلی	puzzle
پہیلی	enigma
پہیلی	riddle
پہیلی	puzzle
پہیلی	enigma
پہیلی	riddle
پہیلی	conundrum
پئے	for
پی	grease
پی	beloved
پی	tallow
پی	fat
پی	lover
پی	husband
پَے	mark
پَے	behind
پَے	but
پَے	failing
پَے	footprint
پَے	nerve
پَے	after
پَے	defect
پَے	trace
پَے	foot
پَے	upon
پِیا	beloved
پِیا	lover
پِیا	sweetheart
پِیا	dear
پِیا	husband
پِیادہ	footman
پِیادہ	pawn
پیار	love
پیار	kiss
پیار	friendship
پیار	attachment
پیار	affection
پیاردلار	love
پیاردلار	affection
پیارا	beloved
پیارا	favourite
پیارا	charming
پیارا	son
پیارا	beloved
پیارا	darling
پیارا	favourite
پیارا	charming
پیارا	dear
پیارا	son
پیارے	friends
پِیاز	onion
پِیاز	leek
پیاس	desire
پیاس	yearning
پیاس	longing
پیاس	craving
پیاس	desire
پیاس	yearning
پیاس	thirst
پیاس	longing
پیاس	craving
پِیاک	sot
پِیاک	drunkard
پیال	straw
پِیالہ	cup
پِیالہ	goblet
پِیالی	ditch
پیام	message
پیام	offer
پیام	invitation
پیامی	messenger
پِیانا	water
پِیانا	irrigate
پِیپ	lymph
پِیپ	pus
پِیپا	cask
پِیپا	obese
پِیپا	butt
پِیپا	drunkard
پِیپا	barrel
پِیت	happiness
پِیت	love
پِیت	yellow
پِیت	affection
پِیتامبر	actor
پِیتامبر	dancer
پَیتاوہ	stocking
پِیتل	brass
پِیتلا	brazen
پِیتم	lover
پِیٹ	punish
پِیٹ	beat
پیٹ	stomach
پیٹ	appetite
پیٹ	hunger
پیٹ	pregnancy
پیٹ	capacity
پیٹ	cavity
پیٹ	greed
پیٹ	livelihood
پیٹ	stomach
پیٹ	appetite
پیٹ	hunger
پیٹ	pregnancy
پیٹ	capacity
پیٹ	cavity
پیٹ	greed
پیٹ	livelihood
پیٹ	abdomen
پیٹا	span
پیٹا	diameter
پیٹا	girth
پیٹا	circumference
پیٹا	breath
پِیٹنا	thrash
پِیٹنا	beat
پِیٹنا	mourn
پِیٹنا	curse
پِیٹنا	punish
پِیٹنا	earn
پِیٹنا	weep
پِیٹنا	tilt
پیٹُو	miser
پیٹُو	voracious
پیٹُو	greedy
پیٹی	box
پیٹی	casket
پیٹی	case
پیٹی	suitcase
پیٹی	belt
پَیٹھ	entrance
پَیٹھ	entry
پَیٹھ	admission
پِیٹھ	aid
پِیٹھ	generation
پِیٹھ	pedigree
پِیٹھ	support
پِیٹھ	loin
پَیٹھانا	rush
پَیٹھانا	penetrate
پَیٹھانا	enter
پَیٹھنا	penetrate
پَیٹھنا	enter
پَیجامہ	pyjamas
پیچ	perplexity
پیچ	coil
پیچ	entanglement
پیچ	colic
پیچ	winding
پیچ	ambiguity
پیچ	enmity
پیچ	fold
پیچ	stratagem
پیچ	trouble
پیچ	twist
پیچ	tactics
پیچ	deceit
پیچ	screw
پیچ	bias
پیچ	turn
پیچ	curl
پیچا	turn
پیچا	twist
پیچاک	perplexity
پیچاک	complex
پیچاک	twist
پیچاک	snail
پیچاک	turn
پیچاک	curl
پیچاں	twisted
پیچاں	coiled
پیچاں	twisted
پیچاں	convoluted
پیچاں	coiled
پیچِش	circle
پیچِش	colic
پیچِش	dysentery
پیچِش	twist
پیچِش	turn
پِیچنا	crush
پیچوان	winding
پیچوان	solenoid
پیچیا	trickster
پیچیا	cheat
پیچیدگی	twist
پیچیدگی	complication
پیچیدگی	turn
پیچیدگی	complexity
پیچیدگی	twist
پیچیدگی	complication
پیچیدگی	turn
پیچیدہ	intricate
پیچیدہ	ambiguous
پیچیدہ	involved
پیچیدہ	twisted
پیچیدہ	difficult
پیچیدہ	complicated
پیچیدہ	intricate
پیچیدہ	ambiguous
پیچیدہ	involved
پیچیدہ	complex
پیچیدہ	twisted
پیچیدہ	difficult
پیچیدہ	complicated
پِیچھا	chase
پِیچھا	pursuit
پِیچھا	absence
پِیچھا	following
پِیچھا	rear
پِیچھے	behind
پِیچھے	ago
پِیچھے	after
پِیچھے	subsequently
پِیچھے	formerly
پِیخال	guano
پَیخانہ	toilet
پَیدا	profit
پَیدا	produced
پَیدا	discovered
پَیدا	manifest
پَیدا	generated
پَیدا	earning
پَیدا	procured
پَیدا	gain
پَیدا	bribe
پَیدا	income
پَیدا	invented
پَیدا	exhibited
پَیدا	born
پَیدا	created
پَیدا	earned
پَیدا	acquired
پَیداوار	fruit
پَیداوار	income
پَیداوار	yield
پَیداواری	productive
پَیدائش	profits
پَیدائش	birth
پَیدائش	earnings
پَیدائش	creation
پَیدائش	produce
پَیدائشی	congenital
پَیدائشی	natural
پَیدائشی	innate
پَیدائشی	original
پَیدائی	obvious
پَیدائی	manifest
پَیدائی	existence
پَیدائی	manifestation
پَیدل	pawn
پَیدل	walking
پَیر	foot
پِیر	monday
پِیر	mystic
پِیر	saint
پِیر	pain
پَیرا	paragraph
پَیرا	para
پِیرا	yellow
پَیراستگی	trimming
پَیراستگی	decoration
پَیراستہ	adorned
پَیراستہ	adjusted
پَیراستہ	decorated
پَیراستہ	arranged
پَیراک	swimmer
پَیراکہ	flipper
پَیراکی	swimming
پَیراکیہ	plankton
پَیرامن	skirt
پَیرامن	around
پَیرامن	circuit
پَیرامن	environs
پَیرامن	about
پَیرامن	circumference
پِیران	priests
پِیران	saints
پِیرانہ	elderly
پَیراہن	apparel
پَیراہن	mantle
پَیراہن	attire
پَیراہن	dress
پَیرائو	deep
پَیرائی	effect
پَیرائی	adoring
پَیرائی	operation
پَیرائی	adornment
پَیرائی	decorating
پَیرائی	practice
پَیرائی	decoration
پَیرائی	action
پِیرائی	singer
پَیرایہ	conduct
پَیرایہ	behaviour
پَیرایہ	style
پَیرایہ	method
پَیرنا	pierce
پَیرنا	swim
پَیرنا	penetrate
پَیرو	follower
پَیرو	pupil
پَیرو	disciple
پِیرُو	turkey
پِیروز	successful
پِیروز	prosperous
پِیروز	victorious
پِیروزہ	turquoise
پَیروکار	follower
پَیروکاری	following
پَیروی	devotion
پَیروی	following
پَیروی	obedience
پَیرہن	mantle
پَیرہن	robe
پِیری	authority
پِیری	power
پِیڑ	illness
پِیڑ	anguish
پِیڑ	pity
پِیڑ	sympathy
پِیڑ	affliction
پِیڑ	sorrow
پِیڑ	pain
پیڑ	plant
پیڑ	shrub
پیڑ	plant
پیڑ	tree
پیڑ	shrub
پیڑا	dough
پَیڑی	stair
پَیڑی	step
پِیڑھی	lineage
پِیڑھی	generation
پِیڑھی	pedigree
پَیزار	slipper
پَیزار	shoe
پَیسا	fortune
پَیسا	money
پَیسا	paisa
پَیسا	cash
پَیسا	wealth
پَیسا	riches
پِیسنا	drudge
پِیسنا	destroy
پِیسنا	crush
پِیسنا	ruin
پِیسنا	powder
پِیسنا	grind
پیش	advanced
پیش	before
پیش	promoted
پیش	frontal
پیش	front
پیشاپیش	before
پیشاپیش	leader
پیشاپیش	forerunner
پیشانی	heading
پیشانی	title
پیشانی	fate
پیشانی	heading
پیشانی	front
پیشانی	title
پیشانی	fate
پیشانی	brow
پیشتر	earlier
پیشتر	formerly
پیشتر	earlier
پیشتر	before
پیشتر	formerly
پیشرس	foreword
پیشکار	deputy
پیشکار	assistant
پیشکاری	agency
پیشکش	presentation
پیشکش	tribute
پیشکش	proposal
پیشکش	presentation
پیشکش	tribute
پیشکش	offer
پیشکش	proposal
پیشگفتار	foreword
پیشگفتار	preface
پیشگی	prepayment
پیشگی	advance
پیشوا	model
پیشوا	guide
پیشوا	leader
پیشوا	priest
پیشوا	preferred
پیشوائی	priority
پیشوائی	leadership
پیشوائی	guidance
پیشوائی	precedence
پیشہ	vocation
پیشہ	trade
پیشہ	business
پیشہ	custom
پیشہ	office
پیشہ	prostitution
پیشہ	calling
پیشہ	profession
پیشہ	vocation
پیشہ	trade
پیشہ	business
پیشہ	custom
پیشہ	office
پیشہ	prostitution
پیشی	hearing
پیشی	presence
پیشین	ancient
پیشین	afternoon
پیشین	evening
پیشین	former
پیشین	prior
پیشین	earlier
پیشین	preceding
پَیغار	trench
پَیغار	ditch
پَیغار	moat
پَیغارہ	slander
پَیغارہ	abuse
پَیغام	message
پَیغام	news
پَیغام	advice
پَیغامی	messenger
پَیغمبر	messenger
پَیک	informer
پَیک	messenger
پَیک	emissary
پَیک	watchman
پَیک	courier
پَیک	runner
پَیک	guard
پَیک	spy
پِیکا	shoot
پِیکا	sprout
پَیکار	battle
پَیکار	contest
پَیکار	war
پَیکر	form
پَیکر	countenance
پَیکر	figure
پَیکر	physique
پَیکر	body
پَیکر	face
پَیکر	appearance
پِیکّڑ	sot
پِیکّڑ	drunkard
پِیکّڑ	alcoholic
پیکھنا	desire
پیکھنا	see
پیکھنا	watch
پِیل	elephant
پیل	push
پیل	plenty
پیل	abundance
پِیلا	yellow
پِیلا	jaundice
پِیلا	pale
پیلاپن	sadness
پیلڑ	testicle
پِیلُو	turkey
پِیلی	yellow
پِیلی	pale
پِیلیا	jaundice
پَیما	weighing
پَیما	measuring
پَیمان	stipulation
پَیمان	commitment
پَیمان	treaty
پَیمان	pledge
پَیمان	promise
پَیمانہ	bowl
پَیمانہ	measure
پَیمانہ	standard
پَیمانہ	cup
پَیمانہ	goblet
پَیمائش	measurement
پیمبر	messenger
پیمبر	prophet
پَیمُود	measurement
پَیمُودہ	measured
پَین	channel
پَین	pool
پَین	drain
پِین	big
پِین	fat
پِین	heavy
پَیں	beep
پَینا	pointed
پَینا	sharp
پِینا	absorb
پِینا	suck
پِینا	drink
پَینالا	gutter
پَینالا	drain
پَینانا	sharpen
پیندا	hips
پیندا	buttocks
پیندی	bottom
پَینڈ	path
پَینڈ	way
پَینڈ	step
پینڈ	lump
پینڈ	ball
پِینگ	swing
پَینی	sharp
پِیوٹ	drunkard
پَیوست	pierced
پَیوستگی	closeness
پَیوستگی	union
پَیوستگی	junction
پَیوستگی	attachment
پَیوستگی	adhesion
پَیوستہ	inseparable
پَیوستہ	clinging
پَیوستہ	contiguous
پَیوند	relationship
پَیوند	graft
پَیوند	junction
پَیوند	join
پَیوند	connection
پَیوند	patch
پِیہ	grease
پِیہ	tallow
پَیہم	constantly
پَیہم	continuously
پِیہو	flea
پھاٹ	division
پھاٹک	entrance
پھاٹک	gate
پھاٹک	check
پھاٹک	obstruction
پھاڑ	fissure
پھاڑ	crack
پھاڑ	crevice
پھاڑ	rent
پھاڑ	split
پھاڑکھاؤُ	irritable
پھاڑکھاؤُ	beastly
پھاڑکھاؤُ	cruel
پھاڑنا	rend
پھاڑنا	tease
پھاڑنا	tear
پھاڑنا	irritate
پھاڑنا	break
پھاڑنا	rip
پھاڑُو	master
پھاڑی	crease
پھاڑی	wrinkle
پھاگ	luxuries
پھال	areca
پھال	leap
پھال	step
پھال	stride
پھانٹا	stick
پھانٹنا	beat
پھانٹنا	pound
پھانٹنا	crush
پھانجا	loop
پھانجا	noose
پھاند	spring
پھاند	perplexity
پھاند	jump
پھاند	leap
پھاند	difficulty
پھاند	net
پھاند	noose
پھانس	worry
پھانس	impediment
پھانس	splinter
پھانس	anxiety
پھانس	noose
پھانسا	impediment
پھانسا	noose
پھانسنا	seduce
پھانسی	strangulation
پھانسی	loop
پھانسی	noose
پھانک	broke
پھانک	bit
پھانک	crevice
پھانک	portion
پھانک	piece
پھانک	cut
پھانکڑ	flashy
پھانکڑ	dashing
پھانکڑ	bold
پھانکڑ	impudent
پھانکڑ	clever
پھانکڑ	fop
پھانکڑ	smart
پھانکڑ	robust
پھانکڑ	fraudster
پھانکنا	slice
پھانکنا	open
پھائوڑا	spade
پھب	grace
پھب	elegance
پھب	decoration
پھبتا	suitable
پھبتا	fit
پھبتا	becoming
پھبتی	ornament
پھبتی	decoration
پھبکنا	flourish
پھبن	grace
پھبن	beauty
پھبن	charm
پھبن	elegance
پھبنا	adorn
پھپّٹ	stubbornness
پھپّٹ	obstinacy
پھپّٹ	reputation
پھپّٹ	deceit
پھپّٹ	fame
پھپدنا	fester
پھپدنا	ferment
پھپّس	obese
پھپّس	fleshy
پھپسا	fat
پھپسا	insipid
پھپسا	swollen
پھپسا	puffy
پھپک	growth
پھپک	development
پھپکا	blister
پُھپکارنا	puff
پُھپکارنا	blow
پھپکنا	sprout
پھپولا	bubble
پھپولا	blister
پھپوندی	fungus
پھٹ	bursting
پھٹ	instantly
پھٹ	immediately
پِھٹ	curse
پُھٹ	unmatched
پُھٹ	dispersed
پُھٹ	isolated
پُھٹ	separated
پُھٹ	single
پھٹا	torn
پھٹا	broken
پھٹا	rent
پھٹا	split
پھٹا	cracked
پِھٹّا	wicked
پِھٹّا	shameless
پِھٹّا	ominous
پِھٹّا	cursed
پُھٹّا	leaving
پُھٹّا	going
پھٹاکا	settlement
پھٹاکا	decision
پُھٹانا	liberate
پھٹاؤ	crack
پھٹاؤ	break
پھٹاؤ	separation
پھٹاؤ	gap
پُھٹاؤ	shoot
پُھٹاؤ	sprout
پُھٹاؤ	bud
پھٹک	crystal
پھٹک	jail
پھٹک	glass
پھٹک	prison
پھٹک	cage
پِھٹک	curse
پُھٹک	clot
پُھٹک	stain
پھٹکا	moment
پھٹکا	instant
پھٹکا	whip
پھٹکا	separate
پھٹکا	strike
پھٹکا	blow
پِھٹکار	ignominy
پِھٹکار	disgrace
پِھٹکار	curse
پِھٹکارنا	curse
پِھٹکارنا	reprimand
پِھٹکارنا	rebuke
پِھٹکارنا	reproach
پُھٹکر	distributed
پُھٹکر	change
پُھٹکر	miscellaneous
پُھٹکر	separated
پُھٹکر	lone
پِھٹکری	alum
پھٹکن	husk
پھٹکنا	approach
پھٹکی	moment
پُھٹکی	stain
پُھٹکی	spot
پُھٹکی	blot
پُھٹکی	clot
پُھٹکی	warbler
پھٹنا	burst
پھٹنا	explode
پھٹنا	burst
پھٹنا	rupture
پھٹنا	explode
پُھٹیّ	leaving
پُھٹیّ	going
پھٹیچر	useless
پھٹیچر	petty
پھٹِیک	trouble
پھٹِیک	fatigue
پُھٹَّیل	odd
پُھٹَّیل	solitary
پُھٹَّیل	single
پُھٹَّیل	lone
پھدپھدانا	ferment
پھدک	effervescence
پھدک	boiling
پھدک	enthusiasm
پُھدکنا	hop
پُھدکنا	jump
پُھدکی	leap
پُھدکی	hop
پُھدکی	jump
پھڈّا	discord
پھڈّا	riot
پھڈّا	dispute
پھڈّا	fight
پِھڈّا	flattened
پِھر	again
پِھر	subsequently
پِھر	then
پھرّاٹا	cane
پھرارا	flag
پِھرانا	roll
پِھرانا	wheel
پھرّانا	flutter
پھرّانا	whistle
پھرّانا	flap
پِھرائوُ	periodical
پِھرائوُ	movable
پِھرائوُ	turning
پُھرپُھرانا	quiver
پُھرپُھرانا	flutter
پُھرپُھرانا	tremble
پُھرپُھرانا	flap
پُھرپُھری	trembling
پُھرپُھری	sensation
پھرپھند	stratagem
پھرپھند	deceit
پھرپھند	trick
پھرپھند	treachery
پھرپھندی	treacherous
پھرپھندی	tricky
پِھرت	spin
پِھرت	turning
پِھرتا	return
پِھرتا	walking
پِھرتا	turning
پُھرتی	agility
پُھرتی	alacrity
پُھرتیلا	agile
پُھرتیلا	nimble
پُھرتیلا	alert
پُھرتیلا	smart
پُھرتیلا	active
پُھرتیلا	quick
پھرچھا	settlement
پھرچھا	release
پھرچھا	acquittal
پھرچھا	discharge
پھرچھا	arrangement
پھرچھانا	polish
پھرچھانا	settle
پھرچھانا	adjust
پھرچھانا	clear
پھرسا	axe
پھرسا	hatchet
پھرک	shield
پِھرکئی	twisted
پِھرنا	return
پِھرنا	deviate
پِھرنا	revolt
پِھرنا	recant
پِھرنا	change
پِھرنا	circulate
پِھرنا	wander
پِھرنا	stroll
پِھرنا	retract
پِھرنا	travel
پھرَہرا	flag
پھرَہرا	pennant
پھری	shield
پھریرا	flag
پھریرا	pennant
پُھریری	lint
پُھریری	excitement
پُھریری	sensation
پُھریری	thrill
پھڑ	prater
پھڑپھڑانا	struggle
پھڑپھڑانا	flap
پھڑپھڑاہٹ	struggle
پھڑپھڑاہٹ	flutter
پھڑپھڑاہٹ	agitation
پھڑپھڑیا	hasty
پھڑپھڑیا	bustling
پھڑپھڑیا	active
پھڑک	fluttering
پھڑک	restlessness
پھڑک	agitation
پھڑک	throbbing
پھڑکا	sunstroke
پھڑکانا	murder
پھڑکانا	shake
پھڑکانا	kill
پھڑکانا	move
پھڑکتا	throbbing
پھڑکن	flutter
پھڑکن	pulse
پھڑکن	longing
پھڑکن	wish
پھڑکن	agitation
پھڑکنا	flutter
پھڑکنا	agitate
پھڑکنا	pine
پھڑکنا	twitch
پھڑکی	partition
پھڑوا	torn
پھڑوا	spade
پھڑوال	spade
پھڑیا	retailer
پھُڑیا	pimple
پھڑَیت	gambler
پھُس	whisper
پھساوا	perplexity
پھساوا	difficulty
پھساوا	entanglement
پُھساہِندا	putrid
پُھساہِندا	stinking
پھسائو	apprehension
پھسائو	capture
پِھسڈّی	loser
پھُسرپھُسر	whispering
پُھسکا	weak
پُھسکا	loose
پھسکانا	loosen
پھسکنا	slip
پُھسکنا	whisper
پُھسلا	seduction
پُھسلا	trick
پُھسلانا	kidnap
پُھسلانا	coax
پُھسلانا	seduce
پُھسلاوا	seduction
پُھسلاوا	trickery
پِھسلاہٹ	slipping
پِھسلاہٹ	sliding
پُھسلاہٹ	flattery
پُھسلاہٹ	seduction
پِھسلائو	slipping
پِھسلائو	sliding
پُھسلاؤُ	seducer
پُھسلاؤُ	seducing
پِھسلنا	err
پِھسلنا	slippery
پِھسلنا	slip
پِھسلنا	slither
پِھسلنا	smooth
پِھسلنا	skid
پِھسلواں	slippery
پھُسلونیا	seducer
پھُسَینڈا	stinking
پِھش	contemptible
پھک	husks
پھُکا	singed
پھُکا	burnt
پھکّڑ	pauper
پھکّڑ	broke
پھکّڑ	humorous
پھکڑی	rudeness
پھکڑی	disgrace
پھکسا	mud
پُھکنا	burn
پِھکَیت	spearman
پِھکَیت	lancer
پھگواُ	fraudster
پھل	return
پھل	profit
پھل	effect
پھل	children
پھل	offspring
پھل	gain
پھل	reward
پھل	fruit
پھل	consequence
پھُل	flower
پُھلّا	cataract
پُھلاسرا	flattery
پُھلاسرا	deception
پُھلاسرا	delusion
پھلالین	flannel
پُھلانا	inflate
پُھلانا	fatten
پھلانگ	leap
پھلانگ	spring
پھلانگ	bound
پھلانگ	jump
پھلانگنا	jump
پُھلاوٹ	inflation
پُھلاوٹ	swelling
پُھلاؤ	inflation
پُھلاؤ	swelling
پھُلپھُلا	incoherent
پھُلپھُلا	shallow
پھُلپھُلا	vain
پھُلپھُلا	swollen
پھُلپھُلا	soft
پھلت	effect
پھلت	profitable
پھلت	fruitful
پھلت	yield
پھلت	product
پھلت	consequence
پھلت	produce
پھُلجھڑی	joke
پھُلرا	tassel
پھُلروا	tender
پھُلروا	delicate
پھلسا	door
پھلسا	gate
پھلکا	blister
پھُلکارنا	inflate
پھلنا	prosper
پھلنا	grow
پھلنا	sprout
پھُلنگ	peak
پھُلواری	children
پھُلواری	offspring
پھلی	blade
پھلی	loop
پھلی	shield
