les	το
méthode	μέθοδος
communication	επικοινωνία
communication	ανακοίνωση
petites	μικρή
petites	μικρό
petites	μικρές
petites	μικρός
petites	μικρά
commun	κοινές
commun	κοινή
commun	κοινός
commun	συχνές
jardin	κήπος
jardin	κήπο
jardin	garden
min	μιν
min	min
avion	αεροσκάφος
avion	αεροσκαφών
avion	αεροσκάφη
avion	αεροπλάνο
avion	αεροπλάνο
avion	αεροπλάνου
avion	αεροπλάνο
paroisse	ενορία
internes	εσωτερικές
internes	εσωτερική
internes	εσωτερικός
internes	εσωτερικό
internes	εσωτερικά
mots	λογια
mots	λόγια
mots	λέξεις
portugal	πορτογαλία
vert	πράσινη
vert	πράσινα
vert	πράσινος
vert	πράσινο
vert	πρασινο
vert	vert
strasbourg	στρασβούργο
personnel	προσωπική
personnel	προσωπικός
personnel	προσωπικό
personnel	προσωπικά
personnel	προσωπικό
personnel	προσωπικού
personnel	προσωπικό
local	τοπικός
local	τοπική
local	τοπικά
local	τοπικό
local	τοπικές
frank	φρανκ
frank	frank
olivier	όλιβερ
olivier	oliver
olivier	ολιβιέ
catherine	κατρίν
catherine	catherine
catherine	αικατερίνη
catherine	κάθριν
catherine	κατερίνα
historien	ιστορικός
inde	ινδία
inde	ινδίας
relation	σχέση
relation	σχεση
crée	δημιουργεί
crée	δημιουργείται
crée	δημιουργήστε
crée	δημιουργία
crée	δημιουργήθηκε
crée	δημιούργησε
crée	δημιουργήθηκαν
crée	δημιουργείται
suivantes	ακολουθώντας
suivantes	ακολουθεί
suivantes	ακόλουθες
navire	σκάφος
navire	αγγείο
navire	πλοίο
navire	δοχείο
navire	σκάφος
navire	καράβι
navire	πλοίο
baptiste	μπαπτίστ
baptiste	βαπτιστής
étudiants	σπουδαστές
étudiants	μαθητές
étudiants	φοιτητές
étudiants	μαθήτρια
étudiants	σπουδαστής
étudiants	μαθητής
étudiants	φοιτήτρια
étudiants	φοιτητής
maisons	σπίτια
manque	έλλειψη
manque	λείπουν
manque	λείπει
manque	αγνοούμενος
manque	αγνοείται
plein	full
plein	πλήρη
plein	πλήρες
plein	πλήρης
naturel	φυσική
naturel	φυσικό
naturel	φυσικός
naturel	φυσικές
opposition	αντιπολίτευσης
opposition	αντίθεση
opposition	αντιπολίτευση
franco	φράνκο
simplement	απλα
simplement	απλά
simplement	απλώς
essentiellement	ουσιαστικά
essentiellement	κυρίως
essentiellement	κυριως
essentiellement	κυρίως
essentiellement	κυριως
essentiellement	βασικά
adaptation	προσαρμογή
abbé	ηγούμενος
abbé	αββά
gérard	ζεράρ
gérard	τζεράρντ
argument	επιχείρημα
semaines	βδομάδα
semaines	εβδομάδα
semaines	βδομάδες
semaines	εβδομάδων
semaines	εβδομάδες
familles	οικογένειες
familles	οικογενεια
familles	οικογένεια
expérience	πείραμα
expérience	εμπειρία
expérience	πείρα
gardien	κηδεμόνας
gardien	φύλακας
gardien	φύλακα
gardien	φύλακα
gardien	φρουρός
gardien	φρουρά
gardien	φύλακας
gardien	θεματοφύλακας
gardien	φύλακας
gardien	φύλακα
gardien	τερματοφύλακας
appelle	καλέστε
appelle	κλήση
appelle	κάλεσε
dramatique	δράμα
dramatique	δραματικά
dramatique	δραματικός
dramatique	δραματικό
dramatique	δραματική
extérieur	έξω
extérieur	εξω
extérieur	υπαίθρια
extérieur	εξωτερική
extérieur	εξωτερικά
extérieur	εξωτερικό
extérieur	εξωτερικός
restauration	τροφοδοσίας
restauration	τροφοδοσία
restauration	αποκατάσταση
draft	προσχέδιο
draft	σχέδιο
médecine	φάρμακο
médecine	ιατρική
médecine	φάρμακα
établissement	ίδρυση
marne	μάρνη
régional	περιφερειακή
régional	περιφερειακά
thème	θεμα
thème	θεμα
thème	θέμα
prison	φυλακή
prison	φυλακή
prison	φυλακές
distance	απόσταση
capacité	χωρητικότητα
capacité	ικανότητα
capacité	δυναμικότητα
capacité	ικανότητα
littéraire	λογοτεχνικό
littéraire	littéraire
écoles	σχολεία
écoles	σχολές
écoles	ιστιοσανίδα
arrêté	συλλάβουν
arrêté	συνελήφθη
arrêté	συνελήφθησαν
arrêté	συλλαμβάνεται
arrêté	διακόπτεται
tradition	παράδοση
réalité	πραγματικότητα
savoie	savoie
savoie	σαβόι
connaissance	γνωριμία
connaissance	γνωστός
connaissance	γνώσεις
connaissance	γνώσει
connaissance	γνώση
étoile	αστέρας
étoile	αστέρι
étoile	star
étoile	σταρ
marche	marche
marche	περπατώντας
marche	περπάτημα
marche	μαρτίου
marche	μάρτιος
marche	μάρτιο
marche	βόλτα
marche	περίπατος
marche	περπάτημα
jaune	κίτρινα
jaune	κίτρινος
jaune	κίτρινη
jaune	κίτρινο
serbie	σερβία
permettent	επιτρέψει
telle	τέτοια
traitement	μεταποίηση
traitement	επεξεργασία
traitement	θεραπεία
masse	μάζα
arc	rainbow
arc	τόξο
arc	arc
arc	εκα
arc	τόξου
arc	τόξο
arc	υπόκλιση
tombe	πτώσεις
tombe	καταρράκτες
tombe	φολς
tombe	πέφτει
tombe	τάφος
tombe	τάφο
tombe	tombe
tombe	τάφος
tombe	τάφο
risque	κίνδυνος
risque	κίνδυνο
risque	ρίσκο
risque	κινδύνου
risque	κινδύνου
risque	κίνδυνος
socialiste	σοσιαλιστής
socialiste	σοσιαλιστικό
socialiste	σοσιαλιστική
socialiste	σοσιαλιστικής
réalise	συνειδητοποιεί
notables	αξιοσημείωτο
notables	αξιοσημείωτα
notables	αξιοσημείωτο
notables	αξιοσημείωτη
notables	προύχοντες
vrai	πραγματικός
vrai	πραγματικό
vrai	ρεάλ
vrai	αληθινά
vrai	αληθές
vrai	αληθεια
vrai	αληθινή
vrai	αλήθεια
armées	στρατοί
armées	στρατούς
armées	στρατιές
armées	οπλισμένοι
armées	οπλισμένη
armées	οπλισμένος
armées	ένοπλες
armées	οπλισμένο
baseball	μπέιζμπολ
arabe	αραβικό
arabe	αραβική
arabe	αραβικά
arabe	αραβική
arabe	αραβικό
arabe	αραβικό
acte	πράξη
acte	act
arthur	arthur
arthur	άρθουρ
live	ζήσε
live	ζω
live	ζωντανά
live	live
live	ζήσω
grèce	grèce
grèce	ελλάδα
grèce	greece
grèce	ελλάς
grèce	ελλαδα
major	ταγματάρχης
major	ταγματάρχη
santa	σάντα
civile	πολίτης
essai	δοκίμιο
essai	δοκιμή
essai	δοκιμές
essai	δίκη
essai	δίκης
essai	τεστ
essai	δοκιμασία
essai	δοκιμή
décrit	περιγράφει
décrit	περιγράφεται
décrit	περιγράφηκε
anglaise	greek
anglaise	αγγλικα
anglaise	αγγλική
anglaise	αγγλικό
anglaise	αγγλικά
écosse	σκοτία
écosse	σκωτίας
écosse	σκωτία
albums	άλμπουμ
héros	ήρωες
héros	ηρώων
héros	ήρωας
héros	ήρωα
reprend	βιογραφικά
termes	όρους
termes	όροι
permis	άδεια
permis	άδεια
permis	αδεια
permis	δίπλωμα
permis	άδεια
permis	άδειες
nantes	νάντη
filles	κορίτσια
filles	μωρά
filles	κόρες
midi	μεσημέρι
midi	μεσημέρι
midi	midi
aura	αύρα
pdf	pdf
géographique	γεωγραφικό
géographique	γεωγραφικά
géographique	γεωγραφικό
géographique	γεωγραφική
géographique	γεωγραφικά
ciel	παράδεισος
ciel	παράδεισο
ciel	ουρανού
ciel	ουρανός
ciel	ουρανό
ciel	sky
ciel	σκάι
anti	αντι
rang	βαθμός
rang	σειρά
rang	κουπί
rang	ρόου
occidentale	δυτικά
occidentale	δυτική
occidentale	γουέστ
occidentale	δύση
occidentale	δυτικά
occidentale	γουέστερν
occidentale	δυτικό
occidentale	δυτική
occidentale	western
washington	ουάσιγκτον
washington	washington
washington	ουάσινγκτον
washington	γουάσινγκτον
rurale	αγροτικές
rurale	αγροτική
rurale	αγροτικός
maladie	αρρώστια
maladie	ασθένεια
maladie	ασθένεια
maladie	αρρώστια
maladie	ασθένεια
maladie	νόσος
aéroport	αεροδρόμιο
aéroport	αερολιμένας
king	βασιλεύς
king	βασιλιάς
king	κινγκ
king	βασιλιά
king	king
dictionnaire	dictionnaire
dictionnaire	λεξικό
autorité	αρχη
autorité	αρχή
autorité	εξουσία
portant	φορώντας
officielle	επίσημο
officielle	αξιωματούχος
officielle	επίσημη
futur	μελλοντικός
futur	μέλλον
futur	μελλον
objectif	στόχο
objectif	στόχος
objectif	φακός
objectif	φακό
objectif	σκοπός
objectif	σκοπό
objectif	στόχο
objectif	γκολ
objectif	στόχο
objectif	στόχος
objectif	target
objectif	στόχευση
cap	ακρωτήρι
cap	κέιπ
cap	ακρωτήριο
cap	κάπα
cap	καπάκι
cap	καπ
ingénieur	μηχανικοί
ingénieur	μηχανικούς
ingénieur	μηχανικός
ingénieur	μηχανικό
actes	πράξεις
irlande	ιρλανδία
irlande	ιρλανδια
occupe	καταλαμβάνει
hongrie	ουγγαρία
hongrie	ουγγαρίας
peine	ποινή
peine	θλίψη
peine	λύπη
peine	ποινή
peine	πέναλτι
peine	άλγος
peine	πόνο
peine	πόνος
britanniques	βρετανικό
britanniques	βρετανός
britanniques	βρετανική
britanniques	βρετανοί
britanniques	βρετανικά
absence	απουσία
importants	σημαντική
importants	σημαντικο
importants	σημαντικό
importants	σημαντικός
guerres	πολέμους
guerres	πόλεμοι
yves	υβ
yves	stanley
yves	στάνλεϋ
yves	στάνλεϊ
sociétés	εταιρίες
sociétés	εταιρείες
sociétés	εταιρίες
sociétés	εταιρείες
chanteuse	τραγουδιστής
chanteuse	σίνγκερ
chanteuse	τραγουδίστρια
crise	κρίση
crise	κριση
brigade	απόσπασμα
brigade	διμοιρία
brigade	ομάδα
brigade	ταξιαρχία
chapitre	κεφάλαιο
tient	κατέχει
madrid	μαδρίτη
madrid	μαδρίτης
cordialement	ειλικρινά
cordialement	εγκάρδια
cordialement	ευχαριστούμε
cordialement	ευχαριστίες
cordialement	ευχαριστω
cordialement	ευχαριστώ
drapeau	σημαία
utilisés	χρησιμοποιήθηκε
utilisés	χρησιμοποιείται
utilisés	χρησιμοποιούνται
utilisés	χρησιμοποιούμενα
utilisés	χρησιμοποιούμενες
application	αίτηση
application	εφαρμογή
application	app
application	εφαρμογή
responsable	υπεύθυνοι
responsable	υπεύθυνη
responsable	υπεύθυνος
responsable	υπεύθυνο
responsable	συντηρητής
circuit	κύκλωμα
japonaise	γιαπωνέζικα
japonaise	ιαπωνικά
japonaise	ιάπωνες
japonaise	γιαπωνέζοι
japonaise	γιαπωνέζικο
banque	τράπεζες
banque	τραπεζικός
banque	τραπεζικό
banque	τραπεζικές
banque	τραπεζικά
banque	τράπεζα
banque	bank
décédé	πέθανε
décédé	πεθανε
décédé	απεβίωσε
décédé	αποθανών
danse	χόρεψε
danse	dance
danse	χορός
danse	χορό
danse	χορός
désigner	διορίσει
désigner	ορίσει
genève	genève
genève	γενεύη
développé	αναπτύχθηκαν
développé	αναπτύχθηκε
développé	αναπτυχθεί
systèmes	συστήματα
systèmes	systems
élèves	σπουδαστές
élèves	μαθητές
élèves	φοιτητές
élèves	μαθητών
élèves	μαθητές
élèves	κόρες
officiellement	επισήμως
officiellement	επίσημα
officiellement	τυπικά
officiellement	επισήμως
officiellement	επίσημα
remplacé	αντικαταστάθηκε
remplacé	αντικαθίσταται
remplacé	αντικατέστησε
remplacé	αντικαθίστανται
fleuve	fleuve
fleuve	ρίβερ
fleuve	ποταμός
fleuve	ποτάμι
univers	σύμπαν
villages	χωριά
villages	χωριών
critiques	επικρίσεις
critiques	κριτική
critiques	επικριτές
critiques	κριτικοί
critiques	κριτικές
critiques	κρίσιμη
critiques	κρίσιμα
critiques	κρίσιμο
critiques	κρίσιμες
vraiment	πραγματικά
vraiment	αληθινά
vraiment	πραγματικά
vraiment	αλήθεια
argentine	αργεντινής
argentine	αργεντινή
argentine	αργεντινής
salon	lounge
salon	σαλόνι
salon	σαλόνι
salon	κομμωτήριο
écriture	συγγραφή
écriture	γραφή
écriture	γράψιμο
libération	απελευθέρωση
libération	απελευθέρωση
libération	αποδέσμευση
libération	ελευθέρωση
entièrement	πλήρως
entièrement	εντελώς
largement	ευρέως
die	πέθανε
die	die
die	πεθάνει
jazz	τζαζ
caractéristiques	χαρακτηριστικά
caractéristiques	χαρακτηριστικά
réunion	συνάντηση
réunion	σύσκεψη
réunion	συνεδρίαση
réunion	επανένωση
réunion	επανασύνδεση
trente	trento
trente	τριάντα
trente	thirty
julien	τζούλιαν
julien	julian
chasse	κυνήγι
chasse	κυνήγι
chasse	hunt
chasse	χαντ
paru	εμφανίστηκε
processus	διαδικασία
processus	διεργασία
processus	διεργασίες
gaz	αερίου
gaz	αέριο
gaz	αέρια
gaz	βενζίνη
gaz	γκάζι
gaz	γκαζ
gaz	αέρια
orléans	ορλεάνη
orléans	ορλεάνης
catégories	κατηγορια
catégories	κατηγορία
catégories	κατηγορίες
catégories	κατηγοριες
mixte	μεικτή
mixte	μεικτό
mixte	μικτή
mixte	μεικτά
mixte	μεικτές
régulièrement	τακτικά
juan	juan
juan	χουάν
véritable	πραγματικός
véritable	πραγματικό
véritable	ρεάλ
véritable	αληθινά
véritable	γνήσιος
véritable	γνήσια
véritable	γνήσιο
véritable	αληθές
véritable	αληθεια
véritable	αληθινή
véritable	αλήθεια
lee	λι
lee	λη
rapide	ταχεία
rapide	γρήγορα
rapide	γρήγορος
rapide	γρήγορο
rapide	γρήγορη
rapide	γρήγορα
rapide	γρήγορος
rapide	γρήγορη
agriculture	γεωργία
traduit	μεταφράζεται
traduit	μεταφραστεί
traduit	μεταφράσω
chœur	χορωδία
chœur	χορωδία
décret	διάταγμα
léon	λεόν
léon	λέων
léon	λεόν
léon	leon
léon	λίον
léon	λέο
léon	λίο
léon	λέων
léon	leo
naturelle	φυσική
naturelle	φυσικό
naturelle	φυσικός
naturelle	φυσικές
plantes	φυτά
permettre	επιτρέψει
nommée	ονόματι
résidence	κατοικία
résidence	διαμονής
résidence	οικία
fusion	συγχώνευση
fusion	συγχώνευση
fusion	σύντηξη
fusion	τήξη
fusion	σύντηξης
fusion	τήξης
fusion	τήξη
fusion	λιώσιμο
critères	κριτήρια
commandement	διοίκηση
commandement	εντολή
portrait	πορτραίτο
portrait	πορτρέτο
mairie	mairie
choses	πραγματα
choses	πράγματα
jan	ιαν
jan	jan
jan	γιαν
jan	τζαν
sang	σανγκ
sang	αίμα
sang	blood
jeanne	τζέιν
jeanne	jane
jeanne	τζέην
jeanne	ιωάννα
jeanne	ζαν
indique	υποδηλώνει
yeux	μάτια
yeux	ματια
yeux	μάτι
yeux	ματι
yeux	οφθαλμός
yeux	eye
all	ολα
all	όλοι
all	όλες
all	όλα
types	τύπους
types	τύποι
moyens	σημαίνει
reprise	βιογραφικό
prédécesseur	προκατόχου
retraite	συνταξιοδότησης
retraite	συνταξιοδότηση
retraite	συνταξιούχος
retraite	αποσύρθηκε
retraite	σύνταξη
retraite	υποχώρηση
retraite	οπισθοχώρηση
description	περιγραφή
ferroviaire	σιδηρόδρομος
ferroviaire	σιδηροδρόμων
ferroviaire	σιδηροδρομικός
ferroviaire	σιδηρόδρομος
ferroviaire	σιδηροδρομικών
ferroviaire	σιδηρόδρομο
table	πίνακας
table	πινακας
table	τραπέζι
antonio	αντόνιο
antonio	antonio
emploi	δουλειές
emploi	εργασίες
emploi	απασχόληση
emploi	απασχόλησης
promotion	προαγωγές
promotion	προωθήσεις
promotion	προσφορές
promotion	προαγωγή
promotion	προώθηση
québécois	québécois
québécois	κεμπέκ
alliance	συμμαχία
unités	μονάδες
quel	τι
importantes	σημαντική
importantes	σημαντικο
importantes	σημαντικό
importantes	σημαντικός
brun	καφέ
brun	brown
brun	μπράουν
faune	πανίδα
faune	πεζοπορία
originaire	καταγωγής
faite	φτιαγμένο
faite	φτιαγμένα
faite	φτιαγμένη
faite	έκανε
faite	κάνει
faite	έγινε
faite	εγινε
participé	παρευρέθηκαν
participé	συμμετείχε
participé	συμμετείχαν
participé	συμμετείχα
actions	μερίδια
actions	μετοχές
actions	πράξεις
actions	δράσεις
actions	ενέργειες
baron	βαρόνος
baron	βαρώνος
contributeurs	συντελεστές
biographie	βιο
biographie	βιογραφικό
biographie	βίο
biographie	βιογραφία
effets	επιπτώσεις
effets	επιδράσεις
effets	εφέ
effets	εφέ
effets	αποτέλεσμα
effets	επίδραση
bosnie	βοσνία
explique	εξηγήσω
explique	εξηγήστε
explique	εξήγησε
explique	εξηγεί
explique	εξηγείται
égypte	αίγυπτος
égypte	αίγυπτο
égypte	égypte
avenue	avenue
avenue	λεωφόρος
avenue	λεωφόρο
blocage	κλείδωμα
blocage	μπλοκάρει
blocage	τετράγωνο
blocage	μπλοκάρισμα
blocage	block
blocage	μπλοκ
dominique	ντόμινικ
dominique	ντομινίκ
dominique	ντομινίκ
dominique	ντομίνικα
nœud	κόμβος
nœud	κόμπο
nœud	κόμπος
serbe	σέρβος
serbe	σέρβο
serbe	σερβικό
serbe	σερβική
serbe	σερβικά
serbe	σέρβος
événements	γεγονότα
événements	γεγονοτα
événements	συμβάντα
événements	εκδηλώσεις
christophe	chris
christophe	κρίς
christophe	κρις
christophe	χριστόφορος
christophe	κρίστοφερ
christophe	christopher
christophe	κριστόφ
atelier	ημερίδα
atelier	εργαστήριο
atelier	εργαστήρι
auguste	ογκίστ
raisons	λόγους
raisons	λόγοι
raisons	αιτία
raisons	λόγος
francis	francis
francis	φράνσις
atlantique	atlantic
atlantique	ατλαντικού
atlantique	ατλάντικ
atlantique	ατλαντικός
atlantique	ατλαντικό
cent	hundred
cent	εκατό
cent	σεντ
voiture	αυτοκίνητο
voiture	αμάξι
voiture	car
agent	πράκτορας
agent	πράκτορα
disney	disney
débute	ξεκινά
débute	ξεκινάει
débute	αρχίζει
débute	ξεκινά
débute	ξεκινάει
débute	αρχίζει
écrite	γραπτές
écrite	γραπτή
écrite	γράφτηκε
écrite	γραμμένα
écrite	γράψει
écrite	γραμμένο
chute	καταρράκτη
chute	φθινόπωρο
chute	πτώση
chute	πέφτω
chute	πτώση
chute	πέφτοντας
communiste	κομμουνιστικό
communiste	κομμουνιστική
communiste	κομμουνιστής
présentation	προσκόμιση
présentation	παρουσίαση
étranger	εξωγήινος
étranger	εξωγήινη
étranger	αλλοδαπός
étranger	εξωγήινο
étranger	ξένος
étranger	αλλοδαπός
étranger	ξένος
étranger	ξένο
étranger	ξένος
étranger	ξένο
étranger	ξένη
étranger	ξένα
documentaire	ντοκιμαντέρ
documentaire	ντοκυμαντέρ
cartes	τράπουλα
cartes	χαρτιά
cartes	κάρτες
cartes	φύλλα
cartes	χάρτες
cartes	χάρτη
cartes	χάρτης
sièges	καθίσματα
sièges	έδρες
sièges	καθίσματα
sièges	θέσεις
secret	μυστικός
secret	μυστικό
secret	μυστική
secret	μυστικότητα
couple	ζευγάρι
couple	ροπής
couple	ροπή
publics	δημόσιες
publics	δημόσια
publics	δημόσιος
col	col
col	γιακά
col	κολάρο
métro	μετρό
métro	μετρο
métro	metro
métro	μετρό
mary	μαίρη
mines	εξόρυξης
mines	ορυχεία
mines	εξόρυξη
mines	ορυχεία
mines	νάρκες
conférence	σύσκεψη
conférence	συνδιάσκεψη
conférence	διάσκεψη
conférence	συνέδριο
conférence	κήρυγμα
conférence	διάλεξη
palmarès	κατάταξη
alsace	αλσατία
mains	χέρια
alfred	άλφρεντ
alfred	alfred
locaux	χώροι
locaux	τοπικός
locaux	τοπική
locaux	τοπικά
locaux	τοπικό
locaux	τοπικές
locaux	ντόπιους
locaux	ντόπιοι
publiée	δημοσιεύτηκε
publiée	καταχωρήθηκε
publiée	δημοσιεύθηκε
publiée	δημοσίευσε
publiée	δημοσιεύθηκε
publiée	δημοσιευθεί
publiée	δημοσιεύτηκε
publiée	δημοσίευση
publiée	δημοσιεύεται
publiée	εκδίδεται
soir	απόγευμα
soir	καλησπέρα
soir	βράδυ
soir	νύχτα
soir	βραδιά
soir	νυχτα
coureur	δρομέας
coureur	δρομέα
basé	βασισμένο
basé	βασισμένη
différence	diff
différence	διαφορά
différence	διαφορα
bateau	σκάφος
bateau	βάρκα
bateau	πλοίο
bateau	καράβι
musicale	μιούζικαλ
musicale	μουσικές
enregistré	καταγράφονται
enregistré	καταγράφεται
enregistré	καταγεγραμμένη
enregistré	καταγράφηκε
enregistré	εγγεγραμμένος
enregistré	καταχωρημένο
enregistré	αποθηκευμένα
enregistré	αποθηκεύτηκε
enregistré	σώθηκε
enregistré	έσωσε
enregistré	αποθηκευμένες
xls	xls
connexe	σχετική
connexe	σχετικές
connexe	σχετικό
changement	αλλαγή
changement	μεταβολή
changement	ρέστα
privée	ιδιωτικά
privée	ιδιωτική
privée	ιδιωτικό
privée	ιδιωτικός
députés	βοηθοί
députés	αναπληρωτές
députés	βουλευτές
députés	βουλευτές
commencé	ξεκίνησα
commencé	άρχισε
commencé	ξεκίνησε
électrique	ηλεκτρικά
électrique	ηλεκτρικές
électrique	ηλεκτρική
électrique	ηλεκτρικός
électrique	ηλεκτρικά
électrique	ηλεκτρικό
électrique	ηλεκτρική
électrique	ηλεκτρικός
telles	τέτοια
opérations	πράξεις
opérations	συναλλαγές
vite	γρήγορα
vite	γρήγορος
vite	γρήγορη
vite	γρήγορα
vite	γρήγορος
vite	γρήγορο
vite	γρήγορη
vite	γρήγορα
diocèse	επισκοπή
rhin	ρήνου
rhin	ρήνο
identité	ταυτότητα
normandie	νορμανδία
culturel	πολιτιστικός
culturel	πολιτιστικά
culturel	πολιτιστικό
culturel	πολιτιστική
variation	διακύμανση
variation	διασπορά
variation	παραλλαγή
variation	διακύμανση
romans	ρωμαίους
romans	ρωμαίοι
romans	μυθιστορήματα
sportive	σπορ
sportive	αθλητισμός
sportive	άθλημα
sportive	σπορ
bourg	μπουργκ
hommage	αφιέρωμα
collecte	έρανος
collecte	έρανο
collecte	συλλογη
collecte	συλλογή
faveur	εύνοια
faveur	εύνοια
transports	μεταφορά
transports	μεταφορές
transports	μεταφορών
transports	μεταφορά
seuls	μόνοι
seuls	μονη
seuls	μόνη
seuls	μόνος
rio	ρίο
rio	ριο
juge	δικαστής
juge	δικαστή
juge	κριτής
francisco	φραντσίσκο
francisco	φρανσίσκο
francisco	francisco
néerlandais	ολλανδός
néerlandais	ολλανδικό
néerlandais	ολλανδικά
néerlandais	ντατς
néerlandais	ολλανδική
lille	λιλ
complexe	σύνθετο
complexe	σύνθετη
complexe	πολύπλοκος
complexe	συγκρότημα
complexe	σύνθετα
und	und
concept	έννοια
universitaire	πανεπιστήμιο
universitaire	university
universitaire	πανεπιστημιο
universitaire	ακαδημαϊκή
universitaire	ακαδημαϊκά
universitaire	ακαδημαϊκό
titulaire	χόλντερ
titulaire	κάτοχος
diffusée	διάχυτη
diffusée	διαδίδονται
contexte	φόντο
contexte	υπόβαθρο
contexte	ιστορικό
contexte	πλαίσιο
contact	επικοινωνήστε
contact	επαφη
contact	επαφή
contact	επικοινωνία
fortement	έντονα
vis	βίδες
vis	vis
vis	βίδα
vis	γάμα
concert	κονσέρτο
concert	συναυλία
lois	νόμους
lois	νόμοι
lois	λόις
douze	twelve
douze	δώδεκα
douze	douze
ferme	αγροικία
ferme	αγρόκτημα
ferme	farm
ferme	φάρμα
one	ένας
one	ενα
one	μία
one	ένα
one	μια
correspond	αντιστοιχεί
hautes	high
hautes	ψηλά
hautes	υψηλή
hautes	υψηλός
hautes	υψηλό
hautes	hautes
édouard	εντουάρ
édouard	έντουαρντ
édouard	edward
édouard	εντουαρντ
massif	συμπαγής
massif	στερεό
massif	στερεά
massif	συμπαγές
massif	μαζική
vente	πώληση
vente	πωλήσεων
vente	πωλήσεις
athlétisme	αθλητικός
athlétisme	αθλητική
athlétisme	αθλητικό
culte	λατρεία
culte	αίρεση
culte	λατρεία
répartition	ανάλυση
répartition	κατανομή
répartition	κατάρρευση
répartition	διανομής
répartition	κατανομή
répartition	διανομή
matériel	υλικά
matériel	υλικό
matériel	εξοπλισμού
matériel	εξοπλισμός
avocat	δικηγόρος
avocat	αβοκάντο
avocat	δικηγόρος
avocat	δικηγόρο
bras	σουτιέν
bras	μπράτσα
bras	όπλα
bras	οπλα
bras	χέρια
bras	όπλων
bras	μπράτσο
bras	χέρι
bras	βραχίονα
calais	καλαί
proposition	προταση
proposition	πρόταση
épreuves	τεστ
épreuves	εξετάσεις
épreuves	δοκιμασίες
épreuves	δοκιμές
conduit	οδηγείται
conduit	αγωγό
perdu	χάθηκε
perdu	χαμένος
perdu	χάσαμε
perdu	χαμένη
perdu	χάσει
perdu	χαμένοι
nice	ωραία
nice	ωραίο
visite	επισκεφθείτε
visite	επίσκεψη
visite	ξενάγηση
visite	περιήγηση
visite	tour
visite	περιοδεία
solution	διάλυμα
solution	λυση
solution	λύση
atteindre	απήχηση
atteindre	reach
atteindre	φτάσει
atteindre	φθάνοντας
atteindre	φτάνοντας
volley	volley
volley	βόλεϊ
promu	προωθείται
promu	προωθήθηκε
portes	πύλες
portes	γκέιτς
portes	πόρτες
portes	θύρες
informatique	κομπιούτερ
informatique	υπολογιστές
conception	σχεδιασμό
conception	σχεδίαση
conception	design
conception	σχέδιο
conception	σχεδιασμός
mur	wall
mur	τοίχος
mur	τοίχο
mur	τείχος
mur	γουόλ
scientifiques	επιστημονική
scientifiques	επιστημονικά
scientifiques	επιστημονικό
scientifiques	επιστήμονες
tourisme	τουρισμός
tourisme	τουρισμού
passant	διελεύσει
luc	luke
luc	λουκ
luc	λούκ
luc	λικ
façade	προσωπείο
façade	πρόσοψη
façade	πρόσοψη
statue	άγαλμα
photos	φωτογραφιες
photos	φωτογραφίες
photos	φωτογραφιες
photos	φωτογραφίες
photos	εικόνες
construire	κατασκεύασμα
construire	κατασκευή
tente	τέντα
tente	σκηνή
tente	σκηνη
scott	σκοτ
scott	scott
scott	σκότ
liège	λιέγη
liège	φελλό
utilisant	χρησιμοποιώντας
huile	πετρέλαιο
huile	λάδι
huile	έλαιο
huile	πετρελαίου
convention	σύμβαση
convention	συνέλευση
orient	ανατολή
orient	ανατολική
orient	ανατολικά
orient	ανατολικό
orient	ιστ
orient	ανατολή
tourné	γυρίστηκε
dessin	σχεδιασμό
dessin	σχεδίαση
dessin	design
dessin	σχέδιο
dessin	σχεδιασμός
dessin	ζωγραφιά
dessin	κλήρωση
barcelone	βαρκελώνη
manuel	manuel
manuel	μανουέλ
manuel	χειροκίνητο
manuel	χειροκίνητα
manuel	χειροκίνητη
manuel	εγχειρίδιο
joe	τζο
joe	joe
espagnole	ισπανοί
espagnole	ισπανός
espagnole	ισπανικά
espagnole	ισπανική
pression	πίεση
pression	πιέσεις
maroc	μαρόκο
maroc	μαρόκου
maroc	maroc
faux	λάθος
faux	ψευδής
faux	ψευδή
faux	ψεύτικα
faux	ψεύτικος
faux	ψεύτικο
faux	ψεύτικη
christ	χριστός
colombie	κολούμπια
colombie	κολομβίας
colombie	κολομβία
baie	μπέρι
baie	baie
baie	κόλπος
baie	μπέι
baie	bay
documents	έγγραφα
athlète	αθλήτρια
athlète	αθλητής
athlète	αθλητή
bourgogne	bourgogne
bourgogne	βουργουνδίας
bourgogne	μπορντό
contraire	αντίθετο
contraire	απέναντι
destination	προορισμός
destination	προορισμό
destination	προορισμοί
destination	προορισμούς
champs	χωράφια
champs	πεδία
vierge	παρθένος
vierge	παρθένο
vierge	παρθένα
vierge	παρθένος
vierge	κενό
vierge	κενή
lesquels	που
température	θερμοκρασία
température	προσωρινή
température	προσωρινός
température	θερμοκρασίες
enfance	παιδικά
acteurs	ηθοποιοί
acteurs	ηθοποιούς
candidat	αιτών
candidat	υποψήφιο
candidat	υποψήφια
candidat	υποψήφιος
dates	ημερομηνίες
procès	δίκη
procès	δίκης
procès	μηνύσεις
procès	αγωγές
procès	αγωγή
procès	μήνυση
cercle	κύκλο
cercle	κύκλος
essais	τεστ
essais	εξετάσεις
essais	δοκιμασίες
