ラオス	laos
ココ	koko
祈祷	panalangin
祈祷	dasal
祈祷	prayer
募金	donasyon
募金	abuloy
募金	donate
募金	donasyon
智之	tomoyuki
オリエント	orient
オーランド	aland
オーランド	orlando
作物	pananim
作物	tanim
パウンド	libra
パウンド	pound
シャーロック	sherlock
スタッド	stade
スタッド	magtanim
ギガ	giga
リッター	ritter
留萌	rumoi
夏子	natsuko
トカゲ	lizards
トカゲ	butiki
トカゲ	butiking
参道	lapitan
参道	lumapit
参道	diskarte
飢饉	kagutuman
ピストル	putok
紳助	shinsuke
ブランチ	sangay
別館	annex
聖歌	himno
漁師	mangingisda
ガーナ	ghana
ミレニアム	millenium
ミレニアム	milenyo
ミレニアム	millennium
なぜなら	kc
なぜなら	kasi
なぜなら	dahil
塩素	chlorine
釈迦	shaka
ジェニファー	jennifer
クレイグ	craig
パッチ	patch
アイザック	isaac
美学	aesthetics
死別	balo
筆記	isinulat
筆記	nakasulat
筆記	sinulat
筆記	naisulat
筆記	pagsusulat
セバスチャン	sebastian
レコーダー	recorder
ダイアナ	diana
リハビリ	rehabilitation
バーゼル	basel
苦情	reklamo
苦情	reklamo
二階	taas
代名詞	panghalip
静脈	ugat
チューン	tune
ノルマンディー	normandia
ハウ	howe
開示	pagsisiwalat
信之	nobuyuki
エデン	eden
デザート	panghimagas
デザート	dessert
デザート	desert
デザート	disyerto
リバイバル	revival
動脈	arterial
動脈	arterya
大文字	uppercase
ツイッター	twitter
発熱	lagnat
発熱	fever
リュック	backpack
リュック	luc
忍び	shinobi
織物	tela
織物	hinabi
織物	paghabi
織物	tela
織物	tela
ペスト	salot
礼儀	courtesy
ボンド	bono
ボンド	bond
ゾイド	zoids
ヴィーナス	venus
ゴリラ	gorilla
フリッツ	fritz
ブランコ	blanco
ニトロ	nitro
伊吹	ibuki
ジュゼッペ	giuseppe
竜巻	tornado
竜巻	buhawi
健治	kenji
ダイヤル	dial
ダイヤル	dialing
苦悩	agony
ゴア	goa
ゴア	madugong
ゴア	gore
ネブラスカ	nebraska
ポロ	polo
日没	sunset
山東省	shandong
ミュラー	mueller
ミュラー	muller
セルティックス	celtics
ディナー	hapunan
白金	platinum
パラグアイ	paraguay
ブカレスト	bucharest
ジェシー	jesse
オオカミ	lobo
オオカミ	wolf
桜木	sakuragi
コンタクト	ugnayan
コンタクト	contact
バスケット	basket
ザルツブルク	salzburg
特製	specialty
快感	tuwa
快感	kasiyahan
叔母	tiyahin
叔母	tita
叔母	tiya
空想	magarang
パーソナル	personal
若菜	wakana
段落	talata
ハーモニー	pagkakatugma
ハーモニー	harmony
ハーモニー	pagkakaisa
葛城	katsuragi
宇佐美	usami
やっと	wakas
アイディア	idea
アイディア	ideya
アイディア	ideya
タイラー	tyler
アンプ	amplifier
宝物	treasures
宝物	kayamanan
礼子	reiko
マルクス主義	marxismo
サーブ	magsilbi
サーブ	paglingkuran
サーブ	serve
サーブ	maglingkod
サーブ	saab
イワン	ivan
ギフト	regalo
ギフト	gift
ギフト	regalo
理性	dahilan
ビスマルク	bismarck
構文	syntax
ミキ	miki
光景	tanawin
光景	paningin
アインシュタイン	einstein
申し立て	nasuri
申し立て	tumutol
申し立て	alitan
申し立て	pagtutol
エミリー	emily
安い	mura
安い	murang
安い	cheap
スラッシュ	slash
スラッシュ	gulo
アミューズメント	libangan
ハーレム	harlem
サンズ	sands
ガイ	guy
プラット	pratt
バタフライ	butterfly
最小限	kaunti
最小限	minimal
エレナ	elena
クイーンズ	queens
コサック	cossacks
スペル	pagbaybay
スペル	baybay
スペル	spell
チャレンジャー	challenger
プロポーズ	imungkahi
プロポーズ	proposal
パラレル	kahilera
ゴマ	linga
サザン	katimugang
サザン	southern
図形	heometriya
図形	shape
図形	hugis
ゲノム	genome
デイヴ	dave
ドッキング	pantalan
マダム	madam
マダム	madame
平沢	hirasawa
トレント	trent
アーセナル	arsenal
請願	petisyon
アトランティック	atlantic
美保	miho
メチル	methyl
幸田	koda
おば	tiyahin
おば	tita
おば	tiya
芹沢	serizawa
腐敗	decomposition
ベイビー	baby
ベイビー	sanggol
備後	bingo
キルギス	kyrgyzstan
とにかく	anyway
アダムス	adams
ブライト	bright
ブライト	maliwanag
参事官	councillors
トレーラー	trailer
毛皮	fur
毛皮	balahibo
コロシアム	coliseum
コロシアム	koliseo
選任	appointment
選任	halalan
ゴールキーパー	goalkeeper
マグマ	magma
条文	pagkakaloob
ニクソン	nixon
マリオン	marion
ごみ	tuta
ごみ	biik
ごみ	basura
ごみ	basura
ハーブ	herb
ハーブ	damo
フィアット	fiat
ドロシー	dorothy
ヒスパニック	hispanic
ヒスパニック	kastila
チェ	choi
チェ	che
フェンダー	fender
キール	kir
ジョーク	joke
ジョーク	jokes
フォスター	foster
みさき	misaki
クロスオーバー	crossover
コウモリ	bat
コウモリ	paniki
バチカン	vatican
バール	hadlangan
バール	bar
ヴィラ	vila
ヴィラ	villa
ユーモア	katatawanan
ユーモア	pagpapatawa
溶液	solusyon
転覆	ibagsak
ウイスキー	whisky
バッド	bad
バッド	masamang
バッド	masama
ナシ	pear
アレクセイ	alexei
アレクサンドリア	alexandria
総局	pangangasiwaan
エリザベート	elisabeth
借用	paghiram
コンポーネント	sangkap
コンポーネント	components
聴覚	pagdinig
聴覚	pandinig
ナンパ	nanpa
簡潔	maigsi
トリガー	trigger
武内	takeuchi
古事記	kojiki
間宮	mamiya
イーグルス	eagles
舞子	maiko
ガッツ	guts
レニングラード	leningrad
吉見	yoshimi
リップ	rip
コルト	colt
プランニング	pagplano
プランニング	planning
プランニング	pagpaplano
曲面	ibabaw
煉瓦	brick
煉瓦	brick
ペイン	paine
ペイン	payne
ペイン	sakit
ペイン	kirot
薬剤師	parmasyutiko
自律	autonomous
自律	awtonomong
自律	sosyalistikong
ポツダム	potsdam
ニコル	nicole
嫌がらせ	guluhin
嫌がらせ	manggulo
嫌がらせ	panggugulo
嫌がらせ	pananakot
嫌がらせ	panliligalig
名字	surname
愛美	manami
竜馬	ryoma
ハーグ	hague
プロヴァンス	provence
ミーティング	pagpupulong
ミーティング	miting
ミーティング	pulong
ミーティング	pagkakakilala
ミーティング	pagpupulong
カーペット	carpet
モンタナ	montana
カビ	mould
カビ	amag
ギャップ	gaps
ギャップ	puwang
ギャップ	gap
地層	sapin
地層	stratum
アルス	ars
シェリー	cherie
乗り物	sasakyan
ダニ	garapata
ダニ	dani
イネ	ine
数量	dami
倍率	scaling
倍率	magnipikasyon
江蘇省	jiangsu
中級	intermediate
パンドラ	pandora
チャイコフスキー	tchaikovsky
カナリア	canary
テンプル	templo
一成	issei
一成	kazunari
エメラルド	emerald
テレサ	teresa
テレサ	theresa
マッカートニー	mccartney
太い	makapal
アニー	annie
ベルン	bern
コックピット	sabungan
匂い	amoy
信彦	nobuhiko
ゴメス	gomes
ゴメス	gomez
ゴメス	gómez
ゲーテ	goethe
無条件	pasubali
オスカル	oscar
春野	haruno
リハーサル	ensayo
ケニー	kenny
アスファルト	asphalt
祝う	magdiwang
祝う	ipagdiwang
サラダ	salad
エクアドル	ecuador
河北省	hebei
ルワンダ	rwanda
シューマン	schumann
パラリンピック	paralympics
十字路	crossroad
十字路	crossroads
レナード	leonard
グライダー	glider
ベルナール	bernard
エンリケ	enrique
ひどい	terrible
ババ	baba
ポーツマス	portsmouth
オスロ	oslo
ヴァンガード	vanguard
モニカ	monica
スペシャリスト	espesyalista
リガ	riga
パワフル	powerful
パワフル	makapangyarihang
ジョシュ	josh
スカーレット	scarlet
スカーレット	scarlett
緑川	midorikawa
ペレス	perez
ペレス	pérez
泣く	umiyak
泣く	cry
泣く	iiyak
泣く	iyak
泣く	umiiyak
インディー	indie
田尻	tajiri
坂城	sakaki
ペガサス	pegasus
ディエゴ	diego
観念	idea
観念	ideya
中澤	nakazawa
前例	nakagagawa
叫ぶ	shout
叫ぶ	sumigaw
ケネス	kenneth
シャドウ	shadow
シャドウ	anino
発送	adviser
マンガン	manganese
教訓	lesson
教訓	aral
ポッター	potter
ハト	pigeon
スモール	liit
スモール	maliit
給料	sahod
給料	suweldo
打楽器	instrumentong
広田	hirota
直也	naoya
エドワーズ	edwards
スズ	tin
スズ	lata
ベネット	bennett
ミミ	mimi
肩書	titulo
肩書	pamagat
肩書	title
ダライ	dalai
コンペティション	paligsahan
コンペティション	kompetisyon
役立つ	nakatulong
役立つ	nakakatulong
世俗	secular
ドリンク	inumin
ドリンク	uminom
ドリンク	inumin
ドリンク	umiinom
子宮	matris
子宮	sinapupunan
慶喜	yoshinobu
グラスゴー	glasgow
ワタナベ	watanabe
航法	nabigasyon
航法	paglalayag
みやこ	miyako
亮太	ryota
カザン	kazan
由良	yura
シアン	cyan
シェパード	pastol
シェパード	shepard
贈り物	regalo
贈り物	gift
贈り物	regalo
ラグナ	laguna
ノヴゴロド	novgorod
オビ	obi
ベネディクト	benedict
ベネディクト	benedicto
エッチ	ecchi
検閲	censor
検閲	censorship
オペレーション	operations
オペレーション	operasyon
オペレーション	operation
オペレーション	operasyong
オペレーション	operasyon
ガーディアン	tagapangalaga
小麦	trigo
物事	bagay
描画	pagguhit
描画	drawing
ノンストップ	nonstop
パレット	papag
パレット	palette
マギー	maggie
フューチャー	kinabukasan
フューチャー	hinaharap
狂気	insane
狂気	kabaliwan
リマ	lima
懸賞	prizes
懸賞	premyo
ストーカー	stalker
千恵	chie
ロバ	asno
ロバ	donkey
ジュリー	julie
大麻	cannabis
村落	villages
村落	nayon
村落	nayon
信子	nobuko
生態系	ecosystem
かわいい	cute
モニュメント	monuments
モニュメント	monumento
ジャッジ	hukom
ジャッジ	husgahan
注入	pagbubuhos
ピエモンテ	piemonte
ローラン	laurent
ザグレブ	zagreb
ニューカッスル	newcastle
サクラメント	sacramento
サクラメント	sakramento
マジカル	magical
リクルート	recruit
銃器	pumuputok
ソート	pagkakaayos
覚書	memorandum
サンダー	kulog
紅茶	tsaa
紅茶	tsa
デア	der
ノーラン	nolan
相原	aihara
信じる	naniniwala
信じる	maniwala
ピッコロ	piccolo
ガマ	gama
夏樹	natsuki
ヴィンセント	vincent
ハイライト	highlight
ハイライト	highlights
ハイライト	highlight
マシーン	makina
美代子	miyoko
ポーラ	paula
船首	bow
暗闇	kadiliman
エスパーニャ	bulebar
マーチン	martin
八田	hatta
リラ	lira
リベラル	liberal
ゼルダ	zelda
プロローグ	prologue
明美	akemi
果物	prutas
果物	bunga
果物	fruits
果物	prutas
おじ	tito
おじ	tiyuhin
おじ	uncle
おじ	tiyo
おじ	tito
停電	blackout
爬虫類	reptilya
爬虫類	reptiles
芭蕉	basho
共感	pakikiramay
共感	malasakit
五つ	limang
五つ	lima
五つ	singko
税金	buwis
税金	buwis
登る	umakyat
登る	akyatin
隔離	paghihiwalay
バーレーン	bahrain
球体	sphere
領事	consul
不便	abala
ブラームス	brahms
伸一	shinichi
キャメロン	cameron
ニュースキャスター	newscaster
マーキュリー	mercury
知識人	intelektuwal
知識人	intellectual
談話	diskurso
ウェディング	kasal
ウェディング	kasalan
ウェディング	wedding
義昭	yoshiaki
着物	kimono
救急車	ambulansya
救急車	ambulance
神保	jimbo
セグメント	segments
セグメント	segment
ノエル	noël
ノエル	noel
ナタリー	natalie
武井	takei
在庫	imbentaryo
在庫	inventory
トミ	tomi
カーティス	curtis
美空	misora
セブ	cebu
スプリンター	salubsob
加瀬	kase
ドミニク	dominic
ビルバオ	bilbao
原子核	nucleus
ペルソナ	persona
リセット	reset
ジングル	jingle
